state,year,barrels,type
MA,2016,138987.97,Kegs and Barrels
MA,2017,162431.53,Kegs and Barrels
MA,2018,154797.7,Kegs and Barrels
MA,2019,143222.34,Kegs and Barrels
MD,2008,23321.62,Kegs and Barrels
MD,2009,24036.23,Kegs and Barrels
MD,2010,29123.06,Kegs and Barrels
MD,2011,38254.66,Kegs and Barrels
MD,2012,46213.33,Kegs and Barrels
MD,2013,52907.04,Kegs and Barrels
MD,2014,58176.63,Kegs and Barrels
MD,2015,64705.32,Kegs and Barrels
MD,2016,68486.52,Kegs and Barrels
MD,2017,69714.09,Kegs and Barrels
MD,2018,70807.06,Kegs and Barrels
MD,2019,72769.66,Kegs and Barrels
ME,2008,42649.45,Kegs and Barrels
ME,2009,47649.73,Kegs and Barrels
ME,2010,58015.64,Kegs and Barrels
ME,2011,77600.43,Kegs and Barrels
ME,2012,97285.94,Kegs and Barrels
ME,2013,110683.11,Kegs and Barrels
ME,2014,116113.35,Kegs and Barrels
ME,2015,117491.36,Kegs and Barrels
ME,2016,120823.77,Kegs and Barrels
ME,2017,116743.91,Kegs and Barrels
ME,2018,97260.97,Kegs and Barrels
ME,2019,101032.66,Kegs and Barrels
MI,2008,74309.35,Kegs and Barrels
MI,2009,94996.8,Kegs and Barrels
MI,2010,118799.27,Kegs and Barrels
MI,2011,148703.06,Kegs and Barrels
MI,2012,185386.44,Kegs and Barrels
MI,2013,227414.7,Kegs and Barrels
MI,2014,297520.14,Kegs and Barrels
MI,2015,330798.01,Kegs and Barrels
MI,2016,329891.64,Kegs and Barrels
MI,2017,347771.21,Kegs and Barrels
MI,2018,359017.74,Kegs and Barrels
MI,2019,348934.58,Kegs and Barrels
MN,2008,62497.37,Kegs and Barrels
MN,2009,67335.83,Kegs and Barrels
MN,2010,79534.59,Kegs and Barrels
MN,2011,101033.14,Kegs and Barrels
MN,2012,115956.35,Kegs and Barrels
MN,2013,133102.69,Kegs and Barrels
MN,2014,154949.51,Kegs and Barrels
MN,2015,154250.32,Kegs and Barrels
MN,2016,159728.02,Kegs and Barrels
MN,2017,159497.56,Kegs and Barrels
MN,2018,152641.92,Kegs and Barrels
MN,2019,146756.1,Kegs and Barrels
MO,2008,1527439.4,Kegs and Barrels
MO,2009,1382551.86,Kegs and Barrels
MO,2010,1183200.36,Kegs and Barrels
MO,2011,1119507.94,Kegs and Barrels
MO,2012,1019244.02,Kegs and Barrels
MO,2013,942359.26,Kegs and Barrels
MO,2014,891963.11,Kegs and Barrels
MO,2015,881247.94,Kegs and Barrels
MO,2016,913652.28,Kegs and Barrels
MO,2017,840259.38,Kegs and Barrels
MO,2018,763851.31,Kegs and Barrels
MO,2019,742043.07,Kegs and Barrels
MS,2008,2329.33,Kegs and Barrels
MS,2009,3585.07,Kegs and Barrels
MS,2010,5258.34,Kegs and Barrels
MS,2011,6867.94,Kegs and Barrels
MS,2012,6481.96,Kegs and Barrels
MS,2013,6907.14,Kegs and Barrels
MS,2014,7726.08,Kegs and Barrels
MS,2015,5999.23,Kegs and Barrels
MS,2016,5060.32,Kegs and Barrels
MS,2017,4474.17,Kegs and Barrels
MS,2018,3666.89,Kegs and Barrels
MS,2019,3361.31,Kegs and Barrels
MT,2008,36944.52,Kegs and Barrels
MT,2009,35824.92,Kegs and Barrels
MT,2010,41261.22,Kegs and Barrels
MT,2011,46957.49,Kegs and Barrels
MT,2012,50865.95,Kegs and Barrels
MT,2013,54321.28,Kegs and Barrels
MT,2014,58998.91,Kegs and Barrels
MT,2015,53876.38,Kegs and Barrels
MT,2016,50679.09,Kegs and Barrels
MT,2017,47842.61,Kegs and Barrels
MT,2018,44290.04,Kegs and Barrels
MT,2019,39887.71,Kegs and Barrels
NC,2008,834274.14,Kegs and Barrels
NC,2009,766996.13,Kegs and Barrels
NC,2010,903892.92,Kegs and Barrels
NC,2011,1010647.87,Kegs and Barrels
NC,2012,1054976.57,Kegs and Barrels
NC,2013,988300.04,Kegs and Barrels
NC,2014,971829.71,Kegs and Barrels
NC,2015,991004.06,Kegs and Barrels
NC,2016,561127.2,Kegs and Barrels
NC,2017,289428.28,Kegs and Barrels
NC,2018,298636.47,Kegs and Barrels
NC,2019,300587.32,Kegs and Barrels
ND,2008,NA,Kegs and Barrels
ND,2009,NA,Kegs and Barrels
ND,2010,NA,Kegs and Barrels
ND,2011,NA,Kegs and Barrels
ND,2012,NA,Kegs and Barrels
ND,2013,590.57,Kegs and Barrels
ND,2014,2601.31,Kegs and Barrels
ND,2015,3456.6,Kegs and Barrels
ND,2016,1867.45,Kegs and Barrels
ND,2017,3219.15,Kegs and Barrels
ND,2018,299.88,Kegs and Barrels
ND,2019,145.87,Kegs and Barrels
NE,2008,3524.26,Kegs and Barrels
NE,2009,4091.47,Kegs and Barrels
NE,2010,5688.77,Kegs and Barrels
NE,2011,7000.95,Kegs and Barrels
NE,2012,7244.52,Kegs and Barrels
NE,2013,3840.44,Kegs and Barrels
NE,2014,13753.51,Kegs and Barrels
NE,2015,10422.01,Kegs and Barrels
NE,2016,14472.86,Kegs and Barrels
NE,2017,13928.55,Kegs and Barrels
NE,2018,11217.22,Kegs and Barrels
NE,2019,9249.5,Kegs and Barrels
NH,2008,331130.43,Kegs and Barrels
NH,2009,338988.75,Kegs and Barrels
NH,2010,341517.58,Kegs and Barrels
NH,2011,364000.89,Kegs and Barrels
NH,2012,365463.83,Kegs and Barrels
NH,2013,381402.55,Kegs and Barrels
NH,2014,367976.5,Kegs and Barrels
NH,2015,347827.51,Kegs and Barrels
NH,2016,317004.98,Kegs and Barrels
NH,2017,292497.8,Kegs and Barrels
NH,2018,295253.52,Kegs and Barrels
NH,2019,269654.65,Kegs and Barrels
NJ,2008,489576.07,Kegs and Barrels
NJ,2009,487051.21,Kegs and Barrels
NJ,2010,544599.19,Kegs and Barrels
NJ,2011,559276.11,Kegs and Barrels
NJ,2012,502680.99,Kegs and Barrels
NJ,2013,443199.05,Kegs and Barrels
NJ,2014,447843.58,Kegs and Barrels
NJ,2015,423001.17,Kegs and Barrels
NJ,2016,376621.44,Kegs and Barrels
NJ,2017,367964.45,Kegs and Barrels
NJ,2018,370889.34,Kegs and Barrels
NJ,2019,325232.23,Kegs and Barrels
NM,2008,5965.5,Kegs and Barrels
NM,2009,7739.68,Kegs and Barrels
NM,2010,7838.24,Kegs and Barrels
NM,2011,10594.14,Kegs and Barrels
NM,2012,12803.35,Kegs and Barrels
NM,2013,15093.44,Kegs and Barrels
NM,2014,21957.12,Kegs and Barrels
NM,2015,26192.78,Kegs and Barrels
NM,2016,27804.17,Kegs and Barrels
NM,2017,34733.93,Kegs and Barrels
NM,2018,37733.8,Kegs and Barrels
NM,2019,37837.5,Kegs and Barrels
NV,2008,14809.07,Kegs and Barrels
NV,2009,13983.77,Kegs and Barrels
NV,2010,14741.33,Kegs and Barrels
NV,2011,7871.97,Kegs and Barrels
NV,2012,4993.73,Kegs and Barrels
NV,2013,5702.72,Kegs and Barrels
NV,2014,8085.97,Kegs and Barrels
NV,2015,5161.63,Kegs and Barrels
NV,2016,8279.46,Kegs and Barrels
NV,2017,10871.8,Kegs and Barrels
NV,2018,12423.11,Kegs and Barrels
NV,2019,15045.5,Kegs and Barrels
NY,2008,749430.78,Kegs and Barrels
NY,2009,650087.06,Kegs and Barrels
NY,2010,583310.58,Kegs and Barrels
NY,2011,604493.47,Kegs and Barrels
NY,2012,668632.48,Kegs and Barrels
NY,2013,674239.5,Kegs and Barrels
NY,2014,596752.77,Kegs and Barrels
NY,2015,589153.27,Kegs and Barrels
NY,2016,566871.56,Kegs and Barrels
NY,2017,520583.59,Kegs and Barrels
NY,2018,466871,Kegs and Barrels
NY,2019,450143.63,Kegs and Barrels
OH,2008,1708860.22,Kegs and Barrels
OH,2009,1895495.69,Kegs and Barrels
OH,2010,2033529.73,Kegs and Barrels
OH,2011,1886886.8,Kegs and Barrels
OH,2012,1790342.28,Kegs and Barrels
OH,2013,1726077.24,Kegs and Barrels
OH,2014,1643427.98,Kegs and Barrels
OH,2015,1628062.64,Kegs and Barrels
OH,2016,1457112.02,Kegs and Barrels
OH,2017,1383472.57,Kegs and Barrels
OH,2018,1359048.25,Kegs and Barrels
OH,2019,1368599.36,Kegs and Barrels
OK,2008,939.98,Kegs and Barrels
OK,2009,2578.47,Kegs and Barrels
OK,2010,3395.64,Kegs and Barrels
OK,2011,4025.32,Kegs and Barrels
OK,2012,4826.95,Kegs and Barrels
OK,2013,4840.77,Kegs and Barrels
OK,2014,6110,Kegs and Barrels
OK,2015,4539.32,Kegs and Barrels
OK,2016,5642.57,Kegs and Barrels
OK,2017,5409.25,Kegs and Barrels
OK,2018,968.47,Kegs and Barrels
OK,2019,1121.82,Kegs and Barrels
OR,2008,302197.16,Kegs and Barrels
OR,2009,325659.16,Kegs and Barrels
OR,2010,341505.24,Kegs and Barrels
OR,2011,357821.43,Kegs and Barrels
OR,2012,375659.57,Kegs and Barrels
OR,2013,415935.76,Kegs and Barrels
OR,2014,479575.19,Kegs and Barrels
OR,2015,489128.91,Kegs and Barrels
OR,2016,477381.22,Kegs and Barrels
OR,2017,643288.16,Kegs and Barrels
OR,2018,404151.01,Kegs and Barrels
OR,2019,349803.33,Kegs and Barrels
PA,2008,772329.9,Kegs and Barrels
PA,2009,953285.76,Kegs and Barrels
PA,2010,998172.5,Kegs and Barrels
PA,2011,1081543.3,Kegs and Barrels
PA,2012,1168462.04,Kegs and Barrels
PA,2013,1172679.83,Kegs and Barrels
PA,2014,1244846.05,Kegs and Barrels
PA,2015,1156462.98,Kegs and Barrels
PA,2016,1035752.73,Kegs and Barrels
PA,2017,946253.9,Kegs and Barrels
PA,2018,905758.65,Kegs and Barrels
PA,2019,822363.35,Kegs and Barrels
RI,2008,2347,Kegs and Barrels
RI,2009,2430,Kegs and Barrels
RI,2010,3236.99,Kegs and Barrels
RI,2011,3371,Kegs and Barrels
RI,2012,4104.34,Kegs and Barrels
RI,2013,5174.14,Kegs and Barrels
RI,2014,4551.43,Kegs and Barrels
RI,2015,3969.48,Kegs and Barrels
RI,2016,3675.99,Kegs and Barrels
RI,2017,7854.41,Kegs and Barrels
RI,2018,15630.68,Kegs and Barrels
RI,2019,19862.36,Kegs and Barrels
SC,2008,6193.71,Kegs and Barrels
SC,2009,6192.25,Kegs and Barrels
SC,2010,7558.6,Kegs and Barrels
SC,2011,11769.84,Kegs and Barrels
SC,2012,15831.87,Kegs and Barrels
SC,2013,18103.48,Kegs and Barrels
SC,2014,19762.34,Kegs and Barrels
SC,2015,19492.06,Kegs and Barrels
SC,2016,13380.82,Kegs and Barrels
SC,2017,20748.53,Kegs and Barrels
SC,2018,14709.1,Kegs and Barrels
SC,2019,14289.9,Kegs and Barrels
SD,2008,572,Kegs and Barrels
SD,2009,559,Kegs and Barrels
SD,2010,586,Kegs and Barrels
SD,2011,1237.88,Kegs and Barrels
SD,2012,1521.5,Kegs and Barrels
SD,2013,1753.5,Kegs and Barrels
SD,2014,1923.75,Kegs and Barrels
SD,2015,2406.63,Kegs and Barrels
SD,2016,2606.53,Kegs and Barrels
SD,2017,3319.71,Kegs and Barrels
SD,2018,2298.83,Kegs and Barrels
SD,2019,2675.96,Kegs and Barrels
TN,2008,10155.49,Kegs and Barrels
TN,2009,10982.71,Kegs and Barrels
TN,2010,12988.82,Kegs and Barrels
TN,2011,17597.04,Kegs and Barrels
TN,2012,28387.58,Kegs and Barrels
TN,2013,31767.12,Kegs and Barrels
TN,2014,60753.94,Kegs and Barrels
TN,2015,87084.56,Kegs and Barrels
TN,2016,72261.38,Kegs and Barrels
TN,2017,64760.02,Kegs and Barrels
TN,2018,54131.48,Kegs and Barrels
TN,2019,35017.56,Kegs and Barrels
TX,2008,1094276.99,Kegs and Barrels
TX,2009,1131030.13,Kegs and Barrels
TX,2010,1143881.77,Kegs and Barrels
TX,2011,1152638.24,Kegs and Barrels
TX,2012,1144585.8,Kegs and Barrels
TX,2013,1038542.78,Kegs and Barrels
TX,2014,1060536.45,Kegs and Barrels
TX,2015,1037119.99,Kegs and Barrels
TX,2016,1073417.23,Kegs and Barrels
TX,2017,1057055.7,Kegs and Barrels
TX,2018,1069103.27,Kegs and Barrels
TX,2019,1056401.63,Kegs and Barrels
UT,2008,26717.11,Kegs and Barrels
UT,2009,25943.15,Kegs and Barrels
UT,2010,29194.74,Kegs and Barrels
UT,2011,34548.18,Kegs and Barrels
UT,2012,43143.32,Kegs and Barrels
UT,2013,45937.83,Kegs and Barrels
UT,2014,51425.32,Kegs and Barrels
UT,2015,54961.49,Kegs and Barrels
UT,2016,54169.39,Kegs and Barrels
UT,2017,54184.15,Kegs and Barrels
UT,2018,51234.23,Kegs and Barrels
UT,2019,39701.03,Kegs and Barrels
VA,2008,1425448.78,Kegs and Barrels
VA,2009,1186492.73,Kegs and Barrels
VA,2010,1152090.46,Kegs and Barrels
VA,2011,1165692.37,Kegs and Barrels
VA,2012,1175467.01,Kegs and Barrels
VA,2013,1134449.57,Kegs and Barrels
VA,2014,1048495.09,Kegs and Barrels
VA,2015,1017740.25,Kegs and Barrels
VA,2016,1253898.31,Kegs and Barrels
VA,2017,1463360.4,Kegs and Barrels
VA,2018,1272328.62,Kegs and Barrels
VA,2019,1186030.99,Kegs and Barrels
VT,2008,70621.02,Kegs and Barrels
VT,2009,86533.33,Kegs and Barrels
VT,2010,105473.36,Kegs and Barrels
VT,2011,91368.48,Kegs and Barrels
VT,2012,98154.92,Kegs and Barrels
VT,2013,98852.28,Kegs and Barrels
VT,2014,93531.96,Kegs and Barrels
VT,2015,89387.18,Kegs and Barrels
VT,2016,68330.18,Kegs and Barrels
VT,2017,64791.32,Kegs and Barrels
VT,2018,66620.54,Kegs and Barrels
VT,2019,69498.8,Kegs and Barrels
WA,2008,165425.08,Kegs and Barrels
WA,2009,155111.48,Kegs and Barrels
WA,2010,195436.87,Kegs and Barrels
WA,2011,218671.75,Kegs and Barrels
WA,2012,240103.86,Kegs and Barrels
WA,2013,274558.65,Kegs and Barrels
WA,2014,297547.82,Kegs and Barrels
WA,2015,291509.7,Kegs and Barrels
WA,2016,251896.07,Kegs and Barrels
WA,2017,222188.23,Kegs and Barrels
WA,2018,222168.19,Kegs and Barrels
WA,2019,208289.99,Kegs and Barrels
WI,2008,1039757.77,Kegs and Barrels
WI,2009,1191461.86,Kegs and Barrels
WI,2010,1130525.73,Kegs and Barrels
WI,2011,981225.81,Kegs and Barrels
WI,2012,1038914.37,Kegs and Barrels
WI,2013,1071651.35,Kegs and Barrels
WI,2014,1066520.15,Kegs and Barrels
WI,2015,937817.99,Kegs and Barrels
WI,2016,1010565.53,Kegs and Barrels
WI,2017,1093376.11,Kegs and Barrels
WI,2018,1047608.3,Kegs and Barrels
WI,2019,799948.2,Kegs and Barrels
WV,2008,1655.04,Kegs and Barrels
WV,2009,1725.47,Kegs and Barrels
WV,2010,2582.42,Kegs and Barrels
WV,2011,3264.98,Kegs and Barrels
WV,2012,3701.81,Kegs and Barrels
WV,2013,4525.59,Kegs and Barrels
WV,2014,5160.63,Kegs and Barrels
WV,2015,6640.44,Kegs and Barrels
WV,2016,3835.3,Kegs and Barrels
WV,2017,3564.32,Kegs and Barrels
WV,2018,3278.68,Kegs and Barrels
WV,2019,4017.18,Kegs and Barrels
WY,2008,2989.71,Kegs and Barrels
WY,2009,2489.98,Kegs and Barrels
WY,2010,3852.33,Kegs and Barrels
WY,2011,5055.71,Kegs and Barrels
WY,2012,5752.17,Kegs and Barrels
WY,2013,7216.88,Kegs and Barrels
WY,2014,8379.14,Kegs and Barrels
WY,2015,9671.7,Kegs and Barrels
WY,2016,8328.08,Kegs and Barrels
WY,2017,8312.15,Kegs and Barrels
WY,2018,16731.39,Kegs and Barrels
WY,2019,18726.19,Kegs and Barrels
total,2008,17285670.240000002,Kegs and Barrels
total,2009,17461286.160000004,Kegs and Barrels
total,2010,17725898.719999995,Kegs and Barrels
total,2011,17817251.150000002,Kegs and Barrels
total,2012,18157777.560000002,Kegs and Barrels
total,2013,18097967.509999998,Kegs and Barrels
total,2014,18176128.249999996,Kegs and Barrels
total,2015,17750504.620000005,Kegs and Barrels
total,2016,17000382.28,Kegs and Barrels
total,2017,16514866.690000001,Kegs and Barrels
total,2018,15662381.42,Kegs and Barrels
total,2019,14880067.09,Kegs and Barrels
