data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
Barrels Produced,Tax Free,2011,12,For export,385447,330460,4425411,4050682,$7/$18 per barrel
Barrels Produced,Tax Free,2011,12,For vessels and aircraft,0,0,63,27,$7/$18 per barrel
Barrels Produced,Tax Free,2011,12,Consumed on brewery premises,6137,6237,38568,34577,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2011,12,Sub Total Tax-Free,391584,336697,4464042,4085286,$7/$18 per barrel
Barrels Produced,Totals,2011,12,Total Removals,13705004,14207327,182293919,185270988,$7/$18 per barrel
Barrels Produced,Totals,2011,12,Stocks On Hand end-of-month:,9205479,8758741,122597499,122587939,$7/$18 per barrel
Barrels Produced,Totals,2012,1,Production,15175577,14901033,15175577,14901033,$7/$18 per barrel
Barrels Produced,Taxable,2012,1,In bottles and cans,11955351,11497948,11955351,11497948,$7/$18 per barrel
Barrels Produced,Taxable,2012,1,In barrels and kegs,1349271,1217227,1349271,1217227,$7/$18 per barrel
Barrels Produced,Taxable,2012,1,"Tax Determined, Premises Use",6501,6569,6501,6569,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,1,Sub Total Taxable,13311123,12721744,13311123,12721744,$7/$18 per barrel
Barrels Produced,Tax Free,2012,1,For export,321453,262636,321453,262636,$7/$18 per barrel
Barrels Produced,Tax Free,2012,1,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2012,1,Consumed on brewery premises,1044,972,1044,972,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,1,Sub Total Tax-Free,322497,263608,322497,263608,$7/$18 per barrel
Barrels Produced,Totals,2012,1,Total Removals,13633620,12985352,13633620,12985352,$7/$18 per barrel
Barrels Produced,Totals,2012,1,Stocks On Hand end-of-month:,9903156,9753444,9903156,9753444,$7/$18 per barrel
Barrels Produced,Totals,2012,2,Production,15031817,14377329,30223979,29278907,$7/$18 per barrel
Barrels Produced,Taxable,2012,2,In bottles and cans,12332071,11516622,24297029,23014733,$7/$18 per barrel
Barrels Produced,Taxable,2012,2,In kegs,1376460,1240849,2730796,2458285,$7/$18 per barrel
Barrels Produced,Taxable,2012,2,"Tax Determined, Premises Use",6715,6552,13384,13121,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,2,Sub Total Taxable,13715246,12764023,27041209,25486139,$7/$18 per barrel
Barrels Produced,Tax Free,2012,2,For export,357753,282648,679299,545284,$7/$18 per barrel
Barrels Produced,Tax Free,2012,2,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2012,2,Consumed on brewery premises,1121,990,2198,1992,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,2,Sub Total Tax-Free,358874,283638,681497,547276,$7/$18 per barrel
Barrels Produced,Totals,2012,2,Total Removals,14074120,13047661,27722706,26033415,$7/$18 per barrel
Barrels Produced,Totals,2012,2,Stocks On Hand end-of-month:,10140928,10289750,20055142,20043636,$7/$18 per barrel
Barrels Produced,Totals,2012,3,Production,17165152,17768121,47430861,47047028,$7/$18 per barrel
Barrels Produced,Taxable,2012,3,In bottles and cans,13773526,14534907,38095314,37549674,$7/$18 per barrel
Barrels Produced,Taxable,2012,3,In kegs,1686628,1759680,4426434,4217970,$7/$18 per barrel
Barrels Produced,Taxable,2012,3,"Tax Determined, Premises Use",102876,112160,116839,125281,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,3,Sub Total Taxable,15563030,16406747,42638587,41892925,$7/$18 per barrel
Barrels Produced,Tax Free,2012,3,For export,416950,387399,1096284,932683,$7/$18 per barrel
Barrels Produced,Tax Free,2012,3,For vessels and aircraft,0,2,0,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,3,Consumed on brewery premises,6082,6205,8258,8158,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,3,Sub Total Tax-Free,423032,393606,1104542,940843,$7/$18 per barrel
Barrels Produced,Totals,2012,3,Total Removals,15986062,16800353,43743129,42833768,$7/$18 per barrel
Barrels Produced,Totals,2012,3,Stocks On Hand end-of-month:,10459530,10414335,30549700,30457971,$7/$18 per barrel
Barrels Produced,Totals,2012,4,Production,16697199,16677866,64210944,63729017,$7/$18 per barrel
Barrels Produced,Taxable,2012,4,In bottles and cans,13477976,13406451,51604550,50957565,$7/$18 per barrel
Barrels Produced,Taxable,2012,4,In kegs,1412362,1442895,5867945,5662024,$7/$18 per barrel
Barrels Produced,Taxable,2012,4,"Tax Determined, Premises Use",7775,7304,135283,133334,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,4,Sub Total Taxable,14898113,14856650,57607778,56752923,$7/$18 per barrel
Barrels Produced,Tax Free,2012,4,For export,411898,377776,1508182,1310459,$7/$18 per barrel
Barrels Produced,Tax Free,2012,4,For vessels and aircraft,0,0,0,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,4,Consumed on brewery premises,1190,1123,11559,9281,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,4,Sub Total Tax-Free,413088,378899,1519741,1319742,$7/$18 per barrel
Barrels Produced,Totals,2012,4,Total Removals,15311201,15235549,59127519,58072665,$7/$18 per barrel
Barrels Produced,Totals,2012,4,Stocks On Hand end-of-month:,10953027,10934265,41561360,41394150,$7/$18 per barrel
Barrels Produced,Totals,2012,5,Production,18051568,17657642,82262512,81386659,$7/$18 per barrel
Barrels Produced,Taxable,2012,5,In bottles and cans,15336779,14638219,66941329,65595784,$7/$18 per barrel
Barrels Produced,Taxable,2012,5,In kegs,1564931,1491020,7432876,7153044,$7/$18 per barrel
Barrels Produced,Taxable,2012,5,"Tax Determined, Premises Use",7918,7051,143201,140385,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,5,Sub Total Taxable,16909628,16136290,74517406,72889213,$7/$18 per barrel
Barrels Produced,Tax Free,2012,5,For export,461000,394063,1969182,1704522,$7/$18 per barrel
Barrels Produced,Tax Free,2012,5,For vessels and aircraft,0,0,0,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,5,Consumed on brewery premises,1168,1420,12727,10701,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,5,Sub Total Tax-Free,462168,395483,1981909,1715225,$7/$18 per barrel
Barrels Produced,Totals,2012,5,Total Removals,17371796,16531773,76499315,74604438,$7/$18 per barrel
Barrels Produced,Totals,2012,5,Stocks On Hand end-of-month:,10781226,11203807,52342586,52597957,$7/$18 per barrel
Barrels Produced,Totals,2012,6,Production,18369732,18236489,100632244,99623148,$7/$18 per barrel
Barrels Produced,Taxable,2012,6,In bottles and cans,15192075,15800624,82133404,81396408,$7/$18 per barrel
Barrels Produced,Taxable,2012,6,In kegs,1664444,1791045,9097320,8944089,$7/$18 per barrel
Barrels Produced,Taxable,2012,6,"Tax Determined, Premises Use",114288,124387,257489,264772,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,6,Sub Total Taxable,16970807,17716056,91488213,90605269,$7/$18 per barrel
Barrels Produced,Tax Free,2012,6,For export,432795,391783,2401977,2096305,$7/$18 per barrel
Barrels Produced,Tax Free,2012,6,For vessels and aircraft,28,0,28,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,6,Consumed on brewery premises,8804,7100,21531,17801,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,6,Sub Total Tax-Free,441627,398883,2423536,2114108,$7/$18 per barrel
Barrels Produced,Totals,2012,6,Total Removals,17412434,18114939,93911749,92719377,$7/$18 per barrel
Barrels Produced,Totals,2012,6,Stocks On Hand end-of-month:,11002484,10540150,63345070,63138107,$7/$18 per barrel
Barrels Produced,Totals,2012,7,Production,17922381,16877901,118559514,116501049,$7/$18 per barrel
Barrels Produced,Taxable,2012,7,In bottles and cans,14929416,13873399,97063128,95269807,$7/$18 per barrel
Barrels Produced,Taxable,2012,7,In kegs,1490304,1392940,10588060,10337029,$7/$18 per barrel
Barrels Produced,Taxable,2012,7,"Tax Determined, Premises Use",7873,7109,265692,271881,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,7,Sub Total Taxable,16427593,15273448,107916880,105878717,$7/$18 per barrel
Barrels Produced,Tax Free,2012,7,For export,437938,400093,2839915,2496398,$7/$18 per barrel
Barrels Produced,Tax Free,2012,7,For vessels and aircraft,0,0,28,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,7,Consumed on brewery premises,1844,1866,23375,19667,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,7,Sub Total Tax-Free,439782,401959,2863318,2516067,$7/$18 per barrel
Barrels Produced,Totals,2012,7,Total Removals,16867375,15675407,110780198,108394784,$7/$18 per barrel
Barrels Produced,Totals,2012,7,Stocks On Hand end-of-month:,10961919,10814638,74308811,73952745,$7/$18 per barrel
Barrels Produced,Totals,2012,8,Production,17315925,17027545,135924848,133529922,$7/$18 per barrel
Barrels Produced,Taxable,2012,8,In bottles and cans,14961416,14671793,112051963,109942240,$7/$18 per barrel
Barrels Produced,Taxable,2012,8,In kegs,1565666,1579097,12166841,11916710,$7/$18 per barrel
Barrels Produced,Taxable,2012,8,"Tax Determined, Premises Use",8502,8031,276900,279912,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,8,Sub Total Taxable,16535584,16258921,124495704,122138862,$7/$18 per barrel
Barrels Produced,Tax Free,2012,8,For export,411977,369031,3251892,2865429,$7/$18 per barrel
Barrels Produced,Tax Free,2012,8,For vessels and aircraft,0,0,28,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,8,Consumed on brewery premises,1525,1666,24843,21333,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,8,Sub Total Tax-Free,413502,370697,3276763,2886764,$7/$18 per barrel
Barrels Produced,Totals,2012,8,Total Removals,16949086,16629618,127772467,125025626,$7/$18 per barrel
Barrels Produced,Totals,2012,8,Stocks On Hand end-of-month:,10527208,10330511,84872388,84283705,$7/$18 per barrel
Barrels Produced,Totals,2012,9,Production,15820859,16049690,151763413,149584264,$7/$18 per barrel
Barrels Produced,Taxable,2012,9,In bottles and cans,13052268,13808329,125110499,123752140,$7/$18 per barrel
Barrels Produced,Taxable,2012,9,In kegs,1574509,1660104,13750802,13579347,$7/$18 per barrel
Barrels Produced,Taxable,2012,9,"Tax Determined, Premises Use",111767,133563,389248,413612,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,9,Sub Total Taxable,14738544,15601996,139250549,137745099,$7/$18 per barrel
Barrels Produced,Tax Free,2012,9,For export,429588,343140,3681508,3208569,$7/$18 per barrel
Barrels Produced,Tax Free,2012,9,For vessels and aircraft,75,0,103,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,9,Consumed on brewery premises,9831,9186,34889,30519,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,9,Sub Total Tax-Free,439494,352326,3716500,3239090,$7/$18 per barrel
Barrels Produced,Totals,2012,9,Total Removals,15178038,15954322,142967049,140984189,$7/$18 per barrel
Barrels Produced,Totals,2012,9,Stocks On Hand end-of-month:,10558551,9686965,95441893,93973618,$7/$18 per barrel
Barrels Produced,Totals,2012,10,Production,19131217,14921953,170954592,164508840,$7/$18 per barrel
Barrels Produced,Taxable,2012,10,In bottles and cans,12819635,12264633,137945917,136017482,$7/$18 per barrel
Barrels Produced,Taxable,2012,10,In kegs,1460515,1379808,15241764,14960034,$7/$18 per barrel
Barrels Produced,Taxable,2012,10,"Tax Determined, Premises Use",8318,8884,400870,422572,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,10,Sub Total Taxable,14288468,13653325,153588551,151400088,$7/$18 per barrel
Barrels Produced,Tax Free,2012,10,For export,483568,414294,4165067,3622863,$7/$18 per barrel
Barrels Produced,Tax Free,2012,10,For vessels and aircraft,0,0,103,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,10,Consumed on brewery premises,1467,1085,36598,31604,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,10,Sub Total Tax-Free,485035,415379,4201768,3654469,$7/$18 per barrel
Barrels Produced,Totals,2012,10,Total Removals,14773503,14068704,157790319,155054557,$7/$18 per barrel
Barrels Produced,Totals,2012,10,Stocks On Hand end-of-month:,10071552,9785734,105533858,103752162,$7/$18 per barrel
Barrels Produced,Totals,2012,11,Production,14459369,14285502,181492024,178796294,$7/$18 per barrel
Barrels Produced,Taxable,2012,11,In bottles and cans,12079191,11885961,150031899,147904113,$7/$18 per barrel
Barrels Produced,Taxable,2012,11,In kegs,1326659,1337122,16579819,16298614,$7/$18 per barrel
Barrels Produced,Taxable,2012,11,"Tax Determined, Premises Use",7426,8078,409772,430650,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,11,Sub Total Taxable,13413276,13231161,167021490,164633377,$7/$18 per barrel
Barrels Produced,Tax Free,2012,11,For export,441845,418208,4606994,4041071,$7/$18 per barrel
Barrels Produced,Tax Free,2012,11,For vessels and aircraft,0,0,103,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,11,Consumed on brewery premises,1267,1033,38764,32682,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,11,Sub Total Tax-Free,443112,419241,4645861,4073755,$7/$18 per barrel
Barrels Produced,Totals,2012,11,Total Removals,13856388,13650402,171667351,168707132,$7/$18 per barrel
Barrels Produced,Totals,2012,11,Stocks On Hand end-of-month:,9987788,9698305,115535380,113450853,$7/$18 per barrel
Barrels Produced,Totals,2012,12,Production,14227365,13921581,195739089,192718037,$7/$18 per barrel
Barrels Produced,Taxable,2012,12,In bottles and cans,11488549,11795538,161524312,159699722,$7/$18 per barrel
Barrels Produced,Taxable,2012,12,In kegs,1385919,1498841,17974867,17797522,$7/$18 per barrel
Barrels Produced,Taxable,2012,12,"Tax Determined, Premises Use",102737,114397,517958,545047,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2012,12,Sub Total Taxable,12977205,13408776,180017137,178042291,$7/$18 per barrel
Barrels Produced,Tax Free,2012,12,For export,427839,385522,5034836,4426593,$7/$18 per barrel
Barrels Produced,Tax Free,2012,12,For vessels and aircraft,0,0,103,2,$7/$18 per barrel
Barrels Produced,Tax Free,2012,12,Consumed on brewery premises,9684,6575,48488,39257,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2012,12,Sub Total Tax-Free,437523,392097,5083427,4465852,$7/$18 per barrel
Barrels Produced,Totals,2012,12,Total Removals,13414728,13800873,185100564,182508143,$7/$18 per barrel
Barrels Produced,Totals,2012,12,Stocks On Hand end-of-month:,9792007,9241070,125340119,122692014,$7/$18 per barrel
Barrels Produced,Totals,2013,1,Production,15008642,15210489,15008642,15210489,$7/$18 per barrel
Barrels Produced,Taxable,2013,1,In bottles and cans,12274005,11976466,12274005,11976466,$7/$18 per barrel
Barrels Produced,Taxable,2013,1,In kegs,1406771,1357207,1406771,1357207,$7/$18 per barrel
Barrels Produced,Taxable,2013,1,"Tax Determined, Premises Use",7310,7500,7310,7500,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,1,Sub Total Taxable,13688086,13341173,13688086,13341173,$7/$18 per barrel
Barrels Produced,Tax Free,2013,1,For export,350896,321546,350896,321546,$7/$18 per barrel
Barrels Produced,Tax Free,2013,1,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2013,1,Consumed on brewery premises,1090,1093,1090,1093,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,1,Sub Total Tax-Free,351986,322639,351986,322639,$7/$18 per barrel
Barrels Produced,Totals,2013,1,Total Removals,14040072,13663812,14040072,13663812,$7/$18 per barrel
Barrels Produced,Totals,2013,1,Stocks On Hand end-of-month:,9882334,9928226,9882334,9928226,$7/$18 per barrel
Barrels Produced,Totals,2013,2,Production,14567652,15075952,29582976,30286441,$7/$18 per barrel
Barrels Produced,Taxable,2013,2,In bottles and cans,11634824,12357218,23913572,24333684,$7/$18 per barrel
Barrels Produced,Taxable,2013,2,In kegs,1267516,1385349,2675447,2742556,$7/$18 per barrel
Barrels Produced,Taxable,2013,2,"Tax Determined, Premises Use",6747,8215,14057,15715,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,2,Sub Total Taxable,12909087,13750782,26603076,27091955,$7/$18 per barrel
Barrels Produced,Tax Free,2013,2,For export,364352,357750,715248,679296,$7/$18 per barrel
Barrels Produced,Tax Free,2013,2,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2013,2,Consumed on brewery premises,956,1173,2046,2266,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,2,Sub Total Tax-Free,365308,358923,717294,681562,$7/$18 per barrel
Barrels Produced,Totals,2013,2,Total Removals,13274395,14109705,27320370,27773517,$7/$18 per barrel
Barrels Produced,Totals,2013,2,Stocks On Hand end-of-month:,10500326,10179292,20387848,20107518,$7/$18 per barrel
Barrels Produced,Totals,2013,3,Production,16233849,17263607,45851048,47550912,$7/$18 per barrel
Barrels Produced,Taxable,2013,3,In bottles and cans,12988319,13806686,36924576,38140529,$7/$18 per barrel
Barrels Produced,Taxable,2013,3,In kegs,1590977,1729744,4272389,4472355,$7/$18 per barrel
Barrels Produced,Taxable,2013,3,"Tax Determined, Premises Use",135222,114318,149815,130033,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,3,Sub Total Taxable,14714518,15650748,41346780,42742917,$7/$18 per barrel
Barrels Produced,Tax Free,2013,3,For export,389026,416980,1104274,1096276,$7/$18 per barrel
Barrels Produced,Tax Free,2013,3,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2013,3,Consumed on brewery premises,12078,8533,14158,10802,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,3,Sub Total Tax-Free,401104,425513,1118432,1107078,$7/$18 per barrel
Barrels Produced,Totals,2013,3,Total Removals,15115622,16076261,42465212,43849995,$7/$18 per barrel
Barrels Produced,Totals,2013,3,Stocks On Hand end-of-month:,10989474,10515710,31426035,30623852,$7/$18 per barrel
Barrels Produced,Totals,2013,4,Production,16253809,16703909,62110770,64254000,$7/$18 per barrel
Barrels Produced,Taxable,2013,4,In bottles and cans,13568681,13481539,50494027,51621765,$7/$18 per barrel
Barrels Produced,Taxable,2013,4,In kegs,1473897,1413822,5750703,5885847,$7/$18 per barrel
Barrels Produced,Taxable,2013,4,"Tax Determined, Premises Use",8817,7775,159287,137808,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,4,Sub Total Taxable,15051395,14903136,56404017,57645420,$7/$18 per barrel
Barrels Produced,Tax Free,2013,4,For export,419968,411898,1524242,1508174,$7/$18 per barrel
Barrels Produced,Tax Free,2013,4,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2013,4,Consumed on brewery premises,1269,1230,15643,12032,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,4,Sub Total Tax-Free,421237,413128,1539885,1520206,$7/$18 per barrel
Barrels Produced,Totals,2013,4,Total Removals,15472632,15316264,57943902,59165626,$7/$18 per barrel
Barrels Produced,Totals,2013,4,Stocks On Hand end-of-month:,10949895,10959630,42380442,41582917,$7/$18 per barrel
Barrels Produced,Totals,2013,5,Production,17530754,18059472,79660778,82313755,$7/$18 per barrel
Barrels Produced,Taxable,2013,5,In bottles and cans,14776310,15341586,65277764,66963351,$7/$18 per barrel
Barrels Produced,Taxable,2013,5,In kegs,1533136,1567015,7290945,7452884,$7/$18 per barrel
Barrels Produced,Taxable,2013,5,"Tax Determined, Premises Use",7880,7917,169640,145942,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,5,Sub Total Taxable,16317326,16916518,72738349,74562177,$7/$18 per barrel
Barrels Produced,Tax Free,2013,5,For export,485237,460972,2009479,1969146,$7/$18 per barrel
Barrels Produced,Tax Free,2013,5,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2013,5,Consumed on brewery premises,1724,1203,17456,13248,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,5,Sub Total Tax-Free,486961,462175,2026935,1982394,$7/$18 per barrel
Barrels Produced,Totals,2013,5,Total Removals,16804287,17378693,74765284,76544571,$7/$18 per barrel
Barrels Produced,Totals,2013,5,Stocks On Hand end-of-month:,10961294,10790656,53353441,52373542,$7/$18 per barrel
Barrels Produced,Totals,2013,6,Production,17757705,18435531,97429205,100755672,$7/$18 per barrel
Barrels Produced,Taxable,2013,6,In bottles and cans,14758150,15213196,80038661,82178479,$7/$18 per barrel
Barrels Produced,Taxable,2013,6,In kegs,1656493,1696666,8952220,9152879,$7/$18 per barrel
Barrels Produced,Taxable,2013,6,"Tax Determined, Premises Use",117302,119663,287715,265799,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,6,Sub Total Taxable,16531945,17029525,89278596,91597157,$7/$18 per barrel
Barrels Produced,Tax Free,2013,6,For export,415176,432849,2424655,2401995,$7/$18 per barrel
Barrels Produced,Tax Free,2013,6,For vessels and aircraft,661,30,661,30,$7/$18 per barrel
Barrels Produced,Tax Free,2013,6,Consumed on brewery premises,14767,9180,32374,22428,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,6,Sub Total Tax-Free,430604,442059,2457690,2424453,$7/$18 per barrel
Barrels Produced,Totals,2013,6,Total Removals,16962549,17471584,91736286,94021610,$7/$18 per barrel
Barrels Produced,Totals,2013,6,Stocks On Hand end-of-month:,11116669,12142741,64477573,64502680,$7/$18 per barrel
Barrels Produced,Totals,2013,7,Production,17325767,17965528,114796838,118723667,$7/$18 per barrel
Barrels Produced,Taxable,2013,7,In bottles and cans,14620708,14952343,94670544,97130927,$7/$18 per barrel
Barrels Produced,Taxable,2013,7,In kegs,1489704,1504490,10454979,10658200,$7/$18 per barrel
Barrels Produced,Taxable,2013,7,"Tax Determined, Premises Use",8775,7972,302313,274721,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,7,Sub Total Taxable,16119187,16464805,105427836,108063848,$7/$18 per barrel
Barrels Produced,Tax Free,2013,7,For export,521250,437938,2946308,2839933,$7/$18 per barrel
Barrels Produced,Tax Free,2013,7,For vessels and aircraft,0,0,661,30,$7/$18 per barrel
Barrels Produced,Tax Free,2013,7,Consumed on brewery premises,1810,1870,34657,24459,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,7,Sub Total Tax-Free,523060,439808,2981626,2864422,$7/$18 per barrel
Barrels Produced,Totals,2013,7,Total Removals,16642247,16904613,108409462,110928270,$7/$18 per barrel
Barrels Produced,Totals,2013,7,Stocks On Hand end-of-month:,10892947,10995164,75403779,75501438,$7/$18 per barrel
Barrels Produced,Totals,2013,8,Production,17214359,17337080,132013084,136060747,$7/$18 per barrel
Barrels Produced,Taxable,2013,8,In bottles and cans,14624362,14973935,109295429,112104862,$7/$18 per barrel
Barrels Produced,Taxable,2013,8,In kegs,1489756,1571464,11945200,12229664,$7/$18 per barrel
Barrels Produced,Taxable,2013,8,"Tax Determined, Premises Use",7914,8839,310880,283560,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,8,Sub Total Taxable,16122032,16554238,121551509,124618086,$7/$18 per barrel
Barrels Produced,Tax Free,2013,8,For export,463206,411970,3409514,3251903,$7/$18 per barrel
Barrels Produced,Tax Free,2013,8,For vessels and aircraft,0,0,661,30,$7/$18 per barrel
Barrels Produced,Tax Free,2013,8,Consumed on brewery premises,1808,1532,36490,25991,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,8,Sub Total Tax-Free,465014,413502,3446665,3277924,$7/$18 per barrel
Barrels Produced,Totals,2013,8,Total Removals,16587046,16967740,124998174,127896010,$7/$18 per barrel
Barrels Produced,Totals,2013,8,Stocks On Hand end-of-month:,10790736,10547194,86195368,86048632,$7/$18 per barrel
Barrels Produced,Totals,2013,9,Production,15854011,15930350,147949624,151993028,$7/$18 per barrel
Barrels Produced,Taxable,2013,9,In bottles and cans,13420386,13083347,122745638,125188243,$7/$18 per barrel
Barrels Produced,Taxable,2013,9,In kegs,1610189,1621106,13575731,13852232,$7/$18 per barrel
Barrels Produced,Taxable,2013,9,"Tax Determined, Premises Use",121678,122696,437181,406256,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,9,Sub Total Taxable,15152253,14827149,136758550,139446731,$7/$18 per barrel
Barrels Produced,Tax Free,2013,9,For export,496157,429679,3906434,3681582,$7/$18 per barrel
Barrels Produced,Tax Free,2013,9,For vessels and aircraft,1,75,662,105,$7/$18 per barrel
Barrels Produced,Tax Free,2013,9,Consumed on brewery premises,14257,10671,51049,36734,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,9,Sub Total Tax-Free,510415,440425,3958145,3718421,$7/$18 per barrel
Barrels Produced,Totals,2013,9,Total Removals,15662668,15267574,140716695,143165152,$7/$18 per barrel
Barrels Produced,Totals,2013,9,Stocks On Hand end-of-month:,10468037,10618699,96874249,96667510,$7/$18 per barrel
Barrels Produced,Totals,2013,10,Production,15485471,15216004,163511984,167229579,$7/$18 per barrel
Barrels Produced,Taxable,2013,10,In bottles and cans,12802115,12839232,135578268,138034461,$7/$18 per barrel
Barrels Produced,Taxable,2013,10,In kegs,1447175,1468142,15055722,15327832,$7/$18 per barrel
Barrels Produced,Taxable,2013,10,"Tax Determined, Premises Use",8338,8754,452049,417588,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,10,Sub Total Taxable,14257628,14316128,151086039,153779881,$7/$18 per barrel
Barrels Produced,Tax Free,2013,10,For export,554584,483568,4461111,4163492,$7/$18 per barrel
Barrels Produced,Tax Free,2013,10,For vessels and aircraft,0,0,662,105,$7/$18 per barrel
Barrels Produced,Tax Free,2013,10,Consumed on brewery premises,1539,1475,53317,38401,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,10,Sub Total Tax-Free,556123,485043,4515090,4201998,$7/$18 per barrel
Barrels Produced,Totals,2013,10,Total Removals,14813751,14801171,155601129,157981879,$7/$18 per barrel
Barrels Produced,Totals,2013,10,Stocks On Hand end-of-month:,10322057,10107070,107221572,106784599,$7/$18 per barrel
Barrels Produced,Totals,2013,11,Production,13853790,14483052,177446851,181721628,$7/$18 per barrel
Barrels Produced,Taxable,2013,11,In bottles and cans,12031360,12094741,147633406,150131660,$7/$18 per barrel
Barrels Produced,Taxable,2013,11,In kegs,1251431,1334579,16344492,16668118,$7/$18 per barrel
Barrels Produced,Taxable,2013,11,"Tax Determined, Premises Use",7002,7908,462720,425781,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2013,11,Sub Total Taxable,13289793,13437228,164440618,167225559,$7/$18 per barrel
Barrels Produced,Tax Free,2013,11,For export,452863,441848,4915348,4605340,$7/$18 per barrel
Barrels Produced,Tax Free,2013,11,For vessels and aircraft,0,0,662,105,$7/$18 per barrel
Barrels Produced,Tax Free,2013,11,Consumed on brewery premises,1226,1261,54791,39688,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2013,11,Sub Total Tax-Free,454089,443109,4970801,4645133,$7/$18 per barrel
Barrels Produced,Totals,2013,11,Total Removals,13743882,13880337,169411419,171870692,$7/$18 per barrel
Barrels Produced,Totals,2013,11,Stocks On Hand end-of-month:,9733181,10019760,116977906,116808535,$7/$18 per barrel
Barrels Produced,Totals,2013,12,Production,14039179,14387495,191604938,196110787,$7/$18 per barrel
Barrels Produced,Taxable,2013,12,In bottles and cans,11478530,11543197,159159549,161675724,$7/$18 per barrel
Barrels Produced,Taxable,2013,12,In kegs,1480185,1453131,17886698,18121617,$7/$18 per barrel
Barrels Produced,Taxable,2013,12,"Tax Determined, Premises Use",115855,122941,581942,548722,$7/$18 per barrel
