marker_id,marker_no,title,subtitle,addl_subtitle,year_erected,erected_by,latitude_minus_s,longitude_minus_w,street_address,city_or_town,section_or_quarter,county_or_parish,state_or_prov,location,missing,link
202038,728,Battle of Monterey Pass / Michigan Cavalry Brigade,Monterey Pass Battlefield Park,NA,2012,Michigan Historical Commission-Michigan Historical Center,39.7379,-77.4795,14325 Buchanan Trail E,Waynesboro,Washington Township,Franklin County,Pennsylvania,"Marker is at the intersection of Buchanan Trail East (Pennsylvania Route 16) and Charmian Road, on the right when traveling west on Buchanan Trail East.",NA,http://www.hmdb.org/m.asp?m=202038
202092,101,Hot-Chee Dogs,Legends & Lore,NA,2021,The Pennsylvania Center for Folklore - William G. Pomeroy Foundation,40.20174,-77.19133,NA,Carlisle,NA,Cumberland County,Pennsylvania,"Marker is on West High Street (Pennsylvania Route 641), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=202092
202946,17,The Gauntlet of Union Retreat and Aftermath,NA,NA,2013,The Seminary Ridge Historic Preservation Foundation,39.83315,-77.24264,NA,Gettysburg,NA,Adams County,Pennsylvania,"Marker is on North Hay Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=202946
203731,246,Westmont Historic District,NA,NA,2019,William G. Pomeroy Foundation,40.3238,-78.93013,NA,Johnstown,NA,Cambria County,Pennsylvania,"Marker is at the intersection of Greene Street and Bucknell Avenue, on the right when traveling east on Greene Street.",NA,http://www.hmdb.org/m.asp?m=203731
203742,2,General David McMurtie Gregg,NA,NA,NA,NA,40.34582,-75.92973,650 N 4th St,Reading,NA,Berks County,Pennsylvania,"Marker is on Centre Avenu (Pennsylvania Route 61) just north of North 4th Street, on the right when traveling north. <font color=red> Reported damaged.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=203742
203743,3,General David McMurtie Gregg,NA,NA,NA,NA,40.34589,-75.92978,650 N 4th St,Reading,NA,Berks County,Pennsylvania,"Marker is at the intersection of Centre Avenue (Pennsylvania Route 61) and Oley Street, on the right when traveling north on Centre Avenue.",NA,http://www.hmdb.org/m.asp?m=203743
203773,1,General David McMurtie Gregg,NA,NA,NA,NA,40.34584,-75.92967,650 N 4th St,Reading,NA,Berks County,Pennsylvania,"Marker is on North 4th Street just north of Centre Avenue (Pennsylvania Route 61), on the left when traveling north. <font color=red> Reported damaged.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=203773
206211,6,Blacksmith Shop & Cemetery,NA,NA,NA,Perryopolis Area Historical Society,40.08614,-79.75222,NA,Perryopolis,NA,Fayette County,Pennsylvania,"Marker is at the intersection of DeLafayette Street and Union Street, on the right when traveling south on DeLafayette Street.",NA,http://www.hmdb.org/m.asp?m=206211
206215,7,Veterans of Foreign Wars,NA,NA,NA,Perryopolis Area Historical Society,40.08643,-79.75239,100 Vfw Street,Perryopolis,NA,Fayette County,Pennsylvania,"Marker is at the intersection of DeLafayette Street and Vfw Street, on the left when traveling east on DeLafayette Street.",NA,http://www.hmdb.org/m.asp?m=206215
206228,11,First Christian Church,NA,NA,NA,Perryopolis Area Historical Society,40.08714,-79.74965,307 Independence Street,Perryopolis,NA,Fayette County,Pennsylvania,"Marker is at the intersection of Independence Street and Circle Street, on the right when traveling west on Independence Street.",NA,http://www.hmdb.org/m.asp?m=206228
206270,8,Perryopolis United Methodist Church,NA,NA,NA,Perryopolis Area Historical Society,40.08728,-79.75327,203 Independence Street,Perryopolis,NA,Fayette County,Pennsylvania,"Marker is on Independence Street west of Federal Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=206270
206273,340,St. Peter's Episcopal Church and Rectory,NA,NA,2020,William G. Pomeroy Foundation,40.43189,-79.26533,36 West Campbell Street,Blairsville,NA,Indiana County,Pennsylvania,"Marker is on West Campbell Street just west of North Walnut Street (Pennsylvania Route 217), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=206273
207560,5,St. Nicholas Byzantine Church,NA,NA,NA,Perryopolis Area Historical Society,40.08238,-79.75206,102 Railroad Street,Perryopolis,NA,Fayette County,Pennsylvania,"Marker is on Liberty Street north of Railroad Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=207560
207657,74,Lafayette's Tour,The Lafayette Trail,Mapping the Fairwell Tour,2022,Daughters of the American Revolution and William G. Pomeroy Foundation,39.90129,-79.72533,4 North Beeson Avenue,Uniontown,NA,Fayette County,Pennsylvania,"Marker is at the intersection of East Main Street (Business U.S. 40) and North Beeson Avenue, on the right when traveling west on East Main Street.",NA,http://www.hmdb.org/m.asp?m=207657
209764,224,White Covered Bridge,NA,NA,2019,William G. Pomeroy Foundation,39.80654,-80.06066,NA,Waynesburg,Greene Township,Greene County,Pennsylvania,"Marker is on Roberts Run Road (County Route 604) 0.2 miles south of Garards Fort Road (Pennsylvania Route 2011), on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=209764
211006,203,Conshohocken Trailhead,"Schuylkill River Trail, Montgomery County",NA,NA,"DCNR; National Park Service, U.S. Department of the Interior; William Penn Foundation",40.07206,-75.3083,NA,Conshohocken,NA,Montgomery County,Pennsylvania,"Marker is on Stoddard Avenue, 0.1 miles east of Oak Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=211006
212556,D 94,"General Jacob Morgan, Esquire",NA,NA,2014,Christ Church Preservation Trust,39.95212,-75.14843,340 N 5th St,Philadelphia,Center City East,Philadelphia County,Pennsylvania,"Marker can be reached from Arch Street just east of North 5th Street (County Road 2003), on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=212556
212567,11,Betsy Ross,NA,NA,NA,Betsy Ross House,39.95232,-75.14476,349 Arch St,Philadelphia,Center City East,Philadelphia County,Pennsylvania,"Marker is on Arch Street just east of North 3rd Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=212567
212619,10,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94577,-75.15558,800 Spruce St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker is at the intersection of Spruce Street and South Darien Street, on the left when traveling west on Spruce Street.",NA,http://www.hmdb.org/m.asp?m=212619
212628,7,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94515,-75.15508,350 S 8th St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker can be reached from South 8th Street just north of Delancey Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=212628
212630,6,On This Site,NA,NA,NA,Pennsylvania Hospital Walking Tour,39.94478,-75.1559,350 S 8th St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker can be reached from South 8th Street just south of Spruce Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=212630
212631,5,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94514,-75.15549,801 Pine St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker can be reached from Pine Street just north of Delancey Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=212631
212632,8,On This Site,NA,NA,NA,Philadelphia Hospital Historic Walking Tour,39.94538,-75.15498,303 S 8th St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker can be reached from South 8th Street just south of Spruce Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=212632
212671,119,Brushstroke Group,Edition: AP<br>1996/2004-2005,Roy Lichtenstein <i>(1923-1997)</i>,NA,Museum Without Walls,39.952,-75.1688,37 S 17th St,Philadelphia,Center City West,Philadelphia County,Pennsylvania,"Marker is at the intersection of South 17th Street and Ranstead Street, on the right when traveling south on South 17th Street.",NA,http://www.hmdb.org/m.asp?m=212671
212685,20,Charioteer of Delphi,5th Century B.C. (Cast c. 1977),Artist Unknown,NA,Museum Without Walls,39.96545,-75.17924,2600 Benjamin Franklin Pkwy,Philadelphia,West Philadelphia,Philadelphia County,Pennsylvania,"Marker is on Kelly Drive south of North 25th Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=212685
212725,9,General Galusha Pennypacker Memorial,1934,"Albert Laessle <i>(1877 - 1954)</i>, Charles Graffley <i>(1862 - 1929), initial concept</i>",NA,Museum Without Walls,39.9584,-75.1698,NA,Philadelphia,Center City,Philadelphia County,Pennsylvania,"Marker is at the intersection of Benjamin Franklin Parkway and Vine Street, on the right when traveling west on Benjamin Franklin Parkway.",NA,http://www.hmdb.org/m.asp?m=212725
212728,38,Don Diego de Gardoqui / Thomas FitzSimons,NA,NA,NA,Museum Without Walls,39.95806,-75.16921,200 N 18th St,Philadelphia,Center City,Philadelphia County,Pennsylvania,"Marker can be reached from North 18th Street just south of Vine Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=212728
212736,63/64,AMOR,1998 (Installed 2016),Robert Indiana (1928 - 2018),NA,Museum Without Walls,39.95728,-75.1693,210 N 18th St,Philadelphia,Center City,Philadelphia County,Pennsylvania,"Marker is at the intersection of North 18th Street and Benjamin Franklin Parkway, on the left when traveling north on North 18th Street.",NA,http://www.hmdb.org/m.asp?m=212736
212737,7,Jesus Breaking Bread,1976,Walter Erlebacher <i>(1933 - 1991)</i>,NA,Museum Without Walls,39.95715,-75.16891,209 N 18th St,Philadelphia,Center City,Philadelphia County,Pennsylvania,"Marker is at the intersection of Race Street and North 18th Street, on the left when traveling east on Race Street.",NA,http://www.hmdb.org/m.asp?m=212737
212739,5,General Tadeusz Ko&#347;ciuszko,1977,Marian Konieczny <i>(1930 - 2017)</i>,NA,Museum Without Walls,39.95681,-75.16932,1 Logan Square,Philadelphia,Center City,Philadelphia County,Pennsylvania,"Marker is at the intersection of North 18th Street and Benjamin Franklin Parkway, on the right when traveling south on North 18th Street.",NA,http://www.hmdb.org/m.asp?m=212739
212746,2,Three-Way Piece Number 1: Points,1964,Henry Moore <i>(1898 - 1986)</i>,NA,Museum Without Walls,39.9557,-75.16721,1619 N 17th St,Philadelphia,Center City,Philadelphia County,Pennsylvania,"Marker is on Benjamin Franklin Parkway just east of North 17th Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=212746
212778,150,Calder Statues,1897 - 1899,Presbyterian Historical Society,NA,Museum Without Walls; Presbyterian Historical Society,39.94284,-75.15002,436 Lombard St,Philadelphia,Society Hill,Philadelphia County,Pennsylvania,"Marker is on Lombard Street just east of South 5th Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=212778
212808,220,B.F. Jones Memorial Library,NA,NA,2019,William G. Pomeroy Foundation,40.61347,-80.25132,663 Franklin Avenue,Aliquippa,NA,Beaver County,Pennsylvania,NA,NA,http://www.hmdb.org/m.asp?m=212808
212982,3,The Back (South Façade) of Wheatland,Stop 3 | Audio Tour at bit.ly/lhtour,NA,NA,LancasterHistory,40.04298,-76.3306,1120 Marietta Ave,Lancaster,Lancaster Township,Lancaster County,Pennsylvania,Marker can be reached from Marietta Avenue.,NA,http://www.hmdb.org/m.asp?m=212982
212985,4,The Outbuildings,Stop 4 | Audio Tour at bit.ly/lhtour,NA,NA,LancasterHistory,40.04318,-76.33101,1120 Marietta Ave,Lancaster,Lancaster Township,Lancaster County,Pennsylvania,Marker can be reached from Marietta Avenue.,NA,http://www.hmdb.org/m.asp?m=212985
214115,1,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94473,-75.15524,801 Pine St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker can be reached from South 8th Street south of Delancey Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=214115
214119,&#9670;,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94454,-75.15543,806 Pine St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker can be reached from the intersection of South 8th Street and Pine Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=214119
214120,2,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94477,-75.15556,801 Pine St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker is on Pine Street west of South 8th Street, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=214120
214121,3,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94481,-75.15575,801 Pine St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker is on Pine Street east of South 9th Street, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=214121
214122,&#9650;,On This Site,NA,NA,NA,Pennsylvania Hospital Historic Walking Tour,39.94463,-75.15612,801 Pine St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker is on Pine Street east of South 9th Street, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=214122
216394,15,Sally Ann Furnace,(Hunter Furnace),NA,1924,Historical Society Berks County,40.47188,-75.7264,31 Sally Ann Furnace Rd,Mertztown,Rockland Township,Berks County,Pennsylvania,"Marker is at the intersection of Sally Ann Furnace Road and Mine Road, on the right when traveling south on Sally Ann Furnace Road.",NA,http://www.hmdb.org/m.asp?m=216394
216488,7,Warwick to Ephrata Rail Trail,NA,NA,2018,Warwick to Ephrata Rail Trail and Warwick Township,40.15578,-76.29171,25 North Oak Street,Lititz,Warwick Township,Lancaster County,Pennsylvania,"Marker is on North Oak Street, 0.1 miles north of East Main Street (Pennsylvania Route 772), on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=216488
217085,139,John Harris Mansion,NA,NA,2018,William G. Pomeroy Foundation,40.25652,-76.87845,219 S Front St,Harrisburg,Downtown Harrisburg,Dauphin County,Pennsylvania,"Marker is on Washington Street north of South Front Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=217085
217257,32,Lion and the Lamb,NA,NA,1990,Adams County,39.94039,-76.98694,530 West King Street,East Berlin,NA,Adams County,Pennsylvania,"Marker is on West King Street (Pennsylvania Route 234) east of 6th Avenue, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=217257
221067,1897,Samuel D. Gross,NA,NA,NA,"Alexander Stirling Calder, sculptor",39.94802,-75.15828,216 S 10th St,Philadelphia,Washington Square West,Philadelphia County,Pennsylvania,"Marker is on Locust Street just west of South 10th Street, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=221067
222690,69,Old Burlington Church,[Methodist Episcopal Church of Burlington],NA,NA,United Methodist Church General Commission on Archives and History,41.7736,-76.63105,104 Steam Hollow,West Burlington Township,NA,Bradford County,Pennsylvania,NA,NA,http://www.hmdb.org/m.asp?m=222690
223509,96,Lafayette's Tour,The Lafayette Trail,Mapping the Farewell Tour,2022,William G. Pomeroy Foundation,40.1048,-80.50992,119 Main Street,West Alexander,NA,Washington County,Pennsylvania,"Marker is on Main Street (Pennsylvania Route 3002) west of North Liberty Road, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=223509
223510,91,Lafayette's Tour,The Lafayette Trail,Mapping the Farewell Tour™,2022,William G. Pomeroy Foundation,40.40295,-79.86323,534 Jones Avenue,North Braddock,NA,Allegheny County,Pennsylvania,"Marker is on Jones Avenue (Library Street) just south of Bell Avenue, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=223510
223970,20,The Tuskegee Airmen: They Met the Challenge,by Marcus Akinlana,WON Mural Society,2009,"City of Philadelphia, Mural Arts Program",39.95595,-75.19997,20 S 39th St,Philadelphia,University City,Philadelphia County,Pennsylvania,"Marker is on South 39th Street south of Ludlow Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=223970
223978,3722,"Gennaro Pellegrini, Jr.",NA,NA,NA,Philadelphia Police Department; dedicated by his family and friends,39.97164,-75.12669,615 E Girard Ave,Philadelphia,North Philadelphia,Philadelphia County,Pennsylvania,"Memorial is at the intersection of East Girard Avenue and East Wilt Street, on the right when traveling west on East Girard Avenue.",NA,http://www.hmdb.org/m.asp?m=223978
223981,32,Playing Angels / Sleeping Woman,NA,NA,NA,Museum Without Walls,39.98053,-75.19846,30 Schuylkill River Trl,Philadelphia,West Philadelphia,Philadelphia County,Pennsylvania,"Marker is at the intersection of Schuylkill River Trail and Fountain Green Drive, on the left when traveling west on Schuylkill River Trail.",NA,http://www.hmdb.org/m.asp?m=223981
223983,31,Cowboy,1908,Frederic Remington <i>(1861 - 1909)</i>,NA,Museum Without Walls,39.97764,-75.19402,NA,Philadelphia,West Philadelphia,Philadelphia County,Pennsylvania,"Marker is on Schuylkill River Trail north of Brewery Hill Drive, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=223983
225201,362,Allegheny Cemetery,NA,NA,2020,William G. Pomeroy Foundation,40.46579,-79.94736,4734 Butler Street (official address),Pittsburgh,Central Lawrenceville,Allegheny County,Pennsylvania,NA,NA,http://www.hmdb.org/m.asp?m=225201
152449,30-44,Guillermo Esteves Bridge,Puente Guillermo Esteves,NA,2005,Carga Historical Society,18.45976,-66.08628,NA,San Juan,Puerta de Tierra,Municipio de San Juan,Puerto Rico,"Marker is at the intersection of Route 1 and Ashford Avenue, on the right when traveling north on Route 1.",NA,http://www.hmdb.org/m.asp?m=152449
226085,44,Teatro Tapia,NA,NA,NA,NA,18.46575,-66.11184,Calle de la Fortaleza 1353,San Juan,San Francisco,Municipio de San Juan,Puerto Rico,"Marker is at the intersection of Calle de la Fortaleza and Puerto Rico Route 25, on the right when traveling east on Calle de la Fortaleza.",NA,http://www.hmdb.org/m.asp?m=226085
1611,30,Wilkinson Mill,1810,National Historic Mechanical Engineering Landmark,1977,American Society of Mechanical Engineers,41.87755,-71.38271,67 Roosevelt Avenue,Pawtucket,NA,Providence County,Rhode Island,Marker can be reached from Roosevelt Avenue.,NA,http://www.hmdb.org/m.asp?m=1611
57585,12,Roger Williams Landing 1636,Providence Harbor Walk at Fox Point & India Point,NA,NA,NA,41.81787,-71.38809,250 India St,Providence,Fox Point,Providence County,Rhode Island,"Marker can be reached from India Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=57585
75991,7/8,Welcome to India Point Park / Welcome to Fox Point,Providence Harbor Walk at Fox Point & India Point,NA,NA,NA,41.81896,-71.39406,NA,Providence,Fox Point,Providence County,Rhode Island,Marker is on George M Cohan Blvd.,NA,http://www.hmdb.org/m.asp?m=75991
150887,3,The Middle Passage,Warren Historic Site,NA,2019,"Warren Middle Passage Project, Warren Preservation Society, Warren Heritage Foundation",41.7294,-71.28523,279 Water St,Warren,NA,Bristol County,Rhode Island,"Marker is on Water Street south of State Street, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=150887
151685,11,Bridging the Seekonk,Providence Harbor Walk at Fox Point & India Point,NA,NA,NA,41.81721,-71.38826,263 India St,Providence,Fox Point,Providence County,Rhode Island,"Marker is on India Street, 0.2 miles east of Tockwotton Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=151685
151689,9 & 10,Tockwotton and the Indiamen / Sails to Rails 1835: Providence's First Train Station,Providence Harbor Walk at Fox Point & India Point,NA,NA,NA,41.81733,-71.39067,201 India St,Providence,Fox Point,Providence County,Rhode Island,"Marker can be reached from the intersection of India Street and Tockwotton Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=151689
151691,1,Gano Park - Centuries of History,Fox Point's Seekonk Shoreline & India Point,NA,NA,"Providence/Warwick Convention & Visitors Bureau's Community Relations Fund, the Rhode Island Council for the Humanities and Fox Point Neighborhood Association",41.82343,-71.38783,86 Wayland Ave,Providence,Fox Point,Providence County,Rhode Island,"Marker is at the intersection of Old Bridge Path and Power Street, on the right when traveling south on Old Bridge Path.",NA,http://www.hmdb.org/m.asp?m=151691
151695,4,Providence River Bridge,Its Design and Construction / Its Journey Up Narragansett Bay by Barges,Providence Harbor Walk at Fox Point & India Point,NA,NA,41.8159,-71.40049,661 S Water St,Providence,Fox Point,Providence County,Rhode Island,"Marker is at the intersection of Bridge Street and India Street, on the left when traveling north on Bridge Street.",NA,http://www.hmdb.org/m.asp?m=151695
222477,311,All Saints' Memorial Church,710 Westminster Street,NA,2020,William G. Pomeroy Foundation,41.81862,-71.41909,710 Westminster St,Providence,Federal Hill,Providence County,Rhode Island,"Marker is on Westminster Street just east of Stewart Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=222477
222980,2,The Warren Armory,1842,Warren Historic Site,2016,"Warren Heritage Foundation; Town of Warren, R.I.; Historic Warren Armory; Warren Preservation Society",41.72908,-71.28314,11 Jefferson St,Warren,NA,Bristol County,Rhode Island,"Marker is on Jefferson Street west of Main Street (Rhode Island Route 114), on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=222980
222983,4,The First Methodist Church,Warren Historic Site,"N 41° 43' 49"", W -71° 17' 1""",2019,"Warren PReservation Society; Warren Heritage Foundation; Town of Warren, Rhode Island; The United Methodist Church",41.73004,-71.28352,17 Church St,Warren,NA,Bristol County,Rhode Island,"Marker is on Church Street west of Main Street (Rhode Island Route 114), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=222983
222991,1,The Oyster Industry,Warren Historic Site,"N 41° 73' 10"", W -71° 28' 66""",NA,"Blount Fine Foods; Warren Heritage Foundation; Warren Preservation Society; Town of Warren, Rhode Island",41.73071,-71.28535,252 Water St,Warren,NA,Bristol County,Rhode Island,"Marker is on Water Street north of Bake Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=222991
35,26 11,Galivants Ferry,NA,NA,2004,Horry County,34.05515,-79.2449,NA,Galivants Ferry,NA,Horry County,South Carolina,"Marker is at the intersection of Highway 501 (U.S. 501) and South Carolina Highway 216, on the right when traveling south on Highway 501.",NA,http://www.hmdb.org/m.asp?m=35
50,22 33,Ward House,Liberty Lodge,NA,1994,Pawleys Island Civic Association,33.4184,-79.12856,520 State Route S-22-10,Pawleys Island,NA,Georgetown County,South Carolina,"Marker is on State Road S-22-10, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=50
51,22 30,R. F. W. Allston House,NA,NA,1994,Pawleys Island Civic Association,33.42087,-79.12703,NA,Pawleys Island,NA,Georgetown County,South Carolina,Marker is on State Road S-22-10.,NA,http://www.hmdb.org/m.asp?m=51
53,22 32,All Saints Summer Parsonage / The Rectory,NA,NA,1993,Pawleys Island Civic Association,33.4181,-79.12875,NA,Pawleys Island,NA,Georgetown County,South Carolina,"Marker is on State Road S-22-10, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=53
54,22 35,All Saints Academy Summer House,NA,NA,1993,Pawleys Island Civic Association,33.4176,-79.129,530 Myrtle Avenue,Pawleys Island,NA,Georgetown County,South Carolina,"Marker is on Myrtle Avenue south of County Road S-22-266, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=54
55,22 34,Nesbit / Norburn House,NA,NA,1993,Pawleys Island Civic Association,33.41658,-79.1295,NA,Pawleys Island,NA,Georgetown County,South Carolina,"Marker is on State Road S-22-10, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=55
56,22 29,Joseph Blyth Allston House (Pawley House),NA,NA,1993,Pawleys Island Civic Association,33.41615,-79.12961,NA,Pawleys Island,NA,Georgetown County,South Carolina,"Marker is on State Road S-22-10, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=56
847,26-9,True Vine Missionary Baptist Church,NA,NA,1999,the congregation,33.82194,-78.90611,NA,Grahamville,NA,Horry County,South Carolina,"Marker is on State Highway 90 west of Conway Bypass (State Highway 22), on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=847
849,26-4,Fort Randall,NA,NA,1976,the Horry County Historic Preservation Commission,33.845,-78.65472,NA,North Myrtle Beach,NA,Horry County,South Carolina,"Marker is at the intersection of U.S. 17 and Sea Mountain Highway (South Carolina Highway 9), on the right when traveling north on U.S. 17.",NA,http://www.hmdb.org/m.asp?m=849
855,26-13,Socastee,NA,NA,2004,Horry County,33.68889,-79.00583,NA,Socastee,NA,Horry County,South Carolina,"Marker is at the intersection of Dick Pond Road (former Highway 544) and Peachtree (Local Route 26-611), on the right when traveling east on Dick Pond Road (former Highway 544).",NA,http://www.hmdb.org/m.asp?m=855
4290,15-17,Anderson Field / Walterboro Army Air Field,NA,NA,1997,Walter-Colleton Co. Airport Commission & The Colleton Historical and Preservation Society,32.91635,-80.63789,537 Aviation Way,Walterboro,NA,Colleton County,South Carolina,"Marker is on Aviation Way, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=4290
4292,27 9,Narrow Gauge Locomotive No. 7,NA,NA,1961,Town of Hardeeville,32.28567,-81.07932,NA,Hardeeville,NA,Jasper County,South Carolina,"Marker is at the intersection of Main St (State Highway 46) and Charles St, on the right when traveling east on Main St.",NA,http://www.hmdb.org/m.asp?m=4292
4293,27 18,Coosawhatchie,NA,NA,2001,Citizens and Friends of Coosawhatchie,32.58876,-80.92959,NA,Coosawhatchie,NA,Jasper County,South Carolina,Marker is on State Highway 462.,NA,http://www.hmdb.org/m.asp?m=4293
4673,27-23,Gillisonville Baptist Church,NA,NA,1984,The Congregation,32.60747,-80.99867,NA,Gillisonville,NA,Jasper County,South Carolina,"Marker is on U.S. 278, ¼ mile north of South Carolina Highway 462, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=4673
4674,27-6,Gillisonville,NA,NA,1984,Citizens of Gillisonville and Jasper County Bicentennial Committee,32.6092,-80.9998,NA,Gillisonville,NA,Jasper County,South Carolina,"Marker is on Grays Highway (U.S. 278) 0.1 miles north of South Carolina Highway 462, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=4674
4776,27-22,The Battle of Pocotaligo,NA,NA,2002,S.C. Society Of The Military Order Of The Stars and Bars,32.63198,-80.87588,NA,Pocotaligo,NA,Jasper County,South Carolina,"Marker is on Trask Parkway (U.S. 17/21), on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=4776
4803,25-8,"Old Pocotaligo Road, March From The Sea",NA,NA,1991,Hampton County Historical Society,32.84255,-81.12478,NA,Hampton,NA,Hampton County,South Carolina,"Marker is at the intersection of Pocotaligo Road (County Route 68) and Savannah Highway (U.S. 601), on the left when traveling south on Pocotaligo Road.",NA,http://www.hmdb.org/m.asp?m=4803
4817,27-1,Robertville,NA,NA,1971,The Board Of Deacons Of Robertville Baptist Church,32.58665,-81.19925,NA,Robertville,NA,Jasper County,South Carolina,"Marker is at the intersection of Columbia Highway (U.S. 321) and SC-S-27-26, on the right when traveling south on Columbia Highway.",NA,http://www.hmdb.org/m.asp?m=4817
4856,22-45,Robert Stewart House,NA,NA,1997,Georgetown County Historical Society,33.3686,-79.2868,NA,Georgetown,NA,Georgetown County,South Carolina,"Marker is on Front Street north of King Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=4856
4857,22-44,Beth Elohim Cemetery,NA,NA,1997,Georgetown County Historical Society,33.37,-79.28,NA,Georgetown,NA,Georgetown County,South Carolina,"Marker is on Broad Street east of Church Street / Ocean Highway (U.S. 17), on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=4857
4868,22-27,Hot and Hot Fish Club,NA,NA,1978,Georgetown County Historical Society,33.51603,-79.0511,NA,Murrells Inlet,NA,Georgetown County,South Carolina,"Marker is on Jetty Drive north of Terrapin Road, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=4868
4870,22-4,Prospect Hill,NA,NA,1991,Georgetown County Historical Society,33.36778,-79.22111,NA,Georgetown,NA,Georgetown County,South Carolina,Marker is on Ocean Highway (U.S. 17) south of Arcadia Plantation Drive.,NA,http://www.hmdb.org/m.asp?m=4870
4872,22-8 (A-4),Lafayette,NA,NA,1940,Georgetown County,33.3645,-79.235,NA,Georgetown,NA,Georgetown County,South Carolina,Marker is on Ocean Highway (U.S. 17) south of Hobcaw Road.,NA,http://www.hmdb.org/m.asp?m=4872
