issue,location,context,notes
258,Off Hong Kong Coast,Present,NA
259,Soho,Present,NA
259,St.Vincent's Hospital,Present,NA
259,Hollywood,Present,NA
259,The Malibu Shore,Present,NA
259,Unspecified other location,Present,NA
259,Soho,Present,NA
259,"Baron-Fox Studios, Hollywood",Present,NA
259,The Malibu Shore,Present,NA
259,Muir island Scotland,Present,NA
259,"New York, Soho",Present,NA
259,"Citadel, Genosha",Present,NA
259,Venice California,Present,NA
260,"A Mansion in Hollywood Hills, Los Angeles, California",Present,NA
260,Malibu,Present,NA
260,Manhattan,Present,NA
260,Barron-Fox Studios. Hollywood,Present,NA
260,"Korinos, Between Greece and Crete",Present,NA
260,Malibu Beach,Present,NA
260,"A Mansion in Hollywood Hills, Los Angeles, California",Present,NA
261,"Colbert Chu's Warehouse, Madripoor Lowtown",Present,NA
261,"Restaurant, Lowtown",Present,NA
261,"Salem Center, New York",Present,NA
261,Athens Greece,Present,NA
261,Mandipoor,Present,NA
261,"Colbert Chu's Warhouse, Madripoor Lowtown",Present,NA
262,"Suburbs of Salem Center, New York",Present,NA
262,"Blaylock, California",Present,NA
262,X-Mansion,Present,NA
262,Washington D.C.,Present,NA
262,Manhattan Sewer,Present,NA
262,Street Scene Galleries Manhattan,Present,NA
262,Soho apartment,Present,NA
262,Manhattan Sewer,Present,NA
262,Unspecified area in Vietnam,Past,NA
262,Manhattan Sewer,Present,NA
263,Manhattan Sewer,Present,NA
263,"Central Highlands, South Vietnam",Present,NA
263,Wannabee's Washington D.C,Present,NA
263,"""The Alley"" under Manhattan",Present,NA
263,Vietnam Jungle,Present,NA
263,"""The Alley"" under Manhattan",Present,NA
263,Vietnam Jungle,Present,NA
263,"""The Alley"" under Manhattan",Present,NA
263,Vietnam Jungle,Present,NA
263,"""The Alley"" under Manhattan",Present,NA
263,Soho Apartment,Present,NA
264,"Alphabet City, Manhattan",Present,NA
264,"Tunnels under Alphabet City, Manhattan",Present,NA
264,Washington D.C.,Present,NA
264,"X-Factor Ship, Manhattan",Present,NA
264,"Tunnels under Alphabet City, Manhattan",Present,NA
264,"Alphabet City, Manhattan",Present,NA
264,"X-Factor Ship, Manhattan",Present,NA
264,"Alphabet City, Manhattan",Present,NA
264,"X-Factor Ship, Manhattan",Present,NA
264,"Alphabet City, Manhattan",Present,NA
264,"X-Factor Ship, Manhattan",Present,NA
265,"Shi'ar Imperium, Space",Present,NA
265,"Cairo, Illinois",Present,NA
265,Mississippi Mall,Present,NA
265,"Reisz Residence, Cairo Illinois",Present,NA
265,"Plane, Junkyard, Cairo, Illinois",Present,NA
265,Egypt,Past,NA
265,"Plane, Junkyard, Cairo, Illinois",Present,NA
265,"Reisz Residence, Cairo Illinois",Present,NA
266,"Reisz Residence, Cairo Illinois",Present,NA
266,"Unspecified Monitor Station near Resiz Residence. Cairo, Illinois",Present,NA
266,"Reisz Residence, Cairo Illinois",Present,NA
266,"Junkyard, Cairo, Illinois",Present,NA
266,"Mystique's Residence/Freedom Force Headquarters, Washington D.C",Present,NA
267,"Junkyard, Cairo Illinois",Present,NA
267,Egypt,Past,NA
267,Plane over  Cairo Illinois,Present,NA
267,Australia,Past,NA
267,Plane over  Cairo Illinois,Present,NA
267,"Gambit's Residence, New Orleans",Present,NA
267,"Restaurant, New Orleans",Present,NA
267,"French Quarter, New Orleans",Present,NA
267,Unspecified area in New Orleans,Present,NA
268,Madripoor,Past,NA
268,Madripoor,Present,NA
268,"Princess Bar, Madripoor",Past,NA
268,Madripoor,Present,NA
268,Madripoor,Past,NA
268,"Buccaneer Bay, Madripoor",Present,NA
268,Madripoor,Past,NA
268,"Buccaneer Bay, Madripoor",Present,NA
269,"X-men's Australian Residence, Australia",Present,NA
269,"Shi'ar Imperium, Space",Present,NA
269,"The Savage Land, Antarctica",Present,NA
269,"Muir Island, Northern Scotland",Present,NA
269,"The Savage Land, Antarctica",Present,NA
269,"Muir Island, Northern Scotland",Present,NA
269,"The Savage Land, Antarctica",Present,NA
269,"Monitoring station, unspecified location",Present,NA
269,"The Savage Land, Antarctica",Present,NA
269,"The Savage Land, Antarctica",Past,NA
269,"The Savage Land, Antarctica",Present,NA
270,Danger Room,Present,NA
270,X-mansion,Present,NA
270,Danger Room,Present,NA
270,"Lila Cheney's Beachfront House, Malibu, California",Present,NA
270,"Harry's Hideaway. Fringes of Salem Center, New York",Present,NA
270,Park outside Salem Center new York,Present,NA
271,Unspecified News Station for NPR-TV,Present,NA
271,Indian Ocean,Present,NA
271,Unspecified News Station for NPR-TV,Present,NA
271,"Hammer Bay, Genosha",Present,NA
271,Unspecified News Station for NPR-TV,Present,NA
271,"Citadel, Genosha",Present,NA
271,"Approaching Citadel, Hammer Bay, Genosha",Present,NA
271,"Citadel, Genosha",Present,NA
272,Unspecified News Station for NPR-TV,Present,NA
272,Unspecified court in Genosha,Present,NA
272,"Prison, Citadel, Genosha",Present,NA
272,Hammer Bay,Present,NA
272,"Prison, Citadel, Genosha",Present,NA
273,X-Mansion,Present,NA
273,Danger Room,Present,NA
273,X-Mansion,Present,NA
273,Danger Room,Present,NA
273,X-Mansion,Present,NA
274,Unspecified News Station for WARC-TV News,Present,NA
274,The Savage Land Antarctica,Present,NA
274,"Citadel, Savage Land, Antarctica",Present,NA
274,"Savage Land, Antarctica",Present,NA
274,"Citadel, Savage Land, Antarctica",Present,NA
274,"Savage Land, Antarctica",Present,NA
274,X-Mansion,Present,NA
274,"Savage Land, Antarctica",Present,NA
275,"Starjammers' Ship, Fringes of Shi'ar Empire. Space",Present,NA
275,"Savage Land, Antarctica",Present,NA
275,"Starjammers' Ship, Shi'ar Empire, Space",Present,NA
275,"Helicopter over Savage Land, Antarctica",Present,NA
275,"Savage Land, Antarctica",Present,NA
275,"Zaladanes Citadel, Savage Land, Antarctica",Present,NA
275,"Savage Land, Antarctica",Present,NA
275,"Zaladanes Citadel, Savage Land, Antarctica",Present,NA
275,"Perimeter of Zaldane's Citadel, Savage Land, Antarctica",Present,NA
275,"Zaladanes Citadel, Savage Land, Antarctica",Present,NA
275,"Savage Land, Antarctica",Present,NA
275,"Chandilar, Shi'ar Throneworld, Space",Present,NA
276,"Chandilar, Shi'ar Throneworld, Space",Present,NA
276,"Wisilon Seikosha IX, Space",Present,NA
276,"Star Jammers Ship, Space",Present,NA
276,"Chandilar, Shi'ar Throneworld, Space",Present,NA
277,"StarJammers Ship, Space",Present,NA
277,Space surrounding Star Jammer's ship,Present,NA
277,"Unspecified location, Space",Present,NA
277,Salem Center New York,Present,NA
278,Unspecified mystical location,Present,NA
278,London,Present,NA
278,Unspecified location,Present,NA
278,Unspecified location in Kurd,Present,NA
278,Unspecified mystical location,Present,NA
278,"WHO  Headquarters, England",Present,NA
278,"Muir Island, Northern Scotland",Present,NA
278,Blackbird over Scotland,Present,NA
278,Scotland main land,Present,NA
278,Blackbird from Main Land Scotland to Muir Island,Present,NA
278,"Muir Island, Northern Scotland",Present,NA
278,"Ruins of X-Mansion, Salem Center, New York",Present,NA
279,"Ruins of X-Mansion, Salem Center, New York",Present,NA
279,The Danger Room,Present,NA
279,Unspecified location Washington D.C,Present,NA
279,"Muir Island, Northern Ireland",Present,NA
279,"Salem Center, New York",Present,NA
280,"Muir Island, Northern Ireland",Present,NA
280,"S.H.I.E.L.D Scout craft, Unspecified location",Present,NA
280,"Muir Island, Northern Ireland",Present,NA
280,Astral Plane,Present,NA
280,"Muir Island, Northern Ireland",Present,NA
280,Astral Plane,Present,NA
280,"Muir Island, Northern Ireland",Present,NA
280,Astral Plane,Present,NA
280,"Muir Island, Northern Ireland",Present,NA
280,Astral Plane,Present,NA
280,"Muir Island, Northern Ireland",Present,NA
