nature,animal_type,category,suburb,date_range,responsible_office,city
Animal,Attack,Attack On A Person,NUDGEE BEACH,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARSELDINE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,KURABY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MIDDLE PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,SUNNYBANK,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,KARAWATHA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,CANNON HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,COORPAROO,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CALAMVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CALAMVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,PULLENVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,NA,RED HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Rabbit,RED HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,KENMORE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,HENDRA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,FOREST LAKE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ZILLMERE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CAMP HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,RIVERHILLS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,RUNCORN,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,BRACKEN RIDGE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Feral Pig,UPPER BROOKFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,FOREST LAKE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,EIGHT MILE PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CARINDALE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,OXLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CHANDLER,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CHANDLER,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,TINGALPA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BOONDALL,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,CALAMVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,KENMORE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,BALD HILLS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,ZILLMERE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Too Many Animals,KEPERRA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,NUNDAH,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ACACIA RIDGE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,GORDON PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SANDGATE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,KURABY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,MOGGILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BALD HILLS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,UPPER MOUNT GRAVATT,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ACACIA RIDGE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,NORTHGATE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,STAFFORD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BANYO,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ALDERLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,NA,NATHAN,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,BRIGHTON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,NA,MOOROOKA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,FIG TREE POCKET,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CHAPEL HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,STAFFORD HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,JINDALEE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,CARINA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,SUNNYBANK,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,HOLLAND PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CHELMER,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KARANA DOWNS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRIGHTON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,FIG TREE POCKET,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,SUNNYBANK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WAKERLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,WINDSOR,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,SUNNYBANK,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,RICHLANDS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANLY WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Odour,RED HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Deer,BROOKFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHERMSIDE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,ASCOT,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,CLAYFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,HAWTHORNE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,PULLENVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,KEPERRA,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,DOOLANDELLA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,SEVEN HILLS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,FERNY GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Too Many Animals,BARDON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MILTON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MILTON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,COOPERS PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,FITZGIBBON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NORMAN PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,JINDALEE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,CALAMVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,HOLLAND PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARSELDINE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARSELDINE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,FOREST LAKE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,KARANA DOWNS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,FAIRFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Pest / Feral Animal,PULLENVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,RUNCORN,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Odour,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,DOOLANDELLA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,INDOOROOPILLY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANSFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MANLY WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,COOPERS PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANSFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,COOPERS PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ZILLMERE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,NUDGEE BEACH,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,DURACK,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,NUDGEE BEACH,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,ASHGROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,HAMILTON,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,TINGALPA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NEW FARM,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Deer,ANSTEAD,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,CARINDALE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,MANLY WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,FERNY GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,LOTA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NEWMARKET,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,JINDALEE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,DEAGON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ST LUCIA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,EIGHT MILE PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,EIGHT MILE PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,CANNON HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,SANDGATE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,SHORNCLIFFE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,NA,WAVELL HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,CAMP HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,TINGALPA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Odour,ROCHEDALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,SANDGATE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,MOOROOKA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,MITCHELTON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHANDLER,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,MORNINGSIDE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,OXLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,SUNNYBANK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WINDSOR,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WINDSOR,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOOROOKA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASHGROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARINA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,MANLY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CALAMVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NUNDAH,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,NA,ROBERTSON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GRANGE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,BARDON,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,NA,SANDGATE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,MOUNT OMMANEY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,MOUNT OMMANEY,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,LOTA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,WINDSOR,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,CARINA HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,INDOOROOPILLY,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,SUNNYBANK,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Pest / Feral Animal,NUDGEE BEACH,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,NA,GORDON PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,EIGHT MILE PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,ASPLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASPLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,NA,EIGHT MILE PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,NA,HOLLAND PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,COOPERS PLAINS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BARDON,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,DURACK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,WYNNUM WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,INDOOROOPILLY,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,BRACKEN RIDGE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,ST LUCIA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,CHERMSIDE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,MACKENZIE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Too Many Animals,KHOLO,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Unregistered,NA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Odour,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MANLY WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,ASHGROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DARRA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,GREENSLOPES,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,THE GAP,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,NA,BRIGHTON,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,ANSTEAD,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,HOLLAND PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,ASHGROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,ACACIA RIDGE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KENMORE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,NA,CARSELDINE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,ZILLMERE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,KANGAROO POINT,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,DOOLANDELLA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,DURACK,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Feral Pig,CAMP HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ALBION,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ALBION,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ALBION,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ALBION,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,WISHART,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARSELDINE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,ALGESTER,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,SHERWOOD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRIGHTON,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,BROOKFIELD,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Wild Dog,BRISBANE AIRPORT,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ENOGGERA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,COORPAROO,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,HOLLAND PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MOUNT OMMANEY,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,KARANA DOWNS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,BRIGHTON,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,NORMAN PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,CANNON HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,DEAGON,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,ENOGGERA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KEDRON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KEDRON,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,NEWSTEAD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,SALISBURY,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,WYNNUM WEST,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,NA,GUMDALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,INDOOROOPILLY,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,NA,RED HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GEEBUNG,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Deer,SINNAMON PARK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,SANDGATE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DURACK,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,FIG TREE POCKET,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,ROCHEDALE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Odour,INDOOROOPILLY,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TINGALPA,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Rabbit,OXLEY,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,INALA,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ZILLMERE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,STAFFORD,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MCDOWALL,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Odour,DARRA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,INDOOROOPILLY,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NEW FARM,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,MORNINGSIDE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,BANYO,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,KARANA DOWNS,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MURARRIE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,WAVELL HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,ASHGROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRACKEN RIDGE,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Too Many Animals,GEEBUNG,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASHGROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,UPPER KEDRON,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Deer,JINDALEE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,KENMORE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,ROCHEDALE,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Defecating In Public,NUDGEE BEACH,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ROCKLEA,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,CALAMVALE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Rabbit,RED HILL,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ELLEN GROVE,july-to-september-2017.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DARRA,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Fox,YERONGA,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Not An Attack,KEPERRA,july-to-september-2017.csv,NA,Brisbane
Animal,Cat,NA,STAFFORD HEIGHTS,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Rabbit,LYTTON,july-to-september-2017.csv,NA,Brisbane
Animal,Attack,Menacing,ZILLMERE,july-to-september-2017.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,PARKINSON,july-to-september-2017.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD,july-to-september-2017.csv,NA,Brisbane
