Animal Type,Complaint Type,Date Received,Suburb,Electoral Division
dog,Private Impound,January 2017,Thuringowa Central,Division 5
dog,Private Impound,January 2017,Thuringowa Central,Division 5
dog,Private Impound,January 2017,Thuringowa Central,Division 5
dog,Private Impound,January 2017,Thuringowa Central,Division 5
dog,Private Impound,January 2017,Thuringowa Central,Division 5
dog,Noise,January 2017,Annandale,Division 6
dog,Private Impound,January 2017,Annandale,Division 6
dog,Attack,January 2017,Condon,Division 6
dog,Enclosure,January 2017,Condon,Division 6
dog,Noise,January 2017,Condon,Division 6
dog,Noise,January 2017,Condon,Division 6
dog,Noise,January 2017,Condon,Division 6
dog,Noise,January 2017,Condon,Division 6
cat,Private Impound,January 2017,Condon,Division 6
dog,Enclosure,January 2017,Douglas,Division 6
dog,Enclosure,January 2017,Douglas,Division 6
dog,Noise,January 2017,Douglas,Division 6
dog,Noise,January 2017,Douglas,Division 6
dog,Noise,January 2017,Douglas,Division 6
dog,Noise,January 2017,Douglas,Division 6
cat,Private Impound,January 2017,Douglas,Division 6
cat,Private Impound,January 2017,Douglas,Division 6
cat,Private Impound,January 2017,Douglas,Division 6
cat,Private Impound,January 2017,Douglas,Division 6
cat,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Private Impound,January 2017,Douglas,Division 6
dog,Enclosure,January 2017,Cranbrook,Division 7
dog,Enclosure,January 2017,Cranbrook,Division 7
cat,Private Impound,January 2017,Cranbrook,Division 7
dog,Private Impound,January 2017,Cranbrook,Division 7
dog,Private Impound,January 2017,Cranbrook,Division 7
dog,Private Impound,January 2017,Cranbrook,Division 7
dog,Aggressive Animal,January 2017,Heatley,Division 7
dog,Attack,January 2017,Heatley,Division 7
cat,Enclosure,January 2017,Heatley,Division 7
cat,Enclosure,January 2017,Heatley,Division 7
dog,Enclosure,January 2017,Heatley,Division 7
dog,Enclosure,January 2017,Heatley,Division 7
dog,Enclosure,January 2017,Heatley,Division 7
cat,Private Impound,January 2017,Heatley,Division 7
dog,Private Impound,January 2017,Heatley,Division 7
cat,Enclosure,January 2017,Kirwan,Division 7
cat,Enclosure,January 2017,Kirwan,Division 7
dog,Enclosure,January 2017,Kirwan,Division 7
dog,Enclosure,January 2017,Kirwan,Division 7
dog,Enclosure,January 2017,Kirwan,Division 7
dog,Noise,January 2017,Kirwan,Division 7
dog,Noise,January 2017,Kirwan,Division 7
dog,Noise,January 2017,Kirwan,Division 7
dog,Noise,January 2017,Kirwan,Division 7
dog,Noise,January 2017,Kirwan,Division 7
cat,Private Impound,January 2017,Kirwan,Division 7
cat,Private Impound,January 2017,Kirwan,Division 7
dog,Private Impound,January 2017,Kirwan,Division 7
dog,Private Impound,January 2017,Kirwan,Division 7
dog,Private Impound,January 2017,Kirwan,Division 7
dog,Attack,January 2017,Mount Louisa,Division 7
dog,Enclosure,January 2017,Mount Louisa,Division 7
dog,Enclosure,January 2017,Mount Louisa,Division 7
dog,Noise,January 2017,Mount Louisa,Division 7
dog,Noise,January 2017,Mount Louisa,Division 7
dog,Noise,January 2017,Mount Louisa,Division 7
dog,Wandering,January 2017,Mount Louisa,Division 7
dog,Aggressive Animal,January 2017,Aitkenvale,Division 8
dog,Aggressive Animal,January 2017,Aitkenvale,Division 8
dog,Aggressive Animal,January 2017,Aitkenvale,Division 8
dog,Enclosure,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
cat,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Private Impound,January 2017,Aitkenvale,Division 8
dog,Enclosure,January 2017,Currajong,Division 8
dog,Enclosure,January 2017,Currajong,Division 8
dog,Private Impound,January 2017,Currajong,Division 8
dog,Private Impound,January 2017,Currajong,Division 8
dog,Private Impound,January 2017,Currajong,Division 8
dog,Private Impound,January 2017,Currajong,Division 8
dog,Private Impound,January 2017,Currajong,Division 8
dog,Attack,January 2017,Garbutt,Division 8
cat,Private Impound,January 2017,Garbutt,Division 8
cat,Private Impound,January 2017,Garbutt,Division 8
dog,Private Impound,January 2017,Garbutt,Division 8
dog,Attack,January 2017,Gulliver,Division 8
cat,Enclosure,January 2017,Gulliver,Division 8
cat,Enclosure,January 2017,Gulliver,Division 8
dog,Enclosure,January 2017,Gulliver,Division 8
dog,Enclosure,January 2017,Gulliver,Division 8
dog,Private Impound,January 2017,Gulliver,Division 8
dog,Enclosure,January 2017,Mount Louisa,Division 8
cat,Private Impound,January 2017,Mount Louisa,Division 8
cat,Private Impound,January 2017,Mount Louisa,Division 8
dog,Private Impound,January 2017,Mount Louisa,Division 8
dog,Aggressive Animal,January 2017,Mundingburra,Division 8
dog,Enclosure,January 2017,Mundingburra,Division 8
dog,Private Impound,January 2017,Mundingburra,Division 8
dog,Aggressive Animal,January 2017,Vincent,Division 8
dog,Attack,January 2017,Vincent,Division 8
dog,Enclosure,January 2017,Vincent,Division 8
dog,Enclosure,January 2017,Vincent,Division 8
dog,Noise,January 2017,Vincent,Division 8
dog,Attack,January 2017,Currajong,Division 9
dog,Attack,January 2017,Currajong,Division 9
dog,Enclosure,January 2017,Currajong,Division 9
dog,Noise,January 2017,Currajong,Division 9
dog,Aggressive Animal,January 2017,Hermit Park,Division 9
cat,Enclosure,January 2017,Hermit Park,Division 9
dog,Noise,January 2017,Hermit Park,Division 9
dog,Noise,January 2017,Hermit Park,Division 9
dog,Noise,January 2017,Hermit Park,Division 9
dog,Noise,January 2017,Hermit Park,Division 9
dog,Noise,January 2017,Hermit Park,Division 9
dog,Noise,January 2017,Hermit Park,Division 9
cat,Private Impound,January 2017,Hermit Park,Division 9
dog,Private Impound,January 2017,Hermit Park,Division 9
dog,Private Impound,January 2017,Hermit Park,Division 9
dog,Private Impound,January 2017,Hermit Park,Division 9
dog,Attack,January 2017,Hyde Park,Division 9
dog,Enclosure,January 2017,Hyde Park,Division 9
cat,Private Impound,January 2017,Hyde Park,Division 9
dog,Private Impound,January 2017,Hyde Park,Division 9
dog,Private Impound,January 2017,Mundingburra,Division 9
dog,Enclosure,January 2017,Mysterton,Division 9
dog,Private Impound,January 2017,Mysterton,Division 9
dog,Enclosure,January 2017,Pimlico,Division 9
dog,Noise,January 2017,Pimlico,Division 9
dog,Private Impound,January 2017,Pimlico,Division 9
dog,Enclosure,January 2017,Railway Estate,Division 9
dog,Enclosure,January 2017,Railway Estate,Division 9
cat,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Private Impound,January 2017,Railway Estate,Division 9
dog,Wandering,January 2017,Railway Estate,Division 9
cat,Private Impound,January 2017,Rosslea,Division 9
dog,Private Impound,January 2017,Rosslea,Division 9
dog,Private Impound,January 2017,Rosslea,Division 9
dog,Aggressive Animal,January 2017,Townsville City,Division 9
dog,Aggressive Animal,January 2017,West End,Division 9
dog,Enclosure,January 2017,West End,Division 9
dog,Noise,January 2017,West End,Division 9
dog,Noise,January 2017,West End,Division 9
dog,Noise,January 2017,West End,Division 9
dog,Noise,January 2017,West End,Division 9
dog,Noise,January 2017,West End,Division 9
dog,Private Impound,January 2017,West End,Division 9
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,January 2017,Unallocated,Unallocated
dog,Attack,January 2017,Unallocated,Unallocated
dog,Enclosure,January 2017,Unallocated,Unallocated
dog,Enclosure,January 2017,Unallocated,Unallocated
cat,Private Impound,January 2017,Unallocated,Unallocated
cat,Private Impound,January 2017,Unallocated,Unallocated
cat,Private Impound,January 2017,Unallocated,Unallocated
cat,Private Impound,January 2017,Unallocated,Unallocated
cat,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
dog,Private Impound,January 2017,Unallocated,Unallocated
cat,Wandering,January 2017,Unallocated,Unallocated
cat,Wandering,January 2017,Unallocated,Unallocated
cat,Wandering,January 2017,Unallocated,Unallocated
cat,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Wandering,January 2017,Unallocated,Unallocated
dog,Aggressive Animal,December 2016,Alice River,Division 1
dog,Attack,December 2016,Alice River,Division 1
dog,Enclosure,December 2016,Alice River,Division 1
dog,Enclosure,December 2016,Alice River,Division 1
dog,Enclosure,December 2016,Alice River,Division 1
dog,Noise,December 2016,Balgal Beach,Division 1
dog,Attack,December 2016,Black River,Division 1
dog,Enclosure,December 2016,Black River,Division 1
dog,Aggressive Animal,December 2016,Bluewater,Division 1
dog,Enclosure,December 2016,Bluewater,Division 1
dog,Attack,December 2016,Bluewater Park,Division 1
dog,Enclosure,December 2016,Bluewater Park,Division 1
dog,Aggressive Animal,December 2016,Bohle Plains,Division 1
dog,Enclosure,December 2016,Bohle Plains,Division 1
dog,Noise,December 2016,Bohle Plains,Division 1
dog,Noise,December 2016,Bohle Plains,Division 1
dog,Noise,December 2016,Bohle Plains,Division 1
dog,Attack,December 2016,Jensen,Division 1
dog,Noise,December 2016,Mount Louisa,Division 1
dog,Private Impound,December 2016,Mount Louisa,Division 1
dog,Private Impound,December 2016,Mount Louisa,Division 1
dog,Aggressive Animal,December 2016,Toolakea,Division 1
dog,Aggressive Animal,December 2016,Alligator Creek,Division 10
dog,Aggressive Animal,December 2016,Alligator Creek,Division 10
dog,Aggressive Animal,December 2016,Idalia,Division 10
dog,Attack,December 2016,Idalia,Division 10
dog,Aggressive Animal,December 2016,Oonoonba,Division 10
dog,Aggressive Animal,December 2016,Oonoonba,Division 10
dog,Enclosure,December 2016,Oonoonba,Division 10
dog,Aggressive Animal,December 2016,Railway Estate,Division 10
dog,Aggressive Animal,December 2016,Railway Estate,Division 10
dog,Attack,December 2016,Railway Estate,Division 10
dog,Enclosure,December 2016,Railway Estate,Division 10
dog,Enclosure,December 2016,Railway Estate,Division 10
dog,Noise,December 2016,Railway Estate,Division 10
dog,Private Impound,December 2016,Stuart,Division 10
cat,Enclosure,December 2016,Wulguru,Division 10
dog,Enclosure,December 2016,Wulguru,Division 10
dog,Private Impound,December 2016,Wulguru,Division 10
dog,Private Impound,December 2016,Wulguru,Division 10
dog,Private Impound,December 2016,Wulguru,Division 10
dog,Aggressive Animal,December 2016,Burdell,Division 2
dog,Noise,December 2016,Burdell,Division 2
dog,Aggressive Animal,December 2016,Bushland Beach,Division 2
dog,Aggressive Animal,December 2016,Bushland Beach,Division 2
dog,Attack,December 2016,Bushland Beach,Division 2
dog,Attack,December 2016,Bushland Beach,Division 2
cat,Enclosure,December 2016,Bushland Beach,Division 2
dog,Enclosure,December 2016,Bushland Beach,Division 2
dog,Enclosure,December 2016,Bushland Beach,Division 2
dog,Private Impound,December 2016,Bushland Beach,Division 2
dog,Private Impound,December 2016,Bushland Beach,Division 2
dog,Aggressive Animal,December 2016,Deeragun,Division 2
dog,Aggressive Animal,December 2016,Deeragun,Division 2
dog,Aggressive Animal,December 2016,Deeragun,Division 2
dog,Aggressive Animal,December 2016,Deeragun,Division 2
dog,Aggressive Animal,December 2016,Deeragun,Division 2
dog,Attack,December 2016,Deeragun,Division 2
dog,Attack,December 2016,Deeragun,Division 2
cat,Enclosure,December 2016,Deeragun,Division 2
dog,Enclosure,December 2016,Deeragun,Division 2
dog,Enclosure,December 2016,Deeragun,Division 2
dog,Enclosure,December 2016,Deeragun,Division 2
dog,Enclosure,December 2016,Deeragun,Division 2
dog,Enclosure,December 2016,Deeragun,Division 2
dog,Noise,December 2016,Deeragun,Division 2
dog,Noise,December 2016,Deeragun,Division 2
cat,Private Impound,December 2016,Deeragun,Division 2
cat,Private Impound,December 2016,Deeragun,Division 2
cat,Private Impound,December 2016,Deeragun,Division 2
dog,Private Impound,December 2016,Deeragun,Division 2
dog,Private Impound,December 2016,Deeragun,Division 2
dog,Private Impound,December 2016,Deeragun,Division 2
dog,Private Impound,December 2016,Deeragun,Division 2
dog,Private Impound,December 2016,Deeragun,Division 2
dog,Private Impound,December 2016,Deeragun,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Noise,December 2016,Mount Low,Division 2
dog,Private Impound,December 2016,Mount Low,Division 2
dog,Private Impound,December 2016,Mount Low,Division 2
dog,Private Impound,December 2016,Mount Low,Division 2
dog,Aggressive Animal,December 2016,Arcadia,Division 3
dog,Attack,December 2016,Bohle,Division 3
cat,Enclosure,December 2016,Garbutt,Division 3
dog,Noise,December 2016,Garbutt,Division 3
dog,Noise,December 2016,Garbutt,Division 3
dog,Noise,December 2016,Nelly Bay,Division 3
dog,Noise,December 2016,North Ward,Division 3
dog,Noise,December 2016,North Ward,Division 3
dog,Noise,December 2016,Pallarenda,Division 3
dog,Wandering,December 2016,Pallarenda,Division 3
dog,Private Impound,December 2016,Picnic Bay,Division 3
dog,Private Impound,December 2016,Rowes Bay,Division 3
dog,Private Impound,December 2016,Townsville City,Division 3
dog,Attack,December 2016,Condon,Division 4
dog,Enclosure,December 2016,Condon,Division 4
dog,Enclosure,December 2016,Condon,Division 4
dog,Enclosure,December 2016,Condon,Division 4
dog,Noise,December 2016,Condon,Division 4
dog,Private Impound,December 2016,Condon,Division 4
dog,Private Impound,December 2016,Condon,Division 4
dog,Private Impound,December 2016,Condon,Division 4
dog,Private Impound,December 2016,Condon,Division 4
cat,Wandering,December 2016,Condon,Division 4
dog,Wandering,December 2016,Condon,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Aggressive Animal,December 2016,Kelso,Division 4
dog,Attack,December 2016,Kelso,Division 4
dog,Attack,December 2016,Kelso,Division 4
dog,Attack,December 2016,Kelso,Division 4
dog,Attack,December 2016,Kelso,Division 4
dog,Enclosure,December 2016,Kelso,Division 4
dog,Enclosure,December 2016,Kelso,Division 4
dog,Enclosure,December 2016,Kelso,Division 4
dog,Enclosure,December 2016,Kelso,Division 4
dog,Enclosure,December 2016,Kelso,Division 4
dog,Noise,December 2016,Kelso,Division 4
cat,Private Impound,December 2016,Kelso,Division 4
dog,Private Impound,December 2016,Kelso,Division 4
dog,Private Impound,December 2016,Kelso,Division 4
dog,Private Impound,December 2016,Kelso,Division 4
dog,Private Impound,December 2016,Kelso,Division 4
dog,Private Impound,December 2016,Kelso,Division 4
dog,Private Impound,December 2016,Pinnacles,Division 4
dog,Aggressive Animal,December 2016,Rasmussen,Division 4
dog,Aggressive Animal,December 2016,Rasmussen,Division 4
dog,Aggressive Animal,December 2016,Rasmussen,Division 4
dog,Attack,December 2016,Rasmussen,Division 4
dog,Attack,December 2016,Rasmussen,Division 4
dog,Attack,December 2016,Rasmussen,Division 4
dog,Attack,December 2016,Rasmussen,Division 4
dog,Enclosure,December 2016,Rasmussen,Division 4
dog,Enclosure,December 2016,Rasmussen,Division 4
dog,Noise,December 2016,Rasmussen,Division 4
dog,Noise,December 2016,Rasmussen,Division 4
dog,Private Impound,December 2016,Rasmussen,Division 4
dog,Private Impound,December 2016,Rasmussen,Division 4
dog,Private Impound,December 2016,Rasmussen,Division 4
dog,Private Impound,December 2016,Rasmussen,Division 4
dog,Private Impound,December 2016,Rasmussen,Division 4
dog,Noise,December 2016,Cranbrook,Division 5
dog,Aggressive Animal,December 2016,Kirwan,Division 5
dog,Attack,December 2016,Kirwan,Division 5
dog,Attack,December 2016,Kirwan,Division 5
dog,Enclosure,December 2016,Kirwan,Division 5
dog,Enclosure,December 2016,Kirwan,Division 5
dog,Noise,December 2016,Kirwan,Division 5
dog,Noise,December 2016,Kirwan,Division 5
dog,Noise,December 2016,Kirwan,Division 5
dog,Noise,December 2016,Kirwan,Division 5
dog,Noise,December 2016,Kirwan,Division 5
dog,Private Impound,December 2016,Kirwan,Division 5
dog,Private Impound,December 2016,Kirwan,Division 5
dog,Attack,December 2016,Mount Louisa,Division 5
dog,Attack,December 2016,Mount Louisa,Division 5
dog,Attack,December 2016,Mount Louisa,Division 5
dog,Noise,December 2016,Mount Louisa,Division 5
dog,Aggressive Animal,December 2016,Thuringowa Central,Division 5
dog,Aggressive Animal,December 2016,Thuringowa Central,Division 5
dog,Aggressive Animal,December 2016,Thuringowa Central,Division 5
dog,Attack,December 2016,Thuringowa Central,Division 5
cat,Private Impound,December 2016,Thuringowa Central,Division 5
cat,Private Impound,December 2016,Thuringowa Central,Division 5
cat,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Private Impound,December 2016,Thuringowa Central,Division 5
dog,Aggressive Animal,December 2016,Annandale,Division 6
dog,Attack,December 2016,Annandale,Division 6
dog,Attack,December 2016,Annandale,Division 6
cat,Enclosure,December 2016,Annandale,Division 6
cat,Enclosure,December 2016,Annandale,Division 6
dog,Noise,December 2016,Annandale,Division 6
dog,Noise,December 2016,Annandale,Division 6
dog,Noise,December 2016,Annandale,Division 6
dog,Private Impound,December 2016,Annandale,Division 6
dog,Noise,December 2016,Condon,Division 6
dog,Noise,December 2016,Condon,Division 6
dog,Private Impound,December 2016,Condon,Division 6
dog,Private Impound,December 2016,Condon,Division 6
dog,Aggressive Animal,December 2016,Douglas,Division 6
cat,Enclosure,December 2016,Douglas,Division 6
dog,Enclosure,December 2016,Douglas,Division 6
dog,Enclosure,December 2016,Douglas,Division 6
dog,Noise,December 2016,Douglas,Division 6
dog,Noise,December 2016,Douglas,Division 6
dog,Noise,December 2016,Douglas,Division 6
dog,Noise,December 2016,Douglas,Division 6
cat,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Douglas,Division 6
dog,Private Impound,December 2016,Thuringowa Central,Division 6
dog,Attack,December 2016,Cranbrook,Division 7
dog,Enclosure,December 2016,Cranbrook,Division 7
dog,Noise,December 2016,Cranbrook,Division 7
dog,Noise,December 2016,Cranbrook,Division 7
dog,Noise,December 2016,Cranbrook,Division 7
cat,Private Impound,December 2016,Cranbrook,Division 7
dog,Aggressive Animal,December 2016,Heatley,Division 7
dog,Aggressive Animal,December 2016,Heatley,Division 7
dog,Enclosure,December 2016,Heatley,Division 7
dog,Enclosure,December 2016,Heatley,Division 7
dog,Noise,December 2016,Heatley,Division 7
dog,Noise,December 2016,Heatley,Division 7
dog,Noise,December 2016,Heatley,Division 7
dog,Private Impound,December 2016,Heatley,Division 7
dog,Aggressive Animal,December 2016,Kirwan,Division 7
cat,Enclosure,December 2016,Kirwan,Division 7
dog,Enclosure,December 2016,Kirwan,Division 7
dog,Noise,December 2016,Kirwan,Division 7
dog,Noise,December 2016,Kirwan,Division 7
cat,Private Impound,December 2016,Kirwan,Division 7
cat,Private Impound,December 2016,Kirwan,Division 7
cat,Private Impound,December 2016,Kirwan,Division 7
cat,Private Impound,December 2016,Kirwan,Division 7
dog,Private Impound,December 2016,Kirwan,Division 7
dog,Private Impound,December 2016,Kirwan,Division 7
dog,Private Impound,December 2016,Kirwan,Division 7
dog,Private Impound,December 2016,Kirwan,Division 7
dog,Aggressive Animal,December 2016,Aitkenvale,Division 8
dog,Aggressive Animal,December 2016,Aitkenvale,Division 8
dog,Attack,December 2016,Aitkenvale,Division 8
dog,Enclosure,December 2016,Aitkenvale,Division 8
dog,Noise,December 2016,Aitkenvale,Division 8
cat,Private Impound,December 2016,Aitkenvale,Division 8
cat,Private Impound,December 2016,Aitkenvale,Division 8
cat,Private Impound,December 2016,Aitkenvale,Division 8
cat,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Private Impound,December 2016,Aitkenvale,Division 8
dog,Attack,December 2016,Currajong,Division 8
cat,Private Impound,December 2016,Currajong,Division 8
dog,Private Impound,December 2016,Currajong,Division 8
dog,Private Impound,December 2016,Currajong,Division 8
dog,Private Impound,December 2016,Currajong,Division 8
dog,Private Impound,December 2016,Garbutt,Division 8
dog,Enclosure,December 2016,Gulliver,Division 8
dog,Enclosure,December 2016,Gulliver,Division 8
dog,Enclosure,December 2016,Gulliver,Division 8
dog,Private Impound,December 2016,Gulliver,Division 8
dog,Aggressive Animal,December 2016,Mount Louisa,Division 8
dog,Aggressive Animal,December 2016,Mount Louisa,Division 8
dog,Aggressive Animal,December 2016,Mount Louisa,Division 8
dog,Aggressive Animal,December 2016,Mount Louisa,Division 8
dog,Attack,December 2016,Mount Louisa,Division 8
dog,Enclosure,December 2016,Mount Louisa,Division 8
dog,Enclosure,December 2016,Mount Louisa,Division 8
dog,Enclosure,December 2016,Mount Louisa,Division 8
dog,Attack,December 2016,Mundingburra,Division 8
dog,Attack,December 2016,Mundingburra,Division 8
dog,Noise,December 2016,Mundingburra,Division 8
dog,Attack,December 2016,Vincent,Division 8
dog,Enclosure,December 2016,Vincent,Division 8
dog,Noise,December 2016,Vincent,Division 8
