ADM_name,ISO3,Date,Name,Type
Iceland,ISL,2014-04-18,Good Friday,Public holiday
Iceland,ISL,2014-04-20,Easter Sunday,Public holiday
Iceland,ISL,2014-04-21,Easter Monday,Public holiday
Iceland,ISL,2014-04-24,First Day of Summer,Public holiday
Iceland,ISL,2014-05-01,Labour Day,Public holiday
Iceland,ISL,2014-05-29,Ascension Day,Public holiday
Iceland,ISL,2014-06-08,Whit Sunday,Public holiday
Iceland,ISL,2014-06-09,Whit Monday,Public holiday
Iceland,ISL,2014-06-17,Icelandic Republic Day,Public holiday
Iceland,ISL,2014-08-04,Commerce Day,Public holiday
Iceland,ISL,2014-12-24,Christmas Eve (from noon),Public holiday
Iceland,ISL,2014-12-25,Christmas Day,Public holiday
Iceland,ISL,2014-12-26,Second Day of Christmas,Public holiday
Iceland,ISL,2014-12-31,New Year's Eve (from noon),Public holiday
Iceland,ISL,2015-01-01,New Year's Day,Public holiday
Iceland,ISL,2015-04-02,Maundy Thursday,Public holiday
Iceland,ISL,2015-04-03,Good Friday,Public holiday
Iceland,ISL,2015-04-05,Easter Sunday,Public holiday
Iceland,ISL,2015-04-06,Easter Monday,Public holiday
Iceland,ISL,2015-04-23,First Day of Summer,Public holiday
Iceland,ISL,2015-05-01,Labour Day,Public holiday
Iceland,ISL,2015-05-14,Ascension Day,Public holiday
Iceland,ISL,2015-05-24,Whit Sunday,Public holiday
Iceland,ISL,2015-05-25,Whit Monday,Public holiday
Iceland,ISL,2015-06-17,Icelandic Republic Day,Public holiday
Iceland,ISL,2015-08-03,Commerce Day,Public holiday
Iceland,ISL,2015-12-24,Christmas Eve (from noon),Public holiday
Iceland,ISL,2015-12-25,Christmas Day,Public holiday
Iceland,ISL,2015-12-26,Second Day of Christmas,Public holiday
Iceland,ISL,2015-12-31,New Year's Eve (from noon),Public holiday
Iceland,ISL,2016-01-01,New Year's Day,Public holiday
Iceland,ISL,2016-03-24,Maundy Thursday,Public holiday
Iceland,ISL,2016-03-25,Good Friday,Public holiday
Iceland,ISL,2016-03-27,Easter Sunday,Public holiday
Iceland,ISL,2016-03-28,Easter Monday,Public holiday
Iceland,ISL,2016-04-21,First Day of Summer,Public holiday
Iceland,ISL,2016-05-01,Labour Day,Public holiday
Iceland,ISL,2016-05-05,Ascension Day,Public holiday
Iceland,ISL,2016-05-15,Whit Sunday,Public holiday
Iceland,ISL,2016-05-16,Whit Monday,Public holiday
Iceland,ISL,2016-06-17,Icelandic Republic Day,Public holiday
Iceland,ISL,2016-08-01,Commerce Day,Public holiday
Iceland,ISL,2016-12-24,Christmas Eve (from noon),Public holiday
Iceland,ISL,2016-12-25,Christmas Day,Public holiday
Iceland,ISL,2016-12-26,Second Day of Christmas,Public holiday
Iceland,ISL,2016-12-31,New Year's Eve (from noon),Public holiday
Iceland,ISL,2017-01-01,New Year's Day,Public holiday
Iceland,ISL,2017-04-13,Maundy Thursday,Public holiday
Iceland,ISL,2017-04-14,Good Friday,Public holiday
Iceland,ISL,2017-04-16,Easter Sunday,Public holiday
Iceland,ISL,2017-04-17,Easter Monday,Public holiday
Iceland,ISL,2017-04-20,First Day of Summer,Public holiday
Iceland,ISL,2017-05-01,Labour Day,Public holiday
Iceland,ISL,2017-05-25,Ascension Day,Public holiday
Iceland,ISL,2017-06-04,Whit Sunday,Public holiday
Iceland,ISL,2017-06-05,Whit Monday,Public holiday
Iceland,ISL,2017-06-17,Icelandic Republic Day,Public holiday
Iceland,ISL,2017-08-07,Commerce Day,Public holiday
Iceland,ISL,2017-12-24,Christmas Eve (from noon),Public holiday
Iceland,ISL,2017-12-25,Christmas Day,Public holiday
Iceland,ISL,2017-12-26,Second Day of Christmas,Public holiday
Iceland,ISL,2017-12-31,New Year's Eve (from noon),Public holiday
Iceland,ISL,2018-01-01,New Year's Day,Public holiday
Iceland,ISL,2018-03-29,Maundy Thursday,Public holiday
Iceland,ISL,2018-03-30,Good Friday,Public holiday
Iceland,ISL,2018-04-01,Easter Sunday,Public holiday
Iceland,ISL,2018-04-02,Easter Monday,Public holiday
Iceland,ISL,2018-04-19,First Day of Summer,Public holiday
Iceland,ISL,2018-05-01,Labour Day,Public holiday
Iceland,ISL,2018-05-10,Ascension Day,Public holiday
Iceland,ISL,2018-05-20,Whit Sunday,Public holiday
Iceland,ISL,2018-05-21,Whit Monday,Public holiday
Iceland,ISL,2018-06-17,Icelandic Republic Day,Public holiday
Iceland,ISL,2018-08-06,Commerce Day,Public holiday
Iceland,ISL,2018-12-24,Christmas Eve (from noon),Public holiday
Iceland,ISL,2018-12-25,Christmas Day,Public holiday
Iceland,ISL,2018-12-26,Second Day of Christmas,Public holiday
Iceland,ISL,2018-12-31,New Year's Eve (from noon),Public holiday
Iceland,ISL,2019-01-01,New Year's Day,Public holiday
Iceland,ISL,2019-04-18,Maundy Thursday,Public holiday
Iceland,ISL,2019-04-19,Good Friday,Public holiday
Iceland,ISL,2019-04-21,Easter Sunday,Public holiday
Iceland,ISL,2019-04-22,Easter Monday,Public holiday
Iceland,ISL,2019-04-25,First Day of Summer,Public holiday
Iceland,ISL,2019-05-01,Labour Day,Public holiday
Iceland,ISL,2019-05-30,Ascension Day,Public holiday
Iceland,ISL,2019-06-09,Whit Sunday,Public holiday
Iceland,ISL,2019-06-10,Whit Monday,Public holiday
Iceland,ISL,2019-06-17,Icelandic Republic Day,Public holiday
Iceland,ISL,2019-08-05,Commerce Day,Public holiday
Iceland,ISL,2019-12-24,Christmas Eve (from noon),Public holiday
Iceland,ISL,2019-12-25,Christmas Day,Public holiday
Iceland,ISL,2019-12-26,Second Day of Christmas,Public holiday
Iceland,ISL,2019-12-31,New Year's Eve (from noon),Public holiday
Israel,ISR,2010-02-28,Purim (Deliverance of the Jews),Local holiday
Israel,ISR,2010-03-01,Shushan Purim,Local holiday
Israel,ISR,2011-03-20,Purim (Deliverance of the Jews),Local holiday
Israel,ISR,2011-03-21,Shushan Purim,Local holiday
Israel,ISR,2012-03-08,Purim (Deliverance of the Jews),Local holiday
Israel,ISR,2012-03-09,Shushan Purim,Local holiday
Israel,ISR,2013-02-24,Purim (Deliverance of the Jews),Local holiday
Israel,ISR,2013-02-25,Shushan Purim,Local holiday
Israel,ISR,2014-03-16,Purim (Tel Aviv),Local holiday
Israel,ISR,2014-03-17,Shushan Purim (Jerusalem),Local holiday
Israel,ISR,2015-03-05,Purim (Tel Aviv),Local holiday
Israel,ISR,2015-03-06,Shushan Purim (Jerusalem),Local holiday
Israel,ISR,2016-03-24,Purim (Tel Aviv),Local holiday
Israel,ISR,2016-03-25,Shushan Purim (Jerusalem),Local holiday
Israel,ISR,2017-03-12,Purim (Tel Aviv),Local holiday
Israel,ISR,2017-03-13,Shushan Purim (Jerusalem),Local holiday
Israel,ISR,2018-03-01,Purim (Tel Aviv),Local holiday
Israel,ISR,2018-03-02,Shushan Purim (Jerusalem),Local holiday
Israel,ISR,2019-03-21,Purim (Tel Aviv),Local holiday
Israel,ISR,2019-03-22,Shushan Purim (Jerusalem),Local holiday
Israel,ISR,2010-01-30,Tu Bishvat,Observance
Israel,ISR,2010-02-25,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2010-03-29,Erev Pesach,Observance
Israel,ISR,2010-03-31,Pesach II (Passover),Observance
Israel,ISR,2010-04-01,Pesach III (Passover),Observance
Israel,ISR,2010-04-02,Pesach IV (Passover),Observance
Israel,ISR,2010-04-03,Pesach V (Passover),Observance
Israel,ISR,2010-04-04,Pesach VI (Passover),Observance
Israel,ISR,2010-05-02,Lag B'Omer,Observance
Israel,ISR,2010-05-18,Erev Shavuot,Observance
Israel,ISR,2010-06-29,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2010-07-19,Erev Tisha B'Av,Observance
Israel,ISR,2010-07-20,Tisha B'Av,Observance
Israel,ISR,2010-09-08,Erev Rosh Hashana,Observance
Israel,ISR,2010-09-12,Tzom Gedaliah,Observance
Israel,ISR,2010-09-17,Erev Yom Kippur,Observance
Israel,ISR,2010-09-22,Erev Sukkot,Observance
Israel,ISR,2010-09-24,Sukkot II,Observance
Israel,ISR,2010-09-25,Sukkot III,Observance
Israel,ISR,2010-09-26,Sukkot IV,Observance
Israel,ISR,2010-09-27,Sukkot V,Observance
Israel,ISR,2010-09-28,Sukkot VI,Observance
Israel,ISR,2010-09-29,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2010-12-03,Hanukkah II,Observance
Israel,ISR,2010-12-04,Hanukkah III,Observance
Israel,ISR,2010-12-05,Hanukkah IV,Observance
Israel,ISR,2010-12-06,Hanukkah V,Observance
Israel,ISR,2010-12-07,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2010-12-08,Hanukkah VII,Observance
Israel,ISR,2010-12-09,Hanukkah VIII,Observance
Israel,ISR,2010-12-17,Asarah B'Tevet,Observance
Israel,ISR,2011-01-20,Tu Bishvat,Observance
Israel,ISR,2011-03-17,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2011-04-18,Erev Pesach,Observance
Israel,ISR,2011-04-20,Pesach II (Passover),Observance
Israel,ISR,2011-04-21,Pesach III (Passover),Observance
Israel,ISR,2011-04-22,Pesach IV (Passover),Observance
Israel,ISR,2011-04-23,Pesach V (Passover),Observance
Israel,ISR,2011-04-24,Pesach VI (Passover),Observance
Israel,ISR,2011-05-22,Lag B'Omer,Observance
Israel,ISR,2011-06-07,Erev Shavuot,Observance
Israel,ISR,2011-07-19,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2011-08-08,Erev Tisha B'Av,Observance
Israel,ISR,2011-08-09,Tisha B'Av,Observance
Israel,ISR,2011-09-28,Erev Rosh Hashana,Observance
Israel,ISR,2011-10-02,Tzom Gedaliah,Observance
Israel,ISR,2011-10-07,Erev Yom Kippur,Observance
Israel,ISR,2011-10-12,Erev Sukkot,Observance
Israel,ISR,2011-10-14,Sukkot II,Observance
Israel,ISR,2011-10-15,Sukkot III,Observance
Israel,ISR,2011-10-16,Sukkot IV,Observance
Israel,ISR,2011-10-17,Sukkot V,Observance
Israel,ISR,2011-10-18,Sukkot VI,Observance
Israel,ISR,2011-10-19,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2011-12-22,Hanukkah II,Observance
Israel,ISR,2011-12-23,Hanukkah III,Observance
Israel,ISR,2011-12-24,Hanukkah IV,Observance
Israel,ISR,2011-12-25,Hanukkah V,Observance
Israel,ISR,2011-12-26,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2011-12-27,Hanukkah VII,Observance
Israel,ISR,2011-12-28,Hanukkah VIII,Observance
Israel,ISR,2012-01-05,Asarah B'Tevet,Observance
Israel,ISR,2012-02-08,Tu Bishvat,Observance
Israel,ISR,2012-03-07,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2012-04-06,Erev Pesach,Observance
Israel,ISR,2012-04-08,Pesach II (Passover),Observance
Israel,ISR,2012-04-09,Pesach III (Passover),Observance
Israel,ISR,2012-04-10,Pesach IV (Passover),Observance
Israel,ISR,2012-04-11,Pesach V (Passover),Observance
Israel,ISR,2012-04-12,Pesach VI (Passover),Observance
Israel,ISR,2012-05-10,Lag B'Omer,Observance
Israel,ISR,2012-05-26,Erev Shavuot,Observance
Israel,ISR,2012-07-08,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2012-07-28,Erev Tisha B'Av,Observance
Israel,ISR,2012-07-29,Tisha B'Av,Observance
Israel,ISR,2012-09-16,Erev Rosh Hashana,Observance
Israel,ISR,2012-09-19,Tzom Gedaliah,Observance
Israel,ISR,2012-09-25,Erev Yom Kippur,Observance
Israel,ISR,2012-09-30,Erev Sukkot,Observance
Israel,ISR,2012-10-02,Sukkot II,Observance
Israel,ISR,2012-10-03,Sukkot III,Observance
Israel,ISR,2012-10-04,Sukkot IV,Observance
Israel,ISR,2012-10-05,Sukkot V,Observance
Israel,ISR,2012-10-06,Sukkot VI,Observance
Israel,ISR,2012-10-07,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2012-12-10,Hanukkah II,Observance
Israel,ISR,2012-12-11,Hanukkah III,Observance
Israel,ISR,2012-12-12,Hanukkah IV,Observance
Israel,ISR,2012-12-13,Hanukkah V,Observance
Israel,ISR,2012-12-14,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2012-12-15,Hanukkah VII,Observance
Israel,ISR,2012-12-16,Hanukkah VIII,Observance
Israel,ISR,2012-12-23,Asarah B'Tevet,Observance
Israel,ISR,2013-01-26,Tu Bishvat,Observance
Israel,ISR,2013-02-21,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2013-03-25,Erev Pesach,Observance
Israel,ISR,2013-03-27,Pesach II (Passover),Observance
Israel,ISR,2013-03-28,Pesach III (Passover),Observance
Israel,ISR,2013-03-29,Pesach IV (Passover),Observance
Israel,ISR,2013-03-30,Pesach V (Passover),Observance
Israel,ISR,2013-03-31,Pesach VI (Passover),Observance
Israel,ISR,2013-04-08,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2013-04-28,Lag B'Omer,Observance
Israel,ISR,2013-05-14,Erev Shavuot,Observance
Israel,ISR,2013-06-25,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2013-07-15,Erev Tisha B'Av,Observance
Israel,ISR,2013-07-16,Tisha B'Av,Observance
Israel,ISR,2013-09-04,Erev Rosh Hashana,Observance
Israel,ISR,2013-09-08,Tzom Gedaliah,Observance
Israel,ISR,2013-09-13,Erev Yom Kippur,Observance
Israel,ISR,2013-09-18,Erev Sukkot,Observance
Israel,ISR,2013-09-20,Sukkot II,Observance
Israel,ISR,2013-09-21,Sukkot III,Observance
Israel,ISR,2013-09-22,Sukkot IV,Observance
Israel,ISR,2013-09-23,Sukkot V,Observance
Israel,ISR,2013-09-24,Sukkot VI,Observance
Israel,ISR,2013-09-25,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2013-11-29,Hanukkah II,Observance
Israel,ISR,2013-11-30,Hanukkah III,Observance
Israel,ISR,2013-12-01,Hanukkah IV,Observance
Israel,ISR,2013-12-02,Hanukkah V,Observance
Israel,ISR,2013-12-03,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2013-12-04,Hanukkah VII,Observance
Israel,ISR,2013-12-05,Hanukkah VIII,Observance
Israel,ISR,2013-12-13,Asarah B'Tevet,Observance
Israel,ISR,2014-01-16,Tu Bishvat,Observance
Israel,ISR,2014-03-13,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2014-03-15,Erev Purim,Observance
Israel,ISR,2014-04-14,Erev Pesach,Observance
Israel,ISR,2014-04-16,Pesach II (Passover),Observance
Israel,ISR,2014-04-17,Pesach III (Passover),Observance
Israel,ISR,2014-04-18,Pesach IV (Passover),Observance
Israel,ISR,2014-04-19,Pesach V (Passover),Observance
Israel,ISR,2014-04-20,Pesach VI (Passover),Observance
Israel,ISR,2014-04-28,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2014-05-05,Yom HaZikaron (Memorial Day),Observance
Israel,ISR,2014-05-18,Lag B'Omer,Observance
Israel,ISR,2014-06-03,Erev Shavuot,Observance
Israel,ISR,2014-07-15,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2014-08-04,Erev Tisha B'Av,Observance
Israel,ISR,2014-08-05,Tisha B'Av,Observance
Israel,ISR,2014-09-24,Erev Rosh Hashana,Observance
Israel,ISR,2014-09-28,Tzom Gedaliah,Observance
Israel,ISR,2014-10-03,Erev Yom Kippur,Observance
Israel,ISR,2014-10-08,Erev Sukkot,Observance
Israel,ISR,2014-10-10,Sukkot II,Observance
Israel,ISR,2014-10-11,Sukkot III,Observance
Israel,ISR,2014-10-12,Sukkot IV,Observance
Israel,ISR,2014-10-13,Sukkot V,Observance
Israel,ISR,2014-10-14,Sukkot VI,Observance
Israel,ISR,2014-10-15,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2014-12-17,Hanukkah I (Holiday of lights),Observance
Israel,ISR,2014-12-18,Hanukkah II,Observance
Israel,ISR,2014-12-19,Hanukkah III,Observance
Israel,ISR,2014-12-20,Hanukkah IV,Observance
Israel,ISR,2014-12-21,Hanukkah V,Observance
Israel,ISR,2014-12-22,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2014-12-23,Hanukkah VII,Observance
Israel,ISR,2014-12-24,Hanukkah VIII,Observance
Israel,ISR,2015-01-01,Asarah B'Tevet,Observance
Israel,ISR,2015-02-04,Tu Bishvat,Observance
Israel,ISR,2015-03-04,Erev Purim,Observance
Israel,ISR,2015-03-04,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2015-04-03,Erev Pesach,Observance
Israel,ISR,2015-04-05,Pesach II (Passover),Observance
Israel,ISR,2015-04-06,Pesach III (Passover),Observance
Israel,ISR,2015-04-07,Pesach IV (Passover),Observance
Israel,ISR,2015-04-08,Pesach V (Passover),Observance
Israel,ISR,2015-04-09,Pesach VI (Passover),Observance
Israel,ISR,2015-04-16,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2015-04-22,Yom HaZikaron (Memorial Day),Observance
Israel,ISR,2015-05-07,Lag B'Omer,Observance
Israel,ISR,2015-05-23,Erev Shavuot,Observance
Israel,ISR,2015-07-05,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2015-07-24,Erev Tisha B'Av,Observance
Israel,ISR,2015-07-26,Tisha B'Av,Observance
Israel,ISR,2015-09-13,Erev Rosh Hashana,Observance
Israel,ISR,2015-09-16,Tzom Gedaliah,Observance
Israel,ISR,2015-09-22,Erev Yom Kippur,Observance
Israel,ISR,2015-09-27,Erev Sukkot,Observance
Israel,ISR,2015-09-29,Sukkot II,Observance
Israel,ISR,2015-09-30,Sukkot III,Observance
Israel,ISR,2015-10-01,Sukkot IV,Observance
Israel,ISR,2015-10-02,Sukkot V,Observance
Israel,ISR,2015-10-03,Sukkot VI,Observance
Israel,ISR,2015-10-04,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2015-12-07,Hanukkah I (Holiday of lights),Observance
Israel,ISR,2015-12-08,Hanukkah II,Observance
Israel,ISR,2015-12-09,Hanukkah III,Observance
Israel,ISR,2015-12-10,Hanukkah IV,Observance
Israel,ISR,2015-12-11,Hanukkah V,Observance
Israel,ISR,2015-12-12,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2015-12-13,Hanukkah VII,Observance
Israel,ISR,2015-12-14,Hanukkah VIII,Observance
Israel,ISR,2015-12-22,Asarah B'Tevet,Observance
Israel,ISR,2016-01-25,Tu Bishvat,Observance
Israel,ISR,2016-03-23,Erev Purim,Observance
Israel,ISR,2016-03-23,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2016-04-22,Erev Pesach,Observance
Israel,ISR,2016-04-24,Pesach II (Passover),Observance
Israel,ISR,2016-04-25,Pesach III (Passover),Observance
Israel,ISR,2016-04-26,Pesach IV (Passover),Observance
Israel,ISR,2016-04-27,Pesach V (Passover),Observance
Israel,ISR,2016-04-28,Pesach VI (Passover),Observance
Israel,ISR,2016-05-05,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2016-05-11,Yom HaZikaron (Memorial Day),Observance
Israel,ISR,2016-05-26,Lag B'Omer,Observance
Israel,ISR,2016-06-11,Erev Shavuot,Observance
Israel,ISR,2016-07-24,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2016-08-12,Erev Tisha B'Av,Observance
Israel,ISR,2016-08-14,Tisha B'Av,Observance
Israel,ISR,2016-10-02,Erev Rosh Hashana,Observance
Israel,ISR,2016-10-05,Tzom Gedaliah,Observance
Israel,ISR,2016-10-11,Erev Yom Kippur,Observance
Israel,ISR,2016-10-16,Erev Sukkot,Observance
Israel,ISR,2016-10-18,Sukkot II,Observance
Israel,ISR,2016-10-19,Sukkot III,Observance
Israel,ISR,2016-10-20,Sukkot IV,Observance
Israel,ISR,2016-10-21,Sukkot V,Observance
Israel,ISR,2016-10-22,Sukkot VI,Observance
Israel,ISR,2016-10-23,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2016-11-08,Yom HaAliyah School Observance,Observance
Israel,ISR,2016-12-25,Hanukkah I (Holiday of lights),Observance
Israel,ISR,2016-12-26,Hanukkah II,Observance
Israel,ISR,2016-12-27,Hanukkah III,Observance
Israel,ISR,2016-12-28,Hanukkah IV,Observance
Israel,ISR,2016-12-29,Hanukkah V,Observance
Israel,ISR,2016-12-30,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2016-12-31,Hanukkah VII,Observance
Israel,ISR,2017-01-01,Hanukkah VIII,Observance
Israel,ISR,2017-01-08,Asarah B'Tevet,Observance
Israel,ISR,2017-02-11,Tu Bishvat,Observance
Israel,ISR,2017-03-09,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2017-03-11,Erev Purim,Observance
Israel,ISR,2017-04-10,Erev Pesach,Observance
Israel,ISR,2017-04-12,Pesach II (Passover),Observance
Israel,ISR,2017-04-13,Pesach III (Passover),Observance
Israel,ISR,2017-04-14,Pesach IV (Passover),Observance
Israel,ISR,2017-04-15,Pesach V (Passover),Observance
Israel,ISR,2017-04-16,Pesach VI (Passover),Observance
Israel,ISR,2017-04-24,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2017-05-01,Yom HaZikaron (Memorial Day),Observance
Israel,ISR,2017-05-14,Lag B'Omer,Observance
Israel,ISR,2017-05-30,Erev Shavuot,Observance
Israel,ISR,2017-07-11,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2017-07-31,Erev Tisha B'Av,Observance
Israel,ISR,2017-08-01,Tisha B'Av,Observance
Israel,ISR,2017-09-20,Erev Rosh Hashana,Observance
Israel,ISR,2017-09-24,Tzom Gedaliah,Observance
Israel,ISR,2017-09-29,Erev Yom Kippur,Observance
Israel,ISR,2017-10-04,Erev Sukkot,Observance
Israel,ISR,2017-10-06,Sukkot II,Observance
Israel,ISR,2017-10-07,Sukkot III,Observance
Israel,ISR,2017-10-08,Sukkot IV,Observance
Israel,ISR,2017-10-09,Sukkot V,Observance
Israel,ISR,2017-10-10,Sukkot VI,Observance
Israel,ISR,2017-10-11,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2017-10-27,Yom HaAliyah School Observance,Observance
Israel,ISR,2017-12-13,Hanukkah I (Holiday of lights),Observance
Israel,ISR,2017-12-14,Hanukkah II,Observance
Israel,ISR,2017-12-15,Hanukkah III,Observance
Israel,ISR,2017-12-16,Hanukkah IV,Observance
Israel,ISR,2017-12-17,Hanukkah V,Observance
Israel,ISR,2017-12-18,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2017-12-19,Hanukkah VII,Observance
Israel,ISR,2017-12-20,Hanukkah VIII,Observance
Israel,ISR,2017-12-28,Asarah B'Tevet,Observance
Israel,ISR,2018-01-31,Tu Bishvat,Observance
Israel,ISR,2018-02-28,Erev Purim,Observance
Israel,ISR,2018-02-28,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2018-03-30,Erev Pesach,Observance
Israel,ISR,2018-04-01,Pesach II (Passover),Observance
Israel,ISR,2018-04-02,Pesach III (Passover),Observance
Israel,ISR,2018-04-03,Pesach IV (Passover),Observance
Israel,ISR,2018-04-04,Pesach V (Passover),Observance
Israel,ISR,2018-04-05,Pesach VI (Passover),Observance
Israel,ISR,2018-04-12,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2018-04-18,Yom HaZikaron (Memorial Day),Observance
Israel,ISR,2018-05-03,Lag B'Omer,Observance
Israel,ISR,2018-05-19,Erev Shavuot,Observance
Israel,ISR,2018-07-01,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2018-07-21,Erev Tisha B'Av,Observance
Israel,ISR,2018-07-22,Tisha B'Av,Observance
Israel,ISR,2018-09-09,Erev Rosh Hashana,Observance
Israel,ISR,2018-09-12,Tzom Gedaliah,Observance
Israel,ISR,2018-09-18,Erev Yom Kippur,Observance
Israel,ISR,2018-09-23,Erev Sukkot,Observance
Israel,ISR,2018-09-25,Sukkot II,Observance
Israel,ISR,2018-09-26,Sukkot III,Observance
Israel,ISR,2018-09-27,Sukkot IV,Observance
Israel,ISR,2018-09-28,Sukkot V,Observance
Israel,ISR,2018-09-29,Sukkot VI,Observance
Israel,ISR,2018-09-30,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2018-10-16,Yom HaAliyah School Observance,Observance
Israel,ISR,2018-12-03,Hanukkah I (Holiday of lights),Observance
Israel,ISR,2018-12-04,Hanukkah II,Observance
Israel,ISR,2018-12-05,Hanukkah III,Observance
Israel,ISR,2018-12-06,Hanukkah IV,Observance
Israel,ISR,2018-12-07,Hanukkah V,Observance
Israel,ISR,2018-12-08,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2018-12-09,Hanukkah VII,Observance
Israel,ISR,2018-12-10,Hanukkah VIII,Observance
Israel,ISR,2018-12-18,Asarah B'Tevet,Observance
Israel,ISR,2019-01-21,Tu Bishvat,Observance
Israel,ISR,2019-03-20,Erev Purim,Observance
Israel,ISR,2019-03-20,Ta'anit Esther (Fast of Esther),Observance
Israel,ISR,2019-04-19,Erev Pesach,Observance
Israel,ISR,2019-04-21,Pesach II (Passover),Observance
Israel,ISR,2019-04-22,Pesach III (Passover),Observance
Israel,ISR,2019-04-23,Pesach IV (Passover),Observance
Israel,ISR,2019-04-24,Pesach V (Passover),Observance
Israel,ISR,2019-04-25,Pesach VI (Passover),Observance
Israel,ISR,2019-05-02,Yom HaShoah/Holocaust Memorial Day,Observance
Israel,ISR,2019-05-08,Yom HaZikaron (Memorial Day),Observance
Israel,ISR,2019-05-23,Lag B'Omer,Observance
Israel,ISR,2019-06-08,Erev Shavuot,Observance
Israel,ISR,2019-07-21,Fast of Shiva Asar B'Tammuz,Observance
Israel,ISR,2019-08-10,Erev Tisha B'Av,Observance
Israel,ISR,2019-08-11,Tisha B'Av,Observance
Israel,ISR,2019-09-29,Erev Rosh Hashana,Observance
Israel,ISR,2019-10-02,Tzom Gedaliah,Observance
Israel,ISR,2019-10-08,Erev Yom Kippur,Observance
Israel,ISR,2019-10-13,Erev Sukkot,Observance
Israel,ISR,2019-10-15,Sukkot II,Observance
Israel,ISR,2019-10-16,Sukkot III,Observance
Israel,ISR,2019-10-17,Sukkot IV,Observance
Israel,ISR,2019-10-18,Sukkot V,Observance
Israel,ISR,2019-10-19,Sukkot VI,Observance
Israel,ISR,2019-10-20,Sukkot VII/Hoshanah Rabah,Observance
Israel,ISR,2019-11-05,Yom HaAliyah School Observance,Observance
Israel,ISR,2019-12-23,Hanukkah I (Holiday of lights),Observance
Israel,ISR,2019-12-24,Hanukkah II,Observance
Israel,ISR,2019-12-25,Hanukkah III,Observance
Israel,ISR,2019-12-26,Hanukkah IV,Observance
Israel,ISR,2019-12-27,Hanukkah V,Observance
Israel,ISR,2019-12-28,Hanukkah VI/Rosh Chodesh Tevet,Observance
Israel,ISR,2019-12-29,Hanukkah VII,Observance
Israel,ISR,2019-12-30,Hanukkah VIII,Observance
Israel,ISR,2010-03-30,Pesach I (First day of Passover),Public holiday
Israel,ISR,2010-04-05,Pesach VII (Last day of Passover),Public holiday
Israel,ISR,2010-04-12,Yom HaShoah/Holocaust Memorial Day,Public holiday
Israel,ISR,2010-04-19,Yom HaZikaron (Memorial Day),Public holiday
Israel,ISR,2010-04-20,Yom HaAtzmaut (Independence Day),Public holiday
Israel,ISR,2010-05-12,Yom Yerushalayim (Jerusalem Day),Public holiday
Israel,ISR,2010-05-19,Shavuot (Pentecost),Public holiday
Israel,ISR,2010-09-09,Rosh Hashana (New Year),Public holiday
