year,gnis_id,geometry,metadata,number_of_records,parkname,region,state,unit_code,unit_name,unit_type,visitors
1983,2760439,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DENA_metadata.xml,1,Denali,AK,AK,DENA,Denali National Preserve,National Park,346082
1983,1416040,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GAAR_metadata.xml,1,Gates of the Arctic,AK,AK,GAAR,Gates of the Arctic National Park,National Park,2138
1983,1416040,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GAAR_metadata.xml,1,Gates of the Arctic,AK,AK,GAAR,Gates of the Arctic National Preserve,National Preserve,2138
1983,1416041,POLYGON,http://nrdata.nps.gov/programs/Lands/GLBA_metadata.xml,1,Glacier Bay,AK,AK,GLBA,Glacier Bay National Park,National Park,92057
1983,1416041,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLBA_metadata.xml,1,Glacier Bay,AK,AK,GLBA,Glacier Bay National Preserve,National Preserve,92057
1982,1416045,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KATM_metadata.xml,1,Katmai,AK,AK,KATM,Katmai National Park,National Park,14377
1982,1416045,POLYGON,http://nrdata.nps.gov/programs/Lands/KATM_metadata.xml,1,Katmai,AK,AK,KATM,Katmai National Preserve,National Preserve,14377
1983,1419645,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KEFJ_metadata.xml,1,Kenai Fjords,AK,AK,KEFJ,Kenai Fjords National Park,National Park,24048
1983,1423115,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KLGO_metadata.xml,1,Klondike Gold Rush,AK,AK,KLGO,Klondike Gold Rush National Historical Park,National Historical Park,52155
1983,1416046,POLYGON,http://nrdata.nps.gov/programs/Lands/KOVA_metadata.xml,1,Kobuk Valley,AK,AK,KOVA,Kobuk Valley National Park,National Park,2365
1983,1416049,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LACL_metadata.xml,1,Lake Clark,AK,AK,LACL,Lake Clark National Park,National Park,12332
1983,1416049,POLYGON,http://nrdata.nps.gov/programs/Lands/LACL_metadata.xml,1,Lake Clark,AK,AK,LACL,Lake Clark National Preserve,National Preserve,12332
1983,1413640,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NOAT_metadata.xml,1,Noatak,AK,AK,NOAT,Noatak National Preserve,National Preserve,4605
1983,1417085,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SITK_metadata.xml,1,Sitka,AK,AK,SITK,Sitka National Historical Park,National Historical Park,84830
1983,1416055,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRST_metadata.xml,1,Wrangell-St. Elias,AK,AK,WRST,Wrangell-St. Elias National Park,National Park,18760
1983,1416055,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRST_metadata.xml,1,Wrangell-St. Elias,AK,AK,WRST,Wrangell-St. Elias National Preserve,National Preserve,18760
1983,1416058,POLYGON,http://nrdata.nps.gov/programs/Lands/YUCH_metadata.xml,1,Yukon-Charley Rivers,AK,AK,YUCH,Yukon-Charley Rivers National Preserve,National Preserve,955
1983,1473199,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RICH_metadata.xml,1,Richmond,NE,VA,RICH,Richmond National Battlefield Park,National Battlefield Park,312786
1983,1528421,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NOCA_metadata.xml,1,North Cascades,PW,WA,NOCA,North Cascades National Park,National Park,858041
1983,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Park,National Park,150177
1983,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Preserve,National Preserve,150177
1983,1888958,POLYGON,http://nrdata.nps.gov/programs/Lands/SACN_METADATA.xml,1,Saint Croix,MW,WI,SACN,Saint Croix National Scenic Riverway,National Scenic Riverway,440016
1983,1803454,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLAC_metadata.xml,1,Glacier,IM,MT,GLAC,Glacier National Park,National Park,2203847
1983,660491,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/VOYA_METADATA.xml,1,Voyageurs,MW,MN,VOYA,Voyageurs National Park,National Park,146454
1983,1556735,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAFE_metadata.xml,1,Harpers Ferry,NC,WV,HAFE,Harpers Ferry National Historical Park,National Historical Park,600823
1983,634820,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PIRO_metadata.xml,1,Pictured Rocks,MW,MI,PIRO,Pictured Rocks National Lakeshore,National Lakeshore,441271
1983,74272,POLYGON,http://nrdata.nps.gov/programs/Lands/BUFF_metadata.xml,1,Buffalo,MW,AR,BUFF,Buffalo National River,National River,655774
1983,735922,POLYGON,http://nrdata.nps.gov/programs/Lands/WICR_metadata.xml,1,Wilson's Creek,MW,MO,WICR,Wilson's Creek National Battlefield,National Battlefield,93573
1982,1163670,POLYGON,NA,1,Crater Lake,PW,OR,CRLA,Crater Lake National Park,National Park,435589
1982,1531834,MULTIPOLYGON,NA,1,Lake Roosevelt,PW,WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area,819328
1982,2055170,MULTIPOLYGON,NA,1,Lewis and Clark,PW,WA,LEWI,Lewis and Clark National Historical Park,National Historical Park,149368
1982,1530459,MULTIPOLYGON,NA,1,Olympic,PW,WA,OLYM,Olympic National Park,National Park,2478739
1982,578853,MULTIPOLYGON,NA,1,NA,NE,ME,ACAD,Acadia National Park,National Park,3572114
1982,1329499,MULTIPOLYGON,NA,1,NA,IM,TX,AMIS,Amistad National Recreation Area,National Recreation Area,1259668
1982,589056,POLYGON,NA,1,NA,NE,MD,ASIS,Assateague Island National Seashore,National Seashore,2019438
1982,1377082,POLYGON,NA,1,NA,IM,TX,BIBE,Big Bend National Park,National Park,180144
1982,1009494,MULTIPOLYGON,NA,1,NA,NT,NC,BLRI,Blue Ridge Parkway,Parkway,14360184
1982,982628,MULTIPOLYGON,NA,1,NA,SE,NC,CAHA,Cape Hatteras National Seashore,National Seashore,1698543
1982,1000889,POLYGON,NA,1,NA,SE,NC,CALO,Cape Lookout National Seashore,National Seashore,62653
1982,1688073,POLYGON,NA,1,NA,SE,GA,CHAT,Chattahoochee River National Recreation Area,National Recreation Area,665192
1982,330990,MULTIPOLYGON,NA,1,NA,SE,GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,906018
1982,583731,MULTIPOLYGON,NA,1,NA,NC,DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,6057618
1982,1986829,MULTIPOLYGON,NA,1,NA,PW,ID,CRMO,Craters of the Moon National Monument,National Monument,294387
1982,325829,MULTIPOLYGON,NA,1,NA,SE,GA,CUIS,Cumberland Island National Seashore,National Seashore,38450
1982,1193711,POLYGON,NA,1,NA,NE,PA,DEWA,Delaware Water Gap National Recreation Area,National Recreation Area,2135790
1982,293666,POLYGON,NA,1,NA,SE,FL,EVER,Everglades National Park,National Park,550168
1982,970121,MULTIPOLYGON,NA,1,NA,NE,NY,FIIS,Fire Island National Seashore,National Seashore,539150
1982,985324,POLYGON,NA,1,NA,SE,NC,FORA,Fort Raleigh National Historic Site,National Historic Site,300353
1982,1018241,MULTIPOLYGON,NA,1,NA,SE,NC,GRSM,Great Smoky Mountains National Park,National Park,8177869
1982,1177725,MULTIPOLYGON,NA,1,NA,NE,PA,INDE,Independence National Historical Park,National Historical Park,4318501
1982,1616980,POLYGON,NA,1,NA,MW,MI,ISRO,Isle Royale National Park,National Park,13238
1982,1384770,POLYGON,NA,1,NA,IM,TX,LAMR,Lake Meredith National Recreation Area,National Recreation Area,1909655
1982,1888940,MULTIPOLYGON,NA,1,NA,NE,MA,LOWE,Lowell National Historical Park,National Historical Park,401022
1982,394735,MULTIPOLYGON,NA,1,NA,PW,WA,NEPE,Nez Perce National Historical Park,National Historical Park,187747
1982,277109,POLYGON,NA,1,NA,PW,CA,REDW,Redwood National Park,National Park,467126
1982,530563,MULTIPOLYGON,NA,1,NA,NC,DC,ROCR,Rock Creek Park,Park,1764535
1982,1879024,MULTIPOLYGON,NA,1,NA,SE,PR,SAJU,San Juan National Historic Site,National Historic Site,1508333
1982,1488805,MULTIPOLYGON,NA,1,NA,NE,VA,SHEN,Shenandoah National Park,National Park,1751972
1982,1270094,MULTIPOLYGON,NA,1,NA,SE,MS,SHIL,Shiloh National Battlefield,National Battlefield,260177
1982,638101,MULTIPOLYGON,NA,1,NA,MW,MI,SLBE,Sleeping Bear Dunes National Lakeshore,National Lakeshore,664945
1982,1888964,MULTIPOLYGON,NA,1,NA,SE,TN,STRI,Stones River National Battlefield,National Battlefield,140772
1982,679217,MULTIPOLYGON,NA,1,NA,SE,LA,VICK,Vicksburg National Military Park,National Military Park,614788
1982,203271,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BLCA_metadata.xml,1,Black Canyon of the Gunnison,IM,CO,BLCA,Black Canyon of the Gunnison National Park,National Park,227428
1982,806297,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LIBI_metadata.xml,1,Little Bighorn Battlefield,IM,MT,LIBI,Little Bighorn Battlefield National Monument,National Monument,205585
1982,936867,POLYGON,http://nrdata.nps.gov/programs/Lands/CAVO_metadata.xml,1,Capulin Volcano,IM,NM,CAVO,Capulin Volcano National Monument,National Monument,44824
1982,1888916,POLYGON,http://nrdata.nps.gov/programs/Lands/FOBO_metadata.xml,1,Fort Bowie,IM,AZ,FOBO,Fort Bowie National Historic Site,National Historic Site,5055
1982,928945,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GICL_metadata.xml,1,Gila Cliff Dwellings,IM,NM,GICL,Gila Cliff Dwellings National Monument,National Monument,37902
1982,1470042,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MANA_metadata.xml,1,Manassas,NC,VA,MANA,Manassas National Battlefield Park,National Battlefield Park,668601
1982,35519,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/TUMA_metadata.xml,1,Tumacacori,IM,AZ,TUMA,Tumacacori National Historical Park,National Historical Park,58290
1982,35601,POLYGON,http://nrdata.nps.gov/programs/Lands/TUZI_metadata.xml,1,Tuzigoot,IM,AZ,TUZI,Tuzigoot National Monument,National Monument,79566
1982,830099,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOME_metadata.xml,1,Homestead,MW,NE,HOME,Homestead National Monument of America,National Monument,18971
1982,1888974,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WOTR_metadata.xml,1,Wolf Trap Farm Park,NC,VA,WOTR,Wolf Trap National Park for the Performing Arts,National Park,339034
1982,589057,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANTI_metadata.xml,1,Antietam,NC,MD,ANTI,Antietam National Battlefield,National Battlefield,410399
1982,307911,POLYGON,http://nrdata.nps.gov/programs/Lands/CASA_metadata.xml,1,Castillo de San Marcos,SE,FL,CASA,Castillo de San Marcos National Monument,National Monument,659688
1982,1446610,POLYGON,http://nrdata.nps.gov/programs/Lands/TICA_metadata.xml,1,Timpanogos Cave,IM,UT,TICA,Timpanogos Cave National Monument,National Monument,104630
1982,2733420,POLYGON,http://nrdata.nps.gov/programs/Lands/THIS_metadata.xml,1,Theodore Roosevelt Island,NC,DC,THIS,Theodore Roosevelt Island,National Memorial,58630
1982,1888900,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ARHO_metadata.xml,1,Arlington House,NC,VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,511982
1982,490476,POLYGON,http://nrdata.nps.gov/programs/Lands/CUGA_metadata.xml,1,Cumberland Gap,SE,KY,CUGA,Cumberland Gap National Historical Park,National Historical Park,632023
1982,38197,POLYGON,http://nrdata.nps.gov/programs/Lands/WUPA_metadata.xml,1,Wupatki,IM,AZ,WUPA,Wupatki National Monument,National Monument,183666
1982,597496,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GREE_metadata.xml,1,Greenbelt Park,NC,MD,GREE,Greenbelt Park,Other Designation,277869
1941,1888969,POLYGON,http://nrdata.nps.gov/programs/Lands/TUPE_metadata.xml,1,Tupelo,SE,MS,TUPE,Tupelo National Battlefield,National Battlefield,6000
1944,667556,POLYGON,http://nrdata.nps.gov/programs/Lands/BRCR_metadata.xml,1,Brices Cross Roads,SE,MS,BRCR,Brices Cross Roads National Battlefield Site,National Battlefield Site,0
1982,234493,MULTIPOLYGON,NA,1,Point Reyes,PW,CA,PORE,Point Reyes National Seashore,National Seashore,1344582
1982,1222505,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOSU_metadata.xml,1,Fort Sumter,SE,SC,FOSU,Fort Sumter National Monument,National Monument,220144
1982,1006677,POLYGON,http://nrdata.nps.gov/programs/Lands/CARL_metadata.xml,1,Carl Sandburg Home,SE,NC,CARL,Carl Sandburg Home National Historic Site,National Historic Site,50216
1982,191398,POLYGON,http://nrdata.nps.gov/programs/Lands/FLFO_metadata.xml,1,Florissant Fossil Beds,IM,CO,FLFO,Florissant Fossil Beds National Monument,National Monument,49577
1982,35382,POLYGON,http://nrdata.nps.gov/programs/Lands/TONT_metadata.xml,1,Tonto,IM,AZ,TONT,Tonto National Monument,National Monument,68844
1982,1888929,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOFR_metadata.xml,1,Home of Franklin D Roosevelt,NE,NY,HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,268269
1979,1613756,POLYGON,http://nrdata.nps.gov/programs/Lands/BUIS_metadata.xml,1,Buck Island Reef,SE,VI,BUIS,Buck Island Reef National Monument,National Monument,82390
1982,1439558,POLYGON,http://nrdata.nps.gov/programs/Lands/CEBR_metadata.xml,1,Cedar Breaks,IM,UT,CEBR,Cedar Breaks National Monument,National Monument,374695
1982,1383785,POLYGON,http://nrdata.nps.gov/programs/Lands/PAIS_metadata.xml,1,Padre Island,IM,TX,PAIS,Padre Island National Seashore,National Seashore,731218
1982,1455716,POLYGON,http://nrdata.nps.gov/programs/Lands/ARCH_metadata.xml,1,Arches,IM,UT,ARCH,Arches National Park,National Park,339415
1982,34968,POLYGON,http://nrdata.nps.gov/programs/Lands/SUCR_metadata.xml,1,Sunset Crater Volcano,IM,AZ,SUCR,Sunset Crater Volcano National Monument,National Monument,348633
1982,2733423,POLYGON,http://nrdata.nps.gov/programs/Lands/FRDO_metadata.xml,1,Frederick Douglass,NC,DC,FRDO,Frederick Douglass National Historic Site,National Historic Site,30943
1982,530748,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOTH_metadata.xml,1,Ford's Theatre,NC,DC,FOTH,Ford's Theatre National Historic Site,National Historic Site,619669
1982,56686,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOSM_metadata.xml,1,Fort Smith,MW,AR,FOSM,Fort Smith National Historic Site,National Historic Site,129012
1982,9526,POLYGON,http://nrdata.nps.gov/programs/Lands/PISP_metadata.xml,1,Pipe Spring,IM,AZ,PISP,Pipe Spring National Monument,National Monument,30155
1982,906062,POLYGON,http://nrdata.nps.gov/programs/Lands/ELMO_metadata.xml,1,El Morro,IM,NM,ELMO,El Morro National Monument,National Monument,29933
1982,1101907,POLYGON,http://nrdata.nps.gov/programs/Lands/CHIC_metadata.xml,1,Chickasaw,IM,OK,CHIC,Chickasaw National Recreation Area,National Recreation Area,2094319
1982,1304837,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANJO_metadata.xml,1,Andrew Johnson,SE,TN,ANJO,Andrew Johnson National Historic Site,National Historic Site,77578
1982,945983,POLYGON,http://nrdata.nps.gov/programs/Lands/CACL_metadata.xml,1,Castle Clinton,NE,NY,CACL,Castle Clinton National Monument,National Monument,95894
1982,1605065,POLYGON,http://nrdata.nps.gov/programs/Lands/FOBU_metadata.xml,1,Fossil Butte,IM,WY,FOBU,Fossil Butte National Monument,National Monument,17393
1982,456249,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EFMO_metadata.xml,1,Effigy Mounds,MW,IA,EFMO,Effigy Mounds National Monument,National Monument,94305
1982,202599,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOVE_metadata.xml,1,Hovenweep,IM,UT,HOVE,Hovenweep National Monument,National Monument,13532
1982,889156,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOUN_metadata.xml,1,Fort Union,IM,NM,FOUN,Fort Union National Monument,National Monument,12176
1982,15492,POLYGON,http://nrdata.nps.gov/programs/Lands/ORPI_metadata.xml,1,Organ Pipe Cactus,IM,AZ,ORPI,Organ Pipe Cactus National Monument,National Monument,151934
1982,1821086,POLYGON,http://nrdata.nps.gov/programs/Lands/LIHO_metadata.xml,1,Lincoln Home,MW,IL,LIHO,Lincoln Home National Historic Site,National Historic Site,432695
1982,496556,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ABLI_metadata.xml,1,Abraham Lincoln Birthplace,SE,KY,ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,318707
1982,307632,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DRTO_metadata.xml,1,Dry Tortugas,SE,FL,DRTO,Dry Tortugas National Park,National Park,10700
1982,314290,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOFR_metadata.xml,1,Fort Frederica,SE,GA,FOFR,Fort Frederica National Monument,National Monument,233710
1982,1676813,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PISC_metadata.xml,1,Piscataway Park,NC,MD,PISC,Piscataway Park,Other Designation,118545
1982,914261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WHSA_metadata.xml,1,White Sands,IM,NM,WHSA,White Sands National Monument,National Monument,543581
1982,1450197,POLYGON,http://nrdata.nps.gov/programs/Lands/BRCA_metadata.xml,1,Bryce Canyon,IM,UT,BRCA,Bryce Canyon National Park,National Park,471517
1982,1604577,POLYGON,http://nrdata.nps.gov/programs/Lands/JODR_metadata.xml,1,"John D. Rockefeller, Jr.",IM,WY,JODR,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,1495262
1982,718402,POLYGON,http://nrdata.nps.gov/programs/Lands/GWCA_metadata.xml,1,George Washington Carver,MW,MO,GWCA,George Washington Carver National Monument,National Monument,68553
1982,904780,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CAVE_metadata.xml,1,Carlsbad Caverns,IM,NM,CAVE,Carlsbad Caverns National Park,National Park,781963
1982,874901,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EDIS_metadata.xml,1,Edison,NE,NJ,EDIS,Thomas Edison National Historical Park,National Historic Site,43927
1982,1609331,POLYGON,http://nrdata.nps.gov/programs/Lands/YELL_metadata.xml,1,Yellowstone,IM,WY,YELL,Yellowstone National Park,National Park,2368897
1982,6092,POLYGON,http://nrdata.nps.gov/programs/Lands/HUTR_metadata.xml,1,Hubbell Trading Post,IM,AZ,HUTR,Hubbell Trading Post National Historic Site,National Historic Site,161461
1982,1888906,POLYGON,http://nrdata.nps.gov/programs/Lands/CHAM_metadata.xml,1,Chamizal,IM,TX,CHAM,Chamizal National Memorial,National Memorial,114800
1982,365210,POLYGON,http://nrdata.nps.gov/programs/Lands/HAVO_metadata.xml,1,Hawai'i Volcanoes,PW,HI,HAVO,Hawai'i Volcanoes National Park,National Park,1995397
1982,1377214,POLYGON,http://nrdata.nps.gov/programs/Lands/ALFL_metadata.xml,1,Alibates Flint Quarries,IM,TX,ALFL,Alibates Flint Quarries National Monument,National Monument,2398
1982,1877550,POLYGON,http://nrdata.nps.gov/programs/Lands/PUHE_metadata.xml,1,Pu'ukohola Heiau,PW,HI,PUHE,Pu'ukohola Heiau National Historic Site,National Historic Site,33706
1982,307730,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CANA_metadata.xml,1,Canaveral,SE,FL,CANA,Canaveral National Seashore,National Seashore,1072818
1982,255957,POLYGON,http://nrdata.nps.gov/programs/Lands/CABR_metadata.xml,1,Cabrillo,PW,CA,CABR,Cabrillo National Monument,National Monument,1466162
1982,1211947,POLYGON,http://nrdata.nps.gov/programs/Lands/VAFO_metadata.xml,1,Valley Forge,NE,PA,VAFO,Valley Forge National Historical Park,National Historical Park,3410490
1982,584569,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GWMP_metadata.xml,1,George Washington Memorial Parkway,NC,VA,GWMP,George Washington Memorial Parkway,National Parkway,9216441
1982,2733426,POLYGON,http://nrdata.nps.gov/programs/Lands/CLBA_metadata.xml,1,Clara Barton,NC,MD,CLBA,Clara Barton National Historic Site,National Historic Site,12875
1982,597426,POLYGON,http://nrdata.nps.gov/programs/Lands/FOWA_metadata.xml,1,Fort Washington Park,NC,MD,FOWA,Fort Washington Park,Other Designation,332693
1982,266000,POLYGON,http://nrdata.nps.gov/programs/Lands/SEQU_metadata.xml,1,Sequoia,PW,CA,SEQU,Sequoia National Park,National Park,1020500
1982,1888911,POLYGON,http://nrdata.nps.gov/programs/Lands/EDAL_metadata.xml,1,Edgar Allan Poe,NE,PA,EDAL,Edgar Allan Poe National Historic Site,National Historic Site,12595
1982,507318,POLYGON,http://nrdata.nps.gov/programs/Lands/MACA_metadata.xml,1,Mammoth Cave,SE,KY,MACA,Mammoth Cave National Park,National Park,1526676
1982,1597571,POLYGON,http://nrdata.nps.gov/programs/Lands/GRTE_metadata.xml,1,Grand Teton,IM,WY,GRTE,Grand Teton National Park,National Park,2534029
1982,1888899,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ADAM_metadata.xml,1,Adams,NE,MA,ADAM,Adams National Historical Park,National Historical Park,25440
1982,8538,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NAVA_metadata.xml,1,Navajo,IM,AZ,NAVA,Navajo National Monument,National Monument,38927
1982,179042,POLYGON,http://nrdata.nps.gov/programs/Lands/MEVE_metadata.xml,1,Mesa Verde,IM,CO,MEVE,Mesa Verde National Park,National Park,602968
1982,862430,POLYGON,http://nrdata.nps.gov/programs/Lands/GRBA_metadata.xml,1,Great Basin,PW,NV,GRBA,Great Basin National Park,National Park,32264
1982,644333,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GRPO_metadata.xml,1,Grand Portage,MW,MI,GRPO,Grand Portage National Monument,National Monument,36068
1982,277264,POLYGON,http://nrdata.nps.gov/programs/Lands/WHIS_metadata.xml,1,Whiskeytown-Shasta-Trinity,PW,CA,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,1377648
1982,1655639,POLYGON,http://nrdata.nps.gov/programs/Lands/FOPO_metadata.xml,1,Fort Point,PW,CA,FOPO,Fort Point National Historic Site,National Historic Site,1222873
1982,1888961,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAMA_metadata.xml,1,Salem Maritime,NE,MA,SAMA,Salem Maritime National Historic Site,National Historic Site,401480
1982,531850,POLYGON,http://nrdata.nps.gov/programs/Lands/WAMO_metadata.xml,1,Washington Monument,NC,DC,WAMO,Washington Monument,National Memorial,1292284
1982,530557,POLYGON,http://nrdata.nps.gov/programs/Lands/JEFM_metadata.xml,1,Thomas Jefferson Memorial,NC,DC,JEFM,Thomas Jefferson Memorial,National Memorial,1270798
1982,1025558,POLYGON,http://nrdata.nps.gov/programs/Lands/MOCR_metadata.xml,1,Moores Creek,SE,NC,MOCR,Moores Creek National Battlefield,National Battlefield,50192
1982,149966,POLYGON,http://nrdata.nps.gov/programs/Lands/HOBE_metadata.xml,1,Horseshoe Bend,SE,AL,HOBE,Horseshoe Bend National Military Park,National Military Park,57539
1982,307963,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOMA_metadata.xml,1,Fort Matanzas,SE,FL,FOMA,Fort Matanzas National Monument,National Monument,247694
1982,1662323,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHIS_metadata.xml,1,Channel Islands,PW,CA,CHIS,Channel Islands National Park,National Park,172287
1982,1448008,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CANY_metadata.xml,1,Canyonlands,IM,UT,CANY,Canyonlands National Park,National Park,97079
1982,2733430,POLYGON,http://nrdata.nps.gov/programs/Lands/WHHO_metadata.xml,1,White House,NC,DC,WHHO,White House,Other Designation,1076713
1982,1477005,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BOWA_metadata.xml,1,Booker T. Washington,NE,VA,BOWA,Booker T. Washington National Monument,National Monument,20461
1982,560393,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JELA_metadata.xml,1,Jean Lafitte,SE,LA,JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,377209
1982,1261888,POLYGON,http://nrdata.nps.gov/programs/Lands/JECA_metadata.xml,1,Jewel Cave,MW,SD,JECA,Jewel Cave National Monument,National Monument,87417
1982,475845,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOLS_metadata.xml,1,Fort Larned,MW,KS,FOLS,Fort Larned National Historic Site,National Historic Site,24419
1982,1888919,POLYGON,http://nrdata.nps.gov/programs/Lands/FOST_metadata.xml,1,Fort Stanwix,NE,NY,FOST,Fort Stanwix National Monument,National Monument,66595
1982,1888966,POLYGON,http://nrdata.nps.gov/programs/Lands/THKO_metadata.xml,1,Thaddeus Kosciuszko,NE,PA,THKO,Thaddeus Kosciuszko National Memorial,National Memorial,7693
1982,1888973,POLYGON,http://nrdata.nps.gov/programs/Lands/WIHO_metadata.xml,1,William Howard Taft,MW,OH,WIHO,William Howard Taft National Historic Site,National Historic Site,3184
1982,480986,POLYGON,http://nrdata.nps.gov/programs/Lands/FOSC_metadata.xml,1,Fort Scott,MW,KS,FOSC,Fort Scott National Historic Site,National Historic Site,63725
1982,1082175,POLYGON,http://nrdata.nps.gov/programs/Lands/PEVI_metadata.xml,1,Perry's Victory and International Peace Memorial,MW,OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial,138841
1982,583623,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CATO_metadata.xml,1,Catoctin Mountain Park,NC,MD,CATO,Catoctin Mountain Park,Other Designation,502142
1982,23944,POLYGON,http://nrdata.nps.gov/programs/Lands/RABR_metadata.xml,1,Rainbow Bridge,IM,UT,RABR,Rainbow Bridge National Monument,National Monument,172126
1982,1454484,POLYGON,http://nrdata.nps.gov/programs/Lands/NABR_metadata.xml,1,Natural Bridges,IM,UT,NABR,Natural Bridges National Monument,National Monument,55209
1982,2559483,POLYGON,http://nrdata.nps.gov/programs/Lands/BEOL_metadata.xml,1,Bent's Old Fort,IM,CO,BEOL,Bent's Old Fort National Historic Site,National Historic Site,44318
1982,689020,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GUIS_metadata.xml,1,Gulf Islands,SE,FL,GUIS,Gulf Islands National Seashore,National Seashore,3507438
1982,35848,POLYGON,http://nrdata.nps.gov/programs/Lands/WACA_metadata.xml,1,Walnut Canyon,IM,AZ,WACA,Walnut Canyon National Monument,National Monument,86517
1982,1462531,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/APCO_metadata.xml,1,Appomattox Court House,NE,VA,APCO,Appomattox Court House National Historical Park,National Historical Park,240405
1982,649530,POLYGON,http://nrdata.nps.gov/programs/Lands/PIPE_metadata.xml,1,Pipestone,MW,MN,PIPE,Pipestone National Monument,National Monument,134782
1982,2733431,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/VALR_metadata.xml,1,World War II Valor in the Pacific,PW,HI,VALR,World War II Valor in the Pacific National Monument,National Monument,1039050
