song,artist,date,weeks_at_number_one,non_consecutive,rating_1,rating_2,rating_3,overall_rating,divisiveness,label,parent_label,cdr_genre,cdr_style,discogs_genre,discogs_style,artist_structure,featured_artists,multiple_lead_vocalists,group_named_after_non_lead_singer,talent_contestant,posthumous,artist_place_of_origin,front_person_age,artist_male,artist_white,artist_black,songwriters,songwriters_w_o_interpolation_sample_credits,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producers,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,keys,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,sound_effects,song_structure,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrics,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,featured_in_a_then_contemporary_play,written_for_a_film,featured_in_a_then_contemporary_film,written_for_a_t_v_show,featured_in_a_then_contemporary_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,double_a_side,eurovision_entry,u_s_artwork
Love in This Club,Usher ft. Young Jeezy,2008-03-15T00:00:00Z,3,0,6,5,6,5.666666666666667,0.6666666666666666,LaFace,Sony,Electronic/Dance,R&B,Hip Hop,Contemporary R&B;Pop Rap,1.5,NA,1,0,NA,0,United States,29.5,1,0,1,Darnell Dalton;Young Jeezy;Polow da Don;Usher;Lamar Taylor;Keith Thomas,Darnell Dalton;Young Jeezy;Polow da Don;Usher;Lamar Taylor;Keith Thomas,1,0,1,0,Polow da Don,1,0,0,0,1,4/4,C,C,140,71,57,35,-6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,E3V,1,259,0,41,20,1,0,1,0,0,0,0,0,I gotta do it for the ladies.And I gotta keep it hood.Where we at Polo.I see you Ryan.You Keith you was right.We just getting it started.Yeah man.You say you're searching for a nigga that will take you out and do you right.Well come here baby and let daddy show you what it feels like.You know all you gotta do is tell me what you're sipping on.And I promise that I'm gonna keep it coming all night long.Looking in your eyes.While you're on the other side.And I think that shorty I gotta thing for you.Doing it on purpose wind it and work it.I can tell by the way that you're looking at me girl.I wanna make love in this club.In this club.In this club.In this club.I wanna make love in this club.In this club.In this club.In this club.Listen if you got some friends rolling with you then baby that's cool.You can leave them with my niggas let them know that I got you.If you didn't know you're the only thing that's on my mind.Cause the way I'm staring at you got me wanting to give it to you all night.Looking in your eyes.While you're on the other side.I can't take it no more baby I'm coming for you.Doing it on purpose wind it and work it.If we close our eyes it could just be me and you.I wanna make love in this club.In this club.In this club.In this club.I wanna make love in this club.In this club.In this club.In this club.I wanna make love in this club.In this club.In this club.In this clubI wanna make love in this club.In this club.In this club.In this club.I'm what you want.I'm what you want.I'm what you need.I'm what you need.He got to trap.He got to trap.I'll set you free.Sexually mentally physically emotionallyI'll be like your medicine you'll take every dose of me.It's going down on aisle three I'll bag you like some groceries.And every time you think about it you're gonna want some more of me.About to hit the club make a movie yeah rated R.Pull up like a Trap Star. That's if you had.Have you ever made love to a thug in the club with his sights on.Eighty-seven jeans and a fresh pair of Nike's on.On the couch on the table on the bar on the floor.You can meet me in the bathroom you know I'm trained to go.Might as well give me a kiss if we keep touching like this.I know you're scared baby they don't know what we're doing.Let's both get undressed right here keep it up girl and I swear.I'm gonna give it to you non-stop.And I don't care who's watching watching watching watching.In this club on the floor.Baby let's make love.I wanna make love in this club.In this club.In this club.In this club.I wanna make love in this club.In this club.In this club.In this club.I wanna make love in this club.,Lust/Sex,0,0,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Image Related to Song
Bleeding Love,Leona Lewis,2008-04-05T00:00:00Z,4,1,6,7,6,6.333333333333333,0.6666666666666666,Syco;J,Sony,Pop,Soul;R&B,Electronic;Funk/Soul;Pop,Europop;Downtempo;Ballad,1,NA,0,0,X-Factor,0,United Kingdom,23,0,0,1,Jesse McCartney;Ryan Tedder,Jesse McCartney;Ryan Tedder,1,1,0,0,Ryan Tedder,1,1,0,0,1,4/4,F,F,104,66,64,23,-6,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,E3,0,261,0,44,18,0,0,0,0,0,0,0,0,Closed off from love.I didn't need the pain.Once or twice was enough.And it was all in vain.Time starts to pass.Before you know it you're frozen.But something happened.For the very first time with you.My heart melted to the ground.Found something true.And everyone's looking round.Thinking I'm going crazy.But I don't care what they say.I'm in love with you.They try to pull me away.But they don't know the truth.My heart's crippled by the vein.That I keep on closing.You cut me open and I.Keep bleeding.Keep keep bleeding love.I keep bleeding.I keep keep bleeding love.Keep bleeding.Keep keep bleeding love.You cut me open.Trying hard not to hear.But they talk so loud.Their piercing sounds fill my ears.Try to fill me with doubt.Yet I know that their goal.Is to keep me from falling.But nothing's greater than the rush that comes with your embrace.And in this world of loneliness.I see your face.Yet everyone around me.Thinks that I'm going crazy maybe maybe.But I don't care what they say.I'm in love with you.They try to pull me away.But they don't know the truth.My heart's crippled by the vein.That I keep on closing.You cut me open and I.Keep bleeding.Keep keep bleeding love.I keep bleeding.I keep keep bleeding love.Keep bleeding.Keep keep bleeding love.You cut me open.And it's draining all of me.Oh they find it hard to believe.I'll be wearing these scars.For everyone to see.I don't care what they say.I'm in love with you.They try to pull me away.But they don't know the truth.My heart's crippled by the vein.That I keep on closing.You cut me open and I.Keep bleeding.Keep keep bleeding love.I keep bleeding.I keep keep bleeding love.Keep bleeding.Keep keep bleeding love.You cut me open and I.Keep bleeding.Keep keep bleeding love.I keep bleeding.I keep keep bleeding love.Keep bleeding.Keep keep bleeding love.You cut me open and I.Keep bleeding.Keep keep bleeding love.,Lost Love,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
Touch My Body,Mariah Carey,2008-04-12T00:00:00Z,2,0,4,4,5,4.333333333333333,0.6666666666666666,Island,Vivendi,Pop,R&B,Electronic;Hip Hop;Pop,Contemporary R&B;House,1,NA,0,0,NA,0,United States,39,0,0,1,Mariah Carey;Crystile;The-Dream;Tricky Stewart,Mariah Carey;Crystile;The-Dream;Tricky Stewart,2,0,1,0,Mariah Carey;The-Dream;Tricky Stewart,2,0,1,0,1,4/4,D,D,79,67,71,84,-8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C3,0,204,0,12,12,0,0,1,0,0,0,0,0,I know that you've been waiting for it I'm waiting too.In my imagination I'd be all up on you.I know you got that fever for me: hundred and two.And boy I know I feel the same.My temperature's through the roof.If there's a camera up in here.Then it's gonna leave with me when I do I do.If there's a camera up in here.Then I'd best not catch this flick on YouTube YouTube.Cause if you run your mouth.And brag about this secret rendezvous.I will hunt you down.Cause they be all up in my business like a Wendy interview.But this is private between you and I.Touch my body put me on the floor.Wrestle me around play with me some more.Touch my body throw me on the bed.I just wanna make you feel like you never did.Touch my body let me wrap my thighs.All around your waist just a little taste.Touch my body know you like my curves.Come on and give me what I deserve.And touch my body.Boy you can put me on you like a brand new white tee.I'll hug your body tighter than my favorite jeans.I want you to caress me like a tropical breeze.And float away with you in the Caribbean Sea.If there's a camera up in here.Then it's gonna leave with me when I do I do.If there's a camera up in here.Then I'd best not catch this flick on YouTube YouTube.Cause if you run your mouth.And brag about this secret rendezvous.I will hunt you down.Cause they be all up in my business like a Wendy interview.But this is private between you and I.Touch my body put me on the floor.Wrestle me around play with me some more.Touch my body throw me on the bed.I just wanna make you feel like you never did.Touch my body let me wrap my thighs.All around your waist just a little taste.Touch my body know you like my curves.Come on and give me what I deserve.And touch my body.I'm gonna treat you like a teddy bear.You won't wanna go nowhere.In the lap of luxury.Laying intertwined with me.You won't want for nothing boy.I will give you plenty joy.Touch my body put me on the floor.Wrestle me around play with me some more.Touch my body throw me on the bed.I just wanna make you feel like you never did.Touch my body let me wrap my thighs.All around your waist just a little taste.Touch my body know you like my curves.Come on and give me what I deserve.And touch my body.Every little way you like to touch my body baby.Touch my body.Just touch my body.Yeah baby.Touch my body.Come on and give me what I deserve.Touch my body.Touch my body.,Lust/Sex,0,0,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
Lollipop,Lil Wayne ft. Static Major,2008-05-03T00:00:00Z,5,1,2,6,6,4.666666666666667,2.6666666666666665,Cash Money,Vivendi,Hip Hop,Synth-Rap,Hip Hop,None,1.5,Static Major (Vocals),1,0,NA,1,United States,29,1,1,0,Lil Wayne;Static Major;Deezle;Jim Jonsin;Rex Zamor,Lil Wayne;Static Major;Deezle;Jim Jonsin;Rex Zamor,1,2,1,0,Jim Jonsin,1,0,0,0,0,4/4,Dm,Dm,148,43,83,45,-9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C1,0,299,0,7,51,0,0,0,0,0,0,0,0,No homo.I said He's so sweet make her wanna lick the wrapper.So I let her lick the rapper.She She She licked me like a lollipop.She She licked me like a lollipop lollipop.She licked me like a lollipop.She She licked me like a lollipop lollipop.Shorty want a thug.Bottles in the club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.Shorty wanna thug thug thug.Bottles in the club club club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.Okay little mama had a swag like mine.She even wear her hair down her back like mine.I make her feel right when it's wrong like lying.Man she ain't never had a love like mine.But man I ain't never seen a ass like hers.That pussy in my mouth had me lost for words.So I told her back it up like urp urp.And I made that ass jump like jermp jermp.And that's when she.She She She licked me like a lollipop.She She licked me like a lollipop lollipop.She licked me like a lollipop.She She licked me like a lollipop lollipop.Shorty want a thug.Bottles in the club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.Shorty wanna thug thug thug.Bottles in the club club club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.Okay after you back it up don't stop.Drop it shorty drop it like it's hot.Ooh drop drop it like it's hot.Do Do Do Do it shorty don't stop.Shorty say the nigga that she with ain't shit.Shorty say the nigga that she with ain't this.Shorty say the nigga that she with can't hit.But shorty I’m gonna hit it hit it like I can't miss.And he can't do this and he don't do that.Shorty need a refund need to bring that nigga back.Just like a refund I make her bring that ass back.And she bring that ass back because I like that.Shorty want a thug.Bottles in the club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.Shorty wanna lick lick lick lick lick me like a lollipop.I said shorty wanna lick lick lick lick lick me like a lollipop.Shorty wanna lick me like a lollipop.She She lick me like a lollipop.Shorty want a thug.Bottles in the club.Shorty want to hump.You know I like to touch.Your lovely lady lumps.Call me so I can make it juicy for you.Call Call me so I can get it juicy for you.Call Call me so I can make it juicy for you.Call Call me so I can get it juicy for you.Call Call me so I can make it juicy for you.Call Call me so I can get it juicy for you.Call me so so I can make it juicy for you.Call Call me so so so I can get it juicy for you.Shorty want a thug.Bottles in the club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.Shorty wanna thug thug thug.Bottles in the club club club.Shorty wanna hump.You know I like to touch.Your lovely lady lumps lumps lumps.I get her on top she drop it like it's hot.And when I'm at the bottom she Hillary Rodham.The middle of the bed giving getting head.Giving getting head giving getting head.I said hmm.Said hmm.I said hmm.Say call me so I can come and do it for you.Call me so I can come and prove it for you.Call me so I can make it juicy for you.Call me so I can get it juicy for you.Shorty wanna lick lick lick lick lick me like a lollipop.She She lick me like a lollipop lollipop.I said he's so sweet make her wanna lick the wrapper.She She She lick me like a lollipop.So I let her lick the rapper.She She lick me like a lollipop.,Lust/Sex,0,0,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
Take a Bow,Rihanna,2008-05-24T00:00:00Z,1,0,5,4,6,5,1.3333333333333333,Def Jam;SRP,Vivendi,Funk/Soul,R&B,Electronic;Pop,House;Ballad,1,NA,0,0,NA,0,Barbados,20,0,0,NA,Mikkel Eriksen;Tor Hermansen;Ne-Yo,Mikkel Eriksen;Tor Hermansen;Ne-Yo,1,2,0,0,Mikkel Eriksen;Tor Hermansen;Ne-Yo,1,2,0,0,1,4/4,E,E,82,47,70,57,-8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,E3,0,229,0,6,23,0,0,0,0,0,0,0,0,Oh how about a round of applause.Yeah a standing ovation.You look so dumb right now.Standing outside my house.Trying to apologize.You're so ugly when you cry.Please just cut it out.And don't tell me you're sorry cause you're not.Baby when I know you're only sorry you got caught.But you put on quite a show.Really had me going.But now it's time to go.Curtain's finally closing.That was quite a show.Very entertaining.But it's over now.Go on and take a bow.Grab your clothes and get gone.You better hurry up.Before the sprinklers come on.Talking about Girl I love you you're the one.This just looks like the re-run.Please what else is on.And don't tell me you're sorry cause you're not.Baby when I know you're only sorry you got caught.But you put on quite a show.Really had me going.But now it's time to go.Curtain's finally closing.That was quite a show.Very entertaining.But it's over now.Go on and take a bow.Oh and the award for the best liar goes to you.For making me believe.That you could be faithful to me.Let's hear your speech oh.How about a round of applause.A standing ovation.But you put on quite a show.Really had me going.But now it's time to go.Curtain's finally closing.That was quite a show.Very entertaining.But it's over now.Go on and take a bow.But it's over now.,Infidelity,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
Viva La Vida,Coldplay,2008-06-28T00:00:00Z,1,0,9,5,6,6.666666666666667,2.6666666666666665,Capitol,EMI,Pop,Orchestral;Vocal,Rock,Pop Rock,0,NA,0,0,NA,0,United Kingdom,31,1,1,0,Guy Berryman;Jonny Buckland;Will Champion;Chris Martin,Guy Berryman;Jonny Buckland;Will Champion;Chris Martin,1,1,1,1,Brian Eno;Markus Dravs;Rik Simpson,1,1,0,0,0,4/4,Ab,Ab,138,62,49,42,-7,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C1,0,242,0,87,16,0,0,0,0,0,0,0,0,I used to rule the world.Seas would rise when I gave the word.Now in the morning I sleep alone.Sweep the streets I used to own.I used to roll the dice.Feel the fear in my enemy's eyes.Listened as the crowd would sing.Now the old king is dead Long live the king.One minute I held the key.Next the walls were closed on me.And I discovered that my castles stand.Upon pillars of salt and pillars of sand.I hear Jerusalem bells a-ringing.Roman cavalry choirs are singing.Be my mirror my sword and shield.My missionaries in a foreign field.For some reason I can't explain.Once you'd gone there was never.Never an honest word.And that was when I ruled the world.It was a wicked and wild wind.Blew down the doors to let me in.Shattered windows and the sound of drums.People couldn't believe what I'd become.Revolutionaries wait.For my head on a silver plate.Just a puppet on a lonely string.Oh who would ever want to be king.I hear Jerusalem bells a-ringing.Roman cavalry choirs are singing.Be my mirror my sword and shield.My missionaries in a foreign field.For some reason I can't explain.I know Saint Peter won't call my name.Never an honest word.But that was when I ruled the world.Hear Jerusalem bells a-ringing.Roman cavalry choirs are singing.Be my mirror my sword and shield.My missionaries in a foreign field.For some reason I can't explain.I know Saint Peter won't call my name.Never an honest word.But that was when I ruled the world.,Better Times;Sin;Endings/Goodbyes,1,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,Text;Non-Text Graphics
I Kissed a Girl,Katy Perry,2008-07-05T00:00:00Z,7,0,5,6,7,6,1.3333333333333333,Capitol,EMI,Rock,Pop Rock,Rock;Pop,Pop Rock,1,NA,0,0,NA,0,United States,23,0,1,0,Cathy Dennis;Dr. Luke;Max Martin;Katy Perry,Cathy Dennis;Dr. Luke;Max Martin;Katy Perry,2,1,1,0,Dr. Luke;Benny Blanco,1,1,0,0,1,4/4,Am,Am,130,76,70,70,-3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,E1,0,179,0,11,3,0,0,0,0,0,0,0,0,This was never the way I planned not my intention.I got so brave drink in hand lost my discretion.It's not what I'm used to just wanna try you on.I'm curious for you caught my attention.I kissed a girl and I liked it.The taste of her cherry chapstick.I kissed a girl just to try it.I hope my boyfriend don't mind it.It felt so wrong.It felt so right.Don't mean I'm in love tonight.I kissed a girl and I liked it.I liked it.No I don't even know your name it doesn't matter.You're my experimental game just human nature.It's not what good girls do not how they should behave.My head gets so confused hard to obey.I kissed a girl and I liked it.The taste of her cherry chapstick.I kissed a girl just to try it.I hope my boyfriend don't mind it.It felt so wrong.It felt so right.Don't mean I'm in love tonight.I kissed a girl and I liked it.I liked it.Us girls we are so magical.Soft skin red lips so kissable.Hard to resist so touchable.Too good to deny it.Ain't no big deal it's innocent.I kissed a girl and I liked it.The taste of her cherry chapstick.I kissed a girl just to try it.I hope my boyfriend don't mind it.It felt so wrong.It felt so right.Don't mean I'm in love tonight.I kissed a girl and I liked it.I liked it.,Forbidden Love;Lust/Sex,0,0,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph;Text
Disturbia,Rihanna,2008-08-23T00:00:00Z,2,0,5,4,7,5.333333333333333,2,Def Jam;SRP,Vivendi,Electronic/Dance,Electro-Pop,Hip Hop;Funk/Soul;Pop,Contemporary R&B,1,NA,0,0,NA,0,Barbados,20,0,0,NA,Rob. A!;Chris Brown;Andre Merritt;Brian Seals,Rob. A!;Chris Brown;Andre Merritt;Brian Seals,1,0,0,0,Brian Seals;Makeba Reddick,1,0,0,0,1,4/4,Bm,Bm,125,81,71,72,-5,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Scream,E3,0,238,0,57,17,1,0,0,0,0,0,0,0,What's wrong with me.Why do I feel like this.I'm going crazy now.No more gas in the rig.Can't even get it started.Nothing heard nothing saidCan't even speak about it.All my life on my head.Don't wanna think about it.Feels like I'm going insane yeah.It's a thief in the night to come and grab you.It can creep up inside you and consume you.A disease of the mind it can control you.It's too close for comfort.Put on your brake lights.You're in the city of wonder.Ain't gonna play nice.Watch out you might just go under.Better think twice.Your train of thought will be altered.So if you must falter be wise.Your mind's in disturbia.It's like the darkness is the light.Disturbia am I scaring you tonight.Your mind's in disturbia ain't used to what you like.Disturbia disturbia.Faded pictures on the wall.It's like they talking to me.Disconnected no one calls.The phone don't even ring.I gotta get out or figure this shit out.It's too close for comfort oh.It's a thief in the night to come and grab you.It can creep up inside you and consume you.A disease of the mind it can control you.It's too close for comfort.Put on your brake lights.You're in the city of wonder.Ain't gonna play nice.Watch out you might just go under.Better think twice.Your train of thought will be altered.So if you must falter be wise.Your mind's in disturbia.It's like the darkness is the light.Disturbia am I scaring you tonight.Disturbia ain't used to what you like.Disturbia disturbia.Release me from this curse I'm in.Trying to maintain but I'm struggling.If you can't go oh oh oh oh oh.I think I'm gonna ah ah ah ah ah.Put on your brake lights.You're in the city of wonder.Ain't gonna play nice.Watch out you might just go under.Better think twice.Your train of thought will be altered.So if you must falter be wise.Your mind's in disturbia.It's like the darkness is the light.Disturbia am I scaring you tonight.Disturbia ain't used to what you like.Disturbia disturbia.,Paranoia;Reslessness;Superstition,0,1,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
Whatever You Like,T.I.,2008-09-06T00:00:00Z,7,1,4,3,8,5,3.3333333333333335,Grand Hustle;Atlantic,Warner Bros.,Hip Hop,Synth-Rap,Hip Hop,None,1,NA,0,0,NA,0,United States,27,1,0,1,T.I.;Jim Jonsin;David Siegel,T.I.;Jim Jonsin;David Siegel,1,2,1,0,Jim Jonsin,1,1,0,0,1,4/4,F,F,150,69,68,47,-6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,C3,0,249,0,21,12,1,0,1,0,0,1,0,1,Hey Jill you know the old sugar daddies.They be tricking they tell them girls.I said you can have whatever you like.I said you can have whatever you like.Stacks on deck Patron on ice.And we can pop bottles all night.Baby you can have whatever you like.I said you can have whatever you like.Late night sex so wet and so tight.I gas up the jet for you tonightAnd baby you can go wherever you like.I said you can go wherever you like.Anytime you want to pick up the telephone you.Know it ain't nothing to drop a couple stacks on you.Want it you can get it my dear.Five million dollar home drop Bentleys I swear.I want your body need your body.Long as you got me you won't need nobody.You want it I got it go get it I'll buy it.Tell them other broke nigga be quiet.Stacks on deck Patron on ice.And we can pop bottles all night.And baby you can have whatever you like.I said you can have whatever you like.Late night sex so wet and so tight.I gas up the jet for you tonight.And baby you can go wherever you like.I said you can go wherever you like.Shawty you the hottest love the way you drop it.Brain so good could've sworn you went to college.Hundred K deposit vacations in the tropics.Everybody know it ain't tricking if you got it.And you ain't never ever gotta go in your wallet.Long as I got rubber-band banks in my pocket.Five six rides with rims and a body kit.You ain't gotta downgrade you can get what I get.My chick can have what she want.And go in any store buy any bag she want.I know you ain't ever had a man like that.To buy you anything your heart desire like that.I want your body need your body.Long as you got me you won't need nobody.You want it I got it go get it I'll buy it.Tell them other broke nigga be quiet.Stacks on deck Patron on ice.And we can pop bottles all night.And baby you can have whatever you like.I said you can have whatever you like.Late night sex so wet and so tight.I gas up the jet for you tonight.And baby you can go wherever you like.I said you can go wherever you like.I'm talking big boy rides and big boy ice.Let me put this big boy in your life.That thing get so wet and hit so right.Let me put this big boy in your life; that's right.I want your body need your body.Long as you got me you won't need nobody.You want it I got it go get it I'll buy it.Tell them other broke nigga be quiet.Stacks on deck Patron on ice.And we can pop bottles all night.And baby you can have whatever you like.I said you can have whatever you like.Late night sex so wet and so tight.I gas up the jet for you tonight.And baby you can go wherever you like.I said you can go wherever you like.Hey Jill.,Lust/Sex;Materialism,0,1,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Cannot Locate
So What,P!nk,2008-09-27T00:00:00Z,1,0,5,5,5,5,0,LaFace,Sony,Rock,Pop Rock,Rock;Pop,Pop Rock,1,NA,0,0,NA,0,United States,29,0,1,0,Max Martin;Pink;Shellback,Max Martin;Pink;Shellback,2,1,1,0,Max Martin,1,1,0,0,1,4/4,Gbm,Gbm,126,87,53,46,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,E5,0,215,0,22,12,0,0,0,0,0,0,0,0,I guess I just lost my husband.I don't know where he went.So I'm gonna drink my money.I'm not gonna pay his rent.I got a brand new attitude and.I'm gonna wear it tonight.I wanna get in trouble.I wanna start a fightI wanna start a fight.I wanna start a fight.So so what.I'm still a rock star.I got my rock moves.And I don't need you.And guess what.I'm having more fun.And now that we’re done.I'm gonna show you tonight.I'm alright.I'm just fine.And you're a tool.So so what.I am a rock star.I got my rock moves.And I don't want you tonight.Check my flow.The waiter just took my table.And gave it to Jessica Simps.I guess I'll go sit with drum boy.At least he'll know how to hit.What if this song's on the radio.Then somebody's gonna die.I'm gonna get in trouble.My ex will start a fight.He's gonna start a fightWe’re all gonna get in a fight.So so what.I'm still a rock star.I got my rock moves.And I don't need you.And guess what.I'm having more fun.And now that we're done.I'm gonna show you tonight.I'm alright.I'm just fine.And you're a tool.So so what.I am a rock star.I got my rock moves.And I don't want you tonight.You weren't there.You never were.You want it all.But that's not fair.I gave you life.I gave my all.You weren't there.You let me fall.So so what.I'm still a rock star.I got my rock moves.And I don't need you.And guess what.I'm having more fun.And now that we're done.I'm gonna show you tonight.I'm alright.I'm just fine.And you're a tool.So so what.I am a rock star.I got my rock moves.And I don't want you tonight.No no no no.I don't want you tonight.You weren't there.I'm gonna show you tonight.I'm alright.I'm just fine.And you're a tool.So so what.I am a rock star.I got my rock moves.And I don't want you tonight.,Lost Love;Empowerment,0,1,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
Live Your Life,T.I. ft. Rihanna,2008-10-18T00:00:00Z,6,1,6,5,4,5,1.3333333333333333,Grand Hustle;Atlantic,Warner Bros.,Pop,Synth-Rap,Hip Hop;Pop,Gangsta,1.5,Rihanna (Vocal),1,0,NA,0,United States;Barbados,24,2,0,NA,Lionel Acker;Dan Bălan;T.I.;Makeba Riddick;Just Blaze,Lionel Acker;T.I.;Makeba Riddick;Just Blaze,2,2,1,0,Just Blaze,1,0,0,0,1,4/4,Bm,Bm,160,86,38,48,-3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,E1,0,338,0,0,24,0,0,0,0,0,1,0,1,You're gonna be a shining star with fancy clothes fancy cars.And then you'll see you're gonna go far.Cause everyone knows just who you are.So live your life.You steady chasing that paper.Just live your life.Ain't got no time for no haters.Just live your life.No telling where it'll take you.Just live your life.Cause I'm a paper chaser.Just living my life my life my life my life.Just living my life my life my life my life.Never mind what haters sayIgnore them til they fade away.Amazing they ungrateful after all the game I gave away.Safe to say I paved the way for you cats to get paid today.You still be wasting days away nah had I never saved the day.Consider them my protégé homage I think they should pay.Instead of being gracious they violate in a major way.I never been a hater still I love them in a crazy way.Some say they sold the yay and no they couldn't even work on Labor Day.It ain't that black and white it has an area that's shaded grey.I'm Westside anyway even if I left today and stayed away.Some move away to make a way not move away cause they afraid.I brought back to the hood and all you ever did was take away.I pray for patience but they make me wanna melt their face away.Like I once made them spray now I could make them plead their case away.Been thugging all my life can't say I don't deserve to take a break.You'd rather see me catch a case and watch my future fade away.You're gonna be a shining star with fancy clothes fancy cars.And then you'll see you're gonna go far.Cause everyone knows just who you are.So live your life.You steady chasing that paper.Just live your life.Ain't got no time for no haters.Just live your life.No telling where it'll take you.Just live your life.Cause I'm a paper chaser.Just living my life my life my life my life.Just living my life my life my life my life.I'm the opposite of moderate.Immaculately polished with the spirit of a hustler and the swagger of a college kid.Allergic to the counterfeit impartial to the politics.Articulate but still would grab a nigga by the collar quick.Whoever having problems with their record sales just holla tip.If that don't work and all else fails then turn around and follow tip.I got love for the game but ay I'm not in love with all of it.Could do without the fame and the rappers nowadays are comedy.The hooting and the hollering back and forth with the arguing.Where you from who you know what you make and what kind of car you in.Seems as though you lost sight of what's important when depositing.The cheques into your bank account and you up out of poverty.Your values is a disarray prioritizing horribly.Unhappy with the riches cause your piss poor morally.Ignoring all prior advice and fore warning.And we mighty full of ourselves all of a sudden aren't we.You're gonna be a shining star with fancy clothes fancy cars.And then you'll see you're gonna go far.Cause everyone knows just who you are.So live your life.You steady chasing that paper.Just live your life.Ain't got no time for no haters.Just live your life.No telling where it'll take you.Just live your life.Cause I'm a paper chaser.Just living my life my life my life my life.Just living my life my life my life my life.Now everybody watching what I do.Come walk in my shoesAnd see the way I'm living if you really want to.I got my mind on my money and I not going away.So keep on getting your paper and keep on climbing.Look in the mirror and keep on shining.Til the game ends til the clock stops.We gonna post up on the top spot.So live your life.,Empowerment,0,1,1,0,0,NA,0,NA,0,NA,0,0,NA,0,Artist Photograph
