chapter	chapter_title	article	article_title	sub_article	gdpr_text	href
5	Transfers of personal data to third countries or international organisations	45	Transfers on the basis of an adequacy decision	6	The Commission shall, where available information reveals, in particular following the review referred to in paragraph 3 of this Article, that a third country, a territory or one or more specified sectors within a third country, or an international organisation no longer ensures an adequate level of protection within the meaning of paragraph 2 of this Article, to the extent necessary, repeal, amend or suspend the decision referred to in paragraph 3 of this Article by means of implementing acts without retro-active effect. 2Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 93(2).3On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in Article 93(3).	http://gdpr-info.eu/art-45-gdpr/
5	Transfers of personal data to third countries or international organisations	45	Transfers on the basis of an adequacy decision	7	The Commission shall enter into consultations with the third country or international organisation with a view to remedying the situation giving rise to the decision made pursuant to paragraph 5.	http://gdpr-info.eu/art-45-gdpr/
5	Transfers of personal data to third countries or international organisations	45	Transfers on the basis of an adequacy decision	8	A decision pursuant to paragraph 5 of this Article is without prejudice to transfers of personal data to the third country, a territory or one or more specified sectors within that third country, or the international organisation in question pursuant to Articles 46 to 49.	http://gdpr-info.eu/art-45-gdpr/
5	Transfers of personal data to third countries or international organisations	45	Transfers on the basis of an adequacy decision	9	The Commission shall publish in the Official Journal of the European Union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.	http://gdpr-info.eu/art-45-gdpr/
5	Transfers of personal data to third countries or international organisations	45	Transfers on the basis of an adequacy decision	10	Decisions adopted by the Commission on the basis of Article 25(6) of Directive 95/46/EC shall remain in force until amended, replaced or repealed by a Commission Decision adopted in accordance with paragraph 3 or 5 of this Article.	http://gdpr-info.eu/art-45-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	1	In the absence of a decision pursuant to Article 45(3), a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	2	"The appropriate safeguards referred to in paragraph 1 may be provided for, without requiring any specific authorisation from a supervisory authority, by
a legally binding and enforceable instrument between public authorities or bodies
binding corporate rules in accordance with Article 47
standard data protection clauses adopted by the Commission in accordance with the examination procedure referred to in Article 93(2)
standard data protection clauses adopted by a supervisory authority and approved by the Commission pursuant to the examination procedure referred to in Article 93(2)
an approved code of conduct pursuant to Article 40 together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights; or"	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	3	an approved certification mechanism pursuant to Article 42 together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights.	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	4	"Subject to the authorisation from the competent supervisory authority, the appropriate safeguards referred to in paragraph 1 may also be provided for, in particular, by
contractual clauses between the controller or processor and the controller, processor or the recipient of the personal data in the third country or international organisation; or"	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	5	provisions to be inserted into administrative arrangements between public authorities or bodies which include enforceable and effective data subject rights.	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	6	The supervisory authority shall apply the consistency mechanism referred to in Article 63 in the cases referred to in paragraph 3 of this Article.	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	46	Transfers subject to appropriate safeguards	7	Authorisations by a Member State or supervisory authority on the basis of Article 26(2) of Directive 95/46/EC shall remain valid until amended, replaced or repealed, if necessary, by that supervisory authority. 2Decisions adopted by the Commission on the basis of Article 26(4) of Directive 95/46/EC shall remain in force until amended, replaced or repealed, if necessary, by a Commission Decision adopted in accordance with paragraph 2 of this Article.	http://gdpr-info.eu/art-46-gdpr/
5	Transfers of personal data to third countries or international organisations	47	Binding corporate rules	1	"The competent supervisory authority shall approve binding corporate rules in accordance with the consistency mechanism set out in Article 63, provided that they
are legally binding and apply to and are enforced by every member concerned of the group of undertakings, or group of enterprises engaged in a joint economic activity, including their employees
expressly confer enforceable rights on data subjects with regard to the processing of their personal data; and"	http://gdpr-info.eu/art-47-gdpr/
5	Transfers of personal data to third countries or international organisations	47	Binding corporate rules	2	fulfil the requirements laid down in paragraph 2.	http://gdpr-info.eu/art-47-gdpr/
5	Transfers of personal data to third countries or international organisations	47	Binding corporate rules	3	"The binding corporate rules referred to in paragraph 1 shall specify at least
the structure and contact details of the group of undertakings, or group of enterprises engaged in a joint economic activity and of each of its members
the data transfers or set of transfers, including the categories of personal data, the type of processing and its purposes, the type of data subjects affected and the identification of the third country or countries in question
their legally binding nature, both internally and externally
the application of the general data protection principles, in particular purpose limitation, data minimisation, limited storage periods, data quality, data protection by design and by default, legal basis for processing, processing of special categories of personal data, measures to ensure data security, and the requirements in respect of onward transfers to bodies not bound by the binding corporate rules
the rights of data subjects in regard to processing and the means to exercise those rights, including the right not to be subject to decisions based solely on automated processing, including profiling in accordance with Article 22, the right to lodge a complaint with the competent supervisory authority and before the competent courts of the Member States in accordance with Article 79, and to obtain redress and, where appropriate, compensation for a breach of the binding corporate rules
the acceptance by the controller or processor established on the territory of a Member State of liability for any breaches of the binding corporate rules by any member concerned not established in the Union; the controller or the processor shall be exempt from that liability, in whole or in part, only if it proves that that member is not responsible for the event giving rise to the damage
how the information on the binding corporate rules, in particular on the provisions referred to in points (d), (e) and (f) of this paragraph is provided to the data subjects in addition to Articles 13 and 14
the tasks of any data protection officer designated in accordance with  Article 37 or any other person or entity in charge of the monitoring compliance with the binding corporate rules within the group of undertakings, or group of enterprises engaged in a joint economic activity, as well as monitoring training and complaint-handling
the complaint procedures
the mechanisms within the group of undertakings, or group of enterprises engaged in a joint economic activity for ensuring the verification of compliance with the binding corporate rules. Such mechanisms shall include data protection audits and methods for ensuring corrective actions to protect the rights of the data subject. Results of such verification should be communicated to the person or entity referred to in point (h) and to the board of the controlling undertaking of a group of undertakings, or of the group of enterprises engaged in a joint economic activity, and should be available upon request to the competent supervisory authority
the mechanisms for reporting and recording changes to the rules and reporting those changes to the supervisory authority
the cooperation mechanism with the supervisory authority to ensure compliance by any member of the group of undertakings, or group of enterprises engaged in a joint economic activity, in particular by making available to the supervisory authority the results of verifications of the measures referred to in point (j)
the mechanisms for reporting to the competent supervisory authority any legal requirements to which a member of the group of undertakings, or group of enterprises engaged in a joint economic activity is subject in a third country which are likely to have a substantial adverse effect on the guarantees provided by the binding corporate rules; and"	http://gdpr-info.eu/art-47-gdpr/
5	Transfers of personal data to third countries or international organisations	47	Binding corporate rules	4	the appropriate data protection training to personnel having permanent or regular access to personal data.	http://gdpr-info.eu/art-47-gdpr/
5	Transfers of personal data to third countries or international organisations	47	Binding corporate rules	5	The Commission may specify the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules within the meaning of this Article. 2Those implementing acts shall be adopted in accordance with the examination procedure set out in Article 93(2).	http://gdpr-info.eu/art-47-gdpr/
5	Transfers of personal data to third countries or international organisations	48	Transfers or disclosures not authorised by Union law	1	Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State, without prejudice to other grounds for transfer pursuant to this Chapter.	http://gdpr-info.eu/art-48-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	1	"In the absence of an adequacy decision pursuant to Article 45(3), or of appropriate safeguards pursuant to Article 46, including binding corporate rules, a transfer or a set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions
the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards
the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject’s request
the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person
the transfer is necessary for important reasons of public interest
the transfer is necessary for the establishment, exercise or defence of legal claims
the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent
the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case."	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	2	Where a transfer could not be based on a provision in Article 45 or 46, including the provisions on binding corporate rules, and none of the derogations for a specific situation referred to in the first subparagraph of this paragraph is applicable, a transfer to a third country or an international organisation may take place only if the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller has assessed all the circumstances surrounding the data transfer and has on the basis of that assessment provided suitable safeguards with regard to the protection of personal data. 3The controller shall inform the supervisory authority of the transfer. 4The controller shall, in addition to providing the information referred to in Articles 13 and 14, inform the data subject of the transfer and on the compelling legitimate interests pursued.	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	3	A transfer pursuant to point (g) of the first subparagraph of paragraph 1 shall not involve the entirety of the personal data or entire categories of the personal data contained in the register. 2Where the register is intended for consultation by persons having a legitimate interest, the transfer shall be made only at the request of those persons or if they are to be the recipients.	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	4	Points (a), (b) and (c) of the first subparagraph of paragraph 1 and the second subparagraph thereof shall not apply to activities carried out by public authorities in the exercise of their public powers.	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	5	The public interest referred to in point (d) of the first subparagraph of paragraph 1 shall be recognised in Union law or in the law of the Member State to which the controller is subject.	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	6	In the absence of an adequacy decision, Union or Member State law may, for important reasons of public interest, expressly set limits to the transfer of specific categories of personal data to a third country or an international organisation. 2Member States shall notify such provisions to the Commission.	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	49	Derogations for specific situations	7	The controller or processor shall document the assessment as well as the suitable safeguards referred to in the second subparagraph of paragraph 1 of this Article in the records referred to in Article 30.	http://gdpr-info.eu/art-49-gdpr/
5	Transfers of personal data to third countries or international organisations	50	International cooperation for the protection of personal data	1	"In relation to third countries and international organisations, the Commission and supervisory authorities shall take appropriate steps to
develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data
provide international mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, complaint referral, investigative assistance and information exchange, subject to appropriate safeguards for the protection of personal data and other fundamental rights and freedoms
engage relevant stakeholders in discussion and activities aimed at furthering international cooperation in the enforcement of legislation for the protection of personal data
promote the exchange and documentation of personal data protection legislation and practice, including on jurisdictional conflicts with third countries."	http://gdpr-info.eu/art-50-gdpr/
6	Independent supervisory authorities	51	Supervisory authority	1	Each Member State shall provide for one or more independent public authorities to be responsible for monitoring the application of this Regulation, in order to protect the fundamental rights and freedoms of natural persons in relation to processing and to facilitate the free flow of personal data within the Union (‘supervisory authority’).	http://gdpr-info.eu/art-51-gdpr/
6	Independent supervisory authorities	51	Supervisory authority	2	Each supervisory authority shall contribute to the consistent application of this Regulation throughout the Union. 2For that purpose, the supervisory authorities shall cooperate with each other and the Commission in accordance with Chapter VII.	http://gdpr-info.eu/art-51-gdpr/
6	Independent supervisory authorities	51	Supervisory authority	3	Where more than one supervisory authority is established in a Member State, that Member State shall designate the supervisory authority which is to represent those authorities in the Board and shall set out the mechanism to ensure compliance by the other authorities with the rules relating to the consistency mechanism referred to in Article 63.	http://gdpr-info.eu/art-51-gdpr/
6	Independent supervisory authorities	51	Supervisory authority	4	Each Member State shall notify to the Commission the provisions of its law which it adopts pursuant to this Chapter, by 25 May 2018 and, without delay, any subsequent amendment affecting them.	http://gdpr-info.eu/art-51-gdpr/
6	Independent supervisory authorities	52	Independence	1	Each supervisory authority shall act with complete independence in performing its tasks and exercising its powers in accordance with this Regulation.	http://gdpr-info.eu/art-52-gdpr/
6	Independent supervisory authorities	52	Independence	2	The member or members of each supervisory authority shall, in the performance of their tasks and exercise of their powers in accordance with this Regulation, remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody.	http://gdpr-info.eu/art-52-gdpr/
6	Independent supervisory authorities	52	Independence	3	Member or members of each supervisory authority shall refrain from any action incompatible with their duties and shall not, during their term of office, engage in any incompatible occupation, whether gainful or not.	http://gdpr-info.eu/art-52-gdpr/
6	Independent supervisory authorities	52	Independence	4	Each Member State shall ensure that each supervisory authority is provided with the human, technical and financial resources, premises and infrastructure necessary for the effective performance of its tasks and exercise of its powers, including those to be carried out in the context of mutual assistance, cooperation and participation in the Board.	http://gdpr-info.eu/art-52-gdpr/
6	Independent supervisory authorities	52	Independence	5	Each Member State shall ensure that each supervisory authority chooses and has its own staff which shall be subject to the exclusive direction of the member or members of the supervisory authority concerned.	http://gdpr-info.eu/art-52-gdpr/
6	Independent supervisory authorities	52	Independence	6	Each Member State shall ensure that each supervisory authority is subject to financial control which does not affect its independence and that it has separate, public annual budgets, which may be part of the overall state or national budget.	http://gdpr-info.eu/art-52-gdpr/
6	Independent supervisory authorities	53	General conditions for the members of the supervisory authority	1	"Member States shall provide for each member of their supervisory authorities to be appointed by means of a transparent procedure by
– their parliament
– their government
– their head of State; or"	http://gdpr-info.eu/art-53-gdpr/
6	Independent supervisory authorities	53	General conditions for the members of the supervisory authority	2	– an independent body entrusted with the appointment under Member State law.	http://gdpr-info.eu/art-53-gdpr/
6	Independent supervisory authorities	53	General conditions for the members of the supervisory authority	3	Each member shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers.	http://gdpr-info.eu/art-53-gdpr/
6	Independent supervisory authorities	53	General conditions for the members of the supervisory authority	4	The duties of a member shall end in the event of the expiry of the term of office, resignation or compulsory retirement, in accordance with the law of the Member State concerned.	http://gdpr-info.eu/art-53-gdpr/
6	Independent supervisory authorities	53	General conditions for the members of the supervisory authority	5	A member shall be dismissed only in cases of serious misconduct or if the member no longer fulfils the conditions required for the performance of the duties.	http://gdpr-info.eu/art-53-gdpr/
6	Independent supervisory authorities	54	Rules on the establishment of the supervisory authority	1	"Each Member State shall provide by law for all of the following
the establishment of each supervisory authority
the qualifications and eligibility conditions required to be appointed as member of each supervisory authority
the rules and procedures for the appointment of the member or members of each supervisory authority
the duration of the term of the member or members of each supervisory authority of no less than four years, except for the first appointment after 24 May 2016, part of which may take place for a shorter period where that is necessary to protect the independence of the supervisory authority by means of a staggered appointment procedure
whether and, if so, for how many terms the member or members of each supervisory authority is eligible for reappointment
the conditions governing the obligations of the member or members and staff of each supervisory authority, prohibitions on actions, occupations and benefits incompatible therewith during and after the term of office and rules governing the cessation of employment."	http://gdpr-info.eu/art-54-gdpr/
6	Independent supervisory authorities	54	Rules on the establishment of the supervisory authority	2	The member or members and the staff of each supervisory authority shall, in accordance with Union or Member State law, be subject to a duty of professional secrecy both during and after their term of office, with regard to any confidential information which has come to their knowledge in the course of the performance of their tasks or exercise of their powers. 2During their term of office, that duty of professional secrecy shall in particular apply to reporting by natural persons of infringements of this Regulation.	http://gdpr-info.eu/art-54-gdpr/
6	Independent supervisory authorities	55	Competence	1	Each supervisory authority shall be competent for the performance of the tasks assigned to and the exercise of the powers conferred on it in accordance with this Regulation on the territory of its own Member State.	http://gdpr-info.eu/art-55-gdpr/
6	Independent supervisory authorities	55	Competence	2	Where processing is carried out by public authorities or private bodies acting on the basis of point (c) or (e) of Article 6(1), the supervisory authority of the Member State concerned shall be competent. 2In such cases Article 56 does not apply.	http://gdpr-info.eu/art-55-gdpr/
6	Independent supervisory authorities	55	Competence	3	Supervisory authorities shall not be competent to supervise processing operations of courts acting in their judicial capacity.	http://gdpr-info.eu/art-55-gdpr/
6	Independent supervisory authorities	56	Competence of the lead supervisory authority	1	Without prejudice to Article 55, the supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for the cross-border processing carried out by that controller or processor in accordance with the procedure provided in Article 60.	http://gdpr-info.eu/art-56-gdpr/
6	Independent supervisory authorities	56	Competence of the lead supervisory authority	2	By derogation from paragraph 1, each supervisory authority shall be competent to handle a complaint lodged with it or a possible infringement of this Regulation, if the subject matter relates only to an establishment in its Member State or substantially affects data subjects only in its Member State.	http://gdpr-info.eu/art-56-gdpr/
6	Independent supervisory authorities	56	Competence of the lead supervisory authority	3	In the cases referred to in paragraph 2 of this Article, the supervisory authority shall inform the lead supervisory authority without delay on that matter. 2Within a period of three weeks after being informed the lead supervisory authority shall decide whether or not it will handle the case in accordance with the procedure provided in Article 60, taking into account whether or not there is an establishment of the controller or processor in the Member State of which the supervisory authority informed it.	http://gdpr-info.eu/art-56-gdpr/
6	Independent supervisory authorities	56	Competence of the lead supervisory authority	4	Where the lead supervisory authority decides to handle the case, the procedure provided in Article 60 shall apply. 2The supervisory authority which informed the lead supervisory authority may submit to the lead supervisory authority a draft for a decision. 3The lead supervisory authority shall take utmost account of that draft when preparing the draft decision referred to in Article 60(3).	http://gdpr-info.eu/art-56-gdpr/
6	Independent supervisory authorities	56	Competence of the lead supervisory authority	5	Where the lead supervisory authority decides not to handle the case, the supervisory authority which informed the lead supervisory authority shall handle it according to Articles 61 and 62.	http://gdpr-info.eu/art-56-gdpr/
6	Independent supervisory authorities	56	Competence of the lead supervisory authority	6	The lead supervisory authority shall be the sole interlocutor of the controller or processor for the cross-border processing carried out by that controller or processor.	http://gdpr-info.eu/art-56-gdpr/
6	Independent supervisory authorities	57	Tasks	1	"Without prejudice to other tasks set out under this Regulation, each supervisory authority shall on its territory
monitor and enforce the application of this Regulation
promote public awareness and understanding of the risks, rules, safeguards and rights in relation to processing. Activities addressed specifically to children shall receive specific attention
advise, in accordance with Member State law, the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons’ rights and freedoms with regard to processing
promote the awareness of controllers and processors of their obligations under this Regulation
upon request, provide information to any data subject concerning the exercise of their rights under this Regulation and, if appropriate, cooperate with the supervisory authorities in other Member States to that end
handle complaints lodged by a data subject, or by a body, organisation or association in accordance with Article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary
cooperate with, including sharing information and provide mutual assistance to, other supervisory authorities with a view to ensuring the consistency of application and enforcement of this Regulation
conduct investigations on the application of this Regulation, including on the basis of information received from another supervisory authority or other public authority
monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices
adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2)
establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to Article 35(4)
give advice on the processing operations referred to in Article 36(2)
encourage the drawing up of codes of conduct pursuant to Article 40(1) and provide an opinion and approve such codes of conduct which provide sufficient safeguards, pursuant to Article 40(5)
encourage the establishment of data protection certification mechanisms and of data protection seals and marks pursuant to Article 42(1), and approve the criteria of certification pursuant to Article 42(5)
where applicable, carry out a periodic review of certifications issued in accordance with Article 42(7)
draft and publish the requirements for accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43
conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43
authorise contractual clauses and provisions referred to in Article 46(3)
approve binding corporate rules pursuant to Article 47
contribute to the activities of the Board
keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2); and"	http://gdpr-info.eu/art-57-gdpr/
6	Independent supervisory authorities	57	Tasks	2	fulfil any other tasks related to the protection of personal data.	http://gdpr-info.eu/art-57-gdpr/
6	Independent supervisory authorities	57	Tasks	3	Each supervisory authority shall facilitate the submission of complaints referred to in point (f) of paragraph 1 by measures such as a complaint submission form which can also be completed electronically, without excluding other means of communication.	http://gdpr-info.eu/art-57-gdpr/
6	Independent supervisory authorities	57	Tasks	4	The performance of the tasks of each supervisory authority shall be free of charge for the data subject and, where applicable, for the data protection officer.	http://gdpr-info.eu/art-57-gdpr/
6	Independent supervisory authorities	57	Tasks	5	Where requests are manifestly unfounded or excessive, in particular because of their repetitive character, the supervisory authority may charge a reasonable fee based on administrative costs, or refuse to act on the request. 2The supervisory authority shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.	http://gdpr-info.eu/art-57-gdpr/
6	Independent supervisory authorities	58	Powers	1	"Each supervisory authority shall have all of the following investigative powers
to order the controller and the processor, and, where applicable, the controller’s or the processor’s representative to provide any information it requires for the performance of its tasks
to carry out investigations in the form of data protection audits
to carry out a review on certifications issued pursuant to Article 42(7)
to notify the controller or the processor of an alleged infringement of this Regulation
to obtain, from the controller and the processor, access to all personal data and to all information necessary for the performance of its tasks
to obtain access to any premises of the controller and the processor, including to any data processing equipment and means, in accordance with Union or Member State procedural law."	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	58	Powers	2	"Each supervisory authority shall have all of the following corrective powers
to issue warnings to a controller or processor that intended processing operations are likely to infringe provisions of this Regulation
to issue reprimands to a controller or a processor where processing operations have infringed provisions of this Regulation
to order the controller or the processor to comply with the data subject’s requests to exercise his or her rights pursuant to this Regulation
to order the controller or processor to bring processing operations into compliance with the provisions of this Regulation, where appropriate, in a specified manner and within a specified period
to order the controller to communicate a personal data breach to the data subject
to impose a temporary or definitive limitation including a ban on processing
to order the rectification or erasure of personal data or restriction of processing pursuant to Articles 16, 17 and 18 and the notification of such actions to recipients to whom the personal data have been disclosed pursuant to Article 17(2) and Article 19
to withdraw a certification or to order the certification body to withdraw a certification issued pursuant to Articles 42 and 43, or to order the certification body not to issue certification if the requirements for the certification are not or are no longer met
to impose an administrative fine pursuant to Article 83, in addition to, or instead of measures referred to in this paragraph, depending on the circumstances of each individual case
to order the suspension of data flows to a recipient in a third country or to an international organisation."	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	58	Powers	3	"Each supervisory authority shall have all of the following authorisation and advisory powers
to advise the controller in accordance with the prior consultation procedure referred to in Article 36
to issue, on its own initiative or on request, opinions to the national parliament, the Member State government or, in accordance with Member State law, to other institutions and bodies as well as to the public on any issue related to the protection of personal data
to authorise processing referred to in Article 36(5), if the law of the Member State requires such prior authorisation
to issue an opinion and approve draft codes of conduct pursuant to Article 40(5)
to accredit certification bodies pursuant to  Article 43"	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	58	Powers	4	"to issue certifications and approve criteria of certification in accordance with Article 42(5)
to adopt standard data protection clauses referred to in Article 28(8) and in point (d) of Article 46(2)
to authorise contractual clauses referred to in point (a) of Article 46(3)
to authorise administrative arrangements referred to in point (b) of Article 46(3)
to approve binding corporate rules pursuant to Article 47."	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	58	Powers	5	The exercise of the powers conferred on the supervisory authority pursuant to this Article shall be subject to appropriate safeguards, including effective judicial remedy and due process, set out in Union and Member State law in accordance with the Charter.	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	58	Powers	6	Each Member State shall provide by law that its supervisory authority shall have the power to bring infringements of this Regulation to the attention of the judicial authorities and where appropriate, to commence or engage otherwise in legal proceedings, in order to enforce the provisions of this Regulation.	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	58	Powers	7	Each Member State may provide by law that its supervisory authority shall have additional powers to those referred to in paragraphs 1, 2 and 3. 2The exercise of those powers shall not impair the effective operation of Chapter VII.	http://gdpr-info.eu/art-58-gdpr/
6	Independent supervisory authorities	59	Activity reports	1	Each supervisory authority shall draw up an annual report on its activities, which may include a list of types of infringement notified and types of measures taken in accordance with Article 58(2). 2Those reports shall be transmitted to the national parliament, the government and other authorities as designated by Member State law. 3They shall be made available to the public, to the Commission and to the Board.	http://gdpr-info.eu/art-59-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	1	The lead supervisory authority shall cooperate with the other supervisory authorities concerned in accordance with this Article in an endeavour to reach consensus. 2The lead supervisory authority and the supervisory authorities concerned shall exchange all relevant information with each other.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	2	The lead supervisory authority may request at any time other supervisory authorities concerned to provide mutual assistance pursuant to Article 61 and may conduct joint operations pursuant to Article 62, in particular for carrying out investigations or for monitoring the implementation of a measure concerning a controller or processor established in another Member State.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	3	The lead supervisory authority shall, without delay, communicate the relevant information on the matter to the other supervisory authorities concerned. 2It shall without delay submit a draft decision to the other supervisory authorities concerned for their opinion and take due account of their views.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	4	Where any of the other supervisory authorities concerned within a period of four weeks after having been consulted in accordance with paragraph 3 of this Article, expresses a relevant and reasoned objection to the draft decision, the lead supervisory authority shall, if it does not follow the relevant and reasoned objection or is of the opinion that the objection is not relevant or reasoned, submit the matter to the consistency mechanism referred to in Article 63.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	5	Where the lead supervisory authority intends to follow the relevant and reasoned objection made, it shall submit to the other supervisory authorities concerned a revised draft decision for their opinion. 2That revised draft decision shall be subject to the procedure referred to in paragraph 4 within a period of two weeks.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	6	Where none of the other supervisory authorities concerned has objected to the draft decision submitted by the lead supervisory authority within the period referred to in paragraphs 4 and 5, the lead supervisory authority and the supervisory authorities concerned shall be deemed to be in agreement with that draft decision and shall be bound by it.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	7	The lead supervisory authority shall adopt and notify the decision to the main establishment or single establishment of the controller or processor, as the case may be and inform the other supervisory authorities concerned and the Board of the decision in question, including a summary of the relevant facts and grounds. 2The supervisory authority with which a complaint has been lodged shall inform the complainant on the decision.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	8	By derogation from paragraph 7, where a complaint is dismissed or rejected, the supervisory authority with which the complaint was lodged shall adopt the decision and notify it to the complainant and shall inform the controller thereof.	http://gdpr-info.eu/art-60-gdpr/
7	Cooperation and consistency	60	Cooperation between the lead supervisory authority and the other supervisory authorities concerned	9	Where the lead supervisory authority and the supervisory authorities concerned agree to dismiss or reject parts of a complaint and to act on other parts of that complaint, a separate decision shall be adopted for each of those parts of the matter. 2The lead supervisory authority shall adopt the decision for the part concerning actions in relation to the controller, shall notify it to the main establishment or single establishment of the controller or processor on the territory of its Member State and shall inform the complainant thereof, while the supervisory authority of the complainant shall adopt the decision for the part concerning dismissal or rejection of that complaint, and shall notify it to that complainant and shall inform the controller or processor thereof.	http://gdpr-info.eu/art-60-gdpr/
