acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1006129,8/17/2014,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,amusement ride,coaster,Coaster - wooden,wooden coaster,The Gravity Group,1,27,M,"Near the end of the ride, something hit the patron in the throat, about the size of a quarter.","Complained of sore throat and pain when swallowing. EMTs evaluated, injured was anxious and hyperventilating. History of anxiety and seizures.",,Injured by foreign object,,,,
1006128,8/17/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,Twisted Impulse Coaster,Intamin AG,1,12,F,Patron states she was getting off the ride when she experienced neck pain with any movement. States she held her head tight against the headrest during the ride.,Neck pain,,Body pain (normal motion),,,,
1006127,8/17/2014,PA,West Homestead,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,8,F,"While riding the slide, the patron fell off her tube and impacted the side of the slide.",Injuries not described,,"Fall: patron fell off inner tube, mat or board",,,,
1003091,8/17/2014,NJ,Hope,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Bowl slide,Cannon Bowl,Pro Slide,1,45,,Fell getting out of tube at end of ride run out,Injuries not described,,Load/Unload: scrape or stumble,,,,
1001508,8/17/2014,NH,Litchfield,F,New Hampshire Dept. of Safety,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,24,F,"Spun out on turn #1, got out of kart another kart bumper her kart and it rolled over her feet.",Foot pain both,,Collision: patron-controlled vehicles,,,,
1001288,8/17/2014,KY,Louisville,P,Kentucky Department of Agriculture,Carnival or rental,recreation,play equipment,Slide,dry slide,,1,6,M,spun around on slide,blister on elbow,,Burn (includes friction burn),,,,
1006131,8/18/2014,PA,West Mifflin,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,pendulum,Spinning pendulum,Discovery,Moser Rides SRL (Soriani),1,12,F,Patron tripped while running up the platform steps and bumped her head on the bottom of the seat.,Head injury,,Load/Unload: scrape or stumble,,,,
1003820,8/18/2014,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,spinning,Swing ride,Lolli Swing,Zamperla,1,5,F,The swing in front of her hit her head while getting off the ride,Laceration to head,,Load/Unload: scrape or stumble,,,,
1003334,8/18/2014,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Accelerator Coaster,Intamin AG,1,21,M,Pain to left shoulder after riding. &nbsp;Picture shows guest had improper posture for riding. Guest stated he had previous injuries to left shoulder,Shoulder injury,,Body pain (normal motion),,,,
1003009,8/18/2014,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,,1,35,,During the ride the guest hit the seat in front of him,Injuries not described,,Impact: hit something within ride vehicle,,,,
1001482,8/18/2014,NH,Gilford,F,New Hampshire Dept. of Safety,Mountain resort,recreation,trampoline,Bungee trampoline,bungee trampoline,,0,,,Bungee on one side of harness broke,No injuries/Mechanical failure,,Equipment failure,1,,,
1001232,8/18/2014,KY,Louisville,P,Kentucky Department of Agriculture,Carnival or rental,recreation,play equipment,Slide,dry slide,,1,10,M,going down slide,friction burn on left arm,,Burn (includes friction burn),,,,
1001229,8/18/2014,KY,Louisville,P,Kentucky Department of Agriculture,Carnival or rental,amusement ride,cars & track rides,Bumper car,bumper cars,,1,7,F,stirring wheel,Friction burn on hand,,Burn (includes friction burn),,,,
1008546,8/19/2014,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,1,10,F,"Patron states that while on the coaster, she struck her right knee on the lap bar.",Knee injury,,Impact: hit something within ride vehicle,,,,
1003932,8/19/2014,TX,Amarillo,F,Texas Dept. of Insurance,Amusement park,water park,water slide,Water coaster,water coaster waterslide,"O.D. Hopkins Associates, Inc.",1,40,M,Hit his head on tube. Was holding onto daughter - should have held on to straps with both hands.,Had a bump on middle upper forehead,,Impact: hit something in participatory attraction,,,,
1003805,8/19/2014,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,pendulum,Kamikaze/inverter-type,Looping Starship,Intamin AG,1,16,F,Caught thumb in the lap bar,Possible dislocated thumb,,Load/Unload: hit or pinched by restraint,,,,
1003411,8/19/2014,NJ,Garfield,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Tube slide,tube slide,,1,11,M,Injured let go of tube handles to try to paddle tube with his hands to go faster and lost control.,Injuries not described,,"Fall: patron fell off inner tube, mat or board",,,,
1001289,8/19/2014,KY,Louisville,P,Kentucky Department of Agriculture,Carnival or rental,amusement ride,spinning,Roundabout,Motorcycles,Hampton Amusement Rides LLC,1,5,F,shoe lace caught,No injury,,Entrapment or pinch-point,,,,
1001265,8/19/2014,KY,Louisville,P,Kentucky Department of Agriculture,Carnival or rental,amusement ride,vertical drop,Bungee jump,bungee jump,,1,6,M,No Details,hurt neck,,Unknown (not enough info),,,,
1008548,8/20/2014,CA,Buena Park,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,,1,6,M,"Parent states child was walking at the end of the wave pool and slipped, hitting his chin on the ground.",Injury to chin,,Fall: in climb or play area,,,,
1006136,8/20/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,Morgan,1,39,F,Patron was walking down the exit stairs and slipped and fell.,Pain to right ankle,,Injured in queue or exit,,,,
1006135,8/20/2014,PA,Langhorne,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,float attraction,Lazy river,lazy river,Express Construction,1,57,F,Patron was trying to get onto tube at entrance to river ride. She flipped out of the tube and struck her head on the entrance steps.,Head injury,,"Fall: patron fell off inner tube, mat or board",,,,
1006134,8/20/2014,PA,West Mifflin,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,spinning coaster,Reverchon,1,,M,"Patron stated as he sat down in the ride vehicle, he was leaning forward and the person he was riding with pulled down the safety bar, hitting the back of his head.",Head injury,,Load/Unload: hit or pinched by restraint,,,,
1006133,8/20/2014,PA,Harrisburg,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,13,M,"Patron was playing dodgeball, landed on the trampoline and pad and rolled his ankle.",Ankle injury,,Awkward landing,,,,
1006132,8/20/2014,PA,Langhorne,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,aquatic play,Aquatic play area,water play structure,,1,3,M,Patron ran into an object and cut her chin.,Chin laceration,,Impact: hit something in participatory attraction,,,,
1008549,8/21/2014,CA,Chula Vista,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Mat slide,racing slide,In-house,1,42,F,"While walking in the entrance queue, patron picked up the mat at the queue entrance and approximately 20 feet in, she slipped, falling forward onto her left knee.",Knee injury,,Injured in queue or exit,,,,
1006155,8/21/2014,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,aquatic play,Aquatic play area,water play structure,,1,8,M,Patron ran into water cannon. He did not fall or lose consciousness.,Laceration on forehead,,Impact: hit something in participatory attraction,,,,
1004547,8/21/2014,MI,Chelsea,P,Michigan Dept. of Labor and Economic Growth,Carnival or rental,amusement ride,spinning,Ferris/gondola wheel,Century Wheel,"Chance Manufacturing, Inc.",2,8,M,"A tub on the wheel caught on another tub and tripped over, causing two children (8yo boy and 16yo girl) to fall from a height of 15-20 feet. One witness reported seeing one of the tubs tip over on its way down and saw a crutch sticking out of the side of the basket.","Both children were admitted to the hospital in critical, but stable, condition.",,Fall: ejection/fall from ride,,,,
1002953,8/21/2014,NJ,Atlantic City,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Carousel,carousel,,1,68,F,Patron phoned ride owner to report that she went to the hospital via EMT after the incident on 21 August 2014. &nbsp;No details of incident provided in state records.,Broken knee and elbow among other injuries.,,Unknown (not enough info),,,,
1001512,8/21/2014,NH,Jefferson,F,New Hampshire Dept. of Safety,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,,0,,,Wheel housing fell off,No injuries/Mechanical failure,,Equipment failure,1,,,
1000732,8/21/2014,FL,CLEARWATER,F,Florida Dept. of Agriculture,Water park,water park,wave device,Continuous wave,Flow Rider,Wave Loch / Flow Rider,1,9,M,9 year old male was riding surf board when he lost balance and washed upwards causing his face to impact the board.,Laceration to lip,,"Fall: patron fell off inner tube, mat or board",,,,
1006137,8/22/2014,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,aquatic play,Aquatic play area,water play structure,,1,6,M,Patron was walking around the structure when he hit his head on a hand rail.,Laceration to front of head near hairline,,Impact: hit something in participatory attraction,,,,
1003978,8/22/2014,MI,Chelsea,P,United States Consumer Product Safety Commission,Carnival or rental,amusement ride,spinning,Ferris/gondola wheel,ferris wheel,"Chance Manufacturing, Inc.",2,8,M,"Two children fell 10-12 feet from a ferris wheel when the girl's crutch, which she brought into the carrier, caught on the ride and caused their gondola to tip over. (See also state report)","8yo boy: fractured jaw, broken nose, broken cheek bone, laceration to leg; 16yo girl: bruising on back and eye, lacerations to right leg and face.",https://saferparksdata.org/sites/default/files/accident_reports/CPSC-MI-2014-08-22.pdf,Fall: ejection/fall from ride,,,,
1003514,8/22/2014,TX,Roanoke,F,Texas Dept. of Insurance,Water park,water park,water slide,Tube slide,half pipe,,1,14,M,Fell out of tube,Laceration to head,,"Fall: patron fell off inner tube, mat or board",,,,
1000853,8/22/2014,FL,JACKSONVILLE,F,Florida Dept. of Agriculture,Family entertainment center,water park,water slide,Body slide,body slide,,1,44,M,44 year old male bumped his head on the slide surface during descent.,Laceration to eyebrow,,Impact: hit something in participatory attraction,,,,
1008569,8/23/2014,CA,San Diego,F,California Division of Occupational Safety and Health,Sports or recreation facility,water park,wave device,Continuous wave,Flow Rider,Wave Loch / Flow Rider,1,,,"Patron was standing up on Flow Rider, fell and came into contact with back wall.",Lower back injury,,"Fall: patron fell off inner tube, mat or board",,,,
1008555,8/23/2014,CA,Palm Springs,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Continuous wave,Flow Rider,Wave Loch / Flow Rider,1,,,Patron jammed finger into the sidewall of Flow Rider.,Jammed finger,,Impact: hit something in participatory attraction,,,,
1008551,8/23/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,monorail,In-house,1,4,M,Mother stated she had given her son Tylenol for a fever and then he had a febrile seizure while riding.,Febrile seizure,,Illness: Seizure or LOC,,,,
1008172,8/23/2014,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,11,F,"Patron was riding, but was not seated properly. During the ride, she struck her knee on the center ring of the boat. Patron's feet were on the center ring (handle) instead of being flat on the floor. Another person in the raft had his feet on top of her legs.",Knee injury,,Impact: hit something within ride vehicle,,,,
1008171,8/23/2014,CA,Roseville,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Speed slide,Aqua Launch body slide,Pro Slide,1,6,M,"Patron was going down the slide about to hit the drop. At this point, he felt the back of his head hit the slide.",Laceration to back of head.,,Impact: hit something in participatory attraction,,,,
1006139,8/23/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Himalaya-type,Musik Express,Mack Rides,1,45,F,Patron's family states that she was walking down the ramp to exit the ride area when she slipped and hyperextended her ankle.,Fractured ankle,,Injured in queue or exit,,,,
1006138,8/23/2014,PA,Hershey,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - steel,wing coaster,Intamin AG,1,53,M,Patron states that the lapbar was pushed down extra hard and he is now experiencing discomfort that is getting worse and making it difficult to walk.,"Pain, difficulty walking",,Restraint too tight,,,,
1001548,8/23/2014,NH,Bartlett,F,New Hampshire Dept. of Safety,Mountain resort,recreation,inflatable,Air bag,air bag - freefall,,1,12,F,Jumped from lower platform and landed incorrectly,Right foot injury,,Awkward landing,,,,
1000703,8/23/2014,FL,DESTIN,F,Florida Dept. of Agriculture,Water park,water park,water slide,Water slide - undefined,waterslide,,1,6,M,6 year old male slipped and fell at the entrance to slide.,Cut forehead,,Load/Unload: scrape or stumble,,,,
1000542,8/23/2014,FL,JACKSONVILLE,F,Florida Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,29,F,29 year old female was operating a kart and during turn #5 she turned her kart wide which caused an impact with a section of the barrier.,Neck pain,,Collision: go-kart or bumper car hit stationary object,,,,
1008657,8/24/2014,CA,Palmdale,F,California Division of Occupational Safety and Health,City or county park,water park,water slide,Tube slide,tube slide,Western Water Features,1,6,F,"Patron went down the slide in the front position, with her dad in the rear. When they came out of the slide, they flipped out of their tube, causing the dad to hit the child in the mouth with his heel.",Lacerations to mouth,,"Fall: patron fell off inner tube, mat or board",,,,
1008170,8/24/2014,CA,Fremont,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,Arch Pac,1,3,M,"Unsupervised child was making his way toward the river. He attempted to enter the river by sitting on an inflatable tube. At this point, he lost his balance and bumped his head on the coping. EMT came to patron's aid and imobilized him until a parent could be found. 20 minutes later, his father arrived and requested transport to the hospital.",Head injury,,Impact: hit something in participatory attraction,,,,
1008169,8/24/2014,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,14,F,Patron was riding when she hit her head on the side of the seat.,Head injury,,Impact: hit something within ride vehicle,,,,
1006141,8/24/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Orbiter/octopus-type,Monster,Eyerly Aircraft Co.,1,23,F,"Patron phoned in a late report. She stated that she rode with her son. While their car was spinning, she struck the back of her neck against the back of the carrier.",Head injury,,Impact: hit something within ride vehicle,,,,
1006140,8/24/2014,PA,Tipton,F,Pennsylvania Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,11,M,"As patron's kart was going up the bridge, the kart stalled, then picked up speed to make a lap, then stalled again. When it was stalled the second time, the patron's kart was hit from behind by another kart.",Injuries not described,,Collision: patron-controlled vehicles,1,,,
1003867,8/24/2014,TX,Spring,F,Texas Dept. of Insurance,Water park,water park,wave device,Continuous wave,Flow Rider,Wave Loch / Flow Rider,1,44,M,Impact with ride,Ankle pain,,Impact: hit something in participatory attraction,,,,
1003603,8/24/2014,TX,Galveston,F,Texas Dept. of Insurance,Water park,water park,water slide,Body slide,body slide,,1,0,F,Bumped by guest,Pain to mouth,,Collision: patrons collided (participatory),,,,
1003342,8/24/2014,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Mine Train,Arrow Dynamics,1,62,F,"Patient stated that she struck her left knee and lower leg on the train during the ride., when she states the lap bar opened",Injury to knee and lower leg,,Impact: hit something within ride vehicle,,,,
1003249,8/24/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,In-house,1,31,M,Guest stated he felt his shoulder pop as he jumped off the platform to swing over the water. &nbsp;He admitted that he dislocated this shoulder before and had surgery and that he was not honest with the lifegarurd at line control,Shoulder injury,,Hyperextension or dislocation,,,,
1003095,8/24/2014,NJ,Hope,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Half pipe,Sidewinder waterslide,"Water Fun Products, Inc.",1,20,,Rider disregarded written and oral instructions to keep both hands on the tube handles. &nbsp;Rider let go of handles when ride was almost finished. &nbsp;Rider slid out of tube demanded ambulance,Injuries not described,,"Fall: patron fell off inner tube, mat or board",,,,
1002984,8/24/2014,NJ,,F,New Jersey Dept. of Community Affairs,Carnival or rental,water park,water slide,Tube slide,tube slide,,1,15,,Guest was riding cannonball Falls when another guest entered the ride without being dispatched. &nbsp;First guest was hit in shoulder by subsequent rider,Shoulder injury,,Collision: patrons collided (participatory),,,,
1000742,8/24/2014,FL,WEST PALM BEACH,F,Florida Dept. of Agriculture,Water park,water park,water slide,Funnel,funnel,,2,30,F,34 year old male and 30 year old female was riding a double tube when they both fell out.,"Injuries to head, shoulder, and back",,"Fall: patron fell off inner tube, mat or board",,,,
1000198,8/24/2014,FL,PENSACOLA,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,31,F,31 year old female and 31 weeks pregnant was it from behind by another operator during ride.,Fetal Distress,,Collision: patron-controlled vehicles,,,,
1008168,8/25/2014,CA,Santa Cruz,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,C and S,1,42,F,"Patron was aboard the ride turning the steering wheel. At this moment, her wedding ring happened to make contact against her thigh.",Avulsion to right thigh,,Injured by foreign object,,,,
1006142,8/25/2014,PA,Tannersville,F,Pennsylvania Dept. of Agriculture,Water park,water park,aquatic play,Aquatic play area,water play structure,WhiteWater West Industries Ltd.,1,9,M,Patron his head on corner of a slide.,Head laceration,,Impact: hit something in participatory attraction,,,,
1003463,8/25/2014,TX,Grapevine,F,Texas Dept. of Insurance,Water park,water park,water slide,Bowl slide,Cannon Bowl,Pro Slide,1,45,M,Unknown,Pain/Tenderness to back,,Unknown (not enough info),,,,
1003148,8/25/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Speed slide,speed slide,In-house,1,39,M,Guest experience shoulder pain after striking the water after going down bombs away guest told EMS personnel that he recently dislocated the same shoulder,Shoulder injury,,Body pain (normal motion),,,,
1003002,8/25/2014,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Car ride,kiddie car ride,Idees Loisirs S.A.,1,4,F,Guest was exiting the ride and closed the trucks door on her finger. &nbsp;,Laceration to finger,,Entrapment or pinch-point,,,,
1006143,8/26/2014,PA,Pocono Pines,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,inflatable,Inflatable bouncer,inflatable jump-slide combo,eInflatables,1,4,M,"Patron was coming down slide and started crying, complained that elbow hurt. There were 4 children on ride at that time. Only 1 on slide. All were young.",Elbow injury,,Body pain (normal motion),,,,
1002950,8/26/2014,NJ,Atlantic City,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,pendulum,Spinning pendulum,Frisbee,SBF Visa,1,63,F,"The subject's family stopped a mechanic on the midway in front of the ride. The subjects stated that their mother was on the ride, has a heart condition and they thought she was in medical distress. The ride was immediately stopped and the subject was removed from her seat by her family.",The subject complained of difficulty breathing and chest discomfort. The subject took a prescribed nitro pill and was transported by ambulance to the hospital,,Illness or neurological symptoms,,,,
1008553,8/27/2014,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,18,F,Patron had seizure while on the ride. She has history of seizures.,Seizure,,Illness: Seizure or LOC,,,,
1006146,8/27/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Tube slide,tube slide,,1,58,M,"Patron said that when his tube entered the splash pool, he fell off of the tube and twisted his left ring finger.",Fractured finger,,"Fall: patron fell off inner tube, mat or board",,,,
1006145,8/27/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,float attraction,Lazy river,lazy river,Pacific Custom Pools,1,42,F,"Patron was unloading, jumped off her tube and her right foot struck the bottom of the pool, causing her foot to twist.",Foot/ankle injury,,Impact: hit something in participatory attraction,,,,
1006144,8/27/2014,PA,Scotrun,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Funnel,funnel,Pro Slide,1,22,M,Patron stated he hit his head on the slide,"1.5"" laceration to head",,Impact: hit something in participatory attraction,,,,
1001758,8/27/2014,OH,Reynoldsburg,F,Ohio Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,62,M,"Patron drove race session by himself with no problems, then suffered a heart attack. He died several days later.",Fatal heart attack. Coroner ruled it a natural death.,,Illness or neurological symptoms,,,,
1001579,8/27/2014,NH,Bartlett,F,New Hampshire Dept. of Safety,Mountain resort,recreation,alpine activity,Alpine gravity course,alpine slide,,1,16,F,Riding with younger female between legs flipped onto left side,Left knee/shoulder abrasions,,Fall: patron fell from device (participatory),,,,
1008554,8/28/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,46,M,Patron stated he had pain in his lower left back area and abdomen after riding.,Pain to lower left back and abdomen,,Body pain (normal motion),,,,
1006147,8/28/2014,PA,Stroudsburg,F,Pennsylvania Dept. of Agriculture,Adventure course,recreation,challenge activity,Adventure course,aerial adventure course,Outdoor Ventures Group,1,25,F,"While climbing up metal ladder on ropes course, patron let go before completing the course, causing her to fall backwards. Her leg became caught in the wire rope.",Rope burn and contusion to lower left ankle,,Entrapment or pinch-point,,,,
1003250,8/28/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,In-house,1,13,M,Guest attempted to flip of tarzan swings and landed on his right side,Body pain,,Flip gone wrong,,,,
1003149,8/28/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Speed slide,speed slide,In-house,1,13,,At the bottom of the ride guest chest made contact with handle of the mat,Chest injury,,Impact: hit something in participatory attraction,,,,
1000097,8/28/2014,CO,Winter Park,F,Colorado Division of Oil and Public Safety,Mountain resort,recreation,alpine activity,Alpine gravity course,alpine slide,,1,39,F,Patron was riding car at full speed through the rides warning zone. Patron crashed into another car and hit her face with another guest.,Patron sustained a head injury.,,Collision: patron-controlled vehicles,,,,
1006149,8/29/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Family raft slide,family raft,,1,41,F,Patron struck her head on something at the beginning of the ride.,Head injury,,Impact: hit something in participatory attraction,,,,
1006148,8/29/2014,PA,Lancaster,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,water ride,Boat ride,boat ride,,1,45,F,Patron states she was stepping onto the boat when she slipped and fell. Patron braced herself with her right arm.,"Pain to right shoulder, arm could not be lifted, numbness in right fingers",,Load/Unload: scrape or stumble,,,,
1001223,8/29/2014,KY,Greenup Co.,P,Kentucky Department of Agriculture,Carnival or rental,amusement ride,spinning,Ferris/gondola wheel,ferris wheel,,2,10,M,2 adults and 1 child were involved in an accident. The only description provided was &quot;motion of the ride&quot;.,The two adults suffered neck and shoulder injuries,,Unknown (not enough info),,,,
1008556,8/30/2014,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,"Majestic Manufacturing, Inc.",1,35,F,Patron states she has a history of heart problems. She felt chest pain while riding.,Chest pain,,Body pain (normal motion),,,,
1008167,8/30/2014,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,stand-up coaster,Bolliger & Mabillard,1,36,M,"Patron rode on train 1, row 2, seat 3.  Then he rode again on train 2, row 1, seat 2. He complained of severe neck pain after the second ride.",Severe neck pain,,Body pain (normal motion),,,,
1006154,8/30/2014,PA,Erie,F,Pennsylvania Dept. of Agriculture,Water park,amusement ride,spinning,Ferris/gondola wheel,giant gondola wheel,"Chance Manufacturing, Inc.",1,23,F,"While exiting the gondola after ride, gondola door swung back and hit her right ankle.",Right ankle swollen and tender,,Impact: hit by loose piece of attraction,,,,
1006153,8/30/2014,PA,Altoona,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,water ride,Boat ride,paddle boats,,1,36,F,"Patron was on a paddleboat and became ill, walked to shore and laied down.",Illness not described,,Illness or neurological symptoms,,,,
1006152,8/30/2014,PA,Tannersville,F,Pennsylvania Dept. of Agriculture,Water park,recreation,alpine activity,Alpine gravity course,mountain coaster,Aquatic Development Group,1,18,F,Collidated with cart in front of her near ride unload area.,Abdominal pain,,Collision: patron-controlled vehicles,,,,
1006151,8/30/2014,PA,Tannersville,F,Pennsylvania Dept. of Agriculture,Water park,recreation,challenge activity,Adventure course,aerial adventure course,Outplay Adventures / Treego,1,38,F,Patron was coming down the ladder and severely injured ankle on the tree trunk.,Severely injured ankle,,Impact: hit something in participatory attraction,,,,
1006150,8/30/2014,PA,Tannersville,F,Pennsylvania Dept. of Agriculture,Water park,water park,water slide,Bowl slide,ProBowl,Pro Slide,1,11,M,Patron hit head.,Laceration to head,,Impact: hit something in participatory attraction,,,,
1005102,8/30/2014,OK,Oklahoma City,F,Oklahoma Dept. of Labor,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,29,F,"Karts were being brought to a stop at the light. Patron's kart was at a complete stop, then hit very hard by another kart traveling fast. Impact caused the patron's seat belt to come off.",Pain to neck and abdomen. Transported to hospital.,,Collision: patron-controlled vehicles,,,,
1003251,8/30/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,In-house,1,15,F,Guest stated as she attempted to do a flip and landed on her face,Facial injuries,,Flip gone wrong,,,,
1003235,8/30/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Mat slide,mat slide,,1,24,F,Guest made contact with the bottom of the ride and reported pain on her nose,Nose injury,,Impact: hit something in participatory attraction,,,,
1003196,8/30/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,NBGS International,1,4,,Guest ran up the stairs and tripped,Injuries not described,,Load/Unload: scrape or stumble,,,,
1003172,8/30/2014,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Body slide,body slide,Surf Construction,1,50,F,Guest rode cannonball falls and complained about pain in her left eye after getting out of the water,Pain in eye,,Body pain (normal motion),,,,
1001146,8/30/2014,IL,Grayville,P,Illinois Department of Labor,Carnival or rental,amusement ride,spinning,Roundabout,kiddie roundabout,,1,4,,Car ran over patron,Contusions and abrasions,,Impact: person hit by ride,,,,
1008558,8/31/2014,CA,Chula Vista,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,In-house,1,8,,Patron slipped and fell just after picking up raft at base of the catch pool in preparation for the ride.,Dental injury,,Load/Unload: scrape or stumble,,,,
1008557,8/31/2014,CA,Vista,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,WhiteWater West Industries Ltd.,1,13,M,"Patron fell out of the tube while on the ride. When he came out at the bottom, he was face down. Lifeguard extracted him, called paramedics and they transported him.",Near drowning,,"Fall: patron fell off inner tube, mat or board",,,,
1006158,8/31/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Philadelphia Toboggan Coasters (PTC),1,17,F,Patron states that she jolted her neck on the ride.,Neck pain,,Body pain (normal motion),,,,
1006157,8/31/2014,PA,Tannersville,F,Pennsylvania Dept. of Agriculture,Water park,recreation,inflatable,Air bag,air bag - freefall,US Air Bag,1,40,F,"Patron jumped off high platform, doesn't know what happened.",Fractured arm,,Unknown (not enough info),,,,
1006156,8/31/2014,PA,Oaks,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,trampoline court,,1,49,F,"Patron was jumping on a trampoline and landed on her backside. The fall knocked the wind out of her and she felt her back crack. She felt okay leaving the court, but began to feel lightheaded and couln't breathe.","Dizziness, difficulty breathing",,Impact: hit something in participatory attraction,,,,
