"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"4499","11/7/2009","Nanjing! Nanjing!",1.2e+07,122558,20122558,"Kino International","R","Drama"
"4500","10/9/2015","Trash",1.2e+07,17484,6553186,"9.0","2015.0","Action"
"4501","10/9/2015","Trash",1.2e+07,17484,6553186,"Focus Features","R","Adventure"
"4502","8/19/2011","5 Days of War",1.2e+07,17479,87793,"19.0","2011.0","Action"
"4503","8/19/2011","5 Days of War",1.2e+07,17479,87793,"Anchor Bay Entertai…","R","Drama"
"4504","11/11/2015","10 Days in a Madhouse",1.2e+07,14616,14616,"11.0","2015.0","Action"
"4505","11/11/2015","10 Days in a Madhouse",1.2e+07,14616,14616,"Cafe Pictures","R","Drama"
"4506","12/31/2011","Tu Xia Chuan Qi",1.2e+07,0,1828400,"31.0","2011.0","Action"
"4507","6/5/2009","Home",1.2e+07,0,1620056,"23.0","2009.0","Action"
"4508","6/5/2009","Home",1.2e+07,0,1620056,"5.0","2009.0","Action"
"4509","6/5/2009","Home",1.2e+07,0,1620056,"20th Century Fox","PG","Adventure"
"4510","6/5/2009","Home",1.2e+07,0,1620056,"Monterey Media","PG-13","Drama"
"4511","6/5/2009","Home",1.2e+07,0,1620056,"Lorber Films","Not Rated","Drama"
"4512","2/10/2010","Triangle",1.2e+07,0,1594955,"10.0","2010.0","Action"
"4513","10/19/2013","Supesu Batorushippu Yamato",1.2e+07,0,0,"Eleven Arts","Not Rated","Adventure"
"4514","10/3/2014","Drive Hard",1.2e+07,0,0,"RLJ Entertainment/I…","Not Rated","Action"
"4515","9/23/2016","The Dressmaker",11900000,2022115,24041617,"23.0","2016.0","Action"
"4516","9/23/2016","The Dressmaker",11900000,2022115,24041617,"Broad Green Pictures","R","Drama"
"4517","12/10/1999","Diamonds",11900000,81897,81897,"10.0","1999.0","Action"
"4518","12/10/1999","Diamonds",11900000,81897,81897,"Miramax","PG-13","Comedy"
"4519","3/20/1998","Madadayo",11900000,48856,48856,"20.0","1998.0","Action"
"4520","3/20/1998","Madadayo",11900000,48856,48856,"WinStar Cinema",NA,"Drama"
"4521","11/20/2015","Carol",11800000,12711491,42895440,"20.0","2015.0","Action"
"4522","11/20/2015","Carol",11800000,12711491,42895440,"Weinstein Co.","R","Drama"
"4523","4/21/1989","Pet Sematary",11500000,57469179,57469179,"21.0","1989.0","Action"
"4524","4/21/1989","Pet Sematary",11500000,57469179,57469179,"Paramount Pictures","R","Horror"
"4525","4/21/1989","Pet Sematary",11500000,57469179,57469179,"Paramount Pictures",NA,"Horror"
"4526","1/22/2016","Dirty Grandpa",11500000,35593113,105241410,"Lionsgate","R","Comedy"
"4527","10/9/2009","St. Trinian’s",11400000,15000,29830239,"9.0","2009.0","Action"
"4528","10/9/2009","St. Trinian’s",11400000,15000,29830239,"NeoClassics Films","PG-13","Comedy"
"4529","5/25/1977","Star Wars Ep. IV: A New Hope",1.1e+07,460998007,786598007,"20th Century Fox","PG","Adventure"
"4530","6/8/1984","Gremlins",1.1e+07,148168459,148199515,"Warner Bros.","PG","Comedy"
"4531","12/22/1965","Doctor Zhivago",1.1e+07,111721000,111859493,"MGM","PG-13","Drama"
"4532","12/10/2010","The Fighter",1.1e+07,93617009,129262388,"Paramount Pictures","R","Drama"
"4533","12/27/1991","Fried Green Tomatoes",1.1e+07,81204830,81204830,"27.0","1991.0","Action"
"4534","12/27/1991","Fried Green Tomatoes",1.1e+07,81204830,81204830,"Universal","PG-13","Drama"
"4535","9/22/2006","Jackass: Number Two",1.1e+07,72778712,85278712,"22.0","2006.0","Action"
"4536","9/22/2006","Jackass: Number Two",1.1e+07,72778712,85278712,"Paramount Pictures","R","Comedy"
"4537","3/13/1992","My Cousin Vinny",1.1e+07,52929168,52929168,"13.0","1992.0","Action"
"4538","3/13/1992","My Cousin Vinny",1.1e+07,52929168,52929168,"20th Century Fox","R","Comedy"
"4539","8/22/2014","If I Stay",1.1e+07,50474843,78356170,"22.0","2014.0","Action"
"4540","8/22/2014","If I Stay",1.1e+07,50474843,78356170,"Warner Bros.","PG-13","Drama"
"4541","4/7/1989","Major League",1.1e+07,49793054,49793054,"7.0","1989.0","Action"
"4542","4/7/1989","Major League",1.1e+07,49793054,49793054,"Paramount Pictures","R","Comedy"
"4543","1/25/2002","A Walk to Remember",1.1e+07,41227069,46060915,"25.0","2002.0","Action"
"4544","1/25/2002","A Walk to Remember",1.1e+07,41227069,46060915,"Warner Bros.","PG","Drama"
"4545","12/29/1995","Dead Man Walking",1.1e+07,39387284,83088295,"29.0","1995.0","Action"
"4546","12/29/1995","Dead Man Walking",1.1e+07,39387284,83088295,"Gramercy","R","Drama"
"4547","11/4/2015","Brooklyn",1.1e+07,38322743,62076141,"4.0","2015.0","Action"
"4548","11/4/2015","Brooklyn",1.1e+07,38322743,62076141,"Fox Searchlight","PG-13","Drama"
"4549","3/5/1999","Cruel Intentions",1.1e+07,38230075,75803716,"5.0","1999.0","Action"
"4550","3/5/1999","Cruel Intentions",1.1e+07,38230075,75803716,"Sony Pictures","R","Drama"
"4551","10/17/2008","The Secret Life of Bees",1.1e+07,37780486,39994347,"17.0","2008.0","Action"
"4552","10/17/2008","The Secret Life of Bees",1.1e+07,37780486,39994347,"Fox Searchlight","PG-13","Drama"
"4553","4/1/2015","Woman in Gold",1.1e+07,33307793,57019592,"1.0","2015.0","Action"
"4554","4/1/2015","Woman in Gold",1.1e+07,33307793,57019592,"Weinstein Co.","PG-13","Drama"
"4555","6/12/1981","History of the World: Part I",1.1e+07,31672000,31672000,"12.0","1981.0","Action"
"4556","6/12/1981","History of the World: Part I",1.1e+07,31672000,31672000,"20th Century Fox",NA,"Comedy"
"4557","10/23/2009","Saw VI",1.1e+07,27693292,69752402,"23.0","2009.0","Action"
"4558","10/23/2009","Saw VI",1.1e+07,27693292,69752402,"Lionsgate","R","Horror"
"4559","10/12/2001","Corky Romano",1.1e+07,23978402,25116103,"12.0","2001.0","Action"
"4560","10/12/2001","Corky Romano",1.1e+07,23978402,25116103,"Walt Disney","PG-13","Comedy"
"4561","8/7/1992","Raising Cain",1.1e+07,21171695,21171695,"7.0","1992.0","Action"
"4562","4/13/1978","F.I.S.T",1.1e+07,20388920,20388920,"13.0","1978.0","Action"
"4563","4/13/1978","F.I.S.T",1.1e+07,20388920,20388920,"United Artists",NA,"Drama"
"4564","1/1/1975","Barry Lyndon",1.1e+07,2e+07,20169934,"1.0","1975.0","Action"
"4565","1/1/1975","Barry Lyndon",1.1e+07,2e+07,20169934,"Warner Bros.","PG","Drama"
"4566","1/11/2013","Quartet",1.1e+07,18388357,56178935,"11.0","2013.0","Action"
"4567","1/11/2013","Quartet",1.1e+07,18388357,56178935,"Weinstein Co.","PG-13","Comedy"
"4568","11/21/2001","Out Cold",1.1e+07,13906394,14786394,"21.0","2001.0","Action"
"4569","11/21/2001","Out Cold",1.1e+07,13906394,14786394,"Walt Disney","PG-13","Comedy"
"4570","10/13/2000","The Ladies Man",1.1e+07,13592872,13719474,"13.0","2000.0","Action"
"4571","10/13/2000","The Ladies Man",1.1e+07,13592872,13719474,"Paramount Pictures","R","Comedy"
"4572","3/30/2001","Tomcats",1.1e+07,13558739,13558739,"30.0","2001.0","Action"
"4573","3/30/2001","Tomcats",1.1e+07,13558739,13558739,"Sony Pictures","R","Comedy"
"4574","12/6/2013","Inside Llewyn Davis",1.1e+07,13248209,32943247,"6.0","2013.0","Action"
"4575","12/6/2013","Inside Llewyn Davis",1.1e+07,13248209,32943247,"CBS Films","R","Drama"
"4576","4/12/2002","Frailty",1.1e+07,13110448,19947280,"12.0","2002.0","Action"
"4577","2/19/1993","Army of Darkness",1.1e+07,11502976,21502976,"19.0","1993.0","Action"
"4578","2/19/1993","Army of Darkness",1.1e+07,11502976,21502976,"Universal","R","Horror"
"4579","11/12/2004","Kinsey",1.1e+07,10214647,17443529,"12.0","2004.0","Action"
"4580","11/12/2004","Kinsey",1.1e+07,10214647,17443529,"Fox Searchlight","R","Drama"
"4581","12/25/1993","What's Eating Gilbert Grape",1.1e+07,9170214,9170214,"25.0","1993.0","Action"
"4582","12/25/1993","What's Eating Gilbert Grape",1.1e+07,9170214,9170214,"Paramount Pictures","PG-13","Drama"
"4583","2/1/2002","Slackers",1.1e+07,4814244,5942218,"1.0","2002.0","Action"
"4584","2/1/2002","Slackers",1.1e+07,4814244,5942218,"Sony Pictures","R","Comedy"
"4585","9/26/2003","The Gospel of John",1.1e+07,4068087,4234355,"26.0","2003.0","Action"
"4586","9/26/2003","The Gospel of John",1.1e+07,4068087,4234355,"ThinkFilm","PG-13","Drama"
"4587","10/10/2004","Vera Drake",1.1e+07,3753806,13353855,"10.0","2004.0","Action"
"4588","10/10/2004","Vera Drake",1.1e+07,3753806,13353855,"Fine Line","R","Drama"
"4589","1/31/2003","The Guru",1.1e+07,3051221,24150550,"31.0","2003.0","Action"
"4590","1/31/2003","The Guru",1.1e+07,3051221,24150550,"Universal","R","Comedy"
"4591","12/14/1995","Othello",1.1e+07,2844379,2844379,"14.0","1995.0","Action"
"4592","12/14/1995","Othello",1.1e+07,2844379,2844379,"Sony Pictures","R","Drama"
"4593","5/12/1995","The Perez Family",1.1e+07,2794056,2794056,"12.0","1995.0","Action"
"4594","5/12/1995","The Perez Family",1.1e+07,2794056,2794056,"Goldwyn Entertainment","R","Comedy"
"4595","1/1/1970","The Molly Maguires",1.1e+07,2200000,2200000,"1.0","1970.0","Action"
"4596","1/1/1970","The Molly Maguires",1.1e+07,2200000,2200000,NA,"PG","Drama"
"4597","1/1/1991","Return to the Blue Lagoon",1.1e+07,2e+06,2e+06,"1.0","1991.0","Action"
"4598","1/1/1991","Return to the Blue Lagoon",1.1e+07,2e+06,2e+06,NA,"PG-13","Adventure"
"4599","9/7/2007","Romance and Cigarettes",1.1e+07,551002,3231251,"7.0","2007.0","Action"
"4600","9/7/2007","Romance and Cigarettes",1.1e+07,551002,3231251,"Borotoro","R","Comedy"
"4601","11/10/2006","Copying Beethoven",1.1e+07,355968,6586324,"10.0","2006.0","Action"
"4602","11/10/2006","Copying Beethoven",1.1e+07,355968,6586324,"MGM","PG-13","Drama"
"4603","8/26/2011","Brighton Rock",1.1e+07,229653,229653,"26.0","2011.0","Action"
"4604","8/26/2011","Brighton Rock",1.1e+07,229653,229653,"IFC Films","R","Drama"
"4605","11/16/2012","Le prénom",1.1e+07,61611,25307405,"16.0","2012.0","Action"
"4606","5/8/2015","La famille Bélier",1.1e+07,0,82438670,"8.0","2015.0","Action"
"4607","5/8/2015","La famille Bélier",1.1e+07,0,82438670,"Entertainment One","Not Rated","Comedy"
"4608","5/4/2012","LOL",1.1e+07,0,10431506,"4.0","2012.0","Action"
"4609","5/4/2012","LOL",1.1e+07,0,10431506,"Lionsgate","PG-13","Comedy"
"4610","2/5/2016","Misconduct",1.1e+07,0,2352511,"5.0","2016.0","Action"
"4611","10/24/2008","Saw V",10800000,56746769,118209778,"Lionsgate","R","Horror"
"4612","5/25/2012","Les Intouchables",10800000,13182281,484873045,"Weinstein Co.","R","Comedy"
"4613","4/27/2007","Jindabyne",10800000,399879,2862544,"27.0","2007.0","Action"
"4614","4/27/2007","Jindabyne",10800000,399879,2862544,"Sony Pictures Classics","R","Drama"
"4615","8/11/2006","Kabhi Alvida Naa Kehna",10750000,3275443,32575443,"11.0","2006.0","Action"
"4616","8/11/2006","Kabhi Alvida Naa Kehna",10750000,3275443,32575443,"Yash Raj Films","Not Rated","Drama"
"4617","6/4/1982","Poltergeist",10700000,74706019,121706019,"MGM","PG","Horror"
"4618","6/4/1982","Poltergeist",10700000,74706019,121706019,"20th Century Fox","PG-13","Horror"
"4619","6/18/1999","An Ideal Husband",10700000,18542974,31341183,"18.0","1999.0","Action"
"4620","6/18/1999","An Ideal Husband",10700000,18542974,31341183,"Miramax","PG-13","Comedy"
"4621","12/25/2004","Darkness",10600000,22163442,34409206,"25.0","2004.0","Action"
"4622","12/25/2004","Darkness",10600000,22163442,34409206,"Miramax/Dimension","PG-13","Horror"
"4623","12/6/2013","The Last Days on Mars",10600000,24084,261364,"6.0","2013.0","Action"
"4624","6/11/1982","ET: The Extra-Terrestrial",10500000,435110554,792965326,"Universal","PG","Drama"
"4625","4/2/1968","2001: A Space Odyssey",10500000,58583410,70576492,"2.0","1968.0","Action"
"4626","4/2/1968","2001: A Space Odyssey",10500000,58583410,70576492,"MGM","G","Adventure"
"4627","4/20/2007","In the Land of Women",10500000,11052958,14140402,"20.0","2007.0","Action"
"4628","4/20/2007","In the Land of Women",10500000,11052958,14140402,"Warner Bros.","PG-13","Comedy"
"4629","12/31/1994","There Goes My Baby",10500000,125169,125169,"31.0","1994.0","Action"
"4630","2/20/2004","The Blue Butterfly",10400000,1610194,1610194,"20.0","2004.0","Action"
"4631","2/20/2004","The Blue Butterfly",10400000,1610194,1610194,"Alliance Films","PG","Drama"
"4632","2/18/1983","Lovesick",10100000,10143618,10143618,"18.0","1983.0","Action"
"4633","2/18/1983","Lovesick",10100000,10143618,10143618,"Warner Bros.",NA,"Comedy"
"4634","2/18/1983","Lovesick",10100000,10143618,10143618,"Gravitas Ventures","Not Rated","Comedy"
"4635","4/30/2010","Housefull",10100000,1183658,18726300,"30.0","2010.0","Action"
"4636","8/24/2007","September Dawn",10100000,1066555,1066555,"24.0","2007.0","Action"
"4637","8/24/2007","September Dawn",10100000,1066555,1066555,"Black Diamond Pictures","R","Drama"
"4638","12/5/1997","Good Will Hunting",1e+07,138433435,225925989,"Miramax","R","Drama"
"4639","10/22/2004","The Grudge",1e+07,110359362,187281115,"Sony Pictures","PG-13","Horror"
"4640","10/22/2004","The Grudge",1e+07,110359362,187281115,"Sony Pictures",NA,"Horror"
"4641","8/26/2016","Don’t Breathe",1e+07,89217875,159047649,"Sony Pictures","R","Horror"
"4642","6/26/1981","Stripes",1e+07,85300000,85300000,"26.0","1981.0","Action"
"4643","6/26/1981","Stripes",1e+07,85300000,85300000,"Columbia","R","Comedy"
"4644","10/27/2006","Saw III",1e+07,80238724,163876815,"Lionsgate","R","Horror"
"4645","7/1/2016","The Purge: Election Year",1e+07,79042440,118557124,"Universal","R","Horror"
"4646","10/19/2018","Halloween",1e+07,77501000,91801000,"31.0","2007.0","Action"
"4647","10/19/2018","Halloween",1e+07,77501000,91801000,"17.0","1978.0","Action"
"4648","10/19/2018","Halloween",1e+07,77501000,91801000,"Compass International","R","Horror"
"4649","10/19/2018","Halloween",1e+07,77501000,91801000,"MGM","R","Horror"
"4650","10/19/2018","Halloween",1e+07,77501000,91801000,"Universal","R","Horror"
"4651","5/18/2018","Book Club",1e+07,68566296,89643819,"Paramount Pictures","PG-13","Comedy"
"4652","8/25/2000","Bring it On",1e+07,68353550,90453550,"Universal","PG-13","Comedy"
"4653","1/29/1999","She's All That",1e+07,63465522,63465522,"29.0","1999.0","Action"
"4654","10/26/2007","Saw IV",1e+07,63300095,135759694,"Lionsgate","R","Horror"
"4655","2/24/2006","Madea's Family Reunion",1e+07,63257940,63320521,"24.0","2006.0","Action"
"4656","2/24/2006","Madea's Family Reunion",1e+07,63257940,63320521,"Lionsgate","PG-13","Comedy"
"4657","1/7/2005","White Noise",1e+07,56094360,92094360,"Universal","PG-13","Drama"
"4658","10/17/1986","The Color of Money",1e+07,52293000,52293000,"17.0","1986.0","Action"
"4659","10/17/1986","The Color of Money",1e+07,52293000,52293000,"Walt Disney","R","Drama"
"4660","6/5/2015","Insidious Chapter 3",1e+07,52218558,120678444,"Focus Features","PG-13","Horror"
"4661","10/2/1992","The Mighty Ducks",1e+07,50752337,50752337,"2.0","1992.0","Action"
"4662","10/2/1992","The Mighty Ducks",1e+07,50752337,50752337,"Walt Disney","PG","Comedy"
"4663","11/3/2017","Lady Bird",1e+07,48958273,78610769,"3.0","2017.0","Action"
"4664","11/3/2017","Lady Bird",1e+07,48958273,78610769,"A24","R","Drama"
"4665","11/6/2009","Precious (Based on the Novel Push by Sapphire)",1e+07,47566524,68722848,"6.0","2009.0","Action"
"4666","5/4/2012","The Best Exotic Marigold Hotel",1e+07,46383639,134639780,"Fox Searchlight","PG-13","Comedy"
"4667","6/8/2018","Hereditary",1e+07,44069456,70090779,"A24","R","Horror"
"4668","3/16/2018","Love, Simon",1e+07,40826341,65521685,"20th Century Fox","PG-13","Drama"
"4669","2/17/1989","Bill & Ted's Excellent Adventure",1e+07,40485039,40485039,"17.0","1989.0","Action"
"4670","2/17/1989","Bill & Ted's Excellent Adventure",1e+07,40485039,40485039,"Orion Pictures","PG","Adventure"
"4671","10/4/1962","The Longest Day",1e+07,39100000,50100000,"20th Century Fox","G","Action"
"4672","10/4/1962","The Longest Day",1e+07,39100000,50100000,"4.0","1962.0","Action"
"4673","2/16/1996","Happy Gilmore",1e+07,38623460,41004412,"16.0","1996.0","Action"
"4674","2/16/1996","Happy Gilmore",1e+07,38623460,41004412,"Universal","PG-13","Comedy"
"4675","10/27/2017","Jigsaw",1e+07,38052832,102499582,"Lionsgate","R","Horror"
"4676","8/31/2001","Jeepers Creepers",1e+07,37904175,58939035,"31.0","2001.0","Action"
"4677","8/31/2001","Jeepers Creepers",1e+07,37904175,58939035,"MGM","R","Horror"
"4678","6/28/1985","St. Elmo’s Fire",1e+07,37800000,37800000,"28.0","1985.0","Action"
"4679","6/28/1985","St. Elmo’s Fire",1e+07,37800000,37800000,"Sony Pictures","R","Drama"
"4680","12/11/1968","Oliver!",1e+07,37402877,37402877,"11.0","1968.0","Action"
"4681","2/16/2001","Recess: School's Out",1e+07,36696761,44451470,"16.0","2001.0","Action"
"4682","2/16/2001","Recess: School's Out",1e+07,36696761,44451470,"Walt Disney","G","Adventure"
"4683","7/10/1985","Mad Max Beyond Thunderdome",1e+07,36230219,36230219,"Warner Bros.","PG-13","Action"
"4684","7/10/1985","Mad Max Beyond Thunderdome",1e+07,36230219,36230219,"10.0","1985.0","Action"
"4685","11/3/1977","Pete’s Dragon",1e+07,3.6e+07,3.6e+07,"3.0","1977.0","Action"
"4686","11/3/1977","Pete’s Dragon",1e+07,3.6e+07,3.6e+07,"Walt Disney","PG","Adventure"
"4687","1/22/2016","The Boy",1e+07,35819556,68220952,"22.0","2016.0","Action"
"4688","1/22/2016","The Boy",1e+07,35819556,68220952,"STX Entertainment","PG-13","Horror"
"4689","10/4/1985","Commando",1e+07,35073978,35073978,"20th Century Fox","R","Action"
"4690","10/4/1985","Commando",1e+07,35073978,35073978,"4.0","1985.0","Action"
"4691","5/19/2017","Everything, Everything",1e+07,34121140,61604439,"19.0","2017.0","Action"
"4692","5/19/2017","Everything, Everything",1e+07,34121140,61604439,"Warner Bros.","PG-13","Drama"
"4693","9/17/2010","Devil",1e+07,33679655,63354114,"17.0","2010.0","Action"
"4694","9/17/2010","Devil",1e+07,33679655,63354114,"Universal","PG-13","Horror"
"4695","11/22/2002","Friday After Next",1e+07,33253609,33526835,"22.0","2002.0","Action"
"4696","11/22/2002","Friday After Next",1e+07,33253609,33526835,"New Line","R","Comedy"
"4697","3/22/1985","The Last Dragon",1e+07,3.3e+07,3.3e+07,"Sony Pictures",NA,"Action"
"4698","3/22/1985","The Last Dragon",1e+07,3.3e+07,3.3e+07,"22.0","1985.0","Action"
"4699","4/28/2017","How to Be a Latin Lover",1e+07,32149404,62556228,"Lionsgate","PG-13","Comedy"
"4700","3/6/1992","The Lawnmower Man",1e+07,32100816,32100816,"New Line","R","Action"
"4701","3/6/1992","The Lawnmower Man",1e+07,32100816,32100816,"6.0","1992.0","Action"
"4702","10/3/2008","Nick and Norah's Infinite Playlist",1e+07,31487293,33886017,"3.0","2008.0","Action"
"4703","10/3/2008","Nick and Norah's Infinite Playlist",1e+07,31487293,33886017,"Sony Pictures","PG-13","Drama"
"4704","12/19/2003","Calendar Girls",1e+07,31011616,93074616,"Walt Disney","PG-13","Comedy"
"4705","11/12/1999","Dogma",1e+07,30651422,43948865,"12.0","1999.0","Action"
"4706","11/12/1999","Dogma",1e+07,30651422,43948865,"Lionsgate","R","Comedy"
"4707","9/20/2002","The Banger Sisters",1e+07,30306281,38067218,"20.0","2002.0","Action"
"4708","9/20/2002","The Banger Sisters",1e+07,30306281,38067218,"20th Century Fox","R","Comedy"
"4709","12/8/2000","Snatch",1e+07,30093107,83593107,"8.0","2000.0","Action"
"4710","5/19/1989","Road House",1e+07,30050028,30050028,NA,"Not Rated","Action"
"4711","5/19/1989","Road House",1e+07,30050028,30050028,"United Artists","R","Action"
"4712","5/19/1989","Road House",1e+07,30050028,30050028,"19.0","1989.0","Action"
"4713","9/9/2016","When the Bough Breaks",1e+07,29747603,30768449,"9.0","2016.0","Action"
"4714","7/27/2018","Teen Titans Go! To The Movies",1e+07,29562341,51411600,"Warner Bros.","PG","Adventure"
"4715","6/24/1983","Twilight Zone: The Movie",1e+07,29500000,29500000,"24.0","1983.0","Action"
"4716","6/24/1983","Twilight Zone: The Movie",1e+07,29500000,29500000,"Warner Bros.","PG","Horror"
"4717","11/23/1994","A Low Down Dirty Shame",1e+07,29317886,29317886,"Walt Disney","R","Action"
"4718","11/23/1994","A Low Down Dirty Shame",1e+07,29317886,29317886,"23.0","1994.0","Action"
"4719","8/30/2013","One Direction: This is Us",1e+07,28873374,68541786,"30.0","2013.0","Action"
"4720","9/6/2002","Swimfan",1e+07,28564995,34084228,"6.0","2002.0","Action"
"4721","9/6/2002","Swimfan",1e+07,28564995,34084228,"20th Century Fox","PG-13","Drama"
"4722","10/6/2006","Employee of the Month",1e+07,28444855,38364855,"6.0","2006.0","Action"
"4723","10/6/2006","Employee of the Month",1e+07,28444855,38364855,"Lionsgate","PG-13","Comedy"
"4724","8/21/2015","Sinister 2",1e+07,27740955,54104225,"21.0","2015.0","Action"
"4725","8/21/2015","Sinister 2",1e+07,27740955,54104225,"Focus Features","R","Horror"
"4726","1/8/2016","The Forest",1e+07,26594261,40749230,"8.0","2016.0","Action"
"4727","11/6/2009","The Fourth Kind",1e+07,26218170,49486874,"6.0","2009.0","Action"
"4728","3/25/1983","The Outsiders",1e+07,25697647,25697647,"25.0","1983.0","Action"
"4729","3/25/1983","The Outsiders",1e+07,25697647,25697647,"Warner Bros.","PG-13","Drama"
"4730","6/12/1998","Can't Hardly Wait",1e+07,25358996,25358996,"12.0","1998.0","Action"
"4731","6/12/1998","Can't Hardly Wait",1e+07,25358996,25358996,"Sony Pictures","PG-13","Comedy"
"4732","8/17/2012","Sparkle",1e+07,24397469,24660323,"17.0","2012.0","Action"
"4733","8/17/2012","Sparkle",1e+07,24397469,24660323,"Warner Bros.",NA,"Drama"
"4734","8/17/2012","Sparkle",1e+07,24397469,24660323,"Sony Pictures","PG-13","Drama"
"4735","10/14/2016","Kevin Hart: What Now?",1e+07,23591043,23591043,"14.0","2016.0","Action"
"4736","4/26/2013","Mud",1e+07,21590086,31556959,"26.0","2013.0","Action"
"4737","4/26/2013","Mud",1e+07,21590086,31556959,"Roadside Attractions","PG-13","Drama"
"4738","11/12/2010","Skyline",1e+07,21416355,68264973,"12.0","2010.0","Action"
"4739","9/16/2016","Blair Witch",1e+07,20777061,37478274,"16.0","2016.0","Action"
"4740","9/16/2016","Blair Witch",1e+07,20777061,37478274,"Lionsgate","R","Horror"
"4741","10/21/1983","The Dead Zone",1e+07,20766000,20766000,"21.0","1983.0","Action"
"4742","10/21/1983","The Dead Zone",1e+07,20766000,20766000,"Paramount Pictures",NA,"Horror"
"4743","2/2/2001","Valentine",1e+07,20384136,20384136,"2.0","2001.0","Action"
"4744","2/2/2001","Valentine",1e+07,20384136,20384136,"Warner Bros.","R","Horror"
"4745","6/9/2006","A Prairie Home Companion",1e+07,20342852,26716191,"9.0","2006.0","Action"
"4746","6/9/2006","A Prairie Home Companion",1e+07,20342852,26716191,"Picturehouse","PG-13","Comedy"
"4747","2/23/2007","Reno 911!: Miami",1e+07,20342161,21851362,"23.0","2007.0","Action"
"4748","2/23/2007","Reno 911!: Miami",1e+07,20342161,21851362,"20th Century Fox","R","Comedy"
"4749","7/24/1998","Jane Austen's Mafia",1e+07,19843795,30143795,"24.0","1998.0","Action"
"4750","7/24/1998","Jane Austen's Mafia",1e+07,19843795,30143795,"Walt Disney","PG-13","Comedy"
"4751","10/23/2015","Paranormal Activity: The Ghost Dimension",1e+07,18297124,78096553,"23.0","2015.0","Action"
"4752","2/25/1994","Sugar Hill",1e+07,18272447,18423914,"25.0","1994.0","Action"
"4753","2/25/1994","Sugar Hill",1e+07,18272447,18423914,"20th Century Fox","R","Drama"
"4754","6/20/2008","Kit Kittredge: An American Girl",1e+07,17657973,17657973,"20.0","2008.0","Action"
"4755","6/20/2008","Kit Kittredge: An American Girl",1e+07,17657973,17657973,"Picturehouse","G","Drama"
"4756","9/27/1985","Invasion U.S.A.",1e+07,17536256,17536256,"Cannon","R","Action"
"4757","9/27/1985","Invasion U.S.A.",1e+07,17536256,17536256,"27.0","1985.0","Action"
"4758","9/23/2005","Roll Bounce",1e+07,17380866,17433072,"23.0","2005.0","Action"
"4759","9/23/2005","Roll Bounce",1e+07,17380866,17433072,"Fox Searchlight","PG-13","Comedy"
"4760","12/11/1998","Rushmore",1e+07,17105219,19080435,"11.0","1998.0","Action"
"4761","1/19/1990","Tremors",1e+07,16667084,16667084,"Universal","PG-13","Action"
"4762","1/19/1990","Tremors",1e+07,16667084,16667084,"19.0","1990.0","Action"
"4763","6/17/2005","The Perfect Man",1e+07,16535005,19535005,"17.0","2005.0","Action"
"4764","8/3/1990","Mo' Better Blues",1e+07,16153000,16153000,"3.0","1990.0","Action"
"4765","8/3/1990","Mo' Better Blues",1e+07,16153000,16153000,"Universal","R","Drama"
"4766","1/25/2002","Kung Pow: Enter the Fist",1e+07,16033556,17033556,"25.0","2002.0","Action"
"4767","1/25/2002","Kung Pow: Enter the Fist",1e+07,16033556,17033556,"20th Century Fox","PG-13","Comedy"
"4768","10/7/2016","The Birth of a Nation",1e+07,15861566,16891011,"7.0","2016.0","Action"
"4769","10/7/2016","The Birth of a Nation",1e+07,15861566,16891011,"8.0","1915.0","Action"
"4770","10/7/2016","The Birth of a Nation",1e+07,15861566,16891011,NA,"Not Rated","Drama"
"4771","10/7/2016","The Birth of a Nation",1e+07,15861566,16891011,"Fox Searchlight","R","Drama"
"4772","5/30/2003","Wrong Turn",1e+07,15417771,28649556,"30.0","2003.0","Action"
"4773","5/30/2003","Wrong Turn",1e+07,15417771,28649556,"20th Century Fox","R","Horror"
"4774","5/16/1980","The Long Riders",1e+07,15198912,15198912,"United Artists",NA,"Action"
"4775","5/16/1980","The Long Riders",1e+07,15198912,15198912,"16.0","1980.0","Action"
"4776","3/12/1999","The Corruptor",1e+07,15164492,15164492,"New Line","R","Action"
"4777","3/12/1999","The Corruptor",1e+07,15164492,15164492,"12.0","1999.0","Action"
"4778","8/14/2009","The Goods: Live Hard, Sell Hard",1e+07,15122676,15297318,"14.0","2009.0","Action"
"4779","8/14/2009","The Goods: Live Hard, Sell Hard",1e+07,15122676,15297318,"Paramount Vantage","R","Comedy"
"4780","11/23/2011","My Week with Marilyn",1e+07,14597405,34240572,"23.0","2011.0","Action"
"4781","11/23/2011","My Week with Marilyn",1e+07,14597405,34240572,"Weinstein Co.","R","Drama"
"4782","12/25/2014","Big Eyes",1e+07,14482031,27317872,"25.0","2014.0","Action"
"4783","12/25/2014","Big Eyes",1e+07,14482031,27317872,"Weinstein Co.","PG-13","Drama"
"4784","8/5/2005","Broken Flowers",1e+07,13744960,40744960,"5.0","2005.0","Action"
"4785","6/28/2002","Hey Arnold! The Movie",1e+07,13684949,13684949,"28.0","2002.0","Action"
"4786","6/28/2002","Hey Arnold! The Movie",1e+07,13684949,13684949,"Paramount Pictures","PG","Adventure"
"4787","12/30/2005","The Matador",1e+07,12589255,17300838,"30.0","2005.0","Action"
