year	week	rank	title_id	title	author
1973	1973-04-01	5	3999	SEMI-TOUGH	Dan Jenkins
1973	1973-04-01	6	547	AUGUST 1914	Aleksandr Solzhenitsyn
1973	1973-04-01	7	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-04-01	8	6002	THE PERSIAN BOY	Mary Renault
1973	1973-04-01	9	4752	THE CAMERONS	Robert Crichton
1973	1973-04-01	10	4174	SNOWFIRE	Phyllis A. Whitney
1973	1973-04-08	1	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-04-08	2	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-04-08	3	2052	GREEN DARKNESS	Anya Seton
1973	1973-04-08	4	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-04-08	5	3999	SEMI-TOUGH	Dan Jenkins
1973	1973-04-08	6	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-04-08	7	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-04-08	8	4752	THE CAMERONS	Robert Crichton
1973	1973-04-08	9	6002	THE PERSIAN BOY	Mary Renault
1973	1973-04-08	10	1619	ELEPHANTS CAN REMEMBER	Agatha Christie
1973	1973-04-15	1	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-04-15	2	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-04-15	3	2052	GREEN DARKNESS	Anya Seton
1973	1973-04-15	4	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-04-15	5	3999	SEMI-TOUGH	Dan Jenkins
1973	1973-04-15	6	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-04-15	7	6002	THE PERSIAN BOY	Mary Renault
1973	1973-04-15	8	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-04-15	9	547	AUGUST 1914	Aleksandr Solzhenitsyn
1973	1973-04-15	10	4983	THE DIGGERS GAME	George V. Higgins
1973	1973-04-22	1	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-04-22	2	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-04-22	3	2052	GREEN DARKNESS	Anya Seton
1973	1973-04-22	4	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-04-22	5	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-04-22	6	6002	THE PERSIAN BOY	Mary Renault
1973	1973-04-22	7	3999	SEMI-TOUGH	Dan Jenkins
1973	1973-04-22	8	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-04-22	9	2047	GRAVITY'S RAINBOW	Thomas Pynchon
1973	1973-04-22	10	4752	THE CAMERONS	Robert Crichton
1973	1973-04-29	1	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-04-29	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-04-29	3	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-04-29	4	2052	GREEN DARKNESS	Anya Seton
1973	1973-04-29	5	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-04-29	6	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-04-29	7	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-04-29	8	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-04-29	9	2047	GRAVITY'S RAINBOW	Thomas Pynchon
1973	1973-04-29	10	4983	THE DIGGERS GAME	George V. Higgins
1973	1973-05-06	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-05-06	2	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-05-06	3	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-05-06	4	2052	GREEN DARKNESS	Anya Seton
1973	1973-05-06	5	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-05-06	6	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-05-06	7	3999	SEMI-TOUGH	Dan Jenkins
1973	1973-05-06	8	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-05-06	9	6002	THE PERSIAN BOY	Mary Renault
1973	1973-05-06	10	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-05-13	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-05-13	2	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-05-13	3	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-05-13	4	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-05-13	5	2052	GREEN DARKNESS	Anya Seton
1973	1973-05-13	6	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-05-13	7	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-05-13	8	2047	GRAVITY'S RAINBOW	Thomas Pynchon
1973	1973-05-13	9	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-05-13	10	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-05-20	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-05-20	2	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-05-20	3	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-05-20	4	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-05-20	5	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-05-20	6	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-05-20	7	2052	GREEN DARKNESS	Anya Seton
1973	1973-05-20	8	2047	GRAVITY'S RAINBOW	Thomas Pynchon
1973	1973-05-20	9	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-05-20	10	6442	THE SUNLIGHT DIALOGUES	John Gardner
1973	1973-05-27	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-05-27	2	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-05-27	3	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-05-27	4	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-05-27	5	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-05-27	6	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-05-27	7	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-05-27	8	2052	GREEN DARKNESS	Anya Seton
1973	1973-05-27	9	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-05-27	10	4147	SLEEPING BEAUTY	Ross MacDonald
1973	1973-06-03	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-06-03	2	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-06-03	3	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-06-03	4	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-06-03	5	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-06-03	6	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-06-03	7	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-06-03	8	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-06-03	9	2052	GREEN DARKNESS	Anya Seton
1973	1973-06-03	10	4147	SLEEPING BEAUTY	Ross MacDonald
1973	1973-06-10	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-06-10	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-06-10	3	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-06-10	4	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-06-10	5	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-06-10	6	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-06-10	7	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-06-10	8	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-06-10	9	2052	GREEN DARKNESS	Anya Seton
1973	1973-06-10	10	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-06-17	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-06-17	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-06-17	3	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-06-17	4	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-06-17	5	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-06-17	6	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-06-17	7	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-06-17	8	6749	THE WORLD OF APPLES	John Cheever
1973	1973-06-17	9	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-06-17	10	4147	SLEEPING BEAUTY	Ross MacDonald
1973	1973-06-24	1	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-06-24	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-06-24	3	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-06-24	4	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-06-24	5	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-06-24	6	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-06-24	7	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-06-24	8	1713	FACING THE LIONS	Tom Wicker
1973	1973-06-24	9	4147	SLEEPING BEAUTY	Ross MacDonald
1973	1973-06-24	10	6459	THE TAKING OF PELHAM ONE TWO THREE	John Godey
1973	1973-07-01	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-07-01	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-07-01	3	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-07-01	4	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-07-01	5	1713	FACING THE LIONS	Tom Wicker
1973	1973-07-01	6	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-07-01	7	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-07-01	8	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-07-01	9	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-07-01	10	4147	SLEEPING BEAUTY	Ross MacDonald
1973	1973-07-08	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-07-08	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-07-08	3	1713	FACING THE LIONS	Tom Wicker
1973	1973-07-08	4	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-07-08	5	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-07-08	6	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-07-08	7	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-07-08	8	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-07-08	9	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-07-08	10	4147	SLEEPING BEAUTY	Ross MacDonald
1973	1973-07-15	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-07-15	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-07-15	3	1713	FACING THE LIONS	Tom Wicker
1973	1973-07-15	4	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-07-15	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-07-15	6	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-07-15	7	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-07-15	8	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-07-15	9	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-07-15	10	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-07-22	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-07-22	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-07-22	3	1713	FACING THE LIONS	Tom Wicker
1973	1973-07-22	4	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-07-22	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-07-22	6	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-07-22	7	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-07-22	8	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-07-22	9	2647	LAW AND ORDER	Dorothy Uhnak
1973	1973-07-22	10	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-07-29	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-07-29	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-07-29	3	1713	FACING THE LIONS	Tom Wicker
1973	1973-07-29	4	2120	HARVEST HOME	Thomas Tryon
1973	1973-07-29	5	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-07-29	6	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-07-29	7	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-07-29	8	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-07-29	9	1660	EVENING IN BYZANTIUM	Irwin Shaw
1973	1973-07-29	10	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-08-05	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-08-05	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-08-05	3	1713	FACING THE LIONS	Tom Wicker
1973	1973-08-05	4	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-08-05	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-08-05	6	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-08-05	7	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-08-05	8	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-08-05	9	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-08-05	10	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-08-12	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-08-12	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-08-12	3	1713	FACING THE LIONS	Tom Wicker
1973	1973-08-12	4	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-08-12	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-08-12	6	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-08-12	7	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-08-12	8	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-08-12	9	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-08-12	10	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-08-19	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-08-19	2	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-08-19	3	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-08-19	4	2120	HARVEST HOME	Thomas Tryon
1973	1973-08-19	5	1713	FACING THE LIONS	Tom Wicker
1973	1973-08-19	6	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-08-19	7	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-08-19	8	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-08-19	9	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-08-19	10	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-08-26	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-08-26	2	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-08-26	3	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-08-26	4	1713	FACING THE LIONS	Tom Wicker
1973	1973-08-26	5	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-08-26	6	2120	HARVEST HOME	Thomas Tryon
1973	1973-08-26	7	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-08-26	8	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-08-26	9	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-08-26	10	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-09-02	1	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-09-02	2	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-09-02	3	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-09-02	4	2120	HARVEST HOME	Thomas Tryon
1973	1973-09-02	5	1713	FACING THE LIONS	Tom Wicker
1973	1973-09-02	6	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-09-02	7	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-09-02	8	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-09-02	9	5780	THE MATLOCK PAPER	Robert Ludlum
1973	1973-09-02	10	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-09-09	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-09-09	2	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-09-09	3	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-09-09	4	1713	FACING THE LIONS	Tom Wicker
1973	1973-09-09	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-09-09	6	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-09-09	7	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-09-09	8	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-09-09	9	6427	THE SUMMER BEFORE THE DARK	Doris Lessing
1973	1973-09-09	10	2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach
1973	1973-09-16	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-09-16	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-09-16	3	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-09-16	4	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-09-16	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-09-16	6	1713	FACING THE LIONS	Tom Wicker
1973	1973-09-16	7	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-09-16	8	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-09-16	9	6184	THE SALAMANDER	Morris L. West
1973	1973-09-16	10	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-09-23	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-09-23	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-09-23	3	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-09-23	4	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-09-23	5	1713	FACING THE LIONS	Tom Wicker
1973	1973-09-23	6	2120	HARVEST HOME	Thomas Tryon
1973	1973-09-23	7	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-09-23	8	6184	THE SALAMANDER	Morris L. West
1973	1973-09-23	9	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-09-23	10	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-09-30	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-09-30	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-09-30	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-09-30	4	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-09-30	5	1713	FACING THE LIONS	Tom Wicker
1973	1973-09-30	6	2120	HARVEST HOME	Thomas Tryon
1973	1973-09-30	7	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-09-30	8	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-09-30	9	6184	THE SALAMANDER	Morris L. West
1973	1973-09-30	10	5914	THE ODESSA FILE	Frederick Forsyth
1973	1973-10-07	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-10-07	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-10-07	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-10-07	4	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-10-07	5	2120	HARVEST HOME	Thomas Tryon
1973	1973-10-07	6	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-10-07	7	6184	THE SALAMANDER	Morris L. West
1973	1973-10-07	8	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-10-07	9	1713	FACING THE LIONS	Tom Wicker
1973	1973-10-07	10	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-10-14	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-10-14	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-10-14	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-10-14	4	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-10-14	5	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-10-14	6	6184	THE SALAMANDER	Morris L. West
1973	1973-10-14	7	2120	HARVEST HOME	Thomas Tryon
1973	1973-10-14	8	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-10-14	9	1713	FACING THE LIONS	Tom Wicker
1973	1973-10-14	10	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-10-21	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-10-21	2	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-10-21	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-10-21	4	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-10-21	5	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-10-21	6	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-10-21	7	6184	THE SALAMANDER	Morris L. West
1973	1973-10-21	8	2120	HARVEST HOME	Thomas Tryon
1973	1973-10-21	9	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-10-21	10	1713	FACING THE LIONS	Tom Wicker
1973	1973-10-28	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-10-28	2	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-10-28	3	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-10-28	4	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-10-28	5	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-10-28	6	6184	THE SALAMANDER	Morris L. West
1973	1973-10-28	7	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-10-28	8	2120	HARVEST HOME	Thomas Tryon
1973	1973-10-28	9	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-10-28	10	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-11-04	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-11-04	2	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-11-04	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-11-04	4	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-11-04	5	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-11-04	6	6184	THE SALAMANDER	Morris L. West
1973	1973-11-04	7	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-11-04	8	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-11-04	9	2120	HARVEST HOME	Thomas Tryon
1973	1973-11-04	10	1225	CURSE OF THE KINGS	Victoria Holt
1973	1973-11-11	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-11-11	2	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-11-11	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-11-11	4	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-11-11	5	6184	THE SALAMANDER	Morris L. West
1973	1973-11-11	6	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-11-11	7	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-11-11	8	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-11-11	9	6776	THEOPHILUS NORTH	Thornton Wilder
1973	1973-11-11	10	2120	HARVEST HOME	Thomas Tryon
1973	1973-11-18	1	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-11-18	2	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-11-18	3	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-11-18	4	886	BURR	Gore Vidal
1973	1973-11-18	5	6184	THE SALAMANDER	Morris L. West
1973	1973-11-18	6	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-11-18	7	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-11-18	8	827	BREAKFAST OF CHAMPIONS	Kurt Vonnegut
1973	1973-11-18	9	6776	THEOPHILUS NORTH	Thornton Wilder
1973	1973-11-18	10	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-11-25	1	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-11-25	2	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-11-25	3	886	BURR	Gore Vidal
1973	1973-11-25	4	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-11-25	5	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-11-25	6	6776	THEOPHILUS NORTH	Thornton Wilder
1973	1973-11-25	7	6184	THE SALAMANDER	Morris L. West
1973	1973-11-25	8	1113	COME NINEVEH, COME TYRE	Allen Drury
1973	1973-11-25	9	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-11-25	10	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-12-02	1	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-12-02	2	886	BURR	Gore Vidal
1973	1973-12-02	3	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-12-02	4	6776	THEOPHILUS NORTH	Thornton Wilder
1973	1973-12-02	5	6184	THE SALAMANDER	Morris L. West
1973	1973-12-02	6	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-12-02	7	1113	COME NINEVEH, COME TYRE	Allen Drury
1973	1973-12-02	8	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-12-02	9	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-12-02	10	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-12-09	1	886	BURR	Gore Vidal
1973	1973-12-09	2	5407	THE HONORARY CONSUL	Graham Greene
1973	1973-12-09	3	5401	THE HOLLOW HILLS	Mary Stewart
1973	1973-12-09	4	6776	THEOPHILUS NORTH	Thornton Wilder
1973	1973-12-09	5	5149	THE FIRST DEADLY SIN	Lawrence Sanders
1973	1973-12-09	6	6184	THE SALAMANDER	Morris L. West
1973	1973-12-09	7	4633	THE BILLION DOLLAR SURE THING	Paul Emil Erdman
1973	1973-12-09	8	1113	COME NINEVEH, COME TYRE	Allen Drury
1973	1973-12-09	9	7366	WORLD WITHOUT END, AMEN	Jimmy Breslin
1973	1973-12-09	10	3369	ONCE IS NOT ENOUGH	Jacqueline Susann
1973	1973-12-16	1	886	BURR	Gore Vidal
