observed,location_details,county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
"I am not sure I have anything to report, but cannot quit thinking about an experience I had this August 2000 in the Six Rivers National Forest in Northern California in Trinity County.  I grew up near there so am not easily ""spooked"" by nature's noises.  While camping with my family, my husband and I heard this very strange noise off in the distance.  It was weird enough for me to ask him, ""What was that?""  He did not know either.  Having grown up in the mountains, I ruled out coyotes (we heard a pack of coyotes every other night we camped but not that night), foxes, and mountain lions.  I do not (or should I say have not believed) in the legendary Bigfoot.  My father was a timberfaller for nearly 30 years and never experienced any Bigfoot sightings, so I am not sure what to make of this strange sound.  To give you an idea of the indescribable noise, my husband's first impression was it was a bear that got hit by a car, although we did not hear a car for three days.  But after listening to the taped scream from Del Norte County, CA, the recorded sound was very similar to what we heard except it went on for hours.  I had my husband listen to it this morning and did not show him what it was, just had him close his eyes and listen to the recording and he agreed the sound we heard this summer was similar to the recording.  I am trying to rule out the Bigfoot possibility, that is why I am going to your organization.  This all happened on a full moon which further adds to the spookiness.  It lasted from about 10:30 at night until about 3 am.  It started to the left of out camp (no other campers around, as we do not stay in campgrounds) and got closer.  When it was directly across from our camp (all the while traveling along the rocky river bar) the noises stopped.  But what is strange is our four dogs started acting scared and started to dig to get inside the tent.  They whimpered, and having a Jack Russell, black lab and two dachshunds, acted out of character.  The did not bark at the noise which is what they would have done had it been an animal. They acted afraid.  Then the noise started on the right of the camp for quite some time, then started getting closer again. Again ceasing when it was across from our camp sight.  It went off to the left and quit about 3am.  It made the hair on the back of my neck stand up, and I don't think I want to ""see"" what mande those noises, and like I said I haven't been able to get it out of my mind.  I would like to find a simple answer to the sound.  As a side not, I had a video camera with me, but was too afraid to get out of the tent and go to the truck to get it! ","We were at a campsite located at Three Forks, which is near the source of the Mad River.  We were just off the paved road about thirty yards.",Trinity County,California,Summer,,,,,533.0,Class B,,,,,,,,,,,,,,,,,
"I was deer hunting last weekend when I noticed some tracks. I followed the tracks to a hidden waterhole in a very dry place where you would not normally find water. The tracks measure about 16 inches long and 10 inches wide. there are at least 50 oor more tracks leading up the hill. I think I found some of his dung and it was very hard on the outside and still semi-soft on the inside, and it has a very one of a kind smell. It does not smell bad, it almost smells sweet. I have been hunting these woods for over 20 yrs, never have I seen anything like this.  I do have some of the dung with me in a ziploc bag if someone would like to test it. The tracks look as if he is still using them over and over again because the area is very dry and when you step in the tracks it is real quiet. The water hole was a little murky but could have been other animals but I believe I might have just missed him!",Out by Lewiston Lake,Trinity County,California,Fall,,,,,405.0,Class A,,,,,,,,,,,,,,,,,
"I was working in the northern part of New Mexico training to be a Wildland Fire Fighter. In September 2003 (maybe the second week of that month) I was dispatched with 22 other people to the Del Loma Fire in the Shasta/Trinity Forest area, the Northern part of California. Each Crew had about 20 people, our plane that left Albuquerque held 2 crews. For almost the whole two weeks, we were all on standby. On the 4th to the last day of our 2 weeks of Fire call, we were setting up camp close to a river, about 5-10 miles out from the original forest fire. It was close to sun down when, a couple of guys were amazed at something. I heard them from inside my tent, but just ignored the whole thing until one of my crew members came and pulled me out of my tent. I had no idea what I was supposed to be looking at or for. He pointed across the river and I was in shock when he pointed out the biggest, hairiest mammal I had ever seen just walking along the river side minding his own business. It stopped and looked at us. The way he stood on his hind legs was like an ordinary human. He had dark, long hair and stood about 7ft tall with a muscular build. At this point I was the 4th person standing there in amazement. Maybe about 5 minutes of watching him watch us, with more people coming out with flashlights (because the sun was still going down) he darted in to the trees. He was running, taking long strides, and was gone in about 3 seconds.....and was literally pushing trees out of his way (not breaking them, but  pushing them out of his way). The trees behind him on his path up the mountain were swaying back and forth. I was surprised to see to these trees moving because they are thick in width and very tall. By this time it was dark but lit enough to see which way he was headed. Up the mountain a little, there was a clearing, where we spotted him again before he disappeared for good. He made no noise, no yelling or screaming. He was just as timid as can be. I have heard many stories about Bigfoot, and known that they are real but when seeing one in real life....you get a sense of respect for them and just have that feeling that there is more to life than you know.",In the Shasta/Trinity Forest,Trinity County,California,Fall,Report 13419: Firefighter describes multiple-witness sighting during the Loma Fire,40.7485,-123.2718,2003-09-15,13419.0,Class A,9r0rffh1ny,87.95,67.64,47.33,32.02,0.25,,0.66,0,0,,,Clear throughout the day.,0,,252,0.71
"Was hiking/running the Stuart Fork trail (Trinity Alps)yesterday, and came upon about a dozen footprints right where the trail enters Morris Meadows. The trail gets very heavy use (tho didnt see anyone yesterday) so the prints are most likely a prank or maybe superimposed boot prints, but they interested me enough to make this report (i personally dont believe in bigfoot). They werent very clear, but each print was about 15"" long and the they were a good 4+ feet apart. They were much deeper than surrounding boot prints, which is what caught my attention. I took a few photos; ill send you a copy when they get developed.","right on trail, where trail first breaks into open meadow--about 50 ft or so of prints; the trail surface becomes too hard to sustain prints before and after the tracks, so i couldnt follow them very far.",Trinity County,California,Fall,"Report 7115: Mountain runner spots large, deep footprints on Stuart Fork Trail in Trinity Alps",40.98333,-122.6986,2003-10-14,7115.0,Class B,9r29puv95q,75.08,61.57,48.06,23.64,0.24,0.01,0.64,0,0,,1019.78,Clear throughout the day.,5,10,226,0.47
"In Feb. 1977, a friend, his two older brothers, and his younger cousin and I went backpacking in the Trinity Alps area near Shasta Ca.  I was 17 at the time, and would regularly take time off from high school with my parent’s permission to go on camping trips as long as I kept my grades up.  I do not remember the exact date's as it has been nearly 26 years since the trip. My friend and his brother had camped at the area the previous year in the Trinity Alps.  We departed from our homes in Whittier and Pico Rivera, Ca. in a newer model popup camper Volkswagen bus driven by one brother, and a '69 VW bus driven by the other brother.  Since I was not driving I do not recall the highways or road to the campground that we took, and I no longer have contact with my friend and his family. I remember it took around 10 hours to get there.  We had to turn off the main highway on to a dirt road that we had to drive approximately 10 to 15 miles in order to reach the campground.  On the way to the campground on the dirt road there was patches of snow on the ground but the road was very drivable. About 8 miles on the dirt road we saw an older model VW Beetle coming towards us and we flagged it down, so we could ask the driver what the conditions were like at the campground.  The driver was alone and appeared to be in his mid to late 20s.  He had long hair and a beard and he appeared to be very nervous and distracted when he spoke to us.  He said, ""that the fishing was good along the river"" and that’s about all I remember him saying besides ""good luck and for us to be careful"" before driving off.  The whole conversation only took about 2 minutes.  We continued on towards the campground and I remember us kidding to each other how weird the guy had acted as if something had frightened him. When we got to the camp area we saw that there was no other campers around and no sign of any recent visitors.  We set up camp by parking the '69 VW parallel to the river about 25 feet from the bank that led to the river and by parking the other bus the other way about 20 feet away from the '69 bus with the fire ring between the two vehicles.  The popup VW was parked with it's rear bumper facing the base of a long hill and the front facing the river about 45 feet from the river.  The campground was in a very remote and densely forested area nestled between large mountains in every direction. We set up camp and decided to go for a hike.  We hiked about five miles into a very primitive area along a trail that was hard to follow in some areas.  After awhile we came upon an old cabin.  The cabin appeared to be abandoned for some time by the shape it was in.  One of the brothers was able to get the door open and we all went inside.  There was a few old cans of food, an old rusted shotgun, old blankets, and an old gas lantern.  There were rodent droppings throughout the cabin, and we figured that it possibly was used by seasonal hunters.  We closed up the cabin, and continued our hike.  It was getting late so we decided to sleep under the stars that night instead of hiking back to the campground in the dark. I remember that it was one of the coldest nights I had ever been through as my frozen boots that I had left outside of my tent attested to in the morning. We hiked back to our camp the next morning, and prepared breakfast, and just kind of relaxed all day.  Later in the afternoon we took our guns out, and had target practice on some tin cans.  At night we made a huge fire in the pit, listened to music on the tape deck and talked about the day.  We all headed for bed around 9:30 or 10:00 that night. The cousin and I slept up in the canvas pop-top of the bus, while my friend and the older of his two brothers slept below on the foldout bed.  The other brother slept with his dog in the other bus. Around 10:30 I remember I was almost asleep when I heard a noise coming from far above on the hill next to us.  I then heard something moving at a high rate of speed coming down the hill towards us.  Suddenly the whole bus started rocking back and forth from side to side and at one point I thought it was going to tip over.  I remember hanging on tight and then worrying that if the bus did roll over that I may be crushed if the popup collapsed so I dove for the floor of the bus, and a second later the cousin landed on top of me.  The bus stopped rocking suddenly and I remember hearing over our screams a lot of noise just outside of our vehicle.  We then heard yelling coming from the other brother in his bus and his dog barking like crazy.  We tried looking out the windshield and the side windows but it was iced up and fogged up from the cold.  In a second it was dead quiet again.  We rolled down the passenger side window and called out to the other brother if he was ok.  He said that he was and we all slowly got out of the buses.  The brother in our bus had grabbed his 44 Magnum, and led the way out.  The first thing I noticed was that all of our backpacks had been flung about the camp and that my pack and the cousins pack had been torn open and the contents of our packs was strewn everywhere.  We left everything where it was, and we all crammed into the popup bus for the rest of the night.  Needless to say we barely slept that night. The next morning we cleaned up the mess outside, and speculated on what could have attacked us. The whole attack lasted only a few minutes.  We ruled out a bear because there were no bear tracks. And a bear would have still been in the area.  I climbed the hill behind our bus that I heard whatever it was that had come after us, and I noticed long skid marks that started higher than I could climb, but I saw no footprints.  I tried to match the stride of the skid marks coming down the hill but couldn't because of the steepness of the hill and the space between the skid marks. We went on with our day by preparing and eating breakfast, and later going for a short hike, and again shooting our guns at targets.  I think that we were all a little edgy after the attack, and I know I kept looking around and over my shoulder whenever possible. Later that night we again sat around the campfire, and listened to music, and talked.  And again we went to bed around the same time.  We kept the same sleeping arrangements and I remember being jumpy at every little sound that I heard outside.  Once again I remember that I was almost asleep when again I heard a noise coming from high above us.  I then heard something rolling down the hill towards us, and the back of our bus being hit by some large object.  I remember all of us saying something like ""oh no, not again"".  I then heard the same sounds as the night before coming fast at us from the hill.  This time I didn't wait, and I dove for the floor, and again the cousin landed on top of me.  And once again the bus started to rock violently from side to side for about 30 seconds.  My friend’s brother had kept his 44 near him, and he was waving it around at the windows, and I remember thinking that one of us may get shot by accident.  When the shaking stopped we again heard the other brother yelling from his bus and his dog going nuts.   We tried to see through the iced over windows again with no success.  We exited our bus as soon as we were sure the attacks were over, and called out to the other brother who said he was ok.  I remember the strong smell of something for a short while.  With our flashlights beaming we conducted a brief search of the immediate area. This time our packs were undisturbed.  We walked to the back of our bus, and there was a large rock about 3 feet in diameter wedged between the rear bumper, and the back tire on the driver’s side.  One side of the rock had a very pointed edge to it, and it was inches from the tire.  Whatever had attacked us had thrown the boulder down first before it began its attack on us.  We then noticed that the other bus that the brother was in, which was the closest to the river, had been either pushed or dragged about 5 feet towards the river.  Whatever had attacked us had been very fast and extremely strong, to have attacked so quickly, and to have moved a whole VW bus by itself.  Again I don't remember getting much sleep that night, and the next morning we cut our trip short by packing everything up, and getting the hell out of there. Ironically the first campground that we came to was the Bigfoot RV Park not far down the main highway if that helps with the location at all. We stayed there for the night and used the showers to clean up, and we slept for 12 hours straight as I recall before leaving for home the next day. I remember not having to drive too far to where there was a statue of Bigfoot in a town called Red Bluff or something like that on the way home. I am 43 years old now, and I have only told this story to a few people including my wife and three kids.  My friends and I never really talked about it when we got back from our trip only because it was so surreal, and I personally thought that people would think that I made it up, or I was insane or something.  I remember for a long time after the trip that I would still get the chills if I was home alone, and I would think about the attacks.  To this day I really don't have any idea what it was up there.  I have thought about everything that it could have been including that crazy looking guy we met on our way to the campground but it would have been impossible for him to match the strength and quickness that I witnessed those two nights.  I don't believe in supernatural forces, monsters, aliens, and creatures that have never been discovered. I consider myself an intelligent man, and a reasonable person.  I see enough in the real world as a peace officer to believe in fairytales.  I am only writing about my adventure because I saw the article on bigfoot on AOL, and decided to check out the web site.  I thought it would be fun to share my incident with you.  To this day I am not saying that we were attacked by a bigfoot, because we never saw anything to support that claim.  I am only saying what I am saying, and that we were attacked twice by some unknown man or animal, with enormous quickness, stealth and strength. The next year my friend went back to the same campground with his brother and another friend, and no further incidences occurred. I am open to any reasonable explanation, but I don't lose any sleep over this after all these years.  I just thought this would interest you.","West on highway 299, about 14 miles west of Weaverville, Ca. then go north on the Hobo Gulch Rd.",Trinity County,California,Winter,,,,,7231.0,Class B,,,,,,,,,,,,,,,,,
"It was approx. 2 a.m. on a cool dark quiet night.  My wife, kids, and me were all in rear of trailer sleeping, which we had rented for the week. We had opened the windows all around the trailer, because it was hot earlier, but left them open after we fell asleep.  I was in a deep sleep, when literally my wife starts smacking and pulling at my arm, as I'm abruptly awoken, she begins frantically telling me in soft hurried controlled panic ”there is something outside”, I cracked my eyes and was conscious, I heard what she said, but was either not believing what she said, or that she wasn't lying, and something was really outside.  In her words she heard padded steps for a minute, before she woke me up. Then what got me was when something stepped on our outside trailer step, and put pressure on the step, which caused the trailer to move.  Well, by this time we were both sitting up in our bed, and hanging on every whim, listening in the night.  My wife was so scared; she said, “If that door opens I'm going to scream so loud I swear.”  At that moment, it was surely a strange eerie feeling, and I remember anticipating the door opening, and how helpless I felt.  I was sweating seriously, because something inside of me was telling me that I did not want to confront what was outside. Daisy, my beautiful Jack Russell dog we brought along who barks at everything, and is always alert, was in the front part of the trailer sleeping on the couch.  It was quiet the whole time not making a peep, and when we looked at her, she was like right, no way am I going out there!  In the morning we asked our friends if they heard anything, or were you playing around at night?  But, with paying it no mind they said ""no!""  But, I knew it was not in their character.  I just don't know what else that would be so bold to actually go right to our trailer?","Well, from Bay area take I-5 north to Hwy. 299 then go west on Hwy. 3 North. The campground is right off the road. It was a very long and winding road, and it takes 6 hours to get to from home. It was a long and beautiful ride.",Trinity County,California,Summer,,,,,8729.0,Class B,,,,,,,,,,,,,,,,,
"I have been backpacking in the Trinity Alps for 12 years and have ran into many bears and even mountain lions but this experience was much different. My wife, brother, and another friend of ours went packing to Bear Lake in the trinity alps. It was our last night and we were the only ones at the lake. Since it was in August fire wood was scarce and we had none for our last night. We sat in our dark camp until about midnight then everyone wanted to sleep. My brother and our friend shared a tent and my wife and I shared one. I lay in my tent and couldn't sleep. I looked at the time and it was 1:30 am. My wife was asleep and I heard what I thought was my brother walking around in camp. It walked around for at least a minute so I whispered my brothers name to see if it was him but it kept walking around and not responding which made me very nervous. I heard the steps getting closer to my tent and I started to smell a horrible animal stench. I had left my backpack leaning against a log about 15 feet from our tent. Whatever it was walked over and picked up my pack off the ground and was holding it above my tent. I could see the shadow of something very large  standing outside the tent trying to rip open my pack as it held it above our tent which had no food in it., Our food pack was up in a tree on the other side of camp with only freeze dried food. I was in such shock I yelled at it and it stood still. My wife, brother, and our friend all woke up from my yelling. My brother was trying to get out of his tent when the animal dropped my pack on top of our tent and ran out of our camp.",It was Big Bear Lake. The trail head is off HWY 3 about 40 miles north of Weaverville and about a 5 mile hike to the lake.,Trinity County,California,Summer,Report 27327: Wilderness campers have an unknown visitor in the Trinity Alps of Northern California,41.1139,-122.7,2010-08-29,27327.0,Class B,9r29zus9ff,69.31,57.325,45.34,39.59,0.57,0.29,0.66,0,0,,1012.15,Mostly cloudy starting in the evening.,8,10,274,0.42
"Around 1979-----Norm and I hunt the Monache Meadow area, we had camped at Summers Ridge that night. About 2:00 in the, morning, this loud howl of immense volume, coming from one the meadows, yes it did have sad tone to it, but did not seem threatening. We got into the jeep, and started spot-lighting the meadows. After hour of this, the loud howl went away. We re-treated to our camp, for some un-nerving sleep. But ever sence this encounter, our group looks for signs, of this big creature, up on south fork of the Kern River. Then ten years later what happen to bridge builders, 3 miles from our encounter. Monache Meadows is at 8,000 ft. High, and very cold at night. The south fork of the Kern River runs thru--it It has lots of deer, bear, cougars, fish and now bigfoot.",MONACHE  MEADOWS----SOUTH  FORK  KERN  RIVER,Tulare County,California,Fall,"Report 12328: Hunters are awakened by loud, repetitive vocalizations in Monache Meadows",36.1894,-118.1729,1979-10-01,12328.0,Class B,9q7vyuj4ec,,,,,,,,,,,,,,,,
"Sir, A good friend of mine and I were camping up on the Kern Plateau, a massive area 7,000 feet-plus in elevation on the western flank of the Sierra Nevada above the Kern River in late October 1985, (Peppermint Springs Campground is closest location). We had driven by 4X4 truck for approx. 2 miles back in from the highway. We wanted to be alone, away from a formal camping area as we had firearms and planned on doing some ""plinking"". However, we discovered that there were                other ""campers/hunters"" in the area-- but none camped close. One gentleman even joined us for dinner, as he hadn't eaten in a couple of days. He was friendly and said he worked as a handyman in the area during the summer season. As night fell, we heard several vehicles pulling out, going back toward the highway. The temperature began to drop rapidly. Later that evening, perhaps around 8:30 pm, my friend and I were sitting by the campfire sipping beers and listening to a bit of country/western music when suddenly... my friend said to me, ""Do you hear that?"" I turned down the music to listen. What we heard was un-godly. It was a loud, shrill-pitched scream. A combination growl/scream, really, that echoed for miles throughout the woods, and it wasn't human. At first, I thought it must be some drunken hunter howling at the moon. But, it was far too loud and intense. We listened again.... and again it sounded, this time closer. It was quite simply bone chilling. We immediately turned off the music and grabbed our firearms, rechecked that they were loaded and, frankly, just sat there stunned. We were armed with a 30.06 rifle, a 12-gauge pump shotgun, and a pair of .22 caliber pistols. This did not make us feel secure. It was that profound of an experience, the kind of episode where the hair on the back of one's neck stands straight up. The entire forest, I mean everything, shut down completely when this creature made those horrific screams. It remained for the rest of the evening. We also felt like something was ""close"" to us. There was just this subtle, palpable vibe. To put in perspective how spooked we were (because we heard another short series of screams around 11:00 pm) we both slept with the guns literally under our pillows. My buddy refused to sleep by the fire, instead preferring to sleep in the back of my Ford pick-up. I am an experienced bow-hunter/outdoorsman with many years spent in the wilderness hunting and camping. This is the first time I've ever related this story in print, although I have told it several times to friends. At first, they laugh, but as I go into detail they can see quite clearly that I'm not exaggerating. This was a very strange incident, indeed.","Above Kernville, CA  Highway 190 north area--  Peppermint Springs Campground was within several miles of our wilderness camp.",Tulare County,California,Fall,"Report 11407: Two young men camping in the high country, hear vocals",36.05361,-118.5347,1985-10-27,11407.0,Class B,9q7tnemet2,,,,,,,,,,,,,,,,
"I saw what could only be described as a bigfoot several years ago on route to Kennedy Meadows.  I was driving up the dirt road past Grumpy Bear's place and not too far from Kennedy Meadows--maybe a few miles--where we were later camped.  I believe it was around Memorial Day, 1986-88. The sun was setting, and as I looked to the west to glance at it as it began to dip below the mountains, I something caught my eye out in the desert, among the Joshua trees.  At first I thought it was just a Joshua tree; but it was moving the same direction as I was driving--north.  I slowed, and watched it as it ran.  It was probably 100 yards? or so from me. I could tell it was big and tall, had long, dark brown hair.  Its arms were longer than a man's and I could see the hair flop up and down as it ran.  Its legs appeared to be very muscular and I was impressed by the ease in which it ran--its movement reminded me of a tiger, strong and graceful, although he ran on two legs like a human.  I saw it's head turn towards me, and I got a chill as I thought this thing is making eye contact with me!  Although I felt fear, I also felt it felt fear towards me.  (Don't ask me to explain this, but that's how I felt and I am an intuitive person!)  This was all in a matter of seconds--maybe five.  I turned to my passenger to relate to her what I saw, slowed down some more, but when I looked again to point out the bigfoot, all I saw was Joshua trees and desert.  I felt he was hiding from me. It was really an incredible experience, one that I will always remember. I didn't stop the car, climb the fence or go after him.  I continued to drive on to the campsite where I told my experience to the rest of the group. A few weeks to a month later, I remember seeing in the Bakersfield Californian an article that a bigfoot was spotted in the Shirley Meadows Campground.  As I understand it, that's not too far from Kennedy Meadows.",,Tulare County,California,Spring,Report 2794: Woman has early evening sighting near Kennedy Meadows,36.05278,-118.1303,1987-05-31,2794.0,Class A,9q7vpghnst,,,,,,,,,,,,,,,,
"My brother and I were on backpacking trip in sometime in the mid 1980's. 1987, if my memory serves me correctly. We were hiking the High Sierra Trail from Bearpaw Meadow over the summit into the Kern River valley. We had made quite a distance the third day out (about 18 miles) and were exhausted when we stopped at a small lake called Morraine Lake high above the Kern River valley. We had seen no other hikers the entire day. As we were sitting in camp at dusk, the quiet was pierced by an unearthly screaming howl of immense volume, emanating from some distance away from us, but carrying quite clearly in the still air. It sounded as if it came from some animal with huge lung capacity, and could not be confused with human, a bear, or any other sound I had ever heard. The outburst only happened once and trailed off rather than stopping abruptly. Although clearly not human, it somehow seemed sad in tone rather than fierce or threatening. ""Did you hear that?!"" my brother asked. ""I sure did,"" I replied. ""What do you think it was?"" he then asked. ""I have no idea,"" was my response. We were so tired that we just climbed in the tent and took our chances with whatever was out there. By morning we had forgotten about it. It remained forgotten for days until we got back to civilization and were having a meal of ""real food"" at a local diner. The newspaper I was reading carried a story about three men who were repairing a footbridge in the Golden Trout wilderness area of the Kern River for the U.S. Forest service. They were experienced woodsmen, one was a 60-year-old Mono Indian. They were frightened severely at dusk one evening by what they described as a nine-foot-tall hairy beast coming down a hillside at them screaming loudly. It was a classic Bigfoot sighting, except it was way out of the normal geographic range for sightings, since the Sierra Mountain range was not believed to be a typical Bigfoot area. They fired a shot over its head with a 30.06 rifle, and were so upset that they packed out to a Ranger Station that night and made a report to the ranger. The ranger scoffed at them, and surmised that they had seen a bear or cougar. They replied that they knew what bear and cougars looked and sounded like, and that THIS creature was different. Way different! The ranger accompanied them the next morning to the sight and saw some large footprints in gravel, but nothing like a cast could be made from. I checked the day and place that these men said this happened and you guessed it, it was the same day that my brother and I heard this weird screaming howl, perhaps 5-8 miles away. I never reported this to anyone, but you can have this for your files and maybe if you piece enough of these small events together you can come up with a bigger picture. Good Luck!","Bearpaw Meadow, California High Sierra Trail",Tulare County,California,Fall,,,,,2183.0,Class A,,,,,,,,,,,,,,,,,
"This is not a sighting report. But it is a report.  My name is Steve High. I read the anonymous sighting report you have posted for Three Rivers, CA, in Tulare County. I work in Visalia, the closest major town to that area and am familiar with Three Rivers. I had business to attend to there last Monday (8/8/99) and afterwards scoped out the area of the story and spoke to 2 locals. The area of the sighting was easy to find as there is only one bridge in that area and it is indeed silver [in color]. The vegetation there is heavily riparian and even unusual. Blackberries, poison oak, willows, sycamore and live oaks are in an amazing and dense tangle. The berry bushes and poison oak is a daunting floor, wall and canopy up to about 15 feet and quite thick and intimidating. Visibility in the field of the vegetation is perhaps 20 to 30 feet. It is possible to be completely out of sight of the road within just 5 feetof the road on either side. Of note is that this is a riparian habitat and only extends to the bottom of the canyon, which in the area of the bridge would give it a width of perhaps 50 yards. Other places upstream and down, it widens to perhaps 200 yards.This vegetation gives way abruptly to normal foothill trees and grasses with wide and steep expanses of open terrain where a coyote would have difficulty hiding. It is really a quite striking contrast. Also, there is little to no water above ground in the stream area at this time of year and it becomes drier up through October. The rains begin here in November. My observation is that the vegetation and terrain and the dry stream bed would afford a hidden passage for any animal up to the size of a large elk travelling up or down the canyon. My speculation is that Three Rivers is about as far down the canyon as any animal would get and still be useen, as this blanket of vegetation falls off rapidly into the highway and opens up to Kaweah Lake. However, going UP the canyon, the area winds about and becomes seriously more rugged and difficult to travel over the next 15 miles and extends up into Sequoia National Park. There is no hunting in the park and it would be a natural game path for animals as diverse as racoon, deer, black bear, fox and mountain lion to travel. I saw no reason why a Bigfoot could not also take this same trip. What should also be mentioned is that there are three homes rather impossibly nestled in the undergrowth. One is below the bridge and two above. All three showed signs of a full family living there year round. A large animal or even a poacher would have to come out of the undergrowth and cross the road in this vicinity OR risk detection from one of the homes. Of the 2 locals I spoke to, one was a deputy who had lived up there his entire life and who was actively involved with the search and rescue unit. I asked him plainly what his opinion was of the Bigfoot sighting last August [1998]. He said that it was the first he'd heard of that. Also, that if something like that had really happened that EVERYONE in town would know about it by the following morning. He believed it was likely a story put out by one of the citizens to entice more people to drive up the road as tourism to Sequoia had been slow. An acountant listening in seconded the opinion. Both men were locals and were certain that there was no truth to it, even as a rumor. I then asked them if they had EVER heard tale of a Bigfoot sighting in Three Rivers. They said they had not. They were in fact incredulous that I might be taking such a thing seriously. They both said that it could have been Deputy B_____ as he was 6-ft-6 and often wandered about town. He was the closest thing they had to a Bigfoot. So, what we have here at best is a very quiet sighting that was not mentioned to law enforcement or the press, or at worst a fiction. If it were a rumor put out to generate interest and get more people to drive up to the area, it failed. I will also check with the local newspaper for the dates following the sighting and see what they have to say. REPORTING LIVE FROM THREE RIVERS, CA - Steve High","In Re: the Three Rivers sighting in Tulare, CA, August 1998",Tulare County,California,Summer,,,,,2878.0,Class C,,,,,,,,,,,,,,,,,
I thought a saw a bear in the middle of the road; then it stood up and ran on two feet and jumped a nearby barbed-wire fence and kept running into the woods until it was gone.,"Just south of Three Rivers, California, about 3 miles up the South Fork Road. This is in Tulare County.",Tulare County,California,Summer,,,,,2877.0,Class A,,,,,,,,,,,,,,,,,
"My sighting was in May of 2000 on the Tule River Indian Reservation in Porterville CA.  I worked on the reservation at this time at the end of the paved road (very remote), my secretary (who is a member of the tribe) and I stepped outside for a break.  My secretary spotted it first on the mountain behind our office.  She pointed it out to me, it was a large hairy mammal standing in front of a rock about 100 yrds away with it's left arm extended upward holding on to a rock ledge.  It was easy to see and make out the animal's face and eyes.  We watched it for about 10 minuets but then my secretary got scared so we went back into the office.  She then told me that her people believed that the bigfoot was sacred and that they lived at the area we had saw the bigfoot and that they help to carry their dead through this mountain to the other side.  I then went back out side and it was gone.","Tule River Indian Reservation, Porterville CA.",Tulare County,California,Spring,Report 9357: Workers have daytime sighting on Tule River Indian Reservation,36.0438,-118.7402,2000-05-01,9357.0,Class A,9q7t41842g,83.28,63.47,43.66,41.97,0.47,0.01,0.91,,,rain,,Clear throughout the day.,10,10,243,1.63
"My incident was not a sighting of an actual Big Foot creature, but of footprints. My father and I were camping at Kennedy Meadows Campground on the South Fork of the Kern River in California. On April 24, 2001 - we had cross the stream to do some hiking, but could not cross back the same we had came. We decided to go upstream to see if there were any better crossing points, or cross the bridge which was much further upstream. About 2 miles upstream from the campgrounds we found a suitable place to swim across, then we proceeded uphill to look for the Pacific Crest Trail which leads back to the campground. We figured we were probably within a quarter of a mile from the trail which runs parallel to the river. While walking through the forest looking for the trail, I happened to look down and noticed some unusual tracks. I called my father over to look at them as well, and to provide confirmation that I was not just ""seeing things"". What we saw were footprints which looked approximately 12 inches long and probably 5 or 6 inches wide in the shape of a human foot. The print had 5 toes - with the big toe having the most prominent print. The foot did not seem to have the concave pattern on the inside which would indicate an arch - it seemed almost square in shape. I considered the possibility that these prints could be a hoax, however, at that point, we had not yet found the trail and it turned out that we were still about 100 feet from it. The prints we saw were in the forest between the river and the PC trail and actually looked as though they could have been travelling parallel to the trail. We could not determine the age of the print. It had rained probably 5 days earlier and the print had been made after the rain, but did not look much older than a day or two. This is all the information I can remember at this point, but I am anxious to go back to see if I can find more footprints.",Take the Kennedy Meadows exit from Highway 395 (I don't remember the road name or number) and drive about 22 miles up into the mountains. The Pacific Crest Trail is on the far side of the campground.,Tulare County,California,Spring,,,,,2431.0,Class A,,,,,,,,,,,,,,,,,
