broad_field,major_field,field,year,n_phds
Engineering,Other engineering,Petroleum engineering,2012,67
Engineering,Other engineering,"Polymer, plastics engineering",2012,67
Engineering,Other engineering,Robotics,2012,50
Engineering,Other engineering,Structural engineering,2012,81
Engineering,Other engineering,Systems engineering,2012,82
Engineering,Other engineering,Transportation and highway engineering,2012,76
Engineering,Other engineering,"Engineering, general",2012,43
Engineering,Other engineering,"Engineering, other",2012,129
Education,Education administration,Educational administration and supervision,2012,219
Education,Education administration,"Educational and human resource studies, development",2012,78
Education,Education administration,Educational leadership,2012,673
Education,Education administration,Urban education and leadership,2012,87
Education,Education research,"Counseling education, counseling and guidance",2012,223
Education,Education research,Curriculum and instruction,2012,583
Education,Education research,Educational and instructional media design,2012,30
Education,Education research,Educational and instructional technology,2012,164
Education,Education research,"Educational assessment, testing, measurement",2012,57
Education,Education research,Educational policy analysis,2012,157
Education,Education research,Educational psychology (education),2012,302
Education,Education research,"Educational statistics, research methods",2012,70
Education,Education research,Higher education evaluation and research,2012,448
Education,Education research,International education,2012,52
Education,Education research,School psychology (education),2012,117
Education,Education research,Social and philosophical foundations of education,2012,98
Education,Education research,Special education,2012,268
Education,Teacher education,Adult and continuing teacher education,2012,49
Education,Teacher education,Elementary teacher education,2012,40
Education,Teacher education,"Pre-elementary, early childhood teacher education",2012,29
Education,Teacher education,Secondary teacher education,2012,38
Education,Teaching fields,Agricultural education,2012,30
Education,Teaching fields,Art education,2012,36
Education,Teaching fields,Bilingual and multilingual education,2012,35
Education,Teaching fields,Business education,2012,NA
Education,Teaching fields,English as a second or foreign language,2012,NA
Education,Teaching fields,English education,2012,32
Education,Teaching fields,"Family, consumer, and human sciences",2012,10
Education,Teaching fields,Foreign languages education,2012,60
Education,Teaching fields,Health education,2012,35
Education,Teaching fields,Literacy and reading educationm,2012,124
Education,Teaching fields,Mathematics education,2012,114
Education,Teaching fields,Music education,2012,69
Education,Teaching fields,Nursing education,2012,18
Education,Teaching fields,Physical education and coaching,2012,38
Education,Teaching fields,Science education,2012,110
Education,Teaching fields,Social science education,2012,20
Education,Teaching fields,"Teacher education and professional development, othern",2012,26
Education,Teaching fields,Trade and industrial education,2012,NA
Education,Other education,Workforce education and development,2012,NA
Education,Other education,"Education, general",2012,121
Education,Other education,"Education, other",2012,143
Humanities and arts,Foreign languages and literature,Arabic language and literature,2012,12
Humanities and arts,Foreign languages and literature,Chinese language and literature,2012,20
Humanities and arts,Foreign languages and literature,French language and literature,2012,122
Humanities and arts,Foreign languages and literature,Germanic language and literature,2012,90
Humanities and arts,Foreign languages and literature,Italian language and literature,2012,50
Humanities and arts,Foreign languages and literature,Japanese language and literature,2012,20
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2012,57
Humanities and arts,Foreign languages and literature,Russian language and literature,2012,24
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2012,NA
Humanities and arts,Foreign languages and literature,Spanish language and literature,2012,205
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2012,84
Humanities and arts,History,African history,2012,38
Humanities and arts,History,"American history, United States and Canada",2012,440
Humanities and arts,History,Asian history,2012,73
Humanities and arts,History,European history,2012,186
Humanities and arts,History,"History, science and technology and society",2012,49
Humanities and arts,History,Latin American history,2012,63
Humanities and arts,History,"Middle, Near East history",2012,60
Humanities and arts,History,"History, general",2012,93
Humanities and arts,History,"History, other",2012,84
Humanities and arts,Letters,"American literature, United States and Canada",2012,409
Humanities and arts,Letters,Classics,2012,101
Humanities and arts,Letters,Comparative literature,2012,201
Humanities and arts,Letters,Creative writing,2012,93
Humanities and arts,Letters,English language,2012,154
Humanities and arts,Letters,"English literature, British and Commonwealth",2012,423
Humanities and arts,Letters,Folklore,2012,6
Humanities and arts,Letters,Rhetoric and composition,2012,154
Humanities and arts,Letters,Speech and rhetorical studies,2012,53
Humanities and arts,Letters,"Letters, general",2012,18
Humanities and arts,Letters,"Letters, other",2012,26
Humanities and arts,Other humanities and arts,Archaeology (humanities),2012,79
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2012,227
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2012,95
Humanities and arts,Other humanities and arts,Dance,2012,NA
Humanities and arts,Other humanities and arts,"Drama, theater arts",2012,111
Humanities and arts,Other humanities and arts,Ethics,2012,29
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2012,62
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2012,17
Humanities and arts,Other humanities and arts,Music,2012,67
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2012,138
Humanities and arts,Other humanities and arts,Music performance,2012,113
Humanities and arts,Other humanities and arts,Music theory and composition,2012,95
Humanities and arts,Other humanities and arts,"Music, other",2012,21
Humanities and arts,Other humanities and arts,Philosophy,2012,497
Humanities and arts,Other humanities and arts,"Religion, religious studies",2012,290
Humanities and arts,Other humanities and arts,"Theology, religious education",2012,184
Humanities and arts,Other humanities and arts,"Humanities, general",2012,16
Humanities and arts,Other humanities and arts,"Humanities, other",2012,112
Other,Business management and administration,Accounting,2012,175
Other,Business management and administration,Banking/financial services,2012,NA
Other,Business management and administration,Business administration and management,2012,221
Other,Business management and administration,"Business, managerial economics",2012,31
Other,Business management and administration,Finance,2012,232
Other,Business management and administration,"Hospitality, food service and tourism management",2012,57
Other,Business management and administration,Human resources development,2012,44
Other,Business management and administration,"International business, trade, commerce",2012,21
Other,Business management and administration,"Management information systems, business statistics",2012,103
Other,Business management and administration,Marketing management and research,2012,174
Other,Business management and administration,Operations research (business),2012,80
Other,Business management and administration,Organizational behavior,2012,163
Other,Business management and administration,"Business management and administration, general",2012,50
Other,Business management and administration,"Business management and administration, other",2012,53
Other,Communication,Communication research,2012,126
Other,Communication,Communication theory,2012,31
Other,Communication,"Film, radio, TV and digital communication",2012,43
Other,Communication,"Mass communication, media studies",2012,199
Other,Communication,"Communication, general",2012,117
Other,Communication,"Communication, other",2012,79
Other,Non-S&E fields nec,Architecture and environmental design,2012,109
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2012,50
Other,Non-S&E fields nec,Law,2012,53
Other,Non-S&E fields nec,Library science,2012,49
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2012,61
Other,Non-S&E fields nec,Public administration,2012,132
Other,Non-S&E fields nec,Social work,2012,280
Other,Non-S&E fields nec,Other fields nec,2012,1
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2013,107
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2013,21
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2013,8
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2013,86
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2013,54
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2013,23
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2013,85
Life sciences,Agricultural sciences and natural resources,Environmental science,2013,204
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2013,53
Life sciences,Agricultural sciences and natural resources,Food science,2013,105
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2013,48
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2013,19
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2013,44
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2013,26
Life sciences,Agricultural sciences and natural resources,Horticulture science,2013,41
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2013,NA
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2013,92
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2013,22
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2013,74
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2013,67
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2013,16
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2013,51
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2013,41
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2013,8
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2013,9
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2013,20
Life sciences,Biological and biomedical sciences,Anatomy,2013,15
Life sciences,Biological and biomedical sciences,Bacteriology,2013,28
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2013,827
Life sciences,Biological and biomedical sciences,Bioinformatics,2013,166
Life sciences,Biological and biomedical sciences,Biomedical sciences,2013,401
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2013,145
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2013,179
Life sciences,Biological and biomedical sciences,Biotechnology,2013,39
Life sciences,Biological and biomedical sciences,Botany and plant biology,2013,91
Life sciences,Biological and biomedical sciences,Cancer biology,2013,379
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2013,318
Life sciences,Biological and biomedical sciences,Computational biology,2013,115
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2013,197
Life sciences,Biological and biomedical sciences,Ecology,2013,468
Life sciences,Biological and biomedical sciences,Endocrinology,2013,39
Life sciences,Biological and biomedical sciences,Entomology,2013,118
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2013,33
Life sciences,Biological and biomedical sciences,Epidemiology,2013,353
Life sciences,Biological and biomedical sciences,Evolutionary biology,2013,209
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2013,396
Life sciences,Biological and biomedical sciences,Immunology,2013,471
Life sciences,Biological and biomedical sciences,Microbiology,2013,455
Life sciences,Biological and biomedical sciences,Molecular biology,2013,646
Life sciences,Biological and biomedical sciences,Molecular medicine,2013,NA
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2013,1016
Life sciences,Biological and biomedical sciences,Nutrition sciences,2013,177
Life sciences,Biological and biomedical sciences,Parasitology,2013,26
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2013,95
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2013,286
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2013,210
Life sciences,Biological and biomedical sciences,Plant genetics,2013,37
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2013,21
Life sciences,Biological and biomedical sciences,Plant physiology,2013,25
Life sciences,Biological and biomedical sciences,Structural biology,2013,67
Life sciences,Biological and biomedical sciences,Toxicology,2013,99
Life sciences,Biological and biomedical sciences,Virology,2013,162
Life sciences,Biological and biomedical sciences,Wildlife biology,2013,NA
Life sciences,Biological and biomedical sciences,Zoology,2013,40
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2013,256
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2013,103
Life sciences,Health sciences,Environmental health,2013,70
Life sciences,Health sciences,Environmental toxicologyc,2013,NA
Life sciences,Health sciences,Gerontology (health sciences),2013,13
Life sciences,Health sciences,Health and behavior,2013,NA
Life sciences,Health sciences,Health services research,2013,NA
Life sciences,Health sciences,Health systems administration,2013,89
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2013,214
Life sciences,Health sciences,"Medical physics, radiological science",2013,93
Life sciences,Health sciences,Nursing science,2013,510
Life sciences,Health sciences,"Oral biology, oral pathology",2013,20
Life sciences,Health sciences,Pharmaceutical sciencesg,2013,332
Life sciences,Health sciences,Public health,2013,431
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2013,85
Life sciences,Health sciences,Speech-language pathology and audiology,2013,110
Life sciences,Health sciences,Veterinary sciences,2013,67
Life sciences,Health sciences,"Health sciences, general",2013,62
Life sciences,Health sciences,"Health sciences, other",2013,80
Life sciences,Chemistry,Analytical chemistry,2013,417
Life sciences,Chemistry,Chemical biology,2013,NA
Life sciences,Chemistry,Inorganic chemistry,2013,297
Life sciences,Chemistry,Medicinal chemistryh,2013,NA
Life sciences,Chemistry,Organic chemistry,2013,643
Life sciences,Chemistry,Physical chemistry,2013,355
Life sciences,Chemistry,Polymer chemistry,2013,125
Life sciences,Chemistry,Theoretical chemistry,2013,74
Life sciences,Chemistry,"Chemistry, general",2013,364
Life sciences,Chemistry,"Chemistry, other",2013,209
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2013,205
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2013,49
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2013,43
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2013,18
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2013,77
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2013,18
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2013,489
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2013,73
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2013,126
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2013,32
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2013,113
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2013,16
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2013,31
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2013,22
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2013,33
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2013,43
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2013,295
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2013,51
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2013,111
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2013,26
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2013,92
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2013,15
Life sciences,Physics and astronomy,Astronomy and astrophysics,2013,301
Life sciences,Physics and astronomy,Astronomy,2013,103
Life sciences,Physics and astronomy,Astrophysics,2013,184
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2013,14
Life sciences,Physics and astronomy,Physics,2013,1810
Life sciences,Physics and astronomy,Acoustics,2013,22
Life sciences,Physics and astronomy,Applied physics,2013,180
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2013,118
Life sciences,Physics and astronomy,Biophysics (physics),2013,133
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2013,413
Life sciences,Physics and astronomy,Elementary particle physics,2013,272
Life sciences,Physics and astronomy,Nuclear physics,2013,75
Life sciences,Physics and astronomy,"Optics, photonics",2013,174
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2013,71
Life sciences,Physics and astronomy,Polymer physics,2013,32
Life sciences,Physics and astronomy,"Physics, general",2013,192
Life sciences,Physics and astronomy,"Physics, other",2013,128
Mathematics and computer sciences,Computer and information sciences,Computer science,2013,1568
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2013,152
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2013,NA
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2013,123
Mathematics and computer sciences,Mathematics and statistics,Algebra,2013,151
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2013,159
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2013,455
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2013,22
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2013,119
Mathematics and computer sciences,Mathematics and statistics,Logic,2013,33
Mathematics and computer sciences,Mathematics and statistics,Number theory,2013,79
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2013,15
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2013,364
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2013,78
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2013,234
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2013,108
Psychology and social sciences,Psychology,Behavioral analysis,2013,54
Psychology and social sciences,Psychology,Clinical psychology,2013,1140
Psychology and social sciences,Psychology,Cognitive neuroscience,2013,NA
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2013,219
Psychology and social sciences,Psychology,Community psychology,2013,NA
Psychology and social sciences,Psychology,Comparative psychology,2013,NA
Psychology and social sciences,Psychology,Counseling,2013,425
Psychology and social sciences,Psychology,Developmental and child psychology,2013,227
Psychology and social sciences,Psychology,Educational psychology (psychology),2013,60
Psychology and social sciences,Psychology,Experimental psychology,2013,141
Psychology and social sciences,Psychology,Family psychology,2013,33
Psychology and social sciences,Psychology,"Health, medical psychology",2013,65
Psychology and social sciences,Psychology,Human development and family studies,2013,138
Psychology and social sciences,Psychology,Industrial and organizational psychology,2013,214
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2013,NA
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2013,112
Psychology and social sciences,Psychology,Personality psychology,2013,15
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2013,44
Psychology and social sciences,Psychology,School psychology (psychology),2013,114
Psychology and social sciences,Psychology,Social psychology,2013,211
Psychology and social sciences,Psychology,"Psychology, general",2013,229
Psychology and social sciences,Psychology,"Psychology, other",2013,151
Psychology and social sciences,Psychology,Social sciences,2013,4988
Psychology and social sciences,Anthropology,"Anthropology, cultural",2013,NA
Psychology and social sciences,Anthropology,"Anthropology, generalj",2013,550
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2013,NA
Psychology and social sciences,Economics,Econometrics,2013,48
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2013,49
Psychology and social sciences,Economics,Other economics,2013,1086
Psychology and social sciences,Other social sciences,"American, U.S. studies",2013,122
Psychology and social sciences,Other social sciences,Applied linguistics,2013,NA
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2013,98
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2013,75
Psychology and social sciences,Other social sciences,Criminology,2013,76
Psychology and social sciences,Other social sciences,Demography and population studies,2013,27
Psychology and social sciences,Other social sciences,Gender and women's studies,2013,NA
Psychology and social sciences,Other social sciences,Geography,2013,251
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2013,32
Psychology and social sciences,Other social sciences,Health policy analysis,2013,69
Psychology and social sciences,Other social sciences,"International relations, international affairs",2013,119
Psychology and social sciences,Other social sciences,Linguistics,2013,285
Psychology and social sciences,Other social sciences,Public policy analysis,2013,279
Psychology and social sciences,Other social sciences,Statistics (social sciences),2013,24
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2013,114
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2013,39
Psychology and social sciences,Other social sciences,"Social sciences, general",2013,55
Psychology and social sciences,Other social sciences,"Social sciences, other",2013,151
Engineering,Other engineering,Agricultural engineering,2013,75
Engineering,Other engineering,Ceramic sciences engineering,2013,3
Engineering,Other engineering,Communications engineering,2013,31
Engineering,Other engineering,Computer engineering,2013,417
Engineering,Other engineering,"Engineering management, administration",2013,59
Engineering,Other engineering,Engineering mechanics,2013,70
Engineering,Other engineering,Engineering physics,2013,34
Engineering,Other engineering,Engineering science,2013,41
Engineering,Other engineering,"Environmental, environmental health engineeringl",2013,269
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2013,51
Engineering,Other engineering,Metallurgical engineering,2013,25
Engineering,Other engineering,Mining and mineral engineering,2013,29
Engineering,Other engineering,Nuclear engineering,2013,119
Engineering,Other engineering,Ocean engineering,2013,30
Engineering,Other engineering,Operations research (engineering),2013,119
Engineering,Other engineering,Petroleum engineering,2013,92
Engineering,Other engineering,"Polymer, plastics engineering",2013,61
Engineering,Other engineering,Robotics,2013,59
Engineering,Other engineering,Structural engineering,2013,81
Engineering,Other engineering,Systems engineering,2013,114
Engineering,Other engineering,Transportation and highway engineering,2013,80
Engineering,Other engineering,"Engineering, general",2013,24
Engineering,Other engineering,"Engineering, other",2013,134
Education,Education administration,Educational administration and supervision,2013,187
Education,Education administration,"Educational and human resource studies, development",2013,93
Education,Education administration,Educational leadership,2013,601
Education,Education administration,Urban education and leadership,2013,84
Education,Education research,"Counseling education, counseling and guidance",2013,257
Education,Education research,Curriculum and instruction,2013,586
Education,Education research,Educational and instructional media design,2013,17
Education,Education research,Educational and instructional technology,2013,241
Education,Education research,"Educational assessment, testing, measurement",2013,63
Education,Education research,Educational policy analysis,2013,171
Education,Education research,Educational psychology (education),2013,283
Education,Education research,"Educational statistics, research methods",2013,84
Education,Education research,Higher education evaluation and research,2013,435
Education,Education research,International education,2013,65
Education,Education research,School psychology (education),2013,131
Education,Education research,Social and philosophical foundations of education,2013,84
Education,Education research,Special education,2013,286
Education,Teacher education,Adult and continuing teacher education,2013,23
Education,Teacher education,Elementary teacher education,2013,26
Education,Teacher education,"Pre-elementary, early childhood teacher education",2013,35
Education,Teacher education,Secondary teacher education,2013,25
Education,Teaching fields,Agricultural education,2013,27
Education,Teaching fields,Art education,2013,30
Education,Teaching fields,Bilingual and multilingual education,2013,50
Education,Teaching fields,Business education,2013,NA
Education,Teaching fields,English as a second or foreign language,2013,NA
Education,Teaching fields,English education,2013,35
Education,Teaching fields,"Family, consumer, and human sciences",2013,19
Education,Teaching fields,Foreign languages education,2013,54
Education,Teaching fields,Health education,2013,52
Education,Teaching fields,Literacy and reading educationm,2013,126
Education,Teaching fields,Mathematics education,2013,138
Education,Teaching fields,Music education,2013,91
Education,Teaching fields,Nursing education,2013,33
Education,Teaching fields,Physical education and coaching,2013,44
Education,Teaching fields,Science education,2013,114
Education,Teaching fields,Social science education,2013,22
Education,Teaching fields,"Teacher education and professional development, othern",2013,57
Education,Teaching fields,Trade and industrial education,2013,NA
Education,Other education,Workforce education and development,2013,NA
Education,Other education,"Education, general",2013,128
Education,Other education,"Education, other",2013,137
Humanities and arts,Foreign languages and literature,Arabic language and literature,2013,9
Humanities and arts,Foreign languages and literature,Chinese language and literature,2013,37
Humanities and arts,Foreign languages and literature,French language and literature,2013,140
Humanities and arts,Foreign languages and literature,Germanic language and literature,2013,74
Humanities and arts,Foreign languages and literature,Italian language and literature,2013,44
Humanities and arts,Foreign languages and literature,Japanese language and literature,2013,21
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2013,66
Humanities and arts,Foreign languages and literature,Russian language and literature,2013,30
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2013,NA
Humanities and arts,Foreign languages and literature,Spanish language and literature,2013,216
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2013,64
Humanities and arts,History,African history,2013,32
Humanities and arts,History,"American history, United States and Canada",2013,444
Humanities and arts,History,Asian history,2013,85
Humanities and arts,History,European history,2013,186
Humanities and arts,History,"History, science and technology and society",2013,53
Humanities and arts,History,Latin American history,2013,77
Humanities and arts,History,"Middle, Near East history",2013,71
Humanities and arts,History,"History, general",2013,105
Humanities and arts,History,"History, other",2013,95
Humanities and arts,Letters,"American literature, United States and Canada",2013,397
Humanities and arts,Letters,Classics,2013,101
Humanities and arts,Letters,Comparative literature,2013,218
Humanities and arts,Letters,Creative writing,2013,79
Humanities and arts,Letters,English language,2013,92
Humanities and arts,Letters,"English literature, British and Commonwealth",2013,399
Humanities and arts,Letters,Folklore,2013,9
Humanities and arts,Letters,Rhetoric and composition,2013,220
Humanities and arts,Letters,Speech and rhetorical studies,2013,33
Humanities and arts,Letters,"Letters, general",2013,26
Humanities and arts,Letters,"Letters, other",2013,32
Humanities and arts,Other humanities and arts,Archaeology (humanities),2013,72
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2013,265
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2013,106
Humanities and arts,Other humanities and arts,Dance,2013,NA
Humanities and arts,Other humanities and arts,"Drama, theater arts",2013,120
Humanities and arts,Other humanities and arts,Ethics,2013,26
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2013,67
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2013,33
Humanities and arts,Other humanities and arts,Music,2013,88
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2013,128
Humanities and arts,Other humanities and arts,Music performance,2013,124
Humanities and arts,Other humanities and arts,Music theory and composition,2013,102
Humanities and arts,Other humanities and arts,"Music, other",2013,29
Humanities and arts,Other humanities and arts,Philosophy,2013,494
Humanities and arts,Other humanities and arts,"Religion, religious studies",2013,301
Humanities and arts,Other humanities and arts,"Theology, religious education",2013,173
Humanities and arts,Other humanities and arts,"Humanities, general",2013,31
Humanities and arts,Other humanities and arts,"Humanities, other",2013,101
Other,Business management and administration,Accounting,2013,168
Other,Business management and administration,Banking/financial services,2013,NA
Other,Business management and administration,Business administration and management,2013,269
Other,Business management and administration,"Business, managerial economics",2013,24
Other,Business management and administration,Finance,2013,260
Other,Business management and administration,"Hospitality, food service and tourism management",2013,71
Other,Business management and administration,Human resources development,2013,44
Other,Business management and administration,"International business, trade, commerce",2013,33
Other,Business management and administration,"Management information systems, business statistics",2013,107
Other,Business management and administration,Marketing management and research,2013,191
Other,Business management and administration,Operations research (business),2013,103
Other,Business management and administration,Organizational behavior,2013,186
Other,Business management and administration,"Business management and administration, general",2013,40
Other,Business management and administration,"Business management and administration, other",2013,55
Other,Communication,Communication research,2013,155
Other,Communication,Communication theory,2013,30
Other,Communication,"Film, radio, TV and digital communication",2013,30
Other,Communication,"Mass communication, media studies",2013,239
Other,Communication,"Communication, general",2013,107
Other,Communication,"Communication, other",2013,84
Other,Non-S&E fields nec,Architecture and environmental design,2013,101
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2013,57
Other,Non-S&E fields nec,Law,2013,81
Other,Non-S&E fields nec,Library science,2013,39
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2013,76
Other,Non-S&E fields nec,Public administration,2013,127
Other,Non-S&E fields nec,Social work,2013,330
Other,Non-S&E fields nec,Other fields nec,2013,16
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2014,96
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2014,39
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2014,NA
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2014,80
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2014,50
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2014,25
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2014,103
Life sciences,Agricultural sciences and natural resources,Environmental science,2014,213
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2014,52
Life sciences,Agricultural sciences and natural resources,Food science,2014,93
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2014,39
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2014,22
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2014,28
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2014,20
Life sciences,Agricultural sciences and natural resources,Horticulture science,2014,51
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2014,35
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2014,70
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2014,28
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2014,74
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2014,78
