current_up_to,region_id,iso3_code,total_members,deposits_ref,deposits_abstract,deposits_license,deposits_crossmark,deposits_updates,deposits_textmining,deposits_status_info,acknowledges_funding,deposits_funder_id,deposits_grant_id,deposits_orcid,deposits_orcid_for_authors,deposits_orcid_for_chairs,deposits_orcid_for_editors,deposits_orcid_for_translators,deposits_ror_id,deposits_ror_id_for_affiliations,deposits_ror_id_for_funders,deposits_ror_id_for_institutions
2024-09-30,EAS,MYS,158,43,132,58,4,1,72,NA,16,16,NA,78,78,0,5,0,0,0,0,0
2024-09-30,EAS,NZL,48,15,43,20,2,1,19,NA,3,3,NA,33,33,2,6,1,2,2,0,0
2024-09-30,EAS,PHL,117,20,106,36,7,0,43,NA,2,2,NA,63,62,0,2,0,0,0,0,0
2024-09-30,EAS,PYF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,EAS,SGP,58,19,46,28,5,3,27,NA,4,4,NA,32,31,0,4,0,0,0,0,0
2024-09-30,EAS,THA,73,23,63,42,2,0,47,NA,2,2,NA,41,41,0,1,0,0,0,0,0
2024-09-30,EAS,TLS,2,1,2,2,0,0,2,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2024-09-30,EAS,TWN,32,14,18,9,5,2,9,NA,4,4,NA,14,14,0,0,0,0,0,0,0
2024-09-30,EAS,VNM,134,26,131,28,2,0,98,NA,4,4,NA,45,45,0,0,0,0,0,0,0
2024-09-30,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,ECS,ALB,15,9,14,9,0,0,9,NA,0,0,NA,7,7,0,1,1,0,0,0,0
2024-09-30,ECS,ARM,51,44,48,5,1,0,6,NA,5,5,NA,18,18,0,1,0,0,0,0,0
2024-09-30,ECS,AUT,67,15,45,21,2,0,24,NA,0,2,NA,41,41,1,7,0,1,1,0,0
2024-09-30,ECS,AZE,47,8,39,2,2,0,5,NA,1,1,NA,26,26,0,0,0,0,0,0,0
2024-09-30,ECS,BEL,52,18,33,17,0,0,16,NA,5,4,NA,31,29,0,7,0,3,3,0,1
2024-09-30,ECS,BGR,72,26,65,22,2,2,23,NA,6,6,NA,41,41,1,2,2,0,0,0,0
2024-09-30,ECS,BIH,74,18,68,25,0,0,37,NA,4,4,NA,33,33,0,1,0,8,8,0,0
2024-09-30,ECS,BLR,30,13,22,11,3,0,10,NA,1,1,NA,19,19,0,1,0,0,0,0,0
2024-09-30,ECS,CHE,142,38,116,53,7,2,46,NA,21,20,NA,74,73,0,24,1,1,1,0,1
2024-09-30,ECS,CYP,10,4,9,3,1,1,4,NA,1,1,NA,7,7,0,2,0,1,1,0,0
2024-09-30,ECS,CZE,123,58,85,48,7,4,34,NA,11,10,NA,76,74,0,13,0,6,6,0,1
2024-09-30,ECS,DEU,254,84,195,103,18,10,74,NA,28,28,NA,141,139,1,40,3,10,10,0,1
2024-09-30,ECS,DNK,24,10,21,11,3,1,8,NA,3,3,NA,15,15,0,4,0,0,0,0,0
2024-09-30,ECS,ESP,493,178,411,222,32,5,245,NA,55,51,NA,340,340,16,54,3,3,1,0,2
2024-09-30,ECS,EST,16,8,12,7,1,1,8,NA,1,1,NA,10,10,1,3,1,0,0,0,0
2024-09-30,ECS,FIN,134,8,131,78,1,1,114,NA,10,10,NA,99,99,0,9,1,0,0,0,0
2024-09-30,ECS,FRA,128,46,99,46,12,7,40,NA,12,13,NA,70,70,1,14,0,3,3,0,0
2024-09-30,ECS,FRO,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,ECS,GBR,647,212,461,234,59,36,208,NA,66,65,NA,334,331,1,50,6,17,16,0,4
2024-09-30,ECS,GEO,35,6,30,7,1,0,15,NA,1,1,NA,14,14,0,0,0,0,0,0,0
2024-09-30,ECS,GRC,44,8,33,8,2,2,6,NA,2,1,NA,21,21,0,2,0,0,0,0,0
2024-09-30,ECS,HRV,194,39,180,20,2,1,17,NA,2,2,NA,159,159,0,8,0,10,10,0,0
2024-09-30,ECS,HUN,309,47,265,81,2,2,112,NA,6,6,NA,148,148,0,16,5,2,2,0,1
2024-09-30,ECS,IRL,28,9,23,8,0,0,7,NA,1,0,NA,18,17,0,4,0,4,4,0,0
2024-09-30,ECS,ISL,8,1,7,4,1,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,ECS,ITA,134,51,95,35,5,4,33,NA,7,6,NA,67,66,3,9,1,0,0,0,0
2024-09-30,ECS,KAZ,133,46,123,37,1,1,56,NA,4,4,NA,96,95,0,1,1,0,0,0,0
2024-09-30,ECS,KGZ,27,10,19,4,0,0,3,NA,3,2,NA,16,16,0,1,0,0,0,0,0
2024-09-30,ECS,LTU,46,20,37,21,8,3,24,NA,4,4,NA,29,28,1,6,2,0,0,0,0
2024-09-30,ECS,LUX,2,1,2,0,0,0,0,NA,0,1,NA,2,2,0,0,0,0,0,0,0
2024-09-30,ECS,LVA,17,9,15,10,1,0,8,NA,1,1,NA,11,11,4,4,0,0,0,0,0
2024-09-30,ECS,MCO,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,ECS,MDA,43,5,36,7,0,0,2,NA,0,0,NA,33,33,0,2,0,3,3,0,0
2024-09-30,ECS,MKD,43,8,20,11,2,0,9,NA,1,1,NA,9,9,0,0,0,0,0,0,0
2024-09-30,ECS,MNE,12,4,10,3,0,0,3,NA,0,0,NA,6,6,0,1,0,0,0,0,0
2024-09-30,ECS,NLD,142,53,113,65,9,7,70,NA,22,23,NA,84,84,0,17,1,7,5,0,2
2024-09-30,ECS,NOR,34,18,27,16,2,2,16,NA,4,4,NA,24,24,0,2,0,0,0,0,0
2024-09-30,ECS,POL,348,175,290,180,18,8,183,NA,21,20,NA,295,295,4,67,15,4,3,0,1
2024-09-30,ECS,PRT,154,31,118,49,6,1,59,NA,5,6,NA,110,108,5,27,3,0,0,0,0
2024-09-30,ECS,ROU,246,112,206,60,6,1,55,NA,11,10,NA,130,128,0,13,1,0,0,0,0
2024-09-30,ECS,RUS,1482,644,1076,387,79,10,406,NA,115,111,NA,1042,1040,9,76,22,4,4,0,1
2024-09-30,ECS,SRB,82,34,70,31,3,0,37,NA,18,18,NA,56,56,1,13,1,6,6,0,0
2024-09-30,ECS,SVK,45,19,36,14,1,0,13,NA,6,6,NA,30,29,2,5,1,1,1,0,0
2024-09-30,ECS,SVN,49,15,40,18,1,0,19,NA,2,2,NA,26,26,1,4,0,1,1,0,0
2024-09-30,ECS,SWE,105,31,90,55,8,6,57,NA,9,9,NA,68,68,0,18,1,0,0,0,0
2024-09-30,ECS,TJK,3,1,2,0,0,0,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,ECS,TUR,1721,1364,1466,105,14,2,112,NA,1069,599,NA,1434,1434,3,21,71,1,1,0,0
2024-09-30,ECS,UKR,579,284,506,243,5,0,300,NA,15,15,NA,469,469,15,55,7,1,1,0,0
2024-09-30,ECS,UZB,56,18,46,16,1,0,21,NA,0,0,NA,25,25,0,0,0,1,1,0,0
2024-09-30,ECS,XKX,7,3,7,3,0,0,4,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,LCN,ARG,110,41,99,67,1,1,79,NA,5,5,NA,87,87,2,7,3,1,1,0,0
2024-09-30,LCN,BHS,2,1,1,0,0,0,1,NA,0,1,NA,2,2,0,0,0,1,1,0,0
2024-09-30,LCN,BLZ,2,2,2,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,BOL,34,13,34,21,3,1,26,NA,2,2,NA,29,29,0,1,0,0,0,0,0
2024-09-30,LCN,BRA,1694,397,1397,860,37,10,1120,NA,69,68,NA,1281,1276,23,115,23,1,1,0,1
2024-09-30,LCN,BRB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,CHL,89,23,83,55,3,1,59,NA,5,5,NA,75,75,0,4,2,3,2,0,3
2024-09-30,LCN,COL,251,169,245,195,38,11,204,NA,45,43,NA,215,213,7,53,8,0,0,0,0
2024-09-30,LCN,CRI,26,7,26,22,0,0,20,NA,0,0,NA,22,22,0,0,0,0,0,0,0
2024-09-30,LCN,CUB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,DOM,11,2,11,11,0,0,11,NA,0,0,NA,9,9,0,0,0,0,0,0,0
2024-09-30,LCN,ECU,155,61,152,119,4,0,122,NA,4,4,NA,138,137,4,16,1,0,0,0,0
2024-09-30,LCN,GTM,19,15,18,16,0,0,16,NA,3,3,NA,14,14,0,0,0,0,0,0,0
2024-09-30,LCN,GUY,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,LCN,HND,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,HTI,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,JAM,3,1,3,0,1,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,MEX,261,109,241,149,11,6,154,NA,17,17,NA,211,209,14,36,6,0,0,0,0
2024-09-30,LCN,NIC,2,1,2,2,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,PAN,16,7,16,14,0,0,15,NA,0,0,NA,14,14,0,3,0,0,0,0,0
2024-09-30,LCN,PER,212,59,207,149,4,0,166,NA,3,3,NA,181,181,1,12,1,1,1,0,0
2024-09-30,LCN,PRI,11,5,9,5,0,0,7,NA,0,0,NA,8,8,0,1,1,0,0,0,0
2024-09-30,LCN,PRY,33,9,32,22,2,0,23,NA,0,0,NA,31,31,0,2,0,0,0,0,0
2024-09-30,LCN,SLV,5,3,5,4,0,0,4,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2024-09-30,LCN,TTO,4,2,4,1,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,LCN,URY,65,8,25,19,0,0,20,NA,0,0,NA,45,45,0,0,0,0,0,0,0
2024-09-30,LCN,VEN,30,20,28,20,0,0,17,NA,3,3,NA,28,28,0,6,2,0,0,0,0
2024-09-30,LCN,VGB,2,2,1,1,1,1,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2024-09-30,MEA,AFG,13,4,12,6,1,0,5,NA,0,0,NA,7,7,0,0,0,0,0,0,0
2024-09-30,MEA,ARE,49,16,35,19,4,0,21,NA,3,3,NA,21,21,0,0,0,0,0,0,0
2024-09-30,MEA,BHR,5,0,3,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,MEA,DZA,132,12,29,25,2,1,25,NA,2,1,NA,15,15,2,1,0,0,0,0,0
2024-09-30,MEA,EGY,45,18,26,14,12,2,15,NA,6,6,NA,18,18,0,3,0,0,0,0,0
2024-09-30,MEA,IRQ,212,45,170,118,18,0,134,NA,3,4,NA,96,96,1,2,0,0,0,0,0
2024-09-30,MEA,ISR,18,3,13,1,0,0,2,NA,0,0,NA,6,6,0,2,0,1,1,0,0
2024-09-30,MEA,JOR,46,6,29,11,1,0,14,NA,0,0,NA,14,14,0,0,0,0,0,0,0
2024-09-30,MEA,KWT,8,1,6,1,0,0,2,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,MEA,LBN,15,3,12,5,1,0,5,NA,1,1,NA,4,4,0,1,0,0,0,0,0
2024-09-30,MEA,LBY,19,9,14,10,2,0,10,NA,0,0,NA,8,8,0,0,0,0,0,0,0
2024-09-30,MEA,MAR,23,4,11,8,2,0,8,NA,0,0,NA,9,9,0,2,0,0,0,0,0
2024-09-30,MEA,MLT,3,1,3,1,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,MEA,OMN,8,1,6,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,MEA,PAK,377,85,335,192,35,6,224,NA,13,12,NA,166,165,0,5,0,0,0,0,0
2024-09-30,MEA,PSE,22,5,13,5,0,0,7,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,MEA,QAT,10,4,9,2,2,1,2,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,MEA,SAU,40,6,20,12,5,2,11,NA,5,5,NA,15,15,0,0,0,2,2,0,0
2024-09-30,MEA,SYR,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,MEA,TUN,13,1,5,3,0,0,2,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,MEA,YEM,30,3,20,11,1,0,16,NA,1,1,NA,7,7,0,0,0,0,0,0,0
2024-09-30,NAC,CAN,261,86,193,96,16,5,103,NA,11,13,NA,132,132,3,13,0,8,7,0,1
2024-09-30,NAC,USA,2063,789,1293,587,135,87,512,NA,194,211,NA,897,886,13,94,16,105,103,0,17
2024-09-30,SAS,BGD,104,20,93,37,5,2,37,NA,3,3,NA,44,44,0,0,0,0,0,0,0
2024-09-30,SAS,BTN,6,1,6,3,0,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,SAS,IND,1228,263,822,301,77,23,338,NA,33,32,NA,317,316,2,19,1,2,2,0,0
2024-09-30,SAS,LKA,19,2,16,3,0,0,2,NA,1,1,NA,11,11,1,0,0,0,0,0,0
2024-09-30,SAS,MDV,2,0,2,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SAS,NPL,39,7,38,23,0,0,28,NA,1,1,NA,28,28,0,0,0,0,0,0,0
2024-09-30,SSF,AGO,4,2,4,4,0,0,4,NA,0,0,NA,4,4,0,2,0,0,0,0,0
2024-09-30,SSF,BDI,1,0,1,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,SSF,BEN,4,1,3,1,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,SSF,BFA,3,1,3,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,SSF,BWA,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,CAF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,SSF,CMR,5,0,4,0,0,0,1,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-09-30,SSF,COD,14,1,14,0,1,0,1,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2024-09-30,SSF,COG,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,ETH,11,4,11,6,0,0,8,NA,0,0,NA,6,6,0,0,0,0,0,0,0
2024-09-30,SSF,GHA,25,7,22,13,1,0,13,NA,1,1,NA,14,14,0,0,0,1,0,0,1
2024-09-30,SSF,KEN,58,15,51,29,2,0,34,NA,0,0,NA,31,31,0,1,0,0,0,0,0
2024-09-30,SSF,MDG,3,0,3,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,SSF,MLI,3,0,3,1,0,0,2,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,SSF,MRT,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,SSF,MUS,4,0,3,0,1,1,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,SSF,MWI,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-09-30,SSF,NAM,3,0,3,2,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,NGA,136,32,111,46,5,1,49,NA,1,1,NA,49,49,1,1,0,0,0,0,0
2024-09-30,SSF,RWA,5,0,5,1,0,0,1,NA,0,0,NA,3,2,0,1,0,0,0,0,0
2024-09-30,SSF,SDN,10,1,7,2,0,0,5,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,SEN,7,0,6,1,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-09-30,SSF,SLE,1,1,1,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,SOM,4,1,4,2,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,TGO,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-09-30,SSF,TZA,19,5,19,7,0,0,8,NA,0,0,NA,11,11,0,1,0,0,0,0,0
2024-09-30,SSF,UGA,12,3,11,4,0,0,4,NA,0,0,NA,8,8,0,2,0,0,0,0,0
2024-09-30,SSF,ZAF,72,37,52,33,6,4,30,NA,9,9,NA,51,51,1,7,0,4,4,0,1
2024-09-30,SSF,ZMB,4,2,4,1,0,0,3,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2024-09-30,SSF,ZWE,2,2,2,1,0,0,0,NA,1,1,NA,1,1,0,1,0,0,0,0,0
2024-06-30,EAS,AUS,211,58,149,58,10,7,54,NA,11,11,NA,132,132,1,20,0,9,9,0,0
2024-06-30,EAS,BRN,5,0,5,2,0,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-06-30,EAS,CHN,148,54,71,30,13,4,27,NA,10,10,NA,36,35,0,2,0,0,0,0,0
2024-06-30,EAS,FJI,1,1,1,0,0,0,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2024-06-30,EAS,HKG,74,22,50,22,6,2,20,NA,4,4,NA,21,21,2,3,0,2,2,0,0
2024-06-30,EAS,IDN,3609,354,3522,2790,148,9,3478,NA,80,70,NA,2068,2067,0,8,0,0,0,0,0
2024-06-30,EAS,JPN,675,619,22,21,7,5,17,NA,52,50,NA,79,79,0,3,0,42,42,0,0
2024-06-30,EAS,KHM,7,2,5,2,0,0,1,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2024-06-30,EAS,KOR,2533,1223,561,419,592,195,426,NA,547,536,NA,380,380,0,1,0,0,0,0,0
2024-06-30,EAS,LAO,2,1,2,1,1,1,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,EAS,MAC,3,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-06-30,EAS,MMR,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-06-30,EAS,MNG,12,6,12,7,1,0,9,NA,1,1,NA,8,8,0,1,0,0,0,0,0
2024-06-30,EAS,MYS,156,39,129,54,4,1,67,NA,16,16,NA,75,75,0,5,0,0,0,0,0
2024-06-30,EAS,NZL,49,15,43,19,2,1,19,NA,3,3,NA,34,34,2,6,1,2,2,0,0
2024-06-30,EAS,PHL,111,15,97,29,6,0,37,NA,2,2,NA,61,60,0,2,0,0,0,0,0
2024-06-30,EAS,PYF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-06-30,EAS,SGP,56,19,43,27,5,3,27,NA,3,3,NA,30,29,0,4,0,0,0,0,0
2024-06-30,EAS,THA,71,23,62,41,2,0,46,NA,2,2,NA,40,40,0,1,0,0,0,0,0
2024-06-30,EAS,TLS,2,1,2,2,0,0,2,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2024-06-30,EAS,TWN,31,14,16,8,5,2,8,NA,4,4,NA,14,14,0,0,0,0,0,0,0
2024-06-30,EAS,VNM,128,26,125,27,2,0,92,NA,4,4,NA,43,43,0,0,0,0,0,0,0
2024-06-30,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-06-30,ECS,ALB,15,9,14,9,0,0,9,NA,0,0,NA,7,7,0,1,1,0,0,0,0
2024-06-30,ECS,ARM,47,40,44,5,1,0,6,NA,5,5,NA,18,18,0,1,0,0,0,0,0
2024-06-30,ECS,AUT,67,15,45,21,2,0,24,NA,0,2,NA,38,38,1,7,0,1,1,0,0
2024-06-30,ECS,AZE,42,7,33,1,2,0,3,NA,1,1,NA,21,21,0,0,0,0,0,0,0
2024-06-30,ECS,BEL,52,18,32,17,0,0,16,NA,5,4,NA,31,29,0,7,0,3,3,0,1
2024-06-30,ECS,BGR,72,26,64,22,2,2,23,NA,6,6,NA,40,40,1,2,2,0,0,0,0
2024-06-30,ECS,BIH,74,19,68,25,0,0,38,NA,4,4,NA,30,30,0,1,0,7,7,0,0
2024-06-30,ECS,BLR,30,13,22,11,2,0,10,NA,1,1,NA,19,19,0,1,0,0,0,0,0
2024-06-30,ECS,CHE,140,38,113,52,7,2,45,NA,21,20,NA,72,71,0,22,1,1,1,0,1
2024-06-30,ECS,CYP,10,4,9,3,1,1,4,NA,1,1,NA,7,7,0,2,0,1,1,0,0
2024-06-30,ECS,CZE,121,56,85,47,7,4,34,NA,11,10,NA,74,72,0,13,0,6,6,0,1
2024-06-30,ECS,DEU,247,83,187,103,17,10,74,NA,27,27,NA,137,135,1,41,4,8,8,0,1
2024-06-30,ECS,DNK,25,9,22,11,3,1,8,NA,3,3,NA,16,16,0,4,0,0,0,0,0
2024-06-30,ECS,ESP,484,175,404,221,31,5,242,NA,54,50,NA,335,335,16,53,3,3,1,0,2
2024-06-30,ECS,EST,16,8,12,7,1,1,8,NA,1,1,NA,10,10,1,2,1,0,0,0,0
2024-06-30,ECS,FIN,133,8,130,77,1,1,114,NA,10,10,NA,97,97,0,9,1,0,0,0,0
2024-06-30,ECS,FRA,125,42,96,44,12,7,39,NA,12,13,NA,67,67,1,14,0,2,2,0,0
2024-06-30,ECS,FRO,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,ECS,GBR,629,205,445,223,59,39,200,NA,65,64,NA,324,320,1,49,6,15,14,0,4
2024-06-30,ECS,GEO,34,6,28,7,1,0,15,NA,1,1,NA,12,12,0,0,0,0,0,0,0
2024-06-30,ECS,GRC,43,9,32,8,2,2,5,NA,2,1,NA,21,21,0,2,0,0,0,0,0
2024-06-30,ECS,HRV,192,39,178,19,2,1,16,NA,2,2,NA,155,155,0,9,0,9,9,0,0
2024-06-30,ECS,HUN,303,40,256,75,2,2,105,NA,6,6,NA,144,144,0,16,5,2,2,0,1
2024-06-30,ECS,IRL,26,9,21,8,0,0,6,NA,1,0,NA,16,15,0,4,0,4,4,0,0
2024-06-30,ECS,ISL,8,1,7,4,1,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2024-06-30,ECS,ITA,133,51,93,35,5,4,30,NA,7,6,NA,66,65,3,9,1,0,0,0,0
2024-06-30,ECS,KAZ,124,38,112,35,1,1,52,NA,4,4,NA,89,89,0,1,1,0,0,0,0
2024-06-30,ECS,KGZ,23,9,16,4,0,0,3,NA,3,2,NA,15,15,0,1,0,0,0,0,0
2024-06-30,ECS,LTU,43,20,36,20,7,3,23,NA,4,4,NA,28,27,1,6,2,0,0,0,0
2024-06-30,ECS,LUX,2,1,2,0,0,0,0,NA,0,1,NA,2,2,0,0,0,0,0,0,0
2024-06-30,ECS,LVA,17,10,15,10,1,0,8,NA,1,1,NA,11,11,4,4,0,0,0,0,0
2024-06-30,ECS,MCO,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-06-30,ECS,MDA,45,6,43,7,0,0,2,NA,0,0,NA,37,37,0,2,0,3,3,0,0
2024-06-30,ECS,MKD,42,9,19,11,2,0,9,NA,1,1,NA,9,9,0,0,0,0,0,0,0
2024-06-30,ECS,MNE,11,4,9,3,0,0,3,NA,0,0,NA,5,5,0,1,0,0,0,0,0
2024-06-30,ECS,NLD,138,52,109,61,9,7,65,NA,19,19,NA,80,80,0,16,1,7,5,0,2
2024-06-30,ECS,NOR,34,17,27,16,2,2,16,NA,4,4,NA,22,22,0,2,0,0,0,0,0
2024-06-30,ECS,POL,338,166,281,175,17,7,176,NA,19,18,NA,287,287,4,64,15,4,3,0,1
2024-06-30,ECS,PRT,152,30,116,49,6,1,59,NA,5,5,NA,109,107,5,25,3,0,0,0,0
2024-06-30,ECS,ROU,243,107,201,59,5,1,55,NA,10,9,NA,122,120,0,13,1,0,0,0,0
2024-06-30,ECS,RUS,1406,608,1009,379,76,10,398,NA,115,111,NA,1005,1003,9,71,21,3,3,0,1
2024-06-30,ECS,SRB,78,31,66,30,3,0,34,NA,18,18,NA,52,52,1,12,1,4,4,0,0
2024-06-30,ECS,SVK,42,18,34,13,1,0,13,NA,6,6,NA,28,27,2,5,1,1,1,0,0
2024-06-30,ECS,SVN,47,15,38,18,1,0,19,NA,2,2,NA,25,25,1,3,0,1,1,0,0
2024-06-30,ECS,SWE,103,30,88,54,8,6,56,NA,9,9,NA,66,66,0,18,1,0,0,0,0
2024-06-30,ECS,TJK,3,1,2,0,0,0,0,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2024-06-30,ECS,TUR,1697,1342,1441,104,14,2,111,NA,1048,576,NA,1412,1412,3,18,65,1,1,0,0
2024-06-30,ECS,UKR,576,284,505,241,5,0,301,NA,15,15,NA,464,463,14,53,7,1,1,0,0
2024-06-30,ECS,UZB,50,16,44,14,1,0,19,NA,0,0,NA,21,21,0,0,0,1,1,0,0
2024-06-30,ECS,XKX,6,2,6,2,0,0,3,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,ARG,106,39,96,65,1,1,75,NA,5,5,NA,84,84,1,6,3,1,1,0,0
2024-06-30,LCN,BHS,2,1,1,0,0,0,1,NA,0,1,NA,2,2,0,0,0,1,1,0,0
2024-06-30,LCN,BLZ,2,2,2,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,BOL,31,12,31,21,3,1,23,NA,2,2,NA,26,26,0,1,0,0,0,0,0
2024-06-30,LCN,BRA,1656,371,1360,826,37,10,1089,NA,65,64,NA,1248,1243,22,110,23,1,1,0,1
2024-06-30,LCN,BRB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,CHL,88,21,82,53,3,1,57,NA,4,4,NA,73,73,0,4,0,3,2,0,3
2024-06-30,LCN,COL,249,166,242,193,36,9,202,NA,44,42,NA,212,210,7,52,7,0,0,0,0
2024-06-30,LCN,CRI,24,7,24,22,0,0,19,NA,0,0,NA,20,20,0,0,0,0,0,0,0
2024-06-30,LCN,CUB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,DOM,11,2,11,11,0,0,11,NA,0,0,NA,9,9,0,0,0,0,0,0,0
2024-06-30,LCN,ECU,147,57,144,113,4,0,117,NA,4,4,NA,130,129,3,15,1,0,0,0,0
2024-06-30,LCN,GTM,19,15,18,16,0,0,16,NA,3,3,NA,14,14,0,0,0,0,0,0,0
2024-06-30,LCN,GUY,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2024-06-30,LCN,HTI,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,JAM,3,1,3,0,1,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,MEX,252,102,232,141,11,6,146,NA,17,17,NA,200,199,11,34,6,0,0,0,0
2024-06-30,LCN,NIC,2,1,2,2,0,0,2,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2024-06-30,LCN,PAN,17,7,16,14,0,0,15,NA,0,0,NA,14,14,0,3,0,0,0,0,0
2024-06-30,LCN,PER,204,57,199,143,4,0,158,NA,3,3,NA,173,173,1,12,1,1,1,0,0
2024-06-30,LCN,PRI,11,5,9,5,0,0,7,NA,0,0,NA,7,7,0,1,1,0,0,0,0
