season,show_number,episode,airdate,18_49_rating_share,viewers_in_millions,timeslot_et,dvr_18_49,dvr_viewers_millions,total_18_49,total_viewers_millions,weekrank,ref,share,nightlyrank,rating_share_households,rating_share
11,8,"Hollywood Week, Part 1","February 8, 2012",6.1/17,19.32,NA,NA,NA,NA,NA,3,NA,17,NA,NA,11.0
11,9,"Hollywood Week, Part 2","February 9, 2012",5.8/16,18.13,NA,NA,NA,NA,NA,4,NA,17,NA,NA,10.5
11,10,"Hollywood Week, Part 3","February 15, 2012",6.1/16,18.89,NA,NA,NA,NA,NA,2,NA,17,NA,NA,10.8
11,11,Las Vegas Round,"February 16, 2012",5.1/14,16.71,NA,NA,NA,NA,NA,3,NA,15,NA,NA,9.8
11,12,Final Judgement Part 1,"February 22, 2012",5.1/14,16.1,NA,NA,NA,NA,NA,6,NA,15,NA,NA,9.3
11,13,Final Judgement Part 2,"February 23, 2012",4.5/13,15.64,NA,NA,NA,NA,NA,8,NA,15,NA,NA,9.3
11,14,Semifinalists Boys Perform,"February 28, 2012",5.1/13,16.11,NA,NA,NA,NA,NA,4,NA,14,NA,NA,9.4
11,15,Semifinalists Girls Perform,"February 29, 2012",5.0/13,17.23,NA,NA,NA,NA,NA,3,NA,16,NA,NA,10.1
11,16,Wildcard Results/Finalists Chosen,"March 1, 2012",5.4/15,18.27,NA,NA,NA,NA,NA,1,NA,17,NA,NA,10.8
11,17,Top 13 Perform,"March 7, 2012",5.7/16,18.69,NA,NA,NA,NA,NA,1,NA,17,NA,NA,10.9
11,18,Top 13 Results,"March 8, 2012",4.9/14,17.27,NA,NA,NA,NA,NA,2,NA,16,NA,NA,10.2
11,19,Top 11 Perform,"March 14, 2012",5.4/16,18.38,NA,NA,NA,NA,NA,1,NA,17,NA,NA,10.7
11,20,Top 11 Results,"March 15, 2012",4.6/14,16.02,NA,NA,NA,NA,NA,2,NA,16,NA,NA,9.4
11,21,Top 10 Perform,"March 21, 2012",5.1/15,17.21,NA,NA,NA,NA,NA,3,NA,17,NA,NA,10.4
11,22,Top 10 Results,"March 22, 2012",4.2/13,15.58,NA,NA,NA,NA,NA,5,NA,15,NA,NA,9.3
11,23,Top 9 Perform,"March 28, 2012",5.3/15,17.87,NA,NA,NA,NA,NA,3,NA,17,NA,NA,10.5
11,24,Top 9 Results,"March 29, 2012",4.4/13,15.87,NA,NA,NA,NA,NA,5,NA,16,NA,NA,9.6
11,25,Top 8 Perform,"April 4, 2012",4.9/14,17.09,NA,NA,NA,NA,NA,2,NA,17,NA,NA,10.2
11,26,Top 8 Results,"April 5, 2012",3.9/13,14.34,NA,NA,NA,NA,NA,5,NA,15,NA,NA,8.8
11,27,Top 7 Perform,"April 11, 2012",5.0/14,16.81,NA,NA,NA,NA,NA,2,NA,18,NA,NA,10.0
11,28,Top 7 Results,"April 12, 2012",4.3/13,15.81,NA,NA,NA,NA,NA,4,NA,16,NA,NA,9.7
11,29,Top 7 Redux Perform,"April 18, 2012",4.8/14,16.89,NA,NA,NA,NA,NA,2,NA,16,NA,NA,10.7
11,30,Top 7 Redux Results,"April 19, 2012",4.0/13,14.99,NA,NA,NA,NA,NA,4,NA,16,NA,NA,9.2
11,31,Top 6 Perform,"April 25, 2012",4.8/14,16.87,NA,NA,NA,NA,NA,2,NA,16,NA,NA,10.2
11,32,Top 6 Results,"April 26, 2012",4.0/12,14.87,NA,NA,NA,NA,NA,3,NA,15,NA,NA,9.1
11,33,Top 5 Perform,"May 2, 2012",4.7/14,16.66,NA,NA,NA,NA,NA,2,NA,16,NA,NA,10.2
11,34,Top 5 Results,"May 3, 2012",4.0/13,15.56,NA,NA,NA,NA,NA,4,NA,16,NA,NA,9.4
11,35,Top 4 Perform,"May 9, 2012",4.5/13,16.46,NA,NA,NA,NA,NA,2,NA,16,NA,NA,10.0
11,36,Top 4 Results,"May 10, 2012",4.0/13,15.62,NA,NA,NA,NA,NA,4,NA,16,NA,NA,9.5
11,37,Top 3 Perform,"May 16, 2012",4.9/14,17.68,NA,NA,NA,NA,NA,2,NA,17,NA,NA,10.5
11,38,Top 3 Results,"May 17, 2012",4.4/15,16.4,NA,NA,NA,NA,NA,3,NA,17,NA,NA,9.8
11,39,Top 2 Perform,"May 22, 2012",4.4/14,14.85,NA,NA,NA,NA,NA,4,NA,14,NA,NA,8.7
11,40,Finale,"May 23, 2012",6.4/18,21.49,NA,NA,NA,NA,NA,1,NA,20,NA,NA,12.2
12,1,New York City Auditions,"January 16, 2013",6.0/16,17.93,NA,NA,NA,NA,NA,4,NA,15,NA,NA,10.2
12,2,Chicago Auditions,"January 17, 2013",5.6/15,16.28,NA,NA,NA,NA,NA,6,NA,14,NA,NA,9.2
12,3,Charlotte Auditions,"January 23, 2013",5.5/15,16.07,NA,NA,NA,NA,NA,1,NA,14,NA,NA,9.3
12,4,New Orleans Auditions,"January 24, 2013",5.2/14,15.65,NA,NA,NA,NA,NA,2,NA,13,NA,NA,8.7
12,5,San Antonio and Los Angeles Auditions,"January 30, 2013",5.5/15,15.78,NA,NA,NA,NA,NA,7,NA,14,NA,NA,9.2
12,6,Oklahoma City Auditions,"January 31, 2013",4.5/13,13.8,NA,NA,NA,NA,NA,9,NA,12,NA,NA,7.9
12,7,"Hollywood Round, Part 1","February 6, 2013",4.6/13,14.27,NA,NA,NA,NA,NA,6,NA,13,NA,NA,8.4
12,8,"Hollywood Round, Part 2","February 7, 2013",4.1/12,13.28,NA,NA,NA,NA,NA,8,NA,12,NA,NA,7.7
12,9,"Hollywood Round, Part 3","February 13, 2013",4.3/12,13.45,NA,NA,NA,NA,NA,4,NA,12,NA,NA,7.9
12,10,"Hollywood Round, Part 4","February 14, 2013",3.7/12,12.59,NA,NA,NA,NA,NA,5,NA,12,NA,NA,7.4
12,11,"Las Vegas,  Girls Perform","February 20, 2013",4.1/11,14.37,NA,NA,NA,NA,NA,7,NA,13,NA,NA,8.5
12,12,"Las Vegas,  Guys Perform","February 21, 2013",3.9/10,13.66,NA,NA,NA,NA,NA,9,NA,12,NA,NA,7.9
12,13,"Las Vegas,  Girls Perform 2","February 27, 2013",3.9/11,13.3,NA,NA,NA,NA,NA,3,NA,12,NA,NA,7.9
12,14,"Las Vegas,  Guys Perform 2","February 28, 2013",3.8/11,12.56,NA,NA,NA,NA,NA,4,NA,12,NA,NA,7.5
12,15,Semifinalists Girls Perform,"March 5, 2013",3.5/10,11.72,NA,NA,NA,NA,NA,8,NA,10,NA,NA,6.9
12,16,Semifinalists Boys Perform,"March 6, 2013",3.8/10,12.84,NA,NA,NA,NA,NA,7,NA,12,NA,NA,7.6
12,17,Finalists Chosen,"March 7, 2013",3.6/10,13.12,NA,NA,NA,NA,NA,6,NA,12,NA,NA,7.7
12,18,Top 10 Perform,"March 13, 2013",3.8/10,13.44,NA,NA,NA,NA,NA,3,NA,13,NA,NA,8
12,19,Top 10 Results,"March 14, 2013",3.1/10,11.93,NA,NA,NA,NA,NA,8,NA,12,NA,NA,6.9
12,20,Top 9 Perform,"March 20, 2013",3.6/10,12.94,NA,NA,NA,NA,NA,4,NA,12,NA,NA,7.7
12,21,Top 9 Results,"March 21, 2013",2.9/9,11.65,NA,NA,NA,NA,NA,5,NA,12,NA,NA,7.3
12,22,Top 8 Perform,"March 27, 2013",3.2/9,12.33,NA,NA,NA,NA,NA,7,NA,12,NA,NA,7.4
12,23,Top 8 Results,"March 28, 2013",2.8/9,11.43,NA,NA,NA,NA,NA,9,NA,12,NA,NA,6.8
12,24,Top 7 Perform,"April 3, 2013",3.1/9,11.76,NA,NA,NA,NA,NA,12,NA,11,NA,NA,7
12,25,Top 7 Results,"April 4, 2013",2.9/9,11.72,NA,NA,NA,NA,NA,13,NA,11,NA,NA,7
12,26,Top 6 Perform,"April 10, 2013",3.2/9,12.23,NA,NA,NA,NA,NA,9,NA,12,NA,NA,7.4
12,27,Top 6 Results,"April 11, 2013",3.2/10,13.19,NA,NA,NA,NA,NA,6,NA,13,NA,NA,7.7
12,28,Top 5 Perform,"April 17, 2013",3.4/10,12.71,NA,NA,NA,NA,NA,5,NA,12,NA,NA,7.5
12,29,Top 5 Results,"April 18, 2013",3.0/10,12.42,NA,NA,NA,NA,NA,7,NA,12,NA,NA,7.5
12,30,Top 4 Perform,"April 24, 2013",3.3/9,12.46,NA,NA,NA,NA,NA,9,NA,12,NA,NA,7.5
12,31,Top 4 Results,"April 25, 2013",2.8/9,11.4,NA,NA,NA,NA,NA,12,NA,12,NA,NA,6.9
12,32,Top 4 Redux Perform,"May 1, 2013",2.9/9,11.08,NA,NA,NA,NA,NA,10,NA,12,NA,NA,7.1
12,33,Top 4 Redux Results,"May 2, 2013",2.6/9,11.27,NA,NA,NA,NA,NA,9,NA,11,NA,NA,6.8
12,34,Top 3 Perform,"May 8, 2013",2.9/8,11.11,NA,NA,NA,NA,NA,10,NA,11,NA,NA,6.7
12,35,Top 3 Results,"May 9, 2013",2.9/9,11.57,NA,NA,NA,NA,NA,8,NA,12,NA,NA,7
12,36,Top 2 Perform,"May 15, 2013",3.0/10,12.11,NA,NA,NA,NA,NA,6,NA,12,NA,NA,7.2
12,37,Finale,"May 16, 2013",3.6/11,14.31,NA,NA,NA,NA,NA,3,NA,14,NA,NA,8.3
13,1,"It's a New Dawn, It's a New Day!",January 15,4.7 / 13,15.19,NA,NA,NA,NA,NA,5,NA,NA,NA,8.7 / 14,NA
13,2,The Auditions Head West,January 16,3.9 / 12,13.35,NA,NA,NA,NA,NA,6,NA,NA,NA,7.5 / 12,NA
13,3,Do It For Detroit!,January 22,4.0 / 11,13.29,NA,NA,NA,NA,NA,4,NA,NA,NA,7.8 / 12,NA
13,4,Just Peachy!,January 23,3.4 / 10,12.39,NA,NA,NA,NA,NA,6,NA,NA,NA,7.2 / 11,NA
13,5,Be-UTAH-ful,January 29,3.8 / 10,12.73,NA,NA,NA,NA,NA,8,NA,NA,NA,7.3 / 11,NA
13,6,OMG! Omaha!,January 30,3.2 / 9,11.42,NA,NA,NA,NA,NA,11,NA,NA,NA,6.6 / 10,NA
13,7,Hollywood or Home: An Idol Cliff 'Hangar',February 5,3.9 / 11,13.43,NA,NA,NA,NA,NA,9,NA,NA,NA,8.0 / 12,NA
13,8,Hollywood Week: Group Love,February 6,3.1 / 9,11.08,NA,NA,NA,NA,NA,13,NA,NA,NA,6.5 / 10,NA
13,9,Hollywood Week: Final Judgment,February 12,3.4 / 10,11.67,NA,NA,NA,NA,NA,9,NA,NA,NA,6.7 / 10,NA
13,10,A Hollywood Ending,February 13,3.0 / 9,10.18,NA,NA,NA,NA,NA,10,NA,NA,NA,5.8 / 9,NA
13,11,Rush Week: Girls' Night,February 18,2.7 / 8,9.73,NA,NA,NA,NA,NA,11,NA,NA,NA,5.9 / 9,NA
13,12,Rush Week: Guys' Night,February 19,2.6 / 8,9.95,NA,NA,NA,NA,NA,14,NA,NA,NA,6.0 / 9,NA
13,13,Rush Week: Meet Your Finalists,February 20,2.4 / 8,9.36,NA,NA,NA,NA,NA,15,NA,NA,NA,5.7 / 9,NA
13,14,The Top 13: This Is Me,February 26,2.7 / 8,10.78,NA,NA,NA,NA,NA,14,NA,NA,NA,6.6 / 10,NA
13,15,The Top 13 Results,February 27,2.4 / 7,10.01,NA,NA,NA,NA,NA,17,NA,NA,NA,5.9 / 9,NA
13,16,The Top 12: Home,March 5,2.7 / 8,10.53,NA,NA,NA,NA,NA,13,NA,NA,NA,6.4 / 10,NA
13,17,The Top 12 Results,March 6,2.2 / 7,9.76,NA,NA,NA,NA,NA,17,NA,NA,NA,6.1 / 10,NA
13,18,The Top 11: Songs from the Cinema,March 12,2.4 / 7,10.27,NA,NA,NA,NA,NA,12,NA,NA,NA,6.2 / 10,NA
13,19,The Top 11 Results,March 13,2.2 / 6,8.86,NA,NA,NA,NA,NA,21,NA,NA,NA,5.4 / 9,NA
13,20,The Top 10: Billboard Top 10 Charts,March 19,2.2 / 7,9.83,NA,NA,NA,NA,NA,13,NA,NA,NA,6.0 / 10,NA
13,21,The Top 10 Results,March 20,2.0 / 6,8.41,NA,NA,NA,NA,NA,22,NA,NA,NA,5.1 / 8,NA
13,22,The Top 9,March 26,2.2 / 7,9.33,NA,NA,NA,NA,NA,15,NA,NA,NA,5.6 / 9,NA
13,23,The Top 9 Results,March 27,1.9 / 6,7.98,NA,NA,NA,NA,NA,24,NA,NA,NA,4.9 / 8,NA
13,24,The Top 8,April 2,2.1 / 6,8.89,NA,NA,NA,NA,NA,21,NA,NA,NA,5.6 / 9,NA
13,25,The Top 8 Results,April 3,1.7 / 5,7.72,NA,NA,NA,NA,NA,25,NA,NA,NA,4.9 / 8,NA
13,26,Top 8 Redux,April 9,2.0 / 7,8.9,NA,NA,NA,NA,NA,18,NA,NA,NA,5.4 / 9,NA
13,27,Top 8 Redux Results,April 10,1.8 / 5,7.63,NA,NA,NA,NA,NA,23,NA,NA,NA,4.7 / 8,NA
13,28,The Top 7,April 16,1.9 / 6,8.53,NA,NA,NA,NA,NA,14,NA,NA,NA,5.2 / 8,NA
13,29,Top 7 Results,April 17,1.9 / 6,7.97,NA,NA,NA,NA,NA,15,NA,NA,NA,4.9 / 8,NA
13,30,The Top 6,April 23,2.1 / 7,9.02,NA,NA,NA,NA,NA,17,NA,NA,NA,5.4 / 9,NA
13,31,Top 6 Results,April 24,1.8 / 5,7.68,NA,NA,NA,NA,NA,24,NA,NA,NA,4.7 / 8,NA
13,32,The Top 5,April 30,1.9 / 6,8.79,NA,NA,NA,NA,NA,19,NA,NA,NA,5.2 / 8,NA
13,33,Top 5 Results,May 1,1.5 / 5,7.03,NA,NA,NA,NA,NA,>25,NA,NA,NA,4.3 / 7,NA
13,34,The Top 4,May 7,1.8 / 6,7.97,NA,NA,NA,NA,NA,22,NA,NA,NA,4.9 / 8,NA
13,35,Top 4 Results,May 8,1.6 / 5,7.18,NA,NA,NA,NA,NA,>25,NA,NA,NA,4.5 / 7,NA
13,36,The Top 3,May 14,2.1 / 6,8.93,NA,NA,NA,NA,NA,19,NA,NA,NA,5.4 / 9,NA
13,37,Top 3 Results,May 15,2.0 / 6,8.67,NA,NA,NA,NA,NA,21,NA,NA,NA,5.2 / 8,NA
13,38,The Final 2,May 20,1.7 / 6,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0 / 7,NA
13,39,Finale,May 21,2.6 / 9,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1 / 10,NA
15,1,Denver & Atlanta Auditions,"January 6, 2016",3,10.96,Wednesday 8:00 p.m.,NA,NA,NA,NA,5,NA,9,1,NA,NA
15,2,Little Rock & San Francisco Auditions,"January 7, 2016",2.7,10.21,Thursday 8:00 p.m.,NA,NA,NA,NA,7,NA,9,2,NA,NA
15,3,Philadelphia Auditions,"January 13, 2016",2.5,9.77,Wednesday 8:00 p.m.,NA,NA,NA,NA,5,NA,8,2,NA,NA
15,4,Denver & Little Rock Auditions,"January 14, 2016",2.2,8.72,Thursday 8:00 p.m.,NA,NA,NA,NA,6,NA,7,2,NA,NA
15,5,"Atlanta, Little Rock, Philadelphia and San Francisco Auditions","January 20, 2016",2.4,9.22,Wednesday 8:00 p.m.,NA,NA,NA,NA,4,NA,8,1,NA,NA
15,6,"Atlanta, Philadelphia and San Francisco Auditions","January 21, 2016",2.4,9.36,Thursday 8:00 p.m.,NA,NA,NA,NA,4,NA,8,1,NA,NA
15,7,Hollywood Week: Lines of Ten,"January 27, 2016",2.5,9.63,Wednesday 8:00 p.m.,NA,NA,NA,NA,3,NA,8,1,NA,NA
15,8,Hollywood Week: Group Rounds,"January 28, 2016",2.3,8.77,Thursday 8:00 p.m.,NA,NA,NA,NA,5,NA,8,1,NA,NA
15,9,Hollywood Week: Solo Round,"February 3, 2016",2.3,9.18,Wednesday 8:00 p.m.,NA,NA,NA,NA,7,NA,8,1,NA,NA
15,10,Final Judgement,"February 4, 2016",2.2,8.94,Thursday 8:00 p.m.,NA,NA,NA,NA,9,NA,7,2,NA,NA
15,11,Semi-Final #1: 1st 12 Solo Performances,"February 10, 2016",2.2,9.16,Wednesday 8:00 p.m.,NA,NA,NA,NA,7,NA,7,1,NA,NA
15,12,Semi-Final #2: 1st 12 Duets & Judges' Vote,"February 11, 2016",2.1,8.96,Thursday 8:00 p.m.,NA,NA,NA,NA,9,NA,7,3,NA,NA
15,13,Semi-Final #3: 2nd 12 Solo Performances,"February 17, 2016",2,8.29,Wednesday 8:00 p.m.,NA,NA,NA,NA,9,NA,7,2,NA,NA
15,14,Semi-Final #4: 2nd 12 Duets & Judges' Vote,"February 18, 2016",2,8.19,Thursday 8:00 p.m.,NA,NA,NA,NA,9,NA,7,4,NA,NA
15,15,Wild Card Night,"February 24, 2016",2.1,8.92,Wednesday 8:00 p.m.,NA,NA,NA,NA,10,NA,7,2,NA,NA
15,16,Top 10 Perform: Contestants' Choice,"February 25, 2016",2.1,8.72,Thursday  8:00 p.m.,NA,NA,NA,NA,10,NA,7,2,NA,NA
15,17,Top 8 Perform: Grammy Hits,"March 3, 2016",2,8.74,Thursday  8:00 p.m.,NA,NA,NA,NA,8,NA,7,2,NA,NA
15,18,Top 6 Perform: American Idol Songbook,"March 10, 2016",1.8,8.06,Thursday  8:00 p.m.,NA,NA,NA,NA,11,NA,6,3,NA,NA
15,19,Top 5 Perform: America's Choice,"March 17, 2016",1.7,8.22,Thursday  8:00 p.m.,NA,NA,NA,NA,17,NA,6,2,NA,NA
15,20,Top 4 Perform: Sia & classic rock songs,"March 24, 2016",1.7,8.02,Thursday  8:00 p.m.,NA,NA,NA,NA,18,NA,6,3,NA,NA
15,21,Top 3 Perform: Hometown Dedication,"March 31, 2016",2.1,9.11,Thursday  8:00 p.m.,NA,NA,NA,NA,7,NA,7,3,NA,NA
15,22,American Dream,"April 5, 2016",1.4,5.98,Tuesday 8:00 p.m.,NA,NA,NA,NA,23,NA,5,4,NA,NA
15,23,Top 2 Perform,"April 6, 2016",2.2,9.7,Wednesday 8:00 p.m.,NA,NA,NA,NA,6,NA,8,3,NA,NA
15,24,Series Finale,"April 7, 2016",3,13.3,Thursday 8:00 p.m.,NA,NA,NA,NA,3,NA,10,2,NA,NA
16,1,"Auditions, Part 1","March 11, 2018",2.3/8,10.48,Sunday 8:00 p.m.,0.4,1.35,2.7,11.84,NA,NA,NA,NA,NA,NA
16,2,"Auditions, Part 2","March 12, 2018",1.8/7,8.41,Monday 8:00 p.m.,0.4,1.36,2.2,9.77,NA,NA,NA,NA,NA,NA
16,3,"Auditions, Part 3","March 18, 2018",1.8/6,7.81,Sunday 8:00 p.m.,0.4,1.38,2.2,9.19,NA,NA,NA,NA,NA,NA
16,4,"Auditions, Part 4","March 19, 2018",1.6/6,7.68,Monday 8:00 p.m.,0.5,1.94,2.1,9.59,NA,NA,NA,NA,NA,NA
16,5,"Auditions, Part 5","March 25, 2018",1.7/6,7.51,Sunday 8:00 p.m.,0.5,—,2.2,—,NA,NA,NA,NA,NA,NA
16,6,"Hollywood Week, Part 1","March 26, 2018",1.7/6,7.8,Monday 8:00 p.m.,0.3,1.33,2.0,9.14,NA,NA,NA,NA,NA,NA
16,7,"Hollywood Week, Part 2","April 1, 2018",1.6/6,7.48,Sunday 8:00 p.m.,0.5,1.42,2.1,8.90,NA,NA,NA,NA,NA,NA
16,8,Showcase Round & Final Judgment,"April 2, 2018",1.4/5,7.16,Monday 8:00 p.m.,0.4,1.53,1.8,8.69,NA,NA,NA,NA,NA,NA
16,9,"Top 24 Solos, Part 1","April 8, 2018",1.5/6,7.23,Sunday 8:00 p.m.,0.4,1.32,1.8,8.55,NA,NA,NA,NA,NA,NA
16,10,"Top 24 Celebrity Duets, Part 1","April 9, 2018",1.6/6,7.72,Monday 8:00 p.m.,0.3,1.39,1.9,9.11,NA,NA,NA,NA,NA,NA
16,11,"Top 24 Solos, Part 2","April 15, 2018",1.3/5,6.35,Sunday 8:00 p.m.,0.4,1.28,1.7,7.63,NA,NA,NA,NA,NA,NA
16,12,"Top 24 Celebrity Duets, Part 2","April 16, 2018",1.4/5,6.97,Monday 8:00 p.m.,0.2,1.15,1.6,8.12,NA,NA,NA,NA,NA,NA
16,13,Top 14 Perform,"April 22, 2018",1.5/6,7.46,Sunday 8:00 p.m.,0.3,1.24,1.8,8.71,NA,NA,NA,NA,NA,NA
16,14,Top 10 Reveal,"April 23, 2018",1.4/5,7.61,Monday 8:00 p.m.,0.2,1.14,1.6,8.77,NA,NA,NA,NA,NA,NA
16,15,Top 10 Perform: Disney Night,"April 29, 2018",1.9/7,8.77,Sunday 8:00 p.m.,0.5,1.18,2.4,9.95,NA,NA,NA,NA,NA,NA
16,16,Top 7 Perform,"May 6, 2018",1.8/7,8.65,Sunday 8:00 p.m.,—,—,—,—,NA,NA,NA,NA,NA,NA
16,17,Top 5 Perform,"May 13, 2018",1.7/7,8.53,Sunday 8:00 p.m.,0.3,1.23,2.0,9.76,NA,NA,NA,NA,NA,NA
16,18,Performance Finals,"May 20, 2018",1.3/5,7.47,Sunday 8:00 p.m.,—,—,—,—,NA,NA,NA,NA,NA,NA
16,19,Grand Finale,"May 21, 2018",1.6/6,8.63,Monday 9:00 p.m.,0.3,1.27,1.9,9.95,NA,NA,NA,NA,NA,NA
17,1,"Auditions, Part 1","March 3, 2019",1.7/7,8.65,Sunday 8:00 p.m.,0.4,1.81,2.1,10.47,NA,NA,NA,NA,NA,NA
17,2,"Auditions, Part 2","March 6, 2019",1.5/6,7.82,Wednesday 8:00 p.m.,0.4,1.92,1.9,9.75,NA,NA,NA,NA,NA,NA
17,3,"Auditions, Part 3","March 10, 2019",1.3/6,7.27,Sunday 8:00 p.m.,0.3,1.57,1.7,8.84,NA,NA,NA,NA,NA,NA
17,4,"Auditions, Part 4","March 17, 2019",1.3/6,7.18,Sunday 8:00 p.m.,0.4,1.56,1.7,8.75,NA,NA,NA,NA,NA,NA
17,5,"Auditions, Part 5","March 18, 2019",1.2/5,6.11,Monday 8:00 p.m.,0.4,1.9,1.6,8.01,NA,NA,NA,NA,NA,NA
17,6,"Hollywood Week, Part 1","March 24, 2019",1.2/5,7.08,Sunday 8:00 p.m.,0.4,1.74,1.7,8.83,NA,NA,NA,NA,NA,NA
17,7,"Hollywood Week, Part 2","March 25, 2019",1.2/5,6.45,Monday 8:00 p.m.,0.4,1.85,1.6,8.31,NA,NA,NA,NA,NA,NA
17,8,Showcase Round & Final Judgment,"March 31, 2019",1.2/5,7.22,Sunday 8:00 p.m.,0.4,1.56,1.6,8.78,NA,NA,NA,NA,NA,NA
17,9,Top 20 Solos,"April 1, 2019",1.1/5,6.23,Monday 8:00 p.m.,0.4,1.92,1.5,8.15,NA,NA,NA,NA,NA,NA
17,10,"All-Star Duets, Part 1","April 7, 2019",1.0/5,6.12,Sunday 8:00 p.m.,0.4,1.73,1.4,7.85,NA,NA,NA,NA,NA,NA
17,11,"All-Star Duets, Part 2","April 8, 2019",1.1/5,6.49,Monday 8:00 p.m.,0.4,1.77,1.5,8.27,NA,NA,NA,NA,NA,NA
17,12,Top 14,"April 14, 2019",1.3/6,7.26,Sunday 8:00 p.m.,0.4,1.65,1.7,8.92,NA,NA,NA,NA,NA,NA
17,13,Top 10 Reveal,"April 15, 2019",1.2/5,7.1,Monday 8:00 p.m.,0.4,1.56,1.6,8.67,NA,NA,NA,NA,NA,NA
17,14,Top 10 Perform: Disney Night,"April 21, 2019",1.3/6,7.11,Sunday 8:00 p.m.,0.3,1.4,1.6,8.52,NA,NA,NA,NA,NA,NA
17,15,Meet Your Finalists,"April 22, 2019",0.9/4,5.38,Monday 8:00 p.m.,0.2,1.19,1.1,6.58,NA,NA,NA,NA,NA,NA
17,16,Top 8 Perform: Queen Night,"April 28, 2019",1.6/7,8.74,Sunday 8:00 p.m.,0.3,1.58,1.9,10.32,NA,NA,NA,NA,NA,NA
17,17,Top 6 Perform: Woodstock & Showstoppers,"May 5, 2019",1.2/5,7.49,Sunday 8:00 p.m.,0.3,1.3,1.5,8.79,NA,NA,NA,NA,NA,NA
17,18,Top 5 Perform: Elton John / Bobby Bones' Choice,"May 12, 2019",1.2/6,7.87,Sunday 8:00 p.m.,0.3,1.34,1.6,9.21,NA,NA,NA,NA,NA,NA
17,19,Grand Finale,"May 19, 2019",1.5/7,8.74,Sunday 8:00 p.m.,0.2,1.02,1.7,9.77,NA,NA,NA,NA,NA,NA
18,1,"Auditions, Part 1","February 16, 2020",1.5/7,8.08,Sunday 8:00 p.m.,0.4,1.86,1.9,9.94,NA,NA,NA,NA,NA,NA
18,2,"Auditions, Part 2","February 23, 2020",1.4/7,7.5,Sunday 8:00 p.m.,0.4,1.65,1.8,9.15,NA,NA,NA,NA,NA,NA
18,3,"Auditions, Part 3","March 1, 2020",1.3/6,7,Sunday 8:00 p.m.,0.4,1.66,1.7,8.66,NA,NA,NA,NA,NA,NA
18,4,"Auditions, Part 4","March 8, 2020",1.3/6,7.26,Sunday 8:00 p.m.,0.4,1.56,1.7,8.82,NA,NA,NA,NA,NA,NA
18,5,"Auditions, Part 5","March 15, 2020",1.3/6,7.47,Sunday 8:00 p.m.,0.4,1.59,1.7,9.07,NA,NA,NA,NA,NA,NA
18,6,Hollywood Week – Genre Challenge,"March 16, 2020",1.2/6,6.3,Monday 8:00 p.m.,0.4,1.95,1.6,8.25,NA,NA,NA,NA,NA,NA
18,7,Hollywood Week – Duets,"March 22, 2020",1.4/7,7.7,Sunday 8:00 p.m.,0.4,1.69,1.8,9.39,NA,NA,NA,NA,NA,NA
18,8,Hollywood Week – Solos,"March 23, 2020",1.4/7,7.02,Monday 8:00 p.m.,0.4,1.8,1.8,8.82,NA,NA,NA,NA,NA,NA
18,9,"Hawaii Showcase and Final Judgment, Part 1","March 29, 2020",1.3/6,7.33,Sunday 8:00 p.m.,0.4,1.68,1.7,9.00,NA,NA,NA,NA,NA,NA
18,10,"Hawaii Showcase and Final Judgment, Part 2","April 5, 2020",1.2/6,6.93,Sunday 8:00 p.m.,0.4,1.63,1.6,8.56,NA,NA,NA,NA,NA,NA
18,11,"This Is Me, Part 1","April 12, 2020",1.0/4,5.63,Sunday 8:00 p.m.,0.2,1.12,1.2,6.75,NA,NA,NA,NA,NA,NA
18,12,"This Is Me, Part 2","April 19, 2020",0.8/4,5.48,Sunday 8:00 p.m.,0.2,0.95,1,5.48,NA,NA,NA,NA,NA,NA
18,13,Top 20 Sing For America,"April 26, 2020",1.0/5,6.09,Sunday 8:00 p.m.,0.3,1.49,1.3,7.58,NA,NA,NA,NA,NA,NA
18,14,Top 10 Homeward Bound,"May 3, 2020",0.9/5,6.41,Sunday 8:00 p.m.,0.2,1.19,1.1,7.60,NA,NA,NA,NA,NA,NA
18,15,Disney Night/Mother's Day,"May 10, 2020",1.0/6,6.16,Sunday 8:00 p.m.,0.3,1.28,1.3,7.44,NA,NA,NA,NA,NA,NA
18,16,Grand Finale,"May 17, 2020",1.0/5,7.28,Sunday 8:00 p.m.,0.2,1.06,1.2,8.34,NA,NA,NA,NA,NA,NA
