year,sample_size,wage,at_cap,union_wage,nonunion_wage,union_wage_premium_raw,union_wage_premium_adjusted,facet
2005,21822,20.525775909423828,0.005419452209025621,22.67172622680664,19.21620750427246,0.1798231303691864,0.11835851520299911,public sector: all
2006,21550,21.153812408447266,0.007652405183762312,23.190980911254883,19.911903381347656,0.16467925906181335,0.12273173779249191,public sector: all
2007,21944,21.973224639892578,0.008651389740407467,24.1529598236084,20.6689395904541,0.1685630828142166,0.09827270358800888,public sector: all
2008,21816,22.83415985107422,0.010233355686068535,24.883317947387695,21.56481170654297,0.15388524532318115,0.11520624905824661,public sector: all
2009,21885,23.24625015258789,0.012481030076742172,25.444833755493164,21.825416564941406,0.1658349633216858,0.09923894703388214,public sector: all
2010,20597,23.998641967773438,0.015061691403388977,26.275070190429688,22.580087661743164,0.16363897919654846,0.09622302651405334,public sector: all
2011,19739,24.59986114501953,0.016074633225798607,27.106311798095703,23.02919578552246,0.1770411878824234,0.12109728902578354,public sector: all
2012,19541,24.813753128051758,0.01785501465201378,27.272159576416016,23.33810043334961,0.16856808960437775,0.10328522324562073,public sector: all
2013,18741,25.121232986450195,0.019173961132764816,27.619665145874023,23.653776168823242,0.16766409575939178,0.10391676425933838,public sector: all
2014,18253,25.57383155822754,0.018332792446017265,27.935386657714844,24.163223266601563,0.15611176192760468,0.09963913261890411,public sector: all
2015,17724,26.80958366394043,0.025096938014030457,28.940536499023438,25.526859283447266,0.13372883200645447,0.08074183762073517,public sector: all
2016,17779,27.105981826782227,0.023831285536289215,29.581825256347656,25.65821075439453,0.1529184728860855,0.1127723753452301,public sector: all
2017,17484,27.88287353515625,0.02729508839547634,30.081497192382813,26.621366500854492,0.12997569143772125,0.09206288307905197,public sector: all
2018,16889,28.622295379638672,0.030995871871709824,30.691564559936523,27.467269897460938,0.11738678812980652,0.08813398331403732,public sector: all
2019,16019,29.403026580810547,0.032318148761987686,31.932973861694336,27.99962043762207,0.14047881960868835,0.10415913909673691,public sector: all
2020,15312,31.66870880126953,0.03969711810350418,33.46371078491211,30.618972778320313,0.09290768951177597,0.08753881603479385,public sector: all
2021,14537,33.0767822265625,0.045126091688871384,34.89799118041992,32.04694366455078,0.08896472305059433,0.05965106561779976,public sector: all
2022,14238,34.42942428588867,0.0485839769244194,36.90655517578125,33.12932586669922,0.11401467770338058,0.08123061060905457,public sector: all
1983,4679,11.16234302520752,0.04455920681357384,10.528275489807129,11.31600284576416,-0.0696118026971817,0.007877490483224392,public sector: federal
1984,4566,11.58545970916748,0.047991715371608734,11.033952713012695,11.701173782348633,-0.057021722197532654,0.015558257699012756,public sector: federal
1985,4411,12.098224639892578,0.05694248527288437,11.572671890258789,12.201821327209473,-0.051561929285526276,0.020603874698281288,public sector: federal
1986,4437,12.426946640014648,0.05970859155058861,11.681763648986816,12.575148582458496,-0.07104368507862091,-0.008188196457922459,public sector: federal
1987,4281,12.565116882324219,0.054615434259176254,12.14629077911377,12.649514198303223,-0.03978203609585762,0.019292037934064865,public sector: federal
1988,4072,13.404559135437012,0.07463140785694122,12.971413612365723,13.498635292053223,-0.039057407528162,0.04823450371623039,public sector: federal
1989,3919,13.549355506896973,0.0037866232451051474,12.7911376953125,13.68565559387207,-0.06536171585321426,0.03034421056509018,public sector: federal
1990,4098,14.1837739944458,0.002689740853384137,13.819998741149902,14.248185157775879,-0.030051996931433678,0.054638344794511795,public sector: federal
1991,3909,15.447433471679688,0.009664034470915794,14.087837219238281,15.698369026184082,-0.10259230434894562,0.017261384055018425,public sector: federal
1992,3850,15.893747329711914,0.007945164106786251,15.192102432250977,16.0423583984375,-0.05300068482756615,0.046747732907533646,public sector: federal
1993,3717,16.91358184814453,0.016638370230793953,16.017614364624023,17.1009464263916,-0.06334924697875977,0.033147118985652924,public sector: federal
1994,4364,16.91990852355957,0.015314952470362186,16.717817306518555,16.968538284301758,-0.014775637537240982,0.04853268712759018,public sector: federal
1995,4354,17.3741455078125,0.01445351354777813,17.51439666748047,17.343416213989258,0.009858522564172745,0.04395786672830582,public sector: federal
1996,2907,18.834793090820313,0.013781649991869926,18.146024703979492,18.983142852783203,-0.04409797489643097,0.06944442540407181,public sector: federal
1997,2816,19.370698928833008,0.018654128536581993,19.108068466186523,19.425905227661133,-0.01636148989200592,0.07314050942659378,public sector: federal
1998,2652,19.87722396850586,0.0010713966330513358,19.786211013793945,19.900114059448242,-0.005723738111555576,0.12727396190166473,public sector: federal
1999,2588,21.225727081298828,0.0038182672578841448,21.32932472229004,21.20307731628418,0.005954201798886061,0.06828437745571136,public sector: federal
2000,2550,21.81821632385254,0.003410585690289736,21.805700302124023,21.820959091186523,-6.99272146448493e-4,0.06963366270065308,public sector: federal
2001,2726,22.906463623046875,0.002586178947240114,23.161102294921875,22.851909637451172,0.013530276715755463,0.05480733886361122,public sector: federal
2002,3001,23.86250114440918,0.004030861426144838,23.485509872436523,23.948955535888672,-0.01935139298439026,0.08015543222427368,public sector: federal
2003,2891,25.403900146484375,0.008762389421463013,25.09170913696289,25.476686477661133,-0.015110965818166733,0.07489217817783356,public sector: federal
2004,2961,26.612760543823242,0.012824775651097298,26.200014114379883,26.705419540405273,-0.018925201147794724,0.0618264265358448,public sector: federal
2005,3114,27.522804260253906,0.016245122998952866,27.81191062927246,27.467777252197266,0.012528621591627598,0.0864894762635231,public sector: federal
2006,3040,29.185379028320313,0.023452848196029663,28.58234977722168,29.31232452392578,-0.02490333840250969,0.0815589651465416,public sector: federal
2007,3015,29.850555419921875,0.02658962272107601,28.264638900756836,30.160545349121094,-0.06286048144102097,0.021537678316235542,public sector: federal
2008,3095,30.414350509643555,0.024685122072696686,28.996746063232422,30.741436004638672,-0.05675369128584862,0.060276977717876434,public sector: federal
2009,3185,31.417484283447266,0.030258454382419586,28.742895126342773,32.03620147705078,-0.10279952734708786,0.053062792867422104,public sector: federal
2010,3171,32.42485427856445,0.042707085609436035,32.28907012939453,32.45482635498047,-0.005107290577143431,0.05672059208154678,public sector: federal
2011,3025,34.55039596557617,0.04878753051161766,35.4229850769043,34.35084915161133,0.031211337074637413,0.06958042830228806,public sector: federal
2012,2972,35.737300872802734,0.0578167699277401,35.020626068115234,35.89862060546875,-0.02445761300623417,0.055553365498781204,public sector: federal
2013,2963,36.09410858154297,0.057677607983350754,35.82493209838867,36.15894317626953,-0.0092373015359044075,0.04690873250365257,public sector: federal
2014,2831,35.78878402709961,0.05067484825849533,34.63024139404297,36.073936462402344,-0.040020447224378586,0.0405714251101017,public sector: federal
2015,2828,37.92015075683594,0.06791772693395615,34.377174377441406,38.77893829345703,-0.11350914090871811,0.07276921719312668,public sector: federal
2016,2872,38.52180099487305,0.0684715285897255,36.57391357421875,39.02130126953125,-0.06271927058696747,0.04616768658161163,public sector: federal
2017,2856,39.48843765258789,0.07059680670499802,38.061607360839844,39.86286926269531,-0.04518646001815796,0.1198340430855751,public sector: federal
2018,2769,40.93054962158203,0.08595641702413559,36.982269287109375,41.82905578613281,-0.11587128788232803,0.006305812392383814,public sector: federal
2019,2676,41.31892395019531,0.08598440140485764,39.90055465698242,41.6707878112793,-0.04248139262199402,0.08779231458902359,public sector: federal
2020,2740,45.527164459228516,0.11045047640800476,41.80593490600586,46.46079635620117,-0.10018901526927948,0.04135453701019287,public sector: federal
2021,2590,46.762027740478516,0.1174287497997284,42.659019470214844,47.70187759399414,-0.10571613162755966,-0.007222600746899843,public sector: federal
2022,2585,47.694583892822266,0.1165744811296463,43.30296325683594,48.67396545410156,-0.11034651100635529,0.04636216163635254,public sector: federal
1983,7142,8.4563446044921875,0.012710213661193848,9.315125465393066,8.117112159729004,0.14759106934070587,0.043881285935640335,public sector: state government
1984,7026,8.894989967346191,0.012862840667366982,9.823629379272461,8.529747009277344,0.15169058740139008,0.050819430500268936,public sector: state government
1985,7158,9.566458702087402,0.021321093663573265,10.584747314453125,9.178165435791016,0.15325304865837097,0.08205002546310425,public sector: state government
1986,7349,10.104466438293457,0.028217738494277,10.98234748840332,9.761685371398926,0.1250462532043457,0.06004950776696205,public sector: state government
1987,7262,10.590842247009277,0.03774968907237053,11.63860034942627,10.170919418334961,0.14430169761180878,0.05268087238073349,public sector: state government
1988,6993,11.198121070861816,0.046982333064079285,12.734275817871094,10.563565254211426,0.2054903358221054,0.08797261118888855,public sector: state government
1989,7319,11.662434577941895,0.0017504971474409103,13.157729148864746,11.047513961791992,0.1910126805305481,0.07134383916854858,public sector: state government
1990,7705,12.19837760925293,0.004490118473768234,13.90101146697998,11.514994621276855,0.2072095423936844,0.08774668723344803,public sector: state government
1991,7580,12.784966468811035,0.006627155002206564,14.372025489807129,12.1218843460083,0.1856263428926468,0.07824620604515076,public sector: state government
1992,7716,12.970622062683105,0.006860863417387009,14.644244194030762,12.275153160095215,0.19299890100955963,0.07925315946340561,public sector: state government
1993,7510,13.649717330932617,0.005893349647521973,15.474766731262207,12.848682403564453,0.20438548922538757,0.09524518251419067,public sector: state government
1994,8639,13.851066589355469,0.008373770862817764,15.654359817504883,13.040437698364258,0.2004474252462387,0.13474318385124207,public sector: state government
1995,8454,14.131058692932129,0.009662625379860401,16.058269500732422,13.314364433288574,0.20608606934547424,0.12301244586706161,public sector: state government
1996,6070,14.628621101379395,0.010546884499490261,16.380155563354492,13.84447193145752,0.18315495550632477,0.09933467954397202,public sector: state government
1997,5957,14.91810417175293,0.009994018822908401,17.253387451171875,13.911888122558594,0.24019020795822144,0.10783176869153976,public sector: state government
1998,5939,15.454687118530273,0.004767803940922022,17.448537826538086,14.662680625915527,0.18999645113945007,0.0946308895945549,public sector: state government
1999,5812,16.22186851501465,0.0031951081473380327,18.34273338317871,15.33995532989502,0.19574880599975586,0.09630709141492844,public sector: state government
2000,5801,16.773353576660156,0.0037184227257966995,18.82276725769043,15.857991218566895,0.18695785105228424,0.0879870131611824,public sector: state government
2001,6373,17.404048919677734,0.0036019072867929935,19.440448760986328,16.477619171142578,0.1798093318939209,0.11105942726135254,public sector: state government
2002,6876,18.237319946289063,0.005310834385454655,20.304418563842773,17.280864715576172,0.17496542632579803,0.08314831554889679,public sector: state government
2003,6464,18.69823455810547,0.0059093302115798,20.55251121520996,17.864131927490234,0.15049034357070923,0.09672537446022034,public sector: state government
2004,6490,19.372045516967773,0.00852483045309782,21.726470947265625,18.260990142822266,0.18977507948875427,0.0840018019080162,public sector: state government
2005,6718,19.880855560302734,0.006697752978652716,21.958757400512695,18.89244842529297,0.16230341792106628,0.07443146407604218,public sector: state government
2006,6799,19.916824340820313,0.007789711933583021,22.310653686523438,18.817401885986328,0.185639426112175,0.08539264649152756,public sector: state government
2007,7088,21.035890579223633,0.008630537427961826,23.54449462890625,19.902936935424805,0.18296584486961365,0.05354560166597366,public sector: state government
2008,6744,21.929004669189453,0.010999022051692009,24.56000518798828,20.654747009277344,0.18907316029071808,0.09780716896057129,public sector: state government
2009,6941,21.995769500732422,0.012203430756926537,24.81132698059082,20.584522247314453,0.2053389698266983,0.10012885183095932,public sector: state government
2010,6514,22.47720718383789,0.012953553348779678,25.133607864379883,21.176237106323242,0.18687790632247925,0.06613477319478989,public sector: state government
2011,6332,22.81276512145996,0.014369144104421139,25.985136032104492,21.292306900024414,0.22040021419525146,0.10865164548158646,public sector: state government
2012,6317,23.150184631347656,0.01621825248003006,26.539419174194336,21.554664611816406,0.23126105964183807,0.0911615714430809,public sector: state government
2013,6124,23.64342498779297,0.017894772812724113,26.741384506225586,22.180925369262695,0.2056027501821518,0.10180862247943878,public sector: state government
2014,5923,24.197559356689453,0.01847880892455578,26.957990646362305,22.892364501953125,0.17759747803211212,0.058098580688238144,public sector: state government
2015,6297,25.022092819213867,0.020826010033488274,27.732967376708984,23.731481552124023,0.16861508786678314,0.04905307665467262,public sector: state government
2016,6420,25.326946258544922,0.020015444606542587,28.332054138183594,23.934398651123047,0.1837378740310669,0.09867212921380997,public sector: state government
2017,6246,26.072311401367188,0.02400410734117031,28.807979583740234,24.751785278320313,0.1638748198747635,0.06206301972270012,public sector: state government
2018,6048,27.10653305053711,0.028638428077101707,29.975112915039063,25.851106643676758,0.1595291942358017,0.07617629319429398,public sector: state government
2019,5662,28.189218521118164,0.031095536425709724,31.73324203491211,26.627901077270508,0.19172900915145874,0.08923875540494919,public sector: state government
2020,5516,29.188987731933594,0.029166316613554955,32.456993103027344,27.65403938293457,0.17368000745773315,0.09015829116106033,public sector: state government
2021,5174,31.54330062866211,0.04086817800998688,35.42794418334961,29.763648986816406,0.19030916690826416,0.059668026864528656,public sector: state government
2022,5105,32.74395751953125,0.04242577776312828,36.303466796875,31.161088943481445,0.16502562165260315,0.056066110730171204,public sector: state government
1983,15143,8.26694393157959,0.005455788690596819,9.647758483886719,7.245900630950928,0.33147817850112915,0.11225750297307968,public sector: local government
1984,14883,8.816689491271973,0.008639270439743996,10.312677383422852,7.7491135597229,0.3308202624320984,0.1209159716963768,public sector: local government
1985,14827,9.338103294372559,0.011320049874484539,10.724427223205566,8.321981430053711,0.28868675231933594,0.10549807548522949,public sector: local government
1986,15074,9.752233505249023,0.012803399935364723,11.42700481414795,8.535536766052246,0.3387564420700073,0.13194939494132996,public sector: local government
1987,14758,10.311786651611328,0.020122772082686424,12.19442081451416,8.975777626037598,0.35859212279319763,0.13357432186603546,public sector: local government
1988,14235,10.899605751037598,0.030850280076265335,12.973099708557129,9.380094528198242,0.3830457329750061,0.13597702980041504,public sector: local government
1989,14200,11.381423950195313,0.0012097321450710297,13.333263397216797,9.921299934387207,0.3439028561115265,0.12563739717006683,public sector: local government
1990,15109,11.873106002807617,0.0018135233549401164,14.161600112915039,10.192082405090332,0.3894707262516022,0.15118640661239624,public sector: local government
1991,14968,12.256596565246582,0.0012030117213726044,14.555181503295898,10.601861000061035,0.37288931012153625,0.13291525840759277,public sector: local government
1992,14496,12.753366470336914,0.002540860092267394,15.093913078308105,11.050505638122559,0.36590248346328735,0.13472506403923035,public sector: local government
1993,14380,13.131763458251953,0.0024029891937971115,15.499996185302734,11.301674842834473,0.37147781252861023,0.14961634576320648,public sector: local government
1994,15454,14.05152416229248,0.005762230604887009,16.519254684448242,12.048439025878906,0.37107011675834656,0.1926501840353012,public sector: local government
1995,15099,14.324516296386719,0.005858608055859804,16.842714309692383,12.337041854858398,0.3652149736881256,0.1676645427942276,public sector: local government
1996,10808,14.648695945739746,0.004841404501348734,17.71906852722168,12.221385955810547,0.449841171503067,0.16944542527198792,public sector: local government
1997,10920,15.093671798706055,0.007014605216681957,18.196985244750977,12.678258895874023,0.43529054522514343,0.1726483553647995,public sector: local government
1998,10609,15.502399444580078,0.0022469949908554554,18.48311996459961,13.104499816894531,0.41044071316719055,0.18025627732276917,public sector: local government
1999,10565,16.1207332611084,0.002594823483377695,19.081483840942383,13.74677562713623,0.3880697786808014,0.20006676018238068,public sector: local government
2000,10095,16.70237922668457,0.002540003275498748,19.535125732421875,14.444746971130371,0.352403461933136,0.17865623533725739,public sector: local government
2001,10418,17.230491638183594,0.0020418683998286724,20.241138458251953,14.814613342285156,0.3662954270839691,0.19652283191680908,public sector: local government
2002,11712,17.80243682861328,0.002419677097350359,20.81865119934082,15.375277519226074,0.3540341854095459,0.13196943700313568,public sector: local government
2003,11434,18.530485153198242,0.0037905725184828043,21.803647994995117,15.88744831085205,0.3723819851875305,0.1805313378572464,public sector: local government
2004,11173,19.155147552490234,0.004500904120504856,22.48795509338379,16.544292449951172,0.3592575788497925,0.1476050168275833,public sector: local government
2005,11206,19.229644775390625,0.0024959840811789036,22.657400131225586,16.519742965698242,0.37153467535972595,0.16358642280101776,public sector: local government
2006,10913,19.94073486328125,0.004204286262392998,23.116634368896484,17.413000106811523,0.32755035161972046,0.16927285492420197,public sector: local government
2007,11081,20.693824768066406,0.005144572351127863,24.162017822265625,17.955678939819336,0.3456476926803589,0.16301745176315308,public sector: local government
2008,11203,21.558252334594727,0.0070128170773386955,24.740821838378906,19.0581111907959,0.2981780469417572,0.14782243967056274,public sector: local government
2009,11008,21.920286178588867,0.008376644924283028,25.369524002075195,19.02586555480957,0.33342286944389343,0.1306433081626892,public sector: local government
2010,10260,22.631568908691406,0.009424901567399502,26.268491744995117,19.648029327392578,0.3369530141353607,0.1358090043067932,public sector: local government
2011,9741,22.986080169677734,0.009026380255818367,26.756511688232422,19.858924865722656,0.347329318523407,0.16404412686824799,public sector: local government
2012,9633,22.88150978088379,0.009127901867032051,26.944658279418945,19.714550018310547,0.3667396903038025,0.15912628173828125,public sector: local government
2013,9088,23.042171478271484,0.010136446915566921,27.114089965820313,19.951601028442383,0.35899320244789124,0.16024085879325867,public sector: local government
2014,8958,23.818553924560547,0.010773689486086369,27.79452896118164,20.79283905029297,0.33673563599586487,0.16581523418426514,public sector: local government
2015,8086,24.9648380279541,0.01670149154961109,29.1109561920166,21.652633666992188,0.344453364610672,0.1385495364665985,public sector: local government
2016,7998,25.168704986572266,0.014731641858816147,29.62288475036621,21.750965118408203,0.36191126704216003,0.1684092879295349,public sector: local government
2017,7926,25.84025001525879,0.017804041504859924,30.002025604248047,22.82399559020996,0.31449487805366516,0.13365469872951508,public sector: local government
2018,7652,26.34894371032715,0.01829134300351143,30.815753936767578,23.02797508239746,0.3381877541542053,0.15481367707252502,public sector: local government
2019,7242,26.741046905517578,0.018179142847657204,31.405715942382813,23.308992385864258,0.3473648130893707,0.15096735954284668,public sector: local government
2020,6614,29.04718017578125,0.025091858580708504,33.209991455078125,25.701675415039063,0.2921333312988281,0.12277117371559143,public sector: local government
2021,6396,30.045177459716797,0.02690780907869339,34.11526107788086,26.917688369750977,0.2673919200897217,0.10132631659507751,public sector: local government
2022,6179,31.586212158203125,0.03258983790874481,36.87419509887695,27.986478805541992,0.3175717890262604,0.12452042102813721,public sector: local government
1973,33810,3.651060104370117,4.2076906538568437e-4,4.544631481170654,3.3271725177764893,0.365913987159729,0.19152751564979553,demographics: less than college
1974,31958,3.9074394702911377,4.224431177135557e-4,4.913874626159668,3.5528998374938965,0.3830602765083313,0.19332988560199738,demographics: less than college
1975,31295,4.196682929992676,5.781587096862495e-4,5.296565055847168,3.8360700607299805,0.3807268738746643,0.2000211626291275,demographics: less than college
1976,31262,4.479406833648682,0.0010327183408662677,5.693120956420898,4.086297988891602,0.3932221829891205,0.21822631359100342,demographics: less than college
1977,38068,4.765449523925781,0.0014901168178766966,6.212079048156738,4.27794885635376,0.4521162509918213,0.24010160565376282,demographics: less than college
1978,36304,5.076817035675049,0.0014557426329702139,6.622714042663574,4.577423572540283,0.44682133197784424,0.23543043434619904,demographics: less than college
1979,40123,6.083182334899902,0.0035507974680513144,7.1908488273620605,5.705009937286377,0.2604445815086365,0.16369587182998657,demographics: less than college
1980,50363,6.595891952514648,0.005054031033068895,7.755752086639404,6.2282233238220215,0.2452591508626938,0.16675753891468048,demographics: less than college
1981,10388,6.370604038238525,0.0025285223964601755,8.329042434692383,5.815389156341553,0.43224161863327026,0.20600531995296478,demographics: less than college
1983,116565,7.124544620513916,0.005416702479124069,9.555094718933105,6.489535808563232,0.4723849296569824,0.2607913613319397,demographics: less than college
1984,117251,7.3272809982299805,0.007173089310526848,9.859488487243652,6.715847969055176,0.4680928587913513,0.27067023515701294,demographics: less than college
1985,118875,7.6350178718566895,0.009092946536839008,10.290939331054688,7.030914783477783,0.4636700451374054,0.2688223421573639,demographics: less than college
1986,122499,7.91389274597168,0.010507626459002495,10.647344589233398,7.308244228363037,0.45689502358436584,0.25718018412590027,demographics: less than college
1987,119157,8.119919776916504,0.01216551661491394,10.981650352478027,7.512325763702393,0.4618176519870758,0.2589993178844452,demographics: less than college
1988,112580,8.423704147338867,0.014742597937583923,11.427148818969727,7.80747652053833,0.46361616253852844,0.25171759724617004,demographics: less than college
1989,115793,8.908863067626953,0.0014560166746377945,12.121850967407227,8.26913070678711,0.4659160077571869,0.2589263319969177,demographics: less than college
1990,119930,9.23306655883789,0.0018125544302165508,12.4410400390625,8.621797561645508,0.4429751932621002,0.24813516438007355,demographics: less than college
1991,115475,9.575240135192871,0.0020948119927197695,12.825939178466797,8.960592269897461,0.431371808052063,0.23899897933006287,demographics: less than college
1992,113610,9.805472373962402,0.0020049994345754385,13.223681449890137,9.165755271911621,0.44272688031196594,0.24313309788703918,demographics: less than college
1993,109877,10.053839683532715,0.0023206062614917755,13.616898536682129,9.392439842224121,0.4497722387313843,0.26043644547462463,demographics: less than college
1994,126757,10.496686935424805,0.003537788288667798,13.749356269836426,9.904441833496094,0.3882010281085968,0.2734154760837555,demographics: less than college
1995,125396,10.693879127502441,0.002896276768296957,14.080389022827148,10.107949256896973,0.3930015563964844,0.2677000164985657,demographics: less than college
1996,87012,10.867280960083008,0.003182300366461277,14.821388244628906,10.207900047302246,0.45195272564888,0.2633028030395508,demographics: less than college
1997,88416,11.256552696228027,0.004057978745549917,15.41843032836914,10.588146209716797,0.4561973512172699,0.2651232182979584,demographics: less than college
1998,87428,11.711033821105957,0.001706356881186366,15.904909133911133,11.049556732177734,0.4394160211086273,0.25860336422920227,demographics: less than college
1999,83037,12.184722900390625,0.0015569047536700964,16.48257827758789,11.518327713012695,0.43098708987236023,0.2636324465274811,demographics: less than college
2000,81278,12.671449661254883,0.0016247115563601255,16.902111053466797,12.024833679199219,0.4056003987789154,0.2407551258802414,demographics: less than college
2001,84403,13.335505485534668,0.0023567406460642815,17.65140151977539,12.680022239685059,0.3920639157295227,0.24101132154464722,demographics: less than college
2002,90426,13.719132423400879,0.002822072245180607,18.21856689453125,13.063674926757813,0.3945973813533783,0.25791236758232117,demographics: less than college
2003,86088,14.002800941467285,0.002727353712543845,18.714237213134766,13.329158782958984,0.40400737524032593,0.24520353972911835,demographics: less than college
2004,84448,14.31180477142334,0.0028156274929642677,19.36432456970215,13.618546485900879,0.42190831899642944,0.23849089443683624,demographics: less than college
2005,85612,14.662261962890625,0.003355802269652486,19.794246673583984,13.967374801635742,0.41717731952667236,0.23475410044193268,demographics: less than college
2006,84724,15.069528579711914,0.00340075371786952,20.307754516601563,14.38631534576416,0.4116021990776062,0.22516153752803802,demographics: less than college
2007,84237,15.541067123413086,0.004084486048668623,20.90685272216797,14.837339401245117,0.4090701937675476,0.235746368765831,demographics: less than college
2008,82032,16.131954193115234,0.005042961798608303,21.628515243530273,15.38768482208252,0.4055730700492859,0.23039332032203674,demographics: less than college
2009,79051,16.33946990966797,0.0052412874065339565,21.960222244262695,15.578445434570313,0.40965428948402405,0.22201916575431824,demographics: less than college
2010,74093,16.319543838500977,0.005462770815938711,22.422868728637695,15.529781341552734,0.44386249780654907,0.2392396181821823,demographics: less than college
2011,71612,16.50792121887207,0.005986895877867937,22.77831268310547,15.712759971618652,0.449669748544693,0.23706917464733124,demographics: less than college
2012,71307,16.75616455078125,0.005851434543728828,22.94462013244629,16.002178192138672,0.43384355306625366,0.23826806247234344,demographics: less than college
2013,68702,16.96510124206543,0.006519943941384554,23.712831497192383,16.1579532623291,0.46756404638290405,0.2493649274110794,demographics: less than college
2014,67464,17.323867797851563,0.007538968697190285,23.928890228271484,16.532304763793945,0.4474019408226013,0.2518026828765869,demographics: less than college
2015,64012,17.879514694213867,0.009342660196125507,24.27368927001953,17.1303768157959,0.4169968068599701,0.2303333580493927,demographics: less than college
2016,64385,18.23196792602539,0.008838986977934837,24.967966079711914,17.45197868347168,0.4306667745113373,0.25558969378471375,demographics: less than college
2017,62628,18.795087814331055,0.009164737537503242,25.928152084350586,17.953899383544922,0.4441515803337097,0.24932195246219635,demographics: less than college
2018,60022,19.646997451782227,0.011415905319154263,26.569196701049805,18.842599868774414,0.41006001830101013,0.25534242391586304,demographics: less than college
2019,57331,20.378694534301758,0.01230256725102663,27.655292510986328,19.575429916381836,0.4127553105354309,0.22777904570102692,demographics: less than college
2020,49195,21.683439254760742,0.014824439771473408,28.625638961791992,20.85379981994629,0.3726821541786194,0.20685231685638428,demographics: less than college
2021,48295,22.3773136138916,0.015779808163642883,29.155710220336914,21.632055282592773,0.34780120849609375,0.1886654794216156,demographics: less than college
2022,48011,23.748462677001953,0.019150657579302788,30.80573081970215,22.98400115966797,0.3403119146823883,0.21327897906303406,demographics: less than college
1973,5964,5.712775707244873,0.0049783228896558285,5.495108604431152,5.741206169128418,-0.04286513105034828,0.038731519132852554,demographics: college or more
1974,6008,6.118273735046387,0.007653994020074606,6.182129383087158,6.108935832977295,0.011981391347944736,0.07260344177484512,demographics: college or more
1975,6517,6.6450581550598145,0.010328884236514568,6.6603474617004395,6.642850399017334,0.0026339690666645765,0.11704467236995697,demographics: college or more
1976,6626,6.95271635055542,0.011680991388857365,7.055680751800537,6.9367523193359375,0.017144685611128807,0.08757855743169785,demographics: college or more
1977,8523,7.33117151260376,0.012794014066457748,7.344715118408203,7.3280110359191895,0.002279483713209629,0.09288088232278824,demographics: college or more
1978,8273,7.803414344787598,0.014692113734781742,7.620394706726074,7.847130298614502,-0.028894077986478806,0.08496231585741043,demographics: college or more
1979,4111,9.02518081665039,0.021190399304032326,8.472512245178223,9.22144603729248,-0.08121652156114578,0.04848422482609749,demographics: college or more
1980,5432,9.662965774536133,0.02515997551381588,9.04993724822998,9.865713119506836,-0.08268798142671585,-0.007982776500284672,demographics: college or more
1981,2155,9.918856620788574,0.03333611041307449,9.806255340576172,9.949222564697266,-0.014369687996804714,0.06967445462942123,demographics: college or more
1983,32604,11.369682312011719,0.05947519838809967,11.233935356140137,11.399678230285645,-0.014539258554577827,0.06670030206441879,demographics: college or more
1984,33213,12.063873291015625,0.07229454815387726,11.874302864074707,12.10328197479248,-0.018918761983513832,0.06941702216863632,demographics: college or more
1985,34862,12.732560157775879,0.08278248459100723,12.59203815460205,12.7603178024292,-0.013187731616199017,0.06160268560051918,demographics: college or more
1986,36627,13.406817436218262,0.0986655056476593,13.176261901855469,13.451882362365723,-0.02048935927450657,0.06028478220105171,demographics: college or more
1987,36059,14.027881622314453,0.11360076814889908,13.910017013549805,14.05119800567627,-0.010047612711787224,0.0615193210542202,demographics: college or more
1988,34768,14.795686721801758,0.13231153786182404,14.93275260925293,14.768136024475098,0.01114674098789692,0.06735721975564957,demographics: college or more
1989,33901,15.479816436767578,0.019357940182089806,15.360397338867188,15.50356674194336,-0.009234610944986343,0.07275061309337616,demographics: college or more
1990,36567,16.28782081604004,0.023513246327638626,16.59794807434082,16.229053497314453,0.022730505093932152,0.09860991686582565,demographics: college or more
1991,36159,16.911771774291992,0.027648212388157845,16.93442726135254,16.90745735168457,0.00159514881670475,0.09059663861989975,demographics: college or more
1992,35707,17.459745407104492,0.03056190349161625,17.501785278320313,17.45180320739746,0.002864006208255887,0.07874267548322678,demographics: college or more
1993,35342,18.052791595458984,0.03407512232661247,18.316150665283203,18.00185203552246,0.017459237948060036,0.08439375460147858,demographics: college or more
1994,42345,18.666419982910156,0.04009484499692917,19.595840454101563,18.488937377929688,0.05986839905381203,0.14904475212097168,demographics: college or more
1995,43214,19.199920654296875,0.044817984104156494,19.722030639648438,19.104068756103516,0.03234713524580002,0.13344699144363403,demographics: college or more
1996,30436,19.633996963500977,0.04601597413420677,20.323999404907227,19.50580596923828,0.04194615036249161,0.12335872650146484,demographics: college or more
1997,31136,20.440860748291016,0.053407713770866394,20.839067459106445,20.365262985229492,0.023265326395630836,0.12153003364801407,demographics: college or more
1998,31461,21.341941833496094,0.0195291880518198,21.272445678710938,21.35462760925293,-0.0038484365213662386,0.125284343957901,demographics: college or more
1999,31402,22.46384048461914,0.02328449673950672,22.20426368713379,22.51311492919922,-0.013718725182116032,0.10630270093679428,demographics: college or more
2000,30876,23.54880714416504,0.026883825659751892,22.586502075195313,23.723155975341797,-0.04791326820850372,0.10266654193401337,demographics: college or more
2001,33071,24.810583114624023,0.029534678906202316,23.437211990356445,25.059480667114258,-0.06473672389984131,0.1115020364522934,demographics: college or more
