year,sample_size,employment,members,covered,p_members,p_covered,facet
1988,8543,5193.305334999972,1095.5863158333354,1151.2749016666703,0.21096128225326538,0.22168442606925964,private sector: construction
1989,8629,5322.18700833336,1144.779803333332,1202.8012974999986,0.21509574353694916,0.22599756717681885,private sector: construction
1990,8844,5199.759742499989,1072.3415691666662,1137.555507499998,0.2062290608882904,0.21877078711986542,private sector: construction
1991,7806,4684.79892666666,977.1191125000004,1034.7582841666676,0.20857226848602295,0.22087571024894714,private sector: construction
1992,7443,4592.873775000001,904.7102600000011,954.1168391666672,0.1969812959432602,0.20773853361606598,private sector: construction
1993,7491,4702.88296250001,929.4099466666675,973.2654200000006,0.19762557744979858,0.2069508135318756,private sector: construction
1994,7416,4866.654790208342,915.9410824666664,966.3096047083335,0.18820753693580627,0.19855725765228271,private sector: construction
1995,7645,5134.936105941659,908.1292156749996,963.4122323916664,0.17685307562351227,0.1876191347837448,private sector: construction
1996,7180,5387.417000833325,994.24867125,1032.6840152666673,0.18455016613006592,0.19168443977832794,private sector: construction
1997,7494,5739.416132325003,1067.1170103750005,1117.7660307416677,0.18592779338359833,0.19475257396697998,private sector: construction
1998,7726,5946.493149924983,1055.8293092000004,1093.295609758333,0.17755495011806488,0.18385551869869232,private sector: construction
1999,8154,6229.560956958339,1186.8887860166644,1224.018240008331,0.19052526354789734,0.1964854747056961,private sector: construction
2000,8725,6665.566374016631,1219.5506401999999,1268.1806126333329,0.1829627901315689,0.19025848805904388,private sector: construction
2001,9548,6867.626542466675,1276.039765200003,1315.2001226916705,0.1858050674200058,0.1915072351694107,private sector: construction
2002,10085,6679.523253441656,1164.7120452333322,1203.7454418833331,0.17437054216861725,0.1802142709493637,private sector: construction
2003,10134,7126.124530466667,1139.1537773250016,1187.9458513000018,0.15985600650310516,0.16670292615890503,private sector: construction
2004,10389,7549.898195258315,1109.8221450666667,1161.7761421750008,0.14699828624725342,0.15387971699237823,private sector: construction
2005,10982,8053.149147291646,1057.1159405583326,1111.4687972416646,0.13126739859580994,0.13801667094230652,private sector: construction
2006,11362,8443.965187633336,1097.2960719000023,1146.228021708335,0.12995032966136932,0.13574522733688354,private sector: construction
2007,11071,8561.21169917501,1192.702045441666,1231.5332629333327,0.13931463658809662,0.14385034143924713,private sector: construction
2008,9914,7651.602777641667,1194.875516916669,1240.6428697000026,0.1561601608991623,0.1621415615081787,private sector: construction
2009,8624,6612.976512566682,957.8215186833341,993.0758999500007,0.14483970403671265,0.15017078816890717,private sector: construction
2010,7899,6102.613440899979,800.5575978749994,838.4644049499991,0.1311827450990677,0.13739432394504547,private sector: construction
2011,7994,6242.938930374991,874.7684299750002,929.2340127083336,0.14012125134468079,0.1488455981016159,private sector: construction
2012,7832,6204.653168425001,818.9269132000001,849.3326066666667,0.13198593258857727,0.13688638806343079,private sector: construction
2013,8089,6476.798461750008,913.8989618166678,966.9045977166678,0.14110350608825684,0.14928743243217468,private sector: construction
2014,8596,6971.6663137583355,968.5636759250003,1023.7019327333334,0.1389285773038864,0.1468374878168106,private sector: construction
2015,8549,7109.675426491662,940.0229140333332,991.5383810583332,0.1322174221277237,0.13946324586868286,private sector: construction
2016,8888,7490.665757441663,1038.7107672083334,1095.4333118083339,0.13866734504699707,0.14623978734016418,private sector: construction
2017,9040,7842.629861658327,1101.5061079500003,1156.0098662666678,0.140451118350029,0.14740079641342163,private sector: construction
2018,9068,8168.044442991654,1048.5681250916662,1125.0396984749987,0.12837444245815277,0.1377367228269577,private sector: construction
2019,8929,8348.789345733328,1054.6784201000007,1132.779183775001,0.12632711231708527,0.1356818526983261,private sector: construction
2020,7610,7832.016195000006,992.896302033334,1049.8022921666675,0.12677404284477234,0.13403984904289246,private sector: construction
2021,7761,8149.2132681916855,1020.9124610416674,1109.0249989083334,0.12527742981910706,0.13608981668949127,private sector: construction
2022,7691,8672.741956433387,1019.297754699999,1076.805400074999,0.11752889305353165,0.12415973842144012,private sector: construction
1973,13108,20107.600199999863,7827.6751099999965,NA,0.38928937911987305,NA,private sector: manufacturing
1974,12865,20480.895340000192,7759.655890000016,NA,0.3788728713989258,NA,private sector: manufacturing
1975,11377,18477.162159999916,6656.773930000021,NA,0.36027035117149353,NA,private sector: manufacturing
1976,11832,19523.149459999906,6958.8469000000005,NA,0.35644078254699707,NA,private sector: manufacturing
1977,13316,20029.98379000009,7118.491299999989,7527.63555999999,0.3553917706012726,0.3758183419704437,private sector: manufacturing
1978,13148,20677.39275,7076.769630000011,7589.290460000009,0.3422467112541199,0.3670332431793213,private sector: manufacturing
1979,13389,21238.221980000028,7509.509729999998,8115.7853199999945,0.3535846769809723,0.38213109970092773,private sector: manufacturing
1980,15011,20850.417949999977,6726.034469999992,7251.932399999995,0.3225851058959961,0.34780752658843994,private sector: manufacturing
1981,3423,21286.76107999998,6667.25828000001,7190.507640000011,0.31321150064468384,0.3377924859523773,private sector: manufacturing
1983,35436,19066.125636666704,5302.767869166656,5811.721362499996,0.2781250774860382,0.3048191964626312,private sector: manufacturing
1984,36897,20206.873499166617,5250.383426666638,5729.4440208333135,0.2598315477371216,0.283539354801178,private sector: manufacturing
1985,36967,20120.081756666634,4996.2984391666705,5421.860249999998,0.2483239620923996,0.2694750726222992,private sector: manufacturing
1986,36231,20295.82914083314,4869.352471666668,5230.7911891666745,0.23991887271404266,0.25772738456726074,private sector: manufacturing
1987,35739,20235.290744166712,4691.034790000009,5007.560830000014,0.23182442784309387,0.24746671319007874,private sector: manufacturing
1988,33803,20429.961309166698,4516.015597499998,4853.750585,0.22104866802692413,0.23758001625537872,private sector: manufacturing
1989,34276,20690.379272499882,4467.327766666694,4778.937171666691,0.21591328084468842,0.23097388446331024,private sector: manufacturing
1990,35064,20507.951734999795,4195.18267666668,4515.048825833344,0.204563707113266,0.22016088664531708,private sector: manufacturing
1991,33183,19736.468061666532,3982.683950000004,4279.398565833339,0.2017931491136551,0.21682697534561157,private sector: manufacturing
1992,31814,19233.1403366666,3752.7096741666674,4010.5337758333376,0.19511684775352478,0.20852205157279968,private sector: manufacturing
1993,30579,18870.668128333346,3603.7577033333296,3818.011380833327,0.19097138941287994,0.20232518017292023,private sector: manufacturing
1994,29818,19271.19628380844,3510.667418166676,3783.8377146250023,0.1821717470884323,0.19634680449962616,private sector: manufacturing
1995,29303,19519.956696708367,3439.5789781333365,3657.282357650009,0.17620833218097687,0.1873611956834793,private sector: manufacturing
1996,25388,19653.438778658394,3387.365224658339,3602.647722108334,0.1723548322916031,0.18330876529216766,private sector: manufacturing
1997,25707,19961.235145058265,3253.3533353666658,3440.776538883334,0.16298356652259827,0.17237292230129242,private sector: manufacturing
1998,25291,19762.537124416773,3127.1999685749934,3315.0038356666632,0.15823878347873688,0.1677418202161789,private sector: manufacturing
1999,24741,19322.89476954997,3024.0242085666673,3209.052231091667,0.15649954974651337,0.16607512533664703,private sector: manufacturing
2000,24394,19167.28344788328,2831.7854136749947,2999.418977033324,0.14774057269096375,0.1564863920211792,private sector: manufacturing
2001,24658,18147.129582349884,2658.0984569416605,2806.955104033328,0.14647486805915833,0.1546776294708252,private sector: manufacturing
2002,25001,16918.22415245834,2427.1024221250004,2557.1411686333336,0.14346082508563995,0.15114714205265045,private sector: manufacturing
2003,22872,16129.803294383371,2172.9147869083354,2313.730220875002,0.134714275598526,0.14344441890716553,private sector: manufacturing
2004,21897,15753.526685491717,2036.194490766669,2183.1487057583336,0.12925325334072113,0.13858158886432648,private sector: manufacturing
2005,21431,15518.390204133304,2016.8996686750024,2127.30977726667,0.12996836006641388,0.13708314299583435,private sector: manufacturing
2006,20943,15642.637532766681,1826.9923610166697,1948.7998052833348,0.11679567396640778,0.12458255887031555,private sector: manufacturing
2007,20252,15341.459091749992,1734.2061887749976,1845.1072300583305,0.1130404993891716,0.12026934325695038,private sector: manufacturing
2008,19808,15131.440589033245,1723.4612623583314,1862.4537404749983,0.1138993501663208,0.12308502197265625,private sector: manufacturing
2009,17884,13453.991246125068,1469.5069811333321,1594.7301913999995,0.10922461003065109,0.11853212863206863,private sector: manufacturing
2010,17488,13251.77586159168,1418.4911599500003,1537.8118392916679,0.10704158991575241,0.11604572087526321,private sector: manufacturing
2011,17501,13596.134766024932,1423.9724697749987,1520.7364568249998,0.10473362356424332,0.11185064911842346,private sector: manufacturing
2012,17763,13935.895545333306,1335.4059975500008,1465.6403147750016,0.09582491219043732,0.10517015308141708,private sector: manufacturing
2013,17868,14188.250290850052,1428.9515655249993,1555.162285516665,0.10071372985839844,0.10960916429758072,private sector: manufacturing
2014,17830,14461.997047075027,1407.340857350001,1514.1103972666672,0.0973130390048027,0.10469580441713333,private sector: manufacturing
2015,17389,14534.530413458151,1366.6793637666667,1460.6231159166653,0.09402982890605927,0.10049331188201904,private sector: manufacturing
2016,17432,14777.6614482166,1295.1245328416687,1422.2648779750011,0.08764069527387619,0.09624424576759338,private sector: manufacturing
2017,16975,14656.091176183314,1328.3016333999994,1460.0765616166668,0.09063137322664261,0.09962251037359238,private sector: manufacturing
2018,16535,14855.172492291598,1339.8839758166696,1444.1380792000036,0.09019646048545837,0.09721449762582779,private sector: manufacturing
2019,16117,15065.225983108252,1290.7294401500012,1423.5277375833336,0.08567607402801514,0.09449096769094467,private sector: manufacturing
2020,13696,13884.629178241648,1178.2084938916685,1285.0564132583327,0.0848570391535759,0.09255244582891464,private sector: manufacturing
2021,13693,14128.256431066695,1077.531989275,1197.6331279,0.07626786828041077,0.08476864546537399,private sector: manufacturing
2022,13054,14574.988366283322,1140.7368745749998,1255.7515703083313,0.07826673984527588,0.08615797758102417,private sector: manufacturing
1973,8850,13632.815889999967,3134.459699999995,NA,0.2299201935529709,NA,public sector: all
1974,8823,14153.638230000068,3472.7099999999964,NA,0.24535810947418213,NA,public sector: all
1975,8879,14497.683279999941,3601.4964200000054,NA,0.24841874837875366,NA,public sector: all
1976,8979,14928.921290000042,3789.4677699999916,NA,0.2538340091705322,NA,public sector: all
1977,11139,15247.752060000032,4994.601259999994,6111.136339999975,0.3275631070137024,0.4007893204689026,public sector: all
1978,10851,15399.785710000056,5123.677649999996,6234.42787999999,0.33271098136901855,0.4048386216163635,public sector: all
1979,11062,15843.429099999974,5868.165570000005,7010.575609999993,0.3703848123550415,0.4424910545349121,public sector: all
1980,13348,16038.785059999975,5763.633890000009,6967.6621799999875,0.35935601592063904,0.43442580103874207,public sector: all
1981,2796,15098.329160000018,5188.864759999999,6279.24924,0.34367144107818604,0.41589033603668213,public sector: all
1983,32621,15633.792070833402,5737.195580833329,7112.219044166656,0.36697402596473694,0.4549260437488556,public sector: all
1984,32144,15832.774198333247,5655.71676333334,6945.8913608333505,0.3572157919406891,0.43870335817337036,public sector: all
1985,32047,16071.370214166805,5743.142085833331,6920.589860000001,0.3573523461818695,0.4306160509586334,public sector: all
1986,31469,16390.501207500056,5890.520896666654,7073.9309008333485,0.35938626527786255,0.43158721923828125,public sector: all
1987,31736,16864.344559999958,6055.74826416665,7165.7074016666575,0.35908588767051697,0.4249027967453003,public sector: all
1988,30709,17190.636109166717,6299.225565833342,7485.070938333365,0.3664335310459137,0.4354155957698822,public sector: all
1989,31039,17490.774620833283,6424.221609166665,7614.443379166663,0.36729198694229126,0.43534055352211,public sector: all
1990,32833,17809.17783166682,6476.572693333341,7679.756756666665,0.3636648952960968,0.43122467398643494,public sector: all
1991,32448,18028.456450000085,6618.8556450000015,7783.407771666651,0.3671337962150574,0.4317290186882019,public sector: all
1992,31935,18212.00532416667,6639.497924166672,7825.691380833322,0.3645671010017395,0.4296995997428894,public sector: all
1993,31736,18703.024405000073,7000.214517499997,8143.2051058333245,0.37428247928619385,0.43539509177207947,public sector: all
1994,30153,18339.159036049925,7090.985202275001,8191.844866091673,0.38665813207626343,0.4466859698295593,public sector: all
1995,29584,18357.582722758267,6927.441260649991,7986.5612492083355,0.3773612976074219,0.4350551664829254,public sector: all
1996,25960,18210.18286496661,6854.385592783334,7829.677663541656,0.3764039874076843,0.42996150255203247,public sector: all
1997,25920,18147.2035772583,6746.663225350005,7668.039298916659,0.37177425622940063,0.4225465953350067,public sector: all
1998,25861,18400.990366041697,6905.316992291661,7814.702868941664,0.37526875734329224,0.42468926310539246,public sector: all
1999,26561,18938.11157842503,7058.104904083333,7966.308008791677,0.37269318103790283,0.42064955830574036,public sector: all
2000,26572,18975.709523616595,7110.45578555833,7975.5996702833245,0.37471356987953186,0.4203057289123535,public sector: all
2001,28492,19130.32906674179,7147.508046749988,7975.3665796916775,0.37362179160118103,0.4168964624404907,public sector: all
2002,31266,19397.88689094984,7327.161515783328,8131.939155641666,0.3777298927307129,0.4192177951335907,public sector: all
2003,30780,19710.24912410841,7324.141942025003,8184.702808300023,0.3715905249118805,0.41525110602378845,public sector: all
2004,30362,19970.293655975092,7267.059975525001,8131.115842074993,0.3638935089111328,0.40716055035591125,public sector: all
2005,30550,20380.86227889162,7430.368565625015,8261.804422383351,0.3645757734775543,0.40537071228027344,public sector: all
2006,30059,20391.630004483355,7377.8133632000045,8172.43532888334,0.3618059754371643,0.4007740020751953,public sector: all
2007,30409,21053.203547025016,7556.726128125007,8373.32887347499,0.3589347302913666,0.3977223038673401,public sector: all
2008,30391,21304.58778782517,7832.320638950003,8676.189952133313,0.3676353991031647,0.4072451591491699,public sector: all
2009,30314,21132.581728483394,7896.481366558311,8677.486376858325,0.3736638128757477,0.4106212258338928,public sector: all
2010,29848,21032.656685891583,7623.120044758366,8405.974251566684,0.3624420762062073,0.39966297149658203,public sector: all
2011,28849,20431.74695030826,7550.182769733323,8309.144370591663,0.36953192949295044,0.40667811036109924,public sector: all
2012,28223,20372.972207724953,7319.457690941658,8061.568686891663,0.35927295684814453,0.3956992030143738,public sector: all
2013,27890,20412.266296691658,7203.024867374999,7894.099431441646,0.35287725925445557,0.38673311471939087,public sector: all
2014,27588,20193.236429258253,7213.963889391669,7923.140990983358,0.3572465479373932,0.39236608147621155,public sector: all
2015,27456,20577.294814574983,7233.836268708353,8022.699415941699,0.3515445590019226,0.3898811638355255,public sector: all
2016,27283,20669.694446625,7113.46415731665,7826.506855441659,0.34414947032928467,0.37864646315574646,public sector: all
2017,26877,20951.47617713335,7211.286254116666,7945.210551266668,0.3441898822784424,0.37921959161758423,public sector: all
2018,25957,21118.340396433334,7162.169920533344,7861.944932841684,0.3391445577144623,0.37228044867515564,public sector: all
2019,24862,21011.24620422494,7058.714057233305,7812.917298208303,0.3359493315219879,0.3718445599079132,public sector: all
2020,22621,20618.26692294159,7167.969541216678,7914.965431983357,0.3476514220237732,0.38388121128082275,public sector: all
2021,21931,20613.35165789993,6977.792995733333,7745.292904566642,0.3385084271430969,0.375741571187973,public sector: all
2022,21026,21298.306979691566,7060.928463133334,7832.238228050008,0.3315253257751465,0.3677399456501007,public sector: all
1983,5510,2416.856395000009,469.2812358333335,711.2150416666663,0.19417008757591248,0.294272780418396,public sector: federal
1984,5362,2452.6683091666573,418.44170416666674,642.141534166667,0.17060671746730804,0.2618134319782257,public sector: federal
1985,5242,2550.65418416667,417.80049333333363,623.0793633333335,0.16380131244659424,0.24428218603134155,public sector: federal
1986,4977,2530.066849999995,409.48766666666717,618.2735241666666,0.16184855997562408,0.24437043070793152,public sector: federal
1987,4946,2552.51239916667,414.96640499999955,607.60755,0.1625717431306839,0.2380429357290268,public sector: federal
1988,4770,2566.991502500006,442.35655833333357,662.9602683333324,0.17232489585876465,0.2582635283470154,public sector: federal
1989,4611,2509.892887500003,379.5045258333337,588.1754408333329,0.1512034684419632,0.23434284329414368,public sector: federal
1990,4811,2590.940409166662,391.4412541666671,626.56735,0.15108075737953186,0.24183009564876556,public sector: federal
1991,4667,2588.9665883333355,409.5032383333341,649.0240241666668,0.15817247331142426,0.25068846344947815,public sector: federal
1992,4449,2541.768038333338,441.0773441666665,677.7288091666658,0.17353171110153198,0.26663675904273987,public sector: federal
1993,4408,2630.294482499986,445.2896524999992,672.8488433333329,0.16929270327091217,0.25580742955207825,public sector: federal
1994,4390,2628.8490933333287,508.16450585833337,728.813129641668,0.19330303370952606,0.27723658084869385,public sector: federal
1995,4374,2561.626033816665,458.20596866666665,660.801708616667,0.17887309193611145,0.25796180963516235,public sector: federal
1996,3686,2430.7293111833283,418.23382001666664,594.9756843083337,0.1720610409975052,0.24477249383926392,public sector: federal
1997,3550,2329.6958354249996,396.21897984166657,565.3487624999993,0.1700732707977295,0.24267062544822693,public sector: federal
1998,3476,2360.0642436249977,447.4990581750001,593.0477416,0.18961308896541595,0.25128456950187683,public sector: federal
1999,3520,2373.2218233333297,423.909603633333,588.1999078916664,0.17862199246883392,0.24784868955612183,public sector: federal
2000,3539,2338.477428066664,406.8439780750003,521.9619704000002,0.17397814989089966,0.22320590913295746,public sector: federal
2001,3904,2409.5319757999973,443.2160065750001,566.5352428666662,0.1839427798986435,0.23512253165245056,public sector: federal
2002,4185,2382.30094444166,442.63728314166656,569.5686185166662,0.1858024150133133,0.2390834093093872,public sector: federal
2003,4166,2398.6591220833316,444.52005680000065,579.136915933334,0.18532022833824158,0.24144193530082703,public sector: federal
2004,4201,2463.596014041669,434.77505369999983,563.002954558333,0.17647984623908997,0.2285289317369461,public sector: federal
2005,4328,2614.0238918166715,430.6832742583334,573.4495182916672,0.16475874185562134,0.21937423944473267,public sector: federal
2006,4281,2573.853506900004,448.50611872499974,576.2675646249996,0.17425471544265747,0.2238929122686386,public sector: federal
2007,4252,2617.1929758333276,417.66685383333305,539.3700396416666,0.15958580374717712,0.20608723163604736,public sector: federal
2008,4414,2710.3570801083424,479.2639709583336,604.8178519666669,0.17682687938213348,0.2231506109237671,public sector: federal
2009,4540,2801.3794776833256,504.20867174166625,648.522904941667,0.17998585104942322,0.2315012663602829,public sector: federal
2010,4658,2991.9831064000027,518.8431128499999,666.0009818083329,0.17341111600399017,0.22259517014026642,public sector: federal
2011,4515,2866.887881916672,525.8430322666666,670.9141245916667,0.18341946601867676,0.23402175307273865,public sector: federal
2012,4355,2855.210287499998,498.71610197499945,620.9902559583327,0.1746687889099121,0.2174936980009079,public sector: federal
2013,4350,2828.039402016667,502.3687204250001,634.751882583334,0.17763851583003998,0.22444944083690643,public sector: federal
2014,4279,2750.428459258335,512.5337272083332,629.6778740000007,0.1863468736410141,0.22893810272216797,public sector: federal
2015,4390,2914.5409488166674,552.5063058,698.2084962083331,0.189568892121315,0.23956036567687988,public sector: federal
2016,4446,3004.399769916666,578.76171955,682.4784138,0.19263805449008942,0.22715964913368225,public sector: federal
2017,4398,3044.0829001166644,585.4833496416668,721.1948498916668,0.19233489036560059,0.23691695928573608,public sector: federal
2018,4290,3075.745631566671,559.9209498583333,692.1242743916661,0.18204396963119507,0.22502650320529938,public sector: federal
2019,4093,3155.7821021916707,585.7036126333343,738.231578125,0.18559697270393372,0.2339298278093338,public sector: federal
2020,4021,3279.4508568416677,633.6783999416662,755.9101352166667,0.19322697818279266,0.2304989993572235,public sector: federal
2021,3833,3184.816538291662,580.7134855583328,705.0853007999995,0.18233813345432281,0.22138960659503937,public sector: federal
2022,3772,3355.928479908334,586.6185114250005,718.7771694500008,0.17480066418647766,0.2141813188791275,public sector: federal
1983,8236,3800.104038333343,1071.2763833333327,1365.7442250000036,0.2819071114063263,0.3593965470790863,public sector: state government
1984,8157,3862.4178433333295,1077.3478350000007,1347.6478641666667,0.2789309322834015,0.3489130139350891,public sector: state government
1985,8238,3982.030075833332,1089.0334133333322,1337.427510833332,0.27348700165748596,0.33586573600769043,public sector: state government
1986,8165,4066.8030325000022,1138.5287991666678,1379.729234999999,0.2799566984176636,0.339266300201416,public sector: state government
1987,8250,4225.051570833331,1192.3108933333358,1440.0978875000033,0.28220030665397644,0.3408474028110504,public sector: state government
1988,8098,4274.393907499993,1228.333484166668,1471.0344325000021,0.2873702049255371,0.3441504240036011,public sector: state government
1989,8435,4476.239620833344,1304.6245941666662,1551.4006566666658,0.29145547747612,0.3465856909751892,public sector: state government
1990,8867,4584.349919999988,1287.6849724999997,1533.8979708333334,0.2808871567249298,0.3345944285392761,public sector: state government
1991,8785,4642.661995833335,1371.5596591666647,1597.404793333332,0.29542526602745056,0.3440708816051483,public sector: state government
1992,8864,4847.681753333329,1401.8778383333342,1641.404623333334,0.28918519616127014,0.33859577775001526,public sector: state government
1993,8761,4997.40205083335,1531.071469166665,1771.7079433333322,0.3063734769821167,0.3545258045196533,public sector: state government
1994,8722,5174.258408283349,1595.5178700583353,1860.7273345416688,0.3083568215370178,0.359612375497818,public sector: state government
1995,8537,5171.399184366677,1530.7330955500036,1786.4245051000003,0.29599979519844055,0.34544315934181213,public sector: state government
1996,7496,5132.054507908324,1566.0465583666676,1809.6791860250014,0.30515003204345703,0.35262274742126465,public sector: state government
1997,7433,5030.955503641672,1484.5934352499987,1678.9309968333323,0.29509174823760986,0.3337201178073883,public sector: state government
1998,7585,5149.785404741672,1430.7467897416661,1667.2773270583332,0.2778264880180359,0.3237566649913788,public sector: state government
1999,7666,5233.378715275,1526.8339302083334,1780.9958821333328,0.29174917936325073,0.34031474590301514,public sector: state government
2000,7903,5464.320728275002,1641.3700496833333,1867.0206485833348,0.30037951469421387,0.3416748046875,public sector: state government
2001,8743,5662.036394649996,1724.296051033336,1948.982712466669,0.304536372423172,0.3442193865776062,public sector: state government
2002,9456,5653.6800153000195,1755.6013105500024,1979.4878070500024,0.3105236291885376,0.350123792886734,public sector: state government
2003,9012,5636.222506191664,1706.3961128750043,1928.8028473333393,0.3027552664279938,0.34221553802490234,public sector: state government
2004,9064,5711.652421216641,1750.7922785750004,1960.8090677666685,0.3065299093723297,0.3432997763156891,public sector: state government
2005,9227,5873.69216003335,1837.7990497833348,2056.4719831750012,0.312886506319046,0.35011571645736694,public sector: state government
2006,9388,6101.942196899997,1843.0603105416653,2049.2732185499985,0.3020448684692383,0.33583950996398926,public sector: state government
2007,9718,6384.444788224998,1943.0381013333358,2167.913974133334,0.3043394088745117,0.3395618498325348,public sector: state government
2008,9238,6176.309080474976,1954.5539503166667,2167.260812416666,0.31645986437797546,0.35089901089668274,public sector: state government
2009,9457,6294.306361783328,2024.7796856750024,2222.139509741668,0.321684330701828,0.35303962230682373,public sector: state government
2010,9353,6327.573450625003,1968.814654116665,2190.8218837083346,0.31114843487739563,0.34623414278030396,public sector: state government
2011,9176,6256.0160123666665,1970.1023447000018,2186.2380416166684,0.31491324305534363,0.34946170449256897,public sector: state government
2012,9027,6277.437409816657,1964.2148083166735,2185.96113075,0.31290075182914734,0.34822508692741394,public sector: state government
2013,9039,6349.69406342501,1963.758414758331,2144.3354591083325,0.30926820635795593,0.33770689368247986,public sector: state government
2014,8917,6261.068527658349,1866.9760446749965,2056.9781956333304,0.29818809032440186,0.32853469252586365,public sector: state government
2015,9697,6876.8761105833855,2077.148266541667,2310.508906033336,0.3020482361316681,0.3359823226928711,public sector: state government
2016,9719,6958.254309124961,2062.003712066665,2279.242489199996,0.296339213848114,0.32755953073501587,public sector: state government
2017,9577,7098.882857483314,2150.6570409916694,2368.878154066671,0.30295711755752563,0.3336973190307617,public sector: state government
2018,9140,7103.284225300003,2033.3290501916676,2256.957771108329,0.286251962184906,0.31773439049720764,public sector: state government
2019,8652,6955.896599416637,2042.5171214250001,2248.5894244999977,0.2936382293701172,0.3232637941837311,public sector: state government
2020,7969,6975.480769183349,2082.972122433335,2347.2501053916635,0.29861339926719666,0.3365001082420349,public sector: state government
2021,7681,6862.001551975018,2031.6680597916625,2272.320214783328,0.29607513546943665,0.33114540576934814,public sector: state government
2022,7389,7155.873450999988,2143.850303700003,2373.161873858338,0.29959309101104736,0.3316383361816406,public sector: state government
1983,17444,8711.594899166612,3673.3117650000004,4446.551600000005,0.4216577708721161,0.510417640209198,public sector: local government
1984,17227,8797.847678333266,3627.614819999995,4359.755194166671,0.4123297929763794,0.49554792046546936,public sector: local government
1985,17145,8813.573757500002,3697.3266600000115,4360.426577500015,0.41950368881225586,0.4947398900985718,public sector: local government
1986,16775,8969.35899583335,3742.6504399999967,4415.884955833321,0.4172706604003906,0.49233004450798035,public sector: local government
1987,16925,9217.02389000003,3803.1981641666735,4410.41880000001,0.41262757778167725,0.4785079061985016,public sector: local government
1988,16356,9476.736830833335,3978.4474691666433,4640.868979999987,0.4198119640350342,0.4897117018699646,public sector: local government
1989,16515,9608.002141666675,4083.1063699999945,4759.586369999979,0.424969345331192,0.4953773319721222,public sector: local government
1990,17613,9764.659547500027,4127.06236166667,4792.99562333333,0.4226529598236084,0.4908512830734253,public sector: local government
1991,17484,9931.340570833314,4200.424194166648,4840.18691666667,0.42294633388519287,0.48736491799354553,public sector: local government
1992,17191,9997.131035833347,4201.057485833334,4858.960768333342,0.4202263057231903,0.4860355257987976,public sector: local government
1993,17132,10225.545653333356,4417.396760833344,5029.6486041666685,0.4319961965084076,0.4918709397315979,public sector: local government
1994,15611,9646.8022145083,4314.298295208333,4867.667880824988,0.44722574949264526,0.5045887231826782,public sector: local government
1995,15289,9739.125598500046,4279.747380683331,4827.003227833338,0.4394385516643524,0.49563005566596985,public sector: local government
1996,13625,9794.588591791693,4248.646698224993,4742.767847183319,0.4337748885154724,0.48422327637672424,public sector: local government
1997,13731,9899.342825716643,4231.805229408333,4722.760916849997,0.4274834394454956,0.47707822918891907,public sector: local government
1998,13572,9982.298938583303,4369.915185208349,4848.526588808343,0.4377664029598236,0.4857124090194702,public sector: local government
1999,14146,10440.48229454167,4483.979892416653,4910.705063824991,0.4294801354408264,0.47035232186317444,public sector: local government
2000,13916,10278.151943341676,4435.859230941683,4922.76268267501,0.43158140778541565,0.4789540767669678,public sector: local government
2001,14593,10188.06589637502,4388.645238291687,4828.826344933345,0.4307633340358734,0.47396889328956604,public sector: local government
2002,16229,10488.255859083265,4514.011984783346,4927.497350358364,0.4303872883319855,0.46981093287467957,public sector: local government
2003,16287,10827.132071891661,4613.896147966659,5059.872424783322,0.42614203691482544,0.467332661151886,public sector: local government
2004,15849,10960.51997284995,4531.564647791671,5016.835516958327,0.41344431042671204,0.45771875977516174,public sector: local government
2005,15791,11080.410910825041,4638.271531433328,5071.214093658328,0.41860103607177734,0.4576738178730011,public sector: local government
2006,15216,10908.37253015831,4574.846450866662,4984.390384449999,0.4193885326385498,0.45693254470825195,public sector: local government
2007,15317,11245.675466124945,4697.753311666657,5126.177327824979,0.4177386462688446,0.4558354318141937,public sector: local government
2008,15600,11586.003873258262,4883.804736424992,5341.537127949982,0.4215262532234192,0.4610336124897003,public sector: local government
2009,15225,11244.491396033323,4866.874527424991,5263.165733441656,0.4328230023384094,0.46806615591049194,public sector: local government
2010,14861,11035.0433246833,4670.224077633337,5060.965666700001,0.4232175648212433,0.45862671732902527,public sector: local government
2011,14183,10609.328743283322,4577.407459333326,4939.212208741657,0.4314511716365814,0.4655537009239197,public sector: local government
2012,13923,10544.405759074989,4398.374538424998,4761.511922250011,0.41712871193885803,0.4515675902366638,public sector: local government
2013,13621,10550.662720025006,4308.423273833328,4655.631020058329,0.408355712890625,0.4412643313407898,public sector: local government
2014,13530,10526.339882233318,4409.749395558322,4789.799122099982,0.4189252257347107,0.4550298750400543,public sector: local government
2015,12555,10114.564365008362,4178.0409827083195,4553.199874574999,0.41307178139686584,0.45016273856163025,public sector: local government
2016,12296,10041.009006191709,4046.62117428333,4404.794824291658,0.40300941467285156,0.438680499792099,public sector: local government
2017,12152,10199.026786266762,4089.1790726749964,4445.657305008327,0.40093815326690674,0.4358903467655182,public sector: local government
2018,11808,10311.509812266655,4154.129831941658,4478.715544983324,0.40286338329315186,0.4343414008617401,public sector: local government
2019,11398,10263.248137374969,4044.249823941651,4408.607314099985,0.3940516412258148,0.42955282330513,public sector: local government
2020,9949,9754.327116374952,4072.6717533166675,4402.871760916669,0.41752463579177856,0.4513762593269348,public sector: local government
