country,food_category,consumption,co2_emmission
Malawi,Lamb & Goat,2.07,72.49000000000001
Malawi,Fish,7.33,11.7
Malawi,Eggs,1.08,0.99
Malawi,Milk - inc. cheese,7.98,11.370000000000001
Malawi,Wheat and Wheat Products,11.77,2.24
Malawi,Rice,4.75,6.08
Malawi,Soybeans,1.76,0.7899999999999999
Malawi,Nuts inc. Peanut Butter,5.08,8.99
Guinea,Pork,0.16,0.5700000000000001
Guinea,Poultry,1.83,1.97
Guinea,Beef,6.26,193.17
Guinea,Lamb & Goat,1.6,56.03
Guinea,Fish,9.18,14.66
Guinea,Eggs,1.95,1.79
Guinea,Milk - inc. cheese,20.62,29.37
Guinea,Wheat and Wheat Products,18.55,3.54
Guinea,Rice,97.11999999999999,124.28
Guinea,Soybeans,0,0
Guinea,Nuts inc. Peanut Butter,4.14,7.33
Nigeria,Pork,1.47,5.2
Nigeria,Poultry,1.73,1.86
Nigeria,Beef,2.3299999999999996,71.9
Nigeria,Lamb & Goat,2.72,95.25
Nigeria,Fish,16.03,25.59
Nigeria,Eggs,3.46,3.18
Nigeria,Milk - inc. cheese,7.91,11.27
Nigeria,Wheat and Wheat Products,20.82,3.9699999999999998
Nigeria,Rice,28.23,36.13
Nigeria,Soybeans,2.6,1.1700000000000002
Nigeria,Nuts inc. Peanut Butter,6.930000000000001,12.27
Rwanda,Pork,0.76,2.69
Rwanda,Poultry,1.34,1.44
Rwanda,Beef,2.53,78.07
Rwanda,Lamb & Goat,1.93,67.59
Rwanda,Fish,3.88,6.2
Rwanda,Eggs,0.16,0.15000000000000002
Rwanda,Milk - inc. cheese,7.23,10.3
Rwanda,Wheat and Wheat Products,11.34,2.16
Rwanda,Rice,8.7,11.129999999999999
Rwanda,Soybeans,1.93,0.8700000000000001
Rwanda,Nuts inc. Peanut Butter,0.58,1.03
Philippines,Pork,18.4,65.13
Philippines,Poultry,11.91,12.79
Philippines,Beef,4.06,125.28
Philippines,Lamb & Goat,0.56,19.610000000000003
Philippines,Fish,28.51,45.52
Philippines,Eggs,4.02,3.69
Philippines,Milk - inc. cheese,15.66,22.310000000000002
Philippines,Wheat and Wheat Products,23.12,4.41
Philippines,Rice,119.44000000000001,152.85000000000002
Philippines,Soybeans,0.03,0.01
Philippines,Nuts inc. Peanut Butter,2.08,3.68
Ghana,Pork,1.36,4.81
Ghana,Poultry,8.629999999999999,9.27
Ghana,Beef,1.09,33.64
Ghana,Lamb & Goat,1.74,60.93
Ghana,Fish,26.05,41.59
Ghana,Eggs,1.21,1.11
Ghana,Milk - inc. cheese,9.08,12.93
Ghana,Wheat and Wheat Products,14.450000000000001,2.7600000000000002
Ghana,Rice,32.03,40.99
Ghana,Soybeans,0.01,0
Ghana,Nuts inc. Peanut Butter,5.56,9.84
Togo,Pork,1.57,5.56
Togo,Poultry,6.63,7.119999999999999
Togo,Beef,1.53,47.21
Togo,Lamb & Goat,1.58,55.33
Togo,Fish,11.69,18.67
Togo,Eggs,0.8600000000000001,0.7899999999999999
Togo,Milk - inc. cheese,7.96,11.34
Togo,Wheat and Wheat Products,12.91,2.46
Togo,Rice,25.99,33.260000000000005
Togo,Soybeans,0.01,0
Togo,Nuts inc. Peanut Butter,3.59,6.35
Gambia,Pork,0.18,0.64
Gambia,Poultry,2.66,2.86
Gambia,Beef,2.16,66.64999999999999
Gambia,Lamb & Goat,0.71,24.86
Gambia,Fish,23.130000000000003,36.93
Gambia,Eggs,0.99,0.91
Gambia,Milk - inc. cheese,45.71,65.11
Gambia,Wheat and Wheat Products,37.91,7.23
Gambia,Rice,61.839999999999996,79.14
Gambia,Soybeans,0,0
Gambia,Nuts inc. Peanut Butter,5.2700000000000005,9.33
India,Pork,0.28,0.99
India,Poultry,1.8800000000000001,2.02
India,Beef,0.81,24.99
India,Lamb & Goat,0.58,20.310000000000002
India,Fish,4.71,7.52
India,Eggs,2.58,2.3699999999999997
India,Milk - inc. cheese,84.5,120.36
India,Wheat and Wheat Products,60.56,11.55
India,Rice,69.49000000000001,88.93
India,Soybeans,0.39,0.18
India,Nuts inc. Peanut Butter,1.92,3.4
Thailand,Pork,13,46.01
Thailand,Poultry,13.69,14.709999999999999
Thailand,Beef,2.56,79
Thailand,Lamb & Goat,0.05,1.75
Thailand,Fish,19.45,31.06
Thailand,Eggs,12.350000000000001,11.34
Thailand,Milk - inc. cheese,29.35,41.809999999999995
Thailand,Wheat and Wheat Products,10.93,2.08
Thailand,Rice,114.57,146.62
Thailand,Soybeans,2.13,0.96
Thailand,Nuts inc. Peanut Butter,1.5,2.66
Mozambique,Pork,5.13,18.16
Mozambique,Poultry,1.41,1.51
Mozambique,Beef,1.04,32.09
Mozambique,Lamb & Goat,0.9,31.52
Mozambique,Fish,7.74,12.360000000000001
Mozambique,Eggs,1.7,1.56
Mozambique,Milk - inc. cheese,4.79,6.819999999999999
Mozambique,Wheat and Wheat Products,14.65,2.79
Mozambique,Rice,23.41,29.959999999999997
Mozambique,Soybeans,0.03,0.01
Mozambique,Nuts inc. Peanut Butter,2.61,4.619999999999999
Cambodia,Pork,6.52,23.08
Cambodia,Poultry,1.84,1.98
Cambodia,Beef,4.85,149.66
Cambodia,Lamb & Goat,0,0
Cambodia,Fish,39.59,63.21
Cambodia,Eggs,1.37,1.26
Cambodia,Milk - inc. cheese,3.4699999999999998,4.94
Cambodia,Wheat and Wheat Products,2.74,0.52
Cambodia,Rice,159.1,203.6
Cambodia,Soybeans,4.33,1.95
Cambodia,Nuts inc. Peanut Butter,1.25,2.21
Sierra Leone,Pork,1.22,4.319999999999999
Sierra Leone,Poultry,4.970000000000001,5.34
Sierra Leone,Beef,1.99,61.41
Sierra Leone,Lamb & Goat,0.65,22.759999999999998
Sierra Leone,Fish,32.03,51.14
Sierra Leone,Eggs,1.92,1.76
Sierra Leone,Milk - inc. cheese,7,9.97
Sierra Leone,Wheat and Wheat Products,8.719999999999999,1.6600000000000001
Sierra Leone,Rice,103.3,132.19
Sierra Leone,Soybeans,0,0
Sierra Leone,Nuts inc. Peanut Butter,5.57,9.860000000000001
Sri Lanka,Pork,0.05,0.18
Sri Lanka,Poultry,4.96,5.33
Sri Lanka,Beef,1.3800000000000001,42.58
Sri Lanka,Lamb & Goat,0.09,3.15
Sri Lanka,Fish,24.919999999999998,39.790000000000006
Sri Lanka,Eggs,4.57,4.2
Sri Lanka,Milk - inc. cheese,34.98,49.83
Sri Lanka,Wheat and Wheat Products,37.01,7.06
Sri Lanka,Rice,109.72,140.41
Sri Lanka,Soybeans,0,0
Sri Lanka,Nuts inc. Peanut Butter,1.09,1.93
Indonesia,Pork,2.98,10.55
Indonesia,Poultry,7.5,8.06
Indonesia,Beef,2.59,79.92
Indonesia,Lamb & Goat,0.46,16.110000000000003
Indonesia,Fish,25.650000000000002,40.949999999999996
Indonesia,Eggs,4.88,4.48
Indonesia,Milk - inc. cheese,14.82,21.110000000000003
Indonesia,Wheat and Wheat Products,25.45,4.85
Indonesia,Rice,134.62,172.26999999999998
Indonesia,Soybeans,1.12,0.5
Indonesia,Nuts inc. Peanut Butter,4.92,8.709999999999999
Liberia,Pork,4.01,14.19
Liberia,Poultry,8.91,9.57
Liberia,Beef,0.7799999999999999,24.07
Liberia,Lamb & Goat,0.48000000000000004,16.810000000000002
Liberia,Fish,4.13,6.59
Liberia,Eggs,2.05,1.8800000000000001
Liberia,Milk - inc. cheese,3.04,4.33
Liberia,Wheat and Wheat Products,10.950000000000001,2.09
Liberia,Rice,94.75,121.25
Liberia,Soybeans,0.63,0.28
Liberia,Nuts inc. Peanut Butter,1.31,2.32
Bangladesh,Pork,0,0
Bangladesh,Poultry,1.4,1.5
Bangladesh,Beef,1.28,39.5
Bangladesh,Lamb & Goat,1.33,46.58
Bangladesh,Fish,18.07,28.85
Bangladesh,Eggs,2.08,1.91
Bangladesh,Milk - inc. cheese,21.91,31.21
Bangladesh,Wheat and Wheat Products,17.47,3.3299999999999996
Bangladesh,Rice,171.73,219.76
Bangladesh,Soybeans,0.61,0.27
Bangladesh,Nuts inc. Peanut Butter,0.72,1.27
