response_id,pair_id,term1,term2,selected
2453,8,Little Chance,Very Good Chance,Very Good Chance
2453,9,Better than Even,About Even,Better than Even
2453,10,Might Happen,Will Happen,Will Happen
2452,1,Highly Likely,About Even,Highly Likely
2452,2,Remote Chance,Very Good Chance,Very Good Chance
2452,3,Realistic Possibility,Probable,Probable
2452,4,Almost Certain,Better than Even,Almost Certain
2452,5,Might Happen,Highly Unlikely,Might Happen
2452,6,Could Happen,Almost No Chance,Could Happen
2452,7,Unlikely,May Happen,May Happen
2452,8,Little Chance,Likely,Likely
2452,9,Chances are Slight,Will Happen,Will Happen
2452,10,About Even,Highly Likely,Highly Likely
2451,1,Very Good Chance,Almost No Chance,Very Good Chance
2451,2,Realistic Possibility,Better than Even,Better than Even
2451,3,Probable,Highly Unlikely,Probable
2451,4,Highly Likely,Almost Certain,Almost Certain
2451,5,About Even,Might Happen,About Even
2451,6,Likely,Will Happen,Will Happen
2451,7,Improbable,Chances are Slight,Improbable
2451,8,Remote Chance,Could Happen,Could Happen
2451,9,Little Chance,May Happen,May Happen
2451,10,Almost No Chance,Very Good Chance,Very Good Chance
2450,1,Almost Certain,Little Chance,Almost Certain
2450,2,Almost No Chance,Improbable,Improbable
2450,3,Chances are Slight,About Even,About Even
2450,4,Probable,May Happen,Probable
2450,5,Will Happen,Better than Even,Will Happen
2450,6,Remote Chance,Realistic Possibility,Realistic Possibility
2450,7,Unlikely,Highly Likely,Highly Likely
2450,8,Could Happen,Very Good Chance,Very Good Chance
2450,9,Highly Unlikely,Likely,Likely
2450,10,Little Chance,Almost Certain,Almost Certain
2449,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2449,2,Remote Chance,Could Happen,Could Happen
2449,3,Might Happen,Better than Even,Better than Even
2449,4,Unlikely,Very Good Chance,Very Good Chance
2449,5,Highly Unlikely,Will Happen,Will Happen
2449,6,Improbable,Likely,Likely
2449,7,Highly Likely,Little Chance,Highly Likely
2449,8,About Even,Probable,Probable
2449,9,Almost Certain,May Happen,Almost Certain
2449,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2448,1,Likely,Very Good Chance,Likely
2448,2,Highly Likely,Better than Even,Highly Likely
2448,3,Chances are Slight,Unlikely,Chances are Slight
2448,4,Remote Chance,Improbable,Remote Chance
2448,5,About Even,Will Happen,Will Happen
2448,6,Probable,Might Happen,Probable
2448,7,Almost No Chance,Highly Unlikely,Highly Unlikely
2448,8,Almost Certain,Could Happen,Almost Certain
2448,9,May Happen,Realistic Possibility,Realistic Possibility
2448,10,Very Good Chance,Likely,Likely
2447,1,Will Happen,Better than Even,Will Happen
2447,2,Unlikely,Little Chance,Unlikely
2447,3,Almost No Chance,About Even,About Even
2447,4,Realistic Possibility,Highly Likely,Highly Likely
2447,5,Probable,Almost Certain,Almost Certain
2447,6,May Happen,Improbable,May Happen
2447,7,Very Good Chance,Might Happen,Very Good Chance
2447,8,Likely,Chances are Slight,Likely
2447,9,Remote Chance,Could Happen,Could Happen
2447,10,Better than Even,Will Happen,Will Happen
2446,1,Will Happen,Better than Even,Will Happen
2446,2,Unlikely,Little Chance,Unlikely
2446,3,Almost No Chance,About Even,About Even
2446,4,Realistic Possibility,Highly Likely,Highly Likely
2446,5,Probable,Almost Certain,Almost Certain
2446,6,May Happen,Improbable,May Happen
2446,7,Very Good Chance,Might Happen,Very Good Chance
2446,8,Likely,Chances are Slight,Likely
2446,9,Remote Chance,Could Happen,Could Happen
2446,10,Better than Even,Will Happen,Will Happen
2445,1,Highly Likely,About Even,Highly Likely
2445,2,Remote Chance,Very Good Chance,Very Good Chance
2445,3,Realistic Possibility,Probable,Probable
2445,4,Almost Certain,Better than Even,Almost Certain
2445,5,Might Happen,Highly Unlikely,Might Happen
2445,6,Could Happen,Almost No Chance,Could Happen
2445,7,Unlikely,May Happen,May Happen
2445,8,Little Chance,Likely,Likely
2445,9,Chances are Slight,Will Happen,Will Happen
2445,10,About Even,Highly Likely,Highly Likely
2444,1,Highly Likely,About Even,Highly Likely
2444,2,Remote Chance,Very Good Chance,Very Good Chance
2444,3,Realistic Possibility,Probable,Probable
2444,4,Almost Certain,Better than Even,Almost Certain
2444,5,Might Happen,Highly Unlikely,Might Happen
2444,6,Could Happen,Almost No Chance,Could Happen
2444,7,Unlikely,May Happen,May Happen
2444,8,Little Chance,Likely,Likely
2444,9,Chances are Slight,Will Happen,Will Happen
2444,10,About Even,Highly Likely,Highly Likely
2443,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2443,2,Will Happen,Likely,Will Happen
2443,3,Remote Chance,Probable,Probable
2443,4,May Happen,Chances are Slight,May Happen
2443,5,Little Chance,Improbable,Little Chance
2443,6,Very Good Chance,Might Happen,Very Good Chance
2443,7,Realistic Possibility,Almost Certain,Almost Certain
2443,8,About Even,Could Happen,About Even
2443,9,Better than Even,Unlikely,Better than Even
2443,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2442,1,Highly Likely,About Even,Highly Likely
2442,2,Remote Chance,Very Good Chance,Very Good Chance
2442,3,Realistic Possibility,Probable,Realistic Possibility
2442,4,Almost Certain,Better than Even,Almost Certain
2442,5,Might Happen,Highly Unlikely,Might Happen
2442,6,Could Happen,Almost No Chance,Could Happen
2442,7,Unlikely,May Happen,May Happen
2442,8,Little Chance,Likely,Likely
2442,9,Chances are Slight,Will Happen,Will Happen
2442,10,About Even,Highly Likely,Highly Likely
2441,1,Highly Likely,Highly Unlikely,Highly Likely
2441,2,Almost Certain,Realistic Possibility,Almost Certain
2441,3,About Even,Very Good Chance,Very Good Chance
2441,4,Chances are Slight,Likely,Likely
2441,5,Remote Chance,May Happen,May Happen
2441,6,Improbable,Could Happen,Could Happen
2441,7,Will Happen,Almost No Chance,Will Happen
2441,8,Might Happen,Unlikely,Might Happen
2441,9,Little Chance,Better than Even,Better than Even
2441,10,Highly Unlikely,Highly Likely,Highly Likely
2440,1,Realistic Possibility,Remote Chance,Realistic Possibility
2440,2,Probable,Might Happen,Probable
2440,3,Little Chance,May Happen,May Happen
2440,4,Will Happen,Highly Likely,Will Happen
2440,5,About Even,Highly Unlikely,About Even
2440,6,Could Happen,Likely,Likely
2440,7,Unlikely,Almost No Chance,Unlikely
2440,8,Better than Even,Very Good Chance,Very Good Chance
2440,9,Improbable,Chances are Slight,Improbable
2440,10,Remote Chance,Realistic Possibility,Realistic Possibility
2439,1,Highly Likely,Almost No Chance,Highly Likely
2439,2,Remote Chance,Could Happen,Could Happen
2439,3,Better than Even,Very Good Chance,Very Good Chance
2439,4,Realistic Possibility,May Happen,Realistic Possibility
2439,5,Might Happen,Improbable,Might Happen
2439,6,Likely,Will Happen,Will Happen
2439,7,Chances are Slight,Little Chance,Chances are Slight
2439,8,Probable,Highly Unlikely,Probable
2439,9,About Even,Unlikely,About Even
2439,10,Almost No Chance,Highly Likely,Highly Likely
2438,1,Will Happen,Better than Even,Will Happen
2438,2,Unlikely,Little Chance,Unlikely
2438,3,Almost No Chance,About Even,About Even
2438,4,Realistic Possibility,Highly Likely,Highly Likely
2438,5,Probable,Almost Certain,Almost Certain
2438,6,May Happen,Improbable,May Happen
2438,7,Very Good Chance,Might Happen,Very Good Chance
2438,8,Likely,Chances are Slight,Likely
2438,9,Remote Chance,Could Happen,Could Happen
2438,10,Better than Even,Will Happen,Will Happen
2437,1,Very Good Chance,Almost No Chance,Very Good Chance
2437,2,Realistic Possibility,Better than Even,Realistic Possibility
2437,3,Probable,Highly Unlikely,Probable
2437,4,Highly Likely,Almost Certain,Almost Certain
2437,5,About Even,Might Happen,About Even
2437,6,Likely,Will Happen,Will Happen
2437,7,Improbable,Chances are Slight,Chances are Slight
2437,8,Remote Chance,Could Happen,Remote Chance
2437,9,Little Chance,May Happen,May Happen
2437,10,Almost No Chance,Very Good Chance,Very Good Chance
2436,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2436,2,Little Chance,Almost No Chance,Little Chance
2436,3,Could Happen,Better than Even,Better than Even
2436,4,Almost Certain,Likely,Almost Certain
2436,5,May Happen,Very Good Chance,Very Good Chance
2436,6,Remote Chance,Probable,Probable
2436,7,Improbable,Unlikely,Unlikely
2436,8,Highly Unlikely,About Even,About Even
2436,9,Might Happen,Will Happen,Will Happen
2436,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2435,1,Highly Likely,About Even,Highly Likely
2435,2,Remote Chance,Very Good Chance,Very Good Chance
2435,3,Realistic Possibility,Probable,Probable
2435,4,Almost Certain,Better than Even,Almost Certain
2435,5,Might Happen,Highly Unlikely,Might Happen
2435,6,Could Happen,Almost No Chance,Could Happen
2435,7,Unlikely,May Happen,May Happen
2435,8,Little Chance,Likely,Likely
2435,9,Chances are Slight,Will Happen,Will Happen
2435,10,About Even,Highly Likely,Highly Likely
2434,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2434,2,Little Chance,Almost No Chance,Little Chance
2434,3,Could Happen,Better than Even,Better than Even
2434,4,Almost Certain,Likely,Almost Certain
2434,5,May Happen,Very Good Chance,Very Good Chance
2434,6,Remote Chance,Probable,Probable
2434,7,Improbable,Unlikely,Unlikely
2434,8,Highly Unlikely,About Even,About Even
2434,9,Might Happen,Will Happen,Might Happen
2434,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2433,1,May Happen,Realistic Possibility,Realistic Possibility
2433,2,Highly Likely,Better than Even,Highly Likely
2433,3,Chances are Slight,Unlikely,Unlikely
2433,4,Almost No Chance,Little Chance,Little Chance
2433,5,Highly Unlikely,Probable,Probable
2433,6,Improbable,Likely,Likely
2433,7,About Even,Will Happen,Will Happen
2433,8,Might Happen,Almost Certain,Almost Certain
2433,9,Could Happen,Very Good Chance,Could Happen
2433,10,Realistic Possibility,May Happen,Realistic Possibility
2432,1,Highly Likely,Highly Unlikely,Highly Likely
2432,2,Almost Certain,Realistic Possibility,Almost Certain
2432,3,About Even,Very Good Chance,Very Good Chance
2432,4,Chances are Slight,Likely,Likely
2432,5,Remote Chance,May Happen,May Happen
2432,6,Improbable,Could Happen,Could Happen
2432,7,Will Happen,Almost No Chance,Will Happen
2432,8,Might Happen,Unlikely,Might Happen
2432,9,Little Chance,Better than Even,Better than Even
2432,10,Highly Unlikely,Highly Likely,Highly Likely
2431,1,Almost No Chance,Chances are Slight,Chances are Slight
2431,2,Remote Chance,Will Happen,Will Happen
2431,3,Likely,May Happen,Likely
2431,4,Unlikely,Almost Certain,Almost Certain
2431,5,About Even,Very Good Chance,Very Good Chance
2431,6,Improbable,Probable,Probable
2431,7,Realistic Possibility,Highly Unlikely,Realistic Possibility
2431,8,Little Chance,Could Happen,Could Happen
2431,9,Better than Even,Might Happen,Better than Even
2431,10,Chances are Slight,Almost No Chance,Chances are Slight
2430,1,Likely,Probable,Likely
2430,2,Might Happen,Little Chance,Might Happen
2430,3,May Happen,Improbable,May Happen
2430,4,About Even,Unlikely,About Even
2430,5,Almost No Chance,Highly Unlikely,Highly Unlikely
2430,6,Very Good Chance,Remote Chance,Very Good Chance
2430,7,Better than Even,Realistic Possibility,Better than Even
2430,8,Could Happen,Chances are Slight,Could Happen
2430,9,Almost Certain,Will Happen,Will Happen
2430,10,Probable,Likely,Likely
2429,1,Realistic Possibility,Remote Chance,Realistic Possibility
2429,2,Probable,Might Happen,Probable
2429,3,Little Chance,May Happen,May Happen
2429,4,Will Happen,Highly Likely,Will Happen
2429,5,About Even,Highly Unlikely,About Even
2429,6,Could Happen,Likely,Likely
2429,7,Unlikely,Almost No Chance,Unlikely
2429,8,Better than Even,Very Good Chance,Very Good Chance
2429,9,Improbable,Chances are Slight,Chances are Slight
2429,10,Remote Chance,Realistic Possibility,Realistic Possibility
2428,1,Highly Likely,Almost No Chance,Highly Likely
2428,2,Remote Chance,Could Happen,Could Happen
2428,3,Better than Even,Very Good Chance,Very Good Chance
2428,4,Realistic Possibility,May Happen,May Happen
2428,5,Might Happen,Improbable,Might Happen
2428,6,Likely,Will Happen,Will Happen
2428,7,Chances are Slight,Little Chance,Chances are Slight
2428,8,Probable,Highly Unlikely,Probable
2428,9,About Even,Unlikely,About Even
2428,10,Almost No Chance,Highly Likely,Highly Likely
2427,1,May Happen,Highly Likely,Highly Likely
2427,2,Almost No Chance,Better than Even,Better than Even
2427,3,Could Happen,Might Happen,Could Happen
2427,4,Probable,Likely,Likely
2427,5,Improbable,Unlikely,Unlikely
2427,6,About Even,Very Good Chance,Very Good Chance
2427,7,Remote Chance,Will Happen,Will Happen
2427,8,Little Chance,Almost Certain,Almost Certain
2427,9,Chances are Slight,Highly Unlikely,Chances are Slight
2427,10,Highly Likely,May Happen,Highly Likely
2426,1,Little Chance,Almost No Chance,Little Chance
2426,2,Unlikely,Improbable,Unlikely
2426,3,May Happen,Probable,Probable
2426,4,Realistic Possibility,Likely,Likely
2426,5,Highly Likely,Might Happen,Highly Likely
2426,6,About Even,Very Good Chance,Very Good Chance
2426,7,Highly Unlikely,Better than Even,Better than Even
2426,8,Could Happen,Remote Chance,Could Happen
2426,9,Chances are Slight,Will Happen,Will Happen
2426,10,Almost No Chance,Little Chance,Little Chance
2425,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2425,2,Will Happen,Likely,Will Happen
2425,3,Remote Chance,Probable,Probable
2425,4,May Happen,Chances are Slight,May Happen
2425,5,Little Chance,Improbable,Little Chance
2425,6,Very Good Chance,Might Happen,Very Good Chance
2425,7,Realistic Possibility,Almost Certain,Almost Certain
2425,8,About Even,Could Happen,About Even
2425,9,Better than Even,Unlikely,Better than Even
2425,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2424,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2424,2,Little Chance,Almost No Chance,Little Chance
2424,3,Could Happen,Better than Even,Better than Even
2424,4,Almost Certain,Likely,Almost Certain
2424,5,May Happen,Very Good Chance,Very Good Chance
2424,6,Remote Chance,Probable,Probable
2424,7,Improbable,Unlikely,Improbable
2424,8,Highly Unlikely,About Even,About Even
2424,9,Might Happen,Will Happen,Will Happen
2424,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2423,1,Improbable,Better than Even,Better than Even
2423,2,Realistic Possibility,Unlikely,Realistic Possibility
2423,3,Very Good Chance,About Even,Very Good Chance
2423,4,Likely,Remote Chance,Likely
2423,5,Highly Likely,Highly Unlikely,Highly Likely
2423,6,Little Chance,Might Happen,Might Happen
2423,7,Will Happen,Could Happen,Will Happen
2423,8,Chances are Slight,Probable,Probable
2423,9,Almost No Chance,Almost Certain,Almost Certain
2423,10,Better than Even,Improbable,Better than Even
2422,1,Likely,Unlikely,Likely
2422,2,Improbable,Almost Certain,Almost Certain
2422,3,Could Happen,May Happen,Could Happen
2422,4,Highly Unlikely,Very Good Chance,Very Good Chance
2422,5,Chances are Slight,Better than Even,Better than Even
2422,6,Little Chance,Remote Chance,Little Chance
2422,7,About Even,Almost No Chance,About Even
2422,8,Might Happen,Will Happen,Will Happen
2422,9,Probable,Realistic Possibility,Probable
2422,10,Unlikely,Likely,Likely
2421,1,Highly Likely,Highly Unlikely,Highly Likely
2421,2,Almost Certain,Realistic Possibility,Almost Certain
2421,3,About Even,Very Good Chance,Very Good Chance
2421,4,Chances are Slight,Likely,Likely
2421,5,Remote Chance,May Happen,May Happen
2421,6,Improbable,Could Happen,Could Happen
2421,7,Will Happen,Almost No Chance,Will Happen
2421,8,Might Happen,Unlikely,Might Happen
2421,9,Little Chance,Better than Even,Better than Even
2421,10,Highly Unlikely,Highly Likely,Highly Likely
2420,1,Remote Chance,Improbable,Improbable
2420,2,Highly Unlikely,Will Happen,Will Happen
2420,3,Likely,Almost Certain,Almost Certain
2420,4,Might Happen,About Even,About Even
2420,5,Unlikely,Highly Likely,Highly Likely
2420,6,Almost No Chance,Could Happen,Could Happen
2420,7,May Happen,Very Good Chance,Very Good Chance
2420,8,Realistic Possibility,Little Chance,Realistic Possibility
2420,9,Chances are Slight,Better than Even,Better than Even
2420,10,Improbable,Remote Chance,Improbable
2419,1,Realistic Possibility,Remote Chance,Realistic Possibility
2419,2,Probable,Might Happen,Probable
2419,3,Little Chance,May Happen,May Happen
2419,4,Will Happen,Highly Likely,Will Happen
2419,5,About Even,Highly Unlikely,About Even
2419,6,Could Happen,Likely,Likely
2419,7,Unlikely,Almost No Chance,Unlikely
2419,8,Better than Even,Very Good Chance,Very Good Chance
2419,9,Improbable,Chances are Slight,Chances are Slight
2419,10,Remote Chance,Realistic Possibility,Remote Chance
2418,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2418,2,Will Happen,Likely,Will Happen
2418,3,Remote Chance,Probable,Probable
2418,4,May Happen,Chances are Slight,May Happen
2418,5,Little Chance,Improbable,Little Chance
2418,6,Very Good Chance,Might Happen,Very Good Chance
2418,7,Realistic Possibility,Almost Certain,Almost Certain
2418,8,About Even,Could Happen,About Even
2418,9,Better than Even,Unlikely,Better than Even
2418,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2417,1,Realistic Possibility,Might Happen,Realistic Possibility
2417,2,Better than Even,Likely,Likely
2417,3,Highly Unlikely,Unlikely,Unlikely
2417,4,Will Happen,May Happen,Will Happen
2417,5,Almost Certain,Little Chance,Almost Certain
2417,6,Almost No Chance,Very Good Chance,Very Good Chance
2417,7,Chances are Slight,Improbable,Chances are Slight
2417,8,About Even,Remote Chance,About Even
2417,9,Highly Likely,Could Happen,Highly Likely
2417,10,Might Happen,Realistic Possibility,Realistic Possibility
2416,1,May Happen,Realistic Possibility,Realistic Possibility
2416,2,Highly Likely,Better than Even,Highly Likely
2416,3,Chances are Slight,Unlikely,Chances are Slight
2416,4,Almost No Chance,Little Chance,Little Chance
2416,5,Highly Unlikely,Probable,Probable
2416,6,Improbable,Likely,Likely
2416,7,About Even,Will Happen,Will Happen
2416,8,Might Happen,Almost Certain,Almost Certain
2416,9,Could Happen,Very Good Chance,Very Good Chance
2416,10,Realistic Possibility,May Happen,Realistic Possibility
2415,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2415,2,Will Happen,Likely,Will Happen
2415,3,Remote Chance,Probable,Probable
2415,4,May Happen,Chances are Slight,May Happen
2415,5,Little Chance,Improbable,Little Chance
2415,6,Very Good Chance,Might Happen,Very Good Chance
2415,7,Realistic Possibility,Almost Certain,Almost Certain
2415,8,About Even,Could Happen,About Even
2415,9,Better than Even,Unlikely,Better than Even
2415,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2414,1,Almost No Chance,Chances are Slight,Chances are Slight
2414,2,Remote Chance,Will Happen,Will Happen
2414,3,Likely,May Happen,Likely
2414,4,Unlikely,Almost Certain,Almost Certain
2414,5,About Even,Very Good Chance,Very Good Chance
2414,6,Improbable,Probable,Probable
2414,7,Realistic Possibility,Highly Unlikely,Realistic Possibility
2414,8,Little Chance,Could Happen,Could Happen
2414,9,Better than Even,Might Happen,Might Happen
2414,10,Chances are Slight,Almost No Chance,Chances are Slight
2413,1,Will Happen,Could Happen,Will Happen
2413,2,Likely,Probable,Likely
2413,3,Highly Unlikely,Realistic Possibility,Realistic Possibility
2413,4,Improbable,Better than Even,Better than Even
2413,5,Little Chance,Might Happen,Might Happen
2413,6,Very Good Chance,Highly Likely,Highly Likely
2413,7,About Even,Chances are Slight,About Even
2413,8,Almost No Chance,Unlikely,Unlikely
2413,9,May Happen,Almost Certain,Almost Certain
2413,10,Could Happen,Will Happen,Will Happen
2412,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2412,2,Remote Chance,Could Happen,Could Happen
2412,3,Might Happen,Better than Even,Better than Even
2412,4,Unlikely,Very Good Chance,Very Good Chance
2412,5,Highly Unlikely,Will Happen,Will Happen
2412,6,Improbable,Likely,Likely
2412,7,Highly Likely,Little Chance,Highly Likely
2412,8,About Even,Probable,Probable
2412,9,Almost Certain,May Happen,Almost Certain
2412,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2411,1,Will Happen,Could Happen,Will Happen
2411,2,Likely,Probable,Likely
2411,3,Highly Unlikely,Realistic Possibility,Realistic Possibility
2411,4,Improbable,Better than Even,Better than Even
2411,5,Little Chance,Might Happen,Might Happen
2411,6,Very Good Chance,Highly Likely,Highly Likely
2411,7,About Even,Chances are Slight,About Even
2411,8,Almost No Chance,Unlikely,Unlikely
2411,9,May Happen,Almost Certain,Almost Certain
2411,10,Could Happen,Will Happen,Will Happen
2410,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2410,2,Little Chance,Almost No Chance,Little Chance
2410,3,Could Happen,Better than Even,Better than Even
2410,4,Almost Certain,Likely,Almost Certain
2410,5,May Happen,Very Good Chance,Very Good Chance
2410,6,Remote Chance,Probable,Probable
2410,7,Improbable,Unlikely,Unlikely
2410,8,Highly Unlikely,About Even,About Even
2410,9,Might Happen,Will Happen,Will Happen
2410,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2409,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2409,2,Will Happen,Likely,Will Happen
2409,3,Remote Chance,Probable,Probable
2409,4,May Happen,Chances are Slight,May Happen
2409,5,Little Chance,Improbable,Improbable
2409,6,Very Good Chance,Might Happen,Very Good Chance
2409,7,Realistic Possibility,Almost Certain,Almost Certain
2409,8,About Even,Could Happen,About Even
2409,9,Better than Even,Unlikely,Better than Even
2409,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2408,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2408,2,Will Happen,Likely,Will Happen
2408,3,Remote Chance,Probable,Probable
2408,4,May Happen,Chances are Slight,May Happen
2408,5,Little Chance,Improbable,Little Chance
2408,6,Very Good Chance,Might Happen,Very Good Chance
2408,7,Realistic Possibility,Almost Certain,Almost Certain
2408,8,About Even,Could Happen,About Even
2408,9,Better than Even,Unlikely,Better than Even
2408,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2407,1,Likely,Unlikely,Likely
2407,2,Improbable,Almost Certain,Almost Certain
2407,3,Could Happen,May Happen,Could Happen
2407,4,Highly Unlikely,Very Good Chance,Very Good Chance
2407,5,Chances are Slight,Better than Even,Better than Even
2407,6,Little Chance,Remote Chance,Remote Chance
2407,7,About Even,Almost No Chance,About Even
2407,8,Might Happen,Will Happen,Will Happen
2407,9,Probable,Realistic Possibility,Probable
2407,10,Unlikely,Likely,Likely
2406,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2406,2,Will Happen,Likely,Will Happen
2406,3,Remote Chance,Probable,Probable
2406,4,May Happen,Chances are Slight,May Happen
2406,5,Little Chance,Improbable,Improbable
2406,6,Very Good Chance,Might Happen,Very Good Chance
2406,7,Realistic Possibility,Almost Certain,Almost Certain
2406,8,About Even,Could Happen,About Even
2406,9,Better than Even,Unlikely,Better than Even
2406,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2405,1,Almost No Chance,Chances are Slight,Chances are Slight
2405,2,Remote Chance,Will Happen,Will Happen
2405,3,Likely,May Happen,Likely
2405,4,Unlikely,Almost Certain,Almost Certain
2405,5,About Even,Very Good Chance,Very Good Chance
2405,6,Improbable,Probable,Probable
2405,7,Realistic Possibility,Highly Unlikely,Realistic Possibility
2405,8,Little Chance,Could Happen,Could Happen
2405,9,Better than Even,Might Happen,Better than Even
2405,10,Chances are Slight,Almost No Chance,Chances are Slight
2404,1,May Happen,Realistic Possibility,Realistic Possibility
2404,2,Highly Likely,Better than Even,Highly Likely
2404,3,Chances are Slight,Unlikely,Unlikely
2404,4,Almost No Chance,Little Chance,Little Chance
2404,5,Highly Unlikely,Probable,Probable
2404,6,Improbable,Likely,Likely
2404,7,About Even,Will Happen,Will Happen
2404,8,Might Happen,Almost Certain,Almost Certain
2404,9,Could Happen,Very Good Chance,Very Good Chance
2404,10,Realistic Possibility,May Happen,Realistic Possibility
2403,1,May Happen,Realistic Possibility,Realistic Possibility
2403,2,Highly Likely,Better than Even,Highly Likely
2403,3,Chances are Slight,Unlikely,Chances are Slight
2403,4,Almost No Chance,Little Chance,Little Chance
2403,5,Highly Unlikely,Probable,Probable
2403,6,Improbable,Likely,Likely
2403,7,About Even,Will Happen,Will Happen
2403,8,Might Happen,Almost Certain,Almost Certain
2403,9,Could Happen,Very Good Chance,Very Good Chance
2403,10,Realistic Possibility,May Happen,Realistic Possibility
2402,1,Realistic Possibility,Remote Chance,Realistic Possibility
2402,2,Probable,Might Happen,Probable
2402,3,Little Chance,May Happen,May Happen
2402,4,Will Happen,Highly Likely,Highly Likely
2402,5,About Even,Highly Unlikely,About Even
2402,6,Could Happen,Likely,Likely
2402,7,Unlikely,Almost No Chance,Unlikely
2402,8,Better than Even,Very Good Chance,Very Good Chance
2402,9,Improbable,Chances are Slight,Chances are Slight
2402,10,Remote Chance,Realistic Possibility,Remote Chance
2401,1,Almost No Chance,Chances are Slight,Chances are Slight
2401,2,Remote Chance,Will Happen,Will Happen
2401,3,Likely,May Happen,Likely
2401,4,Unlikely,Almost Certain,Almost Certain
2401,5,About Even,Very Good Chance,Very Good Chance
2401,6,Improbable,Probable,Probable
2401,7,Realistic Possibility,Highly Unlikely,Realistic Possibility
2401,8,Little Chance,Could Happen,Could Happen
2401,9,Better than Even,Might Happen,Better than Even
2401,10,Chances are Slight,Almost No Chance,Chances are Slight
2400,1,Highly Likely,Highly Unlikely,Highly Likely
2400,2,Almost Certain,Realistic Possibility,Almost Certain
2400,3,About Even,Very Good Chance,Very Good Chance
2400,4,Chances are Slight,Likely,Likely
2400,5,Remote Chance,May Happen,May Happen
2400,6,Improbable,Could Happen,Could Happen
2400,7,Will Happen,Almost No Chance,Will Happen
2400,8,Might Happen,Unlikely,Might Happen
2400,9,Little Chance,Better than Even,Better than Even
2400,10,Highly Unlikely,Highly Likely,Highly Likely
2399,1,Highly Likely,Highly Unlikely,Highly Likely
2399,2,Almost Certain,Realistic Possibility,Almost Certain
2399,3,About Even,Very Good Chance,Very Good Chance
2399,4,Chances are Slight,Likely,Likely
2399,5,Remote Chance,May Happen,May Happen
2399,6,Improbable,Could Happen,Could Happen
2399,7,Will Happen,Almost No Chance,Will Happen
2399,8,Might Happen,Unlikely,Might Happen
2399,9,Little Chance,Better than Even,Better than Even
2399,10,Highly Unlikely,Highly Likely,Highly Likely
2398,1,Realistic Possibility,Probable,Probable
2398,2,Highly Unlikely,Almost Certain,Almost Certain
2398,3,Improbable,Highly Likely,Highly Likely
2398,4,Almost No Chance,Very Good Chance,Very Good Chance
2398,5,Remote Chance,Will Happen,Will Happen
2398,6,May Happen,Unlikely,May Happen
2398,7,Could Happen,Little Chance,Could Happen
2398,8,Likely,Might Happen,Likely
2398,9,About Even,Better than Even,Better than Even
2398,10,Probable,Realistic Possibility,Probable
2397,1,Realistic Possibility,Probable,Probable
2397,2,Highly Unlikely,Almost Certain,Almost Certain
2397,3,Improbable,Highly Likely,Highly Likely
2397,4,Almost No Chance,Very Good Chance,Very Good Chance
2397,5,Remote Chance,Will Happen,Will Happen
2397,6,May Happen,Unlikely,Unlikely
2397,7,Could Happen,Little Chance,Could Happen
2397,8,Likely,Might Happen,Likely
2397,9,About Even,Better than Even,Better than Even
2397,10,Probable,Realistic Possibility,Probable
2396,1,Likely,Probable,Probable
2396,2,Might Happen,Little Chance,Might Happen
2396,3,May Happen,Improbable,May Happen
2396,4,About Even,Unlikely,About Even
2396,5,Almost No Chance,Highly Unlikely,Highly Unlikely
2396,6,Very Good Chance,Remote Chance,Very Good Chance
2396,7,Better than Even,Realistic Possibility,Realistic Possibility
2396,8,Could Happen,Chances are Slight,Could Happen
2396,9,Almost Certain,Will Happen,Will Happen
2396,10,Probable,Likely,Probable
2395,1,Highly Likely,Could Happen,Highly Likely
2395,2,Very Good Chance,Realistic Possibility,Very Good Chance
2395,3,Highly Unlikely,Improbable,Improbable
2395,4,Remote Chance,Might Happen,Might Happen
2395,5,Unlikely,Probable,Probable
2395,6,Better than Even,May Happen,Better than Even
