response_id,timestamp,age_band,english_background,education_level,country_of_residence
2668,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2667,2026-01,25-34,English is my first language,Bachelor,United States
2666,2026-01,55-64,English is my first language,Some college,United Kingdom
2665,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2664,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2663,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2662,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2661,2026-01,65-74,English is my first language,Postgraduate,South Africa
2660,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2659,2026-01,25-34,English is my first language,Postgraduate,Germany
2658,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2657,2026-01,NA,NA,NA,NA
2656,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2655,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2654,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2653,2026-01,65-74,English is my first language,Bachelor,United States
2652,2026-01,45-54,English is my first language,Some college,United Kingdom
2651,2026-01,45-54,English is my first language,Some college,United Kingdom
2650,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2649,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2648,2026-01,55-64,English is not my first language but I am fluent,High school,Netherlands
2647,2026-01,18-24,English is not my first language but I am fluent,Bachelor,Austria
2646,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2645,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2644,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2643,2026-01,NA,NA,NA,NA
2642,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2641,2026-01,55-64,English is my first language,Some college,United Kingdom
2640,2026-01,18-24,English is my first language,Postgraduate,United Kingdom
2639,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2638,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2637,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
2636,2026-01,55-64,English is my first language,Some college,United Kingdom
2635,2026-01,NA,NA,NA,NA
2634,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2633,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2632,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2631,2026-01,55-64,English is my first language,Some college,United Kingdom
2630,2026-01,NA,NA,NA,NA
2629,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2628,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2627,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2626,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2625,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2624,2026-01,65-74,English is my first language,Postgraduate,United States
2623,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2622,2026-01,35-44,English is my first language,Postgraduate,United States
2621,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2620,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2619,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2618,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2617,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Sweden
2616,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2615,2026-01,55-64,English is my first language,High school,United Kingdom
2614,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2613,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2612,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2611,2026-01,NA,NA,NA,NA
2610,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2609,2026-01,75+,English is my first language,Bachelor,United Kingdom
2608,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2607,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2606,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2605,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2604,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2603,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2602,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2601,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2600,2026-01,45-54,English is my first language,Postgraduate,Canada
2599,2026-01,75+,English is my first language,Bachelor,United Kingdom
2598,2026-01,NA,NA,NA,NA
2597,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2596,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2595,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2594,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2593,2026-01,75+,English is my first language,Bachelor,United Kingdom
2592,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2591,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2590,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2589,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2588,2026-01,55-64,English is my first language,High school,United Kingdom
2587,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2586,2026-01,35-44,English is my first language,Bachelor,United States
2585,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2584,2026-01,NA,NA,NA,NA
2583,2026-01,55-64,English is not my first language but I am fluent,Bachelor,NA
2582,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2581,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2580,2026-01,55-64,English is my first language,Some college,United Kingdom
2579,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2578,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2577,2026-01,NA,English is my first language,NA,United Kingdom
2576,2026-01,75+,English is my first language,Bachelor,France
2575,2026-01,45-54,English is my first language,Postgraduate,United States
2574,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2573,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2572,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2571,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2570,2026-01,NA,NA,NA,NA
2569,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2568,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Brazil
2567,2026-01,55-64,English is my first language,Postgraduate,Australia
2566,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2565,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2564,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2563,2026-01,NA,NA,NA,NA
2562,2026-01,NA,NA,NA,NA
2561,2026-01,55-64,English is my first language,Bachelor,United States
2560,2026-01,45-54,English is my first language,Postgraduate,United States
2559,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2558,2026-01,35-44,English is my first language,High school,United Kingdom
2557,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2556,2026-01,45-54,English is not my first language but I am fluent,Some college,United Kingdom
2555,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2554,2026-01,NA,NA,NA,NA
2553,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2552,2026-01,55-64,English is my first language,Bachelor,United States
2551,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2550,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Brazil
2549,2026-01,55-64,English is my first language,Postgraduate,United States
2548,2026-01,NA,NA,NA,NA
2547,2026-01,65-74,English is my first language,Postgraduate,Ireland
2546,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2545,2026-01,NA,NA,NA,NA
2544,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2543,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2542,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2541,2026-01,25-34,English is my first language,Postgraduate,United States
2540,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2539,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2538,2026-01,55-64,English is my first language,Postgraduate,United States
2537,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2536,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Netherlands
2535,2026-01,55-64,English is my first language,High school,United Kingdom
2534,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2533,2026-01,NA,NA,NA,NA
2532,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2531,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2530,2026-01,55-64,English is my first language,Postgraduate,United States
2529,2026-01,45-54,English is my first language,Some college,United Kingdom
2528,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2527,2026-01,NA,NA,NA,NA
2526,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2525,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2524,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2523,2026-01,55-64,English is my first language,Some college,United Kingdom
2522,2026-01,35-44,English is my first language,Postgraduate,Canada
2521,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2520,2026-01,NA,English is my first language,Bachelor,United Kingdom
2519,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2518,2026-01,45-54,English is my first language,Postgraduate,Australia
2517,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2516,2026-01,25-34,English is my first language,Postgraduate,United States
2515,2026-01,25-34,English is my first language,Some college,United Kingdom
2514,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2513,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2512,2026-01,75+,English is my first language,Some college,United Kingdom
2511,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Portugal
2510,2026-01,55-64,English is my first language,Postgraduate,Germany
2509,2026-01,55-64,English is my first language,Some college,United Kingdom
2508,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2507,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United States
2506,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2505,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2504,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2503,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2502,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2501,2026-01,45-54,English is my first language,Bachelor,United States
2500,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2499,2026-01,25-34,English is my first language,Postgraduate,United States
2498,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2497,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2496,2026-01,25-34,English is not my first language but I am fluent,Some college,Germany
2495,2026-01,45-54,English is my first language,Postgraduate,United States
2494,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2493,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2492,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2491,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2490,2026-01,NA,NA,NA,NA
2489,2026-01,45-54,English is my first language,Some college,United Kingdom
2488,2026-01,45-54,English is my first language,Postgraduate,Spain
2487,2026-01,55-64,English is my first language,Some college,United Kingdom
2486,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2485,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2484,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2483,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2482,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2481,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2480,2026-01,35-44,English is my first language,Bachelor,NA
2479,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2478,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2477,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2476,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2475,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2474,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2473,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Finland
2472,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2471,2026-01,25-34,English is my first language,Postgraduate,United States
2470,2026-01,NA,NA,NA,NA
2469,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2468,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2467,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2466,2026-01,NA,English is my first language,NA,United Kingdom
2465,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2464,2026-01,NA,NA,NA,NA
2463,2026-01,55-64,English is not my first language but I am fluent,Bachelor,NA
2462,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2461,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2460,2026-01,NA,NA,NA,NA
2459,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2458,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2457,2026-01,NA,NA,NA,NA
2456,2026-01,65-74,English is my first language,Bachelor,Bulgaria
2455,2026-01,45-54,English is my first language,Postgraduate,Netherlands
2454,2026-01,35-44,English is not my first language but I am fluent,Bachelor,United Kingdom
2453,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2452,2026-01,65-74,English is my first language,High school,United Kingdom
2451,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2450,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2449,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Germany
2448,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2447,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2446,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2445,2026-01,55-64,English is my first language,Postgraduate,Australia
2444,2026-01,75+,English is my first language,Bachelor,United Kingdom
2443,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2442,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2441,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2440,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2439,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2438,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2437,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2436,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2435,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2434,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2433,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2432,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2431,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2430,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2429,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2428,2026-01,55-64,English is my first language,Postgraduate,Ireland
2427,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2426,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2425,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2424,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2423,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2422,2026-01,35-44,English is my first language,Some college,Australia
2421,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2420,2026-01,45-54,English is my first language,Postgraduate,Ireland
2419,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2418,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2417,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2416,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2415,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2414,2026-01,18-24,English is my first language,High school,United Kingdom
2413,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2412,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2411,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2410,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2409,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2408,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Switzerland
2407,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2406,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2405,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2404,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2403,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2402,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2401,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2400,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2399,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2398,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2397,2026-01,55-64,English is my first language,Postgraduate,Ireland
2396,2026-01,65-74,English is my first language,High school,United Kingdom
2395,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2394,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2393,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2392,2026-01,65-74,English is my first language,Some college,United Kingdom
2391,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2390,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2389,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2388,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2387,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2386,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2385,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2384,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2383,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2382,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2381,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2380,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2379,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2378,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2377,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2376,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2375,2026-01,45-54,English is my first language,Postgraduate,Ireland
2374,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2373,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2372,2026-01,55-64,English is my first language,Some college,United Kingdom
2371,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2370,2026-01,NA,NA,NA,NA
2369,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2368,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2367,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2366,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2365,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2364,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2363,2026-01,75+,English is my first language,Bachelor,Ireland
2362,2026-01,18-24,English is my first language,Some college,Australia
2361,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2360,2026-01,65-74,English is my first language,High school,United Kingdom
2359,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2358,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2357,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2356,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2355,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2354,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2353,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2352,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2351,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2350,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2349,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2348,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2347,2026-01,45-54,English is my first language,Postgraduate,Belgium
2346,2026-01,75+,English is my first language,High school,United Kingdom
2345,2026-01,35-44,English is my first language,Bachelor,Canada
2344,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2343,2026-01,45-54,English is my first language,Some college,United Kingdom
2342,2026-01,45-54,English is my first language,Some college,United Kingdom
2341,2026-01,35-44,English is my first language,Some college,United Kingdom
2340,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2339,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2338,2026-01,45-54,English is my first language,Some college,United Kingdom
2337,2026-01,NA,NA,NA,NA
2336,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2335,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2334,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2333,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2332,2026-01,NA,NA,NA,NA
2331,2026-01,55-64,English is my first language,Postgraduate,United States
2330,2026-01,NA,NA,NA,NA
2329,2026-01,45-54,English is my first language,Bachelor,Netherlands
2328,2026-01,45-54,English is my first language,High school,United Kingdom
2327,2026-01,55-64,English is my first language,Postgraduate,Australia
2326,2026-01,45-54,English is my first language,Postgraduate,Ireland
2325,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2324,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2323,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2322,2026-01,45-54,English is my first language,Some college,United Kingdom
2321,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2320,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2319,2026-01,75+,English is my first language,Some college,United Kingdom
2318,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2317,2026-01,NA,NA,NA,NA
2316,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2315,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2314,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2313,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2312,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2311,2026-01,65-74,English is my first language,High school,France
2310,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2309,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2308,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Netherlands
2307,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2306,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,United Kingdom
2305,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2304,2026-01,55-64,English is my first language,High school,United Kingdom
2303,2026-01,55-64,English is my first language,Some college,United Kingdom
2302,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2301,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2300,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2299,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2298,2026-01,45-54,English is my first language,Postgraduate,New Zealand
2297,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2296,2026-01,75+,English is my first language,Bachelor,Canada
2295,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2294,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2293,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2292,2026-01,35-44,English is my first language,Postgraduate,Ireland
2291,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2290,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2289,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2288,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2287,2026-01,NA,NA,NA,NA
2286,2026-01,75+,English is my first language,Bachelor,Austria
2285,2026-01,NA,NA,NA,NA
2284,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2283,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2282,2026-01,75+,English is my first language,Bachelor,United Kingdom
2281,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2280,2026-01,55-64,English is my first language,High school,United Kingdom
2279,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2278,2026-01,55-64,English is my first language,Postgraduate,Australia
2277,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2276,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2275,2026-01,35-44,English is my first language,Bachelor,Ireland
2274,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2273,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2272,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2271,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2270,2026-01,NA,NA,NA,NA
2269,2026-01,35-44,English is my first language,Postgraduate,France
2268,2026-01,55-64,English is my first language,Some college,United Kingdom
2267,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2266,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2265,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2264,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2263,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2262,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2261,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2260,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2259,2026-01,55-64,English is my first language,Bachelor,Australia
2258,2026-01,65-74,English is my first language,Postgraduate,United States
2257,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2256,2026-01,NA,NA,NA,NA
2255,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,NA
2254,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2253,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2252,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2251,2026-01,35-44,English is my first language,Bachelor,Australia
2250,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2249,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2248,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2247,2026-01,75+,English is my first language,Bachelor,United Kingdom
2246,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2245,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2244,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2243,2026-01,25-34,English is my first language,Postgraduate,Austria
2242,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2241,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2240,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2239,2026-01,35-44,English is my first language,Postgraduate,Germany
2238,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2237,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2236,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2235,2026-01,55-64,English is my first language,Bachelor,Australia
2234,2026-01,65-74,English is my first language,Some college,France
2233,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2232,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2231,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2230,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2229,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2228,2026-01,45-54,English is my first language,Some college,United Kingdom
2227,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2226,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2225,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2224,2026-01,35-44,English is not my first language but I am fluent,Bachelor,Sweden
2223,2026-01,65-74,English is my first language,Postgraduate,New Zealand
2222,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2221,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2220,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2219,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2218,2026-01,45-54,English is my first language,Bachelor,United States
2217,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2216,2026-01,55-64,English is my first language,Postgraduate,Switzerland
2215,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2214,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2213,2026-01,65-74,English is my first language,Bachelor,Canada
2212,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2211,2026-01,65-74,English is my first language,Bachelor,United Kingdom
2210,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,South Africa
