disease,state,year,weeks_reporting,count,population
Mumps,New Hampshire,1987,50,12,1056757
Mumps,New Hampshire,1988,49,168,1074915
Mumps,New Hampshire,1989,50,16,1092450
Mumps,New Hampshire,1990,47,11,1109252
Mumps,New Hampshire,1991,39,6,1125230
Mumps,New Hampshire,1992,30,6,1140382
Mumps,New Hampshire,1993,0,0,1154734
Mumps,New Hampshire,1994,49,5,1168313
Mumps,New Hampshire,1995,25,0,1181155
Mumps,New Hampshire,1996,1,1,1193299
Mumps,New Hampshire,1997,2,0,1204785
Mumps,New Hampshire,1998,0,0,1215662
Mumps,New Hampshire,1999,48,1,1225978
Mumps,New Hampshire,2000,0,0,1235786
Mumps,New Hampshire,2001,0,0,1245139
Mumps,New Hampshire,2002,44,3,1254081
Mumps,New Hampshire,2003,0,0,1262657
Mumps,New Jersey,1968,51,3808,7016221
Mumps,New Jersey,1969,51,1835,7098828
Mumps,New Jersey,1970,51,2772,7168164
Mumps,New Jersey,1971,51,1789,7223179
Mumps,New Jersey,1972,50,1042,7265073
Mumps,New Jersey,1973,51,1665,7295705
Mumps,New Jersey,1974,50,776,7317030
Mumps,New Jersey,1975,52,456,7331068
Mumps,New Jersey,1976,52,563,7339883
Mumps,New Jersey,1977,51,366,7345561
Mumps,New Jersey,1978,50,168,7350204
Mumps,New Jersey,1979,52,602,7355920
Mumps,New Jersey,1980,49,127,7364823
Mumps,New Jersey,1981,47,96,7378668
Mumps,New Jersey,1982,51,55,7397735
Mumps,New Jersey,1983,50,139,7421942
Mumps,New Jersey,1984,52,138,7451215
Mumps,New Jersey,1985,49,55,7485491
Mumps,New Jersey,1986,48,55,7524714
Mumps,New Jersey,1987,51,72,7568834
Mumps,New Jersey,1988,51,56,7617809
Mumps,New Jersey,1989,51,200,7671604
Mumps,New Jersey,1990,43,74,7730188
Mumps,New Jersey,1991,38,24,7793388
Mumps,New Jersey,1992,36,18,7860434
Mumps,New Jersey,1993,43,6,7930377
Mumps,New Jersey,1994,32,1,8002241
Mumps,New Jersey,1995,32,12,8075011
Mumps,New Jersey,1996,23,1,8147636
Mumps,New Jersey,1997,18,2,8219025
Mumps,New Jersey,1998,26,2,8288053
Mumps,New Jersey,1999,0,0,8353559
Mumps,New Jersey,2000,18,1,8414350
Mumps,New Jersey,2001,15,2,8469501
Mumps,New Jersey,2002,27,0,8519244
Mumps,New Jersey,2003,0,0,8564124
Mumps,New Mexico,1968,51,978,997800
Mumps,New Mexico,1969,51,1002,1004888
Mumps,New Mexico,1970,51,783,1016000
Mumps,New Mexico,1971,51,742,1032078
Mumps,New Mexico,1972,49,774,1052832
Mumps,New Mexico,1973,51,1040,1077656
Mumps,New Mexico,1974,48,183,1105915
Mumps,New Mexico,1975,48,74,1136922
Mumps,New Mexico,1976,52,91,1169912
Mumps,New Mexico,1977,47,124,1204026
Mumps,New Mexico,1978,50,20,1238298
Mumps,New Mexico,1979,43,15,1271650
Mumps,New Mexico,1980,0,0,1302894
Mumps,New Mexico,1981,0,0,1331035
Mumps,New Mexico,1982,0,0,1356188
Mumps,New Mexico,1983,0,0,1378808
Mumps,New Mexico,1984,0,0,1399412
Mumps,New Mexico,1985,0,0,1418565
Mumps,New Mexico,1986,0,0,1436874
Mumps,New Mexico,1987,0,0,1454982
Mumps,New Mexico,1988,0,0,1473568
Mumps,New Mexico,1989,0,0,1493346
Mumps,New Mexico,1990,0,0,1515069
Mumps,New Mexico,1991,0,0,1539342
Mumps,New Mexico,1992,0,0,1566028
Mumps,New Mexico,1993,0,0,1594781
Mumps,New Mexico,1994,0,0,1625235
Mumps,New Mexico,1995,0,0,1656994
Mumps,New Mexico,1996,0,0,1689627
Mumps,New Mexico,1997,0,0,1722670
Mumps,New Mexico,1998,0,0,1755621
Mumps,New Mexico,1999,0,0,1787939
Mumps,New Mexico,2000,45,1,1819046
Mumps,New Mexico,2001,47,2,1848459
Mumps,New Mexico,2002,23,0,1876190
Mumps,New Mexico,2003,0,0,1902391
Mumps,New York,1968,0,0,18128492
Mumps,New York,1969,0,0,18200269
Mumps,New York,1970,11,1026,18236967
Mumps,New York,1971,0,0,18236388
Mumps,New York,1972,0,0,18203314
Mumps,New York,1973,0,0,18144367
Mumps,New York,1974,49,1816,18066218
Mumps,New York,1975,52,2148,17975503
Mumps,New York,1976,52,2198,17878766
Mumps,New York,1977,51,900,17782428
Mumps,New York,1978,51,414,17692772
Mumps,New York,1979,52,338,17615962
Mumps,New York,1980,50,277,17558072
Mumps,New York,1981,48,235,17523755
Mumps,New York,1982,51,147,17512164
Mumps,New York,1983,48,142,17521154
Mumps,New York,1984,51,148,17548657
Mumps,New York,1985,44,162,17592652
Mumps,New York,1986,42,89,17651150
Mumps,New York,1987,22,66,17722172
Mumps,New York,1988,41,194,17803734
Mumps,New York,1989,38,187,17893839
Mumps,New York,1990,0,0,17990455
Mumps,New York,1991,0,0,18091650
Mumps,New York,1992,38,72,18195984
Mumps,New York,1993,16,13,18302118
Mumps,New York,1994,26,32,18408682
Mumps,New York,1995,41,37,18514274
Mumps,New York,1996,47,38,18617460
Mumps,New York,1997,20,5,18716776
Mumps,New York,1998,31,145,18810729
Mumps,New York,1999,38,12,18897802
Mumps,New York,2000,19,8,18976457
Mumps,New York,2001,32,13,19045556
Mumps,New York,2002,39,8,19105612
Mumps,New York,2003,0,0,19157572
Mumps,North Carolina,1968,0,0,4955195
Mumps,North Carolina,1969,0,0,5016342
Mumps,North Carolina,1970,0,0,5082059
Mumps,North Carolina,1971,0,0,5152805
Mumps,North Carolina,1972,0,0,5228047
Mumps,North Carolina,1973,0,0,5306964
Mumps,North Carolina,1974,0,0,5388688
Mumps,North Carolina,1975,43,126,5472289
Mumps,North Carolina,1976,50,383,5556784
Mumps,North Carolina,1977,51,84,5641121
Mumps,North Carolina,1978,52,81,5724190
Mumps,North Carolina,1979,52,90,5804815
Mumps,North Carolina,1980,50,100,5881766
Mumps,North Carolina,1981,45,23,5954197
Mumps,North Carolina,1982,50,24,6023017
Mumps,North Carolina,1983,46,32,6089643
Mumps,North Carolina,1984,49,26,6155563
Mumps,North Carolina,1985,47,20,6222335
Mumps,North Carolina,1986,48,28,6291584
Mumps,North Carolina,1987,50,31,6365009
Mumps,North Carolina,1988,50,53,6444390
Mumps,North Carolina,1989,52,45,6531602
Mumps,North Carolina,1990,49,327,6628637
Mumps,North Carolina,1991,47,278,6737074
Mumps,North Carolina,1992,43,215,6856389
Mumps,North Carolina,1993,39,172,6985472
Mumps,North Carolina,1994,47,38,7123139
Mumps,North Carolina,1995,48,39,7268111
Mumps,North Carolina,1996,30,21,7418999
Mumps,North Carolina,1997,45,12,7574287
Mumps,North Carolina,1998,46,13,7732325
Mumps,North Carolina,1999,49,9,7891315
Mumps,North Carolina,2000,46,8,8049313
Mumps,North Carolina,2001,30,5,8204646
Mumps,North Carolina,2002,42,1,8357246
Mumps,North Carolina,2003,0,0,8507499
Mumps,North Dakota,1968,41,1409,617557
Mumps,North Dakota,1969,41,408,617149
Mumps,North Dakota,1970,51,374,617761
Mumps,North Dakota,1971,51,420,619530
Mumps,North Dakota,1972,49,398,622305
Mumps,North Dakota,1973,50,78,625858
Mumps,North Dakota,1974,46,110,629961
Mumps,North Dakota,1975,50,514,634384
Mumps,North Dakota,1976,52,128,638887
Mumps,North Dakota,1977,50,20,643226
Mumps,North Dakota,1978,49,17,647149
Mumps,North Dakota,1979,48,2,650399
Mumps,North Dakota,1980,47,4,652717
Mumps,North Dakota,1981,0,0,653912
Mumps,North Dakota,1982,0,0,654077
Mumps,North Dakota,1983,8,0,653381
Mumps,North Dakota,1984,43,1,651996
Mumps,North Dakota,1985,37,4,650094
Mumps,North Dakota,1986,43,4,647847
Mumps,North Dakota,1987,36,3,645427
Mumps,North Dakota,1988,0,0,643003
Mumps,North Dakota,1989,0,0,640739
Mumps,North Dakota,1990,0,0,638800
Mumps,North Dakota,1991,23,1,637317
Mumps,North Dakota,1992,32,2,636298
Mumps,North Dakota,1993,43,4,635718
Mumps,North Dakota,1994,41,4,635555
Mumps,North Dakota,1995,17,0,635789
Mumps,North Dakota,1996,49,2,636399
Mumps,North Dakota,1997,0,0,637364
Mumps,North Dakota,1998,38,1,638665
Mumps,North Dakota,1999,7,1,640283
Mumps,North Dakota,2000,0,0,642200
Mumps,North Dakota,2001,0,0,644395
Mumps,North Dakota,2002,34,0,646845
Mumps,North Dakota,2003,0,0,649525
Mumps,Ohio,1968,52,2974,10548245
Mumps,Ohio,1969,51,2098,10604419
Mumps,Ohio,1970,51,4903,10652017
Mumps,Ohio,1971,51,8578,10691820
Mumps,Ohio,1972,50,2582,10724428
Mumps,Ohio,1973,51,3206,10750407
Mumps,Ohio,1974,50,3561,10770347
Mumps,Ohio,1975,52,2770,10784850
Mumps,Ohio,1976,52,2398,10794532
Mumps,Ohio,1977,51,833,10800017
Mumps,Ohio,1978,52,1413,10801937
Mumps,Ohio,1979,52,2056,10800929
Mumps,Ohio,1980,50,1252,10797630
Mumps,Ohio,1981,49,570,10792749
Mumps,Ohio,1982,51,1786,10787264
Mumps,Ohio,1983,50,581,10782220
Mumps,Ohio,1984,52,431,10778661
Mumps,Ohio,1985,51,300,10777629
Mumps,Ohio,1986,49,143,10780167
Mumps,Ohio,1987,51,143,10787323
Mumps,Ohio,1988,48,144,10800151
Mumps,Ohio,1989,50,165,10819719
Mumps,Ohio,1990,44,92,10847115
Mumps,Ohio,1991,37,105,10883011
Mumps,Ohio,1992,46,108,10926334
Mumps,Ohio,1993,49,71,10975568
Mumps,Ohio,1994,47,78,11029176
Mumps,Ohio,1995,50,54,11085598
Mumps,Ohio,1996,50,48,11143245
Mumps,Ohio,1997,48,34,11200494
Mumps,Ohio,1998,46,28,11255689
Mumps,Ohio,1999,47,20,11307142
Mumps,Ohio,2000,44,5,11353140
Mumps,Ohio,2001,45,1,11392347
Mumps,Ohio,2002,40,16,11425030
Mumps,Ohio,2003,0,0,11451874
Mumps,Oklahoma,1968,37,187,2489676
Mumps,Oklahoma,1969,44,999,2522191
Mumps,Oklahoma,1970,51,2403,2559229
Mumps,Oklahoma,1971,50,191,2601155
Mumps,Oklahoma,1972,49,151,2647262
Mumps,Oklahoma,1973,50,494,2696521
Mumps,Oklahoma,1974,50,377,2747823
Mumps,Oklahoma,1975,51,345,2799976
Mumps,Oklahoma,1976,52,865,2851691
Mumps,Oklahoma,1977,51,535,2901587
Mumps,Oklahoma,1978,45,4,2948193
Mumps,Oklahoma,1979,0,0,2989962
Mumps,Oklahoma,1980,0,0,3025290
Mumps,Oklahoma,1981,0,0,3053002
Mumps,Oklahoma,1982,0,0,3073780
Mumps,Oklahoma,1983,0,0,3088839
Mumps,Oklahoma,1984,0,0,3099463
Mumps,Oklahoma,1985,0,0,3106976
Mumps,Oklahoma,1986,0,0,3112726
Mumps,Oklahoma,1987,1,1,3118080
Mumps,Oklahoma,1988,52,209,3124412
Mumps,Oklahoma,1989,51,212,3133112
Mumps,Oklahoma,1990,47,119,3145585
Mumps,Oklahoma,1991,47,16,3162924
Mumps,Oklahoma,1992,43,13,3184866
Mumps,Oklahoma,1993,48,16,3210805
Mumps,Oklahoma,1994,48,22,3240130
Mumps,Oklahoma,1995,0,0,3272219
Mumps,Oklahoma,1996,7,0,3306427
Mumps,Oklahoma,1997,0,0,3342087
Mumps,Oklahoma,1998,1,3,3378502
Mumps,Oklahoma,1999,44,0,3414944
Mumps,Oklahoma,2000,0,0,3450654
Mumps,Oklahoma,2001,0,0,3485001
Mumps,Oklahoma,2002,0,0,3517968
Mumps,Oklahoma,2003,0,0,3549703
Mumps,Oregon,1968,51,1020,2001422
Mumps,Oregon,1969,51,648,2044367
Mumps,Oregon,1970,51,1372,2091385
Mumps,Oregon,1971,51,1721,2142655
Mumps,Oregon,1972,50,1993,2197540
Mumps,Oregon,1973,51,2071,2255122
Mumps,Oregon,1974,50,838,2314377
Mumps,Oregon,1975,52,761,2374166
Mumps,Oregon,1976,52,422,2433231
Mumps,Oregon,1977,51,316,2490192
Mumps,Oregon,1978,52,138,2543561
Mumps,Oregon,1979,52,117,2591750
Mumps,Oregon,1980,51,94,2633105
Mumps,Oregon,1981,44,72,2666441
Mumps,Oregon,1982,0,0,2692647
Mumps,Oregon,1983,0,0,2713240
Mumps,Oregon,1984,0,0,2729830
Mumps,Oregon,1985,0,0,2744096
Mumps,Oregon,1986,0,0,2757761
Mumps,Oregon,1987,0,0,2772587
Mumps,Oregon,1988,0,0,2790374
Mumps,Oregon,1989,0,0,2812975
Mumps,Oregon,1990,0,0,2842321
Mumps,Oregon,1991,0,0,2879922
Mumps,Oregon,1992,0,0,2925245
Mumps,Oregon,1993,0,0,2977217
Mumps,Oregon,1994,0,0,3034716
Mumps,Oregon,1995,0,0,3096548
Mumps,Oregon,1996,0,0,3161421
Mumps,Oregon,1997,9,1,3227933
Mumps,Oregon,1998,0,0,3294557
Mumps,Oregon,1999,0,0,3359638
Mumps,Oregon,2000,0,0,3421399
Mumps,Oregon,2001,0,0,3478333
Mumps,Oregon,2002,0,0,3530420
Mumps,Oregon,2003,0,0,3578065
Mumps,Pennsylvania,1968,0,0,11736478
Mumps,Pennsylvania,1969,0,0,11767475
Mumps,Pennsylvania,1970,51,3450,11793909
Mumps,Pennsylvania,1971,51,2738,11815878
Mumps,Pennsylvania,1972,49,821,11833653
Mumps,Pennsylvania,1973,51,1706,11847552
Mumps,Pennsylvania,1974,50,1497,11857896
Mumps,Pennsylvania,1975,52,729,11865015
Mumps,Pennsylvania,1976,52,607,11869239
Mumps,Pennsylvania,1977,51,203,11870902
Mumps,Pennsylvania,1978,51,152,11870340
Mumps,Pennsylvania,1979,52,358,11867892
Mumps,Pennsylvania,1980,48,494,11863895
Mumps,Pennsylvania,1981,48,268,11858756
Mumps,Pennsylvania,1982,51,120,11853157
Mumps,Pennsylvania,1983,48,70,11847847
Mumps,Pennsylvania,1984,51,58,11843575
Mumps,Pennsylvania,1985,49,75,11841087
Mumps,Pennsylvania,1986,50,58,11841129
Mumps,Pennsylvania,1987,51,75,11844452
Mumps,Pennsylvania,1988,50,103,11851805
Mumps,Pennsylvania,1989,52,81,11863947
Mumps,Pennsylvania,1990,50,110,11881643
Mumps,Pennsylvania,1991,49,131,11905415
Mumps,Pennsylvania,1992,44,81,11934776
Mumps,Pennsylvania,1993,47,66,11968987
Mumps,Pennsylvania,1994,49,74,12007307
Mumps,Pennsylvania,1995,48,61,12048988
Mumps,Pennsylvania,1996,44,28,12093277
Mumps,Pennsylvania,1997,48,35,12139408
Mumps,Pennsylvania,1998,36,14,12186608
Mumps,Pennsylvania,1999,46,17,12234090
Mumps,Pennsylvania,2000,46,5,12281054
Mumps,Pennsylvania,2001,21,1,12326849
Mumps,Pennsylvania,2002,46,15,12371452
Mumps,Pennsylvania,2003,0,0,12415000
Mumps,Rhode Island,1968,49,1682,934857
Mumps,Rhode Island,1969,48,1184,941600
Mumps,Rhode Island,1970,51,2257,946725
Mumps,Rhode Island,1971,51,1284,950018
Mumps,Rhode Island,1972,50,425,951693
Mumps,Rhode Island,1973,51,905,952081
Mumps,Rhode Island,1974,50,2526,951518
Mumps,Rhode Island,1975,52,881,950344
Mumps,Rhode Island,1976,52,505,948899
Mumps,Rhode Island,1977,50,66,947522
Mumps,Rhode Island,1978,51,54,946548
Mumps,Rhode Island,1979,51,51,946313
Mumps,Rhode Island,1980,50,35,947154
Mumps,Rhode Island,1981,43,28,949324
Mumps,Rhode Island,1982,50,18,952732
Mumps,Rhode Island,1983,45,16,957207
Mumps,Rhode Island,1984,46,11,962573
Mumps,Rhode Island,1985,43,16,968656
Mumps,Rhode Island,1986,49,13,975280
Mumps,Rhode Island,1987,38,2,982261
Mumps,Rhode Island,1988,0,0,989415
Mumps,Rhode Island,1989,0,0,996548
Mumps,Rhode Island,1990,40,10,1003464
Mumps,Rhode Island,1991,47,4,1009992
Mumps,Rhode Island,1992,8,1,1016091
Mumps,Rhode Island,1993,48,2,1021749
Mumps,Rhode Island,1994,41,4,1026958
Mumps,Rhode Island,1995,18,0,1031708
Mumps,Rhode Island,1996,2,1,1035992
Mumps,Rhode Island,1997,46,6,1039802
Mumps,Rhode Island,1998,12,1,1043130
Mumps,Rhode Island,1999,10,2,1045971
Mumps,Rhode Island,2000,42,1,1048319
Mumps,Rhode Island,2001,0,0,1050177
Mumps,Rhode Island,2002,0,0,1051584
Mumps,Rhode Island,2003,0,0,1052590
Mumps,South Carolina,1968,38,287,2528934
Mumps,South Carolina,1969,47,470,2556998
Mumps,South Carolina,1970,51,1027,2590516
Mumps,South Carolina,1971,50,816,2630285
Mumps,South Carolina,1972,49,178,2675776
Mumps,South Carolina,1973,50,374,2726085
Mumps,South Carolina,1974,48,141,2780252
Mumps,South Carolina,1975,51,76,2837244
Mumps,South Carolina,1976,52,46,2895937
Mumps,South Carolina,1977,49,21,2955112
Mumps,South Carolina,1978,50,18,3013449
Mumps,South Carolina,1979,47,3,3069523
Mumps,South Carolina,1980,47,211,3121820
Mumps,South Carolina,1981,46,18,3169128
Mumps,South Carolina,1982,50,21,3211758
Mumps,South Carolina,1983,43,14,3250471
Mumps,South Carolina,1984,47,5,3286086
Mumps,South Carolina,1985,51,11,3319478
Mumps,South Carolina,1986,48,17,3351569
Mumps,South Carolina,1987,44,21,3383318
Mumps,South Carolina,1988,48,9,3415724
Mumps,South Carolina,1989,51,56,3449826
Mumps,South Carolina,1990,50,72,3486703
Mumps,South Carolina,1991,44,384,3527239
Mumps,South Carolina,1992,45,51,3571367
Mumps,South Carolina,1993,48,18,3618770
Mumps,South Carolina,1994,49,8,3669116
Mumps,South Carolina,1995,46,12,3722058
Mumps,South Carolina,1996,51,7,3777228
Mumps,South Carolina,1997,45,8,3834238
Mumps,South Carolina,1998,46,7,3892671
Mumps,South Carolina,1999,48,5,3952085
Mumps,South Carolina,2000,47,11,4012012
Mumps,South Carolina,2001,39,7,4072049
Mumps,South Carolina,2002,44,2,4132165
Mumps,South Carolina,2003,0,0,4192431
Mumps,South Dakota,1968,0,0,666513
Mumps,South Dakota,1969,0,0,665593
Mumps,South Dakota,1970,46,58,665507
Mumps,South Dakota,1971,51,301,666387
Mumps,South Dakota,1972,48,120,668116
Mumps,South Dakota,1973,48,20,670515
Mumps,South Dakota,1974,43,3,673407
Mumps,South Dakota,1975,51,6,676610
Mumps,South Dakota,1976,44,11,679942
Mumps,South Dakota,1977,48,59,683215
Mumps,South Dakota,1978,45,11,686240
Mumps,South Dakota,1979,47,11,688823
Mumps,South Dakota,1980,40,4,690768
Mumps,South Dakota,1981,40,1,691942
Mumps,South Dakota,1982,37,1,692468
Mumps,South Dakota,1983,0,0,692533
Mumps,South Dakota,1984,0,0,692326
Mumps,South Dakota,1985,0,0,692038
Mumps,South Dakota,1986,41,1,691857
Mumps,South Dakota,1987,51,90,691972
Mumps,South Dakota,1988,24,1,692574
Mumps,South Dakota,1989,0,0,693853
Mumps,South Dakota,1990,0,0,696004
Mumps,South Dakota,1991,19,2,699170
Mumps,South Dakota,1992,0,0,703282
Mumps,South Dakota,1993,0,0,708215
Mumps,South Dakota,1994,0,0,713843
Mumps,South Dakota,1995,0,0,720041
Mumps,South Dakota,1996,0,0,726678
Mumps,South Dakota,1997,0,0,733619
Mumps,South Dakota,1998,0,0,740725
Mumps,South Dakota,1999,0,0,747850
Mumps,South Dakota,2000,0,0,754844
Mumps,South Dakota,2001,0,0,761582
Mumps,South Dakota,2002,0,0,768060
Mumps,South Dakota,2003,0,0,774306
Mumps,Tennessee,1968,52,5940,3821245
Mumps,Tennessee,1969,51,2279,3869470
Mumps,Tennessee,1970,51,3303,3923687
Mumps,Tennessee,1971,51,5098,3984366
Mumps,Tennessee,1972,50,2124,4050556
Mumps,Tennessee,1973,51,2805,4120877
Mumps,Tennessee,1974,50,2818,4193856
Mumps,Tennessee,1975,52,2410,4267912
Mumps,Tennessee,1976,52,1706,4341349
Mumps,Tennessee,1977,51,638,4412355
Mumps,Tennessee,1978,50,466,4479008
Mumps,Tennessee,1979,50,109,4539293
Mumps,Tennessee,1980,51,34,4591120
Mumps,Tennessee,1981,46,24,4633030
Mumps,Tennessee,1982,49,27,4666274
Mumps,Tennessee,1983,48,29,4692880
Mumps,Tennessee,1984,44,17,4714961
Mumps,Tennessee,1985,51,18,4734690
Mumps,Tennessee,1986,48,236,4754285
Mumps,Tennessee,1987,51,1178,4776001
Mumps,Tennessee,1988,52,220,4802137
Mumps,Tennessee,1989,51,105,4835051
Mumps,Tennessee,1990,48,54,4877185
Mumps,Tennessee,1991,41,180,4930426
Mumps,Tennessee,1992,42,18,4994036
Mumps,Tennessee,1993,46,16,5066591
Mumps,Tennessee,1994,31,9,5146619
Mumps,Tennessee,1995,22,3,5232571
Mumps,Tennessee,1996,35,5,5322798
Mumps,Tennessee,1997,45,7,5415540
Mumps,Tennessee,1998,27,2,5508905
Mumps,Tennessee,1999,0,0,5600871
Mumps,Tennessee,2000,37,2,5689283
Mumps,Tennessee,2001,13,1,5772329
Mumps,Tennessee,2002,41,1,5849996
Mumps,Tennessee,2003,0,0,5922777
Mumps,Texas,1968,49,11236,10798697
Mumps,Texas,1969,51,8070,10986554
Mumps,Texas,1970,51,5972,11196730
Mumps,Texas,1971,51,8815,11433080
Mumps,Texas,1972,50,4924,11694123
Mumps,Texas,1973,51,3672,11976810
Mumps,Texas,1974,50,3150,12277800
Mumps,Texas,1975,52,3890,12593389
Mumps,Texas,1976,52,1735,12919453
Mumps,Texas,1977,51,979,13251403
Mumps,Texas,1978,52,1527,13584154
Mumps,Texas,1979,52,906,13912114
Mumps,Texas,1980,51,208,14229191
Mumps,Texas,1981,48,216,14530385
Mumps,Texas,1982,52,257,14816758
Mumps,Texas,1983,50,217,15091213
Mumps,Texas,1984,50,181,15356979
Mumps,Texas,1985,51,315,15617586
Mumps,Texas,1986,49,216,15876848
Mumps,Texas,1987,51,317,16138855
Mumps,Texas,1988,51,294,16407975
Mumps,Texas,1989,52,596,16688868
Mumps,Texas,1990,49,456,16986510
Mumps,Texas,1991,48,340,17305041
Mumps,Texas,1992,41,299,17644041
Mumps,Texas,1993,49,226,18001811
Mumps,Texas,1994,46,378,18376501
Mumps,Texas,1995,46,27,18766087
Mumps,Texas,1996,37,24,19168347
Mumps,Texas,1997,47,47,19580842
Mumps,Texas,1998,43,31,20000905
Mumps,Texas,1999,47,23,20425620
Mumps,Texas,2000,34,21,20851820
Mumps,Texas,2001,37,12,21276781
Mumps,Texas,2002,41,14,21700457
Mumps,Texas,2003,0,0,22123555
Mumps,Utah,1968,51,695,1012163
Mumps,Utah,1969,45,334,1033800
Mumps,Utah,1970,49,129,1059273
Mumps,Utah,1971,50,195,1089254
Mumps,Utah,1972,48,141,1123473
Mumps,Utah,1973,50,157,1161369
Mumps,Utah,1974,45,77,1202301
Mumps,Utah,1975,51,189,1245526
Mumps,Utah,1976,52,221,1290183
Mumps,Utah,1977,49,83,1335272
Mumps,Utah,1978,50,167,1379653
Mumps,Utah,1979,50,116,1422044
Mumps,Utah,1980,50,29,1461037
Mumps,Utah,1981,45,21,1495481
Mumps,Utah,1982,51,21,1525668
Mumps,Utah,1983,49,15,1552360
Mumps,Utah,1984,48,11,1576418
Mumps,Utah,1985,46,5,1598784
Mumps,Utah,1986,50,16,1620472
Mumps,Utah,1987,47,12,1642554
Mumps,Utah,1988,51,7,1666165
Mumps,Utah,1989,43,19,1692503
Mumps,Utah,1990,47,14,1722850
Mumps,Utah,1991,42,15,1758275
Mumps,Utah,1992,43,29,1798646
Mumps,Utah,1993,47,8,1843507
Mumps,Utah,1994,44,26,1892358
Mumps,Utah,1995,49,10,1944650
Mumps,Utah,1996,39,2,1999766
Mumps,Utah,1997,48,9,2057008
Mumps,Utah,1998,34,6,2115593
Mumps,Utah,1999,47,6,2174640
Mumps,Utah,2000,37,6,2233169
Mumps,Utah,2001,28,0,2290312
Mumps,Utah,2002,41,7,2345993
Mumps,Utah,2003,0,0,2400368
Mumps,Vermont,1968,49,1246,430670
Mumps,Vermont,1969,48,1255,437433
Mumps,Vermont,1970,51,736,444330
Mumps,Vermont,1971,33,354,451289
Mumps,Vermont,1972,49,137,458274
Mumps,Vermont,1973,50,266,465258
Mumps,Vermont,1974,47,33,472211
Mumps,Vermont,1975,45,12,479102
Mumps,Vermont,1976,43,50,485900
Mumps,Vermont,1977,47,8,492570
Mumps,Vermont,1978,42,6,499077
Mumps,Vermont,1979,48,10,505385
Mumps,Vermont,1980,36,12,511456
Mumps,Vermont,1981,45,10,517263
Mumps,Vermont,1982,51,7,522825
Mumps,Vermont,1983,46,15,528174
Mumps,Vermont,1984,47,5,533345
Mumps,Vermont,1985,44,3,538373
Mumps,Vermont,1986,27,3,543296
Mumps,Vermont,1987,48,7,548155
Mumps,Vermont,1988,33,6,552989
Mumps,Vermont,1989,21,4,557842
Mumps,Vermont,1990,43,2,562758
Mumps,Vermont,1991,31,4,567766
Mumps,Vermont,1992,18,1,572831
Mumps,Vermont,1993,2,0,577902
Mumps,Vermont,1994,0,0,582926
Mumps,Vermont,1995,0,0,587845
Mumps,Vermont,1996,0,0,592604
Mumps,Vermont,1997,0,0,597142
Mumps,Vermont,1998,0,0,601400
Mumps,Vermont,1999,22,0,605316
Mumps,Vermont,2000,0,0,608827
Mumps,Vermont,2001,0,0,611887
Mumps,Vermont,2002,0,0,614522
Mumps,Vermont,2003,0,0,616773
Mumps,Virginia,1968,52,1265,4510316
Mumps,Virginia,1969,50,1291,4579585
Mumps,Virginia,1970,51,2228,4648494
Mumps,Virginia,1971,51,1071,4716888
Mumps,Virginia,1972,50,1314,4784911
Mumps,Virginia,1973,51,781,4852796
Mumps,Virginia,1974,49,758,4920790
Mumps,Virginia,1975,52,851,4989154
Mumps,Virginia,1976,52,225,5058168
Mumps,Virginia,1977,51,128,5128123
Mumps,Virginia,1978,52,194,5199330
Mumps,Virginia,1979,51,102,5272114
Mumps,Virginia,1980,50,86,5346818
Mumps,Virginia,1981,47,131,5423715
Mumps,Virginia,1982,51,44,5502729
Mumps,Virginia,1983,48,33,5583684
Mumps,Virginia,1984,50,21,5666393
Mumps,Virginia,1985,51,49,5750657
Mumps,Virginia,1986,50,45,5836264
Mumps,Virginia,1987,44,89,5922986
Mumps,Virginia,1988,48,166,6010582
Mumps,Virginia,1989,50,142,6098796
Mumps,Virginia,1990,48,95,6187358
Mumps,Virginia,1991,46,69,6276031
Mumps,Virginia,1992,47,58,6364773
Mumps,Virginia,1993,47,33,6453592
Mumps,Virginia,1994,46,46,6542496
Mumps,Virginia,1995,49,24,6631499
Mumps,Virginia,1996,47,16,6720613
Mumps,Virginia,1997,46,19,6809854
Mumps,Virginia,1998,40,10,6899238
Mumps,Virginia,1999,44,10,6988785
Mumps,Virginia,2000,45,11,7078515
Mumps,Virginia,2001,42,6,7168459
Mumps,Virginia,2002,46,3,7258685
Mumps,Virginia,2003,0,0,7349269
Mumps,Washington,1968,48,6559,3279015
Mumps,Washington,1969,48,4352,3343024
Mumps,Washington,1970,51,5829,3409169
Mumps,Washington,1971,50,6369,3477326
Mumps,Washington,1972,50,3961,3547263
Mumps,Washington,1973,51,1563,3618704
Mumps,Washington,1974,50,2119,3691346
Mumps,Washington,1975,52,4556,3764862
Mumps,Washington,1976,52,882,3838897
Mumps,Washington,1977,51,333,3913069
Mumps,Washington,1978,49,214,3986966
Mumps,Washington,1979,52,247,4060150
Mumps,Washington,1980,50,132,4132156
Mumps,Washington,1981,47,164,4202665
Mumps,Washington,1982,51,102,4272055
Mumps,Washington,1983,50,48,4340912
Mumps,Washington,1984,51,63,4409870
Mumps,Washington,1985,51,41,4479602
Mumps,Washington,1986,45,23,4550828
Mumps,Washington,1987,49,73,4624310
Mumps,Washington,1988,50,65,4700862
