date,weightclass,fighter,rank
2020-12-07,Women's Strawweight,Michelle Waterson-Gomez,7
2020-12-07,Women's Strawweight,Marina Rodriguez,8
2020-12-07,Women's Strawweight,Amanda Ribas,9
2020-12-07,Women's Strawweight,Tecia Pennington,10
2020-12-07,Women's Strawweight,Mackenzie Dern,11
2020-12-07,Women's Strawweight,Angela Hill,12
2020-12-07,Women's Strawweight,Virna Jandiroba,13
2020-12-07,Women's Strawweight,Felice Herrig,14
2020-12-07,Women's Strawweight,Livinha Souza,15
2020-12-07,Women's Flyweight,Valentina Shevchenko,0
2020-12-07,Women's Flyweight,Jessica Andrade,1
2020-12-07,Women's Flyweight,Katlyn Cerminara,2
2020-12-07,Women's Flyweight,Lauren Murphy,3
2020-12-07,Women's Flyweight,Cynthia Calvillo,4
2020-12-07,Women's Flyweight,Jennifer Maia,5
2020-12-07,Women's Flyweight,Jessica Eye,6
2020-12-07,Women's Flyweight,Joanne Wood,7
2020-12-07,Women's Flyweight,Roxanne Modafferi,8
2020-12-07,Women's Flyweight,Viviane Araujo,9
2020-12-07,Women's Flyweight,Maycee Barber,10
2020-12-07,Women's Flyweight,Andrea Lee,11
2020-12-07,Women's Flyweight,Gillian Robertson,12
2020-12-07,Women's Flyweight,Alexis Davis,13
2020-12-07,Women's Flyweight,Antonina Shevchenko,14
2020-12-07,Women's Flyweight,Montana De La Rosa,15
2020-12-07,Women's Bantamweight,Amanda Nunes,0
2020-12-07,Women's Bantamweight,Germaine de Randamie,1
2020-12-07,Women's Bantamweight,Holly Holm,2
2020-12-07,Women's Bantamweight,Aspen Ladd,3
2020-12-07,Women's Bantamweight,Raquel Pennington,4
2020-12-07,Women's Bantamweight,Irene Aldana,5
2020-12-07,Women's Bantamweight,Julianna Pena,6
2020-12-07,Women's Bantamweight,Ketlen Vieira,7
2020-12-07,Women's Bantamweight,Yana Santos,8
2020-12-07,Women's Bantamweight,Sara McMann,9
2020-12-07,Women's Bantamweight,Marion Reneau,10
2020-12-07,Women's Bantamweight,Lina Lansberg,11
2020-12-07,Women's Bantamweight,Macy Chiasson,12
2020-12-07,Women's Bantamweight,Sijara Eubanks,13
2020-12-07,Women's Bantamweight,Pannie Kianzad,14
2020-12-07,Women's Bantamweight,Julia Avila,15
2020-12-07,Women's Featherweight,Amanda Nunes,0
2020-12-07,Men's Pound-for-Pound,Khabib Nurmagomedov,1
2020-12-07,Men's Pound-for-Pound,Jon Jones,2
2020-12-07,Men's Pound-for-Pound,Israel Adesanya,3
2020-12-07,Men's Pound-for-Pound,Stipe Miocic,4
2020-12-07,Men's Pound-for-Pound,Kamaru Usman,5
2020-12-07,Men's Pound-for-Pound,Alexander Volkanovski,6
2020-12-07,Men's Pound-for-Pound,Max Holloway,7
2020-12-07,Men's Pound-for-Pound,Dustin Poirier,7
2020-12-07,Men's Pound-for-Pound,Petr Yan,9
2020-12-07,Men's Pound-for-Pound,Deiveson Figueiredo,10
2020-12-07,Men's Pound-for-Pound,Justin Gaethje,11
2020-12-07,Men's Pound-for-Pound,Conor McGregor,12
2020-12-07,Men's Pound-for-Pound,Robert Whittaker,13
2020-12-07,Men's Pound-for-Pound,Tony Ferguson,14
2020-12-07,Men's Pound-for-Pound,Francis Ngannou,15
2020-12-07,Women's Pound-for-Pound,Amanda Nunes,1
2020-12-07,Women's Pound-for-Pound,Valentina Shevchenko,2
2020-12-07,Women's Pound-for-Pound,Zhang Weili,3
2020-12-07,Women's Pound-for-Pound,Rose Namajunas,4
2020-12-07,Women's Pound-for-Pound,Jessica Andrade,5
2020-12-07,Women's Pound-for-Pound,Joanna Jedrzejczyk,6
2020-12-07,Women's Pound-for-Pound,Germaine de Randamie,7
2020-12-07,Women's Pound-for-Pound,Holly Holm,8
2020-12-07,Women's Pound-for-Pound,Aspen Ladd,9
2020-12-07,Women's Pound-for-Pound,Katlyn Cerminara,10
2020-12-07,Women's Pound-for-Pound,Nina Nunes,11
2020-12-07,Women's Pound-for-Pound,Yan Xiaonan,12
2020-12-07,Women's Pound-for-Pound,Cynthia Calvillo,13
2020-12-07,Women's Pound-for-Pound,Claudia Gadelha,14
2020-12-07,Women's Pound-for-Pound,Julianna Pena,15
2020-12-14,Flyweight,Deiveson Figueiredo,0
2020-12-14,Flyweight,Brandon Moreno,1
2020-12-14,Flyweight,Joseph Benavidez,2
2020-12-14,Flyweight,Askar Askarov,3
2020-12-14,Flyweight,Alex Perez,4
2020-12-14,Flyweight,Alexandre Pantoja,5
2020-12-14,Flyweight,Brandon Royval,6
2020-12-14,Flyweight,Rogerio Bontorin,7
2020-12-14,Flyweight,Kai Kara-France,8
2020-12-14,Flyweight,Matt Schnell,9
2020-12-14,Flyweight,Raulian Paiva,10
2020-12-14,Flyweight,David Dvorak,11
2020-12-14,Flyweight,Tim Elliott,12
2020-12-14,Flyweight,Tyson Nam,13
2020-12-14,Flyweight,Jordan Espinosa,14
2020-12-14,Flyweight,Amir Albazi,15
2020-12-14,Bantamweight,Petr Yan,0
2020-12-14,Bantamweight,Aljamain Sterling,1
2020-12-14,Bantamweight,Cory Sandhagen,2
2020-12-14,Bantamweight,Marlon Moraes,3
2020-12-14,Bantamweight,Cody Garbrandt,4
2020-12-14,Bantamweight,Frankie Edgar,5
2020-12-14,Bantamweight,Pedro Munhoz,6
2020-12-14,Bantamweight,Jose Aldo,7
2020-12-14,Bantamweight,Jimmie Rivera,8
2020-12-14,Bantamweight,Raphael Assuncao,9
2020-12-14,Bantamweight,Dominick Cruz,10
2020-12-14,Bantamweight,Rob Font,11
2020-12-14,Bantamweight,Merab Dvalishvili,12
2020-12-14,Bantamweight,Cody Stamann,13
2020-12-14,Bantamweight,Song Yadong,14
2020-12-14,Bantamweight,Marlon Vera,15
2020-12-14,Featherweight,Alexander Volkanovski,0
2020-12-14,Featherweight,Max Holloway,1
2020-12-14,Featherweight,Brian Ortega,2
2020-12-14,Featherweight,Zabit Magomedsharipov,3
2020-12-14,Featherweight,Yair Rodriguez,4
2020-12-14,Featherweight,Chan Sung Jung,5
2020-12-14,Featherweight,Calvin Kattar,6
2020-12-14,Featherweight,Josh Emmett,7
2020-12-14,Featherweight,Jeremy Stephens,8
2020-12-14,Featherweight,Arnold Allen,9
2020-12-14,Featherweight,Sodiq Yusuff,10
2020-12-14,Featherweight,Dan Ige,11
2020-12-14,Featherweight,Shane Burgos,12
2020-12-14,Featherweight,Ryan Hall,13
2020-12-14,Featherweight,Bryce Mitchell,14
2020-12-14,Featherweight,Edson Barboza,15
2020-12-14,Lightweight,Khabib Nurmagomedov,0
2020-12-14,Lightweight,Justin Gaethje,1
2020-12-14,Lightweight,Dustin Poirier,2
2020-12-14,Lightweight,Charles Oliveira,3
2020-12-14,Lightweight,Tony Ferguson,4
2020-12-14,Lightweight,Conor McGregor,5
2020-12-14,Lightweight,Dan Hooker,6
2020-12-14,Lightweight,Rafael Dos Anjos,7
2020-12-14,Lightweight,Paul Felder,8
2020-12-14,Lightweight,Diego Ferreira,9
2020-12-14,Lightweight,Al Iaquinta,10
2020-12-14,Lightweight,Kevin Lee,11
2020-12-14,Lightweight,Beneil Dariush,12
2020-12-14,Lightweight,Islam Makhachev,13
2020-12-14,Lightweight,Gregor Gillespie,14
2020-12-14,Lightweight,Drew Dober,15
2020-12-14,Welterweight,Kamaru Usman,0
2020-12-14,Welterweight,Colby Covington,1
2020-12-14,Welterweight,Gilbert Burns,2
2020-12-14,Welterweight,Leon Edwards,3
2020-12-14,Welterweight,Jorge Masvidal,4
2020-12-14,Welterweight,Stephen Thompson,5
2020-12-14,Welterweight,Tyron Woodley,6
2020-12-14,Welterweight,Demian Maia,7
2020-12-14,Welterweight,Michael Chiesa,8
2020-12-14,Welterweight,Neil Magny,9
2020-12-14,Welterweight,Vicente Luque,10
2020-12-14,Welterweight,Geoff Neal,11
2020-12-14,Welterweight,Anthony Pettis,12
2020-12-14,Welterweight,Belal Muhammad,13
2020-12-14,Welterweight,Robbie Lawler,14
2020-12-14,Welterweight,Khamzat Chimaev,15
2020-12-14,Middleweight,Israel Adesanya,0
2020-12-14,Middleweight,Robert Whittaker,1
2020-12-14,Middleweight,Paulo Costa,2
2020-12-14,Middleweight,Jared Cannonier,3
2020-12-14,Middleweight,Darren Till,4
2020-12-14,Middleweight,Marvin Vettori,5
2020-12-14,Middleweight,Jack Hermansson,6
2020-12-14,Middleweight,Derek Brunson,7
2020-12-14,Middleweight,Kelvin Gastelum,8
2020-12-14,Middleweight,Uriah Hall,9
2020-12-14,Middleweight,Kevin Holland,10
2020-12-14,Middleweight,Chris Weidman,11
2020-12-14,Middleweight,Edmen Shahbazyan,12
2020-12-14,Middleweight,Omari Akhmedov,13
2020-12-14,Middleweight,Brad Tavares,14
2020-12-14,Middleweight,Ian Heinisch,15
2020-12-14,Light Heavyweight,Jan Blachowicz,0
2020-12-14,Light Heavyweight,Glover Teixeira,1
2020-12-14,Light Heavyweight,Thiago Santos,2
2020-12-14,Light Heavyweight,Dominick Reyes,3
2020-12-14,Light Heavyweight,Aleksandar Rakic,4
2020-12-14,Light Heavyweight,Jiri Prochazka,5
2020-12-14,Light Heavyweight,Anthony Smith,6
2020-12-14,Light Heavyweight,Volkan Oezdemir,7
2020-12-14,Light Heavyweight,Nikita Krylov,8
2020-12-14,Light Heavyweight,Johnny Walker,9
2020-12-14,Light Heavyweight,Misha Cirkunov,10
2020-12-14,Light Heavyweight,Magomed Ankalaev,11
2020-12-14,Light Heavyweight,Ryan Spann,12
2020-12-14,Light Heavyweight,Jimmy Crute,12
2020-12-14,Light Heavyweight,Paul Craig,14
2020-12-14,Light Heavyweight,Jamahal Hill,15
2020-12-14,Heavyweight,Stipe Miocic,0
2020-12-14,Heavyweight,Francis Ngannou,1
2020-12-14,Heavyweight,Curtis Blaydes,2
2020-12-14,Heavyweight,Jairzinho Rozenstruik,3
2020-12-14,Heavyweight,Derrick Lewis,4
2020-12-14,Heavyweight,Alistair Overeem,5
2020-12-14,Heavyweight,Alexander Volkov,6
2020-12-14,Heavyweight,Ciryl Gane,7
2020-12-14,Heavyweight,Shamil Abdurakhimov,8
2020-12-14,Heavyweight,Augusto Sakai,9
2020-12-14,Heavyweight,Junior dos Santos,10
2020-12-14,Heavyweight,Aleksei Oleinik,11
2020-12-14,Heavyweight,Walt Harris,12
2020-12-14,Heavyweight,Sergei Pavlovich,13
2020-12-14,Heavyweight,Blagoy Ivanov,14
2020-12-14,Heavyweight,Andrei Arlovski,15
2020-12-14,Women's Strawweight,Zhang Weili,0
2020-12-14,Women's Strawweight,Rose Namajunas,1
2020-12-14,Women's Strawweight,Joanna Jedrzejczyk,2
2020-12-14,Women's Strawweight,Yan Xiaonan,3
2020-12-14,Women's Strawweight,Carla Esparza,4
2020-12-14,Women's Strawweight,Nina Nunes,5
2020-12-14,Women's Strawweight,Claudia Gadelha,6
2020-12-14,Women's Strawweight,Michelle Waterson-Gomez,7
2020-12-14,Women's Strawweight,Marina Rodriguez,8
2020-12-14,Women's Strawweight,Amanda Ribas,9
2020-12-14,Women's Strawweight,Tecia Pennington,9
2020-12-14,Women's Strawweight,Mackenzie Dern,11
2020-12-14,Women's Strawweight,Angela Hill,12
2020-12-14,Women's Strawweight,Virna Jandiroba,13
2020-12-14,Women's Strawweight,Felice Herrig,14
2020-12-14,Women's Strawweight,Livinha Souza,15
2020-12-14,Women's Flyweight,Valentina Shevchenko,0
2020-12-14,Women's Flyweight,Jessica Andrade,1
2020-12-14,Women's Flyweight,Katlyn Cerminara,2
2020-12-14,Women's Flyweight,Lauren Murphy,3
2020-12-14,Women's Flyweight,Jennifer Maia,4
2020-12-14,Women's Flyweight,Cynthia Calvillo,5
2020-12-14,Women's Flyweight,Jessica Eye,6
2020-12-14,Women's Flyweight,Joanne Wood,7
2020-12-14,Women's Flyweight,Roxanne Modafferi,8
2020-12-14,Women's Flyweight,Viviane Araujo,9
2020-12-14,Women's Flyweight,Maycee Barber,10
2020-12-14,Women's Flyweight,Andrea Lee,11
2020-12-14,Women's Flyweight,Alexis Davis,12
2020-12-14,Women's Flyweight,Gillian Robertson,13
2020-12-14,Women's Flyweight,Antonina Shevchenko,14
2020-12-14,Women's Flyweight,Montana De La Rosa,15
2020-12-14,Women's Bantamweight,Amanda Nunes,0
2020-12-14,Women's Bantamweight,Germaine de Randamie,1
2020-12-14,Women's Bantamweight,Holly Holm,2
2020-12-14,Women's Bantamweight,Aspen Ladd,3
2020-12-14,Women's Bantamweight,Raquel Pennington,4
2020-12-14,Women's Bantamweight,Irene Aldana,5
2020-12-14,Women's Bantamweight,Ketlen Vieira,6
2020-12-14,Women's Bantamweight,Julianna Pena,7
2020-12-14,Women's Bantamweight,Yana Santos,8
2020-12-14,Women's Bantamweight,Sara McMann,9
2020-12-14,Women's Bantamweight,Marion Reneau,10
2020-12-14,Women's Bantamweight,Lina Lansberg,11
2020-12-14,Women's Bantamweight,Macy Chiasson,12
2020-12-14,Women's Bantamweight,Sijara Eubanks,13
2020-12-14,Women's Bantamweight,Pannie Kianzad,14
2020-12-14,Women's Bantamweight,Julia Avila,15
2020-12-14,Women's Featherweight,Amanda Nunes,0
2020-12-14,Men's Pound-for-Pound,Khabib Nurmagomedov,1
2020-12-14,Men's Pound-for-Pound,Jon Jones,2
2020-12-14,Men's Pound-for-Pound,Israel Adesanya,3
2020-12-14,Men's Pound-for-Pound,Stipe Miocic,4
2020-12-14,Men's Pound-for-Pound,Kamaru Usman,5
2020-12-14,Men's Pound-for-Pound,Alexander Volkanovski,6
2020-12-14,Men's Pound-for-Pound,Dustin Poirier,7
2020-12-14,Men's Pound-for-Pound,Max Holloway,8
2020-12-14,Men's Pound-for-Pound,Deiveson Figueiredo,9
2020-12-14,Men's Pound-for-Pound,Petr Yan,10
2020-12-14,Men's Pound-for-Pound,Justin Gaethje,11
2020-12-14,Men's Pound-for-Pound,Conor McGregor,12
2020-12-14,Men's Pound-for-Pound,Robert Whittaker,13
2020-12-14,Men's Pound-for-Pound,Francis Ngannou,14
2020-12-14,Men's Pound-for-Pound,Jan Blachowicz,15
2020-12-14,Women's Pound-for-Pound,Amanda Nunes,1
2020-12-14,Women's Pound-for-Pound,Valentina Shevchenko,2
2020-12-14,Women's Pound-for-Pound,Zhang Weili,3
2020-12-14,Women's Pound-for-Pound,Rose Namajunas,4
2020-12-14,Women's Pound-for-Pound,Jessica Andrade,5
2020-12-14,Women's Pound-for-Pound,Joanna Jedrzejczyk,6
2020-12-14,Women's Pound-for-Pound,Germaine de Randamie,7
2020-12-14,Women's Pound-for-Pound,Holly Holm,8
2020-12-14,Women's Pound-for-Pound,Aspen Ladd,9
2020-12-14,Women's Pound-for-Pound,Katlyn Cerminara,10
2020-12-14,Women's Pound-for-Pound,Nina Nunes,11
2020-12-14,Women's Pound-for-Pound,Yan Xiaonan,12
2020-12-14,Women's Pound-for-Pound,Cynthia Calvillo,13
2020-12-14,Women's Pound-for-Pound,Claudia Gadelha,14
2020-12-14,Women's Pound-for-Pound,Julianna Pena,15
2020-12-21,Flyweight,Deiveson Figueiredo,0
2020-12-21,Flyweight,Brandon Moreno,1
2020-12-21,Flyweight,Joseph Benavidez,2
2020-12-21,Flyweight,Askar Askarov,3
2020-12-21,Flyweight,Alex Perez,4
2020-12-21,Flyweight,Alexandre Pantoja,5
2020-12-21,Flyweight,Brandon Royval,6
2020-12-21,Flyweight,Rogerio Bontorin,7
2020-12-21,Flyweight,Kai Kara-France,8
2020-12-21,Flyweight,Matt Schnell,9
2020-12-21,Flyweight,Raulian Paiva,10
2020-12-21,Flyweight,David Dvorak,11
2020-12-21,Flyweight,Tim Elliott,12
2020-12-21,Flyweight,Tyson Nam,13
2020-12-21,Flyweight,Jordan Espinosa,14
2020-12-21,Flyweight,Amir Albazi,15
2020-12-21,Bantamweight,Petr Yan,0
2020-12-21,Bantamweight,Aljamain Sterling,1
2020-12-21,Bantamweight,Cory Sandhagen,2
2020-12-21,Bantamweight,Cody Garbrandt,3
2020-12-21,Bantamweight,Frankie Edgar,4
2020-12-21,Bantamweight,Rob Font,5
2020-12-21,Bantamweight,Jose Aldo,6
2020-12-21,Bantamweight,Marlon Moraes,7
2020-12-21,Bantamweight,Pedro Munhoz,8
2020-12-21,Bantamweight,Jimmie Rivera,9
2020-12-21,Bantamweight,Raphael Assuncao,10
2020-12-21,Bantamweight,Dominick Cruz,11
2020-12-21,Bantamweight,Merab Dvalishvili,12
2020-12-21,Bantamweight,Cody Stamann,13
2020-12-21,Bantamweight,Song Yadong,14
2020-12-21,Bantamweight,Marlon Vera,15
2020-12-21,Featherweight,Alexander Volkanovski,0
2020-12-21,Featherweight,Max Holloway,1
2020-12-21,Featherweight,Brian Ortega,2
2020-12-21,Featherweight,Zabit Magomedsharipov,3
2020-12-21,Featherweight,Yair Rodriguez,4
2020-12-21,Featherweight,Chan Sung Jung,5
2020-12-21,Featherweight,Calvin Kattar,6
2020-12-21,Featherweight,Josh Emmett,7
2020-12-21,Featherweight,Jeremy Stephens,8
2020-12-21,Featherweight,Arnold Allen,9
2020-12-21,Featherweight,Sodiq Yusuff,10
2020-12-21,Featherweight,Dan Ige,11
2020-12-21,Featherweight,Shane Burgos,12
2020-12-21,Featherweight,Ryan Hall,13
2020-12-21,Featherweight,Bryce Mitchell,14
2020-12-21,Featherweight,Edson Barboza,15
2020-12-21,Lightweight,Khabib Nurmagomedov,0
2020-12-21,Lightweight,Justin Gaethje,1
2020-12-21,Lightweight,Dustin Poirier,2
2020-12-21,Lightweight,Charles Oliveira,3
2020-12-21,Lightweight,Conor McGregor,4
2020-12-21,Lightweight,Tony Ferguson,5
2020-12-21,Lightweight,Dan Hooker,6
2020-12-21,Lightweight,Rafael Dos Anjos,7
2020-12-21,Lightweight,Paul Felder,8
2020-12-21,Lightweight,Diego Ferreira,9
2020-12-21,Lightweight,Al Iaquinta,10
2020-12-21,Lightweight,Kevin Lee,11
2020-12-21,Lightweight,Beneil Dariush,12
2020-12-21,Lightweight,Islam Makhachev,13
2020-12-21,Lightweight,Gregor Gillespie,14
2020-12-21,Lightweight,Drew Dober,15
2020-12-21,Welterweight,Kamaru Usman,0
2020-12-21,Welterweight,Colby Covington,1
2020-12-21,Welterweight,Gilbert Burns,2
2020-12-21,Welterweight,Leon Edwards,3
2020-12-21,Welterweight,Jorge Masvidal,4
2020-12-21,Welterweight,Stephen Thompson,5
2020-12-21,Welterweight,Tyron Woodley,6
2020-12-21,Welterweight,Demian Maia,7
2020-12-21,Welterweight,Michael Chiesa,8
2020-12-21,Welterweight,Neil Magny,9
2020-12-21,Welterweight,Vicente Luque,10
2020-12-21,Welterweight,Geoff Neal,11
2020-12-21,Welterweight,Anthony Pettis,12
2020-12-21,Welterweight,Belal Muhammad,13
2020-12-21,Welterweight,Robbie Lawler,14
2020-12-21,Welterweight,Khamzat Chimaev,15
2020-12-21,Middleweight,Israel Adesanya,0
2020-12-21,Middleweight,Robert Whittaker,1
2020-12-21,Middleweight,Paulo Costa,2
2020-12-21,Middleweight,Jared Cannonier,3
2020-12-21,Middleweight,Darren Till,4
2020-12-21,Middleweight,Marvin Vettori,5
2020-12-21,Middleweight,Jack Hermansson,6
2020-12-21,Middleweight,Derek Brunson,7
2020-12-21,Middleweight,Kelvin Gastelum,8
2020-12-21,Middleweight,Uriah Hall,9
2020-12-21,Middleweight,Kevin Holland,10
2020-12-21,Middleweight,Chris Weidman,11
2020-12-21,Middleweight,Edmen Shahbazyan,12
2020-12-21,Middleweight,Omari Akhmedov,13
2020-12-21,Middleweight,Brad Tavares,14
2020-12-21,Middleweight,Ian Heinisch,15
2020-12-21,Light Heavyweight,Jan Blachowicz,0
2020-12-21,Light Heavyweight,Glover Teixeira,1
2020-12-21,Light Heavyweight,Thiago Santos,2
2020-12-21,Light Heavyweight,Dominick Reyes,3
2020-12-21,Light Heavyweight,Aleksandar Rakic,4
2020-12-21,Light Heavyweight,Jiri Prochazka,5
2020-12-21,Light Heavyweight,Anthony Smith,6
2020-12-21,Light Heavyweight,Volkan Oezdemir,7
2020-12-21,Light Heavyweight,Nikita Krylov,8
2020-12-21,Light Heavyweight,Johnny Walker,9
2020-12-21,Light Heavyweight,Misha Cirkunov,10
2020-12-21,Light Heavyweight,Magomed Ankalaev,11
2020-12-21,Light Heavyweight,Jimmy Crute,12
2020-12-21,Light Heavyweight,Ryan Spann,13
2020-12-21,Light Heavyweight,Paul Craig,14
2020-12-21,Light Heavyweight,Jamahal Hill,15
2020-12-21,Heavyweight,Stipe Miocic,0
2020-12-21,Heavyweight,Francis Ngannou,1
2020-12-21,Heavyweight,Curtis Blaydes,2
2020-12-21,Heavyweight,Jairzinho Rozenstruik,3
2020-12-21,Heavyweight,Derrick Lewis,4
2020-12-21,Heavyweight,Alistair Overeem,5
2020-12-21,Heavyweight,Alexander Volkov,6
2020-12-21,Heavyweight,Ciryl Gane,7
2020-12-21,Heavyweight,Shamil Abdurakhimov,8
2020-12-21,Heavyweight,Augusto Sakai,9
2020-12-21,Heavyweight,Aleksei Oleinik,10
2020-12-21,Heavyweight,Junior dos Santos,11
2020-12-21,Heavyweight,Walt Harris,12
2020-12-21,Heavyweight,Blagoy Ivanov,13
2020-12-21,Heavyweight,Sergei Pavlovich,14
2020-12-21,Heavyweight,Marcin Tybura,15
2020-12-21,Women's Strawweight,Zhang Weili,0
2020-12-21,Women's Strawweight,Rose Namajunas,1
2020-12-21,Women's Strawweight,Joanna Jedrzejczyk,2
2020-12-21,Women's Strawweight,Yan Xiaonan,3
2020-12-21,Women's Strawweight,Carla Esparza,4
2020-12-21,Women's Strawweight,Nina Nunes,5
2020-12-21,Women's Strawweight,Claudia Gadelha,6
2020-12-21,Women's Strawweight,Michelle Waterson-Gomez,7
2020-12-21,Women's Strawweight,Marina Rodriguez,8
2020-12-21,Women's Strawweight,Tecia Pennington,9
2020-12-21,Women's Strawweight,Amanda Ribas,9
2020-12-21,Women's Strawweight,Mackenzie Dern,11
2020-12-21,Women's Strawweight,Angela Hill,12
2020-12-21,Women's Strawweight,Virna Jandiroba,13
2020-12-21,Women's Strawweight,Felice Herrig,14
2020-12-21,Women's Strawweight,Livinha Souza,15
2020-12-21,Women's Flyweight,Valentina Shevchenko,0
2020-12-21,Women's Flyweight,Jessica Andrade,1
2020-12-21,Women's Flyweight,Katlyn Cerminara,2
2020-12-21,Women's Flyweight,Lauren Murphy,3
2020-12-21,Women's Flyweight,Jennifer Maia,4
2020-12-21,Women's Flyweight,Cynthia Calvillo,5
2020-12-21,Women's Flyweight,Jessica Eye,6
2020-12-21,Women's Flyweight,Joanne Wood,7
2020-12-21,Women's Flyweight,Roxanne Modafferi,8
2020-12-21,Women's Flyweight,Viviane Araujo,9
2020-12-21,Women's Flyweight,Maycee Barber,10
2020-12-21,Women's Flyweight,Andrea Lee,11
2020-12-21,Women's Flyweight,Alexis Davis,12
2020-12-21,Women's Flyweight,Taila Santos,13
2020-12-21,Women's Flyweight,Antonina Shevchenko,14
2020-12-21,Women's Flyweight,Montana De La Rosa,15
2020-12-21,Women's Bantamweight,Amanda Nunes,0
2020-12-21,Women's Bantamweight,Germaine de Randamie,1
2020-12-21,Women's Bantamweight,Holly Holm,2
2020-12-21,Women's Bantamweight,Aspen Ladd,3
2020-12-21,Women's Bantamweight,Raquel Pennington,4
2020-12-21,Women's Bantamweight,Irene Aldana,5
2020-12-21,Women's Bantamweight,Ketlen Vieira,6
2020-12-21,Women's Bantamweight,Julianna Pena,7
2020-12-21,Women's Bantamweight,Yana Santos,8
2020-12-21,Women's Bantamweight,Sara McMann,9
2020-12-21,Women's Bantamweight,Marion Reneau,10
2020-12-21,Women's Bantamweight,Lina Lansberg,11
2020-12-21,Women's Bantamweight,Macy Chiasson,12
2020-12-21,Women's Bantamweight,Pannie Kianzad,13
2020-12-21,Women's Bantamweight,Sijara Eubanks,14
2020-12-21,Women's Bantamweight,Julia Avila,15
2020-12-21,Women's Featherweight,Amanda Nunes,0
2020-12-21,Men's Pound-for-Pound,Khabib Nurmagomedov,1
2020-12-21,Men's Pound-for-Pound,Jon Jones,2
2020-12-21,Men's Pound-for-Pound,Israel Adesanya,3
2020-12-21,Men's Pound-for-Pound,Stipe Miocic,4
2020-12-21,Men's Pound-for-Pound,Kamaru Usman,5
2020-12-21,Men's Pound-for-Pound,Alexander Volkanovski,6
2020-12-21,Men's Pound-for-Pound,Dustin Poirier,7
2020-12-21,Men's Pound-for-Pound,Max Holloway,8
2020-12-21,Men's Pound-for-Pound,Deiveson Figueiredo,9
2020-12-21,Men's Pound-for-Pound,Petr Yan,10
2020-12-21,Men's Pound-for-Pound,Justin Gaethje,11
2020-12-21,Men's Pound-for-Pound,Conor McGregor,12
2020-12-21,Men's Pound-for-Pound,Robert Whittaker,13
2020-12-21,Men's Pound-for-Pound,Francis Ngannou,14
2020-12-21,Men's Pound-for-Pound,Jan Blachowicz,15
2020-12-21,Women's Pound-for-Pound,Amanda Nunes,1
2020-12-21,Women's Pound-for-Pound,Valentina Shevchenko,2
2020-12-21,Women's Pound-for-Pound,Zhang Weili,3
2020-12-21,Women's Pound-for-Pound,Rose Namajunas,4
2020-12-21,Women's Pound-for-Pound,Jessica Andrade,5
2020-12-21,Women's Pound-for-Pound,Joanna Jedrzejczyk,6
2020-12-21,Women's Pound-for-Pound,Germaine de Randamie,7
2020-12-21,Women's Pound-for-Pound,Holly Holm,8
2020-12-21,Women's Pound-for-Pound,Aspen Ladd,9
2020-12-21,Women's Pound-for-Pound,Katlyn Cerminara,10
2020-12-21,Women's Pound-for-Pound,Nina Nunes,11
2020-12-21,Women's Pound-for-Pound,Yan Xiaonan,12
2020-12-21,Women's Pound-for-Pound,Cynthia Calvillo,13
2020-12-21,Women's Pound-for-Pound,Claudia Gadelha,14
2020-12-21,Women's Pound-for-Pound,Julianna Pena,15
2021-01-18,Flyweight,Deiveson Figueiredo,0
2021-01-18,Flyweight,Brandon Moreno,1
2021-01-18,Flyweight,Joseph Benavidez,2
2021-01-18,Flyweight,Askar Askarov,3
2021-01-18,Flyweight,Alex Perez,4
2021-01-18,Flyweight,Alexandre Pantoja,5
2021-01-18,Flyweight,Brandon Royval,6
2021-01-18,Flyweight,Rogerio Bontorin,7
2021-01-18,Flyweight,Kai Kara-France,8
2021-01-18,Flyweight,Matt Schnell,9
2021-01-18,Flyweight,Raulian Paiva,10
2021-01-18,Flyweight,David Dvorak,11
2021-01-18,Flyweight,Tim Elliott,12
2021-01-18,Flyweight,Tyson Nam,13
2021-01-18,Flyweight,Jordan Espinosa,14
2021-01-18,Flyweight,Amir Albazi,15
2021-01-18,Bantamweight,Petr Yan,0
2021-01-18,Bantamweight,Aljamain Sterling,1
2021-01-18,Bantamweight,Cory Sandhagen,2
2021-01-18,Bantamweight,Cody Garbrandt,3
2021-01-18,Bantamweight,Frankie Edgar,4
2021-01-18,Bantamweight,Rob Font,5
2021-01-18,Bantamweight,Jose Aldo,6
2021-01-18,Bantamweight,Marlon Moraes,7
2021-01-18,Bantamweight,Pedro Munhoz,8
2021-01-18,Bantamweight,Jimmie Rivera,9
2021-01-18,Bantamweight,Raphael Assuncao,10
2021-01-18,Bantamweight,Dominick Cruz,11
2021-01-18,Bantamweight,Merab Dvalishvili,12
2021-01-18,Bantamweight,Cody Stamann,13
2021-01-18,Bantamweight,Song Yadong,14
2021-01-18,Bantamweight,Casey Kenney,15
2021-01-18,Featherweight,Alexander Volkanovski,0
2021-01-18,Featherweight,Max Holloway,1
2021-01-18,Featherweight,Brian Ortega,2
2021-01-18,Featherweight,Zabit Magomedsharipov,3
2021-01-18,Featherweight,Yair Rodriguez,4
2021-01-18,Featherweight,Chan Sung Jung,5
2021-01-18,Featherweight,Calvin Kattar,6
2021-01-18,Featherweight,Josh Emmett,7
