name,nickname,weight_class,url,profile_name,profile_nickname,status,place_of_birth,age,height,weight,octagon_debut,sig_strikes_landed,sig_strikes_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_defense,takedown_defense,knockdown_avg,average_fight_time,takedowns_attempted,fighting_style,reach,leg_reach,takedowns_landed,trains_at,wins,losses,draws,standing_count,standing_pct,clinch_count,clinch_percent,ground_count,ground_percent,ko_tko_win,ko_tko_percent,dec_wins,dec_percent,sub_wins,sub_percent
Shane Howell,NA,Flyweight,https://www.ufc.com/athlete/shane-howell,Shane Howell,NA,Not Fighting,United States,39,68,125,2014-06-28,22,67,1.27,2.55,0,0,0.43,0.2,0,8M 39S,NA,NA,69,NA,NA,NA,13,9,0,20,0.91,0,0,2,0.09,4,0.31,2,0.15,7,0.54
Carlos Huachin,Perro Malo,Bantamweight,https://www.ufc.com/athlete/carlos-huachin,Carlos Huachin,Perro Malo,Not Fighting,"Callao Region, Peru",27,64,136,2019-05-11,52,242,2.1,4.8,0,0,0.5,0.67,0,12M 25S,NA,NA,67,37,NA,NA,10,5,1,49,0.9400000000000001,1,0.02,2,0.04,8,0.8,0,0,2,0.2
Brady Huang,NA,Bantamweight,https://www.ufc.com/athlete/brady-huang,Brady Huang,NA,Not Fighting,"SF, United States",30,NA,135.5,2026-06-25,3,8,4.62,10.77,0,0,0.3,NA,0,39S,1,NA,NA,NA,NA,NA,11,2,0,3,1,0,0,0,0,0,0,0,0,0,0
Austin Hubbard,Thud,Lightweight,https://www.ufc.com/athlete/austin-hubbard,Austin Hubbard,Thud,Not Fighting,"Sterling, United States",33,70,155.5,2019-05-18,622,1480,3.97,4.1,1.63,0.1,0.55,0.68,0,13M 3S,59,Freestyle,71,40,NA,Valley Flow Striking,17,10,0,548,0.88,40,0.06,34,0.05,5,0.29,10,0.59,2,0.12
Collin Huckbody,All In,Middleweight,https://www.ufc.com/athlete/collin-huckbody,Collin Huckbody,All In,Not Fighting,"Park Rapids, United States",28,NA,185.5,2026-06-29,3,5,2.05,2.73,10.23,20.45,0.43,NA,0,1M 28S,1,NA,NA,NA,NA,NA,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Roger Huerta,El Matador,Lightweight,https://www.ufc.com/athlete/roger-huerta,Roger Huerta,El Matador,Not Fighting,"Los Angeles, United States",40,69,156,2006-09-23,333,911,3.64,2.33,2.13,0.49,0.5700000000000001,0.53,0,11M 26S,28,NA,NA,NA,NA,NA,22,3,1,148,0.44,44,0.13,141,0.42,0,0,0,0,0,0
Mark Hughes,NA,Middleweight,https://www.ufc.com/athlete/mark-hughes,Mark Hughes,NA,Not Fighting,United States,49,68,184,2000-11-17,9,19,0.9,0.4,3,4.5,0.43,NA,0,10M 0S,4,NA,NA,NA,NA,NA,0,0,0,0,0,1,0.11,8,0.89,0,0,0,0,0,0
Jeff Hughes,Lights Out,Heavyweight,https://www.ufc.com/athlete/jeff-hughes,Jeff Hughes,Lights Out,Not Fighting,"Canton, United States",35,74,258,2019-03-09,167,326,3.95,3.67,0.71,0,0.61,0.45,0.35,8M 27S,4,NA,77,40,NA,NA,10,4,0,121,0.72,16,0.1,30,0.18,4,0.4,5,0.5,1,0.1
Matt Hughes,NA,Welterweight,https://www.ufc.com/athlete/matt-hughes,Matt Hughes,NA,Retired,"Hillsboro, United States",49,69,170,1999-09-24,436,817,2.14,1.36,2.95,1.18,0.54,0.35000000000000003,0.22,8M 51S,80,NA,NA,NA,NA,NA,46,9,0,140,0.32,44,0.1,252,0.58,0,0,0,0,0,0
Sam Hughes,Sampage,Women's Strawweight,https://www.ufc.com/athlete/sam-hughes,Sam Hughes,Sampage,Active,"Davenport, United States",33,65,116,2020-12-12,710,1494,4.41,4.69,1.12,0.19,0.58,0.63,0,13M 24S,41,Freestyle,64,36,NA,Fortis MMA,11,7,0,543,0.76,78,0.11,89,0.13,2,0.18,5,0.45,4,0.36
Victor Hugo,Striker,Featherweight,https://www.ufc.com/athlete/victor-hugo,Victor Hugo,Striker,Not Fighting,"Goiânia, Brazil",32,67,145.5,2023-11-04,122,275,3.27,2.95,0.81,1.21,0.5700000000000001,0.74,0.4,12M 25S,6,Striker,71.5,39.5,NA,NA,25,5,0,107,0.88,13,0.11,2,0.02,7,0.28,8,0.32,10,0.4
Harry Hunsucker,The Hurricane,Light Heavyweight,https://www.ufc.com/athlete/harry-hunsucker,Harry Hunsucker,The Hurricane,Not Fighting,"Painesville, United States",34,74,204.5,2021-03-20,26,50,3.54,6.53,0,2.04,0.43,NA,0,1M 50S,1,Jiu-Jitsu,75,42,NA,NA,7,6,0,24,0.92,2,0.08,0,0,3,0.43,0,0,4,0.5700000000000001
Mark Hunt,Super Samoan,Heavyweight,https://www.ufc.com/athlete/mark-hunt,Mark Hunt,Super Samoan,Not Fighting,"South Auckland, New Zealand",49,70,264,2010-09-25,832,1913,2.81,2.9,0.51,0.2,0.51,0.64,0.71,10M 13S,18,NA,72,43.5,7,AKA - Thailand,13,14,1,649,0.78,97,0.12,86,0.1,10,0.77,3,0.23,0,0
Alex Hunter,NA,Heavyweight,https://www.ufc.com/athlete/alex-hunter,Alex Hunter,NA,Retired,United States,NA,0,0,1997-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Hunter,Warhammer,Middleweight,https://www.ufc.com/athlete/adam-hunter,Adam Hunter,Warhammer,Not Fighting,"Sault Ste. Marie, Canada",39,73,185.5,2026-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,73,40,NA,"Ottawa Academy of Martial Arts. Ottawa, ON",0,0,0,0,0,0,0,0,0,6,0.86,0,0,1,0.14
Solomon Hutcherson,King,Middleweight,https://www.ufc.com/athlete/solomon-hutcherson,Solomon Hutcherson,King,Not Fighting,"Racine, United States",50,71,186,2006-06-24,11,28,2.59,2.59,3.53,0,0.65,NA,0,4M 15S,1,NA,NA,NA,NA,NA,10,2,0,5,0.45,6,0.55,0,0,0,0,0,0,0,0
Al Iaquinta,Raging,Lightweight,https://www.ufc.com/athlete/al-iaquinta,Al Iaquinta,Raging,Active,"Wantagh, United States",36,70,155.8,2012-06-02,774,1909,4.06,4.53,0.63,0.24,0.61,0.74,0.55,12M 42S,43,NA,70,40,8,"Serra-Longo - Long Island, NY",14,7,1,715,0.92,31,0.04,28,0.04,7,0.5,6,0.43,1,0.07
Khadis Ibragimov,NA,Light Heavyweight,https://www.ufc.com/athlete/khadis-ibragimov,Khadis Ibragimov,NA,Not Fighting,"Republic of Dagestan, Russia",28,75,206,2019-08-31,164,329,3.55,4.26,0.97,0.32,0.47000000000000003,0.81,0,11M 34S,10,NA,78.5,41,3,NA,8,4,0,128,0.78,31,0.19,5,0.03,2,0.25,3,0.38,3,0.38
Minoki Ichihara,NA,NA,https://www.ufc.com/athlete/minoki-ichihara,Minoki Ichihara,NA,Not Fighting,Japan,NA,0,0,1994-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alibi Idiris,NA,Flyweight,https://www.ufc.com/athlete/alibi-idiris,Alibi Idiris,NA,Active,"Aktobe, Kazakhstan",31,66,126,2025-08-16,58,131,2.51,2.64,3.25,0,0.6,0.67,0,11M 32S,16,MMA,68,39,NA,NA,11,1,0,44,0.76,8,0.14,6,0.1,5,0.42,5,0.42,2,0.17
Dan Ige,100 Grand,Featherweight,https://www.ufc.com/athlete/dan-ige,Dan Ige,100 Grand,Active,"San Clemente, United States",34,67,145,2017-07-25,987,2183,3.6,3.56,0.93,0.22,0.56,0.56,0.44,12M 27S,65,Jiu-Jitsu,71,38,2,NA,19,10,0,770,0.78,75,0.08,142,0.14,7,0.37,7,0.37,5,0.26
Valeri Ignatov,NA,Lightweight,https://www.ufc.com/athlete/saiid-khosseyni-0,Valeri Ignatov,NA,Not Fighting,United States,NA,70,0,1999-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabiano Iha,NA,Lightweight,https://www.ufc.com/athlete/fabiano-iha,Fabiano Iha,NA,Not Fighting,Brazil,52,68,154,1999-05-07,36,76,1.73,2.49,2.88,2.88,0.43,0.5,0,5M 13S,10,NA,NA,NA,NA,NA,12,3,0,11,0.31,13,0.36,12,0.33,0,0,0,0,0,0
Nassourdine Imavov,The Sniper,Middleweight,https://www.ufc.com/athlete/nassourdine-imavov,Nassourdine Imavov,The Sniper,Active,Russia,30,75,185,2020-10-03,784,1426,4.28,3.17,0.74,0.98,0.59,0.81,0.16,15M 16S,28,Striker,75,42,2,Venum Training Camp Paris,17,4,0,573,0.73,119,0.15,92,0.12,7,0.41000000000000003,6,0.35000000000000003,4,0.24
Brad Imes,NA,Heavyweight,https://www.ufc.com/athlete/brad-imes,Brad Imes,NA,Not Fighting,"Maryville, United States",46,79,261,2005-11-05,119,373,2.73,4.24,1.72,1.03,0.5,NA,0,14M 32S,7,NA,NA,NA,NA,NA,6,3,0,68,0.5700000000000001,33,0.28,18,0.15,0,0,0,0,0,0
Chris Indich,The Savage,Welterweight,https://www.ufc.com/athlete/chris-indich,Chris Indich,The Savage,Not Fighting,Australia,36,70,170,2026-06-26,26,84,1.31,4.32,0.75,1.51,0.43,0.5,0,9M 58S,2,NA,NA,NA,NA,NA,5,3,0,15,0.58,11,0.42,0,0,2,0.4,1,0.2,2,0.4
Guto Inocente,NA,Light Heavyweight,https://www.ufc.com/athlete/gunnar-nelson-1,Guto Inocente,NA,Not Fighting,United States,37,75,205,2012-05-20,92,138,4.13,2.92,0.67,0.67,0.55,0.67,0,7M 25S,3,NA,77,NA,NA,NA,6,4,0,63,0.68,27,0.29,2,0.02,3,0.5,1,0.17,2,0.33
Enson Inoue,NA,Lightweight,https://www.ufc.com/athlete/enson-inoue,Enson Inoue,NA,Not Fighting,United States,56,0,0,1997-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naoki Inoue,NA,Flyweight,https://www.ufc.com/athlete/naoki-inoue,Naoki Inoue,NA,Not Fighting,"Toyohashi, Japan",26,69,124,2017-06-17,110,312,3.67,3.37,0,2.5,0.61,0.6,0,15M 0S,3,NA,71,38,NA,NA,11,0,0,77,0.7000000000000001,13,0.12,20,0.18,0,0,4,0.36,7,0.64
Mizuki,NA,Women's Strawweight,https://www.ufc.com/athlete/mizuki-inoue,Mizuki,NA,Active,"Fukuoka, Japan",31,63,115,2019-08-31,267,506,4.45,4.65,0.75,0,0.5,0.81,0.25,15M 0S,9,Karate,65.5,35,NA,"Serra-Longo - Long Island, NY",16,6,0,165,0.62,73,0.27,29,0.11,0,0,7,0.44,9,0.56
James Irvin,The Sandman,Light Heavyweight,https://www.ufc.com/athlete/james-irvin,James Irvin,The Sandman,Not Fighting,"Citrus Heights, United States",44,74,205,2005-02-05,59,122,2.03,3.86,0,0.52,0.35000000000000003,0.37,1.55,2M 38S,2,NA,NA,NA,NA,NA,14,7,0,35,0.59,7,0.12,17,0.29,0,0,0,0,0,0
Issa Isakov,NA,Lightweight,https://www.ufc.com/athlete/issa-isakov,Issa Isakov,NA,Active,NA,NA,NA,NA,2026-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teruto Ishihara,Yashabo,Bantamweight,https://www.ufc.com/athlete/teruto-ishihara,Teruto Ishihara,Yashabo,Not Fighting,"Kagoshima Prefecture, Japan",31,67,136,2015-09-26,295,660,3.26,3.63,0.5,0,0.54,0.31,1.33,10M 4S,18,NA,69,37,3,"Team Alpha Male Japan, other gyms",11,6,2,235,0.8,24,0.08,36,0.12,8,0.73,3,0.27,0,0
Damir Ismagulov,Qazaq,Lightweight,https://www.ufc.com/athlete/damir-ismagulov,Damir Ismagulov,Qazaq,Not Fighting,Russia,32,70,156,2018-12-02,353,825,3.36,2.44,1,0,0.61,0.7000000000000001,0.14,15M 0S,25,NA,74,40,5,NA,24,3,0,294,0.8300000000000001,18,0.05,41,0.12,12,0.52,10,0.43,1,0.04
Wallid Ismail,NA,Lightweight,https://www.ufc.com/athlete/wallid-ismail,Wallid Ismail,NA,Not Fighting,"Rio de Janeiro, Brazil",55,70,0,1997-02-07,30,96,0.92,0.83,1.85,0.46,0.45,NA,0,16M 15S,14,NA,NA,NA,NA,NA,0,0,0,1,0.03,0,0,29,0.97,0,0,0,0,0,0
Leandro Issa,Brodinho,Bantamweight,https://www.ufc.com/athlete/leandro-issa,Leandro Issa,Brodinho,Not Fighting,"Taubate, Brazil",39,68,134,2014-01-04,131,346,2.08,3.17,2.38,1.19,0.58,0.5,0,12M 36S,45,NA,69,39,NA,Evolve mma Singapore,13,6,0,95,0.73,12,0.09,24,0.18,2,0.15,3,0.23,8,0.62
Alvaro Ivan Lopez Rodrigues,NA,Flyweight,https://www.ufc.com/athlete/alvaro-ivan-lopez-rodrigues,Alvaro Ivan Lopez Rodrigues,NA,Not Fighting,Mexico,NA,NA,NA,2026-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blagoy Ivanov,Baga,Heavyweight,https://www.ufc.com/athlete/blagoy-ivanov,Blagoy Ivanov,Baga,Not Fighting,"Sofia, Bulgaria",36,71,259,2026-06-29,422,1042,3.25,4.2,0.69,0.12,0.53,0.62,0.12,16M 15S,15,MMA,73,42,NA,NA,19,6,0,377,0.89,37,0.09,8,0.02,6,0.32,7,0.37,6,0.32
Anthony Ivy,Aquaman,Welterweight,https://www.ufc.com/athlete/anthony-ivy,Anthony Ivy,Aquaman,Not Fighting,"San Antonio, United States",33,74,169.5,2020-06-13,40,95,2.5,4.57,4.69,0,0.51,1,0,8M 0S,24,NA,74,42.5,NA,NA,8,4,0,23,0.58,11,0.28,6,0.15,5,0.63,0,0,3,0.38
Saygid Izagakhmaev,NA,Welterweight,https://www.ufc.com/athlete/saygid-izagakhmaev,Saygid Izagakhmaev,NA,Active,Russia,31,72,170,2025-11-22,20,34,1.33,1.73,4,0,0.59,1,0,15M 0S,10,Sambo,74.5,42,4,NA,22,3,0,8,0.4,10,0.5,2,0.1,0,0,0,0,0,0
Yoislandy Izquierdo,Cuba,Lightweight,https://www.ufc.com/athlete/yoislandy-izquierdo,Yoislandy Izquierdo,Cuba,Not Fighting,Cuba,39,71,156,2012-04-14,63,121,2.93,1.4,0,0,0.27,0.5,0,10M 44S,2,NA,NA,NA,NA,NA,6,2,0,54,0.86,7,0.11,2,0.03,0,0,0,0,0,0
Yves Jabouin,Tiger,Bantamweight,https://www.ufc.com/athlete/yves-jabouin,Yves Jabouin,Tiger,Not Fighting,United States,44,67,135.5,2011-04-30,427,1039,3.06,2.93,1.94,0.11,0.63,0.8200000000000001,0.22,10M 44S,30,NA,68,NA,NA,NA,20,11,0,354,0.8300000000000001,26,0.06,47,0.11,0,0,0,0,0,0
Rampage Jackson,NA,Light Heavyweight,https://www.ufc.com/athlete/rampage-jackson,Rampage Jackson,NA,Not Fighting,United States,44,73,216,2007-02-03,1157,2139,3.25,2.51,1.52,0.13,0.55,0.74,0.59,11M 30S,64,NA,76,NA,NA,NA,35,11,0,399,0.34,368,0.32,390,0.34,0,0,0,0,0,0
Mike Jackson,The Truth,Welterweight,https://www.ufc.com/athlete/mike-jackson,Mike Jackson,The Truth,Not Fighting,"Houston, United States",38,74,170,2016-02-07,95,166,4.49,3.73,0.71,0,0.62,0.89,0,5M 18S,3,Striker,74,42,1,Main Street Boxing and Muay Thai,1,2,0,62,0.65,15,0.16,18,0.19,0,0,1,1,0,0
Jason Jackson,Jah-Son,Welterweight,https://www.ufc.com/athlete/jason-jackson,Jason Jackson,Jah-Son,Not Fighting,"Kingston, Jamaica",32,73,170.5,2017-07-25,12,25,2.24,1.31,0,0,0.56,NA,2.8,5M 21S,1,NA,78,NA,NA,NA,7,3,0,8,0.67,0,0,4,0.33,3,0.43,2,0.29,2,0.29
Kevin Jackson,NA,Middleweight,https://www.ufc.com/athlete/dzheyms-irvin-1,Kevin Jackson,NA,Not Fighting,"Phoenix, United States",NA,0,0,1997-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene Jackson,The Wolf,Middleweight,https://www.ufc.com/athlete/eugene-jackson,Eugene Jackson,The Wolf,Not Fighting,United States,53,68,185,1999-07-16,86,257,2.19,3.44,1.91,2.29,0.33,0.17,0.38,5M 37S,7,NA,NA,NA,NA,NA,1,5,0,51,0.59,16,0.19,19,0.22,0,0,0,0,0,0
Jeremy Jackson,NA,Welterweight,https://www.ufc.com/athlete/jeremy-jackson,Jeremy Jackson,NA,Not Fighting,"Garden Grove, United States",40,69,170,2003-09-26,14,51,0.71,2.03,1.52,0,0.26,0.59,0,6M 34S,5,NA,NA,NA,NA,NA,9,4,0,0,0,6,0.43,8,0.5700000000000001,0,0,0,0,0,0
Damon Jackson,The Leech,Lightweight,https://www.ufc.com/athlete/damon-jackson,Damon Jackson,The Leech,Not Fighting,"Durant, United States",36,71,155.2,2014-08-30,406,947,2.96,3.47,2.3,1.2,0.49,0.38,0,9M 48S,64,Grappler,71,41.5,11,Fortis MMA,23,8,1,261,0.64,93,0.23,52,0.13,4,0.17,4,0.17,15,0.65
Jordan Jackson,The Super Saiyan,Heavyweight,https://www.ufc.com/athlete/jordan-jackson,Jordan Jackson,The Super Saiyan,Active,NA,23,NA,NA,2026-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montel Jackson,Quik,Bantamweight,https://www.ufc.com/athlete/montel-jackson,Montel Jackson,Quik,Active,"Milwaukee, United States",34,70,136,2018-08-04,467,892,3.02,1.4,2.71,0.29,0.6,0.67,1.36,11M 4S,44,MMA,75.5,41,2,Pura Vida BJJ & MMA,15,4,0,267,0.5700000000000001,109,0.23,91,0.19,8,0.53,6,0.4,1,0.07
Richard Jacobi,NA,Heavyweight,https://www.ufc.com/athlete/richard-jacobi,Richard Jacobi,NA,Active,NA,29,NA,244.5,2026-06-26,4,9,0.88,3.94,3.28,0,0.51,1,0,4M 34S,1,NA,NA,NA,NA,NA,0,1,0,2,0.5,0,0,2,0.5,0,0,0,0,0,0
Dustin Jacoby,The Hanyak,Light Heavyweight,https://www.ufc.com/athlete/dustin-jacoby,Dustin Jacoby,The Hanyak,Active,"Fort Morgan, United States",38,75,205,2011-10-29,1022,2114,5.4,3.92,0.32,0,0.58,0.62,0.63,9M 58S,16,Freestyle,76,45,2,NA,22,9,1,866,0.85,118,0.12,38,0.04,15,0.68,6,0.27,1,0.05
Justin James,The Pretty Boy,Lightweight,https://www.ufc.com/athlete/justin-james,Justin James,The Pretty Boy,Not Fighting,"Omaha, United States",46,70,155,2006-10-14,13,36,1.34,2.68,0,1.55,0.5,0.5,0,9M 42S,NA,NA,NA,NA,NA,NA,22,5,0,3,0.23,8,0.62,2,0.15,0,0,0,0,0,0
Virna Jandiroba,Carcara,Women's Strawweight,https://www.ufc.com/athlete/virna-jandiroba,Virna Jandiroba,Carcara,Active,"State of Bahia, Brazil",38,63,115,2019-04-27,393,951,2.27,2.86,3.13,1.39,0.56,0.73,0.09,13M 18S,92,Jiu-Jitsu,64,37,3,Academia Fight House,23,4,0,309,0.79,52,0.13,32,0.08,1,0.04,8,0.35000000000000003,14,0.61
Ryan Janes,NA,Middleweight,https://www.ufc.com/athlete/ryan-janes,Ryan Janes,NA,Retired,"Grand Falls-Windsor, Canada",41,75,185,2016-10-15,327,678,7.69,5.53,0.35,0,0.59,0.58,0,10M 38S,1,NA,76.5,44,1,"Zuma Martial Arts - Victoria, BC",10,3,0,277,0.85,48,0.15,2,0.01,2,0.18,2,0.18,7,0.64
Brock Jardine,The Machine,Welterweight,https://www.ufc.com/athlete/brock-jardine,Brock Jardine,The Machine,Not Fighting,United States,37,71,170,2012-06-23,19,63,1.06,3.34,0,0.84,0.5700000000000001,0.14,0,8M 59S,2,NA,NA,NA,NA,NA,9,3,0,19,1,0,0,0,0,0,0,0,0,0,0
Keith Jardine,The Dean of Mean,Light Heavyweight,https://www.ufc.com/athlete/keith-jardine,Keith Jardine,The Dean of Mean,Not Fighting,"Butte, United States",47,74,205,2005-11-05,619,1702,3.25,2.98,1.18,0.71,0.59,0.63,0.32,9M 31S,33,NA,NA,NA,NA,NA,16,11,2,493,0.8,84,0.14,42,0.07,0,0,0,0,0,0
Rony Jason,Jason,Featherweight,https://www.ufc.com/athlete/rony-jason,Rony Jason,Jason,Not Fighting,Brazil,39,67,146,2026-06-29,155,350,2.04,3.14,0.59,0.79,0.54,0.37,0.39,8M 28S,10,NA,NA,NA,3,Evolucao Thai - Curitiba,15,7,0,113,0.73,13,0.08,29,0.19,5,0.31,2,0.13,9,0.56
Jasmine Jasudavicius,NA,Women's Flyweight,https://www.ufc.com/athlete/jasmine-jasudavicius,Jasmine Jasudavicius,NA,Active,"St. Catharines, Canada",37,67,125.5,2022-01-22,575,1298,3.47,3.46,2.63,0.54,0.52,0.75,0.09,12M 45S,63,Brawler,68,38,2,Niagara Top Team,15,4,0,367,0.64,65,0.11,143,0.25,2,0.13,9,0.6,4,0.27
Yazmin Jauregui,NA,Women's Strawweight,https://www.ufc.com/athlete/yazmin-jauregui,Yazmin Jauregui,NA,Active,"Guadalajara, Mexico",25,63,115,2022-08-13,282,715,6.64,5.25,0,0,0.55,1,0.71,8M 30S,5,Freestyle,64,36,NA,NA,11,2,0,232,0.8200000000000001,27,0.1,23,0.08,7,0.64,4,0.36,0,0
Justin Jaynes,The Guitar Hero,Featherweight,https://www.ufc.com/athlete/justin-jaynes,Justin Jaynes,The Guitar Hero,Not Fighting,"St Clair, United States",33,67,145.5,2020-06-20,134,302,3.34,5.33,0.75,1.12,0.63,0.2,0.75,8M 2S,5,MMA,68,37.5,NA,"Xtreme Couture - Las Vegas, NV",16,8,0,115,0.86,8,0.06,11,0.08,8,0.5,3,0.19,5,0.31
Joanna Jędrzejczyk,NA,Women's Strawweight,https://www.ufc.com/athlete/joanna-jedrzejczyk,Joanna Jędrzejczyk,NA,Retired,"Olsztyn, Poland",36,66,116,2014-07-26,1754,3644,6.28,3.25,0.27,0.05,0.63,0.8,0.05,18M 37S,8,Striker,65.5,35,2,ARRACHION OLSZTYN,16,5,0,1431,0.8200000000000001,307,0.18,16,0.01,4,0.25,11,0.6900000000000001,1,0.06
Aaron Jeffery,NA,Middleweight,https://www.ufc.com/athlete/aaron-jeffery,Aaron Jeffery,NA,Not Fighting,"Tillsonburg, Canada",30,74,185.5,2026-06-26,57,125,3.1,4.46,0,0,0.34,0.5,0,9M 12S,4,MMA,73.5,41,NA,NA,6,2,0,23,0.4,34,0.6,0,0,0,0,0,0,0,0
Trent Jenkins,NA,Middleweight,https://www.ufc.com/athlete/trent-jenkins,Trent Jenkins,NA,Not Fighting,"Denver, United States",NA,74,185,1993-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Jenkins,Phar,Featherweight,https://www.ufc.com/athlete/jack-jenkins,Jack Jenkins,Phar,Active,"Bacchus Marsh, Australia",31,67,146,2023-02-11,406,664,4.48,2.95,1.98,0.17,0.59,0.72,0.5,12M 58S,20,Freestyle,68,38,4,NA,14,4,0,277,0.68,45,0.11,84,0.21,6,0.43,5,0.36,3,0.21
Brandon Jenkins,The Human Highlight Reel,Lightweight,https://www.ufc.com/athlete/brandon-jenkins,Brandon Jenkins,The Human Highlight Reel,Not Fighting,"Des Moines, United States",31,72,155.5,2021-09-18,59,143,2.93,8.05,0,0,0.33,0.27,0,10M 4S,NA,Striker,71,40,NA,Syndicate MMA,15,9,0,50,0.85,7,0.12,2,0.03,10,0.67,2,0.13,3,0.2
Steve Jennum,NA,NA,https://www.ufc.com/athlete/steve-jennum,Steve Jennum,NA,Not Fighting,"Omaha, United States",NA,0,0,1994-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Jensen,NA,Welterweight,https://www.ufc.com/athlete/kyle-jensen,Kyle Jensen,NA,Not Fighting,"Goodrich, United States",44,70,170,2026-06-29,0,2,0,0.92,6.92,6.92,0.6,NA,0,2M 10S,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Jensen,NA,Middleweight,https://www.ufc.com/athlete/ryan-jensen,Ryan Jensen,NA,Not Fighting,"Omaha, United States",45,73,185,2007-08-25,110,278,2.84,2.99,1.55,1.93,0.59,0.31,0.39,4M 18S,8,NA,NA,NA,NA,NA,16,7,0,66,0.6,8,0.07,36,0.33,0,0,0,0,0,0
Chanmi Jeon,Ottogi Girl,Women's Strawweight,https://www.ufc.com/athlete/chanmi-jeon,Chanmi Jeon,Ottogi Girl,Not Fighting,South Korea,25,65,116,2017-06-11,187,590,6.23,7.77,0,0,0.56,NA,0,15M 0S,NA,NA,67,39,NA,NA,5,2,0,180,0.96,5,0.03,2,0.01,4,0.8,1,0.2,0,0
Ronald Jhun,The Machine Gun,Welterweight,https://www.ufc.com/athlete/ronald-jhun,Ronald Jhun,The Machine Gun,Not Fighting,"Honolulu, United States",52,71,170,2004-08-21,12,21,1.45,3.01,1.81,0,0.51,1,0,3M 50S,1,NA,NA,NA,NA,NA,26,12,2,9,0.75,3,0.25,0,0,0,0,0,0,0,0
Niushiyue Ji,NA,Flyweight,https://www.ufc.com/athlete/niushiyue-ji,Niushiyue Ji,NA,NA,"Sichuan, China",22,NA,139.9,2024-02-03,143,325,2.7,2.53,2.26,0,0.48,0.5,0,10M 37S,15,NA,NA,NA,NA,NA,2,2,0,118,0.8300000000000001,6,0.04,19,0.13,0,0,0,0,0,0
Wuziazibieke Jiahefu,NA,Featherweight,https://www.ufc.com/athlete/wuziazibieke-jiahefu,Wuziazibieke Jiahefu,NA,Active,"Xinjiang, China",33,NA,147.5,2026-06-28,1,2,0.41,2.84,6.08,0,0.42,NA,0,2M 28S,2,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Baergeng Jieleyisi,NA,NA,https://www.ufc.com/athlete/baergeng-jieleyisi,Baergeng Jieleyisi,NA,NA,NA,27,NA,135.5,2024-11-23,112,317,1.61,2.62,1.73,0.22,0.52,0.79,0,13M 53S,21,NA,NA,NA,1,NA,18,7,0,72,0.64,26,0.23,14,0.13,4,0.22,4,0.22,10,0.56
Ramiro Jimenez,NA,Featherweight,https://www.ufc.com/athlete/ramiro-jimenez,Ramiro Jimenez,NA,Active,"Mexicali, Mexico",26,69.5,144.5,2026-06-29,41,63,14.22,2.43,5.2,0,0.8200000000000001,1,5.2,2M 53S,1,NA,73,41.5,NA,NA,1,0,0,30,0.73,6,0.15,5,0.12,0,0,0,0,0,0
Art Jimmerson,NA,Light Heavyweight,https://www.ufc.com/athlete/art-jimmerson,Art Jimmerson,NA,Not Fighting,United States,60,73,196,1993-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
