date,fuel,grade,formulation,price
2010-08-16,diesel,ultra_low_sulfur,NA,2.979
2010-08-23,gasoline,all,all,2.759
2010-08-23,gasoline,all,conventional,2.703
2010-08-23,gasoline,all,reformulated,2.872
2010-08-23,gasoline,regular,all,2.704
2010-08-23,gasoline,regular,conventional,2.653
2010-08-23,gasoline,regular,reformulated,2.812
2010-08-23,gasoline,midgrade,all,2.831
2010-08-23,gasoline,midgrade,conventional,2.758
2010-08-23,gasoline,midgrade,reformulated,2.972
2010-08-23,gasoline,premium,all,2.945
2010-08-23,gasoline,premium,conventional,2.891
2010-08-23,gasoline,premium,reformulated,3.046
2010-08-23,diesel,all,NA,2.957
2010-08-23,diesel,ultra_low_sulfur,NA,2.957
2010-08-30,gasoline,all,all,2.736
2010-08-30,gasoline,all,conventional,2.69
2010-08-30,gasoline,all,reformulated,2.831
2010-08-30,gasoline,regular,all,2.682
2010-08-30,gasoline,regular,conventional,2.64
2010-08-30,gasoline,regular,reformulated,2.771
2010-08-30,gasoline,midgrade,all,2.806
2010-08-30,gasoline,midgrade,conventional,2.743
2010-08-30,gasoline,midgrade,reformulated,2.93
2010-08-30,gasoline,premium,all,2.922
2010-08-30,gasoline,premium,conventional,2.875
2010-08-30,gasoline,premium,reformulated,3.009
2010-08-30,diesel,all,NA,2.938
2010-08-30,diesel,ultra_low_sulfur,NA,2.938
2010-09-06,gasoline,all,all,2.735
2010-09-06,gasoline,all,conventional,2.695
2010-09-06,gasoline,all,reformulated,2.815
2010-09-06,gasoline,regular,all,2.682
2010-09-06,gasoline,regular,conventional,2.647
2010-09-06,gasoline,regular,reformulated,2.755
2010-09-06,gasoline,midgrade,all,2.803
2010-09-06,gasoline,midgrade,conventional,2.748
2010-09-06,gasoline,midgrade,reformulated,2.911
2010-09-06,gasoline,premium,all,2.917
2010-09-06,gasoline,premium,conventional,2.877
2010-09-06,gasoline,premium,reformulated,2.992
2010-09-06,diesel,all,NA,2.931
2010-09-06,diesel,ultra_low_sulfur,NA,2.931
2010-09-13,gasoline,all,all,2.772
2010-09-13,gasoline,all,conventional,2.742
2010-09-13,gasoline,all,reformulated,2.834
2010-09-13,gasoline,regular,all,2.721
2010-09-13,gasoline,regular,conventional,2.695
2010-09-13,gasoline,regular,reformulated,2.776
2010-09-13,gasoline,midgrade,all,2.836
2010-09-13,gasoline,midgrade,conventional,2.79
2010-09-13,gasoline,midgrade,reformulated,2.926
2010-09-13,gasoline,premium,all,2.95
2010-09-13,gasoline,premium,conventional,2.92
2010-09-13,gasoline,premium,reformulated,3.006
2010-09-13,diesel,all,NA,2.943
2010-09-13,diesel,ultra_low_sulfur,NA,2.943
2010-09-20,gasoline,all,all,2.775
2010-09-20,gasoline,all,conventional,2.751
2010-09-20,gasoline,all,reformulated,2.824
2010-09-20,gasoline,regular,all,2.723
2010-09-20,gasoline,regular,conventional,2.703
2010-09-20,gasoline,regular,reformulated,2.766
2010-09-20,gasoline,midgrade,all,2.844
2010-09-20,gasoline,midgrade,conventional,2.806
2010-09-20,gasoline,midgrade,reformulated,2.917
2010-09-20,gasoline,premium,all,2.954
2010-09-20,gasoline,premium,conventional,2.931
2010-09-20,gasoline,premium,reformulated,2.999
2010-09-20,diesel,all,NA,2.96
2010-09-20,diesel,ultra_low_sulfur,NA,2.96
2010-09-27,gasoline,all,all,2.747
2010-09-27,gasoline,all,conventional,2.718
2010-09-27,gasoline,all,reformulated,2.807
2010-09-27,gasoline,regular,all,2.694
2010-09-27,gasoline,regular,conventional,2.668
2010-09-27,gasoline,regular,reformulated,2.747
2010-09-27,gasoline,midgrade,all,2.818
2010-09-27,gasoline,midgrade,conventional,2.775
2010-09-27,gasoline,midgrade,reformulated,2.9
2010-09-27,gasoline,premium,all,2.932
2010-09-27,gasoline,premium,conventional,2.903
2010-09-27,gasoline,premium,reformulated,2.985
2010-09-27,diesel,all,NA,2.951
2010-09-27,diesel,ultra_low_sulfur,NA,2.951
2010-10-04,gasoline,all,all,2.784
2010-10-04,gasoline,all,conventional,2.754
2010-10-04,gasoline,all,reformulated,2.845
2010-10-04,gasoline,regular,all,2.732
2010-10-04,gasoline,regular,conventional,2.705
2010-10-04,gasoline,regular,reformulated,2.787
2010-10-04,gasoline,midgrade,all,2.85
2010-10-04,gasoline,midgrade,conventional,2.807
2010-10-04,gasoline,midgrade,reformulated,2.933
2010-10-04,gasoline,premium,all,2.966
2010-10-04,gasoline,premium,conventional,2.938
2010-10-04,gasoline,premium,reformulated,3.019
2010-10-04,diesel,all,NA,3
2010-10-04,diesel,ultra_low_sulfur,NA,3
2010-10-11,gasoline,all,all,2.871
2010-10-11,gasoline,all,conventional,2.842
2010-10-11,gasoline,all,reformulated,2.929
2010-10-11,gasoline,regular,all,2.819
2010-10-11,gasoline,regular,conventional,2.793
2010-10-11,gasoline,regular,reformulated,2.873
2010-10-11,gasoline,midgrade,all,2.934
2010-10-11,gasoline,midgrade,conventional,2.894
2010-10-11,gasoline,midgrade,reformulated,3.011
2010-10-11,gasoline,premium,all,3.053
2010-10-11,gasoline,premium,conventional,3.029
2010-10-11,gasoline,premium,reformulated,3.097
2010-10-11,diesel,all,NA,3.066
2010-10-11,diesel,ultra_low_sulfur,NA,3.066
2010-10-18,gasoline,all,all,2.887
2010-10-18,gasoline,all,conventional,2.845
2010-10-18,gasoline,all,reformulated,2.972
2010-10-18,gasoline,regular,all,2.834
2010-10-18,gasoline,regular,conventional,2.795
2010-10-18,gasoline,regular,reformulated,2.917
2010-10-18,gasoline,midgrade,all,2.953
2010-10-18,gasoline,midgrade,conventional,2.9
2010-10-18,gasoline,midgrade,reformulated,3.056
2010-10-18,gasoline,premium,all,3.071
2010-10-18,gasoline,premium,conventional,3.034
2010-10-18,gasoline,premium,reformulated,3.14
2010-10-18,diesel,all,NA,3.073
2010-10-18,diesel,ultra_low_sulfur,NA,3.073
2010-10-25,gasoline,all,all,2.87
2010-10-25,gasoline,all,conventional,2.823
2010-10-25,gasoline,all,reformulated,2.966
2010-10-25,gasoline,regular,all,2.817
2010-10-25,gasoline,regular,conventional,2.772
2010-10-25,gasoline,regular,reformulated,2.909
2010-10-25,gasoline,midgrade,all,2.938
2010-10-25,gasoline,midgrade,conventional,2.879
2010-10-25,gasoline,midgrade,reformulated,3.053
2010-10-25,gasoline,premium,all,3.058
2010-10-25,gasoline,premium,conventional,3.014
2010-10-25,gasoline,premium,reformulated,3.139
2010-10-25,diesel,all,NA,3.067
2010-10-25,diesel,ultra_low_sulfur,NA,3.067
2010-11-01,gasoline,all,all,2.861
2010-11-01,gasoline,all,conventional,2.811
2010-11-01,gasoline,all,reformulated,2.962
2010-11-01,gasoline,regular,all,2.806
2010-11-01,gasoline,regular,conventional,2.76
2010-11-01,gasoline,regular,reformulated,2.903
2010-11-01,gasoline,midgrade,all,2.929
2010-11-01,gasoline,midgrade,conventional,2.867
2010-11-01,gasoline,midgrade,reformulated,3.05
2010-11-01,gasoline,premium,all,3.051
2010-11-01,gasoline,premium,conventional,3.004
2010-11-01,gasoline,premium,reformulated,3.139
2010-11-01,diesel,all,NA,3.067
2010-11-01,diesel,ultra_low_sulfur,NA,3.067
2010-11-08,gasoline,all,all,2.917
2010-11-08,gasoline,all,conventional,2.881
2010-11-08,gasoline,all,reformulated,2.99
2010-11-08,gasoline,regular,all,2.865
2010-11-08,gasoline,regular,conventional,2.832
2010-11-08,gasoline,regular,reformulated,2.934
2010-11-08,gasoline,midgrade,all,2.979
2010-11-08,gasoline,midgrade,conventional,2.931
2010-11-08,gasoline,midgrade,reformulated,3.073
2010-11-08,gasoline,premium,all,3.102
2010-11-08,gasoline,premium,conventional,3.069
2010-11-08,gasoline,premium,reformulated,3.161
2010-11-08,diesel,all,NA,3.116
2010-11-08,diesel,ultra_low_sulfur,NA,3.116
2010-11-15,gasoline,all,all,2.944
2010-11-15,gasoline,all,conventional,2.899
2010-11-15,gasoline,all,reformulated,3.035
2010-11-15,gasoline,regular,all,2.892
2010-11-15,gasoline,regular,conventional,2.849
2010-11-15,gasoline,regular,reformulated,2.98
2010-11-15,gasoline,midgrade,all,3.007
2010-11-15,gasoline,midgrade,conventional,2.952
2010-11-15,gasoline,midgrade,reformulated,3.115
2010-11-15,gasoline,premium,all,3.13
2010-11-15,gasoline,premium,conventional,3.089
2010-11-15,gasoline,premium,reformulated,3.205
2010-11-15,diesel,all,NA,3.184
2010-11-15,diesel,ultra_low_sulfur,NA,3.184
2010-11-22,gasoline,all,all,2.931
2010-11-22,gasoline,all,conventional,2.88
2010-11-22,gasoline,all,reformulated,3.037
2010-11-22,gasoline,regular,all,2.876
2010-11-22,gasoline,regular,conventional,2.828
2010-11-22,gasoline,regular,reformulated,2.979
2010-11-22,gasoline,midgrade,all,2.999
2010-11-22,gasoline,midgrade,conventional,2.937
2010-11-22,gasoline,midgrade,reformulated,3.119
2010-11-22,gasoline,premium,all,3.124
2010-11-22,gasoline,premium,conventional,3.075
2010-11-22,gasoline,premium,reformulated,3.215
2010-11-22,diesel,all,NA,3.171
2010-11-22,diesel,ultra_low_sulfur,NA,3.171
2010-11-29,gasoline,all,all,2.912
2010-11-29,gasoline,all,conventional,2.858
2010-11-29,gasoline,all,reformulated,3.022
2010-11-29,gasoline,regular,all,2.856
2010-11-29,gasoline,regular,conventional,2.805
2010-11-29,gasoline,regular,reformulated,2.963
2010-11-29,gasoline,midgrade,all,2.982
2010-11-29,gasoline,midgrade,conventional,2.917
2010-11-29,gasoline,midgrade,reformulated,3.107
2010-11-29,gasoline,premium,all,3.108
2010-11-29,gasoline,premium,conventional,3.056
2010-11-29,gasoline,premium,reformulated,3.205
2010-11-29,diesel,all,NA,3.162
2010-11-29,diesel,ultra_low_sulfur,NA,3.162
2010-12-06,gasoline,all,all,3.013
2010-12-06,gasoline,all,conventional,2.97
2010-12-06,gasoline,all,reformulated,3.101
2010-12-06,gasoline,regular,all,2.958
2010-12-06,gasoline,regular,conventional,2.917
2010-12-06,gasoline,regular,reformulated,3.045
2010-12-06,gasoline,midgrade,all,3.079
2010-12-06,gasoline,midgrade,conventional,3.027
2010-12-06,gasoline,midgrade,reformulated,3.181
2010-12-06,gasoline,premium,all,3.207
2010-12-06,gasoline,premium,conventional,3.169
2010-12-06,gasoline,premium,reformulated,3.277
2010-12-06,diesel,all,NA,3.197
2010-12-06,diesel,ultra_low_sulfur,NA,3.197
2010-12-13,gasoline,all,all,3.035
2010-12-13,gasoline,all,conventional,2.99
2010-12-13,gasoline,all,reformulated,3.126
2010-12-13,gasoline,regular,all,2.98
2010-12-13,gasoline,regular,conventional,2.937
2010-12-13,gasoline,regular,reformulated,3.07
2010-12-13,gasoline,midgrade,all,3.101
2010-12-13,gasoline,midgrade,conventional,3.047
2010-12-13,gasoline,midgrade,reformulated,3.204
2010-12-13,gasoline,premium,all,3.227
2010-12-13,gasoline,premium,conventional,3.189
2010-12-13,gasoline,premium,reformulated,3.299
2010-12-13,diesel,all,NA,3.231
2010-12-13,diesel,ultra_low_sulfur,NA,3.231
2010-12-20,gasoline,all,all,3.037
2010-12-20,gasoline,all,conventional,2.987
2010-12-20,gasoline,all,reformulated,3.14
2010-12-20,gasoline,regular,all,2.982
2010-12-20,gasoline,regular,conventional,2.934
2010-12-20,gasoline,regular,reformulated,3.084
2010-12-20,gasoline,midgrade,all,3.104
2010-12-20,gasoline,midgrade,conventional,3.046
2010-12-20,gasoline,midgrade,reformulated,3.217
2010-12-20,gasoline,premium,all,3.231
2010-12-20,gasoline,premium,conventional,3.188
2010-12-20,gasoline,premium,reformulated,3.313
2010-12-20,diesel,all,NA,3.248
2010-12-20,diesel,ultra_low_sulfur,NA,3.248
2010-12-27,gasoline,all,all,3.106
2010-12-27,gasoline,all,conventional,3.067
2010-12-27,gasoline,all,reformulated,3.185
2010-12-27,gasoline,regular,all,3.052
2010-12-27,gasoline,regular,conventional,3.015
2010-12-27,gasoline,regular,reformulated,3.13
2010-12-27,gasoline,midgrade,all,3.171
2010-12-27,gasoline,midgrade,conventional,3.124
2010-12-27,gasoline,midgrade,reformulated,3.262
2010-12-27,gasoline,premium,all,3.296
2010-12-27,gasoline,premium,conventional,3.264
2010-12-27,gasoline,premium,reformulated,3.354
2010-12-27,diesel,all,NA,3.294
2010-12-27,diesel,ultra_low_sulfur,NA,3.294
2011-01-03,gasoline,all,all,3.124
2011-01-03,gasoline,all,conventional,3.086
2011-01-03,gasoline,all,reformulated,3.201
2011-01-03,gasoline,regular,all,3.07
2011-01-03,gasoline,regular,conventional,3.034
2011-01-03,gasoline,regular,reformulated,3.146
2011-01-03,gasoline,midgrade,all,3.188
2011-01-03,gasoline,midgrade,conventional,3.142
2011-01-03,gasoline,midgrade,reformulated,3.278
2011-01-03,gasoline,premium,all,3.314
2011-01-03,gasoline,premium,conventional,3.283
2011-01-03,gasoline,premium,reformulated,3.372
2011-01-03,diesel,all,NA,3.331
2011-01-03,diesel,ultra_low_sulfur,NA,3.331
2011-01-10,gasoline,all,all,3.142
2011-01-10,gasoline,all,conventional,3.103
2011-01-10,gasoline,all,reformulated,3.221
2011-01-10,gasoline,regular,all,3.089
2011-01-10,gasoline,regular,conventional,3.052
2011-01-10,gasoline,regular,reformulated,3.166
2011-01-10,gasoline,midgrade,all,3.204
2011-01-10,gasoline,midgrade,conventional,3.157
2011-01-10,gasoline,midgrade,reformulated,3.297
2011-01-10,gasoline,premium,all,3.33
2011-01-10,gasoline,premium,conventional,3.298
2011-01-10,gasoline,premium,reformulated,3.391
2011-01-10,diesel,all,NA,3.333
2011-01-10,diesel,ultra_low_sulfur,NA,3.333
2011-01-17,gasoline,all,all,3.158
2011-01-17,gasoline,all,conventional,3.12
2011-01-17,gasoline,all,reformulated,3.235
2011-01-17,gasoline,regular,all,3.104
2011-01-17,gasoline,regular,conventional,3.068
2011-01-17,gasoline,regular,reformulated,3.179
2011-01-17,gasoline,midgrade,all,3.222
2011-01-17,gasoline,midgrade,conventional,3.174
2011-01-17,gasoline,midgrade,reformulated,3.313
2011-01-17,gasoline,premium,all,3.347
2011-01-17,gasoline,premium,conventional,3.316
2011-01-17,gasoline,premium,reformulated,3.406
2011-01-17,diesel,all,NA,3.407
2011-01-17,diesel,ultra_low_sulfur,NA,3.407
2011-01-24,gasoline,all,all,3.163
2011-01-24,gasoline,all,conventional,3.125
2011-01-24,gasoline,all,reformulated,3.241
2011-01-24,gasoline,regular,all,3.11
2011-01-24,gasoline,regular,conventional,3.074
2011-01-24,gasoline,regular,reformulated,3.186
2011-01-24,gasoline,midgrade,all,3.227
2011-01-24,gasoline,midgrade,conventional,3.18
2011-01-24,gasoline,midgrade,reformulated,3.318
2011-01-24,gasoline,premium,all,3.353
2011-01-24,gasoline,premium,conventional,3.322
2011-01-24,gasoline,premium,reformulated,3.412
2011-01-24,diesel,all,NA,3.43
2011-01-24,diesel,ultra_low_sulfur,NA,3.43
2011-01-31,gasoline,all,all,3.155
2011-01-31,gasoline,all,conventional,3.113
2011-01-31,gasoline,all,reformulated,3.241
2011-01-31,gasoline,regular,all,3.101
2011-01-31,gasoline,regular,conventional,3.061
2011-01-31,gasoline,regular,reformulated,3.186
2011-01-31,gasoline,midgrade,all,3.221
2011-01-31,gasoline,midgrade,conventional,3.169
2011-01-31,gasoline,midgrade,reformulated,3.321
2011-01-31,gasoline,premium,all,3.345
2011-01-31,gasoline,premium,conventional,3.308
2011-01-31,gasoline,premium,reformulated,3.413
2011-01-31,diesel,all,NA,3.438
2011-01-31,diesel,ultra_low_sulfur,NA,3.438
2011-02-07,gasoline,all,all,3.185
2011-02-07,gasoline,all,conventional,3.145
2011-02-07,gasoline,all,reformulated,3.266
2011-02-07,gasoline,regular,all,3.132
2011-02-07,gasoline,regular,conventional,3.094
2011-02-07,gasoline,regular,reformulated,3.211
2011-02-07,gasoline,midgrade,all,3.251
2011-02-07,gasoline,midgrade,conventional,3.202
2011-02-07,gasoline,midgrade,reformulated,3.345
2011-02-07,gasoline,premium,all,3.371
2011-02-07,gasoline,premium,conventional,3.338
2011-02-07,gasoline,premium,reformulated,3.434
2011-02-07,diesel,all,NA,3.513
2011-02-07,diesel,ultra_low_sulfur,NA,3.513
2011-02-14,gasoline,all,all,3.193
2011-02-14,gasoline,all,conventional,3.147
2011-02-14,gasoline,all,reformulated,3.288
2011-02-14,gasoline,regular,all,3.14
2011-02-14,gasoline,regular,conventional,3.095
2011-02-14,gasoline,regular,reformulated,3.233
2011-02-14,gasoline,midgrade,all,3.259
2011-02-14,gasoline,midgrade,conventional,3.203
2011-02-14,gasoline,midgrade,reformulated,3.368
2011-02-14,gasoline,premium,all,3.382
2011-02-14,gasoline,premium,conventional,3.343
2011-02-14,gasoline,premium,reformulated,3.455
2011-02-14,diesel,all,NA,3.534
2011-02-14,diesel,ultra_low_sulfur,NA,3.534
2011-02-21,gasoline,all,all,3.243
2011-02-21,gasoline,all,conventional,3.193
2011-02-21,gasoline,all,reformulated,3.345
2011-02-21,gasoline,regular,all,3.189
2011-02-21,gasoline,regular,conventional,3.141
2011-02-21,gasoline,regular,reformulated,3.29
2011-02-21,gasoline,midgrade,all,3.311
2011-02-21,gasoline,midgrade,conventional,3.251
2011-02-21,gasoline,midgrade,reformulated,3.428
2011-02-21,gasoline,premium,all,3.428
2011-02-21,gasoline,premium,conventional,3.384
2011-02-21,gasoline,premium,reformulated,3.511
2011-02-21,diesel,all,NA,3.573
2011-02-21,diesel,ultra_low_sulfur,NA,3.573
2011-02-28,gasoline,all,all,3.435
2011-02-28,gasoline,all,conventional,3.392
2011-02-28,gasoline,all,reformulated,3.523
2011-02-28,gasoline,regular,all,3.383
2011-02-28,gasoline,regular,conventional,3.341
2011-02-28,gasoline,regular,reformulated,3.471
2011-02-28,gasoline,midgrade,all,3.499
2011-02-28,gasoline,midgrade,conventional,3.446
2011-02-28,gasoline,midgrade,reformulated,3.603
2011-02-28,gasoline,premium,all,3.62
2011-02-28,gasoline,premium,conventional,3.587
2011-02-28,gasoline,premium,reformulated,3.683
2011-02-28,diesel,all,NA,3.716
2011-02-28,diesel,ultra_low_sulfur,NA,3.716
2011-03-07,gasoline,all,all,3.572
2011-03-07,gasoline,all,conventional,3.524
2011-03-07,gasoline,all,reformulated,3.671
2011-03-07,gasoline,regular,all,3.52
2011-03-07,gasoline,regular,conventional,3.473
2011-03-07,gasoline,regular,reformulated,3.617
2011-03-07,gasoline,midgrade,all,3.636
2011-03-07,gasoline,midgrade,conventional,3.576
2011-03-07,gasoline,midgrade,reformulated,3.753
2011-03-07,gasoline,premium,all,3.758
2011-03-07,gasoline,premium,conventional,3.717
2011-03-07,gasoline,premium,reformulated,3.834
2011-03-07,diesel,all,NA,3.871
2011-03-07,diesel,ultra_low_sulfur,NA,3.871
2011-03-14,gasoline,all,all,3.621
2011-03-14,gasoline,all,conventional,3.569
2011-03-14,gasoline,all,reformulated,3.726
2011-03-14,gasoline,regular,all,3.567
2011-03-14,gasoline,regular,conventional,3.517
2011-03-14,gasoline,regular,reformulated,3.671
2011-03-14,gasoline,midgrade,all,3.69
2011-03-14,gasoline,midgrade,conventional,3.626
2011-03-14,gasoline,midgrade,reformulated,3.813
2011-03-14,gasoline,premium,all,3.809
2011-03-14,gasoline,premium,conventional,3.768
2011-03-14,gasoline,premium,reformulated,3.887
2011-03-14,diesel,all,NA,3.908
2011-03-14,diesel,ultra_low_sulfur,NA,3.908
2011-03-21,gasoline,all,all,3.617
2011-03-21,gasoline,all,conventional,3.56
2011-03-21,gasoline,all,reformulated,3.732
2011-03-21,gasoline,regular,all,3.562
2011-03-21,gasoline,regular,conventional,3.507
2011-03-21,gasoline,regular,reformulated,3.678
2011-03-21,gasoline,midgrade,all,3.686
2011-03-21,gasoline,midgrade,conventional,3.617
2011-03-21,gasoline,midgrade,reformulated,3.819
2011-03-21,gasoline,premium,all,3.806
2011-03-21,gasoline,premium,conventional,3.759
2011-03-21,gasoline,premium,reformulated,3.893
2011-03-21,diesel,all,NA,3.907
2011-03-21,diesel,ultra_low_sulfur,NA,3.907
2011-03-28,gasoline,all,all,3.65
2011-03-28,gasoline,all,conventional,3.59
2011-03-28,gasoline,all,reformulated,3.771
2011-03-28,gasoline,regular,all,3.596
2011-03-28,gasoline,regular,conventional,3.538
2011-03-28,gasoline,regular,reformulated,3.719
2011-03-28,gasoline,midgrade,all,3.718
2011-03-28,gasoline,midgrade,conventional,3.647
2011-03-28,gasoline,midgrade,reformulated,3.857
2011-03-28,gasoline,premium,all,3.836
2011-03-28,gasoline,premium,conventional,3.787
2011-03-28,gasoline,premium,reformulated,3.925
2011-03-28,diesel,all,NA,3.932
2011-03-28,diesel,ultra_low_sulfur,NA,3.932
2011-04-04,gasoline,all,all,3.737
2011-04-04,gasoline,all,conventional,3.686
2011-04-04,gasoline,all,reformulated,3.84
2011-04-04,gasoline,regular,all,3.684
2011-04-04,gasoline,regular,conventional,3.635
2011-04-04,gasoline,regular,reformulated,3.786
2011-04-04,gasoline,midgrade,all,3.801
2011-04-04,gasoline,midgrade,conventional,3.737
2011-04-04,gasoline,midgrade,reformulated,3.925
2011-04-04,gasoline,premium,all,3.921
2011-04-04,gasoline,premium,conventional,3.88
2011-04-04,gasoline,premium,reformulated,3.998
2011-04-04,diesel,all,NA,3.976
2011-04-04,diesel,ultra_low_sulfur,NA,3.976
2011-04-11,gasoline,all,all,3.843
2011-04-11,gasoline,all,conventional,3.793
2011-04-11,gasoline,all,reformulated,3.947
2011-04-11,gasoline,regular,all,3.791
2011-04-11,gasoline,regular,conventional,3.743
2011-04-11,gasoline,regular,reformulated,3.893
2011-04-11,gasoline,midgrade,all,3.907
2011-04-11,gasoline,midgrade,conventional,3.842
2011-04-11,gasoline,midgrade,reformulated,4.032
2011-04-11,gasoline,premium,all,4.027
2011-04-11,gasoline,premium,conventional,3.985
2011-04-11,gasoline,premium,reformulated,4.105
2011-04-11,diesel,all,NA,4.078
2011-04-11,diesel,ultra_low_sulfur,NA,4.078
2011-04-18,gasoline,all,all,3.896
2011-04-18,gasoline,all,conventional,3.837
2011-04-18,gasoline,all,reformulated,4.017
2011-04-18,gasoline,regular,all,3.844
2011-04-18,gasoline,regular,conventional,3.787
2011-04-18,gasoline,regular,reformulated,3.964
2011-04-18,gasoline,midgrade,all,3.96
2011-04-18,gasoline,midgrade,conventional,3.887
2011-04-18,gasoline,midgrade,reformulated,4.101
2011-04-18,gasoline,premium,all,4.08
2011-04-18,gasoline,premium,conventional,4.029
2011-04-18,gasoline,premium,reformulated,4.177
2011-04-18,diesel,all,NA,4.105
2011-04-18,diesel,ultra_low_sulfur,NA,4.105
2011-04-25,gasoline,all,all,3.932
2011-04-25,gasoline,all,conventional,3.867
2011-04-25,gasoline,all,reformulated,4.064
2011-04-25,gasoline,regular,all,3.879
2011-04-25,gasoline,regular,conventional,3.817
2011-04-25,gasoline,regular,reformulated,4.011
2011-04-25,gasoline,midgrade,all,3.994
2011-04-25,gasoline,midgrade,conventional,3.916
2011-04-25,gasoline,midgrade,reformulated,4.143
2011-04-25,gasoline,premium,all,4.117
2011-04-25,gasoline,premium,conventional,4.059
2011-04-25,gasoline,premium,reformulated,4.225
2011-04-25,diesel,all,NA,4.098
2011-04-25,diesel,ultra_low_sulfur,NA,4.098
2011-05-02,gasoline,all,all,4.014
2011-05-02,gasoline,all,conventional,3.955
2011-05-02,gasoline,all,reformulated,4.134
2011-05-02,gasoline,regular,all,3.963
2011-05-02,gasoline,regular,conventional,3.906
2011-05-02,gasoline,regular,reformulated,4.081
2011-05-02,gasoline,midgrade,all,4.075
2011-05-02,gasoline,midgrade,conventional,4.004
2011-05-02,gasoline,midgrade,reformulated,4.212
2011-05-02,gasoline,premium,all,4.198
2011-05-02,gasoline,premium,conventional,4.144
2011-05-02,gasoline,premium,reformulated,4.297
2011-05-02,diesel,all,NA,4.124
2011-05-02,diesel,ultra_low_sulfur,NA,4.124
2011-05-09,gasoline,all,all,4.018
2011-05-09,gasoline,all,conventional,3.957
2011-05-09,gasoline,all,reformulated,4.142
2011-05-09,gasoline,regular,all,3.965
2011-05-09,gasoline,regular,conventional,3.907
2011-05-09,gasoline,regular,reformulated,4.087
2011-05-09,gasoline,midgrade,all,4.081
2011-05-09,gasoline,midgrade,conventional,4.009
2011-05-09,gasoline,midgrade,reformulated,4.221
2011-05-09,gasoline,premium,all,4.206
2011-05-09,gasoline,premium,conventional,4.15
2011-05-09,gasoline,premium,reformulated,4.31
2011-05-09,diesel,all,NA,4.104
2011-05-09,diesel,ultra_low_sulfur,NA,4.104
2011-05-16,gasoline,all,all,4.014
2011-05-16,gasoline,all,conventional,3.956
2011-05-16,gasoline,all,reformulated,4.132
2011-05-16,gasoline,regular,all,3.96
2011-05-16,gasoline,regular,conventional,3.905
2011-05-16,gasoline,regular,reformulated,4.076
2011-05-16,gasoline,midgrade,all,4.079
2011-05-16,gasoline,midgrade,conventional,4.01
2011-05-16,gasoline,midgrade,reformulated,4.213
2011-05-16,gasoline,premium,all,4.204
2011-05-16,gasoline,premium,conventional,4.15
2011-05-16,gasoline,premium,reformulated,4.305
2011-05-16,diesel,all,NA,4.061
2011-05-16,diesel,ultra_low_sulfur,NA,4.061
2011-05-23,gasoline,all,all,3.904
2011-05-23,gasoline,all,conventional,3.84
2011-05-23,gasoline,all,reformulated,4.035
2011-05-23,gasoline,regular,all,3.849
2011-05-23,gasoline,regular,conventional,3.788
2011-05-23,gasoline,regular,reformulated,3.976
2011-05-23,gasoline,midgrade,all,3.975
2011-05-23,gasoline,midgrade,conventional,3.9
2011-05-23,gasoline,midgrade,reformulated,4.12
2011-05-23,gasoline,premium,all,4.1
2011-05-23,gasoline,premium,conventional,4.036
2011-05-23,gasoline,premium,reformulated,4.218
2011-05-23,diesel,all,NA,3.997
2011-05-23,diesel,ultra_low_sulfur,NA,3.997
2011-05-30,gasoline,all,all,3.848
2011-05-30,gasoline,all,conventional,3.791
2011-05-30,gasoline,all,reformulated,3.965
2011-05-30,gasoline,regular,all,3.794
2011-05-30,gasoline,regular,conventional,3.741
2011-05-30,gasoline,regular,reformulated,3.905
2011-05-30,gasoline,midgrade,all,3.914
2011-05-30,gasoline,midgrade,conventional,3.842
2011-05-30,gasoline,midgrade,reformulated,4.053
2011-05-30,gasoline,premium,all,4.041
2011-05-30,gasoline,premium,conventional,3.981
2011-05-30,gasoline,premium,reformulated,4.15
2011-05-30,diesel,all,NA,3.948
2011-05-30,diesel,ultra_low_sulfur,NA,3.948
2011-06-06,gasoline,all,all,3.833
2011-06-06,gasoline,all,conventional,3.785
2011-06-06,gasoline,all,reformulated,3.929
2011-06-06,gasoline,regular,all,3.781
2011-06-06,gasoline,regular,conventional,3.738
2011-06-06,gasoline,regular,reformulated,3.87
2011-06-06,gasoline,midgrade,all,3.891
2011-06-06,gasoline,midgrade,conventional,3.827
2011-06-06,gasoline,midgrade,reformulated,4.014
2011-06-06,gasoline,premium,all,4.02
2011-06-06,gasoline,premium,conventional,3.97
2011-06-06,gasoline,premium,reformulated,4.112
2011-06-06,diesel,all,NA,3.94
2011-06-06,diesel,ultra_low_sulfur,NA,3.94
2011-06-13,gasoline,all,all,3.767
2011-06-13,gasoline,all,conventional,3.713
2011-06-13,gasoline,all,reformulated,3.877
2011-06-13,gasoline,regular,all,3.713
2011-06-13,gasoline,regular,conventional,3.664
2011-06-13,gasoline,regular,reformulated,3.816
2011-06-13,gasoline,midgrade,all,3.829
2011-06-13,gasoline,midgrade,conventional,3.761
2011-06-13,gasoline,midgrade,reformulated,3.961
2011-06-13,gasoline,premium,all,3.958
2011-06-13,gasoline,premium,conventional,3.902
2011-06-13,gasoline,premium,reformulated,4.063
2011-06-13,diesel,all,NA,3.954
2011-06-13,diesel,ultra_low_sulfur,NA,3.954
2011-06-20,gasoline,all,all,3.708
