sex,race,ethnic_origin,age,year,quarter,n_persons,median_weekly_earn
Women,Black or African American,All Origins,16 years and over,2018,1,7579000,671
Women,Black or African American,All Origins,16 years and over,2018,2,7717000,644
Women,Black or African American,All Origins,16 years and over,2018,3,7877000,631
Women,Black or African American,All Origins,16 years and over,2018,4,7866000,665
Women,Black or African American,All Origins,16 years and over,2019,1,8063000,709
Women,Black or African American,All Origins,16 years and over,2019,2,7900000,691
Women,Black or African American,All Origins,16 years and over,2019,3,8291000,683
Women,Black or African American,All Origins,16 years and over,2019,4,8072000,738
Women,Black or African American,All Origins,16 years and over,2020,1,7837000,742
Women,Black or African American,All Origins,16 years and over,2020,2,6811000,779
Women,Black or African American,All Origins,16 years and over,2020,3,7181000,768
Women,Black or African American,All Origins,16 years and over,2020,4,7513000,775
Both Sexes,Black or African American,All Origins,16 to 24 years,2010,1,965000,395
Both Sexes,Black or African American,All Origins,16 to 24 years,2010,2,1001000,402
Both Sexes,Black or African American,All Origins,16 to 24 years,2010,3,1068000,408
Both Sexes,Black or African American,All Origins,16 to 24 years,2010,4,1099000,408
Both Sexes,Black or African American,All Origins,16 to 24 years,2011,1,1053000,409
Both Sexes,Black or African American,All Origins,16 to 24 years,2011,2,930000,405
Both Sexes,Black or African American,All Origins,16 to 24 years,2011,3,1041000,404
Both Sexes,Black or African American,All Origins,16 to 24 years,2011,4,1060000,391
Both Sexes,Black or African American,All Origins,16 to 24 years,2012,1,1106000,397
Both Sexes,Black or African American,All Origins,16 to 24 years,2012,2,1211000,382
Both Sexes,Black or African American,All Origins,16 to 24 years,2012,3,1198000,399
Both Sexes,Black or African American,All Origins,16 to 24 years,2012,4,1088000,371
Both Sexes,Black or African American,All Origins,16 to 24 years,2013,1,1092000,401
Both Sexes,Black or African American,All Origins,16 to 24 years,2013,2,1110000,392
Both Sexes,Black or African American,All Origins,16 to 24 years,2013,3,1277000,382
Both Sexes,Black or African American,All Origins,16 to 24 years,2013,4,997000,391
Both Sexes,Black or African American,All Origins,16 to 24 years,2014,1,1020000,384
Both Sexes,Black or African American,All Origins,16 to 24 years,2014,2,1122000,404
Both Sexes,Black or African American,All Origins,16 to 24 years,2014,3,1193000,424
Both Sexes,Black or African American,All Origins,16 to 24 years,2014,4,1347000,448
Both Sexes,Black or African American,All Origins,16 to 24 years,2015,1,1220000,389
Both Sexes,Black or African American,All Origins,16 to 24 years,2015,2,1290000,407
Both Sexes,Black or African American,All Origins,16 to 24 years,2015,3,1394000,423
Both Sexes,Black or African American,All Origins,16 to 24 years,2015,4,1382000,462
Both Sexes,Black or African American,All Origins,16 to 24 years,2016,1,1289000,421
Both Sexes,Black or African American,All Origins,16 to 24 years,2016,2,1239000,423
Both Sexes,Black or African American,All Origins,16 to 24 years,2016,3,1426000,418
Both Sexes,Black or African American,All Origins,16 to 24 years,2016,4,1311000,435
Both Sexes,Black or African American,All Origins,16 to 24 years,2017,1,1389000,435
Both Sexes,Black or African American,All Origins,16 to 24 years,2017,2,1456000,455
Both Sexes,Black or African American,All Origins,16 to 24 years,2017,3,1429000,488
Both Sexes,Black or African American,All Origins,16 to 24 years,2017,4,1408000,478
Both Sexes,Black or African American,All Origins,16 to 24 years,2018,1,1316000,482
Both Sexes,Black or African American,All Origins,16 to 24 years,2018,2,1488000,462
Both Sexes,Black or African American,All Origins,16 to 24 years,2018,3,1552000,498
Both Sexes,Black or African American,All Origins,16 to 24 years,2018,4,1443000,486
Both Sexes,Black or African American,All Origins,16 to 24 years,2019,1,1396000,470
Both Sexes,Black or African American,All Origins,16 to 24 years,2019,2,1510000,490
Both Sexes,Black or African American,All Origins,16 to 24 years,2019,3,1650000,527
Both Sexes,Black or African American,All Origins,16 to 24 years,2019,4,1496000,551
Both Sexes,Black or African American,All Origins,16 to 24 years,2020,1,1205000,467
Both Sexes,Black or African American,All Origins,16 to 24 years,2020,2,959000,579
Both Sexes,Black or African American,All Origins,16 to 24 years,2020,3,1151000,560
Both Sexes,Black or African American,All Origins,16 to 24 years,2020,4,1301000,576
Men,Black or African American,All Origins,16 to 24 years,2010,1,426000,403
Men,Black or African American,All Origins,16 to 24 years,2010,2,472000,409
Men,Black or African American,All Origins,16 to 24 years,2010,3,514000,392
Men,Black or African American,All Origins,16 to 24 years,2010,4,587000,406
Men,Black or African American,All Origins,16 to 24 years,2011,1,515000,420
Men,Black or African American,All Origins,16 to 24 years,2011,2,450000,398
Men,Black or African American,All Origins,16 to 24 years,2011,3,517000,418
Men,Black or African American,All Origins,16 to 24 years,2011,4,519000,413
Men,Black or African American,All Origins,16 to 24 years,2012,1,525000,401
Men,Black or African American,All Origins,16 to 24 years,2012,2,599000,392
Men,Black or African American,All Origins,16 to 24 years,2012,3,617000,408
Men,Black or African American,All Origins,16 to 24 years,2012,4,555000,372
Men,Black or African American,All Origins,16 to 24 years,2013,1,457000,417
Men,Black or African American,All Origins,16 to 24 years,2013,2,532000,383
Men,Black or African American,All Origins,16 to 24 years,2013,3,623000,378
Men,Black or African American,All Origins,16 to 24 years,2013,4,479000,400
Men,Black or African American,All Origins,16 to 24 years,2014,1,507000,386
Men,Black or African American,All Origins,16 to 24 years,2014,2,565000,403
Men,Black or African American,All Origins,16 to 24 years,2014,3,590000,421
Men,Black or African American,All Origins,16 to 24 years,2014,4,724000,427
Men,Black or African American,All Origins,16 to 24 years,2015,1,616000,398
Men,Black or African American,All Origins,16 to 24 years,2015,2,580000,417
Men,Black or African American,All Origins,16 to 24 years,2015,3,666000,465
Men,Black or African American,All Origins,16 to 24 years,2015,4,725000,500
Men,Black or African American,All Origins,16 to 24 years,2016,1,631000,426
Men,Black or African American,All Origins,16 to 24 years,2016,2,626000,462
Men,Black or African American,All Origins,16 to 24 years,2016,3,662000,448
Men,Black or African American,All Origins,16 to 24 years,2016,4,642000,404
Men,Black or African American,All Origins,16 to 24 years,2017,1,638000,416
Men,Black or African American,All Origins,16 to 24 years,2017,2,702000,505
Men,Black or African American,All Origins,16 to 24 years,2017,3,735000,478
Men,Black or African American,All Origins,16 to 24 years,2017,4,717000,470
Men,Black or African American,All Origins,16 to 24 years,2018,1,670000,466
Men,Black or African American,All Origins,16 to 24 years,2018,2,783000,438
Men,Black or African American,All Origins,16 to 24 years,2018,3,766000,512
Men,Black or African American,All Origins,16 to 24 years,2018,4,702000,502
Men,Black or African American,All Origins,16 to 24 years,2019,1,650000,491
Men,Black or African American,All Origins,16 to 24 years,2019,2,753000,513
Men,Black or African American,All Origins,16 to 24 years,2019,3,811000,577
Men,Black or African American,All Origins,16 to 24 years,2019,4,719000,598
Men,Black or African American,All Origins,16 to 24 years,2020,1,587000,457
Men,Black or African American,All Origins,16 to 24 years,2020,2,474000,606
Men,Black or African American,All Origins,16 to 24 years,2020,3,639000,547
Men,Black or African American,All Origins,16 to 24 years,2020,4,677000,584
Women,Black or African American,All Origins,16 to 24 years,2010,1,539000,380
Women,Black or African American,All Origins,16 to 24 years,2010,2,529000,396
Women,Black or African American,All Origins,16 to 24 years,2010,3,554000,424
Women,Black or African American,All Origins,16 to 24 years,2010,4,512000,411
Women,Black or African American,All Origins,16 to 24 years,2011,1,538000,390
Women,Black or African American,All Origins,16 to 24 years,2011,2,480000,412
Women,Black or African American,All Origins,16 to 24 years,2011,3,524000,384
Women,Black or African American,All Origins,16 to 24 years,2011,4,541000,368
Women,Black or African American,All Origins,16 to 24 years,2012,1,580000,392
Women,Black or African American,All Origins,16 to 24 years,2012,2,612000,369
Women,Black or African American,All Origins,16 to 24 years,2012,3,581000,390
Women,Black or African American,All Origins,16 to 24 years,2012,4,533000,371
Women,Black or African American,All Origins,16 to 24 years,2013,1,635000,389
Women,Black or African American,All Origins,16 to 24 years,2013,2,578000,400
Women,Black or African American,All Origins,16 to 24 years,2013,3,654000,388
Women,Black or African American,All Origins,16 to 24 years,2013,4,518000,384
Women,Black or African American,All Origins,16 to 24 years,2014,1,513000,381
Women,Black or African American,All Origins,16 to 24 years,2014,2,556000,406
Women,Black or African American,All Origins,16 to 24 years,2014,3,603000,429
Women,Black or African American,All Origins,16 to 24 years,2014,4,622000,475
Women,Black or African American,All Origins,16 to 24 years,2015,1,604000,375
Women,Black or African American,All Origins,16 to 24 years,2015,2,710000,399
Women,Black or African American,All Origins,16 to 24 years,2015,3,728000,395
Women,Black or African American,All Origins,16 to 24 years,2015,4,657000,427
Women,Black or African American,All Origins,16 to 24 years,2016,1,658000,415
Women,Black or African American,All Origins,16 to 24 years,2016,2,612000,408
Women,Black or African American,All Origins,16 to 24 years,2016,3,764000,400
Women,Black or African American,All Origins,16 to 24 years,2016,4,669000,474
Women,Black or African American,All Origins,16 to 24 years,2017,1,752000,452
Women,Black or African American,All Origins,16 to 24 years,2017,2,754000,413
Women,Black or African American,All Origins,16 to 24 years,2017,3,694000,501
Women,Black or African American,All Origins,16 to 24 years,2017,4,692000,489
Women,Black or African American,All Origins,16 to 24 years,2018,1,646000,490
Women,Black or African American,All Origins,16 to 24 years,2018,2,705000,483
Women,Black or African American,All Origins,16 to 24 years,2018,3,786000,485
Women,Black or African American,All Origins,16 to 24 years,2018,4,741000,462
Women,Black or African American,All Origins,16 to 24 years,2019,1,746000,457
Women,Black or African American,All Origins,16 to 24 years,2019,2,757000,460
Women,Black or African American,All Origins,16 to 24 years,2019,3,839000,512
Women,Black or African American,All Origins,16 to 24 years,2019,4,777000,511
Women,Black or African American,All Origins,16 to 24 years,2020,1,618000,501
Women,Black or African American,All Origins,16 to 24 years,2020,2,485000,552
Women,Black or African American,All Origins,16 to 24 years,2020,3,512000,579
Women,Black or African American,All Origins,16 to 24 years,2020,4,624000,559
Both Sexes,Black or African American,All Origins,25 years and over,2010,1,10410000,635
Both Sexes,Black or African American,All Origins,25 years and over,2010,2,10658000,631
Both Sexes,Black or African American,All Origins,25 years and over,2010,3,10693000,638
Both Sexes,Black or African American,All Origins,25 years and over,2010,4,10739000,648
Both Sexes,Black or African American,All Origins,25 years and over,2011,1,10400000,625
Both Sexes,Black or African American,All Origins,25 years and over,2011,2,10682000,650
Both Sexes,Black or African American,All Origins,25 years and over,2011,3,10592000,640
Both Sexes,Black or African American,All Origins,25 years and over,2011,4,10658000,655
Both Sexes,Black or African American,All Origins,25 years and over,2012,1,10830000,667
Both Sexes,Black or African American,All Origins,25 years and over,2012,2,10987000,682
Both Sexes,Black or African American,All Origins,25 years and over,2012,3,11142000,633
Both Sexes,Black or African American,All Origins,25 years and over,2012,4,11357000,644
Both Sexes,Black or African American,All Origins,25 years and over,2013,1,11340000,658
Both Sexes,Black or African American,All Origins,25 years and over,2013,2,11243000,667
Both Sexes,Black or African American,All Origins,25 years and over,2013,3,11294000,664
Both Sexes,Black or African American,All Origins,25 years and over,2013,4,11405000,658
Both Sexes,Black or African American,All Origins,25 years and over,2014,1,11481000,682
Both Sexes,Black or African American,All Origins,25 years and over,2014,2,11615000,680
Both Sexes,Black or African American,All Origins,25 years and over,2014,3,12001000,669
Both Sexes,Black or African American,All Origins,25 years and over,2014,4,11862000,662
Both Sexes,Black or African American,All Origins,25 years and over,2015,1,12020000,692
Both Sexes,Black or African American,All Origins,25 years and over,2015,2,12276000,691
Both Sexes,Black or African American,All Origins,25 years and over,2015,3,12448000,673
Both Sexes,Black or African American,All Origins,25 years and over,2015,4,12317000,672
Both Sexes,Black or African American,All Origins,25 years and over,2016,1,12292000,716
Both Sexes,Black or African American,All Origins,25 years and over,2016,2,12716000,708
Both Sexes,Black or African American,All Origins,25 years and over,2016,3,12783000,724
Both Sexes,Black or African American,All Origins,25 years and over,2016,4,12795000,713
Both Sexes,Black or African American,All Origins,25 years and over,2017,1,12695000,709
Both Sexes,Black or African American,All Origins,25 years and over,2017,2,13048000,717
Both Sexes,Black or African American,All Origins,25 years and over,2017,3,13298000,734
Both Sexes,Black or African American,All Origins,25 years and over,2017,4,13360000,692
Both Sexes,Black or African American,All Origins,25 years and over,2018,1,13399000,725
Both Sexes,Black or African American,All Origins,25 years and over,2018,2,13463000,715
Both Sexes,Black or African American,All Origins,25 years and over,2018,3,13786000,719
Both Sexes,Black or African American,All Origins,25 years and over,2018,4,13719000,756
Both Sexes,Black or African American,All Origins,25 years and over,2019,1,13835000,768
Both Sexes,Black or African American,All Origins,25 years and over,2019,2,13792000,758
Both Sexes,Black or African American,All Origins,25 years and over,2019,3,14193000,758
Both Sexes,Black or African American,All Origins,25 years and over,2019,4,13967000,794
Both Sexes,Black or African American,All Origins,25 years and over,2020,1,13698000,811
Both Sexes,Black or African American,All Origins,25 years and over,2020,2,12149000,839
Both Sexes,Black or African American,All Origins,25 years and over,2020,3,12716000,848
Both Sexes,Black or African American,All Origins,25 years and over,2020,4,12997000,828
Men,Black or African American,All Origins,25 years and over,2010,1,4714000,661
Men,Black or African American,All Origins,25 years and over,2010,2,4959000,657
Men,Black or African American,All Origins,25 years and over,2010,3,4884000,668
Men,Black or African American,All Origins,25 years and over,2010,4,4947000,678
Men,Black or African American,All Origins,25 years and over,2011,1,4809000,657
Men,Black or African American,All Origins,25 years and over,2011,2,4926000,698
Men,Black or African American,All Origins,25 years and over,2011,3,4903000,691
Men,Black or African American,All Origins,25 years and over,2011,4,5014000,698
Men,Black or African American,All Origins,25 years and over,2012,1,5101000,715
Men,Black or African American,All Origins,25 years and over,2012,2,5186000,704
Men,Black or African American,All Origins,25 years and over,2012,3,5154000,674
Men,Black or African American,All Origins,25 years and over,2012,4,5286000,713
Men,Black or African American,All Origins,25 years and over,2013,1,5327000,702
Men,Black or African American,All Origins,25 years and over,2013,2,5344000,695
Men,Black or African American,All Origins,25 years and over,2013,3,5275000,719
Men,Black or African American,All Origins,25 years and over,2013,4,5367000,674
Men,Black or African American,All Origins,25 years and over,2014,1,5356000,742
Men,Black or African American,All Origins,25 years and over,2014,2,5491000,696
Men,Black or African American,All Origins,25 years and over,2014,3,5707000,720
Men,Black or African American,All Origins,25 years and over,2014,4,5576000,716
Men,Black or African American,All Origins,25 years and over,2015,1,5652000,731
Men,Black or African American,All Origins,25 years and over,2015,2,5862000,732
Men,Black or African American,All Origins,25 years and over,2015,3,5916000,709
Men,Black or African American,All Origins,25 years and over,2015,4,5762000,709
Men,Black or African American,All Origins,25 years and over,2016,1,5860000,761
Men,Black or African American,All Origins,25 years and over,2016,2,6212000,731
Men,Black or African American,All Origins,25 years and over,2016,3,6187000,765
Men,Black or African American,All Origins,25 years and over,2016,4,6091000,740
Men,Black or African American,All Origins,25 years and over,2017,1,5991000,756
Men,Black or African American,All Origins,25 years and over,2017,2,6286000,727
Men,Black or African American,All Origins,25 years and over,2017,3,6396000,801
Men,Black or African American,All Origins,25 years and over,2017,4,6246000,712
Men,Black or African American,All Origins,25 years and over,2018,1,6466000,751
Men,Black or African American,All Origins,25 years and over,2018,2,6451000,768
Men,Black or African American,All Origins,25 years and over,2018,3,6695000,767
Men,Black or African American,All Origins,25 years and over,2018,4,6593000,805
Men,Black or African American,All Origins,25 years and over,2019,1,6518000,807
Men,Black or African American,All Origins,25 years and over,2019,2,6649000,832
Men,Black or African American,All Origins,25 years and over,2019,3,6741000,817
Men,Black or African American,All Origins,25 years and over,2019,4,6672000,809
Men,Black or African American,All Origins,25 years and over,2020,1,6478000,880
Men,Black or African American,All Origins,25 years and over,2020,2,5824000,869
Men,Black or African American,All Origins,25 years and over,2020,3,6048000,931
Men,Black or African American,All Origins,25 years and over,2020,4,6108000,850
Women,Black or African American,All Origins,25 years and over,2010,1,5697000,611
Women,Black or African American,All Origins,25 years and over,2010,2,5699000,604
Women,Black or African American,All Origins,25 years and over,2010,3,5809000,617
Women,Black or African American,All Origins,25 years and over,2010,4,5792000,625
Women,Black or African American,All Origins,25 years and over,2011,1,5591000,610
Women,Black or African American,All Origins,25 years and over,2011,2,5756000,610
Women,Black or African American,All Origins,25 years and over,2011,3,5689000,611
Women,Black or African American,All Origins,25 years and over,2011,4,5644000,621
Women,Black or African American,All Origins,25 years and over,2012,1,5729000,625
Women,Black or African American,All Origins,25 years and over,2012,2,5801000,658
Women,Black or African American,All Origins,25 years and over,2012,3,5988000,610
Women,Black or African American,All Origins,25 years and over,2012,4,6071000,608
Women,Black or African American,All Origins,25 years and over,2013,1,6013000,624
Women,Black or African American,All Origins,25 years and over,2013,2,5899000,639
Women,Black or African American,All Origins,25 years and over,2013,3,6019000,618
Women,Black or African American,All Origins,25 years and over,2013,4,6038000,645
Women,Black or African American,All Origins,25 years and over,2014,1,6125000,624
Women,Black or African American,All Origins,25 years and over,2014,2,6124000,663
Women,Black or African American,All Origins,25 years and over,2014,3,6295000,631
Women,Black or African American,All Origins,25 years and over,2014,4,6286000,620
Women,Black or African American,All Origins,25 years and over,2015,1,6368000,654
Women,Black or African American,All Origins,25 years and over,2015,2,6414000,654
Women,Black or African American,All Origins,25 years and over,2015,3,6531000,650
Women,Black or African American,All Origins,25 years and over,2015,4,6555000,647
Women,Black or African American,All Origins,25 years and over,2016,1,6432000,663
Women,Black or African American,All Origins,25 years and over,2016,2,6504000,684
Women,Black or African American,All Origins,25 years and over,2016,3,6596000,682
Women,Black or African American,All Origins,25 years and over,2016,4,6704000,679
Women,Black or African American,All Origins,25 years and over,2017,1,6704000,672
Women,Black or African American,All Origins,25 years and over,2017,2,6762000,707
Women,Black or African American,All Origins,25 years and over,2017,3,6902000,686
Women,Black or African American,All Origins,25 years and over,2017,4,7114000,670
Women,Black or African American,All Origins,25 years and over,2018,1,6933000,699
Women,Black or African American,All Origins,25 years and over,2018,2,7012000,676
Women,Black or African American,All Origins,25 years and over,2018,3,7091000,658
Women,Black or African American,All Origins,25 years and over,2018,4,7125000,697
Women,Black or African American,All Origins,25 years and over,2019,1,7317000,740
Women,Black or African American,All Origins,25 years and over,2019,2,7143000,720
Women,Black or African American,All Origins,25 years and over,2019,3,7452000,707
Women,Black or African American,All Origins,25 years and over,2019,4,7295000,773
Women,Black or African American,All Origins,25 years and over,2020,1,7219000,768
Women,Black or African American,All Origins,25 years and over,2020,2,6325000,811
Women,Black or African American,All Origins,25 years and over,2020,3,6669000,793
Women,Black or African American,All Origins,25 years and over,2020,4,6889000,813
Both Sexes,Black or African American,All Origins,25 to 54 years,2010,1,8705000,628
Both Sexes,Black or African American,All Origins,25 to 54 years,2010,2,8884000,629
Both Sexes,Black or African American,All Origins,25 to 54 years,2010,3,8838000,637
Both Sexes,Black or African American,All Origins,25 to 54 years,2010,4,8940000,643
Both Sexes,Black or African American,All Origins,25 to 54 years,2011,1,8606000,618
Both Sexes,Black or African American,All Origins,25 to 54 years,2011,2,8870000,643
Both Sexes,Black or African American,All Origins,25 to 54 years,2011,3,8758000,642
Both Sexes,Black or African American,All Origins,25 to 54 years,2011,4,8768000,652
Both Sexes,Black or African American,All Origins,25 to 54 years,2012,1,8786000,665
Both Sexes,Black or African American,All Origins,25 to 54 years,2012,2,9004000,673
Both Sexes,Black or African American,All Origins,25 to 54 years,2012,3,9187000,625
Both Sexes,Black or African American,All Origins,25 to 54 years,2012,4,9208000,637
Both Sexes,Black or African American,All Origins,25 to 54 years,2013,1,9156000,644
Both Sexes,Black or African American,All Origins,25 to 54 years,2013,2,9105000,657
Both Sexes,Black or African American,All Origins,25 to 54 years,2013,3,9191000,654
Both Sexes,Black or African American,All Origins,25 to 54 years,2013,4,9229000,651
Both Sexes,Black or African American,All Origins,25 to 54 years,2014,1,9364000,670
Both Sexes,Black or African American,All Origins,25 to 54 years,2014,2,9429000,671
Both Sexes,Black or African American,All Origins,25 to 54 years,2014,3,9750000,646
Both Sexes,Black or African American,All Origins,25 to 54 years,2014,4,9547000,634
Both Sexes,Black or African American,All Origins,25 to 54 years,2015,1,9720000,680
Both Sexes,Black or African American,All Origins,25 to 54 years,2015,2,9905000,683
Both Sexes,Black or African American,All Origins,25 to 54 years,2015,3,10123000,650
Both Sexes,Black or African American,All Origins,25 to 54 years,2015,4,9862000,663
Both Sexes,Black or African American,All Origins,25 to 54 years,2016,1,9957000,707
Both Sexes,Black or African American,All Origins,25 to 54 years,2016,2,10302000,698
Both Sexes,Black or African American,All Origins,25 to 54 years,2016,3,10331000,719
Both Sexes,Black or African American,All Origins,25 to 54 years,2016,4,10263000,699
Both Sexes,Black or African American,All Origins,25 to 54 years,2017,1,10247000,704
Both Sexes,Black or African American,All Origins,25 to 54 years,2017,2,10472000,708
Both Sexes,Black or African American,All Origins,25 to 54 years,2017,3,10618000,720
Both Sexes,Black or African American,All Origins,25 to 54 years,2017,4,10865000,683
Both Sexes,Black or African American,All Origins,25 to 54 years,2018,1,10778000,721
Both Sexes,Black or African American,All Origins,25 to 54 years,2018,2,10674000,711
Both Sexes,Black or African American,All Origins,25 to 54 years,2018,3,10960000,714
Both Sexes,Black or African American,All Origins,25 to 54 years,2018,4,11049000,736
Both Sexes,Black or African American,All Origins,25 to 54 years,2019,1,10883000,767
Both Sexes,Black or African American,All Origins,25 to 54 years,2019,2,10928000,756
Both Sexes,Black or African American,All Origins,25 to 54 years,2019,3,11227000,756
Both Sexes,Black or African American,All Origins,25 to 54 years,2019,4,11115000,792
Both Sexes,Black or African American,All Origins,25 to 54 years,2020,1,10838000,815
Both Sexes,Black or African American,All Origins,25 to 54 years,2020,2,9590000,818
Both Sexes,Black or African American,All Origins,25 to 54 years,2020,3,9976000,839
Both Sexes,Black or African American,All Origins,25 to 54 years,2020,4,10290000,809
Men,Black or African American,All Origins,25 to 54 years,2010,1,3950000,651
Men,Black or African American,All Origins,25 to 54 years,2010,2,4168000,655
Men,Black or African American,All Origins,25 to 54 years,2010,3,4087000,656
Men,Black or African American,All Origins,25 to 54 years,2010,4,4167000,661
Men,Black or African American,All Origins,25 to 54 years,2011,1,4037000,648
Men,Black or African American,All Origins,25 to 54 years,2011,2,4106000,689
Men,Black or African American,All Origins,25 to 54 years,2011,3,4061000,685
Men,Black or African American,All Origins,25 to 54 years,2011,4,4177000,690
Men,Black or African American,All Origins,25 to 54 years,2012,1,4162000,714
Men,Black or African American,All Origins,25 to 54 years,2012,2,4270000,693
Men,Black or African American,All Origins,25 to 54 years,2012,3,4243000,655
Men,Black or African American,All Origins,25 to 54 years,2012,4,4293000,703
Men,Black or African American,All Origins,25 to 54 years,2013,1,4299000,690
Men,Black or African American,All Origins,25 to 54 years,2013,2,4362000,695
Men,Black or African American,All Origins,25 to 54 years,2013,3,4345000,704
Men,Black or African American,All Origins,25 to 54 years,2013,4,4372000,669
Men,Black or African American,All Origins,25 to 54 years,2014,1,4365000,731
Men,Black or African American,All Origins,25 to 54 years,2014,2,4491000,683
Men,Black or African American,All Origins,25 to 54 years,2014,3,4691000,683
Men,Black or African American,All Origins,25 to 54 years,2014,4,4528000,696
Men,Black or African American,All Origins,25 to 54 years,2015,1,4595000,721
Men,Black or African American,All Origins,25 to 54 years,2015,2,4754000,726
Men,Black or African American,All Origins,25 to 54 years,2015,3,4848000,660
Men,Black or African American,All Origins,25 to 54 years,2015,4,4673000,703
Men,Black or African American,All Origins,25 to 54 years,2016,1,4743000,755
Men,Black or African American,All Origins,25 to 54 years,2016,2,5058000,718
Men,Black or African American,All Origins,25 to 54 years,2016,3,5015000,751
Men,Black or African American,All Origins,25 to 54 years,2016,4,4862000,743
Men,Black or African American,All Origins,25 to 54 years,2017,1,4834000,753
Men,Black or African American,All Origins,25 to 54 years,2017,2,5015000,715
Men,Black or African American,All Origins,25 to 54 years,2017,3,5101000,777
Men,Black or African American,All Origins,25 to 54 years,2017,4,5108000,701
Men,Black or African American,All Origins,25 to 54 years,2018,1,5220000,743
Men,Black or African American,All Origins,25 to 54 years,2018,2,5099000,753
Men,Black or African American,All Origins,25 to 54 years,2018,3,5330000,766
Men,Black or African American,All Origins,25 to 54 years,2018,4,5366000,793
Men,Black or African American,All Origins,25 to 54 years,2019,1,5228000,799
Men,Black or African American,All Origins,25 to 54 years,2019,2,5281000,823
Men,Black or African American,All Origins,25 to 54 years,2019,3,5357000,824
Men,Black or African American,All Origins,25 to 54 years,2019,4,5406000,815
Men,Black or African American,All Origins,25 to 54 years,2020,1,5168000,891
Men,Black or African American,All Origins,25 to 54 years,2020,2,4575000,862
Men,Black or African American,All Origins,25 to 54 years,2020,3,4801000,925
Men,Black or African American,All Origins,25 to 54 years,2020,4,4891000,817
Women,Black or African American,All Origins,25 to 54 years,2010,1,4755000,607
Women,Black or African American,All Origins,25 to 54 years,2010,2,4716000,600
Women,Black or African American,All Origins,25 to 54 years,2010,3,4751000,623
Women,Black or African American,All Origins,25 to 54 years,2010,4,4773000,626
Women,Black or African American,All Origins,25 to 54 years,2011,1,4569000,604
Women,Black or African American,All Origins,25 to 54 years,2011,2,4763000,609
Women,Black or African American,All Origins,25 to 54 years,2011,3,4697000,615
Women,Black or African American,All Origins,25 to 54 years,2011,4,4590000,621
Women,Black or African American,All Origins,25 to 54 years,2012,1,4624000,621
Women,Black or African American,All Origins,25 to 54 years,2012,2,4734000,652
Women,Black or African American,All Origins,25 to 54 years,2012,3,4944000,609
Women,Black or African American,All Origins,25 to 54 years,2012,4,4915000,605
Women,Black or African American,All Origins,25 to 54 years,2013,1,4857000,618
Women,Black or African American,All Origins,25 to 54 years,2013,2,4743000,623
Women,Black or African American,All Origins,25 to 54 years,2013,3,4846000,616
Women,Black or African American,All Origins,25 to 54 years,2013,4,4857000,635
Women,Black or African American,All Origins,25 to 54 years,2014,1,4999000,615
Women,Black or African American,All Origins,25 to 54 years,2014,2,4938000,653
Women,Black or African American,All Origins,25 to 54 years,2014,3,5059000,612
Women,Black or African American,All Origins,25 to 54 years,2014,4,5019000,608
Women,Black or African American,All Origins,25 to 54 years,2015,1,5126000,633
Women,Black or African American,All Origins,25 to 54 years,2015,2,5151000,647
Women,Black or African American,All Origins,25 to 54 years,2015,3,5275000,642
Women,Black or African American,All Origins,25 to 54 years,2015,4,5189000,641
Women,Black or African American,All Origins,25 to 54 years,2016,1,5214000,655
Women,Black or African American,All Origins,25 to 54 years,2016,2,5244000,675
Women,Black or African American,All Origins,25 to 54 years,2016,3,5316000,686
Women,Black or African American,All Origins,25 to 54 years,2016,4,5401000,658
Women,Black or African American,All Origins,25 to 54 years,2017,1,5412000,661
Women,Black or African American,All Origins,25 to 54 years,2017,2,5457000,700
Women,Black or African American,All Origins,25 to 54 years,2017,3,5517000,674
Women,Black or African American,All Origins,25 to 54 years,2017,4,5757000,665
Women,Black or African American,All Origins,25 to 54 years,2018,1,5558000,698
Women,Black or African American,All Origins,25 to 54 years,2018,2,5575000,681
Women,Black or African American,All Origins,25 to 54 years,2018,3,5629000,657
Women,Black or African American,All Origins,25 to 54 years,2018,4,5683000,681
Women,Black or African American,All Origins,25 to 54 years,2019,1,5655000,736
Women,Black or African American,All Origins,25 to 54 years,2019,2,5647000,718
Women,Black or African American,All Origins,25 to 54 years,2019,3,5871000,702
Women,Black or African American,All Origins,25 to 54 years,2019,4,5709000,765
Women,Black or African American,All Origins,25 to 54 years,2020,1,5670000,767
Women,Black or African American,All Origins,25 to 54 years,2020,2,5015000,777
Women,Black or African American,All Origins,25 to 54 years,2020,3,5174000,790
Women,Black or African American,All Origins,25 to 54 years,2020,4,5399000,802
Both Sexes,Black or African American,All Origins,55 years and over,2010,1,1705000,679
Both Sexes,Black or African American,All Origins,55 years and over,2010,2,1774000,638
Both Sexes,Black or African American,All Origins,55 years and over,2010,3,1855000,643
Both Sexes,Black or African American,All Origins,55 years and over,2010,4,1799000,678
Both Sexes,Black or African American,All Origins,55 years and over,2011,1,1795000,677
Both Sexes,Black or African American,All Origins,55 years and over,2011,2,1813000,694
Both Sexes,Black or African American,All Origins,55 years and over,2011,3,1834000,630
Both Sexes,Black or African American,All Origins,55 years and over,2011,4,1890000,662
Both Sexes,Black or African American,All Origins,55 years and over,2012,1,2044000,677
Both Sexes,Black or African American,All Origins,55 years and over,2012,2,1984000,752
