qid,name,category,country,iso,lat,lon,year,year_approx,century,wikipedia,image,sitelinks,pageviews,fame_rank
Q7901199,Urspelt Castle,castle,Luxembourg,LU,50.0744,6.04528,1860,0,19th century,https://en.wikipedia.org/wiki/Urspelt_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Schloss%20Urspelt%2001.jpg?width=1280,7,1420,3413
Q13641502,"Killeen Castle, Dunsany",castle,Ireland,IE,53.534,-6.584,1850,1,19th century,"https://en.wikipedia.org/wiki/Killeen_Castle,_Dunsany",https://commons.wikimedia.org/wiki/Special:FilePath/Killeen%20Castle%2C%20Co%20Meath%20-%20geograph.org.uk%20-%201760645%2C%20enhanced.jpg?width=1280,7,6793,2526
Q2241779,Johannisborg,ruin,Sweden,SE,58.60083,16.19889,1614,0,17th century,https://en.wikipedia.org/wiki/Johannisborg,https://commons.wikimedia.org/wiki/Special:FilePath/Johannisborgs%20slottsruin.jpg?width=1280,7,396,4082
Q7450879,Senningen Castle,castle,Luxembourg,LU,49.64639,6.23611,1880,0,19th century,https://en.wikipedia.org/wiki/Senningen_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Sennenger%20Schlass%20mat%20Weier.jpg?width=1280,7,716,3805
Q386009,Château de Morlanne,castle,France,FR,43.51,-0.53556,1575,1,16th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Morlanne,https://commons.wikimedia.org/wiki/Special:FilePath/Morlannechat.jpg?width=1280,7,522,3969
Q600832,Château de Goulaine,castle,France,FR,47.20417,-1.40278,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Goulaine,https://commons.wikimedia.org/wiki/Special:FilePath/Haute-Goulaine%20-%20Chateau%2008.jpg?width=1280,7,9109,2406
Q2627185,Hesperange Castle,ruin,Luxembourg,LU,49.57278,6.155,1300,0,13th century,https://en.wikipedia.org/wiki/Hesperange_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hesper%2C%20kastelo%20de%20E%2C%204.jpeg?width=1280,7,756,3779
Q624263,Suncheon Castle,castle,South Korea,KR,34.90722,127.58111,NA,0,NA,https://en.wikipedia.org/wiki/Suncheon_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%EC%88%9C%EC%B2%9C%EC%99%9C%EC%84%B1.jpg?width=1280,7,1059,3576
Q2688247,Shiryōkaku,fortress,Japan,JP,41.82569,140.77069,1869,0,19th century,https://en.wikipedia.org/wiki/Shiry%C5%8Dkaku,https://commons.wikimedia.org/wiki/Special:FilePath/Shiryoukaku004.jpg?width=1280,7,960,3640
Q544262,Ustra Fortress,fortress,Bulgaria,BG,41.47028,25.22583,NA,0,NA,https://en.wikipedia.org/wiki/Ustra,https://commons.wikimedia.org/wiki/Special:FilePath/Ustra-bottomup-2.JPG?width=1280,7,1467,3391
Q849200,Noda Castle,castle,Japan,JP,34.88204,137.46843,1508,0,16th century,https://en.wikipedia.org/wiki/Noda_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%E9%87%8E%E7%94%B0%E5%9F%8E.JPG?width=1280,7,926,3661
Q2744196,Château de Jumilhac,castle,France,FR,45.49306,1.06,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Jumilhac,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Jumilhac.jpg?width=1280,7,2193,3145
Q3304541,Lëkurësi Fortress,ruin,Albania,AL,39.8659,20.02567,NA,0,NA,https://en.wikipedia.org/wiki/L%C3%ABkur%C3%ABsi_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/L%C3%ABkur%C3%ABsi%20Castle%2C%20Saranda%2C%20Albania%202015-09-25%2001.jpg?width=1280,7,8621,2426
Q2968717,Château de Busset,castle,France,FR,46.06306,3.51,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Busset,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Busset.jpg?width=1280,7,1326,3458
Q3192287,Kalâa of Ait Abbas,castle,Algeria,DZ,36.29639,4.58083,NA,0,NA,https://en.wikipedia.org/wiki/Kal%C3%A2a_of_Ait_Abbas,https://commons.wikimedia.org/wiki/Special:FilePath/Kalaa%20des%20Ath%20Abbas%2C%20Bejaia.jpg?width=1280,7,3834,2816
Q2969314,Château de Gavaudun,castle,France,FR,44.56028,0.88833,1250,1,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Gavaudun,https://commons.wikimedia.org/wiki/Special:FilePath/Gav01.JPG?width=1280,7,513,3975
Q3078019,Fort Saint-André (Villeneuve-lès-Avignon),fortress,France,FR,43.96657,4.80144,1325,1,14th century,https://en.wikipedia.org/wiki/Fort_Saint-Andr%C3%A9_(Villeneuve-l%C3%A8s-Avignon),https://commons.wikimedia.org/wiki/Special:FilePath/Vue%20sur%20le%20ch%C3%A2teau%20fort%20Saint%20Andr%C3%A9.JPG?width=1280,7,3278,2914
Q2969491,Kitanosho Castle,castle,Japan,JP,36.06014,136.21965,1575,0,16th century,https://en.wikipedia.org/wiki/Kitanosho_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Shibata%20jinja.jpeg?width=1280,7,3236,2919
Q3403257,Maglaj Fortress,fortress,Bosnia and Herzegovina,BA,44.54379,18.10224,NA,0,NA,https://en.wikipedia.org/wiki/Maglaj_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Gradina.jpg?width=1280,7,644,3875
Q3338715,Dagnum,fortress,Albania,AL,42.01341,19.6264,NA,0,NA,https://en.wikipedia.org/wiki/Dagnum,https://commons.wikimedia.org/wiki/Special:FilePath/Vau%20i%20Dej%C3%ABs%20Castle%20%2823860%29.jpg?width=1280,7,3391,2890
Q1026929,Hinoe Castle,ruin,Japan,JP,32.65995,130.2528,1210,0,13th century,https://en.wikipedia.org/wiki/Hinoe_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%E6%97%A5%E9%87%8E%E6%B1%9F%E5%9F%8E3.JPG?width=1280,7,1039,3590
Q1037684,Takayama Castle,castle,Japan,JP,36.13819,137.26358,1588,0,16th century,https://en.wikipedia.org/wiki/Takayama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Japan%20110416%20Takayama%2003.jpg?width=1280,7,3577,2859
Q5118693,Château Moncade,ruin,France,FR,43.492,-0.76997,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_Moncade,https://commons.wikimedia.org/wiki/Special:FilePath/Orthez%20Tour%20Moncade.jpg?width=1280,7,555,3941
Q19951033,Hutovo Fortress,fortress,Bosnia and Herzegovina,BA,42.9575,17.8128,1525,0,16th century,https://en.wikipedia.org/wiki/Hutovo_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Hutovo%2C%20trosky.jpg?width=1280,7,622,3892
Q2970344,Raudondvaris Castle,castle,Lithuania,LT,54.94306,23.78333,1392,0,14th century,https://en.wikipedia.org/wiki/Raudondvaris_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Raudondvaris07.jpg?width=1280,7,1158,3537
Q19406973,Walled town of Vidoški,castle,Bosnia and Herzegovina,BA,43.08061,17.95568,NA,0,NA,https://en.wikipedia.org/wiki/Walled_town_of_Vido%C5%A1ki,https://commons.wikimedia.org/wiki/Special:FilePath/Stolac%2C%20Bosnia%2C%20Austro-Hungary-LCCN2002710701.jpg?width=1280,7,1218,3506
Q1405143,Château de Ham,castle,France,FR,49.7434,3.0731,1052,0,11th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Ham,https://commons.wikimedia.org/wiki/Special:FilePath/111-SC-26479%20-%20NARA%20-%2055212469%20%28cropped%29.jpg?width=1280,7,2840,2993
Q2970156,Château de Noirmoutier,castle,France,FR,47.00048,-2.24214,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Noirmoutier,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Noirmoutier%2066.JPG?width=1280,7,1851,3247
Q5754211,Rostam Castle,castle,Iran,IR,30.55703,61.24708,NA,0,NA,https://en.wikipedia.org/wiki/Rostam_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Rostam%20Castle%2013960724%2006.jpg?width=1280,7,1418,3414
Q2970702,Shōryūji Castle,castle,Japan,JP,34.91811,135.70069,NA,0,NA,https://en.wikipedia.org/wiki/Sh%C5%8Dry%C5%ABji_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/ShoryujiCastle.jpg?width=1280,7,2239,3129
Q2970766,Tateyama Castle,castle,Japan,JP,34.98156,139.85531,1580,0,16th century,https://en.wikipedia.org/wiki/Tateyama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/TateyamaCastle.jpg?width=1280,7,1069,3570
Q1571184,Kasteel Wissekerke,castle,Belgium,BE,51.14554,4.30176,1450,1,15th century,https://en.wikipedia.org/wiki/Wissekerke_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bazel%20Wissekerke5.JPG?width=1280,7,1139,3542
Q2970867,Château de Trécesson,castle,France,FR,47.97556,-2.27389,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Tr%C3%A9cesson,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Tr%C3%A9cesson.JPG?width=1280,7,3473,2874
Q25554982,Fortress of Ključ,fortress,Bosnia and Herzegovina,BA,44.53764,16.78589,NA,0,NA,https://en.wikipedia.org/wiki/Klju%C4%8D_Castle_(Klju%C4%8D),https://commons.wikimedia.org/wiki/Special:FilePath/Klju%C4%8D%20%E2%80%93%20pogled%20sa%20tvr%C4%91ave%20%282024%29%2002.jpg?width=1280,7,1309,3471
Q1987156,Château de Kérouzéré,castle,France,FR,48.6725,-4.06972,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_K%C3%A9rouz%C3%A9r%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20K%C3%A9rouz%C3%A9r%C3%A9.jpg?width=1280,7,876,3689
Q2025604,Kasteel de Marnix de Sainte Aldegonde,palace,Belgium,BE,51.10286,4.21686,1000,0,10th century,https://en.wikipedia.org/wiki/Bornem_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kasteel%20Marnix%20de%20Sainte-Aldegonde7.JPG?width=1280,7,3360,2898
Q2269885,Château de Bellocq,ruin,France,FR,43.5175,-0.91417,1281,0,13th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bellocq,https://commons.wikimedia.org/wiki/Special:FilePath/Bellocq%20ch%C3%A2teau%201.JPG?width=1280,7,499,3985
Q2176795,Château de Bourdeilles,castle,France,FR,45.3225,0.58667,1325,1,14th century,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bourdeilles,https://commons.wikimedia.org/wiki/Special:FilePath/PalaisetdonjondeBourdeilles.JPG?width=1280,7,1058,3579
Q2190858,Château de Bazoches,castle,France,FR,47.3808,3.795,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bazoches,https://commons.wikimedia.org/wiki/Special:FilePath/Bazoches-ch%C3%A2teau-1.jpg?width=1280,7,2011,3203
Q11242473,Miki Castle,castle,Japan,JP,34.7999,134.988,1492,0,15th century,https://en.wikipedia.org/wiki/Miki_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mikij10.jpg?width=1280,7,1747,3282
Q8064652,Zahhak Castle,castle,Iran,IR,37.38506,47.16722,NA,0,NA,https://en.wikipedia.org/wiki/Zahhak_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/%D9%82%D9%84%D8%B9%D9%87%20%D8%B6%D8%AD%D8%A7%DA%A9.jpg?width=1280,7,2209,3137
Q12233397,Areimeh Castle,castle,Syria,SY,34.7445,36.0425,NA,0,NA,https://en.wikipedia.org/wiki/Areimeh_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Areima%20Castle%2C%20Syria.jpg?width=1280,7,817,3746
Q258316,Chynadiiovo Castle,castle,Ukraine,UA,48.5019,22.8417,NA,0,NA,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Tchinadi%C3%AFvskiy,https://commons.wikimedia.org/wiki/Special:FilePath/Telegdy-R%C3%A1k%C3%B3czi%20castle%20Chynadiyovo%202012%2001.jpg?width=1280,7,0,4698
Q994058,Hachinohe Castle,ruin,Japan,JP,40.51475,141.48786,1627,0,17th century,https://en.wikipedia.org/wiki/Hachinohe_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Hachinohe-castle-honmaruato.jpg?width=1280,7,613,3900
Q1977679,Sydoriv Castle,ruin,Ukraine,UA,49.00278,26.17028,1645,1,17th century,https://en.wikipedia.org/wiki/Sydoriv_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ukraine.Sydoriv.Castle01.jpg?width=1280,7,534,3960
Q2059782,Petit Châtelet,castle,France,FR,48.8575,2.34722,NA,0,NA,https://fr.wikipedia.org/wiki/Petit_Ch%C3%A2telet,https://commons.wikimedia.org/wiki/Special:FilePath/Petit%20Ch%C3%A2telet%201650.jpg?width=1280,7,0,4722
Q4178404,Zhvantsem Castle,ruin,Ukraine,UA,48.55167,26.48472,1401,0,15th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Jvanets,https://commons.wikimedia.org/wiki/Special:FilePath/ZwaniecZamek.JPG?width=1280,7,0,4740
Q3077976,Fort Paté,fortress,France,FR,45.11778,-0.67861,1693,0,17th century,https://en.wikipedia.org/wiki/Fort_Pat%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20p%C3%A2t%C3%A9.jpg?width=1280,7,760,3776
Q3396507,Anevo Fortress,fortress,Bulgaria,BG,42.67778,24.73389,1125,1,12th century,https://en.wikipedia.org/wiki/Anevo_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Anevsko%20Kale%2006.JPG?width=1280,7,880,3685
Q16928476,Fort Mont-Valérien,fortress,France,FR,48.87283,2.21331,1841,0,19th century,https://en.wikipedia.org/wiki/Fort_Mont-Val%C3%A9rien,https://commons.wikimedia.org/wiki/Special:FilePath/Forteresse%20du%20Mont-Val%C3%A9rien%2C%20Suresnes%203-2.jpg?width=1280,7,9126,2404
Q4135566,Kaffa genoese fortress,fortress,Ukraine,UA,45.02204,35.4001,1266,0,13th century,https://fr.wikipedia.org/wiki/Caffa,https://commons.wikimedia.org/wiki/Special:FilePath/Theodosia%20castle.JPG?width=1280,7,0,4738
Q4219730,Kerch,fortress,Ukraine,UA,45.31496,36.47975,1850,1,19th century,https://en.wikipedia.org/wiki/Kerch_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Kerch%20Fortress%20Kerch%20gate%20IMG%202547%201725.jpg?width=1280,7,1610,3325
Q3242128,Lyutitsa,castle,Bulgaria,BG,41.5025,26.06278,NA,0,NA,https://en.wikipedia.org/wiki/Lyutitsa,https://commons.wikimedia.org/wiki/Special:FilePath/Lyutitsa%207.jpg?width=1280,7,691,3829
Q2027148,Kluže,fortress,Slovenia,SI,46.36169,13.58863,1472,0,15th century,https://en.wikipedia.org/wiki/Klu%C5%BEe_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/SpodnjeKluze1.jpg?width=1280,7,2668,3030
Q2813463,Borač Fortress,fortress,Serbia,RS,43.96389,20.60278,NA,0,NA,https://en.wikipedia.org/wiki/Bora%C4%8D_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Tvrdjava%20Borac%20na%20Krsu%20Donzon2.jpg?width=1280,7,704,3814
Q4440460,Staraya Ladoga Fortress,fortress,Russia,RU,59.99777,32.29809,862,0,9th century,https://fr.wikipedia.org/wiki/Forteresse_de_Stara%C3%AFa_Ladoga,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9A%D1%80%D0%B5%D0%BF%D0%BE%D1%81%D1%82%D1%8C%20%D0%A1%D1%82%D0%B0%D1%80%D0%B0%D1%8F%20%D0%9B%D0%B0%D0%B4%D0%BE%D0%B3%D0%B0%20%D0%92%D0%B8%D0%B4.jpg?width=1280,7,0,4742
Q5482919,Kärnäkoski Fortress,fortress,Finland,FI,61.26,27.71,1791,0,18th century,https://en.wikipedia.org/wiki/K%C3%A4rn%C3%A4koski_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%A4rn%C3%A4koski%20portti.jpg?width=1280,7,876,3690
Q27055386,Tomornitsa,castle,Albania,AL,40.70267,20.10921,NA,0,NA,https://fr.wikipedia.org/wiki/Tomorrnitsa,https://commons.wikimedia.org/wiki/Special:FilePath/Mali%20i%20Tomorrit%201.jpg?width=1280,7,0,4768
Q1763231,Fort Saint-Nicolas,fortress,France,FR,43.29083,5.3625,1660,0,17th century,https://en.wikipedia.org/wiki/Fort_Saint-Nicolas_(Marseille),https://commons.wikimedia.org/wiki/Special:FilePath/Marseille%20Fort%20Saint%20Nicolas.jpg?width=1280,7,4734,2695
Q2488326,Fort of Our Lady of the Annunciation,fortress,Indonesia,ID,-3.69257,128.18235,1575,0,16th century,https://en.wikipedia.org/wiki/Fort_Victoria_(Ambon),https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20De%20achterpoort%20van%20Fort%20Victoria%20te%20Ambon%20Molukken.%20TMnr%2060013207.jpg?width=1280,7,3019,2959
Q3021660,Fort Delimara,fortress,Malta,MT,35.82389,14.5575,1876,0,19th century,https://en.wikipedia.org/wiki/Fort_Delimara,https://commons.wikimedia.org/wiki/Special:FilePath/Malta%20-%20Marsaxlokk%20-%20Triq%20Delimara%20-%20Fort%20Delimara%2014%20ies.jpg?width=1280,7,2299,3106
Q3764606,Kondaveedu Fort,fortress,India,IN,16.2597,80.2653,NA,0,NA,https://en.wikipedia.org/wiki/Kondaveedu_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Kondavid-drug.%20Signed%20%27W.R.%27.jpg?width=1280,7,13154,2236
Q1185336,Fort Henry,fortress,Canada,CA,44.23026,-76.45968,1812,0,19th century,https://en.wikipedia.org/wiki/Fort_Henry_National_Historic_Site,https://commons.wikimedia.org/wiki/Special:FilePath/FortHenryOntario1920.jpg?width=1280,7,14079,2203
Q3748473,Fort Bridger,fortress,United States,US,41.31778,-110.39194,1928,0,20th century,https://en.wikipedia.org/wiki/Fort_Bridger,https://commons.wikimedia.org/wiki/Special:FilePath/Fortbridger.JPG?width=1280,7,82065,1814
Q5470723,Fort Amsterdam (Sint Maarten),fortress,Sint Maarten,SX,18.0148,-63.0595,NA,0,NA,https://en.wikipedia.org/wiki/Fort_Amsterdam_(Sint_Maarten),https://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Sheffield%20in%20Little%20Bay%2C%20St%20Maarten%2C%20Oct%202014%20%2815037894784%29.jpg?width=1280,7,3168,2931
Q5471425,Fort Kearny,fortress,United States,US,40.65,-99,1848,0,19th century,https://en.wikipedia.org/wiki/Fort_Kearny,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Kearny%20State%20Historical%20Park%2C%20Nebraska%2C%20USA.jpg?width=1280,7,15932,2167
Q5471911,Fort Reno,fortress,United States,US,43.8275,-106.24,1865,0,19th century,https://en.wikipedia.org/wiki/Fort_Reno_(Wyoming),https://commons.wikimedia.org/wiki/Special:FilePath/FortReno.jpg?width=1280,7,3216,2923
Q3078009,Fort Rouillé,fortress,Canada,CA,43.63056,-79.42361,1750,0,18th century,https://en.wikipedia.org/wiki/Fort_Rouill%C3%A9,https://commons.wikimedia.org/wiki/Special:FilePath/Artist%27s%20impression%20of%20Fort%20Rouill%C3%A9%2C%20near%20the%20current%20site%20of%20the%20CNE%2C%20Toronto.gif?width=1280,7,5253,2640
Q3078036,Fort Saint-Frédéric,fortress,United States,US,44.02917,-73.43111,1734,0,18th century,https://en.wikipedia.org/wiki/Fort_Saint-Fr%C3%A9d%C3%A9ric,https://commons.wikimedia.org/wiki/Special:FilePath/Crown%20Pt%20NY%20foreground%20French%20Fort%20St%20Frederic.jpg?width=1280,7,4280,2742
Q4563360,Riffort,fortress,Curaçao,CW,12.10549,-68.93716,1828,0,19th century,https://fr.wikipedia.org/wiki/Mus%C3%A9e_du_Fort_Rif_de_Willemstad,https://commons.wikimedia.org/wiki/Special:FilePath/RIF%20FORT%2C%20WILLEMSTAD%2C%20CURACAO.jpg?width=1280,7,0,4743
Q5003231,Buxa Fort,fortress,India,IN,26.755,89.5803,1873,0,19th century,https://en.wikipedia.org/wiki/Buxa_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Buxa%20Fort%20WLB%20DSC%200350.jpg?width=1280,7,5691,2609
Q6681850,Los Adaes,castle,United States,US,31.7086,-93.2933,1721,0,18th century,https://en.wikipedia.org/wiki/Los_Adaes,https://commons.wikimedia.org/wiki/Special:FilePath/LOS%20ADAES.jpg?width=1280,7,11619,2295
Q3077834,Fort Coligny,fortress,Brazil,BR,-22.91389,-43.15972,1555,0,16th century,https://en.wikipedia.org/wiki/Fort_Coligny,https://commons.wikimedia.org/wiki/Special:FilePath/Mapa%20da%20Fran%C3%A7a%20Ant%C3%A1rtica%20%28Rio%20de%20Janeiro%29%20da%20d%C3%A9cada%20de%201660%20baseado%20nos%20relatos%20relatos%20de%20L%C3%A9ry%20da%20d%C3%A9cada%201550.jpg?width=1280,7,2994,2962
Q3077840,Fort Delgrès,fortress,France,FR,15.9886,-61.7231,NA,0,NA,https://en.wikipedia.org/wiki/Fort_Delgr%C3%A8s,https://commons.wikimedia.org/wiki/Special:FilePath/Entr%C3%A9e%20du%20Fort%20Delgr%C3%A8s.JPG?width=1280,7,0,4730
Q3078086,Fort Teremba,fortress,France,FR,-21.7286,165.7156,1871,0,19th century,https://en.wikipedia.org/wiki/Fort_Teremba,https://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20the%20top%20of%20the%20fort.jpg?width=1280,7,496,3987
Q5472089,Fort Stanton,fortress,United States,US,33.49608,-105.5239,NA,0,NA,https://en.wikipedia.org/wiki/Fort_Stanton_(New_Mexico),https://commons.wikimedia.org/wiki/Special:FilePath/Officers%20Quarters%20Fort%20Stanton%20New%20Mexico.jpg?width=1280,7,6820,2525
Q5472516,Fortaleza de São João,fortress,Brazil,BR,-22.94337,-43.15646,NA,0,NA,https://en.wikipedia.org/wiki/Fortress_of_S%C3%A3o_Jo%C3%A3o_(Rio_de_Janeiro),https://commons.wikimedia.org/wiki/Special:FilePath/SaoJoaoFort.jpg?width=1280,7,787,3760
Q2969909,Mirwart Castle,castle,Belgium,BE,50.054,5.257,1050,1,11th century,https://en.wikipedia.org/wiki/Mirwart_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Mirwart%20JPG02.jpg?width=1280,7,1000,3609
Q3246518,Dommeldange Castle,castle,Luxembourg,LU,49.63667,6.14417,1700,0,17th century,https://en.wikipedia.org/wiki/Dommeldange_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Dommeldange.jpg?width=1280,7,942,3649
Q2969067,Château de Coussac-Bonneval,castle,France,FR,45.5119,1.32556,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Bonneval,https://commons.wikimedia.org/wiki/Special:FilePath/Chateau-Caussac-Bonneval.jpg?width=1280,7,1576,3343
Q2968884,Charlottenlund Castle,castle,Sweden,SE,55.43083,13.69083,1849,0,19th century,https://en.wikipedia.org/wiki/Charlottenlund_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Charlottenlund%202.JPG?width=1280,7,865,3705
Q12258310,Château-Vieux,castle,France,FR,43.4919,-1.4779,NA,0,NA,https://en.wikipedia.org/wiki/Ch%C3%A2teau-Vieux_(Bayonne),https://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20Vieux-Entr%C3%A9e.jpg?width=1280,7,1494,3381
Q1704126,Aertrycke Castle,castle,Belgium,BE,51.09389,3.08556,1869,0,19th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27Aertrycke,https://commons.wikimedia.org/wiki/Special:FilePath/CastleAertrycke.jpg?width=1280,7,0,4719
Q3511836,Tilurium,castle,Croatia,HR,43.6114,16.7157,NA,0,NA,https://en.wikipedia.org/wiki/Tilurium,https://commons.wikimedia.org/wiki/Special:FilePath/Tilurij%2020080427%20004.jpg?width=1280,7,1464,3397
Q5875008,Hobe Fort,fortress,Taiwan,TW,25.1793,121.429,1889,0,19th century,https://en.wikipedia.org/wiki/Hobe_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Tamsui%20Township2.JPG?width=1280,7,2311,3097
Q7252924,Prozor Fortress,fortress,Croatia,HR,43.91376,16.39515,1406,0,15th century,https://en.wikipedia.org/wiki/Prozor_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Vrlika.jpg?width=1280,7,1375,3435
Q7359968,Rokantiškės Castle,castle,Lithuania,LT,54.69,25.391,1150,1,12th century,https://en.wikipedia.org/wiki/Rokanti%C5%A1k%C4%97s_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Rokantiskes.jpg?width=1280,7,737,3790
Q1636725,Viderup Castle,palace,Sweden,SE,55.7775,13.2875,1623,0,17th century,https://en.wikipedia.org/wiki/Viderup_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Viderups%20slott%2C%202015-3.jpg?width=1280,7,395,4084
Q65283232,Amilakhvari Castle,castle,Georgia,GE,42.03028,44.39278,NA,0,NA,https://en.wikipedia.org/wiki/Amilakhvari_castle,https://commons.wikimedia.org/wiki/Special:FilePath/Amilakhvari%20castle%20in%20Kvemo-Chala.%20Skhvilo%20castle%20in%20the%20background%20%28Photo%20A.%20Muhranoff%2C%202011%29.jpg?width=1280,7,876,3691
Q4185807,Fortress of Bagrati,ruin,Georgia,GE,43.00028,41.04611,1150,1,12th century,https://en.wikipedia.org/wiki/Bagrat%27s_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/2014%20Suchum%2C%20Pozosta%C5%82o%C5%9Bci%20zamku%20Bagrata%20%2802%29.jpg?width=1280,7,940,3651
Q12848333,Zindan Fortress,fortress,Azerbaijan,AZ,38.75083,48.85611,1750,1,18th century,https://en.wikipedia.org/wiki/Zindan_Fortress,https://commons.wikimedia.org/wiki/Special:FilePath/Dair%C9%99vi%20qala%20%282%29.jpg?width=1280,7,1035,3594
Q12863924,Drisi Javakhaant Castle,castle,Georgia,GE,41.86609,44.28442,NA,0,NA,https://en.wikipedia.org/wiki/Javakhaant_castle,https://commons.wikimedia.org/wiki/Special:FilePath/Drisi%20Fortress.jpg?width=1280,7,200,4226
Q5904838,Horom Citadel,fortress,Armenia,AM,40.65667,43.90222,NA,0,NA,https://en.wikipedia.org/wiki/Horom_Citadel,https://commons.wikimedia.org/wiki/Special:FilePath/CastelHorom1.jpg?width=1280,7,869,3702
Q5395897,Ertij Fort,fortress,Armenia,AM,39.7393,45.2705,1250,1,13th century,https://en.wikipedia.org/wiki/Ertij_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Ertij%20Fort1.jpg?width=1280,7,513,3976
Q5471552,Fort Loudoun,fortress,United States,US,39.915,-77.91,1756,0,18th century,https://en.wikipedia.org/wiki/Fort_Loudoun_(Pennsylvania),https://commons.wikimedia.org/wiki/Special:FilePath/10491%20Fort%20Loudon%20-%20Franklin%20County%2C%20PA%204.jpg?width=1280,7,3516,2862
Q5471744,Fort Negley,fortress,United States,US,36.1451,-86.77466,NA,0,NA,https://en.wikipedia.org/wiki/Fort_Negley,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20negley%201864.jpg?width=1280,7,9364,2394
Q10283857,Fort of Monserrate,fortress,Brazil,BR,-12.92996,-38.51772,1583,0,16th century,https://en.wikipedia.org/wiki/Fort_of_Monserrate,https://commons.wikimedia.org/wiki/Special:FilePath/MonteSerrateFortress-Salvador-CCBY.jpg?width=1280,7,728,3794
