id,title,original_title,original_language,overview,release_date,popularity,vote_average,vote_count,adult,video,genre_ids 
735210,Forgotten Roads,La nave del olvido,es,"Claudina is a repressed woman from the countryside. After her husband passes away, she meets Elsa, a married woman with whom she discovers real love. In a little conservatory town in the south of Chile, obsessed with UFO sighting, she starts a new journey.",2020-09-17,1.217,4.2,3,False,False,"[10749, 18]"
409345,A Girls Tale,A Girls Tale,en,"Friends who are girls, or girlfriends? The lines are getting blurry as these beautiful young ladies discover what they want and who they need. Connecting the dots between passion and love might feel like cheating, but it’s just practical dynamics of modern living! Hotties in the house, and romance is coming!",2016-06-14,1.44,0.0,0,True,False,[10749]
674450,The Lawyer,Advokatas,lt,"Marius is a highly successful lawyer based in Vilnius. He becomes obsessed with Ali, a handsome Syrian refugee he first encounters in an online chatroom run out of Belgrade. Marius is rich and enjoys a vibrant social and cultural life. Nevertheless, he feels that something is missing from it. The journey from Lithuania to Serbia is a relatively short one, but can the two navigate their way through the gulf that separates their very different lives? And how do they deal with the precarious obstacles of the physical borders that stand between them? Written and directed by Romas Zabarauskas, The Lawyer questions assumptions about what it means to be an immigrant and the possibilities offered by life in contemporary Europe.",2020-03-27,1.216,5.1,5,False,False,[18]
365336,Spring Awakening,Το Ξύπνημα Της Άνοιξης,el,Contemporary Athens: A gang of teenage thieves and romantic anarchists test the limits of their youthful rebellion and play out their own tragic spring awakening against the backdrop of a dying city.,2016-02-25,1.239,4.4,10,False,False,"[53, 18]"
241151,Jackpot,Jackpot,en,It’s 1994 and there’s no Internet. So 14-year-old Jack Hoffman sets off on a quest to find and retrieve a stash of gay porn from across town before anyone finds out.,2012-07-14,0.728,4.8,4,False,False,[35]
159793,Last Chance,Last Chance,en,"This feature documentary tells the stories of 5 asylum seekers who flee their native countries to escape homophobic violence. They face hurdles integrating into Canada, fear deportation and anxiously await a decision that will change their lives forever.",2012-01-01,1.186,0.0,0,False,False,[99]
110803,A Florida Enchantment,A Florida Enchantment,en,"A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins.",1914-08-10,1.697,4.4,9,False,False,"[35, 14]"
655580,Grease Guns,Grease Guns,en,"Here it is! The absolute best antidote for the blahs in 1994. It's just what you need. Whether the excesses of the holiday season left you dragging a bit or sent you in search of a new high, GREASE GUNS is the perfect answer.  Need your chassis overhauled? Have we got the guys for you!! Need a tune-up? Pistons recalibrated? Pipes blown out? System rewired? Fuel pump unblocked? Battery recharged? Oil changed? A really good fuck? Our guys have the equipment and know-how to do it all-and do it expertly. They're waiting down at the Palmer Repair Shop. GREASE GUNS auto/body specialists have just what you're looking for.",1993-01-01,1.21,0.0,0,False,False,[]
620691,The Jealous Sea,The Jealous Sea,en,The boyfriend of a handsome photographer tries to deal with his jealousy after finding nude photos he took of a gorgeous model.,2018-06-09,1.21,5.7,3,False,False,"[18, 10749]"
583284,Between the Headlines: A Lesbian Porn Parody,Between the Headlines: A Lesbian Porn Parody,en,"This Election season, politics get dirty when Staffer Elena witnesses Hillary and Michelle's secret tryst. Will she tell the media or will Fixer Aiden Starr make her an offer she can't refuse? Find out in this raunchy Capital Hill farce.",2014-10-06,1.21,3.0,1,True,False,[35]
449411,Santuaryo,Santuaryo,en,"Santuaryo is a movie that centers on the unfolding narration of a young man named Archie (Basti Romero). Archie went looking for a lost treasure when he came into the possession of an ancient map left by an old adventurer. His journey left him battered and cloudy with memories as he was found drifting on the ocean and later rescued by island fishermen. When his long time lover, William (Will Sandejas) arrives at his side, he is forced to painfully recall what happened to him and describes how he crossed paths with a group of boys looking for the same treasure. In the end, Archie realizes what is most valuable in life and it is in his relationship with William that he finds his greatest fortune. Panoramic and provoking. Santuaryo is ultimately a hypothesis about the behavioral mutations of a group of boys when faced with desperate circumstances.",2010-03-17,1.21,3.8,2,False,False,[18]
265845,Pink Ulysses,Pink Ulysses,de,"An actor prepares, removing his shirt to iron it. All shirts stay off. In a mix of black and white, colour, and old film clips, a homoerotic odyssey begins. Troy is sacked, and Odysseus starts his languorous journey back to Penelope and Telemachos, who wait in Ithaca. Odysseus dreams: young well-muscled men roll on sheets, hands remove flowers to disclose a sculpted torso. The ship tosses Odysseus; gobs sleep in hammocks; a storm beats down and a life boat seeks a strand. Circe, disguised as Penelope, seduces Odysseus; he stays with her for seven years. In Ithaca, Penelope and her suitors are impatient. Will Odysseus arrive before the film crew breaks for lunch?",1990-02-13,0.802,4.5,4,False,False,"[14, 18]"
329156,Straight Men & the Men Who Love Them 2,Straight Men & the Men Who Love Them 2,en,"Sensual. Romatic. Provacative. The second internationally acclaimed collection of 9 short films that explore and expose the dynamic sensual electricity between ""straight men"" and gay men, obliterating any past preconceived notions of sexual preference!  Includes: Tease (2008); Subconcious (2008); Courtship at the Office (2008); Midnight Snack (2008); Thirteen or So Minutes... (2008); The House of Adam (2006); Confidences (2001); A Soldier's Choice (2008); Reunited [Reencuentro] (2008).",2008-07-15,1.213,2.0,1,False,False,"[18, 35]"
515859,Queer as F**k: Bizarre Short Films,Queer as F**k: Bizarre Short Films,en,"These sexy and surreal shorts from innovative gay filmmakers feature party-loving plastic dolls, domineering moms, mad scientists, stuttering sidekicks and adorable break-dancing foreign exchange students! ""Jeffrey's Hollywood Screen Trick,"" ""Shame No More,"" ""Pyongyang Robogirl, Soda Pop,"" ""The Trey Billings Show"" and the bonus film ""Dirty Baby Does Fire Island"" are among the funny, provocative, award-winning films in this collection.",2002-06-11,1.208,10.0,1,False,False,"[35, 14, 10749]"
394196,Sauna the Dead: A Fairy Tale,Sauna the Dead: A Fairy Tale,en,A fairy tale. Set in a gay sauna. With zombies.,2016-03-25,1.691,7.1,17,False,False,"[27, 10749]"
113737,My Own Country,My Own Country,en,"After obtaining his medical degree from Madras Medical College, Dr. Abraham Verghese decides to re-locate to Johnson City, Tennessee. He eventually gets married to Rajani, who is an accomplished dancer, and has a boy, Steven. Since Abraham specializes in infectious diseases, he takes special interest in patients suffering from Acquired Immune Deficiency Syndrome(AIDS), and presents his work at the local gay/lesbian hang-outs and clubs, creating a public awareness of AIDS. Soon he has as many as 82 patients in his care at the local hospital. He gets engrossed in his work to the extent that he starts neglecting his very heavily pregnant wife Rajani, who eventually gives birth to Jacob. She threatens him with marriage counseling, while fearing that her husband may acquire AIDS through contact with his patients, while he himself has to deal with hospital administration who are concerned about funds and resources being utilized on patients who may never recover.",1998-01-01,0.724,5.0,3,False,False,[18]
39953,Boys Life,Boys Life,en,"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",1994-09-30,1.69,4.5,8,False,False,[18]
892259,Hunks on Haunted Hill,Hunks on Haunted Hill,en,"Nine young hardbodies are trapped together for one night of terror in an old haunted house. But they're not alone...As the studly guests' strip and shower, an Evil Presence watches and steals their clothes! Awakened by screams and eerie noises, the guys' reality turns into a naked nightmare of stalking zombies, fight crazed monsters, graveyard ghouls, and ghosts in the attic. Thrill to the exciting naked action as these buffed-out boys collectively flex their bare muscular bodies to deter these devilish demons.",2000-10-31,1.206,10.0,1,False,False,"[35, 27, 9648, 28]"
332600,Fulboy,Fulboy,es,"On the verge of achieving his dream career, Tomás allows his older brother Martin Farina an inside look at his life as a professional football player. Martin, never able to fulfill his own dream of playing football, steps into the world of Tomás and his teammates through the lens of his camera.",2015-03-21,1.237,4.3,10,False,False,[99]
427802,AI: Artificial Intelligence,AI: Artificial Intelligence,en,"Have you ever hoped and wished that all your dreams could come true in the blink of an eye? Have you ever dreamed that you could meet the woman you've always dreamed of? Have you ever been so in love with your best friend that you would do anything to make sure that you got a slice? Well, Serena Blair's future is nothing like she imagined. She's a high tech computer whiz, but what happens next is beyond any dream she could ever have imagined, beyond any dream woman, and beyond any little crush. When her computer Celeste comes to life, downloading her Artificial Intelligence into a real live woman, Serena's life takes a turn she never expected. Her bank account is filled with cash, hoards of new furniture and new clothes show up at her house, and Celeste even brokers a ripe lesbian relationship for her creator, as if she knows everything the world has to offer in the blink of an eye.",2016-08-12,1.204,9.0,2,True,False,[878]
49138,Fishbelly White,Fishbelly White,en,"An awkward young farm boy undergoes a profound and painful rite of passage in Michael Burke's masterful drama of nascent sexuality and friendship. Ridiculed for his love of animals (his best friend is a chicken), the boy's acceptance by his peers requires a stunning choice.",1998-06-05,1.481,5.9,10,False,False,[18]
543294,Song Lang,Song Lang,vi,"Set against a gloriously filmed backdrop of the distinctly jaded charm of mid-90s Saigon, the lives of two men intertwine as they are both bound by traditions and honor. One to his mafia family, the other to the traveling troupe that performs elaborate classic operas. Yet they have much more in common than either wants to admit.",2018-08-17,1.202,6.9,11,False,False,"[18, 10402]"
915164,TWO BEERS,TWO BEERS,en,"Two lifelong friends, Graham and Adrian, have secret feelings for each other. These feelings are brought boiling to the surface when they are trapped in a room with a bomb.",2022-04-29,1.201,0.0,0,False,False,[35]
578411,The Glamorous Boys of Tang,唐朝綺麗男（1985，邱剛健）,xx,"In artist Su Hui-yu’s signature style, a moody slow-motion pan captures a wild, glitter-scattered, blood-splattered orgy during the Tang dynasty. The film is an invocation of scenes from 1985 Taiwanese cult film Tang Chao Chi Li that only existed in the screenplay, unfilmed until now due to what can only be imagined as budgetary restrictions and censorship pressures during the Martial Law era. Presented without narrative context, the orgiastic murder scene plays out like an unsettling nightmare.",2019-01-26,1.2,5.5,2,False,False,[14]
291997,"The 11,000 Sexes",Les onze mille verges,fr,"A young bank officer ogles the girls in his office and goes home to his prim wife. After reading a book of erotic poems by Guillaume Appollinaire of the World War I era, he finds himself inside the adventures of the book, which are largely of an erotic nature. When he awakens the next morning, he is inspired to order his life in a more satisfactory manner.",1975-11-05,1.27,6.2,3,False,False,[35]
568059,College Dormitory,Dortoir des grandes,fr,"Story about a girl who, tired of her step-mother and her step-mothers gigolo, goes to a boarding-school and falls in love with the woman who runs it. Fanette, the woman who runs the boarding school is strict and Juliette finds she loves the strictness. She loves to be spanked..",1984-01-01,1.198,1.0,1,False,False,"[18, 10749]"
378317,Dreams from Strangers,Non accettare i sogni dagli sconosciuti,it,"New anti-gay laws have just been approved in Russia. After a competition in St. Petersburg, Italian swimmer Massimo meets a Russian of his own age, Vladimir, working as an interpreter for the delegation of which Massimo is a member. The two men fall in love, but they will have to face the cultural barriers between them, as well as old and new macho stereotypes.",2015-05-01,0.766,5.5,11,False,False,[10749]
366764,Showboy,Showboy,en,"After the unexpected death of his mother, a young football player, Julian Maxwell, finds himself struggling to support his depressed, unemployed father while fighting to keep safe the secret he once shared with his mother: He's not only gay, but performs drag shows. SHOWBOY is a film about family, loss and the exploration of freedom and sexuality in the face of affliction.",2014-06-04,0.775,4.7,3,False,False,[18]
41424,Eduart,Eduart,sq,"Based on true events, a young man raised in a cruel and oppressive family environment, leaves Albania with the dream of becoming a rock star and living a better life. His reckless character and his youth passions lead him to commit a murder in Athens. Chased by everyone, even by his own self, he is imprisoned under the harshest conditions. With the help of a German doctor, he learns to feel sympathy for others and guilt for his crime. His deep remorse will lead him from darkness to light.",2006-11-25,1.677,5.3,8,False,False,"[18, 80]"
931490,Body Swap!,Body Swap!,en,"Ever wonder what it would be like to BECOME someone else?  Teens Emily Willis and Ember Snow come from two different worlds. While money's never been a problem for Emily, Ember's always struggled to make ends meet. But they do have one thing in common: they both want to be school valedictorian. Constantly butting heads as they compete for the title, these bitter rivals don't know - or care - what it's like to walk in the other's shoes. But that all changes one morning when they get the shock of a lifetime and discover that a mysterious spell has caused them to switch bodies!",2020-06-19,1.197,6.0,1,True,False,[14]
718102,Coalesce,Les Affluents,km,"Songsa is 15 years old when his family decides to send him to Phnom Penh to sell clothes in a tuk tuk. Phearum borrowed money to buy a taxi in order to support his family. Thy, 20, has a dream: buying a big motorbike. When their paths cross, a new road merges.",2022-02-16,1.197,3.5,2,False,False,[18]
550477,On the Bus,On the Bus,en,"Teenage years, the best and worst years of our lives. Jeremy is an ordinary teenager, living an ordinary teenage life. Because of his shyness, he fantasizes conversations with his crush, Sean. But what happens when he loses control of something completely in his mind?",2009-03-21,1.196,3.0,3,False,False,[18]
34726,Johan,"Johan, journal intime homosexuel d'un été 75",fr,"Johan details the director's quest for an actor to play his titular lover, the real deal having been incarcerated just prior to shooting on charges of petty theft.",1976-01-01,1.673,5.9,9,False,False,[18]
392647,Freundinnen - Alle für eine,Freundinnen - Alle für eine,de,"They once played together in a band called Chix and were inseparable. Today, each of them has their own problems.",2016-05-05,0.716,3.5,2,False,False,[35]
287170,Love's Coming,ใช่รักหรือเปล่า,th,"The storyline revolves around a group of schoolboys who suspect two of their number are in love with each other. They come up with ways to prove the secret love affair, but things get more complicated when a girl comes into play.",2014-02-27,1.634,6.1,15,False,False,"[35, 10749]"
474877,Please Make Me Lesbian! 14,Please Make Me Lesbian! 14,en,They were willing to do anything just to learn to love other women.,2017-07-17,1.191,0.0,0,True,False,[10749]
70687,The Sticky Fingers of Time,The Sticky Fingers of Time,en,"A sci-fi novelist in 1950s Brooklyn suddenly finds herself transported 40 years into the future. She quickly learns that she isn’t the only “timefreak,” and that her time may already be up.",1997-06-06,1.17,4.1,8,False,False,"[18, 878]"
402037,A Mother's Secret,A Mother's Secret,en,"A newly-divorced mom is struggling to forget a new life after her daughter goes away to college. But when the slender blonde teen comes home for winter break, she brings a new friend with her; mysterious brunette Sevilla. As Mom's suspicions about her daughter's relationship with Sevilla grow, the lonely older woman fights her own disturbing attraction to the sexy young student.",2016-05-17,0.714,0.0,0,True,False,[10749]
185172,Female Misbehavior,Female Misbehavior,en,"From feminist director and provocateur Monika Treut comes this eclectic collection of four short documentaries profiling unconventional women. One has Camille Paglia explaining her ways of thinking. One has Annie Sprinkle explaining her approach to performance art, which includes inviting audience members to view her cervix with a speculum. One interview investigates a professional woman's preoccupation with sadomasochism. The fourth documents the life adjustments of an F2M (female-to-male) sex change who looks like a dangerous biker, with slick black hair, a matching motorcycle jacket, and tattoos.",1992-02-14,1.358,6.0,6,False,False,[99]
642676,Room Closet: Truth or Dare,Room Closet: Truth or Dare,en,A couple of teenagers start playing truth or dare at a party.,2019-05-24,1.188,1.0,1,False,False,[18]
532839,Church & State,Church & State,en,"Church & State is the improbable story of a brash, inexperienced gay activist and a tiny Salt Lake City law firm that joined forces to topple Utah’s gay marriage ban.  The film’s ride on the bumpy road to equality in Utah offers a glimpse at the Mormon church’s influence in state politics and the squabbles inside the gay community that nearly derailed a chance to make history.  Church & State is a story of triumph, setback and a little-known lawsuit that should have failed, but instead paved the way for a U.S. Supreme Court decision that legalized gay unions nationwide.",2018-08-10,1.188,5.3,8,False,False,[99]
44286,Between the Boys,Between the Boys,en,"Voyeuristically exploring a relationship between two young men, which falls into the gray area between the sexual experimentation of adolescence and the world of adult emotions, Between the Boys glimpses into one of the few remaining taboos of current times.",2004-01-01,1.199,5.2,9,False,False,"[18, 10751, 10749]"
720426,Here,Aqui,pt,"2018, Christmas Eve. Arround the world, families gather to celebrate. In Brazil, two young men meet.",2020-07-11,1.187,5.0,2,False,False,"[35, 18]"
506062,Lust and Desire,Le désir et la volupté,fr,A couple is suffering from sexual estrangement. The husband is having an affair with his secretary and the wife takes up with Sandra an interior decorator.,1973-07-06,1.187,1.0,1,False,False,[35]
156893,Week-End Marriage,Week-End Marriage,en,"In this comedy, a hard-working husband loses his job and his wife becomes the bread winner.",1932-06-18,0.712,9.0,2,False,False,[35]
568956,LGBT Experience,LGBT Experience,en,"We are faced with a cultural and moral battle. Human sexuality is sitting on the bench. Have homosexuals the right to validate their sexuality? Are the religious rights of millions of Americans being violated? LGBT Experience is a documentary that shares the perspective, impressions and conflicts from different points of view in this new chapter in the human experience. For some this is the beginning of the end, for others this is the end of injustice.",2018-05-04,1.186,0.8,2,False,False,[99]
465281,Water,Agua,es,Mexican short about a boy who falls in love with his new swimming partner.,2015-03-01,1.186,7.0,3,False,False,[18]
67810,Hard,Hard,en,Hard is about a gay serial killer and the gay detective who is forced to go after him. It has an interesting story: the closeted gay detective is abruptly forced out of the closet after the killer handcuffs him to his bed and makes off with his badge. He then becomes a suspect himself... and all that.,1998-06-22,1.259,5.9,11,False,False,[53]
791394,Synonymous With,Synonymous With,en,A student's increasingly intimate line of questioning causes his interview with a local horror host to take a vulnerable turn.,2021-04-12,1.185,0.0,0,False,False,"[27, 18, 99, 35, 36]"
354677,3 in a Bed,3 in a Bed,en,"Three in a bed is a romantic coming of age comedy following the life of a struggling musician Nate. Set in Manchester Nate desperately seeks independence but when his 2 sisters come crashing into his life, things will never be the same again, especially with the arrival of new neighbor Jonny. Will Jonny and Nate find true love? Or will the pressures of life living with his two sisters pull them apart?",2014-08-01,1.656,4.5,8,False,False,"[18, 35]"
10125,Fine Dead Girls,Fine mrtve djevojke,hr,"Iva and Marija, a young lesbian couple, rent an apartment in Zagreb, in a building that seems to provide a quiet and safe environment for their love, but over time the atmosphere in the building becomes more and more threatening. The elder landlady Olga dominates the building. Other tenants include her calm husband, her grown-up son Daniel who has a crush on Iva, the prostitute Lidija, an abused housewife, a widower keeping the corpse of his newly deceased wife, a gynecologist performing abortions in one flat of the house, and an ex-soldier who regularly plays martial music at night. After Olga finds out that Iva and Marija are lesbians, the situation escalates .",2002-07-24,1.558,5.4,21,False,False,"[53, 18]"
609625,Lesbian Stepsisters 8,Lesbian Stepsisters 8,en,"Lesbian Stepsisters are back for more adventures, in this 8th volume Sweetheart explores the secret world of desire and sisters.",2019-06-04,1.182,0.0,0,True,False,[10749]
62010,The Butterfly,The Butterfly,en,"The story revolves around a point in the friendship of Vano, (Andhika Pratama), Tia (Poppy Sovia), and Desi (Debby Kristi). A love triangle lies between them, where Vano secretly falls for Desi, while Desi is very protective of Tia and knows of Tias long-withheld feelings for Vano. Tia and Desi have agreed to both be friends with Vano and nothing more. The tale continues when they embark on a trip on Desis 20th birthday, a trip the trio have long planned. But Desi falls ill in the middle of the trip. Vano and Tia had wanted to bring Desi to the hospital, but Desi insisted on completing their journey, a journey where they learn the true meaning of love, friendship, and life.",2007-12-10,0.709,4.2,3,False,False,"[18, 10749]"
46819,Piglets,Ferkel,de,"Two men are on the verge of making love, but an old neighbor does everything she can to ruin their adventure.",1999-06-19,1.138,3.9,7,False,False,[35]
28351,Blonde Heaven,Blonde Heaven,en,"A coven of vampires operates out of a modeling/escort agency known as Blonde Heaven. Angie came from Oklahoma to find her way into the movie business, but is followed by her boyfriend Kyle. Head vamp Illyana takes a liking to Angie and convinces her to do escort work for the agency, but has other recruiting plans for her as well. While the vampires do their sleazy work around LA (and Angie gets in over her head), Kyle and a vampire hunter team up to try and stop the fiends.",1995-10-28,1.653,3.1,6,False,False,"[27, 53]"
599739,Lesbian Sex 20,Lesbian Sex 20,en,Explicit sexual secrets revealed!,2019-05-03,1.18,10.0,1,True,False,[10749]
282418,Lesbian Beauties 9: Asian Beauties,Lesbian Beauties 9: Asian Beauties,en,"Sweetheart brings you the most beautiful women from around the globe in international lesbian lust and passion. This time, they explore the delicate lust of Asian beauties in four steamy scenes of feminine pleasure. With the biggest stars like Asa Akira, London Keyes, Mika Tan and Jessica Bangkok, and directed by Dana Vespoli, this movie is sure to bring out the Oriental power of real lesbian orgasms.",2013-04-17,1.652,0.0,0,True,False,[]
58475,Rivers Wash Over Me,Rivers Wash Over Me,en,"After his mother dies, Sequan, a sensitive teenager from Brooklyn, moves in with relatives living in a small town plagued with secrets hidden deep within its lush, rural Alabama terrain. Sequan finds refuge in a friendship with a troubled girl who astutely hones in on his true sexuality and introduces him to her cute brother.",2009-11-14,0.707,4.3,9,False,False,[18]
555203,An Army of Lovers,En armé av älskande,sv,Documentary about the fight for LGBTQ-rights in Sweden during the 1970's.,2018-12-14,1.178,9.5,2,False,False,[99]
421272,Most Likely,Most Likely,en,"Kurt and Chloe are a free-spirited couple that invite their closest friends to Kurt's family's vacation house in rural New Hampshire for their wedding. Among the guests are Mia's lifelong friends - Beth, a talented but aimless aspiring writer; Mia, a recently divorced single mom who'd rather not be at a wedding; and Joe, Mia's best friend, who is recovering from the fallout of a bad breakup. Over the course of the weekend leading up to Chloe and Kurt's nuptials, wine is poured (and other substances imbibed) old friendships are tested, and new relationships begin.",2015-11-12,1.178,0.0,0,False,False,"[35, 18, 10749]"
853799,What's Left Inside,What's Left Inside,en,"Broken up with on the eve of a global lockdown, a man is pushed to the brink of madness by his isolation... only to discover he may not be as alone as he initially thought.",2021-07-02,1.176,0.0,0,False,False,"[27, 878, 18]"
817936,Bi Family Secrets,Bi Family Secrets,en,These naughty families want to know what it's like to fuck both sexes. They end up loving every single second of it. It is promised that no holes will be left unfilled!,2018-03-28,1.176,0.0,0,True,False,[]
674721,See You Soon,See You Soon,en,A tender queer romance about a gay man who travels across the country to spend the weekend with someone he met on a dating app.,2020-03-22,1.176,3.0,2,False,False,"[18, 10749]"
642315,Spunk,Spunk,en,"Spunk is an experimental documentary where reality and virtual reality blend into a surrealistic sexual collage. 36 minutes long, it showcases digital sex with webcams, mobile phones and the fantasies the participants live through the digital media. Spunk has two parts. In the first it references the internet aesthetics and online gay cruising through time. In the second it transports the viewer into a fantasy world. In those virtual settings horny men openly demonstrate their cyber sexuality.",2015-07-18,1.176,4.0,2,False,False,[]
395852,Baby X,Baby X,en,"In this animated short, a child only known as X is raised without gender norms as part of a social experiment. X is loved by its classmates but despised by adults because no one knows if it is a boy or girl. Based on the book ""X, a Fabulous Child's Story"" by Lois Gould.",2016-04-19,0.706,7.0,1,False,False,[16]
100215,Another Way,Egymasra nezve,hu,"Political and sexual repression in Hungary, just after the revolution of 1956. In 1958, the body of Eva Szalanczky, a political journalist, is discovered near the border. Her friend Livia is in hospital with a broken neck; Livia's husband, Donci, is under arrest. In a flashback to the year before, we see what leads up to the tragedy. Eva gets a job as a writer. She meets Livia and is attracted to her. Livia feels much the same, but as a married woman, has doubts and hesitations. In their work, they (and Eva in particular) bang up against the limits of telling political truths; in private, they confront the limits of living out sexual and emotional truth.",1982-05-01,1.646,4.9,9,False,False,"[18, 36]"
545188,October Boy,Oktober dreng,da,"14-year-old Thomas moves to the city. In school he meets Mads and Emma, who are interested in him for different reasons.",2018-08-08,1.174,8.0,1,False,False,"[18, 10749]"
264157,Sixth Happiness,Sixth Happiness,en,"Waris Hussein’s acclaimed drama is based on the autobiography of Firdaus Kanga, who stars in the lead role of Brit, a young man born with brittle bone disease, which causes him to have never grown beyond four feet tall. The film follows his sexual awakening whilst his family simultaneously disintegrates all around him. An extremely moving drama confronting stereotypes around disability, sexuality and race, featuring a powerhouse performance from Kanga.",1997-10-04,0.957,7.0,1,False,False,[18]
231238,A Morte de Narciso,A Morte de Narciso,pt,"Documentary about the work of photographer Alair Gomes, one of the first artists to introduce male nudity in Brazilian photography.",2003-01-01,0.707,2.0,1,False,False,[]
84489,Mother-Daughter Exchange Club 19,Mother-Daughter Exchange Club 19,en,"Moms and their daughters mix with other romance-minded daughter pairs when they join Mother-Daughter Exchange Club. These are their stories, featuring the sultry tigress, Persia Monir, Aiden Ashley, Nicole Moore, Darcy Tyler, Zoey Holloway, Jessi Palmer, Brenda James and Aubrey Belle. The passion and mannerisms are sincere, and trumps any situational lesbian scenarios that you’ve watched before!",2011-05-31,1.642,0.0,0,True,False,[]
698999,As If You Whisper,속삭이듯 해줘,ko,"While busking, Beom-soo falls for his fan Hyun-woo and realizes his musical identity. Producer Hee-jin wants Beom-soo to be a successful singer, but Beom-soo just wants to make good music.",2019-08-14,1.172,9.0,1,False,False,"[10749, 18]"
263293,Doin' Time in the Homo No Mo' Halfway House,Doin' Time in the Homo No Mo' Halfway House,en,"See for yourself what happens behind the doors of America's zaniest ex-gay residential program. Peterson Toscano presents his one-man comedy. Through seven characters Toscano takes you on a comic tour of the Homo No Mo Halfway House, a Christian residential 12-Step program that attempts to save men and women from the ""evil snares of homosexuality"" through bizarre rules, gender realignment, and brain numbing reconditioning. From the daily rap sessions on appropriate male dress to the surreal Family and Friends Weekend, prepare yourself for a rocky and raucous tour of the house, and see for yourself if our hero comes OUT alive! Based on Toscano's real life experience floundering in various Ex-gay ministries, he weaves together humor, program jargon and outrageous eye witness accounts to form a piece that is hilarious, poignant and inspirational. Having premiered the play in Memphis in 2003, Toscano traveled for five years in North America and Europe presenting it hundreds of times.",2008-01-01,0.928,0.0,0,False,False,"[35, 99]"
46366,The Good the Bad and the Wicked,The Good the Bad and the Wicked,en,"Sadl'up with Missy, pardner, 'cause it's time to ride! An all-girl Wild West film of truly epic proportions. Featuring only the finest females to be had in these here parts!",2003-02-01,0.737,9.0,2,True,False,[37]
27875,Yaji & Kita: The Midnight Pilgrims,真夜中の弥次さん喜多さん,ja,"A re-imagining of the classic Japanese comedy ""Yaji and Kita's Travel Journey"", this is the story of two samurai in Edo period Japan who are in love. One is married, the other is a drug addict. They decide to go on a trip to Ise Sanctuary, where it is presumed everything will be made right. What happens once they get on the road is as wild and wacky as anything your likely to see.",2005-04-02,1.641,7.0,1,False,False,"[28, 35]"
467522,The Flock,El corral,es,"Two teenage outcasts, who resent their schoolmates and teachers, resolve to spread panic in school through a series of anonymous vandalism acts. Little by little, the game loses its innocent approach and the boys find themselves absorbed in a dangerous spiral of violence that seems to have no limits.",2017-06-22,1.171,8.0,1,False,False,"[18, 9648]"
185175,2by4,2by4,en,"Johnnie is a foreman of construction crew. On the outside he seems very ""normal"" and straight, but one evening we see him putting on make-up and feather boa and going for a night at the city.",1998-01-15,1.639,3.9,7,False,False,[18]
877512,The Third Solar Term,启哲,zh,"Shortly after The Third Solar Term of the Chinese Calendar (the Awakening of Insects), Qizhe returns home to spend his spring break with his mother. After meeting a man who he originally met online, he begins to lose control of his double life- one which is living true to himself, and the other, which is pretending to be the perfect son.",2021-10-08,1.169,0.0,0,False,False,"[18, 10751]"
254205,Et + si @ff,Et + si @ff,fr,The parallel fates of a few inhabitants of a strange planet : the world of Internet gay encounters...,2006-05-31,1.087,5.7,22,False,False,[35]
211289,I Need You,I Need You,en,Two girls check into a hotel room with a few bags and a shoebox full of money. They have a lot of pain behind them and a lot more to come.,2013-07-01,1.429,0.0,0,False,False,"[18, 10749]"
280976,Hold on Tight,Hold on Tight,en,"Holding hands or kissing in public isn't for everyone. When it comes to same sex relationships, showing your love outside of the home is sometimes a complicated personal choice. This short documentary moves between the public and private spaces in which lesbian and gay couples live, and explores small gestures of human connectedness. These gentle interactions not only carry a huge personal significance, but also the potent power to create social change. Yet, for most people, being affectionate beyond the hall door isn't intended as a political statement - it's an expression of love.",2011-07-28,0.988,3.0,2,False,False,[99]
100839,Orchids: My Intersex Adventure,Orchids: My Intersex Adventure,en,"Along the roads of Australia travels a small film crew headed by filmmaker Phoebe Hart, who is determined to turn this on-the-road trip into a journey of self-discovery. Her hermaphroditism played a painful and significant role in her past: she has had to deal with it from her adolescence on, but now this conflict has happily been solved. Even her relationship with her parents was damaged by her condition: in her opinion they were to blame for having forced her to undergo a traumatic operation to remove her internal testicles. Along the road, she will connect with other intersex people, ready to open up to her about their common condition. Will Phoebe succeed in openly confronting her mother, who is reluctant to be interviewed, and to talk about an issue that is so important for her? Will she find the answers she is looking for? A journey of self-discovery that is difficult, but at the same time light, ironic and detached.",2010-11-06,0.918,8.8,8,False,False,[99]
517648,"Hi, It’s Your Mother","Allô, c’est ta mère",en,"Mum's calling, and Lisa isn't pleased. ""Hi, It's Your Mother"" is a shocking tragi-comedic stop motion short about family and blood(y) ties.",2016-04-27,1.167,6.5,2,False,False,"[16, 35]"
