season,place,gender,contestant,top_36,top_36_2,top_36_3,top_36_4,top_32,top_32_2,top_32_3,top_32_4,top_30,top_30_2,top_30_3,top_25,top_25_2,top_25_3,top_24,top_24_2,top_24_3,top_20,top_20_2,top_16,top_14,top_13,top_12,top_11,top_11_2,wildcard,comeback,top_10,top_9,top_9_2,top_8,top_8_2,top_7,top_7_2,top_6,top_6_2,top_5,top_5_2,top_4,top_4_2,top_3,finale
7,8,Male,Michael Johns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Female,Ramiele Malubay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Male,Chikezie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,11,Female,Amanda Overmyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,12,Male,David Hernandez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,13–16,Female,Asia'h Epperson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,13–16,Female,Kady Malloy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,13–16,Male,Danny Noriega,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,13–16,Male,Luke Menard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,17–20,Female,Alaina Whitaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,17–20,Female,Alexandréa Lushington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,17–20,Male,Jason Yeager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,17–20,Male,Robbie Carrico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,21–24,Female,Amy Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,21–24,Female,Joanne Borgella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,21–24,Male,Colton Berry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,21–24,Male,Garrett Haley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,Male,Kris Allen,N/A,Advanced,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Immune,NA,Safe,Safe,NA,Safe,NA,Safe,Safe,NA,NA,Bottom three,NA,Safe,NA,Safe,Winner
8,2,Male,Adam Lambert,N/A,Advanced,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Immune,NA,Safe,Safe,NA,Safe,NA,Safe,Safe,NA,NA,Bottom two,NA,Safe,NA,Safe,Runner-up
8,3,Male,Danny Gokey,Advanced,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Immune,NA,Safe,Safe,NA,Safe,NA,Safe,Safe,NA,NA,Safe,NA,Safe,NA,Eliminated,NA
8,4,Female,Allison Iraheta,N/A,Advanced,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Bottom three,NA,Immune,NA,Safe,Bottom three,NA,Safe,NA,Safe,Bottom three,NA,NA,Safe,NA,Eliminated,NA,NA,NA
8,5,Male,Matt Giraud,N/A,Wild Card,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Advanced,NA,Bottom two,Safe,NA,Safe,NA,Judges' save[d],Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA
8,6–7,Female,Lil Rounds,N/A,N/A,Advanced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Immune,NA,Safe,Safe,NA,Bottom three,NA,Bottom two,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA
8,6–7,Male,Anoop Desai,Wild Card,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Advanced[c],NA,Safe,Bottom two,NA,Bottom two,NA,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Male,Scott MacIntyre,N/A,N/A,Advanced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Immune,NA,Bottom three,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Female,Megan Joy,N/A,Wild Card,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,Advanced,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Male,Michael Sarver,Advanced,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Bottom two,NA,Immune,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,11,Female,Alexis Grace,Advanced,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Eliminated,NA,Immune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,12–13,Female,Jasmine Murray,N/A,Wild Card,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,Advanced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,12–13,Male,Jorge Núñez,N/A,N/A,Advanced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,Immune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,14–17,Female,Jesse Langseth,N/A,Wild Card,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,14–17,Female,Tatiana Del Toro,Wild Card,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,14–17,Male,Ricky Braddy,Wild Card,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,14–17,Male,Von Smith,N/A,N/A,Wild Card,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Ann Marie Boskovich,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Arianna Afsar,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Casey Carlson,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Felicia Barton,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Jackie Tohn,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Jeanine Vailes,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Kendall Beard,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Kristen McNamara,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Mishavonna Henson,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Stevie Wright,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Female,Taylor Vaifanua,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Alex Wagner-Trugman,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Brent Keith,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Ju'Not Joyner,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Kai Kalama,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Matt Breitzke,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Nathaniel Marshall,N/A,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Nick Mitchell,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18–36,Male,Stephen Fowler,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,Male,Lee DeWyze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Safe,Safe,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,Winner
9,2,Female,Crystal Bowersox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Safe,Safe,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,Runner-up
9,3,Male,Casey James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Safe,Safe,NA,NA,Bottom three,NA,Bottom three,NA,Safe,NA,Safe,NA,Eliminated,NA
9,4,Male,Michael Lynche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Judges' save[a],Safe,NA,NA,Safe,NA,Bottom three,NA,Bottom two,NA,Eliminated,NA,NA,NA
9,5,Male,Aaron Kelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Bottom three,Safe,NA,NA,Bottom three,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA
9,6,Female,Siobhan Magnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Safe,Safe,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
9,7,Male,Tim Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Bottom three,Bottom three,NA,NA,NA,Bottom three,Safe,Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8–9,Female,Katie Stevens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Bottom three,NA,NA,NA,Bottom three,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8–9,Male,Andrew Garcia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Safe,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Female,Didi Benami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Safe,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,11,Female,Paige Miles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,12,Female,Lacey Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Safe,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,13–16,Female,Katelyn Epperly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,13–16,Female,Lilly Scott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,13–16,Male,Alex Lambert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,13–16,Male,Todrick Hall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,17–20,Female,Haeley Vaughn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,17–20,Female,Michelle Delamor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,17–20,Male,Jermaine Sellers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,17–20,Male,John Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,21–24,Female,Ashley Rodriguez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,21–24,Female,Janell Wheeler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,21–24,Male,Joe Muñoz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,21–24,Male,Tyler Grady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,Male,Scotty McCreery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,Safe,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe[b],NA,Safe,NA,Safe,NA,Safe,Winner
10,2,Female,Lauren Alaina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,Safe,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Bottom two,NA,Safe,NA,Safe,Runner-up
10,3,Female,Haley Reinhart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,Bottom three,Bottom three,Safe,Safe,NA,NA,NA,Safe,NA,Bottom three,NA,Bottom three,NA,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA
10,4,Male,James Durbin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,Safe,Safe,Safe,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA,NA,NA
10,5,Male,Jacob Lusk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,Safe,Safe,Safe,Safe,NA,NA,NA,Bottom three,NA,Safe,NA,Bottom three,NA,Safe[b],NA,Eliminated,NA,NA,NA,NA,NA
10,6,Male,Casey Abrams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,Safe,Safe,Judges' save[a],Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
10,7,Male,Stefano Langone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not chosen,N/A,Safe,NA,NA,NA,NA,Safe,Safe,Bottom three,Safe,NA,NA,NA,Bottom three,NA,Bottom three,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Male,Paul McDonald,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,Immune,NA,NA,NA,NA,Safe,Safe,Safe,Bottom three,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Female,Pia Toscano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,Safe,Safe,Safe,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10-11,Female,Naima Adedapo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not chosen,Safe,NA,NA,NA,NA,Safe,Bottom three,Safe,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10-11,Female,Thia Megia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,Safe,Safe,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,12,Female,Karen Rodriguez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,Immune,NA,NA,NA,NA,Bottom three,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,13,Female,Ashthon Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not chosen,Safe,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
