make,model,vehicle_year,chassis,extra,vehicle_class,origin_country,built_in,made_for,movie_title,movie_type,movie_year,movie_year_end,vehicle_url,movie_url
Hino,KT-725,1985,NA,NA,Simple truck,Japan,Thailand,Thailand (1955+),Auf Achse,TV Series,1978,1996,https://www.imcdb.org/vehicle_49369-Hino-KT-725-1985.html,https://www.imcdb.org/movie_76980-Auf-Achse.html
Hino,Profia,2004,NA,NA,Trailer truck (tractor),Japan,NA,NA,空飛ぶタイヤ (Recall),Movie,2018,NA,https://www.imcdb.org/vehicle_1227211-Hino-Profia-2004.html,https://www.imcdb.org/movie_6622960-Soratobu-taiya.html
Hino,RC 320,1976,NA,Freighter Industries,Single-deck,Japan,Australia,NA,"The Adventures of Priscilla, Queen of the Desert",Movie,1994,NA,https://www.imcdb.org/vehicle_105891-Hino-RC-320-1976.html,https://www.imcdb.org/movie_109045-The-Adventures-of-Priscilla%2C-Queen-of-the-Desert.html
Holden,Commodore,1984,VK,1.9 SLX,Sedan,Australia,NA,Thailand (1955+),รักแท้บทที่ 1 (Rak Tae Bot Tee Nueng),Movie,1995,NA,https://www.imcdb.org/vehicle_1994021-Holden-Commodore-VK-1984.html,https://www.imcdb.org/movie_2630946-Rak-Tae-Bot-Tee-Nueng.html
Holden,Cruze,2012,JH,CDX,Sedan,South Korea,Australia,Australia (1954+),Tailgate,Movie,2015,NA,https://www.imcdb.org/vehicle_1530426-Holden-Cruze-JH-2012.html,https://www.imcdb.org/movie_3661522-Tailgate.html
Holden,Gemini,1987,RB,NA,Sedan,Japan,NA,Indonesia (1955+),Taksi Juga,Movie,1991,NA,https://www.imcdb.org/vehicle_2030975-Holden-Gemini-RB-1987.html,https://www.imcdb.org/movie_1004525989-Taksi-Juga.html
Holden,Special,1953,FJ,NA,Sedan,Australia,NA,NA,The FJ Holden,Movie,1977,NA,https://www.imcdb.org/vehicle_186186-Holden-Special-FJ-1953.html,https://www.imcdb.org/movie_76011-The-FJ-Holden.html
Holden,Special,1962,EJ,Station Sedan,Wagon,Australia,NA,NA,Bush Mechanics,Mini-Series,2001,NA,https://www.imcdb.org/vehicle_298332-Holden-Special-EJ-1962.html,https://www.imcdb.org/movie_303810-Bush-Mechanics.html
Honda,Astrea Grand,1998,C100,NA,Moped,Japan,Indonesia,Indonesia (1955+),Suparman Reborn 4,TV Series,2025,NA,https://www.imcdb.org/vehicle_2048845-Honda-Astrea-Grand-C100-1998.html,https://www.imcdb.org/movie_1004526142-Suparman-Reborn-4.html
Honda,CB 100,1973,NA,NA,Road,Japan,NA,NA,Dilan 1990,Movie,2018,NA,https://www.imcdb.org/vehicle_1582975-Honda-CB-100-1973.html,https://www.imcdb.org/movie_7843946-Dilan-1990.html
Honda,CB 400 SF Vtec,NA,NA,NA,Road,Japan,NA,NA,Power Rangers Beast Morphers,TV Series,2019,2020,https://www.imcdb.org/vehicle_1443981-Honda-CB-400-SF-Vtec.html,https://www.imcdb.org/movie_8022978-Power-Rangers-Beast-Morphers.html
Honda,CB 400 Super Four,2004,NC39,Hyper VTEC Spec III,Road,Japan,NA,NA,ばくおん!! (Bakuon!!),Animation Series,2016,NA,https://www.imcdb.org/vehicle_988982-Honda-CB-400-Super-Four-NC39-2004.html,https://www.imcdb.org/movie_5535154-Bakuon%21%21.html
Honda,CB 750 F,1981,NA,NA,Road,Japan,NA,NA,Baribari Densetsu,Animation Series,1986,NA,https://www.imcdb.org/vehicle_828815-Honda-CB-750-F-1981.html,https://www.imcdb.org/movie_4319958-Baribari-Densetsu.html
Honda,CB 750 P,1972,NA,NA,Road,Japan,NA,NA,Solo One,TV Series,1976,NA,https://www.imcdb.org/vehicle_1067754-Honda-CB-750-P-1972.html,https://www.imcdb.org/movie_198237-Solo-One.html
Honda,CBR 1100 XX Blackbird,NA,NA,NA,Road,Japan,NA,NA,Team Knight Rider,TV Series,1997,1998,https://www.imcdb.org/vehicle_867560-Honda-CBR-1100-XX-Blackbird.html,https://www.imcdb.org/movie_127398-Team-Knight-Rider.html
Honda,Civic,2003,EP3,Si,Hatchback,Japan,United Kingdom,United States of America,Comfort,Movie,2016,NA,https://www.imcdb.org/vehicle_1519534-Honda-Civic-EP3-2003.html,https://www.imcdb.org/movie_4394104-Comfort.html
Honda,Civic Coupé,1993,EJ,NA,Coupé,USA (United States of America),NA,NA,Blood Car,Movie,2007,NA,https://www.imcdb.org/vehicle_134388-Honda-Civic-Coup%C3%A9-EJ-1993.html,https://www.imcdb.org/movie_780485-Blood-Car.html
Honda,CR-V,2012,RM,NA,Off-road / SUV,Japan,NA,United States of America,CUCO: CR-V,Music Video,2018,NA,https://www.imcdb.org/vehicle_1279397-Honda-CR-V-RM-2012.html,https://www.imcdb.org/movie_1004520577-CUCO--CR-V.html
Honda,CRF 250,NA,NA,NA,All-Terrain Sports,Japan,NA,NA,NOS4A2,TV Series,2019,2020,https://www.imcdb.org/vehicle_1386629-Honda-CRF-250.html,https://www.imcdb.org/movie_5194792-NOS4A2.html
Honda,Freed +,NA,GB,Hybrid,Van / MPV,Japan,NA,NA,絶メシロード (The Road to Red Restaurants List),TV Series,2020,2022,https://www.imcdb.org/vehicle_1763947-Honda-Freed-%2B-GB.html,https://www.imcdb.org/movie_13688194-Zetsumeshi-Road.html
Honda,Freed +,2016,GB8,Hybrid AWD,Van / MPV,Japan,NA,NA,絶メシロード (The Road to Red Restaurants List),TV Series,2020,2022,https://www.imcdb.org/vehicle_1476303-Honda-Freed-%2B-GB8-2016.html,https://www.imcdb.org/movie_13688194-Zetsumeshi-Road.html
Honda,Odyssey,1999,RL1,EX,Van / MPV,Japan,Canada,United States of America,For Sale by Owner,Short Movie,2016,NA,https://www.imcdb.org/vehicle_1373787-Honda-Odyssey-RL1-1999.html,https://www.imcdb.org/movie_5497580-For-Sale-by-Owner.html
Honda,Odyssey,2018,RL6,NA,Van / MPV,USA (United States of America),NA,NA,The Family Plan,Movie,2023,NA,https://www.imcdb.org/vehicle_1857621-Honda-Odyssey-RL6-2018.html,https://www.imcdb.org/movie_16431870-The-Family-Plan.html
Honda,Super Cub,NA,NA,NA,Moped,Japan,NA,NA,スーパーカブ (Super Cub),Animation Series,2021,NA,https://www.imcdb.org/vehicle_1470218-Honda-Super-Cub.html,https://www.imcdb.org/movie_12285778-%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AB%E3%83%96.html
Honda,Today,1985,JW1,Keisatsu,Supermini,Japan,NA,NA,逮捕しちゃうぞ (You're Under Arrest),Animation Series,1994,2008,https://www.imcdb.org/vehicle_576368-Honda-Today-JW1-1985.html,https://www.imcdb.org/movie_111351-Taiho-shichauzo%21.html
Honda,XR 500,1983,NA,NA,Misc.,Japan,NA,NA,Street Hawk,TV Series,1985,NA,https://www.imcdb.org/vehicle_6542-Honda-XR-500-1983.html,https://www.imcdb.org/movie_88618-Street-Hawk.html
Hongye,BK 6590,NA,NA,NA,Single-deck,China,NA,NA,Shang che zhou ba,Movie made for TV,2000,NA,https://www.imcdb.org/vehicle_1121232-Hongye-BK-6590.html,https://www.imcdb.org/movie_9602302-Shang-che-zhou-ba.html
Hope,Whisper II,1985,NA,NA,Hatchback,Denmark,NA,NA,Dan-Dream,Movie,2017,NA,https://www.imcdb.org/vehicle_1967575-Hope-Whisper-II-1985.html,https://www.imcdb.org/movie_5822690-Dan-Dream.html
Horch,780 Cabriolet,1933,8,NA,Convertible,Germany,NA,NA,Meseautó,Movie,1934,NA,https://www.imcdb.org/vehicle_1534644-Horch-780-Cabriolet-8-1933.html,https://www.imcdb.org/movie_27958-Meseaut%C3%B3.html
Hudson,Super Six,1926,NA,Sedan,Pick-up,USA (United States of America),NA,NA,The Grapes of Wrath,Movie,1940,NA,https://www.imcdb.org/vehicle_125825-Hudson-Super-Six-1926.html,https://www.imcdb.org/movie_32551-The-Grapes-of-Wrath.html
Humber,Humberette,1903,NA,Two-Seater,Convertible,United Kingdom,NA,NA,The '?' Motorist,Short Movie,1906,NA,https://www.imcdb.org/vehicle_85584-Humber-Humberette-1903.html,https://www.imcdb.org/movie_534-The----Motorist.html
Hummer,H2,2003,GMT820,NA,Off-road / SUV,USA (United States of America),NA,NA,Twentynine Palms,Movie,2003,NA,https://www.imcdb.org/vehicle_105059-Hummer-H2-GMT820-2003.html,https://www.imcdb.org/movie_315110-Twentynine-Palms.html
Hymer,Hymermobil,NA,NA,Mercedes-Benz,Class A Motorhome,Germany,NA,NA,10 giorni con Babbo Natale,Movie,2020,NA,https://www.imcdb.org/vehicle_1467440-Hymer-Hymermobil.html,https://www.imcdb.org/movie_10803866-10-giorni-con-Babbo-Natale.html
Hyundai,Azera,2009,TG,V6 Taxi,Sedan,South Korea,NA,Singapore (1952+),Taxi! Taxi!,Movie,2013,NA,https://www.imcdb.org/vehicle_1370641-Hyundai-Azera-TG-2009.html,https://www.imcdb.org/movie_2614006-Taxi%21-Taxi%21.html
Hyundai,Dynasty,2003,LX,NA,Sedan,South Korea,NA,NA,모범택시 (Taxi Driver),TV Series,2021,2026,https://www.imcdb.org/vehicle_1515331-Hyundai-Dynasty-LX-2003.html,https://www.imcdb.org/movie_13759970-Mobeomtaeksi.html
Hyundai,Genesis,2008,BH,NA,Sedan,South Korea,NA,NA,모범택시 (Taxi Driver),TV Series,2021,2026,https://www.imcdb.org/vehicle_1832139-Hyundai-Genesis-BH-2008.html,https://www.imcdb.org/movie_13759970-Mobeomtaeksi.html
Hyundai,Grand Starex,2007,TQ,NA,Van / MPV,South Korea,NA,NA,모범택시 (Taxi Driver),TV Series,2021,2026,https://www.imcdb.org/vehicle_1832140-Hyundai-Grand-Starex-TQ-2007.html,https://www.imcdb.org/movie_13759970-Mobeomtaeksi.html
Hyundai,Grand Starex,2016,TQ,Limousine,Van / MPV,South Korea,NA,NA,큰엄마의 미친봉고 (My Big Mama's Crazy Ride),Movie,2021,NA,https://www.imcdb.org/vehicle_2101244-Hyundai-Grand-Starex-TQ-2016.html,https://www.imcdb.org/movie_13972688-Keuneommaeui-Michinbonggo.html
Hyundai,Grandeur,1990,L,NA,Sedan,Japan,South Korea,South Korea (1971+),크래시 (Crash),TV Series,2024,NA,https://www.imcdb.org/vehicle_1894494-Hyundai-Grandeur-L-1990.html,https://www.imcdb.org/movie_32117300-Keuraesi.html
Hyundai,Grandeur,2023,GN7,NA,Sedan,South Korea,NA,NA,모범택시 (Taxi Driver),TV Series,2021,2026,https://www.imcdb.org/vehicle_2043951-Hyundai-Grandeur-GN7-2023.html,https://www.imcdb.org/movie_13759970-Mobeomtaeksi.html
Hyundai,Mighty,1995,FE4,NA,Simple truck,Japan,South Korea,NA,트럭 (The Truck),Movie,2008,NA,https://www.imcdb.org/vehicle_1669739-Hyundai-Mighty-FE4-1995.html,https://www.imcdb.org/movie_1430638-Teureok.html
Hyundai,Sonata II,1993,Y3,NA,Sedan,South Korea,NA,NA,공포 택시 (Ghost Taxi),Movie,2000,NA,https://www.imcdb.org/vehicle_1749649-Hyundai-Sonata-II-Y3-1993.html,https://www.imcdb.org/movie_294604-Gongpo-taxi.html
Hyundai,Sonata III,1996,Y3,NA,Sedan,South Korea,NA,NA,공포 택시 (Ghost Taxi),Movie,2000,NA,https://www.imcdb.org/vehicle_1749650-Hyundai-Sonata-III-Y3-1996.html,https://www.imcdb.org/movie_294604-Gongpo-taxi.html
Hyundai,Staria,2022,US4,NA,Van / MPV,South Korea,NA,NA,모범택시 (Taxi Driver),TV Series,2021,2026,https://www.imcdb.org/vehicle_2043952-Hyundai-Staria-US4-2022.html,https://www.imcdb.org/movie_13759970-Mobeomtaeksi.html
Hyundai,Stellar,1987,Y1,NA,Sedan,South Korea,NA,NA,스텔라 (Stellar: A Magical Ride),Movie,2022,NA,https://www.imcdb.org/vehicle_1660358-Hyundai-Stellar-Y1-1987.html,https://www.imcdb.org/movie_19632878-Seutella.html
Hyundai,Stellar,1989,Y1,GXL,Sedan,South Korea,NA,NA,인천스텔라 (Super Nova),Movie,2020,NA,https://www.imcdb.org/vehicle_1591121-Hyundai-Stellar-Y1-1989.html,https://www.imcdb.org/movie_14029890-Incheon-Stella.html
Hyundai,Tucson,2016,TL,NA,Off-road / SUV,South Korea,NA,Europe,Klassentreffen 1.0,Movie,2018,NA,https://www.imcdb.org/vehicle_2019645-Hyundai-Tucson-TL-2016.html,https://www.imcdb.org/movie_7275822-Klassentreffen-10.html
IC,HC,2005,NA,NA,Single-deck,USA (United States of America),NA,NA,Party Bus to Hell,Movie,2017,NA,https://www.imcdb.org/vehicle_1506631-IC-HC-2005.html,https://www.imcdb.org/movie_6360872-Party-Bus-to-Hell.html
Ikarus,620,1967,NA,NA,Single-deck,Hungary,NA,NA,Siedem stron swiata,TV Series,1974,NA,https://www.imcdb.org/vehicle_379020-Ikarus-620-1967.html,https://www.imcdb.org/movie_3835194-Siedem-stron-swiata.html
Imperial,Crown 'Black Beauty',1965,NA,NA,Custom,USA (United States of America),NA,NA,The Green Hornet,Movie,2011,NA,https://www.imcdb.org/vehicle_314533-Imperial-Crown--Black-Beauty--1965.html,https://www.imcdb.org/movie_990407-The-Green-Hornet.html
Imperial,Crown 'Black Beauty',1966,NA,NA,Custom,USA (United States of America),NA,NA,The Green Hornet,TV Series,1966,1967,https://www.imcdb.org/vehicle_2004-Imperial-Crown--Black-Beauty--1966.html,https://www.imcdb.org/movie_59991-The-Green-Hornet.html
Imperial,Crown 'Black Beauty',1966,NA,NA,Custom,USA (United States of America),NA,NA,The Green Hornet,Movie,1974,NA,https://www.imcdb.org/vehicle_411513-Imperial-Crown--Black-Beauty--1966.html,https://www.imcdb.org/movie_827709-The-Green-Hornet.html
IMV,1000,1964,NA,NA,Van / MPV,Yugoslavia,NA,NA,Sanitka,TV Series,1984,NA,https://www.imcdb.org/vehicle_315593-IMV-1000-1964.html,https://www.imcdb.org/movie_294179-Sanitka.html
Indian,Scout Replica,1920,NA,NA,Misc.,USA (United States of America),NA,NA,The World's Fastest Indian,Movie,2005,NA,https://www.imcdb.org/vehicle_36726-Indian-Scout-Replica-1920.html,https://www.imcdb.org/movie_412080-The-World-s-Fastest-Indian.html
Infiniti,FX35,NA,S50,NA,Off-road / SUV,Japan,NA,NA,Snitch,Short Movie,2020,NA,https://www.imcdb.org/vehicle_1662270-Infiniti-FX35-S50.html,https://www.imcdb.org/movie_11958660-Snitch.html
International,S-Series,1987,NA,NA,Simple truck,USA (United States of America),NA,NA,Armored,Movie,2009,NA,https://www.imcdb.org/vehicle_245005-International-S-Series-1987.html,https://www.imcdb.org/movie_913354-Armored.html
International Harvester,B-Series,1959,NA,Superior Coach,School,USA (United States of America),NA,NA,War Bus,Movie,1985,NA,https://www.imcdb.org/vehicle_1620358-International-Harvester-B-Series-1959.html,https://www.imcdb.org/movie_901517-War-Bus.html
International Harvester,D-50,1939,NA,'Further',Single-deck,USA (United States of America),NA,NA,Magic Trip: Ken Kesey's Search for a Kool Place,Documentary,2011,NA,https://www.imcdb.org/vehicle_456313-International-Harvester-D-50-1939.html,https://www.imcdb.org/movie_1235790-Magic-Trip--Ken-Kesey-s-Search-for-a-Kool-Place.html
International Harvester,Loadstar,NA,NA,NA,Simple truck,USA (United States of America),NA,NA,La vie heureuse de Léopold Z,Movie,1965,NA,https://www.imcdb.org/vehicle_868059-International-Harvester-Loadstar.html,https://www.imcdb.org/movie_59873-La-vie-heureuse-de-L%C3%A9opold-Z.html
International Harvester,Loadstar,1975,NA,Blue Bird,School,USA (United States of America),NA,NA,Sudden Terror: The Hijacking of School Bus #17,Movie made for TV,1996,NA,https://www.imcdb.org/vehicle_1254535-International-Harvester-Loadstar-1975.html,https://www.imcdb.org/movie_117776-Sudden-Terror--The-Hijacking-of-School-Bus--17.html
International Harvester,Loadstar 1600,1967,NA,Carpenter,School,USA (United States of America),NA,NA,Where Angels Go Trouble Follows!,Movie,1968,NA,https://www.imcdb.org/vehicle_206569-International-Harvester-Loadstar-1600-1967.html,https://www.imcdb.org/movie_63800-Where-Angels-Go-Trouble-Follows%21.html
International Harvester,Metro,NA,NA,NA,Van / MPV,USA (United States of America),NA,NA,The Ice Cream Truck,Movie,2017,NA,https://www.imcdb.org/vehicle_2000629-International-Harvester-Metro.html,https://www.imcdb.org/movie_5280684-The-Ice-Cream-Truck.html
Iran Khodro,Paykan,1983,Arrow,NA,Sedan,United Kingdom,Iran,NA,زرد قناری (Canary Yellow),Movie,1988,NA,https://www.imcdb.org/vehicle_643453-Iran-Khodro-Paykan-Arrow-1983.html,https://www.imcdb.org/movie_96498-Zard-e-Ghanari.html
Isuzu,Gemini,1982,PF,NA,Sedan,Japan,Philippines,NA,May isang tsuper ng taxi,Movie,1990,NA,https://www.imcdb.org/vehicle_1219437-Isuzu-Gemini-PF-1982.html,https://www.imcdb.org/movie_499524-May-isang-tsuper-ng-taxi.html
Isuzu,TWD,NA,NA,NA,Simple truck,Japan,NA,Thailand (1955+),Saranae Siblor,Movie,2010,NA,https://www.imcdb.org/vehicle_367450-Isuzu-TWD.html,https://www.imcdb.org/movie_2062633-Saranae-Siblor.html
Iveco-Magirus,232,1982,NA,NA,Trailer truck (tractor),Germany,NA,NA,Didi auf vollen Touren (Didi Drives Me Crazy),Movie,1986,NA,https://www.imcdb.org/vehicle_49128-Iveco-Magirus-232-1982.html,https://www.imcdb.org/movie_90945-Didi-auf-vollen-Touren.html
IZh,Moskvitch 412 IE,1978,NA,(with AZLK Moskvitch 412 grille),Sedan,USSR,NA,NA,Масквичи (Mascovites),TV Series,2010,NA,https://www.imcdb.org/vehicle_324384-IZh-Moskvitch-412-IE-1978.html,https://www.imcdb.org/movie_1004510950-Maskvichi.html
Jago,Geep,1983,NA,1600,Off-road / SUV,United Kingdom,NA,NA,Loose Connections,Movie,1983,NA,https://www.imcdb.org/vehicle_1660166-Jago-Geep-1983.html,https://www.imcdb.org/movie_85866-Loose-Connections.html
Jaguar,E-Type Series I,1965,NA,4.2,Coupé,United Kingdom,NA,NA,Car Trouble,Movie,1985,NA,https://www.imcdb.org/vehicle_310516-Jaguar-E-Type-1965.html,https://www.imcdb.org/movie_88883-Car-Trouble.html
Jaguar,E-Type Series I,1965,NA,4.2 Roadster,Convertible,United Kingdom,NA,NA,La lepre e la tartaruga,Short Movie,1966,NA,https://www.imcdb.org/vehicle_1110576-Jaguar-E-Type-1965.html,https://www.imcdb.org/movie_290897-La-lepre-e-la-tartaruga.html
Jaguar,F-Type,2013,X152,V8 S,Convertible,United Kingdom,NA,NA,Desire,Short Movie,2013,NA,https://www.imcdb.org/vehicle_1545794-Jaguar-F-Type-X152-2013.html,https://www.imcdb.org/movie_3222758-Desire.html
Jaguar,Mk.II,1964,NA,2.4 Litre,Sedan,United Kingdom,NA,New Zealand (1958+),Mr Wrong,Movie,1984,NA,https://www.imcdb.org/vehicle_452517-Jaguar-MkII-1964.html,https://www.imcdb.org/movie_89630-Mr-Wrong.html
Jaguar,X-Type Estate,2009,X400,S,Wagon,United Kingdom,NA,NA,Hit,Short Movie,2022,NA,https://www.imcdb.org/vehicle_1667840-Jaguar-X-Type-Estate-X400-2009.html,https://www.imcdb.org/movie_19712392-Hit.html
Jaguar,XJ-S,1975,XJ27,5.3 V12 pre-production,Coupé,United Kingdom,NA,NA,Return of the Saint,TV Series,1978,1979,https://www.imcdb.org/vehicle_226925-Jaguar-XJ-S-XJ27-1975.html,https://www.imcdb.org/movie_77069-Return-of-the-Saint.html
Jaguar,XJ6,1991,XJ40,4.0,Sedan,United Kingdom,NA,NA,Root Into Europe,Mini-Series,1992,NA,https://www.imcdb.org/vehicle_514298-Jaguar-XJ6-XJ40-1991.html,https://www.imcdb.org/movie_103527-Root-Into-Europe.html
Jeep,Cherokee,1984,XJ,'Land Master',Off-road / SUV,USA (United States of America),NA,NA,Land of the Lost,TV Series,1991,1992,https://www.imcdb.org/vehicle_245385-Jeep-Cherokee-XJ-1984.html,https://www.imcdb.org/movie_101130-Land-of-the-Lost.html
Jeep,Cherokee,1991,XJ,NA,Off-road / SUV,USA (United States of America),NA,NA,Grizzly Rage,Movie made for TV,2007,NA,https://www.imcdb.org/vehicle_651852-Jeep-Cherokee-XJ-1991.html,https://www.imcdb.org/movie_896816-Grizzly-Rage.html
Jeep,Cherokee,1994,XJ,SE 4.0 Litre,Off-road / SUV,USA (United States of America),NA,NA,It Ends,Movie,2025,NA,https://www.imcdb.org/vehicle_2056288-Jeep-Cherokee-XJ-1994.html,https://www.imcdb.org/movie_35519455-It-Ends.html
Jeep,CJ-7,1981,NA,NA,Off-road / SUV,USA (United States of America),NA,NA,Danger Bay,TV Series,1984,1990,https://www.imcdb.org/vehicle_1628815-Jeep-CJ-7-1981.html,https://www.imcdb.org/movie_86692-Danger-Bay.html
Jeep,CJ-7,1985,NA,Renegade,Off-road / SUV,USA (United States of America),NA,NA,Omega Cop,Movie,1990,NA,https://www.imcdb.org/vehicle_607796-Jeep-CJ-7-1985.html,https://www.imcdb.org/movie_100291-Omega-Cop.html
Jeep,Grand Cherokee,1994,ZJ,NA,Off-road / SUV,USA (United States of America),NA,NA,Detour,Movie,2013,NA,https://www.imcdb.org/vehicle_2107856-Jeep-Grand-Cherokee-ZJ-1994.html,https://www.imcdb.org/movie_1753693-Detour.html
Jeep,Grand Wagoneer,1987,SJ,NA,Off-road / SUV,USA (United States of America),NA,NA,Offroad,Movie,2012,NA,https://www.imcdb.org/vehicle_674210-Jeep-Grand-Wagoneer-SJ-1987.html,https://www.imcdb.org/movie_2133298-Offroad.html
Jeep,Jeepster Commando,1969,C101,Roadster,Off-road / SUV,USA (United States of America),NA,NA,Longstreet,TV Series,1971,1972,https://www.imcdb.org/vehicle_451042-Jeep-Jeepster-Commando-C101-1969.html,https://www.imcdb.org/movie_66681-Longstreet.html
Jeep,Liberty,2002,KJ,4X4 3.7L,Off-road / SUV,USA (United States of America),NA,NA,Nikki and the Perfect Stranger,Movie,2013,NA,https://www.imcdb.org/vehicle_1447142-Jeep-Liberty-KJ-2002.html,https://www.imcdb.org/movie_2395353-Nikki-and-the-Perfect-Stranger.html
Jeep,Renegade,2019,BU,1.0 T3 Limited,Off-road / SUV,USA (United States of America),Italy,Europe,Con quién viajas,Movie,2021,NA,https://www.imcdb.org/vehicle_1839138-Jeep-Renegade-BU-2019.html,https://www.imcdb.org/movie_11645056-Con-qui%C3%A9n-viajas.html
Jeep,Wagoneer,NA,XJ,NA,Off-road / SUV,USA (United States of America),NA,NA,El incidente,Movie,2014,NA,https://www.imcdb.org/vehicle_988079-Jeep-Wagoneer-XJ.html,https://www.imcdb.org/movie_3528756-El-incidente.html
Jeffries,Landmaster,1976,NA,NA,Proto / Concept,USA (United States of America),NA,NA,Damnation Alley,Movie,1977,NA,https://www.imcdb.org/vehicle_33041-Jeffries-Landmaster-1976.html,https://www.imcdb.org/movie_75909-Damnation-Alley.html
Jelcz,315 M,1973,NA,NA,Simple truck,Poland,NA,NA,Droga,Mini-Series,1973,NA,https://www.imcdb.org/vehicle_99495-Jelcz-315-M-1973.html,https://www.imcdb.org/movie_169439-Droga.html
Jelcz,315 M,1974,NA,NA,Simple truck,Poland,NA,NA,Prywatne śledztwo (Private Investigation),Movie,1987,NA,https://www.imcdb.org/vehicle_64628-Jelcz-315-M-1974.html,https://www.imcdb.org/movie_93797-Prywatne-%C5%9Bledztwo.html
Jiefang,CA 10,NA,NA,NA,Single-deck,China,NA,NA,芳香之旅 (The Road),Movie,2006,NA,https://www.imcdb.org/vehicle_421520-Jiefang-CA-10.html,https://www.imcdb.org/movie_470302-Fang-xiang-zhi-lu.html
Jiefang,CA 15,1985,NA,NA,Simple truck,China,NA,NA,解放 (Jie fang),Movie,1987,NA,https://www.imcdb.org/vehicle_1830534-Jiefang-CA-15-1985.html,https://www.imcdb.org/movie_1004524079-Jie-fang.html
Jinghua,BK 6820,NA,NA,NA,Single-deck,China,NA,NA,車四十四 (Bus 44),Short Movie,2001,NA,https://www.imcdb.org/vehicle_675491-Jinghua-BK-6820.html,https://www.imcdb.org/movie_280538-Che-sei-sap-sei.html
John Deere,110,1964,NA,NA,Farming vehicle,USA (United States of America),NA,NA,The Straight Story,Movie,1999,NA,https://www.imcdb.org/vehicle_36490-John-Deere-110-1964.html,https://www.imcdb.org/movie_166896-The-Straight-Story.html
John Deere,GP-Series,1928,NA,NA,Farming vehicle,USA (United States of America),NA,NA,Green Acres,TV Series,1965,1971,https://www.imcdb.org/vehicle_234334-John-Deere-GP-Series-1928.html,https://www.imcdb.org/movie_58808-Green-Acres.html
KamAZ,4326,2007,NA,Master Racing Team,Simple truck,Russia,NA,NA,Master,TV Series,2021,NA,https://www.imcdb.org/vehicle_1708327-KamAZ-4326-2007.html,https://www.imcdb.org/movie_14137220-Master.html
KamAZ,43269,2011,NA,Master Racing Team,Simple truck,Russia,NA,NA,Master,TV Series,2021,NA,https://www.imcdb.org/vehicle_1708326-KamAZ-43269-2011.html,https://www.imcdb.org/movie_14137220-Master.html
KamAZ,491100,2004,NA,Master Racing Team,Simple truck,Russia,NA,NA,Master,TV Series,2021,NA,https://www.imcdb.org/vehicle_1708329-KamAZ-491100-2004.html,https://www.imcdb.org/movie_14137220-Master.html
KamAZ,54115,2000,NA,NA,Trailer truck (tractor),Russia,NA,NA,Дальнобойщики (Dalnoboyshchiki),TV Series,2001,2012,https://www.imcdb.org/vehicle_302740-KamAZ-54115-2000.html,https://www.imcdb.org/movie_313055-Dalnoboyshchiki.html
KamAZ,5460,NA,NA,NA,Trailer truck (tractor),Russia,NA,NA,Дальнобойщики (Dalnoboyshchiki),TV Series,2001,2012,https://www.imcdb.org/vehicle_482036-KamAZ-5460.html,https://www.imcdb.org/movie_313055-Dalnoboyshchiki.html
Kässbohrer Setra,S 6,1962,NA,NA,Single-deck,Germany,NA,NA,Sehnsucht nach Rimini,Movie made for TV,2007,NA,https://www.imcdb.org/vehicle_105113-K%C3%A4ssbohrer-Setra-S-6-1962.html,https://www.imcdb.org/movie_1016235-Sehnsucht-nach-Rimini.html
Kawasaki,F9-A 350,1973,NA,NA,Trail bike,Japan,NA,NA,Pray for the Wildcats,Movie made for TV,1974,NA,https://www.imcdb.org/vehicle_1364494-Kawasaki-F9-A-350-1973.html,https://www.imcdb.org/movie_72024-Pray-for-the-Wildcats.html
Kawasaki,F9-A 350,1973,NA,NA,Trail bike,Japan,NA,NA,Pray for the Wildcats,Movie made for TV,1974,NA,https://www.imcdb.org/vehicle_1364496-Kawasaki-F9-A-350-1973.html,https://www.imcdb.org/movie_72024-Pray-for-the-Wildcats.html
Kawasaki,F9-B 350,1974,NA,NA,Trail bike,Japan,NA,NA,Pray for the Wildcats,Movie made for TV,1974,NA,https://www.imcdb.org/vehicle_1364495-Kawasaki-F9-B-350-1974.html,https://www.imcdb.org/movie_72024-Pray-for-the-Wildcats.html
Kawasaki,H1,NA,NA,'Mach',Sidecar,Japan,NA,NA,ローリング☆ガールズ (The Rolling Girls),Animation Series,2015,NA,https://www.imcdb.org/vehicle_1544546-Kawasaki-H1.html,https://www.imcdb.org/movie_4219166-Roringu-garuzu.html
Kawasaki,KZ 200,1980,NA,Binter Merzy,Road,Japan,NA,Indonesia (1955+),Cara Hebat Ikut Penanggulangan Masalah Sosial,Movie,1982,NA,https://www.imcdb.org/vehicle_2093239-Kawasaki-KZ-200-1980.html,https://www.imcdb.org/movie_6760640-Cara-Hebat-Ikut-Penanggulangan-Masalah-Sosial.html
Kawasaki,KZ 900 P,1975,NA,NA,Road,Japan,NA,NA,CHiPs,TV Series,1977,1983,https://www.imcdb.org/vehicle_18003-Kawasaki-KZ-900-P-1975.html,https://www.imcdb.org/movie_75488-CHiPs.html
