"","yearly_rank","region","state","loc_id","city","airport_name","airport_classification","hub_type","year","passengers"
"5280",1420,"SO","TN","BGF","Winchester","Winchester Municipal","General Aviation",NA,2015,2
"5281",1429,"SO","TN","DKX","Knoxville","Knoxville Downtown Island","General Aviation",NA,2015,2
"5282",1454,"SO","TN","MOR","Morristown","Moore-Murrell","General Aviation",NA,2015,2
"5283",1519,"SO","TN","DYR","Dyersburg","Dyersburg Regional","General Aviation",NA,2015,1
"5284",4,"SW","TX","DFW","Fort Worth","Dallas-Fort Worth International","Primary","Large",2015,31589839
"5285",12,"SW","TX","IAH","Houston","George Bush Intercontinental/Houston","Primary","Large",2015,20595881
"5286",31,"SW","TX","DAL","Dallas","Dallas Love Field","Primary","Medium",2015,7040950
"5287",33,"SW","TX","HOU","Houston","William P Hobby","Primary","Medium",2015,5937990
"5288",34,"SW","TX","AUS","Austin","Austin-Bergstrom International","Primary","Medium",2015,5797562
"5289",45,"SW","TX","SAT","San Antonio","San Antonio International","Primary","Medium",2015,4091434
"5290",76,"SW","TX","ELP","El Paso","El Paso International","Primary","Small",2015,1381392
"5291",117,"SW","TX","MAF","Midland","Midland International","Primary","Small",2015,518509
"5292",126,"SW","TX","LBB","Lubbock","Lubbock Preston Smith International","Primary","Small",2015,443239
"5293",135,"SW","TX","MFE","McAllen","McAllen Miller International","Primary","Nonhub",2015,391687
"5294",146,"SW","TX","AMA","Amarillo","Rick Husband Amarillo International","Primary","Nonhub",2015,341132
"5295",147,"SW","TX","CRP","Corpus Christi","Corpus Christi International","Primary","Nonhub",2015,338312
"5296",167,"SW","TX","HRL","Harlingen","Valley International","Primary","Nonhub",2015,259864
"5297",191,"SW","TX","GRK","Killeen","Robert Gray AAF","Primary","Nonhub",2015,176895
"5298",205,"SW","TX","BRO","Brownsville","Brownsville/South Padre Island International","Primary","Nonhub",2015,143353
"5299",219,"SW","TX","LRD","Laredo","Laredo International","Primary","Nonhub",2015,110368
"5300",235,"SW","TX","CLL","College Station","Easterwood Field","Primary","Nonhub",2015,89844
"5301",239,"SW","TX","ABI","Abilene","Abilene Regional","Primary","Nonhub",2015,86000
"5302",251,"SW","TX","TYR","Tyler","Tyler Pounds Regional","Primary","Nonhub",2015,72294
"5303",266,"SW","TX","SJT","San Angelo","San Angelo Regional/Mathis Field","Primary","Nonhub",2015,63842
"5304",268,"SW","TX","ACT","Waco","Waco Regional","Primary","Nonhub",2015,62882
"5305",286,"SW","TX","SPS","Wichita Falls","Sheppard AFB/Wichita Falls Municipal","Primary","Nonhub",2015,44262
"5306",307,"SW","TX","BPT","Beaumont","Jack Brooks Regional","Primary","Nonhub",2015,33747
"5307",343,"SW","TX","GGG","Longview","East Texas Regional","Primary","Nonhub",2015,20968
"5308",332,"SW","TX","BIF","Fort Bliss/El Paso/","Biggs AAF (Fort Bliss)","General Aviation",NA,2015,24997
"5309",497,"SW","TX","VCT","Victoria","Victoria Regional","General Aviation",NA,2015,3584
"5310",580,"SW","TX","TA80","Whitesboro","U U Ranch","General Aviation",NA,2015,2006
"5311",581,"SW","TX","AFW","Fort Worth","Fort Worth Alliance","General Aviation",NA,2015,2000
"5312",630,"SW","TX","SKF","San Antonio","Kelly Field","General Aviation",NA,2015,1333
"5313",651,"SW","TX","07TA","Danbury","Salaika Aviation","General Aviation",NA,2015,1000
"5314",711,"SW","TX","EFD","Houston","Ellington","General Aviation",NA,2015,470
"5315",783,"SW","TX","FTW","Fort Worth","Fort Worth Meacham International","General Aviation",NA,2015,234
"5316",788,"SW","TX","DWH","Houston","David Wayne Hooks Memorial","General Aviation",NA,2015,218
"5317",793,"SW","TX","HYI","San Marcos","San Marcos Regional","General Aviation",NA,2015,208
"5318",841,"SW","TX","89TE","Lajitas","Lajitas International","General Aviation",NA,2015,120
"5319",844,"SW","TX","PSX","Palacios","Palacios Municipal","General Aviation",NA,2015,120
"5320",873,"SW","TX","LBX","Angleton","Texas Gulf Coast Regional","General Aviation",NA,2015,100
"5321",957,"SW","TX","NFW","Fort Worth","Fort Worth NAS Jrb (Carswell Field)","General Aviation",NA,2015,41
"5322",961,"SW","TX","RCK","Rockdale","H H Coffield Regional","General Aviation",NA,2015,40
"5323",965,"SW","TX","MRF","Marfa","Marfa Municipal","General Aviation",NA,2015,38
"5324",983,"SW","TX","SGR","Houston","Sugar Land Regional","General Aviation",NA,2015,31
"5325",1031,"SW","TX","GLS","Galveston","Scholes International at Galveston","General Aviation",NA,2015,22
"5326",1040,"SW","TX","BYY","Bay City","Bay City Municipal","General Aviation",NA,2015,20
"5327",1051,"SW","TX","ASL","Marshall","Harrison County","General Aviation",NA,2015,19
"5328",1060,"SW","TX","RBD","Dallas","Dallas Executive","General Aviation",NA,2015,19
"5329",1080,"SW","TX","ADS","Dallas","Addison","General Aviation",NA,2015,16
"5330",1081,"SW","TX","GKY","Arlington","Arlington Municipal","General Aviation",NA,2015,16
"5331",1097,"SW","TX","T82","Fredericksburg","Gillespie County","General Aviation",NA,2015,15
"5332",1114,"SW","TX","PIL","Port Isabel","Port Isabel-Cameron County","General Aviation",NA,2015,13
"5333",1161,"SW","TX","CZT","Carrizo Springs","Dimmit County","General Aviation",NA,2015,9
"5334",1168,"SW","TX","MDD","Midland","Midland Airpark","General Aviation",NA,2015,9
"5335",1178,"SW","TX","E38","Alpine","Alpine-Casparis Municipal","General Aviation",NA,2015,8
"5336",1206,"SW","TX","EDC","Austin","Austin Executive","General Aviation",NA,2015,7
"5337",1225,"SW","TX","ATA","Atlanta","Hall-Miller Municipal","General Aviation",NA,2015,6
"5338",1252,"SW","TX","15F","Haskell","Haskell Municipal","General Aviation",NA,2015,5
"5339",1296,"SW","TX","6R6","Dryden","Terrell County","General Aviation",NA,2015,4
"5340",1305,"SW","TX","CXO","Conroe","Lone Star Executive","General Aviation",NA,2015,4
"5341",1309,"SW","TX","ERV","Kerrville","Kerrville Municipal/Louis Schreiner Field","General Aviation",NA,2015,4
"5342",1354,"SW","TX","CPT","Cleburne","Cleburne Regional","General Aviation",NA,2015,3
"5343",1363,"SW","TX","FWS","Fort Worth","Fort Worth Spinks","General Aviation",NA,2015,3
"5344",1379,"SW","TX","ODO","Odessa","Odessa-Schlemeyer Field","General Aviation",NA,2015,3
"5345",1394,"SW","TX","TPL","Temple","Draughon-Miller Central Texas Regional","General Aviation",NA,2015,3
"5346",1439,"SW","TX","GTU","Georgetown","Georgetown Municipal","General Aviation",NA,2015,2
"5347",1448,"SW","TX","LFK","Lufkin","Angelina County","General Aviation",NA,2015,2
"5348",1478,"SW","TX","SWW","Sweetwater","Avenger Field","General Aviation",NA,2015,2
"5349",1535,"SW","TX","OSA","Mount Pleasant","Mount Pleasant Regional","General Aviation",NA,2015,1
"5350",9999,"SW","TX","DRT","Del Rio","Del Rio International","General Aviation",NA,2015,0
"5351",25,"NM","UT","SLC","Salt Lake City","Salt Lake City International","Primary","Large",2015,10634538
"5352",253,"NM","UT","SGU","St. George","St George Regional","Primary","Nonhub",2015,69680
"5353",263,"NM","UT","PVU","Provo","Provo Municipal","Primary","Nonhub",2015,65307
"5354",358,"NM","UT","OGD","Ogden","Ogden-Hinckley","Primary","Nonhub",2015,16577
"5355",369,"NM","UT","CDC","Cedar City","Cedar City Regional","Primary","Nonhub",2015,14334
"5356",275,"NM","UT","ENV","Wendover","Wendover","General Aviation",NA,2015,54090
"5357",574,"NM","UT","CNY","Moab","Canyonlands Field","General Aviation",NA,2015,2105
"5358",631,"NM","UT","VEL","Vernal","Vernal Regional","General Aviation",NA,2015,1320
"5359",646,"NM","UT","LGU","Logan","Logan-Cache","General Aviation",NA,2015,1121
"5360",650,"NM","UT","UT25","Monument Valley","Monument Valley","General Aviation",NA,2015,1015
"5361",710,"NM","UT","HIF","Ogden","Hill AFB","General Aviation",NA,2015,484
"5362",749,"NM","UT","KNB","Kanab","Kanab Municipal","General Aviation",NA,2015,317
"5363",937,"NM","UT","74V","Roosevelt","Roosevelt Municipal","General Aviation",NA,2015,47
"5364",966,"NM","UT","UT39","North Salt Lake","A A Helicopters Inc","General Aviation",NA,2015,38
"5365",1098,"NM","UT","36U","Heber City","Heber City Municipal - Russ McDonald Field","General Aviation",NA,2015,14
"5366",1116,"NM","UT","U55","Panguitch","Panguitch Municipal","General Aviation",NA,2015,13
"5367",1153,"NM","UT","PUC","Price","Carbon County Regional/Buck Davis Field","General Aviation",NA,2015,10
"5368",1157,"NM","UT","BDG","Blanding","Blanding Municipal","General Aviation",NA,2015,9
"5369",1173,"NM","UT","U52","Beaver","Beaver Municipal","General Aviation",NA,2015,9
"5370",1189,"NM","UT","RIF","Richfield","Richfield Municipal","General Aviation",NA,2015,8
"5371",1337,"NM","UT","U64","Monticello","Monticello","General Aviation",NA,2015,4
"5372",1357,"NM","UT","DTA","Delta","Delta Municipal","General Aviation",NA,2015,3
"5373",1362,"NM","UT","FOM","Fillmore","Fillmore Municipal","General Aviation",NA,2015,3
"5374",1400,"NM","UT","1L7","Escalante","Escalante Municipal","General Aviation",NA,2015,2
"5375",1453,"NM","UT","MLF","Milford","Milford Municipal/Ben and Judy Briscoe Field","General Aviation",NA,2015,2
"5376",1551,"NM","UT","U69","Duchesne","Duchesne Municipal","General Aviation",NA,2015,1
"5377",23,"EA","VA","DCA","Arlington","Ronald Reagan Washington National","Primary","Large",2015,11242375
"5378",26,"EA","VA","IAD","Dulles","Washington Dulles International","Primary","Large",2015,10363974
"5379",65,"EA","VA","RIC","Highland Springs","Richmond International","Primary","Small",2015,1740391
"5380",71,"EA","VA","ORF","Norfolk","Norfolk International","Primary","Small",2015,1515200
"5381",157,"EA","VA","ROA","Roanoke","Roanoke-Blacksburg Regional/Woodrum Field","Primary","Nonhub",2015,300181
"5382",162,"EA","VA","CHO","Charlottesville-Albemarle Airport","Charlottesville-Albemarle","Primary","Nonhub",2015,274767
"5383",183,"EA","VA","PHF","Newport News","Newport News/Williamsburg International","Primary","Nonhub",2015,202104
"5384",248,"EA","VA","LYH","Timberlake","Lynchburg Regional/Preston Glenn Field","Primary","Nonhub",2015,75824
"5385",311,"EA","VA","NGU","Norfolk","Norfolk NS (Chambers Field)","General Aviation",NA,2015,32117
"5386",442,"EA","VA","SHD","Weyers Cave","Shenandoah Valley Regional","Commercial Service",NA,2015,5536
"5387",529,"EA","VA","LFI","Hampton","Langley AFB","General Aviation",NA,2015,2818
"5388",733,"EA","VA","APH","Fort A. P. Hill","A.P. Hill AAF (Fort A P Hill)","General Aviation",NA,2015,382
"5389",874,"EA","VA","HEF","Manassas","Manassas Regional/Harry P Davis Field","General Aviation",NA,2015,98
"5390",960,"EA","VA","PVG","Chesapeake","Hampton Roads Executive","General Aviation",NA,2015,40
"5391",1056,"EA","VA","JYO","Leesburg","Leesburg Executive","General Aviation",NA,2015,19
"5392",1160,"EA","VA","CJR","Culpeper","Culpeper Regional","General Aviation",NA,2015,9
"5393",1208,"EA","VA","HSP","Hot Springs","Ingalls Field","General Aviation",NA,2015,7
"5394",1241,"EA","VA","MTV","Spencer","Blue Ridge","General Aviation",NA,2015,6
"5395",1245,"EA","VA","OKV","Winchester","Winchester Regional","General Aviation",NA,2015,6
"5396",1287,"EA","VA","RMN","Stafford","Stafford Regional","General Aviation",NA,2015,5
"5397",1300,"EA","VA","BCB","Blacksburg","Virginia Tech/Montgomery Executive","General Aviation",NA,2015,4
"5398",1316,"EA","VA","HLX","Hillsville","Twin County","General Aviation",NA,2015,4
"5399",1321,"EA","VA","MFV","Melfa","Accomack County","General Aviation",NA,2015,4
"5400",1328,"EA","VA","PSK","Dublin","New River Valley","General Aviation",NA,2015,4
"5401",1359,"EA","VA","FCI","Chesterfield","Richmond Executive-Chesterfield County","General Aviation",NA,2015,3
"5402",1427,"EA","VA","DAN","Danville","Danville Regional","General Aviation",NA,2015,2
"5403",1543,"EA","VA","SFQ","Suffolk","Suffolk Executive","General Aviation",NA,2015,1
"5404",102,"SO","VI","STT","Charlotte Amalie","Cyril E King","Primary","Small",2015,706098
"5405",192,"SO","VI","STX","Christiansted","Henry E Rohlsen","Primary","Nonhub",2015,176588
"5406",325,"SO","VI","VI22","Charlotte Amalie","Charlotte Amalie Harbor","General Aviation",NA,2015,26779
"5407",326,"SO","VI","VI32","Christiansted St Croix","Christiansted Harbor-SSB","General Aviation",NA,2015,26238
"5408",113,"NE","VT","BTV","Burlington","Burlington International","Primary","Small",2015,581143
"5409",444,"NE","VT","RUT","Rutland","Rutland - Southern Vermont Regional","Commercial Service",NA,2015,5379
"5410",921,"NE","VT","MVL","Morrisville","Morrisville-Stowe State","General Aviation",NA,2015,54
"5411",976,"NE","VT","VSF","Springfield","Hartness State (Springfield)","General Aviation",NA,2015,33
"5412",1012,"NE","VT","6B0","Middlebury","Middlebury State","General Aviation",NA,2015,25
"5413",1162,"NE","VT","DDH","Bennington","William H Morse State","General Aviation",NA,2015,9
"5414",1199,"NE","VT","4V8","West Dover","Deerfield Valley Regional","General Aviation",NA,2015,7
"5415",1345,"NE","VT","48VT","Colchester","Cub Cove","General Aviation",NA,2015,3
"5416",1430,"NE","VT","EFK","Newport","Newport State","General Aviation",NA,2015,2
"5417",13,"NM","WA","SEA","Seattle","Seattle-Tacoma International","Primary","Large",2015,20148980
"5418",70,"NM","WA","GEG","Spokane","Spokane International","Primary","Small",2015,1515351
"5419",125,"NM","WA","BLI","Bellingham","Bellingham International","Primary","Small",2015,447693
"5420",145,"NM","WA","PSC","Pasco","Tri-Cities","Primary","Nonhub",2015,348990
"5421",267,"NM","WA","YKM","Yakima","Yakima Air Terminal/McAllister Field","Primary","Nonhub",2015,63747
"5422",269,"NM","WA","EAT","East Wenatchee","Pangborn Memorial","Primary","Nonhub",2015,62319
"5423",280,"NM","WA","PUW","Pullman","Pullman/Moscow Regional","Primary","Nonhub",2015,50883
"5424",291,"NM","WA","ALW","Walla Walla","Walla Walla Regional","Primary","Nonhub",2015,41272
"5425",350,"NM","WA","BFI","Seattle","Boeing Field/King County International","Primary","Nonhub",2015,18945
"5426",387,"NM","WA","FHR","Friday Harbor","Friday Harbor","Primary","Nonhub",2015,11254
"5427",319,"NM","WA","WN22","Seattle","Lake Union","General Aviation",NA,2015,28118
"5428",440,"NM","WA","S60","Kenmore","Kenmore Air Harbor Inc","General Aviation",NA,2015,5573
"5429",448,"NM","WA","ORS","Eastsound","Orcas Island","Commercial Service",NA,2015,5204
"5430",542,"NM","WA","W33","Friday Harbor","Friday Harbor","Commercial Service",NA,2015,2555
"5431",584,"NM","WA","W39","Roche Harbor","Roche Harbor","General Aviation",NA,2015,1988
"5432",587,"NM","WA","TCM","Tacoma","McChord Field (Joint Base Lewis-McChord)","General Aviation",NA,2015,1958
"5433",678,"NM","WA","MWH","Moses Lake","Grant County International","General Aviation",NA,2015,760
"5434",683,"NM","WA","6S9","Stehekin","Stehekin State","General Aviation",NA,2015,722
"5435",687,"NM","WA","WA13","Chelan","Seaplane Landing Area","General Aviation",NA,2015,698
"5436",700,"NM","WA","CLM","Port Angeles","William R Fairchild International","General Aviation",NA,2015,589
"5437",703,"NM","WA","OKH","Oak Harbor","Aj Eisenberg","General Aviation",NA,2015,549
"5438",708,"NM","WA","NUW","Oak Harbor","Whidbey Island NAS /Ault Field","General Aviation",NA,2015,500
"5439",727,"NM","WA","S31","Lopez","Lopez Island","General Aviation",NA,2015,396
"5440",750,"NM","WA","W49","Rosario","Rosario","General Aviation",NA,2015,317
"5441",782,"NM","WA","WA83","West Sound","Westsound/Wsx","General Aviation",NA,2015,235
"5442",790,"NM","WA","SKA","Spokane","Fairchild AFB","General Aviation",NA,2015,214
"5443",814,"NM","WA","RNT","Renton","Renton Municipal","General Aviation",NA,2015,162
"5444",864,"NM","WA","PAE","Everett","Snohomish County (Paine Field)","General Aviation",NA,2015,103
"5445",878,"NM","WA","GRF","Fort Lewis/Tacoma","Gray AAF (Joint Base Lewis-McChord)","General Aviation",NA,2015,97
"5446",891,"NM","WA","74S","Anacortes","Anacortes","General Aviation",NA,2015,80
"5447",963,"NM","WA","TIW","Tacoma","Tacoma Narrows","General Aviation",NA,2015,40
"5448",984,"NM","WA","44WA","White Salmon","Skyline Hospital EMS","General Aviation",NA,2015,30
"5449",1018,"NM","WA","WA79","Amboy","Walter Sutton's Private Strip","General Aviation",NA,2015,25
"5450",1047,"NM","WA","WA09","Roche Harbor","Roche Harbor","General Aviation",NA,2015,20
"5451",1075,"NM","WA","W28","Sequim","Sequim Valley","General Aviation",NA,2015,17
"5452",1087,"NM","WA","63S","Colville","Colville Municipal","General Aviation",NA,2015,15
"5453",1104,"NM","WA","WA18","Decatur Island","Decatur /Jones/","General Aviation",NA,2015,14
"5454",1105,"NM","WA","83Q","Poulsbo","Port of Poulsbo Marina Moorage","General Aviation",NA,2015,13
"5455",1106,"NM","WA","BVS","Burlington","Skagit Regional","General Aviation",NA,2015,13
"5456",1140,"NM","WA","7WA5","Stuart Island","Stuart Island Airpark","General Aviation",NA,2015,10
"5457",1191,"NM","WA","S43","Snohomish","Harvey Field","General Aviation",NA,2015,8
"5458",1221,"NM","WA","68S","Davenport","Davenport","General Aviation",NA,2015,6
"5459",1250,"NM","WA","S18","Forks","Forks","General Aviation",NA,2015,6
"5460",1255,"NM","WA","38WA","Blakely Island","Blakely Island","General Aviation",NA,2015,5
"5461",1269,"NM","WA","ELN","Ellensburg","Bowers Field","General Aviation",NA,2015,5
"5462",1277,"NM","WA","KLS","Kelso","Southwest Washington Regional","General Aviation",NA,2015,5
"5463",1285,"NM","WA","PWT","Bremerton","Bremerton National","General Aviation",NA,2015,5
"5464",1428,"NM","WA","DEW","Deer Park","Deer Park","General Aviation",NA,2015,2
"5465",1460,"NM","WA","OMK","Omak","Omak","General Aviation",NA,2015,2
"5466",1465,"NM","WA","PLU","Puyallup","Pierce County - Thun Field","General Aviation",NA,2015,2
"5467",1472,"NM","WA","S40","Prosser","Prosser","General Aviation",NA,2015,2
"5468",1473,"NM","WA","S50","Auburn","Auburn Municipal","General Aviation",NA,2015,2
"5469",1474,"NM","WA","S95","College Place","Martin Field","General Aviation",NA,2015,2
"5470",1553,"NM","WA","VUO","Vancouver","Pearson Field","General Aviation",NA,2015,1
"5471",50,"GL","WI","MKE","Milwaukee","General Mitchell International","Primary","Medium",2015,3229897
"5472",96,"GL","WI","MSN","Madison","Dane County Regional-Truax Field","Primary","Small",2015,826640
"5473",159,"GL","WI","GRB","Green Bay","Green Bay-Austin Straubel International","Primary","Nonhub",2015,295245
"5474",168,"GL","WI","ATW","Appleton","Appleton International","Primary","Nonhub",2015,258321
"5475",211,"GL","WI","CWA","Mosinee","Central Wisconsin","Primary","Nonhub",2015,126016
"5476",230,"GL","WI","LSE","La Crosse","La Crosse Regional","Primary","Nonhub",2015,94874
"5477",344,"GL","WI","RHI","Rhinelander","Rhinelander-Oneida County","Primary","Nonhub",2015,20673
"5478",348,"GL","WI","EAU","Eau Claire","Chippewa Valley Regional","Primary","Nonhub",2015,19332
"5479",730,"GL","WI","VOK","Camp Douglas","Volk Field","General Aviation",NA,2015,391
"5480",758,"GL","WI","C29","Middleton","Middleton Municipal - Morey Field","General Aviation",NA,2015,293
"5481",762,"GL","WI","AIG","Antigo","Langlade County","General Aviation",NA,2015,282
"5482",780,"GL","WI","UES","Waukesha","Waukesha County","General Aviation",NA,2015,242
"5483",798,"GL","WI","JVL","Janesville","Southern Wisconsin Regional","General Aviation",NA,2015,197
"5484",804,"GL","WI","OSH","Oshkosh","Wittman Regional","General Aviation",NA,2015,175
"5485",883,"GL","WI","ENW","Kenosha","Kenosha Regional","General Aviation",NA,2015,90
"5486",907,"GL","WI","SBM","Sheboygan","Sheboygan County Memorial","General Aviation",NA,2015,61
"5487",909,"GL","WI","AUW","Wausau","Wausau Downtown","General Aviation",NA,2015,60
"5488",933,"GL","WI","HYR","Hayward","Sawyer County","General Aviation",NA,2015,48
"5489",934,"GL","WI","RPD","Rice Lake","Rice Lake Regional - Carl's Field","General Aviation",NA,2015,48
"5490",941,"GL","WI","EGV","Eagle River","Eagle River Union","General Aviation",NA,2015,46
"5491",974,"GL","WI","MWC","Milwaukee","Lawrence J Timmerman","General Aviation",NA,2015,34
"5492",1002,"GL","WI","ASX","Ashland","John F Kennedy Memorial","General Aviation",NA,2015,26
"5493",1134,"GL","WI","SUE","Sturgeon Bay","Door County Cherryland","General Aviation",NA,2015,11
"5494",1188,"GL","WI","RAC","Racine","John H Batten","General Aviation",NA,2015,8
"5495",1229,"GL","WI","CLI","Clintonville","Clintonville Municipal","General Aviation",NA,2015,6
"5496",1280,"GL","WI","MTW","Manitowoc","Manitowoc County","General Aviation",NA,2015,5
"5497",1310,"GL","WI","ETB","West Bend","West Bend Municipal","General Aviation",NA,2015,4
"5498",1331,"GL","WI","RYV","Watertown","Watertown Municipal","General Aviation",NA,2015,4
"5499",1360,"GL","WI","FLD","Fond du Lac","Fond du Lac County","General Aviation",NA,2015,3
"5500",1378,"GL","WI","MRJ","Mineral Point","Iowa County","General Aviation",NA,2015,3
"5501",1450,"GL","WI","MFI","Marshfield","Marshfield Municipal","General Aviation",NA,2015,2
"5502",1505,"GL","WI","BUU","Burlington","Burlington Municipal","General Aviation",NA,2015,1
"5503",1508,"GL","WI","C02","Lake Geneva","Grand Geneva Resort","General Aviation",NA,2015,1
"5504",1517,"GL","WI","DLL","Baraboo","Baraboo Wisconsin Dells","General Aviation",NA,2015,1
"5505",1536,"GL","WI","PBH","Phillips","Price County","General Aviation",NA,2015,1
"5506",1552,"GL","WI","UNU","Juneau","Dodge County","General Aviation",NA,2015,1
"5507",694,"WP","WK","AWK","Wake Island","Wake Island Airfield","General Aviation",NA,2015,630
"5508",173,"EA","WV","CRW","Charleston","Yeager","Primary","Nonhub",2015,225170
"5509",226,"EA","WV","HTS","Huntington","Tri-State/Milton J Ferguson Field","Primary","Nonhub",2015,101741
"5510",336,"EA","WV","CKB","Clarksburg","North Central West Virginia","Primary","Nonhub",2015,24087
"5511",421,"EA","WV","MGW","Morgantown","Morgantown Municipal-Walter L Bill Hart Field","Commercial Service",NA,2015,7163
"5512",430,"EA","WV","LWB","Lewisburg","Greenbrier Valley","Commercial Service",NA,2015,6233
"5513",472,"EA","WV","PKB","Parkersburg","Mid-Ohio Valley Regional","Commercial Service",NA,2015,4409
"5514",559,"EA","WV","BKW","Beckley","Raleigh County Memorial","General Aviation",NA,2015,2319
"5515",1443,"EA","WV","I18","Ravenswood","Jackson County","General Aviation",NA,2015,2
"5516",1456,"EA","WV","MRB","Martinsburg","Eastern WV Regional/Shepherd Field","General Aviation",NA,2015,2
"5517",155,"NM","WY","JAC","Jackson","Jackson Hole","Primary","Nonhub",2015,313151
"5518",223,"NM","WY","CPR","Casper","Casper/Natrona County International","Primary","Nonhub",2015,103123
"5519",308,"NM","WY","COD","Cody","Yellowstone Regional","Primary","Nonhub",2015,33278
"5520",315,"NM","WY","GCC","Gillette","Gillette-Campbell County","Primary","Nonhub",2015,30502
"5521",353,"NM","WY","RKS","Rock Springs","Rock Springs-Sweetwater County","Primary","Nonhub",2015,17657
"5522",367,"NM","WY","LAR","Laramie","Laramie Regional","Primary","Nonhub",2015,14741
"5523",496,"NM","WY","CYS","Cheyenne","Cheyenne Regional/Jerry Olson Field","Commercial Service",NA,2015,3650
"5524",499,"NM","WY","RIW","Riverton","Riverton Regional","Commercial Service",NA,2015,3537
"5525",677,"NM","WY","WRL","Worland","Worland Municipal","General Aviation",NA,2015,762
"5526",741,"NM","WY","SHR","Sheridan","Sheridan County","General Aviation",NA,2015,344
"5527",754,"NM","WY","WY14","Hulett","Ipy Ranch","General Aviation",NA,2015,311
"5528",1007,"NM","WY","SAA","Saratoga","Shively Field","General Aviation",NA,2015,26
"5529",1146,"NM","WY","EVW","Evanston","Evanston-Uinta County Burns Field","General Aviation",NA,2015,10
"5530",1170,"NM","WY","PNA","Pinedale","Ralph Wenz Field","General Aviation",NA,2015,9
"5531",1216,"NM","WY","THP","Thermopolis","Hot Springs County-Thermopolis Municipal","General Aviation",NA,2015,7
"5532",1224,"NM","WY","AFO","Afton","Afton Municipal","General Aviation",NA,2015,6
"5533",1270,"NM","WY","EMM","Kemmerer","Kemmerer Municipal","General Aviation",NA,2015,5
"5534",1278,"NM","WY","LND","Lander","Hunt Field","General Aviation",NA,2015,5
"5535",1307,"NM","WY","DWX","Dixon","Dixon","General Aviation",NA,2015,4
"5536",1431,"NM","WY","FBR","Fort Bridger","Fort Bridger","General Aviation",NA,2015,2
"5537",1442,"NM","WY","HSG","Thermopolis","Hot Springs County","General Aviation",NA,2015,2
"5538",1507,"NM","WY","BYG","Buffalo","Johnson County","General Aviation",NA,2015,1
"5539",1550,"NM","WY","TOR","Torrington","Torrington Municipal","General Aviation",NA,2015,1
"5540",56,"AL","AK","ANC","Anchorage","Ted Stevens Anchorage International","Primary","Medium",2014,2381826
"5541",121,"AL","AK","FAI","Fairbanks","Fairbanks International","Primary","Small",2014,459769
"5542",132,"AL","AK","JNU","Juneau","Juneau International","Primary","Small",2014,375828
"5543",196,"AL","AK","BET","Bethel","Bethel","Primary","Nonhub",2014,155936
"5544",212,"AL","AK","KTN","Ketchikan","Ketchikan International","Primary","Nonhub",2014,115948
"5545",229,"AL","AK","ENA","Kenai","Kenai Municipal","Primary","Nonhub",2014,100448
"5546",242,"AL","AK","ADQ","Kodiak","Kodiak","Primary","Nonhub",2014,79966
"5547",243,"AL","AK","SIT","Sitka","Sitka Rocky Gutierrez","Primary","Nonhub",2014,72027
"5548",247,"AL","AK","SCC","Deadhorse","Deadhorse","Primary","Nonhub",2014,56001
"5549",258,"AL","AK","OTZ","Kotzebue","Ralph Wien Memorial","Primary","Nonhub",2014,63128
"5550",271,"AL","AK","OME","Nome","Nome","Primary","Nonhub",2014,58610
"5551",282,"AL","AK","BRW","Barrow","Wiley Post-Will Rogers Memorial","Primary","Nonhub",2014,56995
"5552",292,"AL","AK","HOM","Homer","Homer","Primary","Nonhub",2014,38862
"5553",299,"AL","AK","AKN","King Salmon","King Salmon","Primary","Nonhub",2014,35012
"5554",312,"AL","AK","DUT","Unalaska","Unalaska","Primary","Nonhub",2014,29370
"5555",324,"AL","AK","DLG","Dillingham","Dillingham","Primary","Nonhub",2014,39414
"5556",345,"AL","AK","LHD","Anchorage","Lake Hood","Primary","Nonhub",2014,13545
"5557",346,"AL","AK","PSG","Petersburg","Petersburg James A Johnson","Primary","Nonhub",2014,19065
"5558",356,"AL","AK","CDV","Cordova","Merle K (Mudhole) Smith","Primary","Nonhub",2014,14479
"5559",362,"AL","AK","UNK","Unalakleet","Unalakleet","Primary","Nonhub",2014,13099
"5560",366,"AL","AK","MRI","Anchorage","Merrill Field","Primary","Nonhub",2014,22210
"5561",370,"AL","AK","VDZ","Valdez","Valdez Pioneer Field","Primary","Nonhub",2014,14658
"5562",371,"AL","AK","ANI","Aniak","Aniak","Primary","Nonhub",2014,12955
"5563",375,"AL","AK","KSM","St Mary's","St Mary's","Primary","Nonhub",2014,12473
"5564",379,"AL","AK","WRG","Wrangell","Wrangell","Primary","Nonhub",2014,11828
"5565",388,"AL","AK","GST","Gustavus","Gustavus","Primary","Nonhub",2014,9484
"5566",390,"AL","AK","GAL","Galena","Edward G Pitka Sr","Primary","Nonhub",2014,12349
"5567",394,"AL","AK","YAK","Yakutat","Yakutat","Primary","Nonhub",2014,10619
"5568",398,"AL","AK","HNH","Hoonah","Hoonah","Primary","Nonhub",2014,9849
"5569",295,"AL","AK","5KE","Ketchikan","Ketchikan Harbor","General Aviation",NA,2014,46483
"5570",392,"AL","AK","DGG","Red Dog Mine","Red Dog","General Aviation",NA,2014,10101
"5571",399,"AL","AK","AKW","Klawock","Klawock","Commercial Service",NA,2014,7780
