game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
146021,"Game description from the publisher:&#10;&#10;Across the globe, ancient evil is stirring. Now, you and your trusted circle of colleagues must travel around the world, working against all odds to hold back the approaching horror. Foul monsters, brutal encounters, and obscure mysteries will take you to your limit and beyond. All the while, you and your fellow investigators must unravel the otherworldy mysteries scattered around the globe in order to push back the gathering mayhem that threatens to overwhelm humanity. The end draws near! Do you have the courage to prevent global destruction?&#10;&#10;Eldritch Horror is a cooperative game of terror and adventure in which one to eight players take the roles of globetrotting investigators working to solve mysteries, gather clues, and protect the world from an Ancient One &ndash; that is, an elder being intent on destroying our world. Each Ancient One comes with its own unique decks of Mystery and Research cards, which draw you deeper into the lore surrounding each loathsome creature. Discover the true name of Azathoth or battle Cthulhu on the high seas.&#10;&#10;While the tasks on these Mystery cards (along with the locations of otherworldly gates, menacing monsters, and helpful clues) will often inform both your travel plans and the dangers you confront, you can find adventure anywhere in the world...even where you least expect it. It is during the Encounter Phase of each turn that players resolve combat or, alternatively, build their investigators' personal stories by reading an encounter narrative from one of several types of Encounter cards. You might go head to head with a monster in Istanbul or find yourself in a tough spot with the crime syndicate in a major city. Maybe you will embark on an expedition to the Pyramids or research a clue you uncover in the unnamed wilderness. You may even find your way through a gate and explore a dimension beyond time and space.&#10;&#10;Should you fail an encounter, the cost is steep. If you are fortunate, you will merely incur physical or mental trauma. However, you might also be compelled to take a Condition card, which represents a specific injury or restriction gained throughout your journey, such as a Leg Injury or Amnesia. You could find yourself getting in over your head to acquire assets and receive a Debt condition &ndash; or maybe you'll owe a favor to something far more insidious than a debt collector, and enter into a Dark Pact! Whatever your condition, you would be wise to find a resolution with haste; many conditions have a &quot;reckoning effect&quot; which, if triggered, ensure a much more sinister fate.&#10;&#10;All the while, the arrival of the Ancient One approaches. Its malign influence is manifested in Eldritch Horror as you draw Mythos Cards, which govern the appearance of otherworldly gates, fearsome monsters, and other ominous elements. Mythos cards keep your investigators under pressure, introducing new threats, even as the arrival of the Great Old One draws nearer! Since the investigators draw a new Mythos card each round, they're certain to have their hands full battling foul creatures and following up on strange rumors, even as they work to solve their three all-important mysteries.&#10;&#10;With twelve unique investigators, two hundred-fifty tokens, and over three hundred cards, Eldritch Horror presents an epic, world-spanning adventure with each and every game.&#10;&#10;",//cf.geekdo-images.com/images/pic1872452.jpg,8,240,14,1,120,Eldritch Horror,240,//cf.geekdo-images.com/images/pic1872452_t.jpg,2013,"Anders Finér,David Griffith,Ed Mattinian,Patrick McEvoy,Dallas Mehlhoff,Emilio Rodriguez,Magali Villeneuve,Drew Whitmore","Adventure,Fantasy,Fighting,Horror,Novel-based",NA,"Corey Konieczka,Nikki Valens","Eldritch Horror: Cities in Ruin,Eldritch Horror: Forsaken Lore,Eldritch Horror: Mountains of Madness,Eldritch Horror: Signs of Carcosa,Eldritch Horror: Strange Remnants,Eldritch Horror: The Dreamlands,Eldritch Horror: Under the Pyramids","Arkham Horror,Cthulhu Mythos,Eldritch Horror,Solitaire Games","Co-operative Play,Dice Rolling,Point to Point Movement,Variable Player Powers","Fantasy Flight Games,Arclight,Delta Vision Publishing,Edge Entertainment,Galakta,Galápagos Jogos,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Korea Boardgames co., Ltd.,Wargames Club Publishing",7.94433,16196
146034,"Players in Donburiko (&#227;&#131;&#137;&#227;&#131;&#179;&#227;&#131;&#150;&#227;&#131;&#170;&#227;&#130;&#179;) need to grab acorns while staying out of the ponds, as acorns don't appreciate spending lots of time in the water. (The game's setting comes from the children's nursery song &quot;Donguri Korokoro&quot; (&#227;&#129;&#169;&#227;&#130;&#147;&#227;&#129;&#144;&#227;&#130;&#138;&#227;&#129;&#147;&#227;&#130;&#141;&#227;&#129;&#147;&#227;&#130;&#141;), in which acorns roll down from the hills into the ponds, first excitedly playing with the loaches &ndash; a type of freshwater fish &ndash; only to then pine for the mountain left behind. The last line of the song: &quot;He cried and the loach didn't know what to do.&quot;)&#10;&#10;Each player starts with a few chips, each worth a point. The 16-card deck &ndash; which consists of two loaches (worth 0), four ponds (worth -1 or -2) and ten acorns (worth 1-5) &ndash; is shuffled, then a number of cards equal to the number of players are laid face-up. Each player receives a hand of 3-4 cards.&#10;&#10;On a turn, a player either places a card from his hand into one of the columns or claims one of the columns. When placing a card, he can lay it face-up (taking one chip from the bank) or face-down (placing one of his chips on the card); when taking a column, it must have at least two cards and at most six.&#10;&#10;After taking a column, the player sums the cards in that column, with a loach turning the negative ponds positive and with two of the acorns worth either 1 or 5 at the player's discretion. If the column's sum is between 0-6, the player takes that many chips from the bank; if more than 6 or less than 0, he pays the difference to the bank. This player is then out of the round, while the others continue to play cards or take columns.&#10;&#10;A round ends when no columns remain, columns with only one card remain, or someone scores 6 chips from a column; in the latter case, the round ends immediately, and no one else scores anything. Players then start a new round. When the bank empties or a player has 20 or more chips, players complete the current round, then the player with the most chips wins!&#10;&#10;",//cf.geekdo-images.com/images/pic1735651.jpg,4,15,7,2,15,Donburiko,15,//cf.geekdo-images.com/images/pic1735651_t.jpg,2013,Masanofu,Card Game,NA,Masanofu,NA,NA,Hand Management,"Ferti,Japon Brand,Yū-gen Roman",6.48605,86
146035,"Eggs of Ostrich is the name of the game, and ostrich eggs are what you're trying to claim.&#10;&#10;The three players in this game each start with four sacks, numbered 2, 3, 5 and 7. They have five claim cards in hand, one for each sack and a &quot;skip&quot; card. Nine egg cards (valued 4-10) and three amber cards are shuffled, then two cards are removed from the game.&#10;&#10;In each of the ten rounds, someone reveals the top card of the egg deck, then each player simultaneously chooses and reveals a claim card. All players who didn't choose &quot;skip&quot; divide the eggs equally amongst themselves, then place these eggs in the sack that matches the card they played. Each player then sets aside the claim card he used, leaving it out of play for the next round, after which it returns to his hand.&#10;&#10;If an amber card is revealed, then if only one player plays &quot;skip&quot;, he claims the amber, setting it next to his sacks; if no players or two or three players play &quot;skip&quot;, then no one gets the amber.&#10;&#10;If a sack ever holds more eggs than the number on the sack, it rips and all the eggs fall to the ground and break. Pity. That player covers that sack with the matching claim card, which is now out of play for him.&#10;&#10;After ten rounds, the game ends, then players tally their scores. Each sack that holds exactly the right number of eggs is worth that many points; each sack holding fewer eggs is worth half as many points as the number of eggs in it, rounded down. Each amber is worth 4 points. The player with the most points is the ostrich egg champ!&#10;&#10;",//cf.geekdo-images.com/images/pic1735663.jpg,3,10,12,3,10,Eggs of Ostrich,10,//cf.geekdo-images.com/images/pic1735663_t.jpg,2012,KONOKI,Card Game,NA,Shimpei Sato,NA,Animals: Ostriches,"Hand Management,Simultaneous Action Selection","conception,Japon Brand",6.64401,168
146094,"Plunder is a deduction card game in which everyone is a pirate captain with a buried treasure. Players attempt to steal the hidden treasures of the other captains by figuring out the three landmarks that mark where each treasure is hidden. The first player to a treasure takes the largest share, while those who reach it second or third receive less. Keeping your treasure from being stolen is also worth victory points in the end. Find and steal the most treasures first to win in the end!&#10;&#10;&#10;Game Summary&#10;Players each get a random set of 3 cards (3 colors) each numbered 1-6: a unique combination. There are 3 decks of question cards matching these colors. On your turn, flip the top 3 questions; you may replace one of these by flipping the next card in that deck. All other players then respond AYE or NAY if they do or do not (respectively) have any exact matches. At any time players may guess the combo of any player by putting their guess into the treasure chest box. Each player in an n-player game may make n unique guesses.&#10;&#10;After 15 rounds, guesses are revealed in the order they were submitted. If correct, that player will steal from that pirate's treasure: first 3, then 2, then 1. If no one steals your treasure, it's worth 6 to you; if they do, you lose the points they're taking. The player with the most treasure (their own, plus any stolen from others) wins!&#10;&#10;",//cf.geekdo-images.com/images/pic1736895.jpg,6,45,10,2,30,Plunder,45,//cf.geekdo-images.com/images/pic1736895_t.jpg,2013,Michael Perry,"Card Game,Deduction,Pirates",NA,Jonathan Franklin,NA,Admin: Better Description Needed!,NA,R&R Games,5.99952,104
146104,"UnNatural Selection is an amusing tongue-in-cheek battle game in which you play creature cards (ranging from microscopic, animal, historical and mythical) to fight in an arena. Each player is dealt three cards, each card is both creature and modifier. each player except the judge plays one card face down as their creature. Once all the creatures are set out, players take turns placing the remaining cards in their hands face down to alter the abilities of your opponents in funny ways.&#10;&#10;Then the players are encouraged to try and sway the player judge (of the round) in their favor, the judge has the final decision of which creature wins the round.&#10;&#10;The player whose creatures win a number of rounds based on how many players are in the game wins.&#10;&#10;A hilarious fun Family/Party card game.&#10;&#10;",//cf.geekdo-images.com/images/pic1737124.jpg,10,30,8,3,30,UnNatural Selection,30,//cf.geekdo-images.com/images/pic1737124_t.jpg,2013,Matthan Heiselt,"Animals,Card Game",NA,"Ken Gruhl,Quentin Weir",NA,Admin: Better Description Needed!,Take That,R&R Games,5.32408,71
146130,"Coin Age is a microgame for two players that's played with a single card and pocket change. Players take turns placing coins on a map to control spaces, outmaneuver their opponent, and score victory points.&#10;&#10;Coin Age uses an innovative &quot;coin slap&quot; mechanism to determine available actions. On a player's turn, he takes one of each of his remaining types of coins in hand (one quarter, one nickel, one penny, and one dime), shakes them up, then slaps them on the table. Based on the number of coins that match his &quot;side&quot;, he can then either place coins on the map, move previously placed coins to an adjacent space, or remove them altogether. When placing coins, players may also place their coins on top of the opponent's coins if their size/rank is smaller, so while a quarter will give you the most victory points at the end of the game, it has the highest probability of being covered by your opponent.&#10;&#10;Coin Age is a quick-playing area control game with lots of player interaction and a bit of push-your-luck gameplay.&#10;&#10;",//cf.geekdo-images.com/images/pic1753319.png,2,15,0,2,15,Coin Age,15,//cf.geekdo-images.com/images/pic1753319_t.png,2013,Adam P. McIver,"Abstract Strategy,Print & Play",NA,Adam P. McIver,NA,"Crowdfunding: Kickstarter,TMG Microgames","Area Control / Area Influence,Area Movement,Press Your Luck","(Web published),KOI Games,Project Game,Tasty Minstrel Games",6.18219,1509
146146,"In Galapagos, players move around the island searching for new species of turtles and trying to stay one step ahead of everyone else. With good planning and some luck on the dice, you'll collect more turtles than anyone else and triumph on this whirlwind island tour.&#10;&#10;During set-up, players arrange the island tiles, then place five or six turtles on various tiles, depending on the number of players. Each player places his character token on the island and takes five color dice.&#10;&#10;In each round, all players simultaneously roll their dice, then arrange them in the order they want to use them. Whoever first completes his planning grabs the sand timer in the center of the board, starting the timer for everyone else to finish their plans. Once time runs out, this player moves his character on the island, moving it to an adjacent space matching the color of the first die in his plan, then moving it again, and so on &ndash; ideally picking up lots of turtles along the way. The other players take turns in clockwise order. A player who lands his character on a corner space can move to either adjacent corner space (as long as he's placed the correct color in his movement chart).&#10;&#10;Players add turtles to the board to bring the total available to five or six, then start a new round. Once all the turtles have been collected, the game ends and the player score for the turtles they've collected: 8 points for a set of six differently-colored turtles, and 1 point for each other turtle. Whoever has the highest score wins!&#10;&#10;",//cf.geekdo-images.com/images/pic1738013.jpg,4,30,8,2,30,Galapagos,30,//cf.geekdo-images.com/images/pic1738013_t.jpg,2013,Alexander Jung,Dice,NA,Björn Heismann,NA,Animals: Turtles,"Dice Rolling,Point to Point Movement",AMIGO Spiel + Freizeit GmbH,5.40462,78
146149,"Haim Shafir's most famous game design, Halli Galli, includes one of the best-known game props in existence: a bell. Players both young and old love to hit the bell after spotting a winning combination, so it's no surprise to see the bell return in yet another Shafir design: Speed Cups.&#10;&#10;In this game, each player receives a set of five plastic cups, each a different color; a deck of 24 cards is shuffled and placed face down in the center of the table next to the bell. One player flips over the top card, which depicts colored objects &ndash; trains, birds, cups, etc. &ndash; stacked vertically or horizontally, then everyone tries to recreate this colored sequence with her own set of cups. The first player to do slams the bell, revels in the soul-brightening &quot;ding&quot;, then (if correct), claims the card. Someone then reveals the next card, and the players start shuffling cups once again.&#10;&#10;Once all the cards have been claimed, whoever holds the most cards wins!&#10;&#10;microbadge: &#10;&#10;",//cf.geekdo-images.com/images/pic1738026.jpg,4,15,6,2,15,Speed Cups,15,//cf.geekdo-images.com/images/pic1738026_t.jpg,2013,"Yaniv Shimoni,Barbara Spelger","Action / Dexterity,Children's Game,Real-time",NA,Haim Shafir,Speed Cups: Fan-Edition,NA,Pattern Building,"999 Games,AMIGO Spiel + Freizeit GmbH,Brain Games,Broadway Toys LTD,G3,Gigamic,Giochi Uniti,Kaissa Chess & Games,Kikigagne?,Lautapelit.fi,Mercurio,Shafir Games (המשחקים של חיים שפיר),Spin Master Ltd.,Swan Panasia Co., Ltd.",6.24638,598
146151,"The player mice in K&auml;se W&uuml;rfeln want to stack cheese as high as they can. Why? Why don't they just eat the cheese? That's not the issue here &ndash; let the mice do what they want!&#10;&#10;On a turn, a player rolls eight six-sided dice up to four times, keeping dice between rolls if desired. After finishing, she claims a number card if she's rolled that number on that many dice; e.g., if she's rolled a 4 on four dice, she claims the 4 card. After claiming a card, she either starts a new stack with that card as its base or places that card on top of another card she already has &ndash; but only if that card is lower than the top card of the stack.&#10;&#10;If a player takes a 1 card, she can place it either glass case side up on top of a stack &ndash; closing that stack (since nothing can be placed on a 1) and protecting it from being stolen &ndash; or mouse side up; a mouse side-up 1 can later be placed on a stack, and a player can have only two of these cards. When a player closes a stack with four, five or six cards, she takes a bonus card from the table, with earlier claimed bonus cards being worth more points.&#10;&#10;If a player can't take any cards, she takes a gift card, which she can spend on a later turn to rotate a die to show a particular face. A player can hold only one gift card.&#10;&#10;When three of the number stacks are empty, the game ends immediately. The player with the most stacks claims a 12-point bonus card, then players tally their points. Each closed stack is worth the product of the largest number in the stack and the number of cards in the stack; each open stack is worth the sum of the cards in the stack. The player with the most points wins!&#10;&#10;",//cf.geekdo-images.com/images/pic1738081.jpg,5,30,8,2,30,Käse Würfeln,30,//cf.geekdo-images.com/images/pic1738081_t.jpg,2013,Björn Pertoft,Dice,NA,Michael Feldkötter,NA,"AMIGO  dice games in box,Animals: Mice","Dice Rolling,Pattern Building","AMIGO Spiel + Freizeit GmbH,Giochi Uniti",5.27547,53
146152,"Wolfgang Kramer's Flash 10 is a quick-playing take on the Rack-O game system, with players trying to arrange cards in numerical order &ndash; but doing so all at the same time.&#10;&#10;The card deck includes 120 cards, twenty showing a thunderstorm and the other hundred numbered 0-99, with each card ending in 0 or 5 showing a lightning bolt. Someone shuffles the deck, then each player receives ten cards face down, which they place in a row in front of them. Playing simultaneously and as quickly as possible, players reveal these cards (without rearranging them), then start taking cards one at a time from those scattered in the center of the table and placing them on one of the ten cards in front of them, thereby creating stacks of cards as the game progresses. If a player draws a thunderstorm card, she can place it on any stack.&#10;&#10;As soon as a player has ten number cards in ascending order from left to right, she yells &quot;Stop!&quot; and ends the round. If she's correct, she scores 10 points, plus 2 points for ending the round. Each other player scores points for the number of cards in order starting from their left stack. In addition, each card with a lightning bolt (whether in order or not) is worth 1 point, while each thunderstorm card is worth -1 point. Players then shuffle the cards and start another round. Whoever reaches 50 or more points first wins!&#10;&#10;Flash 10 includes two variants. In one, players can end the round even if they have one or more thunderstorm cards in their row. In the second, players use nine cards instead of ten, and they must arrange their cards in ascending, then descending order with the fifth card in the row serving as the turning point.&#10;&#10;",//cf.geekdo-images.com/images/pic1738124.jpg,5,20,8,2,20,Flash 10,20,//cf.geekdo-images.com/images/pic1738124_t.jpg,2013,INGEORGE Design,"Card Game,Real-time",NA,Wolfgang Kramer,NA,NA,Pattern Building,AMIGO Spiel + Freizeit GmbH,6.29423,52
146158,"In New Haven, set in colonial New England, players must develop the riches of the land and build a thriving settlement. Players place tiles strategically to a shared game board to cut timber, quarry stone, plant fields of wheat, and fill pastures with fat sheep. Players then use these resources to erect buildings on their own village boards, attempting to complete rows and columns for population points. Whoever can build the biggest and most prosperous town will end up with the biggest population and win the game!&#10;&#10;New Haven is a tile-laying game with a drafting component. The center board is the land between the player villages from which resources will be gathered. Players select from their two hidden tiles and play on this board to generate available value in some of the four resources. Once per game, each player can get a shipment which delivers a large value of one specific resource type.&#10;&#10;This value is then used by the player to play building tokens on his personal village board. However, he can play only building tokens already owned behind his player screen, with restrictions on how buildings must be arranged. He can elect to play a token face down for more flexibility, but this means a lower score if he successfully completes that row or column of buildings.&#10;&#10;Once a player is done building, any value he hasn't used is available for his opponents to use to build! Thus, the goal when placing resource tiles is to generate just enough for what is needed, not the most that can possibly be created. Finally, the player drafts new building tokens for use on future turns; plan your creation and consumption of resources to perfectly match your needs, and you'll be rewarded with additional tokens.&#10;&#10;The base game lasts ten turns, and the player who attracts the most colonists to his village by completing roads and avenues of buildings wins the game.&#10;&#10;New Haven plays well with 2, 3, or 4 players, lasting about 15 minutes per player, with a bit more time needed for learning games. The game includes a side B game board with some twists, as well as rule variants that can make the gameplay either more forgiving or more strategic.&#10;&#10;",//cf.geekdo-images.com/images/pic1738404.jpg,4,60,12,2,60,New Haven,60,//cf.geekdo-images.com/images/pic1738404_t.jpg,2013,"Dennis Lohausen,Jennifer Vargas",City Building,NA,"Brian Leet,Kevin Worden",New Haven: Charters,Colonial Theme,Tile Placement,R&R Games,6.56232,345
146161,"With a name like Arche Noah, it should come as no surprise that you want to collect animals in pairs.&#10;&#10;At the start of the game, players receive one animal card face down from the shuffled deck; the deck includes ten types of animals, with cards numbered 1-4 for each type. The player looks at this card in secret, and takes 10-12 purple chips and 2-3 green chips, depending on the number of players.&#10;&#10;Each round, animal cards are revealed equal to the number of players. In clockwise order from the starting player, each player bids a number of purple chips, then starting with the high bidder (going clockwise from the starting player in case of ties), each player takes one animal card and places it face down on his stack. If a player discards one of his green chips, he takes two animals instead, stiffing whoever comes last in the round!&#10;&#10;After all of the animals have been claimed, players reveal their collection. Pairs of the same type of animal score the sum of their numbers; if you have all four animals (two pairs), you receive 3 bonus points; if you have an animal which is not part of a pair, you lose points equal to its number. Each pair of purple chips is worth 1 point.&#10;&#10;After tallying the points, players shuffle the cards, refill their purple chips, receive one animal in secret, then play another round. At the end of that round, players score again, this time receiving 1 point for each green chip still in hand. Whoever has the highest total over two rounds wins!&#10;&#10;",//cf.geekdo-images.com/images/pic1738469.jpg,5,25,8,2,25,Arche Noah,25,//cf.geekdo-images.com/images/pic1738469_t.jpg,2013,Doris Matthäus,"Animals,Card Game",NA,Christoph Behre,NA,Noah,"Auction/Bidding,Set Collection",AMIGO Spiel + Freizeit GmbH,5.78148,54
146188,"Help! Lava is coming!! In Mauna Kea, you're exploring a previously unknown volcanic island in the South Pacific with your research team when suddenly there's a terrible roar: The volcano has come to life! Now, you must find as many artifacts as possible and bring them, along with your researchers, to the rescue boats at the coast. If you plan your ways cleverly and have a little bit of luck, you'll survive the volcanic eruption as the rescuing hero!&#10;&#10;Each player starts the game with a team of 3-5 researchers (depending on the number of players) and a set of randomly selected terrain tiles that collectively have at least five movement points; the more jungle spaces on a tile, the more movement points it provides. On a player's turn, he must play all of his tiles in any order he wants, either placing them on the game board to expand the terrain on which players can move or spending the movement points to move his researchers to orthogonally adjacent spaces (1 point to enter jungle, 2 points to enter water, 16,000 points to enter mountain &mdash; actually, you can't enter a mountain space). If his researcher enters a space with an artifact, he then drags that artifact with him as he moves. If his researcher reaches a boat, he fills as many seats as possible with artifacts, then hits the water. Sorry, chumps!&#10;&#10;At the end of his turn, he draws new tiles &mdash; and if he pulls a lava tile from the bag, he places it on the board immediately. Lava flows away from the central cone, with each tile indicating the side of the volcano from which it flows. If lava hits established terrain, it covers that terrain; if it hits researchers and artifacts, it covers them, too. Players continue taking turns until someone has no researchers left on the island, whether due to them leaving the island or donning a lava blanket. Everyone else takes one final turn, then players score, collecting 3 points per saved researcher, 1-3 points for each artifact, and -1 point for each empty space on the boats they used. The player with the highest score wins.&#10;&#10;In the advanced game, players don't return tiles to the bag when they use them for movement points. Instead they start the game with four action or task cards in hand. They can play as many action cards as they wish on a turn to help their researchers cross mountains, swim faster, or helicopter to safety, but they have only four for the entire game. The game now ends when a player has no researchers or no tile remain in the bag. In addition to their other points, players now score for completed task cards, earning points for specific combinations of artifacts or for taking a certain boat. Again, the player with the highest score wins.&#10;&#10;",//cf.geekdo-images.com/images/pic1753761.jpg,4,45,10,2,45,Mauna Kea,45,//cf.geekdo-images.com/images/pic1753761_t.jpg,2013,Andreas Resch,Adventure,NA,Touko Tahkokallio,NA,NA,"Grid Movement,Hand Management,Tile Placement",HUCH! & friends,5.62267,157
146197,"Patriot, Frontiersman, Southern Gentleman, Soldier, Trapper, Settler, Indian Scout, Statesman, or Explorer &ndash; you decide the course of your character's life and tell the tales that tamed a continent.&#10;&#10;Legends of the American Frontier is an adventure game for 3 to 7 players in which you live the life of a newly minted citizen in the colonial days of America, starting just after the Revolutionary War in the 1780s and running through the early 1800s.&#10;&#10;Over the course of the game, the history of your character will unfold through the adventures you choose to seek Status, Fame, Wealth, and Happiness and the story cues you collect or purchase to define your character's life and deeds. As you craft a tale of adventure, hardship, and discovery, you will be revealing your own legends of the American frontier.&#10;&#10;The objective of the game is to score the most points through completing Adventures and purchasing Rewards. All Adventures and Rewards are added to the characters Legend, so are not hidden during the course of the game. At the end of the game in the Legend Phase, each player will tell his character's life story to the group based on their Legend developed over the course of play then proceed to the final scoring where -1 VP tokens, Failure tokens and unspent Reward tokens are calculated and added/subtracted to create the final scores.&#10;&#10;",//cf.geekdo-images.com/images/pic2057965.jpg,7,90,13,3,90,Legends of the American Frontier,90,//cf.geekdo-images.com/images/pic2057965_t.jpg,2016,Dann May,"Adventure,American Revolutionary War,American West,Card Game",NA,Richard Launius,"Legends of the American Frontier:  Expansion Pack #1 – Bounties of the American Frontier,Legends of the American Frontier: True Grit Expansion","Admin: Unreleased Games,Crowdfunding: Kickstarter","Hand Management,Partnerships,Simultaneous Action Selection,Storytelling",Game Salute,6.6969,113
146204,"Ruckus: The Goblin Army Game is a tactical war game that introduces an innovative army formation mechanic to create fast, intense combat for 2-4 players. Players choose from one of four unique Goblin Guilds, each with a special set of skills and tactical advantages, and build their army to destroy anyone that stands in their way. As battles are won and lost, players gain Victory cards, Victory Points, or the ability to upgrade their army. Who will be victorious, the mighty Fighters, the cunning Thieves, the powerful Clerics, or the magical Necromancers?&#10;&#10;To begin the game, players set up the Camp, the area of the game board housing Victory Point Tokens, action markers, the Kicker card deck, the Victory card deck, and the Upgrade deck. Next, players choose a Goblin Guild consisting of 25 units. In addition to the starting units of each Guild, players have 12 draft points to use in order to draft additional units to create their own unique army. All remaining units that are not drafted are combined to create the Upgrade deck.&#10;&#10;Players will compete in battle to gain 5 valuable Victory cards. Players will secretly set up their army's battle formation behind a Battle Screen. After shuffling their unit cards,  players will draw 5 cards into their hand. These 5 cards are then set up into a battle formation consisting of 1-3 units in the first row, 1-2 units in the second, and an optional 1 unit in the third combat row. Once all players' formations are complete, players remove their Battle Screens and combat begins. Players may first recruit any available units to their army, and may then choose to activate 1 combat skill per round. Next, damage between opposing Guilds is declared and resolved. As units take damage and are defeated, they are removed from combat and are placed in a player&rsquo;s discard pile. Combat continues until one Guild is left standing, with the winner gaining the first Victory card and its benefits. Players who lose the combat round may chose to upgrade a unit in their army. Once the 5th Victory card has been won, the player with the most Victory Points is declared the winner.&#10;&#10;Who will be victorious? Will it be the Mighty Fighters, the Cunning Thieves, the Powerful Clerics, or the Magical Necromancers? Choose your guild! Draft your army! Destroy your enemies!&#10;&#10;",//cf.geekdo-images.com/images/pic1989262.png,4,20,8,2,20,Ruckus: The Goblin Army Game,20,//cf.geekdo-images.com/images/pic1989262_t.png,2014,"Rob Hughes,Mike Lubbers,Rocky Ponce","Card Game,Comic Book / Strip,Humor,Wargame",NA,Matthew Papa,NA,Crowdfunding: Kickstarter,"Area Movement,Card Drafting,Deck / Pool Building,Hand Management",Goblin Army Games,6.33882,76
146207,"DEAD MAN'S HAND is the 28mm skirmish game by Great Escape Games. Bands of tough and wily Cowboys, stoic Lawmen, ruthless Outlaws and crazy Desperados fight for fame and respect in the Old West.&#10;&#10;With an accompanying range of 28mm miniatures and pre-painted buildings, now you can fight legendary gunfights of the historical Old West and the silver screen. This rule book contains all the rules you need to recreate your gunfights and twelve blood-soaked scenarios.&#10;&#10;Initiative order is determined randomly by placing cards face down next to each character. The cards are then revealed and play proceeds in the order of the cards from high to low. Various actions or cards can alter this if you so desire and are lucky enough but in general the winds of fate decide who goes when.&#10;&#10;Once activated each model has three actions each turn, these must be declared at the start of each figures activation. This speeds things up and allows you opponent to play the odd special effect on you and catch you off guard.&#10;&#10;Movement is simple. There are no terrain modifiers to worry about and other than reduced movement rates for climbing and jumping.&#10;&#10;Combat is fast and simple as befits the game, and while it is possible to kill somebody in a single shot attrition is going to be the real deciding factor for most characters.&#10;&#10;Weapons come in one of four types; Pistol, Rifle, Repeater and Shotgun.&#10;&#10;",//cf.geekdo-images.com/images/pic1764467.jpg,6,45,11,2,45,Dead Man's Hand,45,//cf.geekdo-images.com/images/pic1764467_t.jpg,2013,NA,"American West,Miniatures",NA,"Stuart McCorquodale,Mark Wheatley","Dead Man's Hand: Bushwhackers and Jayhawkers,Dead Man's Hand: Down Under,Dead Man's Hand: Rogues' Gallery – Buckshot Roberts,Dead Man's Hand: Rogues' Gallery – Doc Amos,Dead Man's Hand: Rogues' Gallery – John Bridges,Dead Man's Hand: Rogues' Gallery – Jonathan Pain,Dead Man's Hand: Rogues' Gallery – Roy Magnum,Dead Man's Hand: Rogues' Gallery – Wild Bill,Dead Man's Hand: The Stranger,The Legend of Dead Man's Hand,Rogues' Gallery: Ely Fergus",NA,"Dice Rolling,Point to Point Movement",Great Escape Games,7.95763,59
146221,"In Forge War, players will take on the role of blacksmiths in a kingdom rife with marauding harpies, cursed dungeons and fire-breathing dragons. They are charged with gathering ore from the mines, purchasing weapon designs from the market and then using these resources to forge weapons for adventurers who will go on quests to fight back the ever-deepening darkness. If the adventurers are successful, they will return with more ore, money and other rewards with which players can invest back into their burgeoning weaponsmithing empire.&#10;&#10;At its core, Forge War is a rewarding game of aggressive investment, which occurs through the acquisition of quests. Quest management becomes challenging for the player, however, because quests undertaken aren't completed immediately, but instead progress each turn and become more difficult. At specific time intervals, players will need to add more resources to their quests or face failure.&#10;&#10;Gameplay cycles through three different phases in each round. The first phase consists of moving pieces around a hex grid to maximize resource production. The second phase is a market phase that features an action blocking mechanic to gain access to new weapon plans and other advantages. The final phase is the acquisition and management of quests, which are selected from a pool of available cards.&#10;&#10;",//cf.geekdo-images.com/images/pic2296858.jpg,4,180,0,1,60,Forge War,180,//cf.geekdo-images.com/images/pic2296858_t.jpg,2015,"Josh T. McDowell,Jeff Ward","Adventure,Economic,Fantasy,Industry / Manufacturing,Medieval",NA,Isaac Childres,NA,"Crowdfunding: Kickstarter,Solitaire Games","Grid Movement,Role Playing,Variable Phase Order,Worker Placement",Cephalofair Games,7.45993,1074
