url,weekid,week_position,song,performer,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day
http://www.billboard.com/charts/hot-100/2005-12-24,12/24/2005,59,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,57,36,20,2005,12,24
http://www.billboard.com/charts/hot-100/2005-12-31,12/31/2005,95,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,97,60,20,2005,12,31
http://www.billboard.com/charts/hot-100/2005-12-31,12/31/2005,57,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,59,36,20,2005,12,31
http://www.billboard.com/charts/hot-100/2006-01-07,1/7/2006,48,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,57,36,20,2006,1,7
http://www.billboard.com/charts/hot-100/2006-01-07,1/7/2006,91,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,95,60,20,2006,1,7
http://www.billboard.com/charts/hot-100/2006-01-14,1/14/2006,50,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,48,36,20,2006,1,14
http://www.billboard.com/charts/hot-100/2006-01-21,1/21/2006,90,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,2,,60,20,2006,1,21
http://www.billboard.com/charts/hot-100/2006-01-21,1/21/2006,53,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,50,36,20,2006,1,21
http://www.billboard.com/charts/hot-100/2006-01-28,1/28/2006,86,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,2,90,60,20,2006,1,28
http://www.billboard.com/charts/hot-100/2006-01-28,1/28/2006,59,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,53,36,20,2006,1,28
http://www.billboard.com/charts/hot-100/2006-12-09,12/9/2006,96,GREATEST TIME OF YEAR,Aly & AJ,Greatest Time Of YearAly & AJ,1,,96,1,2006,12,9
http://www.billboard.com/charts/hot-100/2006-12-23,12/23/2006,54,A GREAT BIG SLED,The Killers Featuring Toni Halliday,A Great Big SledThe Killers Featuring Toni Halliday,1,,54,2,2006,12,23
http://www.billboard.com/charts/hot-100/2006-12-23,12/23/2006,78,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,,71,3,2006,12,23
http://www.billboard.com/charts/hot-100/2006-12-30,12/30/2006,71,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,78,71,3,2006,12,30
http://www.billboard.com/charts/hot-100/2006-12-30,12/30/2006,50,HAPPY XMAS (WAR IS OVER),The Fray,Happy Xmas (War Is Over)The Fray,1,,50,2,2006,12,30
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/2007,85,RIVER,Sarah McLachlan,RiverSarah McLachlan,1,71,71,3,2007,1,6
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/2007,89,HAPPY XMAS (WAR IS OVER),The Fray,Happy Xmas (War Is Over)The Fray,1,50,50,2,2007,1,6
http://www.billboard.com/charts/hot-100/2007-01-06,1/6/2007,88,A GREAT BIG SLED,The Killers Featuring Toni Halliday,A Great Big SledThe Killers Featuring Toni Halliday,2,,54,2,2007,1,6
http://www.billboard.com/charts/hot-100/2007-12-08,12/8/2007,89,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,,62,5,2007,12,8
http://www.billboard.com/charts/hot-100/2007-12-08,12/8/2007,86,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,,75,4,2007,12,8
http://www.billboard.com/charts/hot-100/2007-12-15,12/15/2007,75,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,86,75,4,2007,12,15
http://www.billboard.com/charts/hot-100/2007-12-15,12/15/2007,80,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,89,62,5,2007,12,15
http://www.billboard.com/charts/hot-100/2007-12-22,12/22/2007,87,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,75,75,4,2007,12,22
http://www.billboard.com/charts/hot-100/2007-12-22,12/22/2007,96,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,80,62,5,2007,12,22
http://www.billboard.com/charts/hot-100/2007-12-29,12/29/2007,74,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,96,62,5,2007,12,29
http://www.billboard.com/charts/hot-100/2007-12-29,12/29/2007,99,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,87,75,4,2007,12,29
http://www.billboard.com/charts/hot-100/2008-01-05,1/5/2008,62,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,74,62,5,2008,1,5
http://www.billboard.com/charts/hot-100/2009-12-19,12/19/2009,63,LAST CHRISTMAS,Glee Cast,Last ChristmasGlee Cast,1,,63,2,2009,12,19
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,89,LAST CHRISTMAS,Glee Cast,Last ChristmasGlee Cast,1,63,63,2,2009,12,26
http://www.billboard.com/charts/hot-100/2010-12-18,12/18/2010,25,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,,25,3,2010,12,18
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/2010,59,WELCOME CHRISTMAS,Glee Cast,Welcome ChristmasGlee Cast,1,,59,1,2010,12,25
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/2010,57,"BABY, IT'S COLD OUTSIDE",Glee Cast,"Baby, It's Cold OutsideGlee Cast",1,,57,2,2010,12,25
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/2010,35,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,25,25,3,2010,12,25
http://www.billboard.com/charts/hot-100/2011-01-01,1/1/2011,99,"BABY, IT'S COLD OUTSIDE",Glee Cast,"Baby, It's Cold OutsideGlee Cast",1,57,57,2,2011,1,1
http://www.billboard.com/charts/hot-100/2011-01-01,1/1/2011,83,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,35,25,3,2011,1,1
http://www.billboard.com/charts/hot-100/2011-01-01,1/1/2011,100,OH SANTA!,Mariah Carey,Oh Santa!Mariah Carey,1,,100,1,2011,1,1
http://www.billboard.com/charts/hot-100/2011-01-08,1/8/2011,99,SHAKE UP CHRISTMAS,Train,Shake Up ChristmasTrain,1,,99,1,2011,1,8
http://www.billboard.com/charts/hot-100/2011-11-05,11/5/2011,11,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,1,,11,10,2011,11,5
http://www.billboard.com/charts/hot-100/2011-11-12,11/12/2011,75,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,1,11,11,10,2011,11,12
http://www.billboard.com/charts/hot-100/2011-11-26,11/26/2011,85,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,,11,10,2011,11,26
http://www.billboard.com/charts/hot-100/2011-12-03,12/3/2011,96,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,85,11,10,2011,12,3
http://www.billboard.com/charts/hot-100/2011-12-10,12/10/2011,60,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,96,11,10,2011,12,10
http://www.billboard.com/charts/hot-100/2011-12-17,12/17/2011,96,IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS,Michael Buble,It's Beginning To Look A Lot Like ChristmasMichael Buble,1,,96,1,2011,12,17
http://www.billboard.com/charts/hot-100/2011-12-17,12/17/2011,44,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,60,11,10,2011,12,17
http://www.billboard.com/charts/hot-100/2011-12-24,12/24/2011,93,I'LL BE HOME FOR CHRISTMAS,Kelly Clarkson,I'll Be Home For ChristmasKelly Clarkson,1,,93,1,2011,12,24
http://www.billboard.com/charts/hot-100/2011-12-24,12/24/2011,34,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,44,11,10,2011,12,24
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/2011,32,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,34,11,10,2011,12,31
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/2011,92,DO THEY KNOW IT'S CHRISTMAS?,Glee Cast,Do They Know It's Christmas?Glee Cast,1,,92,1,2011,12,31
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/2011,99,ALL I WANT FOR CHRISTMAS IS YOU,Michael Buble,All I Want For Christmas Is YouMichael Buble,1,,99,1,2011,12,31
http://www.billboard.com/charts/hot-100/2012-01-07,1/7/2012,19,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,32,11,10,2012,1,7
http://www.billboard.com/charts/hot-100/2012-01-14,1/14/2012,53,MISTLETOE,Justin Bieber,MistletoeJustin Bieber,2,19,11,10,2012,1,14
http://www.billboard.com/charts/hot-100/2012-12-22,12/22/2012,29,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,2,,11,19,2012,12,22
http://www.billboard.com/charts/hot-100/2012-12-29,12/29/2012,25,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,2,29,11,19,2012,12,29
http://www.billboard.com/charts/hot-100/2013-01-05,1/5/2013,21,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,2,25,11,19,2013,1,5
http://www.billboard.com/charts/hot-100/2013-12-07,12/7/2013,96,LAST CHRISTMAS,Ariana Grande,Last ChristmasAriana Grande,1,,96,1,2013,12,7
http://www.billboard.com/charts/hot-100/2013-12-21,12/21/2013,92,UNDERNEATH THE TREE,Kelly Clarkson,Underneath The TreeKelly Clarkson,1,,78,3,2013,12,21
http://www.billboard.com/charts/hot-100/2013-12-21,12/21/2013,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,3,,11,19,2013,12,21
http://www.billboard.com/charts/hot-100/2013-12-28,12/28/2013,27,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,3,26,11,19,2013,12,28
http://www.billboard.com/charts/hot-100/2013-12-28,12/28/2013,80,UNDERNEATH THE TREE,Kelly Clarkson,Underneath The TreeKelly Clarkson,1,92,78,3,2013,12,28
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/2014,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,3,27,11,19,2014,1,4
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/2014,45,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,3,,38,8,2014,1,4
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/2014,50,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,4,,14,18,2014,1,4
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/2014,78,UNDERNEATH THE TREE,Kelly Clarkson,Underneath The TreeKelly Clarkson,1,80,78,3,2014,1,4
http://www.billboard.com/charts/hot-100/2014-12-13,12/13/2014,65,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,,42,5,2014,12,13
http://www.billboard.com/charts/hot-100/2014-12-20,12/20/2014,92,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,65,42,5,2014,12,20
http://www.billboard.com/charts/hot-100/2014-12-20,12/20/2014,50,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,4,,11,19,2014,12,20
http://www.billboard.com/charts/hot-100/2014-12-27,12/27/2014,64,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,92,42,5,2014,12,27
http://www.billboard.com/charts/hot-100/2014-12-27,12/27/2014,90,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,Sam Smith,Have Yourself A Merry Little ChristmasSam Smith,1,,90,1,2014,12,27
http://www.billboard.com/charts/hot-100/2014-12-27,12/27/2014,40,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,4,50,11,19,2014,12,27
http://www.billboard.com/charts/hot-100/2015-01-03,1/3/2015,42,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,64,42,5,2015,1,3
http://www.billboard.com/charts/hot-100/2015-01-03,1/3/2015,35,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,4,40,11,19,2015,1,3
http://www.billboard.com/charts/hot-100/2015-01-10,1/10/2015,50,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,42,42,5,2015,1,10
http://www.billboard.com/charts/hot-100/2015-12-19,12/19/2015,26,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,,11,19,2015,12,19
http://www.billboard.com/charts/hot-100/2015-12-26,12/26/2015,22,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,26,11,19,2015,12,26
http://www.billboard.com/charts/hot-100/2015-12-26,12/26/2015,44,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,,14,18,2015,12,26
http://www.billboard.com/charts/hot-100/2016-01-02,1/2/2016,38,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,44,14,18,2016,1,2
http://www.billboard.com/charts/hot-100/2016-01-02,1/2/2016,18,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,22,11,19,2016,1,2
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/2016,11,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,5,18,11,19,2016,1,9
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/2016,47,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,5,,29,19,2016,1,9
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/2016,38,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,4,,38,8,2016,1,9
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/2016,30,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,38,14,18,2016,1,9
http://www.billboard.com/charts/hot-100/2016-12-17,12/17/2016,23,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,,11,19,2016,12,17
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/2016,37,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,,14,18,2016,12,24
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/2016,35,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,,29,19,2016,12,24
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/2016,17,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,23,11,19,2016,12,24
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,46,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,35,29,19,2016,12,31
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,20,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,17,11,19,2016,12,31
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,48,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,37,14,18,2016,12,31
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,47,THE CHRISTMAS SONG (MERRY CHRISTMAS TO YOU),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,5,,38,8,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,50,LAST CHRISTMAS,Wham!,Last ChristmasWham!,1,,41,2,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,46,A HOLLY JOLLY CHRISTMAS,Burl Ives,A Holly Jolly ChristmasBurl Ives,1,,46,1,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,29,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,46,29,19,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,44,FELIZ NAVIDAD,Jose Feliciano,Feliz NavidadJose Feliciano,1,,44,1,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,16,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,20,11,19,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,27,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,48,14,18,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,48,IT'S THE MOST WONDERFUL TIME OF THE YEAR,Andy Williams,It's The Most Wonderful Time Of The YearAndy Williams,1,,48,1,2017,1,7
http://www.billboard.com/charts/hot-100/2017-01-14,1/14/2017,35,ALL I WANT FOR CHRISTMAS IS YOU,Mariah Carey,All I Want For Christmas Is YouMariah Carey,6,16,11,19,2017,1,14
http://www.billboard.com/charts/hot-100/2017-01-14,1/14/2017,41,LAST CHRISTMAS,Wham!,Last ChristmasWham!,1,50,41,2,2017,1,14
