title	artist	songid	weekid	track_title	track_n	line	lyric
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	3	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	4	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	5	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	6	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	7	What fun to ride and sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	8	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	9	Dashing through the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	10	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	11	O'er the fields we go
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	12	Laughing all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	13	Bells on bobtail ring
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	14	Making spirits bright
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	15	What fun it is to ride and sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	16	A sleighing song tonight
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	17	(Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	18	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	19	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	20	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	21	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	22	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	23	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	24	In a one horse open sleigh)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	25	Dashing through the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	26	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	27	O'er the fields we go
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	28	Laughing all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	29	Bells on bobtail ring
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	30	Making spirits bright
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	31	Oh what fun to ride and sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	32	A sleighing song tonight
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	33	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	34	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	35	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	36	In a one horse open, oh we have a lot of fun
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	37	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	38	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	39	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	40	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	41	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	42	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	43	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	44	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	45	Jingle bells, jingle bells
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	46	Jingle all the way
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	47	Oh what fun it is to ride
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Jingle Bells	7	48	In a one horse open sleigh
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	1	You better watch out
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	2	You better not cry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	3	You netter not pout
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	4	I'm telling you why (Why?)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	5	Santa Claus is comin' to town, gather 'round
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	6	He's making a list
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	7	And checking it twice
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	8	He's gonna find out who's naughty and nice
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	9	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	10	He sees you when you're sleeping
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	11	He knows when you're awake
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	12	He knows if you've been bad or good
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	13	So be good for goodness sake
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	14	You better watch out
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	15	You better not cry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	16	You better not pout
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	17	I'm telling you why
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	18	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	19	Little tin horns, little tin drums
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	20	Rudy-toot-toot and rummy tum tums
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	21	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	22	And curly head dolls that cuddle and coo
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	23	Elephants, boats and kiddy cars too
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	24	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	25	The kids and girls in boy land
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	26	Will have a jubilee
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	27	They're gonna build a toy land town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	28	All around the Christmas tree
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	29	You better watch out, you better not cry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	30	You better not pout, I'm telling you why
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	31	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	32	He sees you when you're sleepin'
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	33	And he knows when you're awake
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	34	He knows when you've been bad or good
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	35	So be good for goodness sake
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	36	You better watch out
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	37	You better not cry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	38	You better not pout
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	39	I'm telling you why
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	40	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	41	You better watch out
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	42	You better not cry
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	43	Better not pout
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	44	I'm telling you why
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	45	Santa Claus is comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	46	You mean, the big fat man with the long white beard
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Santa Claus Is Coming to Town (Ft. The Andrews Sisters)	8	47	He's comin' to town
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	1	(Silver bells, silver bells)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	2	It's Christmas time in the city
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	3	Ring-a-ling (ring-a-ling)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	4	Hear them ring (ting-a-ling)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	5	Soon it will be Christmas day
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	6	City sidewalks, busy sidewalks
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	7	Dressed in holiday style
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	8	In the air there's a feeling of Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	9	(Children laughing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	10	People passing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	11	Meeting smile after smile)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	12	And on every street corner you'll hear
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	13	Silver bells, (Silver bells) Silver bells, (silver bells)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	14	It's Christmas time in the city
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	15	Ring-a-ling (ring-a-ling)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	16	Hear them ring (hear them ring)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	17	Soon it will be Christmas day
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	18	(Strings of streetlights
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	19	Even stop lights
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	20	Blink a bright red and green
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	21	As the shoppers rush
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	22	Home with their treasures
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	23	Hear the snow crunch
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	24	See the kids rush
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	25	This is Santa's big day
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	26	And above all this bustle you'll hear
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	27	Silver bells) the corner Santa Claus
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	28	(Silver bells), it's busy now because
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	29	It's Christmas time in the city
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	30	Ring-a-ling, (it fills the winter air)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	31	Hear them ring (you'll hear it everywhere)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	32	Soon it will be Christmas day
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	33	City sidewalks, (silver bells) busy sidewalks
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	34	(Silver bells) Dressed in holiday style
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	35	In the air (It's Christmas time in the city)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	36	There's a feeling of Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	37	Children laughing, (ring-a-ling)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	38	People passing, (Hear them ring)
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	39	Meeting smile after smile
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Silver Bells	9	40	Very soon it will be Christmas day
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	1	T's beginning to look a lot like Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	2	Everywhere you go
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	3	Take a look in the Five and Ten
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	4	Glistening once again
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	5	With candy canes and silver lanes aglow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	6	It's beginning to look a lot like Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	7	Toys in every store
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	8	But the prettiest sight to see
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	9	Is the holly that will be
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	10	On your own front door
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	11	A pair of Hop-a-long boots and a pistol that shoots
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	12	Is the wish of Bonny and Ben
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	13	Dolls that will talk and go for a walk
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	14	Is the hope of Janice and Jenn
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	15	And mom and dad can hardly wait
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	16	For school to start again
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	17	It's beginning to look a lot like Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	18	Everywhere you go
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	19	There's a tree in the Grand Hotel
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	20	One in the park as well
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	21	The sturdy kind that doesn't mind the snow
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	22	It's beginning to look a lot like Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	23	Soon the bells will start
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	24	And the thing that will make them ring
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	25	Is the Carol that you sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	26	Right within your heart
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	27	A pair of Hop-a-long boots and a pistol that shoots
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	28	Is the wish of Bonny and Ben
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	29	Dolls that will talk and go for a walk
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	30	Is the hope of Janice and Jenn
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	31	And mom and dad can hardly wait
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	32	For school to start again
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	33	It's beginning to look a lot like Christmas
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	34	Soon the bells will start
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	35	And the thing that will make them ring
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	36	Is the Carol that you sing
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Its beginning to look a lot like christmas by Bing Crosby & The Andrews Sisters	10	37	Right within your heart, right within your heart
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	1	The holly green, the ivy green
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	2	The prettiest picture you've ever seen
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	3	Is Christmas in Killarney
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	4	With all of the folks at home
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	5	It's nice, you know, to kiss your beau
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	6	While cuddling under the mistletoe
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	7	And Santa Claus you know, of course
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	8	Is one of the boys from home
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	9	The door is always open
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	10	The neighbors pay a call
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	11	And Father John before he's gone
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	12	Will bless the house and all
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	13	How grand it feels to click your heels
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	14	And join in the fun of the jigs and reels
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	15	I'm handing you no blarney
WHITE CHRISTMAS	Bing Crosby	White ChristmasBing Crosby	12/22/1962	Christmas in Killarney	11	16	The likes you've never known
