id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
142131,508,2,(Springfield Park: EXT. springfield park - day - CONTINUOUS),42000,FALSE,NA,739,NA,Springfield Park,NA,NA,NA
142132,508,3,"Chief Wiggum: Ralphie, please. That's not for people, son.",42000,TRUE,71,739,Chief Wiggum,Springfield Park,"Ralphie, please. That's not for people, son.",ralphie please thats not for people son,7
142133,508,4,Ralph Wiggum: (HAPPY BARKING NOISES),42000,FALSE,119,739,Ralph Wiggum,Springfield Park,NA,NA,NA
142134,508,5,"Chief Wiggum: Aww, he's a dumb kid, but he's an above-average dog. Roll over, son. (HAPPY NOISE, THEN DISAPPOINTED:) Aw, nobody saw.",47000,TRUE,71,739,Chief Wiggum,Springfield Park,"Aww, he's a dumb kid, but he's an above-average dog. Roll over, son. Aw, nobody saw.",aww hes a dumb kid but hes an above-average dog roll over son aw nobody saw,16
142135,508,6,"Narrator: But little did they know, a change was coming. First, the creatures of the earth sensed it, then the fish of the deep. Then the Mormons got a heads up, then everybody else.",54000,TRUE,56,739,Narrator,Springfield Park,"But little did they know, a change was coming. First, the creatures of the earth sensed it, then the fish of the deep. Then the Mormons got a heads up, then everybody else.",but little did they know a change was coming first the creatures of the earth sensed it then the fish of the deep then the mormons got a heads up then everybody else,33
142136,508,7,(Farm: ext. farm - downstate from springfield - CONTINUOUS),67000,FALSE,NA,1998,NA,Farm,NA,NA,NA
142137,508,8,"Farmer: Strange doin's, mother. Horses are spooked, cows ain't milkin', and look what the chickens laid.",67000,TRUE,433,1998,Farmer,Farm,"Strange doin's, mother. Horses are spooked, cows ain't milkin', and look what the chickens laid.",strange doins mother horses are spooked cows aint milkin and look what the chickens laid,15
142138,508,9,Farmwife: Sparkle eggs?!,73000,TRUE,6125,1998,Farmwife,Farm,Sparkle eggs?!,sparkle eggs,2
142139,508,10,Farmer: Storm's a-comin'.,74000,TRUE,433,1998,Farmer,Farm,Storm's a-comin'.,storms a-comin,2
142140,508,11,"Farmwife: 'Tain't no storm, pa. It's The Lady Gaga Express!",77000,TRUE,6125,1998,Farmwife,Farm,"'Tain't no storm, pa. It's The Lady Gaga Express!",taint no storm pa its the lady gaga express,9
142141,508,12,Pistons: (CHANTING) She's-a-star! She's-a-star! She's-a-star! She's-a-star!,85000,TRUE,6126,1998,Pistons,Farm,She's-a-star! She's-a-star! She's-a-star! She's-a-star!,shes-a-star shes-a-star shes-a-star shes-a-star,4
142142,508,13,(GAGA EXPRESS: int. gaga express - CONTINUOUS),90000,FALSE,NA,4077,NA,GAGA EXPRESS,NA,NA,NA
142143,508,14,"Conductor: (À LA CEE LO) Presenting the Queen of the Hottieverse. Appearing courtesy of Interscope Records, Lady Gaga!",90000,TRUE,41,4077,Conductor,GAGA EXPRESS,"Presenting the Queen of the Hottieverse. Appearing courtesy of Interscope Records, Lady Gaga!",presenting the queen of the hottieverse appearing courtesy of interscope records lady gaga,13
142144,508,15,Lady Gaga: At ease.,102000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,At ease.,at ease,2
142145,508,16,"Lady Gaga: Conductor, you know the rules. Take off some clothes.",115000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,"Conductor, you know the rules. Take off some clothes.",conductor you know the rules take off some clothes,9
142146,508,17,"Conductor: Oh, um, yes ma'am, sorry ma'am.",118000,TRUE,41,4077,Conductor,GAGA EXPRESS,"Oh, um, yes ma'am, sorry ma'am.",oh um yes maam sorry maam,6
142147,508,18,"Lady Gaga: Now, what's our status?",121000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,"Now, what's our status?",now whats our status,4
142148,508,19,"Conductor: We are about to pass through... (CHECKS CLIPBOARD) uh, Springfield.",122000,TRUE,41,4077,Conductor,GAGA EXPRESS,"We are about to pass through... uh, Springfield.",we are about to pass through uh springfield,8
142149,508,20,Lady Gaga: Springfield? What's their deal?,124000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,Springfield? What's their deal?,springfield whats their deal,4
142150,508,21,"Conductor: (OFF CLIPBOARD) Let's see, quiet suburb... home of the Tomb of the Unknown Mascot... has the lowest self-esteem of any place on the planet.",127000,TRUE,41,4077,Conductor,GAGA EXPRESS,"Let's see, quiet suburb... home of the Tomb of the Unknown Mascot... has the lowest self-esteem of any place on the planet.",lets see quiet suburb home of the tomb of the unknown mascot has the lowest self-esteem of any place on the planet,22
142151,508,22,Lady Gaga: Really?,135000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,Really?,really,1
142152,508,23,"Lady Gaga: (SAD NOISE) That's so sad. And as entertainers it is our solemn duty to cheer them up, for a little while.",136000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,"That's so sad. And as entertainers it is our solemn duty to cheer them up, for a little while.",thats so sad and as entertainers it is our solemn duty to cheer them up for a little while,19
142153,508,24,"Manager: (ENTERING) Gaga, it's my job to keep you away from ugly bumps on the map like Springfield. Don't worry, we'll get you right on a plane.",143000,TRUE,183,4077,Manager,GAGA EXPRESS,"Gaga, it's my job to keep you away from ugly bumps on the map like Springfield. Don't worry, we'll get you right on a plane.",gaga its my job to keep you away from ugly bumps on the map like springfield dont worry well get you right on a plane,25
142154,508,25,Lady Gaga: No! Don't you remember what happened at LaGuardia?,148000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,No! Don't you remember what happened at LaGuardia?,no dont you remember what happened at laguardia,8
142155,508,26,Lady Gaga: Ready.,155000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,Ready.,ready,1
142156,508,27,"Tsa Agent: (GRUFF, NEW YORK) Yeah, well uh, you missed your flight.",156000,TRUE,5978,4077,Tsa Agent,GAGA EXPRESS,"Yeah, well uh, you missed your flight.",yeah well uh you missed your flight,7
142157,508,28,Lady Gaga: (INDEFATIGABLE) Then we'll party on the boarding ramp!,158000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,Then we'll party on the boarding ramp!,then well party on the boarding ramp,7
142158,508,29,Tsa Agent: Wait! I quit!,165000,TRUE,5978,4077,Tsa Agent,GAGA EXPRESS,Wait! I quit!,wait i quit,3
142159,508,30,Senior Tsa Agent: (RUEFUL) We spend ninety minutes training 'em and off they go.,167000,TRUE,6128,4077,Senior Tsa Agent,GAGA EXPRESS,We spend ninety minutes training 'em and off they go.,we spend ninety minutes training em and off they go,10
142160,508,31,Lady Gaga: I just can't ignore a billboard in pain. We're stopping in Springfield!,173000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,I just can't ignore a billboard in pain. We're stopping in Springfield!,i just cant ignore a billboard in pain were stopping in springfield,12
142161,508,32,Manager: But...,175000,TRUE,183,4077,Manager,GAGA EXPRESS,But...,but,1
142162,508,33,Lady Gaga: No buts!,177000,TRUE,6127,4077,Lady Gaga,GAGA EXPRESS,No buts!,no buts,2
142163,508,34,(Springfield Elementary School: ext. springfield elementary - day - establishing),182000,FALSE,NA,3,NA,Springfield Elementary School,NA,NA,NA
142164,508,35,"Narrator: Well, Lady Gaga couldn't arrive soon enough for one Lisa Simpson...",182000,TRUE,56,3,Narrator,Springfield Elementary School,"Well, Lady Gaga couldn't arrive soon enough for one Lisa Simpson...",well lady gaga couldnt arrive soon enough for one lisa simpson,11
142165,508,36,"Seymour Skinner: Now let's turn to the ever-unpopular ""Popularity Awards"" -- the awards voted by students, in judgment of their peers! No way that can go wrong! (UPBEAT) First up, Campus Clown...",186000,TRUE,3,3,Seymour Skinner,Springfield Elementary School,"Now let's turn to the ever-unpopular ""Popularity Awards"" -- the awards voted by students, in judgment of their peers! No way that can go wrong! First up, Campus Clown...",now lets turn to the ever-unpopular popularity awards -- the awards voted by students in judgment of their peers no way that can go wrong first up campus clown,29
142166,508,37,"Kids: (LAUGH, APPLAUD)",186000,FALSE,39,3,Kids,Springfield Elementary School,NA,NA,NA
142167,508,38,"Seymour Skinner: (READING WINNER, ANGRY) Bart Simpson!",198000,TRUE,3,3,Seymour Skinner,Springfield Elementary School,Bart Simpson!,bart simpson,2
142168,508,39,"Lisa Simpson: (WITH PRIDE, TO NEARBY AUDIENCE MEMBERS) That's my brother! Four years out of four.",204000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,That's my brother! Four years out of four.,thats my brother four years out of four,8
142169,508,40,Bart Simpson: Prank you! Prank you very much!,209000,TRUE,8,3,Bart Simpson,Springfield Elementary School,Prank you! Prank you very much!,prank you prank you very much,6
142170,508,41,Seymour Skinner: (VERY AGGRAVATED NOISE),209000,FALSE,3,3,Seymour Skinner,Springfield Elementary School,NA,NA,NA
142171,508,42,Martin Prince: I fail to see the honor in this. Aren't awards shows rather silly?,216000,TRUE,38,3,Martin Prince,Springfield Elementary School,I fail to see the honor in this. Aren't awards shows rather silly?,i fail to see the honor in this arent awards shows rather silly,13
142172,508,43,"Bart Simpson: What?! Without awards shows, how would I know what movie has the ""best beheading,"" or that ""Glee"" is a comedy?",221000,TRUE,8,3,Bart Simpson,Springfield Elementary School,"What?! Without awards shows, how would I know what movie has the ""best beheading,"" or that ""Glee"" is a comedy?",what without awards shows how would i know what movie has the best beheading or that glee is a comedy,20
142173,508,44,"Seymour Skinner: And now the award for ""Least Popular Student."" (OPENING ENVELOPE) Lisa Simpson!",227000,TRUE,3,3,Seymour Skinner,Springfield Elementary School,"And now the award for ""Least Popular Student."" Lisa Simpson!",and now the award for least popular student lisa simpson,10
142174,508,45,"Lisa Simpson: (NEAR TEARS) What?! ""Least Popular?"" (SOBS) I gotta go.",231000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,"What?! ""Least Popular?"" I gotta go.",what least popular i gotta go,6
142505,509,93,"Bart Simpson: Hey, Dubya.",440000,TRUE,8,2323,Bart Simpson,Cletus's Shack,"Hey, Dubya.",hey dubya,2
142175,508,46,"Seymour Skinner: (KINDLY) You probably should accept it, Lisa. They'll go easier on you if you do.",237000,TRUE,3,3,Seymour Skinner,Springfield Elementary School,"You probably should accept it, Lisa. They'll go easier on you if you do.",you probably should accept it lisa theyll go easier on you if you do,14
142176,508,47,Lisa Simpson: (NEAR TEARS) Um... (CHOKES BACK SOB) thank you for noticing me?,243000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,Um... thank you for noticing me?,um thank you for noticing me,6
142177,508,48,Sherri Mackleberry: She actually accepted it!,248000,TRUE,54,3,Sherri Mackleberry,Springfield Elementary School,She actually accepted it!,she actually accepted it,4
142178,508,49,"Lisa Simpson: (TO SKINNER, DEJECTED) You said they'd take it easy on me!",250000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,You said they'd take it easy on me!,you said theyd take it easy on me,8
142179,508,50,Seymour Skinner: (ADMITTING) I know very little about children.,253000,TRUE,3,3,Seymour Skinner,Springfield Elementary School,I know very little about children.,i know very little about children,6
142180,508,51,(LADY GAGA EXPRESS: ext. lady gaga express - day),257000,FALSE,NA,4078,NA,LADY GAGA EXPRESS,NA,NA,NA
142181,508,52,Lady Gaga: We've gotta cheer up a whole town. Where's the dress I wore when I met the Pope?,257000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,We've gotta cheer up a whole town. Where's the dress I wore when I met the Pope?,weve gotta cheer up a whole town wheres the dress i wore when i met the pope,17
142182,508,53,"Wardrobe Man: It's nice, but I saw Jennifer Lopez wearing it.",262000,TRUE,6129,4078,Wardrobe Man,LADY GAGA EXPRESS,"It's nice, but I saw Jennifer Lopez wearing it.",its nice but i saw jennifer lopez wearing it,9
142183,508,54,Lady Gaga: Burn it! Burn it now!,266000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,Burn it! Burn it now!,burn it burn it now,5
142184,508,55,Dangling Accountant: Help! Helllp!,267000,TRUE,6130,4078,Dangling Accountant,LADY GAGA EXPRESS,Help! Helllp!,help helllp,2
142185,508,56,Dangling Accountant: I've been on here since Chicago! I just want my life back!,270000,TRUE,6130,4078,Dangling Accountant,LADY GAGA EXPRESS,I've been on here since Chicago! I just want my life back!,ive been on here since chicago i just want my life back,12
142186,508,57,Lady Gaga: No negativity!,273000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,No negativity!,no negativity,2
142187,508,58,"Dangling Accountant: (TRYING TO BE UPBEAT) Oh, you're right! I'm missing a terrible winter!",273000,TRUE,6130,4078,Dangling Accountant,LADY GAGA EXPRESS,"Oh, you're right! I'm missing a terrible winter!",oh youre right im missing a terrible winter,8
142188,508,59,(Simpson Home: ext. simpson house - evening - establishing),280000,FALSE,NA,5,NA,Simpson Home,NA,NA,NA
142189,508,60,"Marge Simpson: (FINISHING STORY) ...and that's how Berber carpet got its name, according to some. Lisa, how was your day?",280000,TRUE,1,5,Marge Simpson,Simpson Home,"...and that's how Berber carpet got its name, according to some. Lisa, how was your day?",and thats how berber carpet got its name according to some lisa how was your day,16
142190,508,61,"Lisa Simpson: (CONCERNED) Um, can I be excused from holding up my end of the conversation?",284000,TRUE,9,5,Lisa Simpson,Simpson Home,"Um, can I be excused from holding up my end of the conversation?",um can i be excused from holding up my end of the conversation,13
142191,508,62,Marge Simpson: (WORRIED MURMUR),284000,FALSE,1,5,Marge Simpson,Simpson Home,NA,NA,NA
142192,508,63,"Homer Simpson: (SOTTO TO BART, RE: LISA) What's wrong with her?",288000,TRUE,2,5,Homer Simpson,Simpson Home,What's wrong with her?,whats wrong with her,4
142193,508,64,Bart Simpson: She just found out no one likes her. (LOUD WHISPER) I thought she knew!,290000,TRUE,8,5,Bart Simpson,Simpson Home,She just found out no one likes her. I thought she knew!,she just found out no one likes her i thought she knew,12
142194,508,65,"Milhouse Van Houten: Hey, Lisa! Maybe you'd feel a little better if you read the Daily Fourth Gradian message board, huh? (WAGGLES EYEBROWS)",293000,TRUE,25,5,Milhouse Van Houten,Simpson Home,"Hey, Lisa! Maybe you'd feel a little better if you read the Daily Fourth Gradian message board, huh?",hey lisa maybe youd feel a little better if you read the daily fourth gradian message board huh,18
142195,508,66,"Lisa Simpson: (READS BOARDS) Let's see... ""Uncensored Jump-rope Chants""... (DREADING) Oh, there's a whole thread labeled ""Lisa Simpson!"" (READS, THEN PUZZLED NOISE)",299000,TRUE,9,5,Lisa Simpson,Simpson Home,"Let's see... ""Uncensored Jump-rope Chants""... Oh, there's a whole thread labeled ""Lisa Simpson!""",lets see uncensored jump-rope chants oh theres a whole thread labeled lisa simpson,13
142196,508,67,Bart Simpson: Ay carumba! Somebody's actually on your side!,309000,TRUE,8,5,Bart Simpson,Simpson Home,Ay carumba! Somebody's actually on your side!,ay carumba somebodys actually on your side,7
142197,508,68,"Bart Simpson: (READING) ""Lisa doesn't judge other people. Why should we judge her?"" It's signed, ""Truth Teller.""",314000,TRUE,8,5,Bart Simpson,Simpson Home,"""Lisa doesn't judge other people. Why should we judge her?"" It's signed, ""Truth Teller.""",lisa doesnt judge other people why should we judge her its signed truth teller,14
142198,508,69,"Marge Simpson: Whoever this ""Truth Teller"" is, I'm a fan. It takes a lot of courage to post nice things anonymously.",316000,TRUE,1,5,Marge Simpson,Simpson Home,"Whoever this ""Truth Teller"" is, I'm a fan. It takes a lot of courage to post nice things anonymously.",whoever this truth teller is im a fan it takes a lot of courage to post nice things anonymously,19
142199,508,70,"Lisa Simpson: (ACTING SUSPICIOUS) Y'know, it seems like more than a coincidence that Milhouse brought it to our attention.",326000,TRUE,9,5,Lisa Simpson,Simpson Home,"Y'know, it seems like more than a coincidence that Milhouse brought it to our attention.",yknow it seems like more than a coincidence that milhouse brought it to our attention,15
142200,508,71,"Milhouse Van Houten: (NERVOUS CHUCKLE) Well, I certainly wish I was Truth Teller. But if I was, you'd know, because I can't keep a secret. (BLURTING QUICKLY) I sleep under my bed every night 'cause I'm scared of the cars from ""Cars"" -- if gasoline is their food then why do they have teeth?!",332000,TRUE,25,5,Milhouse Van Houten,Simpson Home,"Well, I certainly wish I was Truth Teller. But if I was, you'd know, because I can't keep a secret. I sleep under my bed every night 'cause I'm scared of the cars from ""Cars"" -- if gasoline is their food then why do they have teeth?!",well i certainly wish i was truth teller but if i was youd know because i cant keep a secret i sleep under my bed every night cause im scared of the cars from cars -- if gasoline is their food then why do they have teeth,47
142201,508,72,(Springfield Elementary School: ext. springfield elementary - day - establishing),349000,FALSE,NA,3,NA,Springfield Elementary School,NA,NA,NA
142202,508,73,"Sherri Mackleberry: So Lisa, I guess you're not as unpopular as we thought.",349000,TRUE,54,3,Sherri Mackleberry,Springfield Elementary School,"So Lisa, I guess you're not as unpopular as we thought.",so lisa i guess youre not as unpopular as we thought,11
142203,508,74,Lisa Simpson: Yep. Message boards are never wrong.,353000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,Yep. Message boards are never wrong.,yep message boards are never wrong,6
142204,508,75,"Terri Mackleberry: Well... um, maybe we should skip rope together.",355000,TRUE,55,3,Terri Mackleberry,Springfield Elementary School,"Well... um, maybe we should skip rope together.",well um maybe we should skip rope together,8
142205,508,76,Lisa Simpson: (HOPEFUL) Dutch?,358000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,Dutch?,dutch,1
142206,508,77,Terri Mackleberry: Double Dutch.,358000,TRUE,55,3,Terri Mackleberry,Springfield Elementary School,Double Dutch.,double dutch,2
142207,508,78,Lisa Simpson: (SMALL HAPPY SOB) Forgive a fool her tears.,360000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,Forgive a fool her tears.,forgive a fool her tears,5
142208,508,79,"Bart Simpson: Hey Lis, some fifth graders are having a make-your-own pizza party at Flesh-In-The-Pan Pizza, and wanted me to invite you.",363000,TRUE,8,3,Bart Simpson,Springfield Elementary School,"Hey Lis, some fifth graders are having a make-your-own pizza party at Flesh-In-The-Pan Pizza, and wanted me to invite you.",hey lis some fifth graders are having a make-your-own pizza party at flesh-in-the-pan pizza and wanted me to invite you,20
142209,508,80,Lisa Simpson: Fifth-graders? Ooh-la-la! They get to put their desks in a circle!,368000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,Fifth-graders? Ooh-la-la! They get to put their desks in a circle!,fifth-graders ooh-la-la they get to put their desks in a circle,11
142210,508,81,Bart Simpson: And read books where the parents are divorced. That joint is jumpin'.,373000,TRUE,8,3,Bart Simpson,Springfield Elementary School,And read books where the parents are divorced. That joint is jumpin'.,and read books where the parents are divorced that joint is jumpin,12
142211,508,82,"Lisa Simpson: So, when's the party?",377000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,"So, when's the party?",so whens the party,4
142212,508,83,"Bart Simpson: (READING) ""Lisa rocks, and so does her rock collection.""",377000,TRUE,8,3,Bart Simpson,Springfield Elementary School,"""Lisa rocks, and so does her rock collection.""",lisa rocks and so does her rock collection,8
142213,508,84,Lisa Simpson: (AGHAST) That's mine!,383000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,That's mine!,thats mine,2
142214,508,85,Bart Simpson: This notebook is full of things Truth Teller said!,386000,TRUE,8,3,Bart Simpson,Springfield Elementary School,This notebook is full of things Truth Teller said!,this notebook is full of things truth teller said,9
142215,508,86,Lisa Simpson: (NERVOUSLY) Give that back!,389000,TRUE,9,3,Lisa Simpson,Springfield Elementary School,Give that back!,give that back,3
142216,508,87,"Bart Simpson: This one says ""post next Friday."" (GASP) Oh my God! You're Truth Teller!",389000,TRUE,8,3,Bart Simpson,Springfield Elementary School,"This one says ""post next Friday."" Oh my God! You're Truth Teller!",this one says post next friday oh my god youre truth teller,12
142217,508,88,Kids: (MASSIVE SHOCKED GASP),389000,FALSE,39,3,Kids,Springfield Elementary School,NA,NA,NA
142218,508,89,"Nelson Muntz: (APPALLED) Lisa, what you did is like my mom sticking ten bucks in her own g-string.",397000,TRUE,101,3,Nelson Muntz,Springfield Elementary School,"Lisa, what you did is like my mom sticking ten bucks in her own g-string.",lisa what you did is like my mom sticking ten bucks in her own g-string,15
142219,508,90,Jimbo Jones: Truth Teller? More like Lie Smeller!,402000,TRUE,144,3,Jimbo Jones,Springfield Elementary School,Truth Teller? More like Lie Smeller!,truth teller more like lie smeller,6
142220,508,91,Kids: Lie Smeller! Lie Smeller!,405000,TRUE,39,3,Kids,Springfield Elementary School,Lie Smeller! Lie Smeller!,lie smeller lie smeller,4
142221,508,92,"Jimbo Jones: (HAPPILY) Oh great, it stuck!",408000,TRUE,144,3,Jimbo Jones,Springfield Elementary School,"Oh great, it stuck!",oh great it stuck,4
142222,508,93,(LADY GAGA EXPRESS: int. lady gaga express - rehearsal car - meanwhile),419000,FALSE,NA,4078,NA,LADY GAGA EXPRESS,NA,NA,NA
142223,508,94,Lady Gaga: Take five.,419000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,Take five.,take five,2
142224,508,95,"Lady Gaga: Hey, easy on the soda. I don't want gassy demons like last night. (POINTED) Jerry.",422000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,"Hey, easy on the soda. I don't want gassy demons like last night. Jerry.",hey easy on the soda i dont want gassy demons like last night jerry,14
142225,508,96,"Lady Gaga: Oh! Wait a minute! No! No, no! (SHUDDERS) Brrrrrr make it stop! Oh! (SINGS POWERFUL MUSICAL NOTES)",429000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,"Oh! Wait a minute! No! No, no! Brrrrrr make it stop! Oh!",oh wait a minute no no no brrrrrr make it stop oh,12
142226,508,97,Lady Gaga: Someone in Springfield needs my help... Light up the after-bras!,439000,TRUE,6127,4078,Lady Gaga,LADY GAGA EXPRESS,Someone in Springfield needs my help... Light up the after-bras!,someone in springfield needs my help light up the after-bras,10
142227,508,98,"Cletus Spuckler: That's it, I am off of this stuff.",449000,TRUE,1413,4078,Cletus Spuckler,LADY GAGA EXPRESS,"That's it, I am off of this stuff.",thats it i am off of this stuff,8
142228,508,99,"Brandine Del Roy: Me too, sweetheart.",452000,TRUE,1875,4078,Brandine Del Roy,LADY GAGA EXPRESS,"Me too, sweetheart.",me too sweetheart,3
142229,508,100,Brandine Del Roy: Kids?,454000,TRUE,1875,4078,Brandine Del Roy,LADY GAGA EXPRESS,Kids?,kids,1
142230,508,101,"SPUCKLER KID: Yes, momma.",455000,TRUE,6131,4078,SPUCKLER KID,LADY GAGA EXPRESS,"Yes, momma.",yes momma,2
142231,508,102,Brandine Del Roy: (LOOKS AT WOMB) No exceptions!,457000,TRUE,1875,4078,Brandine Del Roy,LADY GAGA EXPRESS,No exceptions!,no exceptions,2
142232,508,103,(Springfield: ext. springfield - rail yards close to town),465000,FALSE,NA,216,NA,Springfield,NA,NA,NA
142258,508,129,Homer Simpson: Where are they going with this?,590000,TRUE,2,375,Homer Simpson,Train Station,Where are they going with this?,where are they going with this,6
142233,508,104,"Kent Brockman: Kent Brockman reporting live from the Springfield rail yards, where Lady Gaga's fabulous freighter has bumped and grinded its way into town. Suffice it to say, this is the most culturally significant train to stop here since the McKinley funeral cortege paused to pick up casket ice!",465000,TRUE,211,216,Kent Brockman,Springfield,"Kent Brockman reporting live from the Springfield rail yards, where Lady Gaga's fabulous freighter has bumped and grinded its way into town. Suffice it to say, this is the most culturally significant train to stop here since the McKinley funeral cortege paused to pick up casket ice!",kent brockman reporting live from the springfield rail yards where lady gagas fabulous freighter has bumped and grinded its way into town suffice it to say this is the most culturally significant train to stop here since the mckinley funeral cortege paused to pick up casket ice,47
142234,508,105,"Marge Simpson: Now sweetie, don't make a big deal out of this. I stopped reading after ""TOP STUDENT"".",485000,TRUE,1,216,Marge Simpson,Springfield,"Now sweetie, don't make a big deal out of this. I stopped reading after ""TOP STUDENT"".",now sweetie dont make a big deal out of this i stopped reading after top student,16
142235,508,106,Homer Simpson: You wanna honk your jazz tube?,488000,TRUE,2,216,Homer Simpson,Springfield,You wanna honk your jazz tube?,you wanna honk your jazz tube,6
142236,508,107,"Lisa Simpson: (SAD MURMUR) What is the point? I think this is the end of me. All I had was my integrity. And now that's gone. (SOBS) I'm sorry, I'm so sorry. I try not to cry till you're asleep.",493000,TRUE,9,216,Lisa Simpson,Springfield,"What is the point? I think this is the end of me. All I had was my integrity. And now that's gone. I'm sorry, I'm so sorry. I try not to cry till you're asleep.",what is the point i think this is the end of me all i had was my integrity and now thats gone im sorry im so sorry i try not to cry till youre asleep,35
142237,508,108,Homer Simpson: I appreciate that.,509000,TRUE,2,216,Homer Simpson,Springfield,I appreciate that.,i appreciate that,3
142238,508,109,Marge Simpson: (WORRIED MURMUR),509000,FALSE,1,216,Marge Simpson,Springfield,NA,NA,NA
142239,508,110,"Lisa Simpson: (SOBBING) Look, if I could just spend a few days in my room without anyone trying to cheer me up, I think I might have a chance to...",509000,TRUE,9,216,Lisa Simpson,Springfield,"Look, if I could just spend a few days in my room without anyone trying to cheer me up, I think I might have a chance to...",look if i could just spend a few days in my room without anyone trying to cheer me up i think i might have a chance to,27
142240,508,111,"Homer Simpson: Hey, why don't we go see Lady Gaga? That'll turn your frown upside down.",520000,TRUE,2,216,Homer Simpson,Springfield,"Hey, why don't we go see Lady Gaga? That'll turn your frown upside down.",hey why dont we go see lady gaga thatll turn your frown upside down,14
142241,508,112,Lisa Simpson: It's not a frown. It is a straight line of resignation. Looks just the same upside down.,524000,TRUE,9,216,Lisa Simpson,Springfield,It's not a frown. It is a straight line of resignation. Looks just the same upside down.,its not a frown it is a straight line of resignation looks just the same upside down,17
142242,508,113,Homer Simpson: (INTRIGUED) What are you talking about? Y-you're right!,530000,TRUE,2,216,Homer Simpson,Springfield,What are you talking about? Y-you're right!,what are you talking about y-youre right,7
142243,508,114,Homer Simpson: Voop! Voop! Voop! Voop!,533000,TRUE,2,216,Homer Simpson,Springfield,Voop! Voop! Voop! Voop!,voop voop voop voop,4
142244,508,115,"Lisa Simpson: Dad, if you really wanna help, please stop trying to help.",535000,TRUE,9,216,Lisa Simpson,Springfield,"Dad, if you really wanna help, please stop trying to help.",dad if you really wanna help please stop trying to help,11
142245,508,116,"Homer Simpson: (KINDLY) I will, but you know me and my crazy number thing where I always have to get to seventeen. (QUICKLY) Voop! Voop! Voop! Voop! Voop! Voop! Voop! Voop! Voop! Voop! Whoops, I lost count. Better start again. Voop! Voop! Voop! Voop!",539000,TRUE,2,216,Homer Simpson,Springfield,"I will, but you know me and my crazy number thing where I always have to get to seventeen. Voop! Voop! Voop! Voop! Voop! Voop! Voop! Voop! Voop! Voop! Whoops, I lost count. Better start again. Voop! Voop! Voop! Voop!",i will but you know me and my crazy number thing where i always have to get to seventeen voop voop voop voop voop voop voop voop voop voop whoops i lost count better start again voop voop voop voop,40
142246,508,117,(Train Station: Ext. train station - a little later),553000,FALSE,NA,375,NA,Train Station,NA,NA,NA
142247,508,118,Crowd: (CHANTING) Ga-ga-oo-la-la! Ga-ga-ra-ma-ma!,553000,TRUE,75,375,Crowd,Train Station,Ga-ga-oo-la-la! Ga-ga-ra-ma-ma!,ga-ga-oo-la-la ga-ga-ra-ma-ma,2
142248,508,119,CROWD OW: (CHANTING) Ga-ga-ra-ma-ma! Ga-ga-ra-ma-ma!,558000,TRUE,6132,375,CROWD OW,Train Station,Ga-ga-ra-ma-ma! Ga-ga-ra-ma-ma!,ga-ga-ra-ma-ma ga-ga-ra-ma-ma,2
142249,508,120,"Homer Simpson: Hey Lisa, come on.",558000,TRUE,2,375,Homer Simpson,Train Station,"Hey Lisa, come on.",hey lisa come on,4
142250,508,121,"Lisa Simpson: I'm sorry, I don't really want to be here.",560000,TRUE,9,375,Lisa Simpson,Train Station,"I'm sorry, I don't really want to be here.",im sorry i dont really want to be here,9
142251,508,122,"Lady Gaga: Claws up, Springfield! Never forget you're all my Little Monsters!",566000,TRUE,6127,375,Lady Gaga,Train Station,"Claws up, Springfield! Never forget you're all my Little Monsters!",claws up springfield never forget youre all my little monsters,10
