id,name,normalized_name,gender
3352,Abe Bunyan,abe bunyan,NA
3353,Mrs. Abe Bunyan,mrs abe bunyan,NA
3354,Paul Bunyan,paul bunyan,NA
3355,Sourdough Moe,sourdough moe,NA
3356,PUAL BUNYAN,pual bunyan,NA
3357,Connie Appleseed,connie appleseed,NA
3358,FAINT VOICE,faint voice,NA
3359,Huck Finn,huck finn,NA
3360,Tom Sawyer,tom sawyer,NA
3361,Becky Thatcher,becky thatcher,NA
3362,Judge Thatcher,judge thatcher,NA
3363,Parson Lovejoy,parson lovejoy,NA
3364,Sheriff Wiggum,sheriff wiggum,NA
3365,HUCK/TOM,hucktom,NA
3366,Cholera Woman,cholera woman,NA
3367,Baby Vendor,baby vendor,NA
3368,Gypsy,gypsy,NA
3369,Shrunken Head,shrunken head,NA
3370,Gil Robot,gil robot,NA
3371,Robot Worker #1,robot worker 1,NA
3372,Robot Worker #2,robot worker 2,NA
3373,ROBOT WORKERS #1 AND #2,robot workers 1 and 2,NA
3374,Ultrahouse 3000,ultrahouse 3000,NA
3375,Matthew Perry,matthew perry,NA
3376,Dennis Miller,dennis miller,NA
3378,Harry Potter,harry potter,NA
3379,PRINCE,prince,NA
3380,Prince William,prince william,NA
3381,Bart's Prince,barts prince,NA
3382,Montymort,montymort,NA
3383,Slithers,slithers,NA
3384,KRUSTY FACE,krusty face,NA
3385,COMIC BOOK GUY FACE,comic book guy face,NA
3386,FROG PRINCE,frog prince,NA
3387,CAMPY 40'S MOVIE DETECTIVE,campy 40s movie detective,NA
3388,Cora,cora,NA
3389,Police Dog,police dog,NA
3391,Seal,seal,NA
3392,Dr. Kaufman,dr kaufman,NA
3393,Super-muscular Soldier,super-muscular soldier,NA
3394,Prof. Huntington,prof huntington,NA
3395,Formico,formico,NA
3396,Models,models,NA
3397,Model #2,model 2,NA
3398,Model #1,model 1,NA
3399,Sad Robot,sad robot,NA
3400,Female Bargoer,female bargoer,NA
3401,Male Bargoer,male bargoer,NA
3402,Bargoers,bargoers,NA
3403,REM,rem,NA
3404,Peter Buck,peter buck,NA
3405,Michael Stipe,michael stipe,NA
3406,Mike Mills,mike mills,NA
3407,Turkey,turkey,NA
3408,Animal Catcher #1,animal catcher 1,NA
3409,Older Chinese Man,older chinese man,NA
3410,WRITERS,writers,NA
3411,MR. BURNS BRAIN,mr burns brain,NA
3412,Anti-theft Device,anti-theft device,NA
3413,Burly,burly,NA
3414,Mama Celeste,mama celeste,NA
3415,Paul Newman,paul newman,NA
3416,Mesmerino,mesmerino,NA
3417,Buddy Love,buddy love,NA
3418,Young Lenny,young lenny,NA
3419,Young Carl,young carl,NA
3420,Young Louie,young louie,NA
3421,Young Fat Tony,young fat tony,NA
3422,Young Moe,young moe,NA
3423,Young Legs,young legs,NA
3424,"Waylon Smithers, Sr.",waylon smithers sr,NA
3425,WAYLON JR.,waylon jr,NA
3426,Space Ship Ensign,space ship ensign,NA
4164,Cake,cake,NA
3350,Hobo,hobo,m
3377,Pierce Brosnan,pierce brosnan,m
3427,Space Ship Captain,space ship captain,NA
3428,Astronaut Pitchman,astronaut pitchman,NA
3429,Wino,wino,NA
3430,Council Members,council members,NA
3431,Money Changer,money changer,NA
3432,Ghostly Voice,ghostly voice,NA
3433,Richard Gere,richard gere,NA
3434,Strom Thurmond,strom thurmond,NA
3435,Ralph Nader,ralph nader,NA
3436,Dracula,dracula,NA
3437,Bob Dole,bob dole,NA
3438,Environmentalist,environmentalist,NA
3439,Spotted Owl,spotted owl,NA
3441,Other Students,other students,NA
3442,Cougar,cougar,NA
3443,Overweight Man,overweight man,NA
3444,PEOPLE IN THE PYRAMID,people in the pyramid,NA
3445,People In Pyramid,people in pyramid,NA
3446,CEO,ceo,NA
3447,MOTHERLOVING,motherloving,NA
3448,Lawyers,lawyers,NA
3449,Dia-Betty,dia-betty,NA
3450,ELECTRONICALLY-ALTERED VOICE,electronically-altered voice,NA
3451,Count Fudge-ula,count fudge-ula,NA
3452,Sugar Dealer,sugar dealer,NA
3453,Two Male Marchers,two male marchers,NA
3454,Marcher,marcher,NA
3455,Lesbians,lesbians,NA
3456,Gay Man,gay man,NA
3457,Duck,duck,NA
3458,Justin,justin,NA
3459,Soccer Mummy,soccer mummy,NA
3460,Teenage Soccer Player,teenage soccer player,NA
3461,Announcer #3,announcer 3,NA
3462,Teenage Usher #1,teenage usher 1,NA
3463,Teenage Usher #2,teenage usher 2,NA
3465,Society Man,society man,NA
3466,Barbara Walters,barbara walters,NA
3467,Joy Behar,joy behar,NA
3468,Gen X Girl,gen x girl,NA
3469,Star Jones,star jones,NA
3470,Professor Van Doren,professor van doren,NA
3471,Derby Announcer,derby announcer,NA
3472,Beer Vendor,beer vendor,NA
3473,Derby Announcer #1,derby announcer 1,NA
3474,Kristen Davis,kristen davis,NA
3475,Kim Catrall,kim catrall,NA
3476,Sarah Jessica Parker,sarah jessica parker,NA
3477,Taxi Driver,taxi driver,NA
3478,German Baron,german baron,NA
3479,Dinosaur Doll,dinosaur doll,NA
3480,One-armed Man,one-armed man,NA
3481,Ant,ant,NA
3482,Helicopter Cop,helicopter cop,NA
3483,Headmaster,headmaster,NA
3484,Headmaster's Wife,headmasters wife,NA
3485,Wolfgang Puck,wolfgang puck,NA
3486,Little Rich Boy,little rich boy,NA
3487,Greta Wolfcastle,greta wolfcastle,NA
3488,Snobby Bully #1,snobby bully 1,NA
3489,Snobby Bully #2,snobby bully 2,NA
3490,Lookalike,lookalike,NA
3491,Teenage Waiter,teenage waiter,NA
3492,Tram Driver,tram driver,NA
3493,Bully #1,bully 1,NA
3494,Bully #2,bully 2,NA
3495,Canadian Player,canadian player,NA
3496,Ostrich,ostrich,NA
3497,COWBOY,cowboy,NA
3499,Sad Cowboy,sad cowboy,NA
3500,Bank Robber,bank robber,NA
3501,Grampa's Recorded Voice,grampas recorded voice,NA
3502,Zelda,zelda,NA
3504,Elderly Ladies,elderly ladies,NA
3505,OLD MEN,old men,NA
3506,Black Best Friend,black best friend,NA
3507,DISTINGUISHED VOICE,distinguished voice,NA
3508,HISPANIC GENTLEMAN,hispanic gentleman,NA
3509,1940S ANNOUNCER,1940s announcer,NA
3510,Revue Cast Members,revue cast members,NA
3511,Charo,charo,NA
3512,"RAY JAY JOHNSON, JR.",ray jay johnson jr,NA
3513,Charlie Callas,charlie callas,NA
3514,Yakov Smirnov,yakov smirnov,NA
3515,Audience Members,audience members,NA
3516,CHARRO,charro,NA
3517,Dionysus Barney,dionysus barney,NA
3518,SEA CAPTAIN/POSEIDON,sea captainposeidon,NA
3519,SEA CAPTAIN/POSEIDON CLOUD,sea captainposeidon cloud,NA
3520,Sirens,sirens,NA
3521,Crewmembers,crewmembers,NA
3522,Discus Stu,discus stu,NA
3523,Greek Sailors,greek sailors,NA
3524,Circe,circe,NA
3525,Lenny Pig,lenny pig,NA
3526,Dead Souls,dead souls,NA
3527,Other Suitors,other suitors,NA
3528,Goose,goose,NA
3529,Catapult Man,catapult man,NA
3530,French Army,french army,NA
4165,Pie #3,pie 3,NA
3498,BUCK,buck,m
3503,Zack,zack,m
3440,Gabriel,gabriel,m
3531,English Soldier,english soldier,NA
3532,English Soldier #1,english soldier 1,NA
3533,English Soldier #2,english soldier 2,NA
3534,Judge Lovejoy,judge lovejoy,NA
3535,Courtroom Audience,courtroom audience,NA
3536,Hamlet Bart,hamlet bart,NA
3537,Court,court,NA
3538,Viking,viking,NA
3539,Guilden-Lenny,guilden-lenny,NA
3540,Rosen-Carl,rosen-carl,NA
3541,Man In The Moon,man in the moon,NA
3542,Female Robot,female robot,NA
3543,Mr. Movie Phone,mr movie phone,NA
3544,Telemarketer,telemarketer,NA
3545,Ronaldo,ronaldo,NA
3546,Sexy Blonde Woman,sexy blonde woman,NA
3547,PINEAPPLE MAN,pineapple man,NA
3548,FLAMINGO,flamingo,NA
3549,Lifeguard,lifeguard,NA
3550,Potato,potato,NA
3551,Crows,crows,NA
3552,Present-Day Homer,present-day homer,NA
3553,Trey Anastasio,trey anastasio,NA
3554,Page McConnell,page mcconnell,NA
3555,Jon Fishman,jon fishman,NA
3556,SOME AUDIENCE MEMBERS,some audience members,NA
3557,Mike Gordon,mike gordon,NA
3558,Pete,pete,NA
3559,Seamus,seamus,NA
3560,Booking Agent,booking agent,NA
3561,Mr. Blackwell,mr blackwell,NA
3562,Jenkins,jenkins,NA
3563,Danger Dog,danger dog,NA
3564,Stan Lee,stan lee,NA
3565,Stegosaurus,stegosaurus,NA
3566,Todd Linux,todd linux,NA
3567,Bin Laden,bin laden,NA
3568,Lou Rawls,lou rawls,NA
3569,Voice Actor,voice actor,NA
3570,Cartoon Bart,cartoon bart,NA
3571,Passersby,passersby,NA
3572,Paperboy,paperboy,NA
3573,Milkman,milkman,NA
3574,Piano Lady,piano lady,NA
3575,Squishee Lady,squishee lady,NA
3576,Tom Brokaw,tom brokaw,NA
3577,Dream Squishee Lady,dream squishee lady,NA
3578,James Lipton,james lipton,NA
3579,Delivery Guy,delivery guy,NA
3580,Divorce Lawyer,divorce lawyer,NA
3581,Sashi,sashi,NA
3582,Pria,pria,NA
3583,Uma,uma,NA
3584,Sandeep,sandeep,NA
3585,Nabendu,nabendu,NA
3586,Gheet,gheet,NA
3587,Deliveryman,deliveryman,NA
3588,Ms. Pommelhorst,ms pommelhorst,NA
3589,Liberace Doll,liberace doll,NA
3590,Carrie,carrie,NA
3591,Tina,tina,NA
3592,Robert Pinsky,robert pinsky,NA
3593,Student #1,student 1,NA
3594,Student #2,student 2,NA
3595,Glue-bottle Cow,glue-bottle cow,NA
3596,Student #3,student 3,NA
3597,Student #4,student 4,NA
3598,CATERPILLAR,caterpillar,NA
3599,Screamapillar,screamapillar,NA
3600,Homer Devil,homer devil,NA
3601,Homer Angel,homer angel,NA
3602,VOICE OVER MEGAPHONE,voice over megaphone,NA
3603,Mrs. Bellamy,mrs bellamy,NA
3604,LADIES,ladies,NA
3605,Prison Warden,prison warden,NA
3606,Michael Clark Duncan,michael clark duncan,NA
3607,Executioner,executioner,NA
3608,Man With Braces,man with braces,NA
3609,Carmen Electra,carmen electra,NA
3610,Butterfly,butterfly,NA
3611,Fonzie,fonzie,NA
3612,Arnie,arnie,NA
3613,Looters,looters,NA
3614,Beatnik,beatnik,NA
3615,Monster,monster,NA
3616,Newsie,newsie,NA
3617,Otis,otis,NA
3618,Other Gangsters,other gangsters,NA
3619,Maude Ghost,maude ghost,NA
3620,Demon Maude,demon maude,NA
3621,Peddler,peddler,NA
3622,Homer Double,homer double,NA
3623,Doubles,doubles,NA
3624,HOMER DOUBLES,homer doubles,NA
3625,TRACEY ULLMAN SHOW HOMER,tracey ullman show homer,NA
3626,Farmer Gil,farmer gil,NA
3627,Army General,army general,NA
3628,Air Force General,air force general,NA
3629,WILLIAM BONNEY,william bonney,NA
3630,WILLIAM BONNEY/BILLY THE KID,william bonneybilly the kid,NA
3631,BILLY THE KID,billy the kid,NA
3632,Sundance Kid,sundance kid,NA
3633,Frank James,frank james,NA
3634,Kaiser,kaiser,NA
3635,Future Homer,future homer,NA
3636,Turkey Frink,turkey frink,NA
3637,Panther Marge,panther marge,NA
3638,Cow Flanders,cow flanders,NA
3639,Ralph Peacock,ralph peacock,NA
3640,Comic Book Ram,comic book ram,NA
3641,Pig Wiggum,pig wiggum,NA
3642,Owl Lisa,owl lisa,NA
3643,Alligator Sea Captain,alligator sea captain,NA
3644,Fox Burns,fox burns,NA
3645,LISA OWL,lisa owl,NA
3646,Spider Bart,spider bart,NA
3647,Disco Shrew,disco shrew,NA
3648,Other Manimals,other manimals,NA
3649,Walrus Homer,walrus homer,NA
3650,Cab Driver,cab driver,NA
3651,Network Announcer,network announcer,NA
3652,Female Cab Driver,female cab driver,NA
3653,Drunk Homer,drunk homer,NA
3655,Keith Richards,keith richards,NA
3656,Elvis Costello,elvis costello,NA
3657,Lenny Kravitz,lenny kravitz,NA
3658,Kenny Loggins,kenny loggins,NA
3659,Brian Setzer,brian setzer,NA
3660,Tom Petty,tom petty,NA
3661,GROUPIES,groupies,NA
3662,Rock Stars,rock stars,NA
3663,Salvadoran Rebel,salvadoran rebel,NA
3664,Jeff Probst,jeff probst,NA
3665,Rhino,rhino,NA
3666,Male Game Show Host,male game show host,NA
3667,Race Track Announcer,race track announcer,NA
3668,Japanese Joey,japanese joey,NA
3669,Japanese Phoebe,japanese phoebe,NA
3670,Clock Announcer,clock announcer,NA
3671,Robot #1,robot 1,NA
3672,Robot #2,robot 2,NA
3673,Clown,clown,NA
3674,Characters,characters,NA
3675,M.C. Safety,mc safety,NA
3676,Caution Crew Member,caution crew member,NA
3678,Third-grade Class,third-grade class,NA
3679,Third-grade Girl,third-grade girl,NA
3680,Teenagers,teenagers,NA
3681,Senate Chairman,senate chairman,NA
3682,Governor Mary Bailey,governor mary bailey,NA
3683,Homeless Man,homeless man,NA
3684,Mountain Man,mountain man,NA
3685,Grandpappy,grandpappy,NA
3686,Mountain Woman,mountain woman,NA
3687,Spanish Man,spanish man,NA
3689,Kid Announcer,kid announcer,NA
3690,BAJA MEN,baja men,NA
3691,LINDSAY/COOKIE,lindsaycookie,NA
3692,Television,television,NA
3693,Clownface,clownface,NA
3694,Chief O'Hara,chief ohara,NA
3695,Veterans,veterans,NA
3696,Head Veteran,head veteran,NA
3697,Angelo,angelo,NA
3698,All Men,all men,NA
3699,Kiki,kiki,NA
3700,Shoe Buyer #1,shoe buyer 1,NA
3701,Shoe Buyer #2,shoe buyer 2,NA
3702,Stampy,stampy,NA
3703,Baha Men,baha men,NA
3704,Larry Holmes,larry holmes,NA
3705,Gummy Sue,gummy sue,NA
3706,Kozlov,kozlov,NA
3707,Termites,termites,NA
3708,Exterminator,exterminator,NA
3709,Bran Producers,bran producers,NA
3710,Bran Producer #1,bran producer 1,NA
3711,Bran Producer #2,bran producer 2,NA
3712,Mitch,mitch,NA
3713,David Lander,david lander,NA
3714,BEARDED MAN,bearded man,NA
3715,Female Castaway,female castaway,NA
3716,Sad Man,sad man,NA
3717,Reality Show Tribe,reality show tribe,NA
3718,Cameraman #1,cameraman 1,NA
3719,Cameraman #2,cameraman 2,NA
3720,Cop #1,cop 1,NA
3721,Cop #2,cop 2,NA
3722,Masseur,masseur,NA
3723,ASIAN MASSEUSE,asian masseuse,NA
3724,Yoga Master,yoga master,NA
3725,Man With Mustache,man with mustache,NA
3726,HOMER THOUGHTS,homer thoughts,NA
3727,Roommate,roommate,NA
3728,Decapitating Harry,decapitating harry,NA
3729,High-tech Cell,high-tech cell,NA
3730,Junior,junior,NA
3731,Man Dressed As Jester,man dressed as jester,NA
3732,Reveler,reveler,NA
3733,SIX-YEAR-OLD GRAMPA,six-year-old grampa,NA
3734,Judge #2,judge 2,NA
3735,Judge #1,judge 1,NA
3736,Judge #3,judge 3,NA
3737,Robin Williams,robin williams,NA
3738,Committee Chairman,committee chairman,NA
3739,Sad Whiny Voice,sad whiny voice,NA
3740,Animatronic Gay Men,animatronic gay men,NA
3741,Riders,riders,NA
3742,RIDER,rider,NA
3743,Robot Mother,robot mother,NA
3744,Maniacal-looking Teacher,maniacal-looking teacher,NA
3654,Mick Jagger,mick jagger,m
3688,Cookie Kwan,cookie kwan,f
3745,Little Richard,little richard,NA
3746,Skinner's Thoughts,skinners thoughts,NA
3747,Mrs. Skinner's Thoughts,mrs skinners thoughts,NA
3748,Cartoon Mouse Voice,cartoon mouse voice,NA
3749,FEMALE MTV V.J.,female mtv vj,NA
3750,Elliott Gould,elliott gould,NA
3751,Girl's Thoughts,girls thoughts,NA
3752,Bully,bully,NA
3753,Turbo Diary,turbo diary,NA
3754,Movie Narrator,movie narrator,NA
3755,FLANDERS' VOICE,flanders voice,NA
3756,Space Frog,space frog,NA
3757,ASTRONAUT VOICE,astronaut voice,NA
3758,Sheriff Lisa,sheriff lisa,NA
3760,HEAD PROTESTER,head protester,NA
3761,Giuseppe,giuseppe,NA
3762,MISS SEPTEMBER,miss september,NA
3763,Scary Voice,scary voice,NA
3764,SCARY MAN,scary man,NA
3765,Mugger,mugger,NA
3766,Cheap Girlfriend,cheap girlfriend,NA
3767,Ruth Powers,ruth powers,NA
3768,Sonya,sonya,NA
3769,Lisa Leslie,lisa leslie,NA
3770,SWISH,swish,NA
3771,David McCullough,david mccullough,NA
3772,Ken Burns,ken burns,NA
3773,Skating Announcer,skating announcer,NA
3774,Tanker Driver,tanker driver,NA
3775,Aa Group,aa group,NA
3776,Bowler,bowler,NA
3777,Bowling Teammates,bowling teammates,NA
3778,Booming Voice,booming voice,NA
3779,Buddha,buddha,NA
3780,Walter Cronkite,walter cronkite,NA
3781,Ornette Coleman,ornette coleman,NA
3782,Furbies,furbies,NA
3783,Balki,balki,NA
3784,Happy Face,happy face,NA
3785,Uwa,uwa,NA
3786,Stenographer,stenographer,NA
3787,Tony Hawk,tony hawk,NA
3788,Tom DeLonge,tom delonge,NA
3789,Mark Hoppus,mark hoppus,NA
3790,Travis Barker,travis barker,NA
3791,Event Announcer,event announcer,NA
3792,Commercial Actress,commercial actress,NA
3793,60-Year-Old Nelson,60-year-old nelson,NA
3794,Booberella,booberella,NA
3795,Frankenstein,frankenstein,NA
3796,GRAVELLY MALE SINGER,gravelly male singer,NA
3797,Truck Commercial Announcer,truck commercial announcer,NA
3798,Rib-It,rib-it,NA
3799,Lisa's Cheering Section,lisas cheering section,NA
3801,Barnard,barnard,NA
3802,Radcliffe,radcliffe,NA
3803,Wellesley,wellesley,NA
3804,Mount Holyoke,mount holyoke,NA
3805,Vassar,vassar,NA
3806,Smith,smith,NA
3807,Bryn Mawr,bryn mawr,NA
3808,Seven Sisters,seven sisters,NA
3809,Real Lisa,real lisa,NA
3810,Ribhead,ribhead,NA
3811,Ribhead #2,ribhead 2,NA
3812,Italian Man,italian man,NA
3813,Sun Moon,sun moon,NA
3814,Hibbert Boy,hibbert boy,NA
3815,Big Band Singer,big band singer,NA
3816,Irish Cop,irish cop,NA
3818,REPORTER CLETUS,reporter cletus,NA
3819,James L. Brooks,james l brooks,NA
3820,Helen Fielding,helen fielding,NA
3821,MOE HOWARD,moe howard,NA
3822,Airport Official,airport official,NA
3823,Republicans,republicans,NA
3824,Armstrong,armstrong,NA
3825,Jet Pilot,jet pilot,NA
3826,Fox News Anchor,fox news anchor,NA
3827,Southern Congressman,southern congressman,NA
3828,Elderly Congressman,elderly congressman,NA
3829,Committee Member,committee member,NA
3830,Committee Member #2,committee member 2,NA
3831,Congressperson,congressperson,NA
3832,Sgt. At Arms,sgt at arms,NA
3833,Speaker Of The House,speaker of the house,NA
3834,House Members,house members,NA
3835,Mouse Paramedic,mouse paramedic,NA
3836,Nuts & Bolts,nuts bolts,NA
3837,Terrence,terrence,NA
3839,First Worker,first worker,NA
3840,Capitol Dome,capitol dome,NA
3841,Nuclear Inspector,nuclear inspector,NA
3842,Animated Skinner,animated skinner,NA
3844,Sad Voice,sad voice,NA
3845,Hobby Shop Guy,hobby shop guy,NA
3846,Astronomer,astronomer,NA
3847,MALE COMPUTER VOICE,male computer voice,NA
3848,Angry Mob,angry mob,NA
4166,Pies,pies,NA
3817,Sara Sloane,sara sloane,f
3800,George Plimpton,george plimpton,m
3759,Colt,colt,m
3838,Stark Richdale,stark richdale,m
3849,Jimmy the Snitch,jimmy the snitch,NA
3850,PUZZLE LENNY,puzzle lenny,NA
3851,Bachelors,bachelors,NA
3854,Stylist,stylist,NA
3855,Lesbian,lesbian,NA
3856,Large Gay Man,large gay man,NA
3857,Weird Al,weird al,NA
3858,Black Knight,black knight,NA
3859,King,king,NA
3860,Young Dr. Hibbert,young dr hibbert,NA
3861,David Byrne,david byrne,NA
3862,William Shatner,william shatner,NA
3863,Wrangler #1,wrangler 1,NA
3864,Wrangler #2,wrangler 2,NA
3865,Luke,luke,NA
3866,Cleanie,cleanie,NA
3867,Native American,native american,NA
3868,Clara,clara,NA
3869,Native American Woman,native american woman,NA
3870,Brave,brave,NA
3871,Owl,owl,NA
3872,Rabbit,rabbit,NA
3873,Elk,elk,NA
3874,Dry Cleaner,dry cleaner,NA
3875,Man With Sack,man with sack,NA
3876,Man With Plow,man with plow,NA
3877,Rin Tin Tin,rin tin tin,NA
3878,H.K. Duff,hk duff,NA
3879,American Astronaut,american astronaut,NA
3880,Russian Astronaut,russian astronaut,NA
3881,Astronauts,astronauts,NA
3882,Les,les,NA
3883,REGIS,regis,NA
3884,SUDS MCDUFF,suds mcduff,NA
3885,Derelicts,derelicts,NA
3886,Parasailer #1,parasailer 1,NA
3887,Parasailer #2,parasailer 2,NA
3888,Male Narrator,male narrator,NA
3889,Female Tour Guide,female tour guide,NA
3890,Female,female,NA
3891,Southern Woman,southern woman,NA
3892,Woman's Daughter,womans daughter,NA
3893,Armando,armando,NA
3894,Tv Chef,tv chef,NA
3895,Grouchy Old Man,grouchy old man,NA
3896,Sweet Old Lady,sweet old lady,NA
3897,Peruvian Frogs,peruvian frogs,NA
3898,Steve Buscemi,steve buscemi,NA
3899,Turks,turks,NA
3900,Marriage Counselor,marriage counselor,NA
3901,Jackson Browne,jackson browne,NA
3902,Busboys,busboys,NA
3903,Farty,farty,NA
3904,O.J.,oj,NA
3905,Pax Announcer,pax announcer,NA
3906,Silver-haired Woman,silver-haired woman,NA
3907,Jim Proudfoot,jim proudfoot,NA
3908,Junior Dandy Chief,junior dandy chief,NA
3909,Venus Flytrap,venus flytrap,NA
3910,Beautiful Woman,beautiful woman,NA
3911,Jethro,jethro,NA
3912,Granny,granny,NA
3913,Hot Woman,hot woman,NA
3914,Elmo,elmo,NA
3915,Godfather,godfather,NA
3916,Homer Doll,homer doll,NA
3917,Don Castellaneta,don castellaneta,NA
3918,Younger Mobster,younger mobster,NA
3919,Death,death,NA
3920,Frankie the Squealer,frankie the squealer,NA
3921,Swedish Scientist,swedish scientist,NA
3923,Young Professor Frink,young professor frink,NA
3924,Jennifer Garner,jennifer garner,NA
3925,Dudley Herschbach,dudley herschbach,NA
3926,Oscar De La Hoya,oscar de la hoya,NA
3927,Fbi Agent,fbi agent,NA
3928,Asian Woman,asian woman,NA
3929,Federal Agent,federal agent,NA
3930,Female Prisoners,female prisoners,NA
3931,Second Prisoner,second prisoner,NA
3932,Prison Bus Driver,prison bus driver,NA
3933,Other Prisoners,other prisoners,NA
3934,First Prisoner,first prisoner,NA
3935,French Teacher,french teacher,NA
3936,Michael Moore,michael moore,NA
3937,Boy Student,boy student,NA
3938,Dad #2,dad 2,NA
3939,Alien Rock Band,alien rock band,NA
3940,Museum-goers,museum-goers,NA
3941,Edwina,edwina,NA
3942,Tony Blair,tony blair,NA
3943,English Gentleman,english gentleman,NA
3944,Concierge,concierge,NA
3945,J.K. Rowling,jk rowling,NA
3946,Squeaky-Voiced British Teen,squeaky-voiced british teen,NA
3947,Judi Dench,judi dench,NA
3948,Gentleman #1,gentleman 1,NA
3949,GENTLEMAN #2,gentleman 2,NA
3950,Lord Daftwager,lord daftwager,NA
3951,Evan Marriott,evan marriott,NA
3952,Sir Ian McKellen,sir ian mckellen,NA
3953,Deep British Voice,deep british voice,NA
3954,Courtroom,courtroom,NA
3955,Young Girl In Crowd,young girl in crowd,NA
3922,Frink Senior,frink senior,m
3852,Grady,grady,m
3956,Second Guard,second guard,NA
3957,Sparkly Elves,sparkly elves,NA
3958,Madonna,madonna,NA
3959,HOMER-ISH WOMAN'S VOICE,homer-ish womans voice,NA
3960,Abbey,abbey,NA
3961,Cucumber Moses,cucumber moses,NA
3962,Candy Ball,candy ball,NA
3963,Grant Connor,grant connor,NA
3964,Care Bear,care bear,NA
3965,Prostitute,prostitute,NA
3966,2nd Peddler,2nd peddler,NA
3967,1st Construction Worker,1st construction worker,NA
3968,2nd Construction Worker,2nd construction worker,NA
3969,Ultrasound Woman,ultrasound woman,NA
3970,Jeremy,jeremy,NA
3971,Diane,diane,NA
3972,Beach Boys Experience,beach boys experience,NA
3973,Curb Re-painter,curb re-painter,NA
3974,Kathy,kathy,NA
3975,Holiday Special Announcer,holiday special announcer,NA
3976,Soulful Prune,soulful prune,NA
3977,Classy Clerk,classy clerk,NA
3978,Talking Astrolabe,talking astrolabe,NA
3979,REDNECK RADIO DJ,redneck radio dj,NA
3980,Country Singer,country singer,NA
3981,BACKUP SINGERS,backup singers,NA
3982,ASTROLABE,astrolabe,NA
3983,Jimmy Stewart Puppet,jimmy stewart puppet,NA
3984,Cartoon Announcer,cartoon announcer,NA
3985,Mr. McGrew,mr mcgrew,NA
3986,Bob Cratchett,bob cratchett,NA
3987,Ghost Of Xmas Past,ghost of xmas past,NA
3988,Sitcom Character,sitcom character,NA
3989,Ebenezer Urkel,ebenezer urkel,NA
3990,Mr. Sulu,mr sulu,NA
3991,Mr. Scott,mr scott,NA
3992,Pregnant Woman,pregnant woman,NA
3993,Wildlife Host,wildlife host,NA
3994,HANK HILL,hank hill,NA
3996,Gerbil,gerbil,NA
3997,Kids Chorus,kids chorus,NA
3998,Helpful Bear,helpful bear,NA
3999,Concert Announcer,concert announcer,NA
4000,Tinky Winky,tinky winky,NA
4001,Concert Crowd,concert crowd,NA
4002,Kid Crowd,kid crowd,NA
4003,Afghani Man,afghani man,NA
4004,Most Of Crowd,most of crowd,NA
4005,Speak 'n' Spell,speak n spell,NA
4006,Perverts,perverts,NA
4007,Tobacco Lobbyist,tobacco lobbyist,NA
4008,Mother On Ad,mother on ad,NA
4009,Actress In Blue Wig,actress in blue wig,NA
4010,"""Yeeeessss"" Man",yeeeessss man,NA
4011,Bike Guy,bike guy,NA
4012,Macho Tv Announcer,macho tv announcer,NA
4013,ROBOT WARS ANNOUNCER #2,robot wars announcer 2,NA
4014,ROBOT WARS ANNOUNCER #1,robot wars announcer 1,NA
4015,Knockahomer,knockahomer,NA
4016,Scary Robot,scary robot,NA
4017,Security Voice,security voice,NA
4018,Esme Delacroix,esme delacroix,NA
4019,Boris,boris,NA
4020,Siren,siren,NA
4021,Bartleby,bartleby,NA
4022,Leezakiah,leezakiah,NA
4023,Temperance,temperance,NA
4024,Captain Mordecai,captain mordecai,NA
4025,CYRUS MANLEY,cyrus manley,NA
4026,Jealousy,jealousy,NA
4027,Honesty,honesty,NA
4028,Conscience,conscience,NA
4029,Libido,libido,NA
4030,Thomas Pynchon,thomas pynchon,NA
4031,Springfieldites,springfieldites,NA
4032,Ashley Olsen,ashley olsen,NA
4033,Mary-Kate Olsen,mary-kate olsen,NA
4034,Elderly Librarian,elderly librarian,NA
4036,MARGARINE OF ARAGON,margarine of aragon,NA
4037,Court Herald,court herald,NA
4038,Royal Physician,royal physician,NA
4039,Prince Bart,prince bart,NA
4040,Margarine,margarine,NA
4041,Thomas More,thomas more,NA
4042,Barrister,barrister,NA
4043,Anne Boleyn,anne boleyn,NA
4044,Archbishop Lovejoy,archbishop lovejoy,NA
4045,Jane Seymour,jane seymour,NA
4046,Next Wife #2,next wife 2,NA
4047,Next Wife #3,next wife 3,NA
4048,Anne of Cleves,anne of cleves,NA
4049,Advisor Moe,advisor moe,NA
4050,Chief Homer,chief homer,NA
4051,Sacagawea,sacagawea,NA
4052,Charbonneau,charbonneau,NA
4053,Explorers,explorers,NA
4054,Mozart,mozart,NA
4055,Salieri,salieri,NA
4056,RAINER WOLFCASTLE,rainer wolfcastle,NA
4057,Fops,fops,NA
4058,Emperor Joseph II,emperor joseph ii,NA
4059,Knight Chorus,knight chorus,NA
4035,Henry VIII,henry viii,m
4060,LADIES IN WAITING CHORUS,ladies in waiting chorus,NA
4061,Female Soloist,female soloist,NA
4062,Fop #1,fop 1,NA
4063,Fop #2,fop 2,NA
4064,Chancellor Smithers,chancellor smithers,NA
4065,Beethoven,beethoven,NA
4066,Crazies,crazies,NA
4067,Isabel Sanford,isabel sanford,NA
4068,'70s Announcer,70s announcer,NA
