iso3c,country,region,income,year,population,overall_score,data_use_score,data_services_score,data_products_score,data_sources_score,data_infrastructure_score
ERI,Eritrea,Sub-Saharan Africa,Low income,2017,3396933,NA,16.6,NA,39.3,NA,10
FRO,Faroe Islands,Europe & Central Asia,High income,2017,50230,NA,40,NA,10.54375,NA,NA
PYF,French Polynesia,East Asia & Pacific,High income,2017,295450,NA,50,NA,13.5875,NA,NA
GIB,Gibraltar,Europe & Central Asia,High income,2017,32602,NA,40,NA,11.91875,NA,NA
GRL,Greenland,Europe & Central Asia,High income,2017,56172,NA,50,NA,11.875,NA,NA
GRD,Grenada,Latin America & Caribbean,Upper middle income,2017,120921,NA,70,NA,44.04375,NA,20
GUM,Guam,East Asia & Pacific,High income,2017,168606,NA,40,NA,13.99375,NA,NA
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2017,7393200,NA,60,NA,29.925,NA,NA
IMN,Isle of Man,Europe & Central Asia,High income,2017,83580,NA,50,NA,9.9,NA,NA
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2017,25516321,NA,10,NA,41.3,NA,NA
XKX,Kosovo,Europe & Central Asia,Upper middle income,2017,1791003,NA,60,31.366666666666664,NA,40.46666666666667,55.00000000000001
LIE,Liechtenstein,Europe & Central Asia,High income,2017,37889,NA,50,NA,23.06875,NA,NA
MAC,"Macao SAR, China",East Asia & Pacific,High income,2017,638609,NA,60,NA,23.987500000000004,NA,NA
MCO,Monaco,Europe & Central Asia,High income,2017,37044,NA,50,NA,26.231249999999996,NA,NA
NRU,Nauru,East Asia & Pacific,High income,2017,11682,NA,30,NA,35.91875,NA,10
NCL,New Caledonia,East Asia & Pacific,High income,2017,270810,NA,60,NA,15.50625,NA,NA
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2017,50729,NA,40,NA,9.825,NA,NA
PLW,Palau,East Asia & Pacific,High income,2017,17837,NA,50,NA,36.9375,NA,15
PRI,Puerto Rico,Latin America & Caribbean,High income,2017,3325286,NA,60,NA,22.88125,NA,NA
SMR,San Marino,Europe & Central Asia,High income,2017,34056,NA,50,NA,18.26875,NA,55.00000000000001
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2017,38615,NA,30,NA,10.01875,NA,NA
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2017,47785,NA,40,NA,41.95625,NA,20
MAF,St. Martin (French part),Latin America & Caribbean,High income,2017,34496,NA,40,NA,5.85625,NA,NA
TON,Tonga,East Asia & Pacific,Upper middle income,2017,105415,NA,70,NA,45.25625000000001,NA,35
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2017,39844,NA,30,NA,11.86875,NA,NA
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2017,10828,NA,50,NA,34.262499999999996,NA,5
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2017,107281,NA,40,NA,8.78125,NA,NA
ITA,Italy,Europe & Central Asia,High income,2016,60627498,88.62416666666665,100,93.46666666666664,71.08749999999999,78.56666666666668,100
SWE,Sweden,Europe & Central Asia,High income,2016,9923085,88.02958333333333,100,97.09999999999998,70.80624999999999,72.24166666666667,100
USA,United States,North America,High income,2016,323071755,87.97,100,91.53333333333332,64.05,84.26666666666667,100
FIN,Finland,Europe & Central Asia,High income,2016,5495303,87.46125,100,92.33333333333331,70.55624999999999,74.41666666666666,100
AUS,Australia,East Asia & Pacific,High income,2016,24190907,87.41666666666666,100,89.26666666666665,69.525,78.29166666666666,100
SVN,Slovenia,Europe & Central Asia,High income,2016,2065042,86.86625000000001,100,91.13333333333333,70.23125,72.96666666666667,100
AUT,Austria,Europe & Central Asia,High income,2016,8736668,86.32208333333334,100,90.5,69.19375,71.91666666666667,100
CAN,Canada,North America,High income,2016,36110803,86.27958333333335,100,95.09999999999998,59.20625000000002,82.09166666666667,95
ESP,Spain,Europe & Central Asia,High income,2016,46484062,86.09083333333334,100,90.9,69.36250000000001,75.19166666666666,95
PRT,Portugal,Europe & Central Asia,High income,2016,10325452,85.67500000000001,100,91.63333333333333,64.275,72.46666666666667,100
DEU,Germany,Europe & Central Asia,High income,2016,82348669,84.90666666666667,100,90.66666666666666,66.07499999999999,72.79166666666667,95
FRA,France,Europe & Central Asia,High income,2016,66724104,84.88041666666666,100,83.36666666666666,70.89374999999998,70.14166666666667,100
CHE,Switzerland,Europe & Central Asia,High income,2016,8373338,84.39125,100,86.83333333333331,71.88125,73.24166666666667,90
IRL,Ireland,Europe & Central Asia,High income,2016,4755335,83.93041666666667,100,89.26666666666665,67.96875,67.41666666666667,95
LVA,Latvia,Europe & Central Asia,High income,2016,1959537,83.88208333333334,100,91.4,54.06875,73.94166666666668,100
HUN,Hungary,Europe & Central Asia,High income,2016,9814023,83.75166666666667,100,85.56666666666666,60.925,72.26666666666667,100
GRC,Greece,Europe & Central Asia,High income,2016,10775971,82.54916666666668,100,83.26666666666667,63.1375,71.34166666666667,95
SVK,Slovak Republic,Europe & Central Asia,High income,2016,5430798,82.20208333333335,90,82.69999999999999,63.11875,75.19166666666666,100
GBR,United Kingdom,Europe & Central Asia,High income,2016,65611593,82.05666666666667,100,84.96666666666665,69.55,65.76666666666667,90
POL,Poland,Europe & Central Asia,High income,2016,37970087,81.71958333333333,100,60,66.85624999999999,81.74166666666667,100
TUR,Turkiye,Europe & Central Asia,Upper middle income,2016,79277962,80.64541666666668,100,80.93333333333332,81.01875000000001,66.275,75
EST,Estonia,Europe & Central Asia,High income,2016,1315790,80.59458333333333,100,59.5,64.00625,79.46666666666667,100
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2016,6079500,80.42416666666666,100,83.93333333333332,72.5375,60.650000000000006,85
CZE,Czechia,Europe & Central Asia,High income,2016,10566332,80.00250000000001,100,61.33333333333333,70.1875,78.49166666666667,90
CHL,Chile,Latin America & Caribbean,High income,2016,18083879,79.68125,100,81.03333333333333,76.13125000000001,66.24166666666666,75
DNK,Denmark,Europe & Central Asia,High income,2016,5728010,79.63833333333335,100,62.9,63.22500000000001,72.06666666666666,100
ARM,Armenia,Europe & Central Asia,Upper middle income,2016,2865835,79.07166666666666,100,84.46666666666667,75.64999999999999,60.24166666666666,75
MEX,Mexico,Latin America & Caribbean,Upper middle income,2016,121519221,79.01750000000001,100,93.23333333333332,82.3125,69.54166666666667,50
NZL,New Zealand,East Asia & Pacific,High income,2016,4714100,78.96291666666667,100,91.76666666666668,62.20625,65.84166666666667,75
LTU,Lithuania,Europe & Central Asia,High income,2016,2868231,78.56916666666666,100,57.56666666666666,55.5125,79.76666666666667,100
NLD,Netherlands,Europe & Central Asia,High income,2016,17030314,78.47416666666666,100,61.66666666666667,63.26250000000001,67.44166666666666,100
NOR,Norway,Europe & Central Asia,High income,2016,5234519,77.82208333333334,100,62.59999999999999,66.09375,70.41666666666667,90
THA,Thailand,East Asia & Pacific,Upper middle income,2016,70607037,77.69208333333334,100,79.26666666666667,76.71874999999999,62.474999999999994,70
ISR,Israel,Middle East & North Africa,High income,2016,8546000,77.38000000000001,100,81.86666666666666,52.37500000000001,57.65833333333333,95
GEO,Georgia,Europe & Central Asia,Upper middle income,2016,3727505,77.045,90,84.33333333333333,64.9,70.99166666666666,75
JPN,Japan,East Asia & Pacific,High income,2016,127076000,76.44833333333334,100,52.49999999999999,68.19999999999999,71.54166666666666,90
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2016,99784030,76.26958333333333,100,77.49999999999999,79.85624999999999,63.99166666666666,60
KOR,"Korea, Rep.",East Asia & Pacific,High income,2016,51217803,76.16708333333332,100,53.400000000000006,71.64375,75.79166666666666,80
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2016,56422274,76.15208333333334,83.39999999999999,85.19999999999999,78.41874999999999,68.74166666666667,65
BEL,Belgium,Europe & Central Asia,High income,2016,11331422,75.2925,100,53.13333333333333,60.412499999999994,67.91666666666666,95
BGR,Bulgaria,Europe & Central Asia,High income,2016,7127822,75.01375000000002,100,52.53333333333333,64.31875000000001,73.21666666666667,85
BRA,Brazil,Latin America & Caribbean,Upper middle income,2016,206859578,74.27708333333334,90,80.6,74.84375,70.94166666666666,55.00000000000001
MLT,Malta,Middle East & North Africa,High income,2016,455356,74.07041666666667,100,80.96666666666665,44.61875,74.76666666666667,70
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2016,1263747,73.73083333333334,90,85.6,65.83749999999999,57.21666666666667,70
LKA,Sri Lanka,South Asia,Lower middle income,2016,21425494,73.56083333333333,100,81.26666666666667,71.0375,80.5,35
PHL,Philippines,East Asia & Pacific,Lower middle income,2016,104875266,73.24374999999999,100,79.4,68.86874999999999,82.95,35
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2016,4945205,72.69624999999999,100,72.13333333333333,73.98125,67.36666666666667,50
MDA,Moldova,Europe & Central Asia,Upper middle income,2016,2803186,72.2125,100,54.93333333333334,59.41249999999999,61.71666666666666,85
RUS,Russian Federation,Europe & Central Asia,High income,2016,145015460,71.92083333333333,80,83.39999999999999,55.6625,65.54166666666667,75
COL,Colombia,Latin America & Caribbean,Upper middle income,2016,47625955,71.59,100,79.63333333333334,81.425,46.891666666666666,50
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2016,16439585,71.03958333333334,100,86.46666666666667,72.05624999999999,46.675,50
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2016,17794055,71.00625,100,45.733333333333334,71.55624999999999,67.74166666666666,70
ISL,Iceland,Europe & Central Asia,High income,2016,335439,69.47166666666666,80,49.56666666666666,54.75,63.04166666666667,100
IDN,Indonesia,East Asia & Pacific,Upper middle income,2016,261850182,68.89458333333333,100,76.89999999999999,67.58125,44.99166666666667,55.00000000000001
SRB,Serbia,Europe & Central Asia,Upper middle income,2016,7058322,68.77416666666667,100,52.366666666666674,67.51249999999999,58.99166666666667,65
LUX,Luxembourg,Europe & Central Asia,High income,2016,582014,68.74416666666667,80,49.06666666666666,53.8875,60.76666666666666,100
MNG,Mongolia,East Asia & Pacific,Upper middle income,2016,3029555,67.84166666666665,100,54.46666666666666,73.55,66.19166666666668,45
BLR,Belarus,Europe & Central Asia,Upper middle income,2016,9469379,67.74791666666667,100,45.599999999999994,66.53125,46.608333333333334,80
UKR,Ukraine,Europe & Central Asia,Upper middle income,2016,45038236,67.67458333333335,100,43.89999999999999,69.63125,54.84166666666667,70
IND,India,South Asia,Lower middle income,2016,1338636340,66.71875,90,85.73333333333333,63.84375000000001,44.016666666666666,50
CYP,Cyprus,Europe & Central Asia,High income,2016,1197881,66.51458333333335,80,49.1,53.90625,69.56666666666666,80
HRV,Croatia,Europe & Central Asia,High income,2016,4174349,66.43333333333334,90,51.5,48.35,67.31666666666666,75
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2016,6250510,66.36958333333334,90,72.89999999999999,74.68124999999999,54.266666666666666,40
URY,Uruguay,Latin America & Caribbean,High income,2016,3413766,65.53250000000001,100,74.43333333333332,63.06250000000001,65.16666666666667,25
ARG,Argentina,Latin America & Caribbean,Upper middle income,2016,43590368,65.46833333333333,70,75.6,79.825,66.91666666666667,35
SGP,Singapore,East Asia & Pacific,High income,2016,5607283,65.27708333333334,100,48.03333333333333,40.94375,62.40833333333333,75
ALB,Albania,Europe & Central Asia,Upper middle income,2016,2876101,64.90500000000002,100,18.133333333333333,63.1,63.29166666666666,80
UGA,Uganda,Sub-Saharan Africa,Low income,2016,38748299,62.931250000000006,90,45.49999999999999,70.93125,43.224999999999994,65
PER,Peru,Latin America & Caribbean,Upper middle income,2016,31132779,62.89375000000001,90,76.13333333333333,70.61874999999999,47.71666666666666,30
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2016,1906313,62.607083333333335,100,52.46666666666666,51.31875,64.25,45
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2016,10527592,62.501666666666665,100,48.666666666666664,65.875,37.96666666666667,60
TUN,Tunisia,Middle East & North Africa,Lower middle income,2016,11685667,62.07749999999999,90,82.89999999999999,62.98749999999998,54.49999999999999,20
MYS,Malaysia,East Asia & Pacific,Upper middle income,2016,31526418,61.34041666666666,86.6,46.233333333333334,72.91874999999999,55.95,45
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2016,54401802,61.245833333333344,90,41.8,75.1125,44.31666666666666,55.00000000000001
MAR,Morocco,Middle East & North Africa,Lower middle income,2016,35107264,60.351666666666674,90,73.6,62.24999999999999,45.90833333333333,30
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2016,29554303,59.3425,100,40.233333333333334,66.21249999999999,45.266666666666666,45
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2016,15827690,58.51333333333334,90,42.13333333333333,77.125,58.30833333333333,25
HND,Honduras,Latin America & Caribbean,Lower middle income,2016,9460798,58.21125000000001,90,41.06666666666666,74.60625,45.38333333333333,40
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2016,11263015,57.444166666666675,100,46.266666666666666,70.88749999999999,55.06666666666666,15
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2016,6266615,57.02041666666666,90,43.166666666666664,68.51875,38.416666666666664,45
BGD,Bangladesh,South Asia,Lower middle income,2016,159784568,56.817499999999995,83.39999999999999,43.03333333333333,72.21249999999998,50.44166666666666,35
MNE,Montenegro,Europe & Central Asia,Upper middle income,2016,622303,56.59333333333334,90,44.7,59.9,58.36666666666667,30
PAK,Pakistan,South Asia,Lower middle income,2016,213524840,56.58333333333333,100,43.06666666666666,64.75,40.099999999999994,35
RWA,Rwanda,Sub-Saharan Africa,Low income,2016,11930899,56.45625000000001,80,56.03333333333333,66.23124999999999,40.016666666666666,40
JOR,Jordan,Middle East & North Africa,Lower middle income,2016,9964656,56.18583333333335,80,46.766666666666666,64.51249999999999,69.65,20
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2016,188666931,56.11708333333334,100,45.9,53.86875000000001,40.81666666666667,40
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2016,176413,55.915000000000006,100,40.53333333333333,56.87500000000001,57.166666666666664,25
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2016,93126529,55.708333333333336,100,45.56666666666666,56.625,51.35000000000001,25
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2016,47894670,55.57666666666666,80,49.86666666666667,68.77499999999999,34.24166666666667,45
MWI,Malawi,Sub-Saharan Africa,Low income,2016,17405624,55.46583333333335,90,46.36666666666667,72.28749999999998,48.675,20
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2016,3480986,55.37708333333333,90,10.733333333333334,59.46875,51.68333333333332,65
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2016,14751356,55.07916666666668,90,45.83333333333333,62.712500000000006,46.85,30
FJI,Fiji,East Asia & Pacific,Upper middle income,2016,918371,54.81625000000001,90,40.833333333333336,59.75625,53.49166666666666,30
CHN,China,East Asia & Pacific,Upper middle income,2016,1387790000,53.96625,83.39999999999999,48.53333333333333,58.90624999999999,33.99166666666667,45
NER,Niger,Sub-Saharan Africa,Low income,2016,20921743,53.627916666666664,100,42.333333333333336,67.90624999999999,32.9,25
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2016,16767761,53.2475,80,39.49999999999999,67.6875,39.05,40
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2016,558394,53.01250000000001,80,45.233333333333334,59.26250000000001,55.56666666666668,25
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2016,23711630,52.99666666666667,80,47.43333333333333,69.37499999999999,33.175000000000004,35
WSM,Samoa,East Asia & Pacific,Lower middle income,2016,205544,52.83583333333334,90,44.39999999999999,56.93750000000001,27.841666666666665,45
MOZ,Mozambique,Sub-Saharan Africa,Low income,2016,27696493,52.00208333333334,80,42.166666666666664,63.29375,39.55,35
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2016,9757812,51.798750000000005,70,13.73333333333333,59.81875,55.441666666666656,60
KHM,Cambodia,East Asia & Pacific,Lower middle income,2016,15624584,51.45625,70,40.13333333333333,71.80624999999999,35.34166666666667,40
ETH,Ethiopia,Sub-Saharan Africa,Low income,2016,105293228,51.31875,90,40.4,70.26875,40.925,15
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2016,24213622,50.916666666666664,90,41.56666666666666,71.975,36.041666666666664,15
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2016,2802695,50.695416666666674,80,5.866666666666667,62.41875,60.19166666666666,45
PAN,Panama,Latin America & Caribbean,High income,2016,4026336,50.26416666666667,80,13.366666666666664,68.8625,64.09166666666665,25
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2016,8725318,50.21958333333334,90,12.599999999999998,56.056250000000006,42.44166666666666,50
BDI,Burundi,Sub-Saharan Africa,Low income,2016,10903327,50.135,80,44.36666666666667,68.6,22.708333333333336,35
MDV,Maldives,South Asia,Upper middle income,2016,454252,49.804166666666674,70,42.5,48.962500000000006,52.55833333333334,35
TGO,Togo,Sub-Saharan Africa,Low income,2016,7661354,49.70833333333334,80,45.3,67.85,30.391666666666666,25
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2016,83306231,49.67875000000001,100,8.433333333333334,51.21875,58.74166666666666,30
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2016,2323352,49.53708333333333,70,43.3,70.94375000000001,33.44166666666667,30
MLI,Mali,Sub-Saharan Africa,Low income,2016,18700106,49.34791666666667,80,48.93333333333333,59.45625,43.35000000000001,15
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2016,2352416,49.251250000000006,56.60000000000001,43.53333333333333,62.25625,53.866666666666674,30
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2016,19275498,49.127500000000005,70,42.03333333333333,65.8375,42.766666666666666,25
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2016,2143872,48.69875,80,43.63333333333333,50.06875000000001,34.791666666666664,35
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2016,2317206,48.52875,80,38.4,59.74375,39.49999999999999,25
BLZ,Belize,Latin America & Caribbean,Upper middle income,2016,367313,47.71583333333333,80,9.7,56.1875,62.691666666666656,30
NPL,Nepal,South Asia,Lower middle income,2016,27861186,47.56833333333334,60,42.766666666666666,67.89999999999999,42.175,25
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2016,6389235,47.51791666666667,90,12.7,66.93125,37.958333333333336,30
BEN,Benin,Sub-Saharan Africa,Lower middle income,2016,11260085,47.49041666666667,90,40.56666666666666,53.86875000000001,33.016666666666666,20
AGO,Angola,Sub-Saharan Africa,Lower middle income,2016,29154746,47.39541666666668,80,7.666666666666666,70.44375000000001,38.866666666666674,40
BTN,Bhutan,South Asia,Lower middle income,2016,749761,47.16791666666666,70,48.133333333333326,62.33125,35.375,20
ARE,United Arab Emirates,Middle East & North Africa,High income,2016,8994263,47.04333333333334,80,10.633333333333333,38.45,51.13333333333333,55.00000000000001
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2016,1142524,45.87125,90,2,67.35624999999999,35,35
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2016,204632,45.595,60,45.766666666666666,46.825,45.38333333333333,30
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2016,7493913,45.587916666666665,80,42.29999999999999,57.83125,22.808333333333337,25
KWT,Kuwait,Middle East & North Africa,High income,2016,4048085,45.540000000000006,80,12.366666666666664,49.2,56.13333333333333,30
DZA,Algeria,Middle East & North Africa,Upper middle income,2016,40339329,45.06041666666667,80,6.5,56.39375,57.40833333333334,25
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2016,30741464,44.85,60,41.43333333333333,55.55,42.266666666666666,25
QAT,Qatar,Middle East & North Africa,High income,2016,2595166,44.81625000000001,80,9.3,48.38125,56.400000000000006,30
LBR,Liberia,Sub-Saharan Africa,Low income,2016,4706097,44.596250000000005,90,12.433333333333332,60.506249999999994,35.041666666666664,25
MMR,Myanmar,East Asia & Pacific,Lower middle income,2016,51892349,43.42,66.60000000000001,11.933333333333332,71.94999999999999,36.61666666666667,30
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2016,6891363,42.84541666666667,60,42.43333333333334,58.818749999999994,42.974999999999994,10
BHR,Bahrain,Middle East & North Africa,High income,2016,1409661,42.49875,70,14.266666666666666,39.39375,48.833333333333336,40
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2016,5186824,42.33208333333334,90,8.7,52.39375,30.566666666666663,30
OMN,Oman,Middle East & North Africa,High income,2016,4398070,41.24333333333334,70,17,43.3,40.91666666666667,35
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2016,14452704,40.97458333333333,70,7.5,50.98125,41.39166666666666,35
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2016,11930985,40.69875,70,47.099999999999994,55.81875000000001,25.575000000000003,5
SAU,Saudi Arabia,Middle East & North Africa,High income,2016,33416270,40.69875,60,7.633333333333334,44.51875,61.34166666666667,30
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2016,4051890,40.524166666666666,90,10.6,51.787499999999994,20.233333333333334,30
MDG,Madagascar,Sub-Saharan Africa,Low income,2016,25501941,39.552083333333336,90,1.1,60.79375,15.866666666666667,30
AFG,Afghanistan,South Asia,Low income,2016,34636207,39.39625,70,6.7333333333333325,54.80625000000001,25.441666666666663,40
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2016,105963,39.17875,50,5.8,49.993750000000006,50.1,40
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2016,29274002,38.42875000000001,76.6,8.866666666666667,52.14375,24.533333333333335,30
SUR,Suriname,Latin America & Caribbean,Upper middle income,2016,581453,38.18625000000001,40,13.533333333333331,42.38125,50.016666666666666,45
GUY,Guyana,Latin America & Caribbean,High income,2016,759087,38.056666666666665,60,9.9,56.15,29.233333333333334,35
SDN,Sudan,Sub-Saharan Africa,Low income,2016,39377169,37.87041666666667,73.4,13.9,62.19375,24.858333333333334,15
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2016,283218,37.811666666666675,46.6,40.766666666666666,51.6,30.091666666666665,20
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2016,1469330,36.927083333333336,60,5.866666666666667,41.26875,47.5,30
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2016,31847900,36.73125,60,4.1,48.33125,31.225,40
BHS,"Bahamas, The",Latin America & Caribbean,High income,2016,395976,36.702083333333334,80,8.233333333333333,33.818749999999994,26.458333333333332,35
IRQ,Iraq,Middle East & North Africa,Upper middle income,2016,38697943,36.46416666666667,60,8.866666666666667,55.1625,18.291666666666668,40
HTI,Haiti,Latin America & Caribbean,Lower middle income,2016,10713849,36.18666666666668,90,1.7333333333333332,50.000000000000014,19.2,20
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2016,628102,33.043333333333344,56.60000000000001,7.033333333333333,55.750000000000014,20.833333333333332,25
LBN,Lebanon,Middle East & North Africa,Lower middle income,2016,6258619,32.41291666666667,40,8.5,53.25625000000001,45.30833333333333,15
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2016,1834552,32.347500000000004,46.6,45.46666666666667,43.4625,16.208333333333332,10
SSD,South Sudan,Sub-Saharan Africa,Low income,2016,11066105,30.445,20,41.266666666666666,44.075,21.883333333333333,25
TCD,Chad,Sub-Saharan Africa,Low income,2016,14592585,28.502916666666668,46.6,8.9,51.10625000000001,20.908333333333335,15
KIR,Kiribati,East Asia & Pacific,Lower middle income,2016,118513,28.059583333333336,50,7.933333333333333,46.15625,16.208333333333332,20
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2016,8899169,26.965416666666663,50,4,47.21875000000001,18.60833333333333,15
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2016,109925,24.7825,30,8.133333333333333,43.9375,26.841666666666665,15
DJI,Djibouti,Middle East & North Africa,Lower middle income,2016,1023261,23.963750000000005,40,8.166666666666666,49.71875,16.93333333333333,5
LBY,Libya,Middle East & North Africa,Upper middle income,2016,6282196,23.44166666666667,40,0.3333333333333333,36.95,19.924999999999997,20
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2016,2086206,23.19875,26.6,6.566666666666666,47.79375,15.033333333333331,20
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2016,5868561,23.163333333333338,46.6,6.833333333333333,41.925,15.458333333333332,5
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2016,48329,14.577500000000002,10,6.466666666666667,39.53750000000001,16.883333333333333,0
ASM,American Samoa,East Asia & Pacific,High income,2016,50448,NA,20,NA,17.75625,NA,NA
AND,Andorra,Europe & Central Asia,High income,2016,72540,NA,40,NA,26.106249999999996,NA,NA
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2016,90564,NA,20,NA,52.08125,NA,25
ABW,Aruba,Latin America & Caribbean,High income,2016,104874,NA,60,NA,18.375,NA,NA
BRB,Barbados,Latin America & Caribbean,High income,2016,278649,NA,60,NA,49.55,NA,25
BMU,Bermuda,North America,High income,2016,64554,NA,40,NA,18.90625,NA,NA
VGB,British Virgin Islands,Latin America & Caribbean,High income,2016,29739,NA,40,NA,14.656249999999998,NA,NA
BRN,Brunei Darussalam,East Asia & Pacific,High income,2016,425994,NA,80,NA,38.59375,NA,30
CYM,Cayman Islands,Latin America & Caribbean,High income,2016,62255,NA,50,NA,16.1,NA,NA
CAF,Central African Republic,Sub-Saharan Africa,Low income,2016,4904177,NA,30,NA,46.46875,NA,15
CHI,Channel Islands,Europe & Central Asia,High income,2016,163721,NA,40,NA,NA,NA,NA
COM,Comoros,Sub-Saharan Africa,Lower middle income,2016,746232,NA,60,NA,54.493750000000006,NA,20
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2016,81430977,NA,70,NA,56.66875,20.424999999999997,NA
CUB,Cuba,Latin America & Caribbean,Upper middle income,2016,11342012,NA,50,NA,49.43750000000001,NA,NA
CUW,Curacao,Latin America & Caribbean,High income,2016,159664,NA,60,NA,14.012499999999998,NA,NA
DMA,Dominica,Latin America & Caribbean,Upper middle income,2016,70075,NA,60,NA,46.25,NA,40
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2016,1398927,NA,30,NA,45.837500000000006,NA,20
ERI,Eritrea,Sub-Saharan Africa,Low income,2016,3365287,NA,16.6,NA,37.443749999999994,NA,10
FRO,Faroe Islands,Europe & Central Asia,High income,2016,49500,NA,40,NA,9.76875,NA,NA
PYF,French Polynesia,East Asia & Pacific,High income,2016,293541,NA,50,NA,12.924999999999995,NA,NA
GIB,Gibraltar,Europe & Central Asia,High income,2016,32565,NA,40,NA,10.9875,NA,NA
GRL,Greenland,Europe & Central Asia,High income,2016,56186,NA,50,NA,11.16875,NA,NA
GRD,Grenada,Latin America & Caribbean,Upper middle income,2016,119966,NA,50,NA,43.962500000000006,NA,25
GUM,Guam,East Asia & Pacific,High income,2016,168346,NA,60,NA,13.24375,NA,NA
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2016,7336600,NA,60,NA,28.86875000000001,NA,NA
IMN,Isle of Man,Europe & Central Asia,High income,2016,83450,NA,30,NA,8.96875,NA,NA
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2016,25389611,NA,10,NA,36.650000000000006,NA,NA
XKX,Kosovo,Europe & Central Asia,Upper middle income,2016,1777557,NA,40,NA,NA,44.74166666666667,NA
LIE,Liechtenstein,Europe & Central Asia,High income,2016,37609,NA,50,NA,23.1625,NA,NA
MAC,"Macao SAR, China",East Asia & Pacific,High income,2016,626688,NA,60,NA,22.593750000000004,NA,NA
MCO,Monaco,Europe & Central Asia,High income,2016,37071,NA,50,NA,18.44375,NA,NA
