series,episode,baker,result,signature,technical,showstopper
7,2,Jane,IN,Flower Pot Iced Biscuits,2,Hastings Old Town Fishing Net Shops and Boat
7,2,Kate,IN,"""A Biscuit for the Broads""",1,"""I Promise I Will Do My Best"""
7,2,Michael,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",9,Trip to See Santa in Lapland
7,2,Rav,IN,Union Jack Bunting Biscuits,6,Gingerbread Christmas Fairground
7,2,Selasi,IN,"""Wheelie Hot Iced Biscuits""",11,Stained Glass Window Gingerbread Church
7,2,Tom,IN,Chai Frappelatteccino Biscuits,7,Tom and Pod's Near Death Experience
7,2,Val,IN,Sunday Treat Iced Ice Cream Cone Biscuits,5,From Holland to New York via Yorkshire
7,2,Louise,OUT,Baa Bara Brith Biscuits,10,Gingerbread Wedding
7,2,Candice,STAR BAKER,"Salted Caramel, Chocolate Iced Shiny Hearts",8,Gingerbread Pub with Sticky Ginger Carpet
7,2,Lee,NA,NA,NA,NA
7,3,Andrew,IN,Chocolate Barmbrack Bread,2,Braided Harvest Bread Basket
7,3,Benjamina,IN,"Chocolate, Tahini and Almond Babka",6,Braided Bread Heart
7,3,Candice,IN,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",3,Italian Light and Dark Rye Twist
7,3,Jane,IN,Chocolate and Cranberry Couronne,9,Chorizo and Chilli Flower with Parmesan and Pesto Centre
7,3,Kate,IN,Cobbled Loaf,8,The Corn Maiden
7,3,Rav,IN,"Chocolate, Cardamom and Hazelnut Loaf",10,Three Tier Diwali Bread Centrepiece
7,3,Selasi,IN,"Chocolate, Orange and Cinnamon Bread",5,Bedouin Escape Tear and Share Bread
7,3,Val,IN,Double Chocolate Cinnamon Twist Loaf,1,"""And They All Went Into The Ark To Get Out Of The Rain"""
7,3,Michael,OUT,Chocolate and Chilli Swirl Plait,7,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
7,3,Tom,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,4,Jörmungandr and Mjölnir
7,3,Lee,NA,NA,NA,NA
7,3,Louise,NA,NA,NA,NA
7,4,Andrew,IN,Yorkshire 'Tapas' Puddings,4,Churros Window Box
7,4,Candice,IN,Yorkshire Wellingtons,2,Two-Way Peanut Butter Churros
7,4,Jane,IN,Meat and Two Veg Yorkshires,3,Pistachio and White Chocolate Churros
7,4,Rav,IN,Thai Tofu Panang Yorkshires,9,Three Dip Matcha Pistachio Churros
7,4,Selasi,IN,Perfect Sunday Roast Accompaniment,8,Lemon and Anise Churros
7,4,Tom,IN,West Yorkshire Fusion Puddings,5,Fennel Churros Snake In The Grass
7,4,Val,IN,Mum's Chilli Yorkshire Puddings,6,Orange Chocolate Churros
7,4,Kate,OUT,Christmas Dinner Compromise,7,Hot Cross Bunny Churros
7,4,Benjamina,STAR BAKER,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",1,Tropical Churros
7,4,Lee,NA,NA,NA,NA
7,4,Louise,NA,NA,NA,NA
7,4,Michael,NA,NA,NA,NA
7,5,Andrew,IN,Mum and Dad's Breakfast Pastries,6,Spicy Chorizo Squash Parcels and Baklava Bites
7,5,Benjamina,IN,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,5,Plantain and Spinach Samosas and Chai Pear Cups
7,5,Jane,IN,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish",1,"Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
7,5,Rav,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",8,Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
7,5,Selasi,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels",3,"Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
7,5,Tom,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,4,Yin and Yang Amuse-bouche
7,5,Val,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls",7,"Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
7,5,Candice,STAR BAKER,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish",2,"Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
7,5,Kate,NA,NA,NA,NA
7,5,Lee,NA,NA,NA,NA
7,5,Louise,NA,NA,NA,NA
7,5,Michael,NA,NA,NA,NA
7,6,Andrew,IN,Tangy Lime and Ginger Meringue Pie,6,Spring Elderflower Trio
7,6,Benjamina,IN,Grapefruit and Ginger Meringue Pie,2,Floral Tea Cake
7,6,Candice,IN,"Lime, Coconut and Lemongrass Sugar Meringue Pie",5,Four Seasons Cake
7,6,Jane,IN,Lime and Coconut Meringue Pie,4,Three Tier Orange Cake with a Floral Chocolate Collar
7,6,Selasi,IN,"Grapefruit, Orange and Mint Meringue Pie",7,Three Tiered Ombré Floral Cake
7,6,Rav,OUT,Mandarin Margarita Meringue Pie,3,Blossom Cake
7,6,Tom,STAR BAKER,Blood Orange Halloween Pumpkin Pie,1,Floral Tea Cake
7,6,Kate,NA,NA,NA,NA
7,6,Lee,NA,NA,NA,NA
7,6,Louise,NA,NA,NA,NA
7,6,Michael,NA,NA,NA,NA
7,6,Val,NA,NA,NA,NA
7,7,Benjamina,IN,Piña Colada Roulade,3,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
7,7,Candice,IN,Crowd Pleaser Roulade,2,Blackberry and Raspberry Bubbles and After Dinner Mousse
7,7,Jane,IN,Chocolate and Hazelnut Roulade,4,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombré Mousses"
7,7,Selasi,IN,Summer Picnic Roulade,6,"Lemon, Raspberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
7,7,Tom,OUT,Millionaire's Roulade,5,Hipster Picnic
7,7,Andrew,STAR BAKER,Tropical Holiday Roulade,1,Childhood Ice Cream Mousse Cakes
7,7,Kate,NA,NA,NA,NA
7,7,Lee,NA,NA,NA,NA
7,7,Louise,NA,NA,NA,NA
7,7,Michael,NA,NA,NA,NA
7,7,Rav,NA,NA,NA,NA
7,7,Val,NA,NA,NA,NA
7,8,Andrew,IN,Da Vinci Inspired Geared Pies,2,Jousting Knights Marchpane
7,8,Jane,IN,Tudor Rose Pies,5,Swans
7,8,Selasi,IN,Bouquet of Flowers,3,Fruity Tudor Marchpane
7,8,Benjamina,OUT,Mexican Adventure,4,Tudor Garden
7,8,Candice,STAR BAKER,Cheesy Cheeky Fish Pies,1,Peacock
7,8,Kate,NA,NA,NA,NA
7,8,Lee,NA,NA,NA,NA
7,8,Louise,NA,NA,NA,NA
7,8,Michael,NA,NA,NA,NA
7,8,Rav,NA,NA,NA,NA
7,8,Tom,NA,NA,NA,NA
7,8,Val,NA,NA,NA,NA
7,9,Candice,IN,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",3,Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies
7,9,Jane,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",1,Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
7,9,Selasi,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",4,Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
7,9,Andrew,STAR BAKER,Cheesy Elephant Ears and Herby Treble Clefs,2,Philharmonic Fondants
7,9,Benjamina,NA,NA,NA,NA
7,9,Kate,NA,NA,NA,NA
7,9,Lee,NA,NA,NA,NA
7,9,Louise,NA,NA,NA,NA
7,9,Michael,NA,NA,NA,NA
7,9,Rav,NA,NA,NA,NA
7,9,Tom,NA,NA,NA,NA
7,9,Val,NA,NA,NA,NA
7,10,Andrew,Runner-up,Crunchy Caramel Cassis Crown,1,Family and Friends' Favourites Picnic
7,10,Jane,Runner-up,"Red, White and Blue Meringue Crown",3,Family Favourites Feast
7,10,Candice,WINNER,Queen Victoria's Mango and Strawberry Crown,2,Picnic for Pearly Kings and Queens
7,10,Benjamina,NA,NA,NA,NA
7,10,Kate,NA,NA,NA,NA
7,10,Lee,NA,NA,NA,NA
7,10,Louise,NA,NA,NA,NA
7,10,Michael,NA,NA,NA,NA
7,10,Rav,NA,NA,NA,NA
7,10,Selasi,NA,NA,NA,NA
7,10,Tom,NA,NA,NA,NA
7,10,Val,NA,NA,NA,NA
8,1,Chris,IN,Tropical Fresh Fruit Cake,12,'Raised Pork Pie and Egg Surprise' Cake
8,1,Flo,IN,Citrus Layer Cake,9,'One in a Melon' Cake
8,1,James,IN,"Orange, Rhubarb & Ginger Crumble Cake",2,'Mock-accino and Croissant' Cake
8,1,Julia,IN,Courgette and Lemon Cake,3,'Russian Doll' Cake
8,1,Kate,IN,Moroccan Strawberry and Rose Cake,1,'Chocolate Terrarium' Cake
8,1,Liam,IN,Apple and Almond Crumble Maple Loaf,8,'Stackin' Sunday' Cake
8,1,Sophie,IN,Pineapple and Coconut Sandwich Cake,5,'Champagne Bottle and Bucket' Cake
8,1,Stacey,IN,Granny Smith Apple and Walnut Cake,11,'Black Evening Clutch Bag' Cake
8,1,Tom,IN,Gilded Pear and Cardamom Cake,7,'Stack of Books' Cake
8,1,Yan,IN,Windfall Apple Crumble Cake,4,'Banana-ramen' Cake
8,1,Peter,OUT,Coconut Cake,10,'Bread on a Breadboard' Cake
8,1,Steven,STAR BAKER,Bonfire Night Cake,6,'A Baker's Lunch' Cake
8,2,Flo,IN,Gin Jam Butties,10,'Pick My Bones' Game
8,2,James,IN,Rhubarb and Custard Whirls,3,'Coppit' Game
8,2,Julia,IN,Middle Eastern Delight Sandwich Biscuits,4,'A British Baking' Game
8,2,Kate,IN,Coconut Seashells for a Titanic Afternoon Tea,8,'Jungle' Game
8,2,Liam,IN,Coffee Malted Pecan Shorties,7,'Classroom Classics' Game
8,2,Sophie,IN,Lemon Limoncino Sandwich Biscuits,2,'Snakes and Ladders' Game
8,2,Stacey,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,9,'Get to School' Game
8,2,Tom,IN,Coffee and Amaretto Kisses,5,'Drain Pipes and Ladders' Game
8,2,Yan,IN,'Mrs. Marian's PB 'n' B' Biscuits,1,'Adventures in Bakeland' Game
8,2,Chris,OUT,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,11,'The Great British Sail Off' Game
8,2,Steven,STAR BAKER,Amarpressi Biscuits,6,'Check Bake' Game
8,2,Peter,NA,NA,NA,NA
8,3,James,IN,Nordic Teacakes,9,'Owl in the Woods' Bread Sculpture
8,3,Kate,IN,Blueberry Buns,10,'Kraken' Bread Sculpture
8,3,Liam,IN,Jamaican Spiced Teacakes,5,'Kneadapolitan' Bread Sculpture
8,3,Sophie,IN,Tagine Teacakes,6,'Picnic Basket' Bread Sculpture
8,3,Stacey,IN,Cranberry and Cinnamon Teacakes,1,'Ascot Hat' Bread Sculpture
8,3,Steven,IN,Madras Cocktail Teacakes,3,'The Bag I Knead' Bread Sculpture
8,3,Tom,IN,Orange and Cranberry Teacakes,4,'Pink & Yellow Rose Centrepiece' Bread Sculpture
8,3,Yan,IN,'Mrs P's' Masala Chai Spiced Teacakes,8,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture
8,3,Flo,OUT,Cinnamon and Orange Teacakes,7,'Davy Jones' Locker' Bread Sculpture
8,3,Julia,STAR BAKER,Earl Grey Dried Fruit Teacakes,2,'The Snail Under a Mushroom' Bread Sculpture
8,3,Chris,NA,NA,NA,NA
8,3,Peter,NA,NA,NA,NA
8,4,James,IN,'Windy City' Millionaire Shortbreads,2,Nutty Caramel Cake
8,4,Julia,IN,Pecan Salted Caramel Millionaire Shortbreads,9,Poppy Seed Caramel Cake
8,4,Liam,IN,Salted Peanut Butter Millionaire Shortbreads,3,White Layered Ginger Caramel Cake
8,4,Sophie,IN,Jaffa Millionaire Shortbreads,4,Bird's Nest Caramel Cake
8,4,Stacey,IN,Rum Salted Caramel Millionaire Shortbreads,1,Chocolate and Coffee Caramel Cake
8,4,Steven,IN,Orange Macadamia Nut Millionaire Shortbreads,7,Caramel Crown Cake
8,4,Yan,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,8,Animals of the Rainforest Caramel Cake
8,4,Tom,OUT,Stem Ginger Caramel Shortbreads,5,Hummingbird Cake
8,4,Kate,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,6,Sticky Toffee Apple Caramel Cake
8,4,Chris,NA,NA,NA,NA
8,4,Flo,NA,NA,NA,NA
8,4,Peter,NA,NA,NA,NA
8,5,Julia,IN,Orange & Treacle Steamed School Pudding,3,'Opulent Ornament' Trifle Terrine
8,5,Kate,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,8,'My Great Great Nan's' Raspberry Trifle Terrine
8,5,Liam,IN,Cherries & Lemons that are 'Baked Well',2,'Cheers Lads' Trifle Terrine
8,5,Stacey,IN,Bakewell Tart Steamed School Pudding,4,Tropical Trifle Terrine
8,5,Steven,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,5,'From Across the Jelly Pond' Trifle Terrine
8,5,Yan,IN,Mango Fruit Hat Steamed School Pudding,6,'Heart of a Hero' Trifle Terrine
8,5,James,OUT,Orange and Ginger Steamed School Pudding,7,'The Missed Silver Jubilee' Trifle Terrine
8,5,Sophie,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding",1,"Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
8,5,Chris,NA,NA,NA,NA
8,5,Flo,NA,NA,NA,NA
8,5,Peter,NA,NA,NA,NA
8,5,Tom,NA,NA,NA,NA
8,6,Kate,IN,'Vegetarian Pie Faces' Decorative Pies,5,Potato Curry Pie with Mango & Chilli Glaze
8,6,Sophie,IN,'The Four Seasons' Decorative Pies,2,Game Pie with Glazed Forest Fruits
8,6,Stacey,IN,'Love Theme' Decorative Pies,6,Indian Hand Raised Pie with Mango
8,6,Steven,IN,'Fleetwood Mac' Decorative Pies,3,Christmas Pie
8,6,Yan,IN,'πr2' Decorative Pies,1,Chequerboard Pie
8,6,Julia,OUT,'Pies from the Tree' Decorative Pies,7,'Special Occasion' Pie
8,6,Liam,STAR BAKER,'Standard FC' Decorative Pies,4,'Nan's Sunday Dinner' Pie
8,6,Chris,NA,NA,NA,NA
8,6,Flo,NA,NA,NA,NA
8,6,James,NA,NA,NA,NA
8,6,Peter,NA,NA,NA,NA
8,6,Tom,NA,NA,NA,NA
8,7,Kate,IN,'Happy Hour' Cocktail Cannoli,6,'Flavour Fusion' Sfogliatelle
8,7,Liam,IN,'Just Doing Me' Cannoli,2,'Morning Delivery' Sfogliatelle
8,7,Sophie,IN,'Classics with a Twist' Cannoli,3,'Classics' Sfogliatelle
8,7,Stacey,IN,My All Time Favourite Desserts,4,Pastry Surprise
8,7,Yan,OUT,Cannoli Cocktails,5,Canadian-Style Sfogliatelle
8,7,Steven,STAR BAKER,Italian Style Cannoli,1,'Sicilian-style' Sfogliatelle
8,7,Chris,NA,NA,NA,NA
8,7,Flo,NA,NA,NA,NA
8,7,James,NA,NA,NA,NA
8,7,Julia,NA,NA,NA,NA
8,7,Peter,NA,NA,NA,NA
8,7,Tom,NA,NA,NA,NA
8,8,Kate,IN,Burrito Bedfordshire Clangers,2,'Liver Building Turret' Savoy Cake
8,8,Sophie,IN,Char Siu & Banana Praline Bedfordshire Clangers,4,Citrus with Green Apple Croquembouche Savoy Cake
8,8,Steven,IN,'Mediterranean Medley' Bedfordshire Clangers,1,Chestnut Rum Savoy Cake
8,8,Liam,OUT,'Take Out' Bedfordshire Clangers,5,'Fort Wizardore' Savoy Cake
8,8,Stacey,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,3,'Bright' Lemon & Orange Savoy Cake
8,8,Chris,NA,NA,NA,NA
8,8,Flo,NA,NA,NA,NA
8,8,James,NA,NA,NA,NA
8,8,Julia,NA,NA,NA,NA
8,8,Peter,NA,NA,NA,NA
8,8,Tom,NA,NA,NA,NA
8,8,Yan,NA,NA,NA,NA
8,9,Kate,IN,Bellini and Valencian Orange Choux Buns,4,'Rainbow' Meringue Centrepiece
8,9,Steven,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,3,'Some Air Over the Rainbow' Meringue Centrepiece
8,9,Stacey,OUT,'Choux-nicorn and Choux-moji' Choux Buns,2,'Flamingos in Love' Meringue Centrepiece
8,9,Sophie,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,1,'Tutu with Opera Filling' Meringue Centrepiece
8,9,Chris,NA,NA,NA,NA
8,9,Flo,NA,NA,NA,NA
8,9,James,NA,NA,NA,NA
8,9,Julia,NA,NA,NA,NA
8,9,Liam,NA,NA,NA,NA
8,9,Peter,NA,NA,NA,NA
8,9,Tom,NA,NA,NA,NA
8,9,Yan,NA,NA,NA,NA
8,10,Kate,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads",3,"White Chocolate, Yuzu and Lychee Entremet"
8,10,Steven,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",1,'Yin Yang' Entremet
8,10,Sophie,WINNER,"Spelt Boules, Mushroom Ciabatta & Orange Plaited Brioche",2,'Ode to the Honey Bee' Entremet
8,10,Chris,NA,NA,NA,NA
8,10,Flo,NA,NA,NA,NA
8,10,James,NA,NA,NA,NA
8,10,Julia,NA,NA,NA,NA
8,10,Liam,NA,NA,NA,NA
8,10,Peter,NA,NA,NA,NA
8,10,Stacey,NA,NA,NA,NA
8,10,Tom,NA,NA,NA,NA
8,10,Yan,NA,NA,NA,NA
9,1,Antony,IN,Turmeric and Caraway Goosnargh Cakes,12,"""Kilimanjaro Selfie"""
9,1,Briony,IN,Apple Cider Empire Biscuits,2,"""Bristol Biscuit Selfie"""
9,1,Dan,IN,Lemon and Strawberry Shrewsburys,4,"""New Dad in Palm Springs"""
9,1,Jon,IN,Aberffraw 'Creams',5,"""A Sailing Selfie by the Sea"""
9,1,Karen,IN,Yorkshire Perkins,6,"Rosewater and Cardamom ""Holiday Selfie"""
9,1,Kim-Joy,IN,Orange Blossom York Biscuits,10,"""Me at Miyajima Shrine"""
9,1,Luke,IN,Yorkshire Gingernuts,8,"""What Happens In Vegas...!"""
9,1,Rahul,IN,Fennel and Coconut Pitcaithly Bannock,7,"""First Spring in the UK"""
9,1,Ruby,IN,Masala Chai Devon Flats,1,"""Gingerbread Marathon Selfie"""
9,1,Terry,IN,Lake District Ginger Shortbread,9,"""Brandy Snap Selfie"""
9,1,Imelda,OUT,Cherry and White Chocolate Oatmeal Biscuits,11,"""Seaside Selfie"""
9,1,Manon,STAR BAKER,Hazelnut Cornish Shortbread,3,Matcha and White Chocolate Ganache Japanese Selfie
9,2,Antony,IN,Cardamom and Coconut Burfi Traybake,9,"Pistachio, Saffron and Rose Cake"
9,2,Briony,IN,Turron and Orange Traybake,5,Chocolate Fudge and Salted Caramel Creation
9,2,Dan,IN,Black Forest Slice,3,Dark Chocolate and Raspberry Birthday Cake
9,2,Jon,IN,Lemon Meringue Traybake,1,Hawaiian Shirt Pina Colada Cake
9,2,Karen,IN,Almond and Marzipan Traybake with Rhubarb Jam,11,Strawberry Fayre Chocolate Cake
9,2,Kim-Joy,IN,Pandan Chiffon Cake with Palm Sugar Cream,4,Yuzu and Raspberry Genoise Cat Cake
9,2,Manon,IN,Rosemary and Honey Traybake,6,Almond Princess Cake
9,2,Ruby,IN,Boozy Black Forest Traybake,10,"Chocolate Orange ""Jackson Pollock"" Collar Cake"
9,2,Terry,IN,Rum and Raisin Traybake,8,Champagne and Strawberries Eiffel Tower Collar Cake
9,2,Luke,OUT,Lemon and Poppy Seed Traybake,7,Raspberry and White Chocolate Collar Cake
9,2,Rahul,STAR BAKER,Lemon and Cardamom Traybake,2,Chocolate Orange Layer Cake
9,2,Imelda,NA,NA,NA,NA
9,3,Briony,IN,Balsamic Strawberry Chelsea Buns,9,Happily Ever After Korovai
9,3,Dan,IN,Sticky Spiced Orange Chelsea Buns,6,Wedding Korovai
9,3,Jon,IN,Cardiff City vs Chelsea Buns,2,Korovai Dydd Dewi Sant
9,3,Karen,IN,Peak District Christmas Chelsea Buns,5,French Breakfast Wedding Korovai
9,3,Kim-Joy,IN,Pistachio and Cardamom Tangzhong Chelsea Buns,10,"Orange, Cinnamon and Cranberry 'Kit-ovai'"
9,3,Manon,IN,"Apricot, Cranberry and Marzipan Chai Chelsea Buns",3,Fabergé Inspired Traditional Korovai
9,3,Ruby,IN,"Gujarela Chelsea Buns with Dates, Almonds and Raisins",7,Mama and Papa's Belated Wedding Korovai
9,3,Terry,IN,Tangy Citrus Sticky Chelsea Buns,1,Garden Korovai
9,3,Antony,OUT,Decadent Breakfast Chelsea Buns,8,Chocolate and Orange Adventure Korovai
9,3,Rahul,STAR BAKER,Mango and Cranberry Chelsea Buns,4,Garden Wedding Korovai
9,3,Imelda,NA,NA,NA,NA
9,3,Luke,NA,NA,NA,NA
9,4,Terry,[a],NA,NA,NA
9,4,Briony,IN,Treacle Tart Roulade,5,Blood Orange & Amaretto Sticky Toffee Sphere
9,4,Jon,IN,Mango and Passion Fruit Roulade,3,Lucy and Hannah's Ballet Cake
9,4,Karen,IN,Coffee Cream and Praline Roulade,7,Chateau Du Chambord Framboise
9,4,Kim-Joy,IN,'Sweet Dreams' Roulade,6,Melting Chocolate Galaxy
9,4,Manon,IN,Amarene and Kirsch Cherry Roulade,8,White Chocolate Renaissance Surprise
9,4,Rahul,IN,Rhubarb and Custard Roulade,4,Opera Cake with Kalash Inspired Dome
9,4,Ruby,IN,Pina Colada Roulade,2,Chocolate Egg
9,4,Dan,STAR BAKER,Florida Roulade,1,Dan and the Giant Peach
9,4,Antony,NA,NA,NA,NA
9,4,Imelda,NA,NA,NA,NA
9,4,Luke,NA,NA,NA,NA
9,5,Briony,IN,Honey and Apricot Ginger Cake,6,Turmeric Latte Chandelier
9,5,Dan,IN,Ginger and Lemon Drip Cake,2,Birthday Kaleidoscope for Constance
9,5,Jon,IN,Family Christmas Ginger Cake,7,Birthday Chandelier for Emily's 21st
9,5,Manon,IN,Italian Meringue Ginger Cake,5,Art Deco Spiced Biscuit Chandelier
9,5,Rahul,IN,Bonfire Night Caramel Ginger Cake,3,Durga Puja Cardamom Chandelier
9,5,Ruby,IN,Jamaican Me Crazy Ginger Cake,1,Peacock Chandelier
9,5,Karen,OUT,Bonfire Night Ginger Cake,9,Pontefract Girls' School Reunion
9,5,Terry,OUT,Caramelised Pear and Stem Ginger Cake,8,12 Days of Christmas Chandelier
9,5,Kim-Joy,STAR BAKER,Stem Ginger Cake with Poached Pears,4,Christmas Spiced Ice Chandelier
9,5,Antony,NA,NA,NA,NA
9,5,Imelda,NA,NA,NA,NA
9,5,Luke,NA,NA,NA,NA
9,6,Jon,IN,"A Romantic Dinner For Two, Samosa Style",2,Welsh Dragon Pie
9,6,Kim-Joy,IN,Flavours of India,5,Silke the Vegetarian Mermaid
9,6,Manon,IN,Samosas for Mum,4,"""What Has Poppy Eaten?"""
9,6,Rahul,IN,Paneer Singara and Misti Singara,3,Butterfly Pie
9,6,Ruby,IN,Traditional Samosas,7,Kohinoor Crown
9,6,Dan,OUT,Festive Samosas,6,Salmon Coulibiac
9,6,Briony,STAR BAKER,Home Comforts,1,"""Down the Rabbit Hole"" Banquet Pie"
9,6,Antony,NA,NA,NA,NA
9,6,Imelda,NA,NA,NA,NA
9,6,Karen,NA,NA,NA,NA
9,6,Luke,NA,NA,NA,NA
9,6,Terry,NA,NA,NA,NA
9,7,Briony,IN,French Onion Tartlets and Celeriac & Apple Tartlets,5,Hazelnut Mocha Cake
9,7,Manon,IN,Summer & Winter Tartlets,2,Spiced Apple Cake
9,7,Rahul,IN,Coriander Posto & Veg Tartlets and Ghugni Chaat Tartlets,1,Chocolate & Coconut Layer Cake with Raspberry Jam
9,7,Ruby,IN,Sage & Butternut Tartlets and 'Cheesy Greens' Tartlets,3,"Chocolate, Lemon & Coconut Cake"
9,7,Jon,OUT,Garlic Mushroom Tartlets and Falafel & Hummus Tartlets,4,Only Fools Eat Horses Cake
9,7,Kim-Joy,STAR BAKER,Broccoli & Tomato Quiches and Mascarpone Squirrel Tartlets,6,Lavender & Lemon Fox Cake
9,7,Antony,NA,NA,NA,NA
9,7,Dan,NA,NA,NA,NA
9,7,Imelda,NA,NA,NA,NA
9,7,Karen,NA,NA,NA,NA
9,7,Luke,NA,NA,NA,NA
9,7,Terry,NA,NA,NA,NA
9,8,Briony,IN,Spanish & West Country Smørrebrød,1,Nana Pat Kagekone
9,8,Kim-Joy,IN,Bumblebee Eggs & Fish Smørrebrød,2,Off to the Opera Kagekone
9,8,Rahul,IN,Smoked Salmon & Roasted Vegetable Smørrebrød,5,Indian King Kagemand
9,8,Manon,OUT,Cheese and Fruit Smørrebrød,4,Birthday Girl Kagekone
9,8,Ruby,STAR BAKER,Post-Gym Smørrebrød,3,Sister Kagekone
9,8,Antony,NA,NA,NA,NA
9,8,Dan,NA,NA,NA,NA
9,8,Imelda,NA,NA,NA,NA
9,8,Jon,NA,NA,NA,NA
9,8,Karen,NA,NA,NA,NA
9,8,Luke,NA,NA,NA,NA
9,8,Terry,NA,NA,NA,NA
9,9,Kim-Joy,IN,"Ginger and Lemon Madeleines
Orange Bunny Madeleines",2,Flavourite Flavours Window Display
9,9,Rahul,IN,"Lemon and Raspberry Madeleines
Orange Curd Madeleines",4,Classic Tribute to Pâtisserie Window
9,9,Briony,OUT,"Mojito Madeleines
Espresso Martini Madeleines",3,British Tea to French Pâtisserie Window
9,9,Ruby,STAR BAKER,Pick Your Own Madeleines,1,Parisian Un Bouquet de Fleurs Window Display
9,9,Antony,NA,NA,NA,NA
9,9,Dan,NA,NA,NA,NA
9,9,Imelda,NA,NA,NA,NA
9,9,Jon,NA,NA,NA,NA
9,9,Karen,NA,NA,NA,NA
9,9,Luke,NA,NA,NA,NA
9,9,Manon,NA,NA,NA,NA
9,9,Terry,NA,NA,NA,NA
9,10,Kim-Joy,Runner-up,Amaretto Diplomat Filled Doughnuts & Lemon Ring Doughnuts,1,Lost City of Atlantis Dessert Landscape
9,10,Ruby,Runner-up,Dulce De Leche Filled Doughnuts & Raspberry and Cardamom Ring Doughnuts,3,Magical Edible Landscape
9,10,Rahul,WINNER,Mango Créme Pâtissière Filled Doughnuts & Spiced Orange Ring Doughnuts,2,Edible Rock Garden
9,10,Antony,NA,NA,NA,NA
9,10,Briony,NA,NA,NA,NA
9,10,Dan,NA,NA,NA,NA
9,10,Imelda,NA,NA,NA,NA
9,10,Jon,NA,NA,NA,NA
9,10,Karen,NA,NA,NA,NA
9,10,Luke,NA,NA,NA,NA
9,10,Manon,NA,NA,NA,NA
9,10,Terry,NA,NA,NA,NA
10,1,Alice,IN,Gingerbread Fruit Cake Wreath,5,Like a Child in a Sweetshop Cake
10,1,Amelia,IN,Christmas Cake,4,Carousel Birthday Cake
10,1,David,IN,Squishy Squashy Fruit Cake,10,Snakey Birthday Cakey
10,1,Helena,IN,Fruit Bat Cake,12,Away with the Fairies Cake
10,1,Henry,IN,Wood Street Cake,1,Secret Woodland Cake
10,1,Jamie,IN,Easter Simnel Cake,13,Salted Caramel Schnauzer Birthday Cake
10,1,Michael,IN,Cup of Chai Cake,11,Treasure Chest Cake
10,1,Phil,IN,Spiced Fruit Cake with Rum Glaze,8,Retro Rocket Cake
10,1,Priya,IN,Sunshine Fruit Cake,7,Once Upon a Time Cake
10,1,Rosie,IN,Spicy Chai Loaf,2,Magical Jungle Cake
