region,council,swim_site,date,time,enterococci_cfu_100ml,water_temperature_c,conductivity_ms_cm,latitude,longitude
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2010-03-08,11:46:00,3,NA,55359,-33.871276,151.246974
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2010-03-08,09:14:00,2,NA,55647,-33.826888,151.253476
Sydney Harbour,Lane Cove Council,Woodford Bay,2010-03-08,08:23:00,4,NA,53087,-33.831968,151.17254
Sydney Harbour,The City of Sydney,Darling Harbour,2010-03-08,12:06:00,1,NA,54320,-33.87129,151.20069
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2010-03-08,07:54:00,4,23,52279,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2010-03-08,09:17:00,2,NA,55735,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2010-03-08,10:50:00,6,NA,55416,-33.80579,151.25172
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2010-03-08,07:48:00,10,NA,53713,-33.847168,151.142892
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2010-03-08,11:14:00,9,NA,56336,-33.807232,151.286808
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2010-03-08,12:21:00,1,NA,54508,-33.853237,151.172823
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2010-03-08,11:39:00,0,NA,55566,-33.870027,151.265932
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,2010-03-08,08:54:00,12,NA,55578,-33.84167,151.23581
Sydney Harbour,North Sydney Council,Hayes Street Beach,2010-03-08,08:47:00,1,NA,55578,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2010-03-08,09:54:00,3,NA,54852,-33.806043,151.222754
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2010-03-08,11:05:00,0,NA,58752,-33.800731,151.274778
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2010-03-08,10:40:00,0,NA,54070,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2010-03-08,11:26:00,3,NA,55841,-33.845115,151.280546
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2010-03-08,09:21:00,0,24,55578,-33.814094,151.248971
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2010-03-08,11:29:00,8,NA,55666,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Greenwich Baths,2010-03-08,08:32:00,4,NA,54740,-33.84176,151.1829
Sydney Harbour,Lane Cove Council,Tambourine Bay,2010-03-08,08:17:00,32,NA,49838,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2010-03-08,11:03:00,0,NA,56142,-33.803133,151.270604
Sydney City,Randwick City Council,Clovelly Beach,2010-03-05,08:34:00,2,NA,53900,-33.914578,151.267659
Northern Sydney,Northern Beaches Council,Avalon Beach,2010-03-05,09:26:00,0,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Collaroy Beach,2010-03-05,08:12:00,8,NA,NA,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2010-03-05,08:24:00,9,NA,NA,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Bungan Beach,2010-03-05,09:00:00,0,NA,NA,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,Bilgola Beach,2010-03-05,09:17:00,0,NA,NA,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,2010-03-05,09:40:00,0,23,NA,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Turimetta Beach,2010-03-05,08:36:00,0,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2010-03-05,06:56:00,1,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,2010-03-05,07:32:00,46,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2010-03-05,06:41:00,1,NA,NA,-34.06412,151.15542
Sydney City,Randwick City Council,Maroubra Beach,2010-03-05,08:59:00,1,23,53700,-33.948896,151.257459
Sydney City,Waverley Council,Tamarama Beach,2010-03-05,08:10:00,3,22,83900,-33.900805,151.270734
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2010-03-05,06:47:00,0,NA,NA,-34.055497,151.155347
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2010-03-05,07:15:00,6,22,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,2010-03-05,07:03:00,3,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,2010-03-05,07:59:00,1,NA,53800,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2010-03-05,07:42:00,0,NA,NA,-33.773397,151.293337
Northern Sydney,Northern Beaches Council,Whale Beach,2010-03-05,09:33:00,0,NA,NA,-33.611207,151.332254
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2010-03-05,06:35:00,1,NA,NA,-34.06984,151.156853
Northern Sydney,Northern Beaches Council,Long Reef Beach,2010-03-05,08:04:00,1,22,NA,-33.74525,151.30593
Sydney City,Randwick City Council,Little Bay Beach,2010-03-05,09:25:00,2,NA,53100,-33.979882,151.251417
Northern Sydney,Northern Beaches Council,Warriewood Beach,2010-03-05,08:38:00,0,NA,NA,-33.69107,151.309221
Sydney City,Randwick City Council,Malabar Beach,2010-03-05,09:13:00,7,NA,53500,-33.96436,151.252247
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2010-03-05,08:27:00,20,NA,NA,-33.703993,151.304952
Sydney City,Randwick City Council,Coogee Beach,2010-03-05,08:43:00,3,NA,53700,-33.92076,151.25817
Northern Sydney,Northern Beaches Council,Dee Why Beach,2010-03-05,07:55:00,1,NA,NA,-33.753299,151.297338
Southern Sydney,Sutherland Shire Council,Elouera Beach,2010-03-05,07:00:00,1,NA,NA,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,2010-03-05,07:07:00,8,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2010-03-05,07:07:00,0,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,North Steyne Beach,2010-03-05,07:24:00,7,NA,NA,-33.79099,151.28801
Sydney City,Waverley Council,Bronte Beach,2010-03-05,08:24:00,1,NA,83900,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2010-03-05,07:28:00,1,NA,NA,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Newport Beach,2010-03-05,09:07:00,0,NA,NA,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2010-03-05,08:50:00,0,22,NA,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,Freshwater Beach,2010-03-05,07:38:00,1,NA,NA,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2010-03-05,07:47:00,0,NA,NA,-33.767605,151.298194
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2010-03-02,11:31:00,26,NA,54063,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2010-03-02,08:37:00,22,22,55666,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Henley Baths (Kelly Street Baths),2010-03-02,11:44:00,10,NA,53775,-33.84353,151.1317
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2010-03-02,09:35:00,220,NA,51071,-33.767929,151.200343
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2010-03-02,10:35:00,27,NA,55603,-33.839154,151.253349
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2010-03-02,07:57:00,11,NA,55622,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2010-03-02,08:11:00,3,22,55816,-33.849925,151.266231
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2010-03-02,10:24:00,10,NA,55378,-33.826888,151.253476
Sydney Harbour,Lane Cove Council,Woodford Bay,2010-03-02,11:15:00,10,NA,54633,-33.831968,151.17254
Sydney Harbour,The City of Sydney,Darling Harbour,2010-03-02,07:35:00,170,NA,54827,-33.87129,151.20069
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2010-03-02,11:50:00,13,23,53488,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2010-03-02,10:21:00,3,NA,55391,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2010-03-02,08:55:00,7,NA,55384,-33.80579,151.25172
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2010-03-02,07:20:00,12,NA,55065,-33.853237,151.172823
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2010-03-02,08:31:00,27,NA,55678,-33.807232,151.286808
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2010-03-02,11:55:00,24,NA,53494,-33.847168,151.142892
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2010-03-02,08:05:00,11,NA,55722,-33.870027,151.265932
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,2010-03-02,10:45:00,29,NA,55265,-33.84167,151.23581
Sydney Harbour,Willoughby City Council,Northbridge Baths,2010-03-02,09:59:00,13,NA,55046,-33.806043,151.222754
Sydney Harbour,North Sydney Council,Hayes Street Beach,2010-03-02,10:54:00,30,NA,55303,-33.841715,151.219382
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2010-03-02,08:41:00,11,NA,56342,-33.800731,151.274778
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2010-03-02,09:16:00,6,NA,55034,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2010-03-02,08:20:00,2,NA,56035,-33.845115,151.280546
Sydney Harbour,Lane Cove Council,Greenwich Baths,2010-03-02,11:09:00,14,NA,55128,-33.84176,151.1829
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2010-03-02,08:15:00,5,NA,56048,-33.849889,151.276441
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2010-03-02,10:18:00,2,23,55328,-33.814094,151.248971
Sydney Harbour,Lane Cove Council,Tambourine Bay,2010-03-02,11:24:00,35,NA,52711,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2010-03-02,08:44:00,1,NA,55923,-33.803133,151.270604
Sydney City,Randwick City Council,Clovelly Beach,2010-02-27,08:15:00,8,NA,53500,-33.914578,151.267659
Northern Sydney,Northern Beaches Council,Avalon Beach,2010-02-27,08:56:00,0,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Collaroy Beach,2010-02-27,07:41:00,0,NA,NA,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Bilgola Beach,2010-02-27,08:48:00,1,NA,NA,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,2010-02-27,09:18:00,94,23,NA,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Bungan Beach,2010-02-27,08:29:00,2,NA,NA,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2010-02-27,07:49:00,0,NA,NA,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Turimetta Beach,2010-02-27,08:02:00,1,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,Boat Harbour,2010-02-27,07:30:00,1,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2010-02-27,07:10:00,1,NA,NA,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2010-02-27,06:40:00,5,NA,NA,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,2010-02-27,07:54:00,2,NA,53700,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,2010-02-27,08:43:00,42,23,53500,-33.948896,151.257459
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2010-02-27,07:00:00,54,NA,NA,-34.055497,151.155347
Southern Sydney,Sutherland Shire Council,Wanda Beach,2010-02-27,07:20:00,0,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,2010-02-27,07:42:00,4,NA,53700,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2010-02-27,06:34:00,4,22,NA,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2010-02-27,07:09:00,2,NA,NA,-33.773397,151.293337
Northern Sydney,Northern Beaches Council,Whale Beach,2010-02-27,09:07:00,2,NA,NA,-33.611207,151.332254
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2010-02-27,06:30:00,6,NA,NA,-34.06984,151.156853
Northern Sydney,Northern Beaches Council,Long Reef Beach,2010-02-27,07:34:00,12,22,NA,-33.74525,151.30593
Sydney City,Randwick City Council,Little Bay Beach,2010-02-27,09:05:00,66,NA,53600,-33.979882,151.251417
Northern Sydney,Northern Beaches Council,Warriewood Beach,2010-02-27,08:07:00,12,NA,NA,-33.69107,151.309221
Sydney City,Randwick City Council,Malabar Beach,2010-02-27,08:53:00,130,NA,53600,-33.96436,151.252247
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2010-02-27,07:52:00,12,NA,NA,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Dee Why Beach,2010-02-27,07:24:00,3,NA,NA,-33.753299,151.297338
Sydney City,Randwick City Council,Coogee Beach,2010-02-27,08:27:00,24,NA,53700,-33.92076,151.25817
Southern Sydney,Sutherland Shire Council,Elouera Beach,2010-02-27,07:15:00,1,NA,NA,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,2010-02-27,06:39:00,89,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2010-02-27,07:25:00,0,NA,NA,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,North Steyne Beach,2010-02-27,06:47:00,4,NA,NA,-33.79099,151.28801
Sydney City,Waverley Council,Bronte Beach,2010-02-27,08:05:00,19,NA,53700,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,Newport Beach,2010-02-27,08:39:00,1,NA,NA,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2010-02-27,06:54:00,26,NA,NA,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Freshwater Beach,2010-02-27,07:03:00,17,NA,NA,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2010-02-27,08:20:00,3,23,NA,-33.679704,151.313981
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2010-02-27,07:17:00,7,NA,NA,-33.767605,151.298194
Sydney Harbour,Northern Beaches Council,Manly Cove,2010-02-24,11:07:00,2,23,55190,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2010-02-24,08:14:00,18,NA,50915,-33.83919,151.16949
Sydney Harbour,The Council of the Municipality of Hunters Hill,Henley Baths (Kelly Street Baths),2010-02-24,08:01:00,8,NA,51328,-33.84353,151.1317
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2010-02-24,09:08:00,3,NA,54721,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2010-02-24,10:19:00,3,NA,52993,-33.767929,151.200343
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2010-02-24,11:48:00,0,NA,54815,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2010-02-24,11:35:00,0,23,54821,-33.849925,151.266231
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2010-02-24,09:17:00,0,NA,55084,-33.826888,151.253476
Sydney Harbour,Lane Cove Council,Woodford Bay,2010-02-24,08:28:00,10,NA,50270,-33.831968,151.17254
Sydney Harbour,The City of Sydney,Darling Harbour,2010-02-24,12:09:00,5,NA,53488,-33.87129,151.20069
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2010-02-24,09:20:00,6,NA,55071,-33.82138,151.25283
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2010-02-24,07:57:00,10,23,50789,-33.841448,151.11863
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2010-02-24,10:50:00,4,NA,54264,-33.80579,151.25172
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2010-02-24,07:50:00,7,NA,51559,-33.847168,151.142892
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2010-02-24,11:14:00,84,NA,55109,-33.807232,151.286808
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2010-02-24,12:25:00,0,NA,52010,-33.853237,151.172823
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2010-02-24,11:40:00,1,NA,55322,-33.870027,151.265932
Sydney Harbour,North Sydney Council,Hayes Street Beach,2010-02-24,08:47:00,4,NA,54589,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2010-02-24,09:53:00,14,NA,53494,-33.806043,151.222754
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,2010-02-24,08:56:00,2,NA,54401,-33.84167,151.23581
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2010-02-24,11:05:00,1,NA,55171,-33.800731,151.274778
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2010-02-24,11:25:00,0,NA,55297,-33.845115,151.280546
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2010-02-24,10:39:00,0,NA,53563,-33.793451,151.235278
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2010-02-24,09:24:00,0,24,54677,-33.814094,151.248971
Sydney Harbour,Lane Cove Council,Greenwich Baths,2010-02-24,08:35:00,0,NA,52317,-33.84176,151.1829
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2010-02-24,11:30:00,25,NA,55297,-33.849889,151.276441
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2010-02-24,11:02:00,260,NA,55159,-33.803133,151.270604
Sydney Harbour,Lane Cove Council,Tambourine Bay,2010-02-24,08:20:00,17,NA,50464,-33.828066,151.161315
Sydney City,Randwick City Council,Clovelly Beach,2010-02-21,08:22:00,22,NA,53400,-33.914578,151.267659
Northern Sydney,Northern Beaches Council,Avalon Beach,2010-02-21,09:21:00,0,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Collaroy Beach,2010-02-21,08:04:00,2,NA,NA,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Bungan Beach,2010-02-21,08:53:00,1,NA,NA,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2010-02-21,08:13:00,1,NA,NA,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Palm Beach,2010-02-21,09:39:00,1,23,NA,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Bilgola Beach,2010-02-21,09:12:00,8,NA,NA,-33.645256,151.328774
Southern Sydney,Sutherland Shire Council,Boat Harbour,2010-02-21,06:30:00,0,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2010-02-21,07:05:00,4,NA,NA,-34.05101,151.15659
Northern Sydney,Northern Beaches Council,Turimetta Beach,2010-02-21,08:21:00,1,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2010-02-21,07:30:00,3,NA,NA,-34.06412,151.15542
Sydney City,Randwick City Council,Maroubra Beach,2010-02-21,08:51:00,1,24,53700,-33.948896,151.257459
Sydney City,Waverley Council,Tamarama Beach,2010-02-21,07:58:00,7,NA,53700,-33.900805,151.270734
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2010-02-21,07:15:00,1,NA,NA,-34.055497,151.155347
Sydney City,Waverley Council,Bondi Beach,2010-02-21,07:45:00,17,NA,53800,-33.891157,151.278267
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2010-02-21,06:52:00,17,23,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,2010-02-21,06:45:00,2,NA,NA,-34.04393,151.1622
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2010-02-21,07:24:00,2,NA,NA,-33.773397,151.293337
Northern Sydney,Northern Beaches Council,Whale Beach,2010-02-21,09:31:00,2,NA,NA,-33.611207,151.332254
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2010-02-21,07:40:00,28,NA,NA,-34.06984,151.156853
Northern Sydney,Northern Beaches Council,Long Reef Beach,2010-02-21,07:54:00,9,23,NA,-33.74525,151.30593
Sydney City,Randwick City Council,Little Bay Beach,2010-02-21,09:17:00,4,NA,53300,-33.979882,151.251417
Northern Sydney,Northern Beaches Council,Warriewood Beach,2010-02-21,08:31:00,0,NA,NA,-33.69107,151.309221
Sydney City,Randwick City Council,Malabar Beach,2010-02-21,09:03:00,21,NA,53200,-33.96436,151.252247
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2010-02-21,08:17:00,32,NA,NA,-33.703993,151.304952
Sydney City,Randwick City Council,Coogee Beach,2010-02-21,08:35:00,9,NA,53500,-33.92076,151.25817
Northern Sydney,Northern Beaches Council,Dee Why Beach,2010-02-21,07:41:00,3,NA,NA,-33.753299,151.297338
Southern Sydney,Sutherland Shire Council,Elouera Beach,2010-02-21,07:00:00,0,NA,NA,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,2010-02-21,06:45:00,11,NA,NA,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2010-02-21,06:40:00,1,NA,NA,-34.03479,151.18418
Sydney City,Waverley Council,Bronte Beach,2010-02-21,08:11:00,7,NA,53700,-33.903087,151.26879
Northern Sydney,Northern Beaches Council,North Steyne Beach,2010-02-21,07:04:00,6,NA,NA,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,Newport Beach,2010-02-21,09:02:00,0,NA,NA,-33.653976,151.32375
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2010-02-21,07:08:00,12,NA,NA,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2010-02-21,07:33:00,1,NA,NA,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Freshwater Beach,2010-02-21,07:16:00,11,NA,NA,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2010-02-21,08:42:00,5,23,NA,-33.679704,151.313981
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2010-02-18,07:54:00,15,NA,41374,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2010-02-18,10:45:00,2,24,53544,-33.79944,151.282519
Sydney Harbour,The Council of the Municipality of Hunters Hill,Henley Baths (Kelly Street Baths),2010-02-18,07:41:00,26,NA,43972,-33.84353,151.1317
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2010-02-18,08:49:00,5,NA,52849,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2010-02-18,09:55:00,12,NA,38370,-33.767929,151.200343
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2010-02-18,11:22:00,2,NA,53068,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2010-02-18,11:09:00,0,24,53707,-33.849925,151.266231
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2010-02-18,08:59:00,0,NA,53575,-33.826888,151.253476
Sydney Harbour,Lane Cove Council,Woodford Bay,2010-02-18,08:09:00,3,NA,37981,-33.831968,151.17254
Sydney Harbour,The City of Sydney,Darling Harbour,2010-02-18,11:48:00,10,NA,50145,-33.87129,151.20069
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2010-02-18,07:38:00,33,24,43165,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2010-02-18,09:03:00,2,NA,51434,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2010-02-18,10:25:00,0,NA,41318,-33.80579,151.25172
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2010-02-18,10:49:00,10,NA,53344,-33.807232,151.286808
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2010-02-18,07:32:00,18,NA,43503,-33.847168,151.142892
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2010-02-18,12:05:00,0,NA,35722,-33.853237,151.172823
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2010-02-18,11:15:00,0,NA,53293,-33.870027,151.265932
Sydney Harbour,Willoughby City Council,Northbridge Baths,2010-02-18,09:32:00,2,NA,31578,-33.806043,151.222754
Sydney Harbour,North Sydney Council,Hayes Street Beach,2010-02-18,08:29:00,13,NA,46076,-33.841715,151.219382
Sydney Harbour,Mosman Municipal Council,Little Sirius Cove,2010-02-18,08:38:00,7,NA,51390,-33.84167,151.23581
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2010-02-18,10:39:00,0,NA,53932,-33.800731,151.274778
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2010-02-18,10:15:00,10,NA,43747,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2010-02-18,11:00:00,0,NA,52893,-33.845115,151.280546
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2010-02-18,09:05:00,0,24,53237,-33.814094,151.248971
Sydney Harbour,Lane Cove Council,Greenwich Baths,2010-02-18,08:16:00,3,NA,46088,-33.84176,151.1829
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2010-02-18,11:04:00,0,NA,51516,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Tambourine Bay,2010-02-18,08:01:00,14,NA,39302,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2010-02-18,10:36:00,2,NA,53081,-33.803133,151.270604
Sydney City,Randwick City Council,Clovelly Beach,2010-02-15,09:24:00,3600,NA,51100,-33.914578,151.267659
Northern Sydney,Northern Beaches Council,Avalon Beach,2010-02-15,12:21:00,0,NA,NA,-33.635658,151.332569
Northern Sydney,Northern Beaches Council,Collaroy Beach,2010-02-15,08:42:00,130,NA,NA,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,Palm Beach,2010-02-15,12:41:00,5,24,NA,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Bilgola Beach,2010-02-15,12:06:00,4,NA,NA,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2010-02-15,08:55:00,11,NA,NA,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,Bungan Beach,2010-02-15,09:39:00,250,NA,NA,-33.665919,151.320776
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2010-02-15,06:30:00,12,NA,NA,-34.05101,151.15659
Northern Sydney,Northern Beaches Council,Turimetta Beach,2010-02-15,09:10:00,180,NA,NA,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,Boat Harbour,2010-02-15,06:20:00,42,NA,NA,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2010-02-15,06:45:00,6,NA,NA,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,2010-02-15,09:52:00,300,NA,52900,-33.900805,151.270734
Sydney City,Randwick City Council,Maroubra Beach,2010-02-15,08:49:00,150,22,52900,-33.948896,151.257459
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2010-02-15,06:40:00,21,NA,NA,-34.055497,151.155347
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2010-02-15,07:32:00,180,22,NA,-33.800514,151.297668
Southern Sydney,Sutherland Shire Council,Wanda Beach,2010-02-15,06:10:00,9,NA,NA,-34.04393,151.1622
Sydney City,Waverley Council,Bondi Beach,2010-02-15,10:06:00,340,NA,53100,-33.891157,151.278267
