dataset_url,contact_name,contact_email,bureau_code,program_code,category,tags,publisher,public_access_level,footnotes,license,source_link,issued,geographic_coverage,temporal_applicability,update_frequency,described_by,homepage,geographic_unit_of_analysis,suggested_citation,geospatial_resolution,references,glossary_methodology,access_level_comment,analytical_methods_reference,language,collection
https://archive.org/download/20250128-cdc-datasets/NWSS_Public_SARS-CoV-2_Concentration_in_Wastewater_Data-meta.csv,National Wastewater Surveillance System,nwss@cdc.gov,009:20,009:028,Public Health Surveillance,wastewater,NA,public,Wastewater concentrations at different sampling locations might be collected at different frequencies and obtained using different laboratory methods. It is not advised that wastewater concentrations be compared across sampling locations.,The license for this dataset is unspecified,https://www.cdc.gov/healthywater/surveillance/wastewater-surveillance/wastewater-surveillance.html,NA,NA,NA,daily,NA,NA,Sampling location,NA,NA,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/NWSS_Public_SARS-CoV-2_Wastewater_Metric_Data-meta.csv,National Wastewater Surveillance System,nwss@cdc.gov,009:20,009:028,Public Health Surveillance,"wastewater, sars-cov-2, covid19",NA,public,NA,NA,NA,NA,NA,NA,daily,NA,https://www.cdc.gov/healthywater/surveillance/wastewater-surveillance/wastewater-surveillance.html,Sampling location,NA,NA,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/National_Adult_Tobacco_Survey_NATS-meta.csv,OSHData Support,nccdoshinquiries@cdc.gov,009:20,009:020,Survey Data,"oshdata, osh, national, adult, tobacco use, survey, office on smoking and health, state system, tobacco, surveillance, tobacco products, products, any tobacco, cigarette, cigar, e-cigarette, ecigarette, hookah, pipe, smokeless, smoker, user, status, current, demographics, age, gender, race, ethnicity, education, prevalence",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/statesystem/index.html,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Survey-Data/National-Adult-Tobacco-Survey-NATS-/tbfm-vbpp,https://www.cdc.gov/statesystem/index.html,NA,NA,NA,https://chronicdata.cdc.gov/d/3ahs-wye3,https://chronicdata.cdc.gov/d/3ahs-wye3,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Artesunate_for_Severe_Malaria_Program_Artesunate_Dosing_Data_April_to_December_2019-meta.csv,"Francisca Abanyie, MD, MPH",why6@cdc.gov,009:20,009:020,Global Health,"malaria, division of parasitic diseases and malaria, artesunate",NA,NA,For this dataset there may be multiple observations for one participant.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Artesunate_for_Severe_Malaria_Program_Case_Report_Data_April_to_December_2019-meta.csv,"Francisca Abanyie, MD, MPH",why6@cdc.gov,009:20,009:020,Global Health,"malaria, division of parasitic diseases and malaria, artesunate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Artesunate_for_Severe_Malaria_Program_Follow-On_Antimalarial_Dosing_Data_April_to_December_2019-meta.csv,"Francisca Abanyie, MD, MPH",why6@cdc.gov,009:20,009:020,Global Health,"artesunate, malaria, division of parasitic diseases and malaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Artesunate_for_Severe_Malaria_Program_Microscopy_Data_April_to_December_2019-meta.csv,"Francisca Abanyie, MD, MPH",why6@cdc.gov,009:20,009:020,Global Health,"artesunate, malaria, division of parasitic diseases and malaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Community_Based_Survey_of_Supports_for_Healthy_Eating_and_Active_Living_CBS_HEAL-meta.csv,"Division of Nutrition, Physical Activity, and Obesity",dnpaoinfo@cdc.gov,009:20,009:029,"Nutrition, Physical Activity, and Obesity","policy, nutrition physical activity and weight status, breastfeeding",Centers for Disease Control and Prevention,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nccdphp/dnpao/division-information/data-stats/cbs-heal/index.html,7/27/2023,NA,NA,NA,NA,http://www.cdc.gov/nccdphp/DNPAO/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Health_Interview_Survey_NHIS_National_Cardiovascular_Disease_Surveillance_Data-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"cardiovascular disease, stroke, coronary heart disease, hypertension, risk factors",Centers for Disease Control and Prevention,public,NA,Public Domain,http://www.cdc.gov/dhdsp/ncvdss/index.htm,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Heart-Disease-Stroke-Prevention/National-Health-Interview-Survey-NHIS-National-Car/fwns-azgu,https://www.cdc.gov/dhdsp/index.htm,NA,NA,NA,"https://www.cdc.gov/dhdsp/index.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_sources.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_risks.htm",https://www.cdc.gov/dhdsp/maps/dtm/glossary.htm,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Health_Interview_Survey_NHIS_Vision_and_Eye_Health_Surveillance-meta.csv,DDT Public Inquiries,ddtpubsmailbox@cdc.gov,009:20,009:020,Vision & Eye Health,"nhis, visual function, vision correction, blind, glasses, contact lenses",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/visionhealth/visionhealthdata/index.html,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Vision-Eye-Health/National-Health-Interview-Survey-NHIS-Vision-and-E/2t2r-sf6s,https://www.cdc.gov/visionhealth/vehss/index.html,NA,NA,NA,"http://www.cdc.gov/nchs/nhis/about_nhis.htm, https://www.cdc.gov/visionhealth/vehss/data/national-surveys/national-health-interview-survey.html",NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Health_and_Nutrition_Examination_Survey_NHANES_National_Cardiovascular_Disease_Surveillance_System-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"cardiovascular disease, cvd risk factors, hypertension, cholesterol, blood pressure, sodium, cardiovascular health",Centers for Disease Control and Prevention,public,NA,Public Domain,http://www.cdc.gov/nchs/nhanes.htm,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Heart-Disease-Stroke-Prevention/National-Health-and-Nutrition-Examination-Survey-N/5svk-8bnq,https://www.cdc.gov/dhdsp/index.htm,NA,NA,NA,"https://www.cdc.gov/dhdsp/index.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_sources.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_risks.htm","http://www.cdc.gov/nchs/nhanes/survey_methods.htm, https://www.cdc.gov/dhdsp/maps/dtm/glossary.htm",NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Health_and_Nutrition_Examination_Survey_NHANES_Vision_and_Eye_Health_Surveillance-meta.csv,DDT Public Inquiries,ddtpubsmailbox@cdc.gov,009:20,009:020,Vision & Eye Health,"nhanes, service utilization, vision exam measures, visual function, visual acuity, blind, glaucoma, cataract, diabetes",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/visionhealth/visionhealthdata/index.html,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Vision-Eye-Health/National-Health-and-Nutrition-Examination-Survey-N/tdbk-8ubw,https://www.cdc.gov/visionhealth/vehss/index.html,NA,NA,NA,"https://www.cdc.gov/nchs/nhanes/index.htm, https://www.cdc.gov/visionhealth/vehss/data/national-surveys/national-health-and-nutrition-examination-survey.html",NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Adult_COVID_Module_NIS-ACM_COVIDVaxViews_Data-Archived-meta.csv,James Singleton,VaxView@cdc.gov,009:20,009:026,Vaccinations,"nis-acm, covid-19 vaccination, vaxviews, vaccination, immunization, vaccination coverage, covid19, vaccine confidence",NA,NA,"Data from adults aged ≥18 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County TX, Chicago IL, Houston TX, New York City NY, and Philadelphia County PA), and Guam (April-July 2021 only), Puerto Rico, and the U.S. Virgin Islands. Data are weighted to represent the non-institutionalized U.S. population and mitigate possible bias that can result from incomplete sample frame (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. Estimates for Guam are not included in the jurisdiction views because of issues with survey weighting. All responses are self-reported. Estimates of vaccination coverage may differ from vaccine administration data reported at https://covid.cdc.gov/covid-data-tracker/#vaccinations. For more information about the survey, see https://www.cdc.gov/vaccines/imz-managers/nis/about.html#current-surveys. Estimates should be interpreted with caution when there is a small sample size or wide confidence interval. AI or AN: American Indian or Alaska Native NHOPI: Native Hawaiian or Other Pacific Islander NH = non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Adult_COVID_Module_NIS-ACM_COVIDVaxViews_Data-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"nis-acm, covid-19 vaccination, vaxviews, vaccination, immunization, vaccination coverage, covid-19, vaccine confidence",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Data from adults age ≥18 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County, TX; Chicago, IL; Houston, TX; New York City, NY; and Philadelphia County, PA), Guam (April-July 2021, April-June 2022, and April-July 2023 only), Puerto Rico, and the U.S. Virgin Islands (April-December 2021 and January-September 2023 only). Data are weighted to represent the non-institutionalized U.S. population and mitigate possible bias that can result from incomplete sample frames (e.g., exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC for data collected before September 2023. All responses are self-reported. For more information about the survey, see the NIS website at https://www.cdc.gov/vaccines/imz-managers/nis/about.html#current-surveys. Estimates from NIS-ACM are subject to random error related to taking a sample (see definition of confidence interval below), and to possible systematic errors. Systematic errors can result from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self or parental reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. Estimates from the NIS-ACM may differ from estimates based on other data sources. Monthly estimates from NIS-ACM on this dashboard are based on proportions derived from the interviews that occurred only during the weeks assigned to the monthly analytic period. Due to sampling variability, once coverage reaches a plateau, minor fluctuations in estimates may result in coverage appearing to decrease from the month prior. These monthly estimates of vaccination coverage may differ from weekly estimates of vaccination coverage from NIS-ACM available on the Vaccination Trends – Adults (cdc.gov) at https://www.cdc.gov/respiratory-viruses/data-research/dashboard/vaccination-trends-adults.html and the Weekly COVID-19 Vaccination Dashboard | COVIDVaxView | CDC at https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/vaccination-dashboard.html, in which estimates of coverage are calculated for weekly data collection periods using a composite estimation procedure that uses data from completed interviews from the current week combined with data from all prior weeks, and are non-decreasing over time. Estimates for vaccination intent are based on interviews conducted each respective week and are adjusted to the cumulative vaccination coverage estimate for that week. Estimates calculated from a sample size of <30 are not shown. Approximately 14,000-17,000 adults are surveyed each week; sample size varies by demographic subgroup. Refer to the downloadable data files for sample sizes and confidence intervals for each field. Estimates should be interpreted with caution when there is a small sample size or wide confidence interval.",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/respvaxview/index.html,NA,"United States- National, Region, State",2023-24,monthly,NA,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/adults.html,NA,"National Center for Immunization and Respiratory Diseases, U.S. Centers for Disease Control and Prevention. National Immunization Survey Adult COVID Module (NIS-ACM): COVIDVaxViews, United States","National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Adult_COVID_Module_NIS-ACM_RespVaxView_Data-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Vaccinations,"nis-acm, covid-19 vaccination, vaccine confidence, rsv vaccination, vaccination, vaccination coverage",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Data from adults aged ≥18 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County TX, Chicago IL, Houston TX, New York City NY, and Philadelphia County PA), Puerto Rico, and the U.S. Virgin Islands. Data are weighted to represent the non-institutionalized U.S. population and mitigate possible bias that can result from incomplete sample frame (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. All responses are self-reported. For more information about the survey, see https://www.cdc.gov/nis/about/index.html. Estimates should be interpreted with caution when there is a small sample size or wide confidence interval. AI or AN: American Indian or Alaska Native NHOPI: Native Hawaiian or Other Pacific Islander NH = non-Hispanic",Public Domain U.S. Government,https://www.cdc.gov/covidvaxview/interactive/adults.html,NA,"United States- National, Region, State",2024-2025,monthly,NA,https://www.cdc.gov/respvaxview/about/index.html,NA,NA,"National, Region, State",NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Adult_COVID_Module_NIS-ACM_Trends_in_Behavioral_Indicators_Among_Unvaccinated_People-meta.csv,James Singleton,VaxView@cdc.gov,009:20,009:026,Vaccinations,"covid tracker, covid-19 vaccination, nis-acm",NA,NA,"Data from adults aged ≥18 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County TX, Chicago IL, Houston TX, New York City NY, and Philadelphia County PA), and Guam (April-June 2021 only), Puerto Rico, and the U.S. Virgin Islands. Data are weighted to represent the non-institutionalized U.S. population and mitigate possible bias that can result from incomplete sample frame (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. Estimates for Guam are not included in the jurisdiction views because of issues with survey weighting. All responses are self-reported. Estimates of vaccination coverage may differ from vaccine administration data reported at https://covid.cdc.gov/covid-data-tracker/#vaccinations. For more information about the survey, see https://www.cdc.gov/vaccines/imz-managers/nis/about.html#current-surveys. Estimates should be interpreted with caution when there is a small sample size or wide confidence interval. AI or AN: American Indian or Alaska Native NHOPI: Native Hawaiian or Other Pacific Islander NH = non-Hispanic",NA,NA,NA,NA,NA,NA,NA,https://covid.cdc.gov/covid-data-tracker/#vaccine-confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Adult_COVID_Module_NIS-ACM_Trends_in_Vaccination_Status_and_Intent-meta.csv,James Singleton,VaxView@cdc.gov,009:20,009:026,Vaccinations,"nis-acm, covid-19 vaccination, covid tracker",NA,NA,"Data from adults aged ≥18 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County TX, Chicago IL, Houston TX, New York City NY, and Philadelphia County PA), and Guam (April-June 2021 only), Puerto Rico, and the U.S. Virgin Islands. Data are weighted to represent the non-institutionalized U.S. population and mitigate possible bias that can result from incomplete sample frame (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. Estimates for Guam are not included in the jurisdiction views because of issues with survey weighting. All responses are self-reported. Estimates of vaccination coverage may differ from vaccine administration data reported at https://covid.cdc.gov/covid-data-tracker/#vaccinations. For more information about the survey, see https://www.cdc.gov/vaccines/imz-managers/nis/about.html#current-surveys. Estimates should be interpreted with caution when there is a small sample size or wide confidence interval. AI or AN: American Indian or Alaska Native NHOPI: Native Hawaiian or Other Pacific Islander NH = non-Hispanic",NA,NA,NA,NA,NA,NA,NA,https://covid.cdc.gov/covid-data-tracker/#vaccine-confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Adult_COVID_Module_NIS-ACM_Vaccination_Status_and_Intent_by_Demographics-meta.csv,James Singleton,VaxView@cdc.gov,009:20,009:026,Vaccinations,"nis-acm, covid tracker, covid-19 vaccination",NA,NA,"Data from adults aged ≥18 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County TX, Chicago IL, Houston TX, New York City NY, and Philadelphia County PA), and Guam (April-June 2021 only), Puerto Rico, and the U.S. Virgin Islands. Data are weighted to represent the non-institutionalized U.S. population and mitigate possible bias that can result from incomplete sample frame (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. Estimates for Guam are not included in the jurisdiction views because of issues with survey weighting. All responses are self-reported. Estimates of vaccination coverage may differ from vaccine administration data reported at https://covid.cdc.gov/covid-data-tracker/#vaccinations. For more information about the survey, see https://www.cdc.gov/vaccines/imz-managers/nis/about.html#current-surveys. Estimates should be interpreted with caution when there is a small sample size or wide confidence interval. AI or AN: American Indian or Alaska Native NHOPI: Native Hawaiian or Other Pacific Islander NH = non-Hispanic",NA,NA,NA,NA,NA,NA,NA,https://covid.cdc.gov/covid-data-tracker/#vaccine-confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Child_COVID_Module_NIS-CCM_COVIDVaxViews_Data-Archived-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:026,Vaccinations,"nis-ccm, covid-19 vaccination, vaxviews, vaccination, immunization, vaccination coverage, covid-19, vaccine confidence",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Data from parents and guardians of children age 5-17 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County, TX; Chicago, IL; Houston, TX; New York City, NY; and Philadelphia County, PA), Puerto Rico, and the U.S. Virgin Islands (April-December 2021 only). Data are weighted to represent the non-institutionalized U.S. population of children and mitigate possible bias that can result from incomplete sample frames (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. All responses are reported by the parent or guardian for their age-eligible child. Estimates of vaccination coverage may differ from vaccine administration data reported at COVID Data Tracker. For more information about the survey, see the NIS website. Estimates reflect characteristics of the respondent’s child, unless otherwise noted (e.g. “respondent vaccination status”). Estimates should be interpreted with caution when there is a small sample size or wide confidence interval.",Public Domain U.S. Government,NA,NA,National,July 2022-June 2023,monthly,NA,NA,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. National Immunization Survey Child COVID Module (NIS-CCM): COVIDVaxViews| Data | Centers for Disease Control and Prevention (cdc.gov)-Archived, United States July 2022-June 2023",National,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Child_COVID_Module_NIS-CCM_COVIDVaxViews_Data-meta.csv,VaxView Team,VaxView@cdc.gov,009:20,009:020,Child Vaccinations,"nis-ccm, covid-19 vaccination, vaxviews, vaccination, immunization, vaccination coverage, covid-19, vaccine confidence",National Center for Immunization and Respiratory Diseases (NCIRD),NA,"Data from parents and guardians of children and adolescents ages 6 months – 17 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County, TX; Chicago, IL; Houston, TX; New York City, NY; and Philadelphia County, PA), Guam (April-July 2021, April-June 2022, and April-July 2023 only), Puerto Rico, and the U.S. Virgin Islands (April-December 2021 and January-September 2023 only). Data are weighted to represent the non-institutionalized U.S. population of children and adolescents ages 6 months – 17 years and to mitigate possible bias that can result from incomplete sample frames (e.g., exclusion of households with no phone service or only landline telephones) or non-response. The NIS-CCM survey weights adjust for nonresponse and households without mobile telephones. All responses are reported by the parent or guardian for their age-eligible child or adolescent. For more information about the survey, see the NIS website at https://www.cdc.gov/vaccines/imz-managers/nis/about.html#current-surveys. Estimates from NIS-CCM are subject to random error related to taking a sample (see definition of confidence interval below), and possible systematic errors. Systematic errors can result from incomplete sample frame (exclusion of households without cell phones), selection bias (survey respondents may be more likely to be vaccinated than non-respondents), and errors in self or parental reported vaccination status. Estimates are weighted to selected sociodemographic characteristics of the U.S. population to reduce possible bias from incomplete sample frame and selection bias. Estimates from the NIS-CCM may differ from estimates based on other data sources. Monthly estimates from NIS-CCM on this dashboard are based on proportions derived from the interviews that occurred only during the weeks assigned to the monthly analytic period. Due to sampling variability, once coverage reaches a plateau, minor fluctuations in estimates may result in coverage appearing to decrease from the month prior. These monthly estimates of vaccination coverage may differ from weekly estimates of vaccination coverage from NIS-ACM available here: https://www.cdc.gov/respiratory-viruses/data-research/dashboard/vaccination-trends-adults.html and https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/vaccination-dashboard.html, in which estimates of coverage are calculated for weekly data collection periods using a composite estimation procedure that uses data from completed interviews from the current week combined with data from all prior weeks, and are non-decreasing over time. Estimates for vaccination intent are based on interviews conducted each respective week and are adjusted to the cumulative vaccination coverage estimate for that week.",Public Domain U.S. Government,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/data-source.html,NA,National,2023-2024,monthly,NA,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive.html,NA,"National Center for Immunization and Respiratory Diseases, US Centers for Disease Control and Prevention. National Immunization Survey Child COVID Module (NIS-CCM): COVIDVaxViews| Data | Centers for Disease Control and Prevention (cdc.gov), United States 2023-2024",National,NA,NA,NA,NA,en-US,NA
https://archive.org/download/20250128-cdc-datasets/National_Immunization_Survey_Child_COVID_Module_NIS-CCM_Vaccination_Status_and_Intent_by_Demographics_Data-meta.csv,James Singleton,VaxView@cdc.gov,009:20,009:026,Vaccinations,"nis-ccm, covid tracker, covid-19 vaccination",NA,NA,"Data from parents and guardians of children age 5-17 years are collected by telephone interview using a random-digit-dialed sample of cell telephone numbers stratified by state, the District of Columbia, five local jurisdictions (Bexar County, TX; Chicago, IL; Houston, TX; New York City, NY; and Philadelphia County, PA), Puerto Rico, and the U.S. Virgin Islands (April-December 2021 only). Data are weighted to represent the non-institutionalized U.S. population of children and mitigate possible bias that can result from incomplete sample frames (exclusion of households with no phone service or only landline telephones) or non-response. Survey weights were also calibrated to jurisdiction-level vaccine administration data reported to CDC. All responses are reported by the parent or guardian for their age-eligible child. Estimates of vaccination coverage may differ from vaccine administration data reported at COVID Data Tracker. For more information about the survey, see the NIS website. Estimates reflect characteristics of the respondent’s child, unless otherwise noted (e.g. “respondent vaccination status”). Estimates should be interpreted with caution when there is a small sample size or wide confidence interval.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Survey_of_Children_s_Health_NSCH_Vision_and_Eye_Health_Surveillance-meta.csv,DDT Public Inquiries,ddtpubsmailbox@cdc.gov,009:20,009:029,Vision & Eye Health,"nsch, visual function, vision impairment, glasses, contact lenses",Centers for Disease Control and Prevention,public,NA,Open Data Commons Attribution License,https://www.cdc.gov/visionhealth/visionhealthdata/index.html,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/d/de4p-4g3k,https://www.cdc.gov/visionhealth/vehss/index.html,NA,NA,NA,"http://childhealthdata.org/learn/NSCH, https://www.cdc.gov/visionhealth/vehss/data/national-surveys/national-survey-of-childrens-health.html",NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/National_Vital_Statistics_System_NVSS_National_Cardiovascular_Disease_Surveillance_Data-meta.csv,DHDSP Requests,dhdsprequests@cdc.gov,009:20,009:020,Heart Disease & Stroke Prevention,"mortality, cardiovascular disease, stroke, coronary heart disease, diseases of the heart",Centers for Disease Control and Prevention,public,NA,Public Domain,http://www.cdc.gov/nchs/nvss.htm,7/27/2023,NA,NA,NA,https://chronicdata.cdc.gov/Heart-Disease-Stroke-Prevention/National-Vital-Statistics-System-NVSS-National-Car/kztq-p2jf,https://www.cdc.gov/dhdsp/index.htm,NA,NA,NA,"https://www.cdc.gov/dhdsp/index.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_sources.htm, https://www.cdc.gov/dhdsp/maps/dtm/data_risks.htm",https://www.cdc.gov/dhdsp/maps/dtm/glossary.htm,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Nationwide_Commercial_Laboratory_Seroprevalence_Survey-meta.csv,CDC-INFO,cdcinfo@cdcinquiry.onmicrosoft.com,009:20,009:020,Laboratory Surveillance,"covid, covid19, serosurveys, seroprevalence, prevalence, laboratory, coronavirus, covid-19, ncird-corvd",CDC,public,NA,Public Domain U.S. Government,https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/commercial-lab-surveys.html,2020-10-21,US,2020-02-01/2022-12-11,biweekly,NA,NA,NA,NA,State,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/New_Chikungunya_Cases_Reported_in_the_Americas-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,Health Statistics,"chikungunya, americas, paho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Normal_weight_overweight_and_obesity_among_adults_aged_20_and_over_by_selected_characteristics_US-meta.csv,National Center for Health Statistics,healthus@cdc.gov,009:20,009:020,NCHS,"obesity, overweight, chronic conditions, health risk factors, adult, african americans, hispanic americans, poverty, sex, european continental ancestry group, asian continental ancestry group, continental population groups, age, health us, sdoh-poverty-income",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021/05/14,NA,1988/2019,r/p1y,NA,https://www.cdc.gov/nchs/hus,NA,"National Center for Health Statistics. Normal weight, overweight, and obesity among adults aged 20 and over, by selected characteristics: United States. Data accessed [Last accessed date]. Available from https://data.cdc.gov/d/3nzu-udr9.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Nowcast_Predictions_for_Chikungunya_Virus-Infected_Travelers-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,This dataset has not been categorized,"chikungunya, americas, travelers, predictions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Nowcast_Predictions_for_Local_Transmission_of_Chikungunya_Virus-meta.csv,CDC INFO,cdcinfo@cdc.gov,009:00,009:020,This dataset has not been categorized,"chikungunya, americas, travelers, predictions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Number_of_Reported_Malaria_Cases_by_County_US_2016-meta.csv,Kimberly E. Mace,igd3@cdc.gov,009:20,009:020,Global Health,"malaria, county, united states, division of parasitic diseases and malaria",NA,NA,NA,Public Domain U.S. Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/Number_of_Reported_Malaria_Cases_by_County_US_2017-meta.csv,Kimberly E. Mace,igd3@cdc.gov,009:20,009:020,Global Health,"malaria, county, united states, division of parasitic diseases and malaria",NA,NA,NA,Public Domain U.S. Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
