artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id,moma_count_to_year,whitney_count_to_year,artist_race_nwi
Roy Lichtenstein,6,1975,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2588398675,351,0,7,White
Roy Lichtenstein,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2186884323,351,1,8,White
Roy Lichtenstein,8,1986,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.1625544267,351,1,8,White
Roy Lichtenstein,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.1752157157,351,5,9,White
Roy Lichtenstein,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2298653755,351,6,9,White
Roy Lichtenstein,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2286895964,351,6,12,White
Roy Lichtenstein,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.452252169,351,6,14,White
Roy Lichtenstein,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4700661088,351,7,17,White
Roy Lichtenstein,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5512911706,351,7,18,White
Roy Lichtenstein,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.455127025,351,7,19,White
Salvador Dalí,3,1948,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.4494801023,352,4,0,White
Salvador Dalí,4,1959,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.7926205225,352,4,0,White
Salvador Dalí,5,1970,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.5354724539,352,5,0,White
Salvador Dalí,6,1975,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3726952249,352,5,0,White
Salvador Dalí,7,1980,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3058682803,352,5,0,White
Salvador Dalí,8,1986,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.4631280669,352,5,0,White
Salvador Dalí,9,1991,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3725060827,352,5,0,White
Salvador Dalí,10,1996,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.4643429624,352,5,0,White
Salvador Dalí,11,2001,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3911195087,352,6,0,White
Salvador Dalí,12,2005,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3749961986,352,6,0,White
Salvador Dalí,13,2009,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3968378716,352,8,0,White
Salvador Dalí,14,2013,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.4315565623,352,8,0,White
Salvador Dalí,15,2016,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.399876295,352,8,0,White
Salvador Dalí,16,2020,Spanish,Spanish,Male,White,Hispanic or Latino origin,Gardner,0.3707658321,352,8,0,White
Sam Gilliam,9,1991,American,American,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.3787185726,353,1,1,Non-White
Samuel Finley Breese Morse,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2964296899,354,0,0,White
Samuel Finley Breese Morse,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.1927159889,354,0,0,White
Samuel Finley Breese Morse,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2338809588,354,0,0,White
Sandro Chia,11,2001,Italian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.285338923,355,2,0,White
Shahzia Sikander,14,2013,Pakistani-American,Other,Female,White,Not Hispanic or Latino origin,Gardner,0.3705022113,357,0,2,White
Shahzia Sikander,15,2016,Pakistani-American,Other,Female,White,Not Hispanic or Latino origin,Gardner,0.3407453224,357,0,2,White
Shahzia Sikander,16,2020,Pakistani-American,Other,Female,White,Not Hispanic or Latino origin,Gardner,0.3796023564,357,0,2,White
Sherrie Levine,11,2001,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2308101086,358,0,2,White
Shirin Neshat,14,2013,Iranian,Other,Female,White,Not Hispanic or Latino origin,Gardner,0.2622624936,359,0,6,White
Shirin Neshat,15,2016,Iranian,Other,Female,White,Not Hispanic or Latino origin,Gardner,0.5164063708,359,0,6,White
Shirin Neshat,16,2020,Iranian,Other,Female,White,Not Hispanic or Latino origin,Gardner,0.4918691703,359,0,7,White
Shohaku,4,1959,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.3696471856,360,0,0,Non-White
Sir Joshua Reynolds,4,1959,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.5125504982,362,0,0,White
Sir Joshua Reynolds,8,1986,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3653327804,362,0,0,White
Sir Joshua Reynolds,9,1991,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3433576642,362,0,0,White
Sir Joshua Reynolds,10,1996,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3015927151,362,0,0,White
Sir Joshua Reynolds,11,2001,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2573954889,362,0,0,White
Sir Joshua Reynolds,12,2005,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2513608856,362,0,0,White
Sir Joshua Reynolds,13,2009,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3697471222,362,0,0,White
Sir Joshua Reynolds,14,2013,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3629667298,362,0,0,White
Sir Joshua Reynolds,15,2016,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3290706665,362,0,0,White
Sir Joshua Reynolds,16,2020,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.358109352,362,0,0,White
Song Su-Nam,12,2005,Korean,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.4330048961,363,0,0,Non-White
Song Su-Nam,13,2009,Korean,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2661149893,363,0,0,Non-White
Stephanie Barron,12,2005,N/A,Other,Female,N/A,Not Hispanic or Latino origin,Gardner,0.4461727945,364,0,0,Non-White
Stuart Davis,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3900048996,365,4,14,White
Stuart Davis,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5133315378,365,6,20,White
Stuart Davis,6,1975,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5155859417,365,6,22,White
Stuart Davis,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.397023642,365,8,22,White
Stuart Davis,8,1986,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4054357592,365,8,22,White
Stuart Davis,9,1991,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4510948905,365,8,22,White
Stuart Davis,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4189829815,365,8,22,White
Stuart Davis,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2377479924,365,8,22,White
Stuart Davis,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2117507527,365,8,22,White
Stuart Davis,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3396514262,365,8,24,White
Stuart Davis,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3453839397,365,8,25,White
Stuart Davis,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3371578785,365,8,27,White
Stuart Davis,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2672741777,365,8,27,White
Susan Rothenberg,11,2001,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2730131082,366,2,3,White
Susan Rothenberg,12,2005,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2274123407,366,2,4,White
Susan Rothenberg,13,2009,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2966575748,366,2,4,White
Suzuki Harunobu,3,1948,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.3883172737,367,0,0,Non-White
Suzuki Harunobu,4,1959,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.3608941557,367,0,0,Non-White
Suzuki Harunobu,5,1970,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.280388687,367,0,0,Non-White
Suzuki Harunobu,6,1975,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2146138233,367,0,0,Non-White
Suzuki Harunobu,7,1980,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2096291866,367,0,0,Non-White
Suzuki Harunobu,8,1986,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2184325109,367,0,0,Non-White
Suzuki Harunobu,9,1991,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.1515977291,367,0,0,Non-White
Suzuki Harunobu,10,1996,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2558405239,367,0,0,Non-White
Suzuki Harunobu,11,2001,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.8518688002,367,0,0,Non-White
Suzuki Harunobu,12,2005,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.3302010157,367,0,0,Non-White
Suzuki Harunobu,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.6503937251,367,0,0,Non-White
Suzuki Harunobu,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.8465319834,367,0,0,Non-White
Suzuki Harunobu,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.6048554198,367,0,0,Non-White
Suzuki Harunobu,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.8744016937,367,0,0,Non-White
Sylvia Plimack Mangold,9,1991,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.3531224655,368,1,0,White
Sylvia Plimack Mangold,10,1996,American,American,Female,White,Not Hispanic or Latino origin,Gardner,0.2335697964,368,1,0,White
Takahashi Yuichi,11,2001,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2617205952,370,0,0,Non-White
Takahashi Yuichi,12,2005,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2511328042,370,0,0,Non-White
Takahashi Yuichi,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2651287504,370,0,0,Non-White
Takahashi Yuichi,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2651287504,370,0,0,Non-White
Takahashi Yuichi,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2979588681,370,0,0,Non-White
Takahashi Yuichi,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2918661021,370,0,0,Non-White
Théodore Chassériau,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3233886856,371,0,0,White
Théodore Chassériau,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.3379639229,371,0,0,White
Théodore Géricault,4,1959,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.480797199,372,0,0,White
Théodore Géricault,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.306361199,372,0,0,White
Théodore Géricault,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.324132037,372,0,0,White
Théodore Géricault,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.052701942,372,0,0,White
Théodore Géricault,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.097622503,372,0,0,White
Théodore Géricault,9,1991,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.8489699919,372,0,0,White
Théodore Géricault,10,1996,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.014767573,372,0,0,White
Théodore Géricault,11,2001,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.9489253661,372,0,0,White
Théodore Géricault,12,2005,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.9094060761,372,0,0,White
Théodore Géricault,13,2009,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.8714807452,372,0,0,White
Théodore Géricault,14,2013,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.8519717072,372,0,0,White
Théodore Géricault,15,2016,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.147904747,372,0,0,White
Théodore Géricault,16,2020,French,French,Male,White,Not Hispanic or Latino origin,Gardner,1.010017796,372,0,0,White
Thomas Benton,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3184309427,373,1,0,White
Thomas Cole,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.463622291,374,0,0,White
Thomas Cole,8,1986,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5367337065,374,0,0,White
Thomas Cole,9,1991,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5099756691,374,0,0,White
Thomas Cole,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4896149517,374,0,0,White
Thomas Cole,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4032534247,374,0,0,White
Thomas Cole,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4690569595,374,0,0,White
Thomas Cole,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4494783721,374,0,0,White
Thomas Cole,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3519485923,374,0,0,White
Thomas Cole,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5085820319,374,0,0,White
Thomas Cole,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5329528719,374,0,0,White
Thomas Couture,5,1970,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5101887272,375,0,0,White
Thomas Couture,6,1975,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.5118683901,375,0,0,White
Thomas Couture,7,1980,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.4353187447,375,0,0,White
Thomas Couture,8,1986,French,French,Male,White,Not Hispanic or Latino origin,Gardner,0.7860771304,375,0,0,White
Thomas Doughty,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3960225493,376,0,0,White
Thomas Eakins,2,1936,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4600297526,377,2,0,White
Thomas Eakins,3,1948,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3523599543,377,2,0,White
Thomas Eakins,4,1959,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3312415836,377,3,0,White
Thomas Eakins,7,1980,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.7410638897,377,3,0,White
Thomas Eakins,8,1986,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.663763909,377,3,0,White
Thomas Eakins,9,1991,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4673479319,377,3,0,White
Thomas Eakins,10,1996,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4720166434,377,3,0,White
Thomas Eakins,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.9615021256,377,3,0,White
Thomas Eakins,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4222242496,377,3,0,White
Thomas Eakins,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4130645832,377,3,0,White
Thomas Eakins,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5006703342,377,3,0,White
Thomas Eakins,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5796969228,377,3,0,White
Thomas Eakins,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5764911635,377,3,0,White
Thomas Gainsborough,1,1926,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.5490962372,378,0,0,White
Thomas Gainsborough,2,1936,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2935131538,378,0,0,White
Thomas Gainsborough,3,1948,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2569546519,378,0,0,White
Thomas Gainsborough,4,1959,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3048478319,378,0,0,White
Thomas Gainsborough,5,1970,British,British,Male,White,Not Hispanic or Latino origin,Gardner,1.127234579,378,0,0,White
Thomas Gainsborough,6,1975,British,British,Male,White,Not Hispanic or Latino origin,Gardner,1.080984938,378,0,0,White
Thomas Gainsborough,7,1980,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.9279482128,378,0,0,White
Thomas Gainsborough,8,1986,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.9367613518,378,0,0,White
Thomas Gainsborough,9,1991,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2935279805,378,0,0,White
Thomas Gainsborough,10,1996,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3231983902,378,0,0,White
Thomas Gainsborough,11,2001,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3568138876,378,0,0,White
Thomas Gainsborough,12,2005,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.358026944,378,0,0,White
Thomas Gainsborough,13,2009,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2980907032,378,0,0,White
Thomas Gainsborough,14,2013,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.3000477709,378,0,0,White
Thomas Gainsborough,15,2016,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.376001237,378,0,0,White
Thomas Gainsborough,16,2020,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.2975576829,378,0,0,White
Thomas Hart Benton,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.5099787435,379,0,8,White
Thomas Hart Benton,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4987075388,379,0,9,White
Thomas Hart Benton,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3216063366,379,0,11,White
Thomas Hart Benton,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4365956266,379,0,14,White
Thomas Hart Benton,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4717798052,379,0,15,White
Thomas Hart Benton,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3276264114,379,0,16,White
Timothy O'Sullivan,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3613604157,380,0,0,White
Timothy O'Sullivan,12,2005,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3977739257,380,0,0,White
Timothy O'Sullivan,13,2009,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.3659100365,380,0,0,White
Timothy O'Sullivan,14,2013,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.4773704406,380,0,0,White
Timothy O'Sullivan,15,2016,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.537869182,380,0,0,White
Timothy O'Sullivan,16,2020,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.522766323,380,0,0,White
Tom Thomson,3,1948,Canadian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4807011813,381,0,0,White
Tonita Peña (Quah Ah),2,1936,American,American,Male,American Indian or Alaska Native,Not Hispanic or Latino origin,Gardner,0.3310366427,382,0,0,Non-White
Tonita Peña (Quah Ah),3,1948,American,American,Male,American Indian or Alaska Native,Not Hispanic or Latino origin,Gardner,0.3891338668,382,0,0,Non-White
Torii Kiyonaga,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2046907987,383,0,0,Non-White
Torii Kiyonaga,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2344320651,383,0,0,Non-White
Torii Kiyonaga,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2301840111,383,0,0,Non-White
Torii Kiyonaga,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latino origin,Gardner,0.2065537555,383,0,0,Non-White
Toshusai Sharaku,3,1948,Japanese,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3445478796,384,0,0,White
Trigo Piula,11,2001,Congolese,Other,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.5433691545,385,0,0,Non-White
Trigo Piula,12,2005,Congolese,Other,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.4899948302,385,0,0,Non-White
Trigo Piula,13,2009,Congolese,Other,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.3588830845,385,0,0,Non-White
Trigo Piula,15,2016,Congolese,Other,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.3801608165,385,0,0,Non-White
Trigo Piula,16,2020,Congolese,Other,Male,Black or African American,Not Hispanic or Latino origin,Gardner,0.3153074374,385,0,0,Non-White
Victor Vasarely,9,1991,Hungarian-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3079967559,388,0,0,White
Victor Vasarely,10,1996,Hungarian-French,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3084137649,388,0,0,White
Vincent Van Gogh,2,1936,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5797839023,389,2,0,White
Vincent Van Gogh,3,1948,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5781479667,389,7,0,White
Vincent Van Gogh,4,1959,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.7884190682,389,8,0,White
Vincent Van Gogh,5,1970,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,1.166590724,389,9,0,White
Vincent Van Gogh,6,1975,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.9222518961,389,9,0,White
Vincent Van Gogh,7,1980,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.9731564875,389,9,0,White
Vincent Van Gogh,8,1986,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,1.015757827,389,9,0,White
Vincent Van Gogh,9,1991,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.9760908354,389,9,0,White
Vincent Van Gogh,10,1996,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,1.087940384,389,10,0,White
Vincent Van Gogh,11,2001,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.9236537553,389,11,0,White
Vincent Van Gogh,12,2005,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.8832375392,389,11,0,White
Vincent Van Gogh,13,2009,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.9857149462,389,12,0,White
Vincent Van Gogh,14,2013,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,1.022282835,389,12,0,White
Vincent Van Gogh,15,2016,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,1.270341735,389,12,0,White
Vincent Van Gogh,16,2020,Dutch,Other,Male,White,Not Hispanic or Latino origin,Gardner,1.101696735,389,12,0,White
Walker Evans,11,2001,American,American,Male,White,Not Hispanic or Latino origin,Gardner,0.2215694379,391,12,0,White
Wassily Kandinsky,3,1948,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.2873046981,393,2,0,White
Wassily Kandinsky,4,1959,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.6159439806,393,3,0,White
Wassily Kandinsky,5,1970,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.8831713804,393,5,0,White
Wassily Kandinsky,6,1975,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.8837517359,393,5,0,White
Wassily Kandinsky,7,1980,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.7312130594,393,5,0,White
Wassily Kandinsky,8,1986,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.7545096413,393,5,0,White
Wassily Kandinsky,9,1991,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5835036496,393,5,0,White
Wassily Kandinsky,10,1996,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4160840353,393,6,0,White
Wassily Kandinsky,11,2001,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3671173831,393,7,0,White
Wassily Kandinsky,12,2005,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3822948028,393,7,0,White
Wassily Kandinsky,13,2009,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.6337817638,393,7,0,White
Wassily Kandinsky,14,2013,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4714838272,393,7,0,White
Wassily Kandinsky,15,2016,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.5563166847,393,7,0,White
Wassily Kandinsky,16,2020,Russian,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.6269943544,393,7,0,White
Wifredo Lam,15,2016,Cuban,Other,Male,Black or African American,Hispanic or Latino origin,Gardner,0.3899798979,395,1,0,Non-White
Wifredo Lam,16,2020,Cuban,Other,Male,Black or African American,Hispanic or Latino origin,Gardner,0.3803694158,395,1,0,Non-White
Wilhelm Leibl,7,1980,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.3823353504,396,0,0,White
Wilhelm Leibl,8,1986,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4045718433,396,0,0,White
Wilhelm Leibl,9,1991,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.4291970803,396,0,0,White
Wilhelm Leibl,10,1996,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.389857099,396,0,0,White
Wilhelm Leibl,12,2005,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.328209105,396,0,0,White
Wilhelm Leibl,13,2009,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.2980907032,396,0,0,White
Wilhelm Leibl,14,2013,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.2959178956,396,0,0,White
Wilhelm Leibl,15,2016,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.2830988093,396,0,0,White
Wilhelm Leibl,16,2020,German,German,Male,White,Not Hispanic or Latino origin,Gardner,0.281817624,396,0,0,White
Willem de Kooning,6,1975,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3768828117,397,5,14,White
Willem de Kooning,7,1980,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3058682803,397,6,14,White
Willem de Kooning,8,1986,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3134978229,397,7,15,White
Willem de Kooning,9,1991,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3215571776,397,8,16,White
Willem de Kooning,10,1996,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3443948024,397,8,16,White
Willem de Kooning,11,2001,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.409689419,397,10,16,White
Willem de Kooning,12,2005,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.3153149044,397,10,20,White
Willem de Kooning,13,2009,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4127409736,397,11,22,White
Willem de Kooning,14,2013,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.6237652751,397,13,25,White
Willem de Kooning,15,2016,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4694603371,397,13,26,White
Willem de Kooning,16,2020,Dutch-American,Other,Male,White,Not Hispanic or Latino origin,Gardner,0.4689801178,397,13,27,White
William Blake,2,1936,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.7819448794,398,0,0,White
William Blake,3,1948,British,British,Male,White,Not Hispanic or Latino origin,Gardner,0.5260221025,398,0,0,White
