Entity,Code,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare)
Kiribati,KIR,2010,,,,,,,,,,,5.1864
Kiribati,KIR,2011,,,,,,,,,,,5.1852
Kiribati,KIR,2012,,,,,,,,,,,5.1471
Kiribati,KIR,2013,,,,,,,,,,,5.1539
Kiribati,KIR,2014,,,,,,,,,,,5.1677
Kiribati,KIR,2015,,,,,,,,,,,5.1768
Kiribati,KIR,2016,,,,,,,,,,,5.1665
Kiribati,KIR,2017,,,,,,,,,,,5.1649
Kiribati,KIR,2018,,,,,,,,,,,5.163200000000001
Kuwait,KWT,1968,,,,,,,,,1.5,,
Kuwait,KWT,1969,,,,,,,,,1.6667,,
Kuwait,KWT,1970,,,,,,,,,2,,
Kuwait,KWT,1971,,,,,10.6667,,,,2,,
Kuwait,KWT,1972,,,3,,6,,,,1.8889,,
Kuwait,KWT,1973,,,4.3333,,19,,,,1.8333000000000002,,
Kuwait,KWT,1974,,,3,,13,,,,2,,
Kuwait,KWT,1975,,,3,,10,,,,1.9231,,
Kuwait,KWT,1976,,,3,,14,,,,2,,
Kuwait,KWT,1977,,,3,,16.400000000000002,,,,1.8,,
Kuwait,KWT,1978,,,3,,15.888900000000001,,,,2.9756,,
Kuwait,KWT,1979,,,5,,16.666700000000002,,,,3.0147,,
Kuwait,KWT,1980,,,5.4,,17.2941,,,,3.0156,,
Kuwait,KWT,1981,,,11,,16.842100000000002,,,,3,,
Kuwait,KWT,1982,,,5,,17.5,,,,3,,
Kuwait,KWT,1983,,,5,,17,,,,3,,
Kuwait,KWT,1984,,,5.1429,,17.25,,,,2.96,,
Kuwait,KWT,1985,0.25,,11.7547,,22.3226,,,,2.9976000000000003,,
Kuwait,KWT,1986,0.33330000000000004,,15.015600000000001,,19.7576,,,,3.0025,,
Kuwait,KWT,1987,0.42860000000000004,,15,,22.2667,,,,3.2222,,
Kuwait,KWT,1988,2.875,,14.777800000000001,,22.053800000000003,,,,3.0018000000000002,,
Kuwait,KWT,1989,3.16,,10.197000000000001,,21.9222,,,,2.8667000000000002,,
Kuwait,KWT,1990,3.125,,10.5455,,20,,,,2.7907,,
Kuwait,KWT,1991,3,,13,,16.666700000000002,,,,2.8965,,
Kuwait,KWT,1992,3,,10.4444,,45.571400000000004,,,,3.0462000000000002,,
Kuwait,KWT,1993,3.1304000000000003,,10.818200000000001,,45.7368,,,,3.113,,
Kuwait,KWT,1994,3.0714,,18.7692,,40.467200000000005,,,,3.1304000000000003,,
Kuwait,KWT,1995,3.3636000000000004,,18.6029,,40.5863,,,,3.1085000000000003,,
Kuwait,KWT,1996,3.5,,18.7105,,40.5493,,,,3.1146000000000003,,
Kuwait,KWT,1997,3.1489000000000003,,18.5391,,40.5604,,,,3.1099,,
Kuwait,KWT,1998,2.3812,,18.8182,,28.3472,,,,2.0768,,
Kuwait,KWT,1999,2.3925,,20.2174,,28.1961,,,,2.0763000000000003,,
Kuwait,KWT,2000,2.3856,,20.563000000000002,,28.224500000000003,,,,2.0749,,
Kuwait,KWT,2001,2.3906,,19.9217,,28.3353,,,,2.0757,,
Kuwait,KWT,2002,2.3914,,20.0613,,28.268800000000002,,,,2.0756,,
Kuwait,KWT,2003,2.3897,,19.8106,,28.255100000000002,,,,2.0758,,
Kuwait,KWT,2004,2.375,,19.770300000000002,,28.207,,,,2.0751,,
Kuwait,KWT,2005,4.8019,,19.7297,,28.253500000000003,,,,2.0759000000000003,,
Kuwait,KWT,2006,4.7222,,19.8979,,28.156200000000002,,,,2.0773,,
Kuwait,KWT,2007,2.39,,19.7865,,28.1796,,,,2.0747,,
Kuwait,KWT,2008,2.3412,,20.0933,,28.1949,,,,2.0767,,
Kuwait,KWT,2009,2.3333,,19.9557,,28.0945,,,,2.0758,,
Kuwait,KWT,2010,2.3478000000000003,,19.7349,,28.1186,,,,2.0757,,
Kuwait,KWT,2011,4.1333,,19.723200000000002,,40.246700000000004,,,,4.3787,,
Kuwait,KWT,2012,4.1429,,19.730600000000003,,35.9853,,,,6.224,,
Kuwait,KWT,2013,4.1111,,31.1478,,26.742900000000002,,,,6.224200000000001,,
Kuwait,KWT,2014,4.3077000000000005,,30.753200000000003,,42.639900000000004,,,,6.258,,
Kuwait,KWT,2015,3.75,,8.467600000000001,,75.2987,,,,4.1605,,
Kuwait,KWT,2016,3,,6.5533,,27.2969,,,,4.1519,,
Kuwait,KWT,2017,3.1429,,7.214300000000001,,62.374700000000004,,,,4.153700000000001,,
Kuwait,KWT,2018,3,,17.5972,,62.327000000000005,,,,4.1528,,
Kyrgyzstan,KGZ,1992,2.7335000000000003,1.4737,5.131600000000001,1.3719000000000001,13.308800000000002,0.8125,,,2.3548,,
Kyrgyzstan,KGZ,1993,2.4555000000000002,0.9600000000000001,4.516,1.2969000000000002,11.590200000000001,0.7778,,,2.1639,,
Kyrgyzstan,KGZ,1994,1.8265,1.3,3.5328000000000004,1.0899,9.0906,0.9948,,,1.4978,,
Kyrgyzstan,KGZ,1995,1.7175,1.4889000000000001,3.2072000000000003,0.4802,9.853100000000001,0.8,,,1.0544,,
Kyrgyzstan,KGZ,1996,2.1353,1.7037,3.9176,0.6071000000000001,11.430200000000001,1.5238,,,1.5351000000000001,,
Kyrgyzstan,KGZ,1997,2.3174,1.9180000000000001,4.4534,1,12.063600000000001,1.62,,,1.8225,,
Kyrgyzstan,KGZ,1998,2.3578,2.0042,4.9222,0.30770000000000003,13.065700000000001,1.5942,,,1.9989000000000001,,
Kyrgyzstan,KGZ,1999,2.2977000000000003,2.4698,5.3038,0.6166,14.951300000000002,1.8636000000000001,,,1.7632,,
Kyrgyzstan,KGZ,2000,2.342,3.0488,5.7523,0.2,15.154300000000001,1.8687,,,2.1357,,
Kyrgyzstan,KGZ,2001,2.4883,2.9859,6.096,0.5,15.8221,1.8608,,,2.0801000000000003,,
Kyrgyzstan,KGZ,2002,2.3017000000000003,3.129,5.7803,0.6587000000000001,23.786900000000003,1.8671,,,2.3477,,
Kyrgyzstan,KGZ,2003,2.3649,3.0069000000000004,6.0898,0.6503,15.72,1.9304000000000001,1.3598000000000001,,2.2782,,
Kyrgyzstan,KGZ,2004,2.4344,3.0052000000000003,6.1938,1.0373,15.9938,1.8435000000000001,1.4203000000000001,,2.2791,,
Kyrgyzstan,KGZ,2005,2.241,2.9517,6.0648,1.1897,15.037,1.8941000000000001,1.3328,,2.0972,,
Kyrgyzstan,KGZ,2006,2.0684,2.9633000000000003,6.0696,0.8167000000000001,15.4716,1.6342,1.3231000000000002,,1.9736,,
Kyrgyzstan,KGZ,2007,1.9985000000000002,2.8236000000000003,6.059900000000001,0.8519,15.8947,1.7252,1.506,,1.8121,,
Kyrgyzstan,KGZ,2008,1.9402000000000001,2.8548,5.856800000000001,0.9091,15.7047,1.6899000000000002,1.4088,,1.5799,,
Kyrgyzstan,KGZ,2009,2.6285000000000003,3.3041,6.1756,1.7778,15.999300000000002,1.7550000000000001,1.3568,,2.3436,,
Kyrgyzstan,KGZ,2010,2.1674,3.2935000000000003,6.0632,0.9421,15.964400000000001,3.3705000000000003,1.4286,,1.8894000000000002,,
Kyrgyzstan,KGZ,2011,2.1445000000000003,3.0898000000000003,6.0143,1.0294,16.2543,1.6584,1.5,,1.9167,,
Kyrgyzstan,KGZ,2012,1.6751,3.2219,6.096500000000001,1.7292,16.1034,1.5878,1.6,,1.4476,,
Kyrgyzstan,KGZ,2013,2.3654,3.4438,6.1825,0.801,16.5456,1.3306,0.9333,,2.1066000000000003,,
Kyrgyzstan,KGZ,2014,1.6893,3.5016000000000003,6.046200000000001,1.1816,16.7406,1.6963000000000001,1.3447,,1.2683,,
Kyrgyzstan,KGZ,2015,2.3701000000000003,3.5081,6.272200000000001,1.2428000000000001,16.764200000000002,1.8715000000000002,1.4209,,2.1284,,
Kyrgyzstan,KGZ,2016,2.4461,3.5185,6.3779,1.2003000000000001,16.8994,1.8231000000000002,1.5703,,2.2494,,
Kyrgyzstan,KGZ,2017,2.4053,3.5669,6.445200000000001,2.0526,17.0537,1.8273000000000001,1.4100000000000001,,2.2024,,
Kyrgyzstan,KGZ,2018,2.4268,3.5945,6.5949,1.7696,17.1342,1.8315000000000001,1.3715000000000002,,2.2377000000000002,,
Land Locked Developing Countries,,1961,0.9489000000000001,1.4736,1.1314,0.742,5.5487,0.7179,0.6279,5.216200000000001,0.9833000000000001,0.24230000000000002,5.6766000000000005
Land Locked Developing Countries,,1962,0.9574,1.4701,1.1231,0.7826000000000001,5.3984000000000005,0.7612,0.6488,5.5097000000000005,0.9815,0.22790000000000002,5.7714
Land Locked Developing Countries,,1963,0.8364,1.5265,1.0613000000000001,1.0839,5.2965,0.7607,0.6554,5.380800000000001,0.9881000000000001,0.2454,6.1192
Land Locked Developing Countries,,1964,0.9397000000000001,1.4497,1.1068,1.4663000000000002,5.5936,0.7456,0.6509,6.088100000000001,0.9894000000000001,0.23520000000000002,6.4714
Land Locked Developing Countries,,1965,0.9538000000000001,1.4372,1.0921,1.2697,5.7492,0.7548,0.6215,5.8399,0.9794,0.22870000000000001,6.4013
Land Locked Developing Countries,,1966,0.8524,1.3435000000000001,1.0971,1.1927,5.9069,0.7839,0.6585000000000001,5.7641,0.9800000000000001,0.2073,6.460500000000001
Land Locked Developing Countries,,1967,1.0759,1.4009,1.29,1.0967,6.1484000000000005,0.7594000000000001,0.6521,5.817,1.0198,0.2245,6.4595
Land Locked Developing Countries,,1968,1.0479,1.5851000000000002,1.1422,1.6505,6.589300000000001,0.7168,0.6046,5.863300000000001,1.0083,0.21580000000000002,6.2568
Land Locked Developing Countries,,1969,1.05,1.673,1.239,1.5083,6.788200000000001,0.7016,0.6919000000000001,5.958200000000001,1.0122,0.2207,6.4339
Land Locked Developing Countries,,1970,0.9426,1.6457000000000002,1.0876000000000001,1.2782,6.7835,0.7321000000000001,0.7339,5.822100000000001,1.0376,0.2366,5.4763
Land Locked Developing Countries,,1971,0.8534,1.5972000000000002,1.3167,1.2182,6.824800000000001,0.6645,0.735,5.561,1.0125,0.3015,5.9992
Land Locked Developing Countries,,1972,0.8245,1.4967000000000001,1.4476,1.2099,6.595000000000001,0.759,0.6348,6.5449,0.9631000000000001,0.34940000000000004,5.4206
Land Locked Developing Countries,,1973,1.1646,1.6545,1.1848,1.3424,6.6931,0.67,0.7133,5.4621,1.0284,0.2084,6.3357
Land Locked Developing Countries,,1974,1.1631,1.6834,1.3417000000000001,1.3571,6.5909,0.6171,0.6199,5.7464,0.9848,0.3176,6.384600000000001
Land Locked Developing Countries,,1975,1.2077,1.7502,1.3455000000000001,1.3858000000000001,6.621,0.7772,0.7061000000000001,5.6709000000000005,1.1087,0.3483,6.3102
Land Locked Developing Countries,,1976,1.218,1.6829,1.4163000000000001,1.5818,7.0936,0.7716000000000001,0.6714,6.226100000000001,1.1188,0.3819,6.2706
Land Locked Developing Countries,,1977,1.1256000000000002,1.6129,1.477,1.5925,6.1898,0.7807000000000001,0.7323000000000001,6.2319,0.863,0.3805,6.4324
Land Locked Developing Countries,,1978,1.1584,1.6422,1.4509,1.3223,6.135000000000001,0.7661,0.7111000000000001,5.5012,0.9267000000000001,0.3226,5.951700000000001
Land Locked Developing Countries,,1979,1.1538000000000002,1.4795,1.3514000000000002,1.5098,5.9429,0.7739,0.7172000000000001,6.2691,0.9096000000000001,0.3135,5.835100000000001
Land Locked Developing Countries,,1980,1.1884000000000001,1.6978,1.3408,1.1809,5.9234,0.7129000000000001,0.638,6.9796000000000005,0.8944000000000001,0.331,5.2654000000000005
Land Locked Developing Countries,,1981,1.1914,1.7861,1.544,1.8236,6.0947000000000005,0.777,0.6193000000000001,7.537800000000001,0.9432,0.32530000000000003,6.5171
Land Locked Developing Countries,,1982,1.2422,1.4729,1.2937,1.5119,6.643400000000001,0.7512000000000001,0.5862,8.2349,1.0769,0.34090000000000004,5.6025
Land Locked Developing Countries,,1983,1.3097,1.8343,1.1583,1.4457,5.9345,0.7847000000000001,0.5812,7.9769000000000005,1.0714000000000001,0.33540000000000003,5.4204
Land Locked Developing Countries,,1984,1.2202,1.8733000000000002,1.192,1.5027000000000001,6.3761,0.7555000000000001,0.5661,7.762700000000001,1.0245,0.4002,5.348
Land Locked Developing Countries,,1985,1.2981,1.9651,1.5815000000000001,1.5888,6.3451,0.8294,0.6117,8.418000000000001,1.118,0.4171,5.5434
Land Locked Developing Countries,,1986,1.3082,1.8684,1.4988000000000001,1.5149000000000001,6.2462,0.7646000000000001,0.6033000000000001,8.0593,1.1407,0.4485,5.6352
Land Locked Developing Countries,,1987,1.3419,2.0385,1.2142000000000002,1.8697000000000001,6.9047,0.8085,0.5932000000000001,8.7341,1.0430000000000001,0.44730000000000003,5.7106
Land Locked Developing Countries,,1988,1.3294000000000001,2.0483000000000002,1.5733000000000001,1.7871000000000001,6.9886,0.7993,0.5567,8.6455,1.0426,0.42050000000000004,5.5246
Land Locked Developing Countries,,1989,1.2919,2.2392000000000003,1.4911,1.8438,6.9436,0.7941,0.531,8.563500000000001,1.0363,0.3539,5.5769
Land Locked Developing Countries,,1990,1.2525000000000002,2.2303,1.421,1.8297,7.419300000000001,0.8568,0.4524,7.476,1.0011,0.2851,6.1807
Land Locked Developing Countries,,1991,1.1909,2.1639,1.4020000000000001,1.7656,6.9668,0.9957,0.4711,7.2109000000000005,0.9601000000000001,0.2854,6.0280000000000005
Land Locked Developing Countries,,1992,1.3872,2.2561,1.2136,1.6551,8.6774,0.9668,0.7913,7.3079,1.5446,0.27990000000000004,6.102
Land Locked Developing Countries,,1993,1.133,2.2969,1.8389,2.4056,8.6995,0.9504,0.8136,7.3052,1.1502000000000001,0.3049,6.2523
Land Locked Developing Countries,,1994,0.9887,2.2026,1.3914,2.2802000000000002,8.4468,0.8490000000000001,0.6647000000000001,6.159400000000001,1.0456,0.3205,6.038600000000001
Land Locked Developing Countries,,1995,0.9570000000000001,2.2317,1.4354,2.432,8.0805,0.8641000000000001,0.7795000000000001,7.0536,0.7892,0.33,6.0888
Land Locked Developing Countries,,1996,1.0231000000000001,2.3053,1.6549,2.3555,8.2713,0.7845000000000001,0.6623,6.7832,0.9572,0.33290000000000003,5.9026000000000005
Land Locked Developing Countries,,1997,1.2278,2.3069,1.6097000000000001,2.3476,8.4192,0.7607,0.7843,7.1767,1.0515,0.3407,6.0052
Land Locked Developing Countries,,1998,1.1228,2.4071000000000002,1.601,2.2453000000000003,8.6516,0.8208000000000001,0.7574000000000001,7.8359000000000005,0.9305,0.3442,5.8165000000000004
Land Locked Developing Countries,,1999,1.5174,2.446,1.6633,2.1419,9.577,0.8064,0.6951,8.345600000000001,1.229,0.3811,6.3611
Land Locked Developing Countries,,2000,1.2565,2.5475000000000003,1.6625,2.1999,9.6584,0.7672,0.7174,9.9288,1.0536,0.394,6.1021
Land Locked Developing Countries,,2001,1.5014,2.5743,1.6405,2.2384,11.0321,0.8172,0.7588,10.6172,1.3198,0.38480000000000003,5.4606
Land Locked Developing Countries,,2002,1.5898,2.6449000000000003,1.5596,2.0494,11.269300000000001,0.796,0.8785000000000001,10.828000000000001,1.4292,0.368,6.6997
Land Locked Developing Countries,,2003,1.5510000000000002,2.7583,1.5942,2.4409,11.373800000000001,0.7931,0.7583000000000001,10.8968,1.1669,0.38730000000000003,6.4328
Land Locked Developing Countries,,2004,1.4494,2.7319,1.6754,1.8161,11.5052,0.7662,0.8757,11.186900000000001,1.1334,0.4233,6.391
Land Locked Developing Countries,,2005,1.6006,2.7685,1.5899,1.8401,11.4145,0.7657,0.8747,10.902600000000001,1.2643,0.44770000000000004,6.6641
Land Locked Developing Countries,,2006,1.6457000000000002,2.8249,1.8868,1.6460000000000001,12.164800000000001,0.7634000000000001,0.9075000000000001,10.6242,1.3815000000000002,0.4172,6.7805
Land Locked Developing Countries,,2007,1.6954,2.7878000000000003,1.9575,2.1194,12.3787,0.7945,0.9399000000000001,10.751900000000001,1.4144,0.3714,7.010000000000001
Land Locked Developing Countries,,2008,1.4672,2.9730000000000003,1.9307,2.2172,12.9472,1.1036000000000001,0.9605,8.3503,1.3594000000000002,0.3861,7.1098
Land Locked Developing Countries,,2009,1.7075,3.0469,2.1094,1.6042,13.243400000000001,1.2074,0.9112,8.484300000000001,1.6405,0.3667,8.1953
Land Locked Developing Countries,,2010,1.447,2.8199,2.2977000000000003,2.3066,13.3704,1.1389,1.0513000000000001,8.511000000000001,1.4622000000000002,0.3724,7.6974
Land Locked Developing Countries,,2011,1.9379000000000002,3.0865,2.3262,2.4135,13.5699,1.2364000000000002,1.1307,8.335700000000001,1.7498,0.3758,7.8735
Land Locked Developing Countries,,2012,1.5306000000000002,3.2444,2.411,1.6334000000000002,14.0892,0.9923000000000001,1.0597,6.5526,1.4316,0.3764,8.4717
Land Locked Developing Countries,,2013,1.7254,3.1628000000000003,2.4783,2.609,14.947000000000001,1.0383,1.1814,7.709700000000001,1.7098,0.4047,10.0058
Land Locked Developing Countries,,2014,1.7527000000000001,3.378,2.6064000000000003,2.5293,14.7606,1.1073,1.1921000000000002,7.9176,1.5962,0.40740000000000004,8.943100000000001
Land Locked Developing Countries,,2015,1.8551000000000002,3.3961,2.6078,2.3215,14.8129,1.1603,1.2526000000000002,8.510900000000001,1.7394,0.4131,8.7271
Land Locked Developing Countries,,2016,1.8335000000000001,3.3784,2.5848,2.4682,14.6243,1.095,1.371,10.3078,1.9378000000000002,0.41340000000000005,9.486500000000001
Land Locked Developing Countries,,2017,1.8316000000000001,3.4613,2.6207000000000003,2.6149,15.081000000000001,1.1066,1.4652,9.7125,1.8426,0.41500000000000004,6.8208
Land Locked Developing Countries,,2018,1.8007000000000002,3.3812,2.6138000000000003,2.6619,15.4052,1.109,1.4002000000000001,9.841800000000001,1.8262,0.4365,7.0438
Laos,LAO,1961,,0.871,1.7000000000000002,1.0101,6,0.5,,10,,,6.6225000000000005
Laos,LAO,1962,,0.8644000000000001,1.5,0.9615,5.2,0.5,,7.3333,,,6.5385
Laos,LAO,1963,,0.8667,1.5,0.9692000000000001,5.6000000000000005,0.5,,7.3333,,,6.625
Laos,LAO,1964,,0.8024,1.5833000000000002,0.9697,5.6000000000000005,0.5,,10,,,6.6667000000000005
Laos,LAO,1965,,0.8079000000000001,1.5333,0.9697,5.7692000000000005,0.5,,10,,,6.6265
Laos,LAO,1966,,0.8108000000000001,1.5385,0.9706,6.8182,0.5,,12.5,,,6.705900000000001
Laos,LAO,1967,,0.8448,1.5714000000000001,0.9855,6.8182,0.5,,13.75,,,6.6667000000000005
Laos,LAO,1968,,1.1753,1.7857,0.9722000000000001,6.8182,0.5,,13.333300000000001,,,6.6667000000000005
Laos,LAO,1969,,1.3471,1.8571000000000002,0.9722000000000001,6.4,0.5,,13,,,6.7033000000000005
Laos,LAO,1970,,1.3589,1.6667,1,6.800000000000001,0.5,,13.6364,,,6.5957
Laos,LAO,1971,,1.2204000000000002,1.625,0.9865,6.800000000000001,0.5,,14.1667,,,6.736800000000001
Laos,LAO,1972,,1.2287000000000001,1.7667000000000002,0.9868,7.2,0.5,,15.3846,,,6.632700000000001
Laos,LAO,1973,,1.329,1.7632,0.9868,7.2,0.5,,15.333300000000001,,,6.6000000000000005
Laos,LAO,1974,,1.3190000000000002,1.7107,0.9744,6.800000000000001,0.5,,15,,,6.7
Laos,LAO,1975,,1.3382,1.5556,0.9714,6.6667000000000005,0.5,,15.3846,,,6.6667000000000005
Laos,LAO,1976,,1.26,1.0442,0.5773,7.1429,0.5263,,15.454500000000001,,,6.9
Laos,LAO,1977,,1.2345000000000002,1.4196,1.4225,7.3333,0.6,,15.714300000000001,,,6.6667000000000005
Laos,LAO,1978,,1.2512,1.0471000000000001,0.7011000000000001,7.7778,0.5893,,15.277800000000001,,,6.1176
Laos,LAO,1979,,1.2577,1.1234,0.7164,7.75,0.6,,15,,,7.2222
Laos,LAO,1980,,1.4386,1.0031,0.6900000000000001,7.907,0.5601,,15.1111,,,7.2727
Laos,LAO,1981,,1.5498,1.0599,0.7001000000000001,7.9545,0.6,,15.217400000000001,,,7.5
Laos,LAO,1982,,1.4825000000000002,1.0998,0.7528,8.6957,0.6,,15,,,7.6923
Laos,LAO,1983,,1.5851000000000002,1.0694000000000001,0.7415,8,0.6,,14,,,7.8571
Laos,LAO,1984,,2.0166,1.1872,0.7000000000000001,7.3333,0.6,,13.600000000000001,,,8.6667
Laos,LAO,1985,,2.1028000000000002,1.2398,0.6431,8.0952,0.6162000000000001,,14,,,8
Laos,LAO,1986,,2.2588,1.4067,0.7533000000000001,7.7778,0.6444000000000001,,14,,,7.6923
Laos,LAO,1987,,2.2272000000000003,1.4426,0.7626000000000001,6.6667000000000005,0.6227,,14.4444,,,7.5
Laos,LAO,1988,,1.9118000000000002,1.344,0.7549,5.814,0.5746,,13.6364,,,7.8788
Laos,LAO,1989,,2.3552,1.4438,0.8212,6.6667000000000005,0.6328,,12.4,,,7.6471
Laos,LAO,1990,,2.2935000000000003,1.8153000000000001,0.8239000000000001,6.6667000000000005,0.7243,,12.823,,,8.0321
Laos,LAO,1991,,2.1977,2.0065,0.9024000000000001,5.9831,0.6546000000000001,,12.985000000000001,,,8.0556
Laos,LAO,1992,,2.6555,1.8266,0.8414,7,0.7133,,12.7354,,,7.4435
Laos,LAO,1993,,2.2668,1.7536,0.8216,6.6515,0.6962,,12.485800000000001,,,8.1579
Laos,LAO,1994,,2.5812,1.9882000000000002,0.9561000000000001,6.6667000000000005,0.6575000000000001,,11.5325,,,8.25
Laos,LAO,1995,,2.5323,1.7304000000000002,0.8331000000000001,6.5263,0.6920000000000001,,10.9769,,,7.6378
Laos,LAO,1996,,2.5526,2.0892,0.9077000000000001,6.6000000000000005,0.6887,,13.7255,,,7.3333
Laos,LAO,1997,,2.7607,2.0605,0.7368,7.732900000000001,0.7519,,11.4466,,,7.4286
Laos,LAO,1998,,2.7116000000000002,2.3685,0.7323000000000001,7.8611,0.8484,,11.3736,,,7.25
Laos,LAO,1999,,2.9304,2.3597,0.8603000000000001,7.591600000000001,0.8703000000000001,,13.6538,,,7.7778
Laos,LAO,2000,,3.0606,2.3878,0.8442000000000001,6.2264,0.8477,,9.726,,,7.4
Laos,LAO,2001,,3.1264000000000003,2.5500000000000003,0.9152,11.333300000000001,1.1903000000000001,,4.0994,,,7.6667000000000005
Laos,LAO,2002,,3.2739000000000003,2.761,0.8393,12.069,0.8915000000000001,,7.0815,,,11.816
Laos,LAO,2003,,3.1403000000000003,2.7710000000000004,0.8615,15,0.8449000000000001,,5.8478,,,14.4444
Laos,LAO,2004,,3.2831,3.0148,0.8399000000000001,15,0.8822000000000001,,6.8098,,,16.2222
Laos,LAO,2005,,3.4890000000000003,4.3321000000000005,1.1641000000000001,15,1.2693,,7.5831,,,14.8
Laos,LAO,2006,,3.5855,3.9533,1.3397000000000001,19.4444,1.3077,,10.337100000000001,,,15
Laos,LAO,2007,,3.7233,4.3636,1.3004,20.5882,1.0082,,21.191100000000002,,,16.8745
Laos,LAO,2008,,3.7772,4.832800000000001,1.2487000000000001,24,1.1820000000000002,,17.4705,,,13.9496
Laos,LAO,2009,,3.8419000000000003,5.464300000000001,1.5374,24,1.3585,,14.707500000000001,,,12.7962
Laos,LAO,2010,,3.5909,4.7986,1.5805,24.3125,1.4197,,25.079700000000003,,,14.2028
Laos,LAO,2011,,3.7513,5.1684,1.5112,25.072300000000002,1.2999,,23.8699,,,14.268
Laos,LAO,2012,,3.7367000000000004,5.718500000000001,1.6371,14.5778,1.2930000000000001,,24.1246,,,20.592200000000002
Laos,LAO,2013,,3.8315,5.726,1.5624,25.5169,1.1446,,27.756700000000002,,,21.9888
Laos,LAO,2014,,4.1786,5.8033,1.5529000000000002,30.0435,1.3652,,26.950100000000003,,,22.189400000000003
Laos,LAO,2015,,4.2501,5.9689000000000005,1.572,32.490300000000005,1.5917000000000001,,31.570600000000002,,,28.401300000000003
Laos,LAO,2016,,4.2625,5.9958,1.5849,32.2254,1.5862,,31.790000000000003,,,27.8392
Laos,LAO,2017,,4.2251,5.7557,1.8685,22.6429,1.7758,,32.1028,,,41.885400000000004
Laos,LAO,2018,,4.2264,5.927300000000001,1.7717,22.736800000000002,1.6245,,32.094500000000004,,,41.9976
Latvia,LVA,1992,2.5848,,,,12.047500000000001,1,1.36,,1.2372,,
Latvia,LVA,1993,2.0006,,,,14.5006,1.7806000000000002,1.5833000000000002,,1.6546,,
Latvia,LVA,1994,2.1078,,,,12.9963,2,1.5909,,1.8053000000000001,,
Latvia,LVA,1995,2.2235,,,,11.4701,3,1.3846,,1.397,,
Latvia,LVA,1996,2.3961,,,,13.747100000000001,2.4,2.0833,,2.0824000000000003,,
Latvia,LVA,1997,2.5909,,,,13.594800000000001,1.75,1.8966,,1.8499,,
Latvia,LVA,1998,2.5533,,,,11.804400000000001,2,1.7209,,1.8552000000000002,,
Latvia,LVA,1999,2.4103000000000003,,,,15.878200000000001,1.25,1.4667000000000001,,1.5791000000000002,,
Latvia,LVA,2000,2.7034000000000002,,,,14.563400000000001,2,2.1429,,1.9355,,
Latvia,LVA,2001,2.708,,,,11.167,2,1.2381,,1.7736,,
Latvia,LVA,2002,3.3844000000000003,,,,14.3358,2,1.7368000000000001,,1.9167,,
Latvia,LVA,2003,2.7914000000000003,,,,13.5348,2.5,1.8095,,1.8597000000000001,,
Latvia,LVA,2004,2.9423000000000004,,,,12.8507,2.75,1.8,,2.2270000000000003,,
Latvia,LVA,2005,3.6099,,,,14.5942,1.5,1.5625,,2.46,,
Latvia,LVA,2006,2.7815000000000003,,,,12.215100000000001,1,1,,1.9909000000000001,,
Latvia,LVA,2007,3.5944000000000003,,,,15.933000000000002,2,1.5556,,2.4123,,
Latvia,LVA,2008,3.8566000000000003,,,,17.8148,2.125,1.5714000000000001,,2.3407,,
Latvia,LVA,2009,3.6276,,,,17.5133,2.1818,2,,2.5373,,
Latvia,LVA,2010,3.2849000000000004,,,,16.079700000000003,1.9231,2.3636,,2.2749,,
Latvia,LVA,2011,3.0613,,,,16.8013,2.1364,2.6364,,2.4682,,
Latvia,LVA,2012,4.3695,,,,19.1099,2.8846000000000003,2.1818,,2.8806000000000003,,
Latvia,LVA,2013,3.8857000000000004,,,,18.1648,2.4545,2.2609,,2.7559,,
Latvia,LVA,2014,3.7474000000000003,,,,18.869,2.8434,3.069,,3.5431000000000004,,
Latvia,LVA,2015,5.0304,,,,20.05,3.3906,3.0256000000000003,,3.8781000000000003,,
Latvia,LVA,2016,4.3045,,,,21.2814,3.2671,2.686,,3,,
Latvia,LVA,2017,4.7869,,,,18.9907,3.6832000000000003,3.0729,,3.4267000000000003,,
Latvia,LVA,2018,3.4314,,,,19.3167,2.0277000000000003,1.9737,,2.5892,,
Least Developed Countries,,1961,0.9352,1.5506,0.9628000000000001,0.5831000000000001,6.072,0.5794,0.7149,4.996300000000001,0.8926000000000001,0.36110000000000003,5.8601
Least Developed Countries,,1962,0.9076000000000001,1.466,0.9456,0.6691,5.896100000000001,0.6012000000000001,0.7248,5.0843,0.8896000000000001,0.37370000000000003,6.023000000000001
Least Developed Countries,,1963,0.8153,1.6048,0.9352,0.6816,5.918200000000001,0.5900000000000001,0.7046,5.0766,0.8924000000000001,0.3623,6.1196
Least Developed Countries,,1964,0.8913000000000001,1.593,0.9725,0.6779000000000001,6.0568,0.5996,0.7192000000000001,5.1706,0.8995000000000001,0.39530000000000004,6.4809
Least Developed Countries,,1965,0.9015000000000001,1.5552000000000001,0.9434,0.6857000000000001,6.5871,0.6072000000000001,0.6949000000000001,5.2541,0.9067000000000001,0.3451,6.330900000000001
