Entity,Code,Year,Arable land needed to produce a fixed quantity of crops ((1.0 = 1961))
Kiribati,KIR,1971,0.826135105
Kiribati,KIR,1972,1.0997543
Kiribati,KIR,1973,0.83212493
Kiribati,KIR,1974,0.680760456
Kiribati,KIR,1975,1.128024194
Kiribati,KIR,1976,0.85599541
Kiribati,KIR,1977,0.844528302
Kiribati,KIR,1978,0.725093148
Kiribati,KIR,1979,0.791791969
Kiribati,KIR,1980,0.869801788
Kiribati,KIR,1981,0.688827331
Kiribati,KIR,1982,0.741059603
Kiribati,KIR,1983,0.896275531
Kiribati,KIR,1984,0.612731006
Kiribati,KIR,1985,0.608565602
Kiribati,KIR,1986,0.567156614
Kiribati,KIR,1987,0.531402113
Kiribati,KIR,1988,0.498607553
Kiribati,KIR,1989,0.719961396
Kiribati,KIR,1990,0.871325676
Kiribati,KIR,1991,0.720540889
Kiribati,KIR,1992,0.705437352
Kiribati,KIR,1993,0.704549032
Kiribati,KIR,1994,0.696220252
Kiribati,KIR,1995,0.69330855
Kiribati,KIR,1996,0.595212766
Kiribati,KIR,1997,0.59316194
Kiribati,KIR,1998,0.565222882
Kiribati,KIR,1999,0.560621242
Kiribati,KIR,2000,0.603967076
Kiribati,KIR,2001,0.599919582
Kiribati,KIR,2002,0.594501262
Kiribati,KIR,2003,0.58949032
Kiribati,KIR,2004,0.475108799
Kiribati,KIR,2005,0.47150532
Kiribati,KIR,2006,0.403716064
Kiribati,KIR,2007,0.389352818
Kiribati,KIR,2008,0.385729059
Kiribati,KIR,2009,0.38480055
Kiribati,KIR,2010,0.831352155
Kiribati,KIR,2011,0.825677919
Kiribati,KIR,2012,0.829195999
Kiribati,KIR,2013,0.829503336
Kiribati,KIR,2014,0.827815794
Kuwait,KWT,1961,1
Kuwait,KWT,1962,0.867924528
Kuwait,KWT,1963,0.779661017
Kuwait,KWT,1964,0.663461538
Kuwait,KWT,1965,0.579831933
Kuwait,KWT,1966,0.501818182
Kuwait,KWT,1967,0.449511401
Kuwait,KWT,1968,0.375
Kuwait,KWT,1969,0.315068493
Kuwait,KWT,1970,0.296774194
Kuwait,KWT,1971,0.23
Kuwait,KWT,1972,0.263862333
Kuwait,KWT,1973,0.186234818
Kuwait,KWT,1974,0.138832998
Kuwait,KWT,1975,0.168087698
Kuwait,KWT,1976,0.146496815
Kuwait,KWT,1977,0.12849162
Kuwait,KWT,1978,0.116554054
Kuwait,KWT,1979,0.108747045
Kuwait,KWT,1980,0.09787234
Kuwait,KWT,1981,0.170160296
Kuwait,KWT,1982,0.181221274
Kuwait,KWT,1983,0.181102362
Kuwait,KWT,1984,0.245115453
Kuwait,KWT,1985,0.137908061
Kuwait,KWT,1986,0.137862138
Kuwait,KWT,1987,0.120920044
Kuwait,KWT,1988,0.099927589
Kuwait,KWT,1989,0.104387292
Kuwait,KWT,1990,0.135860202
Kuwait,KWT,1991,0.471794872
Kuwait,KWT,1992,0.252978918
Kuwait,KWT,1993,0.217665615
Kuwait,KWT,1994,0.186890574
Kuwait,KWT,1995,0.154639175
Kuwait,KWT,1996,0.166131621
Kuwait,KWT,1997,0.145672062
Kuwait,KWT,1998,0.129841618
Kuwait,KWT,1999,0.142226148
Kuwait,KWT,2000,0.182539683
Kuwait,KWT,2001,0.215910459
Kuwait,KWT,2002,0.204368752
Kuwait,KWT,2003,0.172177168
Kuwait,KWT,2004,0.156721041
Kuwait,KWT,2005,0.156672515
Kuwait,KWT,2006,0.142870588
Kuwait,KWT,2007,0.142229113
Kuwait,KWT,2008,0.13797558
Kuwait,KWT,2009,0.101442173
Kuwait,KWT,2010,0.092227494
Kuwait,KWT,2011,0.099396351
Kuwait,KWT,2012,0.119791667
Kuwait,KWT,2013,0.089140768
Kuwait,KWT,2014,0.059623431
Land Locked Developing Countries,,1961,1
Land Locked Developing Countries,,1962,0.954951407
Land Locked Developing Countries,,1963,0.947480403
Land Locked Developing Countries,,1964,0.911469937
Land Locked Developing Countries,,1965,0.924496647
Land Locked Developing Countries,,1966,0.916881169
Land Locked Developing Countries,,1967,0.836463934
Land Locked Developing Countries,,1968,0.852664124
Land Locked Developing Countries,,1969,0.7918109
Land Locked Developing Countries,,1970,0.753754227
Land Locked Developing Countries,,1971,0.750425283
Land Locked Developing Countries,,1972,0.744894517
Land Locked Developing Countries,,1973,0.73668558
Land Locked Developing Countries,,1974,0.677295818
Land Locked Developing Countries,,1975,0.654157917
Land Locked Developing Countries,,1976,0.662047215
Land Locked Developing Countries,,1977,0.668908169
Land Locked Developing Countries,,1978,0.665256127
Land Locked Developing Countries,,1979,0.720369685
Land Locked Developing Countries,,1980,0.718772604
Land Locked Developing Countries,,1981,0.67316404
Land Locked Developing Countries,,1982,0.676009198
Land Locked Developing Countries,,1983,0.674447685
Land Locked Developing Countries,,1984,0.679368519
Land Locked Developing Countries,,1985,0.613724207
Land Locked Developing Countries,,1986,0.625583694
Land Locked Developing Countries,,1987,0.624284369
Land Locked Developing Countries,,1988,0.571138858
Land Locked Developing Countries,,1989,0.568143094
Land Locked Developing Countries,,1990,0.575286643
Land Locked Developing Countries,,1991,0.558476475
Land Locked Developing Countries,,1992,0.585394206
Land Locked Developing Countries,,1993,0.611297976
Land Locked Developing Countries,,1994,0.643388458
Land Locked Developing Countries,,1995,0.643406692
Land Locked Developing Countries,,1996,0.632143793
Land Locked Developing Countries,,1997,0.622041828
Land Locked Developing Countries,,1998,0.622227626
Land Locked Developing Countries,,1999,0.57881171
Land Locked Developing Countries,,2000,0.566968372
Land Locked Developing Countries,,2001,0.518481569
Land Locked Developing Countries,,2002,0.514172501
Land Locked Developing Countries,,2003,0.506113621
Land Locked Developing Countries,,2004,0.497337251
Land Locked Developing Countries,,2005,0.480249136
Land Locked Developing Countries,,2006,0.469409922
Land Locked Developing Countries,,2007,0.460191235
Land Locked Developing Countries,,2008,0.449930483
Land Locked Developing Countries,,2009,0.437941284
Land Locked Developing Countries,,2010,0.422996747
Land Locked Developing Countries,,2011,0.40916503
Land Locked Developing Countries,,2012,0.407624444
Land Locked Developing Countries,,2013,0.376527488
Land Locked Developing Countries,,2014,0.369592727
Laos,LAO,1961,1
Laos,LAO,1962,1.022930649
Laos,LAO,1963,1.004393191
Laos,LAO,1964,0.751129363
Laos,LAO,1965,0.750821018
Laos,LAO,1966,0.741252245
Laos,LAO,1967,0.679933428
Laos,LAO,1968,0.705606238
Laos,LAO,1969,0.637645791
Laos,LAO,1970,0.636025874
Laos,LAO,1971,0.686284722
Laos,LAO,1972,0.720629953
Laos,LAO,1973,0.698921535
Laos,LAO,1974,0.699332424
Laos,LAO,1975,0.721426919
Laos,LAO,1976,0.823327331
Laos,LAO,1977,0.766997429
Laos,LAO,1978,0.900693244
Laos,LAO,1979,0.694638127
Laos,LAO,1980,0.639441695
Laos,LAO,1981,0.58986339
Laos,LAO,1982,0.603871551
Laos,LAO,1983,0.613113641
Laos,LAO,1984,0.534233761
Laos,LAO,1985,0.526002208
Laos,LAO,1986,0.514471127
Laos,LAO,1987,0.569837896
Laos,LAO,1988,0.622455051
Laos,LAO,1989,0.491553643
Laos,LAO,1990,0.444845546
Laos,LAO,1991,0.51497343
Laos,LAO,1992,0.442947078
Laos,LAO,1993,0.478497944
Laos,LAO,1994,0.417844517
Laos,LAO,1995,0.477455357
Laos,LAO,1996,0.4709675
Laos,LAO,1997,0.428170504
Laos,LAO,1998,0.414161798
Laos,LAO,1999,0.354548248
Laos,LAO,2000,0.314157904
Laos,LAO,2001,0.326934559
Laos,LAO,2002,0.308484493
Laos,LAO,2003,0.33587773
Laos,LAO,2004,0.330287921
Laos,LAO,2005,0.326428722
Laos,LAO,2006,0.330669656
Laos,LAO,2007,0.314630871
Laos,LAO,2008,0.302525695
Laos,LAO,2009,0.298443139
Laos,LAO,2010,0.290871501
Laos,LAO,2011,0.271773858
Laos,LAO,2012,0.248118563
Laos,LAO,2013,0.243967596
Laos,LAO,2014,0.20956742
Least developed countries,,1961,1
Least developed countries,,1962,0.98320892
Least developed countries,,1963,0.951362638
Least developed countries,,1964,0.935883644
Least developed countries,,1965,0.942636138
Least developed countries,,1966,0.959417589
Least developed countries,,1967,0.885820672
Least developed countries,,1968,0.883846375
Least developed countries,,1969,0.853739874
Least developed countries,,1970,0.836907277
Least developed countries,,1971,0.846366073
Least developed countries,,1972,0.865201567
Least developed countries,,1973,0.832911079
Least developed countries,,1974,0.812271016
Least developed countries,,1975,0.77945004
Least developed countries,,1976,0.792765127
Least developed countries,,1977,0.786303741
Least developed countries,,1978,0.77774597
Least developed countries,,1979,0.802247719
Least developed countries,,1980,0.763971019
Least developed countries,,1981,0.736969191
Least developed countries,,1982,0.726160674
Least developed countries,,1983,0.708853792
Least developed countries,,1984,0.71880984
Least developed countries,,1985,0.692384931
Least developed countries,,1986,0.680683191
Least developed countries,,1987,0.686509114
Least developed countries,,1988,0.6686663
Least developed countries,,1989,0.656052907
Least developed countries,,1990,0.656157133
Least developed countries,,1991,0.636270648
Least developed countries,,1992,0.636383157
Least developed countries,,1993,0.637026662
Least developed countries,,1994,0.633789393
Least developed countries,,1995,0.625232949
Least developed countries,,1996,0.60198569
Least developed countries,,1997,0.603127415
Least developed countries,,1998,0.5796099
Least developed countries,,1999,0.548915902
Least developed countries,,2000,0.535204195
Least developed countries,,2001,0.512792274
Least developed countries,,2002,0.504095117
Least developed countries,,2003,0.499391697
Least developed countries,,2004,0.495804369
Least developed countries,,2005,0.468665984
Least developed countries,,2006,0.448635742
Least developed countries,,2007,0.4416179
Least developed countries,,2008,0.427412748
Least developed countries,,2009,0.416952655
Least developed countries,,2010,0.398023756
Least developed countries,,2011,0.398446937
Least developed countries,,2012,0.400008699
Least developed countries,,2013,0.381806535
Least developed countries,,2014,0.371741603
Lebanon,LBN,1961,1
Lebanon,LBN,1962,1.159673578
Lebanon,LBN,1963,1.028892645
Lebanon,LBN,1964,1.036208982
Lebanon,LBN,1965,1.141514038
Lebanon,LBN,1966,1.210506645
Lebanon,LBN,1967,1.006785691
Lebanon,LBN,1968,1.087521909
Lebanon,LBN,1969,1.329619736
Lebanon,LBN,1970,1.189432252
Lebanon,LBN,1971,1.056490713
Lebanon,LBN,1972,0.957026169
Lebanon,LBN,1973,1.06459734
Lebanon,LBN,1974,0.876589965
Lebanon,LBN,1975,1.117470677
Lebanon,LBN,1976,1.12807821
Lebanon,LBN,1977,1.104350986
Lebanon,LBN,1978,0.951401075
Lebanon,LBN,1979,0.930163604
Lebanon,LBN,1980,0.800820525
Lebanon,LBN,1981,0.922720281
Lebanon,LBN,1982,0.745479768
Lebanon,LBN,1983,0.783968856
Lebanon,LBN,1984,0.769460957
Lebanon,LBN,1985,0.688352282
Lebanon,LBN,1986,0.610780551
Lebanon,LBN,1987,0.490155114
Lebanon,LBN,1988,0.477376229
Lebanon,LBN,1989,0.440133574
Lebanon,LBN,1990,0.403534524
Lebanon,LBN,1991,0.343919856
Lebanon,LBN,1992,0.327725254
Lebanon,LBN,1993,0.340507321
Lebanon,LBN,1994,0.322779701
Lebanon,LBN,1995,0.294261409
Lebanon,LBN,1996,0.28770929
Lebanon,LBN,1997,0.342099417
Lebanon,LBN,1998,0.374727658
Lebanon,LBN,1999,0.262111713
Lebanon,LBN,2000,0.265286992
Lebanon,LBN,2001,0.278418938
Lebanon,LBN,2002,0.278398031
Lebanon,LBN,2003,0.306143627
Lebanon,LBN,2004,0.277974219
Lebanon,LBN,2005,0.315127583
Lebanon,LBN,2006,0.294014225
Lebanon,LBN,2007,0.292338892
Lebanon,LBN,2008,0.260873851
Lebanon,LBN,2009,0.284915832
Lebanon,LBN,2010,0.239505645
Lebanon,LBN,2011,0.301805154
Lebanon,LBN,2012,0.320988927
Lebanon,LBN,2013,0.301036209
Lebanon,LBN,2014,0.297640587
Lesotho,LSO,1961,1
Lesotho,LSO,1962,1.017952744
Lesotho,LSO,1963,1.023907655
Lesotho,LSO,1964,1.026197559
Lesotho,LSO,1965,1.046339391
Lesotho,LSO,1966,1.001753352
Lesotho,LSO,1967,1.034732436
Lesotho,LSO,1968,1.067077017
Lesotho,LSO,1969,1.064471791
Lesotho,LSO,1970,1.16333373
Lesotho,LSO,1971,1.062148721
Lesotho,LSO,1972,1.729544311
Lesotho,LSO,1973,1.248215415
Lesotho,LSO,1974,0.78087905
Lesotho,LSO,1975,1.086695266
Lesotho,LSO,1976,1.265485894
Lesotho,LSO,1977,0.55135477
Lesotho,LSO,1978,0.558723332
Lesotho,LSO,1979,0.69305625
Lesotho,LSO,1980,0.796095471
Lesotho,LSO,1981,0.889711455
Lesotho,LSO,1982,0.97859412
Lesotho,LSO,1983,0.996122459
Lesotho,LSO,1984,0.998843217
Lesotho,LSO,1985,0.860781834
Lesotho,LSO,1986,0.910889806
Lesotho,LSO,1987,0.976303299
Lesotho,LSO,1988,0.721059712
Lesotho,LSO,1989,0.670800391
Lesotho,LSO,1990,0.63621105
Lesotho,LSO,1991,1.27655035
Lesotho,LSO,1992,1.153150599
Lesotho,LSO,1993,0.909128711
Lesotho,LSO,1994,0.677732274
Lesotho,LSO,1995,1.083125383
Lesotho,LSO,1996,0.593695652
Lesotho,LSO,1997,0.627675617
Lesotho,LSO,1998,0.737164002
Lesotho,LSO,1999,0.704220162
Lesotho,LSO,2000,0.749151587
Lesotho,LSO,2001,0.577683105
Lesotho,LSO,2002,0.710956703
Lesotho,LSO,2003,0.778877582
Lesotho,LSO,2004,0.806832938
Lesotho,LSO,2005,0.856185542
Lesotho,LSO,2006,0.797140542
Lesotho,LSO,2007,0.917278716
Lesotho,LSO,2008,1.007820032
Lesotho,LSO,2009,0.989833081
Lesotho,LSO,2010,0.644965254
Lesotho,LSO,2011,0.728208144
Lesotho,LSO,2012,0.883621255
Lesotho,LSO,2013,0.586216659
Lesotho,LSO,2014,0.638802129
Liberia,LBR,1961,1
Liberia,LBR,1962,0.957763237
Liberia,LBR,1963,0.972768392
Liberia,LBR,1964,0.942090698
Liberia,LBR,1965,0.858157411
Liberia,LBR,1966,0.799379908
Liberia,LBR,1967,0.779650417
Liberia,LBR,1968,0.74660481
Liberia,LBR,1969,0.732049034
Liberia,LBR,1970,0.636380829
Liberia,LBR,1971,0.61491256
Liberia,LBR,1972,0.61376227
Liberia,LBR,1973,0.598488186
Liberia,LBR,1974,0.567646667
Liberia,LBR,1975,0.588067703
Liberia,LBR,1976,0.563883725
Liberia,LBR,1977,0.561116913
Liberia,LBR,1978,0.562744519
Liberia,LBR,1979,0.558157294
Liberia,LBR,1980,0.543815481
Liberia,LBR,1981,0.531705852
Liberia,LBR,1982,0.535238167
Liberia,LBR,1983,0.534952387
Liberia,LBR,1984,0.503228926
Liberia,LBR,1985,0.493695707
Liberia,LBR,1986,0.501342126
Liberia,LBR,1987,0.489264612
Liberia,LBR,1988,0.49236032
Liberia,LBR,1989,0.497927576
Liberia,LBR,1990,0.670829657
Liberia,LBR,1991,0.896264557
Liberia,LBR,1992,0.784391534
Liberia,LBR,1993,0.782017553
Liberia,LBR,1994,0.990884862
Liberia,LBR,1995,0.988209807
Liberia,LBR,1996,0.80435682
Liberia,LBR,1997,0.599483331
Liberia,LBR,1998,0.559687892
Liberia,LBR,1999,0.529267878
Liberia,LBR,2000,0.501960386
Liberia,LBR,2001,0.511629211
Liberia,LBR,2002,0.521136284
Liberia,LBR,2003,0.525225551
Liberia,LBR,2004,0.504685415
Liberia,LBR,2005,0.489050737
Liberia,LBR,2006,0.512883717
Liberia,LBR,2007,0.441017818
Liberia,LBR,2008,0.503133858
Liberia,LBR,2009,0.600858138
Liberia,LBR,2010,0.602834683
Liberia,LBR,2011,0.613165163
Liberia,LBR,2012,0.572391889
Liberia,LBR,2013,0.591881935
Liberia,LBR,2014,0.603842598
Libya,LBY,1961,1
Libya,LBY,1962,0.93783737
Libya,LBY,1963,0.997075378
Libya,LBY,1964,1.13969016
Libya,LBY,1965,0.551945217
Libya,LBY,1966,0.557402523
Libya,LBY,1967,0.460950577
Libya,LBY,1968,0.440995016
Libya,LBY,1969,0.627020984
Libya,LBY,1970,0.564516962
Libya,LBY,1971,0.724604936
Libya,LBY,1972,0.409383398
Libya,LBY,1973,0.313494642
Libya,LBY,1974,0.353349138
Libya,LBY,1975,0.294748205
Libya,LBY,1976,0.267661131
Libya,LBY,1977,0.389223895
Libya,LBY,1978,0.286148307
Libya,LBY,1979,0.309604867
Libya,LBY,1980,0.261883465
Libya,LBY,1981,0.256265865
Libya,LBY,1982,0.245502453
Libya,LBY,1983,0.227169042
Libya,LBY,1984,0.245610217
Libya,LBY,1985,0.236899574
Libya,LBY,1986,0.223351599
Libya,LBY,1987,0.233770065
Libya,LBY,1988,0.228145092
Libya,LBY,1989,0.21855806
Libya,LBY,1990,0.215617817
Libya,LBY,1991,0.212619229
Libya,LBY,1992,0.215927088
Libya,LBY,1993,0.207024784
Libya,LBY,1994,0.19748655
Libya,LBY,1995,0.187897403
Libya,LBY,1996,0.194888865
Libya,LBY,1997,0.184703699
Libya,LBY,1998,0.167845724
Libya,LBY,1999,0.154780992
Libya,LBY,2000,0.173650137
Libya,LBY,2001,0.18393702
Libya,LBY,2002,0.16913749
Libya,LBY,2003,0.164038444
Libya,LBY,2004,0.165126773
Libya,LBY,2005,0.16183472
Libya,LBY,2006,0.162560292
Libya,LBY,2007,0.157249195
Libya,LBY,2008,0.156315161
Libya,LBY,2009,0.155067254
Libya,LBY,2010,0.146391952
Libya,LBY,2011,0.141598163
Libya,LBY,2012,0.137971871
Libya,LBY,2013,0.138747799
Libya,LBY,2014,0.140819025
Liechtenstein,LIE,1961,1
Liechtenstein,LIE,1962,1.299921384
Liechtenstein,LIE,1963,1.857343443
Liechtenstein,LIE,1964,1.181704485
Liechtenstein,LIE,1965,1.299921384
Liechtenstein,LIE,1966,1.625061425
Liechtenstein,LIE,1967,2.166393711
Liechtenstein,LIE,1968,1.083374283
Liechtenstein,LIE,1969,1.444420179
Liechtenstein,LIE,1970,1.083374283
Liechtenstein,LIE,1971,1.857343443
Liechtenstein,LIE,1972,1.857343443
Liechtenstein,LIE,1973,1.181704485
Liechtenstein,LIE,1974,1.857343443
Liechtenstein,LIE,1975,1.299921384
Liechtenstein,LIE,1976,1.299921384
Liechtenstein,LIE,1977,1.444420179
Liechtenstein,LIE,1978,2.166393711
Liechtenstein,LIE,1979,1.444420179
Liechtenstein,LIE,1980,1.857343443
Liechtenstein,LIE,1981,2.599842767
Liechtenstein,LIE,1982,1
Liechtenstein,LIE,1983,1
Liechtenstein,LIE,1984,1.625061425
Liechtenstein,LIE,1985,2.166393711
Liechtenstein,LIE,1986,0.812430905
Liechtenstein,LIE,1987,1.299921384
Liechtenstein,LIE,1988,1.299921384
Liechtenstein,LIE,1989,1.083374283
Liechtenstein,LIE,1990,1
Liechtenstein,LIE,1991,0.961616749
Liechtenstein,LIE,1992,0.928541345
Liechtenstein,LIE,1993,0.866614256
Liechtenstein,LIE,1994,0.822534511
Liechtenstein,LIE,1995,0.789919981
Liechtenstein,LIE,1996,0.763300635
Liechtenstein,LIE,1997,0.741562955
Liechtenstein,LIE,1998,0.723790764
Liechtenstein,LIE,1999,0.709276139
Liechtenstein,LIE,2000,0.69745861
Liechtenstein,LIE,2001,0.670756189
Liechtenstein,LIE,2002,0.663236655
Liechtenstein,LIE,2003,0.65722075
Liechtenstein,LIE,2004,0.652433225
Liechtenstein,LIE,2005,0.648692284
Liechtenstein,LIE,2006,0.617462657
Liechtenstein,LIE,2007,0.627702298
Liechtenstein,LIE,2008,0.626700578
Liechtenstein,LIE,2009,0.576706527
Liechtenstein,LIE,2010,0.543535213
Liechtenstein,LIE,2011,0.494122921
Liechtenstein,LIE,2012,0.5
Liechtenstein,LIE,2013,0.428282526
Liechtenstein,LIE,2014,0.365658183
Low Income Food Deficit Countries,,1961,1
Low Income Food Deficit Countries,,1962,0.993145306
Low Income Food Deficit Countries,,1963,0.972899739
Low Income Food Deficit Countries,,1964,0.953210318
Low Income Food Deficit Countries,,1965,0.989500819
Low Income Food Deficit Countries,,1966,0.988118131
Low Income Food Deficit Countries,,1967,0.92738047
Low Income Food Deficit Countries,,1968,0.901937681
Low Income Food Deficit Countries,,1969,0.875106714
Low Income Food Deficit Countries,,1970,0.833276257
Low Income Food Deficit Countries,,1971,0.827089625
Low Income Food Deficit Countries,,1972,0.848357514
Low Income Food Deficit Countries,,1973,0.819724982
Low Income Food Deficit Countries,,1974,0.80263095
Low Income Food Deficit Countries,,1975,0.751978744
Low Income Food Deficit Countries,,1976,0.767849225
Low Income Food Deficit Countries,,1977,0.718409226
Low Income Food Deficit Countries,,1978,0.702503508
Low Income Food Deficit Countries,,1979,0.729164002
Low Income Food Deficit Countries,,1980,0.710971089
Low Income Food Deficit Countries,,1981,0.667139303
Low Income Food Deficit Countries,,1982,0.676158229
Low Income Food Deficit Countries,,1983,0.632171426
Low Income Food Deficit Countries,,1984,0.631319527
Low Income Food Deficit Countries,,1985,0.618092772
Low Income Food Deficit Countries,,1986,0.614308981
Low Income Food Deficit Countries,,1987,0.622088841
Low Income Food Deficit Countries,,1988,0.570231627
Low Income Food Deficit Countries,,1989,0.543553633
Low Income Food Deficit Countries,,1990,0.535351403
Low Income Food Deficit Countries,,1991,0.515045526
Low Income Food Deficit Countries,,1992,0.496711301
Low Income Food Deficit Countries,,1993,0.488621935
Low Income Food Deficit Countries,,1994,0.482318184
Low Income Food Deficit Countries,,1995,0.475361383
Low Income Food Deficit Countries,,1996,0.458259798
Low Income Food Deficit Countries,,1997,0.454082635
Low Income Food Deficit Countries,,1998,0.439573
Low Income Food Deficit Countries,,1999,0.424243652
Low Income Food Deficit Countries,,2000,0.424395273
Low Income Food Deficit Countries,,2001,0.413354581
Low Income Food Deficit Countries,,2002,0.433369455
Low Income Food Deficit Countries,,2003,0.405078586
Low Income Food Deficit Countries,,2004,0.404473027
Low Income Food Deficit Countries,,2005,0.385283752
Low Income Food Deficit Countries,,2006,0.368133516
Low Income Food Deficit Countries,,2007,0.355232403
Low Income Food Deficit Countries,,2008,0.34767419
Low Income Food Deficit Countries,,2009,0.352504147
Low Income Food Deficit Countries,,2010,0.327457666
Low Income Food Deficit Countries,,2011,0.317488652
Low Income Food Deficit Countries,,2012,0.310841873
Low Income Food Deficit Countries,,2013,0.299751103
Low Income Food Deficit Countries,,2014,0.291565143
Madagascar,MDG,1961,1
Madagascar,MDG,1962,0.962861659
Madagascar,MDG,1963,0.94318414
Madagascar,MDG,1964,0.89550678
Madagascar,MDG,1965,0.902878368
Madagascar,MDG,1966,0.901779468
Madagascar,MDG,1967,0.853249223
Madagascar,MDG,1968,0.847989084
Madagascar,MDG,1969,0.803434552
Madagascar,MDG,1970,0.784835151
Madagascar,MDG,1971,0.79230558
Madagascar,MDG,1972,0.783923758
Madagascar,MDG,1973,0.78005278
Madagascar,MDG,1974,0.678100403
Madagascar,MDG,1975,0.756217321
Madagascar,MDG,1976,0.737546112
Madagascar,MDG,1977,0.811597081
Madagascar,MDG,1978,0.867419942
Madagascar,MDG,1979,0.882750729
Madagascar,MDG,1980,0.846347427
Madagascar,MDG,1981,0.863347982
Madagascar,MDG,1982,0.851374544
Madagascar,MDG,1983,0.814417996
Madagascar,MDG,1984,0.797241081
Madagascar,MDG,1985,0.802312727
Madagascar,MDG,1986,0.781996535
Madagascar,MDG,1987,0.803420304
Madagascar,MDG,1988,0.802607806
Madagascar,MDG,1989,0.763192183
Madagascar,MDG,1990,0.766396145
Madagascar,MDG,1991,0.774750999
Madagascar,MDG,1992,0.78280662
Madagascar,MDG,1993,0.778588107
Madagascar,MDG,1994,0.817216956
Madagascar,MDG,1995,0.798618574
Madagascar,MDG,1996,0.784167011
Madagascar,MDG,1997,0.771702064
Madagascar,MDG,1998,0.784071787
Madagascar,MDG,1999,0.759537839
Madagascar,MDG,2000,0.777744058
Madagascar,MDG,2001,0.760819627
Madagascar,MDG,2002,0.780715065
Madagascar,MDG,2003,0.754440138
Madagascar,MDG,2004,0.720192527
Madagascar,MDG,2005,0.648367358
Madagascar,MDG,2006,0.631450229
Madagascar,MDG,2007,0.61744135
Madagascar,MDG,2008,0.634893889
Madagascar,MDG,2009,0.642063712
Madagascar,MDG,2010,0.627231751
Madagascar,MDG,2011,0.632988975
Madagascar,MDG,2012,0.600641843
Madagascar,MDG,2013,0.675513807
Madagascar,MDG,2014,0.652329422
Malawi,MWI,1961,1
Malawi,MWI,1962,0.999577524
Malawi,MWI,1963,1.073368375
Malawi,MWI,1964,1.048820852
Malawi,MWI,1965,1.108410494
Malawi,MWI,1966,1.129247805
Malawi,MWI,1967,0.95448505
Malawi,MWI,1968,1.075671853
Malawi,MWI,1969,1.084460631
Malawi,MWI,1970,1.0860407
Malawi,MWI,1971,0.974135383
Malawi,MWI,1972,0.946513582
Malawi,MWI,1973,0.917748344
Malawi,MWI,1974,0.921164584
Malawi,MWI,1975,0.910560345
Malawi,MWI,1976,0.853750947
Malawi,MWI,1977,0.772218414
Malawi,MWI,1978,0.779941468
Malawi,MWI,1979,0.785422807
Malawi,MWI,1980,0.744666048
Malawi,MWI,1981,0.757168459
Malawi,MWI,1982,0.74747262
Malawi,MWI,1983,0.75044405
Malawi,MWI,1984,0.737598467
Malawi,MWI,1985,0.725853761
Malawi,MWI,1986,0.76046463
Malawi,MWI,1987,0.768344259
Malawi,MWI,1988,0.725974026
Malawi,MWI,1989,0.739606127
Malawi,MWI,1990,0.749704259
Malawi,MWI,1991,0.710846608
Malawi,MWI,1992,0.871134021
Malawi,MWI,1993,0.654818059
Malawi,MWI,1994,0.753343239
Malawi,MWI,1995,0.664444444
Malawi,MWI,1996,0.600088771
Malawi,MWI,1997,0.624227348
Malawi,MWI,1998,0.589957035
Malawi,MWI,1999,0.54198836
Malawi,MWI,2000,0.471062234
Malawi,MWI,2001,0.453744701
Malawi,MWI,2002,0.587378049
Malawi,MWI,2003,0.537019384
Malawi,MWI,2004,0.514303104
Malawi,MWI,2005,0.641822929
Malawi,MWI,2006,0.476015705
Malawi,MWI,2007,0.378640777
Malawi,MWI,2008,0.428870908
Malawi,MWI,2009,0.372574956
Malawi,MWI,2010,0.399552716
Malawi,MWI,2011,0.371428571
Malawi,MWI,2012,0.371156662
Malawi,MWI,2013,0.350737302
Malawi,MWI,2014,0.443110467
Malaysia,MYS,1961,1
Malaysia,MYS,1962,1.022904128
Malaysia,MYS,1963,1.005104449
Malaysia,MYS,1964,1.00548524
Malaysia,MYS,1965,0.959183564
Malaysia,MYS,1966,0.933154193
Malaysia,MYS,1967,0.927729753
Malaysia,MYS,1968,0.906318133
Malaysia,MYS,1969,0.809845612
Malaysia,MYS,1970,0.812229389
Malaysia,MYS,1971,0.783828387
Malaysia,MYS,1972,0.776059075
Malaysia,MYS,1973,0.703905989
Malaysia,MYS,1974,0.662809743
Malaysia,MYS,1975,0.673891963
Malaysia,MYS,1976,0.614807783
Malaysia,MYS,1977,0.621748828
Malaysia,MYS,1978,0.62539053
Malaysia,MYS,1979,0.575560342
Malaysia,MYS,1980,0.555783997
Malaysia,MYS,1981,0.538073995
Malaysia,MYS,1982,0.47982571
Malaysia,MYS,1983,0.497079162
Malaysia,MYS,1984,0.448670349
Malaysia,MYS,1985,0.443628323
Malaysia,MYS,1986,0.416521104
Malaysia,MYS,1987,0.412016097
Malaysia,MYS,1988,0.37984577
Malaysia,MYS,1989,0.354284898
Malaysia,MYS,1990,0.359490428
Malaysia,MYS,1991,0.362036085
Malaysia,MYS,1992,0.354474372
Malaysia,MYS,1993,0.329190104
Malaysia,MYS,1994,0.332452029
Malaysia,MYS,1995,0.316454196
Malaysia,MYS,1996,0.306014136
Malaysia,MYS,1997,0.296530046
Malaysia,MYS,1998,0.314307449
Malaysia,MYS,1999,0.268629315
Malaysia,MYS,2000,0.256918699
