Entity,Code,Year,Cereal yield (tonnes per hectare),Nitrogen fertilizer use (kilograms per hectare)
Micronesia (country),FSM,2017,1.7492,
Micronesia (country),FSM,2018,1.7838,
Micronesia (region),,1961,2.2012,
Micronesia (region),,1962,1.5652000000000001,
Micronesia (region),,1963,1.8293000000000001,
Micronesia (region),,1964,1.8271000000000002,
Micronesia (region),,1965,1.7317,
Micronesia (region),,1966,1.1803000000000001,
Micronesia (region),,1967,1.2714,
Micronesia (region),,1968,1.2911000000000001,
Micronesia (region),,1969,1.3936000000000002,
Micronesia (region),,1970,1.25,
Micronesia (region),,1971,1.2017,
Micronesia (region),,1972,1.1567,
Micronesia (region),,1973,1.1791,
Micronesia (region),,1974,1.194,
Micronesia (region),,1975,1.2164000000000001,
Micronesia (region),,1976,1.2313,
Micronesia (region),,1977,1.2537,
Micronesia (region),,1978,1.2761,
Micronesia (region),,1979,1.2868000000000002,
Micronesia (region),,1980,1.2971000000000001,
Micronesia (region),,1981,1.3165,
Micronesia (region),,1982,1.3309,
Micronesia (region),,1983,1.1908,
Micronesia (region),,1984,1.2910000000000001,
Micronesia (region),,1985,1.2713,
Micronesia (region),,1986,1.2824,
Micronesia (region),,1987,1.2727000000000002,
Micronesia (region),,1988,1.2632,
Micronesia (region),,1989,1.2537,
Micronesia (region),,1990,1.3165,
Micronesia (region),,1991,1.2830000000000001,
Micronesia (region),,1992,1.2974,
Micronesia (region),,1993,1.3011000000000001,
Micronesia (region),,1994,1.3178,
Micronesia (region),,1995,1.2385000000000002,
Micronesia (region),,1996,1.266,
Micronesia (region),,1997,1.2734,
Micronesia (region),,1998,1.2811000000000001,
Micronesia (region),,1999,1.2891000000000001,
Micronesia (region),,2000,1.2969000000000002,
Micronesia (region),,2001,1.3051000000000001,
Micronesia (region),,2002,1.3152000000000001,0.09
Micronesia (region),,2003,1.3209,0.07
Micronesia (region),,2004,1.3345,0.05
Micronesia (region),,2005,1.3545,0.14
Micronesia (region),,2006,1.3615000000000002,0.07
Micronesia (region),,2007,1.3032000000000001,0
Micronesia (region),,2008,1.4607,44.03
Micronesia (region),,2009,1.5171000000000001,0
Micronesia (region),,2010,1.5717,0.09
Micronesia (region),,2011,1.6253,0
Micronesia (region),,2012,1.7703,0
Micronesia (region),,2013,1.7651000000000001,0
Micronesia (region),,2014,1.7643,0
Micronesia (region),,2015,1.7775,0
Micronesia (region),,2016,1.8217,0
Micronesia (region),,2017,1.8487,0
Micronesia (region),,2018,1.8904,
Middle Africa,,1961,0.7125,
Middle Africa,,1962,0.6783,
Middle Africa,,1963,0.7504000000000001,
Middle Africa,,1964,0.7296,
Middle Africa,,1965,0.6985,
Middle Africa,,1966,0.7447,
Middle Africa,,1967,0.729,
Middle Africa,,1968,0.7354,
Middle Africa,,1969,0.7888000000000001,
Middle Africa,,1970,0.7736000000000001,
Middle Africa,,1971,0.7366,
Middle Africa,,1972,0.6994,
Middle Africa,,1973,0.6965,
Middle Africa,,1974,0.7378,
Middle Africa,,1975,0.7806000000000001,
Middle Africa,,1976,0.7037,
Middle Africa,,1977,0.6747000000000001,
Middle Africa,,1978,0.6777000000000001,
Middle Africa,,1979,0.6602,
Middle Africa,,1980,0.7084,
Middle Africa,,1981,0.7335,
Middle Africa,,1982,0.7398,
Middle Africa,,1983,0.7147,
Middle Africa,,1984,0.7394000000000001,
Middle Africa,,1985,0.7619,
Middle Africa,,1986,0.7782,
Middle Africa,,1987,0.7223,
Middle Africa,,1988,0.7555000000000001,
Middle Africa,,1989,0.6948000000000001,
Middle Africa,,1990,0.7289,
Middle Africa,,1991,0.7537,
Middle Africa,,1992,0.7542,
Middle Africa,,1993,0.6522,
Middle Africa,,1994,0.7333000000000001,
Middle Africa,,1995,0.7443000000000001,
Middle Africa,,1996,0.8201,
Middle Africa,,1997,0.8052,
Middle Africa,,1998,0.8631000000000001,
Middle Africa,,1999,0.8561000000000001,
Middle Africa,,2000,0.8052,
Middle Africa,,2001,0.8304,
Middle Africa,,2002,0.8583000000000001,1.84
Middle Africa,,2003,0.9085000000000001,1.08
Middle Africa,,2004,0.8193,2
Middle Africa,,2005,0.8713000000000001,1.3
Middle Africa,,2006,0.8589,1.63
Middle Africa,,2007,0.8857,1.5
Middle Africa,,2008,0.9436,1.7
Middle Africa,,2009,0.8662000000000001,1.83
Middle Africa,,2010,0.9128000000000001,2.12
Middle Africa,,2011,0.9082,2.44
Middle Africa,,2012,0.9898,1.88
Middle Africa,,2013,0.9596,2.29
Middle Africa,,2014,0.9714,2.38
Middle Africa,,2015,0.9849,3.02
Middle Africa,,2016,0.9569000000000001,2.56
Middle Africa,,2017,0.9432,3.33
Middle Africa,,2018,0.9668,
Moldova,MDA,1992,2.9282000000000004,
Moldova,MDA,1993,3.8324000000000003,
Moldova,MDA,1994,2.1816,
Moldova,MDA,1995,2.9895,
Moldova,MDA,1996,2.2885,
Moldova,MDA,1997,3.4326000000000003,
Moldova,MDA,1998,2.7489000000000003,
Moldova,MDA,1999,2.4439,
Moldova,MDA,2000,2.0328,
Moldova,MDA,2001,2.4871000000000003,
Moldova,MDA,2002,2.5028,6.86
Moldova,MDA,2003,2.3535,6.21
Moldova,MDA,2004,2.8320000000000003,6.64
Moldova,MDA,2005,2.7934,6.93
Moldova,MDA,2006,2.5502000000000002,6.03
Moldova,MDA,2007,2.1109,8.07
Moldova,MDA,2008,3.2216,9.38
Moldova,MDA,2009,2.3727,6.88
Moldova,MDA,2010,2.734,7.74
Moldova,MDA,2011,2.8659000000000003,9.1
Moldova,MDA,2012,2.3442000000000003,12.75
Moldova,MDA,2013,2.8518000000000003,16.11
Moldova,MDA,2014,3.1623,20.42
Moldova,MDA,2015,2.3709000000000002,35.62
Moldova,MDA,2016,3.1973000000000003,46.85
Moldova,MDA,2017,3.6519000000000004,49.57
Moldova,MDA,2018,3.6832000000000003,
Mongolia,MNG,1961,0.4,
Mongolia,MNG,1962,0.8616,
Mongolia,MNG,1963,0.8178000000000001,
Mongolia,MNG,1964,0.8983000000000001,
Mongolia,MNG,1965,0.7728,
Mongolia,MNG,1966,0.6625,
Mongolia,MNG,1967,0.8162,
Mongolia,MNG,1968,0.5257000000000001,
Mongolia,MNG,1969,0.3179,
Mongolia,MNG,1970,0.6812,
Mongolia,MNG,1971,0.899,
Mongolia,MNG,1972,0.49720000000000003,
Mongolia,MNG,1973,1.0853000000000002,
Mongolia,MNG,1974,0.7528,
Mongolia,MNG,1975,1.1138000000000001,
Mongolia,MNG,1976,0.8418,
Mongolia,MNG,1977,0.8553000000000001,
Mongolia,MNG,1978,0.6269,
Mongolia,MNG,1979,0.5662,
Mongolia,MNG,1980,0.517,
Mongolia,MNG,1981,0.6351,
Mongolia,MNG,1982,1.0426,
Mongolia,MNG,1983,1.3875,
Mongolia,MNG,1984,0.9663,
Mongolia,MNG,1985,1.3956000000000002,
Mongolia,MNG,1986,1.3806,
Mongolia,MNG,1987,1.1066,
Mongolia,MNG,1988,1.2691000000000001,
Mongolia,MNG,1989,1.2483,
Mongolia,MNG,1990,1.0982,
Mongolia,MNG,1991,0.9703,
Mongolia,MNG,1992,0.8334,
Mongolia,MNG,1993,0.8584,
Mongolia,MNG,1994,0.732,
Mongolia,MNG,1995,0.735,
Mongolia,MNG,1996,0.6605000000000001,
Mongolia,MNG,1997,0.7567,
Mongolia,MNG,1998,0.6341,
Mongolia,MNG,1999,0.6062000000000001,
Mongolia,MNG,2000,0.7701,
Mongolia,MNG,2001,0.7084,
Mongolia,MNG,2002,0.5854,5.87
Mongolia,MNG,2003,0.7853,5.65
Mongolia,MNG,2004,0.7875000000000001,8.32
Mongolia,MNG,2005,0.4743,5.25
Mongolia,MNG,2006,1.098,9.33
Mongolia,MNG,2007,0.9425,8.48
Mongolia,MNG,2008,1.3828,8.28
Mongolia,MNG,2009,1.5518,12.05
Mongolia,MNG,2010,1.3701,17.87
Mongolia,MNG,2011,1.4854,22.69
Mongolia,MNG,2012,1.5653000000000001,26.01
Mongolia,MNG,2013,1.3198,44.39
Mongolia,MNG,2014,1.6500000000000001,33.43
Mongolia,MNG,2015,0.5673,36.15
Mongolia,MNG,2016,1.2796,40.13
Mongolia,MNG,2017,0.6092000000000001,62.34
Mongolia,MNG,2018,1.2363,
Montenegro,MNE,2006,2.9712,
Montenegro,MNE,2007,1.9924000000000002,
Montenegro,MNE,2008,3.2397,
Montenegro,MNE,2009,3.3479,
Montenegro,MNE,2010,3.3214,
Montenegro,MNE,2011,3.3057000000000003,
Montenegro,MNE,2012,2.6388000000000003,
Montenegro,MNE,2013,3.7705,
Montenegro,MNE,2014,3.4515000000000002,
Montenegro,MNE,2015,3.1465,
Montenegro,MNE,2016,3.2617000000000003,
Montenegro,MNE,2017,3.2880000000000003,
Montenegro,MNE,2018,3.3118000000000003,
Montserrat,MSR,1961,1,
Montserrat,MSR,1962,1,
Montserrat,MSR,1963,1,
Montserrat,MSR,1964,1,
Montserrat,MSR,1965,1,
Montserrat,MSR,1966,1,
Montserrat,MSR,1967,1,
Montserrat,MSR,1968,1,
Montserrat,MSR,1969,1,
Montserrat,MSR,1970,1,
Montserrat,MSR,1971,1,
Montserrat,MSR,1972,1,
Montserrat,MSR,1973,1,
Montserrat,MSR,1974,1,
Montserrat,MSR,1975,1,
Montserrat,MSR,1976,1,
Montserrat,MSR,1977,1,
Montserrat,MSR,1978,1,
Montserrat,MSR,1979,1,
Montserrat,MSR,1980,1,
Montserrat,MSR,1981,1,
Montserrat,MSR,1982,1.6364,
Montserrat,MSR,1983,1.6364,
Montserrat,MSR,1984,1.5833000000000002,
Montserrat,MSR,1985,1.6667,
Montserrat,MSR,1986,1.6667,
Montserrat,MSR,1987,1.6667,
Montserrat,MSR,1988,1.7857,
Montserrat,MSR,1989,1.7857,
Montserrat,MSR,1990,1.8667,
Montserrat,MSR,1991,1.9107,
Montserrat,MSR,1992,1.875,
Montserrat,MSR,1993,2.2659000000000002,
Montserrat,MSR,1994,2.4888,
Montserrat,MSR,1995,2.7175000000000002,
Montserrat,MSR,1996,2.9505000000000003,
Montserrat,MSR,1997,3.1862000000000004,
Montserrat,MSR,1998,3.4227000000000003,
Montserrat,MSR,1999,3.6586000000000003,
Montserrat,MSR,2000,3.8922000000000003,
Montserrat,MSR,2001,4.1225000000000005,
Montserrat,MSR,2002,4.3483,
Montserrat,MSR,2003,4.5688,
Montserrat,MSR,2004,4.787,
Montserrat,MSR,2005,5.002400000000001,
Montserrat,MSR,2006,5.211600000000001,
Montserrat,MSR,2007,5.4145,
Montserrat,MSR,2008,5.6111,
Montserrat,MSR,2009,5.8017,
Montserrat,MSR,2010,5.9863,
Montserrat,MSR,2011,6.1652000000000005,
Montserrat,MSR,2012,6.6667000000000005,
Montserrat,MSR,2013,6,
Montserrat,MSR,2014,6.4872000000000005,
Montserrat,MSR,2015,6.9116,
Montserrat,MSR,2016,7.019500000000001,
Montserrat,MSR,2017,7.1995000000000005,
Montserrat,MSR,2018,7.3905,
Morocco,MAR,1961,0.4076,
Morocco,MAR,1962,1.0689,
Morocco,MAR,1963,0.8913000000000001,
Morocco,MAR,1964,0.8641000000000001,
Morocco,MAR,1965,0.8813000000000001,
Morocco,MAR,1966,0.4685,
Morocco,MAR,1967,0.7281000000000001,
Morocco,MAR,1968,1.3481,
Morocco,MAR,1969,0.8809,
Morocco,MAR,1970,0.9420000000000001,
Morocco,MAR,1971,1.1426,
Morocco,MAR,1972,1.1208,
Morocco,MAR,1973,0.6864,
Morocco,MAR,1974,1.0519,
Morocco,MAR,1975,0.8878,
Morocco,MAR,1976,1.1873,
Morocco,MAR,1977,0.5819,
Morocco,MAR,1978,0.9993000000000001,
Morocco,MAR,1979,0.928,
Morocco,MAR,1980,1.0195,
Morocco,MAR,1981,0.4852,
Morocco,MAR,1982,1.1468,
Morocco,MAR,1983,0.76,
Morocco,MAR,1984,0.8375,
Morocco,MAR,1985,1.1085,
Morocco,MAR,1986,1.5097,
Morocco,MAR,1987,0.8537,
Morocco,MAR,1988,1.4954,
Morocco,MAR,1989,1.3429,
Morocco,MAR,1990,1.12,
Morocco,MAR,1991,1.5759,
Morocco,MAR,1992,0.5877,
Morocco,MAR,1993,0.5604,
Morocco,MAR,1994,1.5849,
Morocco,MAR,1995,0.4465,
Morocco,MAR,1996,1.6872,
Morocco,MAR,1997,0.8339000000000001,
Morocco,MAR,1998,1.1227,
Morocco,MAR,1999,0.7435,
Morocco,MAR,2000,0.3668,
Morocco,MAR,2001,0.8946000000000001,
Morocco,MAR,2002,1.0687,26.73
Morocco,MAR,2003,1.4329,21.01
Morocco,MAR,2004,1.5121,25.61
Morocco,MAR,2005,0.7839,37.53
Morocco,MAR,2006,1.6521000000000001,35.92
Morocco,MAR,2007,0.5164,34.02
Morocco,MAR,2008,1.0029000000000001,30.63
Morocco,MAR,2009,1.9194,21.77
Morocco,MAR,2010,1.5475,24.51
Morocco,MAR,2011,1.6144,24.32
Morocco,MAR,2012,1.0166,19.72
Morocco,MAR,2013,1.8283,24.93
Morocco,MAR,2014,1.4542000000000002,25.66
Morocco,MAR,2015,2.1406,26.89
Morocco,MAR,2016,0.9361,26.73
Morocco,MAR,2017,1.7576,25.92
Morocco,MAR,2018,2.2636000000000003,
Mozambique,MOZ,1961,0.8774000000000001,
Mozambique,MOZ,1962,0.8582000000000001,
Mozambique,MOZ,1963,0.9111,
Mozambique,MOZ,1964,0.9265,
Mozambique,MOZ,1965,0.9357000000000001,
Mozambique,MOZ,1966,0.9235000000000001,
Mozambique,MOZ,1967,0.9607,
Mozambique,MOZ,1968,0.9487000000000001,
Mozambique,MOZ,1969,0.8872,
Mozambique,MOZ,1970,1,
Mozambique,MOZ,1971,0.9411,
Mozambique,MOZ,1972,0.9793000000000001,
Mozambique,MOZ,1973,0.8738,
Mozambique,MOZ,1974,0.7777000000000001,
Mozambique,MOZ,1975,0.5717,
Mozambique,MOZ,1976,0.7958000000000001,
Mozambique,MOZ,1977,0.7728,
Mozambique,MOZ,1978,0.7104,
Mozambique,MOZ,1979,0.6228,
Mozambique,MOZ,1980,0.5957,
Mozambique,MOZ,1981,0.5917,
Mozambique,MOZ,1982,0.4984,
Mozambique,MOZ,1983,0.48900000000000005,
Mozambique,MOZ,1984,0.51,
Mozambique,MOZ,1985,0.5313,
Mozambique,MOZ,1986,0.544,
Mozambique,MOZ,1987,0.3982,
Mozambique,MOZ,1988,0.39330000000000004,
Mozambique,MOZ,1989,0.3957,
Mozambique,MOZ,1990,0.4767,
Mozambique,MOZ,1991,0.3442,
Mozambique,MOZ,1992,0.1776,
Mozambique,MOZ,1993,0.5647,
Mozambique,MOZ,1994,0.5203,
Mozambique,MOZ,1995,0.6524,
Mozambique,MOZ,1996,0.8218000000000001,
Mozambique,MOZ,1997,0.8214,
Mozambique,MOZ,1998,0.8390000000000001,
Mozambique,MOZ,1999,0.9854,
Mozambique,MOZ,2000,0.8681000000000001,
Mozambique,MOZ,2001,0.8801,
Mozambique,MOZ,2002,0.5887,3.77
Mozambique,MOZ,2003,0.8192,0.39
Mozambique,MOZ,2004,0.7742,0.7
Mozambique,MOZ,2005,0.4284,1.22
Mozambique,MOZ,2006,0.6924,3.33
Mozambique,MOZ,2007,0.5814,2.1
Mozambique,MOZ,2008,0.5335,7.41
Mozambique,MOZ,2009,0.8843000000000001,2.62
Mozambique,MOZ,2010,1.0284,7.29
Mozambique,MOZ,2011,1.0411000000000001,5.48
Mozambique,MOZ,2012,1.1916,4
Mozambique,MOZ,2013,0.5648000000000001,4.48
Mozambique,MOZ,2014,0.7026,5.64
Mozambique,MOZ,2015,0.7331000000000001,2.03
Mozambique,MOZ,2016,0.8223,3.23
Mozambique,MOZ,2017,0.8171,3.8
Mozambique,MOZ,2018,0.8351000000000001,
Myanmar,MMR,1961,1.5350000000000001,
Myanmar,MMR,1962,1.5602,
Myanmar,MMR,1963,1.5212,
Myanmar,MMR,1964,1.6231,
Myanmar,MMR,1965,1.5756000000000001,
Myanmar,MMR,1966,1.3802,
Myanmar,MMR,1967,1.5457,
Myanmar,MMR,1968,1.5884,
Myanmar,MMR,1969,1.6161,
Myanmar,MMR,1970,1.6112000000000002,
Myanmar,MMR,1971,1.6351,
Myanmar,MMR,1972,1.5433000000000001,
Myanmar,MMR,1973,1.6801000000000001,
Myanmar,MMR,1974,1.671,
Myanmar,MMR,1975,1.7422000000000002,
Myanmar,MMR,1976,1.7994,
Myanmar,MMR,1977,1.8453000000000002,
Myanmar,MMR,1978,1.9928000000000001,
Myanmar,MMR,1979,2.1974,
Myanmar,MMR,1980,2.6002,
Myanmar,MMR,1981,2.7665,
Myanmar,MMR,1982,2.9891,
Myanmar,MMR,1983,2.8747000000000003,
Myanmar,MMR,1984,2.8903000000000003,
Myanmar,MMR,1985,2.8967,
Myanmar,MMR,1986,2.8637,
Myanmar,MMR,1987,2.8859000000000004,
Myanmar,MMR,1988,2.7546,
Myanmar,MMR,1989,2.7476000000000003,
Myanmar,MMR,1990,2.7625,
Myanmar,MMR,1991,2.6582000000000003,
Myanmar,MMR,1992,2.7068000000000003,
Myanmar,MMR,1993,2.839,
Myanmar,MMR,1994,2.9445,
Myanmar,MMR,1995,2.777,
Myanmar,MMR,1996,2.8538,
Myanmar,MMR,1997,2.7706,
Myanmar,MMR,1998,2.7993,
Myanmar,MMR,1999,2.9634,
Myanmar,MMR,2000,3.0536000000000003,
Myanmar,MMR,2001,3.1098000000000003,
Myanmar,MMR,2002,3.1131,3.04
Myanmar,MMR,2003,3.2368,6.45
Myanmar,MMR,2004,3.3329,9.47
Myanmar,MMR,2005,3.4410000000000003,4.91
Myanmar,MMR,2006,3.5557000000000003,5.94
Myanmar,MMR,2007,3.6676,6.89
Myanmar,MMR,2008,3.7677,5.2
Myanmar,MMR,2009,3.7816,4.75
Myanmar,MMR,2010,3.7981000000000003,4.2
Myanmar,MMR,2011,3.5898000000000003,9.47
Myanmar,MMR,2012,3.5576000000000003,10.7
Myanmar,MMR,2013,3.5929,15.06
Myanmar,MMR,2014,3.6366,19.15
Myanmar,MMR,2015,3.6573,17.75
Myanmar,MMR,2016,3.6079000000000003,11.12
Myanmar,MMR,2017,3.6143,20.38
Myanmar,MMR,2018,3.6045000000000003,
Namibia,NAM,1961,0.4158,
Namibia,NAM,1962,0.4193,
Namibia,NAM,1963,0.4207,
Namibia,NAM,1964,0.3982,
Namibia,NAM,1965,0.3836,
Namibia,NAM,1966,0.3668,
Namibia,NAM,1967,0.3534,
Namibia,NAM,1968,0.3584,
Namibia,NAM,1969,0.3527,
Namibia,NAM,1970,0.3541,
Namibia,NAM,1971,0.3435,
Namibia,NAM,1972,0.3467,
Namibia,NAM,1973,0.34740000000000004,
Namibia,NAM,1974,0.3509,
Namibia,NAM,1975,0.3551,
Namibia,NAM,1976,0.3543,
Namibia,NAM,1977,0.36160000000000003,
Namibia,NAM,1978,0.36610000000000004,
Namibia,NAM,1979,0.371,
Namibia,NAM,1980,0.3768,
Namibia,NAM,1981,0.38330000000000003,
Namibia,NAM,1982,0.3851,
Namibia,NAM,1983,0.399,
Namibia,NAM,1984,0.4143,
Namibia,NAM,1985,0.32170000000000004,
Namibia,NAM,1986,0.4016,
Namibia,NAM,1987,0.3554,
Namibia,NAM,1988,0.3951,
Namibia,NAM,1989,0.44160000000000005,
Namibia,NAM,1990,0.4571,
Namibia,NAM,1991,0.547,
Namibia,NAM,1992,0.159,
Namibia,NAM,1993,0.3561,
Namibia,NAM,1994,0.3345,
Namibia,NAM,1995,0.22010000000000002,
Namibia,NAM,1996,0.274,
Namibia,NAM,1997,0.4466,
Namibia,NAM,1998,0.379,
Namibia,NAM,1999,0.2144,
Namibia,NAM,2000,0.3912,
Namibia,NAM,2001,0.4409,
Namibia,NAM,2002,0.27080000000000004,3.56
Namibia,NAM,2003,0.3015,0.98
Namibia,NAM,2004,0.4183,2.41
Namibia,NAM,2005,0.4656,1.22
Namibia,NAM,2006,0.6205,2.31
Namibia,NAM,2007,0.4813,1.65
Namibia,NAM,2008,0.4955,0.26
Namibia,NAM,2009,0.3648,1.57
Namibia,NAM,2010,0.405,3.52
Namibia,NAM,2011,0.42750000000000005,6.01
Namibia,NAM,2012,0.43110000000000004,12.98
Namibia,NAM,2013,0.4587,9.55
Namibia,NAM,2014,0.2258,4.79
Namibia,NAM,2015,0.3599,12.82
Namibia,NAM,2016,0.2615,24.26
Namibia,NAM,2017,0.4263,23.26
Namibia,NAM,2018,0.5025000000000001,
Nauru,NRU,2012,,0
Nauru,NRU,2013,,0
Nauru,NRU,2014,,0
Nauru,NRU,2015,,0
Nauru,NRU,2016,,0
Nauru,NRU,2017,,0
Nepal,NPL,1961,1.8466,
Nepal,NPL,1962,1.8423,
Nepal,NPL,1963,1.8439,
Nepal,NPL,1964,1.8832,
Nepal,NPL,1965,1.8673000000000002,
Nepal,NPL,1966,1.742,
Nepal,NPL,1967,1.7382000000000002,
Nepal,NPL,1968,1.724,
Nepal,NPL,1969,1.7509000000000001,
Nepal,NPL,1970,1.7825000000000002,
Nepal,NPL,1971,1.7169,
Nepal,NPL,1972,1.6301,
Nepal,NPL,1973,1.7728000000000002,
Nepal,NPL,1974,1.7676,
Nepal,NPL,1975,1.7896,
Nepal,NPL,1976,1.7095,
Nepal,NPL,1977,1.6043,
Nepal,NPL,1978,1.6340000000000001,
Nepal,NPL,1979,1.4569,
Nepal,NPL,1980,1.6871,
Nepal,NPL,1981,1.7009,
Nepal,NPL,1982,1.3815000000000002,
Nepal,NPL,1983,1.7453,
Nepal,NPL,1984,1.6662000000000001,
Nepal,NPL,1985,1.6591,
Nepal,NPL,1986,1.5247000000000002,
Nepal,NPL,1987,1.6841000000000002,
Nepal,NPL,1988,1.7804,
Nepal,NPL,1989,1.8869,
Nepal,NPL,1990,1.9201000000000001,
Nepal,NPL,1991,1.8482,
Nepal,NPL,1992,1.726,
Nepal,NPL,1993,1.8588,
Nepal,NPL,1994,1.7731000000000001,
Nepal,NPL,1995,1.8913,
Nepal,NPL,1996,1.9579000000000002,
Nepal,NPL,1997,1.9466,
Nepal,NPL,1998,1.9602000000000002,
Nepal,NPL,1999,2.0031,
Nepal,NPL,2000,2.1363000000000003,
Nepal,NPL,2001,2.177,
Nepal,NPL,2002,2.1656,8.9
Nepal,NPL,2003,2.2009000000000003,2.24
Nepal,NPL,2004,2.3112,3.34
Nepal,NPL,2005,2.3116000000000003,1.18
Nepal,NPL,2006,2.2735000000000003,3.67
Nepal,NPL,2007,2.2133000000000003,0.82
Nepal,NPL,2008,2.3562000000000003,1.18
Nepal,NPL,2009,2.3691,12.07
Nepal,NPL,2010,2.2899000000000003,18.5
Nepal,NPL,2011,2.4765,23.49
Nepal,NPL,2012,2.7142,19.75
Nepal,NPL,2013,2.5697,33.66
Nepal,NPL,2014,2.7479,41.59
Nepal,NPL,2015,2.7439,45.49
Nepal,NPL,2016,2.6054,42.45
Nepal,NPL,2017,2.7957,39.4
Nepal,NPL,2018,2.8960000000000004,
Net Food Importing Developing Countries,,1961,1.0489,
Net Food Importing Developing Countries,,1962,1.0842,
Net Food Importing Developing Countries,,1963,1.1098000000000001,
Net Food Importing Developing Countries,,1964,1.1251,
Net Food Importing Developing Countries,,1965,1.1014000000000002,
Net Food Importing Developing Countries,,1966,1.0369000000000002,
Net Food Importing Developing Countries,,1967,1.1205,
Net Food Importing Developing Countries,,1968,1.2062000000000002,
Net Food Importing Developing Countries,,1969,1.1997,
Net Food Importing Developing Countries,,1970,1.1951,
Net Food Importing Developing Countries,,1971,1.189,
Net Food Importing Developing Countries,,1972,1.1756,
Net Food Importing Developing Countries,,1973,1.223,
Net Food Importing Developing Countries,,1974,1.2362,
Net Food Importing Developing Countries,,1975,1.2953000000000001,
Net Food Importing Developing Countries,,1976,1.3094000000000001,
Net Food Importing Developing Countries,,1977,1.2747000000000002,
Net Food Importing Developing Countries,,1978,1.3177,
Net Food Importing Developing Countries,,1979,1.3315000000000001,
Net Food Importing Developing Countries,,1980,1.4174,
Net Food Importing Developing Countries,,1981,1.413,
Net Food Importing Developing Countries,,1982,1.4562000000000002,
Net Food Importing Developing Countries,,1983,1.461,
Net Food Importing Developing Countries,,1984,1.4196,
Net Food Importing Developing Countries,,1985,1.4527,
Net Food Importing Developing Countries,,1986,1.5,
Net Food Importing Developing Countries,,1987,1.461,
Net Food Importing Developing Countries,,1988,1.4977,
Net Food Importing Developing Countries,,1989,1.5464,
Net Food Importing Developing Countries,,1990,1.5502,
Net Food Importing Developing Countries,,1991,1.5857,
Net Food Importing Developing Countries,,1992,1.4966000000000002,
Net Food Importing Developing Countries,,1993,1.574,
Net Food Importing Developing Countries,,1994,1.516,
Net Food Importing Developing Countries,,1995,1.5798,
Net Food Importing Developing Countries,,1996,1.6714,
Net Food Importing Developing Countries,,1997,1.592,
Net Food Importing Developing Countries,,1998,1.6715,
Net Food Importing Developing Countries,,1999,1.7725000000000002,
Net Food Importing Developing Countries,,2000,1.8154000000000001,
Net Food Importing Developing Countries,,2001,1.8168000000000002,
Net Food Importing Developing Countries,,2002,1.8475000000000001,29.17
Net Food Importing Developing Countries,,2003,1.8339,28.74
Net Food Importing Developing Countries,,2004,1.9172,29.27
Net Food Importing Developing Countries,,2005,1.8749,30.03
Net Food Importing Developing Countries,,2006,2.013,28.81
Net Food Importing Developing Countries,,2007,2.0377,28.47
Net Food Importing Developing Countries,,2008,2.0593,32.01
Net Food Importing Developing Countries,,2009,2.1597,31.17
Net Food Importing Developing Countries,,2010,2.1271,32.43
Net Food Importing Developing Countries,,2011,2.1367000000000003,34.81
Net Food Importing Developing Countries,,2012,2.2055000000000002,28.97
Net Food Importing Developing Countries,,2013,2.1848,31.25
Net Food Importing Developing Countries,,2014,2.2026,33.15
Net Food Importing Developing Countries,,2015,2.2894,32.71
Net Food Importing Developing Countries,,2016,2.1598,32.44
Net Food Importing Developing Countries,,2017,2.2362,34.48
Net Food Importing Developing Countries,,2018,2.2549,
Netherlands,NLD,1961,3.6914000000000002,
Netherlands,NLD,1962,4.2774,
Netherlands,NLD,1963,3.9869000000000003,
Netherlands,NLD,1964,4.3958,
Netherlands,NLD,1965,3.6734,
Netherlands,NLD,1966,3.5136000000000003,
Netherlands,NLD,1967,4.2065,
Netherlands,NLD,1968,3.939,
Netherlands,NLD,1969,3.9812000000000003,
Netherlands,NLD,1970,3.7684,
Netherlands,NLD,1971,4.3205,
Netherlands,NLD,1972,3.9825000000000004,
Netherlands,NLD,1973,4.6401,
Netherlands,NLD,1974,5.042400000000001,
Netherlands,NLD,1975,4.4726,
Netherlands,NLD,1976,4.7799000000000005,
Netherlands,NLD,1977,4.7685,
Netherlands,NLD,1978,5.7979,
Netherlands,NLD,1979,5.4027,
Netherlands,NLD,1980,5.6892000000000005,
Netherlands,NLD,1981,5.9759,
Netherlands,NLD,1982,6.7409,
Netherlands,NLD,1983,6.3516,
Netherlands,NLD,1984,7.1889,
Netherlands,NLD,1985,6.1741,
Netherlands,NLD,1986,7.4199,
Netherlands,NLD,1987,6.268000000000001,
Netherlands,NLD,1988,6.194,
Netherlands,NLD,1989,6.7506,
Netherlands,NLD,1990,6.9901,
Netherlands,NLD,1991,7.063400000000001,
Netherlands,NLD,1992,7.4592,
Netherlands,NLD,1993,7.9984,
Netherlands,NLD,1994,7.1645,
Netherlands,NLD,1995,7.7692000000000005,
Netherlands,NLD,1996,8.292900000000001,
Netherlands,NLD,1997,7.1761,
Netherlands,NLD,1998,7.307,
Netherlands,NLD,1999,7.4698,
Netherlands,NLD,2000,7.9055,
Netherlands,NLD,2001,7.2805,
Netherlands,NLD,2002,7.3139,307.9
Netherlands,NLD,2003,7.9568,309.76
Netherlands,NLD,2004,8.0663,259.36
Netherlands,NLD,2005,7.879700000000001,244.35
Netherlands,NLD,2006,7.8542000000000005,261.01
