Entity,Code,Year,Cereal yield index,Change to land area used for cereal production since 1961,Total population (Gapminder)
Liberia,LBR,1990,179,88,2076000
Liberia,LBR,1991,158,55,2040000
Liberia,LBR,1992,159,60,2002000
Liberia,LBR,1993,188,30,1977000
Liberia,LBR,1994,193,23,1986000
Liberia,LBR,1995,195,25,2045000
Liberia,LBR,1996,217,38,2160000
Liberia,LBR,1997,217,68,2326000
Liberia,LBR,1998,225,81,2517000
Liberia,LBR,1999,222,77,2700000
Liberia,LBR,2000,222,72,2848000
Liberia,LBR,2001,194,65,2954000
Liberia,LBR,2002,159,60,3025000
Liberia,LBR,2003,145,60,3077000
Liberia,LBR,2004,159,60,3136000
Liberia,LBR,2005,224,60,3218000
Liberia,LBR,2006,219,65,3329000
Liberia,LBR,2007,252,80,3462000
Liberia,LBR,2008,270,95,3608000
Liberia,LBR,2009,206,124,3754000
Liberia,LBR,2010,205,126,3891000
Liberia,LBR,2011,208,122,4017000
Liberia,LBR,2012,226,112,4136000
Liberia,LBR,2013,228,103,4248000
Liberia,LBR,2014,230,90,4360000
Liberia,LBR,1800,,,313543
Liberia,LBR,1801,,,313543
Liberia,LBR,1802,,,313543
Liberia,LBR,1803,,,313543
Liberia,LBR,1804,,,313543
Liberia,LBR,1805,,,313543
Liberia,LBR,1806,,,313543
Liberia,LBR,1807,,,313543
Liberia,LBR,1808,,,313543
Liberia,LBR,1809,,,313543
Liberia,LBR,1810,,,313543
Liberia,LBR,1811,,,313666
Liberia,LBR,1812,,,313913
Liberia,LBR,1813,,,314285
Liberia,LBR,1814,,,314783
Liberia,LBR,1815,,,315409
Liberia,LBR,1816,,,316162
Liberia,LBR,1817,,,317045
Liberia,LBR,1818,,,318058
Liberia,LBR,1819,,,319202
Liberia,LBR,1820,,,320479
Liberia,LBR,1821,,,321890
Liberia,LBR,1822,,,323435
Liberia,LBR,1823,,,325116
Liberia,LBR,1824,,,326933
Liberia,LBR,1825,,,328889
Liberia,LBR,1826,,,330984
Liberia,LBR,1827,,,333219
Liberia,LBR,1828,,,335595
Liberia,LBR,1829,,,338114
Liberia,LBR,1830,,,340777
Liberia,LBR,1831,,,343585
Liberia,LBR,1832,,,346416
Liberia,LBR,1833,,,349271
Liberia,LBR,1834,,,352148
Liberia,LBR,1835,,,355050
Liberia,LBR,1836,,,357975
Liberia,LBR,1837,,,360925
Liberia,LBR,1838,,,363899
Liberia,LBR,1839,,,366897
Liberia,LBR,1840,,,369920
Liberia,LBR,1841,,,372968
Liberia,LBR,1842,,,376041
Liberia,LBR,1843,,,379140
Liberia,LBR,1844,,,382264
Liberia,LBR,1845,,,385414
Liberia,LBR,1846,,,388589
Liberia,LBR,1847,,,391791
Liberia,LBR,1848,,,395019
Liberia,LBR,1849,,,398274
Liberia,LBR,1850,,,401556
Liberia,LBR,1851,,,404975
Liberia,LBR,1852,,,408424
Liberia,LBR,1853,,,411902
Liberia,LBR,1854,,,415409
Liberia,LBR,1855,,,418947
Liberia,LBR,1856,,,422514
Liberia,LBR,1857,,,426112
Liberia,LBR,1858,,,429740
Liberia,LBR,1859,,,433400
Liberia,LBR,1860,,,437090
Liberia,LBR,1861,,,440812
Liberia,LBR,1862,,,444566
Liberia,LBR,1863,,,448351
Liberia,LBR,1864,,,452169
Liberia,LBR,1865,,,456019
Liberia,LBR,1866,,,459901
Liberia,LBR,1867,,,463817
Liberia,LBR,1868,,,467766
Liberia,LBR,1869,,,471749
Liberia,LBR,1870,,,475766
Liberia,LBR,1871,,,479817
Liberia,LBR,1872,,,483902
Liberia,LBR,1873,,,487912
Liberia,LBR,1874,,,492066
Liberia,LBR,1875,,,496256
Liberia,LBR,1876,,,500481
Liberia,LBR,1877,,,504640
Liberia,LBR,1878,,,508936
Liberia,LBR,1879,,,513269
Liberia,LBR,1880,,,517639
Liberia,LBR,1881,,,521952
Liberia,LBR,1882,,,526396
Liberia,LBR,1883,,,530877
Liberia,LBR,1884,,,535313
Liberia,LBR,1885,,,539870
Liberia,LBR,1886,,,544466
Liberia,LBR,1887,,,549027
Liberia,LBR,1888,,,553701
Liberia,LBR,1889,,,558414
Liberia,LBR,1890,,,563168
Liberia,LBR,1891,,,567962
Liberia,LBR,1892,,,572797
Liberia,LBR,1893,,,577673
Liberia,LBR,1894,,,582591
Liberia,LBR,1895,,,587550
Liberia,LBR,1896,,,592551
Liberia,LBR,1897,,,597595
Liberia,LBR,1898,,,602682
Liberia,LBR,1899,,,607812
Liberia,LBR,1900,,,612986
Liberia,LBR,1901,,,618204
Liberia,LBR,1902,,,623396
Liberia,LBR,1903,,,628702
Liberia,LBR,1904,,,634054
Liberia,LBR,1905,,,639450
Liberia,LBR,1906,,,644893
Liberia,LBR,1907,,,650280
Liberia,LBR,1908,,,655815
Liberia,LBR,1909,,,661397
Liberia,LBR,1910,,,667026
Liberia,LBR,1911,,,672673
Liberia,LBR,1912,,,678399
Liberia,LBR,1913,,,684173
Liberia,LBR,1914,,,689996
Liberia,LBR,1915,,,695868
Liberia,LBR,1916,,,701791
Liberia,LBR,1917,,,707763
Liberia,LBR,1918,,,713531
Liberia,LBR,1919,,,719410
Liberia,LBR,1920,,,725338
Liberia,LBR,1921,,,731315
Liberia,LBR,1922,,,737340
Liberia,LBR,1923,,,743416
Liberia,LBR,1924,,,749541
Liberia,LBR,1925,,,755717
Liberia,LBR,1926,,,761944
Liberia,LBR,1927,,,768222
Liberia,LBR,1928,,,774552
Liberia,LBR,1929,,,780934
Liberia,LBR,1930,,,787368
Liberia,LBR,1931,,,793856
Liberia,LBR,1932,,,800397
Liberia,LBR,1933,,,806992
Liberia,LBR,1934,,,813641
Liberia,LBR,1935,,,820345
Liberia,LBR,1936,,,827105
Liberia,LBR,1937,,,833920
Liberia,LBR,1938,,,840791
Liberia,LBR,1939,,,847719
Liberia,LBR,1940,,,854704
Liberia,LBR,1941,,,861746
Liberia,LBR,1942,,,868846
Liberia,LBR,1943,,,876005
Liberia,LBR,1944,,,883223
Liberia,LBR,1945,,,890501
Liberia,LBR,1946,,,897838
Liberia,LBR,1947,,,905236
Liberia,LBR,1948,,,912695
Liberia,LBR,1949,,,920215
Liberia,LBR,1950,,,930000
Liberia,LBR,1951,,,944000
Liberia,LBR,1952,,,959000
Liberia,LBR,1953,,,975000
Liberia,LBR,1954,,,993000
Liberia,LBR,1955,,,1011000
Liberia,LBR,1956,,,1031000
Liberia,LBR,1957,,,1052000
Liberia,LBR,1958,,,1073000
Liberia,LBR,1959,,,1096000
Liberia,LBR,1960,,,1119000
Liberia,LBR,2015,,,4472000
Liberia,LBR,2016,,,4587000
Liberia,LBR,2017,,,4702000
Liberia,LBR,2018,,,4819000
Liberia,LBR,2019,,,4937000
Libya,LBY,1961,100,100,1498000
Libya,LBY,1962,103,115,1551000
Libya,LBY,1963,119,103,1607000
Libya,LBY,1964,109,103,1668000
Libya,LBY,1965,159,93,1733000
Libya,LBY,1966,149,102,1804000
Libya,LBY,1967,136,122,1879000
Libya,LBY,1968,113,129,1959000
Libya,LBY,1969,152,129,2044000
Libya,LBY,1970,102,77,2134000
Libya,LBY,1971,107,45,2228000
Libya,LBY,1972,271,56,2327000
Libya,LBY,1973,292,89,2431000
Libya,LBY,1974,185,96,2537000
Libya,LBY,1975,220,117,2645000
Libya,LBY,1976,216,147,2755000
Libya,LBY,1977,134,79,2866000
Libya,LBY,1978,203,141,2979000
Libya,LBY,1979,164,124,3097000
Libya,LBY,1980,180,114,3219000
Libya,LBY,1981,256,92,3348000
Libya,LBY,1982,358,78,3480000
Libya,LBY,1983,353,113,3615000
Libya,LBY,1984,270,97,3747000
Libya,LBY,1985,277,81,3874000
Libya,LBY,1986,313,87,3995000
Libya,LBY,1987,289,91,4110000
Libya,LBY,1988,307,88,4220000
Libya,LBY,1989,310,99,4329000
Libya,LBY,1990,314,83,4437000
Libya,LBY,1991,326,75,4544000
Libya,LBY,1992,327,63,4651000
Libya,LBY,1993,324,53,4755000
Libya,LBY,1994,315,50,4855000
Libya,LBY,1995,316,44,4949000
Libya,LBY,1996,316,48,5036000
Libya,LBY,1997,390,50,5118000
Libya,LBY,1998,329,62,5197000
Libya,LBY,1999,304,67,5276000
Libya,LBY,2000,297,71,5358000
Libya,LBY,2001,288,72,5443000
Libya,LBY,2002,294,70,5531000
Libya,LBY,2003,288,72,5621000
Libya,LBY,2004,288,72,5710000
Libya,LBY,2005,290,77,5799000
Libya,LBY,2006,290,70,5887000
Libya,LBY,2007,290,70,5975000
Libya,LBY,2008,290,70,6059000
Libya,LBY,2009,295,69,6134000
Libya,LBY,2010,312,75,6198000
Libya,LBY,2011,308,85,6247000
Libya,LBY,2012,315,93,6286000
Libya,LBY,2013,308,95,6320000
Libya,LBY,2014,313,93,6362000
Libya,LBY,1800,,,531472
Libya,LBY,1801,,,531797
Libya,LBY,1802,,,532121
Libya,LBY,1803,,,532446
Libya,LBY,1804,,,532771
Libya,LBY,1805,,,533097
Libya,LBY,1806,,,533422
Libya,LBY,1807,,,533748
Libya,LBY,1808,,,534074
Libya,LBY,1809,,,534400
Libya,LBY,1810,,,534730
Libya,LBY,1811,,,535169
Libya,LBY,1812,,,535721
Libya,LBY,1813,,,536387
Libya,LBY,1814,,,537168
Libya,LBY,1815,,,538064
Libya,LBY,1816,,,539076
Libya,LBY,1817,,,540204
Libya,LBY,1818,,,541450
Libya,LBY,1819,,,542813
Libya,LBY,1820,,,544295
Libya,LBY,1821,,,545896
Libya,LBY,1822,,,547617
Libya,LBY,1823,,,549458
Libya,LBY,1824,,,551420
Libya,LBY,1825,,,553505
Libya,LBY,1826,,,555711
Libya,LBY,1827,,,558041
Libya,LBY,1828,,,560495
Libya,LBY,1829,,,563073
Libya,LBY,1830,,,565776
Libya,LBY,1831,,,568606
Libya,LBY,1832,,,571449
Libya,LBY,1833,,,574307
Libya,LBY,1834,,,577179
Libya,LBY,1835,,,580065
Libya,LBY,1836,,,582966
Libya,LBY,1837,,,585882
Libya,LBY,1838,,,588812
Libya,LBY,1839,,,591756
Libya,LBY,1840,,,594715
Libya,LBY,1841,,,597690
Libya,LBY,1842,,,600679
Libya,LBY,1843,,,603682
Libya,LBY,1844,,,606701
Libya,LBY,1845,,,609735
Libya,LBY,1846,,,612785
Libya,LBY,1847,,,615849
Libya,LBY,1848,,,618929
Libya,LBY,1849,,,622024
Libya,LBY,1850,,,625135
Libya,LBY,1851,,,629132
Libya,LBY,1852,,,633153
Libya,LBY,1853,,,637199
Libya,LBY,1854,,,641270
Libya,LBY,1855,,,645365
Libya,LBY,1856,,,649485
Libya,LBY,1857,,,653630
Libya,LBY,1858,,,657801
Libya,LBY,1859,,,661997
Libya,LBY,1860,,,666218
Libya,LBY,1861,,,670465
Libya,LBY,1862,,,674738
Libya,LBY,1863,,,679037
Libya,LBY,1864,,,683362
Libya,LBY,1865,,,687713
Libya,LBY,1866,,,692090
Libya,LBY,1867,,,696495
Libya,LBY,1868,,,700926
Libya,LBY,1869,,,705384
Libya,LBY,1870,,,709868
Libya,LBY,1871,,,714381
Libya,LBY,1872,,,718920
Libya,LBY,1873,,,723427
Libya,LBY,1874,,,728022
Libya,LBY,1875,,,732644
Libya,LBY,1876,,,737294
Libya,LBY,1877,,,741917
Libya,LBY,1878,,,746624
Libya,LBY,1879,,,751359
Libya,LBY,1880,,,756122
Libya,LBY,1881,,,760864
Libya,LBY,1882,,,765685
Libya,LBY,1883,,,770536
Libya,LBY,1884,,,775371
Libya,LBY,1885,,,780280
Libya,LBY,1886,,,785218
Libya,LBY,1887,,,790148
Libya,LBY,1888,,,795146
Libya,LBY,1889,,,800175
Libya,LBY,1890,,,805234
Libya,LBY,1891,,,810323
Libya,LBY,1892,,,815444
Libya,LBY,1893,,,820595
Libya,LBY,1894,,,825778
Libya,LBY,1895,,,830991
Libya,LBY,1896,,,836237
Libya,LBY,1897,,,841514
Libya,LBY,1898,,,846823
Libya,LBY,1899,,,852163
Libya,LBY,1900,,,857537
Libya,LBY,1901,,,862942
Libya,LBY,1902,,,868344
Libya,LBY,1903,,,873815
Libya,LBY,1904,,,879319
Libya,LBY,1905,,,884856
Libya,LBY,1906,,,890426
Libya,LBY,1907,,,895978
Libya,LBY,1908,,,901616
Libya,LBY,1909,,,907287
Libya,LBY,1910,,,912992
Libya,LBY,1911,,,918717
Libya,LBY,1912,,,924492
Libya,LBY,1913,,,930301
Libya,LBY,1914,,,936145
Libya,LBY,1915,,,942024
Libya,LBY,1916,,,947939
Libya,LBY,1917,,,953889
Libya,LBY,1918,,,958254
Libya,LBY,1919,,,963046
Libya,LBY,1920,,,967862
Libya,LBY,1921,,,972703
Libya,LBY,1922,,,977567
Libya,LBY,1923,,,982456
Libya,LBY,1924,,,987369
Libya,LBY,1925,,,992307
Libya,LBY,1926,,,997269
Libya,LBY,1927,,,1002256
Libya,LBY,1928,,,1007268
Libya,LBY,1929,,,1012306
Libya,LBY,1930,,,1017368
Libya,LBY,1931,,,1022456
Libya,LBY,1932,,,1027569
Libya,LBY,1933,,,1032708
Libya,LBY,1934,,,1037872
Libya,LBY,1935,,,1043062
Libya,LBY,1936,,,1048279
Libya,LBY,1937,,,1053521
Libya,LBY,1938,,,1058789
Libya,LBY,1939,,,1064084
Libya,LBY,1940,,,1069406
Libya,LBY,1941,,,1074754
Libya,LBY,1942,,,1080128
Libya,LBY,1943,,,1085530
Libya,LBY,1944,,,1090958
Libya,LBY,1945,,,1096414
Libya,LBY,1946,,,1101897
Libya,LBY,1947,,,1107408
Libya,LBY,1948,,,1112946
Libya,LBY,1949,,,1118511
Libya,LBY,1950,,,1125000
Libya,LBY,1951,,,1143000
Libya,LBY,1952,,,1164000
Libya,LBY,1953,,,1188000
Libya,LBY,1954,,,1215000
Libya,LBY,1955,,,1245000
Libya,LBY,1956,,,1279000
Libya,LBY,1957,,,1317000
Libya,LBY,1958,,,1358000
Libya,LBY,1959,,,1402000
Libya,LBY,1960,,,1448000
Libya,LBY,2015,,,6418000
Libya,LBY,2016,,,6492000
Libya,LBY,2017,,,6581000
Libya,LBY,2018,,,6679000
Libya,LBY,2019,,,6777000
Liechtenstein,LIE,1961,,,17000
Liechtenstein,LIE,1962,,,17000
Liechtenstein,LIE,1963,,,18000
Liechtenstein,LIE,1964,,,18000
Liechtenstein,LIE,1965,,,19000
Liechtenstein,LIE,1966,,,19000
Liechtenstein,LIE,1967,,,20000
Liechtenstein,LIE,1968,,,20000
Liechtenstein,LIE,1969,,,21000
Liechtenstein,LIE,1970,,,21000
Liechtenstein,LIE,1971,,,22000
Liechtenstein,LIE,1972,,,22000
Liechtenstein,LIE,1973,,,23000
Liechtenstein,LIE,1974,,,23000
Liechtenstein,LIE,1975,,,23000
Liechtenstein,LIE,1976,,,24000
Liechtenstein,LIE,1977,,,24000
Liechtenstein,LIE,1978,,,25000
Liechtenstein,LIE,1979,,,25000
Liechtenstein,LIE,1980,,,26000
Liechtenstein,LIE,1981,,,26000
Liechtenstein,LIE,1982,,,27000
Liechtenstein,LIE,1983,,,27000
Liechtenstein,LIE,1984,,,27000
Liechtenstein,LIE,1985,,,27000
Liechtenstein,LIE,1986,,,28000
Liechtenstein,LIE,1987,,,28000
Liechtenstein,LIE,1988,,,28000
Liechtenstein,LIE,1989,,,28000
Liechtenstein,LIE,1990,,,29000
Liechtenstein,LIE,1991,,,29000
Liechtenstein,LIE,1992,,,30000
Liechtenstein,LIE,1993,,,30000
Liechtenstein,LIE,1994,,,30000
Liechtenstein,LIE,1995,,,31000
Liechtenstein,LIE,1996,,,31000
Liechtenstein,LIE,1997,,,32000
Liechtenstein,LIE,1998,,,32000
Liechtenstein,LIE,1999,,,33000
Liechtenstein,LIE,2000,,,33000
Liechtenstein,LIE,2001,,,34000
Liechtenstein,LIE,2002,,,34000
Liechtenstein,LIE,2003,,,34000
Liechtenstein,LIE,2004,,,34000
Liechtenstein,LIE,2005,,,35000
Liechtenstein,LIE,2006,,,35000
Liechtenstein,LIE,2007,,,35000
Liechtenstein,LIE,2008,,,35000
Liechtenstein,LIE,2009,,,36000
Liechtenstein,LIE,2010,,,36000
Liechtenstein,LIE,2011,,,36000
Liechtenstein,LIE,2012,,,37000
Liechtenstein,LIE,2013,,,37000
Liechtenstein,LIE,2014,,,37000
Liechtenstein,LIE,1800,,,5802
Liechtenstein,LIE,1801,,,5802
Liechtenstein,LIE,1802,,,5802
Liechtenstein,LIE,1803,,,5802
Liechtenstein,LIE,1804,,,5802
Liechtenstein,LIE,1805,,,5802
Liechtenstein,LIE,1806,,,5802
Liechtenstein,LIE,1807,,,5802
Liechtenstein,LIE,1808,,,5802
Liechtenstein,LIE,1809,,,5802
Liechtenstein,LIE,1810,,,5802
Liechtenstein,LIE,1811,,,5804
Liechtenstein,LIE,1812,,,5808
Liechtenstein,LIE,1813,,,5813
Liechtenstein,LIE,1814,,,5821
Liechtenstein,LIE,1815,,,5830
Liechtenstein,LIE,1816,,,5841
Liechtenstein,LIE,1817,,,5854
Liechtenstein,LIE,1818,,,5869
Liechtenstein,LIE,1819,,,5886
Liechtenstein,LIE,1820,,,5905
Liechtenstein,LIE,1821,,,5926
Liechtenstein,LIE,1822,,,5949
Liechtenstein,LIE,1823,,,5974
Liechtenstein,LIE,1824,,,6001
Liechtenstein,LIE,1825,,,6030
Liechtenstein,LIE,1826,,,6061
Liechtenstein,LIE,1827,,,6094
Liechtenstein,LIE,1828,,,6129
Liechtenstein,LIE,1829,,,6166
Liechtenstein,LIE,1830,,,6205
Liechtenstein,LIE,1831,,,6247
Liechtenstein,LIE,1832,,,6288
Liechtenstein,LIE,1833,,,6330
Liechtenstein,LIE,1834,,,6372
Liechtenstein,LIE,1835,,,6415
Liechtenstein,LIE,1836,,,6458
Liechtenstein,LIE,1837,,,6501
Liechtenstein,LIE,1838,,,6544
Liechtenstein,LIE,1839,,,6588
Liechtenstein,LIE,1840,,,6632
Liechtenstein,LIE,1841,,,6676
Liechtenstein,LIE,1842,,,6720
Liechtenstein,LIE,1843,,,6765
Liechtenstein,LIE,1844,,,6810
Liechtenstein,LIE,1845,,,6855
Liechtenstein,LIE,1846,,,6901
Liechtenstein,LIE,1847,,,6947
Liechtenstein,LIE,1848,,,6993
Liechtenstein,LIE,1849,,,7040
Liechtenstein,LIE,1850,,,7087
Liechtenstein,LIE,1851,,,7134
Liechtenstein,LIE,1852,,,7181
Liechtenstein,LIE,1853,,,7229
Liechtenstein,LIE,1854,,,7277
Liechtenstein,LIE,1855,,,7325
Liechtenstein,LIE,1856,,,7373
Liechtenstein,LIE,1857,,,7422
Liechtenstein,LIE,1858,,,7472
Liechtenstein,LIE,1859,,,7521
Liechtenstein,LIE,1860,,,7571
Liechtenstein,LIE,1861,,,7621
Liechtenstein,LIE,1862,,,7672
Liechtenstein,LIE,1863,,,7723
Liechtenstein,LIE,1864,,,7774
Liechtenstein,LIE,1865,,,7825
Liechtenstein,LIE,1866,,,7877
Liechtenstein,LIE,1867,,,7929
Liechtenstein,LIE,1868,,,7982
Liechtenstein,LIE,1869,,,8035
Liechtenstein,LIE,1870,,,8088
Liechtenstein,LIE,1871,,,8142
Liechtenstein,LIE,1872,,,8196
Liechtenstein,LIE,1873,,,8249
Liechtenstein,LIE,1874,,,8303
Liechtenstein,LIE,1875,,,8359
Liechtenstein,LIE,1876,,,8414
Liechtenstein,LIE,1877,,,8469
Liechtenstein,LIE,1878,,,8525
Liechtenstein,LIE,1879,,,8581
Liechtenstein,LIE,1880,,,8638
Liechtenstein,LIE,1881,,,8694
Liechtenstein,LIE,1882,,,8752
Liechtenstein,LIE,1883,,,8810
Liechtenstein,LIE,1884,,,8868
Liechtenstein,LIE,1885,,,8926
Liechtenstein,LIE,1886,,,8985
Liechtenstein,LIE,1887,,,9044
Liechtenstein,LIE,1888,,,9104
Liechtenstein,LIE,1889,,,9165
Liechtenstein,LIE,1890,,,9225
Liechtenstein,LIE,1891,,,9286
Liechtenstein,LIE,1892,,,9348
Liechtenstein,LIE,1893,,,9410
Liechtenstein,LIE,1894,,,9472
Liechtenstein,LIE,1895,,,9535
Liechtenstein,LIE,1896,,,9598
Liechtenstein,LIE,1897,,,9662
Liechtenstein,LIE,1898,,,9726
Liechtenstein,LIE,1899,,,9791
Liechtenstein,LIE,1900,,,9855
Liechtenstein,LIE,1901,,,9921
Liechtenstein,LIE,1902,,,9986
Liechtenstein,LIE,1903,,,10052
Liechtenstein,LIE,1904,,,10119
Liechtenstein,LIE,1905,,,10186
Liechtenstein,LIE,1906,,,10253
Liechtenstein,LIE,1907,,,10320
Liechtenstein,LIE,1908,,,10389
Liechtenstein,LIE,1909,,,10457
Liechtenstein,LIE,1910,,,10527
Liechtenstein,LIE,1911,,,10596
Liechtenstein,LIE,1912,,,10667
Liechtenstein,LIE,1913,,,10737
Liechtenstein,LIE,1914,,,10808
Liechtenstein,LIE,1915,,,10880
Liechtenstein,LIE,1916,,,10952
Liechtenstein,LIE,1917,,,11025
Liechtenstein,LIE,1918,,,11098
Liechtenstein,LIE,1919,,,11172
Liechtenstein,LIE,1920,,,11247
Liechtenstein,LIE,1921,,,11322
Liechtenstein,LIE,1922,,,11397
Liechtenstein,LIE,1923,,,11473
Liechtenstein,LIE,1924,,,11550
Liechtenstein,LIE,1925,,,11626
Liechtenstein,LIE,1926,,,11704
Liechtenstein,LIE,1927,,,11782
Liechtenstein,LIE,1928,,,11860
Liechtenstein,LIE,1929,,,11939
Liechtenstein,LIE,1930,,,12019
Liechtenstein,LIE,1931,,,12099
Liechtenstein,LIE,1932,,,12180
Liechtenstein,LIE,1933,,,12261
Liechtenstein,LIE,1934,,,12343
Liechtenstein,LIE,1935,,,12425
Liechtenstein,LIE,1936,,,12508
Liechtenstein,LIE,1937,,,12591
Liechtenstein,LIE,1938,,,12675
Liechtenstein,LIE,1939,,,12759
Liechtenstein,LIE,1940,,,12844
Liechtenstein,LIE,1941,,,12930
Liechtenstein,LIE,1942,,,13016
Liechtenstein,LIE,1943,,,13103
Liechtenstein,LIE,1944,,,13190
Liechtenstein,LIE,1945,,,13278
Liechtenstein,LIE,1946,,,13366
Liechtenstein,LIE,1947,,,13456
Liechtenstein,LIE,1948,,,13545
Liechtenstein,LIE,1949,,,13635
Liechtenstein,LIE,1950,,,14000
Liechtenstein,LIE,1951,,,14000
Liechtenstein,LIE,1952,,,14000
Liechtenstein,LIE,1953,,,14000
Liechtenstein,LIE,1954,,,15000
Liechtenstein,LIE,1955,,,15000
Liechtenstein,LIE,1956,,,15000
Liechtenstein,LIE,1957,,,15000
Liechtenstein,LIE,1958,,,16000
Liechtenstein,LIE,1959,,,16000
Liechtenstein,LIE,1960,,,17000
Liechtenstein,LIE,2015,,,37000
Liechtenstein,LIE,2016,,,38000
Liechtenstein,LIE,2017,,,38000
Liechtenstein,LIE,2018,,,38000
Liechtenstein,LIE,2019,,,38000
Lithuania,LTU,1961,,,2807000
Lithuania,LTU,1962,,,2846000
Lithuania,LTU,1963,,,2887000
Lithuania,LTU,1964,,,2927000
Lithuania,LTU,1965,,,2966000
Lithuania,LTU,1966,,,3003000
Lithuania,LTU,1967,,,3037000
Lithuania,LTU,1968,,,3071000
Lithuania,LTU,1969,,,3104000
Lithuania,LTU,1970,,,3137000
Lithuania,LTU,1971,,,3170000
Lithuania,LTU,1972,,,3204000
Lithuania,LTU,1973,,,3237000
Lithuania,LTU,1974,,,3269000
Lithuania,LTU,1975,,,3299000
Lithuania,LTU,1976,,,3327000
Lithuania,LTU,1977,,,3354000
Lithuania,LTU,1978,,,3380000
Lithuania,LTU,1979,,,3405000
Lithuania,LTU,1980,,,3431000
Lithuania,LTU,1981,,,3456000
Lithuania,LTU,1982,,,3481000
Lithuania,LTU,1983,,,3507000
Lithuania,LTU,1984,,,3533000
Lithuania,LTU,1985,,,3562000
Lithuania,LTU,1986,,,3594000
Lithuania,LTU,1987,,,3627000
Lithuania,LTU,1988,,,3658000
Lithuania,LTU,1989,,,3683000
Lithuania,LTU,1990,,,3696000
Lithuania,LTU,1991,,,3697000
Lithuania,LTU,1992,,,3688000
Lithuania,LTU,1993,,,3671000
Lithuania,LTU,1994,,,3649000
Lithuania,LTU,1995,,,3627000
Lithuania,LTU,1996,,,3604000
Lithuania,LTU,1997,,,3580000
Lithuania,LTU,1998,,,3555000
Lithuania,LTU,1999,,,3529000
Lithuania,LTU,2000,,,3502000
Lithuania,LTU,2001,,,3474000
Lithuania,LTU,2002,,,3445000
Lithuania,LTU,2003,,,3414000
Lithuania,LTU,2004,,,3381000
Lithuania,LTU,2005,,,3344000
Lithuania,LTU,2006,,,3303000
Lithuania,LTU,2007,,,3259000
Lithuania,LTU,2008,,,3213000
Lithuania,LTU,2009,,,3167000
Lithuania,LTU,2010,,,3124000
Lithuania,LTU,2011,,,3083000
Lithuania,LTU,2012,,,3046000
Lithuania,LTU,2013,,,3009000
Lithuania,LTU,2014,,,2971000
Lithuania,LTU,1800,,,778655
Lithuania,LTU,1801,,,778655
Lithuania,LTU,1802,,,778655
Lithuania,LTU,1803,,,778655
Lithuania,LTU,1804,,,778655
Lithuania,LTU,1805,,,778655
Lithuania,LTU,1806,,,778655
Lithuania,LTU,1807,,,778655
Lithuania,LTU,1808,,,778655
Lithuania,LTU,1809,,,778655
Lithuania,LTU,1810,,,778655
Lithuania,LTU,1811,,,778997
Lithuania,LTU,1812,,,779684
Lithuania,LTU,1813,,,780719
Lithuania,LTU,1814,,,782105
Lithuania,LTU,1815,,,783846
Lithuania,LTU,1816,,,785945
Lithuania,LTU,1817,,,788406
Lithuania,LTU,1818,,,791230
Lithuania,LTU,1819,,,794423
Lithuania,LTU,1820,,,797987
Lithuania,LTU,1821,,,801926
Lithuania,LTU,1822,,,806243
Lithuania,LTU,1823,,,810941
Lithuania,LTU,1824,,,816025
Lithuania,LTU,1825,,,821497
Lithuania,LTU,1826,,,827362
Lithuania,LTU,1827,,,833623
Lithuania,LTU,1828,,,840283
Lithuania,LTU,1829,,,847346
Lithuania,LTU,1830,,,854817
Lithuania,LTU,1831,,,862698
Lithuania,LTU,1832,,,870652
Lithuania,LTU,1833,,,878679
Lithuania,LTU,1834,,,886780
Lithuania,LTU,1835,,,894956
Lithuania,LTU,1836,,,903208
Lithuania,LTU,1837,,,911535
Lithuania,LTU,1838,,,919939
Lithuania,LTU,1839,,,928421
Lithuania,LTU,1840,,,936981
Lithuania,LTU,1841,,,945620
Lithuania,LTU,1842,,,954338
Lithuania,LTU,1843,,,963137
Lithuania,LTU,1844,,,972017
Lithuania,LTU,1845,,,980979
Lithuania,LTU,1846,,,990023
Lithuania,LTU,1847,,,999151
Lithuania,LTU,1848,,,1008363
Lithuania,LTU,1849,,,1017660
Lithuania,LTU,1850,,,1027042
Lithuania,LTU,1851,,,1036554
Lithuania,LTU,1852,,,1046155
Lithuania,LTU,1853,,,1055844
Lithuania,LTU,1854,,,1065623
Lithuania,LTU,1855,,,1075492
Lithuania,LTU,1856,,,1085453
Lithuania,LTU,1857,,,1095506
Lithuania,LTU,1858,,,1105652
Lithuania,LTU,1859,,,1115892
Lithuania,LTU,1860,,,1126227
Lithuania,LTU,1861,,,1136658
Lithuania,LTU,1862,,,1147185
Lithuania,LTU,1863,,,1157810
Lithuania,LTU,1864,,,1168533
Lithuania,LTU,1865,,,1179356
Lithuania,LTU,1866,,,1190279
Lithuania,LTU,1867,,,1201302
Lithuania,LTU,1868,,,1212428
Lithuania,LTU,1869,,,1223658
Lithuania,LTU,1870,,,1234991
Lithuania,LTU,1871,,,1246429
Lithuania,LTU,1872,,,1257973
Lithuania,LTU,1873,,,1269267
Lithuania,LTU,1874,,,1281023
Lithuania,LTU,1875,,,1292887
Lithuania,LTU,1876,,,1304861
Lithuania,LTU,1877,,,1316614
Lithuania,LTU,1878,,,1328808
Lithuania,LTU,1879,,,1341115
