Entity,Code,Year,Tractors per 100 sq km arable land,Cereal yield (kilograms per hectare) (kg per hectare),Total population (Gapminder)
Hong Kong,HKG,1971,,2288.8,3914000
Hong Kong,HKG,1972,,2056.8,3974000
Hong Kong,HKG,1973,,2226.5,4038000
Hong Kong,HKG,1974,,1615.9,4114000
Hong Kong,HKG,1975,,1792.4,4209000
Hong Kong,HKG,1976,,1886.3,4326000
Hong Kong,HKG,1977,,1882.7,4462000
Hong Kong,HKG,1978,,1881.7,4607000
Hong Kong,HKG,1979,,1515.2,4746000
Hong Kong,HKG,1980,,2121.2,4869000
Hong Kong,HKG,1981,,1500,4972000
Hong Kong,HKG,1982,,1538.5,5058000
Hong Kong,HKG,1983,,1333.3,5134000
Hong Kong,HKG,1984,,2181.8,5208000
Hong Kong,HKG,1985,,2500,5287000
Hong Kong,HKG,1986,,2200,5373000
Hong Kong,HKG,1987,,1250,5465000
Hong Kong,HKG,1988,,3000,5557000
Hong Kong,HKG,1989,,3000,5646000
Hong Kong,HKG,1990,,2000,5728000
Hong Kong,HKG,1991,,,5800000
Hong Kong,HKG,1992,,,5865000
Hong Kong,HKG,1993,,,5928000
Hong Kong,HKG,1994,,,6000000
Hong Kong,HKG,1995,,,6084000
Hong Kong,HKG,1996,,,6186000
Hong Kong,HKG,1997,,2000,6300000
Hong Kong,HKG,1998,,2000,6417000
Hong Kong,HKG,1999,,2000,6522000
Hong Kong,HKG,2000,,2000,6606000
Hong Kong,HKG,2001,,2000.1,6665000
Hong Kong,HKG,2002,,2000.1,6702000
Hong Kong,HKG,2003,,1999.9,6725000
Hong Kong,HKG,2004,,1999.9,6745000
Hong Kong,HKG,2005,,2000,6770000
Hong Kong,HKG,2006,,,6802000
Hong Kong,HKG,2007,,2000,6840000
Hong Kong,HKG,2008,,2000,6882000
Hong Kong,HKG,2009,,2000,6925000
Hong Kong,HKG,2010,,2000,6966000
Hong Kong,HKG,2011,,2000,7007000
Hong Kong,HKG,2012,,2000,7047000
Hong Kong,HKG,2013,,2000,7089000
Hong Kong,HKG,2014,,2000,7135000
Hong Kong,HKG,2015,,2000,7186000
Hong Kong,HKG,2016,,2000,7244000
Hong Kong,HKG,1800,,,20000
Hong Kong,HKG,1801,,,20000
Hong Kong,HKG,1802,,,20000
Hong Kong,HKG,1803,,,20000
Hong Kong,HKG,1804,,,20000
Hong Kong,HKG,1805,,,20000
Hong Kong,HKG,1806,,,20000
Hong Kong,HKG,1807,,,20000
Hong Kong,HKG,1808,,,20000
Hong Kong,HKG,1809,,,20000
Hong Kong,HKG,1810,,,20000
Hong Kong,HKG,1811,,,20016
Hong Kong,HKG,1812,,,20048
Hong Kong,HKG,1813,,,20097
Hong Kong,HKG,1814,,,20163
Hong Kong,HKG,1815,,,20246
Hong Kong,HKG,1816,,,20346
Hong Kong,HKG,1817,,,20464
Hong Kong,HKG,1818,,,20600
Hong Kong,HKG,1819,,,20755
Hong Kong,HKG,1820,,,20928
Hong Kong,HKG,1821,,,21120
Hong Kong,HKG,1822,,,21331
Hong Kong,HKG,1823,,,21562
Hong Kong,HKG,1824,,,21812
Hong Kong,HKG,1825,,,22083
Hong Kong,HKG,1826,,,22375
Hong Kong,HKG,1827,,,22688
Hong Kong,HKG,1828,,,23021
Hong Kong,HKG,1829,,,23377
Hong Kong,HKG,1830,,,23754
Hong Kong,HKG,1831,,,24154
Hong Kong,HKG,1832,,,24561
Hong Kong,HKG,1833,,,24974
Hong Kong,HKG,1834,,,25394
Hong Kong,HKG,1835,,,25822
Hong Kong,HKG,1836,,,26257
Hong Kong,HKG,1837,,,26699
Hong Kong,HKG,1838,,,27148
Hong Kong,HKG,1839,,,27605
Hong Kong,HKG,1840,,,28070
Hong Kong,HKG,1841,,,28622
Hong Kong,HKG,1842,,,29270
Hong Kong,HKG,1843,,,30021
Hong Kong,HKG,1844,,,30882
Hong Kong,HKG,1845,,,31863
Hong Kong,HKG,1846,,,32971
Hong Kong,HKG,1847,,,34218
Hong Kong,HKG,1848,,,35613
Hong Kong,HKG,1849,,,37167
Hong Kong,HKG,1850,,,38893
Hong Kong,HKG,1851,,,40809
Hong Kong,HKG,1852,,,42924
Hong Kong,HKG,1853,,,45251
Hong Kong,HKG,1854,,,47808
Hong Kong,HKG,1855,,,50611
Hong Kong,HKG,1856,,,53677
Hong Kong,HKG,1857,,,57026
Hong Kong,HKG,1858,,,60678
Hong Kong,HKG,1859,,,64656
Hong Kong,HKG,1860,,,68983
Hong Kong,HKG,1861,,,73450
Hong Kong,HKG,1862,,,77980
Hong Kong,HKG,1863,,,82571
Hong Kong,HKG,1864,,,87221
Hong Kong,HKG,1865,,,91925
Hong Kong,HKG,1866,,,96681
Hong Kong,HKG,1867,,,101484
Hong Kong,HKG,1868,,,106329
Hong Kong,HKG,1869,,,111212
Hong Kong,HKG,1870,,,116126
Hong Kong,HKG,1871,,,121066
Hong Kong,HKG,1872,,,126024
Hong Kong,HKG,1873,,,131374
Hong Kong,HKG,1874,,,136325
Hong Kong,HKG,1875,,,141241
Hong Kong,HKG,1876,,,146109
Hong Kong,HKG,1877,,,150992
Hong Kong,HKG,1878,,,155525
Hong Kong,HKG,1879,,,159914
Hong Kong,HKG,1880,,,164427
Hong Kong,HKG,1881,,,168722
Hong Kong,HKG,1882,,,173484
Hong Kong,HKG,1883,,,178380
Hong Kong,HKG,1884,,,183086
Hong Kong,HKG,1885,,,188391
Hong Kong,HKG,1886,,,193988
Hong Kong,HKG,1887,,,199223
Hong Kong,HKG,1888,,,205352
Hong Kong,HKG,1889,,,211835
Hong Kong,HKG,1890,,,218690
Hong Kong,HKG,1891,,,225933
Hong Kong,HKG,1892,,,233582
Hong Kong,HKG,1893,,,241658
Hong Kong,HKG,1894,,,250178
Hong Kong,HKG,1895,,,259164
Hong Kong,HKG,1896,,,268636
Hong Kong,HKG,1897,,,278455
Hong Kong,HKG,1898,,,288631
Hong Kong,HKG,1899,,,299180
Hong Kong,HKG,1900,,,310113
Hong Kong,HKG,1901,,,321445
Hong Kong,HKG,1902,,,332485
Hong Kong,HKG,1903,,,344633
Hong Kong,HKG,1904,,,357225
Hong Kong,HKG,1905,,,370276
Hong Kong,HKG,1906,,,383805
Hong Kong,HKG,1907,,,396644
Hong Kong,HKG,1908,,,411136
Hong Kong,HKG,1909,,,426157
Hong Kong,HKG,1910,,,441726
Hong Kong,HKG,1911,,,457475
Hong Kong,HKG,1912,,,474189
Hong Kong,HKG,1913,,,492280
Hong Kong,HKG,1914,,,511889
Hong Kong,HKG,1915,,,533151
Hong Kong,HKG,1916,,,555429
Hong Kong,HKG,1917,,,578723
Hong Kong,HKG,1918,,,602920
Hong Kong,HKG,1919,,,628154
Hong Kong,HKG,1920,,,637575
Hong Kong,HKG,1921,,,642958
Hong Kong,HKG,1922,,,649687
Hong Kong,HKG,1923,,,673575
Hong Kong,HKG,1924,,,702846
Hong Kong,HKG,1925,,,716977
Hong Kong,HKG,1926,,,726734
Hong Kong,HKG,1927,,,736155
Hong Kong,HKG,1928,,,761389
Hong Kong,HKG,1929,,,793688
Hong Kong,HKG,1930,,,822959
Hong Kong,HKG,1931,,,861988
Hong Kong,HKG,1932,,,896306
Hong Kong,HKG,1933,,,931297
Hong Kong,HKG,1934,,,953166
Hong Kong,HKG,1935,,,975035
Hong Kong,HKG,1936,,,1088756
Hong Kong,HKG,1937,,,1261355
Hong Kong,HKG,1938,,,1517731
Hong Kong,HKG,1939,,,1687302
Hong Kong,HKG,1940,,,1741134
Hong Kong,HKG,1941,,,1697665
Hong Kong,HKG,1942,,,1636028
Hong Kong,HKG,1943,,,1617861
Hong Kong,HKG,1944,,,1599896
Hong Kong,HKG,1945,,,1582131
Hong Kong,HKG,1946,,,1637644
Hong Kong,HKG,1947,,,1715901
Hong Kong,HKG,1948,,,1819191
Hong Kong,HKG,1949,,,1894556
Hong Kong,HKG,1950,,,1974000
Hong Kong,HKG,1951,,,2058000
Hong Kong,HKG,1952,,,2150000
Hong Kong,HKG,1953,,,2251000
Hong Kong,HKG,1954,,,2359000
Hong Kong,HKG,1955,,,2473000
Hong Kong,HKG,1956,,,2591000
Hong Kong,HKG,1957,,,2710000
Hong Kong,HKG,1958,,,2828000
Hong Kong,HKG,1959,,,2941000
Hong Kong,HKG,1960,,,3046000
Hong Kong,HKG,2017,,,7306000
Hong Kong,HKG,2018,,,7372000
Hong Kong,HKG,2019,,,7436000
Hungary,HUN,1961,85.0346553715826,1857.5,10030000
Hungary,HUN,1962,95.1540832049307,2042.3,10063000
Hungary,HUN,1963,105.665062560154,2041.6,10097000
Hungary,HUN,1964,115.041243046231,2111.7,10133000
Hungary,HUN,1965,121.449607955632,2320.6,10170000
Hungary,HUN,1966,127.837320574163,2401.7,10208000
Hungary,HUN,1967,128.199424736338,2491.5,10249000
Hungary,HUN,1968,127.620510850778,2576.3,10290000
Hungary,HUN,1969,128.088461538462,2986,10329000
Hungary,HUN,1970,130.841517427306,2538.2,10366000
Hungary,HUN,1971,129.315200617284,3132,10398000
Hungary,HUN,1972,125.294572146031,3339.8,10426000
Hungary,HUN,1973,122.733771251932,3593.6,10454000
Hungary,HUN,1974,121.585104308832,3825.8,10486000
Hungary,HUN,1975,121.173946957878,3902.7,10527000
Hungary,HUN,1976,119.426389976507,3686.2,10578000
Hungary,HUN,1977,117.868270558075,4106.5,10637000
Hungary,HUN,1978,114.896948077685,4460.4,10693000
Hungary,HUN,1979,113.275759380584,4131.9,10735000
Hungary,HUN,1980,110.308334991048,4806.1,10754000
Hungary,HUN,1981,109.147286821705,4619.6,10746000
Hungary,HUN,1982,110.251046025105,5177.9,10716000
Hungary,HUN,1983,110.778884462151,4734.3,10669000
Hungary,HUN,1984,110.232743186791,5401.2,10617000
Hungary,HUN,1985,109.843129467832,5158.8,10566000
Hungary,HUN,1986,106.974023398771,4960.8,10519000
Hungary,HUN,1987,105.996434231379,4980.3,10475000
Hungary,HUN,1988,104.485148514851,5224.6,10435000
Hungary,HUN,1989,99.7387173396675,5472.8,10402000
Hungary,HUN,1990,97.7443609022556,4520.8,10377000
Hungary,HUN,1991,181.789952531646,5486.2,10363000
Hungary,HUN,1992,194.0109658372,3646,10359000
Hungary,HUN,1993,193.976411120472,3085.3,10359000
Hungary,HUN,1994,194.040850705412,3968.8,10358000
Hungary,HUN,1995,191.843528922181,4064.2,10349000
Hungary,HUN,1996,191.675327374766,3999.6,10332000
Hungary,HUN,1997,191.390041493776,4785.7,10308000
Hungary,HUN,1998,191.471259597427,4554.2,10280000
Hungary,HUN,1999,191.692627206646,4706.2,10249000
Hungary,HUN,2000,246.210343328987,3632.7,10221000
Hungary,HUN,2001,249.109856708641,4884.9,10193000
Hungary,HUN,2002,252.225358228398,3963.2,10167000
Hungary,HUN,2003,255.840765716772,3038.9,10141000
Hungary,HUN,2004,258.903871248369,5589.9,10114000
Hungary,HUN,2005,261.849597913497,5526.6,10086000
Hungary,HUN,2006,,5097.3,10056000
Hungary,HUN,2007,,3492,10024000
Hungary,HUN,2008,,5800.2,9992000
Hungary,HUN,2009,,4715.2,9959000
Hungary,HUN,2010,,4719,9927000
Hungary,HUN,2011,,5105.1,9896000
Hungary,HUN,2012,,3761.1,9864000
Hungary,HUN,2013,,4831.5,9834000
Hungary,HUN,2014,,5897,9805000
Hungary,HUN,2015,,5243.4,9778000
Hungary,HUN,2016,,5099.2,9753000
Hungary,HUN,1800,,,3499771
Hungary,HUN,1801,,,3529548
Hungary,HUN,1802,,,3559579
Hungary,HUN,1803,,,3589865
Hungary,HUN,1804,,,3620408
Hungary,HUN,1805,,,3651212
Hungary,HUN,1806,,,3682278
Hungary,HUN,1807,,,3713608
Hungary,HUN,1808,,,3745204
Hungary,HUN,1809,,,3777070
Hungary,HUN,1810,,,3814221
Hungary,HUN,1811,,,3846440
Hungary,HUN,1812,,,3878698
Hungary,HUN,1813,,,3910994
Hungary,HUN,1814,,,3943326
Hungary,HUN,1815,,,3975693
Hungary,HUN,1816,,,4008094
Hungary,HUN,1817,,,4040526
Hungary,HUN,1818,,,4072988
Hungary,HUN,1819,,,4105480
Hungary,HUN,1820,,,4137998
Hungary,HUN,1821,,,4170542
Hungary,HUN,1822,,,4203110
Hungary,HUN,1823,,,4235701
Hungary,HUN,1824,,,4268312
Hungary,HUN,1825,,,4300942
Hungary,HUN,1826,,,4333590
Hungary,HUN,1827,,,4366253
Hungary,HUN,1828,,,4398929
Hungary,HUN,1829,,,4431618
Hungary,HUN,1830,,,4464317
Hungary,HUN,1831,,,4497023
Hungary,HUN,1832,,,4529970
Hungary,HUN,1833,,,4563157
Hungary,HUN,1834,,,4596588
Hungary,HUN,1835,,,4630264
Hungary,HUN,1836,,,4664186
Hungary,HUN,1837,,,4698357
Hungary,HUN,1838,,,4732779
Hungary,HUN,1839,,,4767452
Hungary,HUN,1840,,,4802380
Hungary,HUN,1841,,,4837448
Hungary,HUN,1842,,,4872658
Hungary,HUN,1843,,,4908009
Hungary,HUN,1844,,,4943501
Hungary,HUN,1845,,,4979136
Hungary,HUN,1846,,,5014912
Hungary,HUN,1847,,,5050831
Hungary,HUN,1848,,,5086893
Hungary,HUN,1849,,,5123097
Hungary,HUN,1850,,,5159444
Hungary,HUN,1851,,,5195787
Hungary,HUN,1852,,,5232272
Hungary,HUN,1853,,,5268898
Hungary,HUN,1854,,,5305666
Hungary,HUN,1855,,,5342575
Hungary,HUN,1856,,,5379627
Hungary,HUN,1857,,,5416821
Hungary,HUN,1858,,,5454157
Hungary,HUN,1859,,,5491635
Hungary,HUN,1860,,,5529257
Hungary,HUN,1861,,,5566679
Hungary,HUN,1862,,,5604013
Hungary,HUN,1863,,,5641256
Hungary,HUN,1864,,,5678406
Hungary,HUN,1865,,,5715459
Hungary,HUN,1866,,,5752414
Hungary,HUN,1867,,,5789268
Hungary,HUN,1868,,,5826018
Hungary,HUN,1869,,,5862662
Hungary,HUN,1870,,,5899196
Hungary,HUN,1871,,,5935618
Hungary,HUN,1872,,,5971925
Hungary,HUN,1873,,,6009025
Hungary,HUN,1874,,,6044984
Hungary,HUN,1875,,,6080783
Hungary,HUN,1876,,,6116417
Hungary,HUN,1877,,,6151997
Hungary,HUN,1878,,,6186964
Hungary,HUN,1879,,,6221709
Hungary,HUN,1880,,,6256649
Hungary,HUN,1881,,,6291253
Hungary,HUN,1882,,,6326584
Hungary,HUN,1883,,,6362113
Hungary,HUN,1884,,,6397368
Hungary,HUN,1885,,,6434176
Hungary,HUN,1886,,,6472078
Hungary,HUN,1887,,,6508480
Hungary,HUN,1888,,,6548178
Hungary,HUN,1889,,,6589164
Hungary,HUN,1890,,,6631452
Hungary,HUN,1891,,,6675058
Hungary,HUN,1892,,,6719998
Hungary,HUN,1893,,,6766286
Hungary,HUN,1894,,,6813938
Hungary,HUN,1895,,,6862970
Hungary,HUN,1896,,,6913173
Hungary,HUN,1897,,,6963517
Hungary,HUN,1898,,,7014002
Hungary,HUN,1899,,,7064627
Hungary,HUN,1900,,,7115393
Hungary,HUN,1901,,,7166298
Hungary,HUN,1902,,,7217262
Hungary,HUN,1903,,,7268322
Hungary,HUN,1904,,,7319467
Hungary,HUN,1905,,,7370697
Hungary,HUN,1906,,,7422286
Hungary,HUN,1907,,,7473380
Hungary,HUN,1908,,,7525687
Hungary,HUN,1909,,,7580569
Hungary,HUN,1910,,,7638063
Hungary,HUN,1911,,,7695665
Hungary,HUN,1912,,,7760666
Hungary,HUN,1913,,,7809304
Hungary,HUN,1914,,,7841410
Hungary,HUN,1915,,,7856811
Hungary,HUN,1916,,,7872242
Hungary,HUN,1917,,,7887704
Hungary,HUN,1918,,,7903494
Hungary,HUN,1919,,,7919241
Hungary,HUN,1920,,,7956033
Hungary,HUN,1921,,,8012197
Hungary,HUN,1922,,,8086390
Hungary,HUN,1923,,,8153929
Hungary,HUN,1924,,,8219139
Hungary,HUN,1925,,,8289007
Hungary,HUN,1926,,,8362867
Hungary,HUN,1927,,,8436395
Hungary,HUN,1928,,,8502936
Hungary,HUN,1929,,,8567814
Hungary,HUN,1930,,,8635353
Hungary,HUN,1931,,,8702559
Hungary,HUN,1932,,,8768767
Hungary,HUN,1933,,,8833977
Hungary,HUN,1934,,,8900518
Hungary,HUN,1935,,,8966394
Hungary,HUN,1936,,,9028942
Hungary,HUN,1937,,,9089495
Hungary,HUN,1938,,,9149714
Hungary,HUN,1939,,,9209601
Hungary,HUN,1940,,,9268490
Hungary,HUN,1941,,,9324717
Hungary,HUN,1942,,,9376286
Hungary,HUN,1943,,,9427190
Hungary,HUN,1944,,,9303424
Hungary,HUN,1945,,,9170342
Hungary,HUN,1946,,,9031271
Hungary,HUN,1947,,,9075854
Hungary,HUN,1948,,,9145056
Hungary,HUN,1949,,,9231135
Hungary,HUN,1950,,,9338000
Hungary,HUN,1951,,,9481000
Hungary,HUN,1952,,,9598000
Hungary,HUN,1953,,,9693000
Hungary,HUN,1954,,,9769000
Hungary,HUN,1955,,,9828000
Hungary,HUN,1956,,,9876000
Hungary,HUN,1957,,,9913000
Hungary,HUN,1958,,,9945000
Hungary,HUN,1959,,,9973000
Hungary,HUN,1960,,,10001000
Hungary,HUN,2017,,,9730000
Hungary,HUN,2018,,,9708000
Hungary,HUN,2019,,,9685000
IBRD only,,1961,17.7799229574059,1155.61631826591,
IBRD only,,1962,19.0490314423427,1218.7785735017,
IBRD only,,1963,20.4764697571239,1290.62532243236,
IBRD only,,1964,21.9554723396066,1331.47123673866,
IBRD only,,1965,23.5274392446808,1336.49221189673,
IBRD only,,1966,25.4009290787592,1390.63249563816,
IBRD only,,1967,27.4051202602122,1469.36434158404,
IBRD only,,1968,29.4012395692724,1464.13951932446,
IBRD only,,1969,31.4554363567615,1481.1132050347,
IBRD only,,1970,31.9352992865417,1594.06652194288,
IBRD only,,1971,34.6789467841986,1656.12317103481,
IBRD only,,1972,37.6095454631856,1629.19534081347,
IBRD only,,1973,40.7238323042084,1681.14493875202,
IBRD only,,1974,44.1208148243987,1729.68426548663,
IBRD only,,1975,49.6253090960385,1811.57290527888,
IBRD only,,1976,53.436686771198,1839.08235286847,
IBRD only,,1977,57.9175373314795,1849.76049790838,
IBRD only,,1978,63.4515325293187,1979.51991585721,
IBRD only,,1979,69.5684938925281,1996.42984211997,
IBRD only,,1980,74.6136695345606,2034.23927045204,
IBRD only,,1981,79.883441028041,2120.70096668893,
IBRD only,,1982,82.3208017879805,2243.11639955283,
IBRD only,,1983,,2336.98999676365,
IBRD only,,1984,,2460.65347790288,
IBRD only,,1985,,2424.18205021034,
IBRD only,,1986,,2463.13081949584,
IBRD only,,1987,,2487.96605968429,
IBRD only,,1988,,2554.29405833063,
IBRD only,,1989,,2636.41387680981,
IBRD only,,1990,,2742.31330764155,
IBRD only,,1991,,2766.008288592,
IBRD only,,1992,111.950214426732,2579.78696012449,
IBRD only,,1993,112.550842001677,2645.53424627378,
IBRD only,,1994,114.83095875149,2620.50655230143,
IBRD only,,1995,114.734136218153,2673.61448383001,
IBRD only,,1996,115.862279479023,2777.32740772292,
IBRD only,,1997,117.69330499101,2877.2548500051,
IBRD only,,1998,119.290383367761,2911.37460997929,
IBRD only,,1999,122.083349240849,2959.08409371934,
IBRD only,,2000,128.652224403666,2860.960498765,
IBRD only,,2001,,3010.85514846383,
IBRD only,,2002,,2994.71028929525,
IBRD only,,2003,,3026.51976367598,
IBRD only,,2004,,3156.85704847204,
IBRD only,,2005,,3167.90555055357,
IBRD only,,2006,,3232.52176249413,
IBRD only,,2007,,3282.00382211841,
IBRD only,,2008,,3501.11763896767,
IBRD only,,2009,,3434.27067601192,
IBRD only,,2010,,3516.35364480877,
IBRD only,,2011,,3689.73742311881,
IBRD only,,2012,,3697.85140842894,
IBRD only,,2013,,3846.95737750169,
IBRD only,,2014,,3890.45693479571,
IBRD only,,2015,,3914.20616232072,
IBRD only,,2016,,3998.03451180921,
IDA & IBRD total,,1961,14.0534569772499,1120.81110861787,
IDA & IBRD total,,1962,15.0580529060087,1169.92842814565,
IDA & IBRD total,,1963,16.0961002923328,1232.712334238,
IDA & IBRD total,,1964,17.1744034320063,1266.15851853951,
IDA & IBRD total,,1965,18.2970644715678,1263.63586953319,
IDA & IBRD total,,1966,19.9076415732214,1302.22331823141,
IDA & IBRD total,,1967,21.4274261617319,1378.4492078998,
IDA & IBRD total,,1968,22.9885650664727,1380.99495710101,
IDA & IBRD total,,1969,24.5740041026387,1389.60723841758,
IDA & IBRD total,,1970,25.2087262158056,1479.14773391814,
IDA & IBRD total,,1971,27.4691460069395,1531.94116829837,
IDA & IBRD total,,1972,30.2288464707674,1516.47042297821,
IDA & IBRD total,,1973,32.3957658266371,1557.70053322589,
IDA & IBRD total,,1974,35.322180731114,1612.66183415679,
IDA & IBRD total,,1975,39.6246810100394,1690.45395207275,
IDA & IBRD total,,1976,42.7532174820191,1706.41356767314,
IDA & IBRD total,,1977,46.7671242858345,1720.98050662706,
IDA & IBRD total,,1978,51.4312171088156,1830.54160375634,
IDA & IBRD total,,1979,56.4646694866319,1849.34856373634,
IDA & IBRD total,,1980,60.1730958841244,1893.71667575108,
IDA & IBRD total,,1981,64.8923974342448,1979.67700235083,
IDA & IBRD total,,1982,66.8840206655017,2068.3798249177,
IDA & IBRD total,,1983,69.5643311161363,2148.21106557999,
IDA & IBRD total,,1984,71.821362237937,2228.89788210511,
IDA & IBRD total,,1985,74.8979880390019,2196.88836327282,
IDA & IBRD total,,1986,78.0437277975421,2223.89276660517,
IDA & IBRD total,,1987,80.9370619470181,2236.46084174815,
IDA & IBRD total,,1988,83.8989427090447,2289.6649082042,
IDA & IBRD total,,1989,87.3262591763839,2345.7095954764,
IDA & IBRD total,,1990,89.1929081438918,2426.63232104338,
IDA & IBRD total,,1991,90.1809674828912,2436.35700082546,
IDA & IBRD total,,1992,97.3043194458076,2334.40715828735,
IDA & IBRD total,,1993,97.3090116948816,2402.88443499033,
IDA & IBRD total,,1994,98.8465361880767,2342.47024147451,
IDA & IBRD total,,1995,98.8968349225458,2401.71486149966,
IDA & IBRD total,,1996,99.918113347331,2493.64785240435,
IDA & IBRD total,,1997,101.513455656407,2556.0851515555,
IDA & IBRD total,,1998,103.277823268521,2586.74702930475,
IDA & IBRD total,,1999,,2642.81055310304,
IDA & IBRD total,,2000,,2579.73517819578,
IDA & IBRD total,,2001,,2698.06850807033,
IDA & IBRD total,,2002,,2682.89586582463,
IDA & IBRD total,,2003,,2684.70174780962,
IDA & IBRD total,,2004,,2821.01581028109,
IDA & IBRD total,,2005,,2801.03135753269,
IDA & IBRD total,,2006,,2877.64076195212,
IDA & IBRD total,,2007,,2927.68062649073,
IDA & IBRD total,,2008,,3085.39054202078,
IDA & IBRD total,,2009,,3071.88778707275,
IDA & IBRD total,,2010,,3108.58993582376,
IDA & IBRD total,,2011,,3246.25886183216,
IDA & IBRD total,,2012,,3275.59923282681,
IDA & IBRD total,,2013,,3367.63737678889,
IDA & IBRD total,,2014,,3411.85114665408,
IDA & IBRD total,,2015,,3457.84129224718,
IDA & IBRD total,,2016,,3479.08103448459,
IDA blend,,1961,4.31479746409803,819.642042489156,
IDA blend,,1962,4.504222242115,841.307604075687,
IDA blend,,1963,4.56414401877615,838.697356726265,
IDA blend,,1964,4.5836048997992,818.482480984717,
IDA blend,,1965,4.54942652147165,801.820052905061,
IDA blend,,1966,5.16468450075621,757.561126515352,
IDA blend,,1967,5.60658802447164,850.56755574737,
IDA blend,,1968,5.88750737835957,910.979523558358,
IDA blend,,1969,6.26806052152389,883.13587359863,
IDA blend,,1970,7.16896990671124,957.833105181369,
IDA blend,,1971,7.7849428082216,972.565703741027,
IDA blend,,1972,9.36272527726432,1031.68675273298,
IDA blend,,1973,8.68915598645328,970.09122416846,
IDA blend,,1974,9.87981916914712,1169.68853968656,
IDA blend,,1975,10.5126880980046,1209.7257632121,
IDA blend,,1976,12.5538797751355,1138.18788815755,
IDA blend,,1977,15.7985379754677,1260.59409427119,
IDA blend,,1978,18.3760454473726,1221.21311804196,
IDA blend,,1979,20.8054842023117,1291.8977335658,
IDA blend,,1980,21.5472087425012,1325.72478806863,
IDA blend,,1981,25.4208641820524,1600.05440518787,
IDA blend,,1982,25.9270351634027,1559.30280164087,
IDA blend,,1983,29.9030545572036,1504.11879151347,
IDA blend,,1984,30.6347608930635,1353.49175718562,
IDA blend,,1985,29.5852596815615,1472.59565145539,
IDA blend,,1986,31.3369168793797,1509.31259239389,
IDA blend,,1987,33.8708981583843,1366.04557226385,
IDA blend,,1988,37.3894203254027,1500.18447402728,
IDA blend,,1989,40.0262470724419,1489.21664842041,
IDA blend,,1990,43.5461768856338,1424.85719917365,
IDA blend,,1991,43.2313786128086,1385.67982816767,
IDA blend,,1992,54.5904012864801,1460.63300598601,
IDA blend,,1993,52.1773061583341,1524.16652766946,
IDA blend,,1994,49.0237593081748,1432.89563659116,
IDA blend,,1995,54.6797389089365,1541.9348664454,
IDA blend,,1996,56.7303025507986,1559.33164712775,
IDA blend,,1997,57.5157451750568,1568.57625072261,
IDA blend,,1998,,1640.90458140714,
IDA blend,,1999,,1660.29684330868,
IDA blend,,2000,,1685.30034215905,
IDA blend,,2001,,1710.00364605179,
IDA blend,,2002,,1716.19451134253,
IDA blend,,2003,,1774.51351280799,
IDA blend,,2004,,1863.82577866976,
IDA blend,,2005,,1914.09880647798,
IDA blend,,2006,,1934.90102733459,
IDA blend,,2007,,1948.56701444374,
IDA blend,,2008,,2006.09828365416,
IDA blend,,2009,,2093.70210199267,
IDA blend,,2010,,2033.88526013244,
IDA blend,,2011,,2056.83701953022,
IDA blend,,2012,,2057.65141599975,
IDA blend,,2013,,2062.50040665768,
IDA blend,,2014,,2165.16192592181,
IDA blend,,2015,,2104.16288929299,
IDA blend,,2016,,2130.4663921326,
IDA only,,1961,3.50489780246274,1047.29832864762,
IDA only,,1962,3.85507633417902,1034.07268375465,
IDA only,,1963,4.01424511420652,1073.55225369674,
IDA only,,1964,4.19049110989269,1089.77392507252,
IDA only,,1965,4.40972372627329,1066.71444787512,
IDA only,,1966,4.72875386859237,1019.65495184327,
IDA only,,1967,5.00722101625836,1096.4544069847,
IDA only,,1968,5.33869337902553,1108.3236051582,
IDA only,,1969,5.80713516208588,1128.40558321288,
IDA only,,1970,6.24574808861096,1080.75372739559,
IDA only,,1971,6.35794104544105,1071.38754177351,
IDA only,,1972,7.10864262834641,1063.92017125603,
IDA only,,1973,7.3992052771177,1107.90067002084,
IDA only,,1974,7.67673769810649,1129.83200114176,
IDA only,,1975,8.13577064754738,1182.91521687956,
IDA only,,1976,8.53554353789482,1180.81442962894,
IDA only,,1977,8.93780655287424,1167.60835819484,
IDA only,,1978,9.04434444051171,1211.54962349313,
IDA only,,1979,9.3580792428601,1206.09689037749,
IDA only,,1980,9.75217588167228,1324.61325515894,
IDA only,,1981,10.1111458196878,1330.68920968642,
IDA only,,1982,10.6069947825173,1294.46224409726,
IDA only,,1983,10.7771496110319,1339.76447415436,
IDA only,,1984,10.9555790926452,1290.54067421152,
IDA only,,1985,11.384907492569,1312.52499066399,
IDA only,,1986,11.7676424227892,1316.78388248626,
IDA only,,1987,12.2441401535916,1323.24598921819,
IDA only,,1988,,1348.5282214266,
IDA only,,1989,,1329.55473012726,
IDA only,,1990,,1347.61968059157,
IDA only,,1991,,1359.33193392857,
IDA only,,1992,19.0655633258987,1316.87200248541,
IDA only,,1993,19.1211790989835,1427.22887611764,
IDA only,,1994,19.8759233195561,1302.77327924387,
IDA only,,1995,19.6647844243411,1391.59354595277,
IDA only,,1996,,1463.00697397109,
IDA only,,1997,,1380.55373098228,
IDA only,,1998,,1449.03864351488,
IDA only,,1999,,1553.49195803339,
IDA only,,2000,,1595.69551379097,
IDA only,,2001,,1614.16930182422,
IDA only,,2002,,1641.9733737049,
