season_title,episode_num,episode_title,air_date,IMDB_rating,total_votes,desc
Wild Force,27,Unfinished Business,9/14/2002,7.8,48,Merrick must confront a demon from his past when Zen-Aku returns to claim his soul.
Wild Force,28,Homecoming,9/14/2002,6.7,40,"Cole must protect Kite, a young boy alone in the city, as Mandilok, the new Org General, discovers a taste for new buildings."
Wild Force,29,The Flute,9/21/2002,6.3,44,"Princess Shayla and Merrick argue as the Flute Org's music ruins their song, causing the Rangers to dance uncontrollably."
Wild Force,30,Team Carnival,9/21/2002,7.2,41,"While Max and Taylor help Kite look for his home, they are attacked by Jindrax and his brother Juggelo at an amusement park."
Wild Force,31,Taming of the Zords,9/28/2002,6.3,43,The Lion Tamer Org takes control of the Wild Zords and turns them against the Rangers.
Wild Force,32,Monitoring Earth,9/28/2002,6.6,42,Kite finally remembers his past as he grows dissatisfied with mankind's disregard for nature.
Wild Force,33,The Soul of Humanity,10/5/2002,7.3,55,"Without Princess Shayla or the Wild Zords, the Rangers still refuse to give up in their fight to save the world."
Wild Force,34,Forever Red,10/5/2002,9.3,314,"Some of King Mondo's generals survived. They're preparing to attack Earth again. Andros (Power Rangers in Space) finds out about the impending attack, and contact Tommy. Tommy gathers 9 Red Rangers and The quantum ranger from the past decade stop them."
Wild Force,35,The Master's Herald: Part 1,10/19/2002,7.4,45,The Duke Org Onikage arrives in the Nexus with a plan to infiltrate the Rangers' Animarium and capture Princess Shayla.
Wild Force,36,The Master's Herald: Part 2,10/19/2002,7.5,44,The Power Rangers fight across dimensions to try and rescue Princess Shayla from the returning Master Org.
Wild Force,37,Fishing for a Friend,11/2/2002,7.5,39,"The Rangers receive help from an unlikely source in their battle against the powerful Locomotive Org, as Jindrax plots to bring back his friend."
Wild Force,38,Sealing the Nexus,11/2/2002,8.4,54,Jindrax and Toxica team up with the Rangers in order to rescue the Princess and destroy the Nexus once and for all.
Wild Force,39,The End of the Power Rangers: Part 1,11/16/2002,9,64,"With no more villains to fight, the Rangers realize that their time as super heroes is finally at an end. Meanwhile, in the remains of the Nexus, a new threat emerges to threaten the Earth and the Animarium."
Wild Force,40,The End of the Power Rangers: Part 2,11/16/2002,8.1,68,Master Org's destruction of nature continues unchecked while the Power Rangers fight a last desperate battle for the Earth. Good and evil collide in a final battle between the forces of Animaria and the Orgs.
Ninja Storm,1,Prelude to a Storm,2/15/2003,7.5,84,Three tardy students are Earth's only hope after a force from outer space targets all secret ninja academies.
Ninja Storm,2,There's No 'I' in Team,2/15/2003,7,58,"Self-reliant Shane can't grasp the value of working within a team over working alone, so Sensei allows him to have his way and learn the hard way."
Ninja Storm,3,Beauty and the Beach,2/22/2003,6.2,54,"Marah and Kapri target Tori, capturing her in an alien camera while sending a duplicate of her to find Ninja Ops through an unwary Dustin and Shane."
Ninja Storm,4,Looming Thunder,3/1/2003,6.8,52,"Dustin meets two kindred spirits at a motocross race, not realizing they're actually in the employ of Lothor with long-range plans against the Rangers."
Ninja Storm,5,Thunder Strangers: Part I,3/8/2003,7.8,59,"Dustin only now realizes he's lost his backpack with Cam's disc inside, but the kicker is that the Thunder Rangers have long had it and can now thwart the Power Rangers' every move."
Ninja Storm,6,Thunder Strangers: Part II,3/15/2003,7.5,50,"The Thunder Rangers continue to exhibit contradictory actions - attacking, rescuing, retreating - but eventually discover the secret location of Ninja Ops."
Ninja Storm,7,Thunder Strangers: Part III,3/22/2003,7.5,50,"To break through Sensei's energy barrier, Thunder Rangers seek the Gem of Souls in the Mountain of Lost Ninjas, with Wind Rangers and the mountain's walking dead at their heels."
Ninja Storm,8,Nowhere to Grow,3/29/2003,6.6,48,"A carnivorous plant threatens the city, and Cam chafes at always being kept at Ops."
Ninja Storm,9,"Snip It, Snip It Good",9/19/2003,6.6,49,"Tori must use her ""inner ninja"" to find a Jade Turtle while Shane and Dustin are at each other's throats thanks to a scissor-handed alien who makes it impossible for people to agree."
Ninja Storm,10,Return of Thunder: Part I,4/12/2003,7.2,52,"The Thunder Rangers enter back into the lives of the Wind Rangers, but it's ""dǸja vu all over again"" thanks to Choobo."
Ninja Storm,11,Return of Thunder: Part II,4/19/2003,7.3,50,"As global temperatures plummet, Wind and Thunder Rangers battle it out on a remote, deserted island."
Ninja Storm,12,Return of Thunder: Part III,4/26/2003,7.1,51,"On a sinking island, Choobo reinforces Hunter's imposed madness that keeps him fixated upon exacting ultimate vengeance on Blake. Meanwhile, the Rangers take a proactive approach, believing Hunter needs to know who his friends are."
Ninja Storm,13,Return of Thunder: Part IV,5/3/2003,7.2,50,"Permanently banished by Lothor under threat of death, Choobo takes out his displeasure on the Thunder Rangers who, otherwise, have a decision to make."
Ninja Storm,14,Boxing Bopp-a-roo,5/10/2003,6.2,46,Alpha males Shane and Hunter have leadership issues between them while Lothor sends a motor-mouth metal marsupial to box in the Rangers' ears.
Ninja Storm,15,Pork Chopped,5/16/2003,6.6,48,"Tori misuses her ninja powers to attend two separate outings, both ruined by Kalzaks and General Trayf from the planet Hamhock."
Ninja Storm,16,The Samurai's Journey: Part I,5/23/2003,7.5,49,An illusionary master drains the Rangers of their energy before putting them in a dimension where they can't tell friend from foe. Cam makes a desperate move to save them all.
Ninja Storm,17,The Samurai's Journey: Part II,5/31/2003,7.8,49,"Journeying into the past, Cam encounters several revelations about his family at the academy while seeking a power to help the depleted Rangers in the present."
Ninja Storm,18,The Samurai's Journey: Part III,6/7/2003,6.8,48,"Lothor's mosquito-like alien puts the nip on Cam, who slowly starts transforming into an insect as the Rangers deal with four additional monsters around the city."
Ninja Storm,19,Scent of a Ranger,6/14/2003,6.3,46,What up with Cam? Has the straight-laced newest Ranger snapped from working too hard? Now he's talkin' all slang and playing around. Not good when there's a new villainess in town turning citizens into perfume.
Ninja Storm,20,I Love Lothor,6/21/2003,7,50,"To improve Lothor's personal ratings, Marah and Kapri hire an alien TV producer who uses subliminal signals and a potent love potion to sway the public with a new sit-com starring Lothor."
Ninja Storm,21,Good Will Hunter,6/28/2003,5.6,50,Hunter tries being a big brother to a resistant little fatherless kid while Marah and Kapri try to retrieve Lothor's Personal Alien Manager (PAM) that they mistakenly traded on the Internet.
Ninja Storm,22,All About Beevil,7/5/2003,7.3,50,"Low-spirits draw two arch enemies together with the possibility of romance not far off - Yellow Ranger Dustin and Lothor's niece Marah. To the other Rangers, this is just wrong, worrisome and dangerous - but are they right?"
Ninja Storm,23,Sensei Switcheroo,7/26/2003,6.5,46,Cam's attempt to use the Samurai Amulet to return his father to human form causes personality switches between Sensei and the Rangers.
Ninja Storm,24,Tongue and Cheek,8/2/2003,7,49,"Dustin protects Kelly's store from vandals as the Yellow Ranger and becomes a local celebrity, causing problems. Things turn Grimm when the Brothers Bradley visit their ailing grandmother in the woods."
Ninja Storm,25,Brothers in Arms,8/2/2003,7,47,The Dr. Jekyll/Mr. Hyde tale gets retold when a self-absorbed mechanic creates a machine that produces an evil alter-ego who turns one of the Power Rangers into a personal power battery.
Ninja Storm,26,Shane's Karma: Part I,9/8/2003,7.7,49,"Two aliens in a cat and mouse chase come to Earth. The first wants to return a favor to Shane, the other wants to prevent it, and only Lothor understands what's at stake."
Ninja Storm,27,Shane's Karma: Part II,8/9/2003,7.8,51,"Though mortal enemies, Lothor and Vexacus strike a deal to work together for mutual benefit, and as Skyla's time grows short, she endeavors to be near Shane when it's her time to pass on."
Ninja Storm,28,Shimazu Returns: Part I,8/16/2003,7.6,47,A fight in the artifact room of the Museum of Asian History awakens the spirit of an ancient warlord who uses werewolf-like creatures called Wolfblades to terrorize people.
Ninja Storm,29,Shimazu Returns: Part II,8/23/2003,7.2,46,"Cam examines the artifact and determines that, to open the portal it describes, the Rangers must become temporarily powerless."
Ninja Storm,30,The Wild Wipeout,9/20/2003,7.9,51,Tori is transported to another dimension where the Rangers are evil. She teams up with Lothor and his forces to defeat the Rangers and restore peace to the city.
Ninja Storm,31,Double-Edged Blake,9/27/2003,7.7,43,"Tori discovers Blake's been seeing another woman in secret. Meanwhile, Lothor takes a decisive step in getting more serious about dealing with the Rangers."
Ninja Storm,32,Eye of the Storm,9/27/2003,7.2,47,"Lothor's newest alien monster spreads panic through the city via collars of fear, but Shane's already trembling over the impending visit of his disapproving much older brother."
Ninja Storm,33,General Deception: Part I,10/4/2003,7.5,46,"As Tori drives the boys to their two-day camping trip, two of Lothor's officers decide to make themselves look better by making Zurgane look worse."
Ninja Storm,34,General Deception: Part II,10/4/2003,6.9,44,"As Zurgane stands poised at last for a final victory over the Power Rangers, a couple of allies await his downfall."
Ninja Storm,35,A Gem of a Day,10/18/2003,6.7,43,Hunter's been holding out on the other Rangers. Not all the fragments of the Gem of Souls were thrown into the ocean. Vexacus senses this and wants what's left.
Ninja Storm,36,Down and Dirty,10/18/2003,6.9,42,"While a track incident puts once close-knit brothers Blake and Hunter at odds with each other, sisters Marah and Kapri surprise everyone by recruiting Shimazu and attacking the Rangers with Zords of their own."
Ninja Storm,37,Storm Before the Calm: Part I,11/15/2003,7.6,46,"With the Scroll of Destiny to guide him, Lothor finally brings about what he's desired most for a long time - the beginning of the end of the Power Rangers."
Ninja Storm,38,Storm Before the Calm: Part II,11/15/2003,7.7,50,"With the Ranger Zords destroyed, Lothor finally opens the Abyss of Evil and leads all his formerly defeated alien ninjas back from the dead to attack the Rangers en masse."
Dino Thunder,1,Day of the Dino: Part I,2/14/2004,7.6,122,Mild-mannered Dr. Tommy Oliver barely escapes the island alive and becomes a high school teacher a couple years later. Among his students are three kids who come from different worlds. Conner is a cocky soccer player who is very popular jock. Ethan is a computer whiz who dreams of being the next Bill Gates. Kira is the lead singer of her band and has plenty of attitude. The three end up getting detention with Dr. Oliver who takes them to a museum. He tells them what he wants them to do to get out of detention while he goes to get information on the museum. They get ...
Dino Thunder,2,Day of the Dino: Part II,2/14/2004,7.8,119,"Dr. Oliver explains the significance of the gems to a bewildered Conner and Ethan and takes them along with him to save Kira. Kira finds herself in a lab of sorts and meets a strange reptilian creature who demands the gems. She tells him where they are and is turned over to Elsa and Zeltrax who are ordered to destroy her. Fortunately, she escapes and runs into Ethan, Conner, and Dr. Oliver and battle the Tyrano-drones and Zeltrax. The next day, Zeltrax attacks the city, and the power rangers obtain their zords."
Dino Thunder,3,Wave Goodbye,2/20/2004,7.2,77,"Conner decides after missing a great opportunity that he doesn't want to be a power ranger as it will interfere with his goals in life. Meanwhile, Ethan and Dr. Oliver find some experiments from the island that prove to be most useful to the rangers. Conner must decide what's most important to him. Mesagog forms a plan to take care of Dr. Oliver."
Dino Thunder,4,Legacy of Power,2/28/2004,8.3,113,"Dr. Oliver is captured and held prisoner in Mesogog's lair, leaving the rangers wondering what to do. The history of the power rangers is revealed to them and they find that they have an ally in an unlikely person."
Dino Thunder,5,Back in Black,3/6/2004,7.6,77,"Now that the rangers discovered a way to get to Dr. Oliver, they must hurry and save him. Mesogog threatens to destroy Dr. Oliver if he doesn't assist him to retrieve something he'd found, and Tommy flat out refuses, only further angering Mesogog."
Dino Thunder,6,Diva in Distress,3/13/2004,6.8,66,"Pop star Kylee Styles comes to town but not everyone is happy about it. Kira runs into her and is disappointed in her former friend. A conceited Kylee shrugs her off and is met by a monster who steals her youth. The monster runs amok, stealing the youth of Devin and Cassidy as well as countless others. It's Kylee that is affected the most and is ultimately humbled by it thanks in part to Kira."
Dino Thunder,7,Game On,3/20/2004,6.7,64,"Ethan is so obsessed with conquering a computer game that he skips training with the other Rangers. Later, Mesogog sends a creature that traps Ethan inside the game! Kira momentarily joins him when she comes looking for him, and when they escape, they unintentionally bring a few other creatures with them."
Dino Thunder,8,Golden Boy,3/27/2004,7.2,60,"Zeltrax feels that the best creature to destroy the Rangers can only come from him ; he creates Golden Rod who calls him ""father"". He immediately goes after Dr. Oliver on Zeltrax's orders. Meanwhile, Anton Mercer buys the Cyber Cafe so that Trent can run it instead of waiting tables, prompting Dr. Oliver and Trent to talk to one of the town council members to stall his plans. Will the rangers be able to succeed in both endeavors when time is against them?"
Dino Thunder,9,Beneath the Surface,4/3/2004,6.7,62,"Elsa hatches a plan to set up the rangers. She, disguised as Principal Randall, comes along on a field trip with Dr. Oliver's class and pretends to be helpless when the Tyrano-drones come along and create havoc at the dig site. An egg is discovered there and quickly taken to Dr. Oliver's house. As they try to find out more about the egg, Dr. Oliver goes to the site and is intercepted by a very jealous Zeltrax. Meanwhile, to the rangers' horror, a dino zord attacks them as they're trying to battle a monster."
Dino Thunder,10,Ocean Alert,4/10/2004,6.5,59,Tongues wag as the lovely and self-centered TV star Nikki Valentina comes to town to film some episodes for her show. Cassidy is so irked at being shrugged off by Nikki and Devin's adoration for her that she decides to show her up by filming herself doing scenes from the show. Nikki gets the attentions of more than just Ethan and Conner when Zeltrax and Elsa capture her.
Dino Thunder,11,White Thunder: Part 1,4/17/2004,7.7,63,"Trent, dissatisfied with his father's attitude about his drawing as well as his explanation for his many secrets witnesses something incredible. Mesogog, meanwhile, is equally dissatisfied with the progress of Elsa and Zeltrax in releasing something from stone. Later that day, Trent finds a silver bracelet with a glowing white stone attached to it. Before he can react, it binds itself to his wrist, and he can't get it off! Elsa releases a monster to find him, which confuses the Rangers who have no knowledge of the new White Ranger till after he dispatches the monster ..."
Dino Thunder,12,White Thunder: Part 2,4/24/2004,7.6,63,"Trent, trying to make sense of the strange bracelet on his wrist, seems disoriented and isn't himself to say the least. Meanwhile, the Rangers find that there's a large dinozord egg that the White Ranger is obviously intending to use. Ironically, Cassidy, desperate for White Ranger footage, can't seem to stop running into Trent in her pursuit of someone who claims to have what she seeks. Connor and Kira search for the egg before it hatches and find that someone else got to it first. As the Rangers battle for the egg, Mesogog orders Zeltrax and Elsa to find the White ..."
Dino Thunder,13,White Thunder: Part 3,5/1/2004,7.8,64,"The White Ranger is now more formidable than ever with his own zord that's creating havoc all over town. Things get worse when the White Ranger steals a valuable ally of the Rangers and uses it against them. The Rangers are relieved and amazed when the White Ranger is forced to retreat because of the Black Ranger's quick thinking. Despite their victory, the Rangers are feeling so disheartened, knowing that the war is far from over that they can't get it out of their minds. Devin is delighted when he realizes that his camera was facing the White Ranger as he demorphed...."
Dino Thunder,14,Truth and Consequences,5/8/2004,7.7,64,"Trent struggles to find himself as he switches back and forth, and he's not the only one searching. Mesogog and the Rangers are desperate to find out who the White Ranger is, although for different reasons. When Trent quits his job, Kira confronts him and is told his secret. She finds herself torn between her loyalty to the others and her yearning to help him. Mesogog captures Trent and reveals what will happen to him in the end. Determined not to let that happen, Trent makes a difficult decision."
Dino Thunder,15,Leader of the Whack,5/15/2004,7.2,59,"Trent sets out so that he can't harm anyone when he runs into Cassidy and Devin. A meteor crash lands nearby so they go to investigate and are met by Ethan, Kira, and Conner who are less than happy to see Trent. The meteor has startling effects on the rangers as well as a monster, Cassidy, and Devin that makes them act completely different and shows another side of each of them that none of the rangers even knew existed, especially in themselves."
Dino Thunder,16,Burning at Both Ends,5/22/2004,7,60,"A monster, Insectolite, blasts Trent, and he seems to have returned to his old self. So much so that Ethan, Kira, and Connor meet up with Trent who makes a peace offering. Too late, Dr. Oliver realizes it's a trap! He's out of control and helpless to do anything. Insectolite shows up to take care of the rangers while the White and Black Rangers battle. The Rangers end up being more than the White Ranger, the Tyranodrones, and the monster combined so they retreat, leaving the Rangers wondering what Trent/the White Ranger will do next. Hayley hatches a plan using ..."
Dino Thunder,17,The Missing Bone,5/22/2004,7.1,59,"While Dr. Oliver is stuck in ranger-form, he enlists the help of Kira to sort through his lab and throw away stuff he doesn't want. They find a bone that he doesn't want to talk about and locks it away. At the school, Dr. Oliver's position is temporarily filled by a surprising person who takes the students to the dinosaur museum. As the class is walking through the museum, Kira sees a Tyrano-drone and investigates. She is lead to a skull that hypnotizes her into doing whatever it wants, including stealing from a friend to make the creature whole."
Dino Thunder,18,Bully for Ethan,6/12/2004,7.2,60,"Derrick, one of the popular jocks, goes after Ethan and wants to fight him when Ethan stands up to him. Ethan doesn't even flinch but can't meet up with him after school due to setback after setback. Zeltrax, meanwhile, is after the black ranger."
Dino Thunder,19,Lost & Found in Translation,6/13/2004,6.9,65,Conner finds Ethan and Kira at their usual hangout enjoying the new satellite cable that Hayley has hooked up and is frustrated with them. His frustration becomes outrage when they watch an episode of a Japanese show that features the power rangers. Some of the similarities are eerie.
Dino Thunder,20,It's a Mad Mad Mackerel,6/19/2004,6.4,58,"Kira is ecstatic to be an intern at the television station. However, things are not what they seem and not as fun as she thought. Elsa is inspired by the star of one of the television shows and turns him into a monster that turns people into fish bait. His co-star is trapped and berating everyone, including the power rangers. Now, the power rangers have to figure out how to save both TV stars and keep their identities secret at the same time."
Dino Thunder,21,Copy That,7/10/2004,7.4,55,"A monster is released that can copy anything, even the rangers' weapons! Zeltrax is tired of dealing with Trent so he blames him,and Trent is released from the spell that made him evil. Only with help from an unlikely source does he escape, but can the rangers trust him?"
Dino Thunder,22,Triassic Triumph,7/17/2004,7.2,56,"None of the rangers feel that they can trust Trent after all that he's done. Dr. Oliver takes Trent with him to do something important, much to the chagrin of Conner. As the two retrieve something, Kira, Conner, and Ethan have to go into battle. During the battle, Conner keeps having visions of a dark figure in his head which distracts him. They are defeated and find that they have to combine their powers to win."
Dino Thunder,23,A Star Is Torn,7/24/2004,7.1,54,"Kira's excited to get the chance of a lifetime when an agent signs her and wants to help her get her big break! Unfortunately, that involves some major changes for this girl that she's not too thrilled with, and she's not the only one. Meanwhile, troubles arise when the Triassic Power isn't enough. Another unexpected means is required to assist the Rangers as Dr. Oliver and Zeltrax engage in a lethal battle in the skies. Kira follows her heart in a unique way; Ethan meets who may be the girl of his dreams, and it's not who he expects to say the least."
Dino Thunder,24,A Ranger Exclusive,7/31/2004,7,50,"Cassidy decides that she needs more field work to prove herself as a reporter, and things don't turn out the way she'd like. Meanwhile, Mesogog sends a creature to infect the T.V. channel satellite, manipulating it to send a beam to Jupiter in an effort to return Earth's atmosphere to the way it was during the age of the dinosaurs. Connor must battle the evil White Ranger alone, while the others race against time to find the virus/creature. When the virus turns out to be worse than they thought, it works out to the advantage of Cassidy and tests the power of the Red ..."
Dino Thunder,25,Tutenhawken's Curse,8/7/2004,6.7,51,"Ethan accidentally awakens Tutenhawken and is cursed with bad luck. Tutenhawken pursues Cassidy and falls in love with her. As Ethan struggles to free himself of the curse, Tutenhawken runs amok and catches the eye of Mesogog who is puzzled but nonetheless intrigued by him and his appetite for destruction."
Dino Thunder,26,Disappearing Act,8/21/2004,7,50,"A pool of green slime from which Elsa collects a sample, piques Dr. Oliver's curiosity so that he collects some as well to study it. The slime has some unique and powerful properties that make them hesitant to use it to demorph him. The slime demorphs Dr. Oliver in a matter of seconds with a problematic side effect. Meanwhile, Ethan nervously prepares for his date with Cassidy with the help of the other rangers. He gets help with his date, and later in battle when Elsa interrupts, from a friend that shows up unexpectedly."
Dino Thunder,27,Fighting Spirit,8/28/2004,8.6,93,"The rangers are ecstatic when Dr. Oliver reveals that there is a way to restore him. He ignores Hayley's warning and is restored and falls into a coma. As the rangers wait anxiously to hear some news of improvement, the Terrorsaurus monster is reborn and attacks the city. They face him, and he steals their powers, leaving them utterly defenseless. Dr. Oliver, still unconscious, dreams that he meets the Red Zeo, White, and Green Rangers who are seemingly determined to destroy him."
Dino Thunder,28,The Passion of Conner,9/5/2004,7.2,53,"Conner meets the lovely Krista who is trying to save a tree and is determined to woo her. She, on the other hand, is unimpressed and is almost disgusted by his insincerity. Shocked at being rejected and overwhelmed when Dr. Oliver tells him to believe in himself as a ranger, he reflects on his life and actions and wants to change. Conner is furious when Krista is taken prisoner by Zeltrax when he turns her tree into a monster. He pursues them and has to fight Zeltrax alone and rely on his inner strength to see him through."
Dino Thunder,29,Isn't It Lava-ly,9/18/2004,6.5,52,Elsa discovers that there is a dormant volcano under the city and unearths it with the help of an old friend of Dr. Oliver. The rangers must fight him as a monster which proves to be quite a challenge.
Dino Thunder,30,Strange Relations,9/25/2004,7.3,55,"Despite winning a prestigious award for his achievements, Anton Mercer is still haunted by his struggle with Mesogog who is inspired by one of Dr. Mercer's experiments. Meanwhile, the evil White Ranger is literally fighting for survival when he discovers the importance of destroying Trent. Only a face-off between Trent and the White Ranger will fully solve the problem, but who will win? Simultaneously, the Rangers get much more than they bargained for when they are forced to go up against monsters from the past. Unbeknown st to everyone, Elsa is delighted at the ..."
Dino Thunder,31,Thunder Storm: Part 1,10/2/2004,8.3,71,"Kira meets a cute guy who introduces himself as Blake and invites her to watch him race. Lothor frees himself and casts a spell on the Ninja Storm Wind Rangers to make them evil and to help him imprison the students at their school. Cam is horrified when he realizes what happened and calls up a few old friends. Conner, Ethan, and Kira are stunned at the thought of fighting other rangers and find themselves evenly matched."
Dino Thunder,32,Thunder Storm: Part 2,10/9/2004,8.2,67,"Cam hatches a plan to help Shane, Dustin, and Tori, but it won't be easy. Hunter and Blake reluctantly assist him and are almost overwhelmed. The rangers must team up to take on Mesogog and Lothor's armies when they unite against them."
Dino Thunder,33,In Your Dreams,10/16/2004,6.5,53,"Mesogog is irritable after a bad night's sleep which inspires Elsa to attack the rangers in their dreams. One by one, unbeknown st to the rangers, they must defeat the monsters in their dreams in order to survive."
Dino Thunder,34,Drawn into Danger,10/23/2004,7.4,53,"Trent is discouraged by his father's disdain for his drawings so he keeps them hidden. Trent is overjoyed when the author of his favorite comics comes to town to sign autographs and tells him about the drawings and his father's seeming intense dislike for comics. Elsa sees an opportunity and tricks the author into trapping four of the rangers in a comic book in which they are destroyed, leaving Trent to try to find a way to free them before it's too late."
Dino Thunder,35,House of Cards,10/30/2004,7.7,51,"Ethan finds a special trading card when he ""duels"" that Elsa/Principal Randall takes an interest in. She confiscates it and decides to make a monster of it. Dr. Oliver walks in her office as she reveals her true self and they battle. She escapes and releases the creature on the card to fight the rangers. Afterward through a chance encounter, Trent's secret is revealed, much to his dismay."
Dino Thunder,36,A Test of Trust,11/6/2004,6.9,54,"Once all is revealed, Trent is put to the test to see where he stands. Ethan, Kira, and Conner must choose whether or not to trust him. Trent ultimately decides what he must do and not everyone is happy."
Dino Thunder,37,Thunder Struck: Part 1,11/13/2004,7.8,62,"Mesogog frees himself from Anton Mercer and imprisons him. A desperate Trent bargains for his father's life in exchange for the one thing that Mesogog covets the most, but can he be trusted?"
Dino Thunder,38,Thunder Struck: Part II,11/20/2004,7.8,64,"Mesogog's lair was destroyed with Mesogog still inside but it's not time to celebrate yet. An enraged Zeltrax declares war on the rangers like never before and holds Elsa hostage. To make things worse, Cassidy and Devin know their true identities and intend to use it to their advantage. It'll take all that the rangers have to defeat him and end it once and for all and keep from being exposed for what they really are."
S.P.D.,1,Beginnings: Part 1,2/5/2005,7.9,117,"Sky, Syd and Bridge, all B Squad cadets, are about to be promoted to B Squad Power Rangers, which means they'll get morphers. First they have to deal with some street thieves, Jack and Z. Meanwhile, Emperor Gruumm plots his attack on Earth."
S.P.D.,2,Beginnings: Part 2,2/5/2005,8,73,"Cruger's decision to recruit the street thieves as 'B' Squad Power Rangers doesn't fly well with Jack or Sky, and Sky bristles at discovering he's not the Red Ranger."
S.P.D.,3,Confronted,2/12/2005,6.9,56,"Jack isn't used to being in charge and starts to misuse his authority, creating some concern. When Cruger asks if anyone has misgiving about his leadership, Jack's surprised by the squad's response and finds himself, thereafter, relieved of command. Watching as 'B' Squad fends off Gruumm's latest attack, Jack realizes what it really takes to be a leader."
S.P.D.,4,Walls,2/19/2005,6.9,56,"The Rangers foil Grumm's attempt to steal some diamonds. Jack orders Sky to stay and guard the diamonds, until another unit can come out to collect them all. Broodwing launches an attack on the city, Sky leaves his post to help the rangers, leaving the diamonds unprotected."
S.P.D.,5,Dogged,2/26/2005,6.4,56,"Syd regards RIC as an annoying pest for following her around everywhere until he takes a hit for her in battle. Slated for deactivation since his technology is outdated, Sydney entreats techo-geeks Bridge and Boom to perform an emergency upgrade and save this formerly christened ""glorified appliance."" Meanwhile, Gruumm endorses Rhinix's plan to transform humans into energy fluid."
S.P.D.,6,A-Bridged,3/5/2005,7,52,"'A' Squad is officially declared missing in action. Not allowed to leave Earth and learn their fate, 'B' Squad is assigned the lesser task of tracking down an alien bank robber who cuts into banks. T-Top, an aggressive monster with phenomenal slicing abilities, seems the obvious culprit but clues point Bridge elsewhere."
S.P.D.,7,Sam: Part 1,3/12/2005,7,54,"Mora, speaking through her Cindy Sunshine doll, recruits Sam, a lonely Earth boy with teleportation power, into unwittingly helping Emperor Gruumm. Together they enable the monster Bugglesworth to steal an entire building and start turning people into small figurines. Meanwhile, Bridge finds it more than interesting that all five of the Rangers have specials powers - as well as this boy Sam - and begins to wonder if there's a connection of which they're unaware."
S.P.D.,8,Sam: Part 2,3/19/2005,6.9,52,"Commander Cruger reveals the connection that Bridge suspected, tying all the 'B' Squad Rangers to one another, himself to Z, and the Rangers to Sam. Sam, meanwhile, is finding the cruel behavior of Mora, Orange Head and Bugglesworth making it difficult for him to remain their friend - but how can he leave the only friends he's ever known?"
S.P.D.,9,Idol,4/2/2005,7.6,58,"Dru, Sky's old friend from the Academy, returns after being M.I.A. for a year. He was top of the class and set all the records at the Academy but, unknown to SPD, he has changed. He's now a mercenary. When they find out, the Rangers have to bring him in, but Sky, as a betrayed friend, asks for a head start to bring him in alone."
S.P.D.,10,Stakeout,4/9/2005,7.1,54,"It's Syd's birthday, but duty calls (per Jack's orders ) as she and Jack stakeout an engineer who may be visited by an old colleague who's recently escaped from an intergalactic prison. While on assignment, Jack explains why he chose Syd, reveals a touchy detail of his own personal history."
S.P.D.,11,Shadow: Part 1,4/16/2005,7.7,61,"Disturbed by nightmarish daydreams of a battle he once fought against Gruumm, Commander Cruger has become exceedingly cranky and difficult to live with. Emperor Gruumm decides to target Doggie as a way of defeating the Power Rangers and takes on human form for an Earth visit. Piggy becomes rich after finding a discarded winning lottery ticket and opens a restaurant for fellow carrion/garbage-eaters."
S.P.D.,12,Shadow: Part 2,4/23/2005,8,57,"With Kat's capture, the team insists on knowing what's behind Commander Cruger's recent bad attitude. Meanwhile, General Benaag's giant robot finishes planting proton spikes in the ground, relatively harmless if left alone unless influenced by a centralized meganeutron spike. General Benaag himself calls Doggie out, forcing the issue by threatening to demolecularize Kat in an hour if he doesn't show up. With the Rangers battling Benaag's robot, the Shadow Ranger comes forth to add fighting power to S.P.D."
S.P.D.,13,Abandoned,4/30/2005,6.7,52,"Now that Cruger is the Shadow Ranger, 'B' Squad starts to relax, thinking Cruger will be able to defend the city by himself, but Cruger teaches them a hard lesson."
S.P.D.,14,Wired: Part 1,5/7/2005,7.1,50,"Gruumm is getting increasingly frustrated and gives Mora an ultimatum. Meanwhile, some cadets are being evaluated for promotion. One cadet, Sophie, stands out from the rest, but she has a secret which could get her expelled from S.P.D. As Kat works to get the Command Megazord on line, a criminal named Valko searches for a Series-One Processor/Hyper-Intelligent Encryptor that will bring under his control an otherwise untamable gigantic cyborg called Goradon."
S.P.D.,15,Wired: Part 2,5/14/2005,7,50,"Sophie's secret has been revealed. Fearing she's a security threat, she's expelled from SPD by the Rangers. Then they find out someone is searching for her, so the Rangers try to find Sophie, and learn some valuable lessons along the way. Sophie is captured and forced to bring a robot on line. She manages to escape, and calls Shadow Ranger for help. With Sophie's help the Ranger are able to bring the Command Megazord on line. Gruumm makes good on his threat to Mora, and punishes her for her failures."
S.P.D.,16,Boom,5/21/2005,6.8,50,"Boom's parents, who believe (thanks to Boom) that he's the Orange Ranger, come to visit their son. As Bridge, Syd and Z help him out, Jack and Sky literally disappear while investigating an anomaly. Boom, in keeping up his pretense, costs S.P.D. their only lead on Jack and Sky, so Boom resigns, but he comes back when he may be the only one who can bring them home."
