binomial_name,country,continent,group,year_last_seen,red_list_category,action_type,action_taken
Euphorbia mayurnathanii,India,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Land & Water Protection,0
Euphorbia mayurnathanii,India,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Species Management,0
Euphorbia mayurnathanii,India,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Law & Policy,0
Euphorbia mayurnathanii,India,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Research & Monitoring,0
Euphorbia mayurnathanii,India,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Education & Awareness,0
Euphorbia mayurnathanii,India,Asia,Flowering Plant,1920-1939,Extinct in the Wild,Unknown,1
Euphorbia neospinescens,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Euphorbia neospinescens,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Euphorbia neospinescens,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Euphorbia neospinescens,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Euphorbia neospinescens,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Euphorbia neospinescens,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Euphorbia pirahazo,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Euphorbia pirahazo,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Euphorbia pirahazo,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Euphorbia pirahazo,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Euphorbia pirahazo,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Euphorbia pirahazo,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Euphorbia ramofraga,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,1
Euphorbia ramofraga,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Euphorbia ramofraga,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Euphorbia ramofraga,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Euphorbia ramofraga,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Euphorbia ramofraga,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Euphrasia mendoncae,Portugal,Europe,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Euphrasia mendoncae,Portugal,Europe,Flowering Plant,1920-1939,Extinct,Species Management,0
Euphrasia mendoncae,Portugal,Europe,Flowering Plant,1920-1939,Extinct,Law & Policy,1
Euphrasia mendoncae,Portugal,Europe,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Euphrasia mendoncae,Portugal,Europe,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Euphrasia mendoncae,Portugal,Europe,Flowering Plant,1920-1939,Extinct,Unknown,0
Fissidens microstictus,Portugal,Europe,Mosses,1980-1999,Extinct,Land & Water Protection,0
Fissidens microstictus,Portugal,Europe,Mosses,1980-1999,Extinct,Species Management,0
Fissidens microstictus,Portugal,Europe,Mosses,1980-1999,Extinct,Law & Policy,0
Fissidens microstictus,Portugal,Europe,Mosses,1980-1999,Extinct,Research & Monitoring,0
Fissidens microstictus,Portugal,Europe,Mosses,1980-1999,Extinct,Education & Awareness,0
Fissidens microstictus,Portugal,Europe,Mosses,1980-1999,Extinct,Unknown,1
Fitchia mangarevensis,French Polynesia,Oceania,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Fitchia mangarevensis,French Polynesia,Oceania,Flowering Plant,1920-1939,Extinct,Species Management,0
Fitchia mangarevensis,French Polynesia,Oceania,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Fitchia mangarevensis,French Polynesia,Oceania,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Fitchia mangarevensis,French Polynesia,Oceania,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Fitchia mangarevensis,French Polynesia,Oceania,Flowering Plant,1920-1939,Extinct,Unknown,1
Flabellidium spinosum,Bolivia,South America,Mosses,1900-1919,Extinct,Land & Water Protection,0
Flabellidium spinosum,Bolivia,South America,Mosses,1900-1919,Extinct,Species Management,0
Flabellidium spinosum,Bolivia,South America,Mosses,1900-1919,Extinct,Law & Policy,0
Flabellidium spinosum,Bolivia,South America,Mosses,1900-1919,Extinct,Research & Monitoring,0
Flabellidium spinosum,Bolivia,South America,Mosses,1900-1919,Extinct,Education & Awareness,0
Flabellidium spinosum,Bolivia,South America,Mosses,1900-1919,Extinct,Unknown,1
Foetidia rubescens,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,1
Foetidia rubescens,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Foetidia rubescens,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Foetidia rubescens,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Foetidia rubescens,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Foetidia rubescens,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,0
Franklinia alatamaha,United States,North America,Flowering Plant,Before 1900,Extinct in the Wild,Land & Water Protection,0
Franklinia alatamaha,United States,North America,Flowering Plant,Before 1900,Extinct in the Wild,Species Management,1
Franklinia alatamaha,United States,North America,Flowering Plant,Before 1900,Extinct in the Wild,Law & Policy,0
Franklinia alatamaha,United States,North America,Flowering Plant,Before 1900,Extinct in the Wild,Research & Monitoring,0
Franklinia alatamaha,United States,North America,Flowering Plant,Before 1900,Extinct in the Wild,Education & Awareness,0
Franklinia alatamaha,United States,North America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,0
Furcraea macdougallii,Mexico,North America,Flowering Plant,1960-1979,Extinct in the Wild,Land & Water Protection,0
Furcraea macdougallii,Mexico,North America,Flowering Plant,1960-1979,Extinct in the Wild,Species Management,0
Furcraea macdougallii,Mexico,North America,Flowering Plant,1960-1979,Extinct in the Wild,Law & Policy,0
Furcraea macdougallii,Mexico,North America,Flowering Plant,1960-1979,Extinct in the Wild,Research & Monitoring,0
Furcraea macdougallii,Mexico,North America,Flowering Plant,1960-1979,Extinct in the Wild,Education & Awareness,0
Furcraea macdougallii,Mexico,North America,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,1
Galaxaura barbata,Ecuador,South America,Algae,1960-1979,Extinct,Land & Water Protection,1
Galaxaura barbata,Ecuador,South America,Algae,1960-1979,Extinct,Species Management,0
Galaxaura barbata,Ecuador,South America,Algae,1960-1979,Extinct,Law & Policy,0
Galaxaura barbata,Ecuador,South America,Algae,1960-1979,Extinct,Research & Monitoring,0
Galaxaura barbata,Ecuador,South America,Algae,1960-1979,Extinct,Education & Awareness,0
Galaxaura barbata,Ecuador,South America,Algae,1960-1979,Extinct,Unknown,0
Galipea ossana,Cuba,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Galipea ossana,Cuba,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Galipea ossana,Cuba,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Galipea ossana,Cuba,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Galipea ossana,Cuba,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Galipea ossana,Cuba,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Gaultheria stereophylla,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Gaultheria stereophylla,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Species Management,0
Gaultheria stereophylla,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Gaultheria stereophylla,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Gaultheria stereophylla,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Gaultheria stereophylla,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Unknown,1
Geostachys taipingensis,Malaysia,Asia,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Geostachys taipingensis,Malaysia,Asia,Flowering Plant,1940-1959,Extinct,Species Management,0
Geostachys taipingensis,Malaysia,Asia,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Geostachys taipingensis,Malaysia,Asia,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Geostachys taipingensis,Malaysia,Asia,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Geostachys taipingensis,Malaysia,Asia,Flowering Plant,1940-1959,Extinct,Unknown,1
Gomidesia cambessedeana,Brazil,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Gomidesia cambessedeana,Brazil,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Gomidesia cambessedeana,Brazil,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Gomidesia cambessedeana,Brazil,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Gomidesia cambessedeana,Brazil,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Gomidesia cambessedeana,Brazil,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Gomphandra dinagatensis,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Gomphandra dinagatensis,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Species Management,0
Gomphandra dinagatensis,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Gomphandra dinagatensis,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Gomphandra dinagatensis,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Gomphandra dinagatensis,Philippines,Asia,Flowering Plant,1900-1919,Extinct,Unknown,1
Gossypium armourianum,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Gossypium armourianum,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,0
Gossypium armourianum,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Gossypium armourianum,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,0
Gossypium armourianum,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Gossypium armourianum,Mexico,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Grewia monantha,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Grewia monantha,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Grewia monantha,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Grewia monantha,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Grewia monantha,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Grewia monantha,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Grewia perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Grewia perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Grewia perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Grewia perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Grewia perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Grewia perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Grewia tsiandrensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,1
Grewia tsiandrensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Grewia tsiandrensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Grewia tsiandrensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Grewia tsiandrensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Grewia tsiandrensis,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Guettarda retusa,Cuba,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Guettarda retusa,Cuba,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Guettarda retusa,Cuba,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Guettarda retusa,Cuba,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Guettarda retusa,Cuba,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Guettarda retusa,Cuba,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Guzmania lepidota,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Guzmania lepidota,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Guzmania lepidota,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Guzmania lepidota,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Guzmania lepidota,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Guzmania lepidota,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Guzmania poortmanii,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Guzmania poortmanii,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Guzmania poortmanii,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Guzmania poortmanii,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Guzmania poortmanii,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Guzmania poortmanii,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Guzmania striata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Guzmania striata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Species Management,0
Guzmania striata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Guzmania striata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Guzmania striata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Guzmania striata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Unknown,1
Gynura campanulata,Kenya,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Gynura campanulata,Kenya,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Gynura campanulata,Kenya,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Gynura campanulata,Kenya,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Gynura campanulata,Kenya,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Gynura campanulata,Kenya,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Gyrostipula obtusa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,1
Gyrostipula obtusa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Gyrostipula obtusa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Gyrostipula obtusa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Gyrostipula obtusa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Gyrostipula obtusa,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,0
Habenaria lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Habenaria lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Habenaria lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Habenaria lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Habenaria lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Habenaria lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Habenaria petromedusa,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Habenaria petromedusa,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Habenaria petromedusa,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Habenaria petromedusa,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Habenaria petromedusa,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Habenaria petromedusa,Cabo Verde,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Heliotropium pannifolium,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Heliotropium pannifolium,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Heliotropium pannifolium,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Heliotropium pannifolium,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Heliotropium pannifolium,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Heliotropium pannifolium,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Helmiopsis glaberrima,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,1
Helmiopsis glaberrima,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Helmiopsis glaberrima,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Helmiopsis glaberrima,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Helmiopsis glaberrima,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Helmiopsis glaberrima,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Hernandia drakeana,French Polynesia,Oceania,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Hernandia drakeana,French Polynesia,Oceania,Flowering Plant,1900-1919,Extinct,Species Management,0
Hernandia drakeana,French Polynesia,Oceania,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Hernandia drakeana,French Polynesia,Oceania,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Hernandia drakeana,French Polynesia,Oceania,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Hernandia drakeana,French Polynesia,Oceania,Flowering Plant,1900-1919,Extinct,Unknown,1
Heterosamara bennae,Guinea,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Heterosamara bennae,Guinea,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Heterosamara bennae,Guinea,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Heterosamara bennae,Guinea,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Heterosamara bennae,Guinea,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Heterosamara bennae,Guinea,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Hibiscadelphus bombycinus,United States,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Hibiscadelphus bombycinus,United States,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Hibiscadelphus bombycinus,United States,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Hibiscadelphus bombycinus,United States,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Hibiscadelphus bombycinus,United States,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Hibiscadelphus bombycinus,United States,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Hibiscadelphus crucibracteatus,United States,North America,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Hibiscadelphus crucibracteatus,United States,North America,Flowering Plant,1980-1999,Extinct,Species Management,0
Hibiscadelphus crucibracteatus,United States,North America,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Hibiscadelphus crucibracteatus,United States,North America,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Hibiscadelphus crucibracteatus,United States,North America,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Hibiscadelphus crucibracteatus,United States,North America,Flowering Plant,1980-1999,Extinct,Unknown,1
Hibiscadelphus wilderianus,United States,North America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Hibiscadelphus wilderianus,United States,North America,Flowering Plant,1900-1919,Extinct,Species Management,0
Hibiscadelphus wilderianus,United States,North America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Hibiscadelphus wilderianus,United States,North America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Hibiscadelphus wilderianus,United States,North America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Hibiscadelphus wilderianus,United States,North America,Flowering Plant,1900-1919,Extinct,Unknown,1
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Species Management,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Research & Monitoring,1
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Unknown,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,1
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Land & Water Protection,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Species Management,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Law & Policy,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Research & Monitoring,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Education & Awareness,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Unknown,1
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Species Management,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Unknown,1
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
