binomial_name,country,continent,group,year_last_seen,red_list_category,threat_type,threatened
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Agriculture & Aquaculture,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Biological Resource Use,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Commercial Development,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Invasive Species,1
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Energy Production & Mining,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Climate Change,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Human Intrusions,1
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Pollution,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Transportation Corridor,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Natural System Modifications,0
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Geological Events,1
Hibiscadelphus woodii,United States,North America,Flowering Plant,1980-1999,Extinct,Unknown,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,1
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,1
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Hibiscus grandistipulatus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Agriculture & Aquaculture,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Biological Resource Use,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Commercial Development,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Invasive Species,1
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Energy Production & Mining,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Climate Change,1
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Human Intrusions,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Pollution,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Transportation Corridor,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Natural System Modifications,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Geological Events,0
Hibiscus storckii,Fiji,Oceania,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Agriculture & Aquaculture,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Biological Resource Use,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Commercial Development,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Invasive Species,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Energy Production & Mining,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Climate Change,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Human Intrusions,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Pollution,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Transportation Corridor,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Natural System Modifications,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Geological Events,0
Hopea shingkeng,India,Asia,Flowering Plant,NA,Extinct,Unknown,1
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,1
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,1
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,1
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,1
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Hunteria hexaloba,Gabon,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,1
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,1
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Hydrostachys perrieri,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,1
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,1
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Hymenodictyon seyrigii,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,1
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Biological Resource Use,1
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Climate Change,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Pollution,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Geological Events,0
Hypericum gnidiifolium,Ethiopia,Africa,Flowering Plant,Before 1900,Extinct,Unknown,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,1
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Biological Resource Use,1
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Commercial Development,1
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Climate Change,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Pollution,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Geological Events,0
Ilex gardneriana,India,Asia,Flowering Plant,Before 1900,Extinct,Unknown,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Biological Resource Use,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Climate Change,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Pollution,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Transportation Corridor,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Natural System Modifications,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Geological Events,0
Ilex ternatiflora,Cuba,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,1
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,1
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,1
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Impatiens boinensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Agriculture & Aquaculture,1
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Biological Resource Use,1
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Commercial Development,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Invasive Species,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Energy Production & Mining,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Climate Change,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Human Intrusions,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Pollution,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Transportation Corridor,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Natural System Modifications,1
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Geological Events,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Agriculture & Aquaculture,1
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Biological Resource Use,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Commercial Development,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Invasive Species,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Energy Production & Mining,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Climate Change,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Human Intrusions,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Pollution,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Transportation Corridor,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Natural System Modifications,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Geological Events,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,1
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,1
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Agriculture & Aquaculture,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Biological Resource Use,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Commercial Development,1
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Invasive Species,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Energy Production & Mining,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Climate Change,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Human Intrusions,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Pollution,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Transportation Corridor,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Natural System Modifications,1
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Geological Events,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,1
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Pollution,1
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,1
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,1
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Pollution,1
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,1
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Agriculture & Aquaculture,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Biological Resource Use,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Commercial Development,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Invasive Species,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Energy Production & Mining,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Climate Change,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Human Intrusions,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Pollution,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Transportation Corridor,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Natural System Modifications,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Geological Events,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Unknown,1
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Agriculture & Aquaculture,1
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Biological Resource Use,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Commercial Development,1
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Invasive Species,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Energy Production & Mining,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Climate Change,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Human Intrusions,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Pollution,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Transportation Corridor,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Natural System Modifications,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Geological Events,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Unknown,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Agriculture & Aquaculture,1
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Biological Resource Use,1
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Commercial Development,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Invasive Species,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Energy Production & Mining,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Climate Change,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Human Intrusions,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Pollution,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Transportation Corridor,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Natural System Modifications,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Geological Events,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Agriculture & Aquaculture,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Biological Resource Use,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Commercial Development,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Invasive Species,1
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Energy Production & Mining,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Climate Change,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Human Intrusions,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Pollution,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Transportation Corridor,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Natural System Modifications,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Geological Events,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Unknown,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Agriculture & Aquaculture,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Biological Resource Use,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Commercial Development,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Invasive Species,1
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Energy Production & Mining,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Climate Change,1
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Human Intrusions,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Pollution,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Transportation Corridor,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Natural System Modifications,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Geological Events,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Agriculture & Aquaculture,1
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Biological Resource Use,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Commercial Development,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Invasive Species,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Energy Production & Mining,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Climate Change,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Human Intrusions,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Pollution,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Transportation Corridor,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Natural System Modifications,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Geological Events,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Agriculture & Aquaculture,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Biological Resource Use,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Commercial Development,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Invasive Species,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Energy Production & Mining,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Climate Change,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Human Intrusions,0
