ori,county,latitude,longitude,state_abbr,state,agency_name,agency_type,is_nibrs,nibrs_start_date
MO0370400,GASCONADE,38.387753,-91.403564,MO,Missouri,Rosebud Police Department,City,TRUE,2020-10-01
MO0370300,GASCONADE,38.34807,-91.50036,MO,Missouri,Owensville Police Department,City,TRUE,2021-01-01
MO0500500,JEFFERSON,38.257414,-90.543138,MO,Missouri,Kimmswick Police Department,City,TRUE,2021-06-01
MO0500600,JEFFERSON,38.257414,-90.543138,MO,Missouri,Pevely Police Department,City,TRUE,2020-01-01
MO0500700,JEFFERSON,38.42095,-90.37512,MO,Missouri,Arnold Police Department,City,TRUE,2020-12-01
MO0500800,JEFFERSON,38.26305,-90.3773,MO,Missouri,Herculaneum Police Department,City,TRUE,2020-01-01
MO0501500,JEFFERSON,38.257414,-90.543138,MO,Missouri,Byrnes Mill Police Department,City,TRUE,2020-05-01
MO0501900,JEFFERSON,NA,NA,MO,Missouri,Jefferson College,University or College,TRUE,2020-03-01
MO0502100,JEFFERSON,NA,NA,MO,Missouri,Dunklin R-5 School District,NA,TRUE,2020-01-01
MO0500400,JEFFERSON,38.257414,-90.543138,MO,Missouri,Hillsboro Police Department,City,TRUE,2020-05-01
MO0500000,JEFFERSON,38.257414,-90.543138,MO,Missouri,Jefferson County Sheriff's Office,County,TRUE,2020-09-01
MO0500200,JEFFERSON,38.139957,-90.55363,MO,Missouri,De Soto Police Department,City,TRUE,2022-10-01
MO0500100,JEFFERSON,38.220413,-90.37762,MO,Missouri,Crystal City Police Department,City,TRUE,2020-12-01
MO0500300,JEFFERSON,38.21891,-90.39988,MO,Missouri,Festus Police Department,City,TRUE,2020-10-01
MO0540100,LAFAYETTE,39.068705,-93.802639,MO,Missouri,Alma Police Department,City,TRUE,2021-01-01
MO0540000,LAFAYETTE,39.185898,-93.88218,MO,Missouri,Lafayette County Sheriff's Office,County,TRUE,2020-11-01
MO0540200,LAFAYETTE,39.068705,-93.802639,MO,Missouri,Concordia Police Department,City,TRUE,2020-11-01
MO0540300,LAFAYETTE,39.068705,-93.802639,MO,Missouri,Corder Police Department,City,TRUE,2021-01-01
MO0540400,LAFAYETTE,39.075752,-93.71704,MO,Missouri,Higginsville Police Department,City,TRUE,2019-05-01
MO0540500,LAFAYETTE,39.172672,-93.87473,MO,Missouri,Lexington Police Department,City,TRUE,2021-01-01
MO0540600,LAFAYETTE,39.001717,-93.95349,MO,Missouri,Odessa Police Department,City,TRUE,2019-12-01
MO0540700,LAFAYETTE,39.209415,-93.51615,MO,Missouri,Waverly Police Department,City,TRUE,2018-02-01
MO0540800,LAFAYETTE,39.068705,-93.802639,MO,Missouri,Wellington Police Department,City,TRUE,2021-01-01
MO0540900,LAFAYETTE,39.132637,-94.065575,MO,Missouri,Napoleon Police Department,City,TRUE,2021-01-01
MO0541100,LAFAYETTE,39.068705,-93.802639,MO,Missouri,Bates City Police Department,City,TRUE,2021-01-01
MO0541600,LAFAYETTE,39.068705,-93.802639,MO,Missouri,Lake Lafayette Police Department,City,TRUE,2021-01-01
MO0590100,LIVINGSTON,39.79352,-93.55589,MO,Missouri,Chillicothe Police Department,City,TRUE,2006-06-01
MO0590000,LIVINGSTON,39.79429,-93.55484,MO,Missouri,Livingston County Sheriff's Office,County,TRUE,2020-08-01
MO0700100,MONTGOMERY,38.935162,-91.465437,MO,Missouri,Jonesburg Police Department,City,TRUE,2020-10-01
MO0700000,MONTGOMERY,38.97897,-91.50465,MO,Missouri,Montgomery County Sheriff's Office,County,TRUE,2021-01-01
MO0700200,MONTGOMERY,38.969833,-91.49836,MO,Missouri,Montgomery City Police Department,City,FALSE,NA
MO0700300,MONTGOMERY,39.070255,-91.56779,MO,Missouri,Wellsville Police Department,City,TRUE,2021-01-01
MO0700400,MONTGOMERY,38.935162,-91.465437,MO,Missouri,Bellflower Police Department,City,TRUE,2021-01-01
MO0700600,MONTGOMERY,38.935162,-91.465437,MO,Missouri,High Hill Police Department,City,TRUE,2022-11-01
MO0700800,MONTGOMERY,38.935162,-91.465437,MO,Missouri,New Florence Police Department,City,TRUE,2020-01-01
MO0720200,NEW MADRID,36.594261,-89.655948,MO,Missouri,Lilbourn Police Department,City,FALSE,NA
MO0720300,NEW MADRID,36.594261,-89.655948,MO,Missouri,Morehouse Police Department,City,TRUE,2020-12-01
MO0720400,NEW MADRID,36.594261,-89.655948,MO,Missouri,New Madrid Police Department,City,TRUE,2019-02-01
MO0720600,NEW MADRID,36.425343,-89.69932,MO,Missouri,Portageville Police Department,City,TRUE,2018-08-01
MO0720700,NEW MADRID,36.594261,-89.655948,MO,Missouri,Canalou Police Department,City,TRUE,2021-01-01
MO0720900,NEW MADRID,36.594261,-89.655948,MO,Missouri,Howardville Police Department,City,FALSE,NA
MO0721000,NEW MADRID,36.594261,-89.655948,MO,Missouri,Marston Police Department,City,FALSE,NA
MO0721100,NEW MADRID,36.594261,-89.655948,MO,Missouri,Matthews Police Department,City,TRUE,2021-01-01
MO0720000,NEW MADRID,36.594261,-89.655948,MO,Missouri,New Madrid County Sheriff's Office,County,TRUE,2019-03-01
MO0720100,NEW MADRID,36.594261,-89.655948,MO,Missouri,Gideon Police Department,City,TRUE,2021-02-01
MO0920700,ST CHARLES,38.781102,-90.674915,MO,Missouri,Cottleville Police Department,City,TRUE,2020-02-01
MO0920400,ST CHARLES,38.781102,-90.674915,MO,Missouri,St. Peters Police Department,City,TRUE,2009-08-01
MO0920300,ST CHARLES,38.774826,-90.527084,MO,Missouri,St. Charles Police Department,City,TRUE,2012-01-01
MO0920100,ST CHARLES,38.802345,-90.62706,MO,Missouri,O'Fallon Police Department,City,TRUE,2020-02-01
MO0920000,ST CHARLES,38.781102,-90.674915,MO,Missouri,St. Charles County Sheriff's Office,County,TRUE,2019-06-01
MO0921400,ST CHARLES,38.739853,-90.633995,MO,Missouri,St. Charles Community College,University or College,TRUE,2020-01-01
MO0922400,ST CHARLES,NA,NA,MO,Missouri,St. Charles County Police Department,County,TRUE,2019-06-01
MO0922500,ST CHARLES,NA,NA,MO,Missouri,St. Charles Regional Drug Task Force,NA,TRUE,2022-07-01
MO0920900,ST CHARLES,38.781102,-90.674915,MO,Missouri,Lake St. Louis Police Department,City,TRUE,2020-09-01
MO0920500,ST CHARLES,38.781102,-90.674915,MO,Missouri,Wentzville Police Department,City,TRUE,2017-05-01
MO1110000,WASHINGTON,37.93646,-90.788124,MO,Missouri,Washington County Sheriff's Office,County,TRUE,2021-01-01
MO1110300,WASHINGTON,37.94264,-90.897043,MO,Missouri,Potosi Police Department,City,TRUE,2019-08-01
MO0190300,"BATES, CASS",38.647159,-94.354242,MO,Missouri,Drexel Police Department,City,TRUE,2023-05-01
MO0670000,MISSISSIPPI,36.923393,-89.34919,MO,Missouri,Mississippi County Sheriff's Office,County,TRUE,2020-01-01
MO0670100,MISSISSIPPI,36.929317,-89.34975,MO,Missouri,Charleston Police Department,City,TRUE,2021-01-01
MO0670200,MISSISSIPPI,36.826264,-89.295929,MO,Missouri,East Prairie Police Department,City,TRUE,2021-06-01
MO0670400,MISSISSIPPI,36.826264,-89.295929,MO,Missouri,Bertrand Police Department,City,TRUE,2020-10-01
MO0940200,ST FRANCOIS,37.923775,-90.55097,MO,Missouri,Bonne Terre Police Department,City,TRUE,2021-01-01
MO0940600,ST FRANCOIS,37.78024,-90.41732,MO,Missouri,Farmington Police Department,City,TRUE,2020-10-01
MO0940800,ST FRANCOIS,37.843132,-90.49839,MO,Missouri,Leadwood Police Department,City,TRUE,2020-11-01
MO0940300,ST FRANCOIS,37.879135,-90.5232,MO,Missouri,Desloge Police Department,City,TRUE,2019-03-01
MO0941600,ST FRANCOIS,37.837685,-90.48658,MO,Missouri,Leadington Police Department,City,FALSE,NA
MO0940100,ST FRANCOIS,37.810707,-90.473868,MO,Missouri,Bismarck Police Department,City,TRUE,2021-01-01
MO0940000,ST FRANCOIS,37.7649,-90.43971,MO,Missouri,St. Francois County Sheriff's Office,County,TRUE,2020-10-01
MO0942200,ST FRANCOIS,37.85219,-90.52166,MO,Missouri,Park Hills Police Department,City,TRUE,2019-09-01
MO0942100,ST FRANCOIS,37.692146,-90.61638,MO,Missouri,Iron Mountain Lake Police Department,City,FALSE,NA
MO0942400,ST FRANCOIS,37.810707,-90.473868,MO,Missouri,Mineral Area College,University or College,FALSE,NA
MO0190500,"CASS, JACKSON",38.78598,-94.274254,MO,Missouri,Pleasant Hill Police Department,City,TRUE,2021-01-01
MO0480800,"CASS, JACKSON",38.93069,-94.37891,MO,Missouri,Lee's Summit Police Department,City,TRUE,2020-09-01
MO0480500,"CASS, JACKSON",38.85141,-94.34282,MO,Missouri,Greenwood Police Department,City,TRUE,2020-09-01
MO0640100,"MARION, RALLS",39.807538,-91.635379,MO,Missouri,Hannibal Police Department,City,TRUE,2020-09-01
MO0262200,NOT SPECIFIED,NA,NA,MO,Missouri,Department of Revenue Compliance and Investigation Bureau,Other State Agency,TRUE,2021-01-01
MO0261500,NOT SPECIFIED,38.503233,-92.280027,MO,Missouri,Department of Conservation,Other State Agency,FALSE,NA
MO0261600,NOT SPECIFIED,38.503233,-92.280027,MO,Missouri,State Park Rangers,Other State Agency,TRUE,2020-08-01
MO0261300,NOT SPECIFIED,38.503233,-92.280027,MO,Missouri,Division of Alcohol and Tobacco Control,Other State Agency,TRUE,2020-01-01
MO116069E,NOT SPECIFIED,NA,NA,MO,Missouri,Terminal Railroad,Other,TRUE,2020-11-01
MO0261200,NOT SPECIFIED,38.503233,-92.280027,MO,Missouri,State Fire Marshal,Other State Agency,TRUE,2020-06-01
MOMHP0000,NOT SPECIFIED,38.503233,-92.280027,MO,Missouri,Missouri State Highway Patrol,State Police,TRUE,2018-07-01
MO0262100,NOT SPECIFIED,38.503233,-92.280027,MO,Missouri,Department of Social Services State Technical Assistance Team,Other State Agency,TRUE,2020-07-01
MOSPD0000,ST LOUIS CITY,38.625248,-90.19926,MO,Missouri,St. Louis Police Department,City,TRUE,2021-01-01
MO0970100,STE GENEVIEVE,37.97817,-90.047386,MO,Missouri,Ste. Genevieve Police Department,City,TRUE,2020-09-01
MO0970000,STE GENEVIEVE,37.968,-90.05517,MO,Missouri,Ste. Genevieve County Sheriff's Office,County,TRUE,2009-08-01
MO1150300,"TEXAS, WRIGHT",37.267636,-92.48001,MO,Missouri,Mountain Grove Police Department,City,TRUE,2020-06-01
MO0260100,"CALLAWAY, COLE",38.574104,-92.171036,MO,Missouri,Jefferson City Police Department,City,TRUE,2018-04-01
MO0150200,"CAMDEN, MILLER",38.126717,-92.671715,MO,Missouri,Osage Beach Police Department,City,TRUE,2019-03-01
MO0660300,"CAMDEN, MILLER",38.21672,-92.429871,MO,Missouri,Lake Ozark Police Department,City,TRUE,2022-01-01
MO0150900,"CAMDEN, MORGAN",38.026646,-92.765407,MO,Missouri,Sunrise Beach Police Department,City,TRUE,2021-01-01
MO0710700,"CAMDEN, MORGAN",38.420807,-92.874835,MO,Missouri,Laurie Police Department,City,TRUE,2020-10-01
MO0160300,CAPE GIRARDEAU,37.383866,-89.684919,MO,Missouri,Delta Police Department,City,TRUE,2021-01-01
MO0160200,CAPE GIRARDEAU,37.378685,-89.66712,MO,Missouri,Jackson Police Department,City,TRUE,2020-05-01
MO0160000,CAPE GIRARDEAU,37.383873,-89.668655,MO,Missouri,Cape Girardeau County Sheriff's Office,County,TRUE,2020-03-01
MO0160900,CAPE GIRARDEAU,37.383866,-89.684919,MO,Missouri,Southeast Missouri State University,University or College,TRUE,2020-12-01
MO0160100,CAPE GIRARDEAU,37.3036,-89.52708,MO,Missouri,Cape Girardeau Police Department,City,TRUE,2020-04-01
MO0580300,"CHARITON, LINN",39.86444,-93.108019,MO,Missouri,Marceline Police Department,City,TRUE,2018-09-01
MO0900200,"DENT, REYNOLDS",37.360857,-90.969516,MO,Missouri,Bunker Police Department,City,FALSE,NA
MO0490700,"JASPER, NEWTON",37.088596,-94.51099,MO,Missouri,Joplin Police Department,City,TRUE,2010-05-01
MO1080500,"SHANNON, TEXAS",37.314257,-91.964478,MO,Missouri,Summersville Police Department,City,TRUE,2021-01-01
MO0050200,"BARRY, LAWRENCE",36.699378,-93.834326,MO,Missouri,Monett Police Department,City,TRUE,2020-12-01
MO0250100,"CLINTON, DEKALB",39.740257,-94.23696,MO,Missouri,Cameron Police Department,City,TRUE,2019-09-01
MO1130600,"GREENE, WEBSTER",37.280804,-92.87608,MO,Missouri,Rogersville Police Department,City,TRUE,2020-12-01
MO0450200,"CHARITON, HOWARD",39.226383,-92.846,MO,Missouri,Glasgow Police Department,City,FALSE,NA
MO0370100,"GASCONADE, OSAGE",38.441183,-91.50578,MO,Missouri,Bland Police Department,City,TRUE,2020-08-01
MO0250200,"BUCHANAN, CLINTON",39.608723,-94.395803,MO,Missouri,Gower Police Department,City,TRUE,2020-01-01
MO0390300,"CHRISTIAN, GREENE",37.215492,-93.29072,MO,Missouri,Springfield Police Department,City,TRUE,2020-01-01
MO0390200,"CHRISTIAN, GREENE",37.258196,-93.340641,MO,Missouri,Republic Police Department,City,TRUE,2020-12-01
MO0980600,"LAFAYETTE, SALINE",39.13584,-93.204164,MO,Missouri,Emma Police Department,City,FALSE,NA
MO0980500,"LAFAYETTE, SALINE",39.13584,-93.204164,MO,Missouri,Blackburn Police Department,City,FALSE,NA
MO1010600,"NEW MADRID, SCOTT",36.8779,-89.58977,MO,Missouri,Sikeston Police Department,City,TRUE,2020-05-01
MO0281000,"CRAWFORD, FRANKLIN",38.408313,-91.07341,MO,Missouri,Sullivan Police Department,City,TRUE,2020-09-01
MO0360400,"FRANKLIN, ST LOUIS",38.48444,-90.76846,MO,Missouri,Pacific Police Department,City,TRUE,2021-01-01
MO0480900,"JACKSON, LAFAYETTE",39.007233,-94.342507,MO,Missouri,Oak Grove Police Department,City,TRUE,2008-07-01
MO0921200,"ST CHARLES, WARREN",38.781102,-90.674915,MO,Missouri,Foristell Police Department,City,TRUE,2020-12-01
MO0952600,"JEFFERSON, ST LOUIS",38.495453,-90.63114,MO,Missouri,Eureka Police Department,City,TRUE,2020-01-01
MO0690200,"MARION, MONROE, RALLS",39.65434,-91.73428,MO,Missouri,Monroe City Police Department,City,TRUE,2020-09-01
MO0850300,"CAMDEN, LACLEDE, PULASKI",37.824835,-92.207022,MO,Missouri,Richland Police Department,City,TRUE,2020-03-01
MOKPD0000,"CASS, CLAY, JACKSON, PLATTE",39.100594,-94.57735,MO,Missouri,Kansas City Police Department,City,TRUE,2010-01-01
MT0210000,HILL,48.631959,-110.106321,MT,Montana,Hill County Sheriff's Office,County,TRUE,2004-06-01
MT0210100,HILL,48.550076,-109.67535,MT,Montana,Havre Police Department,City,TRUE,2004-03-01
MT0240000,LAKE,47.692303,-114.161674,MT,Montana,Lake County Sheriff's Office,County,TRUE,2005-01-01
MT0240100,LAKE,47.695354,-114.16184,MT,Montana,Polson Police Department,City,TRUE,2005-01-01
MT0240200,LAKE,47.52867,-114.10016,MT,Montana,Ronan City Police Department,City,TRUE,2004-01-01
MT0240300,LAKE,47.642901,-114.083687,MT,Montana,St. Ignatius Police Department,City,TRUE,2005-01-01
MT0340000,PARK,45.421905,-110.532798,MT,Montana,Park County Sheriff's Office,County,TRUE,2005-01-01
MT0340100,PARK,45.421905,-110.532798,MT,Montana,Livingston Police Department,City,TRUE,2005-01-01
MT0500000,TETON,47.819035,-112.281725,MT,Montana,Teton County Sheriff's Office,County,TRUE,2004-12-01
MT0510000,TOOLE,48.645052,-111.733493,MT,Montana,Toole County Sheriff's Office,County,TRUE,2005-01-01
MT0030000,BLAINE,48.428282,-108.967648,MT,Montana,Blaine County Sheriff's Office,County,TRUE,2005-01-01
MT0030100,BLAINE,48.428282,-108.967648,MT,Montana,Chinook Police Department,City,TRUE,2005-01-01
MT0050000,CARBON,45.224475,-109.028551,MT,Montana,Carbon County Sheriff's Office,County,TRUE,2005-01-01
MT0050100,CARBON,45.224475,-109.028551,MT,Montana,Red Lodge Police Department,City,TRUE,2005-01-01
MT0050200,CARBON,45.224475,-109.028551,MT,Montana,Bridger Police Department,City,TRUE,2007-11-01
MT0060000,CARTER,45.516825,-104.515324,MT,Montana,Carter County Sheriff's Office,County,TRUE,2005-08-01
MT0090000,CUSTER,46.407646,-105.84556,MT,Montana,Custer County Sheriff's Office,County,TRUE,2008-04-01
MT0090100,CUSTER,46.40739,-105.83021,MT,Montana,Miles City Police Department,City,TRUE,2008-01-01
MT0110000,DAWSON,47.13104,-104.686195,MT,Montana,Dawson County Sheriff's Office,County,TRUE,2004-12-01
MT0110100,DAWSON,47.272425,-104.901027,MT,Montana,Glendive Police Department,City,TRUE,2004-08-01
MT0130000,FALLON,46.318184,-104.405718,MT,Montana,Fallon County Sheriff's Office,County,TRUE,2004-12-01
MT0130100,FALLON,46.318184,-104.405718,MT,Montana,Baker Police Department,City,TRUE,2005-03-01
MT0140000,FERGUS,47.222969,-109.223237,MT,Montana,Fergus County Sheriff's Office,County,TRUE,2005-01-01
MT0140100,FERGUS,47.064312,-109.42455,MT,Montana,Lewistown Police Department,City,TRUE,2005-01-01
MT0280000,MCCONE,47.629628,-105.757222,MT,Montana,McCone County Sheriff's Office,County,TRUE,2006-04-01
MT0390100,POWELL,46.399918,-112.735176,MT,Montana,Deer Lodge Police Department,City,TRUE,2012-02-01
MT0390000,POWELL,46.39975,-112.733536,MT,Montana,Powell County Sheriff's Office,County,TRUE,2005-03-01
MT0530000,VALLEY,48.34998,-106.670514,MT,Montana,Valley County Sheriff's Office,County,TRUE,2004-12-01
MT0530100,VALLEY,48.34998,-106.670514,MT,Montana,Glasgow Police Department,City,TRUE,2005-01-01
MT0550000,WIBAUX,46.962966,-104.274518,MT,Montana,Wibaux County Sheriff's Office,County,TRUE,2005-01-01
MT0070000,CASCADE,47.316443,-111.350571,MT,Montana,Cascade County Sheriff's Office,County,TRUE,2004-01-01
MT0070100,CASCADE,47.316443,-111.350571,MT,Montana,Great Falls Police Department,City,TRUE,2004-01-01
MT0100000,DANIELS,48.794429,-105.541739,MT,Montana,Daniels County Sheriff's Office,County,TRUE,2008-07-01
MT0180000,GLACIER,48.632977,-112.326454,MT,Montana,Glacier County Sheriff's Office,County,TRUE,2004-11-01
MT0180200,GLACIER,48.635544,-112.330734,MT,Montana,Cut Bank Police Department,City,TRUE,2004-12-01
MT0200000,GRANITE,46.395358,-113.425683,MT,Montana,Granite County Sheriff's Office,County,TRUE,2004-12-01
MT0260000,LIBERTY,48.559654,-111.036924,MT,Montana,Liberty County Sheriff's Office,County,TRUE,2006-06-01
MT0270000,LINCOLN,48.39156,-115.55349,MT,Montana,Lincoln County Sheriff's Office,County,TRUE,2004-01-01
MT0270100,LINCOLN,48.542232,-115.404343,MT,Montana,Libby Police Department,City,TRUE,2004-08-01
MT0270200,LINCOLN,48.542232,-115.404343,MT,Montana,Eureka Police Department,City,TRUE,2005-12-01
MT0270300,LINCOLN,48.542232,-115.404343,MT,Montana,Troy Police Department,City,TRUE,2004-12-01
MT0290100,MADISON,45.319288,-111.917328,MT,Montana,Ennis Police Department,City,TRUE,2005-02-01
MT0290000,MADISON,45.319288,-111.917328,MT,Montana,Madison County Sheriff's Office,County,TRUE,2005-01-01
MT0300000,MEAGHER,46.585706,-110.921781,MT,Montana,Meagher County Sheriff's Office,County,TRUE,2005-01-01
MT0310000,MINERAL,47.155213,-115.06455,MT,Montana,Mineral County Sheriff's Office,County,TRUE,2005-01-01
MT0370100,PONDERA,48.16878,-111.94701,MT,Montana,Conrad Police Department,City,TRUE,2005-01-01
MT0370000,PONDERA,48.16906,-111.9472,MT,Montana,Pondera County Sheriff's Office,County,TRUE,2004-12-01
MT0400000,PRAIRIE,46.852434,-105.375808,MT,Montana,Prairie County Sheriff's Office,County,TRUE,2008-06-01
MT0410000,RAVALLI,46.244923,-114.15698,MT,Montana,Ravalli County Sheriff's Office,County,TRUE,2004-10-01
MT0410100,RAVALLI,46.245712,-114.15697,MT,Montana,Hamilton Police Department,City,TRUE,2004-12-01
MT0410200,RAVALLI,46.511326,-114.09433,MT,Montana,Stevensville Police Department,City,TRUE,2005-01-01
MT0410300,RAVALLI,NA,NA,MT,Montana,Darby,NA,TRUE,2023-01-01
MT0440000,ROSEBUD,46.161718,-106.701989,MT,Montana,Rosebud County Sheriff's Office,County,TRUE,2004-02-01
MT0440300,ROSEBUD,46.161718,-106.701989,MT,Montana,Colstrip Police Department,City,TRUE,2005-01-01
MT0450200,SANDERS,47.756469,-115.180225,MT,Montana,Hot Springs Police Department,City,TRUE,2005-01-01
MT0450300,SANDERS,47.756469,-115.180225,MT,Montana,Thompson Falls Police Department,City,TRUE,2003-04-01
MT0450400,SANDERS,47.756469,-115.180225,MT,Montana,Plains Police Department,City,TRUE,2005-01-01
MT0450000,SANDERS,47.756469,-115.180225,MT,Montana,Sanders County Sheriff's Office,County,TRUE,2004-11-01
MT0020000,BIG HORN,45.407869,-107.518163,MT,Montana,Big Horn County Sheriff's Office,County,TRUE,2005-01-01
MT0020400,BIG HORN,NA,NA,MT,Montana,Hardin,NA,TRUE,2022-01-01
MT0080000,CHOUTEAU,47.886837,-110.436189,MT,Montana,Chouteau County Sheriff's Office,County,TRUE,2005-01-01
MT0080100,CHOUTEAU,47.886837,-110.436189,MT,Montana,Fort Benton Police Department,City,TRUE,2004-06-01
MT0150000,FLATHEAD,48.189655,-114.3104,MT,Montana,Flathead County Sheriff's Office,County,TRUE,2004-06-01
MT0150100,FLATHEAD,48.373276,-114.18298,MT,Montana,Columbia Falls Police Department,City,TRUE,2004-07-01
MT0150200,FLATHEAD,48.314696,-114.054319,MT,Montana,Whitefish Police Department,City,TRUE,2004-07-01
MT0150300,FLATHEAD,48.314696,-114.054319,MT,Montana,Kalispell Police Department,City,TRUE,2004-11-01
MT0160000,GALLATIN,45.673363,-111.06,MT,Montana,Gallatin County Sheriff's Office,County,TRUE,2005-01-01
MT0160100,GALLATIN,45.535559,-111.173443,MT,Montana,Bozeman Police Department,City,TRUE,2005-01-01
MT0160200,GALLATIN,45.77697,-111.17548,MT,Montana,Belgrade Police Department,City,TRUE,2005-01-01
MT0160400,GALLATIN,45.535559,-111.173443,MT,Montana,West Yellowstone Police Department,City,TRUE,2005-01-01
MT0160500,GALLATIN,45.535559,-111.173443,MT,Montana,Manhattan Police Department,City,TRUE,2005-01-01
MT0160600,GALLATIN,45.936987,-108.276656,MT,Montana,Montana State University,University or College,TRUE,2007-01-01
MT0170000,GARFIELD,47.281174,-106.982212,MT,Montana,Garfield County Sheriff's Office,County,TRUE,2005-01-01
MT0320000,MISSOULA,47.027263,-113.892681,MT,Montana,Missoula County Sheriff's Office,County,TRUE,2005-01-01
MT0320100,MISSOULA,46.873913,-113.99474,MT,Montana,Missoula Police Department,City,TRUE,2005-01-01
MT0320300,MISSOULA,47.027263,-113.892681,MT,Montana,University of Montana,University or College,TRUE,2009-01-01
MT0360000,PHILLIPS,48.250155,-107.928833,MT,Montana,Phillips County Sheriff's Office,County,TRUE,2005-01-01
MT0420000,RICHLAND,47.715847,-104.15856,MT,Montana,Richland County Sheriff's Office,County,TRUE,2008-07-01
MT0420100,RICHLAND,47.785513,-104.563387,MT,Montana,Sidney Police Department,City,TRUE,2007-02-01
MT0420200,RICHLAND,NA,NA,MT,Montana,Fairview ,NA,TRUE,2017-12-01
MT0460000,SHERIDAN,48.778225,-104.55745,MT,Montana,Sheridan County Sheriff's Office,County,TRUE,2004-05-01
MT0520000,TREASURE,46.209558,-107.280369,MT,Montana,Treasure County Sheriff's Office,County,TRUE,2015-01-01
MT0220000,JEFFERSON,46.124381,-112.058861,MT,Montana,Jefferson County Sheriff's Office,County,TRUE,2005-01-01
MT0350000,PETROLEUM,47.141917,-108.226575,MT,Montana,Petroleum County Sheriff's Office,County,TRUE,2005-01-01
MT0430200,ROOSEVELT,48.089935,-105.64279,MT,Montana,Wolf Point Police Department,City,TRUE,2006-01-01
MT0430000,ROOSEVELT,48.282747,-104.99517,MT,Montana,Roosevelt County Sheriff's Office,County,TRUE,2005-01-01
MT0540000,WHEATLAND,46.497047,-109.857147,MT,Montana,Wheatland County Sheriff's Office,County,TRUE,2005-01-01
MT0010000,BEAVERHEAD,45.215897,-112.63472,MT,Montana,Beaverhead County Sheriff's Office,County,TRUE,2000-07-01
MT0010100,BEAVERHEAD,45.21792,-112.63559,MT,Montana,Dillon Police Department,City,TRUE,2004-05-01
MT0040000,BROADWATER,46.330928,-111.496597,MT,Montana,Broadwater County Sheriff's Office,County,TRUE,2005-01-01
MT0120000,DEER LODGE,46.098893,-113.137602,MT,Montana,Deer Lodge County Sheriff's Office,County,TRUE,2005-01-01
MT0470000,SILVER BOW,46.011528,-112.540474,MT,Montana,Silver Bow County Sheriff's Office,County,TRUE,2004-07-01
MT0480000,STILLWATER,45.658928,-109.382156,MT,Montana,Stillwater County Sheriff's Office,County,TRUE,2004-10-01
MT0480100,STILLWATER,45.658928,-109.382156,MT,Montana,Columbus Police Department,City,TRUE,2005-01-01
MT0330000,MUSSELSHELL,46.449062,-108.541885,MT,Montana,Musselshell County Sheriff's Office,County,TRUE,2005-01-01
MT0490000,SWEET GRASS,45.81306,-109.941312,MT,Montana,Sweet Grass County Sheriff's Office,County,TRUE,2004-04-01
MT0560600,YELLOWSTONE,NA,NA,MT,Montana,Montana State University:,NA,TRUE,2020-01-01
MT0560000,YELLOWSTONE,45.936987,-108.276656,MT,Montana,Yellowstone County Sheriff's Office,County,TRUE,2004-12-01
MT0560100,YELLOWSTONE,45.936987,-108.276656,MT,Montana,Billings Police Department,City,TRUE,2004-07-01
MT0560200,YELLOWSTONE,45.66986,-108.77348,MT,Montana,Laurel Police Department,City,TRUE,2004-11-01
MT0230000,JUDITH BASIN,47.032558,-110.30532,MT,Montana,Judith Basin County Sheriff's Office,County,TRUE,2005-01-01
MT0380000,POWDER RIVER,45.408911,-105.555245,MT,Montana,Powder River County Sheriff's Office,County,TRUE,2015-01-01
MT0190000,GOLDEN VALLEY,46.380624,-109.174586,MT,Montana,Golden Valley County Sheriff's Office,County,TRUE,2005-01-01
MTDI05300,NOT SPECIFIED,48.705671,-112.990502,MT,Montana,Blackfeet Agency,Tribal,TRUE,2021-01-01
MTDI05000,NOT SPECIFIED,45.407869,-107.518163,MT,Montana,Crow Agency,Tribal,TRUE,2021-01-01
MTDI05100,NOT SPECIFIED,46.161718,-106.701989,MT,Montana,Northern Cheyenne Agency,Tribal,TRUE,2021-01-01
MTDI00000,NOT SPECIFIED,47.642901,-114.083687,MT,Montana,Flathead Tribal,Tribal,TRUE,2021-01-01
MTMHP0000,NOT SPECIFIED,47.122153,-112.382945,MT,Montana,Montana Highway Patrol,State Police,TRUE,2017-01-01
MTDI06200,NOT SPECIFIED,48.25182,-109.78927,MT,Montana,Rocky Boy's Tribal,Tribal,TRUE,2021-01-01
MTDI05500,NOT SPECIFIED,48.282747,-104.99517,MT,Montana,Fort Peck Assiniboine and Sioux Tribes,Tribal,TRUE,2021-01-01
MTDI05400,NOT SPECIFIED,48.428282,-108.967648,MT,Montana,Fort Belknap Tribal,Tribal,TRUE,2021-01-01
MT0250000,LEWIS AND CLARK,46.586452,-112.03652,MT,Montana,Lewis and Clark County Sheriff's Office,County,TRUE,2004-10-01
MT0250100,LEWIS AND CLARK,46.586452,-112.03652,MT,Montana,Helena Police Department,City,TRUE,2004-09-01
MT0250200,LEWIS AND CLARK,47.122153,-112.382945,MT,Montana,East Helena Police Department,City,TRUE,2005-01-01
MT0250500,LEWIS AND CLARK,47.122153,-112.382945,MT,Montana,Gambling Investigations Bureau,Other State Agency,TRUE,2017-01-01
NBNSP0800,BOYD,40.637992,-96.131027,NE,Nebraska,State Patrol: Boyd County,State Police,TRUE,2021-01-01
