name,id,name_type,class,mass,fall,year,lat,long,geolocation
Miller Range 05160,44542,Valid,L5,38.4,Found,2005,NA,NA,NA
Miller Range 05161,44543,Valid,H6,24.6,Found,2005,NA,NA,NA
Miller Range 05162,44544,Valid,L5,33.7,Found,2005,NA,NA,NA
Miller Range 05163,44545,Valid,H6,42.9,Found,2005,NA,NA,NA
Miller Range 05164,44546,Valid,L6,38.8,Found,2005,NA,NA,NA
Miller Range 05165,44547,Valid,Howardite,25.6,Found,2005,NA,NA,NA
Miller Range 05166,44548,Valid,H6,39.7,Found,2005,NA,NA,NA
Miller Range 05167,44549,Valid,L6,29,Found,2005,NA,NA,NA
Miller Range 05168,44550,Valid,L6,75.7,Found,2005,NA,NA,NA
Miller Range 05169,44551,Valid,L5,48.1,Found,2005,NA,NA,NA
Miller Range 05171,44552,Valid,H6,4.3,Found,2005,NA,NA,NA
Miller Range 07001,47641,Valid,Diogenite-olivine,924.2,Found,2007,NA,NA,NA
Miller Range 07002,47642,Valid,CV3,758.4,Found,2007,NA,NA,NA
Miller Range 07003,47643,Valid,Diogenite,291.9,Found,2007,NA,NA,NA
Miller Range 07004,47644,Valid,Eucrite-br,703.2,Found,2007,NA,NA,NA
Miller Range 07005,47645,Valid,LL6,75,Found,2007,NA,NA,NA
Miller Range 07006,47646,Valid,Lunar (feldsp. breccia),1.4,Found,2007,NA,NA,NA
Miller Range 07007,47647,Valid,Howardite,29.4,Found,2007,NA,NA,NA
Miller Range 07008,47648,Valid,Aubrite,31.9,Found,2007,NA,NA,NA
Miller Range 07009,47649,Valid,Howardite,12.3,Found,2007,NA,NA,NA
Miller Range 07010,47650,Valid,L-melt rock,1528.8,Found,2007,NA,NA,NA
Miller Range 07011,51075,Valid,L5,7120,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07012,51076,Valid,LL6,2604.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07013,51077,Valid,L5,1491.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07014,51078,Valid,H6,710.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07015,51079,Valid,H5,472.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07016,48888,Valid,Eucrite-br,302.4,Found,2007,NA,NA,NA
Miller Range 07017,51080,Valid,H5,3094.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07018,51081,Valid,LL6,1665.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07019,51082,Valid,L5,1669.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07020,51083,Valid,L5,930,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07021,51084,Valid,H5,746.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07022,51085,Valid,L6,1126.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07029,51091,Valid,H6,991.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07030,51092,Valid,H5,592.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07031,51093,Valid,H6,930,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07032,51094,Valid,L6,194.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07033,51095,Valid,L6,349.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07034,51096,Valid,L6,240,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07035,51097,Valid,H6,270.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07036,51098,Valid,H5,234.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07037,51099,Valid,L6,362.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07038,51100,Valid,L6,431.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07039,51101,Valid,L5,258.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07040,51102,Valid,H5,413,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07041,51103,Valid,L6,257.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07042,51104,Valid,H5,184.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07043,51105,Valid,H5,288,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07044,51106,Valid,H5,460.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07045,51107,Valid,L5,308.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07046,51108,Valid,H5,441.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07047,51109,Valid,L6,733.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07048,51110,Valid,L6,222.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07049,51111,Valid,H5,577.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07050,51112,Valid,H4,176.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07051,51113,Valid,H5,93.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07052,51114,Valid,L5,164.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07053,51115,Valid,L5,76.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07054,51116,Valid,L5,62.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07055,51117,Valid,H6,51.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07056,51118,Valid,L6,68.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07057,51119,Valid,H5,114.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07058,51120,Valid,H5,53,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07059,51121,Valid,L6,81.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07060,51122,Valid,H5,0.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07061,51123,Valid,H6,0.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07062,51124,Valid,H6,1.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07063,51125,Valid,L6,6.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07064,51126,Valid,H6,0.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07065,52173,Valid,LL6,1.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07066,51127,Valid,L6,0.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07067,51128,Valid,L5,0.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07068,51129,Valid,L6,1.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07069,51130,Valid,H6,0.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07070,51131,Valid,H6,18.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07071,51132,Valid,H5,9.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07072,51133,Valid,L6,0.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07073,51134,Valid,H5,0.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07074,51135,Valid,H5,4.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07075,51136,Valid,H5,1.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07076,51137,Valid,H5,13.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07077,51138,Valid,H5,10.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07078,51139,Valid,H5,0.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07079,51140,Valid,H5,57.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07080,51141,Valid,H5,20.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07081,51142,Valid,H5,3.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07082,51143,Valid,H5,12.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07084,51144,Valid,H5,4.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07085,51145,Valid,H5,0.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07086,51146,Valid,H5,14.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07087,51147,Valid,H5,13,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07088,51148,Valid,L5,7.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07089,51149,Valid,H5,32.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07090,51150,Valid,H6,3.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07091,51151,Valid,H5,7.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07092,51152,Valid,H6,0.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07093,51153,Valid,LL5,1.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07094,51154,Valid,H6,25.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07095,51155,Valid,H6,47.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07096,51156,Valid,H6,9.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07097,51157,Valid,H5,7.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07098,51158,Valid,L5,54.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07099,52174,Valid,CO3,13.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07100,51159,Valid,H6,254.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07101,51160,Valid,H6,285.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07102,51161,Valid,H6,350.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07103,51162,Valid,H6,138.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07104,51163,Valid,H6,109.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07105,51164,Valid,H5,139.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07106,51165,Valid,H5,118.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07107,51166,Valid,H5,112.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07108,47651,Valid,H6,114.7,Found,2007,NA,NA,NA
Miller Range 07109,51167,Valid,H5,133.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07110,51168,Valid,H6,256.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07111,51169,Valid,L6,269.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07112,51170,Valid,L5,332.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07113,51171,Valid,H6,264.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07114,47652,Valid,LL5,139.4,Found,2007,NA,NA,NA
Miller Range 07115,51172,Valid,H5,106.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07116,51173,Valid,H6,72.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07117,51174,Valid,H6,104.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07118,51175,Valid,L4,146.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07119,47653,Valid,"Iron, IVA",232.9,Found,2007,NA,NA,NA
Miller Range 07120,51176,Valid,L4,179.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07121,51177,Valid,H5,358.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07122,51178,Valid,H6,221.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07123,51179,Valid,L6,303.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07124,51180,Valid,L5,378.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07125,51181,Valid,L5,213.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07126,51182,Valid,H5,210.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07127,51183,Valid,H5,180.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07128,51184,Valid,H6,156.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07129,51185,Valid,H6,371.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07130,51186,Valid,H5,33.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07131,51187,Valid,H6,56,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07132,51188,Valid,H6,71,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07133,51189,Valid,H6,95.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07134,51190,Valid,H5,102.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07135,51191,Valid,H6,132.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07136,51192,Valid,H5,62,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07137,51193,Valid,L5,110.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07138,51194,Valid,H5,91.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07139,53192,Valid,EH3,120.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07140,51195,Valid,L5,50.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07141,51196,Valid,H6,91.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07142,51197,Valid,H6,91.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07143,51198,Valid,H6,81.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07144,51199,Valid,H5,73.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07145,51200,Valid,L6,153.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07146,51201,Valid,L4,53.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07147,47705,Valid,LL5,97.2,Found,2007,NA,NA,NA
Miller Range 07148,51202,Valid,H5,35.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07149,51203,Valid,H5,49.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07150,51204,Valid,H5,86.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07151,51205,Valid,H6,45.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07152,51206,Valid,L6,98.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07153,51207,Valid,L6,122.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07154,51208,Valid,L5,91.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07155,51209,Valid,H6,91.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07156,51210,Valid,H6,57.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07157,51211,Valid,H6,62.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07158,51212,Valid,H6,50.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07159,51213,Valid,L6,120.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07160,51214,Valid,H6,54,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07161,51215,Valid,H6,22,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07162,51216,Valid,H6,43,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07163,51217,Valid,H6,63,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07164,51218,Valid,L6,85.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07165,51219,Valid,H5,54.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07166,51220,Valid,L6,104.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07167,51221,Valid,H5,129.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07168,51222,Valid,H5,87.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07169,51223,Valid,H5,56.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07170,51224,Valid,L6,58.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07171,51225,Valid,L6,56.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07172,51226,Valid,L5,138.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07173,51227,Valid,H6,30.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07174,51228,Valid,H6,65.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07175,51229,Valid,H5,31.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07176,51230,Valid,L5,75.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07177,51231,Valid,L5,83.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07178,51232,Valid,H5,44.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07179,51233,Valid,L6,32.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07180,51234,Valid,L5,113.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07181,51235,Valid,L6,136.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07182,51236,Valid,CO3,112,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07183,51237,Valid,H6,110.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07184,51238,Valid,L5,134.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07185,51239,Valid,L6,115.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07186,51240,Valid,L6,40.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07187,51241,Valid,H5,106.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07188,51242,Valid,H5,105,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07189,51243,Valid,L6,54.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07190,51244,Valid,L6,65.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07191,51245,Valid,H6,49,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07192,51246,Valid,L5,78,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07193,52175,Valid,CO3,67.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07194,51247,Valid,H6,73.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07195,51248,Valid,H6,64.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07196,51249,Valid,L6,59.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07197,51250,Valid,L6,85.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07198,51251,Valid,L6,75.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07199,51252,Valid,L6,130.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07200,52176,Valid,L6,88.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07201,52177,Valid,L5,59.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07202,52178,Valid,LL5,99.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07203,52179,Valid,L6,100.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07204,52180,Valid,H5,244.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07205,52181,Valid,LL5,117.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07206,52182,Valid,H5,119.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07207,52183,Valid,L5,84.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07208,52184,Valid,LL5,191.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07209,52185,Valid,LL5,122.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07210,52186,Valid,H6,32.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07211,52187,Valid,L6,38.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07212,52188,Valid,LL6,32.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07213,52189,Valid,L6,11.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07214,52190,Valid,LL5,20.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07215,52191,Valid,H6,9.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07216,53193,Valid,L5,18.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07217,52192,Valid,H5,8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07218,53194,Valid,L-imp melt,3.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07219,52193,Valid,H6,15.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07220,51253,Valid,H6,1.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07221,51254,Valid,H6,5.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07222,51255,Valid,H6,2.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07223,51256,Valid,L6,1.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07224,51257,Valid,L6,1.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07225,51258,Valid,H6,4.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07226,51259,Valid,H6,5.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07227,51260,Valid,H6,3.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07228,51261,Valid,H6,2.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07229,51262,Valid,L6,1.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07230,52194,Valid,H6,21,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07231,52195,Valid,LL5,7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07232,52196,Valid,L5,27.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07233,52197,Valid,L6,33.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07234,52198,Valid,L5,29.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07235,52199,Valid,H6,62.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07236,53195,Valid,H4,18.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07237,52200,Valid,LL6,9.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07238,52201,Valid,H6,13.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07239,52202,Valid,L5,11.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07240,51263,Valid,H5,28.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07241,51264,Valid,EH3,33.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07242,51265,Valid,H5,24,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07243,51266,Valid,L6,21.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07244,51267,Valid,L6,6.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07245,51268,Valid,L6,3.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07246,51269,Valid,L6,2.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07247,51270,Valid,H6,1.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07248,51271,Valid,H6,2.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07249,51272,Valid,L4,4.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07250,51273,Valid,H6,1.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07251,51274,Valid,H6,14.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07252,51275,Valid,H6,2.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07253,51276,Valid,H6,5.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07254,51277,Valid,L6,2.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07255,51278,Valid,L6,7.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07256,51279,Valid,L6,0.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07257,51280,Valid,H6,4.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07258,51281,Valid,L6,3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07259,53196,Valid,Acapulcoite/lodranite,3.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07260,51282,Valid,H6,2.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07261,51283,Valid,H6,17.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07262,51284,Valid,L6,0.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07263,51285,Valid,H6,2.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07264,51286,Valid,L6,5.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07265,51287,Valid,CO3,0.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07266,51288,Valid,H6,9.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07267,51289,Valid,H6,7.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07268,51290,Valid,LL6,1.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07269,51291,Valid,H5,1.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07270,51292,Valid,H6,32.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07271,51293,Valid,H6,21.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07272,51294,Valid,L6,59.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07273,51295,Valid,H5-an,33.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07274,51296,Valid,H6,23.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07275,51297,Valid,H5,29.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07276,51298,Valid,L5,15,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07277,51299,Valid,CV3,34.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07278,51300,Valid,L5,33,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07279,51301,Valid,H5,9.8,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07280,52203,Valid,L5,18.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07281,52204,Valid,L5,38.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07282,52205,Valid,L6,14.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07283,52206,Valid,L6,14.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07284,52207,Valid,L6,22.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07285,52208,Valid,H5,3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07286,52209,Valid,L6,2.4,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07287,52210,Valid,L6,18.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07288,52211,Valid,H6,47.9,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07289,52212,Valid,L6,42.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07290,52213,Valid,L6,32.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07291,52214,Valid,H6,12.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07292,52215,Valid,CO3,15.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07293,52216,Valid,CO3,16.7,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07294,52217,Valid,LL6,28.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07295,52218,Valid,CO3,15,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07296,52219,Valid,H6,28.6,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07297,52220,Valid,H6,28,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07298,52221,Valid,CO3,16,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07299,52222,Valid,H6,31.5,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07300,52223,Valid,CO3,7.1,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07301,51302,Valid,L6,4.3,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07302,52224,Valid,CO3,5.2,Found,2007,0,0,"(0.0, 0.0)"
Miller Range 07303,52225,Valid,CO3,1.6,Found,2007,0,0,"(0.0, 0.0)"
