volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,event_remarks,event_date_year,event_date_month,event_date_day
346010,Baru,11255,1340,137719,Pyroclastic flow,NA,NA,NA,NA
346010,Baru,11256,1550,137721,Explosion,NA,NA,NA,NA
346010,Baru,11256,1550,137722,Ash,NA,NA,NA,NA
346010,Baru,11256,1550,137723,Pyroclastic flow,NA,NA,NA,NA
346010,Baru,11256,1550,137724,Property damage,NA,NA,NA,NA
346010,Baru,11256,1550,137725,Evacuations,NA,NA,NA,NA
351011,Romeral,11257,-6510,137726,Explosion,NA,NA,NA,NA
351011,Romeral,11257,-6510,137727,Pumice,NA,NA,NA,NA
351012,"Bravo, Cerro",11258,-4280,137729,Explosion,NA,NA,NA,NA
351012,"Bravo, Cerro",11258,-4280,137730,Ash,NA,NA,NA,NA
351012,"Bravo, Cerro",11258,-4280,137731,Pumice,NA,NA,NA,NA
351012,"Bravo, Cerro",11259,-1310,137733,Explosion,NA,NA,NA,NA
351012,"Bravo, Cerro",11259,-1310,137734,Ash,NA,NA,NA,NA
351012,"Bravo, Cerro",11259,-1310,137735,Pumice,NA,NA,NA,NA
351012,"Bravo, Cerro",11260,-1050,137737,Explosion,NA,NA,NA,NA
351012,"Bravo, Cerro",11260,-1050,137738,Ash,NA,NA,NA,NA
351012,"Bravo, Cerro",11260,-1050,137739,Pumice,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137742,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137743,Ash,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137744,Pyroclastic flow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137745,Phreatic activity,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137746,Lava dome formation,Uncertain,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137747,Lahar or mudflow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137748,Edifice destroyed,Collapse/avalanche,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137749,Debris avalanches,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11271,-1245,137750,Pumice,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11272,-850,137752,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11272,-850,137753,Lapilli,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11272,-850,137754,Pyroclastic flow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11272,-850,137755,Lahar or mudflow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11272,-850,137756,Pumice,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11273,-200,137758,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11273,-200,137759,Pumice,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11274,350,137761,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11274,350,137762,Tephra,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11275,675,137764,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11275,675,137765,Pyroclastic flow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11275,675,137766,Lahar or mudflow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11275,675,137767,Pumice,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11276,1350,137769,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11276,1350,137770,Lahar or mudflow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11276,1350,137771,Pumice,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11277,1541,137772,Phreatic activity,Uncertain,NA,NA,NA
351020,"Ruiz, Nevado del",11285,1831,137774,Phreatic activity,Uncertain,NA,NA,NA
351020,"Ruiz, Nevado del",11286,1833,137777,Phreatic activity,Uncertain,NA,NA,NA
351020,"Ruiz, Nevado del",11286,1833,137778,Fumarolic or solfataric,Uncertain,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137783,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137784,Pyroclastic flow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137785,Phreatic activity,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137786,Lava flow(s),Uncertain,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137787,Property damage,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137788,Fatalities,NA,1845,2,19
351020,"Ruiz, Nevado del",11287,1845,137789,Lahar or mudflow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137790,Debris avalanches,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11287,1845,137791,Earthquakes (undefined),NA,NA,NA,NA
351020,"Ruiz, Nevado del",11288,1916,137792,Ash,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11288,1916,137793,Phreatic activity,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11289,1984,137795,Ash,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11289,1984,137796,Phreatic activity,weak or small,NA,NA,NA
351020,"Ruiz, Nevado del",11289,1984,137797,Crater formation,Summit.,NA,NA,NA
351020,"Ruiz, Nevado del",11289,1984,137798,Volcanic tremor,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11290,1985,137800,Explosion,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11290,1985,137801,Ash,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11290,1985,137802,Pyroclastic flow,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11290,1985,137803,Phreatic activity,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11290,1985,137804,Property damage,NA,NA,NA,NA
351020,"Ruiz, Nevado del",11290,1985,137805,Fatalities,NA,1985,11,13
351020,"Ruiz, Nevado del",11290,1985,137806,Lahar or mudflow,NA,NA,NA,NA
351030,"Tolima, Nevado del",11299,260,137807,Explosion,NA,NA,NA,NA
351030,"Tolima, Nevado del",11299,260,137808,Ash,NA,NA,NA,NA
351030,"Tolima, Nevado del",11299,260,137809,Lapilli,NA,NA,NA,NA
351030,"Tolima, Nevado del",11300,1822,137810,Explosion,NA,NA,NA,NA
351030,"Tolima, Nevado del",11301,1825,137811,Explosion,NA,NA,NA,NA
351030,"Tolima, Nevado del",11302,1826,137812,Explosion,NA,NA,NA,NA
351030,"Tolima, Nevado del",11303,1943,137813,Explosion,NA,NA,NA,NA
351040,Machin,11304,-3800,137814,Explosion,NA,NA,NA,NA
351040,Machin,11304,-3800,137815,Pyroclastic flow,NA,NA,NA,NA
351040,Machin,11304,-3800,137816,Pumice,NA,NA,NA,NA
351040,Machin,11305,-2650,137817,Explosion,NA,NA,NA,NA
351040,Machin,11306,-2240,137818,Explosion,NA,NA,NA,NA
351040,Machin,11306,-2240,137819,Pyroclastic flow,NA,NA,NA,NA
351040,Machin,11306,-2240,137820,Pumice,NA,NA,NA,NA
351040,Machin,11307,-2100,137821,Explosion,NA,NA,NA,NA
351040,Machin,11307,-2100,137822,Pyroclastic flow,NA,NA,NA,NA
351040,Machin,11307,-2100,137823,Pumice,NA,NA,NA,NA
351040,Machin,11308,-650,137824,Explosion,NA,NA,NA,NA
351040,Machin,11308,-650,137825,Pyroclastic flow,NA,NA,NA,NA
351040,Machin,11308,-650,137826,Lahar or mudflow,NA,NA,NA,NA
351040,Machin,11309,750,137827,Explosion,NA,NA,NA,NA
351040,Machin,11310,1180,137829,Explosion,NA,NA,NA,NA
351040,Machin,11310,1180,137830,Pumice,NA,NA,NA,NA
351050,"Huila, Nevado del",11311,1555,137831,Explosion,NA,NA,NA,NA
351050,"Huila, Nevado del",11312,2007,137834,Explosion,NA,NA,NA,NA
351050,"Huila, Nevado del",11312,2007,137835,Ash,NA,NA,NA,NA
351050,"Huila, Nevado del",11312,2007,137836,Property damage,NA,NA,NA,NA
351050,"Huila, Nevado del",11312,2007,137837,Lahar or mudflow,NA,NA,NA,NA
351050,"Huila, Nevado del",11312,2007,137838,Evacuations,NA,2007,4,18
351050,"Huila, Nevado del",11312,2007,137839,Volcanic tremor,NA,NA,NA,NA
351060,Purace,11320,1847,137841,Explosion,NA,NA,NA,NA
351060,Purace,11320,1847,137842,Property damage,NA,NA,NA,NA
351060,Purace,11320,1847,137843,Evacuations,NA,NA,NA,NA
351060,Purace,11320,1847,137844,Eruption cloud,NA,NA,NA,NA
351060,Purace,11321,1860,137846,Explosion,NA,NA,NA,NA
351060,Purace,11322,1869,137848,Explosion,NA,NA,NA,NA
351060,Purace,11322,1869,137849,Ash,NA,NA,NA,NA
351060,Purace,11322,1869,137850,Pyroclastic flow,NA,NA,NA,NA
351060,Purace,11322,1869,137851,Lahar or mudflow,NA,NA,NA,NA
351060,Purace,11322,1869,137852,Earthquakes (undefined),NA,NA,NA,NA
351060,Purace,11322,1869,137853,Lightning,NA,NA,NA,NA
351060,Purace,11323,1870,137855,Explosion,NA,NA,NA,NA
351060,Purace,11324,1878,137857,Explosion,NA,NA,NA,NA
351060,Purace,11325,1881,137859,Explosion,NA,NA,NA,NA
351060,Purace,11326,1885,137861,Explosion,"violent, strong, or large",NA,NA,NA
351060,Purace,11326,1885,137862,Property damage,NA,NA,NA,NA
351060,Purace,11326,1885,137863,Fatalities,NA,1885,5,25
351060,Purace,11326,1885,137864,Earthquakes (undefined),NA,NA,NA,NA
351060,Purace,11327,1899,137866,Explosion,NA,NA,NA,NA
351060,Purace,11328,1902,137868,Explosion,NA,NA,NA,NA
351060,Purace,11329,1906,137870,Explosion,NA,NA,NA,NA
351060,Purace,11330,1924,137872,Explosion,NA,NA,NA,NA
351070,Dona Juana,11341,1897,137873,Explosion,NA,NA,NA,NA
351070,Dona Juana,11341,1897,137874,Pyroclastic flow,NA,NA,NA,NA
351070,Dona Juana,11341,1897,137875,Lava dome formation,NA,NA,NA,NA
351070,Dona Juana,11341,1897,137876,Fatalities,NA,1899,11,13
351070,Dona Juana,11341,1897,137877,Lahar or mudflow,NA,NA,NA,NA
351080,Galeras,11342,-7050,137879,Explosion,NA,NA,NA,NA
351080,Galeras,11342,-7050,137880,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11343,-3150,137882,Explosion,NA,NA,NA,NA
351080,Galeras,11343,-3150,137883,Ash,NA,NA,NA,NA
351080,Galeras,11343,-3150,137884,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11343,-3150,137885,Lahar or mudflow,NA,NA,NA,NA
351080,Galeras,11343,-3150,137886,Pumice,NA,NA,NA,NA
351080,Galeras,11344,-2580,137888,Explosion,NA,NA,NA,NA
351080,Galeras,11344,-2580,137889,Ash,NA,NA,NA,NA
351080,Galeras,11344,-2580,137890,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11344,-2580,137891,Pumice,NA,NA,NA,NA
351080,Galeras,11345,-1160,137893,Explosion,NA,NA,NA,NA
351080,Galeras,11345,-1160,137894,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11345,-1160,137895,Pumice,NA,NA,NA,NA
351080,Galeras,11346,-490,137897,Explosion,NA,NA,NA,NA
351080,Galeras,11346,-490,137898,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11346,-490,137899,Lahar or mudflow,NA,NA,NA,NA
351080,Galeras,11346,-490,137900,Pumice,NA,NA,NA,NA
351080,Galeras,11347,890,137902,Explosion,NA,NA,NA,NA
351080,Galeras,11347,890,137903,Ash,NA,NA,NA,NA
351080,Galeras,11347,890,137904,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11347,890,137905,Lahar or mudflow,NA,NA,NA,NA
351080,Galeras,11357,1834,137906,Explosion,NA,NA,NA,NA
351080,Galeras,11357,1834,137907,Lava flow(s),NA,NA,NA,NA
351080,Galeras,11358,1836,137909,Explosion,NA,NA,NA,NA
351080,Galeras,11359,1865,137911,Explosion,NA,NA,NA,NA
351080,Galeras,11359,1865,137912,Ash,NA,NA,NA,NA
351080,Galeras,11359,1865,137913,Pyroclastic flow,NA,NA,NA,NA
351080,Galeras,11359,1865,137914,Lava flow(s),NA,NA,NA,NA
351080,Galeras,11359,1865,137915,Lava dome formation,NA,NA,NA,NA
351080,Galeras,11359,1865,137916,Lahar or mudflow,NA,NA,NA,NA
351080,Galeras,11359,1865,137917,Pumice,NA,NA,NA,NA
351080,Galeras,11360,1889,137919,Explosion,NA,NA,NA,NA
351080,Galeras,11360,1889,137920,Lava flow(s),Uncertain,NA,NA,NA
351080,Galeras,11361,1891,137922,Explosion,NA,NA,NA,NA
351080,Galeras,11361,1891,137923,Lava flow(s),Uncertain,NA,NA,NA
351080,Galeras,11362,1923,137925,Explosion,NA,NA,NA,NA
351080,Galeras,11363,1924,137927,Explosion,NA,NA,NA,NA
351080,Galeras,11363,1924,137928,Lava flow(s),Uncertain,NA,NA,NA
351080,Galeras,11363,1924,137929,Lava dome formation,NA,NA,NA,NA
351080,Galeras,11363,1924,137930,Debris avalanches,NA,NA,NA,NA
351080,Galeras,11363,1924,137931,Lava fountains,NA,NA,NA,NA
351080,Galeras,11364,1930,137933,Explosion,Uncertain,NA,NA,NA
351080,Galeras,11365,1932,137935,Explosion,NA,NA,NA,NA
351080,Galeras,11366,1933,137937,Explosion,Uncertain,NA,NA,NA
351080,Galeras,11373,1990,137939,Earthquakes (undefined),Before.,NA,NA,NA
351080,Galeras,11373,1990,137940,Deformation (inflation),NA,NA,NA,NA
351080,Galeras,11373,1990,137941,Blocks,NA,NA,NA,NA
351080,Galeras,11374,1993,137944,Explosion,NA,NA,NA,NA
351080,Galeras,11374,1993,137945,Ash,NA,NA,NA,NA
351080,Galeras,11374,1993,137946,Lapilli,NA,NA,NA,NA
351080,Galeras,11374,1993,137947,Property damage,NA,NA,NA,NA
351080,Galeras,11374,1993,137948,Fatalities,NA,1993,1,14
351080,Galeras,11374,1993,137949,Earthquakes (undefined),Before.,NA,NA,NA
351080,Galeras,11374,1993,137950,Earthquakes (undefined),NA,NA,NA,NA
351080,Galeras,11374,1993,137951,Earthquakes (undefined),After.,NA,NA,NA
351080,Galeras,11374,1993,137952,Lightning,NA,NA,NA,NA
351080,Galeras,11374,1993,137953,Blocks,NA,NA,NA,NA
351080,Galeras,11375,2000,137955,Phreatic activity,Uncertain,NA,NA,NA
351080,Galeras,11375,2000,137956,Volcanic tremor,NA,NA,NA,NA
351080,Galeras,11375,2000,137957,Earthquakes (undefined),Before.,NA,NA,NA
351080,Galeras,11375,2000,137958,Earthquakes (undefined),NA,NA,NA,NA
351080,Galeras,11376,2002,137960,Ash,NA,NA,NA,NA
351080,Galeras,11376,2002,137961,Lapilli,NA,NA,NA,NA
351080,Galeras,11376,2002,137962,Phreatic activity,NA,NA,NA,NA
351080,Galeras,11376,2002,137963,Volcanic tremor,NA,NA,NA,NA
351080,Galeras,11377,2004,137965,Explosion,NA,NA,NA,NA
351080,Galeras,11377,2004,137966,Ash,NA,NA,NA,NA
351080,Galeras,11377,2004,137967,Property damage,NA,NA,NA,NA
351080,Galeras,11377,2004,137968,Evacuations,NA,NA,NA,NA
351080,Galeras,11377,2004,137969,Volcanic tremor,NA,NA,NA,NA
351080,Galeras,11377,2004,137970,Blocks,NA,NA,NA,NA
351080,Galeras,11377,2004,137971,Fauna kill,Aquatic.,NA,NA,NA
351090,Azufral,11384,-1650,137972,Pyroclastic flow,NA,NA,NA,NA
351090,Azufral,11384,-1650,137973,Lava dome formation,NA,NA,NA,NA
351090,Azufral,11385,-930,137975,Explosion,NA,NA,NA,NA
351090,Azufral,11385,-930,137976,Lapilli,NA,NA,NA,NA
351090,Azufral,11385,-930,137977,Pumice,NA,NA,NA,NA
351100,Cumbal,11386,1877,137979,Explosion,NA,NA,NA,NA
351100,Cumbal,11387,1926,137981,Explosion,NA,NA,NA,NA
351110,Chiles-Cerro Negro,11388,1936,137983,Explosion,Uncertain,NA,NA,NA
352001,Soche,11389,-6650,137985,Explosion,NA,NA,NA,NA
352001,Soche,11389,-6650,137986,Pyroclastic flow,NA,NA,NA,NA
352001,Soche,11389,-6650,137987,Lava dome formation,NA,NA,NA,NA
352001,Soche,11389,-6650,137988,Pumice,NA,NA,NA,NA
352002,Chachimbiro,11390,-3740,137990,Explosion,NA,NA,NA,NA
352002,Chachimbiro,11390,-3740,137991,Ash,NA,NA,NA,NA
352002,Chachimbiro,11390,-3740,137992,Lava dome formation,NA,NA,NA,NA
352003,Cuicocha,11391,-2550,137994,Explosion,NA,NA,NA,NA
352003,Cuicocha,11391,-2550,137995,Lahar or mudflow,NA,NA,NA,NA
352003,Cuicocha,11392,-1150,137997,Explosion,NA,NA,NA,NA
352003,Cuicocha,11392,-1150,137998,Pyroclastic flow,NA,NA,NA,NA
352003,Cuicocha,11392,-1150,137999,Phreatic activity,NA,NA,NA,NA
352003,Cuicocha,11392,-1150,138000,Property damage,NA,NA,NA,NA
352003,Cuicocha,11392,-1150,138001,Caldera formation,Explosion,NA,NA,NA
352003,Cuicocha,11392,-1150,138002,Pumice,NA,NA,NA,NA
352003,Cuicocha,11393,-950,138004,Explosion,NA,NA,NA,NA
352006,Cayambe,11408,260,138005,Explosion,NA,NA,NA,NA
352006,Cayambe,11408,260,138006,Ash,NA,NA,NA,NA
352006,Cayambe,11408,260,138007,Lapilli,NA,NA,NA,NA
352006,Cayambe,11409,880,138008,Explosion,NA,NA,NA,NA
352006,Cayambe,11409,880,138009,Ash,NA,NA,NA,NA
352006,Cayambe,11410,1040,138011,Explosion,NA,NA,NA,NA
352006,Cayambe,11410,1040,138012,Ash,NA,NA,NA,NA
352006,Cayambe,11410,1040,138013,Lapilli,NA,NA,NA,NA
352006,Cayambe,11410,1040,138014,Pyroclastic flow,NA,NA,NA,NA
352006,Cayambe,11410,1040,138015,Lava dome formation,NA,NA,NA,NA
352006,Cayambe,11411,1270,138016,Explosion,NA,NA,NA,NA
352006,Cayambe,11411,1270,138017,Ash,NA,NA,NA,NA
352006,Cayambe,11412,1290,138019,Explosion,NA,NA,NA,NA
352006,Cayambe,11412,1290,138020,Ash,NA,NA,NA,NA
352006,Cayambe,11412,1290,138021,Pyroclastic flow,NA,NA,NA,NA
352006,Cayambe,11412,1290,138022,Lava dome formation,NA,NA,NA,NA
352006,Cayambe,11412,1290,138023,Lahar or mudflow,NA,NA,NA,NA
352006,Cayambe,11412,1290,138024,Blocks,NA,NA,NA,NA
352006,Cayambe,11413,1440,138025,Explosion,NA,NA,NA,NA
352006,Cayambe,11413,1440,138026,Ash,NA,NA,NA,NA
352006,Cayambe,11414,1570,138028,Explosion,NA,NA,NA,NA
352006,Cayambe,11414,1570,138029,Ash,NA,NA,NA,NA
352006,Cayambe,11414,1570,138030,Bombs,NA,NA,NA,NA
352006,Cayambe,11414,1570,138031,Pyroclastic flow,NA,NA,NA,NA
352006,Cayambe,11414,1570,138032,Lava dome formation,NA,NA,NA,NA
352006,Cayambe,11414,1570,138033,Blocks,NA,NA,NA,NA
352006,Cayambe,11415,1590,138035,Explosion,NA,NA,NA,NA
352006,Cayambe,11415,1590,138036,Ash,NA,NA,NA,NA
352006,Cayambe,11415,1590,138037,Lapilli,NA,NA,NA,NA
352010,Reventador,11422,1541,138038,Explosion,NA,NA,NA,NA
352010,Reventador,11422,1541,138039,Earthquakes (undefined),NA,NA,NA,NA
352010,Reventador,11423,1590,138041,Explosion,NA,NA,NA,NA
352010,Reventador,11423,1590,138042,Ash,NA,NA,NA,NA
352010,Reventador,11424,1691,138044,Explosion,NA,NA,NA,NA
352010,Reventador,11424,1691,138045,Ash,NA,NA,NA,NA
352030,Antisana,11425,1748,138047,Explosion,NA,NA,NA,NA
352010,Reventador,11426,1797,138049,Explosion,NA,NA,NA,NA
352010,Reventador,11426,1797,138050,Ash,NA,NA,NA,NA
352030,Antisana,11427,1801,138052,Explosion,NA,NA,NA,NA
352010,Reventador,11428,1843,138054,Explosion,NA,NA,NA,NA
352010,Reventador,11429,1843,138056,Explosion,NA,NA,NA,NA
352010,Reventador,11429,1843,138057,Ash,NA,NA,NA,NA
352010,Reventador,11430,1844,138059,Explosion,NA,NA,NA,NA
352010,Reventador,11430,1844,138060,Ash,NA,NA,NA,NA
352010,Reventador,11431,1856,138062,Explosion,NA,NA,NA,NA
352010,Reventador,11431,1856,138063,Ash,NA,NA,NA,NA
352010,Reventador,11431,1856,138064,Loud audible noises,NA,NA,NA,NA
352010,Reventador,11432,1871,138066,Explosion,NA,NA,NA,NA
352010,Reventador,11432,1871,138067,Loud audible noises,NA,NA,NA,NA
352010,Reventador,11433,1894,138069,Explosion,NA,NA,NA,NA
352010,Reventador,11443,1972,138071,Ash,Incandescent,NA,NA,NA
352010,Reventador,11443,1972,138072,Blocks,NA,NA,NA,NA
352010,Reventador,11444,1973,138074,Explosion,NA,NA,NA,NA
352010,Reventador,11444,1973,138075,Ash,NA,NA,NA,NA
352010,Reventador,11444,1973,138076,Lava flow(s),moderate,NA,NA,NA
352010,Reventador,11444,1973,138077,Lahar or mudflow,moderate,NA,NA,NA
352010,Reventador,11444,1973,138078,Blocks,NA,NA,NA,NA
352010,Reventador,11445,1976,138080,Explosion,weak or small,NA,NA,NA
352010,Reventador,11445,1976,138081,Ash,NA,NA,NA,NA
352010,Reventador,11445,1976,138082,Bombs,NA,NA,NA,NA
352010,Reventador,11445,1976,138083,Pyroclastic flow,NA,NA,NA,NA
352010,Reventador,11445,1976,138084,Lava flow(s),"violent, strong, or large",NA,NA,NA
352010,Reventador,11445,1976,138085,Volcanic tremor,Before eruption.,NA,NA,NA
352010,Reventador,11446,2002,138088,Explosion,NA,NA,NA,NA
352010,Reventador,11446,2002,138089,Ash,NA,NA,NA,NA
352010,Reventador,11446,2002,138090,Pyroclastic flow,NA,NA,NA,NA
352010,Reventador,11446,2002,138091,Lava flow(s),NA,NA,NA,NA
352010,Reventador,11446,2002,138092,Property damage,NA,NA,NA,NA
352010,Reventador,11446,2002,138093,Fatalities,NA,2001,11,3
352010,Reventador,11446,2002,138094,Lahar or mudflow,NA,NA,NA,NA
352010,Reventador,11446,2002,138095,Evacuations,NA,NA,NA,NA
352010,Reventador,11446,2002,138096,Loud audible noises,NA,NA,NA,NA
352010,Reventador,11446,2002,138097,Volcanic tremor,NA,NA,NA,NA
352010,Reventador,11446,2002,138098,Earthquakes (undefined),Before.,NA,NA,NA
352010,Reventador,11446,2002,138099,Earthquakes (undefined),NA,NA,NA,NA
352010,Reventador,11446,2002,138100,Ash,Incandescent,NA,NA,NA
352010,Reventador,11446,2002,138101,Fauna kill,Terrestrial.,NA,NA,NA
352010,Reventador,11447,2004,138103,Explosion,NA,NA,NA,NA
352021,Atacazo,11451,-3490,138104,Ash,NA,NA,NA,NA
352021,Atacazo,11451,-3490,138105,Pyroclastic flow,NA,NA,NA,NA
352021,Atacazo,11451,-3490,138106,Lava dome formation,NA,NA,NA,NA
352021,Atacazo,11451,-3490,138107,Pumice,NA,NA,NA,NA
352021,Atacazo,11452,-2490,138109,Explosion,NA,NA,NA,NA
352021,Atacazo,11452,-2490,138110,Ash,NA,NA,NA,NA
352021,Atacazo,11452,-2490,138111,Pyroclastic flow,NA,NA,NA,NA
352021,Atacazo,11452,-2490,138112,Lava dome formation,NA,NA,NA,NA
352021,Atacazo,11452,-2490,138113,Pumice,NA,NA,NA,NA
352021,Atacazo,11453,-320,138115,Explosion,NA,NA,NA,NA
352021,Atacazo,11453,-320,138116,Ash,NA,NA,NA,NA
352021,Atacazo,11453,-320,138117,Pyroclastic flow,NA,NA,NA,NA
352021,Atacazo,11453,-320,138118,Lava dome formation,NA,NA,NA,NA
352021,Atacazo,11453,-320,138119,Pumice,NA,NA,NA,NA
352022,Chacana,11454,-8050,138121,Explosion,NA,NA,NA,NA
352022,Chacana,11454,-8050,138122,Lava flow(s),NA,NA,NA,NA
352022,Chacana,11455,-1580,138124,Explosion,NA,NA,NA,NA
352022,Chacana,11455,-1580,138125,Ash,NA,NA,NA,NA
352022,Chacana,11456,-50,138126,Lava flow(s),NA,NA,NA,NA
352022,Chacana,11457,1760,138128,Explosion,NA,NA,NA,NA
352022,Chacana,11457,1760,138129,Ash,NA,NA,NA,NA
352022,Chacana,11457,1760,138130,Bombs,NA,NA,NA,NA
352022,Chacana,11457,1760,138131,Lava flow(s),NA,NA,NA,NA
352022,Chacana,11457,1760,138132,Property damage,NA,NA,NA,NA
352022,Chacana,11458,1773,138134,Lava flow(s),NA,NA,NA,NA
352022,Chacana,11458,1773,138135,Property damage,NA,NA,NA,NA
352020,Guagua Pichincha,11467,-1860,138137,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11467,-1860,138138,Ash,NA,NA,NA,NA
352020,Guagua Pichincha,11467,-1860,138139,Lava dome formation,NA,NA,NA,NA
352020,Guagua Pichincha,11467,-1860,138140,Blocks,NA,NA,NA,NA
352020,Guagua Pichincha,11468,-1230,138142,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11468,-1230,138143,Ash,NA,NA,NA,NA
352020,Guagua Pichincha,11468,-1230,138144,Lava dome formation,NA,NA,NA,NA
352020,Guagua Pichincha,11468,-1230,138145,Blocks,NA,NA,NA,NA
352020,Guagua Pichincha,11469,70,138147,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11469,70,138148,Ash,NA,NA,NA,NA
352020,Guagua Pichincha,11469,70,138149,Lapilli,NA,NA,NA,NA
352020,Guagua Pichincha,11469,70,138150,Pyroclastic flow,NA,NA,NA,NA
352020,Guagua Pichincha,11469,70,138151,Pumice,NA,NA,NA,NA
352020,Guagua Pichincha,11470,550,138153,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11470,550,138154,Ash,NA,NA,NA,NA
352020,Guagua Pichincha,11470,550,138155,Pyroclastic flow,NA,NA,NA,NA
352020,Guagua Pichincha,11470,550,138156,Lava dome formation,NA,NA,NA,NA
352020,Guagua Pichincha,11470,550,138157,Blocks,NA,NA,NA,NA
352020,Guagua Pichincha,11471,930,138159,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11471,930,138160,Ash,NA,NA,NA,NA
352020,Guagua Pichincha,11471,930,138161,Lapilli,NA,NA,NA,NA
352020,Guagua Pichincha,11471,930,138162,Pyroclastic flow,NA,NA,NA,NA
352020,Guagua Pichincha,11471,930,138163,Pumice,NA,NA,NA,NA
352020,Guagua Pichincha,11472,1533,138165,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11472,1533,138166,Phreatic activity,Uncertain,NA,NA,NA
352020,Guagua Pichincha,11473,1534,138168,Explosion,NA,NA,NA,NA
352020,Guagua Pichincha,11473,1534,138169,Phreatic activity,Uncertain,NA,NA,NA
352020,Guagua Pichincha,11483,1660,138170,Property damage,NA,NA,NA,NA
352020,Guagua Pichincha,11483,1660,138171,Lahar or mudflow,NA,NA,NA,NA
352020,Guagua Pichincha,11483,1660,138172,Earthquakes (undefined),NA,NA,NA,NA
352020,Guagua Pichincha,11484,1830,138174,Explosion,weak or small,NA,NA,NA
352020,Guagua Pichincha,11484,1830,138175,Phreatic activity,NA,NA,NA,NA
352020,Guagua Pichincha,11485,1831,138177,Explosion,weak or small,NA,NA,NA
352020,Guagua Pichincha,11485,1831,138178,Phreatic activity,NA,NA,NA,NA
352020,Guagua Pichincha,11486,1868,138180,Explosion,weak or small,NA,NA,NA
352020,Guagua Pichincha,11486,1868,138181,Phreatic activity,weak or small,NA,NA,NA
352020,Guagua Pichincha,11487,1868,138183,Explosion,weak or small,NA,NA,NA
352020,Guagua Pichincha,11487,1868,138184,Phreatic activity,weak or small,NA,NA,NA
352020,Guagua Pichincha,11488,1869,138186,Explosion,weak or small,NA,NA,NA
352020,Guagua Pichincha,11488,1869,138187,Phreatic activity,weak or small,NA,NA,NA
