volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
282020,Io-Torishima,16916,Confirmed Eruption,NA,1,1868,2,0,Historical Observations,1868,4,0,27.881,128.223
268010,Dukono,16575,Confirmed Eruption,NA,2,1868,0,0,Historical Observations,NA,NA,NA,1.693,127.894
261160,Talang,15487,Uncertain Eruption,NA,NA,1868,0,0,NA,NA,NA,NA,-0.979,100.681
224010,Cameroon,14124,Confirmed Eruption,SW flank (2250 m) and NW flank,2,1868,0,0,Historical Observations,NA,NA,NA,4.203,9.17
251010,Bam,14855,Discredited Eruption,NA,NA,1868,0,0,NA,NA,NA,NA,-3.613,144.818
355030,Isluga,11824,Confirmed Eruption,NA,2,1868,0,0,Historical Observations,NA,NA,NA,-19.15,-68.83
343100,San Miguel,10846,Confirmed Eruption,WSW flank (1000 m),2,1867,12,14,Historical Observations,1868,2,16,13.434,-88.269
263310,Tengger Caldera,13450,Confirmed Eruption,Bromo,2,1867,12,13,Historical Observations,1868,1,12,-7.942,112.95
373100,Tjornes Fracture Zone,12957,Confirmed Eruption,Immediately north of Manareyjar Island,NA,1867,12,0,Historical Observations,1868,1,0,66.309,-17.118
344070,"Negro, Cerro",10945,Confirmed Eruption,NE-SW-trending fissure,2,1867,11,14,Historical Observations,1867,11,30,12.506,-86.702
283190,Zaozan [Zaosan],17976,Confirmed Eruption,Okama,2,1867,10,21,Historical Observations,NA,NA,NA,38.144,140.44
285040,Shikotsu,18614,Confirmed Eruption,Tarumai,2,1867,9,8,Historical Observations,NA,NA,NA,42.688,141.38
373010,Grimsvotn,12817,Confirmed Eruption,NA,1,1867,8,29,Historical Observations,NA,NA,NA,64.416,-17.316
382050,Terceira,19962,Confirmed Eruption,Submarine vent 3-6 WNW of Terceira,3,1867,6,1,Historical Observations,1867,6,8,38.73,-27.32
354020,Ubinas,11788,Confirmed Eruption,NA,2,1867,5,24,Historical Observations,1867,5,28,-16.355,-70.903
263300,Semeru,15982,Confirmed Eruption,NA,2,1867,4,15,Historical Observations,1867,5,0,-8.108,112.922
243110,Niuafo'ou,14788,Confirmed Eruption,SSW flank,1,1867,4,12,Historical Observations,NA,NA,NA,-15.6,-175.63
343030,Izalco,10792,Confirmed Eruption,NA,2,1867,4,0,Historical Observations,1867,8,0,13.813,-89.633
345050,Barva,11195,Uncertain Eruption,NA,NA,1867,3,0,NA,NA,NA,NA,10.135,-84.1
321010,Baker,20462,Uncertain Eruption,Sherman Crater,NA,1867,3,0,NA,NA,NA,NA,48.777,-121.813
264110,Iya,13708,Confirmed Eruption,NA,2,1867,1,0,Historical Observations,NA,NA,NA,-8.891,121.641
211070,Campi Flegrei del Mar di Sicilia,13870,Confirmed Eruption,Pinne,0,1867,0,0,Historical Observations,NA,NA,NA,37.1,12.7
342090,Fuego,10713,Uncertain Eruption,NA,2,1867,0,0,NA,NA,NA,NA,14.473,-90.88
311320,Akutan,20006,Confirmed Eruption,NA,NA,1867,0,0,Historical Observations,NA,NA,NA,54.134,-165.986
311310,Makushin,10462,Uncertain Eruption,NA,NA,1867,0,0,NA,NA,NA,NA,53.891,-166.923
313020,Iliamna,20283,Confirmed Eruption,NA,2,1867,0,0,Historical Observations,NA,NA,NA,60.032,-153.09
283260,Akita-Yakeyama,18080,Confirmed Eruption,NA,NA,1867,0,0,Historical Observations,NA,NA,NA,39.964,140.757
352050,Cotopaxi,11572,Confirmed Eruption,NA,2,1867,0,0,Historical Observations,NA,NA,NA,-0.677,-78.436
357090,Copahue,12003,Confirmed Eruption,NA,2,1867,0,0,Historical Observations,NA,NA,NA,-37.856,-71.183
357120,Villarrica,12129,Uncertain Eruption,NA,NA,1867,0,0,NA,1868,0,0,-39.42,-71.93
352050,Cotopaxi,11571,Confirmed Eruption,NA,2,1866,9,21,Historical Observations,1866,9,26,-0.677,-78.436
263060,Gede-Pangrango,15652,Confirmed Eruption,NA,2,1866,9,18,Historical Observations,NA,NA,NA,-6.77,106.965
244010,Ofu-Olosega,14804,Confirmed Eruption,Submarine vent 3 km SE of Olosega,2,1866,9,12,Historical Observations,1866,11,15,-14.175,-169.618
263310,Tengger Caldera,13449,Confirmed Eruption,Bromo,2,1866,7,0,Historical Observations,NA,NA,NA,-7.942,112.95
343030,Izalco,10791,Confirmed Eruption,NA,2,1866,4,27,Historical Observations,1866,8,15,13.813,-89.633
312030,Pavlof,20119,Confirmed Eruption,NA,2,1866,3,14,Historical Observations,NA,NA,NA,55.417,-161.894
341040,Colima,10438,Discredited Eruption,NA,NA,1866,3,4,NA,1868,0,0,19.514,-103.62
212040,Santorini,13887,Confirmed Eruption,"Georgios, Afroessa and Reka domes",2,1866,1,26,Historical Observations,1870,10,15,36.404,25.396
224010,Cameroon,14123,Confirmed Eruption,NA,2,1866,1,0,Historical Observations,NA,NA,NA,4.203,9.17
345070,Turrialba,11246,Confirmed Eruption,Central and SW summit craters,3,1866,1,0,Historical Observations,1866,5,8,10.025,-83.767
357110,Llaima,12030,Confirmed Eruption,NA,2,1866,0,0,Historical Observations,NA,NA,NA,-38.692,-71.729
263300,Semeru,15981,Uncertain Eruption,NA,2,1866,0,0,NA,NA,NA,NA,-8.108,112.922
261120,Sorikmarapi,15407,Uncertain Eruption,NA,NA,1866,0,0,NA,NA,NA,NA,0.686,99.539
272020,Kanlaon,16722,Confirmed Eruption,NA,2,1866,0,0,Historical Observations,NA,NA,NA,10.412,123.132
332020,Mauna Loa,10195,Confirmed Eruption,Mokuaweoweo,0,1865,12,30,Historical Observations,1866,4,29,19.475,-155.608
263310,Tengger Caldera,13448,Confirmed Eruption,Bromo,2,1865,12,1,Historical Observations,1865,12,18,-7.942,112.95
263250,Merapi,15877,Confirmed Eruption,NA,2,1865,10,24,Historical Observations,1871,8,0,-7.54,110.446
351080,Galeras,11359,Confirmed Eruption,NA,3,1865,10,2,Historical Observations,1870,0,0,1.22,-77.37
322010,Hood,20574,Confirmed Eruption,NA,2,1865,9,21,Historical Observations,1866,1,0,45.374,-121.695
300260,Klyuchevskoy,19422,Confirmed Eruption,NA,2,1865,9,0,Historical Observations,NA,NA,NA,56.056,160.642
381040,Pico Fracture Zone,12982,Confirmed Eruption,NA,0,1865,7,9,Historical Observations,NA,NA,NA,38.75,-38.08
264180,Lewotobi,16282,Confirmed Eruption,Lewotobi Lakilaki,2,1865,5,4,Historical Observations,NA,NA,NA,-8.542,122.775
263300,Semeru,15980,Confirmed Eruption,NA,2,1865,4,15,Historical Observations,NA,NA,NA,-8.108,112.922
263310,Tengger Caldera,15988,Confirmed Eruption,Bromo,2,1865,4,0,Historical Observations,1865,5,0,-7.942,112.95
233020,"Fournaise, Piton de la",14286,Confirmed Eruption,NA,2,1865,2,5,Historical Observations,1865,2,10,-21.244,55.708
211060,Etna,13744,Confirmed Eruption,"NE flank (1865-1690 m, Mt. Sartorius)",2,1865,1,30,Historical Observations,1865,6,28,37.748,14.999
233010,Karthala,14189,Confirmed Eruption,NA,2,1865,0,0,Historical Observations,NA,NA,NA,-11.75,43.38
224010,Cameroon,14122,Confirmed Eruption,NA,2,1865,0,0,Historical Observations,NA,NA,NA,4.203,9.17
243050,Fonuafo'ou,14735,Uncertain Eruption,NA,0,1865,0,0,NA,NA,NA,NA,-20.32,-175.42
255070,Savo,15185,Uncertain Eruption,NA,NA,1865,0,0,NA,NA,NA,NA,-9.13,159.82
255020,Bagana,15115,Confirmed Eruption,NA,2,1865,0,0,Historical Observations,1883,0,0,-6.137,155.196
264140,Kelimutu,16261,Confirmed Eruption,NA,2,1865,0,0,Historical Observations,NA,NA,NA,-8.77,121.82
271040,Makaturing,16704,Confirmed Eruption,NA,2,1865,0,0,Historical Observations,NA,NA,NA,7.644,124.317
311360,Shishaldin,20065,Uncertain Eruption,NA,NA,1865,0,0,NA,NA,NA,NA,54.756,-163.97
311310,Makushin,19543,Confirmed Eruption,NA,NA,1865,0,0,Historical Observations,NA,NA,NA,53.891,-166.923
311320,Akutan,20005,Confirmed Eruption,NA,NA,1865,0,0,Historical Observations,NA,NA,NA,54.134,-165.986
321010,Baker,20461,Uncertain Eruption,Sherman Crater,NA,1865,0,0,NA,NA,NA,NA,48.777,-121.813
284140,Farallon de Pajaros,18479,Discredited Eruption,NA,NA,1865,0,0,NA,NA,NA,NA,20.546,144.893
354020,Ubinas,11787,Confirmed Eruption,NA,2,1865,0,0,Historical Observations,NA,NA,NA,-16.355,-70.903
355050,Olca-Paruma,11829,Uncertain Eruption,NA,NA,1865,0,0,Uncertain,1867,0,0,-20.939,-68.413
223020,Nyamuragira,14039,Confirmed Eruption,NA,NA,1865,NA,NA,Historical Observations,NA,NA,NA,-1.408,29.2
268060,Gamalama,16647,Confirmed Eruption,NA,2,1864,12,27,Historical Observations,1865,1,2,0.8,127.33
241080,Tongariro,13432,Confirmed Eruption,Ngauruhoe,2,1864,12,0,Historical Observations,1865,1,0,-39.157,175.632
357070,"Chillan, Nevados de",11972,Confirmed Eruption,NW flank of Cerro Blanco (Santa Gertrudis),3,1864,11,30,Historical Observations,1865,2,3,-36.868,-71.378
357130,Mocho-Choshuenco,12185,Confirmed Eruption,SW flank of El Mocho (Chaiquemahuida),2,1864,11,1,Historical Observations,1864,11,3,-39.927,-72.027
357091,Callaqui,19915,Uncertain Eruption,NA,NA,1864,10,0,NA,NA,NA,NA,-37.92,-71.45
357120,Villarrica,12128,Confirmed Eruption,NA,2,1864,10,0,Historical Observations,NA,NA,NA,-39.42,-71.93
268070,Makian,16687,Confirmed Eruption,NA,1,1864,10,0,Historical Observations,1864,10,0,0.32,127.4
345060,Irazu,11211,Confirmed Eruption,NA,2,1864,9,16,Historical Observations,1864,9,17,9.979,-83.852
345070,Turrialba,11245,Confirmed Eruption,Central and SW summit craters,2,1864,8,17,Historical Observations,1865,3,0,10.025,-83.767
211060,Etna,13743,Confirmed Eruption,Central Crater,2,1864,8,5,Historical Observations,1864,9,19,37.748,14.999
263340,Raung,15921,Confirmed Eruption,NA,2,1864,7,2,Historical Observations,1864,12,0,-8.119,114.056
263300,Semeru,15979,Discredited Eruption,NA,NA,1864,7,2,NA,NA,NA,NA,-8.108,112.922
263320,Lamongan,16081,Confirmed Eruption,NA,2,1864,6,9,Historical Observations,1864,7,0,-7.981,113.341
257050,Lopevi,15299,Confirmed Eruption,NA,3,1864,6,9,Historical Observations,NA,NA,NA,-16.507,168.346
267020,Karangetang,16497,Confirmed Eruption,NA,2,1864,6,6,Historical Observations,NA,NA,NA,2.781,125.407
268060,Gamalama,16646,Uncertain Eruption,NA,1,1864,6,4,NA,1864,6,25,0.8,127.33
343030,Izalco,10790,Confirmed Eruption,Summit and NE flank,2,1864,5,15,Historical Observations,1865,6,15,13.813,-89.633
211020,Vesuvius,13357,Confirmed Eruption,Summit and upper SE flank,2,1864,2,10,Historical Observations,1868,11,26,40.821,14.426
268060,Gamalama,16645,Confirmed Eruption,NA,2,1864,1,20,Historical Observations,1864,2,17,0.8,127.33
284140,Farallon de Pajaros,18478,Confirmed Eruption,SW side,2,1864,1,7,Historical Observations,NA,NA,NA,20.546,144.893
263280,Kelut,15949,Confirmed Eruption,NA,2,1864,1,4,Historical Observations,1864,1,4,-7.93,112.308
284180,Alamagan,18527,Uncertain Eruption,NA,NA,1864,1,0,NA,NA,NA,NA,17.6,145.83
284170,Pagan,18507,Confirmed Eruption,South Pagan,1,1864,0,0,Historical Observations,NA,NA,NA,18.13,145.8
264230,Lewotolo,16333,Confirmed Eruption,NA,2,1864,0,0,Historical Observations,NA,NA,NA,-8.272,123.505
357110,Llaima,12029,Confirmed Eruption,NA,3,1864,0,0,Historical Observations,NA,NA,NA,-38.692,-71.729
233020,"Fournaise, Piton de la",14285,Confirmed Eruption,NA,0,1863,12,20,Historical Observations,1864,1,29,-21.244,55.708
357080,Antuco,19910,Confirmed Eruption,NA,2,1863,12,0,Historical Observations,NA,NA,NA,-37.406,-71.349
268070,Makian,16686,Confirmed Eruption,NA,1,1863,8,25,Historical Observations,1863,8,31,0.32,127.4
211070,Campi Flegrei del Mar di Sicilia,13869,Confirmed Eruption,Giulia Ferdinandeo,2,1863,8,12,Historical Observations,NA,NA,NA,37.1,12.7
355030,Isluga,11823,Confirmed Eruption,NA,1,1863,8,0,Historical Observations,NA,NA,NA,-19.15,-68.83
321010,Baker,20460,Confirmed Eruption,Sherman Crater,2,1863,7,0,Historical Observations,NA,NA,NA,48.777,-121.813
273030,Mayon,16778,Uncertain Eruption,NA,NA,1863,5,30,NA,NA,NA,NA,13.257,123.685
261140,Marapi,15427,Confirmed Eruption,NA,2,1863,5,23,Historical Observations,NA,NA,NA,-0.38,100.474
268060,Gamalama,16644,Uncertain Eruption,NA,2,1863,5,1,NA,1863,6,0,0.8,127.33
211060,Etna,13742,Confirmed Eruption,Central Crater,3,1863,5,1,Historical Observations,1863,7,25,37.748,14.999
283270,Iwakisan,18128,Confirmed Eruption,NA,1,1863,3,23,Historical Observations,NA,NA,NA,40.656,140.303
342020,Tajumulco,10623,Uncertain Eruption,NA,2,1863,0,0,NA,NA,NA,NA,15.043,-91.903
222100,Longonot,13996,Confirmed Eruption,Northern flank,0,1863,0,0,Anthropology,NA,NA,NA,-0.914,36.446
221100,Dubbi,13938,Uncertain Eruption,NA,2,1863,0,0,NA,NA,NA,NA,13.579,41.809
221010,"Tair, Jebel at",13921,Confirmed Eruption,NA,2,1863,0,0,Historical Observations,NA,NA,NA,15.55,41.83
257050,Lopevi,15298,Confirmed Eruption,NA,2,1863,0,0,Historical Observations,NA,NA,NA,-16.507,168.346
257040,Ambrym,15241,Confirmed Eruption,NA,2,1863,0,0,Historical Observations,1864,0,0,-16.25,168.12
241080,Tongariro,13552,Confirmed Eruption,Ngauruhoe,2,1863,0,0,Historical Observations,1864,4,0,-39.157,175.632
343030,Izalco,10789,Confirmed Eruption,NA,0,1863,0,0,Historical Observations,NA,NA,NA,13.813,-89.633
352050,Cotopaxi,11570,Confirmed Eruption,NA,2,1863,0,0,Historical Observations,NA,NA,NA,-0.677,-78.436
268060,Gamalama,16643,Confirmed Eruption,NA,2,1862,7,15,Historical Observations,1862,10,0,0.8,127.33
373030,Bardarbunga,12883,Confirmed Eruption,Trollagigar,2,1862,6,30,Historical Observations,1864,10,15,64.633,-17.516
263250,Merapi,15848,Confirmed Eruption,NA,2,1862,5,26,Historical Observations,1864,0,0,-7.54,110.446
354040,Tutupaca,11800,Uncertain Eruption,Volcano Uncertain: reported from Tutupaca,2,1862,4,NA,Historical Observations,1862,5,NA,-17.026,-70.372
357080,Antuco,19909,Uncertain Eruption,NA,NA,1862,1,0,NA,1862,3,3,-37.406,-71.349
343100,San Miguel,10845,Confirmed Eruption,NA,2,1862,1,0,Historical Observations,NA,NA,NA,13.434,-88.269
241080,Tongariro,13551,Confirmed Eruption,Ngauruhoe,2,1862,1,0,Historical Observations,NA,NA,NA,-39.157,175.632
233010,Karthala,14188,Uncertain Eruption,NA,2,1862,0,0,NA,NA,NA,NA,-11.75,43.38
273030,Mayon,16777,Confirmed Eruption,NA,2,1862,0,0,Historical Observations,NA,NA,NA,13.257,123.685
271080,Camiguin,16717,Confirmed Eruption,Hibok-Hibok,2,1862,0,0,Historical Observations,NA,NA,NA,9.203,124.673
311320,Akutan,20004,Uncertain Eruption,NA,NA,1862,0,0,NA,NA,NA,NA,54.134,-165.986
357110,Llaima,12028,Confirmed Eruption,NA,3,1862,0,0,Historical Observations,NA,NA,NA,-38.692,-71.729
354020,Ubinas,11786,Confirmed Eruption,NA,2,1862,0,0,Historical Observations,NA,NA,NA,-16.355,-70.903
268070,Makian,16685,Confirmed Eruption,NA,4,1861,12,28,Historical Observations,1862,10,0,0.32,127.4
342090,Fuego,10712,Uncertain Eruption,NA,2,1861,11,21,NA,NA,NA,NA,14.473,-90.88
357070,"Chillan, Nevados de",11971,Confirmed Eruption,NW flank of Cerro Blanco (Santa Gertrudis),2,1861,6,0,Historical Observations,1863,0,0,-36.868,-71.378
241100,Ruapehu,14612,Confirmed Eruption,NA,2,1861,5,16,Historical Observations,NA,NA,NA,-39.28,175.57
221100,Dubbi,13937,Confirmed Eruption,NA,3,1861,5,8,Historical Observations,1861,10,0,13.579,41.809
264180,Lewotobi,16281,Confirmed Eruption,Lewotobi Lakilaki,2,1861,5,4,Historical Observations,1861,5,18,-8.542,122.775
373010,Grimsvotn,12816,Uncertain Eruption,NA,2,1861,5,0,NA,NA,NA,NA,64.416,-17.316
261140,Marapi,15426,Confirmed Eruption,NA,2,1861,4,0,Historical Observations,NA,NA,NA,-0.38,100.474
233020,"Fournaise, Piton de la",14284,Confirmed Eruption,Brulant,2,1861,3,19,Historical Observations,1861,3,19,-21.244,55.708
357080,Antuco,19908,Confirmed Eruption,NA,0,1861,2,0,Historical Observations,1861,8,0,-37.406,-71.349
357010,Tupungatito,11890,Confirmed Eruption,NA,2,1861,0,0,Historical Observations,NA,NA,NA,-33.425,-69.797
345070,Turrialba,11244,Uncertain Eruption,NA,NA,1861,0,0,NA,NA,NA,NA,10.025,-83.767
382080,Sete Cidades,13022,Confirmed Eruption,Volcano Uncertain: submarine vent off Sao Miguel,0,1861,0,0,NA,NA,NA,NA,37.87,-25.78
257010,Suretamatai,15213,Confirmed Eruption,NA,2,1861,0,0,Historical Observations,NA,NA,NA,-13.8,167.47
263250,Merapi,15847,Confirmed Eruption,NA,2,1861,0,0,Historical Observations,NA,NA,NA,-7.54,110.446
263320,Lamongan,16080,Confirmed Eruption,NA,2,1861,0,0,Historical Observations,NA,NA,NA,-7.981,113.341
273030,Mayon,16776,Confirmed Eruption,NA,1,1861,0,0,Historical Observations,NA,NA,NA,13.257,123.685
233010,Karthala,14187,Confirmed Eruption,"SE flank (Badjini Massif, 1200 m)",0,1860,12,29,Historical Observations,NA,NA,NA,-11.75,43.38
321010,Baker,20459,Uncertain Eruption,Sherman Crater,NA,1860,12,0,NA,NA,NA,NA,48.777,-121.813
273090,Cagua,16871,Confirmed Eruption,NA,2,1860,10,0,Historical Observations,NA,NA,NA,18.222,122.123
264050,Sangeang Api,16238,Confirmed Eruption,NA,2,1860,9,11,Historical Observations,1860,10,0,-8.2,119.07
263340,Raung,15920,Confirmed Eruption,NA,2,1860,9,0,Historical Observations,NA,NA,NA,-8.119,114.056
342090,Fuego,10711,Confirmed Eruption,NA,2,1860,8,18,Historical Observations,1860,9,23,14.473,-90.88
357070,"Chillan, Nevados de",11970,Confirmed Eruption,W flank of Volcán Viejo (Volcán Renegado),2,1860,7,25,Historical Observations,NA,NA,NA,-36.868,-71.378
290390,Alaid,18882,Confirmed Eruption,NA,3,1860,7,7,Historical Observations,1860,7,9,50.861,155.565
263310,Tengger Caldera,16033,Confirmed Eruption,Bromo,2,1860,6,12,Historical Observations,1860,6,14,-7.942,112.95
268060,Gamalama,16642,Uncertain Eruption,NA,1,1860,6,0,NA,NA,NA,NA,0.8,127.33
372030,Katla,12676,Confirmed Eruption,NA,4,1860,5,8,Historical Observations,1860,5,27,63.633,-19.083
263300,Semeru,15978,Confirmed Eruption,NA,2,1860,4,0,Historical Observations,1860,6,0,-8.108,112.922
263180,Slamet,15735,Confirmed Eruption,NA,2,1860,3,19,Historical Observations,1860,4,11,-7.242,109.208
233020,"Fournaise, Piton de la",14283,Confirmed Eruption,Dolomieu and l'Enclos,2,1860,1,22,Historical Observations,1860,3,20,-21.244,55.708
273030,Mayon,16775,Confirmed Eruption,NA,NA,1860,0,0,Historical Observations,NA,NA,NA,13.257,123.685
268070,Makian,16684,Uncertain Eruption,NA,1,1860,0,0,NA,NA,NA,NA,0.32,127.4
274030,Babuyan Claro,16881,Confirmed Eruption,Babuyan Claro,2,1860,0,0,Historical Observations,NA,NA,NA,19.523,121.94
282080,Aira,17071,Confirmed Eruption,Minami-dake,1,1860,0,0,Historical Observations,NA,NA,NA,31.593,130.657
290090,Chirippusan [Chirip],18759,Confirmed Eruption,SE of Bogdan Khmelinitskii summit,1,1860,0,0,Historical Observations,NA,NA,NA,45.338,147.92
334140,Southern EPR-Segment I,10361,Confirmed Eruption,NA,0,1860,0,0,Magnetism,NA,NA,NA,-18.53,-113.42
357040,Planchon-Peteroa,11934,Confirmed Eruption,Peteroa,2,1860,0,0,Historical Observations,NA,NA,NA,-35.223,-70.568
351060,Purace,11321,Confirmed Eruption,NA,2,1860,0,0,Historical Observations,NA,NA,NA,2.32,-76.4
352050,Cotopaxi,11569,Confirmed Eruption,NA,2,1860,0,0,Historical Observations,1862,0,0,-0.677,-78.436
353050,"Negra, Sierra",11705,Confirmed Eruption,Volcano Uncertain: Isabela Island,2,1860,0,0,NA,NA,NA,NA,-0.83,-91.17
345040,Poas,11148,Confirmed Eruption,NA,1,1860,0,0,Historical Observations,NA,NA,NA,10.2,-84.233
263340,Raung,15919,Confirmed Eruption,NA,2,1859,12,14,Historical Observations,NA,NA,NA,-8.119,114.056
343030,Izalco,10788,Confirmed Eruption,NA,0,1859,12,8,Historical Observations,1860,1,22,13.813,-89.633
321010,Baker,20458,Confirmed Eruption,Sherman Crater,2,1859,11,0,Historical Observations,1860,4,26,48.777,-121.813
290380,Ebeko,18867,Confirmed Eruption,NA,2,1859,9,27,Historical Observations,NA,NA,NA,50.686,156.014
353020,Wolf,20897,Confirmed Eruption,NA,NA,1859,8,26,Historical Observations,1859,8,29,0.02,-91.35
344010,Cosiguina,10874,Confirmed Eruption,NA,NA,1859,8,25,Historical Observations,NA,NA,NA,12.98,-87.57
322010,Hood,20573,Confirmed Eruption,NA,2,1859,8,15,Historical Observations,1859,8,17,45.374,-121.695
264180,Lewotobi,16280,Uncertain Eruption,Lewotobi Lakilaki,NA,1859,7,0,NA,NA,NA,NA,-8.542,122.775
357120,Villarrica,12127,Confirmed Eruption,NA,2,1859,5,19,Historical Observations,1860,4,12,-39.42,-71.93
233020,"Fournaise, Piton de la",14282,Confirmed Eruption,NA,2,1859,5,8,Historical Observations,1859,5,23,-21.244,55.708
241080,Tongariro,13550,Confirmed Eruption,SSE flank (Red Crater),1,1859,4,21,Historical Observations,NA,NA,NA,-39.157,175.632
263320,Lamongan,16079,Confirmed Eruption,NA,2,1859,2,27,Historical Observations,1859,3,0,-7.981,113.341
263310,Tengger Caldera,16032,Confirmed Eruption,Bromo,2,1859,1,30,Historical Observations,1859,3,4,-7.942,112.95
332020,Mauna Loa,10194,Confirmed Eruption,North flank (2800 m) and Mokuaweoweo,1,1859,1,23,Historical Observations,1859,11,25,19.475,-155.608
273030,Mayon,16774,Confirmed Eruption,NA,NA,1859,0,0,Historical Observations,NA,NA,NA,13.257,123.685
265070,Serua,16392,Confirmed Eruption,NA,2,1859,0,0,Historical Observations,NA,NA,NA,-6.312,130.017
233010,Karthala,14186,Confirmed Eruption,NW flank (Diboini Plateau fissures),2,1859,0,0,Historical Observations,NA,NA,NA,-11.75,43.38
352050,Cotopaxi,11568,Confirmed Eruption,NA,2,1859,0,0,Historical Observations,NA,NA,NA,-0.677,-78.436
344100,Masaya,11019,Confirmed Eruption,"Santiago, San Pedro",2,1858,11,10,Historical Observations,1859,3,27,11.985,-86.165
233020,"Fournaise, Piton de la",14281,Confirmed Eruption,NA,2,1858,11,3,Historical Observations,1859,1,0,-21.244,55.708
268060,Gamalama,16641,Uncertain Eruption,NA,1,1858,11,0,NA,1859,9,0,0.8,127.33
352050,Cotopaxi,11567,Confirmed Eruption,NA,2,1858,11,0,Historical Observations,1858,12,0,-0.677,-78.436
263310,Tengger Caldera,16031,Confirmed Eruption,Bromo,2,1858,10,18,Historical Observations,NA,NA,NA,-7.942,112.95
283080,Midagahara,17531,Discredited Eruption,NA,NA,1858,4,8,NA,NA,NA,NA,36.571,137.59
344100,Masaya,11018,Uncertain Eruption,NA,NA,1858,4,0,NA,NA,NA,NA,11.985,-86.165
355100,Lascar,11850,Confirmed Eruption,NA,2,1858,4,0,Historical Observations,1858,12,0,-23.37,-67.73
263310,Tengger Caldera,16030,Confirmed Eruption,Bromo,2,1858,3,4,Historical Observations,NA,NA,NA,-7.942,112.95
271060,Ragang,16710,Confirmed Eruption,NA,2,1858,2,18,Historical Observations,NA,NA,NA,7.691,124.507
343030,Izalco,10787,Confirmed Eruption,NA,2,1858,2,6,Historical Observations,1859,7,0,13.813,-89.633
273030,Mayon,13615,Confirmed Eruption,NA,2,1858,1,0,Historical Observations,1858,12,0,13.257,123.685
271040,Makaturing,16703,Uncertain Eruption,NA,NA,1858,0,0,NA,NA,NA,NA,7.644,124.317
265070,Serua,16391,Confirmed Eruption,NA,2,1858,0,0,Historical Observations,NA,NA,NA,-6.312,130.017
233010,Karthala,14185,Confirmed Eruption,Upper NE flank (2200 m),2,1858,0,0,Historical Observations,NA,NA,NA,-11.75,43.38
243070,Lateiki,14760,Confirmed Eruption,NA,2,1858,0,0,Historical Observations,NA,NA,NA,-19.18,-174.87
321010,Baker,20457,Confirmed Eruption,Sherman Crater,2,1858,0,0,Historical Observations,NA,NA,NA,48.777,-121.813
321030,Rainier,20498,Uncertain Eruption,NA,2,1858,0,0,NA,NA,NA,NA,46.853,-121.76
344090,Momotombo,10995,Confirmed Eruption,NA,2,1858,0,0,Historical Observations,1866,0,0,12.423,-86.539
343100,San Miguel,10844,Confirmed Eruption,NA,2,1857,11,0,Historical Observations,NA,NA,NA,13.434,-88.269
342090,Fuego,10708,Confirmed Eruption,NA,2,1857,9,17,Historical Observations,NA,NA,NA,14.473,-90.88
352080,Tungurahua,11636,Confirmed Eruption,NA,2,1857,9,10,Historical Observations,NA,NA,NA,-1.467,-78.442
211060,Etna,13741,Uncertain Eruption,Central Crater,1,1857,9,6,NA,NA,NA,NA,37.748,14.999
263300,Semeru,15977,Confirmed Eruption,NA,2,1857,8,13,Historical Observations,1857,9,0,-8.108,112.922
256010,Tinakula,15192,Confirmed Eruption,NA,2,1857,8,0,Historical Observations,NA,NA,NA,-10.386,165.804
290150,Chirpoi,18782,Confirmed Eruption,Cherny,3,1857,7,0,Historical Observations,NA,NA,NA,46.532,150.871
384010,Fogo,13134,Confirmed Eruption,SSE caldera floor,2,1857,6,27,Historical Observations,1857,12,15,14.95,-24.35
321050,St. Helens,20554,Confirmed Eruption,NA,2,1857,4,0,Historical Observations,NA,NA,NA,46.2,-122.18
343030,Izalco,10786,Confirmed Eruption,NA,2,1857,2,15,Historical Observations,1857,2,19,13.813,-89.633
241080,Tongariro,13549,Confirmed Eruption,Ngauruhoe,2,1857,2,0,Historical Observations,1857,3,0,-39.157,175.632
342090,Fuego,10707,Confirmed Eruption,NA,4,1857,1,15,Historical Observations,1857,2,17,14.473,-90.88
285090,Shiretoko-Iozan,18727,Confirmed Eruption,NA,NA,1857,0,0,Historical Observations,1858,0,0,44.133,145.161
285050,Tokachidake,18644,Confirmed Eruption,NA,2,1857,0,0,Historical Observations,NA,NA,NA,43.418,142.686
243080,Home Reef,14769,Uncertain Eruption,NA,2,1857,0,0,NA,NA,NA,NA,-18.992,-174.775
211040,Stromboli,13426,Confirmed Eruption,Summit craters and Sciara del Fuoco,3,1857,0,0,Historical Observations,1889,6,26,38.789,15.213
233010,Karthala,14184,Confirmed Eruption,SE flank (Badjini Massif) & summit,2,1857,0,0,Historical Observations,NA,NA,NA,-11.75,43.38
263310,Tengger Caldera,16029,Confirmed Eruption,Bromo,2,1857,0,0,Historical Observations,NA,NA,NA,-7.942,112.95
273030,Mayon,13614,Confirmed Eruption,NA,2,1857,0,0,Historical Observations,NA,NA,NA,13.257,123.685
274010,Camiguin de Babuyanes,16872,Confirmed Eruption,SW flank,2,1857,0,0,Historical Observations,NA,NA,NA,18.83,121.86
352050,Cotopaxi,11566,Confirmed Eruption,NA,2,1857,0,0,Historical Observations,NA,NA,NA,-0.677,-78.436
