submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
lN0DEk,18-24 years old,1,"At the office, On the go",NA,NA,"National chain (e.g. Starbucks, Dunkin), Deli or supermarket, Local cafe",NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Floral,Somewhat strong,Light,Full caffeine,3,2,5,2,NA,2,3,2,NA,4,2,3,NA,4,3,5,NA,Coffee A,Coffee A,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAe9GJ,25-34 years old,3,"At home, At the office",Espresso,NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Full Bodied,Very strong,Medium,Full caffeine,7,2,4,2,NA,4,1,4,NA,3,3,4,NA,2,4,2,NA,Coffee B,Coffee A,Coffee B,I primarily work in person,$60-$80,It tastes good,NA,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
eBNZdq,45-54 years old,1,At the office,NA,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Soy milk,NA,Chocolatey,Medium,French,Half caff,3,4,3,2,NA,3,1,4,NA,1,1,3,NA,1,5,1,Makes me stick out my tongue for oxygen,Coffee B,Coffee A,Coffee B,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,No,$6-$8,$8-$10,No,"More than $1,000",Yes,Female,NA,Master's degree,White/Caucasian,NA,Employed full-time,1,Democrat
pL0xab,35-44 years old,2,"At home, At a cafe, At the office","Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso",NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,4,2,2,1,Sour!! Dairy acid. A nonstarter.,3,3,4,NA,3,3,3,NA,2,4,2,NA,Coffee B,Coffee D,Coffee B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGL4r5,35-44 years old,1,"On the go, At home, At a cafe","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",NA,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",NA,Cold brew,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,Half and half,"Granulated Sugar, Raw Sugar (Turbinado)",Chocolatey,Medium,Medium,Full caffeine,2,2,5,4,"Grapefruit, sea salt",2,3,4,"Tea-like, dark chocolate",3,3,5,"Nicely balanced, roasted chestnut",4,3,3,"Anise, licorice, burnt toast",Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"I need the caffeine, It tastes good",NA,Yes,Yes,$8-$10,$10-$15,Yes,$50-$100,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Student,None,Democrat
KMPQ9A,25-34 years old,3,"At home, On the go","Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press",NA,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru",NA,Latte,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black",NA,"Oat milk, Whole milk",Granulated Sugar,Full Bodied,Somewhat strong,Dark,Full caffeine,4,2,4,4,"First and strongest taste reminded me of the combination of soy sauce, vinegar, and ginger served at Din Tai Fung restaurants. I also tasted a background of maltiness.",4,2,4,"I tasted dark chocolate, brown sugar, and some molasses",4,2,2,I found this coffee rather flat and unremarkable during the tasting. Compared to the others I had a hard time picking out individual flavors.,3,2,3,"Blackberry, sourness, a bit floral. I liked this more throughout the tasting, and more than I would have expected based on my initial perception.",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual",NA,Yes,No,$4-$6,More than $20,No,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
1rbP1M,18-24 years old,1,At home,"Pour over, Bean-to-cup machine",NA,NA,NA,Pourover,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Flavored coffee creamer, Half and half","Granulated Sugar, Raw Sugar (Turbinado)",Bold,Somewhat strong,Dark,Full caffeine,6,1,4,1,NA,4,2,3,NA,2,2,3,NA,1,3,1,NA,Coffee C,Coffee A,Coffee C,NA,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NA,Yes,No,$4-$6,$4-$6,No,$100-$300,Yes,Male,NA,Some college or associate's degree,Hispanic/Latino,NA,Student,None,Democrat
6d18jo,25-34 years old,1,"At home, At a cafe","Espresso, Pour over",NA,NA,NA,Cortado,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Fruity,Medium,Light,Full caffeine,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPBkqq,25-34 years old,3,At home,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Bright,Medium,Light,Full caffeine,8,1,3,4,Granny Apple and caramel,3,2,3,"Balanced, medium body, strawberry chocolate",1,4,2,"Low body, fruity, slightly tea like",1,5,2,Too acidic for my taste. Jammy after cooling,Coffee A,Coffee A,Coffee A,I primarily work from home,>$100,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$15-$20,Yes,"More than $1,000",Yes,Male,NA,Master's degree,Asian/Pacific Islander,NA,Employed full-time,2,NA
MArKXl,25-34 years old,1,"At the office, At home","Pour over, Cold brew",NA,NA,NA,Mocha,NA,No - just black,NA,NA,NA,Chocolatey,Medium,Light,Full caffeine,7,1,4,4,A bit citric fruity,2,1,3,Kind of dull,2,2,5,Well balanced,2,3,3,"Very fruity, juicy",Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom",NA,Yes,Yes,$4-$6,$6-$8,Yes,$50-$100,Yes,Male,NA,Bachelor's degree,Other (please specify),Multiracial,Employed full-time,None,Independent
24bEBg,35-44 years old,2,"At home, At a cafe","Espresso, Pour over",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Flavor syrup",NA,Whole milk,NA,Sweet,Somewhat strong,Medium,Full caffeine,6,1,5,5,"Very fruity & light, like juice.",4,2,3,"Darker, more developed. Not quite bitter but heavier.",3,2,3,"Felt less bitter than the previous to me, didn’t get a lot of specific flavor. Just kind of a medium body, medium tasting roast.",2,4,2,I don’t love the fermented flavor but it was interesting.,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",NA,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Democrat
yl0PXW,45-54 years old,1,At home,Pod/capsule machine (e.g. Keurig/Nespresso),NA,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer",NA,Skim milk,NA,Bold,Very strong,Dark,Full caffeine,1,2,3,2,NA,3,3,4,NA,4,5,3,NA,5,5,1,NA,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,It tastes good,NA,Yes,No,$8-$10,$6-$8,Yes,$100-$300,Yes,Female,NA,Bachelor's degree,Other (please specify),Bi-racial,Employed full-time,None,Democrat
zK0xYg,25-34 years old,2,"At home, At the office",Pour over,NA,NA,NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Bright,Somewhat strong,Light,Full caffeine,6,1,3,4,"Creamy? Bright start. Spoiled Milk, but in a good way.

After James' discussion: CARAMEL. I think I liked this more than D but would order D instead because it's funkier in a more interesting experience. Incredibly delicious coffee.",1,2,4,High clarity. Light texture. Sweetness?,3,1,3,"Thin. Milky sweetness.

After James' discussion: super interesting. Got much better, maybe due to temperature shift? Is this the best dark roast ever?",1,4,4,Berries. Fermented.,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the ritual",NA,Yes,Yes,$15-$20,NA,NA,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Democrat
RzZG44,45-54 years old,1,At home,Other,"Aero Press, Moka Pot",NA,NA,Latte,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Fruity,Very strong,Light,Decaf,5,2,3,5,NA,3,1,3,NA,4,1,2,Apple,1,5,5,Cantaloupe,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual, It makes me go to the bathroom",NA,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Unemployed,None,Democrat
42142r,18-24 years old,2,"At home, At a cafe","Pour over, French press",NA,NA,NA,Mocha,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Fruity,Medium,Light,Full caffeine,7,2,4,5,"Cranberry, Apple",3,3,2,"Hazelnut, Almond",3,2,3,Floral,2,4,4,"Citrus, Orange",Coffee A,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Student,None,Independent
BGLzXe,55-64 years old,3,"At home, On the go","Pour over, Espresso",NA,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",NA,Pourover,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,7,2,3,2,NA,2,3,4,NA,2,2,3,NA,2,2,4,NA,Coffee C,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,$15-$20,No,"More than $1,000",Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed part-time,None,Republican
MAreLA,25-34 years old,2,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Light,Full caffeine,8,1,3,4,Tonic water,2,2,2,"Trash (as in opposite of clarity, not tasting like actual garbage)",2,2,3,"Rhubarb pie. Lighter, maybe watery",1,4,5,Blackcurrant,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"I need the ritual, It tastes good",NA,Yes,Yes,$15-$20,$15-$20,NA,$300-$500,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
OAjDGM,35-44 years old,1,At home,"Espresso, Other",Aeropress,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Sweet,Somewhat strong,Medium,Full caffeine,7,2,4,3,Crisp tasting,3,3,4,"Earthy,  BBQ, woody. Stands out different than the others.",3,2,4,Middle of the road. Balanced?,4,3,5,Berries. With some earth?,Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,NA,Yes,No,$4-$6,$4-$6,Yes,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,1,No affiliation
rl0jGl,55-64 years old,3,NA,Espresso,NA,NA,NA,Latte,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,Whole milk,Raw Sugar (Turbinado),Bold,Very strong,Dark,Full caffeine,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jB0aW4,35-44 years old,1,At home,French press,NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,5,3,4,3,Muted nutiness,3,2,4,"Feint toffee, roasty",4,3,3,Feint chocolate,4,5,2,"Bright kick, full flavor",Coffee B,Coffee A,Coffee D,I do a mix of both,$20-$40,It tastes good,NA,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
xd0Xy5,55-64 years old,2,NA,Pod/capsule machine (e.g. Keurig/Nespresso),NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Bold,Somewhat strong,Italian,Full caffeine,8,3,3,3,NA,3,3,3,NA,3,4,4,NA,3,3,5,NA,Coffee C,Coffee D,Coffee D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dYZWjK,25-34 years old,2,"At a cafe, At home","Pour over, Espresso",NA,NA,NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Bright,Somewhat strong,Light,Full caffeine,9,2,4,4,"I got notes of Golden Raisin, Honey, and a hint of cherry tomato",3,2,3,"I got notes of toffee, dark chocolate, and raisin.",2,3,4,"Notes of Date, Molasses, Plum",1,4,3,"Strawberry jam, agave, and a bit of a peanut-like note.",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Democrat
pLPjdJ,25-34 years old,2,"At home, At a cafe","Espresso, Pour over",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Juicy,Medium,Light,Full caffeine,8,1,4,5,Didn't change much as it cooled,4,2,2,Liked it more as it cooled,3,2,2,Liked it less as it cooled,2,4,5,"Most complex, liked it more as it cooled",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, Other","It's fun, I like the variety my local roaster offers",Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
EPBkPl,35-44 years old,Less than 1,"At home, At a cafe","Pour over, French press",NA,NA,NA,Blended drink (e.g. Frappuccino),NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Skim milk, Flavored coffee creamer, Half and half, Whole milk","Granulated Sugar, Artificial Sweeteners (e.g., Splenda)",Fruity,Somewhat strong,Light,Full caffeine,6,1,5,3,"Apple, tea-like, lots of acid, not much sweetness",1,2,2,Liked this one better than 3.,4,2,1,Yuck,2,4,5,"Fruity, complex, acid with sweetness, my favorite.",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$4-$6,$15-$20,No,$300-$500,No,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,1,Independent
0EbQbN,45-54 years old,1,"At home, At a cafe",Bean-to-cup machine,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,"Oat milk, Almond milk",NA,Bold,Somewhat strong,Dark,Full caffeine,4,1,3,2,NA,1,1,4,NA,3,3,4,NA,3,3,3,NA,Coffee C,Coffee D,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Homemaker,More than 3,Independent
yl0PeB,25-34 years old,Less than 1,None of these,NA,NA,NA,NA,Latte,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Decaf,2,2,4,2,"Somewhat fruity, maybe citrus. Some nuttiness, maybe Hazelnut.",3,3,4,"Toasty, chocolate. More mouthfeel, almost creamy.",2,4,3,Kind of nice aftertaste—classic “coffee”. More acidic as it cooled.,1,5,1,"Very fruity, sweet. Feel back of tongue at end. Color association is “red”. Thin, low body. Almost metallic, like pencil shavings??",Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,It tastes good,NA,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Female,NA,Master's degree,White/Caucasian,NA,Student,None,Democrat
Grox5j,25-34 years old,NA,"At home, On the go, At the office","Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",NA,"Specialty coffee shop, Other",Office,Cortado,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,"Whole milk, Oat milk",NA,Chocolatey,Medium,Dark,Full caffeine,3,1,5,2,NA,3,2,5,NA,3,4,3,NA,4,1,5,NA,Coffee B,Coffee D,Coffee D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8dJ1rA,18-24 years old,Less than 1,At a cafe,NA,NA,NA,NA,Mocha,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",NA,"Whole milk, Coffee creamer, Flavored coffee creamer",Granulated Sugar,Chocolatey,Somewhat strong,Dark,Full caffeine,1,1,3,3,NA,2,3,3,NA,3,2,4,NA,4,5,1,NA,Coffee C,Coffee A,Coffee D,I primarily work in person,<$20,"I need the caffeine, Other",Social,Yes,No,$4-$6,$4-$6,No,Less than $20,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Student,None,Democrat
4214qo,25-34 years old,1,"At home, At the office",Espresso,NA,NA,NA,Cortado,NA,No - just black,NA,NA,NA,Sweet,Very strong,Medium,Full caffeine,7,3,2,4,NA,3,2,2,"I prefer alchemy as espresso, as a pour over it is a little bland",3,3,2,Found it bland,2,4,5,"I have never had coffee like this, it was simply incredible. Strong fruit flavours, blueberry and blackberries. I will by this coffee again, as pods and beans.",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$10-$15,More than $20,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
aBjQgW,25-34 years old,2,"At home, At the office, On the go","Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",NA,Americano,NA,No - just black,NA,NA,NA,Juicy,Very strong,Light,Full caffeine,7,1,4,4,"Fruity, bright, juicy",2,2,2,NA,3,1,4,NA,1,3,2,NA,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
aBjQyy,18-24 years old,1,"At a cafe, At home","French press, Pour over, Cold brew",NA,NA,NA,Cortado,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Whole milk, Oat milk, Soy milk","Maple Syrup, Brown Sugar",Chocolatey,Somewhat strong,Medium,Decaf,3,1,2,2,"Nutty, citrus, light",2,1,3,"Balanced, Cranberry, light",4,4,4,"Chocolatey, heavy",3,5,4,"Raspberry, light",Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NA,Yes,No,$8-$10,$10-$15,Yes,$50-$100,Yes,Non-binary,NA,Bachelor's degree,White/Caucasian,NA,Student,None,Democrat
jB0ap9,35-44 years old,2,"At the office, At home","French press, Espresso, Other",Clever dripper,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Light,Full caffeine,8,4,4,1,Vegetal note I did not like,3,3,4,NA,4,3,4,Balanced,2,5,5,Fruity,Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine",NA,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,NA,NA,Employed full-time,None,No affiliation
7dJRez,35-44 years old,1,At home,"Other, Cold brew","Aeropress, MokaPot",NA,NA,Other,Aeropress black,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,8,2,4,4,"Currant, almond, most suited to my taste",4,3,1,"Ash, leather, got much more balanced as it cooled, hot it tasted burnt like Starbucks",3,3,2,"Cedar, vegetable, well-rounded coffee.",2,3,3,"Changed a lot as it cooled, at times tasted like A. Peanuts, lychee. The cooler it got the more tropical and citrus. Went from 2 to 4 acid as it cooled.",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",NA,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
BGLz71,25-34 years old,2,"At the office, At home",Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Nordic,Full caffeine,8,1,4,5,Clean nice round taste as cools. Slowly became my preference,5,2,1,Yuck too dark roasted,4,2,2,"Tastes medium roast, not the worst but no competition with a and d",1,4,4,Best when hot nice natural coffee taste super fruity. The funk is one of the better natural coffees I’ve tasted,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,It tastes good,NA,Yes,Yes,$8-$10,$10-$15,No,$500-$1000,Yes,Male,NA,Master's degree,NA,NA,NA,NA,No affiliation
NA4p5W,25-34 years old,1,"At the office, On the go, At home","Espresso, Pour over, French press",NA,"National chain (e.g. Starbucks, Dunkin)",NA,Cold brew,NA,Sugar or sweetener,NA,NA,"Artificial Sweeteners (e.g., Splenda)",Chocolatey,Somewhat strong,Dark,Full caffeine,7,1,3,3,NA,1,1,5,NA,1,2,4,NA,2,4,1,NA,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",NA,Yes,No,$15-$20,$8-$10,Yes,$500-$1000,No,Male,NA,Master's degree,Asian/Pacific Islander,NA,Employed full-time,None,No affiliation
6d18eo,>65 years old,1,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Chocolatey,Medium,Medium,Full caffeine,7,2,3,4,I enjoyed this coffee,3,3,4,Very nice,4,3,3,"Not my favorite, but OK",3,2,1,Didn't enjoy this at all.,Coffee A,Coffee A,Coffee A,NA,NA,"It tastes good, I need the ritual",NA,Yes,NA,$2-$4,$2-$4,No,$500-$1000,Yes,Male,NA,NA,NA,NA,Retired,3,NA
lNlQkv,45-54 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,Whole milk,Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,5,1,2,3,NA,2,3,4,NA,4,3,1,NA,2,3,4,Fruity but still coffee,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",NA,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,2,Democrat
8dJoAY,35-44 years old,2,"At the office, At a cafe, At home",Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Bright,Medium,Light,Full caffeine,8,3,4,5,NA,2,2,2,NA,3,3,4,NA,2,5,5,NA,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, Other",It provides a way of connecting with others,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,3,No affiliation
6d18yo,25-34 years old,Less than 1,At the office,NA,NA,NA,NA,Latte,NA,No - just black,NA,NA,NA,Bright,Medium,Light,Full caffeine,4,2,3,5,"Nutty. Seemed muted at first, but opened up as it cooled.",2,2,3,Caramel,2,2,2,Peanut Butter,1,4,3,"Fruity, jam, Granny Smith apple",Coffee A,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine",NA,Yes,Yes,$8-$10,More than $20,Yes,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
OAjD6g,18-24 years old,2,"At a cafe, At home","Pour over, French press, Cold brew",NA,NA,NA,Latte,NA,"Flavor syrup, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,Whole milk,"Granulated Sugar, Maple Syrup, Brown Sugar",Sweet,Medium,Medium,Full caffeine,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dYZWer,45-54 years old,1,At home,Pour over,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,"Whole milk, Half and half",NA,Caramalized,Somewhat strong,Dark,Full caffeine,5,2,3,2,"More acidic as it cooled
Tasted like citrus pith as it cooled
When we tasted the cooled leftovers with whole milk, the coffee completely disappeared and just tasted like milk",1,2,3,"Very soft mouth-feel, tasted blander as it cooled
Tasted like cinnamon, but less as it cooled
When we tasted the cooled leftovers with whole milk, it was fairly neutral and lost a lot of the spice flavor
#2 preference black, #3 preference with whole milk",3,2,4,"Tasted of chocolate, nutmeg, and cinnamon
Enjoyed both hot and cooled
When we tasted the cooled leftovers with whole milk, the spice notes still came through 
#1 preference with and without whole milk",4,5,1,"Very sour on the first taste. Flavor improved as it cooled
Tasted strongly of green apple
Flavor changed radically with milk.
When we tasted the cooled leftovers with whole milk, I really enjoyed it
Did not like it at all black, #2 preference with whole milk",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,It tastes good,NA,Yes,Yes,$6-$8,$6-$8,No,$50-$100,Yes,Female,NA,Master's degree,Native American/Alaska Native,NA,Employed full-time,None,Independent
YZo58J,35-44 years old,3,"At home, At a cafe","Pour over, Espresso",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Bright,Somewhat strong,Nordic,Full caffeine,9,2,5,4,Guava notes initially. Some chewy sweetness I couldn’t identify. Some memory of crystal sugar like on a pie crust.,4,1,1,Burnt rubber. Like the char on a grilled meat. The texture was thin and generally hard to drink,5,2,2,"Reminded me of diner coffee. Some strawberry in there and some molasses, but barely over the initial roughness.",1,3,5,Apple at first. Later blueberry. Reminds me of jammy pastry.,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the ritual",NA,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,None,No affiliation
8dJ175,25-34 years old,1,At the office,NA,NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Half and half, Coffee creamer, Flavored coffee creamer",Granulated Sugar,Sweet,Medium,Light,Full caffeine,5,2,3,5,Fruity,5,1,1,Burnt,4,4,4,"Earthy, grassy; more bitter as cooled",1,5,5,"Wine, light in mouth",Coffee A,Coffee D,Coffee D,I do a mix of both,<$20,I need the ritual,NA,Yes,No,$4-$6,$4-$6,Yes,Less than $20,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
