source,source_id,source_site_name,site_name,latitude,longitude,phase,phase_description,phase_code,age_start,age_end,taxon_source,n,prop,reference,taxon_detail,taxon,genus,family,category,founder_crop,edibility,grass_type,legume_type
ORIGINS,9333–9333,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Pistacia,1000,0.449438202247191,TannoWillxox06,Pistacia sp.,"Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)",Pistacia,Anacardiaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,9327–9327,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Triticum,45,0.02022471910112359,TannoWillxox06,Triticum sp.,Triticum spp. (indeter.),Triticum,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9328–9329,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Triticum boeoticum/diccocoides/monococcum/dicoccum,50,0.02247191011235955,TannoWillxox06,Triticum sp.,Triticum spp. (indeter. founder),Triticum,Poaceae,Grasses,wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9325–9325,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Triticum dicoccum,5,0.00224719101123595,TannoWillxox06,Triticum dicoccum,Triticum spp. (incl. dicoccoides/dicoccum),Triticum,Poaceae,Grasses,emmer wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9321–9323,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Triticum monococcum,50,0.02247191011235955,TannoWillxox06,Triticum monococcum,Triticum spp. (incl. boeoticum/monococcum),Triticum,Poaceae,Grasses,einkorn wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,9332–9332,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Vicia ervilia,45,0.02022471910112359,TannoWillxox06,Vicia ervilia,Vicia ervilia,Vicia,Fabaceae,Pulses,bitter vetch,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,5839–5839,Tell Ain el-Kerkh,Tell Ain el-Kerkh,35.82,36.46,early PPNB,Dates from min/max dates as given in Tanno et al 2006 Table 1,TAEK PPNB,10510,10240,Vicia faba var. minuta,437,0.19640449438202248,TannoWillxox06,Vicia faba,Vicia faba,Vicia,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,15525–15528,Tepe Abdul Hosein,Tepe Abdul Hosein,33.8,48.25,PPNB,NA,TAHO PPNB,10272,9092,Hordeum vulgare distichum,2,0.6666666666666666,Hubbard1990,Hordeum vulgare,"Hordeum spp. (spontaneum, distichum)",Hordeum,Poaceae,Grasses,barley,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,15527–15527,Tepe Abdul Hosein,Tepe Abdul Hosein,33.8,48.25,PPNB,NA,TAHO PPNB,10272,9092,Lens culinaris,1,0.3333333333333333,Hubbard1990,Lens culinaris,"Lens spp. (incl. culinaris, orientalis)",Lens,Fabaceae,Pulses,lentil,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,98–98,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Aegilops crassa,38,0.00111365101693921,Helbaek69,Aegilops crassa,"Aegilops spp. (incl. crassa, kotschyi, peregrina, speltoides, umbellulata)",Aegilops,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,101–101,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Avena,19,5.56825508469609e-4,Helbaek69,Avena sp.,"Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)",Avena,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,105–105,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Buglossoides arvensis,171,0.00501142957622648,Helbaek69,Buglossoides arvensis,"Buglossoides spp. (incl. arvensis, tenuiflora)",Buglossoides,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,111–111,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Capparis spinosa,3,8.791981712678038e-5,Helbaek69,Capparis spinosa,Capparis spp. (incl. spinosa),Capparis,Capparaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,104–104,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Echium,38,0.00111365101693921,Helbaek69,Echium sp.,Echium sp.,Echium,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,103–103,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Heliotropium persicum,81,0.00237383506242307,Helbaek69,Heliotropium persicum,"Heliotropium spp. (incl. europaeum, persicum, rotundifolium, suaveolens)",Heliotropium,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,94–94,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Hordeum vulgare,154,0.00451321727917472,Helbaek69,Hordeum vulgare,"Hordeum spp. (spontaneum, distichum)",Hordeum,Poaceae,Grasses,barley,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,95–95,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Hordeum vulgare var. nudum,13,3.809858742160483e-4,Helbaek69,Hordeum vulgare,Hordeum spp. (incl. durum),Hordeum,Poaceae,Grasses,barley,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,97–97,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Linum bienne,3,8.791981712678038e-5,Helbaek69,Linum bienne,"Linum spp. (incl. bienne, usitatissimum, mucronatum, strictum)",Linum,Linaceae,Wild plants,flax,Edible seed/fruit,NA,NA
ORIGINS,99–99,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Lolium rigidum,25,7.326651427231698e-4,Helbaek69,Lolium rigidum,"Lolium spp. (incl. perenne, persicum, remotum, rigidum, temulentum)",Lolium,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,107–107,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Malva parviflora/nicaeensis,4,1.1722642283570715e-4,Helbaek69,Malva sp.,"Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)",Malva,Malvaceae,Wild plants,NA,NA,NA,NA
ORIGINS,102–102,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Phalaris paradoxa,258,0.00756110427290311,Helbaek69,Phalaris paradoxa,"Phalaris spp. (incl. minor, paradoxa, tuberosa)",Phalaris,Poaceae,Grasses,NA,Edible seed/fruit,Small-seeded,NA
ORIGINS,108–108,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Plantago ovata/lanceolata,9,2.637594513803411e-4,Helbaek69,Plantago sp.,"Plantago spp. (amplexicaulis, arenaria, coronopus, lagopus, lanceolata, major, ovata, psyllium, squarrosa)",Plantago,Plantaginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,110–110,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Prosopis farcta,3,8.791981712678038e-5,Helbaek69,Prosopis farcta,Prosopis spp. (incl. farcta),Prosopis,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,100–100,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Triticum boeoticum,8,2.344528456714143e-4,Helbaek69,Triticum boeoticum,Triticum spp. (incl. boeoticum/monococcum),Triticum,Poaceae,Grasses,einkorn wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,92–92,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Triticum dicoccum,300,0.00879198171267803,Helbaek69,Triticum dicoccum,Triticum spp. (incl. dicoccoides/dicoccum),Triticum,Poaceae,Grasses,emmer wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,93–93,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Triticum dicoccum/monococcum,2812,0.08241017525350214,Helbaek69,Triticum sp.,Triticum spp. (indeter. founder),Triticum,Poaceae,Grasses,wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,91–91,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Triticum monococcum,1,2.9306605708926792e-5,Helbaek69,Triticum monococcum,Triticum spp. (incl. boeoticum/monococcum),Triticum,Poaceae,Grasses,einkorn wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,106–106,Tepe Ali Kosh,Ali Kosh,32.55,47.4,MPPNB/LPPNB,Bus Mordeh phase. Dates mentioned in Atlas Des Sites.,TAKO M-PPNB/L-PPNB,9450,8700,Vicia,16,4.689056913428286e-4,Helbaek69,Vicia sp.,Vicia sp. (indet.),Vicia,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,141–141,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Aegilops crassa,21,0.00231736923416464,Helbaek69,Aegilops crassa,"Aegilops spp. (incl. crassa, kotschyi, peregrina, speltoides, umbellulata)",Aegilops,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,144–144,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Avena,881,0.09721915691900244,Helbaek69,Avena sp.,"Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)",Avena,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,147–147,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Buglossoides arvensis,18,0.00198631648642683,Helbaek69,Buglossoides arvensis,"Buglossoides spp. (incl. arvensis, tenuiflora)",Buglossoides,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,153–153,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Capparis spinosa,7,7.724564113882145e-4,Helbaek69,Capparis spinosa,Capparis spp. (incl. spinosa),Capparis,Capparaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,146–146,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Heliotropium persicum,4,4.414036636504083e-4,Helbaek69,Heliotropium persicum,"Heliotropium spp. (incl. europaeum, persicum, rotundifolium, suaveolens)",Heliotropium,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,136–137,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Hordeum vulgare,140,0.01544912822776429,Helbaek69,Hordeum vulgare,"Hordeum spp. (spontaneum, distichum)",Hordeum,Poaceae,Grasses,barley,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,140–140,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Lens culinaris,1,1.1035091591260208e-4,Helbaek69,Lens culinaris,"Lens spp. (incl. culinaris, orientalis)",Lens,Fabaceae,Pulses,lentil,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,139–139,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Linum bienne,1,1.1035091591260208e-4,Helbaek69,Linum bienne,"Linum spp. (incl. bienne, usitatissimum, mucronatum, strictum)",Linum,Linaceae,Wild plants,flax,Edible seed/fruit,NA,NA
ORIGINS,142–142,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Lolium rigidum,18,0.00198631648642683,Helbaek69,Lolium rigidum,"Lolium spp. (incl. perenne, persicum, remotum, rigidum, temulentum)",Lolium,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,149–149,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Malva parviflora/nicaeensis,462,0.05098212315162215,Helbaek69,Malva sp.,"Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)",Malva,Malvaceae,Wild plants,NA,NA,NA,NA
ORIGINS,145–145,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Phalaris paradoxa,299,0.03299492385786802,Helbaek69,Phalaris paradoxa,"Phalaris spp. (incl. minor, paradoxa, tuberosa)",Phalaris,Poaceae,Grasses,NA,Edible seed/fruit,Small-seeded,NA
ORIGINS,150–150,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Plantago ovata/lanceolata,800,0.08828073273008166,Helbaek69,Plantago sp.,"Plantago spp. (amplexicaulis, arenaria, coronopus, lagopus, lanceolata, major, ovata, psyllium, squarrosa)",Plantago,Plantaginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,152–152,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Prosopis farcta,396,0.04369896270139042,Helbaek69,Prosopis farcta,Prosopis spp. (incl. farcta),Prosopis,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,143–143,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Stipa capensis,73,0.00805561686161995,Helbaek69,Stipa capensis,"Stipa spp. (incl. capensis, gigantea)",Stipa,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,134–134,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Triticum dicoccum,36,0.00397263297285367,Helbaek69,Triticum dicoccum,Triticum spp. (incl. dicoccoides/dicoccum),Triticum,Poaceae,Grasses,emmer wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,135–135,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Triticum dicoccum/monococcum,957,0.1056058265283602,Helbaek69,Triticum sp.,Triticum spp. (indeter. founder),Triticum,Poaceae,Grasses,wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,148–148,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PN,Mohammad Jaffar phase. Dates based I-1494 in Atlas Des Sites.,TAKO PN,9241,8213,Vicia,59,0.00651070403884352,Helbaek69,Vicia sp.,Vicia sp. (indet.),Vicia,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,121–121,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Aegilops crassa,81,0.04445664105378705,Helbaek69,Aegilops crassa,"Aegilops spp. (incl. crassa, kotschyi, peregrina, speltoides, umbellulata)",Aegilops,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,124–124,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Avena,14,0.00768386388583973,Helbaek69,Avena sp.,"Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)",Avena,Poaceae,Grasses,NA,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,126–126,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Buglossoides arvensis,2,0.00109769484083424,Helbaek69,Buglossoides arvensis,"Buglossoides spp. (incl. arvensis, tenuiflora)",Buglossoides,Boraginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,132–132,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Capparis spinosa,4,0.00219538968166849,Helbaek69,Capparis spinosa,Capparis spp. (incl. spinosa),Capparis,Capparaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,116–116,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Hordeum vulgare,34,0.01866081229418221,Helbaek69,Hordeum vulgare,"Hordeum spp. (spontaneum, distichum)",Hordeum,Poaceae,Grasses,barley,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,117–117,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Hordeum vulgare var. nudum,7,0.00384193194291986,Helbaek69,Hordeum vulgare,Hordeum spp. (incl. durum),Hordeum,Poaceae,Grasses,barley,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,120–120,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Lens culinaris,1,5.488474204171241e-4,Helbaek69,Lens culinaris,"Lens spp. (incl. culinaris, orientalis)",Lens,Fabaceae,Pulses,lentil,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,119–119,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Linum bienne,1,5.488474204171241e-4,Helbaek69,Linum bienne,"Linum spp. (incl. bienne, usitatissimum, mucronatum, strictum)",Linum,Linaceae,Wild plants,flax,Edible seed/fruit,NA,NA
ORIGINS,122–122,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Lolium rigidum,47,0.02579582875960483,Helbaek69,Lolium rigidum,"Lolium spp. (incl. perenne, persicum, remotum, rigidum, temulentum)",Lolium,Poaceae,Grasses,NA,NA,Large/medium-seeded,NA
ORIGINS,128–128,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Malva parviflora/nicaeensis,2,0.00109769484083424,Helbaek69,Malva sp.,"Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)",Malva,Malvaceae,Wild plants,NA,NA,NA,NA
ORIGINS,125–125,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Phalaris paradoxa,26,0.01427003293084522,Helbaek69,Phalaris paradoxa,"Phalaris spp. (incl. minor, paradoxa, tuberosa)",Phalaris,Poaceae,Grasses,NA,Edible seed/fruit,Small-seeded,NA
ORIGINS,129–129,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Plantago ovata/lanceolata,4,0.00219538968166849,Helbaek69,Plantago sp.,"Plantago spp. (amplexicaulis, arenaria, coronopus, lagopus, lanceolata, major, ovata, psyllium, squarrosa)",Plantago,Plantaginaceae,Wild plants,NA,NA,NA,NA
ORIGINS,131–131,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Prosopis farcta,184,0.10098792535675084,Helbaek69,Prosopis farcta,Prosopis spp. (incl. farcta),Prosopis,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,159–159,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Suaeda,1,5.488474204171241e-4,Helbaek69,Suaeda sp.,"Suaeda spp. (incl. fruticosa, maritima, palaestina)",Suaeda,Amaranthaceae,Wild plants,NA,NA,NA,NA
ORIGINS,123–123,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Triticum boeoticum,2,0.00109769484083424,Helbaek69,Triticum boeoticum,Triticum spp. (incl. boeoticum/monococcum),Triticum,Poaceae,Grasses,einkorn wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,114–114,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Triticum dicoccum,135,0.07409440175631174,Helbaek69,Triticum dicoccum,Triticum spp. (incl. dicoccoides/dicoccum),Triticum,Poaceae,Grasses,emmer wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,115–115,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Triticum dicoccum/monococcum,905,0.4967069154774973,Helbaek69,Triticum sp.,Triticum spp. (indeter. founder),Triticum,Poaceae,Grasses,wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,113–113,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Triticum monococcum,2,0.00109769484083424,Helbaek69,Triticum monococcum,Triticum spp. (incl. boeoticum/monococcum),Triticum,Poaceae,Grasses,einkorn wheat,Edible seed/fruit,Large/medium-seeded,NA
ORIGINS,127–127,Tepe Ali Kosh,Ali Kosh,32.55,47.4,PPNC/PN,Ali Kosh phase. Dates based on sum of dates in Atlas Des Sites.,TAKO PPNC/PN,10100,7950,Vicia,4,0.00219538968166849,Helbaek69,Vicia sp.,Vicia sp. (indet.),Vicia,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Large/medium-seeded
ORIGINS,2649–2692,Tell Aswad,Tell Aswad,33.49,36.61,(PPNA?) early PPNB,Dates based on those in Table 1 of Abot Studies Levant 1 for Phase I E 1.75m,TASW (PPNA)/E-PPNB,10821,10242,Adonis,2,0.00125,VanZeistBakkerHeeres82,Adonis sp.,"Adonis spp. (incl. aestivalis, annua, dentata, flammea, microcarpa)",Adonis,Ranunculaceae,Wild plants,NA,NA,NA,NA
ORIGINS,2674–2674,Tell Aswad,Tell Aswad,33.49,36.61,(PPNA?) early PPNB,Dates based on those in Table 1 of Abot Studies Levant 1 for Phase I E 1.75m,TASW (PPNA)/E-PPNB,10821,10242,Amygdaloideae,1,6.25e-4,VanZeistBakkerHeeres82,NA,"Amygdalus spp. (incl. communis, korshinskyi, webii)",NA,Rosaceae,Fruits/nuts,NA,Edible seed/fruit,NA,NA
ORIGINS,2621–2713,Tell Aswad,Tell Aswad,33.49,36.61,(PPNA?) early PPNB,Dates based on those in Table 1 of Abot Studies Levant 1 for Phase I E 1.75m,TASW (PPNA)/E-PPNB,10821,10242,Astragalus,3,0.001875,VanZeistBakkerHeeres82,Astragalus sp.,"Astragalus spp. (incl. annularis, callichrous, tribuloides, vogelii)",Astragalus,Fabaceae,Pulses,NA,Edible seed/fruit,NA,Small-seeded
ORIGINS,2662–2683,Tell Aswad,Tell Aswad,33.49,36.61,(PPNA?) early PPNB,Dates based on those in Table 1 of Abot Studies Levant 1 for Phase I E 1.75m,TASW (PPNA)/E-PPNB,10821,10242,Atriplex,5,0.003125,VanZeistBakkerHeeres82,Atriplex sp.,"Atriplex spp. (incl. lasiantha, leucoclada, prostrata, rosea)",Atriplex,Chenopodiaceae,Wild plants,NA,NA,NA,NA
ORIGINS,2618–2710,Tell Aswad,Tell Aswad,33.49,36.61,(PPNA?) early PPNB,Dates based on those in Table 1 of Abot Studies Levant 1 for Phase I E 1.75m,TASW (PPNA)/E-PPNB,10821,10242,Bolboschoenus glaucus,126,0.07875,VanZeistBakkerHeeres82,Bolboschoenus glaucus,"Bolboschoenus spp. (incl. glaucus, maritimus)",Bolboschoenus,Cyperaceae,Wild plants,NA,Edible seed/fruit,NA,NA
