Entity,Code,Year,Access to clean fuels and technologies for cooking (% of population),"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent
Nigeria,NGA,1886,,,17037467,
Nigeria,NGA,1887,,,17172401,
Nigeria,NGA,1888,,,17308361,
Nigeria,NGA,1889,,,17442710,
Nigeria,NGA,1890,,,17575410,
Nigeria,NGA,1891,,,17706426,
Nigeria,NGA,1892,,,17835719,
Nigeria,NGA,1893,,,17963253,
Nigeria,NGA,1894,,,18091655,
Nigeria,NGA,1895,,,18220932,
Nigeria,NGA,1896,,,18351088,
Nigeria,NGA,1897,,,18482129,
Nigeria,NGA,1898,,,18614062,
Nigeria,NGA,1899,,,18760173,
Nigeria,NGA,1900,,,18920724,
Nigeria,NGA,1901,,,19095983,
Nigeria,NGA,1902,,,19286218,
Nigeria,NGA,1903,,,19491702,
Nigeria,NGA,1904,,,19699330,
Nigeria,NGA,1905,,,19909123,
Nigeria,NGA,1906,,,20121103,
Nigeria,NGA,1907,,,20335293,
Nigeria,NGA,1908,,,20551716,
Nigeria,NGA,1909,,,20770736,
Nigeria,NGA,1910,,,20992384,
Nigeria,NGA,1911,,,21216691,
Nigeria,NGA,1912,,,21443690,
Nigeria,NGA,1913,,,21673412,
Nigeria,NGA,1914,,,21905544,
Nigeria,NGA,1915,,,22140113,
Nigeria,NGA,1916,,,22377144,
Nigeria,NGA,1917,,,22616661,
Nigeria,NGA,1918,,,22824503,
Nigeria,NGA,1919,,,23065640,
Nigeria,NGA,1920,,,23340876,
Nigeria,NGA,1921,,,23651034,
Nigeria,NGA,1922,,,23996951,
Nigeria,NGA,1923,,,24379480,
Nigeria,NGA,1924,,,24768107,
Nigeria,NGA,1925,,,25162929,
Nigeria,NGA,1926,,,25564045,
Nigeria,NGA,1927,,,25971555,
Nigeria,NGA,1928,,,26385560,
Nigeria,NGA,1929,,,26800741,
Nigeria,NGA,1930,,,27217036,
Nigeria,NGA,1931,,,27634378,
Nigeria,NGA,1932,,,28052702,
Nigeria,NGA,1933,,,28471939,
Nigeria,NGA,1934,,,28897441,
Nigeria,NGA,1935,,,29329302,
Nigeria,NGA,1936,,,29767617,
Nigeria,NGA,1937,,,30212483,
Nigeria,NGA,1938,,,30663997,
Nigeria,NGA,1939,,,31141557,
Nigeria,NGA,1940,,,31645899,
Nigeria,NGA,1941,,,32177777,
Nigeria,NGA,1942,,,32737963,
Nigeria,NGA,1943,,,33327247,
Nigeria,NGA,1944,,,33927137,
Nigeria,NGA,1945,,,34537826,
Nigeria,NGA,1946,,,35159507,
Nigeria,NGA,1947,,,35792378,
Nigeria,NGA,1948,,,36436641,
Nigeria,NGA,1949,,,37125255,
Nigeria,NGA,1950,,,37859750,
Nigeria,NGA,1951,,,38424142,
Nigeria,NGA,1952,,,39035435,
Nigeria,NGA,1953,,,39686159,
Nigeria,NGA,1954,,,40370853,
Nigeria,NGA,1955,,,41086100,
Nigeria,NGA,1956,,,41830617,
Nigeria,NGA,1957,,,42605120,
Nigeria,NGA,1958,,,43412094,
Nigeria,NGA,1959,,,44255337,
Nigeria,NGA,1960,,,45138460,
Nigeria,NGA,1961,,,46063570,
Nigeria,NGA,1962,,,47029818,
Nigeria,NGA,1963,,,48032932,
Nigeria,NGA,1964,,,49066762,
Nigeria,NGA,1965,,,50127920,
Nigeria,NGA,1966,,,51217969,
Nigeria,NGA,1967,,,52342231,
Nigeria,NGA,1968,,,53506201,
Nigeria,NGA,1969,,,54717035,
Nigeria,NGA,1970,,,55982142,
Nigeria,NGA,1971,,,57296988,
Nigeria,NGA,1972,,,58665813,
Nigeria,NGA,1973,,,60114615,
Nigeria,NGA,1974,,,61677167,
Nigeria,NGA,1975,,,63374289,
Nigeria,NGA,1976,,,65221379,
Nigeria,NGA,1977,,,67203134,
Nigeria,NGA,1978,,,69271915,
Nigeria,NGA,1979,,,71361141,
Nigeria,NGA,1980,,,73423646,
Nigeria,NGA,1981,,,75440505,
Nigeria,NGA,1982,,,77427539,
Nigeria,NGA,1983,,,79414841,
Nigeria,NGA,1984,,,81448757,
Nigeria,NGA,1985,,,83562776,
Nigeria,NGA,1986,,,85766396,
Nigeria,NGA,1987,,,88048029,
Nigeria,NGA,1988,,,90395278,
Nigeria,NGA,1989,,,92788039,
Nigeria,NGA,2021,,,211400704,
Niue,NIU,1950,,,4666,
Niue,NIU,1951,,,4676,
Niue,NIU,1952,,,4692,
Niue,NIU,1953,,,4681,
Niue,NIU,1954,,,4683,
Niue,NIU,1955,,,4690,
Niue,NIU,1956,,,4697,
Niue,NIU,1957,,,4722,
Niue,NIU,1958,,,4749,
Niue,NIU,1959,,,4783,
Niue,NIU,1960,,,4830,
Niue,NIU,1961,,,4877,
Niue,NIU,1962,,,4930,
Niue,NIU,1963,,,4987,
Niue,NIU,1964,,,5040,
Niue,NIU,1965,,,5097,
Niue,NIU,1966,,,5152,
Niue,NIU,1967,,,5206,
Niue,NIU,1968,,,5242,
Niue,NIU,1969,,,5215,
Niue,NIU,1970,,,5127,
Niue,NIU,1971,,,4956,
Niue,NIU,1972,,,4722,
Niue,NIU,1973,,,4450,
Niue,NIU,1974,,,4194,
Niue,NIU,1975,,,3974,
Niue,NIU,1976,,,3796,
Niue,NIU,1977,,,3684,
Niue,NIU,1978,,,3603,
Niue,NIU,1979,,,3502,
Niue,NIU,1980,,,3401,
Niue,NIU,1981,,,3268,
Niue,NIU,1982,,,3123,
Niue,NIU,1983,,,2974,
Niue,NIU,1984,,,2837,
Niue,NIU,1985,,,2713,
Niue,NIU,1986,,,2607,
Niue,NIU,1987,,,2520,
Niue,NIU,1988,,,2446,
Niue,NIU,1989,,,2382,
Niue,NIU,1990,,,2332,
Niue,NIU,1991,,,2292,
Niue,NIU,1992,,,2261,
Niue,NIU,1993,,,2228,
Niue,NIU,1994,,,2201,
Niue,NIU,1995,,,2161,
Niue,NIU,1996,,,2124,
Niue,NIU,1997,,,2069,
Niue,NIU,1998,,,2009,
Niue,NIU,1999,,,1953,
Niue,NIU,2000,,,1902,
Niue,NIU,2001,,,1843,
Niue,NIU,2002,,,1795,
Niue,NIU,2003,,,1748,
Niue,NIU,2004,,,1713,
Niue,NIU,2005,,,1688,
Niue,NIU,2006,,,1667,
Niue,NIU,2007,,,1647,
Niue,NIU,2008,,,1633,
Niue,NIU,2009,,,1622,
Niue,NIU,2010,,,1622,
Niue,NIU,2011,,,1618,
Niue,NIU,2012,,,1606,
Niue,NIU,2013,,,1606,
Niue,NIU,2014,,,1607,
Niue,NIU,2015,,,1610,Oceania
Niue,NIU,2016,,,1611,
Niue,NIU,2017,,,1612,
Niue,NIU,2018,,,1610,
Niue,NIU,2019,,,1614,
Niue,NIU,2020,,,1618,
Niue,NIU,2021,,,1614,
Norfolk Island,NFK,2015,,,,Oceania
North America,,2000,100,48863.385511523,486124198,
North America,,2001,100,48876.2458847384,491771508,
North America,,2002,100,49320.989392801,497173033,
North America,,2003,100,50331.3738977552,502448468,
North America,,2004,100,51765.9273428864,507773688,
North America,,2005,100,53149.8648264021,513270901,
North America,,2006,100,54194.4310348924,518977613,
North America,,2007,100,54898.8176435908,524838651,
North America,,2008,100,54351.2844475554,530772206,
North America,,2009,100,52478.3668723552,536655895,
North America,,2010,100,53386.1559585616,542398372,
North America,,2011,100,53877.7076802902,547977698,
North America,,2012,100,54644.7515566206,553416150,
North America,,2013,100,55268.9819353573,558712190,
North America,,2014,100,56250.7868899567,563874425,
North America,,2015,100,57440.3995911981,568911289,
North America,,2016,100,57944.1985928044,573814461,
North America,,1990,,39365.0940140711,427517667,
North America,,1991,,38803.7786083466,432663821,
North America,,1992,,39625.0287077265,438123767,
North America,,1993,,40191.3417041678,443652234,
North America,,1994,,41305.921977858,449318541,
North America,,1995,,41919.3900879782,455163076,
North America,,1996,,43002.5419425408,461221136,
North America,,1997,,44386.744429671,467453761,
North America,,1998,,45797.5408556738,473738721,
North America,,1999,,47415.6956993449,479907387,
North America,,2017,,58922.1032596092,578582963,
North America,,2018,,60286.8577446144,582921781,
North America,,2019,,61234.7816693192,587512621,
North America,,2020,,58752.1540677989,592062319,
North America,,-10000,,,1179191,
North America,,-9000,,,1423032,
North America,,-8000,,,1722399,
North America,,-7000,,,2090684,
North America,,-6000,,,2544649,
North America,,-5000,,,3105294,
North America,,-4000,,,3798964,
North America,,-3000,,,4658925,
North America,,-2000,,,5727183,
North America,,-1000,,,7057104,
North America,,0,,,8717223,
North America,,100,,,9219088,
North America,,200,,,9752443,
North America,,300,,,10319930,
North America,,400,,,10924245,
North America,,500,,,11568825,
North America,,600,,,12257434,
North America,,700,,,12994579,
North America,,800,,,13785801,
North America,,900,,,15945367,
North America,,1000,,,18135312,
North America,,1100,,,20495148,
North America,,1200,,,22955566,
North America,,1300,,,25469793,
North America,,1400,,,28148475,
North America,,1500,,,30992762,
North America,,1600,,,3812974,
North America,,1700,,,6768098,
North America,,1710,,,7647247,
North America,,1720,,,8548121,
North America,,1730,,,9470300,
North America,,1740,,,10417967,
North America,,1750,,,11396192,
North America,,1760,,,12411264,
North America,,1770,,,13470930,
North America,,1780,,,14598411,
North America,,1790,,,15788564,
North America,,1800,,,14718672,
North America,,1801,,,14506664,
North America,,1802,,,14733662,
North America,,1803,,,14966652,
North America,,1804,,,15205815,
North America,,1805,,,15451352,
North America,,1806,,,15703478,
North America,,1807,,,15962416,
North America,,1808,,,16228407,
North America,,1809,,,16501714,
North America,,1810,,,17346014,
North America,,1811,,,17168190,
North America,,1812,,,17524632,
North America,,1813,,,17905210,
North America,,1814,,,18296295,
North America,,1815,,,18698200,
North America,,1816,,,19111256,
North America,,1817,,,19535795,
North America,,1818,,,19972164,
North America,,1819,,,20397212,
North America,,1820,,,21390070,
North America,,1821,,,21208453,
North America,,1822,,,21594611,
North America,,1823,,,21972009,
North America,,1824,,,22361625,
North America,,1825,,,22763852,
North America,,1826,,,23179102,
North America,,1827,,,23607797,
North America,,1828,,,24050385,
North America,,1829,,,24511843,
North America,,1830,,,25633679,
North America,,1831,,,25491153,
North America,,1832,,,26008850,
North America,,1833,,,26545129,
North America,,1834,,,27095340,
North America,,1835,,,27659879,
North America,,1836,,,28239150,
North America,,1837,,,28833568,
North America,,1838,,,29443559,
North America,,1839,,,30082208,
North America,,1840,,,31454750,
North America,,1841,,,31449794,
North America,,1842,,,32180988,
North America,,1843,,,32945355,
North America,,1844,,,33731492,
North America,,1845,,,34540056,
North America,,1846,,,35371745,
North America,,1847,,,36227256,
North America,,1848,,,37107333,
North America,,1849,,,38015252,
North America,,1850,,,39757627,
North America,,1851,,,39932370,
North America,,1852,,,40943667,
North America,,1853,,,41986147,
North America,,1854,,,43057962,
North America,,1855,,,44159975,
North America,,1856,,,45293086,
North America,,1857,,,46458217,
North America,,1858,,,47656314,
North America,,1859,,,48808969,
North America,,1860,,,50832631,
North America,,1861,,,50968489,
North America,,1862,,,51970381,
North America,,1863,,,52916872,
North America,,1864,,,53884711,
North America,,1865,,,54874400,
North America,,1866,,,55886447,
North America,,1867,,,56921383,
North America,,1868,,,57979744,
North America,,1869,,,59075953,
North America,,1870,,,61255842,
North America,,1871,,,61384700,
North America,,1872,,,62598656,
North America,,1873,,,63853292,
North America,,1874,,,65135501,
North America,,1875,,,66445888,
North America,,1876,,,67785069,
North America,,1877,,,69153686,
North America,,1878,,,70552383,
North America,,1879,,,71978275,
North America,,1880,,,74611186,
North America,,1881,,,74913682,
North America,,1882,,,76424259,
North America,,1883,,,77964152,
North America,,1884,,,79537469,
North America,,1885,,,81144964,
North America,,1886,,,82787413,
North America,,1887,,,84465606,
North America,,1888,,,86180356,
North America,,1889,,,87879134,
North America,,1890,,,90871086,
North America,,1891,,,91223278,
North America,,1892,,,92865765,
North America,,1893,,,94486517,
North America,,1894,,,96137483,
North America,,1895,,,97819241,
North America,,1896,,,99532371,
North America,,1897,,,101277465,
North America,,1898,,,103055128,
North America,,1899,,,104897490,
North America,,1900,,,108262616,
North America,,1901,,,108783896,
North America,,1902,,,110831875,
North America,,1903,,,112952415,
North America,,1904,,,115116051,
North America,,1905,,,117323681,
North America,,1906,,,119576231,
North America,,1907,,,121874651,
North America,,1908,,,124219901,
North America,,1909,,,126467716,
North America,,1910,,,130323387,
North America,,1911,,,130657307,
North America,,1912,,,132591969,
North America,,1913,,,134414963,
North America,,1914,,,136267979,
North America,,1915,,,138151532,
North America,,1916,,,140066155,
North America,,1917,,,142012391,
North America,,1918,,,143926514,
North America,,1919,,,145917455,
North America,,1920,,,149928719,
North America,,1921,,,150134079,
North America,,1922,,,152361942,
North America,,1923,,,154670977,
North America,,1924,,,157016254,
North America,,1925,,,159398373,
North America,,1926,,,161817945,
North America,,1927,,,164275590,
North America,,1928,,,166771937,
North America,,1929,,,169105181,
North America,,1930,,,173462173,
North America,,1931,,,173266637,
North America,,1932,,,175086803,
North America,,1933,,,176727769,
North America,,1934,,,178387783,
North America,,1935,,,180067126,
North America,,1936,,,181766077,
North America,,1937,,,183484935,
North America,,1938,,,185223993,
North America,,1939,,,187271895,
North America,,1940,,,192101898,
North America,,1941,,,192330307,
North America,,1942,,,195359493,
North America,,1943,,,198734873,
North America,,1944,,,202178094,
North America,,1945,,,205690780,
North America,,1946,,,209274581,
North America,,1947,,,212931202,
North America,,1948,,,216662395,
North America,,1949,,,220592466,
North America,,1950,,,227829312,
North America,,1951,,,231441368,
North America,,1952,,,235649103,
North America,,1953,,,240198158,
North America,,1954,,,245015316,
North America,,1955,,,250035147,
North America,,1956,,,255200277,
North America,,1957,,,260461111,
North America,,1958,,,265775578,
North America,,1959,,,271108615,
North America,,1960,,,276639782,
North America,,1961,,,281716940,
North America,,1962,,,286943846,
North America,,1963,,,292090783,
North America,,1964,,,297140505,
North America,,1965,,,302084533,
North America,,1966,,,306905807,
North America,,1967,,,311612092,
North America,,1968,,,316252216,
North America,,1969,,,320895043,
North America,,1970,,,325838165,
North America,,1971,,,330359840,
North America,,1972,,,335190848,
North America,,1973,,,340071432,
North America,,1974,,,344977382,
North America,,1975,,,349891628,
North America,,1976,,,354814581,
North America,,1977,,,359756579,
North America,,1978,,,364721549,
North America,,1979,,,369715128,
North America,,1980,,,375011489,
North America,,1981,,,379803524,
North America,,1982,,,384900374,
North America,,1983,,,390035392,
North America,,1984,,,395211695,
North America,,1985,,,400431899,
North America,,1986,,,405701945,
North America,,1987,,,411023465,
North America,,1988,,,416389761,
North America,,1989,,,421790741,
North America,,2021,,,596581283,
North Korea,PRK,2000,3.06,,22929078,
North Korea,PRK,2001,3.4,,23132982,
North Korea,PRK,2002,3.75,,23339453,
North Korea,PRK,2003,3.94,,23542434,
North Korea,PRK,2004,4.39000000000001,,23732740,
North Korea,PRK,2005,4.81,,23904167,
North Korea,PRK,2006,5.28999999999999,,24054866,
North Korea,PRK,2007,5.71,,24188330,
North Korea,PRK,2008,6.17,,24310143,
North Korea,PRK,2009,6.8,,24428340,
North Korea,PRK,2010,7.29,,24548840,
North Korea,PRK,2011,7.81,,24673392,
North Korea,PRK,2012,8.38,,24800638,
North Korea,PRK,2013,8.89,,24929500,
North Korea,PRK,2014,9.71,,25057793,
North Korea,PRK,2015,10.08,,25183832,Asia
North Korea,PRK,2016,10.8,,25307665,
North Korea,PRK,-10000,,,10773,
North Korea,PRK,-9000,,,13467,
North Korea,PRK,-8000,,,16834,
North Korea,PRK,-7000,,,21042,
North Korea,PRK,-6000,,,26303,
North Korea,PRK,-5000,,,32879,
North Korea,PRK,-4000,,,41099,
North Korea,PRK,-3000,,,51373,
North Korea,PRK,-2000,,,64217,
North Korea,PRK,-1000,,,80271,
North Korea,PRK,0,,,100339,
North Korea,PRK,100,,,128367,
North Korea,PRK,200,,,164224,
North Korea,PRK,300,,,210097,
North Korea,PRK,400,,,268783,
North Korea,PRK,500,,,343862,
North Korea,PRK,600,,,439913,
North Korea,PRK,700,,,562794,
North Korea,PRK,800,,,720000,
North Korea,PRK,900,,,810000,
North Korea,PRK,1000,,,899999,
North Korea,PRK,1100,,,1080000,
North Korea,PRK,1200,,,1440000,
North Korea,PRK,1300,,,1080000,
North Korea,PRK,1400,,,1260000,
North Korea,PRK,1500,,,1440000,
North Korea,PRK,1600,,,1799999,
North Korea,PRK,1700,,,2249999,
North Korea,PRK,1710,,,2471435,
North Korea,PRK,1720,,,2601510,
North Korea,PRK,1730,,,2738432,
North Korea,PRK,1740,,,2882560,
North Korea,PRK,1750,,,3034276,
North Korea,PRK,1760,,,3193974,
North Korea,PRK,1770,,,3362078,
North Korea,PRK,1780,,,3539032,
North Korea,PRK,1790,,,3725295,
North Korea,PRK,1800,,,4345000,
North Korea,PRK,1801,,,4345000,
North Korea,PRK,1802,,,4345000,
North Korea,PRK,1803,,,4345000,
North Korea,PRK,1804,,,4345000,
North Korea,PRK,1805,,,4345000,
North Korea,PRK,1806,,,4345000,
North Korea,PRK,1807,,,4345000,
North Korea,PRK,1808,,,4345000,
North Korea,PRK,1809,,,4345000,
North Korea,PRK,1810,,,4345000,
North Korea,PRK,1811,,,4345000,
North Korea,PRK,1812,,,4345000,
North Korea,PRK,1813,,,4345000,
North Korea,PRK,1814,,,4345000,
North Korea,PRK,1815,,,4345000,
North Korea,PRK,1816,,,4345000,
North Korea,PRK,1817,,,4345000,
North Korea,PRK,1818,,,4345000,
North Korea,PRK,1819,,,4345652,
North Korea,PRK,1820,,,4346956,
North Korea,PRK,1821,,,4348913,
North Korea,PRK,1822,,,4351524,
North Korea,PRK,1823,,,4354788,
North Korea,PRK,1824,,,4358055,
North Korea,PRK,1825,,,4361324,
North Korea,PRK,1826,,,4364595,
North Korea,PRK,1827,,,4367869,
North Korea,PRK,1828,,,4371146,
North Korea,PRK,1829,,,4374425,
North Korea,PRK,1830,,,4377706,
North Korea,PRK,1831,,,4380990,
North Korea,PRK,1832,,,4384277,
North Korea,PRK,1833,,,4387566,
North Korea,PRK,1834,,,4390857,
North Korea,PRK,1835,,,4394151,
North Korea,PRK,1836,,,4397447,
North Korea,PRK,1837,,,4400746,
North Korea,PRK,1838,,,4404047,
North Korea,PRK,1839,,,4407350,
North Korea,PRK,1840,,,4410657,
North Korea,PRK,1841,,,4413965,
North Korea,PRK,1842,,,4417276,
North Korea,PRK,1843,,,4420590,
North Korea,PRK,1844,,,4423906,
North Korea,PRK,1845,,,4427225,
North Korea,PRK,1846,,,4430546,
North Korea,PRK,1847,,,4433869,
North Korea,PRK,1848,,,4437195,
North Korea,PRK,1849,,,4440524,
North Korea,PRK,1850,,,4443855,
North Korea,PRK,1851,,,4455054,
North Korea,PRK,1852,,,4466267,
North Korea,PRK,1853,,,4477494,
North Korea,PRK,1854,,,4488736,
North Korea,PRK,1855,,,4499992,
North Korea,PRK,1856,,,4511262,
North Korea,PRK,1857,,,4522547,
North Korea,PRK,1858,,,4533846,
North Korea,PRK,1859,,,4545160,
North Korea,PRK,1860,,,4556488,
North Korea,PRK,1861,,,4567831,
North Korea,PRK,1862,,,4579188,
North Korea,PRK,1863,,,4590559,
North Korea,PRK,1864,,,4601945,
North Korea,PRK,1865,,,4613345,
North Korea,PRK,1866,,,4624760,
North Korea,PRK,1867,,,4636190,
North Korea,PRK,1868,,,4647634,
North Korea,PRK,1869,,,4660309,
North Korea,PRK,1870,,,4674224,
North Korea,PRK,1871,,,4689391,
North Korea,PRK,1872,,,4705817,
North Korea,PRK,1873,,,4723514,
North Korea,PRK,1874,,,4741263,
North Korea,PRK,1875,,,4759066,
North Korea,PRK,1876,,,4776921,
North Korea,PRK,1877,,,4794830,
North Korea,PRK,1878,,,4812792,
North Korea,PRK,1879,,,4830808,
North Korea,PRK,1880,,,4848877,
North Korea,PRK,1881,,,4867001,
North Korea,PRK,1882,,,4885178,
North Korea,PRK,1883,,,4903410,
North Korea,PRK,1884,,,4921695,
North Korea,PRK,1885,,,4940036,
North Korea,PRK,1886,,,4958430,
North Korea,PRK,1887,,,4976880,
North Korea,PRK,1888,,,4995385,
North Korea,PRK,1889,,,5013944,
North Korea,PRK,1890,,,5032559,
North Korea,PRK,1891,,,5051229,
North Korea,PRK,1892,,,5069954,
North Korea,PRK,1893,,,5088735,
North Korea,PRK,1894,,,5107572,
North Korea,PRK,1895,,,5126465,
North Korea,PRK,1896,,,5145414,
North Korea,PRK,1897,,,5164419,
North Korea,PRK,1898,,,5183480,
North Korea,PRK,1899,,,5202598,
North Korea,PRK,1900,,,5221773,
North Korea,PRK,1901,,,5241005,
North Korea,PRK,1902,,,5260293,
North Korea,PRK,1903,,,5279639,
North Korea,PRK,1904,,,5299042,
North Korea,PRK,1905,,,5318502,
North Korea,PRK,1906,,,5338020,
North Korea,PRK,1907,,,5357596,
North Korea,PRK,1908,,,5377230,
North Korea,PRK,1909,,,5412683,
North Korea,PRK,1910,,,5464327,
North Korea,PRK,1911,,,5532540,
North Korea,PRK,1912,,,5617705,
North Korea,PRK,1913,,,5720215,
North Korea,PRK,1914,,,5824581,
North Korea,PRK,1915,,,5930837,
North Korea,PRK,1916,,,6039015,
North Korea,PRK,1917,,,6149151,
North Korea,PRK,1918,,,6251396,
North Korea,PRK,1919,,,6355340,
North Korea,PRK,1920,,,6461013,
North Korea,PRK,1921,,,6568443,
North Korea,PRK,1922,,,6677659,
North Korea,PRK,1923,,,6788691,
North Korea,PRK,1924,,,6901569,
North Korea,PRK,1925,,,7016324,
North Korea,PRK,1926,,,7132987,
North Korea,PRK,1927,,,7251590,
North Korea,PRK,1928,,,7372165,
North Korea,PRK,1929,,,7494745,
North Korea,PRK,1930,,,7619363,
North Korea,PRK,1931,,,7746053,
North Korea,PRK,1932,,,7874849,
North Korea,PRK,1933,,,8005787,
North Korea,PRK,1934,,,8138903,
North Korea,PRK,1935,,,8274231,
North Korea,PRK,1936,,,8411810,
North Korea,PRK,1937,,,8551677,
North Korea,PRK,1938,,,8693869,
North Korea,PRK,1939,,,8838425,
North Korea,PRK,1940,,,8985385,
North Korea,PRK,1941,,,9134788,
North Korea,PRK,1942,,,9286676,
North Korea,PRK,1943,,,9441089,
North Korea,PRK,1944,,,9598070,
North Korea,PRK,1945,,,9757660,
North Korea,PRK,1946,,,9919905,
North Korea,PRK,1947,,,10084847,
North Korea,PRK,1948,,,10252531,
North Korea,PRK,1949,,,10407524,
North Korea,PRK,1950,,,10549470,
North Korea,PRK,1951,,,10248503,
North Korea,PRK,1952,,,10049020,
North Korea,PRK,1953,,,9957244,
North Korea,PRK,1954,,,9972434,
North Korea,PRK,1955,,,10086997,
North Korea,PRK,1956,,,10285935,
North Korea,PRK,1957,,,10547385,
North Korea,PRK,1958,,,10843977,
North Korea,PRK,1959,,,11145152,
North Korea,PRK,1960,,,11424189,
North Korea,PRK,1961,,,11665592,
North Korea,PRK,1962,,,11871726,
North Korea,PRK,1963,,,12065468,
North Korea,PRK,1964,,,12282417,
North Korea,PRK,1965,,,12547524,
North Korea,PRK,1966,,,12864947,
North Korea,PRK,1967,,,13222703,
North Korea,PRK,1968,,,13609976,
North Korea,PRK,1969,,,14010339,
North Korea,PRK,1970,,,14410391,
North Korea,PRK,1971,,,14809518,
North Korea,PRK,1972,,,15207765,
North Korea,PRK,1973,,,15593353,
North Korea,PRK,1974,,,15952077,
North Korea,PRK,1975,,,16274737,
North Korea,PRK,1976,,,16554743,
North Korea,PRK,1977,,,16796568,
North Korea,PRK,1978,,,17015984,
North Korea,PRK,1979,,,17235668,
North Korea,PRK,1980,,,17472144,
North Korea,PRK,1981,,,17731229,
North Korea,PRK,1982,,,18008568,
North Korea,PRK,1983,,,18298212,
North Korea,PRK,1984,,,18590142,
North Korea,PRK,1985,,,18877226,
North Korea,PRK,1986,,,19156791,
North Korea,PRK,1987,,,19431992,
North Korea,PRK,1988,,,19708316,
North Korea,PRK,1989,,,19993757,
North Korea,PRK,1990,,,20293057,
North Korea,PRK,1991,,,20609151,
North Korea,PRK,1992,,,20937407,
North Korea,PRK,1993,,,21265832,
North Korea,PRK,1994,,,21577979,
North Korea,PRK,1995,,,21862300,
North Korea,PRK,1996,,,22113428,
North Korea,PRK,1997,,,22335263,
North Korea,PRK,1998,,,22536754,
North Korea,PRK,1999,,,22731470,
North Korea,PRK,2017,,,25429816,
North Korea,PRK,2018,,,25549606,
North Korea,PRK,2019,,,25666158,
North Korea,PRK,2020,,,25778815,
North Korea,PRK,2021,,,25887045,
North Macedonia,MKD,2000,43.92,10182.126070975,2034823,
North Macedonia,MKD,2001,45.71,9831.06140591258,2042844,
North Macedonia,MKD,2002,47.2,9948.26689783118,2048929,
North Macedonia,MKD,2003,48.89,10147.111273571,2053426,
North Macedonia,MKD,2004,50.6,10602.7150656807,2057043,
North Macedonia,MKD,2005,52.08,11086.1567452985,2060280,
North Macedonia,MKD,2006,53.54,11639.5430449541,2063132,
North Macedonia,MKD,2007,55.22,12379.370695841,2065408,
North Macedonia,MKD,2008,56.55,13044.7636415746,2067309,
North Macedonia,MKD,2009,58.3,12987.1715790165,2069030,
North Macedonia,MKD,2010,59.28,13412.3128319948,2070737,
North Macedonia,MKD,2011,60.59,13714.575216367,2072484,
North Macedonia,MKD,2012,61.79,13640.2240111418,2074275,
North Macedonia,MKD,2013,62.88,14027.1309671367,2076065,
North Macedonia,MKD,2014,64.14,14524.1946989175,2077780,
North Macedonia,MKD,2015,64.9,15072.9475418471,2079335,Europe
North Macedonia,MKD,2016,65.63,15491.7435930236,2080746,
North Macedonia,MKD,1990,,11378.1606638089,1996218,
North Macedonia,MKD,1991,,10691.6480512506,1993304,
North Macedonia,MKD,1992,,10013.0535520781,1988659,
North Macedonia,MKD,1993,,9286.79630276585,1984024,
North Macedonia,MKD,1994,,9134.15849938754,1981713,
North Macedonia,MKD,1995,,9025.29657194665,1983259,
North Macedonia,MKD,1996,,9103.87809052711,1989441,
North Macedonia,MKD,1997,,9188.10895046089,1999588,
North Macedonia,MKD,1998,,9439.7104661255,2012052,
North Macedonia,MKD,1999,,9789.25933141322,2024393,
North Macedonia,MKD,2017,,15649.9274193472,2081996,
North Macedonia,MKD,2018,,16093.3104230501,2082956,
North Macedonia,MKD,2019,,16600.1436488516,2083458,
North Macedonia,MKD,2020,,15848.4192939955,2083380,
North Macedonia,MKD,-10000,,,725,
North Macedonia,MKD,-9000,,,1209,
North Macedonia,MKD,-8000,,,2015,
North Macedonia,MKD,-7000,,,3359,
North Macedonia,MKD,-6000,,,5598,
North Macedonia,MKD,-5000,,,9331,
North Macedonia,MKD,-4000,,,15552,
North Macedonia,MKD,-3000,,,25919,
North Macedonia,MKD,-2000,,,43199,
North Macedonia,MKD,-1000,,,71999,
North Macedonia,MKD,0,,,120000,
North Macedonia,MKD,100,,,121766,
North Macedonia,MKD,200,,,123669,
North Macedonia,MKD,300,,,125601,
North Macedonia,MKD,400,,,127563,
North Macedonia,MKD,500,,,129557,
North Macedonia,MKD,600,,,131581,
North Macedonia,MKD,700,,,133637,
North Macedonia,MKD,800,,,135725,
North Macedonia,MKD,900,,,137846,
North Macedonia,MKD,1000,,,140000,
North Macedonia,MKD,1100,,,148000,
North Macedonia,MKD,1200,,,156000,
North Macedonia,MKD,1300,,,164000,
North Macedonia,MKD,1400,,,172000,
North Macedonia,MKD,1500,,,180000,
North Macedonia,MKD,1600,,,220000,
North Macedonia,MKD,1700,,,220000,
North Macedonia,MKD,1710,,,222180,
North Macedonia,MKD,1720,,,229842,
North Macedonia,MKD,1730,,,237767,
North Macedonia,MKD,1740,,,245966,
North Macedonia,MKD,1750,,,254448,
North Macedonia,MKD,1760,,,263222,
North Macedonia,MKD,1770,,,272299,
North Macedonia,MKD,1780,,,281688,
North Macedonia,MKD,1790,,,291402,
North Macedonia,MKD,1800,,,391865,
North Macedonia,MKD,1801,,,391865,
North Macedonia,MKD,1802,,,391865,
North Macedonia,MKD,1803,,,391865,
North Macedonia,MKD,1804,,,391865,
