date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19620929,1962,62109,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ALLEGHENY,SHAFT
19621002,1962,62110,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,75,75,WR,ANDROSCOGGIN,AIRDROP
19621005,1962,62111,USA,NTS,DOE,37,-116,0,0,0,115,115,WR,MISSISSIPPI,SHAFT
19621006,1962,62112,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,11.3,11.3,WR,BUMPING,AIRDROP
19621007,1962,62113,USSR,NZ RUSS,DOE,73,55,0,0,0,320,320,WR,NA,ATMOSPH
19621009,1962,62114,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,8,8,WR,NA,ATMOSPH
19621009,1962,62115,USSR,NZ RUSS,MTM,73,55,0,0,0,15,15,WR,NA,ATMOSPH
19621010,1962,62116,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,9.2,9.2,WR,NA,ATMOSPH
19621012,1962,62117,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ROANOKE,SHAFT
19621012,1962,62118,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WOLVERINE,SHAFT
19621013,1962,62119,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.9,4.9,WR,NA,ATMOSPH
19621014,1962,62120,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR,NA,ATMOSPH
19621018,1962,62121,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,1590,1590,WR,CHAMA,AIRDROP
19621018,1962,62122,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TIOGA,SHAFT
19621019,1962,62123,USA,NTS,DOE,37,-116,0,0,0,12.5,12.5,WR,BANDICOOT,SHAFT
19621020,1962,62124,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,6.7,6.7,WR,NA,ATMOSPH
19621020,1962,62125,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,CHECKMATE,ROCKET
19621022,1962,62126,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,NA,SPACE
19621022,1962,62127,USSR,NZ RUSS,UGS,73.4,54.9,0,0,0,8200,8200,WR,NA,ATMOSPH
19621026,1962,62128,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,BLUEGILL:3 PRIM,ROCKET
19621027,1962,62129,USSR,NZ RUSS,DOE,73,55,0,0,0,260,260,WR,NA,ATMOSPH
19621027,1962,62130,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SANTEE,SHAFT
19621027,1962,62131,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,800,800,WR,CALAMITY,AIRDROP
19621028,1962,62132,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,7.8,7.8,WR,NA,ATMOSPH
19621028,1962,62133,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,NA,SPACE
19621028,1962,62134,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,7.8,7.8,WR,NA,ATMOSPH
19621029,1962,62135,USSR,NZ RUSS,DOE,73,55,0,0,0,360,360,WR,NA,ATMOSPH
19621030,1962,62136,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,NA,SURFACE
19621030,1962,62137,USSR,NZ RUSS,DOE,73,55,0,0,0,280,280,WR,NA,ATMOSPH
19621030,1962,62138,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,8300,8300,WR,HOUSATONIC,AIRDROP
19621031,1962,62139,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,10,10,WR,NA,ATMOSPH
19621101,1962,62140,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WR,NA,ATMOSPH
19621101,1962,62141,USSR,NZ RUSS,DOE,73,55,0,0,0,240,240,WR,NA,ATMOSPH
19621101,1962,62142,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,NA,ATMOSPH
19621101,1962,62143,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,KINGFISH,ROCKET
19621103,1962,62144,USSR,NZ RUSS,DOE,73,55,0,0,0,390,390,WR,NA,ATMOSPH
19621103,1962,62145,USSR,NZ RUSS,DOE,73,55,0,0,0,45,45,WR,NA,ATMOSPH
19621103,1962,62146,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.7,4.7,WR,NA,ATMOSPH
19621104,1962,62147,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,8.4,8.4,WR,NA,ATMOSPH
19621104,1962,62148,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,TIGHTROPE,ROCKET
19621105,1962,62149,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,WE,NA,SURFACE
19621109,1962,62150,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ST.LAWRENCE,SHAFT
19621111,1962,62151,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.1,0.1,WR,NA,SURFACE
19621113,1962,62152,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WR,NA,SURFACE
19621114,1962,62153,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,12,12,WR,NA,ATMOSPH
19621115,1962,62154,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI,SHAFT
19621117,1962,62155,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WR,NA,ATMOSPH
19621124,1962,62156,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,NA,SURFACE
19621126,1962,62157,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.031,0.031,SAM,NA,SURFACE
19621127,1962,62158,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,ANACOSTIA,SHAFT
19621201,1962,62159,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.4,2.4,WR,NA,ATMOSPH
19621204,1962,62160,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TAUNTON,SHAFT
19621207,1962,62161,UK,NTS,UGS,37.1,-116,0,0,0,0,20,WR,TENDRAC,SHAFT
19621212,1962,62162,USA,NTS,UGS,74.3,52.4,0,0,0,0,20,WR,MADISON,TUNNEL
19621212,1962,62163,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,NUMBAT,SHAFT
19621214,1962,62164,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MANATEE,SHAFT
19621218,1962,62165,USSR,NZ RUSS,DOE,73,55,0,0,0,110,110,WR,NA,ATMOSPH
19621218,1962,62166,USSR,NZ RUSS,DOE,73,55,0,0,0,69,69,FMS,NA,ATMOSPH
19621220,1962,62167,USSR,NZ RUSS,DOE,73,55,0,0,0,8.3,8.3,WR,NA,ATMOSPH
19621222,1962,62168,USSR,NZ RUSS,DOE,73,55,0,0,0,6.3,6.3,WR,NA,ATMOSPH
19621223,1962,62169,USSR,NZ RUSS,DOE,73,55,0,0,0,430,430,WR,NA,ATMOSPH
19621223,1962,62170,USSR,NZ RUSS,MTM,73,55,0,0,0,8.3,8.3,WR,NA,ATMOSPH
19621223,1962,62171,USSR,NZ RUSS,MTM,73,55,0,0,0,2.4,2.4,WR,NA,ATMOSPH
19621223,1962,62172,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,NA,SURFACE
19621224,1962,62173,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.007,0.007,SAM,NA,SURFACE
19621224,1962,62174,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.028,0.028,SAM,NA,SURFACE
19621224,1962,62175,USSR,NZ RUSS,UGS,74.2,52.3,0,0,0,24200,24200,WR,NA,ATMOSPH
19621224,1962,62176,USSR,NZ RUSS,UGS,73.6,57.5,0,0,0,1100,1100,WR,NA,ATMOSPH
19621225,1962,62177,USSR,NZ RUSS,UGS,73.4,56.5,0,0,0,3100,3100,WR,NA,ATMOSPH
19621225,1962,62178,USSR,NZ RUSS,MTM,73,55,0,0,0,8.5,8.5,WR,NA,ATMOSPH
19630208,1963,63001,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CASSELMAN,SHAFT
19630208,1963,63002,USA,NTS,DOE,37,-116,4.5,0,0.3,0,20,WR,ACUSHI,SHAFT
19630208,1963,63003,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FERRET,SHAFT
19630208,1963,63004,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HATCHIE,SHAFT
19630215,1963,63005,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,CHIPMUNK,SHAFT
19630221,1963,63006,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CARMEL,SHAFT
19630221,1963,63007,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,KAWEAH,SHAFT
19630301,1963,63008,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,JERBOA,SHAFT
19630315,1963,63009,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TOYAH,SHAFT
19630318,1963,63010,FRANCE,IN ECKER ALG,UGS,24,5,0,0,0,0,20,WR,EMERAUDE,GALLERY
19630329,1963,63011,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,GERBIL,SHAFT
19630330,1963,63012,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,AMETHYSTE,GALLERY
19630405,1963,63013,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,FERRET PRIME,SHAFT
19630410,1963,63014,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,COYPU,SHAFT
19630411,1963,63015,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CUMBERLAND,SHAFT
19630424,1963,63016,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KOOTANAI,SHAFT
19630424,1963,63017,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PAISANO,SHAFT
19630509,1963,63018,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI PRIME,SHAFT
19630515,1963,63043,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,DOUBLE TRACKS,SURFACE
19630517,1963,63019,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HARKEE,SHAFT
19630517,1963,63020,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,TEJON,SHAFT
19630522,1963,63021,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,STONES,SHAFT
19630525,1963,63044,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:I,SURFACE
19630529,1963,63022,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PLEASANT,SHAFT
19630531,1963,63045,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:II,SURFACE
19630605,1963,63023,USA,NTS,UGS,37.2,-116.2,0,0,0,3.1,3.1,WR,YUBA,TUNNEL
19630606,1963,63024,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,HUTIA,SHAFT
19630606,1963,63025,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,APSHAPA,SHAFT
19630609,1963,63046,USA,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:III,SURFACE
19630614,1963,63026,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,MATACO,SHAFT
19630625,1963,63027,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,KENNEBEC,SHAFT
19630812,1963,63028,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PEKAN,SHAFT
19630815,1963,63029,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SATSOP,SHAFT
19630823,1963,63030,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NATCHES/KOHOCTO,SHAFT
19630913,1963,63031,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,WR,AHTANUM,SHAFT
19630913,1963,63032,USA,NTS,UGS,37.1,-116,0,0,0,249,249,WR,EILBY,SHAFT
19630927,1963,63047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CARP,SHAFT
19630927,1963,63048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NARRAGUAGUS,SHAFT
19631011,1963,63033,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GRUNION,SHAFT
19631011,1963,63034,USA,NTS,DOE,37,-116,0,0,0,0,20,PNE:PLO,TORNILLO,SHAFT
19631016,1963,63035,USA,NTS,DOE,37,-116,5.3,0,0.6,20,200,WR,CLEARWATER,SHAFT
19631017,1963,63049,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,MULLET,SHAFT
19631020,1963,63036,FRANCE,IN ECKER ALG,UGS,24.1,5.1,0,0,0,0,150,WR,RUBIS,GALLERY
19631026,1963,63037,USA,FALLON NV,DOE,39.2,-118.38,0,0,0,12,12,PNE:V,SHOAL,SHAFT
19631114,1963,63038,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,ANCHOVY,SHAFT
19631115,1963,63039,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,MUSTANG,SHAFT
19631122,1963,63040,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,GREYS,SHAFT
19631204,1963,63041,USA,NTS,UGS,36.9,-116.3,0,0,0,0,20,WR,SARDINE/BARRACU,SHAFT
19631212,1963,63042,USA,NTS,UGS,37.1,-115.9,0,0,0,5.3,5.3,WR,EAGLE,SHAFT
19631220,1963,63050,USA,NTS,DOE,37,-116,0,0,0,10,20,WR,TUNA,SHAFT
19640116,1964,64001,USA,NTS,UGS,37.1,-116,0,0,0,20,200,WR,FORE,SHAFT
19640123,1964,64002,USA,NTS,UGS,37.1,-116,0,0,0,10.5,10.5,WR,OCOKTO,SHAFT
19640130,1964,64044,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CLUB,SHAFT
19640212,1964,64045,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SOLENDON,SHAFT
19640213,1964,64046,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BUNKER,SHAFT
19640214,1964,64003,FRANCE,IN ECKER ALG,DOE,24.054,5.053,0,0,0,0,5,WR,OPALE,GALLERY
19640218,1964,64047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BONEFISH,SHAFT
19640218,1964,64048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MACKAREL,SHAFT
19640220,1964,64004,USA,NTS,UGS,37.2,-116,0,0,0,20,200,PNE:PLO,KLICKITAT,SHAFT
19640312,1964,64049,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HANDICAP,SHAFT
19640313,1964,64005,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,PIKE,SHAFT
19640315,1964,64006,USSR,SEMI KAZAKH,UGS,49.7,78,5.6,0,0,20,150,WE,NA,TUNNEL
19640414,1964,64007,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,HOOK,SHAFT
19640415,1964,64008,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,STURGEON,SHAFT
19640417,1964,64050,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BOGEY,SHAFT
19640424,1964,64009,USA,NTS,UGS,37.1,-116.1,0,0,0,20,200,WR,TURF,SHAFT
19640429,1964,64010,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,PIPEFISH,SHAFT
19640507,1964,64051,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DRIVER,SHAFT
19640514,1964,64011,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,BACKSWING,SHAFT
19640515,1964,64012,USA,NTS,UGS,37,-116.1,0,0,0,0,20,WR,MINNOW,SHAFT
19640516,1964,64013,USSR,SEMI KAZAKH,UGS,49.9,78.3,5.6,0,0,20,150,WR,NA,TUNNEL
19640606,1964,64014,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,NA,TUNNEL
19640611,1964,64015,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,PNE:PLO,ACE,SHAFT
19640612,1964,64052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BITTERLING,SHAFT
19640615,1964,64016,FRANCE,IN ECKER ALG,DOE,24.067,5.034,0,0,0,0,5,NA,TOPAZE,GALLERY
19640618,1964,64053,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DUFFER,SHAFT
19640625,1964,64017,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,FADE,SHAFT
19640630,1964,64018,USA,NTS,UGS,37.2,-116.1,0,0,0,0,20,PNE:PLO,DUB,SHAFT
19640716,1964,64019,USA,NTS,UGS,37.2,-116.1,0,0,0,20,200,WR,BYE,SHAFT
19640717,1964,64020,UK,NTS,DOE,37,-116,0,0,0,0,20,WR,CORMORANT,SHAFT
19640719,1964,64021,USSR,SEMI KAZAKH,UGS,49.9,78.1,5.5,0,0,20,150,FMS,NA,TUNNEL
19640723,1964,64054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,LINKS,SHAFT
19640724,1964,64055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TROGON,SHAFT
19640818,1964,64022,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,NA,TUNNEL
19640819,1964,64023,USA,NTS,UGS,37.2,-116.1,0,0,0,4.4,4.4,WR,ALVA,SHAFT
19640822,1964,64024,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,CANVASBACK,SHAFT
19640827,1964,64056,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,PLAYER,SHAFT
19640828,1964,64025,USA,NTS,UGS,37.1,-116,0,0,0,0,20,WR,HADDOCK,SHAFT
19640904,1964,64026,USA,NTS,UGS,37,-116,0,0,0,0,20,WR,GUANAY,SHAFT
19640911,1964,64057,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SPOON,SHAFT
19640918,1964,64027,USSR,NZ RUSS,UGS,72.9,55.2,4.3,0,0,0.001,20,FMS,NA,TUNNEL
19640925,1964,64058,UK,NTS,DOE,37,-116,0,0,0,0,0,WR,COURSER,SHAFT
19640930,1964,64028,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,NA,TUNNEL
19641002,1964,64029,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,AUK,SHAFT
19641009,1964,64030,USA,NTS,DOE,37,-116,0,0,0,38,38,PNE:PLO,PAR,SHAFT
19641016,1964,64031,CHINA,LOP NOR,DOE,41.5,89,0,0,0,22,22,WR,NA,TOWER
19641016,1964,64032,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BARBELTURNSTONE,SHAFT
19641022,1964,64033,USA,HATTIESB MS,DOE,31,-89,0,0,0,5.3,5.3,PNE:V,SALMON,SHAFT
19641023,1964,64059,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GARDEN,SHAFT
19641025,1964,64034,USSR,NZ RUSS,UGS,73.5,53.7,4.9,0,0,0.001,20,PNE,NA,TUNNEL
19641031,1964,64035,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,FOREST,SHAFT
19641105,1964,64036,USA,NTS,UGS,37.2,-116.1,0,0,0,12,12,PNE:PLO,HANDCAR,SHAFT
19641116,1964,64037,USSR,SEMI KAZAKH,UGS,49.7,78,6,0,0,20,150,PNE,NA,TUNNEL
19641128,1964,64038,FRANCE,IN ECKER ALG,DOE,24.042,5.041,0,0,0,0,20,WR,TURQUOISE,GALLERY
19641205,1964,64039,USA,NTS,UGS,37.1,-116.1,0,0,0,20,200,WR,CREPE,SHAFT
19641205,1964,64040,USA,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,DRILL,SHAFT
19641216,1964,64041,USA,NTS,UGS,37,-116,0,0,0,1.3,1.3,WR,PARROT,SHAFT
19641216,1964,64042,USA,NTS,UGS,37,-116.1,0,0,0,2.7,2.7,WE,MUDPACK,SHAFT
19641216,1964,64060,USA,NTS,DOE,37,-116,0,0,0,0,20,WR/SE,CASSOWARYHOOPOE,SHAFT
19641218,1964,64043,USA,NTS,UGS,37,-116.3,0,0,0,0.092,0.092,PNE:PLO,SULKY,SHAFT
19650114,1965,65001,USA,NTS,ISC,37.07,-116.01,0,0,0,0,20,WR,WOOL,SHAFT
19650115,1965,65002,USSR,SEMI KAZAKH,ISC,49.88,78.96,5.8,0,0,140,140,PNE,CHAGAN,SHAFT
19650129,1965,65051,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TERN,SHAFT
19650204,1965,65003,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,NA,TUNNEL
19650204,1965,65004,USA,NTS,ISC,37.07,-116.03,0,0,0,0,20,WR,CASHMERE,SHAFT
19650212,1965,65005,USA,NTS,DOE,37,-116,0,0,0,0.33,0.33,WR,ALPACA,SHAFT
19650216,1965,65006,USA,NTS,ISC,36.99,-116,0,0,0,10.1,10.1,WR,MERLIN,SHAFT
19650218,1965,65007,USA,NTS,ISC,36.72,-115.94,0,0,0,0,20,WE,WISHBONE,SHAFT
19650219,1965,65052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SEERSUCKER,SHAFT
19650227,1965,65008,FRANCE,IN ECKER ALG,ISC,24.16,5.03,5.6,0,0,0,150,WR,SAPHIR,GALLERY
19650303,1965,65009,USSR,SEMI KAZAKH,ISC,49.81,78.13,5.5,0,0,0.001,20,WR,NA,TUNNEL
19650303,1965,65010,USA,NTS,ISC,37.01,-116.08,0,0,0,20,200,WR,WAGTAIL,SHAFT
19650320,1965,65053,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SUEDE,SHAFT
19650326,1965,65011,USA,NTS,ISC,37.11,-116.09,0,0,0,20,200,WR,CUP,SHAFT
19650327,1965,65012,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,NA,TUNNEL
19650330,1965,65013,USSR,BASHKIR RUSS,MTM,53,56,0,0,0,2.3,2.3,PNE,BUTAN 1+2,SHAFT
19650405,1965,65015,USA,NTS,ISC,36.95,-116.08,0,0,0,0,20,WR,KESTREL,SHAFT
19650414,1965,65016,USA,NTS,ISC,37.26,-116.54,0,0,0,4.3,4.3,PNE:PLO,PALANQUIN,CRATER
19650421,1965,65017,USA,NTS,ISC,36.97,-116.23,5,0,0,0,20,WE,GUM DROP,TUNNEL
19650422,1965,65054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CHENILLE,SHAFT
19650423,1965,65018,USA,NTS,ISC,36.96,-115.94,0,0,0,0,20,WR,MUSCOVY,SHAFT
19650507,1965,65019,USA,NTS,ISC,37.14,-116.1,0,0,0,7,7,WE,TEE,SHAFT
19650511,1965,65020,USSR,SEMI KAZAKH,ISC,49.79,78.12,4.9,0,0,0.001,20,WR,NA,TUNNEL
19650512,1965,65021,USA,NTS,ISC,37.2,-116.5,0,0,0,0,20,WR,BUTEO,SHAFT
19650514,1965,65022,CHINA,LOP NOR,DOE,41.5,89,0,0,0,35,35,WR,NA,AIRDROP
19650514,1965,65023,USA,NTS,ISC,37.07,-116.05,0,0,0,0,20,WR,SCAUP,SHAFT
19650514,1965,65024,USA,NTS,DOE,37,-116,0,0,0,0.75,0.75,WR,CAMBRIO,SHAFT
19650521,1965,65025,USA,NTS,ISC,37.07,-116.04,0,0,0,0,20,WR,TWEED,SHAFT
19650530,1965,65026,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,JADE,GALLERY
19650610,1965,65027,USSR,BASHKIR RUSS,MTM,53,56,0,0,0,7.6,7.6,PNE,BUTAN,SHAFT
19650611,1965,65028,USA,NTS,ISC,37,-116.05,0,0,0,1.3,1.3,WR,PETREL,SHAFT
19650611,1965,65055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ORGANDY,SHAFT
19650616,1965,65029,USA,NTS,ISC,36.83,-116.06,0,0,0,0,20,WE,DILUTED WATERS,SHAFT
19650617,1965,65030,USSR,SEMI KAZAKH,ISC,49.83,78.17,5.8,0,0,0.001,20,PNE,NA,TUNNEL
19650617,1965,65031,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,TINYTOT,TUNNEL
19650716,1965,65056,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,IZZEP.,SHAFT
19650722,1965,65057,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PONGEE,SHAFT
19650723,1965,65032,USA,NTS,ISC,37.06,-116.03,5.4,0,0,20,200,WR,BRONZE,SHAFT
19650729,1965,65033,USSR,SEMI KAZAKH,ISC,50.4,77.9,4.5,0,0,0.001,20,FMS,NA,TUNNEL
19650806,1965,65034,USA,NTS,ISC,37.02,-116.11,0,0,0,0,20,WR,MAUVE,SHAFT
19650821,1965,65058,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TICKING,SHAFT
19650827,1965,65035,USA,NTS,ISC,37.08,-116.04,0,0,0,0,20,WR,CENTAUR,SHAFT
19650901,1965,65036,USA,NTS,ISC,36.98,-115.99,4.2,0,0,0,20,WR/WE,MOA/SCREAMER,SHAFT
19650910,1965,65037,UK,NTS,ISC,36.98,-115.99,5.1,0,0,20,200,WR,CHARCOAL,SHAFT
19650917,1965,65038,USSR,SEMI KAZAKH,ISC,49.78,78.15,5.2,0,0,0.001,20,WR,NA,TUNNEL
19650917,1965,65039,USA,NTS,ISC,37.06,-116.02,0,0,0,0,20,WR,ELKHART,SHAFT
19651001,1965,65040,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,CORINDON,GALLERY
19651008,1965,65041,USSR,SEMI KAZAKH,ISC,49.92,78.17,5.4,0,0,0.001,20,WR,NA,TUNNEL
19651014,1965,65042,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.1,1.1,PNE,SARY-UZEN,SHAFT
19651029,1965,65043,USA,AMCHITKA AK,ISC,51.61,179.22,6.1,0,0,80,80,PNE:V,LONG SHOT,SHAFT
19651112,1965,65044,USA,NTS,ISC,37.03,-116.01,0,0,0,0,20,WR,SEPIA,SHAFT
19651121,1965,65045,USSR,SEMI KAZAKH,ISC,49.86,78.04,5.6,0,0,29,29,WR,NA,TUNNEL
19651123,1965,65059,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KERMET,SHAFT
19651201,1965,65046,FRANCE,IN ECKER ALG,ISC,24.04,5.03,4.9,0,0,0,20,WR,TOURMALINE,GALLERY
19651203,1965,65047,USA,NTS,ISC,37.13,-116.02,5.6,0,0,20,200,WR,CORDUROY,SHAFT
19651216,1965,65048,USA,NTS,ISC,37.08,-116.03,0,0,0,0,20,WR,EMERSON,SHAFT
19651216,1965,65049,USA,NTS,ISC,37.02,-116.05,5.3,0,0,20,200,WE,BUFF,SHAFT
19651224,1965,65050,USSR,SEMI KAZAKH,ISC,49.9,78.1,5.2,0,0,0.001,20,PNE,NA,TUNNEL
19660113,1966,66001,USA,NTS,ISC,37.17,-116.02,0,0,0,0,20,WE,MAXWELL,SHAFT
19660118,1966,66002,USA,NTS,ISC,37.1,-116.05,0,0,0,20,200,WE,LAMPBLACK,SHAFT
19660118,1966,66064,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,SIENNA,SHAFT
19660121,1966,66003,USA,NTS,ISC,37.03,-115.97,0,0,0,0,20,WE,DOVEKIE,SHAFT
19660122,1966,66065,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,REO,SHAFT
19660203,1966,66004,USA,NTS,ISC,37.07,-116.1,0,0,0,0,20,WE,PLAID II,SHAFT
19660213,1966,66005,USSR,SEMI KAZAKH,ISC,49.77,78.1,6.1,0,0,125,125,PNE,NA,TUNNEL
19660216,1966,66006,FRANCE,IN ECKER ALG,ISC,24,5,0,0,0,0,20,WR,GRENAT,GALLERY
19660224,1966,66007,USA,NTS,ISC,37.17,-116.42,0,0,0,19,19,WR,REX,SHAFT
