year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches
2017,24,Oakland,2.5,4,12%,12,85%,32,$145,17,2.6,9,1,9,1.8,6,1.3,15,NA,NA,NA,NA,10,62.5,NA,Oakland,3.5
2017,24,San Jose,3.2,6,14%,15,75%,27,$147,18,1.6,4,1,9,2.7,10,1.1,13,NA,NA,NA,NA,9,62.5,NA,San Jose,3.5
2017,24,Virginia Beach,6,12,16%,16,58%,18,$177,20,3.3,11,0.7,5,4.2,16,0.3,3,NA,NA,NA,NA,9,62.5,NA,Virginia Beach,3.5
2017,31,Anchorage,4.4,8,84%,20,71%,25,$93,10,2.6,9,2.3,20,2.8,10,0.3,3,NA,NA,NA,NA,11,61.5,NA,Anchorage,3.5
2017,32,Henderson,7.6,15,13%,14,49%,13,$148,18,3.6,13,5.4,20,3.1,11,0.6,7,NA,NA,NA,NA,13,61,NA,Henderson,3.5
2017,32,Honolulu,2.3,4,33%,20,84%,32,$51,5,5.7,20,0.6,4,1.3,3,1.9,20,NA,NA,NA,NA,12,61,NA,Honolulu,3.5
2017,32,Philadelphia,3.6,7,13%,13,93%,37,$59,6,4.1,15,0.3,1,1.7,5,2.1,20,NA,NA,NA,NA,10,61,NA,Philadelphia,3.5
2017,35,Boise,7.3,14,8%,8,61%,19,$144,17,2.2,7,7.2,20,3.7,14,1.1,13,NA,NA,NA,NA,14,60,NA,Boise,3.5
2017,35,Raleigh,4.4,8,15%,15,54%,15,$202,20,6.1,20,0.8,6,2.4,8,1.9,20,NA,NA,NA,NA,14,60,NA,Raleigh,3.5
2017,37,New Orleans,1.9,3,26%,20,77%,28,$116,13,1.6,5,0.8,6,2.5,9,0.7,8,NA,NA,NA,NA,7,59,NA,New Orleans,3.5
2017,38,Kansas City,11.6,20,9%,9,65%,21,$122,14,1.7,5,0.6,5,2.4,8,0.4,5,NA,NA,NA,NA,6,58.5,NA,Kansas City,3
2017,39,Pittsburgh,2,3,10%,10,84%,32,$69,7,3.6,13,2.3,20,4.1,16,1.7,20,NA,NA,NA,NA,17,57.5,NA,Pittsburgh,3
2017,40,Jersey City,0.6,1,18%,19,91%,36,$27,1,2.6,9,2.3,20,1.4,3,1,12,NA,NA,NA,NA,11,56.5,NA,Jersey City,3
2017,40,Tampa,4.3,8,7%,7,60%,18,$147,18,4.9,18,3.3,20,2.3,8,1.9,20,NA,NA,NA,NA,17,56.5,NA,Tampa,3
2017,42,Colorado Springs,6.6,13,9%,9,70%,24,$76,8,4.1,15,1.8,19,3.1,12,0.3,3,NA,NA,NA,NA,12,55,NA,Colorado Springs,3
2017,42,Norfolk,4.5,8,6%,6,72%,25,$74,8,8.3,20,4.9,20,4.2,16,2,20,NA,NA,NA,NA,19,55,NA,Norfolk,3
2017,42,Scottsdale,13.5,20,25%,20,37%,6,$105,12,1.5,4,1.3,12,1.6,5,0.8,9,NA,NA,NA,NA,8,55,NA,Scottsdale,3
2017,45,Cleveland,3.4,6,6%,6,80%,29,$100,11,6,20,0.5,4,3.7,14,1.1,14,NA,NA,NA,NA,13,54,NA,Cleveland,3
2017,46,Austin,8.5,17,11%,11,54%,15,$103,12,2.9,10,1.4,14,1.8,5,0.6,6,NA,NA,NA,NA,9,53.5,NA,Austin,3
2017,47,North Las Vegas,5.7,11,26%,20,57%,17,$86,9,2.2,7,0.8,7,2.4,8,0.2,2,NA,NA,NA,NA,6,52.5,NA,North Las Vegas,3
2017,48,Miami,2.4,4,7%,6,80%,30,$100,11,3.3,11,0.9,8,1.4,4,1.6,19,NA,NA,NA,NA,11,51.5,NA,Miami,2.5
2017,48,Richmond,3.9,7,5%,5,74%,26,$75,8,6.6,20,1.4,13,2.8,10,1.7,20,NA,NA,NA,NA,16,51.5,NA,Richmond,2.5
2017,50,Atlanta,3.1,6,6%,5,66%,22,$134,16,2.8,9,1.1,10,3,11,1.5,18,NA,NA,NA,NA,12,51,NA,Atlanta,2.5
2017,50,Dallas,7.6,15,13%,13,60%,18,$81,9,2.5,8,0.4,2,1.5,4,0.7,8,NA,NA,NA,NA,6,51,NA,Dallas,2.5
2017,52,Chesapeake,6,12,26%,20,38%,6,$80,9,2.5,8,2.1,20,3.1,12,0.8,10,NA,NA,NA,NA,13,50,NA,Chesapeake,2.5
2017,53,Baltimore,0.8,1,10%,10,85%,32,$70,7,1.6,4,0.5,3,3.2,12,1.3,16,NA,NA,NA,NA,9,49,NA,Baltimore,2.5
2017,53,Nashville,13.2,20,11%,11,38%,7,$106,12,3,10,1,9,2.1,7,0.8,9,NA,NA,NA,NA,9,49,NA,Nashville,2.5
2017,53,Orlando,3.6,7,5%,5,58%,17,$124,15,5.2,19,1.2,11,2.6,9,1.6,20,NA,NA,NA,NA,15,49,NA,Orlando,2.5
2017,56,Columbus,7.7,15,11%,11,52%,14,$101,11,1.9,6,0.6,5,1.9,6,0.7,8,NA,NA,NA,NA,6,47.5,NA,Columbus,2.5
2017,56,Phoenix,14.6,20,15%,15,45%,10,$80,8,0.9,2,0.6,4,1.7,5,0.4,5,NA,NA,NA,NA,4,47.5,NA,Phoenix,2.5
2017,58,Buffalo,1.1,2,8%,7,85%,32,$48,4,6.3,20,0.8,6,2.3,8,0.7,8,NA,NA,NA,NA,11,46.5,NA,Buffalo,2.5
2017,59,"Arlington, Texas",14.1,20,8%,7,55%,16,$90,10,0.7,1,0.3,1,1.3,3,0.3,3,NA,NA,NA,NA,2,46,NA,"Arlington, Texas",2.5
2017,59,Chandler,8.3,16,4%,3,58%,18,$71,7,3.3,12,1.6,16,2.3,8,0.6,6,NA,NA,NA,NA,11,46,NA,Chandler,2.5
2017,59,Corpus Christi,3.3,6,9%,8,72%,25,$73,7,2.8,9,0,0,4.2,16,0.8,10,NA,NA,NA,NA,9,46,NA,Corpus Christi,2.5
2017,59,Tulsa,9.5,19,8%,7,56%,16,$58,6,2.1,6,0.5,3,2.7,10,0.6,7,NA,NA,NA,NA,7,46,NA,Tulsa,2.5
2017,63,Anaheim,8.5,17,8%,8,62%,19,$72,7,1.4,3,0.6,4,1.4,4,0.2,2,NA,NA,NA,NA,3,45,NA,Anaheim,2.5
2017,63,Garland,9.5,19,7%,7,56%,16,$71,7,2.3,7,0,0,1.5,4,0.7,8,NA,NA,NA,NA,5,45,NA,Garland,2.5
2017,63,Glendale,4.8,9,6%,5,72%,25,$30,2,4.6,17,1.2,12,4,16,0.7,8,NA,NA,NA,NA,13,45,NA,Glendale,2.5
2017,63,Lexington,11.1,20,2%,2,51%,13,$82,9,3.9,14,1.6,16,2,6,0.4,5,NA,NA,NA,NA,10,45,NA,Lexington,2.5
2017,63,Riverside,12.7,20,7%,6,47%,11,$68,7,3.1,10,1.3,12,1.5,4,1.2,14,NA,NA,NA,NA,10,45,NA,Riverside,2.5
2017,63,Toledo,5.5,11,6%,6,76%,27,$44,4,1.9,6,0.7,6,2.8,10,0.1,1,NA,NA,NA,NA,6,45,NA,Toledo,2.5
2017,69,Greensboro,5,9,9%,9,60%,18,$67,7,2.5,8,0.8,6,4,15,0.9,11,NA,NA,NA,NA,10,44,NA,Greensboro,2
2017,69,San Antonio,11.6,20,10%,10,38%,6,$95,11,1.7,5,0.8,6,1.7,5,0.7,9,NA,NA,NA,NA,6,44,NA,San Antonio,2
2017,71,Bakersfield,9,18,6%,5,43%,9,$80,9,2.1,6,2.3,20,3.2,12,0.5,5,NA,NA,NA,NA,11,43.5,NA,Bakersfield,2
2017,72,Durham,9,18,4%,3,48%,12,$73,8,2,6,1.3,13,2.5,9,0.9,10,NA,NA,NA,NA,10,42.5,NA,Durham,2
2017,72,Reno,4.3,8,5%,5,71%,25,$49,4,3.9,14,0.8,7,3,11,0.3,4,NA,NA,NA,NA,9,42.5,NA,Reno,2
2017,74,Los Angeles,4.8,9,13%,13,54%,15,$85,9,0.8,1,0.3,1,1.1,2,1.1,13,NA,NA,NA,NA,4,41.5,NA,Los Angeles,2
2017,75,Chula Vista,7.1,14,7%,7,53%,15,$44,4,2.1,6,1.2,11,3,11,0.7,8,NA,NA,NA,NA,9,41,NA,Chula Vista,2
2017,75,Detroit,2.4,4,6%,6,78%,28,$21,1,3.2,11,0.6,5,4.7,19,0.4,4,NA,NA,NA,NA,10,41,NA,Detroit,2
2017,75,Santa Ana,6,12,4%,4,72%,25,$46,4,1.2,3,0,0,1.3,3,0.9,10,NA,NA,NA,NA,4,41,NA,Santa Ana,2
2017,75,Stockton,6,12,3%,2,71%,25,$24,1,3.8,13,1,10,2.5,9,0.4,5,NA,NA,NA,NA,9,41,NA,Stockton,2
2017,79,El Paso,3.7,7,19%,20,49%,12,$34,2,2.4,7,0.4,3,2.7,10,0.8,9,NA,NA,NA,NA,7,40,NA,El Paso,2
2017,79,Fort Worth,7.5,15,6%,5,55%,16,$78,8,1.4,3,0.2,1,2.4,8,0.3,3,NA,NA,NA,NA,4,40,NA,Fort Worth,2
2017,81,Houston,6,12,14%,15,47%,12,$35,2,2.2,7,0.6,5,1.9,6,0.6,7,NA,NA,NA,NA,6,39,NA,Houston,2
2017,81,Newark,1,1,6%,6,90%,35,$26,1,1.5,4,0,0,0.8,1,0.9,10,NA,NA,NA,NA,4,39,NA,Newark,2
2017,81,Wichita,10.8,20,5%,4,51%,13,$51,5,1,2,0.8,7,2.2,7,0.5,5,NA,NA,NA,NA,5,39,NA,Wichita,2
2017,84,Memphis,10,20,5%,4,42%,8,$54,5,3,10,0.5,3,1.8,6,1,12,NA,NA,NA,NA,8,37.5,NA,Memphis,1.5
2017,85,Irving,4.1,8,5%,5,58%,17,$59,6,1.2,3,0.9,8,3.3,12,0.9,10,NA,NA,NA,NA,8,36.5,NA,Irving,1.5
2017,85,Lubbock,9.7,19,3%,2,53%,15,$46,4,1.1,2,0,0,2.5,9,0.4,5,NA,NA,NA,NA,4,36.5,NA,Lubbock,1.5
2017,85,Tucson,5.1,10,3%,2,57%,17,$71,7,1.2,3,1.5,15,1.8,5,0.8,10,NA,NA,NA,NA,8,36.5,NA,Tucson,1.5
2017,88,Oklahoma City,6.7,13,7%,7,42%,9,$72,7,2.3,7,0.6,4,2.1,7,0.9,11,NA,NA,NA,NA,7,36,NA,Oklahoma City,1.5
2017,89,Baton Rouge,4.3,8,3%,2,50%,13,$51,5,5.1,19,0.9,8,2.9,10,2.9,20,NA,NA,NA,NA,14,35,NA,Baton Rouge,1.5
2017,90,Fresno,3.6,7,4%,3,61%,19,$38,3,3.6,13,1.2,12,1.5,4,0.3,4,NA,NA,NA,NA,8,33.5,NA,Fresno,1.5
2017,90,Hialeah,4.6,9,1%,1,61%,19,$38,3,3.1,11,0,0,0.7,1,1.6,19,NA,NA,NA,NA,8,33.5,NA,Hialeah,1.5
2017,90,Jacksonville,5.6,11,14%,14,32%,3,$33,2,1.8,5,0.6,4,3.3,12,1.4,17,NA,NA,NA,NA,10,33.5,NA,Jacksonville,1.5
2017,93,Laredo,4.1,8,2%,1,49%,12,$66,7,10.2,20,0.4,2,2.4,8,1,12,NA,NA,NA,NA,11,32.5,NA,Laredo,1.5
2017,93,Winston-Salem,9.8,19,4%,4,35%,5,$42,3,1.3,3,0.4,3,1.9,6,1.5,18,NA,NA,NA,NA,8,32.5,NA,Winston-Salem,1.5
2017,95,Mesa,2.7,5,3%,2,63%,20,$69,7,2.7,9,0.4,3,1.4,3,0.2,2,NA,NA,NA,NA,4,31.5,NA,Mesa,1.5
2017,96,Louisville,7.7,15,7%,7,34%,4,$50,4,2.3,7,0.9,8,2.4,8,0.5,6,NA,NA,NA,NA,7,31,NA,Louisville,1.5
2017,97,Charlotte,16.6,20,4%,4,27%,1,$45,4,1.3,3,0.7,6,2.3,8,0.6,7,NA,NA,NA,NA,6,29,NA,Charlotte,1
2017,98,Fort Wayne,4,7,3%,3,44%,10,$79,8,1.8,5,0.8,7,2.3,8,0.4,5,NA,NA,NA,NA,6,28.5,NA,Fort Wayne,1
2017,98,Indianapolis,9.8,19,5%,5,32%,3,$35,2,2.2,7,0.5,3,1.5,4,0.5,6,NA,NA,NA,NA,5,28.5,NA,Indianapolis,1
2016,1,Minneapolis,6.5,12,15%,16,95%,39,$224,20,3.9,16,1.8,20,2.8,11,2.6,20,NA,NA,NA,NA,17,104,86.5,Minneapolis,5
2016,2,St. Paul,3.7,7,15%,16,96%,39,$212,20,4.2,17,1.4,15,3.9,16,1.8,20,NA,NA,NA,NA,17,99,82.5,St. Paul,5
2016,3,"Washington, D.C.",0.8,1,22%,20,97%,40,$287,20,4.1,17,1.7,19,1.7,6,2.4,20,NA,NA,NA,NA,16,97,81,"Washington, D.C.",5
2016,4,"Arlington, Virginia",2.1,4,11%,12,98%,40,$235,20,4,16,3.6,20,4.6,19,1.5,19,NA,NA,NA,NA,19,95,79,"Arlington, Virginia",4.5
2016,5,San Francisco,1.8,3,19%,20,99%,40,$223,20,1.9,6,3.5,20,1.9,7,0.6,8,NA,NA,NA,NA,10,93,77.5,San Francisco,4.5
2016,6,Portland,4.6,9,18%,19,85%,33,$154,18,3.8,15,5.4,20,2.1,8,0.6,7,NA,NA,NA,NA,13,92,76.5,Portland,4.5
2016,7,New York,1,1,21%,20,97%,40,$186,20,3.5,14,1.5,17,2,7,0.1,1,NA,NA,NA,NA,10,91,76,New York,4.5
2016,8,Irvine,6.4,12,20%,20,75%,27,$227,20,2.6,9,0.4,4,2.8,11,1.4,18,NA,NA,NA,NA,11,90,75,Irvine,4.5
2016,9,Boston,1.7,3,17%,19,98%,40,$122,14,3.8,15,1.1,12,2.9,11,1,12,NA,NA,NA,NA,13,89,74,Boston,4.5
2016,10,Cincinnati,4.3,8,14%,15,71%,25,$181,20,5.2,20,1.3,15,5.1,20,2.3,20,NA,NA,NA,NA,19,87,72.5,Cincinnati,4
2016,10,Madison,4.7,9,13%,14,90%,35,$122,14,10.8,20,4.2,20,7.3,20,0.1,1,NA,NA,NA,NA,15,87,72.5,Madison,4
2016,12,San Diego,6.8,13,22%,20,78%,29,$113,13,2.9,11,1.1,12,1.9,7,1,12,NA,NA,NA,NA,11,86,71.5,San Diego,4
2016,13,Seattle,2.4,4,12%,13,93%,37,$275,20,1.9,6,2.2,20,2.3,9,0.8,10,NA,NA,NA,NA,11,85,71,Seattle,4
2016,14,Oakland,2.5,4,18%,20,85%,33,$143,17,2.7,10,0.7,8,1.8,6,1.2,15,NA,NA,NA,NA,10,84,70,Oakland,4
2016,15,Chicago,2.2,4,9%,10,92%,37,$172,20,2.9,11,0.8,9,2.4,9,1.9,20,NA,NA,NA,NA,12,83,69,Chicago,4
2016,16,Aurora,7.9,15,11%,11,86%,33,$132,16,1.6,5,0.9,9,2.3,9,0.3,3,NA,NA,NA,NA,7,82,68.5,Aurora,4
2016,17,Sacramento,5.5,10,9%,9,79%,29,$148,18,2.7,10,2.3,20,4,16,1,13,NA,NA,NA,NA,15,81,67.5,Sacramento,4
2016,18,Plano,13.3,20,11%,12,74%,27,$125,15,1.8,6,0.4,3,2.6,10,0.4,4,NA,NA,NA,NA,6,80,66.5,Plano,4
2016,18,St. Petersburg,3.5,6,16%,17,73%,26,$132,16,2.5,9,2.4,20,3.5,14,1.3,16,NA,NA,NA,NA,15,80,66.5,St. Petersburg,4
2016,20,Albuquerque,4.3,8,24%,20,82%,31,$59,6,2.2,8,2.3,20,2.9,11,1.1,14,NA,NA,NA,NA,13,78,65,Albuquerque,3.5
2016,20,Denver,6.1,12,8%,8,86%,33,$109,13,1.6,5,1.4,15,3.9,16,0.9,12,NA,NA,NA,NA,12,78,65,Denver,3.5
2016,22,Long Beach,3,5,10%,11,80%,30,$186,20,1.6,5,1.9,20,1.1,3,1.1,15,NA,NA,NA,NA,11,77,64,Long Beach,3.5
2016,22,Philadelphia,3.6,7,13%,14,93%,37,$65,7,4.1,17,0.3,3,1.7,6,2.1,20,NA,NA,NA,NA,12,77,64,Philadelphia,3.5
2016,22,St. Louis,1.4,2,10%,10,90%,36,$151,18,2.1,7,1.6,18,2.4,9,0.6,8,NA,NA,NA,NA,11,77,64,St. Louis,3.5
2016,25,Henderson,7.6,15,13%,14,49%,13,$178,20,3.6,14,5.4,20,3.1,12,0.6,7,NA,NA,NA,NA,13,75,62.5,Henderson,3.5
2016,25,Omaha,7,13,14%,15,78%,29,$74,8,2,7,0.5,5,4.4,18,0.7,9,NA,NA,NA,NA,10,75,62.5,Omaha,3.5
2016,27,Fremont,7.5,14,38%,20,62%,20,$121,14,2.2,7,0.4,4,1.9,7,0.5,7,NA,NA,NA,NA,6,74,61.5,Fremont,3.5
2016,27,Honolulu,2.3,4,33%,20,84%,32,$50,5,5.8,20,0.6,6,1.3,4,1.9,20,NA,NA,NA,NA,13,74,61.5,Honolulu,3.5
2016,27,Lincoln,6.5,12,7%,7,86%,33,$86,10,3.3,13,0.7,8,4.9,20,0.5,6,NA,NA,NA,NA,12,74,61.5,Lincoln,3.5
2016,27,Milwaukee,4.6,9,9%,9,88%,34,$89,10,5.7,20,0.5,5,2.8,11,0.9,12,NA,NA,NA,NA,12,74,61.5,Milwaukee,3.5
2016,31,Anchorage,4.4,8,84%,20,71%,25,$77,9,2.7,10,2.3,20,2.8,11,0.3,3,NA,NA,NA,NA,11,73,61,Anchorage,3.5
2016,31,Las Vegas,7.8,15,6%,6,70%,24,$133,16,1,2,4.1,20,3.7,15,0.7,9,NA,NA,NA,NA,12,73,61,Las Vegas,3.5
2016,31,San Jose,3.9,7,14%,16,72%,25,$131,15,1.5,5,1,11,2.7,10,1.1,14,NA,NA,NA,NA,10,73,61,San Jose,3.5
2016,31,Virginia Beach,4.1,8,16%,17,58%,18,$171,20,3.4,13,0.7,7,4.1,16,0.3,4,NA,NA,NA,NA,10,73,61,Virginia Beach,3.5
2016,35,North Las Vegas,5.7,11,26%,20,58%,18,$145,17,2.2,8,0.4,4,2.4,9,0.2,2,NA,NA,NA,NA,6,72,60,North Las Vegas,3.5
2016,36,Jersey City,0.6,1,18%,20,91%,36,$29,2,2.6,10,2.3,20,1.4,4,1,13,NA,NA,NA,NA,12,71,59,Jersey City,3.5
2016,36,Kansas City,11.6,20,9%,9,65%,22,$120,14,1.6,5,0.6,7,2.3,8,0.4,5,NA,NA,NA,NA,6,71,59,Kansas City,3.5
2016,36,Raleigh,4.4,8,14%,15,54%,15,$163,19,5.4,20,0.7,7,2.2,8,1.7,20,NA,NA,NA,NA,14,71,59,Raleigh,3.5
2016,39,Pittsburgh,1.7,3,8%,9,84%,32,$64,7,3.7,15,2,20,4.2,17,1.7,20,NA,NA,NA,NA,18,69,57.5,Pittsburgh,3
2016,39,Tampa,4.5,8,7%,7,60%,19,$153,18,4.9,20,3.4,20,2.3,9,1.8,20,NA,NA,NA,NA,17,69,57.5,Tampa,3
2016,41,New Orleans,1.8,3,26%,20,76%,28,$90,10,1.7,5,0.8,8,2.5,10,0.5,6,NA,NA,NA,NA,7,68,56.5,New Orleans,3
2016,41,Scottsdale,13.5,20,25%,20,37%,6,$116,13,1.5,5,1.3,15,1.6,5,0.8,10,NA,NA,NA,NA,9,68,56.5,Scottsdale,3
2016,43,Boise,7.3,14,9%,9,60%,19,$103,12,2.3,8,2.3,20,3.7,15,0.5,5,NA,NA,NA,NA,12,66,55,Boise,3
2016,43,Cleveland,3.4,6,6%,6,79%,30,$97,11,6,20,0.5,5,3.1,12,1.1,15,NA,NA,NA,NA,13,66,55,Cleveland,3
2016,43,Colorado Springs,6.6,13,9%,10,69%,24,$58,6,4.1,16,1.8,20,3.1,12,0.3,4,NA,NA,NA,NA,13,66,55,Colorado Springs,3
2016,43,Norfolk,4.4,8,6%,6,71%,25,$73,8,8.2,20,4.5,20,4.2,17,2,20,NA,NA,NA,NA,19,66,55,Norfolk,3
2016,47,Austin,10,19,15%,16,48%,12,$92,10,1.8,6,1.4,15,1.2,4,0.5,7,NA,NA,NA,NA,8,65,54,Austin,3
2016,48,Richmond,3.9,7,5%,5,74%,27,$77,8,6.8,20,0.9,10,3.8,15,1.8,20,NA,NA,NA,NA,16,63,52.5,Richmond,3
2016,49,Baltimore,0.8,1,10%,10,85%,33,$71,8,1.6,5,0.3,3,3.2,13,1.3,17,NA,NA,NA,NA,10,62,51.5,Baltimore,2.5
2016,49,Phoenix,14.6,20,15%,16,45%,11,$88,10,0.9,2,0.6,6,1.7,6,0.5,7,NA,NA,NA,NA,5,62,51.5,Phoenix,2.5
2016,51,Atlanta,3.1,6,6%,6,66%,22,$120,14,2.9,11,0.9,10,3.1,12,1.5,20,NA,NA,NA,NA,13,61,51,Atlanta,2.5
2016,52,Buffalo,1.1,2,8%,8,85%,33,$52,5,5.9,20,0.8,8,2.4,9,0.7,9,NA,NA,NA,NA,12,60,50,Buffalo,2.5
2016,52,Miami,1.9,3,6%,6,79%,30,$88,10,3.3,13,0.7,7,1.4,4,1.5,19,NA,NA,NA,NA,11,60,50,Miami,2.5
2016,54,Dallas,7.2,14,13%,13,58%,18,$63,7,2.6,9,0.4,4,1.7,6,0.7,8,NA,NA,NA,NA,7,59,49,Dallas,2.5
2016,55,Glendale,4.8,9,5%,5,72%,26,$39,4,4.7,20,1.3,14,4.1,17,0.5,6,NA,NA,NA,NA,14,58,48.5,Glendale,2.5
2016,55,Nashville,13.2,20,11%,11,38%,7,$90,10,3.1,12,0.9,10,2.2,8,0.8,10,NA,NA,NA,NA,10,58,48.5,Nashville,2.5
2016,55,Orlando,3.4,6,6%,6,58%,18,$119,14,5.2,20,0.4,4,2.6,10,1.6,20,NA,NA,NA,NA,14,58,48.5,Orlando,2.5
2016,58,"Arlington, Texas",14.3,20,8%,8,55%,16,$90,10,0.7,1,0.3,2,1.3,4,0.3,4,NA,NA,NA,NA,3,57,47.5,"Arlington, Texas",2.5
2016,58,Riverside,12.7,20,7%,7,46%,11,$70,8,2.5,9,1.3,14,1.4,5,1.2,15,NA,NA,NA,NA,11,57,47.5,Riverside,2.5
2016,60,Chesapeake,5.5,10,26%,20,38%,7,$68,7,1.9,6,2.1,20,3.2,12,0.8,11,NA,NA,NA,NA,12,56,46.5,Chesapeake,2.5
2016,60,Corpus Christi,3.3,6,8%,8,72%,26,$64,7,2.8,10,0,0,4.2,17,0.8,10,NA,NA,NA,NA,9,56,46.5,Corpus Christi,2.5
2016,60,Garland,9.8,19,8%,8,56%,17,$69,7,2.3,8,0,0,1.5,5,0.7,8,NA,NA,NA,NA,5,56,46.5,Garland,2.5
2016,60,Lexington,11.1,20,2%,2,51%,14,$82,9,4,16,1.3,14,2.1,8,0.3,4,NA,NA,NA,NA,11,56,46.5,Lexington,2.5
2016,60,Tulsa,10,19,8%,8,56%,16,$53,5,2.1,7,0.5,5,2.8,11,0.6,8,NA,NA,NA,NA,8,56,46.5,Tulsa,2.5
2016,65,Anaheim,8.7,17,7%,8,61%,19,$65,7,1.4,4,0.3,2,1.3,4,0.2,2,NA,NA,NA,NA,3,54,45,Anaheim,2.5
2016,65,Columbus,7.1,14,9%,9,52%,14,$89,10,1.8,6,0.6,6,1.8,6,0.7,8,NA,NA,NA,NA,7,54,45,Columbus,2.5
2016,65,Durham,11.3,20,4%,3,48%,12,$82,9,1.8,6,1.2,13,2.3,9,0.8,10,NA,NA,NA,NA,10,54,45,Durham,2.5
2016,65,Los Angeles,4.8,9,14%,15,55%,16,$80,9,0.8,1,0.3,2,1.1,3,1.1,14,NA,NA,NA,NA,5,54,45,Los Angeles,2.5
2016,69,Greensboro,4,7,9%,10,59%,18,$68,7,2.3,8,0.7,8,3.7,15,0.9,11,NA,NA,NA,NA,11,53,44,Greensboro,2
2016,69,Toledo,5.3,10,6%,6,76%,28,$45,4,1.9,6,0.4,3,2.8,11,0.1,1,NA,NA,NA,NA,5,53,44,Toledo,2
2016,71,Bakersfield,9,17,6%,6,42%,9,$84,9,2,7,1.9,20,3,12,0.4,5,NA,NA,NA,NA,11,52,43.5,Bakersfield,2
2016,71,Chandler,8.3,16,4%,3,56%,16,$67,7,2.6,9,1.6,18,2.2,8,0.2,3,NA,NA,NA,NA,10,52,43.5,Chandler,2
2016,71,Reno,4.3,8,5%,5,71%,25,$50,5,3.3,13,0.8,9,3,11,0.3,4,NA,NA,NA,NA,9,52,43.5,Reno,2
2016,71,San Antonio,11.5,20,9%,9,36%,6,$95,11,1.7,5,0.5,5,1.7,6,0.7,9,NA,NA,NA,NA,6,52,43.5,San Antonio,2
2016,75,Detroit,2.4,4,6%,6,78%,29,$15,1,3.1,12,0.6,6,4.7,19,0.4,5,NA,NA,NA,NA,11,51,42.5,Detroit,2
2016,75,El Paso,3.7,7,19%,20,49%,13,$36,3,2.4,9,0.4,4,2.7,10,0.8,10,NA,NA,NA,NA,8,51,42.5,El Paso,2
2016,75,Newark,1.1,2,6%,6,91%,36,$36,3,1.5,4,0,0,0.8,2,0.9,11,NA,NA,NA,NA,4,51,42.5,Newark,2
2016,78,Chula Vista,6.8,13,8%,8,52%,14,$42,4,2,7,1.2,13,3,12,0.7,9,NA,NA,NA,NA,10,49,41,Chula Vista,2
2016,78,Fort Worth,7.5,14,6%,5,55%,16,$81,9,1.4,4,0.1,1,2.3,9,0.3,4,NA,NA,NA,NA,5,49,41,Fort Worth,2
2016,78,Houston,6,11,14%,15,48%,12,$37,3,2.3,8,0.7,8,2,7,0.7,8,NA,NA,NA,NA,8,49,41,Houston,2
2016,78,Wichita,11.3,20,5%,4,50%,14,$47,5,1,2,0.8,8,2.1,8,0.5,5,NA,NA,NA,NA,6,49,41,Wichita,2
2016,82,Stockton,5.4,10,3%,2,71%,25,$15,1,3.6,14,1,11,2.4,9,0.4,5,NA,NA,NA,NA,10,48,40,Stockton,2
2016,83,Santa Ana,6,11,3%,2,70%,25,$44,4,1.3,3,0,0,1.3,4,0.5,7,NA,NA,NA,NA,4,46,38.5,Santa Ana,2
2016,83,Tucson,5,9,3%,2,56%,17,$81,9,1.2,3,1.3,15,1.9,7,0.8,10,NA,NA,NA,NA,9,46,38.5,Tucson,2
2016,85,Irving,4.1,8,5%,5,57%,17,$59,6,1.2,3,0.9,9,3.3,13,0.9,11,NA,NA,NA,NA,9,45,37.5,Irving,1.5
2016,85,Memphis,10,19,5%,4,41%,9,$53,5,2.9,11,0.5,4,1.8,6,0.9,12,NA,NA,NA,NA,8,45,37.5,Memphis,1.5
2016,87,Lubbock,9.7,19,3%,2,53%,15,$45,4,1.1,2,0,0,2.5,9,0.4,5,NA,NA,NA,NA,4,44,36.5,Lubbock,1.5
2016,88,Baton Rouge,4.3,8,3%,2,50%,13,$49,5,5.1,20,0.9,9,2.9,11,2.9,20,NA,NA,NA,NA,15,43,36,Baton Rouge,1.5
2016,89,Jacksonville,5.7,11,14%,15,32%,3,$32,3,1.9,6,0.4,3,3.4,13,1.4,18,NA,NA,NA,NA,10,42,35,Jacksonville,1.5
2016,89,Oklahoma City,6.7,13,7%,7,42%,9,$54,6,2,7,0.5,5,1.8,6,0.8,10,NA,NA,NA,NA,7,42,35,Oklahoma City,1.5
2016,91,Hialeah,5.1,10,1%,1,62%,20,$34,3,3.1,12,0,0,0.5,1,1.1,14,NA,NA,NA,NA,7,41,34,Hialeah,1.5
2016,91,Mesa,2.6,5,3%,2,64%,21,$70,8,2.6,10,0.4,4,1.4,4,0.2,2,NA,NA,NA,NA,5,41,34,Mesa,1.5
2016,93,Louisville,7.7,15,7%,7,34%,4,$55,6,2.3,8,0.9,10,2.5,9,0.4,5,NA,NA,NA,NA,8,40,33.5,Louisville,1.5
