year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2005,tt0400497,Herbie Fully Loaded,ok,ok,PASS,50000000,66010682,144110682,2005PASS,59651656,78752930,171928818,2,2,0400497,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",G,True,English,USA,"Thomas Lennon (screenplay), Robert Ben Garant (screenplay), Alfred Gough (screenplay), Miles Millar (screenplay), Thomas Lennon (story), Robert Ben Garant (story), Mark Perez (story), Gordon Buford (characters)",47,4.7,Angela Robinson,22 Jun 2005,"Lindsay Lohan, Michael Keaton, Matt Dillon, Breckin Meyer","Adventure, Comedy, Family",2 wins & 5 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_SX300.jpg,"27,994",NA
2005,tt0382077,Hide and Seek,ok,ok,PASS,25000000,51100486,123100486,2005PASS,29825828,60964573,146862958,2,2,0382077,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace -- at first -- in her imaginary friend.",R,True,English,"USA, Germany",Ari Schlossberg,35,5.9,John Polson,28 Jan 2005,"Robert De Niro, Dakota Fanning, Famke Janssen, Elisabeth Shue","Horror, Mystery, Thriller",1 win & 4 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1MDkxNDY4OV5BMl5BanBnXkFtZTYwMzE4ODc3._V1_SX300.jpg,"59,698",NA
2005,tt0386588,Hitch,men,men,FAIL,55000000,177784257,366784257,2005FAIL,65616822,212102508,437585770,2,2,0386588,"While helping his latest client woo the fine lady of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.",PG-13,True,English,USA,Kevin Bisch,58,6.7,Andy Tennant,11 Feb 2005,"Will Smith, Eva Mendes, Kevin James, Amber Valletta","Comedy, Romance",3 wins & 24 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg,"192,054",NA
2005,tt0443536,Hoodwinked!,ok,ok,PASS,17500000,51386611,109843390,2005PASS,20878080,61305929,131046803,2,2,0443536,"The candy recipes of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house...",PG,True,English,USA,"Cory Edwards (screenplay), Todd Edwards (screenplay), Tony Leech (screenplay), Todd Edwards (story), Cory Edwards (story)",45,6.6,"Cory Edwards, Todd Edwards, Tony Leech",13 Jan 2006,"Anne Hathaway, Glenn Close, James Belushi, Patrick Warburton","Animation, Comedy, Family",1 nomination.,80 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUxOTQxMTIyNl5BMl5BanBnXkFtZTcwOTAzNDEzMQ@@._V1_SX300.jpg,"38,078",NA
2005,tt0450278,Hostel,notalk,notalk,FAIL,4800000,47326473,82241110,2005FAIL,5726559,56462050,98116369,2,2,0450278,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",R,True,"English, Czech, German, Dutch, Slovak, Japanese, Icelandic, Russian, Spanish",USA,Eli Roth,55,5.8,Eli Roth,06 Jan 2006,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova",Horror,4 wins & 11 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3ODAwMDA5NV5BMl5BanBnXkFtZTcwODExODEzMQ@@._V1_SX300.jpg,"112,194",NA
2005,tt0410097,Hustle &amp; Flow,dubious,dubious,FAIL,2800000,22202809,23563727,2005FAIL,3340493,26488687,28112307,2,2,0410097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,tt0396652,Ice Princess,ok,ok,PASS,25000000,24381334,25732334,2005PASS,29825828,29087739,30699527,2,2,0396652,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",G,True,English,"USA, Canada","Meg Cabot (story), Hadley Davis (story), Hadley Davis (screenplay)",55,6,Tim Fywell,18 Mar 2005,"Michelle Trachtenberg, Joan Cusack, Amy Stewart, Steve Ross","Comedy, Drama, Family",N/A,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI1NjIzMzg5OF5BMl5BanBnXkFtZTcwMjI2ODcyMQ@@._V1_SX300.jpg,"14,593",NA
2005,tt0418763,Jarhead,nowomen,nowomen,FAIL,72000000,62647540,96947540,2005FAIL,85898385,74740591,115661627,2,2,0418763,Based on former Marine Anthony Swofford's best-selling 2003 book about his pre-Desert Storm experiences in Saudi Arabia and about his experiences fighting in Kuwait.,R,True,"English, Spanish, Arabic, Latin","Germany, USA","William Broyles Jr. (screenplay), Anthony Swofford (book)",58,7.1,Sam Mendes,04 Nov 2005,"Jake Gyllenhaal, Scott MacDonald, Peter Sarsgaard, Jamie Foxx","Biography, Drama, War",5 wins & 10 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAxNzUyOTM4MV5BMl5BanBnXkFtZTgwNjkxMzcxMTE@._V1_SX300.jpg,"115,773",NA
2005,tt0418773,Junebug,ok,ok,PASS,1000000,2678010,3557954,2005PASS,1193033,3194955,4244757,2,2,0418773,"A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home.",R,True,English,USA,Angus MacLachlan,80,7.1,Phil Morrison,22 Feb 2006,"Embeth Davidtz, David Kuhn, Alessandro Nivola, Alicia Van Couvering","Comedy, Drama",Nominated for 1 Oscar. Another 19 wins & 12 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUxNjIyMTEwN15BMl5BanBnXkFtZTcwMjE1NzAzMQ@@._V1_SX300.jpg,"16,898",NA
2005,tt0425123,Just Like Heaven,ok,ok,PASS,58000000,48318130,100687083,2005PASS,69195921,57645130,120123026,2,2,0425123,A lonely landscape architect (Ruffalo) falls for the spirit of beautiful woman (Witherspoon) who used to live in his new apartment.,PG-13,True,"English, Spanish, Mandarin",USA,"Peter Tolan (screenplay), Leslie Dixon (screenplay), Marc Lévy (novel)",47,6.8,Mark Waters,16 Sep 2005,"Reese Witherspoon, Mark Ruffalo, Donal Logue, Dina Waters","Comedy, Fantasy, Romance",1 win & 1 nomination.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk0Njk2OTY2N15BMl5BanBnXkFtZTcwNTAxNjAzMQ@@._V1_SX300.jpg,"66,506",NA
2005,tt0360717,King Kong,nowomen,nowomen,FAIL,207000000,218080025,550517357,2005FAIL,246957858,260176695,656785445,2,2,0360717,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.",PG-13,True,English,"New Zealand, USA, Germany","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Merian C. Cooper (based on a story by), Edgar Wallace (based on a story by)",81,7.3,Peter Jackson,14 Dec 2005,"Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann","Action, Adventure, Drama",Won 3 Oscars. Another 24 wins & 51 nominations.,187 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1_SX300.jpg,"253,640",NA
2005,tt0320661,Kingdom of Heaven,nowomen,nowomen,FAIL,110000000,47398413,218853353,2005FAIL,131233644,56547877,261099301,2,2,0320661,"Balian of Ibelin travels to Jerusalem during the crusades of the 12th century, and there he finds himself as the defender of the city and its people.",R,True,"English, Arabic, Latin, Italian","USA, UK, Spain, Germany, Morocco",William Monahan,63,7.2,Ridley Scott,06 May 2005,"Martin Hancock, Michael Sheen, Nathalie Cox, Eriq Ebouaney","Action, Adventure, Drama",4 wins & 11 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2MTIwNjg0MV5BMl5BanBnXkFtZTcwNjAxODIzMw@@._V1_SX300.jpg,"164,908",NA
2005,tt0373469,Kiss Kiss Bang Bang,notalk,notalk,FAIL,15000000,4235837,13105837,2005FAIL,17895497,5053494,15635698,2,2,0373469,"A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor.",R,True,English,USA,"Brett Halliday (novel), Shane Black (screen story), Shane Black (screenplay)",72,7.7,Shane Black,14 Sep 2005,"Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen","Action, Comedy, Crime",4 wins & 12 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg,"142,953",NA
2005,tt0399295,Lord of War,men,men,FAIL,42000000,24149632,62142629,2005FAIL,50107391,28811311,74138215,2,2,0399295,An arms dealer confronts the morality of his work as he is being chased by an Interpol agent.,R,True,"English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish","France, USA, Germany",Andrew Niccol,62,7.6,Andrew Niccol,16 Sep 2005,"Nicolas Cage, Bridget Moynahan, Jared Leto, Shake Tukhmanyan","Crime, Drama, Thriller",1 win & 1 nomination.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEzNDM2OTgzN15BMl5BanBnXkFtZTcwMzU3MTIzMQ@@._V1_SX300.jpg,"205,339",NA
2005,tt0351283,Madagascar,nowomen,nowomen,FAIL,75000000,193595521,556559566,2005FAIL,89477485,230965870,663994001,2,2,0351283,"Spoiled by their upbringing with no idea what wild life is really like, four animals from New York Central Zoo escape, unwittingly assisted by four absconding penguins, and find themselves in Madagascar, among a bunch of merry lemurs",PG,True,"English, Portuguese, Spanish, German, French",USA,"Mark Burton, Billy Frolick, Eric Darnell, Tom McGrath",57,6.9,"Eric Darnell, Tom McGrath",27 May 2005,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","Animation, Adventure, Comedy",4 wins & 24 nominations.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY4NDUwMzQxMF5BMl5BanBnXkFtZTcwMDgwNjgyMQ@@._V1_SX300.jpg,"182,984",NA
2005,tt0331933,Man of the House,ok,ok,PASS,50000000,19699706,22099706,2005PASS,59651656,23502402,26365681,2,2,0331933,A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.,PG-13,True,English,USA,"John J. McLaughlin (story), Scott Lobdell (story), Robert Ramsey (screenplay), Matthew Stone (screenplay), John J. McLaughlin (screenplay)",35,5.4,Stephen Herek,25 Feb 2005,"Tommy Lee Jones, Cedric the Entertainer, Christina Milian, Paula Garcés","Action, Comedy",N/A,100 min,movie,http://ia.media-imdb.com/images/M/MV5BODY3Nzg2NDQ5Ml5BMl5BanBnXkFtZTcwOTQ5MDgyMQ@@._V1_SX300.jpg,"16,876",NA
2005,tt0416320,Match Point,ok,ok,PASS,15000000,23089926,87989926,2005PASS,17895497,27547047,104974897,2,2,0416320,"At a turning point in his life, a former tennis pro falls for a femme-fatal type who happens to be dating his friend and soon-to-be brother-in-law.",R,True,English,"UK, Russia, Ireland, Luxembourg, USA",Woody Allen,72,7.7,Woody Allen,20 Jan 2006,"Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode","Drama, Romance",Nominated for 1 Oscar. Another 8 wins & 14 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMzNzY4MzE5NF5BMl5BanBnXkFtZTcwMzQ1MDMzMQ@@._V1_SX300.jpg,"128,232",NA
2005,tt0415978,Me and You and Everyone We Know,ok,ok,PASS,2000000,3885134,8425527,2005PASS,2386066,4635094,10051933,2,2,0415978,A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life.,R,True,English,"USA, UK",Miranda July,76,7.4,Miranda July,19 Aug 2005,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff","Comedy, Drama",18 wins & 8 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2OTM0MjE2MF5BMl5BanBnXkFtZTcwNzI3OTkyMQ@@._V1_SX300.jpg,"27,776",NA
2005,tt0397535,Memoirs of a Geisha,ok,ok,PASS,85000000,57010853,161510853,2005PASS,101407816,68015836,192687798,2,2,0397535,Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.,PG-13,True,"English, Japanese",USA,"Robin Swicord (screenplay), Arthur Golden (book)",54,7.3,Rob Marshall,23 Dec 2005,"Suzuka Ohgo, Togo Igawa, Mako, Samantha Futerman","Drama, Romance",Won 3 Oscars. Another 23 wins & 30 nominations.,145 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_SX300.jpg,"100,236",NA
2005,tt0366780,MirrorMask,ok,ok,PASS,4000000,864959,963224,2005PASS,4772133,1031925,1149158,2,2,0366780,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home.",PG,True,English,"UK, USA","Neil Gaiman (story), Dave McKean (story), Neil Gaiman (teleplay)",55,7,Dave McKean,03 Mar 2006,"Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee","Adventure, Drama, Family",5 wins & 2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU1NDg3MzA5Ml5BMl5BanBnXkFtZTcwNzQwNDAwMQ@@._V1_SX300.jpg,"17,982",NA
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,ok,PASS,60000000,48478006,101382396,2005PASS,71581988,57835867,120952557,2,2,0385307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,tt0356910,Mr. &amp; Mrs. Smith,men,men,FAIL,110000000,186336279,478336279,2005FAIL,131233644,222305354,570671028,2,2,0356910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,tt0408306,Munich,notalk,notalk,FAIL,75000000,47379090,130279090,2005FAIL,89477485,56524824,155427270,2,2,0408306,"Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.",R,True,"English, German, French, Hebrew, Arabic, Italian, Greek, Russian","USA, Canada, France","Tony Kushner (screenplay), Eric Roth (screenplay), George Jonas (book)",74,7.7,Steven Spielberg,06 Jan 2006,"Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz","Drama, History, Thriller",Nominated for 5 Oscars. Another 16 wins & 24 nominations.,164 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg,"147,609",NA
2005,tt0395972,North Country,ok,ok,PASS,30000000,18324242,25224242,2005PASS,35790994,21861428,30093356,2,2,0395972,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",R,True,English,USA,"Michael Seitzman (screenplay), Clara Bingham (book), Laura Leedy (book)",68,7.2,Niki Caro,21 Oct 2005,"Charlize Theron, Thomas Curtis, Elle Peterson, Frances McDormand",Drama,Nominated for 2 Oscars. Another 3 wins & 15 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BNTM3OTEwODYzNl5BMl5BanBnXkFtZTcwNjM1NzUzMw@@._V1_SX300.jpg,"27,566",NA
2005,tt0380599,Oliver Twist,notalk,notalk,FAIL,65000000,2070920,26670920,2005FAIL,77547153,2470676,31819291,2,2,0380599,"An adaptation of the classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",PG-13,True,English,"UK, Czech Republic, France, Italy","Charles Dickens (novel), Ronald Harwood (screenplay)",65,6.9,Roman Polanski,30 Sep 2005,"Barney Clark, Jeremy Swift, Ian McNeice, Richard Durden","Crime, Drama",2 wins & 3 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5OTMwNDg3Ml5BMl5BanBnXkFtZTcwMzEyMDEzMQ@@._V1_SX300.jpg,"20,936",NA
2005,tt0414387,Pride and Prejudice,ok,ok,PASS,28000000,38372662,120918508,2005PASS,33404928,45779857,144259786,2,2,0414387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,tt0377107,Proof,ok,ok,PASS,20000000,7535331,8284331,2005PASS,23860663,8989900,9883481,2,2,0377107,"The daughter of a brilliant but mentally disturbed mathematician, recently deceased, tries to come to grips with her possible inheritance: his insanity. Complicating matters are one of her father's ex-students who wants to search through his papers and her estranged sister who shows up to help settle his affairs.",PG-13,True,English,USA,"David Auburn (play), David Auburn (screenplay), Rebecca Miller (screenplay)",64,6.8,John Madden,30 Sep 2005,"Gwyneth Paltrow, Anthony Hopkins, Jake Gyllenhaal, Danny McCarthy","Drama, Mystery",Nominated for 1 Golden Globe. Another 3 wins & 2 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMxMjM0MTY4Nl5BMl5BanBnXkFtZTcwMDU4MjEzMQ@@._V1_SX300.jpg,"30,457",NA
2005,tt0421239,Red Eye,ok,ok,PASS,26000000,57891803,95555805,2005PASS,31018861,69066839,114001241,2,2,0421239,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",PG-13,True,"English, Russian",USA,"Carl Ellsworth (screenplay), Carl Ellsworth (story), Dan Foos (story)",71,6.5,Wes Craven,19 Aug 2005,"Rachel McAdams, Cillian Murphy, Brian Cox, Laura Johnson","Action, Thriller",2 wins & 8 nominations.,85 min,movie,http://ia.media-imdb.com/images/M/MV5BNzAxNjc1ODczOF5BMl5BanBnXkFtZTcwMjE3MjEzMw@@._V1_SX300.jpg,"81,048",NA
2005,tt0294870,Rent,ok,ok,PASS,40000000,29077547,31670620,2005PASS,47721325,34690477,37784099,2,2,0294870,"This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America.",PG-13,True,English,USA,"Stephen Chbosky (screenplay), Jonathan Larson (book)",53,7.1,Chris Columbus,23 Nov 2005,"Anthony Rapp, Adam Pascal, Rosario Dawson, Jesse L. Martin","Drama, Musical, Romance",1 win & 17 nominations.,135 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA3NTEwMDkyNV5BMl5BanBnXkFtZTcwNDQ4OTYzMQ@@._V1_SX300.jpg,"35,898",NA
2005,tt0358082,Robots,notalk-disagree,notalk,FAIL,80000000,128200012,260700012,2005FAIL,95442650,152946861,311023751,2,2,0358082,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",PG,True,"English, Italian",USA,"Ron Mita (story), Jim McClain (story), David Lindsay-Abaire (story), David Lindsay-Abaire (screenplay), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",64,6.3,"Chris Wedge, Carlos Saldanha",11 Mar 2005,"Paula Abdul, Halle Berry, Lucille Bliss, Terry Bradshaw","Animation, Adventure, Comedy",2 wins & 14 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_SX300.jpg,"74,630",NA
2005,tt0432348,Saw II,dubious-disagree,dubious,FAIL,5000000,87025093,152925093,2005FAIL,5965166,103823819,182444702,2,2,0432348,"Jigsaw locks a few unlucky people in a booby trapped shelter and they must find a way out before they inhale too much of a lethal nerve gas and die. But they must watch out, for the traps Jigsaw has set in the shelter lead to death also.",R,True,English,"USA, Canada","Leigh Whannell, Darren Lynn Bousman",40,6.6,Darren Lynn Bousman,28 Oct 2005,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen",Horror,2 wins & 7 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEzNTAyMDk5NF5BMl5BanBnXkFtZTcwOTA3MTEzMQ@@._V1_SX300.jpg,"149,046",NA
2005,tt0379786,Serenity,ok,ok,PASS,39000000,25514517,38514517,2005PASS,46528292,30439664,45949095,2,2,0379786,The crew of the ship Serenity tries to evade an assassin sent to recapture one of their number who is telepathic.,PG-13,True,"English, Mandarin",USA,Joss Whedon,74,8,Joss Whedon,30 Sep 2005,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin","Action, Adventure, Sci-Fi",8 wins & 5 nominations.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1_SX300.jpg,"196,675",NA
2005,tt0338427,Shopgirl,men,men,FAIL,7500000,10284523,11758418,2005FAIL,8947748,12269777,14028182,2,2,0338427,"A film adaptation of Steve Martin's novel about a complex love triangle between a bored salesgirl, a wealthy businessman and an aimless young man.",R,True,"English, Japanese",USA,"Steve Martin (novel), Steve Martin (screenplay)",62,6.5,Anand Tucker,21 Oct 2005,"Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras","Drama, Romance",5 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2MTM5NjIyOV5BMl5BanBnXkFtZTcwOTg3NDAzMQ@@._V1_SX300.jpg,"19,464",NA
2005,tt0401792,Sin City,ok-disagree,ok,PASS,40000000,74103820,158753820,2005PASS,47721325,88408312,189398567,2,2,0401792,"A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",R,True,English,USA,Frank Miller (graphic novels),74,8.2,"Frank Miller, Robert Rodriguez, Quentin Tarantino",01 Apr 2005,"Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe","Crime, Thriller",21 wins & 29 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI2NjUyMDUyMV5BMl5BanBnXkFtZTcwMzU0OTkyMQ@@._V1_SX300.jpg,"488,883",NA
2005,tt0474361,Sisters in Law,ok,ok,PASS,300000,33312,33312,2005PASS,357910,39742,39742,2,2,0474361,"Set in Kumba in South West Cameroon Sisters in Law follows Adultery, Rape and Abuse cases led by a Female Judge.",Not Rated,True,English,"Cameroon, UK",N/A,71,7.2,"Florence Ayisi, Kim Longinotto",11 Aug 2006,"Vera Ngassa, Beatrice Ntuba",Documentary,3 wins & 2 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU4NDg2MzI3Nl5BMl5BanBnXkFtZTcwMDU5MDg5MQ@@._V1_SX300.jpg,263,NA
2005,tt0405325,Sky High,ok,ok,PASS,60000000,63939454,81627454,2005PASS,71581988,76281887,97384257,2,2,0405325,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",PG,True,"English, Cantonese",USA,"Paul Hernandez, Robert Schooley, Mark McCorkle",62,6.2,Mike Mitchell,29 Jul 2005,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Adventure, Comedy, Family",1 nomination.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMzODg4MTc0NV5BMl5BanBnXkFtZTcwOTU0MzkzMQ@@._V1_SX300.jpg,"48,408",NA
2005,tt0362165,Son of the Mask,notalk,notalk,FAIL,100000000,17018422,59918422,2005FAIL,119303313,20303541,71484662,2,2,0362165,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",PG,True,English,"USA, Germany",Lance Khazei,20,2.1,Lawrence Guterman,18 Feb 2005,"Jamie Kennedy, Alan Cumming, Liam Falconer, Ryan Falconer","Adventure, Comedy, Family",1 win & 7 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3Mjg5NjI3OV5BMl5BanBnXkFtZTcwNDkwODcyMQ@@._V1_SX300.jpg,"30,525",NA
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,notalk-disagree,notalk,FAIL,115000000,380270577,848998877,2005FAIL,137198810,453675396,1012883787,2,2,0121766,"After three years of fighting in the Clone Wars, Anakin Skywalker falls prey to the Sith Lord's lies and makes an enemy of the Jedi and those he loves, concluding his journey to the Dark Side.",PG-13,True,English,USA,George Lucas,68,7.7,George Lucas,19 May 2005,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid","Action, Adventure, Fantasy",Nominated for 1 Oscar. Another 14 wins & 29 nominations.,140 min,movie,http://ia.media-imdb.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SX300.jpg,"360,711",NA
2005,tt0382992,Stealth,notalk,notalk,FAIL,138000000,32116746,76416746,2005FAIL,164638572,38316342,91167710,2,2,0382992,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control before it initiates the next world war.",PG-13,True,"English, Korean, Russian, Spanish",USA,W.D. Richter,35,5,Rob L. Cohen,29 Jul 2005,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard","Action, Adventure, Sci-Fi",2 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BNzMzNTY0NTYwOV5BMl5BanBnXkFtZTcwMTExNjgyMQ@@._V1_SX300.jpg,"40,034",NA
2005,tt0369994,Strangers with Candy,ok,ok,PASS,2000000,2072645,2077844,2005PASS,2386066,2472734,2478937,2,2,0369994,"A prequel to the critically acclaimed series featuring Jerri Blank, a 46 year-old ex-junkie, ex-con who returns to high school in a bid to start her life over.",R,True,English,USA,"Stephen Colbert (series Strangers with Candy), Paul Dinello (series Strangers with Candy), Amy Sedaris (series Strangers with Candy), Mitch Rouse (series Strangers with Candy), Stephen Colbert, Paul Dinello, Amy Sedaris",57,6,Paul Dinello,28 Jul 2006,"Amy Sedaris, Paul Sedaris, Chandra Wilson, Kristy Thomas",Comedy,N/A,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMTM0MzgyNF5BMl5BanBnXkFtZTcwMjg4MzMzMQ@@._V1_SX300.jpg,"6,315",NA
2005,tt0427944,Thank You for Smoking,notalk,notalk,FAIL,7500000,24793509,40016662,2005FAIL,8947748,29579478,47741203,2,2,0427944,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his twelve-year-old son.",R,True,English,USA,"Jason Reitman (screenplay), Christopher Buckley (novel)",71,7.7,Jason Reitman,14 Apr 2006,"Joan Lunden, Eric Haberman, Aaron Eckhart, Mary Jo Smith","Comedy, Drama",Nominated for 2 Golden Globes. Another 10 wins & 18 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI2MDk5MjE4NV5BMl5BanBnXkFtZTYwMjkwNTU3._V1_SX300.jpg,"166,818",NA
2005,tt0405422,The 40 Year Old Virgin,men-disagree,men,FAIL,26000000,109449237,177360047,2005FAIL,31018861,130576566,211596412,2,2,0405422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
