id,session,date,time,room,title,content,video_recording,keywords,speakers,co_authors
159,Case studies,2025-08-09,10:30–12:00,Penn Garden,From Copy-Paste Chaos to Reproducible Workflows: A Wet Lab Researcher’s Journey into R,"As a wet lab researcher, I used to struggle with fragmented data analysis workflows. I was taught: You do your experiments, you get your data, you copy-paste into separate software packages for descriptive statistics, visualisation, and documentation. I was constantly frustrated with data analysis: Change something early in the analysis? Go back and copy-paste. How did I analyse similar data sets previously while working at a different institute? Good luck opening that proprietary file format without that software and the license. Learning R transformed how I approach data, not just by replacing individual tools but reshaping my entire understanding of analysis. Beyond statistics, R introduced me to better data organisation, reproducible analysis, meaningful visualisation, and a community dedicated to improving data analysis and reporting. Working with R taught me more than any course on data analysis ever did. Now I use RMarkdown and Quarto daily to document and report my research. These tools allow me to standardise workflows, making my analyses reproducible and independent of proprietary software that might not be available in all research settings. Beyond improving my own work, these tools have become invaluable for guiding students, e.g. providing example workflows for common assays, and visualisations to help them better understand their data. In my talk, I will share my journey from chaotic spreadsheets to a reproducible, streamlined workflow. I will showcase the specific tools I use and how they have improved my research. Lastly, I will invite other wet lab researchers to discuss how these tools can help address reproducibility challenges in data analyses.",✅,"wet lab research, workflow, experimental research",Anna Jaeschke,NA
140,Case studies,2025-08-09,10:30–12:00,Penn Garden,Readability: New ways to improve communication at the Central Bank of Chile,"This study presents the development of a Shiny application, created entirely within the Central Bank of Chile, to improve the readability of its monetary policy communications. Effective communication is essential for central banks, as it influences expectations and decision-making. However, technical language and complex sentence structures often hinder comprehension. Initially, readability was assessed using the perspicuity index, an adaptation of the Flesch-Kincaid index. However, this method does not identify the specific sources of difficulty, especially in Spanish. To address this, a new theoretical framework was developed, identifying five key complexity dimensions: (1) nominalization, (2) gerunds, (3) depth of dependency, (4) subordinations, and (5) language complexity. Using Natural Language Processing (NLP), the Shiny application detects readability challenges by: 1. Calculating the percentage of sentences with readability issues. 2. Highlighting complex structures within the text. 3. Providing sentence-level breakdowns of readability difficulties. 4. Comparing language complexity against graded dictionaries. Applying this tool to monetary and financial policy reports since 2018 revealed that approximately 30% of the content contains readability challenges. The monetary policy summaries correlate strongly with the perspicuity index, indicating that most readability issues stem from syntactic complexity. In contrast, financial policy summaries show lower correlation, as their difficulty arises from long words and technical terms. Since its first use in December 2022, the application has played a key role in reducing text complexity in official reports. However, an increase in complexity in June 2023, following a change in report authorship, underscores the importance of user adoption in ensuring consistent readability improvements. Ultimately, this initiative highlights the need for tailored readability strategies across different policy instruments. While monetary policy documents benefit from structural simplifications, financial policy texts require a more nuanced approach that considers both syntax and terminology. Additionally, the study demonstrates that institutional willingness to adopt readability tools significantly impacts communication effectiveness. By developing this Shiny application, the Central Bank of Chile has taken a significant step toward improving policy communication, ensuring greater clarity and accessibility for diverse audiences.",✅,"shiny, communication, central bank, readability",Valentina Cortes Ayala (Central Bank of Chile),Karlla Munoz (Central Bank of Chile)
168,Case studies,2025-08-09,10:30–12:00,Penn Garden,"Using R to Track, Monitor and Detect Changes in Movement and Diving Patterns of Beaked Whales off Cape Hatteras, NC","Beaked whales can regularly dive to depths over 2,000m and during these dives hold their breath for over an hour. Understanding this physiological feat, as well as how individuals might alter their behavior when confronted with anthropogenic noise in the form of naval sonar is a daunting task that requires a diverse team of biologists, data scientists and statisticians. Here we report how we use R as part of a multiyear experiment off Cape Hatteras, NC, where we have monitored the behavior of 117 individual whales across 23 sonar exposures. Using biologging devices that are attached to individual whales, we record data on their acoustic behavior, diving kinematics and swimming behavior across multiple temporal and spatial scales. Using R, we focus our analysis on records detailing diving data every five minutes for two weeks and coarser movement data for approximately one month. Our workflow includes using structured EDA with bespoke R code to examine patterns before and after exposure; R packages (ctmcmove, walkMI) to fit continuous-time discrete space models to movement; and R packages (momentuhmm) to fit multi-state hidden Markov models to the dive data. We bring these together with 4D modeled data on sound propagation in the water column. This workflow allows us to parameterize dose-response models within a Bayesian model written in jags to quantify how exposure impacts behavior in this family of deep diving whales.",✅,"animal movement, diving, dose-response, hierarchical bayes, workflows","Rob Schick (Southall Environmental Associates, Inc.)",NA
62,Case studies,2025-08-09,10:30–12:00,Penn Garden,useR to Analyze Emergency Medical and Trauma Data,"Emergency Medical Services (EMS) and trauma centers provide life-saving care in critical moments. To support data-driven quality improvement in these high-stakes environments, the `nemsqar` and `traumar` R packages were developed to automate performance metric calculations for EMS and trauma care. This talk introduces `nemsqar` and `traumar`, which help researchers, data analysts, and public health professionals efficiently process standardized data and generate actionable insights. The `nemsqar` package simplifies the implementation of National EMS Quality Alliance (NEMSQA) performance measures. It processes National Emergency Medical Services Information System (NEMSIS) data, automating complex quality metric calculations to reduce errors, save time, and support prehospital care decision-making. The `traumar` package focuses on in-hospital trauma care, offering functions for risk-adjusted mortality metrics and other trauma quality indicators. Designed for flexibility, it supports multiple data sources and advanced statistical modeling to improve patient outcome assessments. This presentation will showcase real-world applications of both packages, demonstrating how they streamline quality reporting and enhance research efficiency. Attendees will see key functionalities, practical use cases, and integration strategies. Finally, the talk will highlight opportunities for community involvement, including contributions to package development, validation efforts, and feature expansion to meet evolving needs.",✅,"ems, trauma, mortality, quality improvement, healthcare","Nicolas Foss (Bureau of Emergency Medical and Trauma Services, Division of Public Health, Iowa Health and Human Services)",NA
76,Clinical trials,2025-08-09,10:30–12:00,Gross 270,Identifying Adverse Event Under-Reporting in Clinical Trials: A Statistical Approach,"Adverse event (AE) detection is a critical component of clinical trials, yet we know that AE underreporting is a concern with traditional reporting methods. This project reviews AE under-reporting best practices and introduces a new AI/ML framework for detecting un-reported AEs using R. This effort is being implemented under the Phuse OpenRBQM project. OpenRBQM is a collaborative effort to create open-source R packages focused on risk-based quality management (RBQM). First, we introduce the {gsm} and {simaerep} packages which facilitate site- and country- level assessments of AEs. The {gsm} or Good Statistical Monitoring package provides a standardized framework for calculating Key Risk Indicators (KRIs) across all aspects of RBQM, including AE monitoring. The {simaerep} package, developed by the IMPALA consortium, uses advanced statistical methodologies to simulate AE reporting in clinical trials to detect under-reporting sites. The IMPALA and OpenRBQM teams have collaborated to create the {gsm.simaerep} package for use in the {gsm} framework. Finally, we present a new approach that leverages AI/ML techniques to identify specific missed AEs by analyzing data from other clinical trial domains. Using R, we develop models that detect patterns and highlight anomalies indicative of unreported AEs. By applying these methods to real-world clinical trial datasets, we demonstrate how AI/ML can enhance RBQM efforts. This presentation introduces tools that combines standard RBQM methodologies for evaluating adverse event under-reporting with AI methods for identifying specific missed AEs. Attendees will gain insights into implementing R-based techniques to uncover hidden safety signals in clinical research data.",✅,"clinical trials, pattern recognition, simulation, ai/ml, biostatistics",Laura Maxwell (Atorus Research); Jeremy Wildfire (Gilead Sciences),NA
57,Clinical trials,2025-08-09,10:30–12:00,Gross 270,Implementing function factories for flexible clinical trial simulations,"The R package {simtrial} simulates clinical trial results using fixed or group sequential designs. One of its advantages is it provides the user with sufficient flexibility to define complex stopping rules for specifying when intermediate analyses are to be performed and which tests are to be applied at each of these analyses. However, this flexibility in the design generates complexity when automating the simulations. In order to provide the desired flexibility while implementing a maintainable simulation framework, I applied a function factory strategy. Function factories are functions that return another function. This enables the user to define any arbitrary set of argument values, but then delay the execution of the function until the simulation is performed. In this presentation, I will provide an overview of function factories and explain how I implemented them in {simtrial}.",✅,"functional programming, simulations, function factories, clinical trials, group sequential design",John Blischak,NA
104,Clinical trials,2025-08-09,10:30–12:00,Gross 270,"Reproducible integrated processing of a large investigator-initiated, randomized-controlled multicenter clinical trial using Quarto and R","Non-pharmaceutical clinical research often lacks reproducibility in data processing and analysis. In investigator-initiated trials, where financial resources are scarce, medical researchers must handle data management and analysis themselves, often using suboptimal tools. We present here the use case of a large, multicenter randomized-controlled trial in anesthesiology with over 2,500 enrolled patients. Embedded in a single Quarto-based project using tidyverse-style R, we processed the complete dataset from the electronic case report form from data tidying and analysis through plotting, report drafting, and presentation preparation. Our workflow is fully transparent, reproducible, and adaptive, following approaches demonstrated by Mine Çetinkaya-Rundel at R/medicine and Joshua Cook at posit:conf in 2024. To our knowledge, this represents the largest clinical trial managed using this methodology. This work demonstrates that accessible tools for tidy and reproducible scientific data processing are available even to researchers who are not native data scientists.",✅,"medical research, reproducible workflow, randomized controlled clinical trial","Benedikt Schmid (University Hospital Würzburg, Department of Anaesthesiology, Intensive Care, Emergency and Pain Medicine, Würzburg, Germany)","Robert Werdehausen (Department of Anesthesiology and Intensive Care Medicine, University Hospital Leipzig, Germany); Christopher Neuhaus (Department of Anesthesiology, University Hospital Heidelberg, Heidelberg, Germany); Linda Grüßer (Department of Anaesthesiology, RWTH Aachen University Hospital, Germany); Peter Paal (Department of Anaesthesiology and Intensive Care Medicine, Hospitallers Brothers Hospital, Paracelsus Medical University, Salzburg, Austria); Patrick Meybohm (University Hospital Würzburg, Department of Anaesthesiology, Intensive Care, Emergency and Pain Medicine, Würzburg, Germany); Peter Kranke (University Hospital Würzburg, Department of Anaesthesiology, Intensive Care, Emergency and Pain Medicine, Würzburg, Germany); Gregor Massoth (Department of Anaesthesiology and Intensive Care Medicine, University Hospital Bonn, Germany)"
29,Clinical trials,2025-08-09,10:30–12:00,Gross 270,Retrospective clinical data harmonisation reporting using R and Quarto,"There has been an increase of projects that involved data pooling from multiple sources. This is because combining data is an economical way to increase the statistical power of an analysis of a rare outcome that could not be addressed using data from a single project. Prior to statistical or machine learning analysis, a data steward must be able to sort through these heterogeneous inputs and document this process in a coherent way for different stakeholders. Despite its importance in the big data environment, there are limit resources on how to document this process in a structured, efficient and robust way. This presentation will provide an overview on how I create clinical data harmonisation reports using some R packages and a Quarto book project. A small preview can be found in https://github.com/JauntyJJS/harmonisation The audience in this talk will be able to know the basic framework of creating a Quarto Book or website to document data harmonisation processes, the basic workflow during the data harmonisation process, how to do data validation when writing code for data harmonisation to ensure code workflow is robust to changes in the input data, ways to show to higher management (with limited programming experience) in the harmonisation report that your code works (It is not enough to say that I use test units), able to write an R script to create many data harmonisation reports (One technical report for each cohort pooled and one report that summarised the data harmonisation process for all cohorts).",✅,"data harmonisation, data validation, report making automation, quarto",Jeremy Selva (National Heart Centre Singapore),NA
43,Package lifecycle,2025-08-09,13:00–14:10,Penn 1,"ARcenso: A Package Born from Chaos, Powered by Community","Historical census data in Argentina is scattered across multiple formats: books, spreadsheets, PDFs, and REDATAM, without a standardized structure. This lack of organization complicates analysis, requiring manual cleansing and integration of records before working with the data. As R users, we recognized an opportunity to transform this chaos into a meaningful solution not only for personal use but for all R users. That is how {arcenso} was born, a way to provide structured, ready-to-use census data, eliminating repetitive pre-processing and allowing users to focus on analysis with harmonized datasets. The goal is to make national census data in Argentina more accessible. Through the rOpenSci Champions program, the original idea turned into a functional R package. Thanks to the support of the R community, we learned how to structure the package, document datasets, and ensure reproducibility. This journey demonstrated the value of community learning, and those principles are embedded in {arcenso}, making it accessible and user-friendly. {arcenso} is currently developing and has released its first dataset along with three core functions. However, this is just the beginning. There are more datasets to integrate, additional features to develop, and improvements to be made to enhance the user experience. In this talk, we will introduce the package for users from both public and private sectors, including academics and researchers facing data challenges. We will explain the framework used for turning problems into solutions, highlight tools and community resources, and try to inspire others to tackle their own data challenges.",✅,"package, community, workflow, census, official statistics",EMANUEL CIARDULLO; ANDREA GOMEZ VARGAS,EMANUEL CIARDULLO
66,Package lifecycle,2025-08-09,13:00–14:10,Penn 1,Curating a Community of Packages: Lessons from a Decade of rOpenSci Peer Review,"Themed collections of packages have long been a common feature of the R ecosystem, from the CRAN Task Views to today's ""universes"". These range from tightly integrated toolboxes engineered by a single team, to journal-like repositories of packages passing common standards, or loose collections of packages organized around communities, themes, or development approaches. This talk will share insights for managing package collections, and their communities of developers, gleaned from a decade of rOpenSci's software peer-review initiatives. I will cover best practices for governing and managing collections, determining scope and standards for packages, onboarding and offboarding, and supporting continuing maintenance. Finally, I will discuss the essential role of mentorship and inclusive practices that support a diverse community of package maintainers and contributors.",✅,"standards, interoperability, maintenance, mentorship, community",Noam Ross (rOpenSci),NA
143,Package lifecycle,2025-08-09,13:00–14:10,Penn 1,"rtables: Challenges, Advances and Lessons Learned Going Into Production At J&J","rtables is an open-sourced framework for the creation of complex, multi-faceted tables developed by the author while at Roche. Here, we will discuss the process of adopting rtables at J&J as the lynchpin of a larger transition to R and open-source tools for the creation of production outputs in clinical trials. In particular we will touch on 3 aspects: development of novel features in rtables required to meet J&J's specific needs, development of additional tooling around rtables for use by the company's SPAs, and lessons learned during the process.",✅,"clinical trials, tables, tlg, visualization,",Gabe Becker (Independent),NA
106,Teaching 1,2025-08-09,13:00–14:10,Penn 2,Coursework RStudio Infrastructure at scale: Duke and NCShare,"Two case studies covering lessons learned running large scale RStudio infrastructure for coursework at Duke University and [NCShare][1] (an NSF-funded consortium to advance scientific computing and innovate STEM education at North Carolina’s historically marginalized institutions). Each semester Duke provides containerized RStudio instances for over 1200 students. Similar instructure is used in the NCShare consortium to support advanced computing environments to less-resourced Higher Ed institutions. This talk covers best practices and pitfalls for automation, packaging, management, and support of RStudio and how cross institutional collaboration can make these environments more widely available. [1]: https://ncshare.org/",✅,"educational consortia, coursework infrastructure, automation",Mark McCahill (Duke University),NA
131,Teaching 1,2025-08-09,13:00–14:10,Penn 2,Enhancing R Instruction: Adapting Workshops for Time-Constrained Learners,"The Data & Visualization Services Department at North Carolina State University Libraries offers data science support to faculty, staff, students, and the broader community. This support includes data science consulting, workshops and instruction on data science and programming topics, as well as specialized computer lab spaces equipped with hardware and software for data and visualization work. Among these, our introductory workshops are particularly popular. Our Intro to R workshop series consists of three sessions covering basic programming, data cleaning, and data visualization. Participants come from diverse academic and professional backgrounds, with varying levels of coding experience—from no prior exposure to limited familiarity with R or other programming languages. Additionally, they must balance academic, professional, and personal commitments, making it essential to provide efficient yet comprehensive instruction. We recently refined our curriculum to address these challenges in response to direct and observed student feedback. This presentation will explore the specific curriculum changes, the challenges they aim to resolve, and the role of instructor-led workshops in supporting early-stage R learners.",✅,"instruction, curriculum development, learner diversity, workshops",Selene Schmittling (North Carolina State University),Shannon Ricci (North Carolina State University); Alp Tezbasaran
154,Teaching 1,2025-08-09,13:00–14:10,Penn 2,Rhapsody in R: Exploring Probability Through Music,"Probability is often introduced with applications from the natural and social sciences, but its role in the arts is less frequently explored. One example is stochastic music, pioneered by avant garde 20th-century composers like [Iannis Xenakis][1], who used probabilistic models and computer simulations to generate musical structures. While the aesthetic appeal of such music is subjective, its mathematical foundations offer a compelling way to engage students with probability and randomness. This talk presents an assignment for an introductory probability course where students compose their own stochastic music using R. By applying their knowledge of probability distributions and computer simulation, they explore randomization in pitch, rhythm, meter, instrumentation, and harmony — observing emergent patterns along the way. The R package [`gm`][2] by Renfei Mao provides a user-friendly framework for layering musical elements, while integration with MuseScore allows students to generate sheet music and MIDI playback. This activity not only reinforces key concepts, but also offers students a fun and creative way to apply probability, engaging a different part of their brain than traditional scientific applications. [1]: https://youtu.be/nvH2KYYJg-o?feature=shared [2]: https://cran.r-project.org/web/packages/gm/index.html",✅,"teaching, probability, music",John Zito (Duke University),NA
19,Web APIs,2025-08-09,13:00–14:10,Penn Garden,Automating CDISC Metadata Retrieval: An R-Based Approach Using the CDISC Library API,"The CDISC Library API provides a programmatic gateway to clinical data standards, including SDTM and ADaM domains, variables, and controlled terminology. This presentation showcases an R-based approach to integrating the API for automated retrieval and structuring of CDISC metadata and controlled terminology, eliminating the need for manual extraction from PDFs or Excel files. Leveraging R packages such as shiny, httr2, jsonlite, and tidyverse, we demonstrate a reproducible workflow that queries the /mdr/sdtmig/{version} and /mdr/ct/{version} endpoints, parses JSON responses into structured data frames, and presents the results in a web application. Key topics include authentication via API keys, handling nested JSON structures, and ensuring seamless interaction with CDISC’s evolving standards. This approach enhances efficiency, reduces manual effort, and improves traceability in clinical data workflows.",✅,"cdisc, sdtm, adam, controlled terminology, shiny, api",Jagadish Katam,NA
9,Web APIs,2025-08-09,13:00–14:10,Penn Garden,"Web APIs for useRs: Getting data from websites, databases, and LLMs","Many websites and services provide APIs, and useRs can take advantage of them to get data, make database operations, and talk to Large Language Models (LLMs). The httr2 package, with its support for sequential and parallel requests, is a great tool for efficient API interactions. I will demonstrate its use through two real-world examples. First, I will introduce the frstore package, which I developed to interact with Google Firestore, a NoSQL database. While client libraries exist for Python and JavaScript, R users were left out—until now. frstore enables create, read, update, and delete (CRUD) operations using httr2, making it a powerful tool for R users working with Firestore. The second example is a Shiny app designed to create an immersive storytelling experience. Users provide the first sentence of a children’s story, and the app uses httr2 to interact with multiple APIs. Cloudflare’s Workers Model API is used to send requests to text generation and image generation models. Moreover, Eleven Labs’ API converts text to speech for audiobook-like narration. These results are integrated in a quarto revealjs slide deck that yields a delightful, interactive storytime experience. This talk is aimed at R users of all levels who want to expand their toolkit for web data access and API interactions. Whether you’re scraping data, working with APIs, or building interactive applications, this session will provide practical examples to enhance your R workflows.",✅,"api, httr2, llm, database, shiny",Umair Durrani (Presage Group),NA
156,Web APIs,2025-08-09,13:00–14:10,Penn Garden,{plumber2}: Streamlining Web API Development in R,"Over the past nine years, the R package {plumber} has simplified the creation of web APIs using annotations over existing R source code with roxygen2-like comments. During this time, the community has gathered valuable insights and identified numerous areas for improvement. To invest in a way forward, a new package called {plumber2} has been created. {plumber2} is designed from the ground up to be highly extensible, enabling developers to easily integrate custom decorators to modify the behavior of their APIs. Furthermore, {plumber2} is built using a modern foundation, leveraging the latest packages associated with the {fiery} framework. This modern architecture is built upon middleware (the ability to introduce custom logic at specific points within the API's request handling process). One of the many fine-grained controls over how your API can behave. By incorporating these improvements and embracing a modern framework, {plumber2} offers a sustainable path forward for building web APIs in R. This new approach avoids the need for short-term fixes and ensures that {plumber2} can continue to evolve and adapt to the changing needs of developers.",✅,"api, plumber2, plumber, package, web api",Barret Schloerke (Posit PBC),Thomas Pedersen (Posit PBC)
16,High-dimensional data,2025-08-09,13:00–14:10,Gross 270,Generating interesting high-dimensional data structures,"A high-dimensional dataset is where each observation is described by many features, or dimensions. Such a dataset might contain various types of structures that have complex geometric properties, such as nonlinear manifolds, clusters, or sparse distributions. We can generate data containing a variety of structures using mathematical functions and statistical distributions. Sampling from a multivariate normal distribution will generate data in an elliptical shape. Using a trigonometric function we can generate a spiral. A torus function can create a donut shape. High-dimensional data structures are useful for testing, validating, and improving algorithms used in dimensionality reduction, clustering, machine learning, and visualization. Their controlled complexity allows researchers to understand challenges posed in data analysis and helps to develop robust analytical methods across diverse scientific fields like bioinformatics, machine learning, and forensic science. Functions to generate a large variety of structures in high dimensions are organized into the R package `cardinalR`, along with some already generated examples.",✅,"high-dimensional data structures, mathematical functions, statistical distributions, geometrics","Piyadi Gamage Jayani Lakshika (Monash University, Australia)","Dianne Cook (Monash University, Australia); Paul Harrison (Monash University, Australia); Michael Lydeamore (Monash University, Australia); Thiyanga S. Talagala (University of Sri Jayewardenepura, Sri Lanka)"
53,High-dimensional data,2025-08-09,13:00–14:10,Gross 270,Introducing riemmtan,"The statistical analysis of random variables that take values in Riemannian manifolds is a rapidly growing area of research. Its main application is the study of connectomes obtained from brain imaging, which belong to the manifold of symmetric positive definite matrices. Large amounts of work have been devoted to address a variety of issues including the development of new metrics, new statistical models and visualization techniques. Unfortunately, the tools offered by R to handle this type of data have not evolved with the speed necessary to match the momentum of this growing area of the statistical literature. The R packages `Riemann` and `frechet` are important steps in that direction, but new tools are necessary to incorporate recent developments. That is why we are introducing `riemmtan`, a new R package. Its main goal is to offer a high level interface that abstracts away many day-to-day operations of this kind of analysis. In addition, it allows the user to exploit the growing capabilities of modern computer clusters by making use of parallelism in several parts of its implementation, including the computation of Fréchet means. Finally, it makes use of the object oriented programming tools in R to make Riemannian metrics self contained modules, allowing users to easily implement and experiment with new metrics. We hope `riemmtan` will become the foundation for an ecosystem of tools that allow for efficient and user-friendly analysis of Riemannian manifold valued data.",✅,"riemannian manifolds, connectomics, fmri imaging",Nicolas Escobar (Indiana University),Jaroslaw Harezlak (Indiana University)
102,High-dimensional data,2025-08-09,13:00–14:10,Gross 270,Multi-omics Integration with GAUDI: A Novel R Package for Non-linear Dimensionality Reduction and Interpretable Clustering Analysis,"Integrating high-dimensional multi-omics data presents significant challenges in computational biology, particularly when handling complex non-linear relationships across diverse biological layers. We present GAUDI (Group Aggregation via UMAP Data Integration), a novel R package that leverages Uniform Manifold Approximation and Projection (UMAP) for the concurrent analysis of multiple omics data types. GAUDI addresses key limitations of existing methods by enabling non-linear integration while maintaining interpretability and mitigating bias from datasets with vastly different dimensionalities. The GAUDI R package implements a straightforward yet powerful workflow: (1) independent UMAP embeddings are applied to each omics dataset, creating standardized representations that preserve dataset-specific structures; (2) these embeddings are concatenated; (3) a second UMAP transformation integrates these embeddings into a unified space; (4) hierarchical density-based clustering identifies sample groups; and (5) feature importance analysis via XGBoost and SHAP values enables biological interpretation. Our benchmarking against six state-of-the-art multi-omics integration methods demonstrates GAUDI's superior performance across diverse datasets. Using simulated multi-omics data with known ground truth, GAUDI achieved perfect clustering accuracy across all tested scenarios. In cancer datasets from TCGA, GAUDI identified clinically relevant patient subgroups with significant survival differences, particularly in acute myeloid leukemia where it detected high-risk subgroups missed by other methods. At the single-cell level, GAUDI not only correctly classified cell lines but uniquely identified biologically meaningful substructures within them, confirmed by differential expression and pathway enrichment analyses. When evaluating large-scale functional genomics datasets from the Cancer Dependency Map (DepMap) Project, GAUDI demonstrated superior lineage identification accuracy. In a benchmark integrating gene expression, DNA methylation, miRNA expression, and metabolomics across 258 cancer cell lines, GAUDI achieved the highest score for lineage discrimination, approximately 15% better than the next-best performing method, MOFA+, underscoring its effectiveness with complex, heterogeneous multi-omics data. The GAUDI R package provides a user-friendly interface with extensive documentation, visualization tools, and compatibility with standard bioinformatics workflows. By combining the strengths of non-linear dimensionality reduction with interpretable machine learning approaches, the GAUDI R package offers researchers a powerful new tool for exploring complex relationships across multiple biological data types, potentially revealing novel insights in systems biology, precision medicine, and biomarker discovery. Package: https://github.com/hirscheylab/gaudi Benchmark: https://github.com/hirscheylab/umap_multiomics_integration",✅,"multi-omics integration, dimension reduction, clustering, statistical learning, interpretable machine learning, benchmarking",Pol Castellano Escuder (Heureka Labs),NA
113,Pragmatic programmer,2025-08-09,14:30–15:40,Penn 1,"""How did you even think of that???"" Techniques to code much faster","This talk will present a totally different way of thinking about writing R code. This method is completely different from anything I have ever seen in the R community (or any data science community). This is the method I used to write four R packages - NumericEnsembles, ClassificationEnsembles, LogisticEnsembles and ForecastingEnsembles. The largest part of the code was written in 15 months, and was approximately 15,000 lines at that time. No AI was used in any of the code development. This is a totally different style of thinking, using the same set of R tools that everyone else can use. What is totally different is the thinking that goes into the code development, compared to what I've seen everywhere else. This talk will show how the same method may be applied to the work you are doing. Come prepared to see that the methods you've been using to think through solutions and write code that achieves reproducible results can be improved very significantly by improving your thinking, not necessarily your tools. There will be several practical examples and live demonstrations to show how you may use these methods in real coding situations. Improving your thinking can do much more for improving how you code than adding the latest tools. This presentation will demonstrate how that was done in the development of four packages that automatically build ensembles as part of the analysis process, and how you can use the same methods in your work.",✅,"""code better, efficient coding, fast coding""",Russ Conte (Owner@dataaip.com),NA
95,Pragmatic programmer,2025-08-09,14:30–15:40,Penn 1,Reusing 'ggplot2' code: how to design better plot helper functions,"Wrapping 'ggplot2' code into plot helper functions is a common way to make multiple versions of a custom plot without copying and pasting the same code over and over again. Helper functions can replace long and complex 'ggplot2' code chunks with just a single function call. However, if that single function is not designed carefully, the initial convenience can often turn into frustration. While helper functions can reduce the amount of code needed to remake a complicated plot, they often mask the underlying layered grammar of graphics, complicating further customisation and tweaking of the plot. This talk addresses how to design effective 'ggplot2' plot helper functions that maximise reuse convenience whilst preserving access to the elegant flexibility of layered plot composition. By studying existing 'ggplot2' extensions for producing calendar plots, we identify a number of common pitfalls, including overly specific function arguments and hidden data manipulations. Then, we discuss how to avoid these pitfalls and retain the benefits of 'ggplot2' by: separating data preparation from plotting, utilising list arguments for customisation, and providing transparent documentation. We illustrate these strategies using examples from the design of the 'ggtilecal' package, which provides helper functions for plotting calendars using the `geom_tile()` geometry from `ggplot2`.",✅,"r package and function design, layered grammar of graphics, data visualisation, ggplot2 extensions",Cynthia Huang (Monash University),NA
36,Pragmatic programmer,2025-08-09,14:30–15:40,Penn 1,The Language of Data: How R Package Syntax Shapes Analysis and Thought,"For most users in data science, analytics, and research, a package’s syntax or API is their primary interface with the software. While R provides a well-defined framework for creating packages that make programming accessible, syntax choices serve as key connection points between users and their data. R packages exhibit a range of syntax styles—from explicit to implicit, verbose to symbolic, and structured to flexible. Drawing on research on language, cognition, and user experience, this talk explores how syntax design in R packages shapes the way we interact with data, approach analysis, and solve complex problems. In this talk, I will examine syntax design in powerful and popular data wrangling software in R--data.table, dplyr, polars, and base R, comparing their approaches and discussing their impact on usability, interpretation, and problem-solving in data workflows. Attendees will leave with an understanding of syntax design, how current leaders in data wrangling design their syntax, and considerations for how these designs can impact user behavior.",✅,"data wrangling, programming, syntax, analytics",Tyson Barrett (Highmark Health),NA
58,Teaching 2,2025-08-09,14:30–15:40,Penn 2,Expanding Data Science's Reach through Interdisciplinarity and the Humanities,"What does data science mean for those disciplines that don’t traditionally align themselves with this work? More specifically, how might instructors in the Humanities define — and teach — data science? How can the Humanities use data science to resist academic siloing and promote alignment across disciplines and methodologies? What is to be gained for traditional data science programs with a transdisciplinary understanding and application of data science? This presentation explores three courses developed by English instructors at North Carolina State University's Data Science and AI Academy: Data Visualization, Introduction to AI Ethics, and Storytelling with Data and AI. The presenters will explain how their Humanities backgrounds help them create courses that extend data science beyond traditional applications. They'll share examples of assignments that incorporate their disciplinary expertise while integrating core data science principles from the ADAPT model. Furthermore, by offering alternative perspectives on data science, we create ""gateway"" courses that attract students who might not otherwise enter the field. The presenters will also discuss how these courses achieve interdisciplinarity both through content and the student participants. The presenters will demonstrate how the three representative courses complement traditional data science curriculum (coding) by broadening the field's reach in two ways: 1. enhancing the overall educational experience for students and 2. creating access points for faculty who don't typically identify with data science, thus attracting instructors without traditional data science backgrounds. The presentation will conclude with reflections on lessons learned, challenges encountered, and strategies for institutions seeking to implement similar cross-disciplinary approaches. The presenters will share preliminary assessment data demonstrating student outcomes and discuss implications for the future of data science education across diverse academic contexts.",✅,"interdisciplinary, data science, outreach, data visualization, ai",Kelsey Dufresne (North Carolina State University); James Harr (Christian Brothers University); Christin Phelps (North Carolina State University),NA
103,Teaching 2,2025-08-09,14:30–15:40,Penn 2,Leveraging LLMs for student feedback in introductory data science courses,"A considerable recent challenge for learners and teachers of data science courses is the proliferation of the use of LLM-based tools in generating answers. In this talk, I will introduce an R package that leverages LLMs to produce immediate feedback on student work to motivate them to give it a try themselves first. I will discuss technical details of augmenting models with course materials, backend and user interface decisions, challenges around evaluations that are not done correctly by the LLM, and student feedback from the first set of users. Finally, I will touch on incorporating this tool into low-stakes assessment and ethical considerations for the formal assessment structure of the course relying on LLMs.",✅,"r-package, teaching, education, feedback, ai, llm",Mine Cetinkaya-Rundel (Duke University + Posit PBC),NA
22,Teaching 2,2025-08-09,14:30–15:40,Penn 2,Teaching Statistical Computing with R and Python,"Computing courses can be daunting for students for a variety of reasons, including programming anxiety, difficulty learning a programming language in a second language, and unfamiliarity with assumed computer knowledge. In an ongoing attempt to teach statistical computing effectively, I developed a textbook intended for use in a flipped classroom setting where R and Python are taught concurrently. This approach allows students to learn programming concepts applicable to most languages, while developing skills in both R and Python that can be used in an increasingly multilingual field. In this talk, I discuss the book's design and how it integrates into a sequence of undergraduate and graduate computing courses. Along the way, we will talk about opinionated coding decisions, use of memes, comics, and YouTube tutorials, and other features integrated into this open-source textbook built with quarto and hosted on GitHub.",✅,"data science, education, statistical computing, python, reproducibility",Susan Vanderplas (University of Nebraska - Lincoln),NA
