"season","episode","line","raw_text","stage_direction","dialogue","start_time","end_time"
3,2,72,"With my...","","With my...","00:04:56","00:04:57"
3,2,73,"feelings?","","feelings?","00:04:58","00:04:59"
3,2,74,"Do you lie?","","Do you lie?","00:05:00","00:05:01"
3,2,75,"What? No.","","What? No.","00:05:01","00:05:02"
3,2,76,"Friends don't lie.","","Friends don't lie.","00:05:03","00:05:04"
3,2,77,"What, Mom?","","What, Mom?","00:05:05","00:05:06"
3,2,78,"My mom's calling me. Better go.","","My mom's calling me. Better go.","00:05:08","00:05:10"
3,2,79,"Talk to you tomorrow. Miss you already. Bye!","","Talk to you tomorrow. Miss you already. Bye!","00:05:10","00:05:11"
3,2,80,"Hey.","","Hey.","00:05:19","00:05:20"
3,2,81,"What's going on?","","What's going on?","00:05:21","00:05:22"
3,2,82,"[""You Don't Mess Around With Jim"" playing]","[""You Don't Mess Around With Jim"" playing]","","00:05:26","00:05:28"
3,2,83,"♪ And they say You don't tug on Superman's cape ♪","","♪ And they say You don't tug on Superman's cape ♪","00:05:36","00:05:39"
3,2,84,"♪ You don't spit into the wind ♪","","♪ You don't spit into the wind ♪","00:05:40","00:05:42"
3,2,85,"♪ You don't pull the mask on That old Lone Ranger ♪","","♪ You don't pull the mask on That old Lone Ranger ♪","00:05:43","00:05:46"
3,2,86,"♪ And you don't mess around with Jim ♪","","♪ And you don't mess around with Jim ♪","00:05:46","00:05:48"
3,2,87,"[humming instrumental break]","[humming instrumental break]","","00:05:48","00:05:51"
3,2,88,"♪ Yeah I'm lookin' for the king Of 42nd Street ♪","","♪ Yeah I'm lookin' for the king Of 42nd Street ♪","00:05:52","00:05:54"
3,2,89,"♪ He drivin' a drop top Cadillac ♪","","♪ He drivin' a drop top Cadillac ♪","00:05:54","00:05:57"
3,2,90,"♪ Last week he took all my money And it may sound funny ♪","","♪ Last week he took all my money And it may sound funny ♪","00:05:57","00:06:00"
3,2,91,"♪ But I come to get my money back ♪","","♪ But I come to get my money back ♪","00:06:00","00:06:03"
3,2,92,"♪ And everybody say Jack... ♪","","♪ And everybody say Jack... ♪","00:06:03","00:06:05"
3,2,93,"[door bell chimes]","[door bell chimes]","","00:06:06","00:06:07"
3,2,94,"Emotions have been shared.","","Emotions have been shared.","00:06:08","00:06:09"
3,2,95,"Boundaries have been set.","","Boundaries have been set.","00:06:10","00:06:13"
3,2,96,"Order...","","Order...","00:06:14","00:06:15"
3,2,97,"has been...","","has been...","00:06:15","00:06:16"
3,2,98,"-restored. -Wait, wait, it worked?","","restored. Wait, wait, it worked?","00:06:18","00:06:20"
3,2,99,"Uh, this is the first day","","Uh, this is the first day","00:06:20","00:06:21"
3,2,100,"in six long, excruciating months","","in six long, excruciating months","00:06:22","00:06:25"
3,2,101,"that they will not be seeing each other.","","that they will not be seeing each other.","00:06:25","00:06:28"
3,2,102,"Yes, I think it worked! Yes!","","Yes, I think it worked! Yes!","00:06:28","00:06:31"
3,2,103,"[Hopper laughs]","[Hopper laughs]","","00:06:32","00:06:34"
3,2,104,"No, stop.","","No, stop.","00:06:34","00:06:35"
3,2,105,"It's all you.","","It's all you.","00:06:35","00:06:36"
3,2,106,"I'm a puppet, you're the master.","","I'm a puppet, you're the master.","00:06:36","00:06:38"
3,2,107,"So you remembered everything?","","So you remembered everything?","00:06:38","00:06:40"
3,2,108,"[laughs] Yeah, yeah.","[laughs]","Yeah, yeah.","00:06:40","00:06:42"
3,2,109,"I mean, I had to improvise a little bit, you know?","","I mean, I had to improvise a little bit, you know?","00:06:42","00:06:45"
3,2,110,"It turns out, getting to Mike,","","It turns out, getting to Mike,","00:06:45","00:06:46"
3,2,111,"now that was the key.","","now that was the key.","00:06:46","00:06:48"
3,2,112,"And you didn't yell at him?","","And you didn't yell at him?","00:06:48","00:06:49"
3,2,113,"I'll tell you everything over dinner.","","I'll tell you everything over dinner.","00:06:50","00:06:52"
3,2,114,"I was thinking, you know, Enzo's, tonight, 7:00.","","I was thinking, you know, Enzo's, tonight, 7:00.","00:06:52","00:06:54"
3,2,115,"Hey, before you say no,","","Hey, before you say no,","00:06:55","00:06:56"
3,2,116,"I'd-- I'd like to make one thing crystal clear.","","I'd I'd like to make one thing crystal clear.","00:06:56","00:06:59"
3,2,117,"This is not a date.","","This is not a date.","00:06:59","00:07:01"
3,2,118,"Wait, a date?","","Wait, a date?","00:07:01","00:07:02"
3,2,119,"You never said anything about a date.","","You never said anything about a date.","00:07:03","00:07:04"
3,2,120,"I know, I didn't say anything about a date.","","I know, I didn't say anything about a date.","00:07:04","00:07:06"
3,2,121,"I just wanted to clear it up in case there was any confusion on your part.","","I just wanted to clear it up in case there was any confusion on your part.","00:07:07","00:07:09"
3,2,122,"-There's not. -Great.","","There's not. Great.","00:07:09","00:07:11"
3,2,123,"It's just two friends getting together for a nice dinner.","","It's just two friends getting together for a nice dinner.","00:07:11","00:07:13"
3,2,124,"I mean, we've earned it, haven't we?","","I mean, we've earned it, haven't we?","00:07:13","00:07:15"
3,2,125,"I can't be out late.","","I can't be out late.","00:07:15","00:07:16"
3,2,126,"You'll be home by 9:00.","","You'll be home by 9:00.","00:07:16","00:07:17"
3,2,127,"-8:30, I'll pick you up.","","8:30, I'll pick you up.","00:07:17","00:07:19"
3,2,128,"-I'll meet you there. -7:00. Enzo's. Meeting there.","","I'll meet you there. 7:00. Enzo's. Meeting there.","00:07:19","00:07:22"
3,2,129,"Deal.","","Deal.","00:07:22","00:07:23"
3,2,130,"-[static squawks] -[Powell] Hey, Chief, you copy? Chief!","[static squawks] [Powell]"," Hey, Chief, you copy? Chief!","00:07:23","00:07:25"
3,2,131,"Yeah, I'm a little busy right now.","","Yeah, I'm a little busy right now.","00:07:25","00:07:27"
3,2,132,"[crowd] Recall the mall!","[crowd]","Recall the mall!","00:07:27","00:07:28"
3,2,133,"-Yeah, well, I'm busier here. -Recall the mall!","","Yeah, well, I'm busier here. Recall the mall!","00:07:28","00:07:30"
3,2,134,"You wanna keep your job tomorrow,","","You wanna keep your job tomorrow,","00:07:30","00:07:31"
3,2,135,"I think you need to get your ass to Town Hall. Now.","","I think you need to get your ass to Town Hall. Now.","00:07:32","00:07:35"
3,2,136,"[sighs]","[sighs]","","00:07:35","00:07:36"
3,2,137,"[Hopper chuckles]","[Hopper chuckles]","","00:07:36","00:07:37"
3,2,138,"Duty calls. [clears throat]","[clears throat]","Duty calls.","00:07:38","00:07:39"
3,2,139,"Oh! Jeez.","","Oh! Jeez.","00:07:40","00:07:42"
3,2,140,"Cleanup on aisle five.","","Cleanup on aisle five.","00:07:43","00:07:44"
3,2,141,"-Bye. -See you tonight.","","Bye. See you tonight.","00:07:44","00:07:46"
3,2,142,"[indistinct chatter in background]","[indistinct chatter in background]","","00:08:12","00:08:14"
3,2,143,"Oh, shit, shit.","","Oh, shit, shit.","00:08:21","00:08:22"
3,2,144,"Whoopsie-daisy!","","Whoopsiedaisy!","00:08:23","00:08:24"
3,2,145,"[guffaws]","[guffaws]","","00:08:24","00:08:26"
3,2,146,"Careful there, Nancy Drew. Careful.","","Careful there, Nancy Drew. Careful.","00:08:26","00:08:29"
3,2,147,"[men snicker]","[men snicker]","","00:08:29","00:08:31"
3,2,148,"[Bruce] Pouring coffee's a tough gig, girl.","[Bruce]","Pouring coffee's a tough gig, girl.","00:08:31","00:08:33"
3,2,149,"[men laugh]","[men laugh]","","00:08:33","00:08:34"
3,2,150,"[knocking]","[knocking]","","00:08:34","00:08:35"
3,2,151,"And here you are, two creams, two sugars.","","And here you are, two creams, two sugars.","00:08:36","00:08:39"
3,2,152,"Thanks, sweetheart.","","Thanks, sweetheart.","00:08:39","00:08:40"
3,2,153,"Of course.","","Of course.","00:08:40","00:08:41"
3,2,154,"-Tom? -Hm?","","Tom? Hm?","00:08:43","00:08:44"
3,2,155,"I really hate to ask this,","","I really hate to ask this,","00:08:44","00:08:46"
3,2,156,"but do you think one of the other girls could run and grab lunch today?","","but do you think one of the other girls could run and grab lunch today?","00:08:46","00:08:49"
3,2,157,"They're needed at their desks.","","They're needed at their desks.","00:08:51","00:08:52"
3,2,158,"I know, I just, um...","","I know, I just, um...","00:08:52","00:08:54"
3,2,159,"I really need to go to the doctor.","","I really need to go to the doctor.","00:08:54","00:08:56"
3,2,160,"I've been having some...","","I've been having some...","00:08:57","00:08:59"
3,2,161,"um...","","um...","00:08:59","00:09:00"
3,2,162,"girl problems.","","girl problems.","00:09:00","00:09:01"
3,2,163,"[coughs nervously]","[coughs nervously]","","00:09:01","00:09:03"
3,2,164,"-Oh, come on! The light! -Let's go.","","Oh, come on! The light! Let's go.","00:09:06","00:09:08"
3,2,165,"Look, I just...","","Look, I just...","00:09:10","00:09:11"
3,2,166,"I just don't know if this is such a good idea anymore.","","I just don't know if this is such a good idea anymore.","00:09:11","00:09:13"
3,2,167,"Really? Because I feel like it's the best idea I've had all summer.","","Really? Because I feel like it's the best idea I've had all summer.","00:09:14","00:09:16"
3,2,168,"Look, all I'm saying is, what harm is there in asking?","","Look, all I'm saying is, what harm is there in asking?","00:09:16","00:09:20"
3,2,169,"The harm in asking is that Tom will say no.","","The harm in asking is that Tom will say no.","00:09:20","00:09:22"
3,2,170,"We ask for forgiveness, not permission.","","We ask for forgiveness, not permission.","00:09:22","00:09:24"
3,2,171,"And if this story's as good as I think it's gonna be, then Tom won't care.","","And if this story's as good as I think it's gonna be, then Tom won't care.","00:09:24","00:09:27"
3,2,172,"In fact, he'll thank us.","","In fact, he'll thank us.","00:09:28","00:09:29"
3,2,173,"Or the old lady is nuts","","Or the old lady is nuts","00:09:29","00:09:31"
3,2,174,"and the story blows up in our face","","and the story blows up in our face","00:09:31","00:09:32"
3,2,175,"and Tom fires us.","","and Tom fires us.","00:09:32","00:09:34"
3,2,176,"And then we never have to work at this shithole again.","","And then we never have to work at this shithole again.","00:09:34","00:09:36"
3,2,177,"[""Get Up and Go"" playing]","[""Get Up and Go"" playing]","","00:09:37","00:09:39"
3,2,178,"♪ Go, oh, oh ♪","","♪ Go, oh, oh ♪","00:09:41","00:09:46"
3,2,179,"♪ Oh, oh, oh ♪","","♪ Oh, oh, oh ♪","00:09:46","00:09:50"
3,2,180,"♪ So get up and go ♪","","♪ So get up and go ♪","00:09:50","00:09:52"
3,2,181,"♪ If you're so tired of moving slow ♪","","♪ If you're so tired of moving slow ♪","00:09:53","00:09:56"
3,2,182,"♪ Go ♪","","♪ Go ♪","00:09:56","00:09:58"
3,2,183,"♪ Go ♪","","♪ Go ♪","00:09:58","00:10:00"
3,2,184,"♪ Get up and go! ♪","","♪ Get up and go! ♪","00:10:00","00:10:01"
3,2,185,"-Have a nice day. -[woman] Thank you.","[woman]","Have a nice day. Thank you.","00:10:01","00:10:03"
3,2,186,"-Hi. -Hi.","","Hi. Hi.","00:10:05","00:10:07"
3,2,187,"I'm Dustin.","","I'm Dustin.","00:10:08","00:10:09"
3,2,188,"I'm Robin.","","I'm Robin.","00:10:09","00:10:10"
3,2,189,"Pleasure to meet you. Uh, is-- is he here?","","Pleasure to meet you. Uh, is is he here?","00:10:10","00:10:13"
3,2,190,"Is who here?","","Is who here?","00:10:13","00:10:14"
3,2,191,"[nautical tune playing]","[nautical tune playing]","","00:10:14","00:10:16"
3,2,192,"Henderson.","","Henderson.","00:10:16","00:10:17"
3,2,193,"[laughs]","[laughs]","","00:10:17","00:10:18"
3,2,194,"Henderson! He's back!","","Henderson! He's back!","00:10:18","00:10:19"
3,2,195,"-He's back! -I'm back!","","He's back! I'm back!","00:10:20","00:10:21"
3,2,196,"You got the job!","","You got the job!","00:10:21","00:10:22"
3,2,197,"I got the job! [imitates trumpet]","[imitates trumpet]","I got the job!","00:10:22","00:10:23"
3,2,198,"Hey! Oh!","","Hey! Oh!","00:10:23","00:10:25"
3,2,199,"[imitating lightsabers clashing]","[imitating lightsabers clashing]","","00:10:26","00:10:27"
3,2,200,"[groans, laughs]","[groans, laughs]","","00:10:28","00:10:30"
3,2,201,"Ah!","","Ah!","00:10:32","00:10:33"
3,2,202,"How many children are you friends with?","","How many children are you friends with?","00:10:33","00:10:35"
3,2,203,"[sighs]","[sighs]","","00:10:36","00:10:37"
3,2,204,"No, no. No way.","","No, no. No way.","00:10:40","00:10:41"
3,2,205,"-Hotter than Phoebe Cates? No. -Mm-hmm.","","Hotter than Phoebe Cates? No. Mmhmm.","00:10:41","00:10:43"
3,2,206,"Brilliant, too. And she doesn't even care that my real pearls are still coming in.","","Brilliant, too. And she doesn't even care that my real pearls are still coming in.","00:10:44","00:10:47"
3,2,207,"She says kissing is better without teeth.","","She says kissing is better without teeth.","00:10:48","00:10:49"
3,2,208,"Wow. Yeah, that's great. Proud of you, man.","","Wow. Yeah, that's great. Proud of you, man.","00:10:52","00:10:55"
3,2,209,"That's ro-- That's kinda romantic.","","That's ro That's kinda romantic.","00:10:55","00:10:57"
3,2,210,"-That's like... Wow. -Hm.","","That's like... Wow. Hm.","00:10:57","00:10:58"
3,2,211,"So do you really just get to eat as much of this as you want?","","So do you really just get to eat as much of this as you want?","00:10:59","00:11:01"
3,2,212,"Yeah. I mean, sure. It's not really a good idea for me, though.","","Yeah. I mean, sure. It's not really a good idea for me, though.","00:11:02","00:11:05"
3,2,213,"-I gotta keep in shape for the ladies. -Yeah, and how's that working out for you?","","I gotta keep in shape for the ladies. Yeah, and how's that working out for you?","00:11:05","00:11:08"
3,2,214,"-Ignore her. -She seems cool.","","Ignore her. She seems cool.","00:11:08","00:11:09"
3,2,215,"She's not. So, where are the other knuckleheads?","","She's not. So, where are the other knuckleheads?","00:11:09","00:11:12"
3,2,216,"They ditched me yesterday.","","They ditched me yesterday.","00:11:13","00:11:14"
3,2,217,"-No. -My first day back.","","No. My first day back.","00:11:14","00:11:15"
3,2,218,"-Can you believe that shit? -Whoa. Seriously?","","Can you believe that shit? Whoa. Seriously?","00:11:16","00:11:17"
3,2,219,"I swear to God. Mm.","","I swear to God. Mm.","00:11:18","00:11:19"
3,2,220,"They're gonna regret it, though, big time, when they don't get to share in my glory.","","They're gonna regret it, though, big time, when they don't get to share in my glory.","00:11:20","00:11:24"
3,2,221,"Glory? What glory?","","Glory? What glory?","00:11:25","00:11:27"
3,2,222,"So, last night,","","So, last night,","00:11:29","00:11:30"
3,2,223,"we're trying to get in contact with Suzie...","","we're trying to get in contact with Suzie...","00:11:31","00:11:33"
3,2,224,"Oh. Mm.","","Oh. Mm.","00:11:33","00:11:34"
3,2,225,"-Mm-hmm? -Mm-hmm.","","Mmhmm? Mmhmm.","00:11:34","00:11:35"
3,2,226,"And, uh...","","And, uh...","00:11:35","00:11:36"
3,2,227,"[woman] ...and the orange sherbert and chocolate.","[woman]","...and the orange sherbert and chocolate.","00:11:36","00:11:38"
3,2,228,"[indistinct chatter]","[indistinct chatter]","","00:11:38","00:11:39"
3,2,229,"[whispers] I intercepted a secret Russian communication.","[whispers]","I intercepted a secret Russian communication.","00:11:41","00:11:43"
3,2,230,"What?","","What?","00:11:45","00:11:46"
3,2,231,"[clicks tongue] Uh...","[clicks tongue]","Uh...","00:11:46","00:11:47"
3,2,232,"[inhales deeply]","[inhales deeply]","","00:11:48","00:11:49"
3,2,233,"[softly] I intercepted a secret Russian communication.","[softly]","I intercepted a secret Russian communication.","00:11:50","00:11:53"
3,2,234,"-Just speak louder. -[loudly] I intercepted","[loudly]","Just speak louder. I intercepted","00:11:54","00:11:55"
3,2,235,"a secret Russian communication!","","a secret Russian communication!","00:11:55","00:11:57"
3,2,236,"Jeez, shh. Yeah, okay, that's what I thought you said.","","Jeez, shh. Yeah, okay, that's what I thought you said.","00:11:58","00:12:00"
3,2,237,"What-- What does that mean?","","What What does that mean?","00:12:02","00:12:03"
3,2,238,"It means, Steve, we could be heroes.","","It means, Steve, we could be heroes.","00:12:03","00:12:06"
3,2,239,"True American heroes.","","True American heroes.","00:12:06","00:12:10"
3,2,240,"-Huh. -Mm-hmm?","","Huh. Mmhmm?","00:12:10","00:12:11"
3,2,241,"-American heroes. -Just think,","","American heroes. Just think,","00:12:11","00:12:14"
3,2,242,"you could have all the ladies you want and more.","","you could have all the ladies you want and more.","00:12:14","00:12:18"
3,2,243,"-More? -More.","","More? More.","00:12:18","00:12:19"
3,2,244,"-I like more. -Mm-hmm.","","I like more. Mmhmm.","00:12:20","00:12:21"
3,2,245,"What's the catch?","","What's the catch?","00:12:23","00:12:24"
3,2,246,"No catch, I just need your help.","","No catch, I just need your help.","00:12:24","00:12:26"
3,2,247,"With what?","","With what?","00:12:26","00:12:27"
3,2,248,"Translation.","","Translation.","00:12:31","00:12:32"
3,2,249,"[upbeat punk rock playing]","[upbeat punk rock playing]","","00:12:33","00:12:35"
3,2,250,"Shit!","","Shit!","00:12:43","00:12:44"
3,2,251,"Hi.","","Hi.","00:12:56","00:12:57"
3,2,252,"Hi?","","Hi?","00:12:58","00:12:59"
3,2,253,"Can we talk?","","Can we talk?","00:13:00","00:13:01"
3,2,254,"And then he said he-- he missed me.","","And then he said he he missed me.","00:13:02","00:13:05"
3,2,255,"And then he just hung up.","","And then he just hung up.","00:13:05","00:13:07"
3,2,256,"-He's a piece of shit. -What?","","He's a piece of shit. What?","00:13:07","00:13:09"
3,2,257,"Mike doesn't have jack shit to do today, and his Nana obviously isn't sick.","","Mike doesn't have jack shit to do today, and his Nana obviously isn't sick.","00:13:09","00:13:13"
3,2,258,"I guarantee you, him and Lucas are playing Atari right now.","","I guarantee you, him and Lucas are playing Atari right now.","00:13:13","00:13:16"
3,2,259,"But friends don't lie.","","But friends don't lie.","00:13:16","00:13:17"
3,2,260,"Yeah, well, boyfriends lie.","","Yeah, well, boyfriends lie.","00:13:17","00:13:20"
3,2,261,"All the time.","","All the time.","00:13:20","00:13:22"
3,2,262,"She knows I'm lying. She knows I'm lying.","","She knows I'm lying. She knows I'm lying.","00:13:22","00:13:24"
3,2,263,"-I don't even understand. Why lie? -Hopper.","","I don't even understand. Why lie? Hopper.","00:13:24","00:13:27"
3,2,264,"He threatened me.","","He threatened me.","00:13:27","00:13:29"
3,2,265,"-Did he say he'd kill you? -What? No.","","Did he say he'd kill you? What? No.","00:13:29","00:13:31"
3,2,266,"-So then, what's the big deal? -The big deal is","","So then, what's the big deal? The big deal is","00:13:31","00:13:33"
3,2,267,"if I don't do what he says, then he'll stop me from seeing El.","","if I don't do what he says, then he'll stop me from seeing El.","00:13:33","00:13:36"
3,2,268,"Like, permanently.","","Like, permanently.","00:13:36","00:13:37"
3,2,269,"-You don't understand, Lucas. He's crazy. -[sighs]","[sighs]","You don't understand, Lucas. He's crazy. ","00:13:38","00:13:40"
3,2,270,"He's lost his mind.","","He's lost his mind.","00:13:41","00:13:42"
3,2,271,"Hey, guys, I'm almost set up here.","","Hey, guys, I'm almost set up here.","00:13:42","00:13:44"
3,2,272,"I had no choice, Lucas. I really had no choice.","","I had no choice, Lucas. I really had no choice.","00:13:44","00:13:46"
3,2,273,"I just wish you'd consulted me,","","I just wish you'd consulted me,","00:13:46","00:13:47"
3,2,274,"because the way you handled this,","","because the way you handled this,","00:13:47","00:13:49"
3,2,275,"you're in deep shit.","","you're in deep shit.","00:13:50","00:13:51"
3,2,276,"You're going to stop calling him. You're going to ignore his calls.","","You're going to stop calling him. You're going to ignore his calls.","00:13:51","00:13:54"
3,2,277,"As far as you're concerned, he doesn't exist.","","As far as you're concerned, he doesn't exist.","00:13:54","00:13:56"
3,2,278,"Doesn't exist?","","Doesn't exist?","00:13:56","00:13:57"
3,2,279,"He treated you like garbage.","","He treated you like garbage.","00:13:57","00:13:59"
3,2,280,"You're gonna treat him like garbage. Give him a taste of his own medicine.","","You're gonna treat him like garbage. Give him a taste of his own medicine.","00:13:59","00:14:02"
3,2,281,"Give him the medicine.","","Give him the medicine.","00:14:03","00:14:04"
3,2,282,"Mm-hmm. And if he doesn't fix this,","","Mmhmm. And if he doesn't fix this,","00:14:04","00:14:07"
3,2,283,"if he doesn't explain himself,","","if he doesn't explain himself,","00:14:07","00:14:08"
3,2,284,"dump his ass.","","dump his ass.","00:14:08","00:14:10"
3,2,285,"[groans]","[groans]","","00:14:10","00:14:11"
3,2,286,"I'm not gonna lie, it's gonna be bad.","","I'm not gonna lie, it's gonna be bad.","00:14:11","00:14:14"
3,2,287,"[groans]","[groans]","","00:14:14","00:14:15"
3,2,288,"But...","","But...","00:14:16","00:14:17"
3,2,289,"you can fix this.","","you can fix this.","00:14:17","00:14:19"
3,2,290,"It's just one little mistake.","","It's just one little mistake.","00:14:20","00:14:22"
3,2,291,"I've made hundreds, thousands.","","I've made hundreds, thousands.","00:14:22","00:14:24"
3,2,292,"Max has dumped me five times.","","Max has dumped me five times.","00:14:24","00:14:26"
3,2,293,"But what have I done?","","But what have I done?","00:14:27","00:14:28"
3,2,294,"Huh? Have I despaired? No.","","Huh? Have I despaired? No.","00:14:28","00:14:30"
3,2,295,"I've marched back into battle,","","I've marched back into battle,","00:14:31","00:14:33"
3,2,296,"and I've won her back every single freaking time.","","and I've won her back every single freaking time.","00:14:33","00:14:37"
3,2,297,"-How? -I'll show you.","","How? I'll show you.","00:14:37","00:14:39"
3,2,298,"Come on.","","Come on.","00:14:40","00:14:41"
3,2,299,"Come on.","","Come on.","00:14:41","00:14:42"
3,2,300,"-Where are we going? -To have some fun.","","Where are we going? To have some fun.","00:14:42","00:14:44"
3,2,301,"There's more to life than stupid boys, you know.","","There's more to life than stupid boys, you know.","00:14:44","00:14:46"
3,2,302,"Wait, guys!","","Wait, guys!","00:14:48","00:14:49"
3,2,303,"I'm still here!","","I'm still here!","00:14:49","00:14:51"
3,2,304,"[door opens]","[door opens]","","00:14:51","00:14:52"
3,2,305,"Guys?","","Guys?","00:14:53","00:14:54"
3,2,306,"[boys yelling]","[boys yelling]","","00:14:54","00:14:55"
3,2,307,"[""Matter of Love"" playing]","[""Matter of Love"" playing]","","00:14:56","00:14:57"
3,2,308,"[whistle blows]","[whistle blows]","","00:15:00","00:15:01"
3,2,309,"Hey! No dunking, Curtis.","","Hey! No dunking, Curtis.","00:15:01","00:15:04"
3,2,310,"No...","","No...","00:15:05","00:15:06"
3,2,311,"dunking.","","dunking.","00:15:06","00:15:08"
3,2,312,"God, even her voice annoys me.","","God, even her voice annoys me.","00:15:08","00:15:11"
3,2,313,"Nails on a chalkboard.","","Nails on a chalkboard.","00:15:12","00:15:13"
3,2,314,"Don't worry, ladies, ten more minutes till showtime.","","Don't worry, ladies, ten more minutes till showtime.","00:15:13","00:15:16"
3,2,315,"Liz, will you get my back?","","Liz, will you get my back?","00:15:17","00:15:19"
3,2,316,"♪ I've done it again ♪","","♪ I've done it again ♪","00:15:23","00:15:25"
3,2,317,"♪ I've let you in ♪","","♪ I've let you in ♪","00:15:25","00:15:27"
3,2,318,"♪ To tear my heart in two... ♪","","♪ To tear my heart in two... ♪","00:15:27","00:15:29"
3,2,319,"Hey, Jill, I gotta use the restroom. Will you watch Holly for me?","","Hey, Jill, I gotta use the restroom. Will you watch Holly for me?","00:15:29","00:15:32"
3,2,320,"-Sure thing, hon. -Thanks.","","Sure thing, hon. Thanks.","00:15:32","00:15:33"
3,2,321,"Billy?","","Billy?","00:15:39","00:15:40"
3,2,322,"Billy?","","Billy?","00:15:52","00:15:53"
3,2,323,"I... [sighs]","[sighs]","I...","00:15:58","00:15:59"
3,2,324,"I understand if you're angry with me.","","I understand if you're angry with me.","00:16:00","00:16:03"
3,2,325,"I just...","","I just...","00:16:04","00:16:05"
3,2,326,"I wanted to explain...","","I wanted to explain...","00:16:06","00:16:07"
3,2,327,"[Billy exhales sharply]","[Billy exhales sharply]","","00:16:08","00:16:09"
3,2,328,"[echoing] ...why I didn't come last night.","[echoing]","...why I didn't come last night.","00:16:10","00:16:11"
3,2,329,"[Billy murmurs]","[Billy murmurs]","","00:16:12","00:16:13"
3,2,330,"It's not you, it's just...","","It's not you, it's just...","00:16:13","00:16:15"
3,2,331,"I have a family.","","I have a family.","00:16:16","00:16:18"
3,2,332,"[heartbeat pounding]","[heartbeat pounding]","","00:16:18","00:16:20"
3,2,333,"And I can't do anything that will hurt them.","","And I can't do anything that will hurt them.","00:16:21","00:16:23"
3,2,334,"You can understand that, right?","","You can understand that, right?","00:16:25","00:16:27"
3,2,335,"-But I shouldn't have said that-- -[grunts]","[grunts]","But I shouldn't have said that ","00:16:30","00:16:31"
3,2,336,"[Karen's voice echoes] Billy.","[Karen's voice echoes]","Billy.","00:16:35","00:16:36"
3,2,337,"[breathing rapidly]","[breathing rapidly]","","00:16:36","00:16:38"
3,2,338,"Billy...","","Billy...","00:16:39","00:16:39"
3,2,339,"Please, will you talk to me?","","Please, will you talk to me?","00:16:40","00:16:42"
3,2,340,"Stay away from me, Karen.","","Stay away from me, Karen.","00:16:45","00:16:47"
3,2,341,"-[electricity crackling] -[Billy grunts]","[electricity crackling] [Billy grunts]"," ","00:16:53","00:16:55"
3,2,342,"[panting]","[panting]","","00:16:56","00:16:58"
3,2,343,"[electric static hissing]","[electric static hissing]","","00:16:58","00:16:59"
3,2,344,"[distorted kids' voices]","[distorted kids' voices]","","00:17:03","00:17:04"
3,2,345,"Looking good, Billy. [voice echoes]","[voice echoes]","Looking good, Billy.","00:17:09","00:17:12"
3,2,346,"[both] Afternoon, Billy. [voices echo]","[both]","Afternoon, Billy.","00:17:14","00:17:16"
3,2,347,"[Billy sighs]","[Billy sighs]","","00:17:16","00:17:17"
3,2,348,"[breathes loudly]","[breathes loudly]","","00:17:20","00:17:21"
3,2,349,"[sharp exhale]","[sharp exhale]","","00:17:26","00:17:27"
3,2,350,"[nautical tune playing]","[nautical tune playing]","","00:17:36","00:17:39"
3,2,351,"Mmm.","","Mmm.","00:17:41","00:17:42"
3,2,352,"Can I try the peppermint stick?","","Can I try the peppermint stick?","00:17:44","00:17:45"
3,2,353,"Haven't you already tried the peppermint stick?","","Haven't you already tried the peppermint stick?","00:17:45","00:17:47"
3,2,354,"Yes, and I'd like to try it again.","","Yes, and I'd like to try it again.","00:17:48","00:17:50"
3,2,355,"Steve!","","Steve!","00:17:52","00:17:53"
3,2,356,"[male voice speaking Russian on recording]","[male voice speaking Russian on recording]","","00:17:53","00:17:56"
3,2,357,"[""Daisy Bell"" plays in background of recording]","","[""Daisy Bell"" plays in background of recording]","00:17:56","00:17:59"
3,2,358,"So what do you think?","","So what do you think?","00:18:03","00:18:04"
3,2,359,"-It sounded familiar. -What?","","It sounded familiar. What?","00:18:04","00:18:06"
3,2,360,"The music. The music right there at the end.","","The music. The music right there at the end.","00:18:06","00:18:09"
3,2,361,"Why are you listening to the music, Steve?","","Why are you listening to the music, Steve?","00:18:09","00:18:11"
3,2,362,"Listen to the Russian!","","Listen to the Russian!","00:18:11","00:18:12"
3,2,363,"-We're translating Russian! -I'm trying to listen to the Russian,","","We're translating Russian! I'm trying to listen to the Russian,","00:18:12","00:18:15"
3,2,364,"-but there's music-- -All right, babysitting time is over.","","but there's music All right, babysitting time is over.","00:18:15","00:18:17"
3,2,365,"You need to get in there.","","You need to get in there.","00:18:17","00:18:18"
3,2,366,"Hey, my board. That was important data, shitbirds.","","Hey, my board. That was important data, shitbirds.","00:18:19","00:18:21"
3,2,367,"I guarantee you, what we're doing is way more important than your data.","","I guarantee you, what we're doing is way more important than your data.","00:18:22","00:18:25"
3,2,368,"Yeah? And how do you know these Russians are up to no good anyways?","","Yeah? And how do you know these Russians are up to no good anyways?","00:18:25","00:18:28"
3,2,369,"-How does she know about the Russians? -I don't know.","","How does she know about the Russians? I don't know.","00:18:29","00:18:31"
3,2,370,"-You told her about-- -It wasn't me.","","You told her about It wasn't me.","00:18:31","00:18:32"
3,2,371,"Hello, I can hear you. Actually, I can hear everything.","","Hello, I can hear you. Actually, I can hear everything.","00:18:33","00:18:36"
