Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
10/15/2015 07:00:00 PM,24,3,4,12,5
10/15/2015 06:00:00 PM,92,15,8,44,25
10/15/2015 05:00:00 PM,210,21,24,108,57
10/15/2015 04:00:00 PM,167,19,25,74,49
10/15/2015 03:00:00 PM,139,12,18,65,44
10/15/2015 02:00:00 PM,93,7,8,43,35
10/15/2015 01:00:00 PM,86,7,8,34,37
10/15/2015 12:00:00 PM,84,10,17,27,30
10/15/2015 11:00:00 AM,88,17,12,38,21
10/15/2015 10:00:00 AM,76,10,12,23,31
10/15/2015 09:00:00 AM,89,10,14,22,43
10/15/2015 08:00:00 AM,105,13,11,30,51
10/15/2015 07:00:00 AM,97,12,7,17,61
10/15/2015 06:00:00 AM,64,6,6,7,45
10/15/2015 05:00:00 AM,23,7,3,0,13
10/15/2015 04:00:00 AM,10,1,2,1,6
10/15/2015 03:00:00 AM,1,0,0,1,0
10/15/2015 02:00:00 AM,1,0,1,0,0
10/15/2015 01:00:00 AM,0,0,0,0,0
10/15/2015 12:00:00 AM,0,0,0,0,0
10/14/2015 11:00:00 PM,3,0,0,3,0
10/14/2015 10:00:00 PM,7,1,1,2,3
10/14/2015 09:00:00 PM,5,0,0,5,0
10/14/2015 08:00:00 PM,15,0,0,9,6
10/14/2015 07:00:00 PM,11,0,1,6,4
10/14/2015 06:00:00 PM,67,10,7,35,15
10/14/2015 05:00:00 PM,182,18,17,100,47
10/14/2015 04:00:00 PM,167,13,23,81,50
10/14/2015 03:00:00 PM,109,12,14,64,19
10/14/2015 02:00:00 PM,81,13,13,29,26
10/14/2015 01:00:00 PM,66,20,15,14,17
10/14/2015 12:00:00 PM,48,5,8,19,16
10/14/2015 11:00:00 AM,68,12,14,22,20
10/14/2015 10:00:00 AM,59,9,8,23,19
10/14/2015 09:00:00 AM,75,9,14,18,34
10/14/2015 08:00:00 AM,100,19,16,16,49
10/14/2015 07:00:00 AM,99,12,8,19,60
10/14/2015 06:00:00 AM,62,6,5,5,46
10/14/2015 05:00:00 AM,26,2,2,3,19
10/14/2015 04:00:00 AM,10,0,1,1,8
10/14/2015 03:00:00 AM,2,1,0,1,0
10/14/2015 02:00:00 AM,1,0,0,1,0
10/14/2015 01:00:00 AM,0,0,0,0,0
10/14/2015 12:00:00 AM,0,0,0,0,0
10/13/2015 11:00:00 PM,2,0,0,2,0
10/13/2015 10:00:00 PM,4,0,0,2,2
10/13/2015 09:00:00 PM,7,3,0,2,2
10/13/2015 08:00:00 PM,14,0,1,7,6
10/13/2015 07:00:00 PM,15,1,1,11,2
10/13/2015 06:00:00 PM,63,13,6,32,12
10/13/2015 05:00:00 PM,177,21,25,96,35
10/13/2015 04:00:00 PM,138,18,13,65,42
10/13/2015 03:00:00 PM,96,7,13,49,27
10/13/2015 02:00:00 PM,65,7,6,27,25
10/13/2015 01:00:00 PM,54,7,7,19,21
10/13/2015 12:00:00 PM,45,8,11,15,11
10/13/2015 11:00:00 AM,45,11,8,19,7
10/13/2015 10:00:00 AM,51,15,15,11,10
10/13/2015 09:00:00 AM,59,7,9,19,24
10/13/2015 08:00:00 AM,98,15,15,24,44
10/13/2015 07:00:00 AM,95,17,7,25,46
10/13/2015 06:00:00 AM,59,4,5,7,43
10/13/2015 05:00:00 AM,20,3,2,1,14
10/13/2015 04:00:00 AM,11,1,2,3,5
10/13/2015 03:00:00 AM,1,0,0,1,0
10/13/2015 02:00:00 AM,0,0,0,0,0
10/13/2015 01:00:00 AM,0,0,0,0,0
10/13/2015 12:00:00 AM,0,0,0,0,0
10/12/2015 11:00:00 PM,2,0,0,2,0
10/12/2015 10:00:00 PM,3,1,1,1,0
10/12/2015 09:00:00 PM,1,0,0,0,1
10/12/2015 08:00:00 PM,10,0,0,6,4
10/12/2015 07:00:00 PM,17,1,0,14,2
10/12/2015 06:00:00 PM,51,10,11,23,7
10/12/2015 05:00:00 PM,149,17,10,91,31
10/12/2015 04:00:00 PM,145,17,17,79,32
10/12/2015 03:00:00 PM,83,8,14,47,14
10/12/2015 02:00:00 PM,55,10,11,20,14
10/12/2015 01:00:00 PM,78,8,9,25,36
10/12/2015 12:00:00 PM,62,17,13,15,17
10/12/2015 11:00:00 AM,46,11,10,10,15
10/12/2015 10:00:00 AM,73,14,15,21,23
10/12/2015 09:00:00 AM,79,12,9,23,35
10/12/2015 08:00:00 AM,78,7,7,14,50
10/12/2015 07:00:00 AM,91,18,9,8,56
10/12/2015 06:00:00 AM,60,4,5,5,46
10/12/2015 05:00:00 AM,22,0,1,3,18
10/12/2015 04:00:00 AM,6,0,1,0,5
10/12/2015 03:00:00 AM,3,0,0,2,1
10/12/2015 02:00:00 AM,0,0,0,0,0
10/12/2015 01:00:00 AM,0,0,0,0,0
10/12/2015 12:00:00 AM,0,0,0,0,0
10/11/2015 11:00:00 PM,1,0,0,1,0
10/11/2015 10:00:00 PM,4,1,0,2,1
10/11/2015 09:00:00 PM,2,0,2,0,0
10/11/2015 08:00:00 PM,3,1,0,2,0
10/11/2015 07:00:00 PM,7,0,1,1,5
10/11/2015 06:00:00 PM,43,5,5,11,22
10/11/2015 05:00:00 PM,87,12,9,24,42
10/11/2015 04:00:00 PM,148,22,12,47,67
10/11/2015 03:00:00 PM,231,23,20,88,100
10/11/2015 02:00:00 PM,303,29,26,121,127
10/11/2015 01:00:00 PM,243,29,29,102,83
10/11/2015 12:00:00 PM,152,22,28,60,42
10/11/2015 11:00:00 AM,173,28,29,64,52
10/11/2015 10:00:00 AM,142,32,37,45,28
10/11/2015 09:00:00 AM,173,35,38,53,47
10/11/2015 08:00:00 AM,100,28,28,23,21
10/11/2015 07:00:00 AM,61,17,24,12,8
10/11/2015 06:00:00 AM,11,5,3,2,1
10/11/2015 05:00:00 AM,2,0,1,1,0
10/11/2015 04:00:00 AM,1,0,0,1,0
10/11/2015 03:00:00 AM,1,0,0,0,1
10/11/2015 02:00:00 AM,1,0,1,0,0
10/11/2015 01:00:00 AM,0,0,0,0,0
10/11/2015 12:00:00 AM,0,0,0,0,0
10/10/2015 11:00:00 PM,0,0,0,0,0
10/10/2015 10:00:00 PM,1,1,0,0,0
10/10/2015 09:00:00 PM,3,0,1,2,0
10/10/2015 08:00:00 PM,3,1,0,2,0
10/10/2015 07:00:00 PM,7,2,1,1,3
10/10/2015 06:00:00 PM,17,4,3,5,5
10/10/2015 05:00:00 PM,34,11,12,3,8
10/10/2015 04:00:00 PM,49,16,17,11,5
10/10/2015 03:00:00 PM,39,12,13,9,5
10/10/2015 02:00:00 PM,34,9,2,10,13
10/10/2015 01:00:00 PM,52,13,14,10,15
10/10/2015 12:00:00 PM,45,14,14,11,6
10/10/2015 11:00:00 AM,46,10,10,15,11
10/10/2015 10:00:00 AM,33,9,4,7,13
10/10/2015 09:00:00 AM,77,20,16,17,24
10/10/2015 08:00:00 AM,78,22,18,20,18
10/10/2015 07:00:00 AM,53,13,22,10,8
10/10/2015 06:00:00 AM,6,0,0,3,3
10/10/2015 05:00:00 AM,0,0,0,0,0
10/10/2015 04:00:00 AM,4,0,0,0,4
10/10/2015 03:00:00 AM,1,0,0,1,0
10/10/2015 02:00:00 AM,0,0,0,0,0
10/10/2015 01:00:00 AM,1,0,0,0,1
10/10/2015 12:00:00 AM,1,0,0,1,0
10/09/2015 11:00:00 PM,3,2,0,1,0
10/09/2015 10:00:00 PM,4,0,0,3,1
10/09/2015 09:00:00 PM,1,0,0,1,0
10/09/2015 08:00:00 PM,4,2,0,2,0
10/09/2015 07:00:00 PM,14,0,0,7,7
10/09/2015 06:00:00 PM,59,10,2,29,18
10/09/2015 05:00:00 PM,119,15,17,57,30
10/09/2015 04:00:00 PM,132,9,13,79,31
10/09/2015 03:00:00 PM,74,9,10,41,14
10/09/2015 02:00:00 PM,52,8,6,19,19
10/09/2015 01:00:00 PM,51,12,6,16,17
10/09/2015 12:00:00 PM,47,11,10,19,7
10/09/2015 11:00:00 AM,45,10,9,9,17
10/09/2015 10:00:00 AM,57,12,12,19,14
10/09/2015 09:00:00 AM,67,9,11,19,28
10/09/2015 08:00:00 AM,89,14,5,23,47
10/09/2015 07:00:00 AM,83,11,10,14,48
10/09/2015 06:00:00 AM,49,5,7,7,30
10/09/2015 05:00:00 AM,20,1,0,3,16
10/09/2015 04:00:00 AM,8,0,1,1,6
10/09/2015 03:00:00 AM,2,0,0,2,0
10/09/2015 02:00:00 AM,0,0,0,0,0
10/09/2015 01:00:00 AM,0,0,0,0,0
10/09/2015 12:00:00 AM,2,0,0,2,0
10/08/2015 11:00:00 PM,2,1,0,1,0
10/08/2015 10:00:00 PM,5,0,1,3,1
10/08/2015 09:00:00 PM,3,0,0,3,0
10/08/2015 08:00:00 PM,7,1,1,2,3
10/08/2015 07:00:00 PM,26,1,2,18,5
10/08/2015 06:00:00 PM,68,12,5,30,21
10/08/2015 05:00:00 PM,188,14,26,101,47
10/08/2015 04:00:00 PM,163,16,19,82,46
10/08/2015 03:00:00 PM,79,10,8,46,15
10/08/2015 02:00:00 PM,68,7,8,37,16
10/08/2015 01:00:00 PM,61,13,7,14,27
10/08/2015 12:00:00 PM,60,8,13,20,19
10/08/2015 11:00:00 AM,49,10,4,20,15
10/08/2015 10:00:00 AM,67,17,18,18,14
10/08/2015 09:00:00 AM,75,11,14,24,26
10/08/2015 08:00:00 AM,116,16,14,28,58
10/08/2015 07:00:00 AM,108,15,13,27,53
10/08/2015 06:00:00 AM,72,7,6,9,50
10/08/2015 05:00:00 AM,24,5,3,0,16
10/08/2015 04:00:00 AM,7,0,1,2,4
10/08/2015 03:00:00 AM,2,0,0,2,0
10/08/2015 02:00:00 AM,1,0,0,0,1
10/08/2015 01:00:00 AM,0,0,0,0,0
10/08/2015 12:00:00 AM,0,0,0,0,0
10/07/2015 11:00:00 PM,2,2,0,0,0
10/07/2015 10:00:00 PM,8,1,3,4,0
10/07/2015 09:00:00 PM,9,0,3,2,4
10/07/2015 08:00:00 PM,7,1,0,3,3
10/07/2015 07:00:00 PM,18,2,3,10,3
10/07/2015 06:00:00 PM,50,19,6,21,4
10/07/2015 05:00:00 PM,118,15,18,66,19
10/07/2015 04:00:00 PM,82,8,13,47,14
10/07/2015 03:00:00 PM,42,4,6,28,4
10/07/2015 02:00:00 PM,27,7,8,5,7
10/07/2015 01:00:00 PM,23,6,4,9,4
10/07/2015 12:00:00 PM,20,5,6,6,3
10/07/2015 11:00:00 AM,16,4,6,3,3
10/07/2015 10:00:00 AM,26,11,5,1,9
10/07/2015 09:00:00 AM,42,6,8,10,18
10/07/2015 08:00:00 AM,55,10,4,8,33
10/07/2015 07:00:00 AM,69,12,9,8,40
10/07/2015 06:00:00 AM,52,8,4,6,34
10/07/2015 05:00:00 AM,25,2,4,2,17
10/07/2015 04:00:00 AM,7,0,1,0,6
10/07/2015 03:00:00 AM,1,0,0,1,0
10/07/2015 02:00:00 AM,1,0,0,1,0
10/07/2015 01:00:00 AM,0,0,0,0,0
10/07/2015 12:00:00 AM,0,0,0,0,0
10/06/2015 11:00:00 PM,3,0,0,3,0
10/06/2015 10:00:00 PM,11,1,2,4,4
10/06/2015 09:00:00 PM,6,0,0,6,0
10/06/2015 08:00:00 PM,7,2,1,4,0
10/06/2015 07:00:00 PM,17,2,0,10,5
10/06/2015 06:00:00 PM,93,12,9,46,26
10/06/2015 05:00:00 PM,172,12,22,102,36
10/06/2015 04:00:00 PM,167,11,19,89,48
10/06/2015 03:00:00 PM,119,13,13,66,27
10/06/2015 02:00:00 PM,68,13,8,25,22
10/06/2015 01:00:00 PM,67,6,7,24,30
10/06/2015 12:00:00 PM,71,18,10,16,27
10/06/2015 11:00:00 AM,70,15,12,30,13
10/06/2015 10:00:00 AM,56,16,15,17,8
10/06/2015 09:00:00 AM,90,15,14,24,37
10/06/2015 08:00:00 AM,111,13,9,22,67
10/06/2015 07:00:00 AM,128,14,11,34,69
10/06/2015 06:00:00 AM,71,7,3,11,50
10/06/2015 05:00:00 AM,25,3,3,0,19
10/06/2015 04:00:00 AM,15,0,0,6,9
10/06/2015 03:00:00 AM,0,0,0,0,0
10/06/2015 02:00:00 AM,1,0,0,0,1
10/06/2015 01:00:00 AM,0,0,0,0,0
10/06/2015 12:00:00 AM,0,0,0,0,0
10/05/2015 11:00:00 PM,2,1,0,1,0
10/05/2015 10:00:00 PM,4,0,1,3,0
10/05/2015 09:00:00 PM,11,1,1,4,5
10/05/2015 08:00:00 PM,12,1,0,8,3
10/05/2015 07:00:00 PM,20,1,0,13,6
10/05/2015 06:00:00 PM,71,9,7,28,27
10/05/2015 05:00:00 PM,220,22,20,115,63
10/05/2015 04:00:00 PM,227,24,23,126,54
10/05/2015 03:00:00 PM,129,9,17,61,42
10/05/2015 02:00:00 PM,109,13,10,39,47
10/05/2015 01:00:00 PM,97,13,11,42,31
10/05/2015 12:00:00 PM,103,25,15,36,27
10/05/2015 11:00:00 AM,83,21,16,31,15
10/05/2015 10:00:00 AM,97,21,19,26,31
10/05/2015 09:00:00 AM,77,13,13,26,25
10/05/2015 08:00:00 AM,136,12,12,35,77
10/05/2015 07:00:00 AM,107,7,7,18,75
10/05/2015 06:00:00 AM,86,12,8,13,53
10/05/2015 05:00:00 AM,23,2,1,6,14
10/05/2015 04:00:00 AM,9,0,2,3,4
10/05/2015 03:00:00 AM,2,0,0,0,2
10/05/2015 02:00:00 AM,0,0,0,0,0
10/05/2015 01:00:00 AM,0,0,0,0,0
10/05/2015 12:00:00 AM,0,0,0,0,0
10/04/2015 11:00:00 PM,2,0,0,2,0
10/04/2015 10:00:00 PM,4,0,2,2,0
10/04/2015 09:00:00 PM,3,0,0,1,2
10/04/2015 08:00:00 PM,6,1,1,3,1
10/04/2015 07:00:00 PM,19,4,0,7,8
10/04/2015 06:00:00 PM,53,10,7,16,20
10/04/2015 05:00:00 PM,126,19,16,34,57
10/04/2015 04:00:00 PM,228,30,21,90,87
10/04/2015 03:00:00 PM,241,18,17,90,116
10/04/2015 02:00:00 PM,305,23,17,111,154
10/04/2015 01:00:00 PM,239,27,11,91,110
10/04/2015 12:00:00 PM,248,27,21,121,79
10/04/2015 11:00:00 AM,226,39,28,91,68
10/04/2015 10:00:00 AM,227,35,35,82,75
10/04/2015 09:00:00 AM,209,37,43,72,57
10/04/2015 08:00:00 AM,131,48,30,36,17
10/04/2015 07:00:00 AM,46,11,13,10,12
10/04/2015 06:00:00 AM,18,4,5,6,3
10/04/2015 05:00:00 AM,1,0,1,0,0
10/04/2015 04:00:00 AM,0,0,0,0,0
10/04/2015 03:00:00 AM,0,0,0,0,0
10/04/2015 02:00:00 AM,1,0,0,1,0
10/04/2015 01:00:00 AM,3,1,1,1,0
10/04/2015 12:00:00 AM,0,0,0,0,0
10/03/2015 11:00:00 PM,5,0,0,4,1
10/03/2015 10:00:00 PM,7,3,2,2,0
10/03/2015 09:00:00 PM,4,1,1,0,2
10/03/2015 08:00:00 PM,3,0,0,0,3
10/03/2015 07:00:00 PM,11,0,1,3,7
10/03/2015 06:00:00 PM,45,6,5,14,20
10/03/2015 05:00:00 PM,129,17,15,43,54
10/03/2015 04:00:00 PM,172,21,20,64,67
10/03/2015 03:00:00 PM,227,12,13,98,104
10/03/2015 02:00:00 PM,186,24,25,64,73
10/03/2015 01:00:00 PM,188,12,13,95,68
10/03/2015 12:00:00 PM,218,14,9,107,88
10/03/2015 11:00:00 AM,187,31,29,69,58
10/03/2015 10:00:00 AM,200,35,45,69,51
10/03/2015 09:00:00 AM,143,31,21,50,41
10/03/2015 08:00:00 AM,112,29,36,30,17
10/03/2015 07:00:00 AM,65,14,20,18,13
10/03/2015 06:00:00 AM,22,5,7,4,6
10/03/2015 05:00:00 AM,3,1,0,0,2
10/03/2015 04:00:00 AM,0,0,0,0,0
10/03/2015 03:00:00 AM,0,0,0,0,0
10/03/2015 02:00:00 AM,0,0,0,0,0
10/03/2015 01:00:00 AM,1,0,0,0,1
10/03/2015 12:00:00 AM,0,0,0,0,0
10/02/2015 11:00:00 PM,6,1,0,5,0
10/02/2015 10:00:00 PM,4,0,0,2,2
10/02/2015 09:00:00 PM,5,1,1,3,0
10/02/2015 08:00:00 PM,2,0,0,1,1
10/02/2015 07:00:00 PM,13,0,0,11,2
10/02/2015 06:00:00 PM,52,7,5,27,13
10/02/2015 05:00:00 PM,134,18,18,77,21
10/02/2015 04:00:00 PM,110,15,12,61,22
10/02/2015 03:00:00 PM,70,6,11,38,15
10/02/2015 02:00:00 PM,42,7,6,17,12
10/02/2015 01:00:00 PM,65,11,8,33,13
10/02/2015 12:00:00 PM,67,19,13,18,17
10/02/2015 11:00:00 AM,44,11,13,6,14
10/02/2015 10:00:00 AM,42,7,8,14,13
10/02/2015 09:00:00 AM,67,10,19,14,24
10/02/2015 08:00:00 AM,89,14,13,16,46
10/02/2015 07:00:00 AM,83,10,5,17,51
10/02/2015 06:00:00 AM,70,4,9,14,43
10/02/2015 05:00:00 AM,17,3,0,2,12
10/02/2015 04:00:00 AM,9,1,2,2,4
10/02/2015 03:00:00 AM,1,0,0,1,0
10/02/2015 02:00:00 AM,0,0,0,0,0
10/02/2015 01:00:00 AM,3,0,0,1,2
10/02/2015 12:00:00 AM,2,0,1,1,0
10/01/2015 11:00:00 PM,1,0,0,1,0
10/01/2015 10:00:00 PM,1,1,0,0,0
10/01/2015 09:00:00 PM,6,0,0,5,1
10/01/2015 08:00:00 PM,12,0,1,11,0
10/01/2015 07:00:00 PM,23,3,2,11,7
10/01/2015 06:00:00 PM,110,15,14,46,35
10/01/2015 05:00:00 PM,204,17,18,111,58
10/01/2015 04:00:00 PM,181,12,17,102,50
10/01/2015 03:00:00 PM,118,10,14,56,38
10/01/2015 02:00:00 PM,96,8,6,46,36
10/01/2015 01:00:00 PM,83,19,14,32,18
10/01/2015 12:00:00 PM,61,12,8,19,22
10/01/2015 11:00:00 AM,99,23,22,32,22
10/01/2015 10:00:00 AM,92,16,9,22,45
10/01/2015 09:00:00 AM,104,13,13,28,50
10/01/2015 08:00:00 AM,108,12,8,24,64
10/01/2015 07:00:00 AM,62,7,5,10,40
10/01/2015 06:00:00 AM,24,5,3,2,14
10/01/2015 05:00:00 AM,9,0,0,3,6
10/01/2015 04:00:00 AM,1,0,0,0,1
10/01/2015 03:00:00 AM,0,0,0,0,0
10/01/2015 02:00:00 AM,1,0,0,1,0
10/01/2015 01:00:00 AM,0,0,0,0,0
10/01/2015 12:00:00 AM,0,0,0,0,0
09/30/2015 11:00:00 PM,3,0,0,3,0
09/30/2015 10:00:00 PM,6,0,0,3,3
09/30/2015 09:00:00 PM,12,1,2,4,5
09/30/2015 08:00:00 PM,29,3,3,13,10
09/30/2015 07:00:00 PM,115,17,14,57,27
09/30/2015 06:00:00 PM,250,32,28,119,71
09/30/2015 05:00:00 PM,227,28,31,114,54
09/30/2015 04:00:00 PM,109,7,13,67,22
09/30/2015 03:00:00 PM,77,6,10,36,25
09/30/2015 02:00:00 PM,50,5,7,18,20
09/30/2015 01:00:00 PM,76,14,12,23,27
09/30/2015 12:00:00 PM,71,11,15,24,21
09/30/2015 11:00:00 AM,43,7,4,15,17
09/30/2015 10:00:00 AM,77,14,10,18,35
09/30/2015 09:00:00 AM,96,9,10,21,56
09/30/2015 08:00:00 AM,121,9,8,24,80
09/30/2015 07:00:00 AM,85,8,5,15,57
09/30/2015 06:00:00 AM,21,3,1,3,14
09/30/2015 05:00:00 AM,13,0,1,1,11
09/30/2015 04:00:00 AM,0,0,0,0,0
09/30/2015 03:00:00 AM,1,0,0,1,0
09/30/2015 02:00:00 AM,1,0,1,0,0
09/30/2015 01:00:00 AM,0,0,0,0,0
09/30/2015 12:00:00 AM,1,0,0,1,0
09/29/2015 11:00:00 PM,3,0,0,2,1
09/29/2015 10:00:00 PM,5,0,0,4,1
09/29/2015 09:00:00 PM,17,0,0,14,3
09/29/2015 08:00:00 PM,31,3,1,17,10
09/29/2015 07:00:00 PM,134,23,15,53,43
09/29/2015 06:00:00 PM,279,25,26,156,72
09/29/2015 05:00:00 PM,243,22,28,120,73
09/29/2015 04:00:00 PM,143,16,17,68,42
09/29/2015 03:00:00 PM,98,7,11,38,42
09/29/2015 02:00:00 PM,111,11,6,61,33
09/29/2015 01:00:00 PM,107,13,10,45,39
09/29/2015 12:00:00 PM,88,18,18,18,34
09/29/2015 11:00:00 AM,93,15,14,37,27
09/29/2015 10:00:00 AM,117,18,22,30,47
09/29/2015 09:00:00 AM,103,10,8,22,63
09/29/2015 08:00:00 AM,110,7,5,24,74
09/29/2015 07:00:00 AM,80,6,5,16,53
09/29/2015 06:00:00 AM,21,3,2,3,13
09/29/2015 05:00:00 AM,11,0,1,5,5
09/29/2015 04:00:00 AM,0,0,0,0,0
09/29/2015 03:00:00 AM,1,0,0,0,1
09/29/2015 02:00:00 AM,0,0,0,0,0
09/29/2015 01:00:00 AM,2,0,0,1,1
09/29/2015 12:00:00 AM,3,0,0,3,0
09/28/2015 11:00:00 PM,1,0,0,1,0
09/28/2015 10:00:00 PM,5,0,0,3,2
09/28/2015 09:00:00 PM,11,2,0,4,5
09/28/2015 08:00:00 PM,25,1,2,17,5
09/28/2015 07:00:00 PM,99,25,19,37,18
09/28/2015 06:00:00 PM,213,26,28,112,47
09/28/2015 05:00:00 PM,222,33,38,94,57
09/28/2015 04:00:00 PM,139,17,21,69,32
09/28/2015 03:00:00 PM,107,13,8,45,41
09/28/2015 02:00:00 PM,101,14,11,46,30
09/28/2015 01:00:00 PM,79,15,18,28,18
09/28/2015 12:00:00 PM,88,13,15,23,37
09/28/2015 11:00:00 AM,91,16,18,28,29
09/28/2015 10:00:00 AM,68,10,10,20,28
09/28/2015 09:00:00 AM,112,12,9,22,69
09/28/2015 08:00:00 AM,95,5,7,16,67
09/28/2015 07:00:00 AM,60,11,4,6,39
09/28/2015 06:00:00 AM,24,1,2,0,21
09/28/2015 05:00:00 AM,8,0,1,2,5
09/28/2015 04:00:00 AM,3,0,0,0,3
09/28/2015 03:00:00 AM,1,0,0,1,0
09/28/2015 02:00:00 AM,0,0,0,0,0
09/28/2015 01:00:00 AM,0,0,0,0,0
09/28/2015 12:00:00 AM,2,2,0,0,0
09/27/2015 11:00:00 PM,4,0,1,1,2
09/27/2015 10:00:00 PM,0,0,0,0,0
09/27/2015 09:00:00 PM,3,1,0,1,1
09/27/2015 08:00:00 PM,20,3,2,5,10
09/27/2015 07:00:00 PM,56,11,13,11,21
09/27/2015 06:00:00 PM,123,23,15,49,36
09/27/2015 05:00:00 PM,158,0,26,61,71
09/27/2015 04:00:00 PM,154,10,16,52,76
09/27/2015 03:00:00 PM,221,22,16,104,79
09/27/2015 02:00:00 PM,193,19,18,62,94
09/27/2015 01:00:00 PM,187,17,16,84,70
09/27/2015 12:00:00 PM,199,32,21,82,64
09/27/2015 11:00:00 AM,174,27,24,70,53
09/27/2015 10:00:00 AM,115,0,39,38,38
09/27/2015 09:00:00 AM,123,40,26,23,34
09/27/2015 08:00:00 AM,66,13,18,23,12
09/27/2015 07:00:00 AM,30,2,9,13,6
09/27/2015 06:00:00 AM,5,2,1,1,1
09/27/2015 05:00:00 AM,4,0,0,3,1
09/27/2015 04:00:00 AM,0,0,0,0,0
09/27/2015 03:00:00 AM,1,0,0,1,0
09/27/2015 02:00:00 AM,0,0,0,0,0
09/27/2015 01:00:00 AM,3,1,1,1,0
09/27/2015 12:00:00 AM,6,3,3,0,0
09/26/2015 11:00:00 PM,0,0,0,0,0
09/26/2015 10:00:00 PM,3,2,1,0,0
09/26/2015 09:00:00 PM,9,0,1,3,5
09/26/2015 08:00:00 PM,25,3,1,12,9
09/26/2015 07:00:00 PM,74,8,6,27,33
09/26/2015 06:00:00 PM,135,24,16,52,43
09/26/2015 05:00:00 PM,154,12,15,70,57
09/26/2015 04:00:00 PM,123,13,7,46,57
09/26/2015 03:00:00 PM,199,21,15,78,85
09/26/2015 02:00:00 PM,209,24,19,76,90
09/26/2015 01:00:00 PM,194,23,17,69,85
09/26/2015 12:00:00 PM,219,29,20,79,91
09/26/2015 11:00:00 AM,196,28,33,78,57
09/26/2015 10:00:00 AM,165,23,26,58,58
09/26/2015 09:00:00 AM,115,18,33,38,26
09/26/2015 08:00:00 AM,80,10,13,32,25
09/26/2015 07:00:00 AM,32,7,7,12,6
09/26/2015 06:00:00 AM,6,0,0,1,5
09/26/2015 05:00:00 AM,0,0,0,0,0
09/26/2015 04:00:00 AM,1,1,0,0,0
09/26/2015 03:00:00 AM,0,0,0,0,0
09/26/2015 02:00:00 AM,2,2,0,0,0
09/26/2015 01:00:00 AM,0,0,0,0,0
09/26/2015 12:00:00 AM,3,0,0,3,0
09/25/2015 11:00:00 PM,1,0,0,1,0
09/25/2015 10:00:00 PM,2,1,0,0,1
09/25/2015 09:00:00 PM,5,1,2,1,1
09/25/2015 08:00:00 PM,9,1,1,4,3
09/25/2015 07:00:00 PM,61,9,8,23,21
09/25/2015 06:00:00 PM,112,12,14,53,33
09/25/2015 05:00:00 PM,117,21,17,50,29
09/25/2015 04:00:00 PM,87,12,16,38,21
09/25/2015 03:00:00 PM,49,4,5,21,19
09/25/2015 02:00:00 PM,56,9,11,21,15
09/25/2015 01:00:00 PM,67,17,15,23,12
09/25/2015 12:00:00 PM,62,14,11,15,22
09/25/2015 11:00:00 AM,38,5,11,7,15
09/25/2015 10:00:00 AM,52,17,7,11,17
09/25/2015 09:00:00 AM,65,11,10,16,28
09/25/2015 08:00:00 AM,63,9,2,10,42
09/25/2015 07:00:00 AM,46,9,7,4,26
09/25/2015 06:00:00 AM,19,3,3,4,9
09/25/2015 05:00:00 AM,4,0,1,1,2
09/25/2015 04:00:00 AM,1,0,0,1,0
09/25/2015 03:00:00 AM,0,0,0,0,0
09/25/2015 02:00:00 AM,2,0,0,0,2
09/25/2015 01:00:00 AM,4,1,0,2,1
09/25/2015 12:00:00 AM,3,0,1,2,0
09/24/2015 11:00:00 PM,2,0,0,2,0
09/24/2015 10:00:00 PM,12,3,2,7,0
09/24/2015 09:00:00 PM,11,2,1,5,3
09/24/2015 08:00:00 PM,25,3,5,12,5
09/24/2015 07:00:00 PM,128,24,13,54,37
09/24/2015 06:00:00 PM,217,15,25,125,52
09/24/2015 05:00:00 PM,190,18,14,98,60
09/24/2015 04:00:00 PM,108,7,15,54,32
09/24/2015 03:00:00 PM,96,11,6,42,37
09/24/2015 02:00:00 PM,97,9,19,38,31
09/24/2015 01:00:00 PM,102,21,19,30,32
09/24/2015 12:00:00 PM,86,18,9,30,29
09/24/2015 11:00:00 AM,87,19,17,23,28
09/24/2015 10:00:00 AM,76,13,10,17,36
09/24/2015 09:00:00 AM,98,10,13,24,51
09/24/2015 08:00:00 AM,115,11,6,21,77
09/24/2015 07:00:00 AM,68,10,8,13,37
09/24/2015 06:00:00 AM,22,2,1,4,15
09/24/2015 05:00:00 AM,8,0,0,2,6
09/24/2015 04:00:00 AM,1,0,0,0,1
09/24/2015 03:00:00 AM,0,0,0,0,0
09/24/2015 02:00:00 AM,0,0,0,0,0
09/24/2015 01:00:00 AM,0,0,0,0,0
09/24/2015 12:00:00 AM,1,0,0,1,0
09/23/2015 11:00:00 PM,3,0,0,3,0
09/23/2015 10:00:00 PM,5,2,0,1,2
09/23/2015 09:00:00 PM,10,2,1,3,4
09/23/2015 08:00:00 PM,41,7,4,18,12
09/23/2015 07:00:00 PM,141,15,19,63,44
09/23/2015 06:00:00 PM,264,23,23,146,72
09/23/2015 05:00:00 PM,218,16,21,116,65
09/23/2015 04:00:00 PM,161,13,21,74,53
09/23/2015 03:00:00 PM,92,7,9,38,38
09/23/2015 02:00:00 PM,78,8,10,33,27
09/23/2015 01:00:00 PM,83,14,15,29,25
09/23/2015 12:00:00 PM,79,13,13,24,29
09/23/2015 11:00:00 AM,82,12,13,28,29
