Date,Chief Sealth TRL North of Thistle Total,Ped South,Ped North,Bike South,Bike North
12/13/2014 01:00:00 PM,3,0,3,0,0
12/13/2014 02:00:00 PM,12,5,4,3,0
12/13/2014 03:00:00 PM,2,1,1,0,0
12/13/2014 04:00:00 PM,8,4,4,0,0
12/13/2014 05:00:00 PM,1,0,0,1,0
12/13/2014 06:00:00 PM,0,0,0,0,0
12/13/2014 07:00:00 PM,0,0,0,0,0
12/13/2014 08:00:00 PM,0,0,0,0,0
12/13/2014 09:00:00 PM,0,0,0,0,0
12/13/2014 10:00:00 PM,0,0,0,0,0
12/13/2014 11:00:00 PM,0,0,0,0,0
12/14/2014 12:00:00 AM,0,0,0,0,0
12/14/2014 01:00:00 AM,0,0,0,0,0
12/14/2014 02:00:00 AM,0,0,0,0,0
12/14/2014 03:00:00 AM,0,0,0,0,0
12/14/2014 04:00:00 AM,0,0,0,0,0
12/14/2014 05:00:00 AM,0,0,0,0,0
12/14/2014 06:00:00 AM,1,1,0,0,0
12/14/2014 07:00:00 AM,0,0,0,0,0
12/14/2014 08:00:00 AM,4,1,1,2,0
12/14/2014 09:00:00 AM,10,2,4,2,2
12/14/2014 10:00:00 AM,8,4,3,1,0
12/14/2014 11:00:00 AM,12,5,4,1,2
12/14/2014 12:00:00 PM,4,0,0,2,2
12/14/2014 01:00:00 PM,4,2,0,2,0
12/14/2014 02:00:00 PM,3,0,0,1,2
12/14/2014 03:00:00 PM,2,0,0,1,1
12/14/2014 04:00:00 PM,4,1,2,1,0
12/14/2014 05:00:00 PM,1,0,0,1,0
12/14/2014 06:00:00 PM,0,0,0,0,0
12/14/2014 07:00:00 PM,0,0,0,0,0
12/14/2014 08:00:00 PM,0,0,0,0,0
12/14/2014 09:00:00 PM,1,0,0,1,0
12/14/2014 10:00:00 PM,0,0,0,0,0
12/14/2014 11:00:00 PM,0,0,0,0,0
12/15/2014 12:00:00 AM,0,0,0,0,0
12/15/2014 01:00:00 AM,0,0,0,0,0
12/15/2014 02:00:00 AM,0,0,0,0,0
12/15/2014 03:00:00 AM,0,0,0,0,0
12/15/2014 04:00:00 AM,0,0,0,0,0
12/15/2014 05:00:00 AM,0,0,0,0,0
12/15/2014 06:00:00 AM,1,0,1,0,0
12/15/2014 07:00:00 AM,5,0,1,1,3
12/15/2014 08:00:00 AM,3,0,1,1,1
12/15/2014 09:00:00 AM,1,0,1,0,0
12/15/2014 10:00:00 AM,3,1,0,0,2
12/15/2014 11:00:00 AM,5,3,2,0,0
12/15/2014 12:00:00 PM,4,0,3,1,0
12/15/2014 01:00:00 PM,1,0,0,1,0
12/15/2014 02:00:00 PM,5,0,1,1,3
12/15/2014 03:00:00 PM,5,2,1,1,1
12/15/2014 04:00:00 PM,5,0,2,0,3
12/15/2014 05:00:00 PM,5,1,1,3,0
12/15/2014 06:00:00 PM,1,0,0,1,0
12/15/2014 07:00:00 PM,1,0,0,1,0
12/15/2014 08:00:00 PM,11,5,6,0,0
12/15/2014 09:00:00 PM,0,0,0,0,0
12/15/2014 10:00:00 PM,0,0,0,0,0
12/15/2014 11:00:00 PM,0,0,0,0,0
12/16/2014 12:00:00 AM,0,0,0,0,0
12/16/2014 01:00:00 AM,0,0,0,0,0
12/16/2014 02:00:00 AM,0,0,0,0,0
12/16/2014 03:00:00 AM,0,0,0,0,0
12/16/2014 04:00:00 AM,0,0,0,0,0
12/16/2014 05:00:00 AM,0,0,0,0,0
12/16/2014 06:00:00 AM,3,0,1,1,1
12/16/2014 07:00:00 AM,6,2,0,1,3
12/16/2014 08:00:00 AM,4,0,2,1,1
12/16/2014 09:00:00 AM,1,0,0,0,1
12/16/2014 10:00:00 AM,1,1,0,0,0
12/16/2014 11:00:00 AM,6,3,3,0,0
12/16/2014 12:00:00 PM,0,0,0,0,0
12/16/2014 01:00:00 PM,4,1,2,1,0
12/16/2014 02:00:00 PM,0,0,0,0,0
12/16/2014 03:00:00 PM,4,1,3,0,0
12/16/2014 04:00:00 PM,4,2,1,0,1
12/16/2014 05:00:00 PM,3,0,0,2,1
12/16/2014 06:00:00 PM,3,0,1,1,1
12/16/2014 07:00:00 PM,9,4,4,1,0
12/16/2014 08:00:00 PM,0,0,0,0,0
12/16/2014 09:00:00 PM,0,0,0,0,0
12/16/2014 10:00:00 PM,0,0,0,0,0
12/16/2014 11:00:00 PM,1,0,1,0,0
12/17/2014 12:00:00 AM,0,0,0,0,0
12/17/2014 01:00:00 AM,0,0,0,0,0
12/17/2014 02:00:00 AM,0,0,0,0,0
12/17/2014 03:00:00 AM,0,0,0,0,0
12/17/2014 04:00:00 AM,0,0,0,0,0
12/17/2014 05:00:00 AM,0,0,0,0,0
12/17/2014 06:00:00 AM,1,0,1,0,0
12/17/2014 07:00:00 AM,5,1,1,1,2
12/17/2014 08:00:00 AM,4,1,1,0,2
12/17/2014 09:00:00 AM,6,1,3,1,1
12/17/2014 10:00:00 AM,0,0,0,0,0
12/17/2014 11:00:00 AM,8,0,3,0,5
12/17/2014 12:00:00 PM,6,3,1,1,1
12/17/2014 01:00:00 PM,2,1,1,0,0
12/17/2014 02:00:00 PM,3,1,1,1,0
12/17/2014 03:00:00 PM,2,0,1,1,0
12/17/2014 04:00:00 PM,6,2,3,0,1
12/17/2014 05:00:00 PM,8,2,5,1,0
12/17/2014 06:00:00 PM,0,0,0,0,0
12/17/2014 07:00:00 PM,0,0,0,0,0
12/17/2014 08:00:00 PM,1,0,0,1,0
12/17/2014 09:00:00 PM,1,0,0,1,0
12/17/2014 10:00:00 PM,0,0,0,0,0
12/17/2014 11:00:00 PM,4,2,2,0,0
12/18/2014 12:00:00 AM,0,0,0,0,0
12/18/2014 01:00:00 AM,0,0,0,0,0
12/18/2014 02:00:00 AM,0,0,0,0,0
12/18/2014 03:00:00 AM,0,0,0,0,0
12/18/2014 04:00:00 AM,0,0,0,0,0
12/18/2014 05:00:00 AM,1,1,0,0,0
12/18/2014 06:00:00 AM,2,0,1,0,1
12/18/2014 07:00:00 AM,3,0,0,1,2
12/18/2014 08:00:00 AM,7,2,2,1,2
12/18/2014 09:00:00 AM,4,1,3,0,0
12/18/2014 10:00:00 AM,1,0,1,0,0
12/18/2014 11:00:00 AM,0,0,0,0,0
12/18/2014 12:00:00 PM,1,1,0,0,0
12/18/2014 01:00:00 PM,1,0,0,0,1
12/18/2014 02:00:00 PM,3,1,1,0,1
12/18/2014 03:00:00 PM,1,0,1,0,0
12/18/2014 04:00:00 PM,4,0,2,1,1
12/18/2014 05:00:00 PM,4,2,0,2,0
12/18/2014 06:00:00 PM,1,0,0,1,0
12/18/2014 07:00:00 PM,1,0,0,1,0
12/18/2014 08:00:00 PM,0,0,0,0,0
12/18/2014 09:00:00 PM,0,0,0,0,0
12/18/2014 10:00:00 PM,0,0,0,0,0
12/18/2014 11:00:00 PM,0,0,0,0,0
12/19/2014 12:00:00 AM,0,0,0,0,0
12/19/2014 01:00:00 AM,0,0,0,0,0
12/19/2014 02:00:00 AM,0,0,0,0,0
12/19/2014 03:00:00 AM,0,0,0,0,0
12/19/2014 04:00:00 AM,0,0,0,0,0
12/19/2014 05:00:00 AM,0,0,0,0,0
12/19/2014 06:00:00 AM,0,0,0,0,0
12/19/2014 07:00:00 AM,7,1,2,2,2
12/19/2014 08:00:00 AM,3,1,1,0,1
12/19/2014 09:00:00 AM,2,1,0,0,1
12/19/2014 10:00:00 AM,3,0,2,1,0
12/19/2014 11:00:00 AM,3,3,0,0,0
12/19/2014 12:00:00 PM,1,0,0,1,0
12/19/2014 01:00:00 PM,0,0,0,0,0
12/19/2014 02:00:00 PM,3,1,2,0,0
12/19/2014 03:00:00 PM,2,0,2,0,0
12/19/2014 04:00:00 PM,2,1,0,1,0
12/19/2014 05:00:00 PM,6,1,1,2,2
12/19/2014 06:00:00 PM,3,0,1,1,1
12/19/2014 07:00:00 PM,0,0,0,0,0
12/19/2014 08:00:00 PM,0,0,0,0,0
12/19/2014 09:00:00 PM,1,0,0,1,0
12/19/2014 10:00:00 PM,0,0,0,0,0
12/19/2014 11:00:00 PM,0,0,0,0,0
12/20/2014 12:00:00 AM,0,0,0,0,0
12/20/2014 01:00:00 AM,0,0,0,0,0
12/20/2014 02:00:00 AM,0,0,0,0,0
12/20/2014 03:00:00 AM,0,0,0,0,0
12/20/2014 04:00:00 AM,1,1,0,0,0
12/20/2014 05:00:00 AM,0,0,0,0,0
12/20/2014 06:00:00 AM,0,0,0,0,0
12/20/2014 07:00:00 AM,0,0,0,0,0
12/20/2014 08:00:00 AM,1,0,1,0,0
12/20/2014 09:00:00 AM,1,0,1,0,0
12/20/2014 10:00:00 AM,1,0,1,0,0
12/20/2014 11:00:00 AM,1,1,0,0,0
12/20/2014 12:00:00 PM,2,0,0,1,1
12/20/2014 01:00:00 PM,1,0,1,0,0
12/20/2014 02:00:00 PM,1,0,0,1,0
12/20/2014 03:00:00 PM,0,0,0,0,0
12/20/2014 04:00:00 PM,0,0,0,0,0
12/20/2014 05:00:00 PM,0,0,0,0,0
12/20/2014 06:00:00 PM,0,0,0,0,0
12/20/2014 07:00:00 PM,3,0,0,2,1
12/20/2014 08:00:00 PM,0,0,0,0,0
12/20/2014 09:00:00 PM,0,0,0,0,0
12/20/2014 10:00:00 PM,0,0,0,0,0
12/20/2014 11:00:00 PM,0,0,0,0,0
12/21/2014 12:00:00 AM,0,0,0,0,0
12/21/2014 01:00:00 AM,0,0,0,0,0
12/21/2014 02:00:00 AM,0,0,0,0,0
12/21/2014 03:00:00 AM,0,0,0,0,0
12/21/2014 04:00:00 AM,0,0,0,0,0
12/21/2014 05:00:00 AM,0,0,0,0,0
12/21/2014 06:00:00 AM,1,0,1,0,0
12/21/2014 07:00:00 AM,1,0,1,0,0
12/21/2014 08:00:00 AM,2,1,1,0,0
12/21/2014 09:00:00 AM,2,1,1,0,0
12/21/2014 10:00:00 AM,3,0,1,2,0
12/21/2014 11:00:00 AM,8,1,1,2,4
12/21/2014 12:00:00 PM,2,0,1,0,1
12/21/2014 01:00:00 PM,2,1,0,1,0
12/21/2014 02:00:00 PM,3,0,1,2,0
12/21/2014 03:00:00 PM,3,0,1,1,1
12/21/2014 04:00:00 PM,10,5,5,0,0
12/21/2014 05:00:00 PM,0,0,0,0,0
12/21/2014 06:00:00 PM,0,0,0,0,0
12/21/2014 07:00:00 PM,0,0,0,0,0
12/21/2014 08:00:00 PM,0,0,0,0,0
12/21/2014 09:00:00 PM,0,0,0,0,0
12/21/2014 10:00:00 PM,0,0,0,0,0
12/21/2014 11:00:00 PM,0,0,0,0,0
12/22/2014 12:00:00 AM,0,0,0,0,0
12/22/2014 01:00:00 AM,0,0,0,0,0
12/22/2014 02:00:00 AM,0,0,0,0,0
12/22/2014 03:00:00 AM,0,0,0,0,0
12/22/2014 04:00:00 AM,0,0,0,0,0
12/22/2014 05:00:00 AM,0,0,0,0,0
12/22/2014 06:00:00 AM,1,0,1,0,0
12/22/2014 07:00:00 AM,4,0,1,0,3
12/22/2014 08:00:00 AM,1,0,0,0,1
12/22/2014 09:00:00 AM,3,1,2,0,0
12/22/2014 10:00:00 AM,7,3,2,2,0
12/22/2014 11:00:00 AM,1,0,1,0,0
12/22/2014 12:00:00 PM,0,0,0,0,0
12/22/2014 01:00:00 PM,1,0,0,1,0
12/22/2014 02:00:00 PM,1,0,0,0,1
12/22/2014 03:00:00 PM,2,1,1,0,0
12/22/2014 04:00:00 PM,0,0,0,0,0
12/22/2014 05:00:00 PM,6,0,1,4,1
12/22/2014 06:00:00 PM,0,0,0,0,0
12/22/2014 07:00:00 PM,0,0,0,0,0
12/22/2014 08:00:00 PM,1,0,0,1,0
12/22/2014 09:00:00 PM,1,0,0,1,0
12/22/2014 10:00:00 PM,0,0,0,0,0
12/22/2014 11:00:00 PM,0,0,0,0,0
12/23/2014 12:00:00 AM,0,0,0,0,0
12/23/2014 01:00:00 AM,0,0,0,0,0
12/23/2014 02:00:00 AM,0,0,0,0,0
12/23/2014 03:00:00 AM,0,0,0,0,0
12/23/2014 04:00:00 AM,0,0,0,0,0
12/23/2014 05:00:00 AM,0,0,0,0,0
12/23/2014 06:00:00 AM,2,0,1,0,1
12/23/2014 07:00:00 AM,4,0,3,1,0
12/23/2014 08:00:00 AM,2,1,1,0,0
12/23/2014 09:00:00 AM,1,0,1,0,0
12/23/2014 10:00:00 AM,0,0,0,0,0
12/23/2014 11:00:00 AM,1,0,0,0,1
12/23/2014 12:00:00 PM,5,1,1,0,3
12/23/2014 01:00:00 PM,2,1,1,0,0
12/23/2014 02:00:00 PM,2,1,1,0,0
12/23/2014 03:00:00 PM,0,0,0,0,0
12/23/2014 04:00:00 PM,0,0,0,0,0
12/23/2014 05:00:00 PM,5,1,1,2,1
12/23/2014 06:00:00 PM,0,0,0,0,0
12/23/2014 07:00:00 PM,0,0,0,0,0
12/23/2014 08:00:00 PM,0,0,0,0,0
12/23/2014 09:00:00 PM,0,0,0,0,0
12/23/2014 10:00:00 PM,0,0,0,0,0
12/23/2014 11:00:00 PM,0,0,0,0,0
12/24/2014 12:00:00 AM,0,0,0,0,0
12/24/2014 01:00:00 AM,0,0,0,0,0
12/24/2014 02:00:00 AM,0,0,0,0,0
12/24/2014 03:00:00 AM,0,0,0,0,0
12/24/2014 04:00:00 AM,0,0,0,0,0
12/24/2014 05:00:00 AM,0,0,0,0,0
12/24/2014 06:00:00 AM,1,0,1,0,0
12/24/2014 07:00:00 AM,4,1,2,0,1
12/24/2014 08:00:00 AM,0,0,0,0,0
12/24/2014 09:00:00 AM,1,0,1,0,0
12/24/2014 10:00:00 AM,0,0,0,0,0
12/24/2014 11:00:00 AM,3,1,2,0,0
12/24/2014 12:00:00 PM,0,0,0,0,0
12/24/2014 01:00:00 PM,2,0,1,1,0
12/24/2014 02:00:00 PM,0,0,0,0,0
12/24/2014 03:00:00 PM,3,1,1,0,1
12/24/2014 04:00:00 PM,3,1,2,0,0
12/24/2014 05:00:00 PM,1,0,0,1,0
12/24/2014 06:00:00 PM,0,0,0,0,0
12/24/2014 07:00:00 PM,0,0,0,0,0
12/24/2014 08:00:00 PM,1,1,0,0,0
12/24/2014 09:00:00 PM,0,0,0,0,0
12/24/2014 10:00:00 PM,0,0,0,0,0
12/24/2014 11:00:00 PM,0,0,0,0,0
12/25/2014 12:00:00 AM,0,0,0,0,0
12/25/2014 01:00:00 AM,0,0,0,0,0
12/25/2014 02:00:00 AM,0,0,0,0,0
12/25/2014 03:00:00 AM,0,0,0,0,0
12/25/2014 04:00:00 AM,0,0,0,0,0
12/25/2014 05:00:00 AM,0,0,0,0,0
12/25/2014 06:00:00 AM,1,0,1,0,0
12/25/2014 07:00:00 AM,0,0,0,0,0
12/25/2014 08:00:00 AM,4,1,3,0,0
12/25/2014 09:00:00 AM,4,2,2,0,0
12/25/2014 10:00:00 AM,3,3,0,0,0
12/25/2014 11:00:00 AM,2,0,0,2,0
12/25/2014 12:00:00 PM,2,1,1,0,0
12/25/2014 01:00:00 PM,0,0,0,0,0
12/25/2014 02:00:00 PM,4,1,1,0,2
12/25/2014 03:00:00 PM,16,8,7,1,0
12/25/2014 04:00:00 PM,2,0,1,1,0
12/25/2014 05:00:00 PM,3,2,1,0,0
12/25/2014 06:00:00 PM,0,0,0,0,0
12/25/2014 07:00:00 PM,0,0,0,0,0
12/25/2014 08:00:00 PM,0,0,0,0,0
12/25/2014 09:00:00 PM,0,0,0,0,0
12/25/2014 10:00:00 PM,0,0,0,0,0
12/25/2014 11:00:00 PM,0,0,0,0,0
12/26/2014 12:00:00 AM,0,0,0,0,0
12/26/2014 01:00:00 AM,0,0,0,0,0
12/26/2014 02:00:00 AM,0,0,0,0,0
12/26/2014 03:00:00 AM,0,0,0,0,0
12/26/2014 04:00:00 AM,0,0,0,0,0
12/26/2014 05:00:00 AM,0,0,0,0,0
12/26/2014 06:00:00 AM,0,0,0,0,0
12/26/2014 07:00:00 AM,2,0,2,0,0
12/26/2014 08:00:00 AM,2,1,0,1,0
12/26/2014 09:00:00 AM,6,1,5,0,0
12/26/2014 10:00:00 AM,2,0,1,1,0
12/26/2014 11:00:00 AM,3,1,2,0,0
12/26/2014 12:00:00 PM,1,0,1,0,0
12/26/2014 01:00:00 PM,0,0,0,0,0
12/26/2014 02:00:00 PM,3,0,1,2,0
12/26/2014 03:00:00 PM,3,0,1,0,2
12/26/2014 04:00:00 PM,2,0,0,1,1
12/26/2014 05:00:00 PM,1,0,0,1,0
12/26/2014 06:00:00 PM,1,0,1,0,0
12/26/2014 07:00:00 PM,1,0,0,1,0
12/26/2014 08:00:00 PM,4,0,1,2,1
12/26/2014 09:00:00 PM,0,0,0,0,0
12/26/2014 10:00:00 PM,0,0,0,0,0
12/26/2014 11:00:00 PM,1,0,0,0,1
12/27/2014 12:00:00 AM,0,0,0,0,0
12/27/2014 01:00:00 AM,0,0,0,0,0
12/27/2014 02:00:00 AM,0,0,0,0,0
12/27/2014 03:00:00 AM,0,0,0,0,0
12/27/2014 04:00:00 AM,0,0,0,0,0
12/27/2014 05:00:00 AM,0,0,0,0,0
12/27/2014 06:00:00 AM,0,0,0,0,0
12/27/2014 07:00:00 AM,0,0,0,0,0
12/27/2014 08:00:00 AM,1,0,1,0,0
12/27/2014 09:00:00 AM,1,0,1,0,0
12/27/2014 10:00:00 AM,2,0,1,0,1
12/27/2014 11:00:00 AM,0,0,0,0,0
12/27/2014 12:00:00 PM,0,0,0,0,0
12/27/2014 01:00:00 PM,0,0,0,0,0
12/27/2014 02:00:00 PM,0,0,0,0,0
12/27/2014 03:00:00 PM,0,0,0,0,0
12/27/2014 04:00:00 PM,0,0,0,0,0
12/27/2014 05:00:00 PM,2,0,0,1,1
12/27/2014 06:00:00 PM,0,0,0,0,0
12/27/2014 07:00:00 PM,0,0,0,0,0
12/27/2014 08:00:00 PM,0,0,0,0,0
12/27/2014 09:00:00 PM,0,0,0,0,0
12/27/2014 10:00:00 PM,0,0,0,0,0
12/27/2014 11:00:00 PM,0,0,0,0,0
12/28/2014 12:00:00 AM,0,0,0,0,0
12/28/2014 01:00:00 AM,0,0,0,0,0
12/28/2014 02:00:00 AM,0,0,0,0,0
12/28/2014 03:00:00 AM,0,0,0,0,0
12/28/2014 04:00:00 AM,0,0,0,0,0
12/28/2014 05:00:00 AM,0,0,0,0,0
12/28/2014 06:00:00 AM,0,0,0,0,0
12/28/2014 07:00:00 AM,2,1,1,0,0
12/28/2014 08:00:00 AM,0,0,0,0,0
12/28/2014 09:00:00 AM,4,0,1,1,2
12/28/2014 10:00:00 AM,4,2,1,1,0
12/28/2014 11:00:00 AM,9,2,5,0,2
12/28/2014 12:00:00 PM,6,1,2,2,1
12/28/2014 01:00:00 PM,3,0,2,0,1
12/28/2014 02:00:00 PM,1,0,0,0,1
12/28/2014 03:00:00 PM,1,0,1,0,0
12/28/2014 04:00:00 PM,2,1,1,0,0
12/28/2014 05:00:00 PM,1,1,0,0,0
12/28/2014 06:00:00 PM,0,0,0,0,0
12/28/2014 07:00:00 PM,0,0,0,0,0
12/28/2014 08:00:00 PM,0,0,0,0,0
12/28/2014 09:00:00 PM,0,0,0,0,0
12/28/2014 10:00:00 PM,0,0,0,0,0
12/28/2014 11:00:00 PM,0,0,0,0,0
12/29/2014 12:00:00 AM,0,0,0,0,0
12/29/2014 01:00:00 AM,0,0,0,0,0
12/29/2014 02:00:00 AM,0,0,0,0,0
12/29/2014 03:00:00 AM,1,1,0,0,0
12/29/2014 04:00:00 AM,0,0,0,0,0
12/29/2014 05:00:00 AM,0,0,0,0,0
12/29/2014 06:00:00 AM,0,0,0,0,0
12/29/2014 07:00:00 AM,6,1,2,0,3
12/29/2014 08:00:00 AM,2,1,0,0,1
12/29/2014 09:00:00 AM,3,1,2,0,0
12/29/2014 10:00:00 AM,1,1,0,0,0
12/29/2014 11:00:00 AM,0,0,0,0,0
12/29/2014 12:00:00 PM,0,0,0,0,0
12/29/2014 01:00:00 PM,7,0,1,2,4
12/29/2014 02:00:00 PM,3,2,1,0,0
12/29/2014 03:00:00 PM,4,3,1,0,0
12/29/2014 04:00:00 PM,0,0,0,0,0
12/29/2014 05:00:00 PM,1,0,0,1,0
12/29/2014 06:00:00 PM,1,0,0,1,0
12/29/2014 07:00:00 PM,0,0,0,0,0
12/29/2014 08:00:00 PM,1,0,0,1,0
12/29/2014 09:00:00 PM,1,0,0,1,0
12/29/2014 10:00:00 PM,0,0,0,0,0
12/29/2014 11:00:00 PM,0,0,0,0,0
12/30/2014 12:00:00 AM,0,0,0,0,0
12/30/2014 01:00:00 AM,0,0,0,0,0
12/30/2014 02:00:00 AM,0,0,0,0,0
12/30/2014 03:00:00 AM,0,0,0,0,0
12/30/2014 04:00:00 AM,0,0,0,0,0
12/30/2014 05:00:00 AM,0,0,0,0,0
12/30/2014 06:00:00 AM,1,0,1,0,0
12/30/2014 07:00:00 AM,3,0,2,0,1
12/30/2014 08:00:00 AM,2,2,0,0,0
12/30/2014 09:00:00 AM,5,2,3,0,0
12/30/2014 10:00:00 AM,2,0,2,0,0
12/30/2014 11:00:00 AM,2,1,1,0,0
12/30/2014 12:00:00 PM,2,0,2,0,0
12/30/2014 01:00:00 PM,3,1,1,0,1
12/30/2014 02:00:00 PM,1,0,0,0,1
12/30/2014 03:00:00 PM,2,1,1,0,0
12/30/2014 04:00:00 PM,1,0,1,0,0
12/30/2014 05:00:00 PM,3,2,0,1,0
12/30/2014 06:00:00 PM,1,1,0,0,0
12/30/2014 07:00:00 PM,0,0,0,0,0
12/30/2014 08:00:00 PM,0,0,0,0,0
12/30/2014 09:00:00 PM,0,0,0,0,0
12/30/2014 10:00:00 PM,0,0,0,0,0
12/30/2014 11:00:00 PM,0,0,0,0,0
12/31/2014 12:00:00 AM,0,0,0,0,0
12/31/2014 01:00:00 AM,0,0,0,0,0
12/31/2014 02:00:00 AM,0,0,0,0,0
12/31/2014 03:00:00 AM,0,0,0,0,0
12/31/2014 04:00:00 AM,1,1,0,0,0
12/31/2014 05:00:00 AM,0,0,0,0,0
12/31/2014 06:00:00 AM,1,0,1,0,0
12/31/2014 07:00:00 AM,1,0,0,0,1
12/31/2014 08:00:00 AM,0,0,0,0,0
12/31/2014 09:00:00 AM,4,0,4,0,0
12/31/2014 10:00:00 AM,3,3,0,0,0
12/31/2014 11:00:00 AM,5,2,2,1,0
12/31/2014 12:00:00 PM,8,2,2,3,1
12/31/2014 01:00:00 PM,1,0,1,0,0
12/31/2014 02:00:00 PM,2,1,1,0,0
12/31/2014 03:00:00 PM,3,2,1,0,0
12/31/2014 04:00:00 PM,1,0,0,0,1
12/31/2014 05:00:00 PM,1,0,0,1,0
12/31/2014 06:00:00 PM,0,0,0,0,0
12/31/2014 07:00:00 PM,0,0,0,0,0
12/31/2014 08:00:00 PM,0,0,0,0,0
12/31/2014 09:00:00 PM,0,0,0,0,0
12/31/2014 10:00:00 PM,0,0,0,0,0
12/31/2014 11:00:00 PM,0,0,0,0,0
01/01/2015 12:00:00 AM,0,0,0,0,0
01/01/2015 01:00:00 AM,0,0,0,0,0
01/01/2015 02:00:00 AM,1,0,0,1,0
01/01/2015 03:00:00 AM,0,0,0,0,0
01/01/2015 04:00:00 AM,0,0,0,0,0
01/01/2015 05:00:00 AM,0,0,0,0,0
01/01/2015 06:00:00 AM,0,0,0,0,0
01/01/2015 07:00:00 AM,0,0,0,0,0
01/01/2015 08:00:00 AM,1,1,0,0,0
01/01/2015 09:00:00 AM,3,0,3,0,0
01/01/2015 10:00:00 AM,3,1,2,0,0
01/01/2015 11:00:00 AM,3,2,1,0,0
01/01/2015 12:00:00 PM,4,1,1,2,0
01/01/2015 01:00:00 PM,1,0,1,0,0
01/01/2015 02:00:00 PM,7,3,3,0,1
01/01/2015 03:00:00 PM,4,1,2,1,0
01/01/2015 04:00:00 PM,1,0,0,1,0
01/01/2015 05:00:00 PM,4,2,2,0,0
01/01/2015 06:00:00 PM,0,0,0,0,0
01/01/2015 07:00:00 PM,1,0,0,1,0
01/01/2015 08:00:00 PM,0,0,0,0,0
01/01/2015 09:00:00 PM,0,0,0,0,0
01/01/2015 10:00:00 PM,0,0,0,0,0
01/01/2015 11:00:00 PM,0,0,0,0,0
01/02/2015 12:00:00 AM,0,0,0,0,0
01/02/2015 01:00:00 AM,0,0,0,0,0
01/02/2015 02:00:00 AM,0,0,0,0,0
01/02/2015 03:00:00 AM,0,0,0,0,0
01/02/2015 04:00:00 AM,0,0,0,0,0
01/02/2015 05:00:00 AM,0,0,0,0,0
01/02/2015 06:00:00 AM,1,0,1,0,0
01/02/2015 07:00:00 AM,2,0,1,0,1
01/02/2015 08:00:00 AM,5,2,2,0,1
01/02/2015 09:00:00 AM,1,0,1,0,0
01/02/2015 10:00:00 AM,2,1,0,0,1
01/02/2015 11:00:00 AM,10,3,5,2,0
01/02/2015 12:00:00 PM,1,1,0,0,0
01/02/2015 01:00:00 PM,2,1,0,1,0
01/02/2015 02:00:00 PM,0,0,0,0,0
01/02/2015 03:00:00 PM,0,0,0,0,0
01/02/2015 04:00:00 PM,0,0,0,0,0
01/02/2015 05:00:00 PM,2,0,0,1,1
01/02/2015 06:00:00 PM,0,0,0,0,0
01/02/2015 07:00:00 PM,4,1,2,1,0
01/02/2015 08:00:00 PM,0,0,0,0,0
01/02/2015 09:00:00 PM,0,0,0,0,0
01/02/2015 10:00:00 PM,0,0,0,0,0
01/02/2015 11:00:00 PM,0,0,0,0,0
01/03/2015 12:00:00 AM,0,0,0,0,0
01/03/2015 01:00:00 AM,0,0,0,0,0
01/03/2015 02:00:00 AM,0,0,0,0,0
01/03/2015 03:00:00 AM,0,0,0,0,0
01/03/2015 04:00:00 AM,0,0,0,0,0
01/03/2015 05:00:00 AM,0,0,0,0,0
01/03/2015 06:00:00 AM,0,0,0,0,0
01/03/2015 07:00:00 AM,0,0,0,0,0
01/03/2015 08:00:00 AM,1,1,0,0,0
01/03/2015 09:00:00 AM,2,0,2,0,0
01/03/2015 10:00:00 AM,5,2,0,3,0
01/03/2015 11:00:00 AM,14,0,3,1,10
01/03/2015 12:00:00 PM,6,3,3,0,0
01/03/2015 01:00:00 PM,3,1,0,0,2
01/03/2015 02:00:00 PM,2,1,1,0,0
01/03/2015 03:00:00 PM,6,1,1,2,2
01/03/2015 04:00:00 PM,0,0,0,0,0
01/03/2015 05:00:00 PM,0,0,0,0,0
01/03/2015 06:00:00 PM,0,0,0,0,0
01/03/2015 07:00:00 PM,0,0,0,0,0
01/03/2015 08:00:00 PM,5,2,3,0,0
01/03/2015 09:00:00 PM,0,0,0,0,0
01/03/2015 10:00:00 PM,0,0,0,0,0
01/03/2015 11:00:00 PM,0,0,0,0,0
01/04/2015 12:00:00 AM,0,0,0,0,0
01/04/2015 01:00:00 AM,0,0,0,0,0
01/04/2015 02:00:00 AM,0,0,0,0,0
01/04/2015 03:00:00 AM,0,0,0,0,0
01/04/2015 04:00:00 AM,0,0,0,0,0
01/04/2015 05:00:00 AM,0,0,0,0,0
01/04/2015 06:00:00 AM,0,0,0,0,0
01/04/2015 07:00:00 AM,0,0,0,0,0
01/04/2015 08:00:00 AM,1,1,0,0,0
01/04/2015 09:00:00 AM,4,1,3,0,0
01/04/2015 10:00:00 AM,3,1,2,0,0
01/04/2015 11:00:00 AM,0,0,0,0,0
01/04/2015 12:00:00 PM,0,0,0,0,0
01/04/2015 01:00:00 PM,2,1,0,1,0
01/04/2015 02:00:00 PM,0,0,0,0,0
01/04/2015 03:00:00 PM,2,0,1,0,1
01/04/2015 04:00:00 PM,1,0,0,0,1
01/04/2015 05:00:00 PM,0,0,0,0,0
01/04/2015 06:00:00 PM,3,0,2,1,0
01/04/2015 07:00:00 PM,1,1,0,0,0
01/04/2015 08:00:00 PM,0,0,0,0,0
